MANDURIA,,,,
,NO2,CO,O3,PM10
11/11/2011 11.00,"44,672751","0,757783","42,620762",
11/11/2011 12.00,"44,021216","0,725321","46,297187","23,44322"
11/11/2011 13.00,"48,436578","0,779932","49,128652",
11/11/2011 14.00,"53,830522","0,949626","45,970167","21,48962"
11/11/2011 15.00,"30,71802","0,549729","63,507315",
11/11/2011 16.00,"39,932922","0,641255","55,616888","25,64102"
11/11/2011 17.00,"50,905124","0,900271","41,884129",
11/11/2011 18.00,"62,052547","0,897383","31,078289","35,409031"
11/11/2011 19.00,"62,757286","1,148772","28,485827",
11/11/2011 20.00,"63,067487","1,205751","25,445847","35,653221"
11/11/2011 21.00,"47,162059","0,811954","29,019349",
11/11/2011 22.00,"38,380665","0,743337","29,895474","46,398041"
11/11/2011 23.00,"29,054159","0,518751","35,28756",
12/11/2011 0.00,"18,932053","0,387819","39,755461","44,444431"
12/11/2011 1.00,"15,054016","0,320407","40,844175",
12/11/2011 2.00,,"0,337902","39,441311","33,699631"
12/11/2011 3.00,"9,156742",,"41,636089",
12/11/2011 4.00,"7,03836","0,279082",,"27,59462"
12/11/2011 5.00,"7,621106","0,274701","38,498152",
12/11/2011 6.00,"15,606908","0,308908","33,143314","29,54822"
12/11/2011 7.00,"24,7556","0,500282","25,362575",
12/11/2011 8.00,"40,192493","0,624729","16,407133","27,59462"
12/11/2011 9.00,"55,6826","1,179477","17,508706",
12/11/2011 10.00,"47,030973","1,086342","29,879214","32,722832"
12/11/2011 11.00,"40,646749","0,929256","41,314055",
12/11/2011 12.00,"43,704534","0,799543","47,160444","25,39682"
12/11/2011 13.00,"50,231547","0,826474","46,964094",
12/11/2011 14.00,"38,577927","0,636667","51,845004","25,88522"
12/11/2011 15.00,"24,791928","0,444329","60,822124",
12/11/2011 16.00,"32,363734","0,561219","52,144272","26,12941"
12/11/2011 17.00,"42,353457","0,726949","41,960635",
12/11/2011 18.00,"59,8877","1,095507","28,656458","28,571421"
12/11/2011 19.00,"61,193371","1,01001","24,916393",
12/11/2011 20.00,"54,213401","0,831579","28,392401","31,990231"
12/11/2011 21.00,"44,977752","0,794639","33,868455",
12/11/2011 22.00,"34,53896","0,567007","40,65459","50,06105"
12/11/2011 23.00,"24,458379","0,51809","44,448141",
13/11/2011 0.00,"27,137206","0,489148","39,020863","46,398041"
13/11/2011 1.00,"23,539492","0,425678","36,814335",
13/11/2011 2.00,,"0,323097","42,481292","29,54822"
13/11/2011 3.00,"12,293443",,"41,705397",
13/11/2011 4.00,"10,08836","0,286306",,"21,001221"
13/11/2011 5.00,"9,370635","0,274829","39,537448",
13/11/2011 6.00,"11,693822","0,310472","38,441296","13,18681"
13/11/2011 7.00,"18,632248","0,428711","39,070281",
13/11/2011 8.00,"26,08073","0,473202","37,521839","13,91941"
13/11/2011 9.00,"20,425895","0,502378","50,119189",
13/11/2011 10.00,"26,955489","0,61185","56,735385","14,40781"
13/11/2011 11.00,"36,341707","0,623933","56,203899",
13/11/2011 12.00,"41,682458","0,715906","56,555956","19,78022"
13/11/2011 13.00,"49,829186","0,953032","55,190338",
13/11/2011 14.00,"21,600476","0,430207","70,877081","20,26862"
13/11/2011 15.00,"13,318762","0,35577","77,142583",
13/11/2011 16.00,"19,995006","0,380138","72,099862","11,72161"
13/11/2011 17.00,"36,115862","0,523716","55,017012",
13/11/2011 18.00,"48,620879","0,786664","40,286273","26,12941"
13/11/2011 19.00,"45,319083","0,673879","40,23143",
13/11/2011 20.00,"41,803143","0,873788","37,492056","28,08301"
13/11/2011 21.00,"33,70963","0,669029","35,013348",
13/11/2011 22.00,"34,195029","0,604737","30,047812","30,52503"
13/11/2011 23.00,"26,913961","0,512805","37,734449",
14/11/2011 0.00,"21,357765","0,502378","36,777744","34,67643"
14/11/2011 1.00,"17,089077","0,405394","36,717497",
14/11/2011 2.00,,"0,286022","40,710111","36,141621"
14/11/2011 3.00,"7,516202",,"46,664088",
14/11/2011 4.00,"6,996828","0,282821",,"25,88522"
14/11/2011 5.00,"13,173397","0,295679","44,834076",
14/11/2011 6.00,"21,774391","0,305668","30,062016","16,84981"
14/11/2011 7.00,"41,463114","0,491195","14,143736",
14/11/2011 8.00,"54,620944","0,692089","10,330545","20,02442"
14/11/2011 9.00,"63,582758","1,220527","16,509366",
14/11/2011 10.00,"47,11275","0,802848","44,604548","26,617821"
14/11/2011 11.00,"45,769454","0,799572","46,251144",
14/11/2011 12.00,"42,979026","0,679674","52,50445","24,664221"
14/11/2011 13.00,"39,938122","0,631069","58,215436",
14/11/2011 14.00,"41,171075","0,706524","59,856625","21,001221"
14/11/2011 15.00,"26,429861","0,52124","69,508776",
14/11/2011 16.00,"39,146402","0,639035","60,746275","14,65201"
14/11/2011 17.00,"63,419204","0,983401","37,848181",
14/11/2011 18.00,"64,331631","1,220041","29,375497","28,08301"
14/11/2011 19.00,"79,52061","1,599952","16,937947",
14/11/2011 20.00,"69,267417","1,583211","21,296844","36,141621"
14/11/2011 21.00,"64,062953","1,465619","17,956924",
14/11/2011 22.00,"43,234696","1,13488","24,525034","65,201462"
14/11/2011 23.00,"27,413643","0,84005","29,225195",
15/11/2011 0.00,"14,895673","0,514729","39,885457","81,31868"
15/11/2011 1.00,"9,571806","0,421279","41,783239",
15/11/2011 2.00,,"0,332437","42,086559","48,59584"
15/11/2011 3.00,"8,320659",,"46,059543",
15/11/2011 4.00,"6,481575","0,248236",,"31,25762"
15/11/2011 5.00,"8,273935","0,216656","51,516626",
15/11/2011 6.00,"16,956691","0,303061","41,018177","25,88522"
15/11/2011 7.00,"30,021075","0,462848","33,670732",
15/11/2011 8.00,"47,600749","0,718938","21,030751","18,31501"
15/11/2011 9.00,"53,127081","1,154653","22,885881",
15/11/2011 10.00,"31,477276","0,555384","42,266669","14,89621"
15/11/2011 11.00,"31,853671","0,529896","51,245805",
15/11/2011 12.00,"44,859631","0,679181","49,534872","24,664221"
15/11/2011 13.00,"54,894782","0,875118","44,562574",
15/11/2011 14.00,"44,685734","0,746511","49,165201","18,55921"
15/11/2011 15.00,"29,79783","0,514787","59,659598",
15/11/2011 16.00,"39,307355","0,619789","50,834833","20,757021"
15/11/2011 17.00,"63,789097","1,045523","26,870375",
15/11/2011 18.00,"76,33044","1,569208","16,500565","25,64102"
15/11/2011 19.00,"84,183867","1,608964","14,101756",
15/11/2011 20.00,"84,92366","2,196011","19,62722","42,490841"
15/11/2011 21.00,"90,858814","2,906372","20,403803",
15/11/2011 22.00,"74,000767","2,078865","9,987956","84,004883"
15/11/2011 23.00,"51,808449","1,576222","7,777362",
16/11/2011 0.00,"36,54417","1,131089","11,117962","142,368607"
16/11/2011 1.00,"21,283791","0,883975","18,21962",
16/11/2011 2.00,,"0,591093","26,137113","120,634903"
16/11/2011 3.00,"9,087569",,"30,817542",
16/11/2011 4.00,"11,90797","0,409423",,"76,19046"
16/11/2011 5.00,"11,26163","0,302722","29,482469",
16/11/2011 6.00,"22,209179","0,360127","24,80942","52,014641"
16/11/2011 7.00,"43,899214","0,694441","11,549246",
16/11/2011 8.00,"67,986417","1,09684","8,080007","39,316231"
16/11/2011 9.00,"63,245307","1,08869","13,576354",
16/11/2011 10.00,"39,936802","0,542016","35,450051","35,164822"
16/11/2011 11.00,"28,875042","0,428651","59,151133",
16/11/2011 12.00,"45,184116","0,582401","52,524758","26,37361"
16/11/2011 13.00,"34,721959","0,573689","63,911522",
16/11/2011 14.00,"52,663745","0,775811","55,840308","22,710621"
16/11/2011 15.00,"34,859543","0,452978","70,755887",
16/11/2011 16.00,"45,182814","0,619093","59,56346","12,94261"
16/11/2011 17.00,"56,763724","0,905114","42,049334",
16/11/2011 18.00,"88,02039","1,405061","16,693527","19,0476"
16/11/2011 19.00,"92,202124","1,780442","16,615671",
16/11/2011 20.00,"92,016529","2,142093","17,271732","49,08424"
16/11/2011 21.00,"87,344169","2,175293","14,810632",
16/11/2011 22.00,"76,876833","1,798666","10,52486","100,122101"
16/11/2011 23.00,"59,01034","1,467121","9,756402",
17/11/2011 0.00,"43,176306","1,169177","11,341393","131,135406"
17/11/2011 1.00,"24,863322","0,819688","18,015826",
17/11/2011 2.00,,"0,46458","24,634739","117,704399"
17/11/2011 3.00,"12,236337",,"28,933366",
17/11/2011 4.00,"12,551714","0,443581",,"79,609283"
17/11/2011 5.00,"17,869095","0,421036","29,826406",
17/11/2011 6.00,"31,470792","0,468324","22,550064","55,67765"
17/11/2011 7.00,"44,353466","0,605032","16,675252",
17/11/2011 8.00,"53,537202","0,822843","14,336012","35,409031"
17/11/2011 9.00,"63,681376","1,325864","13,488334",
17/11/2011 10.00,"45,398259","0,781672","25,397767","39,072041"
17/11/2011 11.00,"46,973881","0,820246","39,13799",
17/11/2011 12.00,"61,151837","1,0365","38,066194","33,943821"
17/11/2011 13.00,"58,663809","0,950837","39,437239",
17/11/2011 14.00,"50,415826","0,799019","47,253869","31,990231"
17/11/2011 15.00,"41,551354","0,618062","52,566074",
17/11/2011 16.00,"60,91043","0,910065","37,267955","30,036631"
17/11/2011 17.00,"75,296033","1,422238","26,931322",
17/11/2011 18.00,"81,749047","1,590845","18,608926","39,072041"
17/11/2011 19.00,"83,908712","1,860263","17,986716",
17/11/2011 20.00,"94,812139","2,57342","20,388901","72,527473"
17/11/2011 21.00,"83,113108","2,036624","10,604078",
17/11/2011 22.00,"62,641783","1,600278","12,180941","132,356506"
17/11/2011 23.00,"47,805812","1,463171","12,197191",
18/11/2011 0.00,"35,013977","0,928852","13,250689","129,670303"
18/11/2011 1.00,"23,38764","0,648602","20,581856",
18/11/2011 2.00,,"0,535758","23,324622","100,122101"
18/11/2011 3.00,"21,530803",,"23,379245",
18/11/2011 4.00,"13,327846","0,48568",,"71,794861"
18/11/2011 5.00,"13,648422","0,432902","29,881928",
18/11/2011 6.00,"33,415011","0,516222","17,239234","48,84005"
18/11/2011 7.00,"44,52478","0,79388","9,069188",
18/11/2011 8.00,"53,27375","1,040392","9,514692","42,735031"
18/11/2011 9.00,"53,839624","1,064273","12,616971",
18/11/2011 10.00,"43,901814","0,807526","23,925856","48,35165"
18/11/2011 11.00,"49,424262","0,853482","42,775134",
18/11/2011 12.00,"53,613778","0,699481","45,519256","60,561661"
18/11/2011 13.00,"55,608606","0,979105","47,091377",
18/11/2011 14.00,"57,024594","0,898594","46,932275","35,653221"
18/11/2011 15.00,"36,620746","0,611545","63,685389",
18/11/2011 16.00,"55,334771","0,918542","44,519903","27,59462"
18/11/2011 17.00,"70,087667","1,188333","27,58738",
18/11/2011 18.00,"76,763927","1,450537","21,381473","39,072041"
18/11/2011 19.00,"71,85927","1,40992","20,443065",
18/11/2011 20.00,"82,391498","1,708126","15,962306","71,062271"
18/11/2011 21.00,"81,046905","1,660245","14,460588",
18/11/2011 22.00,"62,953268","1,388247","20,674624","90,598282"
18/11/2011 23.00,"38,397528","1,165134","29,663235",
19/11/2011 0.00,"31,799139","1,211009","29,550858","93,040291"
19/11/2011 1.00,"20,611494","0,852156","33,401269",
19/11/2011 2.00,,"0,566193","40,464324","81,807083"
19/11/2011 3.00,"11,715883",,"41,358724",
19/11/2011 4.00,"11,235673","0,49624",,"58,852261"
19/11/2011 5.00,"11,843073","0,432701","41,81981",
19/11/2011 6.00,"28,466219","0,488371","28,846703","45,66544"
19/11/2011 7.00,"60,622292","1,045393","10,378611",
19/11/2011 8.00,"65,625578","1,063404","10,45783","33,943821"
19/11/2011 9.00,"81,449247","2,007241","13,775407",
19/11/2011 10.00,"57,127136","1,023549","22,749126","40,537231"
19/11/2011 11.00,"42,228851","0,709934","50,643894",
19/11/2011 12.00,"31,93803","0,535256","65,067925","37,118431"
19/11/2011 13.00,"44,497535","0,682459","65,805251",
19/11/2011 14.00,"44,328802","0,572876","64,042868","39,072041"
19/11/2011 15.00,"25,274747","0,468804","79,650396",
19/11/2011 16.00,"27,931489","0,579704","76,498696","28,571421"
19/11/2011 17.00,"51,907089","0,912088","49,750872",
19/11/2011 18.00,"125,448374","3,00559","19,905493","29,30402"
19/11/2011 19.00,"148,564782","5,263745","35,07699",
19/11/2011 20.00,"128,242693","5,633468","39,824529","59,096451"
19/11/2011 21.00,"107,936125","4,70321","27,774928",
19/11/2011 22.00,"81,053403","2,932028","9,435476","189,499207"
19/11/2011 23.00,"69,027309","2,248093","6,354863",
20/11/2011 0.00,"61,508736","1,870301","4,918824","178,266006"
20/11/2011 1.00,"50,867496","1,594906","5,337246",
20/11/2011 2.00,,"0,964404","5,235686","165,811905"
20/11/2011 3.00,"26,85228",,"12,561133",
20/11/2011 4.00,"19,265598","0,548599",,"116,971901"
20/11/2011 5.00,"15,475824","0,479033","20,279894",
20/11/2011 6.00,"16,467393","0,473756","18,230444","78,632462"
20/11/2011 7.00,"30,52204","0,633514","15,359048",
20/11/2011 8.00,"38,679167","0,719314","17,132262","55,189251"
20/11/2011 9.00,"35,356606","0,704733","25,145239",
20/11/2011 10.00,"39,660367","0,851762","35,374899","48,59584"
20/11/2011 11.00,"51,520311","0,791702","44,710842",
20/11/2011 12.00,"40,890738","0,687936","59,221536","46,642231"
20/11/2011 13.00,"42,352155","0,767895","62,178922",
20/11/2011 14.00,"28,063876","0,522175","69,824262","38,827831"
20/11/2011 15.00,"30,494792","0,570312","64,150524",
20/11/2011 16.00,"40,437784","0,649023","53,221452","26,86202"
20/11/2011 17.00,"53,738384","0,894541","40,295748",
20/11/2011 18.00,"64,849477","1,251239","27,518989","25,88522"
20/11/2011 19.00,"84,203327","2,187149","21,390948",
20/11/2011 20.00,"85,989197","2,077059","15,711118","52,25885"
20/11/2011 21.00,"86,025563","2,106425","12,846487",
20/11/2011 22.00,"74,702909","2,017159","12,023187","131,3797"
20/11/2011 23.00,"59,175174","1,942396","12,908102",
21/11/2011 0.00,"51,594306","1,496917","7,813246","151,6483"
21/11/2011 1.00,"37,777141","1,072145","11,426024",
21/11/2011 2.00,,"0,817362","15,739555","132,112305"
21/11/2011 3.00,"20,93596",,"14,869533",
21/11/2011 4.00,"17,81848","0,700218",,"93,528679"
21/11/2011 5.00,"19,274681","0,660057","17,924416",
21/11/2011 6.00,"36,331325","0,704131","5,209961","73,015862"
21/11/2011 7.00,"49,775975","0,909006","5,211989",
21/11/2011 8.00,"67,60616","1,122345","4,924919","57,142841"
21/11/2011 9.00,"97,445515","2,198982","8,447648",
21/11/2011 10.00,"61,381548","1,076516","26,288773","54,700851"
21/11/2011 11.00,"51,7695","0,863896","38,638323",
21/11/2011 12.00,"46,742853","0,744171","50,039288","52,991451"
21/11/2011 13.00,"43,738279","0,718063","56,51061",
21/11/2011 14.00,"40,753171","0,671155","63,843136","37,606831"
21/11/2011 15.00,"31,503238","0,488237","70,536535",
21/11/2011 16.00,"52,558602","0,796508","50,218039","24,42001"
21/11/2011 17.00,"76,878132","1,390297","30,349776",
21/11/2011 18.00,"65,273861","1,243307","28,196053","29,79241"
21/11/2011 19.00,"61,408812","1,237318","29,917818",
21/11/2011 20.00,"68,083774","1,525589","24,152667","58,119652"
21/11/2011 21.00,"58,138163","1,183266","32,110125",
21/11/2011 22.00,"41,705805","1,03396","43,030395","73,504272"
21/11/2011 23.00,"25,950944","0,83144","50,825358",
22/11/2011 0.00,"19,391504","0,679978","49,077199","68,864471"
22/11/2011 1.00,"14,410273","0,550314","51,44351",
22/11/2011 2.00,,"0,514504","46,375052","54,700851"
22/11/2011 3.00,"9,901714",,"41,876545",
22/11/2011 4.00,"8,545191","0,482565",,"43,223431"
22/11/2011 5.00,"4,896873","0,346258","62,070616",
22/11/2011 6.00,"6,441339","0,370502","73,460747","46,642231"
22/11/2011 7.00,"16,546563","0,317994","62,7226",
22/11/2011 8.00,"30,538923","0,57739","48,746789","38,09523"
22/11/2011 9.00,"44,319718","0,832247","43,557813",
22/11/2011 10.00,"36,637609","0,611267","44,63569","32,234421"
22/11/2011 11.00,"29,071022","0,1652","29,192695",
22/11/2011 12.00,"28,035331",,"34,993717",
22/11/2011 13.00,"34,013332",,"39,752748",
22/11/2011 14.00,"36,477976","0,004725","40,119052",
22/11/2011 15.00,"19,32271",,"55,216753",
22/11/2011 16.00,"16,211716",,"60,834292",
22/11/2011 17.00,"15,48621",,"64,105836",
22/11/2011 18.00,"23,028127",,"60,753714",
22/11/2011 19.00,"19,625112",,"62,089565",
22/11/2011 20.00,"28,053494","0,003706","47,641158",
22/11/2011 21.00,"56,470404","0,1067","23,204105",
22/11/2011 22.00,"40,575354","0,116222","25,751879",
22/11/2011 23.00,"8,746362",,"69,357095",
23/11/2011 0.00,"8,427085",,"70,210874",
23/11/2011 1.00,"12,349244",,"60,702942",
23/11/2011 2.00,,,"69,67803",
23/11/2011 3.00,"4,09868",,"64,845179",
23/11/2011 4.00,"3,588617","0,291361",,
23/11/2011 5.00,"3,976681","0,278624","71,321912",
23/11/2011 6.00,"6,720381","0,292993","73,148633","10,50061"
23/11/2011 7.00,"14,133823","0,260102","67,781583",
23/11/2011 8.00,"27,605723","0,513174","54,586413","6,593407"
23/11/2011 9.00,"40,772653","0,715881","45,985068",
23/11/2011 10.00,"23,642014","0,472749","59,25541","5,860806"
23/11/2011 11.00,"20,205269","0,499388","57,956126",
23/11/2011 12.00,"20,995671","0,414694","65,831652","10,25641"
23/11/2011 13.00,"20,523235","0,37093","66,137023",
23/11/2011 14.00,"30,057404","0,474613","62,465325","19,2918"
23/11/2011 15.00,"14,942393","0,416092","66,908192",
23/11/2011 16.00,"25,949644","0,589208","54,587749","13,18681"
23/11/2011 17.00,"41,626628","0,96243","34,798726",
23/11/2011 18.00,"48,183487","1,062968","29,88532","13,91941"
23/11/2011 19.00,"45,3113","0,922044","34,402639",
23/11/2011 20.00,"38,223614","0,735801","40,314702","32,722832"
23/11/2011 21.00,"47,145196","0,939478","27,890698",
23/11/2011 22.00,"35,37089","0,874939","30,252957","30,52503"
23/11/2011 23.00,"26,510318","0,78011","35,140627",
24/11/2011 0.00,"23,719889","0,702988","31,969296","32,96703"
24/11/2011 1.00,"11,793759","0,503427","48,155711",
24/11/2011 2.00,,"0,298079","65,275124","31,25762"
24/11/2011 3.00,"4,42896",,"63,208283",
24/11/2011 4.00,"4,537361","0,317789",,"20,02442"
24/11/2011 5.00,"7,763871","0,244087","42,783931",
24/11/2011 6.00,"20,589429","0,343363","32,856911","16,60561"
24/11/2011 7.00,"50,136787","0,557892","12,341403",
24/11/2011 8.00,"61,310172","0,7896","7,9297","15,14041"
24/11/2011 9.00,"77,967052","2,0683","4,516652",
24/11/2011 10.00,"40,415721","0,642929","32,921229","15,38461"
24/11/2011 11.00,"32,448093","0,505199","36,101381",
24/11/2011 12.00,"45,060809","0,580911","29,500064","20,757021"
24/11/2011 13.00,"60,61971","0,991438","18,375341",
24/11/2011 14.00,"59,68914","1,1997","16,905451","17,826611"
24/11/2011 15.00,"38,808951","0,928104","17,223669",
24/11/2011 16.00,"56,513232","1,215368","7,782778","24,908421"
24/11/2011 17.00,"64,178456","1,489285","5,033923",
24/11/2011 18.00,"61,094727","1,297698","5,324382","40,04884"
24/11/2011 19.00,"59,782561","1,510253","4,677792",
24/11/2011 20.00,"59,534688","1,521163","5,526144","51,526241"
24/11/2011 21.00,"54,36395","1,385135","5,310163",
24/11/2011 22.00,"43,564364","1,115164","7,456436","51,282051"
24/11/2011 23.00,"31,543466","0,778805","8,489627",
25/11/2011 0.00,"29,522693","0,794551","7,14296","59,096451"
25/11/2011 1.00,"19,189023","0,495679","14,055715",
25/11/2011 2.00,,"0,389711","19,428166","44,688641"
25/11/2011 3.00,"15,11631",,"20,60827",
25/11/2011 4.00,"12,768456","0,493139",,"32,96703"
25/11/2011 5.00,"12,782737","0,508044","22,125547",
25/11/2011 6.00,"21,495354","0,591141","16,910864","24,908421"
25/11/2011 7.00,"30,192372","0,648096","10,450381",
25/11/2011 8.00,"44,572809","0,813712","4,742111","17,3382"
25/11/2011 9.00,"59,282895","1,659589","4,755653",
25/11/2011 10.00,"46,254854","1,18819","13,740876","23,93162"
25/11/2011 11.00,"42,265181","0,99261","18,405803",
25/11/2011 12.00,"39,57859","0,746755","25,89879","20,757021"
25/11/2011 13.00,"44,083511","0,931754","30,999747",
25/11/2011 14.00,"53,106334","1,297968","30,672726","20,757021"
25/11/2011 15.00,"38,071762","0,704472","39,133241",
25/11/2011 16.00,"50,470335","0,833096","30,001767","19,2918"
25/11/2011 17.00,"57,676129","1,161391","18,021236",
25/11/2011 18.00,"63,716422","1,391531","11,300085","21,24542"
25/11/2011 19.00,"65,735917","1,496484","7,25061",
25/11/2011 20.00,"61,641116","1,545755","7,840328","49,572651"
25/11/2011 21.00,"57,304934","1,201551","6,31627",
25/11/2011 22.00,"48,408016","1,209466","7,675805","57,87545"
25/11/2011 23.00,"31,305958","0,948784","11,643353",
26/11/2011 0.00,"28,449354","0,90596","6,959476","65,445663"
26/11/2011 1.00,"22,372713","0,746368","9,238452",
26/11/2011 2.00,,"0,664314","11,264199","55,189251"
26/11/2011 3.00,"15,769465",,"13,559353",
26/11/2011 4.00,"13,775609","0,596237",,"46,153831"
26/11/2011 5.00,"13,722403","0,550731","14,280499",
26/11/2011 6.00,"19,660158","0,604034","10,182262","38,827831"
26/11/2011 7.00,"32,24303","0,653614","5,664266",
26/11/2011 8.00,"39,832983","0,815777","3,694704","29,05983"
26/11/2011 9.00,"51,947317","1,47707","4,60941",
26/11/2011 10.00,"29,00613","0,743733","22,61913","31,01343"
26/11/2011 11.00,"26,804938","0,617457","34,126411",
26/11/2011 12.00,"31,359169","0,685037","34,818357","33,211231"
26/11/2011 13.00,"43,052999","0,877731","33,064113",
26/11/2011 14.00,"39,222978","0,820741","37,39388","22,954821"
26/11/2011 15.00,"26,063847","0,676037","42,586927",
26/11/2011 16.00,"25,48761","0,70393","44,676987","21,001221"
26/11/2011 17.00,"33,178801","0,848209","44,293088",
26/11/2011 18.00,"48,750663","1,109918","32,479119","30,52503"
26/11/2011 19.00,"44,114656","0,990856","35,192758",
26/11/2011 20.00,"39,177549","0,893171","36,003207","34,18803"
26/11/2011 21.00,"44,933625","1,204693","32,466931",
26/11/2011 22.00,"29,765384","0,957143","36,963957","43,223431"
26/11/2011 23.00,"22,122222","0,755023","37,280147",
27/11/2011 0.00,"20,488188","0,703659","31,683572","49,328442"
27/11/2011 1.00,"14,232459","0,574783","37,475816",
27/11/2011 2.00,,"0,496844","48,068367","38,58363"
27/11/2011 3.00,"12,331076",,"35,991697",
27/11/2011 4.00,"19,544635","0,5701",,"33,943821"
27/11/2011 5.00,"13,170804","0,394618","34,169063",
27/11/2011 6.00,"11,705498","0,393538","34,345101","32,234421"
27/11/2011 7.00,"15,151351","0,474825","34,271289",
27/11/2011 8.00,"22,636167","0,495804","32,465573","22,710621"
27/11/2011 9.00,"21,705596","0,556114","33,852196",
27/11/2011 10.00,"23,131969","0,641614","38,41149","20,02442"
27/11/2011 11.00,"27,218963","0,548271","45,212545",
27/11/2011 12.00,"38,259962","0,657338","47,134029","28,81562"
27/11/2011 13.00,"39,771971","0,70482","50,946533",
27/11/2011 14.00,"23,191661","0,52849","61,483586","19,78022"
27/11/2011 15.00,"17,943075","0,458714","64,549982",
27/11/2011 16.00,"30,9205","0,597801","47,807025","21,73382"
27/11/2011 17.00,"49,151707","1,113154","30,585386",
27/11/2011 18.00,"61,44256","1,462686","24,364576","24,908421"
27/11/2011 19.00,"72,07213","1,826668","18,485021",
27/11/2011 20.00,"64,770282","1,737073","16,870246","54,45665"
27/11/2011 21.00,"63,4919","1,807814","13,289282",
27/11/2011 22.00,"61,299771","1,956135","11,514715","92,55188"
27/11/2011 23.00,"55,699463","1,407554","6,830834",
28/11/2011 0.00,"49,625422","1,615682","7,859963","99,63369"
28/11/2011 1.00,"22,733507","0,667653","22,015862",
28/11/2011 2.00,,"0,52822","26,271178","87,179482"
28/11/2011 3.00,"17,823677",,"19,028706",
28/11/2011 4.00,"21,387631","0,528863",,"47,863232"
28/11/2011 5.00,"19,368138","0,469079","16,971798",
28/11/2011 6.00,"31,413682","0,542583","7,621638","31,01343"
28/11/2011 7.00,"49,081611","0,877755","2,104972",
28/11/2011 8.00,"68,863777","1,079987","2,512561","29,05983"
28/11/2011 9.00,"73,459537","1,521821","6,626365",
28/11/2011 10.00,"54,139424","0,868286","17,005649","30,76923"
28/11/2011 11.00,"37,752495","0,565576","40,120387",
28/11/2011 12.00,"30,53114","0,424212","55,029204","40,293041"
28/11/2011 13.00,"30,864689","0,39832","59,283161",
28/11/2011 14.00,"39,354064","0,498527","55,587764","24,908421"
28/11/2011 15.00,"46,470298","0,57632","48,368975",
28/11/2011 16.00,"54,210819","0,712816","35,534001","14,40781"
28/11/2011 17.00,"66,569149","1,019043","21,442399",
28/11/2011 18.00,"82,129348","1,573142","12,885759","29,30402"
28/11/2011 19.00,"82,730247","1,57635","12,486288",
28/11/2011 20.00,"75,964442","1,62852","14,092273","51,282051"
28/11/2011 21.00,"74,979362","1,867349","13,247311",
28/11/2011 22.00,"63,218044","1,864529","14,913547","82,05127"
28/11/2011 23.00,"39,407275","1,323879","19,187815",
29/11/2011 0.00,"26,7089","1,007604","22,850012","114,774101"
29/11/2011 1.00,"18,880144","0,661302","29,074193",
29/11/2011 2.00,,"0,48589","31,464222","88,644691"
29/11/2011 3.00,"15,395354",,"32,819007",
29/11/2011 4.00,"15,471927","0,418067",,"60,073261"
29/11/2011 5.00,"10,502375","0,306803","39,583494",
29/11/2011 6.00,"24,418151","0,343904","25,670623","46,642231"
29/11/2011 7.00,"43,178885","0,616734","10,707664",
29/11/2011 8.00,"48,019955","0,610364","9,683279","38,339432"
29/11/2011 9.00,"60,166738","1,058118","6,79495",
29/11/2011 10.00,"57,39061","0,975114","9,759788","32,722832"
29/11/2011 11.00,"44,324039","0,63447","21,876233",
29/11/2011 12.00,"47,835657","0,760927","29,382938","37,118431"
29/11/2011 13.00,"57,831861","1,05669","25,170277",
29/11/2011 14.00,"55,519068","0,727108","31,582007","33,455421"
29/11/2011 15.00,"50,501826","0,799849","26,459865",
29/11/2011 16.00,"58,539226","0,883386","22,709185","22,710621"
29/11/2011 17.00,"70,731438","1,319019","12,111206",
29/11/2011 18.00,"73,906007","1,648175","9,180902","34,920631"
29/11/2011 19.00,"70,724932","1,652305","9,067157",
29/11/2011 20.00,"68,249888","1,495988","8,270937","59,34066"
29/11/2011 21.00,"67,198617","1,616402","7,063743",
29/11/2011 22.00,"56,297787","1,545136","7,591171","84,493271"
29/11/2011 23.00,"46,149715","1,49873","6,082009",
30/11/2011 0.00,"33,468219","1,064912","10,471372","99,389481"
30/11/2011 1.00,"26,045684","0,865705","13,031998",
30/11/2011 2.00,,"0,713635","16,549994","93,528679"
30/11/2011 3.00,"18,462264",,"18,409913",
30/11/2011 4.00,"16,457009","0,491306",,"65,445663"
30/11/2011 5.00,"15,651033","0,432737","22,526383",
30/11/2011 6.00,"21,995036","0,4169","19,83778","54,700851"
30/11/2011 7.00,"36,657072","0,639227","12,002878",
30/11/2011 8.00,"47,698087","0,781946","8,787532","42,246632"
30/11/2011 9.00,"66,510734","1,244413","7,002131",
30/11/2011 10.00,"51,32693","0,814937","14,375958","33,455421"
30/11/2011 11.00,"38,820636","0,679787","32,141944",
30/11/2011 12.00,"35,395554","0,575222","42,530028","41,26984"
30/11/2011 13.00,"53,883755","0,794133","34,946994",
30/11/2011 14.00,"62,840347","1,032799","34,212396","25,39682"
30/11/2011 15.00,"38,914094","0,542076","44,262628",
30/11/2011 16.00,"55,702063","0,97357","28,637488","26,37361"
30/11/2011 17.00,"68,897539","1,266537","16,638685",
30/11/2011 18.00,"70,32259","1,558496","12,314319","34,920631"
30/11/2011 19.00,"70,310912","1,59304","10,766564",
30/11/2011 20.00,"58,569987","1,309021","15,094898","64,224663"
30/11/2011 21.00,"57,072626","1,412516","19,150576",
