MANDURIA,,,,
,NO2,CO,O3,PM10
21/01/2011 21.00,"40,218459","1,005412","13,684681",
21/01/2011 22.00,"24,427234","0,696562","22,674651",
21/01/2011 23.00,"16,733459","0,559034","25,810113",
22/01/2011 0.00,"13,209742","0,485059","26,755963",
22/01/2011 1.00,"7,959849","0,368073","30,407989",
22/01/2011 2.00,,"0,329434","33,269238",
22/01/2011 3.00,"7,117531",,"31,932728",
22/01/2011 4.00,"7,902743","0,354702",,
22/01/2011 5.00,"9,24085","0,365926","29,663235",
22/01/2011 6.00,"13,596505","0,42252","24,047053",
22/01/2011 7.00,"30,589532","0,64537","13,170116",
22/01/2011 8.00,"42,170439","0,919955","6,338614",
22/01/2011 9.00,"58,632665","1,855994","8,06308",
22/01/2011 10.00,"35,315079","0,977581","20,511453",
22/01/2011 11.00,"34,327417","0,837774","26,583974",
22/01/2011 12.00,"28,786784","0,771934","38,049958",
22/01/2011 13.00,"25,086548","0,527065","39,80083",
22/01/2011 14.00,"23,19036","0,504186","41,71892",
22/01/2011 15.00,"12,050743","0,409662","55,905327",
22/01/2011 16.00,"7,883275","0,454817","63,564191",
22/01/2011 17.00,"22,610221","0,818335","47,011476",
22/01/2011 18.00,"28,547976","0,95208","41,100091",
22/01/2011 19.00,"24,374022","0,600646","52,98315",
22/01/2011 20.00,"28,091142","0,641544","52,855849",
22/01/2011 21.00,"31,988637","0,612214","47,85578",
22/01/2011 22.00,"15,327864","0,4414","65,849262",
22/01/2011 23.00,"9,645785","0,396374","68,814776",
23/01/2011 0.00,"9,678232","0,442433","67,484347",
23/01/2011 1.00,"5,351126","0,288733","68,36859",
23/01/2011 2.00,,"0,436625","50,39813",
23/01/2011 3.00,"6,491957",,"46,270117",
23/01/2011 4.00,"6,588","0,388988",,
23/01/2011 5.00,"6,74504","0,396642","44,830004",
23/01/2011 6.00,"8,46472","0,406932","41,689814",
23/01/2011 7.00,"18,031336","0,600662","32,164965",
23/01/2011 8.00,"17,444695","0,563667","33,732356",
23/01/2011 9.00,"13,235699","0,547168","44,265341",
23/01/2011 10.00,"13,422588","0,627068","45,750815",
23/01/2011 11.00,"15,60821","0,694166","45,767055",
23/01/2011 12.00,"14,659462","0,65054","51,512578",
23/01/2011 13.00,"17,366818","0,755993","47,545679",
23/01/2011 14.00,"10,403737","0,606488","57,101011",
23/01/2011 15.00,"9,020211","0,589351","56,475397",
23/01/2011 16.00,"11,064357","0,659299","55,622296",
23/01/2011 17.00,"21,503136","0,915322","40,469073",
23/01/2011 18.00,"35,32936","1,382167","31,443893",
23/01/2011 19.00,"36,336507","1,350276","24,595458",
23/01/2011 20.00,"44,936203","1,355166","14,066542",
23/01/2011 21.00,"41,851176","1,496678","17,09502",
23/01/2011 22.00,"38,526032","1,483964","12,933152",
23/01/2011 23.00,"28,411708","1,236955","12,068545",
24/01/2011 0.00,"23,041109","0,941515","9,750985",
24/01/2011 1.00,"15,079976","0,760117","11,013011",
24/01/2011 2.00,,"0,625536","14,707046",
24/01/2011 3.00,"12,21816",,"21,175629",
24/01/2011 4.00,"8,704827","0,383076",,
24/01/2011 5.00,"11,880719","0,408816","24,079551",
24/01/2011 6.00,"20,671185","0,469091","15,061138",
24/01/2011 7.00,"33,128172","0,875902","4,780704",
24/01/2011 8.00,"47,810994","1,635223","6,234347",
24/01/2011 9.00,"37,822569","1,244976","11,0252",
24/01/2011 10.00,"24,358459","0,724276","25,746452",
24/01/2011 11.00,"23,705606","0,68274","34,502848",
24/01/2011 12.00,"24,253317","0,663744","41,880757",
24/01/2011 13.00,"22,94507","0,6643","50,77728",
24/01/2011 14.00,"20,075463","0,73324","53,343328",
24/01/2011 15.00,"15,679586","0,642913","54,302046",
24/01/2011 16.00,"21,469388","0,707542","52,050148",
24/01/2011 17.00,"29,909453","1,009811","47,441421",
24/01/2011 18.00,"42,17952","1,385374","39,804879",
24/01/2011 19.00,"36,732369","1,267428","32,911077",
24/01/2011 20.00,"32,071694","1,011305","33,965932",
24/01/2011 21.00,"32,670018","1,056725","29,600273",
24/01/2011 22.00,"28,27932","0,948042","29,95301",
24/01/2011 23.00,"18,091033","0,774134","35,512338",
25/01/2011 0.00,"12,303827","0,550282","32,743178",
25/01/2011 1.00,"5,319977","0,362629","45,174622",
25/01/2011 2.00,,"0,337998","45,124527",
25/01/2011 3.00,"7,456274",,"44,840837",
25/01/2011 4.00,"5,059106","0,253372",,
25/01/2011 5.00,"4,803424","0,269509","55,59658",
25/01/2011 6.00,"14,100081","0,301567","49,161829",
25/01/2011 7.00,"17,333079","0,479366","40,779833",
25/01/2011 8.00,"23,67966","0,543052","32,916503",
25/01/2011 9.00,"31,408481","0,798184","34,2977",
25/01/2011 10.00,"23,610866","0,59764","44,180033",
25/01/2011 11.00,"22,338967","0,578886","53,45098",
25/01/2011 12.00,"24,934696","0,604593","55,168671",
25/01/2011 13.00,"26,302657","0,653559","58,445641",
25/01/2011 14.00,"24,553139","0,699779","60,28453",
25/01/2011 15.00,"16,514122","0,580045","64,839098",
25/01/2011 16.00,"23,077458","0,715271","58,62507",
25/01/2011 17.00,"36,812844","0,935084","42,947104",
25/01/2011 18.00,"66,047401","1,583537","21,305642",
25/01/2011 19.00,"74,526394","1,832361","18,456583",
25/01/2011 20.00,"72,989721","2,218471","23,715282",
25/01/2011 21.00,"87,117065","3,958436","51,293884",
25/01/2011 22.00,"76,797675","4,008776","36,623392",
25/01/2011 23.00,"60,966241","3,36573","20,996897",
26/01/2011 0.00,"39,230761","2,074919","5,762438",
26/01/2011 1.00,"27,78872","1,448696","5,842332",
26/01/2011 2.00,,"0,970532","14,707719",
26/01/2011 3.00,"20,651722",,"9,583074",
26/01/2011 4.00,"16,710095","0,733774",,
26/01/2011 5.00,"16,671167","0,867194","3,891728",
26/01/2011 6.00,"31,272213","1,204993","2,751562",
26/01/2011 7.00,"50,619586","1,966058","3,889019",
26/01/2011 8.00,"67,120735","2,769056","6,494337",
26/01/2011 9.00,"80,885969","2,386941","17,026638",
26/01/2011 10.00,"48,615679","1,353575","28,091116",
26/01/2011 11.00,"23,957417","0,546637","48,892344",
26/01/2011 12.00,"19,674441","0,431713","59,127431",
26/01/2011 13.00,"29,433117","0,444492","58,273671",
26/01/2011 14.00,"24,915251","0,445272","64,013767",
26/01/2011 15.00,"20,022254","0,316182","64,29203",
26/01/2011 16.00,"18,258462","0,419064","67,037507",
26/01/2011 17.00,"36,179474","0,599009","45,401452",
26/01/2011 18.00,"47,986207","0,766479","36,335653",
26/01/2011 19.00,"56,872743","1,448487","35,463579",
26/01/2011 20.00,"53,154345","1,530965","30,175772",
26/01/2011 21.00,"54,4016","1,579699","26,154052",
26/01/2011 22.00,"25,499273","0,74235","45,077146",
26/01/2011 23.00,"17,679605","0,595414","50,394739",
27/01/2011 0.00,"15,627668","0,712721","41,182704",
27/01/2011 1.00,"4,577596","0,285123","57,721176",
27/01/2011 2.00,,"0,32437","48,557205",
27/01/2011 3.00,"5,06819",,"56,574252",
27/01/2011 4.00,"5,327765","0,246314",,
27/01/2011 5.00,"6,081829","0,226919","50,827394",
27/01/2011 6.00,"19,270798","0,32702","35,52249",
27/01/2011 7.00,"23,226707","0,414833","47,108991",
27/01/2011 8.00,"30,252083","0,596925","44,915331",
27/01/2011 9.00,"45,551391","1,291852","33,893493",
27/01/2011 10.00,"41,940732","0,916281","27,316557",
27/01/2011 11.00,"36,378037","0,887124","35,009977",
27/01/2011 12.00,"39,030899","0,88417","36,100703",
27/01/2011 13.00,"41,835593","0,939742","39,299805",
27/01/2011 14.00,"30,677791","0,68538","46,905183",
27/01/2011 15.00,"15,256479","0,35866","54,725883",
27/01/2011 16.00,"15,558886","0,417232","41,836728",
27/01/2011 17.00,"21,539464","0,646805","50,207887",
27/01/2011 18.00,"29,686209","1,028199","46,146883",
27/01/2011 19.00,"27,247509","0,864302","48,847656",
27/01/2011 20.00,"26,140424","0,824228","51,155749",
27/01/2011 21.00,"22,55831","0,774521","51,244447",
27/01/2011 22.00,"14,045571","0,627624","59,879646",
27/01/2011 23.00,"8,560765","0,498451","62,395599",
28/01/2011 0.00,"5,478317","0,414234","64,866168",
28/01/2011 1.00,"2,424426","0,316487","63,191125",
28/01/2011 2.00,,"0,279796","58,682607",
28/01/2011 3.00,"0,59702",,"68,143797",
28/01/2011 4.00,"2,216765","0,200973",,
28/01/2011 5.00,"2,595745","0,204051","69,181053",
28/01/2011 6.00,"10,453061","0,238972","64,325204",
28/01/2011 7.00,"14,459585","0,352237","60,707014",
28/01/2011 8.00,"27,805603","0,568043","51,370394",
28/01/2011 9.00,"48,82724","1,263415","36,26928",
28/01/2011 10.00,"38,535117","0,943276","39,656611",
28/01/2011 11.00,"48,77273","0,955843","30,104012",
28/01/2011 12.00,"45,319083","0,997815","32,676824",
28/01/2011 13.00,"45,615003","1,018759","32,677501",
28/01/2011 14.00,"40,546807","0,896132","39,511733",
28/01/2011 15.00,"26,227381","0,513077","47,501668",
28/01/2011 16.00,"35,081469","0,723111","41,086548",
28/01/2011 17.00,"37,720049","0,93054","35,163652",
28/01/2011 18.00,"48,088749","1,175709","26,464812",
28/01/2011 19.00,"49,739645","1,214732","22,781624",
28/01/2011 20.00,"52,892172","1,336462","19,475559",
28/01/2011 21.00,"46,999825","1,296626","21,054452",
28/01/2011 22.00,"34,872526","0,970888","24,243399",
28/01/2011 23.00,"23,536891","0,816204","29,944212",
29/01/2011 0.00,"15,499189","0,61429","33,264512",
29/01/2011 1.00,"9,074721","0,471018","38,487319",
29/01/2011 2.00,,"0,401562","40,880723",
29/01/2011 3.00,"5,919594",,"44,567303",
29/01/2011 4.00,"6,497148","0,33879",,
29/01/2011 5.00,"8,896912","0,317898","42,662756",
29/01/2011 6.00,"12,127315","0,368499","35,878619",
29/01/2011 7.00,"22,137785","0,483184","25,433657",
29/01/2011 8.00,"35,298216","0,648684","18,747725",
29/01/2011 9.00,"40,638966","0,993767","20,667162",
29/01/2011 10.00,"43,273644","0,976815","23,408571",
29/01/2011 11.00,"46,746755","0,922447","31,972009",
29/01/2011 12.00,"50,779238","0,997062","31,476393",
29/01/2011 13.00,"53,766932","1,001301","30,618561",
29/01/2011 14.00,"42,662341","0,797659","40,429812",
29/01/2011 15.00,"29,861424","0,557544","45,551756",
29/01/2011 16.00,"35,494194","0,660884","41,840796",
29/01/2011 17.00,"45,44627","1,008664","26,372065",
29/01/2011 18.00,"48,723399","1,104642","21,858796",
29/01/2011 19.00,"53,237402","1,229215","18,39633",
29/01/2011 20.00,"50,825969","1,349081","12,949402",
29/01/2011 21.00,"51,844779","1,077201","8,844404",
29/01/2011 22.00,"42,99849","0,899715","10,654848",
29/01/2011 23.00,"35,247605","0,993253","11,855948",
30/01/2011 0.00,"31,627825","0,943295","10,031963",
30/01/2011 1.00,"29,581087","0,824543","7,575599",
30/01/2011 2.00,,"0,768335","6,451006",
30/01/2011 3.00,"21,217597",,"10,51335",
30/01/2011 4.00,"15,54072","0,54515",,
30/01/2011 5.00,"15,503073","0,500447","14,182998",
30/01/2011 6.00,"15,862587","0,56335","14,971095",
30/01/2011 7.00,"19,190323","0,540184","15,971105",
30/01/2011 8.00,"36,619444","0,855173","18,606891",
30/01/2011 9.00,"23,997646","0,744781","26,429601",
30/01/2011 10.00,"24,799728","0,696737","30,817622",
30/01/2011 11.00,"17,79252","0,557055","44,876728",
30/01/2011 12.00,"29,751101","0,680337","40,849582",
30/01/2011 13.00,"30,586932","0,673699","45,771127",
30/01/2011 14.00,"13,970289","0,415789","65,106548",
30/01/2011 15.00,"11,064357","0,42885","65,153252",
30/01/2011 16.00,"15,190291","0,49792","58,383335",
30/01/2011 17.00,"32,414345","0,861725","37,286232",
30/01/2011 18.00,"47,791527","1,195814","25,677406",
30/01/2011 19.00,"53,115414","1,581627","19,988084",
30/01/2011 20.00,"60,975322","2,01052","13,489017",
30/01/2011 21.00,"48,636462","1,415269","16,419994",
30/01/2011 22.00,"36,819306","1,309416","12,864087",
30/01/2011 23.00,"37,494222","1,52322","7,361648",
31/01/2011 0.00,"35,488994","1,326501","6,905311",
31/01/2011 1.00,"29,122933","1,25983","3,675746",
31/01/2011 2.00,,"1,460531","2,811821",
31/01/2011 3.00,"15,784712",,"7,816632",
31/01/2011 4.00,"11,321328","0,622696",,
31/01/2011 5.00,"10,672396","0,523655","19,073382",
31/01/2011 6.00,"29,564204","0,572149","12,864769",
31/01/2011 7.00,"33,604487","0,653843","8,701546",
31/01/2011 8.00,"44,90766","0,958568","5,997377",
31/01/2011 9.00,"56,576844","2,100134","6,865366",
31/01/2011 10.00,"52,306831","1,289014","7,415812",
31/01/2011 11.00,"49,846068","1,182797","12,451767",
31/01/2011 12.00,"45,124403","0,987751","21,21491",
31/01/2011 13.00,"42,433913","0,814708","30,233327",
31/01/2011 14.00,"34,580486","0,762753","35,921271",
31/01/2011 15.00,"33,309887","0,585907","34,313941",
31/01/2011 16.00,"35,500678","0,765743","35,158245",
31/01/2011 17.00,"47,969344","0,841497","26,62529",
31/01/2011 18.00,"51,594306","1,305934","16,321819",
31/01/2011 19.00,"54,275693","1,327725","12,384057",
31/01/2011 20.00,"49,753908","1,436891","13,337355",
31/01/2011 21.00,"44,740244","1,330758","12,549941",
31/01/2011 22.00,"29,987329","0,877003","19,118749",
31/01/2011 23.00,"19,858738","0,750746","24,604256",
01/02/2011 0.00,"13,339523","0,575611","27,16015",
01/02/2011 1.00,"8,952722","0,411541","31,324751",
01/02/2011 2.00,,"0,375992","31,910384",
01/02/2011 3.00,"6,663276",,"31,303066",
01/02/2011 4.00,"8,050701","0,384214",,
01/02/2011 5.00,"9,462786","0,467429","28,623961",
01/02/2011 6.00,"20,445378","0,542261","22,237267",
01/02/2011 7.00,"32,400064","0,688465","14,028631",
01/02/2011 8.00,"51,727974","1,012983","9,92499",
01/02/2011 9.00,"61,170001","1,727105","10,899952",
01/02/2011 10.00,"48,892132","1,216402","23,047037",
01/02/2011 11.00,"39,293071","0,901333","35,10815",
01/02/2011 12.00,"39,814818","0,79306","36,251007",
01/02/2011 13.00,"41,273617","0,776255","39,365482",
01/02/2011 14.00,"43,721416","0,932677","37,315337",
01/02/2011 15.00,"33,636937","0,652544","44,826614",
01/02/2011 16.00,"49,011537","0,844674","30,412059",
01/02/2011 17.00,"59,304962","1,377057","20,7403",
01/02/2011 18.00,"69,2856","1,659756","13,199908",
01/02/2011 19.00,"66,515934","1,565125","12,0286",
01/02/2011 20.00,"57,219274","1,421444","12,673163",
01/02/2011 21.00,"60,266677","1,812501","14,650171",
01/02/2011 22.00,"49,753908","1,624905","10,998126",
01/02/2011 23.00,"36,372855","1,346954","10,701569",
02/02/2011 0.00,"24,788047","1,100902","13,212097",
02/02/2011 1.00,"13,531608","0,791777","19,350984",
02/02/2011 2.00,,"0,586178","23,353071",
02/02/2011 3.00,"9,284978",,"25,278606",
02/02/2011 4.00,"9,240848","0,346366",,
02/02/2011 5.00,"9,602957","0,365658","28,422865",
02/02/2011 6.00,"27,00092","0,494292","19,010422",
02/02/2011 7.00,"27,29684","0,57185","16,688795",
02/02/2011 8.00,"41,533189","0,871663","10,784166",
02/02/2011 9.00,"59,878619","1,813607","8,127401",
02/02/2011 10.00,"58,80658","1,396316","10,428039",
02/02/2011 11.00,"56,383445","1,151367","17,443029",
02/02/2011 12.00,"50,619586","0,862491","25,674693",
02/02/2011 13.00,"53,969412","1,071008","29,19471",
02/02/2011 14.00,"59,009042","1,290507","29,600273",
02/02/2011 15.00,"43,647421","0,725546","40,626839",
02/02/2011 16.00,"51,290603","0,889448","30,953044",
02/02/2011 17.00,"59,938311","1,231422","21,645511",
02/02/2011 18.00,"67,806022","1,563492","14,710423",
02/02/2011 19.00,"67,020797","1,42702","15,429466",
02/02/2011 20.00,"58,753369","1,248131","26,941457",
02/02/2011 21.00,"47,678624","0,834757","37,966686",
02/02/2011 22.00,"40,041944","0,808961","38,150844",
02/02/2011 23.00,"32,405264","0,935097","37,001864",
03/02/2011 0.00,"22,807501","0,752462","40,465702",
03/02/2011 1.00,"8,786594","0,478401","54,841671",
03/02/2011 2.00,,"0,358553","57,931069",
03/02/2011 3.00,"5,68468",,"63,566226",
03/02/2011 4.00,"7,403061","0,319612",,
03/02/2011 5.00,"7,025382","0,349584","64,348225",
03/02/2011 6.00,"18,556977","0,381914","52,721785",
03/02/2011 7.00,"30,23652","0,445287","41,77919",
03/02/2011 8.00,"42,539034","0,702769","30,789194",
03/02/2011 9.00,"58,094033","1,486192","17,810676",
03/02/2011 10.00,"44,938804","0,84388","22,20002",
03/02/2011 11.00,"45,626687","0,887787","36,538765",
03/02/2011 12.00,"37,91083","0,661048","46,448168",
03/02/2011 13.00,"45,254191","0,818454","41,822523",
03/02/2011 14.00,"37,940676","0,878998","51,357525",
03/02/2011 15.00,"29,630416","0,516337","58,337989",
03/02/2011 16.00,"31,945808","0,640597","58,993386",
03/02/2011 17.00,"40,36251","0,780807","49,13745",
03/02/2011 18.00,"53,251683","1,199939","35,456136",
03/02/2011 19.00,"56,126473","1,197281","33,657185",
03/02/2011 20.00,"47,535835","1,155046","38,022188",
03/02/2011 21.00,"46,485863","1,008145","38,342445",
03/02/2011 22.00,"36,515604","0,874452","41,849593",
03/02/2011 23.00,"20,385666","0,558657","52,538304",
04/02/2011 0.00,"9,922232","0,342166","63,912877",
04/02/2011 1.00,"5,613297","0,328787","63,470089",
04/02/2011 2.00,,"0,368022","59,725952",
04/02/2011 3.00,"7,439403",,"55,478776",
04/02/2011 4.00,"9,078615","0,385942",,
04/02/2011 5.00,"9,221381","0,373649","51,852443",
04/02/2011 6.00,"22,662132","0,351513","48,729848",
04/02/2011 7.00,"27,283857","0,410572","51,68658",
04/02/2011 8.00,"41,169795","0,618952","41,246346",
04/02/2011 9.00,"52,518374","1,215553","36,509655",
04/02/2011 10.00,"44,633803","0,834295","45,46238",
04/02/2011 11.00,"40,847909","0,766168","50,535584",
04/02/2011 12.00,"39,315134","0,831545","50,520005",
04/02/2011 13.00,"40,088675","0,72671","50,985818",
04/02/2011 14.00,"36,933529","0,817619","57,675149",
04/02/2011 15.00,"23,503164","0,572102","61,145056",
04/02/2011 16.00,"32,063915","0,750953","52,243785",
04/02/2011 17.00,"37,494222","0,831416","46,695967",
04/02/2011 18.00,"42,169159","0,954691","44,487403",
04/02/2011 19.00,"46,744133","0,90784","37,283518",
04/02/2011 20.00,"46,72079","0,871862","38,758144",
04/02/2011 21.00,"40,346945","0,801457","38,208378",
04/02/2011 22.00,"25,532866","0,556532","41,482734",
04/02/2011 23.00,"17,749699","0,423896","43,6262",
05/02/2011 0.00,"11,658779","0,322542","47,467155",
05/02/2011 1.00,"9,806722","0,284459","45,064257",
05/02/2011 2.00,,"0,27178","47,871343",
05/02/2011 3.00,"6,706104",,"50,96008",
05/02/2011 4.00,"6,909872","0,27722",,
05/02/2011 5.00,"7,139595","0,271266","43,412239",
05/02/2011 6.00,"13,527713","0,341052","33,415493",
05/02/2011 7.00,"33,459138","0,799703","17,40512",
05/02/2011 8.00,"55,78512","1,420975","5,913422",
05/02/2011 9.00,"56,835096","1,423973","13,520841",
05/02/2011 10.00,"30,738785","0,730901","36,718174",
05/02/2011 11.00,"32,781641","0,684419","45,187488",
05/02/2011 12.00,"30,255984","0,596467","53,893109",
05/02/2011 13.00,"32,385779","0,627913","56,085414",
05/02/2011 14.00,"31,028202","0,782909","61,614936",
05/02/2011 15.00,"22,222162","0,527238","64,219573",
05/02/2011 16.00,"29,170962","0,623586","62,908794",
05/02/2011 17.00,"40,301516","0,817567","48,404188",
05/02/2011 18.00,"65,668421","1,340649","23,459365",
05/02/2011 19.00,"64,462699","1,507383","22,849335",
05/02/2011 20.00,"65,641157","1,739493","24,216985",
05/02/2011 21.00,"74,801549","1,959223","18,573723",
05/02/2011 22.00,"83,904832","2,585078","19,449155",
05/02/2011 23.00,"73,14027","3,324162","26,284046",
06/02/2011 0.00,"57,163462","2,056298","8,480147",
06/02/2011 1.00,"41,113983","1,586895","13,197883",
06/02/2011 2.00,,"0,933151","26,296894",
06/02/2011 3.00,"15,808078",,"45,463735",
06/02/2011 4.00,"10,305102","0,313587",,
06/02/2011 5.00,"9,400489","0,29036","55,198458",
06/02/2011 6.00,"13,247378","0,357433","45,9011",
06/02/2011 7.00,"40,20936","0,748786","14,428774",
06/02/2011 8.00,"41,398201","0,884127","25,851389",
06/02/2011 9.00,"29,856242","0,704513","45,783973",
06/02/2011 10.00,"28,237791","0,609209","56,49437",
06/02/2011 11.00,"32,370218","0,564295","58,630477",
06/02/2011 12.00,"35,065886","0,538458","64,231779",
06/02/2011 13.00,"44,310637","0,606087","59,27165",
06/02/2011 14.00,"21,203334","0,430322","77,486539",
06/02/2011 15.00,"11,931335","0,385322","87,722284",
06/02/2011 16.00,"15,188998","0,419499","84,845476",
06/02/2011 17.00,"36,527307","0,642318","63,212114",
06/02/2011 18.00,"49,334703","0,850763","49,76306",
06/02/2011 19.00,"33,665499","0,640649","66,947454",
06/02/2011 20.00,"28,593405","0,575117","71,294157",
06/02/2011 21.00,"38,224912","0,690226","59,717832",
06/02/2011 22.00,"31,658973","0,688258","59,415188",
