"NetC","Comune Bari","","","","","","","",""
"Stat","Piazza Kennedy","","","","","","","",""
,NO2,NOx,O3,PM10,
24/11/2011 3.00,,,"18,01664949","26,60000038","0,33973381"
24/11/2011 4.00,"13,75987626","15,02464131","19,32334656","26,60000038","0,34440779"
24/11/2011 5.00,"11,54538447","12,67225418","21,98655585","26,60000038","0,33466839"
24/11/2011 6.00,"13,69985093","14,90629234",,"26,60000038","0,35275268"
24/11/2011 7.00,"25,86088984","31,98579064","10,68751226","26,60000038","0,42206086"
24/11/2011 8.00,"34,2638048","64,59257976","6,31554158","26,60000038","0,51711321"
24/11/2011 9.00,"37,69506088","101,80763304","5,27998695","26,60000038","0,66534665"
24/11/2011 10.00,"33,15251216","64,17268544","9,40954119","26,60000038","0,56028462"
24/11/2011 11.00,"30,06518664","46,71134544","13,74518891","26,60000038","0,49129448"
24/11/2011 12.00,"25,29793968","35,06854648","19,73806916","26,60000038","0,52421156"
24/11/2011 13.00,"23,0874956","33,01205664","24,05006415","26,60000038","0,46422804"
24/11/2011 14.00,"20,15836896","28,5893712","28,65093315","26,60000038","0,42803265"
24/11/2011 15.00,"23,43307048","30,14491704","25,21486485","26,60000038","0,46109535"
24/11/2011 16.00,"28,16056696","34,83103784","18,45755846","26,60000038","0,49729074"
24/11/2011 17.00,"35,74663728","45,37952272","9,84876638","26,60000038","0,58629907"
24/11/2011 18.00,"31,92519936","40,09758448","13,12351698","26,60000038","0,54129279"
24/11/2011 19.00,"37,1418428","53,4588508","7,46175087","26,60000038","0,6655179"
24/11/2011 20.00,"39,1235352","59,53839896","5,51480444","26,60000038","0,65426051"
24/11/2011 21.00,"38,23124304","63,34259064","5,00631485","26,60000038","0,65127461"
24/11/2011 22.00,"31,7735204","43,45836424","7,07996174","26,60000038","0,58832966"
24/11/2011 23.00,"22,81576216","26,73469296","12,86843429","26,60000038","0,53152776"
25/11/2011 0.00,"20,88599968","23,22475808","13,03482726","26,60000038","0,51738349"
25/11/2011 1.00,"20,05536952","21,9715568","13,5112193","29,70000076","0,47986583"
25/11/2011 2.00,"14,73571134","18,1065769","18,36127577","29,70000076","0,47849579"
25/11/2011 3.00,"10,47706594","11,81787124","24,3609051","29,70000076","0,44890712"
25/11/2011 4.00,"12,89273454","14,12729574","21,34883415","29,70000076","0,43848154"
25/11/2011 5.00,"10,11934795","11,21477673","23,24679735","29,70000076","0,42377458"
25/11/2011 6.00,"15,76832518","17,48565108","18,15940172","29,70000076","0,4618293"
25/11/2011 7.00,"25,1860112","30,23003928","10,78549269","29,70000076","0,47538757"
25/11/2011 8.00,"35,93319112","57,30763032","6,26486259","29,70000076","0,53612951"
25/11/2011 9.00,"35,29563472","60,53952216","9,44839581","29,70000076","0,63355613"
25/11/2011 10.00,"36,97150272","64,0097448","10,70947521","29,70000076","0,70364719"
25/11/2011 11.00,"30,3304384","44,9596284","18,96436227","29,70000076","0,55969746"
25/11/2011 12.00,"29,86077472","42,65991304","20,0750865","29,70000076","0,5489282"
25/11/2011 13.00,"28,3268536","39,4685556","22,85741325","29,70000076","0,56657329"
25/11/2011 14.00,"24,89399144","33,54705336","26,30700765","29,70000076","0,49567488"
25/11/2011 15.00,"24,48839888","30,7601604","26,2098711","29,70000076","0,46721277"
25/11/2011 16.00,"31,52367936","38,9578604","19,8453423","29,70000076","0,50639521"
25/11/2011 17.00,"32,14259376","37,74924696","17,49886919","29,70000076","0,52920358"
25/11/2011 18.00,"33,59540784","39,9848912","15,35764965","29,70000076","0,55179177"
25/11/2011 19.00,"37,99843792","50,2853132","12,25182966","29,70000076","0,63972364"
25/11/2011 20.00,"43,91187152","67,35998944","6,16519239","29,70000076","0,66348614"
25/11/2011 21.00,"39,290644","55,46025592","7,63659467","29,70000076","0,590655"
25/11/2011 22.00,"32,49870376","37,31801448","11,54737721","29,70000076","0,50639521"
25/11/2011 23.00,"23,7210368","28,44589472","17,13144804","29,70000076","0,48923942"
26/11/2011 0.00,"26,64530696","30,58427552","12,0457322","29,70000076","0,49795129"
26/11/2011 1.00,"17,71838928","19,35165792","18,46262576","30,10000038","0,47920528"
26/11/2011 2.00,"12,46038163","14,13945606","22,2534669","30,10000038","0,48431963"
26/11/2011 3.00,,,"19,9796457","30,10000038","0,46885309"
26/11/2011 4.00,"10,04390808","11,22450498","27,0376365","30,10000038",
26/11/2011 5.00,"14,50533829","15,84984139","22,7028207","30,10000038","0,42333421"
26/11/2011 6.00,"18,17913348","24,87273",,"30,10000038","0,42656359"
26/11/2011 7.00,"16,72956406","18,77451881","22,69015245","30,10000038","0,44888266"
26/11/2011 8.00,"30,73928136","38,05809232","12,36839552","30,10000038","0,49393787"
26/11/2011 9.00,"33,17360152","47,7748572","15,07891823","30,10000038","0,61657276"
26/11/2011 10.00,"19,7373848","25,30153424","32,4789591","30,10000038","0,5489282"
26/11/2011 11.00,"12,90002882","16,55426043","41,63678715","30,10000038","0,45928378"
26/11/2011 12.00,"12,67777412","16,00061406","45,42932205","30,10000038","0,43879958"
26/11/2011 13.00,"15,27676146","18,59132244","48,8451411","30,10000038","0,45676272"
26/11/2011 14.00,"16,84150402","20,77753192","47,0772519","30,10000038","0,4496667"
26/11/2011 15.00,"11,22740358","13,93193905","51,87325185","30,10000038","0,42247677"
26/11/2011 16.00,"10,27995595","12,17535023","55,76545695","30,10000038","0,40630074"
26/11/2011 17.00,"15,23457891","17,10466405","48,36959295","30,10000038","0,40850376"
26/11/2011 18.00,"18,3332445","21,00530848","46,43699655","30,10000038","0,44019525"
26/11/2011 19.00,"20,42281768","24,29800192","44,63112255","30,10000038","0,44553095"
26/11/2011 20.00,"27,03791704","29,83689384","31,4526912","30,10000038","0,46758091"
26/11/2011 21.00,"30,30206432","34,99560368","18,88412337","30,10000038","0,61578871"
26/11/2011 22.00,"22,88065544","25,16778984","27,2513409","30,10000038","0,45137925"
26/11/2011 23.00,"27,29261456","30,50565408","23,16149115","30,10000038","0,45353334"
27/11/2011 0.00,"28,25222824","31,83262032","18,64170494","30,10000038","0,46158465"
27/11/2011 1.00,"25,36202992","27,85657808","19,22282649","38,40000153","0,44599579"
27/11/2011 2.00,"20,58262264","21,95696824","23,58634635","38,40000153","0,43691578"
27/11/2011 3.00,"14,59132093","16,02087935","29,8824666","38,40000153","0,38500804"
27/11/2011 4.00,"12,44902053","13,51204473","32,72643885","38,40000153","0,38295298"
27/11/2011 5.00,"13,87912005","14,92655762","30,14514825","38,40000153","0,38373586"
27/11/2011 6.00,"14,34715662","15,59206746","31,0945488","38,40000153","0,35669388"
27/11/2011 7.00,"19,51591784","21,10825056","25,82302065","38,40000153","0,37991815"
27/11/2011 8.00,"24,65631072","28,03733856","18,92213012","38,40000153","0,40316806"
27/11/2011 9.00,"15,78617753","19,66375368","30,4973655","38,40000153","0,44839336"
27/11/2011 10.00,"14,37149829","18,84666239","35,4454044","38,40000153","0,43292682"
27/11/2011 11.00,"9,62777849","12,72494316","45,69792885","38,40000153","0,39719627"
27/11/2011 12.00,"8,7760475","11,41499754","53,29397115","38,40000153","0,3757824"
27/11/2011 13.00,"9,66022513","12,87166239","58,5291903","38,40000153","0,37208702"
27/11/2011 14.00,"10,02281872","12,5474197","60,55892325","38,40000153","0,37357939"
27/11/2011 15.00,"6,41878858","7,7518541","65,7983718","38,40000153","0,30767417"
27/11/2011 16.00,"10,55818637","12,79627606","61,8723714","38,40000153","0,32850088"
27/11/2011 17.00,"29,18021744","32,56701952","36,81714645","38,40000153","0,43255984"
27/11/2011 18.00,"79,74286624","170,44678872","6,91018524","38,40000153","0,80498937"
27/11/2011 19.00,"71,95077792","155,86067608","5,60264628","38,40000153","0,74992565"
27/11/2011 20.00,"50,2714512","80,4391784","6,61370829","38,40000153","0,73744384"
27/11/2011 21.00,"38,551656","48,83433464","8,58008403","38,40000153","0,65232661"
27/11/2011 22.00,"36,81657336","46,84508984","9,31071687","38,40000153","0,55915806"
27/11/2011 23.00,"29,0560904","33,32656152","12,90390339","38,40000153","0,49151583"
28/11/2011 0.00,"18,97488685","20,8229228","20,77108215","38,40000153","0,38500804"
28/11/2011 1.00,"18,2935055","19,83235384","24,95806845","42,90000153","0,36051042"
28/11/2011 2.00,"19,19470184","20,51732784","24,16409835","42,90000153","0,36692374"
28/11/2011 3.00,,,"27,45405285","42,90000153","0,36060944"
28/11/2011 4.00,"8,01679421","9,01802639","28,8418347","42,90000153","0,29636785"
28/11/2011 5.00,"11,46263502","12,58957165","22,8717573","42,90000153","0,29803147"
28/11/2011 6.00,"19,94342192","24,18532776",,"42,90000153","0,30069932"
28/11/2011 7.00,"29,28809248","55,72288824","4,91340371","42,90000153","0,33669898"
28/11/2011 8.00,"40,36218616","119,65158336","5,18200652","42,90000153","0,46559808"
28/11/2011 9.00,"64,73380008","252,4363888","6,39071717","42,90000153","0,80332575"
28/11/2011 10.00,"59,39387088","156,39244152","10,5912156","42,90000153","0,78922925"
28/11/2011 11.00,"46,63878504","90,96410744","20,6731077","42,90000153","0,58341103"
28/11/2011 12.00,"25,82033632","37,18587616","38,66527455","42,90000153","0,43263207"
28/11/2011 13.00,"19,12412992","24,86542616","47,67696885","42,90000153","0,39286363"
28/11/2011 14.00,"24,7179536","32,68294408","44,2856484","42,90000153","0,45223669"
28/11/2011 15.00,"20,56964016","24,75680544","52,3682313","42,90000153","0,39210522"
28/11/2011 16.00,"23,08103304","25,91759976","47,6001015","42,90000153","0,41949087"
28/11/2011 17.00,"53,23545272","65,13241384","16,16853137","42,90000153","0,56596166"
28/11/2011 18.00,"77,21120616","150,91920768","6,22347432","42,90000153","0,75158927"
28/11/2011 19.00,"71,27832752","151,78819256","5,2326855","42,90000153","0,77459336"
28/11/2011 20.00,"63,04412744","119,83314688","5,16849239","42,90000153","0,78418713"
28/11/2011 21.00,"62,62069592","127,44718976","4,904111","42,90000153","0,75968951"
28/11/2011 22.00,"55,27310936","97,32496816","5,01645144","42,90000153","0,67104816"
28/11/2011 23.00,"50,21223656","81,67129032","4,94211974","42,90000153","0,64329669"
29/11/2011 0.00,"45,45632776","63,50310304","6,7328058","42,90000153","0,59420359"
29/11/2011 1.00,"31,91871768","35,1990596","17,27588604","54,59999084","0,4637865"
29/11/2011 2.00,"19,15009488","20,36411928","22,17237015","54,59999084","0,39460181"
29/11/2011 3.00,"8,3704645","9,96562889","33,8887059","54,59999084","0,30997505"
29/11/2011 4.00,"6,68160828","7,64485476","36,8450166","54,59999084",
29/11/2011 5.00,"8,39236646","9,39495998","37,20653055","54,59999084","0,2785515"
29/11/2011 6.00,"24,25396856","27,29968896","20,6435418","54,59999084","0,29534032"
29/11/2011 7.00,"39,45853672","49,199106","7,67629517","54,59999084","0,33334728"
29/11/2011 8.00,"51,33731472","111,5325048","5,05023677","54,59999084","0,54188111"
29/11/2011 9.00,"59,49281688","156,9371512","6,37804692","54,59999084","0,77226918"
29/11/2011 10.00,"65,94648608","179,56450488","7,12050612","54,59999084","0,97346119"
29/11/2011 11.00,"47,53698528","83,242266","19,87153067","54,59999084","0,607664"
29/11/2011 12.00,"38,26449272","47,5430272","26,35261335","54,59999084","0,55225777"
29/11/2011 13.00,"36,04594176","48,3974044","32,8126029","54,59999084","0,51126491"
29/11/2011 14.00,"27,38915144","32,37572392","43,7383002","54,59999084","0,41714223"
29/11/2011 15.00,"24,81531264","29,03196096","48,1271805","54,59999084","0,42289267"
29/11/2011 16.00,"28,40797976","31,7426416","43,11831405","54,59999084","0,41606461"
29/11/2011 17.00,"58,39938232","70,0439212","13,44280676","54,59999084","0,59329839"
29/11/2011 18.00,"69,09465144","94,93043672","6,58245662","54,59999084","0,68056854"
29/11/2011 19.00,"82,14313368","185,83781512","5,93206667","54,59999084","0,85944147"
29/11/2011 20.00,"74,60329552","186,82999016","6,8873804","54,59999084","0,9344267"
29/11/2011 21.00,"62,9581448","131,15494016","6,88822428","54,59999084","0,93560218"
29/11/2011 22.00,"54,90160776","86,38498216","6,13225095","54,59999084","0,80680095"
29/11/2011 23.00,"39,84629032","54,11950416","7,68051858","54,59999084","0,6733001"
30/11/2011 0.00,"26,57228768","29,13815344","16,13811959","54,59999084","0,51540066"
30/11/2011 1.00,"21,21289432","22,58274672","21,86661645",56,"0,45299511"
30/11/2011 2.00,"15,2840653","16,43104733","26,3500797",56,"0,38437311"
30/11/2011 3.00,,,"26,672751",56,"0,36552807"
30/11/2011 4.00,"13,83855506","14,99789052","25,3027047",56,"0,34355151"
30/11/2011 5.00,"14,39501398","15,54261932","24,00868785",56,"0,31009737"
30/11/2011 6.00,"31,82300296","39,84223688",,56,"0,34215584"
30/11/2011 7.00,"42,85166752","65,94466968","5,32137522",56,"0,39751431"
30/11/2011 8.00,"52,1951144","130,45130504","5,26478106",56,"0,63181911"
30/11/2011 9.00,"65,46466208","179,91876024","7,13908755",56,"0,84605562"
30/11/2011 10.00,"41,38751528","65,91952688","21,920661",56,"0,64263614"
30/11/2011 11.00,"31,6948416","40,69581104","30,30985545",56,"0,51618354"
30/11/2011 12.00,"24,76013232","31,77587216","42,2128434",56,"0,43694141"
30/11/2011 13.00,"17,05565375","20,9939512","53,48233905",56,"0,41119491"
30/11/2011 14.00,"15,52174028","19,00797401","57,21658005",56,"0,37392306"
30/11/2011 15.00,"16,47243257","18,9958156","57,47844375",56,"0,37448459"
30/11/2011 16.00,"20,2962624","22,07044544","54,50944485",56,"0,44310775"
30/11/2011 17.00,"59,565014","76,27344664","15,08905283",56,"0,63093721"
30/11/2011 18.00,"86,43261008","187,62926352","5,64825996",56,"0,89686127"
30/11/2011 19.00,"89,1256812","257,3269024","6,39071717",56,"1,00481134"
30/11/2011 20.00,"61,39420528","147,83970224","6,1499885",56,"0,86859371"
30/11/2011 21.00,"54,07420888","120,53595984","5,65586091",56,"0,92989951"
30/11/2011 22.00,"47,84198752","77,49666776","5,55450294",56,"0,73105614"
30/11/2011 23.00,"40,0685412","49,9229892","8,52771528",56,"0,59662563"
01/12/2011 0.00,"33,01054616","36,00399248","14,2334093",56,"0,47076136"
01/12/2011 1.00,"33,2368696","36,36878296","14,71571052","58,40000153","0,43576592"
01/12/2011 2.00,"20,42767416","21,63596256","24,6311877","58,40000153","0,41001942"
01/12/2011 3.00,"12,62018086","13,75927971","31,3631556","58,40000153","0,37279651"
01/12/2011 4.00,"10,44381435","11,53253774","31,8454668","58,40000153","0,36163697"
01/12/2011 5.00,"13,04441924","14,22862218","29,20418655","58,40000153","0,36614086"
01/12/2011 6.00,"24,48839888","27,18215832","18,80725203","58,40000153","0,36474519"
01/12/2011 7.00,"37,35518376","45,86991248","9,60381429","58,40000153","0,3762717"
01/12/2011 8.00,"48,36113376","98,2288088","5,94304515","58,40000153","0,60210812"
01/12/2011 9.00,"51,91487256","115,17700624","7,91871161","58,40000153","0,71343552"
01/12/2011 10.00,"51,19699304","95,8439712","12,06515751","58,40000153","0,80173436"
01/12/2011 11.00,"41,38426488","66,5728764","27,7235175","58,40000153","0,55367674"
01/12/2011 12.00,"22,65352896","31,06414928","40,7456805","58,40000153","0,44562881"
01/12/2011 13.00,"19,25473864","25,45554584","45,3372528","58,40000153","0,40243411"
01/12/2011 14.00,"25,17627912","33,71647568","41,03792805","58,40000153","0,43038246"
01/12/2011 15.00,"25,60944272","31,58698568","42,50848245","58,40000153","0,42188961"
01/12/2011 16.00,"27,78744016","32,06607552","41,9636679","58,40000153","0,45189302"
01/12/2011 17.00,"59,38737008","80,39784096","14,85930663","58,40000153","0,6314766"
01/12/2011 18.00,"85,11120776","188,84112736","5,41344248","58,40000153","0,96523862"
01/12/2011 19.00,"80,0365112","216,6603832","6,56556296","58,40000153","0,92767203"
01/12/2011 20.00,"60,39566328","136,74084816","8,39425776","58,40000153","0,95158249"
01/12/2011 21.00,"48,57204648","89,8398132","6,04947441","58,40000153","0,81737216"
01/12/2011 22.00,"42,74377336","64,89735256","5,89658958","58,40000153","0,69657447"
01/12/2011 23.00,"34,39523568","42,7458192","8,29543145","58,40000153","0,58407159"
02/12/2011 0.00,"23,35681992","25,7457492","15,0062723","58,40000153","0,51527834"
02/12/2011 1.00,"20,80407048","22,32416784","17,637396","36,90000153","0,4356436"
02/12/2011 2.00,"17,85466134","19,10930045","20,01765045","36,90000153","0,41552754"
02/12/2011 3.00,,,"26,47678215","36,90000153","0,38527832"
02/12/2011 4.00,"8,70061145","9,84403716","26,70991785","36,90000153",
02/12/2011 5.00,"11,39530777","12,54822847","21,8944866","36,90000153","0,36797574"
02/12/2011 6.00,"15,09587478","16,49589663",,"36,90000153","0,36481859"
02/12/2011 7.00,"23,97250304","32,1625168","10,33613291","36,90000153","0,36325166"
02/12/2011 8.00,"34,3035744","61,46846736","7,60449711","36,90000153","0,43172803"
02/12/2011 9.00,"46,55628224","121,66187928","7,86887651","36,90000153","0,66975151"
02/12/2011 10.00,"42,25059208","77,98705752","18,00229148","36,90000153","0,66204271"
02/12/2011 11.00,"24,7228292","34,442768","34,3439649","36,90000153","0,46623533"
02/12/2011 12.00,"17,45151041","22,91591272","45,0441474","36,90000153","0,33028799"
02/12/2011 13.00,"11,93717239","14,94276947","51,3977037","36,90000153","0,26741527"
02/12/2011 14.00,"25,89578384","33,36952416","45,21817125","36,90000153","0,42783577"
02/12/2011 15.00,"31,13349752","37,04075536","45,42848415","36,90000153","0,45960299"
02/12/2011 16.00,"36,67298216","42,84879952","37,5317355","36,90000153","0,53720597"
02/12/2011 17.00,"56,6650836","67,89743352","15,90246221","36,90000153","0,58987212"
02/12/2011 18.00,"68,5105928","106,06334352","6,87133062","36,90000153","0,82057824"
02/12/2011 19.00,"58,887688","83,00070392","8,08680033","36,90000153","0,65027155"
02/12/2011 20.00,"41,83203616","48,51090072","19,95768075","36,90000153","0,50798544"
02/12/2011 21.00,"25,18033256","26,66983792","37,39489845","36,90000153","0,39509111"
02/12/2011 22.00,"16,83177002","18,08793299","41,255004","36,90000153","0,4001577"
02/12/2011 23.00,"9,72673978","10,94241233","48,5469684","36,90000153","0,34482369"
03/12/2011 0.00,"7,68015793","8,81294336","49,8773142","36,90000153","0,33275895"
03/12/2011 1.00,"6,2719661","7,32304413","51,3022629","17,7999897","0,31616702"
03/12/2011 2.00,"6,01806971","7,0709431","51,7558461","17,7999897","0,30738059"
03/12/2011 3.00,"5,41581457","7,1755123","50,0268195","17,7999897","0,31961659"
03/12/2011 4.00,"3,95364316","4,94147414","53,5541391","17,7999897","0,31205457"
03/12/2011 5.00,"4,2026716","5,15304267","51,5877474","17,7999897","0,30429684"
03/12/2011 6.00,"12,85298406","19,63943304","46,2351225","17,7999897","0,30848152"
03/12/2011 7.00,"11,75060134","12,94218651","40,41624615","17,7999897","0,31609246"
03/12/2011 8.00,"17,34930445","19,97259904","33,09894525","17,7999897","0,35728104"
03/12/2011 9.00,"23,09319336","30,54779456","29,63750055","17,7999897","0,43485955"
03/12/2011 10.00,"14,57509761","18,76722453","39,5395035","17,7999897","0,37977136"
03/12/2011 11.00,"13,77691409","18,71048019","40,8377298","17,7999897","0,33222072"
03/12/2011 12.00,"10,6190243","14,56745726","47,20902165","17,7999897","0,29328409"
03/12/2011 13.00,"10,02606338","13,13592182","53,2813029","17,7999897","0,27470933"
03/12/2011 14.00,"13,65523632","17,64371803","50,9728485","17,7999897","0,27098949"
03/12/2011 15.00,"10,08690131","11,75950744","51,836085","17,7999897","0,2533444"
03/12/2011 16.00,"9,87680693","11,23260995","51,90365565","17,7999897","0,31418303"
03/12/2011 17.00,"13,692549","15,42264897","46,4572857","17,7999897","0,33836377"
03/12/2011 18.00,"13,08416972","14,46288806","46,773174","17,7999897","0,37490166"
03/12/2011 19.00,"12,16105612","13,40828622","49,069818","17,7999897","0,3646718"
03/12/2011 20.00,"12,11968618","13,29804413","48,08578425","17,7999897","0,35759908"
03/12/2011 21.00,"13,0030493","14,25375159","46,54596345","17,7999897","0,39496995"
03/12/2011 22.00,"12,37520203","13,52420314","44,93687625","17,7999897","0,36912559"
03/12/2011 23.00,"10,00253814","11,41742961","42,5017194","17,7999897","0,31819762"
04/12/2011 0.00,"9,09159442","10,27528111","40,8267573","17,7999897","0,29700394"
04/12/2011 1.00,"13,17258442","14,34859253","35,04758145","10,10000038","0,2863337"
04/12/2011 2.00,"11,56322534","12,79708674","36,70311225","10,10000038","0,24749493"
04/12/2011 3.00,,,"37,07813235","10,10000038","0,24103501"
04/12/2011 4.00,"7,54793739","8,66298138","39,29030805","10,10000038","0,22647251"
04/12/2011 5.00,"5,53542546","6,57566054","43,8354567","10,10000038","0,19859872"
04/12/2011 6.00,"4,92542481","5,94014424",,"10,10000038","0,19558836"
04/12/2011 7.00,"6,51450713","7,51596875","43,8024993","10,10000038","0,19529361"
04/12/2011 8.00,"8,1076448","9,29444423","43,33624785","10,10000038","0,26930024"
04/12/2011 9.00,"10,84615269","12,14049256","42,83199165","10,10000038","0,2771069"
04/12/2011 10.00,"12,28678924","15,53937848","42,03630585","10,10000038","0,26462626"
04/12/2011 11.00,"7,75965315","9,9583327","49,34686365","10,10000038","0,21815208"
04/12/2011 12.00,"6,89819008","9,09827686","52,52533755","10,10000038","0,20151005"
04/12/2011 13.00,"7,39381681","9,22392202","52,8631908","10,10000038","0,20045806"
04/12/2011 14.00,"8,85229997","10,80461066","51,3977037","10,10000038","0,20136326"
04/12/2011 15.00,"6,72378891","7,93667376","52,46536785","10,10000038","0,19837737"
04/12/2011 16.00,"12,54636427","13,75522627","45,51718185","10,10000038","0,26053944"
04/12/2011 17.00,"16,1755353","18,22897932","43,42494555","10,10000038","0,27338822"
04/12/2011 18.00,"17,163546","18,70642675","40,41624615","10,10000038","0,30035681"
04/12/2011 19.00,"19,21821944","20,8042808","33,6944328","10,10000038","0,27833015"
04/12/2011 20.00,"23,31869464","24,8897468","34,43519625","10,10000038","0,28435204"
04/12/2011 21.00,"23,73239408","24,95135144","37,1642964","10,10000038","0,25934065"
04/12/2011 22.00,"16,3402063","17,53347594","40,4635476","10,10000038","0,25579206"
04/12/2011 23.00,"7,91377565","9,05288406","48,17025255","10,10000038","0,22649697"
05/12/2011 0.00,"7,53982478","8,82023764","48,3028602","10,10000038","0,21886156"
05/12/2011 1.00,"6,03023959","7,02473962","48,28935405","6,19999981","0,21673194"
05/12/2011 2.00,"3,69812348","4,47699389","49,52002965","6,19999981","0,20278223"
05/12/2011 3.00,"4,01123642","5,07279221","46,9978509","6,19999981","0,19666482"
05/12/2011 4.00,"3,78978667","4,59615355","48,2657133","6,19999981",
05/12/2011 5.00,"3,27793854","4,04088581","47,8788429","6,19999981","0,19360553"
05/12/2011 6.00,"5,37643502","6,27735794","45,5695506","6,19999981","0,1939725"
05/12/2011 7.00,"8,89772526","10,72679035","41,82092565","6,19999981","0,19698286"
05/12/2011 8.00,"19,01544037","23,02533648","32,6056416","6,19999981","0,25953521"
05/12/2011 9.00,"25,04649256","32,23387264","28,3924809","6,19999981","0,32106119"
05/12/2011 10.00,"18,69340986","22,84377296","34,6227063","6,19999981","0,26281585"
05/12/2011 11.00,"14,3617643","18,79721616","39,46431195","6,19999981","0,26465072"
05/12/2011 12.00,"15,4722539","18,75344474","41,71112085","6,19999981","0,22987431"
05/12/2011 13.00,"17,45394247","21,07421696","40,54632015","6,19999981","0,24130296"
05/12/2011 14.00,"23,2911236","27,25347592","36,9446868","6,19999981","0,26978954"
05/12/2011 15.00,"15,95976992","19,08741378","41,97126885","6,19999981","0,22958073"
05/12/2011 16.00,,,,"6,19999981",
05/12/2011 17.00,"13,1028251","14,38426089","49,44062865","6,19999981","0,20014001"
05/12/2011 18.00,"19,00895104","21,27361944","43,2087075","6,19999981","0,24272309"
05/12/2011 19.00,"19,20848736","20,55541488","43,0845387","6,19999981","0,24069133"
05/12/2011 20.00,"22,02973896","23,51901488","37,4582397","6,19999981","0,35500463"
05/12/2011 21.00,"32,30077352","35,498192","30,61732485","6,19999981","0,29494771"
05/12/2011 22.00,"23,67803592","25,30153424","37,22089455","6,19999981","0,27243292"
05/12/2011 23.00,"11,90959753","13,02486904","45,7967412","6,19999981","0,2299477"
06/12/2011 0.00,"8,14658077","9,15907272","50,83601145","6,19999981","0,20307698"
06/12/2011 1.00,"4,99680742","5,93122667","50,95511295","21,5","0,19974857"
06/12/2011 2.00,"3,99744708","4,89770081","50,11972665","21,5","0,2002868"
06/12/2011 3.00,,,"53,14279005","21,5","0,19468315"
06/12/2011 4.00,"2,8561303","3,86417303","55,2400737","21,5","0,1905707"
06/12/2011 5.00,"4,45413593","5,42054294","51,9602538","21,5","0,19353213"
06/12/2011 6.00,"9,05914778","10,02074994",,"21,5","0,19881774"
06/12/2011 7.00,"16,12281381","17,19302139","42,52536015","21,5","0,21898389"
06/12/2011 8.00,"38,32066728","50,40771944","21,2812635","21,5","0,29815379"
06/12/2011 9.00,"42,84436368","66,16758976","18,96013886","21,5","0,39538586"
06/12/2011 10.00,"20,354674","26,22239168","38,33246865","21,5","0,28535394"
06/12/2011 11.00,"12,44983313","15,96251746","47,15328135","21,5","0,23677577"
06/12/2011 12.00,"13,10606977","16,84283668","47,77747695","21,5","0,23087854"
06/12/2011 13.00,"12,28029991","15,2978164","49,264929","21,5","0,23332504"
06/12/2011 14.00,"28,43797904","35,47955","34,50446265","21,5","0,35143157"
06/12/2011 15.00,"24,070646","28,30159608","39,4034844","21,5","0,31381605"
06/12/2011 16.00,"29,67259568","35,20471912","37,38983115","21,5","0,40908975"
06/12/2011 17.00,"57,19558712","75,16534704","13,38367695","21,5","0,57582455"
06/12/2011 18.00,"73,69804","143,83367984","5,33404347","21,5","0,69904544"
06/12/2011 19.00,"71,95806264","118,43729128","6,29611626","21,5","0,51907158"
06/12/2011 20.00,"67,36037184","105,77639056","6,00470661","21,5","0,50543991"
06/12/2011 21.00,"46,27561976","58,4238368","19,81155897","21,5","0,39979072"
06/12/2011 22.00,"19,07709281","21,55246552","44,30761335","21,5","0,32380127"
06/12/2011 23.00,"16,62168138","18,05550738","44,902263","21,5","0,31349917"
07/12/2011 0.00,"18,22779579","19,41488776","37,71501615","21,5","0,29866872"
07/12/2011 1.00,"14,17275927","15,2394526","36,37960305",26,"0,30459042"
07/12/2011 2.00,"12,4733622","13,50231647","31,8066042",26,"0,29989197"
07/12/2011 3.00,"8,3518072","9,44359744","38,5588413",26,"0,27869829"
07/12/2011 4.00,"13,90669491","15,09029939","30,3917901",26,"0,29154591"
07/12/2011 5.00,"12,42469033","13,38721025","27,28934565",26,"0,27715583"
07/12/2011 6.00,"24,91425864","28,14920968","17,10610356",26,"0,30503079"
07/12/2011 7.00,"35,68254704","47,78701752","6,78517455",26,"0,35635137"
07/12/2011 8.00,"41,30396088","83,6451244","5,65586091",26,"0,47149647"
07/12/2011 9.00,"47,18900128","105,22841136","8,44409286",26,"0,69606071"
07/12/2011 10.00,"40,49197272","71,39277984","17,10273002",26,"0,57925082"
07/12/2011 11.00,"23,69912528","33,77725816","32,43588705",26,"0,41736125"
07/12/2011 12.00,"22,54970736","31,24735712","37,18626135",26,"0,42570731"
07/12/2011 13.00,"21,68175496","29,47780112","39,861297",26,"0,41202788"
07/12/2011 14.00,"22,35990312","30,17329112","42,80326365",26,"0,39947151"
07/12/2011 15.00,"23,00721072","28,92496544","42,5464872",26,"0,38312423"
07/12/2011 16.00,"30,90799624","36,6062916","37,32479415",26,"0,60404085"
07/12/2011 17.00,"61,5767248","98,5943832","10,3260003",26,"0,80136739"
07/12/2011 18.00,"70,75593088","112,84245424","6,85950626",26,"0,74392939"
07/12/2011 19.00,"55,93339944","82,91315344","9,46528947",26,"0,7132165"
07/12/2011 20.00,"44,39776808","56,28300864","12,22986671",26,"0,4773937"
07/12/2011 21.00,"33,7251944","38,6717296","22,07186205",26,"0,42820391"
07/12/2011 22.00,"31,556126","34,18174176","22,7813838",26,"0,37979583"
