"NetC","Comune Bari","","","","","","","",""
"Stat","Piazza Kennedy","","","","","","","",""
,NO2,NOx,O3,PM10,
09/03/2011 9.00,"26,39221552","35,49654768","46,52146485","24,7999897",
09/03/2011 10.00,"13,6730791","18,42838945","56,4952479","24,7999897",
09/03/2011 11.00,"12,51391763","17,44674188","57,86866575","24,7999897",
09/03/2011 12.00,"10,83803434","15,05544363","59,47436145","24,7999897",
09/03/2011 13.00,"9,71132715","13,60202154","60,9711102","24,7999897",
09/03/2011 14.00,"11,14628315","15,2394526","61,6797741","24,7999897",
09/03/2011 15.00,"10,90211693","14,69391311","64,1597187","24,7999897",
09/03/2011 16.00,"10,31565108","13,63282386","66,5315343","24,7999897",
09/03/2011 17.00,"16,17959447","19,85829968","64,75097685","24,7999897",
09/03/2011 18.00,"37,63097064","44,71644112","48,70830405","24,7999897",
09/03/2011 19.00,"52,77877152","60,48034576","35,2342536","24,7999897",
09/03/2011 20.00,"95,85270904","144,08740224","8,31992606","24,7999897",
09/03/2011 21.00,"105,5534896","218,9802128","2,2180829","24,7999897",
09/03/2011 22.00,"70,42739192","101,4331296","4,95985928","24,7999897",
09/03/2011 23.00,"47,79087976","53,6380052","12,75439809","24,7999897",
10/03/2011 0.00,"40,31027536","46,01663936","15,28923911","24,7999897",
10/03/2011 1.00,"26,96652296","30,22273544","23,74598625","15,11651039",
10/03/2011 2.00,"17,40445609","21,408186","30,34871805","15,11651039",
10/03/2011 3.00,"11,26633954","13,83628742","35,20889715","15,11651039",
10/03/2011 4.00,"14,57915678","17,50834652","34,8676524","15,11651039",
10/03/2011 5.00,"17,35741133","19,56484592","37,22005665","15,11651039",
10/03/2011 6.00,"32,13773728","35,39846208","24,1184727","15,11651039",
10/03/2011 7.00,"39,0732496","46,49330096","17,08329473","15,11651039",
10/03/2011 8.00,"59,96167752","100,61926768","9,4889402","15,11651039",
10/03/2011 9.00,"61,64079592","102,6458156","26,3999148","15,11651039",
10/03/2011 10.00,"20,46904984","26,60823328","62,0658066","15,11651039",
10/03/2011 11.00,"12,5171623","18,3789413","70,7438571","15,11651039",
10/03/2011 12.00,"9,79244566","13,37829268","73,20267465","15,11651039",
10/03/2011 13.00,"11,5948613","15,64232438","73,8327954","15,11651039",
10/03/2011 14.00,"12,24785136","16,48130425","74,54822235","15,11651039",
10/03/2011 15.00,"14,49317414","18,4835105","78,0645495","15,11651039",
10/03/2011 16.00,"15,64178711","19,02094502","80,1365166","15,11651039",
10/03/2011 17.00,"28,4890868","34,22958","72,16543425","15,11651039",
10/03/2011 18.00,"41,95126848","47,99049256","62,31328635","15,11651039",
10/03/2011 19.00,,,,"15,11651039",
10/03/2011 20.00,,,,"15,11651039",
10/03/2011 21.00,,,,"15,11651039",
10/03/2011 22.00,,,,"15,11651039",
10/03/2011 23.00,,,,"15,11651039",
11/03/2011 0.00,,,,"15,11651039",
11/03/2011 1.00,,,,"14,13389969",
11/03/2011 2.00,,"23,25665024",,"14,13389969",
11/03/2011 3.00,,,,"14,13389969",
11/03/2011 4.00,,,,"14,13389969",
11/03/2011 5.00,,,,"14,13389969",
11/03/2011 6.00,,,,"14,13389969",
11/03/2011 7.00,,,,"14,13389969",
11/03/2011 8.00,,,,"14,13389969",
11/03/2011 9.00,,,,"14,13389969",
11/03/2011 10.00,,,,"14,13389969",
11/03/2011 11.00,,,,"14,13389969",
11/03/2011 12.00,,,,"14,13389969",
11/03/2011 13.00,,,,"14,13389969",
11/03/2011 14.00,,,,"14,13389969",
11/03/2011 15.00,,,,"14,13389969",
11/03/2011 16.00,,,,"14,13389969",
11/03/2011 17.00,,,,"14,13389969",
11/03/2011 18.00,,,,"14,13389969",
11/03/2011 19.00,,,,"14,13389969",
11/03/2011 20.00,,,,"14,13389969",
11/03/2011 21.00,,,,"14,13389969",
11/03/2011 22.00,,,,"14,13389969",
11/03/2011 23.00,,,,"14,13389969",
12/03/2011 0.00,,,,"14,13389969",
12/03/2011 1.00,,,,"7,93635511",
12/03/2011 2.00,,,,"7,93635511",
12/03/2011 3.00,,,,"7,93635511",
12/03/2011 4.00,,,,"7,93635511",
12/03/2011 5.00,,,,"7,93635511",
12/03/2011 6.00,,,,"7,93635511",
12/03/2011 7.00,,,,"7,93635511",
12/03/2011 8.00,,,,"7,93635511",
12/03/2011 9.00,,,,"7,93635511",
12/03/2011 10.00,,,,"7,93635511",
12/03/2011 11.00,,,,"7,93635511",
12/03/2011 12.00,,,,"7,93635511",
12/03/2011 13.00,,,,"7,93635511",
12/03/2011 14.00,,,,"7,93635511",
12/03/2011 15.00,,,,"7,93635511",
12/03/2011 16.00,,,,"7,93635511",
12/03/2011 17.00,,,,"7,93635511",
12/03/2011 18.00,,,,"7,93635511",
12/03/2011 19.00,,,,"7,93635511",
12/03/2011 20.00,,,,"7,93635511",
12/03/2011 21.00,,,,"7,93635511",
12/03/2011 22.00,,,,"7,93635511",
12/03/2011 23.00,,,,"7,93635511",
13/03/2011 0.00,,,,"7,93635511",
13/03/2011 1.00,,,,,
13/03/2011 2.00,,,,,
13/03/2011 3.00,,,,,
13/03/2011 4.00,,,,,
13/03/2011 5.00,,,,,
13/03/2011 6.00,,,,,
13/03/2011 7.00,,,,,
13/03/2011 8.00,,,,,
13/03/2011 9.00,,,,,
13/03/2011 10.00,,,,,
13/03/2011 11.00,,,,,
13/03/2011 12.00,,,,,
13/03/2011 13.00,,,,,
13/03/2011 14.00,,,,,
13/03/2011 15.00,,,,,
13/03/2011 16.00,,,,,
13/03/2011 17.00,,,,,
13/03/2011 18.00,,,,,
13/03/2011 19.00,,,,,
13/03/2011 20.00,,,,,
13/03/2011 21.00,,,,,
13/03/2011 22.00,,,,,
13/03/2011 23.00,,,,,
14/03/2011 0.00,,,,,
14/03/2011 1.00,,,,,
14/03/2011 2.00,,,,,
14/03/2011 3.00,,,,,
14/03/2011 4.00,,,,,
14/03/2011 5.00,,,,,
14/03/2011 6.00,,,,,
14/03/2011 7.00,,,,,
14/03/2011 8.00,,,,,
14/03/2011 9.00,,,,,
14/03/2011 10.00,,,,,
14/03/2011 11.00,,,,,
14/03/2011 12.00,,,,,
14/03/2011 13.00,,,,,
14/03/2011 14.00,,,,,
14/03/2011 15.00,,,,,
14/03/2011 16.00,,,,,
14/03/2011 17.00,,,,,
14/03/2011 18.00,,,,,
14/03/2011 19.00,,,,,
14/03/2011 20.00,,,,,
14/03/2011 21.00,,,,,
14/03/2011 22.00,,,,,
14/03/2011 23.00,,,,,
15/03/2011 0.00,,,0,,
15/03/2011 1.00,,,,,
15/03/2011 2.00,,,,,
15/03/2011 3.00,,,,,
15/03/2011 4.00,,,,,
15/03/2011 5.00,,,,,
15/03/2011 6.00,,,,,
15/03/2011 7.00,,,,,
15/03/2011 8.00,,,,,
15/03/2011 9.00,,,,,
15/03/2011 10.00,,,,,
15/03/2011 11.00,,,,,
15/03/2011 12.00,,,,,
15/03/2011 13.00,,,,,
15/03/2011 14.00,,,,,
15/03/2011 15.00,,,,,
15/03/2011 16.00,,,,,
15/03/2011 17.00,,,,,
15/03/2011 18.00,,,,,
15/03/2011 19.00,,,,,
15/03/2011 20.00,,,,,
15/03/2011 21.00,,,,,
15/03/2011 22.00,,,,,
15/03/2011 23.00,,,,,
16/03/2011 0.00,,,,,
16/03/2011 1.00,,,,,
16/03/2011 2.00,,,,,
16/03/2011 3.00,,,,,
16/03/2011 4.00,,,,,
16/03/2011 5.00,,,,,
16/03/2011 6.00,,,,,
16/03/2011 7.00,,,,,
16/03/2011 8.00,,,,,
16/03/2011 9.00,,,,,
16/03/2011 10.00,,,,,
16/03/2011 11.00,,,,,
16/03/2011 12.00,,,,,
16/03/2011 13.00,,,,,
16/03/2011 14.00,,,,,
16/03/2011 15.00,,,,,
16/03/2011 16.00,,,,,
16/03/2011 17.00,,,,,
16/03/2011 18.00,,,,,
16/03/2011 19.00,,,,,
16/03/2011 20.00,,,,,
16/03/2011 21.00,,,,,
16/03/2011 22.00,,,,,
16/03/2011 23.00,,,,,
17/03/2011 0.00,,,,,
17/03/2011 1.00,,,,"16,54792976",
17/03/2011 2.00,,,,"16,54792976",
17/03/2011 3.00,,,,"16,54792976",
17/03/2011 4.00,,,,"16,54792976",
17/03/2011 5.00,,,,"16,54792976",
17/03/2011 6.00,,,,"16,54792976",
17/03/2011 7.00,,,,"16,54792976",
17/03/2011 8.00,,,,"16,54792976",
17/03/2011 9.00,,,,"16,54792976",
17/03/2011 10.00,,,,"16,54792976",
17/03/2011 11.00,,,,"16,54792976",
17/03/2011 12.00,,,,"16,54792976",
17/03/2011 13.00,,,,"16,54792976",
17/03/2011 14.00,,,,"16,54792976",
17/03/2011 15.00,,,,"16,54792976",
17/03/2011 16.00,,,,"16,54792976",
17/03/2011 17.00,,,,"16,54792976",
17/03/2011 18.00,,,,"16,54792976",
17/03/2011 19.00,,,,"16,54792976",
17/03/2011 20.00,,,,"16,54792976",
17/03/2011 21.00,,,,"16,54792976",
17/03/2011 22.00,,,,"16,54792976",
17/03/2011 23.00,,,,"16,54792976",
18/03/2011 0.00,,,,"16,54792976",
18/03/2011 1.00,,,,"10,78003979",
18/03/2011 2.00,,,,"10,78003979",
18/03/2011 3.00,,,,"10,78003979",
18/03/2011 4.00,,,,"10,78003979",
18/03/2011 5.00,,,,"10,78003979",
18/03/2011 6.00,,,,"10,78003979",
18/03/2011 7.00,,,,"10,78003979",
18/03/2011 8.00,,,,"10,78003979",
18/03/2011 9.00,,,,"10,78003979",
18/03/2011 10.00,,,,"10,78003979",
18/03/2011 11.00,,,,"10,78003979",
18/03/2011 12.00,,,,"10,78003979",
18/03/2011 13.00,,,,"10,78003979",
18/03/2011 14.00,,,,"10,78003979",
18/03/2011 15.00,,,,"10,78003979",
18/03/2011 16.00,,,,"10,78003979",
18/03/2011 17.00,,,,"10,78003979",
18/03/2011 18.00,,,,"10,78003979",
18/03/2011 19.00,,,,"10,78003979",
18/03/2011 20.00,,,,"10,78003979",
18/03/2011 21.00,,,,"10,78003979",
18/03/2011 22.00,,,,"10,78003979",
18/03/2011 23.00,,,,"10,78003979",
19/03/2011 0.00,,,,"10,78003979",
19/03/2011 1.00,,,,,
19/03/2011 2.00,,,,,
19/03/2011 3.00,,,,,
19/03/2011 4.00,,,,,
19/03/2011 5.00,,,,,
19/03/2011 6.00,,,,,
19/03/2011 7.00,,,,,
19/03/2011 8.00,,,,,
19/03/2011 9.00,,,,,
19/03/2011 10.00,,,,,
19/03/2011 11.00,,,,,
19/03/2011 12.00,,,,,
19/03/2011 13.00,,,,,
19/03/2011 14.00,,,,,
19/03/2011 15.00,,,,,
19/03/2011 16.00,,,,,
19/03/2011 17.00,,,,,
19/03/2011 18.00,,,,,
19/03/2011 19.00,,,,,
19/03/2011 20.00,,,,,
19/03/2011 21.00,,,,,
19/03/2011 22.00,,,,,
19/03/2011 23.00,,,,,
20/03/2011 0.00,,,,,
20/03/2011 1.00,,,,"10,85620022",
20/03/2011 2.00,,,,"10,85620022",
20/03/2011 3.00,,,,"10,85620022",
20/03/2011 4.00,,,,"10,85620022",
20/03/2011 5.00,,,,"10,85620022",
20/03/2011 6.00,,,,"10,85620022",
20/03/2011 7.00,,,,"10,85620022",
20/03/2011 8.00,,,,"10,85620022",
20/03/2011 9.00,,,,"10,85620022",
20/03/2011 10.00,,,,"10,85620022",
20/03/2011 11.00,,,,"10,85620022",
20/03/2011 12.00,,,,"10,85620022",
20/03/2011 13.00,,,,"10,85620022",
20/03/2011 14.00,,,,"10,85620022",
20/03/2011 15.00,,,,"10,85620022",
20/03/2011 16.00,,,,"10,85620022",
20/03/2011 17.00,,,,"10,85620022",
20/03/2011 18.00,,,,"10,85620022",
20/03/2011 19.00,,,,"10,85620022",
20/03/2011 20.00,,,,"10,85620022",
20/03/2011 21.00,,,,"10,85620022",
20/03/2011 22.00,,,,"10,85620022",
20/03/2011 23.00,,,,"10,85620022",
21/03/2011 0.00,,,,"10,85620022",
21/03/2011 1.00,,,,"19,48950958",
21/03/2011 2.00,,,,"19,48950958",
21/03/2011 3.00,,,,"19,48950958",
21/03/2011 4.00,,,,"19,48950958",
21/03/2011 5.00,,,,"19,48950958",
21/03/2011 6.00,,,,"19,48950958",
21/03/2011 7.00,,,,"19,48950958",
21/03/2011 8.00,,,,"19,48950958",
21/03/2011 9.00,,,,"19,48950958",
21/03/2011 10.00,,,,"19,48950958",
21/03/2011 11.00,,,,"19,48950958",
21/03/2011 12.00,,,,"19,48950958",
21/03/2011 13.00,,,,"19,48950958",
21/03/2011 14.00,,,,"19,48950958",
21/03/2011 15.00,,,,"19,48950958",
21/03/2011 16.00,,,,"19,48950958",
21/03/2011 17.00,,,,"19,48950958",
21/03/2011 18.00,,,,"19,48950958",
21/03/2011 19.00,,,,"19,48950958",
21/03/2011 20.00,,,,"19,48950958",
21/03/2011 21.00,,,,"19,48950958",
21/03/2011 22.00,,,,"19,48950958",
21/03/2011 23.00,,,,"19,48950958",
22/03/2011 0.00,,,,"19,48950958",
22/03/2011 1.00,,,,"22,7983799",
22/03/2011 2.00,,,,"22,7983799",
22/03/2011 3.00,,,,"22,7983799",
22/03/2011 4.00,,,,"22,7983799",
22/03/2011 5.00,,,,"22,7983799",
22/03/2011 6.00,,,,"22,7983799",
22/03/2011 7.00,,,,"22,7983799",
22/03/2011 8.00,,,,"22,7983799",
22/03/2011 9.00,,,,"22,7983799",
22/03/2011 10.00,,,,"22,7983799",
22/03/2011 11.00,,,,"22,7983799",
22/03/2011 12.00,,,,"22,7983799",
22/03/2011 13.00,,,,"22,7983799",
22/03/2011 14.00,,,,"22,7983799",
22/03/2011 15.00,,,,"22,7983799",
22/03/2011 16.00,,,,"22,7983799",
22/03/2011 17.00,,,,"22,7983799",
22/03/2011 18.00,,,,"22,7983799",
22/03/2011 19.00,,,,"22,7983799",
22/03/2011 20.00,,,,"22,7983799",
22/03/2011 21.00,,,,"22,7983799",
22/03/2011 22.00,,,,"22,7983799",
22/03/2011 23.00,,,,"22,7983799",
23/03/2011 0.00,,,,"22,7983799",
23/03/2011 1.00,,,,"27,87808037",
23/03/2011 2.00,,,,"27,87808037",
23/03/2011 3.00,,,,"27,87808037",
23/03/2011 4.00,,,,"27,87808037",
23/03/2011 5.00,,,,"27,87808037",
23/03/2011 6.00,,,,"27,87808037",
23/03/2011 7.00,,,,"27,87808037",
23/03/2011 8.00,,,,"27,87808037",
23/03/2011 9.00,,,,"27,87808037",
23/03/2011 10.00,,,,"27,87808037",
23/03/2011 11.00,,,,"27,87808037",
23/03/2011 12.00,,,,"27,87808037",
23/03/2011 13.00,,,,"27,87808037",
23/03/2011 14.00,,,,"27,87808037",
23/03/2011 15.00,,,,"27,87808037",
23/03/2011 16.00,,,,"27,87808037",
23/03/2011 17.00,,,,"27,87808037",
23/03/2011 18.00,,,,"27,87808037",
23/03/2011 19.00,,,,"27,87808037",
23/03/2011 20.00,,,,"27,87808037",
23/03/2011 21.00,,,,"27,87808037",
23/03/2011 22.00,,,,"27,87808037",
23/03/2011 23.00,,,,"27,87808037",
24/03/2011 0.00,,,,"27,87808037",
24/03/2011 1.00,,,,"26,68144989",
24/03/2011 2.00,,,,"26,68144989",
24/03/2011 3.00,,,,"26,68144989",
24/03/2011 4.00,,,,"26,68144989",
24/03/2011 5.00,,,,"26,68144989",
24/03/2011 6.00,,,,"26,68144989",
24/03/2011 7.00,,,,"26,68144989",
24/03/2011 8.00,,,,"26,68144989",
24/03/2011 9.00,,,,"26,68144989",
24/03/2011 10.00,,,,"26,68144989",
24/03/2011 11.00,,,,"26,68144989",
24/03/2011 12.00,,,,"26,68144989",
24/03/2011 13.00,,,,"26,68144989",
24/03/2011 14.00,,,,"26,68144989",
24/03/2011 15.00,,,,"26,68144989",
24/03/2011 16.00,,,,"26,68144989",
24/03/2011 17.00,,,,"26,68144989",
24/03/2011 18.00,,,,"26,68144989",
24/03/2011 19.00,,,,"26,68144989",
24/03/2011 20.00,,,,"26,68144989",
24/03/2011 21.00,,,,"26,68144989",
24/03/2011 22.00,,,,"26,68144989",
24/03/2011 23.00,,,,"26,68144989",
25/03/2011 0.00,,,,"26,68144989",
25/03/2011 1.00,,,,,
25/03/2011 2.00,,,,,
25/03/2011 3.00,,,,,
25/03/2011 4.00,,,,,
25/03/2011 5.00,,,,,
25/03/2011 6.00,,,,,
25/03/2011 7.00,,,,,
25/03/2011 8.00,,,,,
25/03/2011 9.00,,,,,
25/03/2011 10.00,,,,,
25/03/2011 11.00,,,,,
25/03/2011 12.00,,,,,
25/03/2011 13.00,,,,,
25/03/2011 14.00,,,,,
25/03/2011 15.00,,,,,
25/03/2011 16.00,,,,,
25/03/2011 17.00,,,,,
25/03/2011 18.00,,,,,
25/03/2011 19.00,,,,,
25/03/2011 20.00,,,,,
25/03/2011 21.00,,,,,
25/03/2011 22.00,,,,,
25/03/2011 23.00,,,,,
26/03/2011 0.00,,,,,
26/03/2011 1.00,,,,,
26/03/2011 2.00,,,,,
26/03/2011 3.00,,,,,
26/03/2011 4.00,,,,,
26/03/2011 5.00,,,,,
26/03/2011 6.00,,,,,
26/03/2011 7.00,,,,,
26/03/2011 8.00,,,,,
26/03/2011 9.00,,,,,
26/03/2011 10.00,,,,,
26/03/2011 11.00,,,,,
26/03/2011 12.00,,,,,
26/03/2011 13.00,,,,,
26/03/2011 14.00,,,,,
26/03/2011 15.00,,,,,
26/03/2011 16.00,,,,,
26/03/2011 17.00,,,,,
26/03/2011 18.00,,,,,
26/03/2011 19.00,,,,,
26/03/2011 20.00,,,,,
26/03/2011 21.00,,,,,
26/03/2011 22.00,,,,,
26/03/2011 23.00,,,,,
27/03/2011 0.00,,,,,
27/03/2011 1.00,,,,,
27/03/2011 2.00,,,,,
27/03/2011 3.00,,,,,
27/03/2011 4.00,,,,,
27/03/2011 5.00,,,,,
27/03/2011 6.00,,,,,
27/03/2011 7.00,,,,,
27/03/2011 8.00,,,,,
27/03/2011 9.00,,,,,
27/03/2011 10.00,,,,,
27/03/2011 11.00,,,,,
27/03/2011 12.00,,,,,
27/03/2011 13.00,,,,,
27/03/2011 14.00,,,,,
27/03/2011 15.00,,,,,
27/03/2011 16.00,,,,,
27/03/2011 17.00,,,,,
27/03/2011 18.00,,,,,
27/03/2011 19.00,,,,,
27/03/2011 20.00,,,,,
27/03/2011 21.00,,,,,
27/03/2011 22.00,,,,,
27/03/2011 23.00,,,,,
28/03/2011 0.00,,,,,
28/03/2011 1.00,,,,,
28/03/2011 2.00,,,,,
28/03/2011 3.00,,,,,
28/03/2011 4.00,,,,,
28/03/2011 5.00,,,,,
28/03/2011 6.00,,,,,
28/03/2011 7.00,,,,,
28/03/2011 8.00,,,,,
28/03/2011 9.00,,,,,
28/03/2011 10.00,,,,,
28/03/2011 11.00,,,,,
28/03/2011 12.00,,,,,
28/03/2011 13.00,,,,,
28/03/2011 14.00,,,,,
28/03/2011 15.00,,,,,
28/03/2011 16.00,,,,,
28/03/2011 17.00,,,,,
28/03/2011 18.00,,,,,
28/03/2011 19.00,,,,,
28/03/2011 20.00,,,,,
28/03/2011 21.00,,,,,
28/03/2011 22.00,,,,,
28/03/2011 23.00,,,,,
29/03/2011 0.00,,,,,
29/03/2011 1.00,,,,,
29/03/2011 2.00,,,,,
29/03/2011 3.00,,,,,
29/03/2011 4.00,,,,,
29/03/2011 5.00,,,,,
29/03/2011 6.00,,,,,
29/03/2011 7.00,,,,,
29/03/2011 8.00,,,,,
29/03/2011 9.00,,,,,
29/03/2011 10.00,,,,,
29/03/2011 11.00,,,,,
29/03/2011 12.00,,,,,
29/03/2011 13.00,,,,,
29/03/2011 14.00,,,,,
29/03/2011 15.00,,,,,
29/03/2011 16.00,,,,,
29/03/2011 17.00,,,,,
29/03/2011 18.00,,,,,
29/03/2011 19.00,,,,,
29/03/2011 20.00,,,,,
29/03/2011 21.00,,,,,
29/03/2011 22.00,,,,,
29/03/2011 23.00,,,,,
30/03/2011 0.00,,,,,
30/03/2011 1.00,,,,"31,69297981",
30/03/2011 2.00,,,,"31,69297981",
30/03/2011 3.00,,,,"31,69297981",
30/03/2011 4.00,,,,"31,69297981",
30/03/2011 5.00,,,,"31,69297981",
30/03/2011 6.00,,,,"31,69297981",
30/03/2011 7.00,,,,"31,69297981",
30/03/2011 8.00,,,,"31,69297981",
30/03/2011 9.00,,,,"31,69297981",
30/03/2011 10.00,,,,"31,69297981",
30/03/2011 11.00,,,,"31,69297981",
30/03/2011 12.00,,,,"31,69297981",
30/03/2011 13.00,,,,"31,69297981",
30/03/2011 14.00,,,,"31,69297981",
30/03/2011 15.00,,,,"31,69297981",
30/03/2011 16.00,,,,"31,69297981",
30/03/2011 17.00,,,,"31,69297981",
30/03/2011 18.00,,,,"31,69297981",
30/03/2011 19.00,,,,"31,69297981",
30/03/2011 20.00,,,,"31,69297981",
30/03/2011 21.00,,,,"31,69297981",
30/03/2011 22.00,,,,"31,69297981",
30/03/2011 23.00,,,,"31,69297981",
31/03/2011 0.00,,,,"31,69297981",
31/03/2011 1.00,,,,"21,42173958",
31/03/2011 2.00,,,,"21,42173958",
31/03/2011 3.00,,,,"21,42173958",
31/03/2011 4.00,,,,"21,42173958",
31/03/2011 5.00,,,,"21,42173958",
31/03/2011 6.00,,,,"21,42173958",
31/03/2011 7.00,,,,"21,42173958",
31/03/2011 8.00,,,,"21,42173958",
31/03/2011 9.00,,,,"21,42173958",
31/03/2011 10.00,,,,"21,42173958",
31/03/2011 11.00,,,,"21,42173958",
31/03/2011 12.00,,,,"21,42173958",
31/03/2011 13.00,,,,"21,42173958",
31/03/2011 14.00,,,,"21,42173958",
31/03/2011 15.00,,,,"21,42173958",
31/03/2011 16.00,,,,"21,42173958",
31/03/2011 17.00,,,,"21,42173958",
31/03/2011 18.00,,,,"21,42173958",
31/03/2011 19.00,,,,"21,42173958",
31/03/2011 20.00,,,,"21,42173958",
31/03/2011 21.00,,,,"21,42173958",
31/03/2011 22.00,,,,"21,42173958",
31/03/2011 23.00,,,,"21,42173958",
01/04/2011 0.00,,,,"21,42173958",
01/04/2011 1.00,,,,,
01/04/2011 2.00,,,,,
01/04/2011 3.00,,,,,
01/04/2011 4.00,,,,,
01/04/2011 5.00,,,,,
01/04/2011 6.00,,,,,
01/04/2011 7.00,,,,,
01/04/2011 8.00,,,,,
01/04/2011 9.00,,,,,
01/04/2011 10.00,,,,,
01/04/2011 11.00,,,,,
01/04/2011 12.00,,,,,
01/04/2011 13.00,,,,,
01/04/2011 14.00,,,,,
01/04/2011 15.00,,,,,
01/04/2011 16.00,,,,,
01/04/2011 17.00,,,,,
01/04/2011 18.00,,,,,
01/04/2011 19.00,,,,,
01/04/2011 20.00,,,,,
01/04/2011 21.00,,,,,
01/04/2011 22.00,,,,,
01/04/2011 23.00,,,,,
02/04/2011 0.00,,,,,
02/04/2011 1.00,,,,,
02/04/2011 2.00,,,,,
02/04/2011 3.00,,,,,
02/04/2011 4.00,,,,,
02/04/2011 5.00,,,,,
02/04/2011 6.00,,,,,
02/04/2011 7.00,,,,,
02/04/2011 8.00,,,,,
02/04/2011 9.00,,,,,
02/04/2011 10.00,,,,,
02/04/2011 11.00,,,,,
02/04/2011 12.00,,,,,
02/04/2011 13.00,,,,,
02/04/2011 14.00,,,,,
02/04/2011 15.00,,,,,
02/04/2011 16.00,,,,,
02/04/2011 17.00,,,,,
02/04/2011 18.00,,,,,
02/04/2011 19.00,,,,,
02/04/2011 20.00,,,,,
02/04/2011 21.00,,,,,
02/04/2011 22.00,,,,,
02/04/2011 23.00,,,,,
03/04/2011 0.00,,,,,
03/04/2011 1.00,,,,,
03/04/2011 2.00,,,,,
03/04/2011 3.00,,,,,
03/04/2011 4.00,,,,,
03/04/2011 5.00,,,,,
03/04/2011 6.00,,,,,
03/04/2011 7.00,,,,,
03/04/2011 8.00,,,,,
03/04/2011 9.00,,,,,
03/04/2011 10.00,,,,,
03/04/2011 11.00,,,,,
03/04/2011 12.00,,,,,
03/04/2011 13.00,,,,,
03/04/2011 14.00,,,,,
03/04/2011 15.00,,,,,
03/04/2011 16.00,,,,,
03/04/2011 17.00,,,,,
03/04/2011 18.00,,,,,
03/04/2011 19.00,,,,,
03/04/2011 20.00,,,,,
03/04/2011 21.00,,,,,
03/04/2011 22.00,,,,,
03/04/2011 23.00,,,,,
04/04/2011 0.00,,,,,
04/04/2011 1.00,,,,,
04/04/2011 2.00,,,,,
04/04/2011 3.00,,,,,
04/04/2011 4.00,,,,,
