
Stat, San Pietro In Lama,,,,,
Parm,NO2,NOX,CO,O3,PM10,BENZENE



22/10/2011 8.00,"34,5","58,5","0,5","8,2","22,5","2,9"
22/10/2011 9.00,"35,2",62,"0,4","19,7",,"2,2"
22/10/2011 10.00,"15,8","24,5","0,3","47,5","13,2","1,5"
22/10/2011 11.00,"14,5","25,1","0,3","57,3",,"1,1"
22/10/2011 12.00,"8,7","13,4","0,2","70,1","12,2","0,9"
22/10/2011 13.00,14,"20,5","0,3","70,7",,"0,7"
22/10/2011 14.00,"9,5","14,9","0,2","77,1","19,5","0,9"
22/10/2011 15.00,"6,5","9,2","0,2","81,6",,"0,6"
22/10/2011 16.00,"7,8","11,1","0,2",79,"16,1","0,5"
22/10/2011 17.00,"10,5","14,7","0,3","76,5",,"0,6"
22/10/2011 18.00,"14,7","19,4","0,3","71,5","21,5",2
22/10/2011 19.00,"22,7","30,5","0,4","61,1",,"1,1"
22/10/2011 20.00,"24,4",32,"0,5","57,9","15,1","1,5"
22/10/2011 21.00,"26,8","35,5","0,4","55,6",,"1,8"
22/10/2011 22.00,21,"26,3","0,3","51,2","12,7","1,4"
22/10/2011 23.00,23,"27,9","0,3","49,4",,1
23/10/2011 0.00,"14,9","20,6","0,3","59,7",23,1
23/10/2011 1.00,"14,4","17,5","0,2","53,2",,"0,8"
23/10/2011 2.00,,,"0,3",,"11,7","0,7"
23/10/2011 3.00,"17,1","18,8",,"35,6",,"0,7"
23/10/2011 4.00,"21,2",23,"0,3","18,4","5,9","0,9"
23/10/2011 5.00,"14,6","15,8","0,2","17,5",,1
23/10/2011 6.00,"10,4","11,8","0,2","44,3","13,7","0,8"
23/10/2011 7.00,"14,2","15,8","0,2","32,5",,"0,6"
23/10/2011 8.00,"15,2","21,2","0,3","20,9","9,8","0,7"
23/10/2011 9.00,"12,1",16,"0,2","38,4",,"0,9"
23/10/2011 10.00,"13,4",20,"0,3","60,3","7,8",1
23/10/2011 11.00,"9,7","14,3","0,2","76,7",,1
23/10/2011 12.00,"10,1","15,3","0,2","79,6","6,3","0,7"
23/10/2011 13.00,"9,1","11,6","0,2","82,2",,"0,6"
23/10/2011 14.00,7,9,"0,2","90,2","1,5","0,5"
23/10/2011 15.00,"6,8","10,1","0,2","76,3",,"0,5"
23/10/2011 16.00,6,"7,8","0,2",79,"9,8","0,5"
23/10/2011 17.00,"8,2","12,3","0,2","74,6",,"0,5"
23/10/2011 18.00,"25,9","34,5","0,2",49,"7,8","0,5"
23/10/2011 19.00,"37,2","48,8","0,4","25,9",,1
23/10/2011 20.00,"45,8","66,9","0,6","13,9","12,7","1,6"
23/10/2011 21.00,"58,3","116,1","1,2","5,3",,"2,4"
23/10/2011 22.00,"55,5","112,5","0,8","2,9","24,9",4
23/10/2011 23.00,"40,9","56,7","0,3","15,1",,"2,6"
24/10/2011 0.00,"22,1","23,8","0,3","29,7","21,5","1,1"
24/10/2011 1.00,"15,7","17,1","0,2","30,8",,"0,9"
24/10/2011 2.00,"15,8","18,7","0,2","24,7","18,6","0,7"
24/10/2011 3.00,"14,9","17,3","0,2","12,3",,"0,9"
24/10/2011 4.00,"16,7","19,7","0,2","7,7","8,3","0,9"
24/10/2011 5.00,"12,4","14,1","0,2","26,8",,"1,2"
24/10/2011 6.00,"21,5","23,9","0,2","30,6","8,3","0,8"
24/10/2011 7.00,"38,8","55,3","0,4","19,1",,"1,1"
24/10/2011 8.00,"58,6","150,4","0,8","4,6","21,5","1,6"
24/10/2011 9.00,"59,8","93,3","0,6","34,3",,"2,7"
24/10/2011 10.00,"16,8","24,2","0,2","65,8","10,7","1,8"
24/10/2011 11.00,"11,7","17,1","0,2","72,6",,"0,5"
24/10/2011 12.00,"7,6","11,8","0,2","77,9","12,2","0,5"
24/10/2011 13.00,"10,7","16,2","0,2","75,4",,"0,5"
24/10/2011 14.00,11,"15,8","0,2","75,3","7,8","0,5"
24/10/2011 15.00,"8,9","14,6","0,2","72,4",,"0,5"
24/10/2011 16.00,"6,8","11,7","0,2","73,7","16,1","0,4"
24/10/2011 17.00,"10,6","14,3","0,2","71,3",,"0,5"
24/10/2011 18.00,"14,6","19,8","0,2","64,1","12,2","0,6"
24/10/2011 19.00,"34,9","44,7","0,4","33,9",,1
24/10/2011 20.00,38,"49,9","0,5","25,7","31,3","1,7"
24/10/2011 21.00,30,"34,9","0,3","32,3",,"1,6"
24/10/2011 22.00,"20,6","24,4","0,3","34,5","35,7","1,6"
24/10/2011 23.00,"17,3","19,7","0,3","37,4",,"1,4"
25/10/2011 0.00,"9,5","10,7","0,2","48,6","22,5",1
25/10/2011 1.00,"6,8","8,2","0,2","53,2",,"0,8"
25/10/2011 2.00,,,"0,1",,"15,6","0,5"
25/10/2011 3.00,"3,7","4,7",,"57,1",,"0,5"
25/10/2011 4.00,"3,9","4,9","0,2",60,"17,1","0,5"
25/10/2011 5.00,,,,,,
25/10/2011 6.00,,,,,"13,7",
25/10/2011 7.00,"12,7","16,9","0,3","53,7",,
25/10/2011 8.00,"18,5","25,8","0,3","49,7","11,7",
25/10/2011 9.00,17,"24,2","0,3","54,4",,
25/10/2011 10.00,"11,6",16,"0,3",60,"8,3",
25/10/2011 11.00,8,"11,4","0,3","65,3",,
25/10/2011 12.00,"7,4","11,7","0,2","69,4","4,4",
25/10/2011 13.00,9,"13,5","0,2","70,9",,
25/10/2011 14.00,"10,4","14,6","0,2",69,"2,4",
25/10/2011 15.00,"9,1","13,7","0,2",70,,
25/10/2011 16.00,"9,5","13,6","0,2",75,"16,1","0,3"
25/10/2011 17.00,"9,4","15,5","0,2","71,1",,"0,5"
25/10/2011 18.00,"15,6","20,7","0,3","62,6","20,5","0,6"
25/10/2011 19.00,"29,8","40,5","0,3","41,2",,"0,7"
25/10/2011 20.00,"39,4","52,5","0,5","26,2","32,2",1
25/10/2011 21.00,"38,2","44,3","0,5","28,1",,"1,9"
25/10/2011 22.00,"31,5","36,9","0,3","29,9","38,1","1,5"
25/10/2011 23.00,"16,1","19,2","0,3","43,6",,"1,3"
26/10/2011 0.00,"12,8","14,7","0,3","42,4","32,2","1,2"
26/10/2011 1.00,"10,4","12,3","0,3","44,7",,"1,1"
26/10/2011 2.00,"10,1","11,1","0,3","42,9","31,7","0,9"
26/10/2011 3.00,"6,5","7,6","0,3","48,6",,1
26/10/2011 4.00,6,"7,3","0,2","49,5",20,"0,8"
26/10/2011 5.00,"7,1","8,3","0,2","48,4",,"0,7"
26/10/2011 6.00,10,"11,6","0,3","42,2","27,4","0,7"
26/10/2011 7.00,"24,4","32,6","0,3","30,7",,"1,8"
26/10/2011 8.00,"36,5","55,3","0,4","16,3","18,6","1,2"
26/10/2011 9.00,"29,6","43,5","0,4","31,6",,"1,5"
26/10/2011 10.00,"15,1","21,7","0,3","58,9","16,1","1,3"
26/10/2011 11.00,"8,3",13,"0,2","70,2",,"0,9"
26/10/2011 12.00,"8,3","12,2","0,2","72,3","14,7","0,6"
26/10/2011 13.00,"8,7","13,5","0,2","72,2",,"0,6"
26/10/2011 14.00,"7,6","12,2","0,2","74,4","10,7","0,6"
26/10/2011 15.00,"10,7","15,5","0,2","72,1",,"0,6"
26/10/2011 16.00,"8,6","13,1","0,2",72,"14,7","0,5"
26/10/2011 17.00,"9,7","13,6","0,2","70,8",,"0,6"
26/10/2011 18.00,14,"18,8","0,2",61,"17,1","0,7"
26/10/2011 19.00,28,"35,5","0,3","43,4",,"0,8"
26/10/2011 20.00,"22,8","28,8","0,3","43,9","28,3",1
26/10/2011 21.00,"26,1","30,1","0,3","38,3",,"1,3"
26/10/2011 22.00,"16,2","18,8","0,3","43,5","28,8",1
26/10/2011 23.00,"13,4","15,8","0,3","45,6",,"1,1"
27/10/2011 0.00,11,"12,6","0,3","49,1","37,6","1,1"
27/10/2011 1.00,"9,2","10,8","0,3",51,,"1,1"
27/10/2011 2.00,,,"0,2",,"23,9",1
27/10/2011 3.00,"4,5","5,5",,"60,4",,"0,8"
27/10/2011 4.00,"5,1","6,1","0,2","60,5","24,4","0,7"
27/10/2011 5.00,6,7,"0,2","59,9",,"0,5"
27/10/2011 6.00,"8,7","10,5","0,2","56,9","19,5","0,5"
27/10/2011 7.00,"15,7","20,6","0,2","47,8",,"0,6"
27/10/2011 8.00,"26,2","35,4","0,3",38,22,"0,8"
27/10/2011 9.00,"21,5","30,6","0,2","48,3",,"0,9"
27/10/2011 10.00,"10,9","16,7","0,2","62,2","23,9","0,8"
27/10/2011 11.00,"8,9",13,"0,2","69,4",,"0,6"
27/10/2011 12.00,"8,5","11,5","0,2","73,3","13,2","0,6"
27/10/2011 13.00,"11,6","16,5","0,2","74,1",,"0,6"
27/10/2011 14.00,"11,2","15,4","0,2","71,5","20,5","2,9"
27/10/2011 15.00,"10,4","15,5","0,2",72,,"0,9"
27/10/2011 16.00,"11,6","16,8","0,2","69,5","20,5","0,7"
27/10/2011 17.00,"13,2","17,8","0,2","70,1",,"0,7"
27/10/2011 18.00,"17,8","23,9","0,2","62,3",,"0,7"
27/10/2011 19.00,"25,8","33,3","0,3","50,2",,"0,9"
27/10/2011 20.00,"39,2","49,8","0,4",27,"32,2","1,5"
27/10/2011 21.00,"59,1","86,2","0,5","8,3",,"1,8"
27/10/2011 22.00,"34,7","42,7","0,3","28,3","32,2",2
27/10/2011 23.00,34,"47,1","0,4","22,5",,"1,3"
28/10/2011 0.00,50,"89,5","0,6","4,1","35,2","2,1"
28/10/2011 1.00,"40,6","55,2","0,4","7,2",,"2,7"
28/10/2011 2.00,"31,2","38,6","0,4","20,9","31,3",2
28/10/2011 3.00,"23,4","25,4","0,3","24,8",,"1,7"
28/10/2011 4.00,"17,6","19,2","0,3","21,1","29,3","1,5"
28/10/2011 5.00,"19,9",24,"0,3","10,2",,"1,4"
28/10/2011 6.00,"28,3","37,9","0,3","5,8",23,"1,6"
28/10/2011 7.00,"44,7","106,9","0,6","3,7",,"1,8"
28/10/2011 8.00,"65,8",201,"1,1","7,1","28,3","2,9"
28/10/2011 9.00,"86,9","327,1","1,4","5,6",,"4,1"
28/10/2011 10.00,65,"147,8","0,6",15,"47,9","4,6"
28/10/2011 11.00,"29,2","43,3","0,3","48,3",,"1,9"
28/10/2011 12.00,"18,1","26,4","0,2","67,8",40,"0,9"
28/10/2011 13.00,14,"19,8","0,2",78,,"0,8"
28/10/2011 14.00,"12,8","18,8","0,2","86,1","29,3","0,9"
28/10/2011 15.00,"10,2","13,7","0,2","95,6",,"0,8"
28/10/2011 16.00,"12,1","16,5","0,2","84,2","28,8","0,8"
28/10/2011 17.00,"16,3","21,9","0,3","74,1",,"0,8"
28/10/2011 18.00,"26,4","33,6","0,3","56,4","28,8",1
28/10/2011 19.00,"42,9",54,"0,4","38,5",,"1,3"
28/10/2011 20.00,"70,8","151,2","0,7","9,5",40,"1,9"
28/10/2011 21.00,"72,2","150,3","0,7","4,4",,"3,2"
28/10/2011 22.00,"50,6","67,3","0,5","6,1","52,3","2,8"
28/10/2011 23.00,"44,6","60,3","0,5",6,,"2,1"
29/10/2011 0.00,35,"40,1","0,4","8,3","51,8","2,3"
29/10/2011 1.00,"31,3","42,2","0,4","4,8",,"1,9"
29/10/2011 2.00,,,"0,3",,42,2
29/10/2011 3.00,"26,8","29,2",,"13,5",,"1,9"
29/10/2011 4.00,"19,2","20,8","0,3",11,"37,1","1,5"
29/10/2011 5.00,"14,7",16,"0,3","17,1",,"1,6"
29/10/2011 6.00,"15,8",18,"0,3","16,9","33,2","1,3"
29/10/2011 7.00,"38,1","50,9","0,4","9,9",,"1,3"
29/10/2011 8.00,"32,9","70,3","0,6","4,8",40,"1,7"
29/10/2011 9.00,"40,7","76,7","0,6",21,,"2,3"
29/10/2011 10.00,"14,7","20,2","0,3",67,"32,2","2,1"
29/10/2011 11.00,"13,9","19,3","0,3","69,9",,"1,1"
29/10/2011 12.00,"11,7","16,6","0,3","77,3","31,7",1
29/10/2011 13.00,"10,6","15,1","0,3","78,4",,"0,9"
29/10/2011 14.00,"12,9","19,7","0,2","78,9","27,8","0,9"
29/10/2011 15.00,"7,6","10,5","0,3",81,,"0,8"
29/10/2011 16.00,"11,1","14,8","0,3","76,4","26,9","0,8"
29/10/2011 17.00,"11,6","14,8","0,3","73,3",,"0,9"
29/10/2011 18.00,"18,7","23,5","0,3","65,1","27,8","1,3"
29/10/2011 19.00,23,"27,5","0,3","54,1",,"0,9"
29/10/2011 20.00,"29,2","37,5","0,4","45,1","24,4","1,3"
29/10/2011 21.00,"28,7","37,8","0,3","42,5",,"1,6"
29/10/2011 22.00,20,"24,1","0,3","48,9","24,9","1,3"
29/10/2011 23.00,"16,1","18,7","0,3","52,1",,"1,1"
30/10/2011 0.00,"18,6","22,7","0,3","51,3","18,6",1
30/10/2011 1.00,"19,7","26,8","0,3","47,2",,"0,9"
30/10/2011 2.00,"22,6","25,8","0,3","37,4","15,1","0,7"
30/10/2011 3.00,"24,2","28,7","0,3","34,2",,"0,5"
30/10/2011 4.00,"21,7","25,3","0,3","19,1","12,7","0,9"
30/10/2011 5.00,"20,6","23,4","0,3","10,1",,1
30/10/2011 6.00,"14,5","17,1","0,3","13,4","13,7","1,2"
30/10/2011 7.00,"15,6","19,6","0,3",6,,"1,3"
30/10/2011 8.00,"16,6","22,2","0,4","13,2","25,9","1,5"
30/10/2011 9.00,"15,9","21,9","0,3","19,7",,"1,8"
30/10/2011 10.00,"12,4",17,"0,3","51,4","11,7","1,4"
30/10/2011 11.00,"9,4","13,6","0,3","79,1",,"0,9"
30/10/2011 12.00,"7,4","10,3","0,2","88,4","18,6","0,8"
30/10/2011 13.00,"9,8","14,6","0,3","89,9",,"0,7"
30/10/2011 14.00,"7,4","10,4","0,2","96,6","15,1",1
30/10/2011 15.00,"5,5","7,6","0,2","98,8",,"0,6"
30/10/2011 16.00,"5,7","7,4","0,2","99,4","18,1","0,5"
30/10/2011 17.00,"7,7","10,1","0,2","95,4",,"0,5"
30/10/2011 18.00,"14,6",18,"0,3","83,1","25,4","0,7"
30/10/2011 19.00,"24,5","28,9","0,3","59,8",,1
30/10/2011 20.00,"40,8","50,1","0,4","24,5","24,9","1,4"
30/10/2011 21.00,"32,3","40,5","0,3","30,2",,"1,6"
30/10/2011 22.00,"45,8","61,1","0,6","18,4","34,7","1,3"
30/10/2011 23.00,"58,6",86,"0,5","6,8",,2
31/10/2011 0.00,"48,3","67,9","0,5","7,4","40,5","1,9"
31/10/2011 1.00,"45,6","61,9","0,5","4,4",,2
31/10/2011 2.00,,,"0,5",,40,2
31/10/2011 3.00,"41,1","80,4",,3,,"2,2"
31/10/2011 4.00,"36,4","47,7","0,5","4,6","43,5","2,8"
31/10/2011 5.00,"31,4","34,7","0,4","6,2",,"2,2"
31/10/2011 6.00,"28,2","34,4","0,4","3,7","39,1","1,9"
31/10/2011 7.00,"32,8",57,"0,5","3,2",,"1,9"
31/10/2011 8.00,"28,8","54,1","0,5","10,2","33,7","2,2"
31/10/2011 9.00,"31,7","46,8","0,4","20,2",,2
31/10/2011 10.00,"36,8","60,5","0,5","28,5","38,6",2
31/10/2011 11.00,15,"21,1","0,3","70,5",,"1,9"
31/10/2011 12.00,"15,6","21,2","0,2","81,7","20,5","0,7"
31/10/2011 13.00,"14,2","19,1","0,2","87,7",,"0,7"
31/10/2011 14.00,"14,1","18,8","0,3","106,1","18,6","0,8"
31/10/2011 15.00,,,,,,"1,1"
31/10/2011 16.00,"12,6","16,7","0,2","105,2",,"0,7"
31/10/2011 17.00,"17,3","21,9","0,3","95,7",,"0,6"
31/10/2011 18.00,"26,4","33,6","0,4","78,2",,1
31/10/2011 19.00,"62,7","88,8","0,7","26,9",,"1,9"
31/10/2011 20.00,"59,3","80,8","0,7","20,8",,"2,8"
31/10/2011 21.00,"73,5","95,6","0,8","15,8",,"2,4"
31/10/2011 22.00,75,"129,2","0,9","5,7",,"3,2"
31/10/2011 23.00,"70,2",130,"0,8","3,2",,"3,8"
01/11/2011 0.00,"57,5","70,8","0,7","4,1",,"3,3"
01/11/2011 1.00,59,"108,4","0,9","5,9",,"3,1"
01/11/2011 2.00,"60,9","135,7","0,9","2,8",,"3,7"
01/11/2011 3.00,"57,2","149,2","0,9","2,8",,"3,6"
01/11/2011 4.00,"48,3","147,2","0,8","2,9",,"3,2"
01/11/2011 5.00,45,"107,6","0,8","2,8",,"3,2"
01/11/2011 6.00,"37,6","85,4","0,7","2,7",,3
01/11/2011 7.00,"31,4","64,2","0,7","3,2",,"2,9"
01/11/2011 8.00,"24,1","32,4","0,5","9,9",,3
01/11/2011 9.00,"29,2","43,1","0,5","16,2",,"2,3"
01/11/2011 10.00,"22,3","30,7","0,4","51,9",,"2,1"
01/11/2011 11.00,"10,3","13,6","0,3","85,7",,"1,3"
01/11/2011 12.00,"12,6","16,6","0,3",86,,"0,7"
01/11/2011 13.00,"13,9","19,2","0,3","95,2",,"0,9"
01/11/2011 14.00,"10,4","13,6","0,3","108,3",,"0,7"
01/11/2011 15.00,"8,6",11,"0,3","112,3",,"0,7"
01/11/2011 16.00,"9,3","11,6","0,3","109,3","14,2","0,7"
01/11/2011 17.00,"8,7","10,6","0,2","103,7",,"0,7"
01/11/2011 18.00,"16,1","19,5","0,3","86,7","26,4","0,6"
01/11/2011 19.00,"46,8","60,3","0,6","46,3",,"1,3"
01/11/2011 20.00,"80,1","140,6","1,1","9,1","35,2","2,1"
01/11/2011 21.00,"78,4","132,3","0,9","5,5",,"3,5"
01/11/2011 22.00,79,"179,4","0,9","3,3","39,6","3,1"
01/11/2011 23.00,"75,6","183,9",1,"3,7",,"3,4"
02/11/2011 0.00,"62,8","144,3","0,8",3,"52,7","3,3"
02/11/2011 1.00,"60,5","131,3","0,8","3,2",,3
02/11/2011 2.00,,,"0,6",,"56,7","3,1"
02/11/2011 3.00,"41,1","50,1",,"4,7",,"2,3"
02/11/2011 4.00,"31,7","39,7","0,5","4,9","47,4","2,2"
02/11/2011 5.00,"23,2","24,8","0,5","6,7",,"2,2"
02/11/2011 6.00,"21,2","23,3","0,4","10,3","46,9",2
02/11/2011 7.00,33,"40,9","0,4","8,1",,"1,9"
02/11/2011 8.00,"34,3","71,4","0,5","6,2",41,"1,8"
02/11/2011 9.00,35,"58,8","0,7","14,7",,2
02/11/2011 10.00,45,"77,6","0,5","19,2","39,1","3,4"
02/11/2011 11.00,"21,2","29,5","0,3","75,7",,"1,9"
02/11/2011 12.00,"12,2","16,3","0,3","93,4","32,7","0,8"
02/11/2011 13.00,"11,8","16,5","0,3",95,,"0,7"
02/11/2011 14.00,13,"18,8","0,3","92,8","21,5","0,7"
02/11/2011 15.00,"13,3","18,1","0,3","100,9",,1
02/11/2011 16.00,"15,9",20,"0,3","103,4","30,8",1
02/11/2011 17.00,"20,6","26,3","0,4","90,7",,"1,2"
02/11/2011 18.00,"37,3","44,5","0,5","62,9","41,5","1,2"
02/11/2011 19.00,"49,3",57,"0,7","45,7",,2
02/11/2011 20.00,"62,1","84,1","0,8","25,3","47,4","2,6"
02/11/2011 21.00,"80,1","150,1","0,9","3,6",,"3,2"
02/11/2011 22.00,"76,7",173,"1,1","4,3","67,9",4
02/11/2011 23.00,"60,8","95,5","0,8","6,6",,4
03/11/2011 0.00,"52,5","64,4","0,7","6,1",83,"3,1"
03/11/2011 1.00,"42,7","52,7","0,7","3,8",,"3,1"
03/11/2011 2.00,"36,2","48,7","0,7",3,"70,3","3,2"
03/11/2011 3.00,30,"41,2","0,6","3,1",,"3,1"
03/11/2011 4.00,"24,1","30,7","0,6","3,1","70,3","2,9"
03/11/2011 5.00,"17,3","19,4","0,5","8,5",,"2,5"
03/11/2011 6.00,"17,9","20,2","0,5","7,3","65,4","2,3"
03/11/2011 7.00,"19,1","26,9","0,5","4,7",,"2,3"
03/11/2011 8.00,"22,8","49,2","0,5","6,2","55,2","2,3"
03/11/2011 9.00,"29,9","64,9","0,6","7,6",,"2,3"
03/11/2011 10.00,"44,4","89,3","0,7","12,7","41,5","2,6"
03/11/2011 11.00,"22,6","31,3","0,3","65,3",,"2,2"
03/11/2011 12.00,"16,4","21,6","0,3","80,4","40,5","0,8"
03/11/2011 13.00,"17,8","24,2","0,3","82,2",,"0,9"
03/11/2011 14.00,"16,2","21,5","0,3","89,3","28,3","0,9"
03/11/2011 15.00,"16,6","21,9","0,3","90,5",,"0,9"
03/11/2011 16.00,16,"20,2","0,3","90,8","30,3","0,9"
03/11/2011 17.00,"23,8","30,4","0,3",80,,"0,8"
03/11/2011 18.00,"34,9",44,"0,4",63,"32,7","1,1"
03/11/2011 19.00,"53,7","74,1","0,6","32,8",,"1,8"
03/11/2011 20.00,"72,1","121,4","0,9","12,5","42,5","2,2"
03/11/2011 21.00,"76,4","132,6","0,9","5,5",,4
03/11/2011 22.00,"72,2","152,1","1,1",5,"72,8","4,3"
03/11/2011 23.00,"67,7","93,8","0,9","9,6",,"5,2"
04/11/2011 0.00,"51,8","59,5","0,5",17,"61,1","3,5"
04/11/2011 1.00,"34,4","38,5","0,4","29,7",,"2,5"
04/11/2011 2.00,,,"0,4",,"49,3","1,6"
04/11/2011 3.00,"24,7","26,8",,"34,6",,"1,9"
04/11/2011 4.00,"21,6","23,8","0,4","36,4","48,4","2,2"
04/11/2011 5.00,"14,7","15,8","0,3","49,2",,2
04/11/2011 6.00,"13,6","14,6","0,3",53,42,"1,4"
04/11/2011 7.00,17,"18,9","0,3","51,8",,"1,2"
04/11/2011 8.00,"40,7","50,8","0,4","36,1","41,5","1,3"
04/11/2011 9.00,"54,4","77,7","0,5","31,3",,"1,8"
04/11/2011 10.00,"25,5","34,8","0,3","68,1","26,4","1,6"
04/11/2011 11.00,"11,1","15,4","0,2","88,4",,"0,9"
04/11/2011 12.00,"11,2","15,1","0,2","91,9","17,6","0,6"
04/11/2011 13.00,"9,6","13,7","0,2","93,7",,"0,6"
04/11/2011 14.00,"10,5","14,7","0,2","93,6","13,2","0,5"
04/11/2011 15.00,"10,5","14,9","0,2",91,,"0,5"
04/11/2011 16.00,10,"14,8","0,2","87,4","16,1","0,5"
04/11/2011 17.00,"13,4","17,8","0,2","77,1",,"0,5"
04/11/2011 18.00,"24,3",32,"0,3","60,8","38,1","0,7"
04/11/2011 19.00,"32,5","40,6","0,3",48,,1
04/11/2011 20.00,32,"37,9","0,3","49,9","32,7","1,3"
04/11/2011 21.00,"31,8","38,5","0,4",49,,"1,3"
04/11/2011 22.00,"26,3",31,"0,3","54,5","38,6","1,6"
04/11/2011 23.00,"15,9","18,5","0,3","68,3",,"1,4"
05/11/2011 0.00,"9,6","11,3","0,2","77,6","38,1","1,4"
05/11/2011 1.00,"7,2","8,4","0,2","86,3",,"0,8"
05/11/2011 2.00,"8,9","10,6","0,2",80,"26,9","0,6"
05/11/2011 3.00,7,"8,2","0,2","75,8",,"0,7"
05/11/2011 4.00,"5,5","6,6","0,2","76,5","21,5","0,6"
05/11/2011 5.00,"4,9","6,1","0,2","72,7",,"0,6"
05/11/2011 6.00,"5,5","6,5","0,2","71,1","24,9","0,6"
05/11/2011 7.00,"6,5","8,9","0,2","69,7",,"0,6"
05/11/2011 8.00,"8,1","9,8","0,2","76,7","16,6","0,6"
05/11/2011 9.00,"11,3",15,"0,2","79,3",,"0,6"
05/11/2011 10.00,"9,6","13,1","0,2","85,3","23,9","0,6"
05/11/2011 11.00,"7,4","10,6","0,2","91,1",,"0,5"
05/11/2011 12.00,"6,9","9,4","0,2","92,7","18,1","0,5"
05/11/2011 13.00,"6,9","9,7","0,2","94,2",,"0,5"
05/11/2011 14.00,"7,4","10,6","0,2","93,3","26,4","0,5"
05/11/2011 15.00,"7,5","11,7","0,2","91,6",,"0,5"
05/11/2011 16.00,"5,8","7,6","0,2","91,9","27,8","0,5"
05/11/2011 17.00,"8,5","11,7","0,2","87,6",,"0,5"
05/11/2011 18.00,"9,1","12,1","0,2","85,7","33,7","0,7"
05/11/2011 19.00,"13,7","17,7","0,3","81,4",,"0,8"
05/11/2011 20.00,"9,7","12,4","0,2","81,9","31,7",1
05/11/2011 21.00,"10,3","13,3","0,2","80,6",,"0,9"
05/11/2011 22.00,"12,7","15,4","0,2","76,8","27,8","0,8"
05/11/2011 23.00,"7,2","9,4","0,2","85,7",,"0,9"
06/11/2011 0.00,"5,7","7,4","0,2","88,2","28,3","0,5"
06/11/2011 1.00,"5,9","7,8","0,2",88,,"0,5"
06/11/2011 2.00,,,"0,2",,"22,5","0,5"
06/11/2011 3.00,"5,3","6,5",,"90,5",,"0,5"
06/11/2011 4.00,"5,5","6,6","0,2","91,3","22,5","0,5"
06/11/2011 5.00,"5,9","7,1","0,2","88,5",,"0,5"
06/11/2011 6.00,"5,4","6,6","0,2","85,2","25,9","0,5"
06/11/2011 7.00,"5,2","6,7","0,2","88,5",,"0,6"
06/11/2011 8.00,"5,4","6,6","0,2","89,9","29,3","0,5"
06/11/2011 9.00,"5,7","6,8","0,2","90,4",,"0,6"
06/11/2011 10.00,"5,8","7,4","0,2","89,2","27,4","0,5"
06/11/2011 11.00,"6,3","8,6","0,2","87,6",,"0,6"
06/11/2011 12.00,"5,4","7,5","0,2","87,9","66,4","0,5"
06/11/2011 13.00,"6,3","9,5","0,2","89,1",,"0,5"
06/11/2011 14.00,6,"8,9","0,2","87,3","72,3","0,5"
06/11/2011 15.00,"4,9",6,"0,2","88,3",,"0,5"
06/11/2011 16.00,"4,6",6,"0,2",88,"59,6","0,5"
06/11/2011 17.00,5,"6,3","0,2","91,7",,"0,5"
06/11/2011 18.00,"5,7","7,2","0,2",89,"48,4","0,6"
06/11/2011 19.00,"6,3","8,6","0,2","88,1",,"0,6"
06/11/2011 20.00,"5,7","7,3","0,2","87,1",42,"0,6"
06/11/2011 21.00,"5,6","7,8","0,2","85,4",,"0,5"
06/11/2011 22.00,"4,8","6,7","0,2",83,40,"0,5"
06/11/2011 23.00,"4,5","5,8","0,2","81,1",,"0,5"
07/11/2011 0.00,"4,4","5,8","0,2","74,5","31,7","0,4"
07/11/2011 1.00,"3,5","4,6","0,2","71,8",,"0,5"
07/11/2011 2.00,"3,5","4,7","0,2","70,1","33,2","0,6"
07/11/2011 3.00,"3,9","4,8","0,2","62,1",,"0,4"
07/11/2011 4.00,"4,6","5,8","0,2","53,3","22,5","0,4"
07/11/2011 5.00,"5,5","6,6","0,2","48,6",,"0,5"
07/11/2011 6.00,"7,8","8,9","0,2","42,4","31,3","0,5"
07/11/2011 7.00,9,"10,6","0,2","42,7",,"0,5"
07/11/2011 8.00,"15,7",22,"0,2","40,4","32,7","0,5"
07/11/2011 9.00,25,"36,8","0,3","36,5",,"0,7"
07/11/2011 10.00,"19,9","31,6","0,3","47,3","31,3","1,1"
07/11/2011 11.00,"12,1","18,7","0,2","61,3",,"0,7"
07/11/2011 12.00,"8,2",12,"0,2","76,4","36,6","0,6"
07/11/2011 13.00,"6,3","9,6","0,2","82,8",,"0,4"
07/11/2011 14.00,"7,5","11,3","0,2","80,3","42,5","0,3"
07/11/2011 15.00,"9,9","13,9","0,2","78,7",,"0,4"
07/11/2011 16.00,"7,2","10,5","0,2","77,3","46,4","0,4"
07/11/2011 17.00,"8,9","12,1","0,2",,,"0,6"
07/11/2011 18.00,"14,5","18,2","0,3","61,7","39,6","0,6"
07/11/2011 19.00,"17,1","21,6","0,3",54,,"0,9"
07/11/2011 20.00,"21,6","27,7","0,4","42,7","41,5",1
07/11/2011 21.00,"25,1","31,6","0,4","35,7",,"1,2"
07/11/2011 22.00,"23,4","31,1","0,4","36,8","40,5","1,4"
07/11/2011 23.00,"14,8","17,3","0,3","42,5",,"1,3"
08/11/2011 0.00,"8,3","9,4","0,2","50,8","39,6",1
08/11/2011 1.00,"7,1","8,7","0,2","51,9",,"0,7"
08/11/2011 2.00,,,"0,2",,"26,9","0,6"
