BARI - JAPIGIA,,,,,,,
,Japigia,,,,,,
,SO2,NO2,NOX,CO,PM10,BENZENE,CH4



01/12/2011 8.00,"0,33322005","77,2603828","177,57722944","1,10317811","26,2999897",,"1015,02961"
01/12/2011 9.00,"0,82808208","72,798922","150,5197144","1,22524215","26,2999897",,"1006,50067"
01/12/2011 10.00,"0,99875604","65,51722296","115,1771592","1,19046574","26,2999897",,"1002,52187"
01/12/2011 11.00,"1,37261236","62,37313016","103,61852648","1,16189062","26,2999897",,"1006,89169"
01/12/2011 12.00,"1,48278193","34,31831592","44,59839424","0,97226706","26,2999897",,"991,83644"
01/12/2011 13.00,"0,44790511","28,5726412","36,5124124","0,98660355","26,2999897",,"976,55971"
01/12/2011 14.00,"0,21853398","31,974376","39,8411088","1,01298847","26,2999897",,"980,83447"
01/12/2011 15.00,"0,82898518","30,20535536","35,63371456","0,96578966","26,2999897",,"969,46353"
01/12/2011 16.00,"0,74410025","36,65059264","41,06738912","0,94359292","26,2999897",,"974,09991"
01/12/2011 17.00,"0,21040713","27,55576312","29,46011512","0,93257318","26,2999897",,"977,24816"
01/12/2011 18.00,"0,16706157","39,16133544","49,6767236","1,02602133","26,2999897",,"986,41802"
01/12/2011 19.00,"1,22451478","111,53066928","315,9323792","1,59769498","26,2999897",,"1022,32571"
01/12/2011 20.00,"3,5335726","88,767946","223,9322928","1,43708226","26,2999897",,"1051,30235"
01/12/2011 21.00,"3,68076708","71,01175648","150,73760592","1,29473673","26,2999897",,"1061,89615"
01/12/2011 22.00,"1,87289296","63,42700544","110,9535512","1,17745152","26,2999897",,"1065,54175"
01/12/2011 23.00,"0,67727522","53,22962112","73,55919056","1,05143697","26,2999897",,"1065,61182"
02/12/2011 0.00,"0,5571726","44,45795784","53,89253064","1,02302029","26,2999897",,"1063,38477"
02/12/2011 1.00,"0,59329339","42,9465792","48,97958928","1,01591146",20,,"1079,74489"
02/12/2011 2.00,,"33,400728","36,56170376","0,940275",20,,"1044,79123"
02/12/2011 3.00,"0,57794178",,,"0,87854165",20,,"1039,20033"
02/12/2011 4.00,"0,37475942","42,16785984","43,93047528","0,84467277",20,,"1037,28933"
02/12/2011 5.00,"0,29980753","37,40791672","42,58161664","0,85316562",20,,"1057,67774"
02/12/2011 6.00,"0,94728262","46,29963448","69,02952872",,20,,"1046,91538"
02/12/2011 7.00,"0,3404438","58,61968296","139,0888224","0,9564883",20,"0,89751674","1020,97625"
02/12/2011 8.00,"0,54272307","70,77489792","211,1719872","1,11694375",20,0,"1007,94372"
02/12/2011 9.00,"1,6688075","78,1662884","191,6363184","1,30154965",20,"0,56822739","1016,01059"
02/12/2011 10.00,"1,63449189","55,3178884","83,93047128","1,03299385",20,"1,14213066","995,22332"
02/12/2011 11.00,"0,7910582","36,74015072","47,43100312","0,93314636",20,"1,10206493","974,52866"
02/12/2011 12.00,"1,01681694","31,68233712","39,79829912","0,92599676",20,,"946,50507"
02/12/2011 13.00,"1,13692057","25,95352624","32,7920428","0,81420103",20,,"921,54986"
02/12/2011 14.00,"1,88463219","38,70253192","48,77661136","0,95360493",20,,"939,52894"
02/12/2011 15.00,"1,64803731","55,563198","68,04899776","0,96800083",20,,"933,01439"
02/12/2011 16.00,"1,30036976","57,35619512","65,64570936","0,90869767",20,,"929,35115"
02/12/2011 17.00,"0,38740174","78,3525172","92,55209992","0,98150901",20,,"944,01244"
02/12/2011 18.00,"0,50569918","84,2617444","127,95821","1,08418046",20,"0,75525674","1150,01432"
02/12/2011 19.00,"3,34393566","75,65164512","112,09556968","1,18351418",20,"1,40231893","1385,86308"
02/12/2011 20.00,"3,38818432","88,0612708","151,69995376","1,19609385",20,"1,66899463","1231,958"
02/12/2011 21.00,"1,90179","56,98955","67,22022224","0,963222",20,"0,54097586","1018,57623"
02/12/2011 22.00,"0,91567629","33,67783416","34,40743424","0,92587793",20,"0,69020942","982,35102"
02/12/2011 23.00,"0,74229406","23,3467628","23,79753592","0,86315782",20,,"972,03554"
03/12/2011 0.00,"0,36211709","27,00352016","28,07106624","0,88725119",20,,"976,23043"
03/12/2011 1.00,,"24,35000832","25,72418184","0,86230854",10,,"970,52046"
03/12/2011 2.00,,"14,85673521","15,55072429","0,82954641",10,,"969,3474"
03/12/2011 3.00,,"19,87755352","21,29501472","0,84070361",10,,"966,21581"
03/12/2011 4.00,"1,08183477","14,38366243","15,58185356","0,84522614",10,,"971,67"
03/12/2011 5.00,,"14,28892283","14,92688075","0,85138783",10,,"972,19528"
03/12/2011 6.00,,"20,0306856","21,08102368","0,84761556",10,,"968,04743"
03/12/2011 7.00,,"28,22351","29,65077976","0,89892216",10,,"970,48322"
03/12/2011 8.00,,"43,12892664","48,85507984","0,92471409",10,,"978,11889"
03/12/2011 9.00,,"40,89982144","52,55793552","0,98285225",10,,"974,1298"
03/12/2011 10.00,"0,56439635","24,77571512","32,36664192","0,94991188",10,,"965,47297"
03/12/2011 11.00,"0,48673518","24,92498496","33,2083808","0,90429281",10,,"947,01418"
03/12/2011 12.00,"0,42713492","20,81072424","26,97317672","0,84277731",10,,"929,01893"
03/12/2011 13.00,"0,4840259","18,81459815","24,13863672","0,81755856",10,,"921,14806"
03/12/2011 14.00,"0,08037046","23,55702544","31,50218848","0,88209606",10,,"913,81864"
03/12/2011 15.00,"0,03341252","20,6614544","26,10744224","0,86296094",10,,"913,21692"
03/12/2011 16.00,"1,31842965","23,6407328","27,34735512","0,88642054",10,,"916,20543"
03/12/2011 17.00,"0,90032468","29,29944976","32,65587016","0,88971866",10,,"924,11942"
03/12/2011 18.00,"0,32328599","23,56350712","26,14960184","0,86700815",10,,"938,60774"
03/12/2011 19.00,"0,34857167","23,31494712","25,52055384","0,84765517",10,,"940,65545"
03/12/2011 20.00,,"20,34997048","21,59980664","0,86260445",10,,"939,86802"
03/12/2011 21.00,,"26,093064","27,77730656","0,88912684",10,,"943,45139"
03/12/2011 22.00,,"22,28640584","24,01152696","0,84125699",10,,"945,41188"
03/12/2011 23.00,,"17,13644914","18,5123664","0,81669063",10,,"942,7992"
04/12/2011 0.00,,"15,28698492","16,51567436","0,78673266",10,,"942,05538"
04/12/2011 1.00,,"19,50375752","20,5447268","0,77741149","6,30000019",,"950,41478"
04/12/2011 2.00,,"20,915846","22,1665808","0,77164474","6,30000019",,"939,97043"
04/12/2011 3.00,,,,"0,746998","6,30000019",,"943,44747"
04/12/2011 4.00,,"30,17615912","30,66758136","0,70224919","6,30000019",,"938,1197"
04/12/2011 5.00,"0,0009031","16,35967428","16,8068471","0,68003147","6,30000019",,"936,4341"
04/12/2011 6.00,"0,00632167","15,66531427","16,28027466",,"6,30000019",,"940,57901"
04/12/2011 7.00,"1,80245656","16,64390646","18,30679772","0,81222752","6,30000019",,"937,98348"
04/12/2011 8.00,"1,09176882","15,89503534","18,28410037","0,78734428","6,30000019",,"930,99608"
04/12/2011 9.00,"1,22270859","21,20916592","25,12888064","0,8230492","6,30000019",,"928,5304"
04/12/2011 10.00,"0,90213087","24,61478208","31,3374888","0,82362122","6,30000019",,"925,68693"
04/12/2011 11.00,"1,14053194","17,16111585","22,5465908","0,76074384","6,30000019",,"910,98987"
04/12/2011 12.00,"1,11344109","15,7574612","20,9487324","0,78434208","6,30000019",,"895,4113"
04/12/2011 13.00,"3,82525329","17,23183882","22,7742144","0,7617702","6,30000019",,"889,95515"
04/12/2011 14.00,"1,55683072","16,78731985","22,02845792","0,77484383","6,30000019",,"888,2622"
04/12/2011 15.00,"2,59351475","13,18182894","16,7030886","0,7578791","6,30000019",,"886,38403"
04/12/2011 16.00,"0,88858544","22,83149792","26,707294","0,78078766","6,30000019",,"891,77158"
04/12/2011 17.00,"2,34608272","45,21721304","50,85111224","0,864896","6,30000019",,"900,69938"
04/12/2011 18.00,"0,8091191","38,84595104","45,24883752","0,85008536","6,30000019",,"898,11022"
04/12/2011 19.00,"1,45659418","33,79463824","37,84312616","0,78981292","6,30000019",,"908,5139"
04/12/2011 20.00,"0,35669851","36,91081584","42,02780584","0,831344","6,30000019",,"924,47173"
04/12/2011 21.00,"0,88587616","40,18534528","43,15357232","0,80351798","6,30000019",,"925,32629"
04/12/2011 22.00,"0,26007436","26,95679088","28,50554912","0,78135968","6,30000019",,"927,30001"
04/12/2011 23.00,"0,32689838","19,62836256","20,13552056","0,75489787","6,30000019",,"925,32923"
05/12/2011 0.00,"0,71700941","13,83141374","14,19538779","0,72661866","6,30000019",,"924,97202"
05/12/2011 1.00,"0,20047409","9,44266821","10,02237131","0,73177145","4,5999999",,"927,5063"
05/12/2011 2.00,"0,16254609","6,13763663","6,70341464","0,72507736","4,5999999",,"924,93086"
05/12/2011 3.00,"0,58606964","5,05910611","5,81239205","0,70128107","4,5999999",,"929,285"
05/12/2011 4.00,"0,16254609","4,72814847","5,68723444","0,70260451","4,5999999",,"924,32571"
05/12/2011 5.00,"0,73687549","5,69246758","6,89990514","0,70134049","4,5999999",,"922,03202"
05/12/2011 6.00,"0,64747508","10,7892095","12,7207272","0,71729749","4,5999999",,"922,32504"
05/12/2011 7.00,"0,67095456","17,49790318","20,8825772","0,72762522","4,5999999",,"921,86885"
05/12/2011 8.00,"1,30217494","32,78164152","43,14384024","0,74435229","4,5999999",,"925,38264"
05/12/2011 9.00,"2,04898448","31,17810448","41,38967584","0,79554006","4,5999999",,"926,87518"
05/12/2011 10.00,"0,34947374","28,11773816","38,57978152","0,79688214","4,5999999",,"924,8554"
05/12/2011 11.00,"1,00327152","21,24486296","30,13973552","0,76230377","4,5999999",,"915,23523"
05/12/2011 12.00,"1,19381155","22,79191952","29,9549216","0,78939818","4,5999999",,"903,38899"
05/12/2011 13.00,"2,80482396","24,88863784","31,90816344","0,78995155","4,5999999",,"893,35085"
05/12/2011 14.00,"2,02731221","35,07108944","44,0666288","0,85464633","4,5999999",,"888,04562"
05/12/2011 15.00,"2,55919914","33,18398368","43,90452944","0,85387627","4,5999999",,"886,22429"
05/12/2011 16.00,"2,2422338","36,89590224","43,30207736","0,8330216","4,5999999",,"886,77946"
05/12/2011 17.00,"0,47499595","37,47409104","43,20611408","0,79563792","4,5999999",,"887,4978"
05/12/2011 18.00,"0,62038424","43,5494328","49,523668","0,83408874","4,5999999",,"888,33129"
05/12/2011 19.00,"5,09342381","39,81489528","44,43338864","0,85418965","4,5999999",,"913,26347"
05/12/2011 20.00,"1,24076949","51,49241616","61,46102968","0,85966282","4,5999999",,"906,00069"
05/12/2011 21.00,"3,50919104","58,33414488","73,5098992","0,90267462","4,5999999",,"954,30342"
05/12/2011 22.00,"4,69758402","41,08736952","46,9167516","0,84955062","4,5999999",,"914,21064"
05/12/2011 23.00,"2,67478729","18,65365938","20,25614864","0,79887662","4,5999999",,"903,4816"
06/12/2011 0.00,"0,69172374","13,55562494","15,41000491","0,78546747","4,5999999",,"905,57586"
06/12/2011 1.00,"1,00507669","9,25577594","10,17735994","0,80093168","9,10000038",,"908,79663"
06/12/2011 2.00,,"4,57499918","5,41421996","0,75069105","9,10000038",,"910,30534"
06/12/2011 3.00,"1,11976277",,,"0,76023007","9,10000038",,"911,68126"
06/12/2011 4.00,"1,15768975","25,7776796","27,59832424","0,78959506","9,10000038",,"901,96554"
06/12/2011 5.00,"0,18602456","10,09939241","11,58652306","0,71607308","9,10000038",,"898,09748"
06/12/2011 6.00,"0,37295322","13,19221493","15,01183282",,"9,10000038",,"901,66027"
06/12/2011 7.00,"0,92019177","25,85165488","30,3465948","0,777055","9,10000038",,"918,21639"
06/12/2011 8.00,"0,22124327","70,99099216","111,89515384","0,86562646","9,10000038",,"920,26361"
06/12/2011 9.00,"0,99875604","54,7734464","81,57320472","0,90589352","9,10000038",,"920,3572"
06/12/2011 10.00,"2,43458003","27,07424504","35,84967496","0,86843061","9,10000038",,"907,4506"
06/12/2011 11.00,"2,0110575","17,08648475","23,06992432","0,78074805","9,10000038",,"900,7425"
06/12/2011 12.00,"2,22597909","9,3070424","12,74147814","0,76658864","9,10000038",,"889,1197"
06/12/2011 13.00,"1,63449189","17,80225534","24,14316816","0,81487323","9,10000038",,"888,50769"
06/12/2011 14.00,"2,02099054","27,22089544","33,54169976","0,87295314","9,10000038",,"889,52444"
06/12/2011 15.00,"1,68867358","26,8555696","31,89581192","0,84686646","9,10000038",,"897,12336"
06/12/2011 16.00,"2,33705278","31,86470368","35,24917312","0,83244959","9,10000038",,"898,46645"
06/12/2011 17.00,"1,11434419","68,3816284","110,00613608","0,97657174","9,10000038",,"923,86021"
06/12/2011 18.00,"3,22021965","68,42705752","97,12847192","0,97649368","9,10000038",,"929,17524"
06/12/2011 19.00,"2,11219713","63,0330952","66,92065008","0,9485698","9,10000038",,"940,83479"
06/12/2011 20.00,"1,76272237","92,42730368","161,65747768","1,11891726","9,10000038",,"947,66245"
06/12/2011 21.00,"4,68584479","53,00897632","59,47145984","0,93184156","9,10000038",,"941,64574"
06/12/2011 22.00,"0,86420389","11,8521687","12,46327831","0,78286136","9,10000038",,"924,99407"
06/12/2011 23.00,"0,37475942","9,48874358","9,96206301","0,78406597","9,10000038",,"924,81375"
07/12/2011 0.00,"0,46686911","36,90043368","39,24125704","0,8530864","9,10000038",,"936,86971"
07/12/2011 1.00,"0,20498855","27,71734624","29,48736112","0,81485343","11,80000019",,"942,07841"
07/12/2011 2.00,"1,46923651","18,500512","19,32815944","0,84052653","11,80000019",,"943,39063"
07/12/2011 3.00,"0,58065107","13,86516436","14,46061852","0,78448071","11,80000019",,"956,71324"
07/12/2011 4.00,"1,32565442","16,70945365","17,38205318","0,78280195","11,80000019",,"994,34916"
07/12/2011 5.00,"0,10384892","12,54977146","13,20190494","0,79392071","11,80000019",,"978,96904"
07/12/2011 6.00,"0,16796467","18,28766625","19,20560024","0,80648057","11,80000019","0,52783622","973,86422"
07/12/2011 7.00,"0,12100673","44,23406264","77,1265428","0,90691988","11,80000019",,"991,49491"
07/12/2011 8.00,"0,87865241","58,53532552","132,2466348","1,01824146","11,80000019",,"1001,64771"
07/12/2011 9.00,"0,84704608","68,48805032","185,89731656","1,21357118","11,80000019","0,72378771","985,98241"
07/12/2011 10.00,"1,99931725","49,4307448","87,75978664","1,07013988","11,80000019","0,51453488","995,60503"
07/12/2011 11.00,"0,70346399","32,04510088","45,28319616","0,96215603","11,80000019","1,05632129","972,601"
07/12/2011 12.00,"1,58934014","28,12617008","39,56742512","0,97274005","11,80000019",,"956,41434"
07/12/2011 13.00,"2,18805211","25,7069356","34,34647968","0,93158526","11,80000019",,"953,95062"
07/12/2011 14.00,"1,34732669","21,53688272","28,07301648","0,91408813","11,80000019",,"941,01119"
07/12/2011 15.00,"2,85629738","16,51541815","19,90336552","0,83991491","11,80000019",,"926,97514"
07/12/2011 16.00,"0,63483276","24,77571512","28,8952912","0,89228632","11,80000019",,"933,89443"
07/12/2011 17.00,"1,25160563","91,5084156","168,107342","1,06443254","11,80000019",,"991,2112"
07/12/2011 18.00,"2,39936234","88,02297344","163,68207536","1,0975698","11,80000019",,"1016,03901"
07/12/2011 19.00,"0,29529205","98,37739032","224,6318936","1,23377345","11,80000019",,"1002,55519"
07/12/2011 20.00,"0,43255349","77,2233856","133,14544688","1,1891621","11,80000019",,"986,13872"
07/12/2011 21.00,"1,34371532","68,42705752","103,81112224","1,09061825","11,80000019","0,55881913","976,58911"
07/12/2011 22.00,"0,64025133","46,77725208","54,59872784","0,94211104","11,80000019","0,58558352","972,76368"
07/12/2011 23.00,"1,55863691","40,47088336","46,54192312","0,90334566","11,80000019",,"967,01647"
08/12/2011 0.00,"1,00778598","45,17956576","60,66598184","0,94653571","11,80000019",,"962,78924"
08/12/2011 1.00,"1,22180549","31,02562248","35,3684628","0,8633151",9,,"961,19037"
08/12/2011 2.00,,"22,81008352","25,41355832","0,82583355",9,,"960,05308"
08/12/2011 3.00,"1,00236842",,,"0,82891381",9,,"972,15412"
08/12/2011 4.00,"0,08037046","56,03886536","71,09301648","0,81208888",9,,"1007,95156"
08/12/2011 5.00,"0,40004407","30,78876392","34,5222116","0,8065994",9,,"999,40792"
08/12/2011 6.00,"0,25375269","40,33006456","49,63194456",,9,,"991,17445"
08/12/2011 7.00,"0,03070323","40,73500704","50,86537576","0,74304865",9,,"997,3901"
08/12/2011 8.00,"0,88858544","43,00627184","62,82606384","0,84647036",9,,"979,50461"
08/12/2011 9.00,"0,95811977","48,86941984","83,49076864","0,94501538",9,,"969,14062"
08/12/2011 10.00,"0,92741654","39,76353896","58,0960244","0,99102822",9,,"962,31688"
08/12/2011 11.00,"1,41505482","33,86211272","47,68648456","0,9791592",9,"0,74795774","967,10369"
08/12/2011 12.00,"2,65582329","35,66031048","49,51848648","0,96869284",9,,"952,09597"
08/12/2011 13.00,"2,43548312","19,55243704","25,33378968","0,86953736",9,,"927,49944"
08/12/2011 14.00,"2,36414363","24,39933792","31,75447688","0,90871748",9,,"916,08538"
08/12/2011 15.00,"0,53098384","30,47337952","41,39487648","0,79326831",9,,"910,08288"
08/12/2011 16.00,"1,23173853","13,04880154","14,34907818","0,7749615",9,,"910,41167"
08/12/2011 17.00,"1,07551411","10,53222714","11,46849722","0,76171079",9,,"915,81196"
08/12/2011 18.00,"0,49847441","11,34664737","12,03462703","0,78979311",9,,"928,47356"
08/12/2011 19.00,"0,24111036","25,47527768","26,80975808","0,81866531",9,,"930,46835"
08/12/2011 20.00,"0,07946736","42,71750248","46,71572392","0,83278511",9,,"941,3733"
08/12/2011 21.00,"0,04153937","71,9390956","98,73086176","0,95978642",9,,"959,62139"
08/12/2011 22.00,"0,65379676","85,238394","185,40639144","1,21467677",9,,"971,03496"
08/12/2011 23.00,"0,54814164","61,88318016","130,8848128","1,22241936",9,"1,1057963","991,6963"
09/12/2011 0.00,"1,03577992","53,2977648","122,2865488","1,19629074",9,,"1006,65355"
09/12/2011 1.00,"0,99514365","41,86350768","71,08068408","1,01166503","8,19999981","0,63878889","994,24283"
09/12/2011 2.00,,"23,16376528","27,587292","0,88784301","8,19999981",,"979,85398"
09/12/2011 3.00,,"13,73732422","15,54748345","0,8041296","8,19999981",,"969,31506"
09/12/2011 4.00,,"12,10135774","13,60656062","0,77318487","8,19999981",,"974,2425"
09/12/2011 5.00,,"19,88338512","24,09777728","0,75627956","8,19999981",,"988,90722"
09/12/2011 6.00,,"31,03990512","49,84014224","0,79281396","8,19999981",,"997,34992"
09/12/2011 7.00,,"28,53566312","42,83776728","0,7626591","8,19999981",,"991,91288"
09/12/2011 8.00,,"38,43322672","63,10559824","0,79992395","8,19999981",,"989,69171"
09/12/2011 9.00,,"45,80318368","85,24105168","0,88298496","8,19999981",,"1007,2685"
09/12/2011 10.00,"1,29856357","42,15942792","79,1640656","0,90417514","8,19999981",,"986,45134"
09/12/2011 11.00,"2,5312052","27,00482032","42,79042616","0,87650756","8,19999981",,"965,65427"
09/12/2011 12.00,"1,35093907","19,35190648","28,93938192","0,82324609","8,19999981",,"945,78722"
09/12/2011 13.00,"1,70763758","20,0099404","29,65661136","0,82907225","8,19999981",,"938,63175"
09/12/2011 14.00,"1,0411985","23,05602408","34,52024224","0,81874336","8,19999981",,"931,18963"
09/12/2011 15.00,"0,92109487","22,73805848","33,22199424","0,81151687","8,19999981",,"918,62211"
09/12/2011 16.00,"0,54272307","23,76661888","31,32062496","0,8068359","8,19999981",,"919,65552"
09/12/2011 17.00,"0,28174663","29,04830856","35,54811432","0,78791746","8,19999981",,"922,32798"
09/12/2011 18.00,,"26,37988312","31,05994288","0,78051039","8,19999981",,"928,19769"
09/12/2011 19.00,,"30,3513748","34,68239896","0,83602264","8,19999981",,"938,74788"
09/12/2011 20.00,,"27,62195656","31,03332784","0,82733407","8,19999981",,"943,35486"
09/12/2011 21.00,,"38,36378288","43,2385416","0,91120475","8,19999981",,"956,49666"
09/12/2011 22.00,,"38,42024424","43,26381824","0,92508922","8,19999981",,"961,49809"
09/12/2011 23.00,,"22,26692256","24,6392748","0,91215306","8,19999981",,"961,73819"
10/12/2011 0.00,,"21,31623792","23,39223016","0,88148444","8,19999981",,"967,0199"
10/12/2011 1.00,,"22,42592448","25,14962584","0,8646199","8,80000019",,"971,89638"
10/12/2011 2.00,,"18,44600279","20,32811632","0,8204629","8,80000019",,"963,62322"
10/12/2011 3.00,,,,"0,78280195","8,80000019",,"953,67034"
10/12/2011 4.00,,"32,08987992","33,8756688","0,76333014","8,80000019",,"949,032"
10/12/2011 5.00,,"22,4161924","23,7767716","0,74774826","8,80000019",,"941,31352"
10/12/2011 6.00,,"16,14487829","17,04354314",,"8,80000019",,"941,61242"
10/12/2011 7.00,,"26,67385312","28,38557112","0,78080747","8,80000019",,"953,45278"
10/12/2011 8.00,,"29,92436784","33,99952816","0,91797923","8,80000019",,"953,3097"
10/12/2011 9.00,,"28,58302336","35,2465728","0,86458029","8,80000019",,"952,50463"
10/12/2011 10.00,,"18,57189843","24,22488704","0,8214881","8,80000019",,"945,30212"
10/12/2011 11.00,"0,34405619","17,09491667","21,8313116","0,83092926","8,80000019",,"923,32807"
10/12/2011 12.00,"0,48763828","15,03518982","20,33979864","0,80671707","8,80000019",,"927,35048"
10/12/2011 13.00,"1,4710427","15,33759938","22,0978444","0,81977089","8,80000019",,"919,76528"
10/12/2011 14.00,"0,98159823","21,92754256","30,91661936","0,817717","8,80000019",,"910,44891"
10/12/2011 15.00,"1,23535092","23,88084176","29,15792352","0,85549562","8,80000019",,"908,83485"
10/12/2011 16.00,"1,08905954","27,32538624","31,6189352","0,96189856","8,80000019",,"904,73453"
10/12/2011 17.00,"0,98069513","24,59856832","28,51851248","0,81884239","8,80000019",,"915,77668"
10/12/2011 18.00,"0,34766857","39,51954864","43,98299792","1,13856732","8,80000019",,"925,12343"
10/12/2011 19.00,,"32,40331408","36,98062296","0,95929246","8,80000019",,"928,6627"
10/12/2011 20.00,,"20,10207968","22,05698496","0,77646318","8,80000019",,"929,97933"
10/12/2011 21.00,"0,83891923","22,49664936","24,8487344","0,78252584","8,80000019",,"931,46893"
10/12/2011 22.00,"0,56800874","22,46355264","24,79814288","0,81345077","8,80000019",,"933,26625"
10/12/2011 23.00,,"20,0306856","21,92469368","0,82326589","8,80000019",,"943,43718"
11/12/2011 0.00,"0,26007436","37,02308848","44,06599784","0,92155345","8,80000019",,"957,18168"
11/12/2011 1.00,"0,31786844","26,44737672","28,79607752","0,81542661",10,,"949,71261"
11/12/2011 2.00,"0,58245726","26,34743648","29,62160264","0,81313622",10,,"943,37446"
11/12/2011 3.00,"0,18151009","15,71268598","16,91384645","0,77417163",10,,"944,75038"
11/12/2011 4.00,"0,15351615","11,0708471","11,83943286","0,72482106",10,,"945,92687"
11/12/2011 5.00,,"13,87295576","14,7076929","0,74658326",10,,"950,05855"
11/12/2011 6.00,,"15,94046446","16,96507849","0,72736775",10,,"943,74637"
11/12/2011 7.00,,"13,25711203","14,19603596","0,73133807",10,,"941,41299"
11/12/2011 8.00,"0,39733478","17,17149036","18,85930836","0,79384149",10,,"943,92914"
11/12/2011 9.00,"0,14629138","22,53362744","28,98932336","0,87595418",10,,"942,38417"
11/12/2011 10.00,"0,8416275","13,88528434","18,34635509","0,83053316",10,,"943,71697"
11/12/2011 11.00,"0,92561035","17,09621874","22,19900832","0,90105527",10,,"941,48012"
11/12/2011 12.00,"1,48729741","16,43949454","22,34816344","0,84171134",10,,"929,98227"
11/12/2011 13.00,"1,03668302","19,62576224","25,77542344","0,82437148",10,,"905,73903"
11/12/2011 14.00,"0,79647575","19,47261104","25,11654824","0,88162191",10,,"899,08091"
11/12/2011 15.00,"0,23388559","19,23055184","22,37215904","0,83448368",10,,"901,24769"
11/12/2011 16.00,"0,3937224","28,80496832","33,7258636","0,86698951",10,,"905,94091"
11/12/2011 17.00,"3,04232194","57,80331632","80,7950016","1,02142074",10,,"940,05422"
11/12/2011 18.00,"0,12552221","45,42810664","56,49426552","1,01980139",10,,"944,45834"
11/12/2011 19.00,"1,54780078","57,89027408","71,4749576","1,02146035",10,,"960,43528"
11/12/2011 20.00,"0,71520322","38,0691628","42,74633544","0,86361217",10,,"942,56841"
11/12/2011 21.00,"0,26458882","35,48511392","40,75871584","0,89167353",10,,"937,71692"
11/12/2011 22.00,"0,34766857","34,9127376","36,99813688","0,97037044",10,,"945,20902"
11/12/2011 23.00,"0,29709824","20,06248216","21,45000144","0,90273287",10,,"948,82865"
12/12/2011 0.00,"0,62670591","18,37981318","19,2542224","0,8598201",10,,"951,6339"
12/12/2011 1.00,"0,98521061","11,96702827","13,1746685","0,84421958","7,5999999",,"946,15962"
12/12/2011 2.00,,"20,02745432","21,7178344","0,95615278","7,5999999",,"956,14092"
12/12/2011 3.00,"1,15768975",,,"0,8306718","7,5999999",,"945,49126"
12/12/2011 4.00,"0,12552221","26,004156","27,01078576","0,85535698","7,5999999",,"974,70163"
12/12/2011 5.00,,"34,67522896","41,52066696","0,82133083","7,5999999",,"967,72158"
12/12/2011 6.00,"0,58787482","37,47085976","43,54138328",,"7,5999999",,"955,84202"
12/12/2011 7.00,"0,26007436","55,9149104","98,23997488","0,87137224","7,5999999",,"953,17299"
12/12/2011 8.00,"0,97979204","61,667736","107,19429152","1,01462763","7,5999999",,"969,40375"
12/12/2011 9.00,"1,6507466","60,9513096","112,89514896","1,16982893","7,5999999",,"968,54282"
12/12/2011 10.00,"1,78981423","37,59026416","50,75189856","1,04071431","7,5999999",,"962,4629"
12/12/2011 11.00,"1,67241989","33,302738","47,83370856","0,97070713","7,5999999",,"950,85284"
12/12/2011 12.00,"3,02787342","30,17162768","40,30669992","0,82374005","7,5999999",,"916,84341"
12/12/2011 13.00,"1,29404809","30,51878952","39,92280856","0,87082003","7,5999999",,"908,68393"
12/12/2011 14.00,"1,75008004","47,35090944","64,04005","0,84232413","7,5999999",,"903,56196"
12/12/2011 15.00,,"41,72396992","56,6116432","0,8813458","7,5999999",,"921,16815"
12/12/2011 16.00,"3,91414214","53,64427656","72,74081632","0,85395432","7,5999999",,"931,98245"
12/12/2011 17.00,"5,20381814","84,52844928","174,86459856","1,01626562","7,5999999",,"921,00547"
12/12/2011 18.00,"3,37652339","43,6325092","59,22829168","0,94165785","7,5999999",,"929,53049"
12/12/2011 19.00,"3,28172781","31,58111584","38,64335552","0,8574901","7,5999999",,"929,77696"
12/12/2011 20.00,"2,43849955","24,18129344","28,39400304","0,84335049","7,5999999",,"925,55218"
12/12/2011 21.00,"2,82580671","28,91724096","32,92305304","0,87972645","7,5999999",,"926,67869"
12/12/2011 22.00,"1,85528259","26,29617576","30,96396048","0,83718881","7,5999999",,"922,26134"
12/12/2011 23.00,"1,45804442","14,93071431","16,80619702","0,82624829","7,5999999",,"926,40625"
13/12/2011 0.00,"2,83934908","17,91127949","20,26651168","0,80494044","7,5999999",,"930,30812"
13/12/2011 1.00,"2,49718248","17,77954078","19,36706864","0,82407557","10,10000038",,"924,336"
13/12/2011 2.00,"1,54652037","7,12531847","7,59767807","0,77044013","10,10000038",,"908,34828"
13/12/2011 3.00,"1,32081655","5,50038233","6,146363","0,80808012","10,10000038",,"895,9699"
13/12/2011 4.00,"1,24497987","4,30049908","5,16001382","0,73323353","10,10000038",,"898,42627"
13/12/2011 5.00,"0,97052513","9,42968955","10,17800811","0,78519136","10,10000038",,"904,36262"
13/12/2011 6.00,"0,98677578","15,02871196","16,59154826","0,76980754","10,10000038",,"911,24908"
13/12/2011 7.00,"1,58263201","36,84982304","48,09115936","0,77889221","10,10000038",,"915,21808"
13/12/2011 8.00,"1,68013587","58,1167696","87,45304448","0,92872169","10,10000038",,"914,59627"
13/12/2011 9.00,"1,5736041","50,4353096","70,57098312","0,93569422","10,10000038",,"911,22948"
13/12/2011 10.00,"2,0927226","40,23337472","55,41452088","0,92980747","10,10000038",,"912,26142"
