BARI - JAPIGIA,,,,,,,
,Japigia,,,,,,
,SO2,NO2,NOX,CO,PM10,BENZENE,CH4



11/02/2011 6.00,"3,41985878",,,"0,9254993","35,54835129","1,44644045","677,53721"
11/02/2011 7.00,"2,40148481","11,17207794","38,21663536","0,97836001","35,54835129","1,42794733","675,44981"
11/02/2011 8.00,"1,77222318","28,69722712","104,12631544","1,03552074","35,54835129","1,32867491","677,14129"
11/02/2011 9.00,"3,82431866","38,65840296","134,78160264","1,26096804","35,54835129","2,49675941","658,8638"
11/02/2011 10.00,"4,96908641","41,73565224","117,82495416","1,50688906","35,54835129","3,89145389","652,74811"
11/02/2011 11.00,"5,26520935","18,34281789","43,86497016","1,32495334","35,54835129","5,16805839","644,17262"
11/02/2011 12.00,"5,44216125","76,5432872","161,42276056","1,65793713","35,54835129","4,8014604","667,60246"
11/02/2011 13.00,"6,08135287","36,5843992","62,59329696","1,1442397","35,54835129","3,98796922","650,61073"
11/02/2011 14.00,"5,43132715","63,02854464","78,84049784","1,18783051","35,54835129","2,99085564","644,03346"
11/02/2011 15.00,"4,87338874","31,73684824","36,42553112","0,99887217","35,54835129","2,81518007","664,21509"
11/02/2011 16.00,"4,39128599","19,96516136","22,53102712","0,90384195","35,54835129","1,59924267","419,42824"
11/02/2011 17.00,"4,56462653","40,79081832","45,0607732","0,95224537","35,54835129","1,0746517","430,97852"
11/02/2011 18.00,"3,7791781","62,9935168","66,53216992","1,23658809","35,54835129","1,60459616","627,19461"
11/02/2011 19.00,"3,82793003","100,0010416","155,46187112","1,98019011","35,54835129","3,61391052","653,54632"
11/02/2011 20.00,"4,93297376","189,04018568","597,6095576","2,0301325","35,54835129","4,58247488","700,87052"
11/02/2011 21.00,"5,0106156","159,43961504","329,367812","1,78318628","35,54835129","4,71224408","688,92432"
11/02/2011 22.00,"4,65851902","149,54465176","317,3835872","1,71135005","35,54835129","4,39917588","717,43007"
11/02/2011 23.00,"3,7069528","112,32944552","150,99249464","1,39611853","35,54835129","3,07617889","713,21509"
12/02/2011 0.00,"3,83876413","88,6576236","102,09003544","1,37201468","35,54835129","3,3261463","683,76903"
12/02/2011 1.00,"3,09303973","65,53213656","72,09102312","1,26846249","29,93555069","3,08834526","669,11117"
12/02/2011 2.00,"3,39999677","43,63444032","46,03348408","1,10877594","29,93555069","2,79020052","655,28386"
12/02/2011 3.00,"4,02293775","19,7432164","20,69971352","0,95973982","29,93555069","1,71636039","646,83185"
12/02/2011 4.00,"3,69431352","17,90803291","18,86449562","0,91603135","29,93555069","1,46720251","642,38461"
12/02/2011 5.00,"3,40541331","34,53637952","36,18817544","0,9238019","29,93555069","1,2850395","671,64741"
12/02/2011 6.00,"3,20318286","41,77850016","51,4483828","0,89776648","29,93555069","1,14943069","680,28317"
12/02/2011 7.00,"3,18332085","57,12583736","85,44858016","0,92301319","29,93555069","1,12591053","689,52653"
12/02/2011 8.00,"3,34041074","35,47083128","40,90137016","0,93114023","29,93555069","1,45909295","631,6149"
12/02/2011 9.00,"3,46138798","46,74155504","57,51689872","1,11780935","29,93555069","1,98027799","625,96765"
12/02/2011 10.00,"3,48666653","48,0563036","63,2197064","1,22116349","29,93555069","3,01210585","636,30224"
12/02/2011 11.00,"3,99224265","39,53836272","50,20977008","1,11303634","29,93555069","3,0666079","639,41668"
12/02/2011 12.00,"3,80626285","26,3714512","32,81471912","0,95334979","29,93555069","2,22262197","625,35956"
12/02/2011 13.00,"4,411148","27,79262168","35,55006456","1,00557907","29,93555069","1,59778328","607,05169"
12/02/2011 14.00,"4,23419611","22,43500648","28,90825456","0,95938449","29,93555069","1,44465562","414,076901"
12/02/2011 15.00,"4,12044161","15,97161094","19,41180944","0,91883201","29,93555069","1,18187299","601,05213"
12/02/2011 16.00,"3,90015534","11,00464793","13,21617229","0,91070613","29,93555069","1,1114732","550,09115"
12/02/2011 17.00,"3,42166396","12,78014451","14,73752392","0,89958155","29,93555069","1,0099288","520,62598"
12/02/2011 18.00,"3,0334537","25,26696528","27,17160408","1,1524448","29,93555069","1,1834951","595,58814"
12/02/2011 19.00,"3,11831828","70,2213548","116,48775872","1,4448365","29,93555069","1,74572016","655,66606"
12/02/2011 20.00,"3,8820985","125,8623712","263,9070504","1,54543075","29,93555069","2,53731228","660,22649"
12/02/2011 21.00,"4,13488707","128,530854","308,771748","1,89411409","29,93555069","3,8606337","680,56247"
12/02/2011 22.00,"4,02113257","116,60467752","275,5109784","1,8331275","29,93555069","4,59220757","662,63288"
12/02/2011 23.00,"4,08613514","99,3949376","232,7303608","1,71426954","29,93555069","3,91902984","670,30432"
13/02/2011 0.00,"4,08794032","77,72306768","156,93912056","1,41158274","29,93555069","3,38210978","687,97421"
13/02/2011 1.00,"3,74848301","69,8203128","118,33335496","1,38388952","16,12535095","2,73147996","667,22369"
13/02/2011 2.00,"4,04641112","62,24594392","87,43424952","1,25532595","16,12535095","2,54071923","662,02822"
13/02/2011 3.00,"3,52277918","66,0980312","86,31754592","1,13773085","16,12535095","2,0565174","649,62338"
13/02/2011 4.00,"3,49569444","43,14125904","45,71186656","0,96577568","16,12535095","1,71295344","641,03515"
13/02/2011 5.00,"3,6022262","37,54093456","39,6887224","0,96613101","16,12535095","1,36728023","638,66502"
13/02/2011 6.00,"3,47944379","35,24500496","36,25043016","0,94017364","16,12535095","1,35187064","642,17783"
13/02/2011 7.00,"3,34943865","26,1326424","28,66313616","0,93658311","16,12535095","1,27611736","638,08339"
13/02/2011 8.00,"3,36930066","21,38891304","22,1367536","0,85319008","16,12535095","1,17408684","622,78657"
13/02/2011 9.00,"3,94168453","27,19429952","29,85245752","0,93689883","16,12535095","1,32121216","626,33711"
13/02/2011 10.00,"3,87487679","43,23601776","58,00847392","1,59505626","16,12535095","3,05849732","643,64783"
13/02/2011 11.00,"4,1728049","13,36937894","16,27314098","0,89121801","16,12535095","2,37445194","596,64507"
13/02/2011 12.00,"3,61667167","6,66587061","8,32917103","0,78131424","16,12535095","1,01949877","599,27049"
13/02/2011 13.00,"4,39309117","23,54209272","27,8174968","0,87551731","16,12535095","1,00765784","595,62097"
13/02/2011 14.00,"3,09845729","9,33170146","11,55215295","0,81409618","16,12535095","1,0916834","591,9151"
13/02/2011 15.00,"2,96303459","7,0124034","9,2487264","0,77508149","16,12535095","0,80392019","591,46626"
13/02/2011 16.00,"3,63472851","4,71257332","5,80136746","0,77216317","16,12535095","0,63732848","597,73875"
13/02/2011 17.00,"2,36176079","10,17531028","11,45617629","0,78013177","16,12535095","0,69653618","596,01346"
13/02/2011 18.00,"3,41444122","19,66015912","20,84756848","0,80533887","16,12535095","0,79710731","624,11692"
13/02/2011 19.00,"3,47583243","32,40006368","34,44892464","0,86388012","16,12535095","1,07578667","631,32629"
13/02/2011 20.00,"3,28624227","34,37282704","36,18685616","0,84293342","16,12535095","1,02387899","604,89863"
13/02/2011 21.00,"3,33138283","43,13087688","46,37978552","0,85926439","16,12535095","0,93352769","606,76259"
13/02/2011 22.00,"3,35305002","45,41512416","47,40828856","0,9153207","16,12535095","1,21058493","606,7327"
13/02/2011 23.00,"3,18512705","38,87254696","40,77946104","0,92723515","16,12535095","1,26833223","608,0753"
14/02/2011 0.00,"3,48486135","59,53468968","66,80975408","0,9618706","16,12535095","1,22469683","576,21354"
14/02/2011 1.00,"3,32777147","25,48891024","27,09120448","0,91307225",,"1,15819011","608,78727"
14/02/2011 2.00,"3,50472336","14,94239281","15,87756348","0,87642484",,"1,36322545","510,49817"
14/02/2011 3.00,"3,69070215","17,2707767","18,27826303","0,93717493",,"1,22161532","567,09954"
14/02/2011 4.00,"3,33860557","6,090915","6,66385536","0,83401768",,"1,43313911","593,52426"
14/02/2011 5.00,"3,34041074","18,6685921","20,63485848","0,91902889",,"0,84479749","592,23115"
14/02/2011 6.00,"3,10387383","29,16576272","37,83534432","0,82679817",,"1,26979162","613,70932"
14/02/2011 7.00,"3,21221077","38,16392152","67,52826456","0,84090166",,"0,79094327","568,83806"
14/02/2011 8.00,"2,72649767","64,37443968","127,94522752","2,02101987",,"1,90922936","622,6038"
14/02/2011 9.00,"4,45809476","94,13854368","314,0674144","1,52444328",,"2,7462407","635,20513"
14/02/2011 10.00,"4,89505593","79,19612984","162,19184344","1,39181851",,"2,95695394","635,69023"
14/02/2011 11.00,,,,,,,
14/02/2011 12.00,,,,,,,
14/02/2011 13.00,,,,,,,
14/02/2011 14.00,,,,,,,
14/02/2011 15.00,,,,,,,
14/02/2011 16.00,,,,,,,
14/02/2011 17.00,,,,,,,
14/02/2011 18.00,,,,,,,
14/02/2011 19.00,,,,,,,
14/02/2011 20.00,,,,,,,
14/02/2011 21.00,,,,,,,
14/02/2011 22.00,,,,,,,
14/02/2011 23.00,,,,,,,
15/02/2011 0.00,,,,,,,
15/02/2011 1.00,,,,,,,
15/02/2011 2.00,,,,,,,
15/02/2011 3.00,,,,,,,
15/02/2011 4.00,,,,,,,
15/02/2011 5.00,,,,,,,
15/02/2011 6.00,,,,,,,
15/02/2011 7.00,,,,,,,
15/02/2011 8.00,,,,,,,
15/02/2011 9.00,,,,,,,
15/02/2011 10.00,,,,,,,
15/02/2011 11.00,,,,,,,
15/02/2011 12.00,,,,,,,
15/02/2011 13.00,,,,,,,
15/02/2011 14.00,,,,,,,
15/02/2011 15.00,,,,,,,
15/02/2011 16.00,,,,,,,
15/02/2011 17.00,,,,,,,
15/02/2011 18.00,,,,,,,
15/02/2011 19.00,,,,,,,
15/02/2011 20.00,,,,,,,
15/02/2011 21.00,,,,,,,
15/02/2011 22.00,,,,,,,
15/02/2011 23.00,,,,,,,
16/02/2011 0.00,,,,,,,
16/02/2011 1.00,,,,,,,
16/02/2011 2.00,,,,,,,
16/02/2011 3.00,,,,,,,
16/02/2011 4.00,,,,,,,
16/02/2011 5.00,,,,,,,
16/02/2011 6.00,,,,,,,
16/02/2011 7.00,,,,,,,
16/02/2011 8.00,,,,,,,
16/02/2011 9.00,,,,,,,
16/02/2011 10.00,,,,,,,
16/02/2011 11.00,,,,,,,
16/02/2011 12.00,,,,,,,
16/02/2011 13.00,,,,,,,
16/02/2011 14.00,,,,,,,
16/02/2011 15.00,,,,,,,
16/02/2011 16.00,,,,,,,
16/02/2011 17.00,,,,,,,
16/02/2011 18.00,,,,,,,
16/02/2011 19.00,,,,,,,
16/02/2011 20.00,,,,,,,
16/02/2011 21.00,,,,,,,
16/02/2011 22.00,,,,,,,
16/02/2011 23.00,,,,,,,
17/02/2011 0.00,,,,,,,
17/02/2011 1.00,,,,,,,
17/02/2011 2.00,,,,,,,
17/02/2011 3.00,,,,,,,
17/02/2011 4.00,,,,,,,
17/02/2011 5.00,,,,,,,
17/02/2011 6.00,,,,,,,
17/02/2011 7.00,,,,,,,
17/02/2011 8.00,,,,,,,
17/02/2011 9.00,,,,,,,
17/02/2011 10.00,,,,,,,
17/02/2011 11.00,,,,,,,
17/02/2011 12.00,,,,,,,
17/02/2011 13.00,,,,,,,
17/02/2011 14.00,,,,,,,
17/02/2011 15.00,,,,,,,
17/02/2011 16.00,,,,,,,
17/02/2011 17.00,,,,,,,
17/02/2011 18.00,,,,,,,
17/02/2011 19.00,,,,,,,
17/02/2011 20.00,,,,,,,
17/02/2011 21.00,,,,,,,
17/02/2011 22.00,,,,,,,
17/02/2011 23.00,,,,,,,
18/02/2011 0.00,,,,,,,
18/02/2011 1.00,,,,,,,
18/02/2011 2.00,,,,,,,
18/02/2011 3.00,,,,,,,
18/02/2011 4.00,,,,,,,
18/02/2011 5.00,,,,,,,
18/02/2011 6.00,,,,,,,
18/02/2011 7.00,,,,,,,
18/02/2011 8.00,,,,,,,
18/02/2011 9.00,,,,,,,
18/02/2011 10.00,,,,,,,
18/02/2011 11.00,,,,,,,
18/02/2011 12.00,,,,,,,
18/02/2011 13.00,,,,,,,
18/02/2011 14.00,,,,,,,
18/02/2011 15.00,,,,,,,
18/02/2011 16.00,,,,,,,
18/02/2011 17.00,,,,,,,
18/02/2011 18.00,,,,,,,
18/02/2011 19.00,,,,,,,
18/02/2011 20.00,,,,,,,
18/02/2011 21.00,,,,,,,
18/02/2011 22.00,,,,,,,
18/02/2011 23.00,,,,,,,
19/02/2011 0.00,,,,,,,
19/02/2011 1.00,,,,,,,
19/02/2011 2.00,,,,,,,
19/02/2011 3.00,,,,,,,
19/02/2011 4.00,,,,,,,
19/02/2011 5.00,,,,,,,
19/02/2011 6.00,,,,,,,
19/02/2011 7.00,,,,,,,
19/02/2011 8.00,,,,,,,
19/02/2011 9.00,,,,,,,
19/02/2011 10.00,,,,,,,
19/02/2011 11.00,,,,,,,
19/02/2011 12.00,,,,,,,
19/02/2011 13.00,,,,,,,
19/02/2011 14.00,,,,,,,
19/02/2011 15.00,,,,,,,
19/02/2011 16.00,,,,,,,
19/02/2011 17.00,,,,,,,
19/02/2011 18.00,,,,,,,
19/02/2011 19.00,,,,,,,
19/02/2011 20.00,,,,,,,
19/02/2011 21.00,,,,,,,
19/02/2011 22.00,,,,,,,
19/02/2011 23.00,,,,,,,
20/02/2011 0.00,,,,,,,
20/02/2011 1.00,,,,,,,
20/02/2011 2.00,,,,,,,
20/02/2011 3.00,,,,,,,
20/02/2011 4.00,,,,,,,
20/02/2011 5.00,,,,,,,
20/02/2011 6.00,,,,,,,
20/02/2011 7.00,,,,,,,
20/02/2011 8.00,,,,,,,
20/02/2011 9.00,,,,,,,
20/02/2011 10.00,,,,,,,
20/02/2011 11.00,,,,,,,
20/02/2011 12.00,,,,,,,
20/02/2011 13.00,,,,,,,
20/02/2011 14.00,,,,,,,
20/02/2011 15.00,,,,,,,
20/02/2011 16.00,,,,,,,
20/02/2011 17.00,,,,,,,
20/02/2011 18.00,,,,,,,
20/02/2011 19.00,,,,,,,
20/02/2011 20.00,,,,,,,
20/02/2011 21.00,,,,,,,
20/02/2011 22.00,,,,,,,
20/02/2011 23.00,,,,,,,
21/02/2011 0.00,,,,,,,
21/02/2011 1.00,,,,,,,
21/02/2011 2.00,,,,,,,
21/02/2011 3.00,,,,,,,
21/02/2011 4.00,,,,,,,
21/02/2011 5.00,,,,,,,
21/02/2011 6.00,,,,,,,
21/02/2011 7.00,,,,,,,
21/02/2011 8.00,,,,,,,
21/02/2011 9.00,,,,,,,
21/02/2011 10.00,,,,,,,
21/02/2011 11.00,,,,,,,
21/02/2011 12.00,,,,,,,
21/02/2011 13.00,,,,,,,
21/02/2011 14.00,,,,,,,
21/02/2011 15.00,,,,,,,
21/02/2011 16.00,,,,,,,
21/02/2011 17.00,,,,,,,
21/02/2011 18.00,,,,,,,
21/02/2011 19.00,,,,,,,
21/02/2011 20.00,,,,,,,
21/02/2011 21.00,,,,,,,
21/02/2011 22.00,,,,,,,
21/02/2011 23.00,,,,,,,
22/02/2011 0.00,,,,,,,
22/02/2011 1.00,,,,,,,
22/02/2011 2.00,,,,,,,
22/02/2011 3.00,,,,,,,
22/02/2011 4.00,,,,,,,
22/02/2011 5.00,,,,,,,
22/02/2011 6.00,,,,,,,
22/02/2011 7.00,,,,,,,
22/02/2011 8.00,,,,,,,
22/02/2011 9.00,,,,,,,
22/02/2011 10.00,,,,,,,
22/02/2011 11.00,,,,,,,
22/02/2011 12.00,,,,,,,
22/02/2011 13.00,,,,,,,
22/02/2011 14.00,,,,,,,
22/02/2011 15.00,,,,,,,
22/02/2011 16.00,,,,,,,
22/02/2011 17.00,,,,,,,
22/02/2011 18.00,,,,,,,
22/02/2011 19.00,,,,,,,
22/02/2011 20.00,,,,,,,
22/02/2011 21.00,,,,,,,
22/02/2011 22.00,,,,,,,
22/02/2011 23.00,,,,,,,
23/02/2011 0.00,,,,,,,
23/02/2011 1.00,,,,,,,
23/02/2011 2.00,,,,,,,
23/02/2011 3.00,,,,,,,
23/02/2011 4.00,,,,,,,
23/02/2011 5.00,,,,,,,
23/02/2011 6.00,,,,,,,
23/02/2011 7.00,,,,,,,
23/02/2011 8.00,,,,,,,
23/02/2011 9.00,,,,,,,
23/02/2011 10.00,,,,,,,
23/02/2011 11.00,,,,,,,
23/02/2011 12.00,,,,,,,
23/02/2011 13.00,,,,,,,
23/02/2011 14.00,,,,,,,
23/02/2011 15.00,,,,,,,
23/02/2011 16.00,,,,,,,
23/02/2011 17.00,,,,,,,
23/02/2011 18.00,,,,,,,
23/02/2011 19.00,,,,,,,
23/02/2011 20.00,,,,,,,
23/02/2011 21.00,,,,,,,
23/02/2011 22.00,,,,,,,
23/02/2011 23.00,,,,,,,
24/02/2011 0.00,,,,,,,
24/02/2011 1.00,,,,,,,
24/02/2011 2.00,,,,,,,
24/02/2011 3.00,,,,,,,
24/02/2011 4.00,,,,,,,
24/02/2011 5.00,,,,,,,
24/02/2011 6.00,,,,,,,
24/02/2011 7.00,,,,,,,
24/02/2011 8.00,,,,,,,
24/02/2011 9.00,,,,,,,
24/02/2011 10.00,,,,,,,
24/02/2011 11.00,,,,,,,
24/02/2011 12.00,,,,,,,
24/02/2011 13.00,,,,,,,
24/02/2011 14.00,,,,,,,
24/02/2011 15.00,,,,,,,
24/02/2011 16.00,,,,,,,
24/02/2011 17.00,,,,,,,
24/02/2011 18.00,,,,,,,
24/02/2011 19.00,,,,,,,
24/02/2011 20.00,,,,,,,
24/02/2011 21.00,,,,,,,
24/02/2011 22.00,,,,,,,
24/02/2011 23.00,,,,,,,
25/02/2011 0.00,,,,,,,
25/02/2011 1.00,,,,,,,
25/02/2011 2.00,,,,,,,
25/02/2011 3.00,,,,,,,
25/02/2011 4.00,,,,,,,
25/02/2011 5.00,,,,,,,
25/02/2011 6.00,,,,,,,
25/02/2011 7.00,,,,,,,
25/02/2011 8.00,,,,,,,
25/02/2011 9.00,,,,,,,
25/02/2011 10.00,,,,,,,
25/02/2011 11.00,,,,,,,
25/02/2011 12.00,,,,,,,
25/02/2011 13.00,,,,,,,
25/02/2011 14.00,,,,,,,
25/02/2011 15.00,,,,,,,
25/02/2011 16.00,,,,,,,
25/02/2011 17.00,,,,,,,
25/02/2011 18.00,,,,,,,
25/02/2011 19.00,,,,,,,
25/02/2011 20.00,,,,,,,
25/02/2011 21.00,,,,,,,
25/02/2011 22.00,,,,,,,
25/02/2011 23.00,,,,,,,
26/02/2011 0.00,,,,,,,
26/02/2011 1.00,,,,,,,
26/02/2011 2.00,,,,,,,
26/02/2011 3.00,,,,,,,
26/02/2011 4.00,,,,,,,
26/02/2011 5.00,,,,,,,
26/02/2011 6.00,,,,,,,
26/02/2011 7.00,,,,,,,
26/02/2011 8.00,,,,,,,
26/02/2011 9.00,,,,,,,
26/02/2011 10.00,,,,,,,
26/02/2011 11.00,,,,,,,
26/02/2011 12.00,,,,,,,
26/02/2011 13.00,,,,,,,
26/02/2011 14.00,,,,,,,
26/02/2011 15.00,,,,,,,
26/02/2011 16.00,,,,,,,
26/02/2011 17.00,,,,,,,
26/02/2011 18.00,,,,,,,
26/02/2011 19.00,,,,,,,
26/02/2011 20.00,,,,,,,
26/02/2011 21.00,,,,,,,
26/02/2011 22.00,,,,,,,
26/02/2011 23.00,,,,,,,
27/02/2011 0.00,,,,,,,
27/02/2011 1.00,,,,,,,
27/02/2011 2.00,,,,,,,
27/02/2011 3.00,,,,,,,
27/02/2011 4.00,,,,,,,
27/02/2011 5.00,,,,,,,
27/02/2011 6.00,,,,,,,
27/02/2011 7.00,,,,,,,
27/02/2011 8.00,,,,,,,
27/02/2011 9.00,,,,,,,
27/02/2011 10.00,,,,,,,
27/02/2011 11.00,,,,,,,
27/02/2011 12.00,,,,,,,
27/02/2011 13.00,,,,,,,
27/02/2011 14.00,,,,,,,
27/02/2011 15.00,,,,,,,
27/02/2011 16.00,,,,,,,
27/02/2011 17.00,,,,,,,
27/02/2011 18.00,,,,,,,
27/02/2011 19.00,,,,,,,
27/02/2011 20.00,,,,,,,
27/02/2011 21.00,,,,,,,
27/02/2011 22.00,,,,,,,
27/02/2011 23.00,,,,,,,
28/02/2011 0.00,,,,,,,
28/02/2011 1.00,,,,,,,
28/02/2011 2.00,,,,,,,
28/02/2011 3.00,,,,,,,
28/02/2011 4.00,,,,,,,
28/02/2011 5.00,,,,,,,
28/02/2011 6.00,,,,,,,
28/02/2011 7.00,,,,,,,
28/02/2011 8.00,,,,,,,
28/02/2011 9.00,,,,,,,
28/02/2011 10.00,,,,,,,
28/02/2011 11.00,,,,,,,
28/02/2011 12.00,,,,,,,
28/02/2011 13.00,,,,,,,
28/02/2011 14.00,,,,,,,
28/02/2011 15.00,,,,,,,
28/02/2011 16.00,,,,,,,
28/02/2011 17.00,,,,,,,
28/02/2011 18.00,,,,,,,
28/02/2011 19.00,,,,,,,
28/02/2011 20.00,,,,,,,
28/02/2011 21.00,,,,,,,
28/02/2011 22.00,,,,,,,
28/02/2011 23.00,,,,,,,
01/03/2011 0.00,,,,,,,
01/03/2011 1.00,,,,,,,
01/03/2011 2.00,,,,,,,
01/03/2011 3.00,,,,,,,
01/03/2011 4.00,,,,,,,
01/03/2011 5.00,,,,,,,
01/03/2011 6.00,,,,,,,
01/03/2011 7.00,,,,,,,
01/03/2011 8.00,,,,,,,
01/03/2011 9.00,,,,,,,
01/03/2011 10.00,,,,,,,
01/03/2011 11.00,,,,,,,
01/03/2011 12.00,,,,,,,
01/03/2011 13.00,,,,,,,
01/03/2011 14.00,,,,,,,
01/03/2011 15.00,,,,,,,
01/03/2011 16.00,,,,,,,
01/03/2011 17.00,,,,,,,
01/03/2011 18.00,,,,,,,
01/03/2011 19.00,,,,,,,
01/03/2011 20.00,,,,,,,
01/03/2011 21.00,,,,,,,
01/03/2011 22.00,,,,,,,
01/03/2011 23.00,,,,,,,
02/03/2011 0.00,,,,,,,
02/03/2011 1.00,,,,,,,
02/03/2011 2.00,,,,,,,
02/03/2011 3.00,,,,,,,
02/03/2011 4.00,,,,,,,
02/03/2011 5.00,,,,,,,
02/03/2011 6.00,,,,,,,
02/03/2011 7.00,,,,,,,
02/03/2011 8.00,,,,,,,
02/03/2011 9.00,,,,,,,
02/03/2011 10.00,,,,,,,
02/03/2011 11.00,,,,,,,
02/03/2011 12.00,,,,,,,
