NetC,Provincia di TARANTO,,,,,,
Stat,Massafra (TA) Via Frappietro,,,,,,
Parm,CO,SO2,NOX,NO,NO2,O3,BENZENE
PtId,1,2,3,4,5,6,7
Unit,mg/m3 293K,ug/m3 293K,ug/m3 293K,ug/m3 293K,ug/m3 293K,ug/m3 293K,ug/m3 293K
Arch,2,2,2,2,2,2,2
Field,Aver,Aver,Aver,Aver,Aver,Aver,Aver
19/10/2013 19.00,,"6,817626","80,102874","50,25455","76,159126","4,370179","3,976063"
19/10/2013 20.00,,"7,209735","72,035304","43,262019","71,451727","6,428028","4,151902"
19/10/2013 21.00,,"5,374776","32,331671","8,233016","49,230213","24,476037","2,603469"
19/10/2013 22.00,,"3,704249","11,830196","1,934542","19,66729","43,228317","1,340762"
19/10/2013 23.00,,"2,994117","11,941441","1,849954","20,00994","49,647889","1,155312"
20/10/2013 0.00,,"2,063538","6,548479","1,000684","10,994275","57,350025","0,716019"
20/10/2013 1.00,,"1,875615","4,906611","0,895371","8,01436","55,916138","0,635472"
20/10/2013 2.00,,"1,267576","4,030903","0,93555","6,277159","54,696139","0,503771"
20/10/2013 3.00,,"1,20614","2,849612","0,771872","4,268052","54,039223","0,553706"
20/10/2013 4.00,,"1,195298","4,44366","1,137295","6,757371","50,646386","0,583199"
20/10/2013 5.00,,"1,179939","4,319866","1,082735","6,604222","51,037846","0,591843"
20/10/2013 6.00,,"1,155545","7,761989","3,282463","9,819051","46,731918","0,769106"
20/10/2013 7.00,,"1,294681","8,234777","1,940041","12,779492","42,164744","0,813905"
20/10/2013 8.00,,"1,563916","11,540893","2,83076","17,73866","39,788159","1,081885"
20/10/2013 9.00,,"1,978611","20,342723","7,196805","27,880879","34,641002","1,33105"
20/10/2013 10.00,,"2,727592","18,225031","6,287053","25,224785","39,701915","1,849669"
20/10/2013 11.00,,"1,919885","13,510047","5,0381","18,119586","55,347144","1,08102"
20/10/2013 12.00,,"1,735577","13,831568","5,778675","17,598493","57,179253","1,502973"
20/10/2013 13.00,,"1,3778","9,218339","3,899115","11,655535","60,964368","1,029306"
20/10/2013 14.00,,"1,444658","5,686676","2,151937","7,578923","62,068561","0,880417"
20/10/2013 15.00,,"1,097722","5,933923","2,360023","7,732722","61,692322","0,564181"
20/10/2013 16.00,,"0,657731","7,07214","2,441229","9,785956","60,397068","0,562909"
20/10/2013 17.00,,"0,662248","10,678755","2,662006","16,347988","57,87844","0,75019"
20/10/2013 18.00,,"1,488024","13,32724","3,177574","20,624477","52,053222","0,858755"
20/10/2013 19.00,,"1,420264","12,573969","3,411039","18,824984","47,12589","1,161821"
20/10/2013 20.00,,"0,793252","10,776771","2,587145","16,650396","46,273686","0,843246"
20/10/2013 21.00,,"0,927869","7,005665","1,456617","11,169483","47,181688","0,602674"
20/10/2013 22.00,,"1,096819","5,813522","1,222306","9,247986","47,658536","0,559757"
20/10/2013 23.00,,"1,0399","5,006323","1,08908","7,907936","50,166171","0,528077"
21/10/2013 0.00,,"1,055259","3,121957","0,905521","4,584083","49,75951","0,410715"
21/10/2013 1.00,,"1,103144","2,465008","0,823894","3,45234","47,543563","0,382748"
21/10/2013 2.00,,,"1,470592","0,661906","1,798202","48,233435","0,347712"
21/10/2013 3.00,,"1,152835",,,,"48,226692","0,351526"
21/10/2013 4.00,,"1,058873","2,264225","0,837428","3,047405",,"0,371968"
21/10/2013 5.00,,"1,040804","4,281201","1,049323","6,581509","46,443621","0,38946"
21/10/2013 6.00,,"1,69763","13,237701","2,401473","21,643954","36,073211","0,92964"
21/10/2013 7.00,,"1,825021","19,28795","5,289753","28,788735","25,096601","1,072477"
21/10/2013 8.00,,"1,951507","21,264231","6,759481","30,315026","26,193173","1,315439"
21/10/2013 9.00,,"2,032819","17,780404","6,26633","24,405819","35,934559","1,212671"
21/10/2013 10.00,,"2,347229","12,897189","5,346004","16,479072","47,822546","1,577519"
21/10/2013 11.00,,"2,050889","12,45459","5,091815","16,017688","53,958048","0,963099"
21/10/2013 12.00,,"1,436526","10,981616","4,170645","14,612733","58,967412","0,857077"
21/10/2013 13.00,,"1,740094","13,328939","5,390413","17,23249","61,838577","1,168075"
21/10/2013 14.00,,"1,410325","8,756403","3,040117","12,089679","61,811522","0,739054"
21/10/2013 15.00,,"1,510611","14,013363","4,932365","19,244835","57,706831","0,823923"
21/10/2013 16.00,,"1,460919","11,416765","3,332795","16,730866","56,964513","0,968896"
21/10/2013 17.00,,"1,703955","16,808026","5,025837","24,448648","49,278435","1,178906"
21/10/2013 18.00,,"1,901815","14,053724","2,965256","22,340267","51,185794","1,269674"
21/10/2013 19.00,,"2,006619","19,330339","6,866908","26,449976","41,555154","0,75914"
21/10/2013 20.00,,"3,178427","48,097793","29,977369","46,033559","14,897838","2,107732"
21/10/2013 21.00,,"3,901207","35,624211","21,090485","35,802429","10,894589","2,583536"
21/10/2013 22.00,,"3,903014","27,520352","13,878037","31,363071","7,412987","2,144243"
21/10/2013 23.00,,"3,144998","20,349511","9,719239","24,023591","10,405908","1,425885"
22/10/2013 0.00,,"2,854079","12,52242","4,472203","17,098164","15,286749","1,138531"
22/10/2013 1.00,,"1,311846","6,460298","1,877868","9,479658","25,909943","0,940369"
22/10/2013 2.00,,"1,144704","2,897435","0,860267","4,223925","35,57101","0,703357"
22/10/2013 3.00,,"1,175421","2,8703","0,823894","4,227818","38,673833","0,644778"
22/10/2013 4.00,,"1,110372","3,227435","0,672057","5,144116","45,539804","0,537129"
22/10/2013 5.00,,"0,942325","10,530877","2,275436","16,658188","34,862504","0,699849"
22/10/2013 6.00,,"1,216078","23,80656","7,460298","34,104171","16,929473","1,259809"
22/10/2013 7.00,,"2,534249","49,065073","27,801329","51,223111","8,569576","2,134886"
22/10/2013 8.00,,"7,169981","87,708162","73,592564","54,902561","4,141905","6,534835"
22/10/2013 9.00,,"4,227362","29,296523","13,378963","35,527293","26,40961","2,780173"
22/10/2013 10.00,,"4,45594","26,884097","12,767372","31,849769","32,722649","2,56584"
22/10/2013 11.00,,"2,672481","18,192472","7,868862","22,735458","48,007701","1,232299"
22/10/2013 12.00,,"2,265917","14,15343","5,78629","18,202649","50,605808","1,325202"
22/10/2013 13.00,,"2,60201","14,902973","6,422818","18,662103","56,797112","1,152566"
22/10/2013 14.00,,"2,559546","8,875448","2,966526","12,430365","65,814772","0,930097"
22/10/2013 15.00,,"1,768101","12,530219","4,013732","17,816537","63,004455","0,963811"
22/10/2013 16.00,,"1,132958","11,981802","2,972024","18,36553","62,85481","0,979269"
22/10/2013 17.00,,"0,825776","17,130229","3,913495","26,771843","54,533803","1,105479"
22/10/2013 18.00,,"1,750935","23,974453","4,825361","38,468273","44,251334","1,717103"
22/10/2013 19.00,,"2,83872","48,131041","22,579665","57,447701","22,759757","2,437596"
22/10/2013 20.00,,"4,540867","66,282806","41,051727","63,836476","4,168961","3,331997"
22/10/2013 21.00,,"4,93659","53,911325","34,65893","49,973904","2,389268","3,44107"
22/10/2013 22.00,,"3,748519","24,218634","10,086355","30,863387","18,22134","1,673423"
22/10/2013 23.00,,"2,696874","9,186795","1,856721","14,728894","40,033325","1,398172"
23/10/2013 0.00,,"1,957831","4,376166","0,966004","6,891052","50,928778","0,762953"
23/10/2013 1.00,,"1,453692","3,344784","0,927938","4,976041","49,526992","0,666593"
23/10/2013 2.00,,,"3,275596","0,815012","5,016923","40,555835","0,772615"
23/10/2013 3.00,,"1,533198",,,,"34,578437","0,732393"
23/10/2013 4.00,,"1,245893","6,867628","1,568697","10,733396",,"0,754309"
23/10/2013 5.00,,"2,01475","26,976676","11,778965","33,543497","18,147789","1,363899"
23/10/2013 6.00,,"2,489075","12,398281","2,673847","19,619911","35,747706","2,724746"
23/10/2013 7.00,,"1,831344","10,174765","1,155904","17,694537","46,936526","0,873094"
23/10/2013 8.00,,"1,562109","10,852739","1,564468","18,36489","47,183386","1,061799"
23/10/2013 9.00,,,,,,,
23/10/2013 10.00,,,,,,,
23/10/2013 11.00,,,,,,,
23/10/2013 12.00,,"4,566398",,,,,
23/10/2013 13.00,,"4,73562","15,159796","6,257089","19,397468",,"1,07924"
23/10/2013 14.00,,"4,567972","10,535967","3,515505","14,76524","79,497695","0,593064"
23/10/2013 15.00,,"5,351285","16,27352","4,753038","23,844494","75,433563","0,675085"
23/10/2013 16.00,,"4,932975","13,326559","3,562452","20,032655","77,357841","0,799972"
23/10/2013 17.00,,"5,190466","17,432082","4,091131","27,076844","69,476455","0,85489"
23/10/2013 18.00,,"5,632266","26,035513","5,432709","41,479977","56,643235","1,137769"
23/10/2013 19.00,,"5,640397","20,343067","3,610244","33,384513","63,380691","1,343864"
23/10/2013 20.00,,"5,241965","20,319339","3,264277","33,869912","59,334332","0,891655"
23/10/2013 21.00,,"5,457895","28,153569","6,197389","44,359297","28,832698","1,187907"
23/10/2013 22.00,,"5,906922","21,499599","5,627685","32,501953","28,565527","1,559519"
23/10/2013 23.00,,"6,204166","25,607836","9,382576","34,601252","20,653717","1,45014"
24/10/2013 0.00,,"5,51391","13,432387","3,732898","19,973592","27,520546","1,221468"
24/10/2013 1.00,,"1,786171","4,129937","1,054821","6,283648","52,944349","0,775005"
24/10/2013 2.00,,"2,0536","11,208182","1,120377","19,726352","44,101689","0,6461"
24/10/2013 3.00,,"2,460164","10,955167","1,236686","19,063787","38,965521","0,795904"
24/10/2013 4.00,,"2,480944","11,511045","1,196084","20,189686","40,173675","0,912198"
24/10/2013 5.00,,"2,451129","14,385416","1,861796","24,667993","38,991735","0,780598"
24/10/2013 6.00,,"2,452033","13,470026","1,99587","22,710792","45,725819","0,610607"
24/10/2013 7.00,,"2,383368","33,05712","11,522246","45,571525","29,458329","1,162634"
24/10/2013 8.00,,"2,976048","29,726933","10,305862","41,065954","29,077884","1,469412"
24/10/2013 9.00,,"3,194689","24,597478","9,744615","32,112593","42,732044","1,207637"
24/10/2013 10.00,,"3,187461","21,15909","8,567987","27,339018","50,32934","0,950844"
24/10/2013 11.00,,"3,713284","17,02339","7,103758","21,672499","53,525173","1,228994"
24/10/2013 12.00,,"2,726689","13,937386","6,237569","17,096869","63,027298","0,844212"
24/10/2013 13.00,,"2,310187","14,682186","6,474841","18,157873","63,435652","0,943318"
24/10/2013 14.00,,"1,387738","10,868339","4,500542","13,889821","67,3273","0,602471"
24/10/2013 15.00,,"2,156596","13,316049","4,759381","18,17605","65,536607","0,751868"
24/10/2013 16.00,,"1,80153","15,056277","5,083778","21,007985","60,512897","0,68795"
24/10/2013 17.00,,"1,881036","21,624758","6,647824","31,176173","51,165505","0,910317"
24/10/2013 18.00,,"2,468295","29,500362","8,260929","43,770076","34,724693","1,568468"
24/10/2013 19.00,,"2,936295","30,397434","9,719239","43,248981","25,371372","1,394002"
24/10/2013 20.00,,"2,935391","25,723149","8,206794","36,625947","34,065243","1,206976"
24/10/2013 21.00,,"2,11865","18,789059","4,821131","28,553176","40,964193","1,036831"
24/10/2013 22.00,,"1,825021","7,886122","1,492567","12,798962","51,937412","0,590114"
24/10/2013 23.00,,"1,281128","8,653977","1,710383","13,933946","50,373313","0,469956"
25/10/2013 0.00,,"1,079653","3,640532","0,95416","5,501681","55,776648","0,374053"
25/10/2013 1.00,,"1,813275","2,675624","0,789635","3,907892","53,921697","0,291879"
25/10/2013 2.00,,,"2,317472","0,860267","3,114244","54,33259","0,35773"
25/10/2013 3.00,,"1,925306",,,,"56,217107","0,271183"
25/10/2013 4.00,,"1,938859","3,40753","0,919902","5,108424",,"0,331695"
25/10/2013 5.00,,"1,922596","4,869982","1,379641","7,201244","48,985909","0,32844"
25/10/2013 6.00,,"2,052696","16,472603","4,887957","24,018409","35,634411","0,535196"
25/10/2013 7.00,,"2,474619","16,159902","4,937864","23,343512","35,555766","0,920436"
25/10/2013 8.00,,"2,537862","21,313407","7,579567","29,150848","36,50776","0,92547"
25/10/2013 9.00,,"3,111569","20,519774","6,682083","29,009379","53,914935","1,274962"
25/10/2013 10.00,,"2,691454","11,710808","3,57514","16,921649","65,375991","0,710476"
25/10/2013 11.00,,"2,573098","4,84319","1,364839","7,17269","73,549887","0,460396"
25/10/2013 12.00,,"2,608333","17,333385","6,432546","23,295501","66,013455","0,530467"
25/10/2013 13.00,,"3,612998","12,89617","5,386607","16,410291","68,331703","0,677474"
25/10/2013 14.00,,"2,813422","10,942616","3,840326","15,044935","73,150825","0,433801"
25/10/2013 15.00,,"3,068203","14,049313","4,343629","20,216934","71,459903","0,618234"
25/10/2013 16.00,,"3,801825","23,417545","6,270981","35,184642","63,800898","0,8196"
25/10/2013 17.00,,"3,803632","20,044604","3,534961","32,928941","64,669183","1,06785"
25/10/2013 18.00,,"2,976048","15,963526","1,679931","27,966537","64,714829","1,000016"
25/10/2013 19.00,,"3,904821","37,505199","14,513284","49,493038","33,510614","1,285539"
25/10/2013 20.00,,"5,091083","61,234091","36,784218","60,724181","11,212483","2,28886"
25/10/2013 21.00,,"4,802875","42,32973","20,371054","49,736396","13,452101","2,259164"
25/10/2013 22.00,,"3,900304","21,435164","5,36842","32,776441","33,244302","0,881586"
25/10/2013 23.00,,"3,249801","10,073018","2,419236","15,561481","47,298378","0,858094"
26/10/2013 0.00,,"2,875763","11,025374","2,685269","16,975518","44,477068","0,64193"
26/10/2013 1.00,,"1,05797","5,173191","1,396559","7,755435","50,021594","0,493601"
26/10/2013 2.00,,"1,030866","3,115174","0,710122","4,870914","61,513928","0,448751"
26/10/2013 3.00,,"1,047128","3,858611","0,679247","6,340754","56,37437","0,471837"
26/10/2013 4.00,,"0,963105","2,687494","0,642451","4,156435","63,659712","0,605369"
26/10/2013 5.00,,"0,659916","6,950502","2,00074","10,3661","56,815465","0,398562"
26/10/2013 6.00,,"0,849267","6,488448","1,723495","9,770381","50,07909","0,481092"
26/10/2013 7.00,,"1,10495","17,093259","6,924429","22,081342","37,331258","0,668728"
26/10/2013 8.00,,"1,137476","13,008099","4,629116","17,786684","38,398225","0,829516"
26/10/2013 9.00,,"1,12031","6,895438","2,513976","9,336242","53,670587","0,548163"
26/10/2013 10.00,,"0,862819","7,645658","3,493512","9,268752","59,713083","0,562401"
26/10/2013 11.00,,"0,628819","11,376396","5,219544","13,758736","58,677398","0,62576"
26/10/2013 12.00,,"0,945035","18,565554","9,094552","21,568679","53,775446","0,713222"
26/10/2013 13.00,,"1,769908","17,634216","7,387975","22,405159","53,608022","1,16594"
26/10/2013 14.00,,"1,803337","14,700838","5,607383","19,524521","61,300862","0,78131"
26/10/2013 15.00,,"2,091546","12,971809","3,943947","18,768529","67,377178","0,907316"
26/10/2013 16.00,,"2,512566","18,73411","5,461044","27,466203","62,05248","1,028797"
26/10/2013 17.00,,"3,884944","22,694808","3,644081","37,832303","50,724171","1,337355"
26/10/2013 18.00,,"2,643569","19,163822","4,211246","30,206004","50,975262","1,037035"
26/10/2013 19.00,,"2,211707","24,526944","7,943722","34,740773","29,216515","1,44297"
26/10/2013 20.00,,"2,288503","36,119399","17,874422","41,684391","24,407548","1,268606"
26/10/2013 21.00,,"3,87862","59,949036","35,859667","59,683939","4,425133","2,532025"
26/10/2013 22.00,,"4,131594","43,862388","22,487038","49,422311","10,910645","2,209738"
26/10/2013 23.00,,"3,054651","8,368405","1,736182","13,347966","41,594914","1,407121"
27/10/2013 0.00,,"1,951507","4,359888","0,787098","7,134404","56,950148","0,574147"
27/10/2013 1.00,,"1,394966","3,905415","0,8277","6,20253","57,154736","0,433801"
27/10/2013 2.00,,,"5,646994","1,031981","9,221381","53,823623","0,436395"
27/10/2013 3.00,,"0,945035",,,,"60,74795","0,440158"
27/10/2013 4.00,,"0,944132","6,202197","1,148291","10,105231",,"0,376443"
27/10/2013 5.00,,"1,115792","18,444477","5,44455","26,937326","39,886233","0,665423"
27/10/2013 6.00,,"1,896395","14,211767","3,696524","21,52065","32,102922","0,798345"
27/10/2013 7.00,,"1,568434","11,724378","3,233401","17,471946","39,088116","0,890739"
27/10/2013 8.00,,"1,788882","8,972109","2,228489","13,74771","43,548757","1,288234"
27/10/2013 9.00,,"1,713893","16,166342","6,872406","20,387617","42,220543","1,028543"
27/10/2013 10.00,,"2,543283","17,316094","7,854904","21,080028","45,323366","1,422427"
27/10/2013 11.00,,"2,610141","16,300648","7,949643","18,99176","49,41286","1,334456"
27/10/2013 12.00,,"2,935391","13,028108","5,908519","15,861936","54,22775","1,154142"
27/10/2013 13.00,,"2,848658","14,555001","6,026098","18,603044","59,802717","1,100801"
27/10/2013 14.00,,"2,367106","11,446945","3,906306","15,908665","69,962595","0,855297"
27/10/2013 15.00,,"1,806951","6,994813","2,065233","10,214896","78,341117","0,726291"
27/10/2013 16.00,,"1,448271","8,856795","2,335917","13,362237","75,89519","0,510636"
27/10/2013 17.00,,"0,975753","6,949364","1,813158","10,514701","73,629346","0,541451"
27/10/2013 18.00,,"1,192587","7,720273","1,22146","12,897598","70,408156","0,735952"
27/10/2013 19.00,,"1,264865","13,342509","3,00163","20,923628","51,921332","0,621794"
27/10/2013 20.00,,"2,466488","41,159966","22,418528","44,356715","9,769284","1,397816"
27/10/2013 21.00,,"4,335779","57,400934","38,029358","51,479434","3,251636","2,287843"
27/10/2013 22.00,,"4,25808","46,650945","28,477615","45,566324","6,1727","2,52577"
27/10/2013 23.00,,"3,488319","22,523187","8,617895","29,872455","29,161573","1,486447"
28/10/2013 0.00,,"2,341808","8,103861","2,499595","11,670458","52,645058","0,779836"
28/10/2013 1.00,,"1,231437","2,646118","0,766796","3,886478","58,362886","0,421597"
28/10/2013 2.00,,"1,074233","1,953894","0,783715","2,536042","55,987142","0,381375"
28/10/2013 3.00,,"0,968526","3,634765","1,393599","4,816405","39,772101","0,44809"
28/10/2013 4.00,,"1,006472","3,134506","1,01591","4,438723","41,788509","0,463294"
28/10/2013 5.00,,"0,869143","7,718577","2,259363","11,30187","43,821831","0,513738"
28/10/2013 6.00,,"1,037189","7,938012","1,815696","12,402463","34,442319","1,000474"
28/10/2013 7.00,,"2,666156","49,093905","27,306906","52,036877","20,534496","1,470277"
28/10/2013 8.00,,"3,670821","41,946468","21,749426","46,888224","15,777964","2,9613"
28/10/2013 9.00,,"3,811763","46,717424","29,389059","44,295073","27,939874","1,830295"
28/10/2013 10.00,,"2,697778","28,129821","15,439967","30,13268","31,903402","1,948419"
28/10/2013 11.00,,"2,564063","23,309707","11,815764","26,470741","43,874258","1,32032"
28/10/2013 12.00,,"1,857545","18,857226","8,718978","22,70301","51,423358","1,117886"
28/10/2013 13.00,,"1,515129","15,43885","6,069238","20,227984","61,67287","0,934267"
28/10/2013 14.00,,"1,625352","12,712345","4,335169","17,671822","69,404591","0,86328"
28/10/2013 15.00,,"0,936904","11,145772","3,477864","15,989776","72,490523","0,604861"
28/10/2013 16.00,,"1,446464","18,952195","5,963079","27,113841","65,775891","0,821685"
28/10/2013 17.00,,"1,961445","24,993281","5,705084","39,067874","52,883459","1,30715"
28/10/2013 18.00,,"3,109762","44,596328","20,453955","53,946047","25,302885","1,457717"
28/10/2013 19.00,,"5,233834","72,220484","45,939679","67,697645","3,325192","2,491294"
28/10/2013 20.00,,"6,851958","79,995022","61,515843","58,674192","5,005964","3,826259"
28/10/2013 21.00,,"7,287432","72,408034","54,913266","54,288026","0,658613","3,456732"
28/10/2013 22.00,,"6,264698","50,581805","32,009193","47,668894","5,489568","2,691796"
28/10/2013 23.00,,"4,66103","30,008074","14,108533","35,769352","11,88293","1,762969"
29/10/2013 0.00,,"3,757555","20,735142","7,727175","27,817937","21,037555","1,424512"
29/10/2013 1.00,,"1,656071","9,784732","2,413738","15,018326","32,862995","1,039832"
29/10/2013 2.00,,,"13,29231","2,880243","21,013836","24,704305","0,840805"
29/10/2013 3.00,,"1,018217",,,,"31,376682","0,682966"
29/10/2013 4.00,,"0,121969","3,09652","0,659369","4,913094",,"0,557672"
29/10/2013 5.00,,,"5,109089","0,881837","8,422542","49,570104","0,574249"
29/10/2013 6.00,,"0,686642","18,721229","7,912425","23,680311","27,075821","0,959438"
29/10/2013 7.00,,"2,722171","50,842945","33,626527","45,687028","7,706362","1,986557"
29/10/2013 8.00,,"4,223747","48,580764","32,442288","43,175635","13,290614","3,149191"
29/10/2013 9.00,,"1,797012","9,421833","2,9458","13,507602","47,905396","1,188771"
29/10/2013 10.00,,"0,807707","11,880055","4,553408","15,744482","59,801024","0,641829"
29/10/2013 11.00,,"1,321785","16,18398","6,59707","20,843802","60,538255","0,755122"
29/10/2013 12.00,,"2,715847","12,117118","4,157534","16,805497","67,885304","0,853822"
29/10/2013 13.00,,"1,210657","8,118445","2,824839","11,199339","80,928215","0,705544"
29/10/2013 14.00,,"0,968526","16,083243","5,474157","22,373995","75,584902","0,954505"
29/10/2013 15.00,,"0,662248","12,941958","3,843709","18,865214","77,233549","0,752529"
29/10/2013 16.00,,"0,660441","17,320164","4,632922","26,031401","72,414427","1,131056"
29/10/2013 17.00,,"0,732719","24,252553","7,451839","34,970499","57,392319","1,184144"
29/10/2013 18.00,,"0,978464","18,358329","4,180373","28,712159","57,823497","1,399697"
29/10/2013 19.00,,"3,928311","59,534918","40,47651","51,8078","26,68522","3,139377"
29/10/2013 20.00,,"4,200257","59,825236","36,384118","58,642395","10,927554","3,270214"
29/10/2013 21.00,,"2,219839","18,7002","3,422035","30,52984","56,416646","1,738816"
29/10/2013 22.00,,"1,360634","13,529384","2,107104","22,653701","63,824559","1,058595"
29/10/2013 23.00,,"0,977561","12,801201","2,083842","21,296122","57,413446","0,962438"
30/10/2013 0.00,,"0,505043","10,418281","1,632561","17,429123","57,009318","0,747088"
30/10/2013 1.00,,"1,953314","8,238508","1,219345","13,892413","54,008778","0,844364"
30/10/2013 2.00,,"1,953314","6,708902","1,27179","10,885251","49,970023","0,549485"
30/10/2013 3.00,,"1,951507","5,101965","1,216385","7,895604","47,58921","0,52167"
30/10/2013 4.00,,"1,871098","2,787547","0,766374","4,157734","53,273244","0,458565"
30/10/2013 5.00,,"1,844897","10,139827","1,908744","16,472592","51,46733","0,526348"
30/10/2013 6.00,,"1,945182","6,921893","1,203274","11,397914","59,883874","0,781056"
30/10/2013 7.00,,"1,958735","14,746624","3,04054","23,550523","51,294005","1,084325"
30/10/2013 8.00,,"2,406859","21,821119","7,330032","30,505175","45,759635","1,095767"
30/10/2013 9.00,,"2,782704","23,978507","10,375225","29,960715","45,846716","1,456344"
30/10/2013 10.00,,"2,65009","25,443405",,,,
30/10/2013 11.00,,"2,650797","17,755984","6,613141","23,82696","59,851754","0,921249"
30/10/2013 12.00,,"2,416797","15,80921","6,18005","20,766594","61,497011","1,02356"
30/10/2013 13.00,,"2,475522","14,532272","5,692394","19,071578","64,422304","0,952624"
30/10/2013 14.00,,"2,565871","18,082926","8,067645","22,220862","60,872218","0,983439"
30/10/2013 15.00,,"2,012943","12,428472","5,116768","15,929426","66,431946","0,736359"
30/10/2013 16.00,,"1,926209","17,694254","7,06104","23,021646","60,434275","0,799667"
30/10/2013 17.00,,"2,087028","25,426731","9,325479","34,342329","50,504362","0,913164"
30/10/2013 18.00,,"2,75831","34,547391","11,525203","48,418395","36,567791","1,488786"
30/10/2013 19.00,,"3,173006","36,865884","13,182299","50,312004","27,058904","1,628776"
30/10/2013 20.00,,"3,902111","33,362697","13,173831","43,622127","24,848882","1,727679"
30/10/2013 21.00,,"3,481091","30,242447","13,026648","37,877732","28,214666","1,603606"
30/10/2013 22.00,,"3,07543","19,208583","6,431277","26,885397","36,416452","1,303591"
30/10/2013 23.00,,"2,029206","7,104361","1,789051","10,848258","50,336106","0,79982"
31/10/2013 0.00,,"1,622642","4,457905","1,225267","6,649647","49,688486","0,532603"
31/10/2013 1.00,,"1,347986","3,167065","0,935128","4,624967","50,499275","0,576181"
31/10/2013 2.00,,,"2,618306","0,989264","3,491926","53,955513","0,414783"
31/10/2013 3.00,,"1,304619",,,,"55,419842","0,35178"
31/10/2013 4.00,,"1,265769","1,499083","0,651333","1,868936",,"0,328389"
31/10/2013 5.00,,"1,27119","2,89099","1,074698","3,882583","55,55343","0,372578"
31/10/2013 6.00,,"1,067005","4,193021","1,273905","6,0682","50,387677","0,403749"
31/10/2013 7.00,,"1,283838","7,702299","1,855875","11,889802","44,841454","0,77592"
31/10/2013 8.00,,"1,414842","16,366786","7,078804","20,45446","36,408849","0,736003"
31/10/2013 9.00,,"1,935244","17,985247","8,367088","21,57451","40,924452","1,134718"
31/10/2013 10.00,,"1,940665","17,50195","7,544886","21,91131","47,264542","1,136752"
31/10/2013 11.00,,"2,392403","21,645445","9,19648","27,305271","45,095939","1,255283"
31/10/2013 12.00,,"2,848658","25,042113","8,865316","34,312483","36,935571","1,605741"
31/10/2013 13.00,,"3,707863","20,886745","9,050989","26,07683","46,156997","1,744663"
31/10/2013 14.00,,"3,181137","15,165827","7,313113","17,797068","57,591839","1,118802"
31/10/2013 15.00,,"1,961445","8,24936","3,078181","11,061113","64,535599","0,581368"
31/10/2013 16.00,,"1,787074","16,428513","5,815049","22,511581","54,476307","0,778158"
31/10/2013 17.00,,"1,775329","15,916048","4,789833","23,104052","51,293164","0,718663"
31/10/2013 18.00,,"1,991259","26,595804","8,744354","37,47086","30,105947","1,089309"
31/10/2013 19.00,,"1,984032","21,97647","5,785443","33,172299","26,807813","1,228485"
31/10/2013 20.00,,"1,95512","22,690736","5,551133","34,898474","28,672899","1,122209"
31/10/2013 21.00,,"2,356264","32,478511","12,275084","43,309343","20,318916","1,220756"
31/10/2013 22.00,,"2,582132","31,282975","12,517847","40,649349","17,415613","1,876873"
31/10/2013 23.00,,"2,951654","26,31973","9,528914","35,738836","18,896853","1,427868"
01/11/2013 0.00,,"2,38879","14,297576","4,053912","21,136491","32,932321","0,974133"
01/11/2013 1.00,,"1,597345","9,138974","1,629601","14,985877","41,760617","0,674017"
01/11/2013 2.00,,"1,22692","13,818349","3,280772","21,405796","30,591249","0,638371"
01/11/2013 3.00,,"1,12302","6,111983","1,08062","10,036445","38,013527","0,474532"
01/11/2013 4.00,,"1,097722","4,118744","0,84208","6,588649","43,631607","0,389511"
01/11/2013 5.00,,"1,103144","3,164693","0,724502","4,943594","47,95952","0,516839"
01/11/2013 6.00,,"1,071522","2,850291","0,812474","4,207052","48,360257","0,478041"
01/11/2013 7.00,,"1,116695","4,687853","1,306472","6,965031","43,252","0,564587"
01/11/2013 8.00,,"1,1176","4,24186","1,239225","6,21486","46,857044","0,549129"
01/11/2013 9.00,,"0,929676","3,514365","1,396559","4,581489","56,345622","0,479566"
01/11/2013 10.00,,"0,542988","4,986314","1,748025","6,858606","61,507167","0,469091"
01/11/2013 11.00,,"0,720974","4,740085","1,540359","6,706104","67,236829","0,543993"
01/11/2013 12.00,,"0,657731","8,223925","3,741781","9,994265","72,346802","0,51028"
01/11/2013 13.00,,"1,536812","18,027647","8,491858","21,464188","64,071438","0,867704"
01/11/2013 14.00,,"1,150124","11,568703","4,855813","14,684769","67,001799","0,947285"
01/11/2013 15.00,,"0,682124","5,446552","1,883367","7,531551","75,517277","0,524619"
01/11/2013 16.00,,"0,683027","11,779656","3,725708","16,822361","69,035977","0,528942"
01/11/2013 17.00,,"0,68122","12,628576","2,919577","19,683524","65,287217","0,7508"
01/11/2013 18.00,,"0,984789","16,270119","3,166154","26,27281","53,508274","1,103191"
01/11/2013 19.00,,"1,414842","13,996744","4,116085","20,465474","37,998325","0,865518"
01/11/2013 20.00,,"1,321785","19,511788","6,42451","27,475937","30,400169","0,994779"
01/11/2013 21.00,,"1,743707","20,535721","6,351764","29,54669","27,727666","1,443733"
01/11/2013 22.00,,"1,150124","13,086776","2,95003","20,513503","40,013896","0,997677"
01/11/2013 23.00,,"1,198912","16,63235","4,416798","25,04697","40,072229","1,039323"
02/11/2013 0.00,,"1,488024","17,50365","2,882359","29,068442","37,413252","1,094801"
