"NetC","","","","","","",""
"Stat","GROTTAGLIE","","","","","",""
,SO2,NO2,NOX,CO,O3,PM10
09/10/2012 9.00,"1,583535","53,245202","106,218327","0,252761","14,122906",
09/10/2012 10.00,"0,397238","25,891251","40,962347","0,293069","52,592634",
09/10/2012 11.00,"3,876682","18,175399","30,740893","0,459619","57,271562",
09/10/2012 12.00,"5,651613","9,980637","19,861869","0,32065","73,844703",
09/10/2012 13.00,"1,861602","4,198617","12,133198","0,189088","90,544944",
09/10/2012 14.00,"0,92087","3,709319","11,644239","0,158828","90,362289",
09/10/2012 15.00,"0,942537","3,338127","11,273305","0,174706","89,510816",
09/10/2012 16.00,"0,482103","6,070148","14,003434","0,180893","87,745366",
09/10/2012 17.00,"0,575995","12,080593","20,009723","0,188024","72,242464",
09/10/2012 18.00,"0,330429","13,828827","21,756749","0,10997","64,969539",
09/10/2012 19.00,"0,604885","12,67502","20,580393","0,140318","64,191681",
09/10/2012 20.00,"0,296123","14,122147","22,049864","0,149056","58,898109",
09/10/2012 21.00,"0,198619","10,708743","18,638821","0,155321","62,144953",
09/10/2012 22.00,"0,31779","4,913744","12,632532","0,109812","58,266795",
09/10/2012 23.00,"0,731279","4,64768","12,58195","0,128055","55,785305",
10/10/2012 0.00,"0,209453","3,739169","11,67407","0,128016","57,271562",
10/10/2012 1.00,,"3,527616","11,462662","0,126755","58,519598","13,5"
10/10/2012 2.00,"0,857673",,,"0,162295","51,062621",
10/10/2012 3.00,"0,678916","7,775552","15,70766",,"32,39066",
10/10/2012 4.00,"0,538077","8,639935","16,571445","0,198007",,
10/10/2012 5.00,"0,294318","9,286274","17,908625","0,196288","31,374344",
10/10/2012 6.00,"0,520021","10,886552","18,938423","0,216068","31,726755",
10/10/2012 7.00,"0,71864","25,212462","35,98456","0,279829","22,401286",
10/10/2012 8.00,"0,353903","10,38687","20,545375","0,168961","27,456958",
10/10/2012 9.00,"0,142644","7,731424","16,222558","0,148085","41,071959",
10/10/2012 10.00,"0,306957","8,594509","17,664795","0,175998","69,798296",
10/10/2012 11.00,"0,767392","7,26419","16,037091","0,168883","80,763178",
10/10/2012 12.00,"0,238343","7,37451","15,581852","0,182409","82,647858",
10/10/2012 13.00,"0,173341","10,19738","18,76852","0,187569","79,669293",
10/10/2012 14.00,"0,404461","5,592531","13,728477","0,197342","88,657158",
10/10/2012 15.00,"0,297928","3,605489","11,406892","0,203402","88,59725",
10/10/2012 16.00,"0,66086","5,070786","13,004764","0,211299","86,619518",
10/10/2012 17.00,"0,442379","6,451722","14,300442","0,204927","83,189873",
10/10/2012 18.00,"0,216675","17,355146","25,280629","0,275881","63,369637",
10/10/2012 19.00,"0,731279","16,052083","23,978467","0,253246","63,577558",
10/10/2012 20.00,"0,296123","12,297338","20,156283","0,221229","69,269683",
10/10/2012 21.00,"0,250982","9,030594","16,878827","0,210478","76,187487",
10/10/2012 22.00,"0,465852","7,937787","15,869782","0,164974","77,270094",
10/10/2012 23.00,"0,180562","6,889105","14,821825","0,161338","72,526649",
11/10/2012 0.00,"0,325013","5,615892","13,549493","0,148163","54,396577",
11/10/2012 1.00,"0,261815","4,581488","12,593623","0,140149","45,28326","14,2"
11/10/2012 2.00,"0,294318","3,364085","11,327778","0,101251","33,261852",
11/10/2012 3.00,"0,420712","4,671042","12,594921","0,11767","39,443826",
11/10/2012 4.00,"0,236537","7,196701","15,129208","0,133503","58,141281",
11/10/2012 5.00,"0,222092","17,749699","26,480328","0,170368","56,012728",
11/10/2012 6.00,"0,225704","19,314933","28,070421","0,171385","50,577159",
11/10/2012 7.00,"0,559745","37,943291","53,515766","0,247421","39,783551",
11/10/2012 8.00,"0,205842","39,457905","54,642836","0,328735","41,699955",
11/10/2012 9.00,"0,229314","13,127977","22,768389","0,202894","68,000296",
11/10/2012 10.00,"0,529048","9,896275","18,925453","0,184051","81,730191",
11/10/2012 11.00,"0,099309","10,715232","20,151094","0,195857","84,232304",
11/10/2012 12.00,"0,2889","7,632786","16,094158","0,154379","93,769209",
11/10/2012 13.00,"0,140839","11,711998","20,017506","0,175215","76,961373",
11/10/2012 14.00,"0,059972","12,139739","20,766416","0,172343","73,611576",
11/10/2012 15.00,"0,140839","10,885254","19,084981","0,151799","80,524952",
11/10/2012 16.00,"0,079448","14,255828","23,062803","0,178969","79,888493",
11/10/2012 17.00,"0,110143","14,096188","22,315745","0,224591","76,435591",
11/10/2012 18.00,"0,070419","31,766719","40,110235","0,333543","51,152994",
11/10/2012 19.00,,"28,250783","36,339931","0,262472","45,062648",
11/10/2012 20.00,"0,079448","26,237784","34,349076","0,274865","44,433948",
11/10/2012 21.00,"0,133617","25,024272","32,944451","0,235458","45,124676",
11/10/2012 22.00,"0,08667","19,290275","27,214417","0,243746","53,681184",
11/10/2012 23.00,,"13,862573","21,746374","0,205162","58,574042",
12/10/2012 0.00,"0,075837","8,702233","16,392462","0,164739","62,423061",
12/10/2012 1.00,,"4,160978","12,095585","0,091869","62,683144","17,4"
12/10/2012 2.00,"0,767392",,,"0,110868","58,278724",
12/10/2012 3.00,"0,054168","2,231043","10,166985",,"56,844418",
12/10/2012 4.00,"0,130005","6,271318","14,204465","0,209129",,
12/10/2012 5.00,"0,093892","16,464806","29,283093","0,220777","27,110279",
12/10/2012 6.00,"0,055975","23,008678","32,880901","0,236191","19,676118",
12/10/2012 7.00,"1,643121","26,455823","76,149272","0,38739","15,395791",
12/10/2012 8.00,"0,996707","25,322782","56,524745","0,316713","21,141487",
12/10/2012 9.00,"0,171534","14,262317","25,450533","0,210854","38,679883",
12/10/2012 10.00,"0,046947","8,446552","18,813914","0,145629","55,243225",
12/10/2012 11.00,"0,007223","4,245339","12,566387","0,160847","68,429458",
12/10/2012 12.00,,"7,131808","16,008558","0,143237","62,615408",
12/10/2012 13.00,"0,012639","4,359552","12,575466","0,130293","67,953782",
12/10/2012 14.00,"0,097504","4,860531","13,041081","0,160847","69,234333",
12/10/2012 15.00,"0,070419","7,214871","15,269281","0,200069","65,969505",
12/10/2012 16.00,"0,003611","13,667892","21,88904","0,213522","58,090269",
12/10/2012 17.00,"0,039724","19,595272","28,647575","0,181085","36,81626",
12/10/2012 18.00,"0,02889","14,915147","22,669818","0,190773","33,420318",
12/10/2012 19.00,"0,001805","14,334998","22,301479","0,21054","38,963748",
12/10/2012 20.00,"0,012639","11,169488","19,378098","0,185948","26,021634",
12/10/2012 21.00,,"19,560231","29,366099","0,300985","16,843908",
12/10/2012 22.00,"0,007223","11,575722","19,505202","0,312556","45,995567",
12/10/2012 23.00,,"13,747062","21,562202","0,366093","45,137689",
13/10/2012 0.00,,"11,478381","19,426085","0,308947","52,986933",
13/10/2012 1.00,,"13,047507","20,655617","0,293493","46,660248","12,1"
13/10/2012 2.00,,"14,40638","22,301477","0,369073","35,648015",
13/10/2012 3.00,"0,021667","8,656807","16,365225","0,273922","40,493986",
13/10/2012 4.00,,"9,560126","17,490999","0,233171","39,103941",
13/10/2012 5.00,,"9,808019","18,533766","0,215875","42,384104",
13/10/2012 6.00,,"15,139678","23,831909","0,247565","24,69506",
13/10/2012 7.00,"0,012639","27,742016","42,993409","0,380133","16,592218",
13/10/2012 8.00,"0,113755","37,405971","59,273038","0,463362","19,825375",
13/10/2012 9.00,"0,269038","30,350738","55,287431","0,38186","31,110321",
13/10/2012 10.00,,"8,54519","17,850261","0,165985","67,55972",
13/10/2012 11.00,"0,119171","4,286872","12,802436","0,106839","74,022404",
13/10/2012 12.00,"0,070419","3,197957","11,13323","0,122057","76,67556",
13/10/2012 13.00,,"4,023404","11,976262","0,126136","75,752809",
13/10/2012 14.00,"0,048752","3,509446","11,563826","0,105035","76,23267",
13/10/2012 15.00,"0,016251","2,43351","10,3317","0,119978","77,050795",
13/10/2012 16.00,,"2,506191","10,441942","0,148649","73,562079",
13/10/2012 17.00,"0,030696","14,251934","22,697056","0,252272","44,517642",
13/10/2012 18.00,"0,023473","39,586398","52,662355","0,442418","11,378173",
13/10/2012 19.00,,"40,174332","48,916693","0,44583","17,181295",
13/10/2012 20.00,"0,003611","26,002866","34,02483","0,286709","29,405023",
13/10/2012 21.00,"0,045141","37,594163","48,954307","0,33346","15,884014",
13/10/2012 22.00,,"20,394763","29,16377","0,201284","34,532072",
13/10/2012 23.00,,"9,445913","17,376867","0,140373","46,465656",
14/10/2012 0.00,,"6,476382","14,196684","0,145825","45,001685",
14/10/2012 1.00,,"5,918297","13,851688","0,135667","38,587817","14,9"
14/10/2012 2.00,"0,054168",,,"0,136805","36,66561",
14/10/2012 3.00,,"5,736595","13,670113",,"38,838208",
14/10/2012 4.00,,"3,156425","10,859569","0,161635",,
14/10/2012 5.00,,"3,571744","11,997016","0,149852","43,64123",
14/10/2012 6.00,"0,007223","1,007148","8,824616","0,156805","49,500862",
14/10/2012 7.00,"0,001805","5,435488","13,519663","0,197302","49,056567",
14/10/2012 8.00,,"10,206466","19,226351","0,265335","45,437262",
14/10/2012 9.00,"0,081253","10,481616","21,070649","0,275625","49,31853",
14/10/2012 10.00,,"7,197998","16,657042","0,255318","61,864201",
14/10/2012 11.00,,"2,639872","10,663724","0,1843","71,288648",
14/10/2012 12.00,,"3,001978","11,059302","0,204098","75,242567",
14/10/2012 13.00,,"3,641829","11,722057","0,176248","80,664883",
14/10/2012 14.00,,"3,408212","11,259037","0,189407","81,199295",
14/10/2012 15.00,,"4,050659","12,109852","0,187914","82,943626",
14/10/2012 16.00,,"3,80666","11,741511","0,175227","83,568852",
14/10/2012 17.00,,"6,774892","14,558539","0,183594","75,925768",
14/10/2012 18.00,,"12,292146","20,221131","0,207515","63,626698",
14/10/2012 19.00,,"14,909955","22,837128","0,202212","59,854403",
14/10/2012 20.00,,"19,115062","27,039327","0,260739","53,932603",
14/10/2012 21.00,,"18,2377","26,162571","0,224051","53,720941",
14/10/2012 22.00,,"12,891763","20,820333","0,200051","54,194569",
14/10/2012 23.00,,"5,047425","12,871177","0,112969","53,732113",
15/10/2012 0.00,"0,003611","4,225871","11,760966","0,124752","57,466684",
15/10/2012 1.00,,"0,961723","8,84018","0,163443","73,706401","7,2"
15/10/2012 2.00,,"1,565234","9,423817","0,191646","69,631622",
15/10/2012 3.00,,"2,760574","10,69615","0,174519","67,382224",
15/10/2012 4.00,,"3,57434","11,509353","0,157354","62,43633",
15/10/2012 5.00,,"4,964361","13,073504","0,130565","56,284702",
15/10/2012 6.00,,"8,911189","16,776367","0,15433","41,690119",
15/10/2012 7.00,,"23,500571","33,167532","0,189957","38,569594",
15/10/2012 8.00,,"22,534954","34,367233","0,213643","39,13474",
15/10/2012 9.00,,"8,363488","18,025353","0,180333","66,253332",
15/10/2012 10.00,,"4,14151","12,628643","0,181512","77,347361",
15/10/2012 11.00,,"3,536702","11,967185","0,184379","80,254123",
15/10/2012 12.00,,"3,963702","12,497648","0,186814","82,683064",
15/10/2012 13.00,,"3,06817","11,141013","0,181512","85,230756",
15/10/2012 14.00,,"3,14085","11,15917","0,195259","83,470359",
15/10/2012 15.00,"0,019862","4,046766","12,144871","0,177427","81,729506",
15/10/2012 16.00,,"4,469872","12,326448","0,157983","81,436105",
15/10/2012 17.00,,"8,023446","15,955381","0,150441","74,784996",
15/10/2012 18.00,,"13,015061","20,841085","0,184143","67,148199",
15/10/2012 19.00,,"9,201913","17,051325","0,150166","69,519857",
15/10/2012 20.00,,"6,403701","14,336757","0,099691","72,918413",
15/10/2012 21.00,,"3,59251","11,527511","0,131233","75,229987",
15/10/2012 22.00,,"0,612596","8,255243","0,119056","83,862953",
15/10/2012 23.00,,"0,921489","8,842772","0,120581","80,845118",
16/10/2012 0.00,,"0,207659","7,713107","0,093604","80,129078",
16/10/2012 1.00,,"0,012978","7,288997","0,103306","77,744148","9,4"
16/10/2012 2.00,,,,"0,110494","71,822352",
16/10/2012 3.00,,"0,071383","7,43815",,"69,926423",
16/10/2012 4.00,,"1,310851","8,691026","0,083906",,
16/10/2012 5.00,,"2,590553","10,401737","0,066693","66,402943",
16/10/2012 6.00,,"3,082446","10,72987","0,095932","63,745739",
16/10/2012 7.00,,"4,67234","12,489867","0,110793","55,25383",
16/10/2012 8.00,,"10,150658","19,81388","0,164778","45,720629",
16/10/2012 9.00,,"15,908019","28,277937","0,145041","44,102625",
16/10/2012 10.00,,"5,134383","13,934696","0,055132","63,377281",
16/10/2012 11.00,,"4,598361","13,347165","0,106738","57,421383",
16/10/2012 12.00,"0,018056","3,75734","11,910118","0,069873","60,980574",
16/10/2012 13.00,,"7,965041","17,264032","0,069237","56,2185",
16/10/2012 14.00,,"3,566552","12,319962","0,110316","69,742032",
16/10/2012 15.00,,"3,640531","12,195453","0,143669","73,82083",
16/10/2012 16.00,,"2,362127","10,297978","0,120891","76,465492",
16/10/2012 17.00,,"3,454936","11,550856","0,17102","76,816534",
16/10/2012 18.00,,"11,732763","19,662135","0,175511","66,206528",
16/10/2012 19.00,,"7,138296","15,070844","0,142993","63,223351",
16/10/2012 20.00,,"4,102574","11,96459","0,150904","64,045243",
16/10/2012 21.00,,"3,318659","10,947764","0,146968","58,190334",
16/10/2012 22.00,,"7,143488","15,076032","0,170026","51,035734",
16/10/2012 23.00,,"14,712679","22,619236","0,199324","39,943733",
17/10/2012 0.00,,"7,93519","15,867186","0,17098","54,025871",
17/10/2012 1.00,,"1,412085","9,321357","0,139018","71,669285","13,8"
17/10/2012 2.00,,"1,121362","8,99452","0,123315","74,05764",
17/10/2012 3.00,,"1,484766","9,413441","0,108885","68,564221",
17/10/2012 4.00,,"0,674893","8,471839","0,107732","63,153698",
17/10/2012 5.00,,"17,569295","29,548972","0,119724","38,842546",
17/10/2012 6.00,,"29,854952","42,605614","0,171139","29,882576",
17/10/2012 7.00,,"59,236182","110,960064","0,406598","6,935617",
17/10/2012 8.00,,"46,53131","79,416347","0,248936","22,524594",
17/10/2012 9.00,,"39,86544","67,770815","0,1839","26,012741",
17/10/2012 10.00,,"20,477826","36,072756","0,159928","52,506771",
17/10/2012 11.00,,"4,697","13,155214","0,181434","87,588837",
17/10/2012 12.00,,"4,157085","12,211017","0,208944","90,488422",
17/10/2012 13.00,,"3,526318","11,469147","0,204571","96,410896",
17/10/2012 14.00,,"3,230403","11,222721","0,233711","99,672664",
17/10/2012 15.00,,"7,89236","16,602573","0,315443","91,898866",
17/10/2012 16.00,,"11,425168","20,33267","0,358855","86,26824",
17/10/2012 17.00,,"14,728252","23,083555","0,337706","82,508453",
17/10/2012 18.00,,"14,042975","21,97075","0,266468","80,801298",
17/10/2012 19.00,,"19,662762","27,586648","0,261657","66,990795",
17/10/2012 20.00,,"10,504977","18,435197","0,162234","80,007267",
17/10/2012 21.00,,"11,076041","19,005866","0,15325","67,775777",
17/10/2012 22.00,,"5,072084","13,00606","0,116558","61,281467",
17/10/2012 23.00,,"5,815765","13,746633","0,145061","80,820795",
18/10/2012 0.00,,"3,850787","11,785608","0,116372","61,465348",
18/10/2012 1.00,,"3,001978","10,851787","0,12729","78,793939","20,6"
18/10/2012 2.00,,,,"0,119499","74,12799",
18/10/2012 3.00,,"0,683979","8,301935",,"46,093961",
18/10/2012 4.00,,"1,103191","8,953016","0,184376",,
18/10/2012 5.00,,"2,738511","10,387469","0,189213","54,876248",
18/10/2012 6.00,,"13,997551","22,261272","0,224964","45,710104",
18/10/2012 7.00,,"8,155828","16,240716","0,232633","61,491512",
18/10/2012 8.00,,"14,255828","25,227453","0,215564","26,104126",
18/10/2012 9.00,,"4,755403","13,103335","0,220874","74,502448",
18/10/2012 10.00,,"3,704127","11,706493","0,246359","94,387989",
18/10/2012 11.00,,"5,078574","13,222656","0,283958","94,137008",
18/10/2012 12.00,,"5,621085","14,060501","0,284311","96,814768",
18/10/2012 13.00,,"5,506871","13,67141","0,273653","103,17348",
18/10/2012 14.00,,"5,769041","13,702536","0,287457","102,698718",
18/10/2012 15.00,,"5,44068","13,53004","0,264607","102,446352",
18/10/2012 16.00,,"5,329063","13,371809","0,270311","100,360477",
18/10/2012 17.00,,"5,762553","13,696051","0,244393","97,410131",
18/10/2012 18.00,,"7,369318","15,301707","0,240852","89,913668",
18/10/2012 19.00,,"5,959828","13,972309","0,183314","92,168948",
18/10/2012 20.00,,"3,223915","11,165653","0,151929","88,833779",
18/10/2012 21.00,,"2,353043","10,2889","0,153463","82,737196",
18/10/2012 22.00,,"2,442595","10,378391","0,157278","82,007275",
18/10/2012 23.00,,"1,796255","9,732498","0,172498","85,076837",
19/10/2012 0.00,,"1,348489","9,22149","0,199793","83,511729",
19/10/2012 1.00,,"6,8307","14,763462","0,234009","77,866202","17,700001"
19/10/2012 2.00,,"5,06819","13,002172","0,258157","83,391821",
19/10/2012 3.00,,"3,366681","11,301838","0,241246","81,899916",
19/10/2012 4.00,,"5,737892","13,654548","0,214148","68,562014",
19/10/2012 5.00,,"29,196931","37,688785","0,264686","31,230277",
19/10/2012 6.00,,"18,055998","26,517942","0,235189","47,812713",
19/10/2012 7.00,,"62,479564","105,350654","0,518478","5,708505",
19/10/2012 8.00,,"64,02922","131,567702","0,571808","10,568671",
19/10/2012 9.00,,"39,403395","67,388202","0,251944","24,929426",
19/10/2012 10.00,,"4,125935","12,347198","0,166756","76,777249",
19/10/2012 11.00,,"3,841702","12,077429","0,225121","83,274698",
19/10/2012 12.00,,"3,095425","11,030769","0,225475","89,647352",
19/10/2012 13.00,,"4,475063","12,409454","0,243881","94,640355",
19/10/2012 14.00,,"4,286872","12,295318","0,224964","96,959775",
19/10/2012 15.00,"0,001805","3,456233","11,255146","0,203962","95,076768",
19/10/2012 16.00,,"4,070128","11,788203","0,200816","93,059211",
19/10/2012 17.00,,"4,935808","12,862096","0,213636","89,702428",
19/10/2012 18.00,,"6,656787","14,589667","0,198377","81,931986",
19/10/2012 19.00,,"5,390063","13,323819","0,195664","68,636618",
19/10/2012 20.00,,"4,694404","12,628643","0,186027","69,038869",
19/10/2012 21.00,,"3,743063","11,677958","0,190235","64,395843",
19/10/2012 22.00,,"4,682722","12,61697","0,221503","59,065429",
19/10/2012 23.00,,"6,337509","14,270611","0,219732","60,288233",
20/10/2012 0.00,,"1,040894","8,86612","0,182016","75,202385",
20/10/2012 1.00,,"0,556787","8,291558","0,156963","82,680027","20,700001"
20/10/2012 2.00,,,,"0,191337","78,086498",
20/10/2012 3.00,,"1,510723","9,445867",,"78,053736",
20/10/2012 4.00,,"0,854","8,75847","0,143587",,
20/10/2012 5.00,,"1,410787","9,259103","0,121409","88,17385",
20/10/2012 6.00,,"2,032468","9,968546","0,133309","76,383445",
20/10/2012 7.00,,"3,08634","11,060598","0,163909","74,654495",
20/10/2012 8.00,,"3,644425","11,59236","0,158532","80,466581",
20/10/2012 9.00,,"3,092829","11,028174","0,14086","84,701336",
20/10/2012 10.00,,"3,266744","11,253848","0,167071","87,888013",
20/10/2012 11.00,,"3,605489","11,709088","0,191938","91,174835",
20/10/2012 12.00,,"2,629489","10,378391","0,194824","93,147202",
20/10/2012 13.00,,"3,283616","11,225316","0,209254","98,388308",
20/10/2012 14.00,,"2,598341","10,534028","0,214354","98,308331",
20/10/2012 15.00,,"3,300488","11,235692","0,208622","98,302068",
20/10/2012 16.00,,"3,631446","11,531401","0,198264","96,056377",
20/10/2012 17.00,,"3,284914","11,164357","0,180908","93,902488",
20/10/2012 18.00,,"4,088297","11,994421","0,16798","87,729445",
20/10/2012 19.00,,"3,12268","11,006125","0,139239","88,434655",
20/10/2012 20.00,,"2,488021","10,27204","0,138962","82,885445",
20/10/2012 21.00,,"8,088339","16,020231","0,193124","64,056133",
20/10/2012 22.00,,"33,407229","41,999927","0,288994","31,933482",
20/10/2012 23.00,,"7,412147","15,344506","0,169404","55,1756",
21/10/2012 0.00,,"17,283763","25,310459","0,211587","38,073143",
21/10/2012 1.00,,"20,02357","27,947208","0,237363","38,825651","17,299999"
21/10/2012 2.00,,"17,143592","25,069221","0,235465","31,641381",
21/10/2012 3.00,,"6,968275","14,619498","0,208384","55,985829",
21/10/2012 4.00,,"4,005233","11,939948","0,139357","61,718635",
21/10/2012 5.00,,"4,902063","12,744072","0,127695","59,648205",
21/10/2012 6.00,,"6,236276","14,166853","0,175255","57,134055",
21/10/2012 7.00,,"8,578935","16,424886","0,176085","52,401345",
21/10/2012 8.00,,"13,880742","22,576437","0,244163","46,683836",
21/10/2012 9.00,,"14,042975","24,59842","0,226965","46,320794",
21/10/2012 10.00,,"3,837808","12,29143","0,119432","71,825297",
21/10/2012 11.00,,"1,710595","9,646898","0,116981","77,20759",
21/10/2012 12.00,,"1,861149","9,71045","0,174662","77,978866",
21/10/2012 13.00,,"0,983787","8,894653","0,19945","76,113599",
21/10/2012 14.00,,"1,502936","9,439381","0,189921","79,040163",
21/10/2012 15.00,,"1,557447","9,493854","0,175808","81,177362",
21/10/2012 16.00,,"1,849467","9,785673","0,176954","86,31136",
21/10/2012 17.00,,"2,835851","10,724683","0,146988","82,612821",
21/10/2012 18.00,,"5,990978","14,03586","0,157662","76,648422",
21/10/2012 19.00,,"6,179169","13,867254","0,134336","66,654434",
21/10/2012 20.00,,"18,296103","26,220935","0,213524","44,632181",
21/10/2012 21.00,,"14,421955","22,296289","0,18498","51,82688",
21/10/2012 22.00,,"5,151255","12,675332","0,142046","67,489005",
21/10/2012 23.00,,"1,876723","9,700072","0,104409","55,097012",
22/10/2012 0.00,,"3,663893","11,598843","0,138725","54,350071",
22/10/2012 1.00,,"8,681466","16,466389","0,175373","41,218089","19,4"
22/10/2012 2.00,,,,"0,162564","38,747756",
22/10/2012 3.00,,"5,309595","13,243408",,"35,668882",
22/10/2012 4.00,,"5,735297","13,668815","0,278099",,
22/10/2012 5.00,,"7,801509","15,7336","0,265969","42,107256",
22/10/2012 6.00,,"14,902167","23,401313","0,269344","39,473461",
22/10/2012 7.00,,"25,022976","33,874383","0,450085","27,334972",
22/10/2012 8.00,,"19,418762","30,598224","0,364033","39,153915",
22/10/2012 9.00,,"35,928993","66,877198","0,372395","29,338054",
22/10/2012 10.00,,"9,053955","18,439089","0,235112","64,117427",
22/10/2012 11.00,,"4,69051","12,925649","0,255761","76,604069",
22/10/2012 12.00,,"3,329042","11,290165","0,265733","85,219188",
22/10/2012 13.00,,"3,040914","10,976296","0,272092","92,22544",
22/10/2012 14.00,,"3,565254","11,500275","0,288816","96,209968",
22/10/2012 15.00,,"4,201212","12,13579","0,270365","99,407505",
22/10/2012 16.00,"14,838334","4,018212","11,878992","0,261493","98,016301",
22/10/2012 17.00,"23,650659","4,779249","12,713429","0,273143","89,800228",
22/10/2012 18.00,"5,628141","8,687956","16,526049","0,262946","79,761827",
22/10/2012 19.00,"4,452677","7,027977","14,960602","0,241746","72,25254",
22/10/2012 20.00,"4,958252","4,926723","12,8608","0,232207","73,355596",
22/10/2012 21.00,"5,406048","3,988361","11,923089","0,248735","67,554963",
22/10/2012 22.00,"6,689849","2,898148","10,797314","0,242335","78,448072",
22/10/2012 23.00,"7,2514","2,898148","10,614441","0,247399","82,221193",
23/10/2012 0.00,"8,184909","2,02468","9,960765","0,229577","83,611005",
23/10/2012 1.00,"9,829835","2,859213","10,427675","0,22518","85,077552","26,700001"
23/10/2012 2.00,"10,432915","2,009106","9,942608","0,218899","85,380359",
23/10/2012 3.00,"11,070302","2,144084","9,847928","0,226672","83,104478",
23/10/2012 4.00,"11,964087","1,992234","9,928341","0,216936","79,573449",
23/10/2012 5.00,"12,296322","2,002617","9,934827","0,22675","79,668342",
23/10/2012 6.00,"12,388409","1,652192","9,588534","0,237781","76,678718",
23/10/2012 7.00,"12,933709","2,737213","10,343373","0,265379","77,31781",
23/10/2012 8.00,"12,077842","3,983169","11,949027","0,230951","73,173503",
23/10/2012 9.00,"12,151872","5,085063","13,312147","0,230637","75,501706",
23/10/2012 10.00,"12,695366","5,885851","14,107193","0,237153","72,242776",
23/10/2012 11.00,"0,364737","5,17851","13,335492","0,267617","73,673052",
23/10/2012 12.00,"1,161018","3,588617","11,52362","0,307384","80,850932",
23/10/2012 13.00,"1,708124","3,331638","11,269412","0,334472","86,544807",
23/10/2012 14.00,"1,9573","3,317361","11,11637","0,305854","88,937903",
23/10/2012 15.00,"2,511628","3,55617","11,537887","0,28862","88,543704",
23/10/2012 16.00,"2,164947","4,147999","12,069645","0,270876","87,698798",
23/10/2012 17.00,"1,61062","5,066893","12,901005","0,265851","83,562863",
23/10/2012 18.00,"1,993412","5,069488","13,003468","0,276843","75,394956",
23/10/2012 19.00,"2,258839","3,480893","11,410783","0,281632","78,420865",
23/10/2012 20.00,"2,28773","2,449085","10,384876","0,269344","82,590979",
23/10/2012 21.00,"2,840252","2,136298","10,072305","0,261846","84,41824",
23/10/2012 22.00,"2,869142","1,730063","9,484776","0,247713","81,048374",
23/10/2012 23.00,"3,463193","1,896192","9,832364","0,266911","80,345097",
24/10/2012 0.00,"3,056927","1,043489","8,980253","0,261807","79,539963",
24/10/2012 1.00,"3,647368","1,354979","9,291526","0,264202","76,135912","24,799999"
24/10/2012 2.00,"3,813485",,,"0,257921","78,643422",
24/10/2012 3.00,"4,80658","1,165489","9,102168",,"74,266087",
24/10/2012 4.00,"5,225485","1,353681","9,27337","0,289894",,
24/10/2012 5.00,"5,077424","5,265467","13,19931","0,269091","65,959254",
24/10/2012 6.00,"5,833983","20,044337","28,0795","0,343493","48,085601",
24/10/2012 7.00,"5,700366","29,204719","41,302157","0,367794","37,156769",
24/10/2012 8.00,"6,431645","25,625187","37,859986","0,34479","39,531162",
24/10/2012 9.00,"6,606791","21,251357","33,864008","0,313488","43,670385",
24/10/2012 10.00,"7,076254","5,663914","14,066987","0,273417","71,158907",
24/10/2012 11.00,"8,103655","4,267404","12,279754","0,321235","77,848798",
24/10/2012 12.00,"12,160901","5,779425","13,956743","0,437319","82,034368",
24/10/2012 13.00,"12,283683","5,538021","13,611747","0,377783","87,53319",
24/10/2012 14.00,"11,001687","4,242744","12,221393","0,323005","89,260094",
24/10/2012 15.00,"10,207211","4,40368","12,338118","0,322218","88,274093",
24/10/2012 16.00,"10,066373","4,831978","12,740181","0,321746","87,598509",
24/10/2012 17.00,"9,456071","5,526339","13,382185","0,299568","82,840582",
24/10/2012 18.00,"9,132863","6,911169","14,843875","0,312387","76,984996",
24/10/2012 19.00,"9,786501","5,510765","13,304365","0,287495","69,159523",
24/10/2012 20.00,"9,474127","9,824892","17,698515","0,291034","51,464252",
24/10/2012 21.00,"8,766321","16,355785","24,281958","0,354621","40,190604",
24/10/2012 22.00,"9,761221","19,696506","27,628153","0,369407","39,578217",
24/10/2012 23.00,"9,759416","15,457657","23,495992","0,335588","39,864745",
25/10/2012 0.00,"9,717887","4,129829","12,064458","0,280889","61,581957",
25/10/2012 1.00,"9,309815","7,691189","15,623357","0,295045","40,904117","31,299999"
25/10/2012 2.00,"10,239713","2,507489","10,44324","0,287574","70,004368",
25/10/2012 3.00,"9,761221","2,638574","10,217565","0,258671","77,253967",
25/10/2012 4.00,"10,358884","4,968255","12,675332","0,272355","70,257183",
25/10/2012 5.00,"11,241836","6,881318","14,803669","0,320685","57,692748",
25/10/2012 6.00,"11,741995","13,628955","21,549232","0,446678","50,717033",
25/10/2012 7.00,"12,379381","20,292232","32,663009","0,440465","46,388898",
25/10/2012 8.00,"11,653519","8,1117","16,243309","0,353127","63,477403",
25/10/2012 9.00,"12,000199","7,512084","16,297782","0,312073","70,34216",
25/10/2012 10.00,"12,074231","4,735935","12,742776","0,320252","83,341303",
25/10/2012 11.00,"13,970139","4,716468","12,7752","0,349587","87,226996",
25/10/2012 12.00,"16,879005","7,574382","15,95149","0,375423","89,368944",
25/10/2012 13.00,"17,415277","8,077956","16,223855","0,369564","92,73285",
25/10/2012 14.00,"16,824837","7,175935","16,836028","0,359772","94,91272",
25/10/2012 15.00,"20,9525","30,598633","78,13364","0,337869","76,57018",
