Stat,Torchiarolo_Via Fanin,,,,,,  ,
,,,,,,,,
Parm,SO2,NO2,NOX,PM10,PM2.5,,,
Unit,ug/m3 293K,ug/m3 293K,ug/m3 293K,ug/m3,ug/m3,,,
Field,Aver,Aver,Aver,Aver,Aver,,,
,,,,,,
,,,,,,
,,,,,,,
24/09/2014 3.00,"4,1","12,0","17,1",,"5,9",,,
24/09/2014 4.00,"3,9","9,0","14,3","13,2","9,9",,,
24/09/2014 5.00,"4,3","14,1","19,4",,"9,3",,,
24/09/2014 6.00,"4,3","16,2","22,1","8,1","6,4",,,
24/09/2014 7.00,"4,1","20,6","28,0",,"7,0",,,
24/09/2014 8.00,"4,0","41,7","72,4","11,5","6,8",,,
24/09/2014 9.00,"5,3","21,1","35,9",,"18,4",,,
24/09/2014 10.00,"6,2","3,0","6,5","14,7","14,0",,,
24/09/2014 11.00,"5,8","2,3","4,5",,"8,2",,,
24/09/2014 12.00,"5,1","2,5","4,7","14,7","9,6",,,
24/09/2014 13.00,"6,6","3,0","5,6",,"5,9",,,
24/09/2014 14.00,"6,0","2,8","5,5","16,4","8,0",,,
24/09/2014 15.00,"6,1","3,3","6,0",,"7,1",,,
24/09/2014 16.00,"4,8","2,1","3,9","9,5","7,3",,,
24/09/2014 17.00,"4,4","2,1","4,2",,"15,7",,,
24/09/2014 18.00,"5,4","4,0","6,5","13,2","8,5",,,
24/09/2014 19.00,"4,4","5,7","8,0",,"13,2",,,
24/09/2014 20.00,"3,5","6,5","9,1","10,7","10,5",,,
24/09/2014 21.00,"3,2","10,8","15,1",,"16,5",,,
24/09/2014 22.00,"4,0","8,5","10,5","16,6","23,5",,,
24/09/2014 23.00,"4,1","10,3","13,1",,"22,5",,,
25/09/2014 0.00,"4,5","11,7","14,9","30,0","24,8",,,
25/09/2014 1.00,"4,5",,,,"25,1",,,
25/09/2014 2.00,,"5,3","8,8","34,7","27,9",,,
25/09/2014 3.00,"4,6","4,9","11,5",,"22,6",,,
25/09/2014 4.00,"4,2","6,1","14,8","29,1","19,2",,,
25/09/2014 5.00,"4,3","6,5","19,5",,"17,6",,,
25/09/2014 6.00,"4,0","18,6","41,9","38,1","29,7",,,
25/09/2014 7.00,"4,2","29,8","80,4",,"19,5",,,
25/09/2014 8.00,"4,5","29,2","169,1","41,3","24,8",,,
25/09/2014 9.00,"4,8","27,7","179,5",,"29,0",,,
25/09/2014 10.00,"4,7","33,3","84,9","48,6","30,0",,,
25/09/2014 11.00,"4,7","26,7","46,1",,"104,9",,,
25/09/2014 12.00,"5,0","12,8","23,0","110,1","114,0",,,
25/09/2014 13.00,"4,5","8,7","15,6",,"40,6",,,
25/09/2014 14.00,"4,3","5,9","9,8","105,5","28,1",,,
25/09/2014 15.00,"3,9","5,8","9,4",,"25,3",,,
25/09/2014 16.00,"4,7","3,3","5,8","74,2","41,0",,,
25/09/2014 17.00,"3,4","2,1","4,2",,"20,5",,,
25/09/2014 18.00,"3,7","5,9","9,4","54,2","16,4",,,
25/09/2014 19.00,"2,9","20,6","26,1",,"12,6",,,
25/09/2014 20.00,"3,9","23,3","28,6","35,2","22,3",,,
25/09/2014 21.00,"3,8","11,7","15,3",,"29,9",,,
25/09/2014 22.00,"3,7","6,7","10,1","38,3","13,3",,,
25/09/2014 23.00,"3,8","9,1","16,5",,"10,5",,,
26/09/2014 0.00,"4,0","7,6","12,8","44,7","16,8",,,
26/09/2014 1.00,"3,9","12,7","21,7",,"20,5",,,
26/09/2014 2.00,"3,8","10,2","23,0","41,3","17,5",,,
26/09/2014 3.00,"3,9","9,5","23,6",,"12,7",,,
26/09/2014 4.00,"4,2","10,3","20,9","36,9","9,7",,,
26/09/2014 5.00,"3,4","3,1","5,3",,"8,9",,,
26/09/2014 6.00,"4,8","2,8","5,4","24,7","6,9",,,
26/09/2014 7.00,"3,8","6,9","12,3",,"7,6",,,
26/09/2014 8.00,"3,4","10,6","15,0","12,5","5,1",,,
26/09/2014 9.00,"3,9","12,6","18,6",,"5,5",,,
26/09/2014 10.00,"3,7","15,2","23,1","6,8","8,0",,,
26/09/2014 11.00,"4,1","9,8","15,0",,"6,9",,,
26/09/2014 12.00,"3,7","4,3","7,0","22,7","9,8",,,
26/09/2014 13.00,"3,8","1,8","3,4",,"12,0",,,
26/09/2014 14.00,"3,9","1,4","3,0","12,5","8,1",,,
26/09/2014 15.00,"5,1","3,7","5,8",,"3,2",,,
26/09/2014 16.00,"5,5","3,6","4,9","12,7","3,9",,,
26/09/2014 17.00,"4,8",,,,"7,6",,,
26/09/2014 18.00,"4,4","2,6","3,9","10,5","6,8",,,
26/09/2014 19.00,"3,7","3,8","5,0",,"11,7",,,
26/09/2014 20.00,"4,4","2,6","3,8","7,1","12,0",,,
26/09/2014 21.00,"4,5","3,8","5,4",,"10,0",,,
26/09/2014 22.00,"3,9","6,0","7,7","8,1","11,7",,,
26/09/2014 23.00,"3,8","1,9","3,3",,"10,5",,,
27/09/2014 0.00,"3,8","1,9","2,8","16,6","10,3",,,
27/09/2014 1.00,"6,2",,,,"6,0",,,
27/09/2014 2.00,,"1,8","2,6","9,3","5,2",,,
27/09/2014 3.00,"4,9","2,5","3,7",,"7,7",,,
27/09/2014 4.00,"5,2","3,4","4,4","8,5","6,0",,,
27/09/2014 5.00,"4,9","1,9","2,6",,"6,7",,,
27/09/2014 6.00,"4,6",,,"10,0","5,1",,,
27/09/2014 7.00,"4,8",,,,"3,2",,,
27/09/2014 8.00,"4,5","1,9","3,4","7,1","3,3",,,
27/09/2014 9.00,"4,2","1,5","2,6",,"7,3",,,
27/09/2014 10.00,"4,8","1,1","2,1","12,0","7,6",,,
27/09/2014 11.00,"4,1",,,,"6,5",,,
27/09/2014 12.00,"3,9","1,9","3,5","11,7","10,0",,,
27/09/2014 13.00,"4,0","1,1","2,4",,"8,2",,,
27/09/2014 14.00,"3,4",,,"10,3","5,4",,,
27/09/2014 15.00,"3,8",,,,"8,0",,,
27/09/2014 16.00,"3,8","1,2","2,7","12,5","10,2",,,
27/09/2014 17.00,"4,5",,,,"13,7",,,
27/09/2014 18.00,"3,4",,,"10,7","11,0",,,
27/09/2014 19.00,"4,4","3,0","4,4",,"13,5",,,
27/09/2014 20.00,"4,0","4,8","6,9","12,9","13,8",,,
27/09/2014 21.00,"4,8","3,7","5,9",,"11,8",,,
27/09/2014 22.00,"5,6","1,5","2,6","15,4","11,6",,,
27/09/2014 23.00,"5,6","2,0","3,3",,"10,2",,,
28/09/2014 0.00,"4,2",,,"14,2","9,0",,,
28/09/2014 1.00,"3,9","1,3","2,3",,"8,9",,,
28/09/2014 2.00,"3,6","1,3","3,0","10,5","6,9",,,
28/09/2014 3.00,"4,0","1,5","3,1",,"7,8",,,
28/09/2014 4.00,"4,5","1,4","2,9","17,1","12,4",,,
28/09/2014 5.00,"4,0","1,9","3,4",,"11,7",,,
28/09/2014 6.00,"3,4","1,2","2,2","16,4","9,7",,,
28/09/2014 7.00,"5,1","4,5","6,1",,"9,8",,,
28/09/2014 8.00,"5,5","3,5","4,8","16,4","34,3",,,
28/09/2014 9.00,"4,6","1,2","2,2",,"31,4",,,
28/09/2014 10.00,"4,9","1,2","2,5","25,4","9,7",,,
28/09/2014 11.00,"3,9","1,0","2,1",,"7,1",,,
28/09/2014 12.00,"3,0",,,"23,2","5,4",,,
28/09/2014 13.00,"3,7",,,,"9,7",,,
28/09/2014 14.00,"3,9",,,"21,0","7,0",,,
28/09/2014 15.00,"4,7","3,6","5,2",,"16,2",,,
28/09/2014 16.00,"4,1","1,1","2,1","13,7","22,7",,,
28/09/2014 17.00,"3,2","1,2","2,1",,"12,4",,,
28/09/2014 18.00,"5,3","1,7","3,1","25,4","10,2",,,
28/09/2014 19.00,"5,2","3,1","4,2",,"5,6",,,
28/09/2014 20.00,"4,2","6,5","9,2","16,4","11,0",,,
28/09/2014 21.00,"4,2","20,8","26,7",,"8,8",,,
28/09/2014 22.00,"3,3","19,4","28,3","21,2","9,4",,,
28/09/2014 23.00,"3,3","36,9","51,3",,"12,0",,,
29/09/2014 0.00,"2,9","37,9","50,2","19,3","12,2",,,
29/09/2014 1.00,"3,1",,,,"11,4",,,
29/09/2014 2.00,,"19,9","29,6","20,8","10,3",,,
29/09/2014 3.00,"2,9","11,9","20,7",,"9,8",,,
29/09/2014 4.00,"3,0","8,0","17,3","13,2","11,4",,,
29/09/2014 5.00,"3,6","20,9","33,0",,"6,9",,,
29/09/2014 6.00,"3,5","13,6","21,1","18,6","3,4",,,
29/09/2014 7.00,"3,1","14,6","21,1",,"2,8",,,
29/09/2014 8.00,"3,1","21,8","30,0","16,1","3,0",,,
29/09/2014 9.00,"3,2","17,0","28,4",,"8,1",,,
29/09/2014 10.00,"4,2","8,5","14,5","17,8","10,0",,,
29/09/2014 11.00,"6,7","5,6","9,3",,"7,9",,,
29/09/2014 12.00,"8,1","3,0","5,4","10,0","17,4",,,
29/09/2014 13.00,"7,1","2,4","4,5",,"10,9",,,
29/09/2014 14.00,"6,7","3,3","5,6","6,1","12,6",,,
29/09/2014 15.00,"7,1","3,9","6,1",,"10,9",,,
29/09/2014 16.00,"6,6","3,1","4,8","4,9","12,6",,,
29/09/2014 17.00,"6,0","2,4","3,5",,"15,1",,,
29/09/2014 18.00,"5,0","2,6","4,5","9,8","7,2",,,
29/09/2014 19.00,"4,3","3,0","5,0",,"12,3",,,
29/09/2014 20.00,"3,7","7,3","14,6","17,6","16,8",,,
29/09/2014 21.00,"3,2","21,3","34,4",,"23,5",,,
29/09/2014 22.00,"3,5","39,7","56,2","30,0","27,8",,,
29/09/2014 23.00,"3,0","28,9","44,9",,"22,0",,,
30/09/2014 0.00,"2,9","39,2","61,4","29,3","21,7",,,
30/09/2014 1.00,"2,4","37,1","63,6",,"20,3",,,
30/09/2014 2.00,"2,3","29,3","61,0","34,2","27,4",,,
30/09/2014 3.00,"3,4","23,2","46,3",,"21,7",,,
30/09/2014 4.00,"3,2","20,3","35,2","30,5","18,6",,,
30/09/2014 5.00,"3,1","18,9","31,2",,"18,4",,,
30/09/2014 6.00,"3,5","18,7","28,2","24,7","13,4",,,
30/09/2014 7.00,"3,7","33,2","47,5",,"11,5",,,
30/09/2014 8.00,"3,6","46,8","94,1","24,7","13,8",,,
30/09/2014 9.00,"3,2","33,0","60,2",,"12,9",,,
30/09/2014 10.00,"3,5","13,7","22,3","20,8","7,8",,,
30/09/2014 11.00,"7,8","14,0","21,2",,"14,6",,,
30/09/2014 12.00,"7,3","9,2","14,0","23,7","14,5",,,
30/09/2014 13.00,"6,4","6,4","9,3",,"9,7",,,
30/09/2014 14.00,"8,1","9,3","12,9","12,7","7,8",,,
30/09/2014 15.00,"6,7","10,0","13,9",,"9,6",,,
30/09/2014 16.00,"6,8","9,5","12,9","12,2","12,9",,,
30/09/2014 17.00,"6,9","9,2","12,0",,"12,6",,,
30/09/2014 18.00,"6,2","3,2","4,7","14,2","10,0",,,
30/09/2014 19.00,"4,5","3,1","5,8",,"14,2",,,
30/09/2014 20.00,"3,6","6,8","16,1","13,7","43,9",,,
30/09/2014 21.00,"3,2","38,5","66,5",,"49,6",,,
30/09/2014 22.00,"3,5","49,2","102,2","45,4","30,7",,,
30/09/2014 23.00,"3,3","44,6","81,3",,"40,5",,,
01/10/2014 0.00,"3,2","33,2","52,5","47,1","33,6",,,
01/10/2014 1.00,"3,2",,,,"33,0",,,
01/10/2014 2.00,,"13,6","24,9","47,6","31,4",,,
01/10/2014 3.00,"4,1","16,7","25,8",,"71,3",,,
01/10/2014 4.00,"3,6","13,2","22,4","43,0","149,3",,,
01/10/2014 5.00,"3,9","13,9","24,6",,"107,2",,,
01/10/2014 6.00,"3,4","30,2","46,9","112,3","24,9",,,
01/10/2014 7.00,"3,4","17,0","25,5",,"15,5",,,
01/10/2014 8.00,"3,5","25,2","36,3","67,6","97,4",,,
01/10/2014 9.00,"3,7","29,0","47,0",,"72,2",,,
01/10/2014 10.00,"4,3","17,4","27,1","100,6","34,3",,,
01/10/2014 11.00,"5,8","8,1","12,2",,"20,0",,,
01/10/2014 12.00,"6,3","7,8","10,8","74,2","12,4",,,
01/10/2014 13.00,"6,2","7,4","10,3",,"10,8",,,
01/10/2014 14.00,"5,1","5,7","7,9","38,1","9,0",,,
01/10/2014 15.00,"9,4","14,5","19,3",,"11,4",,,
01/10/2014 16.00,"8,3","9,7","13,0","24,2","13,9",,,
01/10/2014 17.00,"5,7","5,3","7,3",,"11,0",,,
01/10/2014 18.00,"5,7","6,6","8,6","17,3","8,5",,,
01/10/2014 19.00,"4,1","5,1","7,3",,"13,0",,,
01/10/2014 20.00,"3,9","15,1","21,3","18,6","13,2",,,
01/10/2014 21.00,"3,6","61,3","88,2",,"26,0",,,
01/10/2014 22.00,"4,1","44,2","83,8","21,2","47,6",,,
01/10/2014 23.00,"3,9","32,0","62,1",,"65,7",,,
02/10/2014 0.00,"4,2","20,0","39,7","53,5","75,1",,,
02/10/2014 1.00,"3,8","21,1","43,8",,"78,7",,,
02/10/2014 2.00,"4,1","23,8","46,2","76,7","75,3",,,
02/10/2014 3.00,"3,9","17,9","38,6",,"64,7",,,
02/10/2014 4.00,"3,4","20,4","51,4","82,3","65,0",,,
02/10/2014 5.00,"3,9","17,7","61,6",,"71,9",,,
02/10/2014 6.00,"3,8","21,3","93,7","78,6","61,7",,,
02/10/2014 7.00,"3,6","26,7","102,0",,"58,9",,,
02/10/2014 8.00,"4,1","34,7","157,4","82,3","37,9",,,
02/10/2014 9.00,"4,9","41,3","131,9",,"40,3",,,
02/10/2014 10.00,"5,8","23,1","42,0","69,4","33,7",,,
02/10/2014 11.00,"5,9","3,4","6,4",,"16,1",,,
02/10/2014 12.00,"4,9","2,7","5,5","69,1","10,2",,,
02/10/2014 13.00,"4,5","2,8","5,0",,"10,6",,,
02/10/2014 14.00,"3,8","1,9","3,7","35,4","7,6",,,
02/10/2014 15.00,"3,7","1,7","3,5",,"9,6",,,
02/10/2014 16.00,"4,6","1,8","4,1","21,5","10,1",,,
02/10/2014 17.00,"2,9","1,6","3,5",,"11,6",,,
02/10/2014 18.00,"2,9","1,8","4,1","17,8","10,0",,,
02/10/2014 19.00,"3,5","2,9","6,3",,"10,1",,,
02/10/2014 20.00,"3,3","5,5","11,7","16,6","24,0",,,
02/10/2014 21.00,"3,3","4,1","12,9",,"21,5",,,
02/10/2014 22.00,"3,5","11,4","20,8","33,9","10,3",,,
02/10/2014 23.00,"3,2","4,4","11,5",,"35,1",,,
03/10/2014 0.00,"3,5","2,6","7,9","39,3","24,8",,,
03/10/2014 1.00,"3,6",,,,"21,1",,,
03/10/2014 2.00,,"4,9","13,9","40,0","19,9",,,
03/10/2014 3.00,"3,4","3,0","9,3",,"27,9",,,
03/10/2014 4.00,"3,7","4,4","15,9","39,1","15,7",,,
03/10/2014 5.00,"3,9","5,5","19,3",,"9,7",,,
03/10/2014 6.00,"3,9","5,6","13,9","20,0","7,0",,,
03/10/2014 7.00,"3,5","11,5","20,2",,"17,9",,,
03/10/2014 8.00,"3,1","14,7","24,1","28,1","14,5",,,
03/10/2014 9.00,"3,8","10,3","23,4",,"14,1",,,
03/10/2014 10.00,"3,9","7,6","17,2","17,8","11,8",,,
03/10/2014 11.00,"3,8","3,9","6,5",,"16,4",,,
03/10/2014 12.00,"4,3","3,7","7,8","30,8","11,0",,,
03/10/2014 13.00,"4,4","4,3","7,5",,"14,9",,,
03/10/2014 14.00,"5,5","3,7","6,2","16,4","13,1",,,
03/10/2014 15.00,"6,8","2,7","5,2",,"18,0",,,
03/10/2014 16.00,"5,2","2,1","4,1","15,4","11,7",,,
03/10/2014 17.00,"4,1","3,9","6,9",,"12,8",,,
03/10/2014 18.00,"3,8","4,4","6,9","15,4","23,7",,,
03/10/2014 19.00,"3,8","9,7","16,7",,"16,4",,,
03/10/2014 20.00,"3,7","43,2","58,1","23,2","20,4",,,
03/10/2014 21.00,"3,2","41,4","66,3",,"21,4",,,
03/10/2014 22.00,"3,7","32,2","50,3","33,9","24,8",,,
03/10/2014 23.00,"3,7","22,8","40,3",,"24,8",,,
04/10/2014 0.00,"3,5","28,1","47,1","36,1","22,3",,,
04/10/2014 1.00,"3,6","32,7","57,8",,"19,8",,,
04/10/2014 2.00,"3,5","20,9","53,3","29,3","17,9",,,
04/10/2014 3.00,"4,0","22,2","45,4",,"20,6",,,
04/10/2014 4.00,"3,8","21,4","48,3","27,6","19,9",,,
04/10/2014 5.00,"4,2","19,0","63,6",,"19,8",,,
04/10/2014 6.00,"3,8","16,3","41,5","25,2","14,6",,,
04/10/2014 7.00,"4,3","16,6","34,8",,"15,5",,,
04/10/2014 8.00,"4,3","25,7","49,2","31,0","12,0",,,
04/10/2014 9.00,"4,6","29,7","63,1",,"14,7",,,
04/10/2014 10.00,"4,3","22,0","40,8","35,9","13,3",,,
04/10/2014 11.00,"5,0","9,6","16,7",,"21,2",,,
04/10/2014 12.00,"5,3","6,0","8,8","47,6","19,8",,,
04/10/2014 13.00,"4,3","9,3","12,4",,"17,6",,,
04/10/2014 14.00,"4,1","11,9","18,6","23,9","13,5",,,
04/10/2014 15.00,"4,1","6,0","9,5",,"15,7",,,
04/10/2014 16.00,"3,9","8,2","12,2","28,6","12,6",,,
04/10/2014 17.00,"4,4","5,4","9,5",,"13,0",,,
04/10/2014 18.00,"4,4","3,9","9,3","26,6","16,5",,,
04/10/2014 19.00,"4,3","8,2","15,5",,"21,6",,,
04/10/2014 20.00,"3,8","8,4","18,0","38,6","16,2",,,
04/10/2014 21.00,"4,2","7,6","18,2",,"24,0",,,
04/10/2014 22.00,"4,2","11,3","24,5","39,8","26,7",,,
04/10/2014 23.00,"4,0","7,2","25,3",,"22,6",,,
05/10/2014 0.00,"3,9","13,7","29,6","29,8","17,8",,,
05/10/2014 1.00,"4,0",,,,"39,2",,,
05/10/2014 2.00,,"5,7","25,4","34,7","47,4",,,
05/10/2014 3.00,"4,9","16,6","44,0",,"20,2",,,
05/10/2014 4.00,"5,2","3,7","12,0","41,3","23,6",,,
05/10/2014 5.00,"5,3","2,8","5,0",,"17,5",,,
05/10/2014 6.00,"4,9","2,6","8,3","38,3","13,2",,,
05/10/2014 7.00,"4,9","2,8","13,1",,"15,1",,,
05/10/2014 8.00,"4,5","4,5","16,6","29,5","13,9",,,
05/10/2014 9.00,"4,4","5,3","9,6",,"9,3",,,
05/10/2014 10.00,"4,4","4,1","6,9","20,8","16,7",,,
05/10/2014 11.00,"4,0","3,6","5,8",,"16,3",,,
05/10/2014 12.00,"3,8","3,7","6,3","17,8","19,5",,,
05/10/2014 13.00,"4,1","5,2","7,7",,"18,2",,,
05/10/2014 14.00,"4,3","3,7","5,6","9,5","14,2",,,
05/10/2014 15.00,"4,1","1,5","2,9",,"12,9",,,
05/10/2014 16.00,"4,3","1,4","2,9","18,1","16,8",,,
05/10/2014 17.00,"4,3","1,5","3,0",,"11,3",,,
05/10/2014 18.00,"3,8","1,7","3,1","13,7","9,4",,,
05/10/2014 19.00,"3,8","2,5","3,8",,"6,4",,,
05/10/2014 20.00,"4,0","7,1","9,8","9,5","4,4",,,
05/10/2014 21.00,"4,6","9,4","14,7",,"7,1",,,
05/10/2014 22.00,"4,4","7,5","16,5","14,7","9,2",,,
05/10/2014 23.00,"4,1","4,4","11,3",,"11,7",,,
06/10/2014 0.00,"3,6","2,2","5,8","22,5","12,2",,,
06/10/2014 1.00,"4,7","1,2","3,1",,"8,6",,,
06/10/2014 2.00,"4,2","2,2","4,4","22,5","3,5",,,
06/10/2014 3.00,"4,7","2,7","5,3",,"3,3",,,
06/10/2014 4.00,"4,0","1,8","3,6","27,6","9,2",,,
06/10/2014 5.00,"4,2","2,1","3,8",,"9,4",,,
06/10/2014 6.00,"5,7","2,1","3,8","20,0","7,1",,,
06/10/2014 7.00,"4,1","1,7","3,6",,"7,9",,,
06/10/2014 8.00,"4,2","5,4","7,1","22,0","5,7",,,
06/10/2014 9.00,"4,1","9,8","11,2",,"4,1",,,
06/10/2014 10.00,"4,0","13,8","16,5","16,4","6,2",,,
06/10/2014 11.00,"4,7","4,8","6,9",,"5,0",,,
06/10/2014 12.00,"5,3","5,2","7,3","13,9","6,8",,,
06/10/2014 13.00,"4,6","8,7","12,2",,"7,9",,,
06/10/2014 14.00,"4,9","6,4","9,5","12,7","5,5",,,
06/10/2014 15.00,"4,1","4,2","6,2",,"3,3",,,
06/10/2014 16.00,"4,1","4,8","7,9","11,5","0,6",,,
06/10/2014 17.00,"4,2","7,4","10,9",,"0,3",,,
06/10/2014 18.00,"4,5","7,4","9,6","6,8","1,2",,,
06/10/2014 19.00,"4,0","9,5","11,7",,"2,9",,,
06/10/2014 20.00,"3,4","14,8","18,7","4,4","3,6",,,
06/10/2014 21.00,"3,8","11,2","15,8",,"2,3",,,
06/10/2014 22.00,"3,7","7,6","10,2","3,4","3,2",,,
06/10/2014 23.00,"4,1","6,2","8,4",,"5,8",,,
07/10/2014 0.00,"4,2","4,6","6,6","4,2","5,3",,,
07/10/2014 1.00,"3,9",,,,"4,4",,,
07/10/2014 2.00,,"8,3","14,6","10,3","3,2",,,
07/10/2014 3.00,"3,9","7,2","16,1",,"5,1",,,
07/10/2014 4.00,"3,8","8,1","18,9","7,8","3,6",,,
07/10/2014 5.00,"3,8","15,3","29,1",,"0,6",,,
07/10/2014 6.00,"3,9","19,8","55,2","9,5","1,4",,,
07/10/2014 7.00,"4,1","23,9","81,0",,"1,2",,,
07/10/2014 8.00,"4,4","24,4","96,1","5,9","4,8",,,
07/10/2014 9.00,"4,0","23,4","67,8",,"7,8",,,
07/10/2014 10.00,"4,4","23,9","49,0","3,7","4,7",,,
07/10/2014 11.00,"3,9","6,8","11,5",,"3,7",,,
07/10/2014 12.00,"4,3","6,8","10,8","22,5","5,0",,,
07/10/2014 13.00,"3,9","6,6","11,2",,"4,1",,,
07/10/2014 14.00,"3,9","2,8","5,0","11,2","3,7",,,
07/10/2014 15.00,"3,8","2,6","4,5",,"4,2",,,
07/10/2014 16.00,"3,2","3,6","5,2","6,6","4,0",,,
07/10/2014 17.00,"3,7","9,4","11,8",,"8,4",,,
07/10/2014 18.00,"3,5","9,0","11,3","3,9","9,7",,,
07/10/2014 19.00,"3,7","11,7","13,4",,"8,4",,,
07/10/2014 20.00,"3,7","20,2","23,7","7,3","5,2",,,
07/10/2014 21.00,"3,4","28,4","38,7",,"3,8",,,
07/10/2014 22.00,"3,8","42,5","62,3","8,5","4,2",,,
07/10/2014 23.00,"3,4","37,0","72,5",,"6,8",,,
08/10/2014 0.00,"3,5","25,9","45,4","12,2","7,6",,,
08/10/2014 1.00,"3,6","23,9","46,8",,"7,0",,,
08/10/2014 2.00,"3,8","17,3","41,3","8,1","7,9",,,
08/10/2014 3.00,"3,8","12,1","43,6",,"11,3",,,
08/10/2014 4.00,"3,8","10,2","50,8","9,8","8,6",,,
08/10/2014 5.00,"4,0","11,7","56,6",,"7,4",,,
08/10/2014 6.00,"4,4","14,1","100,1","7,6","5,1",,,
08/10/2014 7.00,"4,0","15,1","130,6",,"7,6",,,
08/10/2014 8.00,"4,2","22,8","158,3","9,3","5,5",,,
08/10/2014 9.00,"4,6","37,2","162,4",,"8,9",,,
08/10/2014 10.00,"4,2","28,9","57,5","7,3","11,6",,,
08/10/2014 11.00,"4,8","6,1","11,9",,"7,3",,,
08/10/2014 12.00,"4,5","2,7","5,5","45,4","4,5",,,
08/10/2014 13.00,"3,7","1,3","4,4",,"6,5",,,
08/10/2014 14.00,"6,4","9,6","15,6","22,7","3,4",,,
08/10/2014 15.00,"9,6","7,7","11,9",,"13,8",,,
08/10/2014 16.00,"8,8","8,8","13,2","12,9","9,9",,,
08/10/2014 17.00,"4,8","1,3","3,8",,"8,1",,,
08/10/2014 18.00,"4,0","2,4","5,6","9,8","7,4",,,
08/10/2014 19.00,"3,9","10,2","21,2",,"7,3",,,
08/10/2014 20.00,"3,8","19,3","42,1","12,0","6,8",,,
08/10/2014 21.00,"3,9","44,6","113,9",,"14,8",,,
08/10/2014 22.00,"3,4","33,5","131,6","19,3","15,6",,,
08/10/2014 23.00,"3,7","26,5","112,1",,"14,2",,,
09/10/2014 0.00,"3,7","21,3","94,2","19,0","13,5",,,
09/10/2014 1.00,"3,9",,,,"14,6",,,
09/10/2014 2.00,,"20,3","49,2","16,1","10,0",,,
09/10/2014 3.00,"3,7","16,7","42,0",,"13,9",,,
09/10/2014 4.00,"3,8","13,9","43,8","14,2","14,4",,,
09/10/2014 5.00,"4,0","13,2","64,3",,"10,3",,,
09/10/2014 6.00,"4,5","13,4","107,7","11,7","9,5",,,
09/10/2014 7.00,"4,7","15,7","132,0",,"8,3",,,
09/10/2014 8.00,"4,7","20,4","153,2","6,6","11,6",,,
09/10/2014 9.00,"5,0","39,8","204,8",,"13,6",,,
09/10/2014 10.00,"4,4","22,9","54,0","8,8","8,3",,,
09/10/2014 11.00,"5,0","7,3","14,4",,"4,3",,,
09/10/2014 12.00,"4,9","4,0","8,4","54,2","7,8",,,
09/10/2014 13.00,"5,3","4,2","8,4",,"6,9",,,
09/10/2014 14.00,"5,9","4,8","8,5","27,1","4,0",,,
09/10/2014 15.00,"4,8","1,9","4,4",,"6,5",,,
09/10/2014 16.00,"4,8","2,2","4,2","15,4","7,0",,,
09/10/2014 17.00,"4,8","2,5","4,8",,"6,2",,,
09/10/2014 18.00,"4,2","3,3","6,1","11,7","8,6",,,
09/10/2014 19.00,"4,1","7,3","11,2",,"11,6",,,
09/10/2014 20.00,"4,3","13,4","25,7","14,4","22,9",,,
09/10/2014 21.00,"4,0","47,2","96,8",,"36,0",,,
09/10/2014 22.00,"4,1","27,2","63,3","36,4","48,4",,,
09/10/2014 23.00,"5,1","19,3","36,3",,"49,3",,,
10/10/2014 0.00,"4,3","20,2","38,8","51,3","28,6",,,
10/10/2014 1.00,"4,1","27,3","48,2",,"18,6",,,
10/10/2014 2.00,"4,5","22,0","44,5","42,2","15,3",,,
10/10/2014 3.00,"4,1","18,3","39,9",,"21,6",,,
10/10/2014 4.00,"4,2","9,9","36,0","25,4","17,9",,,
10/10/2014 5.00,"4,4","10,8","90,5",,"29,3",,,
10/10/2014 6.00,"4,2","12,0","76,5","25,9","28,7",,,
10/10/2014 7.00,"4,3","15,2","107,5",,"31,8",,,
10/10/2014 8.00,"4,3","16,2","135,7","25,4","33,0",,,
10/10/2014 9.00,"4,6","39,5","229,8",,"25,9",,,
10/10/2014 10.00,"11,0","49,4","101,4","30,3","20,1",,,
10/10/2014 11.00,"10,6","14,2","23,4",,"15,5",,,
10/10/2014 12.00,"6,0","13,4","20,5","66,7","10,3",,,
10/10/2014 13.00,"5,0","5,4","9,6",,"8,7",,,
10/10/2014 14.00,"5,3","4,2","6,6","33,5","9,4",,,
10/10/2014 15.00,"6,4","3,8","6,1",,"12,2",,,
10/10/2014 16.00,"5,6","2,6","4,7","21,5","11,7",,,
10/10/2014 17.00,"5,9","3,3","5,3",,"16,0",,,
10/10/2014 18.00,"5,2","5,1","7,8","20,0","13,4",,,
10/10/2014 19.00,"4,9","7,8","11,8",,"27,7",,,
10/10/2014 20.00,"5,4","15,1","23,1","23,0","26,1",,,
10/10/2014 21.00,"5,2","52,0","119,0",,"37,5",,,
10/10/2014 22.00,"5,4","43,7","152,9","50,5","44,9",,,
10/10/2014 23.00,"5,1","28,9","115,6",,"64,0",,,
11/10/2014 0.00,"4,7","22,7","85,0","55,4","58,1",,,
11/10/2014 1.00,"4,7",,,,"42,1",,,
11/10/2014 2.00,,"22,3","53,4","66,2","70,1",,,
11/10/2014 3.00,"3,9","20,2","61,0",,"81,2",,,
11/10/2014 4.00,"4,8","15,6","63,7","89,4","77,9",,,
11/10/2014 5.00,"4,8","18,6","71,4",,"61,2",,,
