Stat,Francavilla Fontana,,,,,,  ,
,,,,,,,,,,,,,,,,,,,
Parm,NO2,NOX,CO,O3,BENZENE,,,
Unit,ug/m3 293K,ug/m3 293K,mg/m3 293K,ug/m3 293K,ug/m3 293K,,,
Field,Aver,Aver,Aver,Aver,Aver,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,
18/03/2014 18.00,"18,4","18,6","0,8","119,4","0,5",,,
18/03/2014 19.00,"38,1","45,3","1,0","89,3","0,7",,,
18/03/2014 20.00,"57,6","74,8","1,2","68,0","1,1",,,
18/03/2014 21.00,"56,1","73,9","1,2","58,2","1,6",,,
18/03/2014 22.00,"54,8","63,5","1,3","62,6","1,6",,,
18/03/2014 23.00,"46,8","53,9","1,2","71,8","1,4",,,
19/03/2014 0.00,"35,2","39,1","1,0","81,8","1,1",,,
19/03/2014 1.00,"18,8","19,8","0,8","107,8","0,8",,,
19/03/2014 2.00,"25,8","27,1","0,7","102,0","0,5",,,
19/03/2014 3.00,"8,3","8,0",,"122,1","0,4",,,
19/03/2014 4.00,"8,3","8,2","0,6","106,2","0,4",,,
19/03/2014 5.00,"11,7","11,9","0,7",,"1,1",,,
19/03/2014 6.00,"19,8","21,9","0,7","77,7","0,6",,,
19/03/2014 7.00,"46,6","61,6","0,8","60,1","0,7",,,
19/03/2014 8.00,"42,0","56,9","0,9","61,1","1,6",,,
19/03/2014 9.00,"40,9","69,2","1,0","61,0","1,1",,,
19/03/2014 10.00,"20,4","33,0","0,5","77,9","0,9",,,
19/03/2014 11.00,"20,3","31,4","0,5","83,6","0,4",,,
19/03/2014 12.00,"16,8","25,7","0,4","88,0","0,5",,,
19/03/2014 13.00,"18,7","27,9","0,5","91,1","0,5",,,
19/03/2014 14.00,"16,9","25,3","0,4","100,2","0,4",,,
19/03/2014 15.00,"7,8","7,6","0,3","125,7","0,3",,,
19/03/2014 16.00,"10,0","9,7","0,3","130,4","0,3",,,
19/03/2014 17.00,"10,5","10,1","0,5","128,0","0,3",,,
19/03/2014 18.00,"11,4","11,0","0,5","123,8","0,4",,,
19/03/2014 19.00,"19,2","19,0","0,6","110,3","0,5",,,
19/03/2014 20.00,"25,2","25,5","0,7","98,7","0,7",,,
19/03/2014 21.00,"28,4","28,7","0,7","95,5","0,9",,,
19/03/2014 22.00,"14,2","13,8","0,5","106,4","0,7",,,
19/03/2014 23.00,"9,3","8,8","0,6","108,1","0,5",,,
20/03/2014 0.00,"6,1","5,7","0,5","108,4","0,4",,,
20/03/2014 1.00,"5,1","4,7","0,5","107,1","0,3",,,
20/03/2014 2.00,"4,4","3,9","0,4","107,4","0,3",,,
20/03/2014 3.00,"4,3","3,9","0,4","104,2","0,3",,,
20/03/2014 4.00,"3,9","3,4","0,5","103,4","0,3",,,
20/03/2014 5.00,"4,6","4,2","0,4","100,3","0,3",,,
20/03/2014 6.00,"6,1","5,6","0,4","91,8","0,3",,,
20/03/2014 7.00,"15,8","16,4","0,5","77,4","0,5",,,
20/03/2014 8.00,"16,1","17,1","0,5","80,2","0,4",,,
20/03/2014 9.00,"14,0","15,2","0,5","83,9","0,4",,,
20/03/2014 10.00,"10,5","11,1","0,4","86,0","0,4",,,
20/03/2014 11.00,"8,6","8,6","0,3","89,8","0,4",,,
20/03/2014 12.00,"7,9","7,7","0,3","94,4","0,3",,,
20/03/2014 13.00,"8,2","8,2","0,2","96,1","0,3",,,
20/03/2014 14.00,"8,0","7,8","0,2","98,0","0,3",,,
20/03/2014 15.00,"5,9","5,4","0,2","100,9","0,3",,,
20/03/2014 16.00,"7,2","6,8","0,1","102,9","0,2",,,
20/03/2014 17.00,"9,5","9,1","0,1","104,5","0,3",,,
20/03/2014 18.00,"11,4","10,9","0,2","100,7","0,3",,,
20/03/2014 19.00,"23,6","23,7","0,3","85,7","0,5",,,
20/03/2014 20.00,"36,3","39,7","0,4","72,5","1,1",,,
20/03/2014 21.00,"41,1","45,9","0,4","66,4","0,9",,,
20/03/2014 22.00,"29,1","30,8","0,4","69,0","1,0",,,
20/03/2014 23.00,"20,2","21,9","0,3","78,0","0,7",,,
21/03/2014 0.00,"19,7","20,2","0,2","76,8","0,6",,,
21/03/2014 1.00,"13,0","12,7","0,2","83,0","0,4",,,
21/03/2014 2.00,"8,8","8,4","0,1","86,6","0,3",,,
21/03/2014 3.00,"10,9","12,0",,"84,0","0,3",,,
21/03/2014 4.00,"5,9","5,5","0,2","86,6","0,8",,,
21/03/2014 5.00,"6,0","5,5","0,2",,"0,3",,,
21/03/2014 6.00,"17,4","17,1","0,3","73,9","0,3",,,
21/03/2014 7.00,"52,0","74,1","0,5","44,1","0,8",,,
21/03/2014 8.00,"82,1","152,9","1,0","30,1","0,8",,,
21/03/2014 9.00,"50,8","89,2","0,7","63,4","1,7",,,
21/03/2014 10.00,"19,7","28,2","0,4","89,8","0,7",,,
21/03/2014 11.00,"18,2","26,5","0,4","97,3","0,8",,,
21/03/2014 12.00,"20,7","30,8","0,3","100,0","1,2",,,
21/03/2014 13.00,"18,9","27,5","0,5","102,7","0,6",,,
21/03/2014 14.00,"18,8","25,9","0,5","105,4","0,5",,,
21/03/2014 15.00,"16,5","21,2","0,5","107,0","0,4",,,
21/03/2014 16.00,"19,7","25,1","0,5","102,9","0,3",,,
21/03/2014 17.00,"20,5","28,3","0,6","98,3","0,4",,,
21/03/2014 18.00,"24,2","32,2","0,7","86,9","0,4",,,
21/03/2014 19.00,"38,7","51,9","0,7","72,7","0,6",,,
21/03/2014 20.00,"43,6","61,2","0,8","66,0","0,8",,,
21/03/2014 21.00,"38,6","52,6","0,8","68,0","0,8",,,
21/03/2014 22.00,"24,1","28,5","0,7","83,4","0,8",,,
21/03/2014 23.00,"20,1","24,2","0,6","82,6","0,5",,,
22/03/2014 0.00,"18,1","20,0","0,5","81,2","0,5",,,
22/03/2014 1.00,"13,9","15,9","0,5","82,9","0,4",,,
22/03/2014 2.00,"7,4","7,1","0,5","85,2","0,3",,,
22/03/2014 3.00,"7,9","8,0","0,5","84,9","0,3",,,
22/03/2014 4.00,"6,4","6,6","0,4","85,1","0,3",,,
22/03/2014 5.00,"6,3","6,1","0,5","85,4","0,3",,,
22/03/2014 6.00,"14,2","17,6","0,5","88,2","0,2",,,
22/03/2014 7.00,"19,0","21,4","0,6","76,8","0,3",,,
22/03/2014 8.00,"20,9","28,4","0,6","71,9","0,4",,,
22/03/2014 9.00,"27,8","41,8","0,7","65,6","0,5",,,
22/03/2014 10.00,"17,1","24,8","0,6","80,1","0,4",,,
22/03/2014 11.00,"15,6","21,1","0,6","90,2","0,6",,,
22/03/2014 12.00,"16,3","24,4","0,5","96,1","0,4",,,
22/03/2014 13.00,"19,5","29,2","0,2","89,5","0,3",,,
22/03/2014 14.00,"17,4","23,6","0,1","96,0","0,4",,,
22/03/2014 15.00,"13,7","17,0","0,1","102,7","0,4",,,
22/03/2014 16.00,"12,8","15,6","0,1","98,4","0,3",,,
22/03/2014 17.00,"16,9","20,4","0,1","95,1","0,5",,,
22/03/2014 18.00,"22,8","30,1","0,2","88,9","0,6",,,
22/03/2014 19.00,"33,6","42,4","0,2","75,9","0,9",,,
22/03/2014 20.00,"40,4","51,2","0,3","67,4","1,0",,,
22/03/2014 21.00,"44,3","59,8","0,3","62,2","1,4",,,
22/03/2014 22.00,"24,5","32,3","0,2","73,3","0,8",,,
22/03/2014 23.00,"16,0","19,5","0,2","84,3","0,5",,,
23/03/2014 0.00,"14,2","15,8","0,1","84,6","0,5",,,
23/03/2014 1.00,"13,2","14,8","0,1","85,2","0,3",,,
23/03/2014 2.00,"10,5","11,1","0,1","90,9","0,4",,,
23/03/2014 3.00,"10,4","10,6",,"92,9","0,3",,,
23/03/2014 4.00,"8,0","8,2","0,3","94,9","0,3",,,
23/03/2014 5.00,"8,9","10,1","0,3",,"0,2",,,
23/03/2014 6.00,"6,1","7,4","0,3","89,7","0,2",,,
23/03/2014 7.00,"8,4","8,4","0,3","84,7","0,2",,,
23/03/2014 8.00,"11,6","14,1","0,3","81,9","0,3",,,
23/03/2014 9.00,"13,4","14,6","0,4","81,1","0,4",,,
23/03/2014 10.00,"13,2","17,6","0,5","83,0","0,4",,,
23/03/2014 11.00,"12,5","17,2","0,4","86,7","0,5",,,
23/03/2014 12.00,"12,4","17,6","0,4","89,1","0,4",,,
23/03/2014 13.00,"17,0","23,0","0,5","89,3","0,4",,,
23/03/2014 14.00,"14,6","19,0","0,8","91,9","0,6",,,
23/03/2014 15.00,"8,7","9,3","0,6","94,7","0,4",,,
23/03/2014 16.00,"8,2","8,9","0,6","96,7","0,3",,,
23/03/2014 17.00,"9,8","11,4","0,6","93,8","0,3",,,
23/03/2014 18.00,"14,9","20,3","0,7","88,9","0,3",,,
23/03/2014 19.00,"20,1","24,9","0,8","80,2","0,6",,,
23/03/2014 20.00,"25,1","30,4","0,9","72,1","0,6",,,
23/03/2014 21.00,"23,0","29,8","0,8","69,2","0,6",,,
23/03/2014 22.00,"19,8","26,1","0,8","69,4","0,5",,,
23/03/2014 23.00,"16,0","18,9","0,7","68,8","0,5",,,
24/03/2014 0.00,"16,6","20,4","0,8","66,1","0,7",,,
24/03/2014 1.00,"10,6","11,2","0,6","72,0","0,4",,,
24/03/2014 2.00,"8,1","8,7","0,6","71,6","0,3",,,
24/03/2014 3.00,"3,6","3,8","0,5","91,5","0,2",,,
24/03/2014 4.00,"2,8","2,4","0,5","87,3","0,2",,,
24/03/2014 5.00,"6,3","7,4","0,6","82,3","0,3",,,
24/03/2014 6.00,"11,4","11,5","0,6","82,3","0,2",,,
24/03/2014 7.00,"13,0","14,2","0,6","86,6","0,3",,,
24/03/2014 8.00,"18,5","23,4","0,6","84,2","0,4",,,
24/03/2014 9.00,"27,3","43,7","0,8","77,2","0,4",,,
24/03/2014 10.00,"26,8","39,3","0,7","71,9","0,6",,,
24/03/2014 11.00,"16,7","24,9","0,5","82,4","0,9",,,
24/03/2014 12.00,"16,1","25,5","0,6","83,9","0,4",,,
24/03/2014 13.00,"14,1","21,6","0,7","87,1","0,4",,,
24/03/2014 14.00,"15,3","23,2","0,8","87,0","0,5",,,
24/03/2014 15.00,"12,2","15,4","0,9","88,1","0,4",,,
24/03/2014 16.00,"18,2","25,0","0,9","80,4","0,4",,,
24/03/2014 17.00,"19,4","28,0","0,9","82,6","0,6",,,
24/03/2014 18.00,"25,8","38,2","0,9","74,5","0,5",,,
24/03/2014 19.00,"31,9","49,3","1,0","66,3","0,8",,,
24/03/2014 20.00,"32,9","47,8","1,1","66,6","0,8",,,
24/03/2014 21.00,"34,3","44,7","1,0","65,9","0,9",,,
24/03/2014 22.00,"33,2","42,0","1,1","59,0","1,0",,,
24/03/2014 23.00,"25,7","30,0","1,0","58,2","0,9",,,
25/03/2014 0.00,"17,1","18,2","0,9","64,7","0,5",,,
25/03/2014 1.00,"13,5","15,6","0,7","65,8","0,4",,,
25/03/2014 2.00,"9,2","10,7","0,7","70,5","0,4",,,
25/03/2014 3.00,"7,2","7,0",,"73,0","0,3",,,
25/03/2014 4.00,"5,7","5,3","0,2","71,8","0,3",,,
25/03/2014 5.00,"10,0","10,8","0,2",,"0,3",,,
25/03/2014 6.00,"15,3","15,9","0,2","64,7","0,3",,,
25/03/2014 7.00,"26,9","32,2","0,2","54,1","0,3",,,
25/03/2014 8.00,"32,9","50,5","0,4","55,3","0,5",,,
25/03/2014 9.00,"32,6","64,8","0,5","62,6","0,9",,,
25/03/2014 10.00,"18,1","28,0","0,3","75,7","0,6",,,
25/03/2014 11.00,"14,8","22,6","0,3","86,8","0,4",,,
25/03/2014 12.00,"18,9","27,3","0,3","86,3","0,5",,,
25/03/2014 13.00,"18,8","28,9","0,4","90,6","0,5",,,
25/03/2014 14.00,"19,5","28,7","0,4","91,8","0,6",,,
25/03/2014 15.00,"13,8","19,8","0,4","95,2","0,4",,,
25/03/2014 16.00,"15,7","21,6","0,4","94,3","0,4",,,
25/03/2014 17.00,"19,5","28,2","0,5","89,0","0,5",,,
25/03/2014 18.00,"23,1","30,4","0,5","86,0","0,9",,,
25/03/2014 19.00,"34,6","49,9","0,7","73,9","1,0",,,
25/03/2014 20.00,"42,8","61,9","0,7","61,9","1,4",,,
25/03/2014 21.00,"37,1","49,5","0,7","64,4","1,3",,,
25/03/2014 22.00,"24,9","29,2","0,5","77,7","1,0",,,
25/03/2014 23.00,"22,1","24,1","0,4","79,6","0,6",,,
26/03/2014 0.00,"11,5","11,3","0,4","79,0","0,4",,,
26/03/2014 1.00,"9,1","8,7","0,4","74,2","0,3",,,
26/03/2014 2.00,"4,3","3,9","0,3","76,7","0,3",,,
26/03/2014 3.00,"4,1","3,6","0,3","80,5","0,3",,,
26/03/2014 4.00,"3,9","3,5","0,4","82,7","0,3",,,
26/03/2014 5.00,"3,5","3,0","0,3","85,2","0,2",,,
26/03/2014 6.00,"10,8","12,6","0,4","75,0","0,2",,,
26/03/2014 7.00,"29,9","42,0","0,6","56,8","0,6",,,
26/03/2014 8.00,"27,1","39,6","0,5","66,3","0,6",,,
26/03/2014 9.00,"26,9","45,3","0,6","72,8","0,5",,,
26/03/2014 10.00,"17,7","27,7","0,6","79,3","0,5",,,
26/03/2014 11.00,"17,7","27,7","0,5","85,4","0,6",,,
26/03/2014 12.00,"14,4","21,2","0,4","90,7","0,5",,,
26/03/2014 13.00,"18,7","27,7","0,3","89,4","0,4",,,
26/03/2014 14.00,"19,8","36,6","0,3","88,7","0,6",,,
26/03/2014 15.00,"13,6","18,7","0,3","97,3","0,4",,,
26/03/2014 16.00,"16,3","22,0","0,3","91,8","0,6",,,
26/03/2014 17.00,"18,9","28,0","0,4","92,7","0,4",,,
26/03/2014 18.00,"26,1","37,3","0,5","80,4","0,5",,,
26/03/2014 19.00,"34,3","49,2","0,6","73,6","1,3",,,
26/03/2014 20.00,"33,4","49,3","0,7","65,6","1,5",,,
26/03/2014 21.00,"30,6","41,6","0,6","65,9","1,1",,,
26/03/2014 22.00,"20,2","27,2","0,5","74,4","1,0",,,
26/03/2014 23.00,"13,8","17,7","0,4","78,7","0,5",,,
27/03/2014 0.00,"10,1","10,5","0,3","84,8","0,5",,,
27/03/2014 1.00,"5,2","4,7","0,2","90,6","0,3",,,
27/03/2014 2.00,"4,8","4,9","0,2","84,8","0,2",,,
27/03/2014 3.00,"3,4","2,9",,"83,7","0,2",,,
27/03/2014 4.00,"4,7","4,9","0,2","89,2","0,2",,,
27/03/2014 5.00,"7,3","7,7","0,2",,"0,2",,,
27/03/2014 6.00,"4,5","4,6","0,1","84,2","0,2",,,
27/03/2014 7.00,"10,2","12,7","0,1","84,6","0,2",,,
27/03/2014 8.00,"16,1","19,4","0,2","84,4","0,2",,,
27/03/2014 9.00,"25,8","35,9","0,4","97,1","0,3",,,
27/03/2014 10.00,"28,7","36,4","0,2","100,6","0,4",,,
27/03/2014 11.00,"40,8","55,7","0,4","76,6","0,9",,,
27/03/2014 12.00,"29,1","42,2","0,3","75,4","1,1",,,
27/03/2014 13.00,"18,6","29,7","0,4","87,7","0,9",,,
27/03/2014 14.00,"15,3","24,3","0,5","94,0","0,5",,,
27/03/2014 15.00,"17,2","22,7","0,5","97,8","0,5",,,
27/03/2014 16.00,"16,1","20,1","0,5","99,1","0,4",,,
27/03/2014 17.00,"24,8","34,2","0,5","92,9","0,5",,,
27/03/2014 18.00,"33,4","48,8","0,6","75,7","0,6",,,
27/03/2014 19.00,"45,7","66,9","1,0","57,3","1,7",,,
27/03/2014 20.00,"42,3","62,1","0,9","55,9","1,7",,,
27/03/2014 21.00,"51,4","72,0","0,9","50,5","1,7",,,
27/03/2014 22.00,"24,6","30,5","0,5","80,3","1,1",,,
27/03/2014 23.00,"11,8","11,5","0,5","88,8","0,5",,,
28/03/2014 0.00,"8,9","8,4","0,4","88,3","0,4",,,
28/03/2014 1.00,"10,2","10,1","0,4","86,7","0,3",,,
28/03/2014 2.00,"8,0","7,5","0,4","82,6","0,3",,,
28/03/2014 3.00,"5,2","4,7","0,3","82,8","0,2",,,
28/03/2014 4.00,"8,0","7,5","0,3","70,2","0,2",,,
28/03/2014 5.00,"12,2","11,8","0,4","69,8","0,3",,,
28/03/2014 6.00,"15,7","16,3","0,4","65,3","1,7",,,
28/03/2014 7.00,"31,3","38,0","0,4","53,0","0,4",,,
28/03/2014 8.00,"29,9","41,9","0,5","62,6","0,4",,,
28/03/2014 9.00,"21,3","30,3","0,5","82,1","0,5",,,
28/03/2014 10.00,"13,6","17,2","0,3","98,2","0,4",,,
28/03/2014 11.00,"13,9","17,3","0,4","97,8","0,3",,,
28/03/2014 12.00,"32,2","45,6","0,5","72,7","0,5",,,
28/03/2014 13.00,"27,9","35,0","0,4","86,3","0,7",,,
28/03/2014 14.00,"12,5","12,8","0,4","106,0","0,4",,,
28/03/2014 15.00,"9,1","8,8","0,4","104,7","0,3",,,
28/03/2014 16.00,"10,2","11,3","0,4","107,7","0,4",,,
28/03/2014 17.00,"8,7","8,4","0,3","107,4","0,4",,,
28/03/2014 18.00,"11,9","11,9","0,4","102,2","0,4",,,
28/03/2014 19.00,"21,7","22,9","0,5","89,8","0,6",,,
28/03/2014 20.00,"31,5","38,3","0,5","76,0","1,0",,,
28/03/2014 21.00,"26,4","30,2","0,5","81,4","0,8",,,
28/03/2014 22.00,"14,9","14,8","0,5","93,9","0,8",,,
28/03/2014 23.00,"13,6","13,2","0,5","90,4","0,6",,,
29/03/2014 0.00,"7,5","7,0","0,4","96,2","0,3",,,
29/03/2014 1.00,"7,3","6,9","0,3","96,4","0,3",,,
29/03/2014 2.00,"3,9","3,4","0,2","99,3","0,2",,,
29/03/2014 3.00,"4,0","3,5",,"93,7","0,2",,,
29/03/2014 4.00,"3,4","2,9","0,2","90,6","0,2",,,
29/03/2014 5.00,"4,1","3,6","0,2",,"0,3",,,
29/03/2014 6.00,"5,2","4,7","0,2","89,8","0,3",,,
29/03/2014 7.00,"9,6","9,3","0,2","82,8","0,3",,,
29/03/2014 8.00,"9,4","9,2","0,2","84,6","0,3",,,
29/03/2014 9.00,"10,1","10,3","0,3","87,0","0,4",,,
29/03/2014 10.00,"9,5","9,9","0,2","93,1","0,4",,,
29/03/2014 11.00,"9,3","9,5","0,2","99,8","0,3",,,
29/03/2014 12.00,"8,1","8,0","0,2","104,6","0,3",,,
29/03/2014 13.00,"9,1","9,0","0,1","106,3","0,3",,,
29/03/2014 14.00,"8,3","8,1","0,1","109,8","0,3",,,
29/03/2014 15.00,"6,8","6,4","0,1","111,4","0,3",,,
29/03/2014 16.00,"6,6","6,1","0,1","112,1","0,3",,,
29/03/2014 17.00,"7,3","6,9","0,1","111,9","0,3",,,
29/03/2014 18.00,"9,4","8,9","0,1","108,7","0,3",,,
29/03/2014 19.00,"21,5","21,6","0,1","93,0","0,5",,,
29/03/2014 20.00,"30,2","31,0","0,3","76,0","1,0",,,
29/03/2014 21.00,"27,8","28,2","0,2","80,3","1,0",,,
29/03/2014 22.00,"23,3","24,4","0,2","81,8","0,8",,,
29/03/2014 23.00,"18,5","18,1","0,2","81,6","0,7",,,
30/03/2014 0.00,"13,8","13,4","0,1","84,2","0,5",,,
30/03/2014 1.00,"10,7","10,3","0,1","89,0","0,4",,,
30/03/2014 2.00,"8,1","7,7",,"92,2","0,4",,,
30/03/2014 3.00,"9,2","8,8",,"86,7","0,3",,,
30/03/2014 4.00,"10,5","10,1",,"90,8","0,3",,,
30/03/2014 5.00,"10,0","9,5",,"88,4","0,3",,,
30/03/2014 6.00,"12,1","11,6",,"83,3","0,3",,,
30/03/2014 7.00,"20,0","20,4","0,1","76,5","0,4",,,
30/03/2014 8.00,"17,6","18,4","0,1","84,4","0,5",,,
30/03/2014 9.00,"10,5","10,3","0,1","101,4","0,4",,,
30/03/2014 10.00,"8,8","8,5","0,1","110,3","0,6",,,
30/03/2014 11.00,"8,9","8,5","0,1","111,0","0,5",,,
30/03/2014 12.00,"9,6","9,8","0,1","114,1","0,5",,,
30/03/2014 13.00,"7,7","7,9","0,1","117,3","0,4",,,
30/03/2014 14.00,"6,5","6,1","0,1","120,5","0,4",,,
30/03/2014 15.00,"12,6","12,6","0,2","119,4","0,4",,,
30/03/2014 16.00,"9,7","9,2","0,1","106,1","0,5",,,
30/03/2014 17.00,"9,6","9,1","0,2","104,8","0,5",,,
30/03/2014 18.00,"12,5","12,7","0,1","100,9","0,4",,,
30/03/2014 19.00,"24,7","26,1","0,3","82,7","0,9",,,
30/03/2014 20.00,"38,9","44,8","0,5","60,6","1,1",,,
30/03/2014 21.00,"54,5","65,4","0,6","40,2","1,8",,,
30/03/2014 22.00,"51,0","57,9","0,5","32,3","1,5",,,
30/03/2014 23.00,"34,3","36,4","0,3","50,8","1,1",,,
31/03/2014 0.00,"24,8","26,0","0,3","66,3","0,7",,,
31/03/2014 1.00,"16,8","16,4","0,2","68,4","0,6",,,
31/03/2014 2.00,"14,5","14,1","0,2","63,8","0,7",,,
31/03/2014 3.00,"10,9","11,0",,"75,6","0,4",,,
31/03/2014 4.00,"11,1","10,6","0,3","76,3","0,3",,,
31/03/2014 5.00,"21,5","22,3","0,3",,"0,6",,,
31/03/2014 6.00,"45,5","53,6","0,3","48,8","0,5",,,
31/03/2014 7.00,"57,6","70,2","0,4","42,0","0,5",,,
31/03/2014 8.00,"46,4","60,2","0,4","57,4","0,6",,,
31/03/2014 9.00,"17,2","19,5","0,3","94,9","0,6",,,
31/03/2014 10.00,"11,1","11,3","0,3","104,5","0,5",,,
31/03/2014 11.00,"9,3","9,5","0,2","117,7","0,4",,,
31/03/2014 12.00,"9,0","8,7","0,2","120,6","0,3",,,
31/03/2014 13.00,"8,5","9,1","0,1","121,3","0,3",,,
31/03/2014 14.00,"7,0","6,6","0,1","121,8","0,3",,,
31/03/2014 15.00,"7,8","7,3","0,2","125,7","0,3",,,
31/03/2014 16.00,"8,0","7,6","0,1","126,7","0,3",,,
31/03/2014 17.00,"9,4","9,3","0,2","123,8","0,3",,,
31/03/2014 18.00,"13,0","12,6","0,1","117,1","0,4",,,
31/03/2014 19.00,"28,8","32,1","0,3","96,2","0,5",,,
31/03/2014 20.00,"47,3","54,7","0,4","78,7","1,0",,,
31/03/2014 21.00,"66,3","79,6","0,6","57,1","1,2",,,
31/03/2014 22.00,"36,1","37,5","0,4","74,1","1,1",,,
31/03/2014 23.00,"24,8","25,2","0,3","82,0","0,8",,,
01/04/2014 0.00,"22,2","23,2","0,2","81,8","0,6",,,
01/04/2014 1.00,"9,5","9,0","0,2","95,7","0,4",,,
01/04/2014 2.00,"9,9","10,1","0,1","91,3","0,3",,,
01/04/2014 3.00,"15,3","17,3","0,2","81,6","0,4",,,
01/04/2014 4.00,"9,0","8,6","0,1","92,6","0,3",,,
01/04/2014 5.00,"21,4","22,3","0,2","78,0","0,5",,,
01/04/2014 6.00,"44,8","50,2","0,3","57,4","0,4",,,
01/04/2014 7.00,"43,3","48,2","0,2","58,3","0,6",,,
01/04/2014 8.00,"36,0","45,8","0,2","69,6","0,6",,,
01/04/2014 9.00,"19,1","20,9","0,2","92,8","0,5",,,
01/04/2014 10.00,"13,6","14,1","0,1","111,0","0,5",,,
01/04/2014 11.00,"12,5","13,5","0,1",,"0,4",,,
01/04/2014 12.00,"11,9","12,4","0,1","126,3","0,4",,,
01/04/2014 13.00,"14,8","15,0","0,3","127,6","0,4",,,
01/04/2014 14.00,"9,1","8,7","0,2","132,7","0,4",,,
01/04/2014 15.00,"9,6","9,2","0,3","132,8","0,3",,,
01/04/2014 16.00,"8,8","8,4","0,3","132,1","0,3",,,
01/04/2014 17.00,"9,3","9,0","0,3","134,9","0,3",,,
01/04/2014 18.00,"15,2","15,1","0,3","124,5","0,4",,,
01/04/2014 19.00,"45,0","53,7","0,5","94,8","0,5",,,
01/04/2014 20.00,"70,2","78,5","0,7","62,5","0,8",,,
01/04/2014 21.00,"69,5","77,8","0,8","64,2","1,5",,,
01/04/2014 22.00,"46,0","52,2","0,7","80,4","1,4",,,
01/04/2014 23.00,"26,9","28,4","0,4","83,4","0,7",,,
02/04/2014 0.00,"19,3","20,2","0,4","74,6","0,5",,,
02/04/2014 1.00,"10,2","9,7","0,3","91,9","0,5",,,
02/04/2014 2.00,"8,1","7,6","0,2","94,7","0,3",,,
02/04/2014 3.00,"8,9","8,5",,"91,7","0,3",,,
02/04/2014 4.00,"10,1","9,6","0,2","85,9","0,3",,,
02/04/2014 5.00,"16,5","16,6","0,2",,"0,3",,,
02/04/2014 6.00,"35,3","39,3","0,3","66,3","0,3",,,
02/04/2014 7.00,"44,1","54,1","0,4","57,7","0,5",,,
02/04/2014 8.00,"57,7","96,7","0,6","49,3","0,7",,,
02/04/2014 9.00,"30,1","43,3","0,5","74,9","0,8",,,
02/04/2014 10.00,"13,9","15,6","0,3","105,4","0,5",,,
02/04/2014 11.00,"11,8","12,2","0,3","116,7","0,4",,,
02/04/2014 12.00,"11,5","13,2","0,3","122,3","0,5",,,
02/04/2014 13.00,"14,6","15,7","0,3","130,2","0,6",,,
02/04/2014 14.00,"12,7","13,8","0,4","131,5","0,4",,,
02/04/2014 15.00,"14,5","15,8","0,4","123,1","0,4",,,
02/04/2014 16.00,"13,5","14,0","0,4","122,5","0,3",,,
02/04/2014 17.00,"15,7","18,1","0,5","115,6","0,3",,,
02/04/2014 18.00,"23,0","26,8","0,5","108,2","0,4",,,
02/04/2014 19.00,"28,8","31,2","0,5","98,2","0,4",,,
02/04/2014 20.00,"46,4","51,9","0,6","81,6","0,7",,,
02/04/2014 21.00,"39,2","41,1","0,7","83,7","1,1",,,
02/04/2014 22.00,"39,3","41,2","0,7","71,2","1,1",,,
02/04/2014 23.00,"34,2","36,0","0,6","71,7","0,9",,,
03/04/2014 0.00,"20,2","21,1","0,5","84,1","0,6",,,
03/04/2014 1.00,"10,1","9,9","0,4","87,3","0,4",,,
03/04/2014 2.00,"7,4","7,1","0,3","88,3","0,3",,,
03/04/2014 3.00,"10,1","10,4","0,4","82,7","0,3",,,
03/04/2014 4.00,"14,3","14,0","0,5","80,2","0,4",,,
03/04/2014 5.00,"18,7","21,5","0,3","82,5","0,8",,,
03/04/2014 6.00,"45,9","51,5","0,5","61,4","0,4",,,
03/04/2014 7.00,"48,5","62,9","0,6","59,2","0,7",,,
03/04/2014 8.00,"46,0","76,9","0,9","51,6","0,9",,,
03/04/2014 9.00,"28,2","40,1","0,6","67,4","0,6",,,
03/04/2014 10.00,"23,1","33,6","0,4","83,6","0,7",,,
03/04/2014 11.00,"21,0","29,2","0,4","104,1","0,6",,,
03/04/2014 12.00,"22,1","29,0","0,4","107,8","0,5",,,
03/04/2014 13.00,"21,2","30,9","0,3","105,3","0,4",,,
03/04/2014 14.00,"17,1","19,8","0,4","110,7","0,4",,,
03/04/2014 15.00,"18,6","24,4","0,4","105,8","0,3",,,
03/04/2014 16.00,"17,8","23,5","0,4","104,6","0,3",,,
03/04/2014 17.00,"17,2","22,9","0,4","103,5","0,2",,,
03/04/2014 18.00,"19,3","24,9","0,4","101,6","0,3",,,
03/04/2014 19.00,"22,7","31,2","0,5","87,8","0,3",,,
03/04/2014 20.00,"19,9","23,9","0,6","87,0","0,4",,,
03/04/2014 21.00,"13,9","17,5","0,4","85,7","0,4",,,
03/04/2014 22.00,"9,0","10,2","0,3","91,8","0,2",,,
03/04/2014 23.00,"8,1","9,4","0,4","95,7","0,1",,,
04/04/2014 0.00,"5,0","5,3","0,3","95,6","0,1",,,
04/04/2014 1.00,"2,4","1,9","0,3","98,4","0,1",,,
04/04/2014 2.00,"4,3","4,0","0,3","98,2","0,1",,,
04/04/2014 3.00,"3,8","4,0",,"92,6","0,1",,,
04/04/2014 4.00,"2,0","1,6","0,2","99,0","0,1",,,
04/04/2014 5.00,"5,5","6,0","0,2",,"0,1",,,
