Stat,Francavilla Fontana,,,,,,  ,
,,,,,,,,,,,,,,,,,,,
Parm,NO2,NOX,CO,O3,BENZENE,,,
Unit,ug/m3 293K,ug/m3 293K,mg/m3 293K,ug/m3 293K,ug/m3 293K,,,
Field,Aver,Aver,Aver,Aver,Aver,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,
02/10/2014 6.00,"27,9","31,2","0,7","48,0","0,8",,,
02/10/2014 7.00,"40,8","49,0","0,7","42,1","0,9",,,
02/10/2014 8.00,"43,3","57,3","0,8","44,6","1,0",,,
02/10/2014 9.00,"18,2","25,1","0,6","77,9","1,0",,,
02/10/2014 10.00,"7,4","10,1","0,7","91,5","0,4",,,
02/10/2014 11.00,"8,9","12,7","0,6","96,7","0,5",,,
02/10/2014 12.00,"8,1","12,2","0,8","102,9","0,4",,,
02/10/2014 13.00,"10,2","13,8","0,8","99,6","0,3",,,
02/10/2014 14.00,"5,9","10,7","0,6","103,7","0,5",,,
02/10/2014 15.00,"6,8","8,6","0,7","100,5","0,3",,,
02/10/2014 16.00,"6,4","8,3","0,6","105,4","0,3",,,
02/10/2014 17.00,"9,9","11,9","0,7","98,6","0,3",,,
02/10/2014 18.00,"12,7","14,7","0,7","91,0","0,5",,,
02/10/2014 19.00,"17,1","20,9","0,8","74,4","0,7",,,
02/10/2014 20.00,"18,7","25,1","0,7","59,3","0,6",,,
02/10/2014 21.00,"11,2","13,1","0,7","63,8","0,4",,,
02/10/2014 22.00,"8,0","9,9","0,7","64,2","0,5",,,
02/10/2014 23.00,"6,4","7,8","0,6","73,4","0,3",,,
03/10/2014 0.00,"4,7","6,3","0,7","73,8","0,2",,,
03/10/2014 1.00,"3,9","5,0","0,6","73,3","0,2",,,
03/10/2014 2.00,"3,4","4,5","0,6","69,7","0,2",,,
03/10/2014 3.00,"3,5","4,7",,"80,3","0,4",,,
03/10/2014 4.00,"4,1","5,4","0,7","75,9","0,2",,,
03/10/2014 5.00,"5,1","6,0","0,7",,"0,2",,,
03/10/2014 6.00,"9,6","11,2","0,8","55,0","0,4",,,
03/10/2014 7.00,"22,0","25,2","0,7","42,0","0,4",,,
03/10/2014 8.00,"25,2","29,1","0,9","43,4","0,6",,,
03/10/2014 9.00,"30,1","39,7","1,0","43,0","0,9",,,
03/10/2014 10.00,"20,3","25,2","0,8","58,1","0,8",,,
03/10/2014 11.00,"16,1","21,4","0,7","56,8","0,7",,,
03/10/2014 12.00,"11,0","17,5","0,8","77,8","0,5",,,
03/10/2014 13.00,"12,9","19,9","0,7","86,1","0,4",,,
03/10/2014 14.00,"6,6","9,5","0,7","93,2","0,2",,,
03/10/2014 15.00,"6,5","8,5","0,7","90,8","0,5",,,
03/10/2014 16.00,"8,7","10,7","0,7","81,1","0,3",,,
03/10/2014 17.00,"13,1","15,5","0,8","70,3","0,5",,,
03/10/2014 18.00,"19,5","26,8","0,7","59,3","0,5",,,
03/10/2014 19.00,"29,9","44,6","0,9","58,2","1,0",,,
03/10/2014 20.00,"30,3","35,9","0,7","48,8","0,8",,,
03/10/2014 21.00,"25,8","28,6","0,7","49,1","0,6",,,
03/10/2014 22.00,"11,9","14,0","0,7","51,7","0,5",,,
03/10/2014 23.00,"8,0","9,8","0,7","52,5","0,4",,,
04/10/2014 0.00,"6,7","8,4","0,7","51,9","0,3",,,
04/10/2014 1.00,"5,0","6,1","0,7","52,6","0,3",,,
04/10/2014 2.00,"4,9","6,3","0,6","53,4","0,4",,,
04/10/2014 3.00,"5,2","6,5","0,5","48,8","0,3",,,
04/10/2014 4.00,"6,8","8,1","0,5","47,8","0,3",,,
04/10/2014 5.00,"8,6","9,8","0,5","44,7","0,5",,,
04/10/2014 6.00,"15,6","18,0","0,5","37,9","0,8",,,
04/10/2014 7.00,"21,6","25,6","0,6","38,3","1,0",,,
04/10/2014 8.00,"21,9","28,2","0,6","42,4","0,7",,,
04/10/2014 9.00,"13,5","17,2","0,5","55,4","0,7",,,
04/10/2014 10.00,"12,7","18,3","0,5","60,4","0,5",,,
04/10/2014 11.00,"18,6","29,9","0,6","55,5","1,2",,,
04/10/2014 12.00,"15,5","22,6","0,6","65,1","0,5",,,
04/10/2014 13.00,"7,7","11,3","0,5","76,6","0,4",,,
04/10/2014 14.00,"6,4","8,7","0,5","72,1","0,3",,,
04/10/2014 15.00,"10,5","14,6","0,6","65,5","0,4",,,
04/10/2014 16.00,"7,7","9,8","0,5","64,3","0,3",,,
04/10/2014 17.00,"14,1","18,5","0,5","59,7","0,3",,,
04/10/2014 18.00,"17,5","20,1","0,6","46,7","0,6",,,
04/10/2014 19.00,"22,1","26,3","0,6","37,3","0,6",,,
04/10/2014 20.00,"24,2","30,8","0,5","23,0","0,7",,,
04/10/2014 21.00,"22,6","27,9","0,6","26,7","0,8",,,
04/10/2014 22.00,"18,4","21,3","0,5","30,3","0,7",,,
04/10/2014 23.00,"15,1","17,6","0,5","31,7","0,5",,,
05/10/2014 0.00,"12,3","14,6","0,5","34,8","0,5",,,
05/10/2014 1.00,"11,6","15,7","0,4","40,4","0,4",,,
05/10/2014 2.00,"10,0","12,2","0,5","38,0","0,3",,,
05/10/2014 3.00,"8,8","10,6",,"38,8","0,4",,,
05/10/2014 4.00,"5,7","7,5","0,6","51,6","0,4",,,
05/10/2014 5.00,"4,5","6,0","0,6",,"0,3",,,
05/10/2014 6.00,"6,4","8,0","0,5","57,7","0,2",,,
05/10/2014 7.00,"6,9","9,2","0,6","47,1","0,3",,,
05/10/2014 8.00,"8,8","11,8","0,6","45,7","0,2",,,
05/10/2014 9.00,"10,4","16,9","0,6","45,5","0,3",,,
05/10/2014 10.00,"10,9","17,8","0,7","49,7","0,5",,,
05/10/2014 11.00,"9,4","15,8","0,6","54,9","0,4",,,
05/10/2014 12.00,"10,1","18,5","0,6","54,9","0,3",,,
05/10/2014 13.00,"7,4","15,6","0,7","65,4","0,4",,,
05/10/2014 14.00,"5,5","8,6","0,6","66,9","0,3",,,
05/10/2014 15.00,"5,2","7,1","0,5","65,4","0,3",,,
05/10/2014 16.00,"4,8","7,0","0,5","69,7","0,2",,,
05/10/2014 17.00,"9,1","11,3","0,6","62,9","0,3",,,
05/10/2014 18.00,"16,4","19,7","0,5","50,7","0,4",,,
05/10/2014 19.00,"21,1","26,1","0,6","39,2","0,6",,,
05/10/2014 20.00,"21,1","27,7","0,6","40,6","0,5",,,
05/10/2014 21.00,"20,9","24,4","0,6","34,0","0,4",,,
05/10/2014 22.00,"11,6","14,1","0,5","37,0","0,4",,,
05/10/2014 23.00,"6,5","8,6","0,5","54,0","0,3",,,
06/10/2014 0.00,"4,3","5,6","0,5","57,8","0,3",,,
06/10/2014 1.00,"4,0","5,3","0,5","56,4","0,2",,,
06/10/2014 2.00,"4,0","5,4","0,5","55,0","0,2",,,
06/10/2014 3.00,"5,0","6,4","0,5","49,3","0,3",,,
06/10/2014 4.00,"5,9","7,2","0,6","46,3","0,3",,,
06/10/2014 5.00,"5,4","6,9","0,5","65,4","0,2",,,
06/10/2014 6.00,"10,2","16,0","0,5","61,8","0,2",,,
06/10/2014 7.00,"22,7","39,0","0,6","40,0","0,2",,,
06/10/2014 8.00,"23,8","35,6","0,7","42,2","0,5",,,
06/10/2014 9.00,"18,2","30,4","0,8","52,4","0,6",,,
06/10/2014 10.00,"16,3","32,2","0,6","51,1","1,2",,,
06/10/2014 11.00,"17,5","29,0","0,7","49,7","0,4",,,
06/10/2014 12.00,"21,0","35,6","0,8","46,6","0,4",,,
06/10/2014 13.00,"15,5","23,7","0,7","55,5","1,2",,,
06/10/2014 14.00,"11,5","17,1","0,5","56,4","0,2",,,
06/10/2014 15.00,"12,5","19,1","0,6","59,0","0,3",,,
06/10/2014 16.00,"14,1","24,0","0,7","55,3","0,5",,,
06/10/2014 17.00,"15,9","25,2","0,6","53,9","0,4",,,
06/10/2014 18.00,"23,6","34,3","0,6","44,6","0,7",,,
06/10/2014 19.00,"23,8","32,1","0,6","46,7","0,6",,,
06/10/2014 20.00,"22,4","30,9","0,6","54,7","1,4",,,
06/10/2014 21.00,"13,1","18,2","0,5","58,5","0,6",,,
06/10/2014 22.00,"7,1","9,4","0,5","57,7","0,5",,,
06/10/2014 23.00,"9,7","11,5","0,6","50,0","0,3",,,
07/10/2014 0.00,"8,6","10,5","0,5","43,1","0,4",,,
07/10/2014 1.00,"5,5","7,3","0,4","51,0","0,3",,,
07/10/2014 2.00,"6,1","9,4","0,4","44,7","0,2",,,
07/10/2014 3.00,"12,2","14,8",,"35,8","0,3",,,
07/10/2014 4.00,"11,8","13,7","0,4","37,7","0,3",,,
07/10/2014 5.00,"9,6","11,2","0,5",,"0,2",,,
07/10/2014 6.00,"31,9","45,5","0,6","12,2","0,4",,,
07/10/2014 7.00,"47,3","148,7","1,0","4,3","1,5",,,
07/10/2014 8.00,"51,5","123,8","1,0","10,7","2,5",,,
07/10/2014 9.00,"23,8","35,0","0,6","42,2","1,2",,,
07/10/2014 10.00,"13,4","22,2","0,6","52,0","0,5",,,
07/10/2014 11.00,"10,8","18,0","0,6","62,7","0,4",,,
07/10/2014 12.00,"12,4","23,4","0,6","64,3","0,3",,,
07/10/2014 13.00,"14,3","24,9","0,6","67,8","0,4",,,
07/10/2014 14.00,"8,3","13,4","0,5",,"0,4",,,
07/10/2014 15.00,"9,4","14,5","0,5","79,7","0,2",,,
07/10/2014 16.00,"9,4","13,9","0,4","77,6","0,2",,,
07/10/2014 17.00,"14,5","19,6","0,5","69,6","0,4",,,
07/10/2014 18.00,"31,8","41,4","0,6","52,8","1,0",,,
07/10/2014 19.00,"55,3","71,6","0,8","21,9","1,3",,,
07/10/2014 20.00,"55,7","65,7","0,7","23,3","1,3",,,
07/10/2014 21.00,"58,6","86,2","0,7","17,6","1,2",,,
07/10/2014 22.00,"48,6","57,6","0,7","18,8","1,3",,,
07/10/2014 23.00,"36,8","44,1","0,6","26,5","1,0",,,
08/10/2014 0.00,"23,2","27,9","0,5","33,1","0,9",,,
08/10/2014 1.00,"14,7","16,9","0,5","41,3","0,6",,,
08/10/2014 2.00,"12,6","14,5","0,6","36,0","0,4",,,
08/10/2014 3.00,"13,1","15,0","0,8","37,1","4,5",,,
08/10/2014 4.00,"13,1","14,8","0,8","32,5","1,0",,,
08/10/2014 5.00,"9,0","10,6","0,7","37,6","0,5",,,
08/10/2014 6.00,"19,2","21,4","0,8","36,9","0,4",,,
08/10/2014 7.00,"30,7","38,1","0,8","25,9","0,9",,,
08/10/2014 8.00,"33,3","54,1","0,9","23,9","0,9",,,
08/10/2014 9.00,"14,7","22,2","0,8","58,8","0,6",,,
08/10/2014 10.00,"9,7","13,9","0,7","71,7","0,4",,,
08/10/2014 11.00,"6,8","10,1","0,7","83,6","0,3",,,
08/10/2014 12.00,"6,9","11,4","0,8","85,2","0,2",,,
08/10/2014 13.00,"6,0","8,9","0,7","88,9","0,3",,,
08/10/2014 14.00,"4,5","6,8","0,7","91,5","0,2",,,
08/10/2014 15.00,,,,,,,,
08/10/2014 16.00,,,,,,,,
08/10/2014 17.00,,,,,,,,
08/10/2014 18.00,,,,,,,,
08/10/2014 19.00,,,,,,,,
08/10/2014 20.00,,,,,,,,
08/10/2014 21.00,,,,,,,,
08/10/2014 22.00,,,,,,,,
08/10/2014 23.00,,,,,,,,
09/10/2014 0.00,,,,,,,,
09/10/2014 1.00,,,,,,,,
09/10/2014 2.00,,,,,,,,
09/10/2014 3.00,,,,,,,,
09/10/2014 4.00,,,,,,,,
09/10/2014 5.00,,,,,,,,
09/10/2014 6.00,,,,,,,,
09/10/2014 7.00,,,,,,,,
09/10/2014 8.00,,,,,,,,
09/10/2014 9.00,,,,,,,,
09/10/2014 10.00,,,,,,,,
09/10/2014 11.00,,,,,,,,
09/10/2014 12.00,,,,,,,,
09/10/2014 13.00,,,,,,,,
09/10/2014 14.00,,,,,,,,
09/10/2014 15.00,"19,9","28,7","0,8","88,5",,,,
09/10/2014 16.00,"18,7","28,6","0,9","77,2",,,,
09/10/2014 17.00,"21,2","33,4","0,9","70,4",,,,
09/10/2014 18.00,"36,2","53,5","1,1","52,0",,,,
09/10/2014 19.00,"36,3","45,0","1,0","47,4",,,,
09/10/2014 20.00,"39,3","50,2","1,2","42,5",,,,
09/10/2014 21.00,"40,8","53,0","1,0","35,3",,,,
09/10/2014 22.00,"31,4","37,7","1,0","38,5",,,,
09/10/2014 23.00,"27,3","33,5","0,9","43,2",,,,
10/10/2014 0.00,"18,7","23,4","0,8","49,1",,,,
10/10/2014 1.00,"10,2","12,4","0,8","58,0",,,,
10/10/2014 2.00,"7,9","10,5","0,7","59,7",,,,
10/10/2014 3.00,"9,7","11,8","0,7","36,3",,,,
10/10/2014 4.00,"23,0","26,6","0,5","16,8",,,,
10/10/2014 5.00,"23,2","25,7","0,6","22,8",,,,
10/10/2014 6.00,"42,6","54,6","0,8","11,7",,,,
10/10/2014 7.00,"58,4","87,2","0,8","16,1",,,,
10/10/2014 8.00,"68,8","137,5","1,4","17,9",,,,
10/10/2014 9.00,"41,9","74,9","1,2","37,3",,,,
10/10/2014 10.00,"22,6","39,0","0,6","65,5",,,,
10/10/2014 11.00,"19,7","33,5","0,6","69,4",,,,
10/10/2014 12.00,"18,0","29,7","0,5","73,7",,,,
10/10/2014 13.00,"10,9","17,5","0,4","77,1",,,,
10/10/2014 14.00,"11,5","18,5","0,4","76,6",,,,
10/10/2014 15.00,"13,6","22,0","0,4","73,0",,,,
10/10/2014 16.00,"15,3","24,1","0,4","70,3",,,,
10/10/2014 17.00,"28,8","50,5","0,4","53,7",,,,
10/10/2014 18.00,"46,2","80,9","0,7","32,8",,,,
10/10/2014 19.00,"53,2","80,6","1,0","22,8",,,,
10/10/2014 20.00,"52,9","72,1","0,6","23,0",,,,
10/10/2014 21.00,"44,3","55,8","0,6","31,2",,,,
10/10/2014 22.00,"32,9","40,7","0,4","38,8",,,,
10/10/2014 23.00,"24,8","29,6","0,4","41,2",,,,
11/10/2014 0.00,"20,3","26,0","0,4","46,2",,,,
11/10/2014 1.00,"12,2","14,6","0,4","50,0",,,,
11/10/2014 2.00,"9,2","11,2","0,3","53,6",,,,
11/10/2014 3.00,"13,5","15,8",,"49,6",,,,
11/10/2014 4.00,"14,6","16,9","0,4","50,1",,,,
11/10/2014 5.00,"18,8","21,5","0,5",,,,,
11/10/2014 6.00,"41,7","49,9","0,6","23,8",,,,
11/10/2014 7.00,"67,0","144,9","1,2","7,0",,,,
11/10/2014 8.00,"73,2","180,7","1,5","12,2",,,,
11/10/2014 9.00,"40,9","72,6","1,0","44,2",,,,
11/10/2014 10.00,"18,9","32,4","0,7","65,0",,,,
11/10/2014 11.00,"18,0","29,7","0,6","65,7",,,,
11/10/2014 12.00,"20,1","35,7","0,6","67,5",,,,
11/10/2014 13.00,"16,3","25,7","0,5","71,7",,,,
11/10/2014 14.00,"11,6","19,0","0,4","75,8",,,,
11/10/2014 15.00,"10,9","18,0","0,4","73,2",,,,
11/10/2014 16.00,"15,5","24,3","0,5","65,8",,,,
11/10/2014 17.00,"24,9","39,0","0,6","53,7",,,,
11/10/2014 18.00,"33,9","53,2","0,7","38,5",,,,
11/10/2014 19.00,"38,2","59,7","0,8","31,9",,,,
11/10/2014 20.00,"47,4","72,4","0,8","25,6",,,,
11/10/2014 21.00,"36,3","49,1","0,7","29,3",,,,
11/10/2014 22.00,"27,7","35,7","0,6","39,6",,,,
11/10/2014 23.00,"26,9","33,4","0,5","37,8",,,,
12/10/2014 0.00,"20,5","26,2","0,5","45,3",,,,
12/10/2014 1.00,"14,7","20,5","0,5","58,8",,,,
12/10/2014 2.00,"11,4","14,3","0,5","52,0",,,,
12/10/2014 3.00,"11,7","14,2","0,4","42,5",,,,
12/10/2014 4.00,"14,3","16,6","0,6","42,4",,,,
12/10/2014 5.00,"11,9","14,4","0,5","44,2",,,,
12/10/2014 6.00,"16,2","20,2","0,6","36,8",,,,
12/10/2014 7.00,"16,4","19,9","0,6","35,8",,,,
12/10/2014 8.00,"21,5","31,4","0,7","33,0",,,,
12/10/2014 9.00,"13,3","22,3","0,7","48,4",,,,
12/10/2014 10.00,"8,9","14,6","0,6","54,5",,,,
12/10/2014 11.00,"10,6","19,1","0,6","59,0",,,,
12/10/2014 12.00,"11,4","18,5","0,5","67,6",,,,
12/10/2014 13.00,"7,3","12,2","0,5","72,0",,,,
12/10/2014 14.00,"5,7","9,4","0,5","76,9",,,,
12/10/2014 15.00,"9,5","16,1","0,5","69,7",,,,
12/10/2014 16.00,"9,1","15,6","0,5","67,1",,,,
12/10/2014 17.00,"11,6","17,7","0,5","65,0",,,,
12/10/2014 18.00,"19,2","27,5","0,7","55,8",,,,
12/10/2014 19.00,"18,6","24,0","0,7","54,5",,,,
12/10/2014 20.00,"25,9","34,5","0,7","46,9",,,,
12/10/2014 21.00,"30,1","43,3","0,8","34,0",,,,
12/10/2014 22.00,"27,5","33,1","0,7","38,5",,,,
12/10/2014 23.00,"17,7","20,1","0,6","27,7",,,,
13/10/2014 0.00,"9,9","11,7","0,6","28,1",,,,
13/10/2014 1.00,"7,3","8,9","0,6","26,8",,,,
13/10/2014 2.00,"7,3","9,1","0,5","26,4",,,,
13/10/2014 3.00,"8,8","10,5",,"30,2",,,,
13/10/2014 4.00,"9,1","10,9","0,7","29,8",,,,
13/10/2014 5.00,"12,7","14,8","0,7",,,,,
13/10/2014 6.00,"22,1","25,3","0,6","31,8",,,,
13/10/2014 7.00,"29,3","36,2","0,8","37,3",,,,
13/10/2014 8.00,"33,8","47,8","0,8","23,9",,,,
13/10/2014 9.00,"19,9","27,4","0,7","55,5",,,,
13/10/2014 10.00,"15,9","23,8","0,6","70,0",,,,
13/10/2014 11.00,"12,7","19,4","0,6","81,6","0,4",,,
13/10/2014 12.00,"16,8","26,4","0,6","81,7","0,5",,,
13/10/2014 13.00,"16,3","25,7","0,6","84,2","0,9",,,
13/10/2014 14.00,"10,1","14,5","0,6","90,5","0,9",,,
13/10/2014 15.00,"16,5","23,9","0,6","79,1","0,7",,,
13/10/2014 16.00,"19,3","29,8","0,6","70,9","0,8",,,
13/10/2014 17.00,"28,3","41,8","0,7","57,4","1,2",,,
13/10/2014 18.00,"35,8","55,9","0,8","39,2","1,3",,,
13/10/2014 19.00,"31,4","55,5","0,8","31,0","2,0",,,
13/10/2014 20.00,"28,1","46,6","0,8","34,6","1,3",,,
13/10/2014 21.00,"20,0","28,9","0,6","43,4","1,0",,,
13/10/2014 22.00,"12,9","18,6","0,6","52,9","0,5",,,
13/10/2014 23.00,"11,4","16,6","0,5","51,7","0,4",,,
14/10/2014 0.00,"8,1","12,1","0,5","54,8","0,4",,,
14/10/2014 1.00,"6,0","9,7","0,5","55,0","0,3",,,
14/10/2014 2.00,"3,4","5,2","0,4","49,9","0,3",,,
14/10/2014 3.00,"5,9","7,4","0,5","48,1","0,3",,,
14/10/2014 4.00,"6,1","7,9","0,5","49,0","0,3",,,
14/10/2014 5.00,"9,4","13,7","0,5","46,5","2,9",,,
14/10/2014 6.00,"15,1","22,7","0,6","37,8","0,8",,,
14/10/2014 7.00,"21,7","32,1","0,7","30,8","0,6",,,
14/10/2014 8.00,"25,9","50,1","0,9","24,9","1,2",,,
14/10/2014 9.00,"15,8","27,0","1,0","43,0","3,3",,,
14/10/2014 10.00,"12,0","19,7","0,6","52,4","0,9",,,
14/10/2014 11.00,"12,4","22,8","0,6","56,0","0,7",,,
14/10/2014 12.00,"14,1","25,7","0,5","58,6","0,7",,,
14/10/2014 13.00,"12,7","23,4","0,6","59,1","0,6",,,
14/10/2014 14.00,"10,1","17,3","0,5","62,4","0,5",,,
14/10/2014 15.00,"11,2","20,0","0,6","61,7","0,4",,,
14/10/2014 16.00,"12,3","22,2","0,6","59,4","0,4",,,
14/10/2014 17.00,"11,9","20,4","0,6","54,1","0,5",,,
14/10/2014 18.00,"16,9","30,4","0,6","45,5","0,6",,,
14/10/2014 19.00,"19,5","32,2","0,6","43,5","0,8",,,
14/10/2014 20.00,"21,3","31,8","0,7","45,2","0,7",,,
14/10/2014 21.00,"15,6","22,4","0,6","43,4","0,6",,,
14/10/2014 22.00,"8,6","11,8","0,5","43,7","0,6",,,
14/10/2014 23.00,"8,6","12,4","0,5","46,1","0,3",,,
15/10/2014 0.00,"4,0","6,3","0,4","55,9","0,3",,,
15/10/2014 1.00,"3,0","5,4","0,4","60,8","0,2",,,
15/10/2014 2.00,"1,7","2,7","0,4","57,6","0,2",,,
15/10/2014 3.00,"2,7","4,3",,"54,3","0,2",,,
15/10/2014 4.00,"3,1","4,5","0,5","55,3","0,2",,,
15/10/2014 5.00,"10,7","15,0","0,6",,"0,2",,,
15/10/2014 6.00,"9,9","13,5","0,7","43,1","0,2",,,
15/10/2014 7.00,"15,5","25,8","0,8","35,9","0,5",,,
15/10/2014 8.00,"22,8","42,0","1,1","28,0","0,9",,,
15/10/2014 9.00,"13,4","21,8","0,9","34,9","0,6",,,
15/10/2014 10.00,"12,1","21,8","0,8","43,8","1,0",,,
15/10/2014 11.00,"11,0","20,5","0,7","49,5","0,6",,,
15/10/2014 12.00,"12,6","27,2","0,7","41,1","0,5",,,
15/10/2014 13.00,"13,7","29,4","0,7","40,5","0,8",,,
15/10/2014 14.00,"8,7","15,2","0,6","48,9","0,4",,,
15/10/2014 15.00,"7,5","16,3","0,5","48,7","0,3",,,
15/10/2014 16.00,"7,8","12,9","0,7","48,2","0,4",,,
15/10/2014 17.00,"9,4","17,6","0,6","44,4","0,4",,,
15/10/2014 18.00,"12,3","25,5","0,7","40,2","0,3",,,
15/10/2014 19.00,"13,6","28,0","0,6","37,9","0,5",,,
15/10/2014 20.00,"15,6","26,2","0,7","40,0","0,4",,,
15/10/2014 21.00,"10,3","18,1","0,7","43,8","0,6",,,
15/10/2014 22.00,"4,5","7,9","0,6","47,2","0,4",,,
15/10/2014 23.00,"3,8","5,6","0,6","47,4","0,2",,,
16/10/2014 0.00,"3,4","5,3","0,6","49,9","0,2",,,
16/10/2014 1.00,"3,0","4,6","0,6","47,2","0,2",,,
16/10/2014 2.00,"1,1","2,5","0,6","47,4","0,2",,,
16/10/2014 3.00,"2,8","4,3","0,7","45,2","0,2",,,
16/10/2014 4.00,"5,5","8,3","0,7","40,9","2,7",,,
16/10/2014 5.00,"8,9","14,9","0,7","33,7","1,8",,,
16/10/2014 6.00,"13,5","21,8","0,8","28,8","0,9",,,
16/10/2014 7.00,"22,8","44,2","0,7","19,6","0,7",,,
16/10/2014 8.00,"29,9","70,2","1,1","10,8","1,1",,,
16/10/2014 9.00,"23,0","44,7","0,9","16,6","1,4",,,
16/10/2014 10.00,"23,6","42,2","0,8","23,5","1,1",,,
16/10/2014 11.00,"18,2","33,1","0,6","34,0","0,9",,,
16/10/2014 12.00,"18,0","33,7","0,6","38,1","0,9",,,
16/10/2014 13.00,"16,0","28,1","0,6","43,0","0,7",,,
16/10/2014 14.00,"10,8","17,2","0,6","49,7","0,5",,,
16/10/2014 15.00,"15,9","27,6","0,6","49,0","0,5",,,
16/10/2014 16.00,"18,4","30,7","0,7","41,9","0,5",,,
16/10/2014 17.00,"25,9","46,0","0,7","32,8","0,7",,,
16/10/2014 18.00,"30,6","45,4","0,7","30,3","0,9",,,
16/10/2014 19.00,"32,9","46,0","0,6","24,2","0,9",,,
16/10/2014 20.00,"30,5","50,3","0,7","25,2","0,8",,,
16/10/2014 21.00,"20,8","31,2","0,6","37,0","0,8",,,
16/10/2014 22.00,"15,8","24,7","0,5","39,6","0,4",,,
16/10/2014 23.00,"15,4","20,9","0,5","41,1","0,4",,,
17/10/2014 0.00,"17,5","22,1","0,5","37,1","0,5",,,
17/10/2014 1.00,"15,7","18,9","0,5","44,8","0,4",,,
17/10/2014 2.00,"17,4","21,5","0,4","46,3","0,3",,,
17/10/2014 3.00,"25,4","28,2",,"44,0","0,3",,,
17/10/2014 4.00,"25,6","28,3","0,6","45,1","1,1",,,
17/10/2014 5.00,"16,1","21,4","0,6",,"0,6",,,
17/10/2014 6.00,"26,7","37,6","0,8","35,5","1,1",,,
17/10/2014 7.00,"35,3","55,6","0,7","25,4","1,4",,,
17/10/2014 8.00,"39,3","76,1","0,9","26,2","1,3",,,
17/10/2014 9.00,"22,1","37,6","0,9","49,2","1,1",,,
17/10/2014 10.00,"15,6","27,3","0,5","54,7","1,0",,,
17/10/2014 11.00,"16,7","29,9","0,5","58,3","0,5",,,
17/10/2014 12.00,"17,6","29,9","0,6","63,9","0,8",,,
17/10/2014 13.00,"15,4","25,7","0,5","69,4","0,6",,,
17/10/2014 14.00,"11,7","19,4","0,4","73,1","0,4",,,
17/10/2014 15.00,"9,5","14,7","0,5","72,5","0,4",,,
17/10/2014 16.00,"15,4","25,9","0,6","63,7","0,3",,,
17/10/2014 17.00,"22,1","32,9","0,7","48,3","0,5",,,
17/10/2014 18.00,"33,1","47,2","0,8","35,7","0,9",,,
17/10/2014 19.00,"36,6","50,4","0,8","31,2","2,2",,,
17/10/2014 20.00,"47,3","93,2","1,0","12,4","1,9",,,
17/10/2014 21.00,"47,2","69,5","0,9","18,6","2,6",,,
17/10/2014 22.00,"23,3","28,5","0,5","42,9","1,1",,,
17/10/2014 23.00,"21,6","25,8","0,5","41,5","0,5",,,
18/10/2014 0.00,"12,2","16,0","0,4","48,1","0,4",,,
18/10/2014 1.00,"5,4","7,3","0,4","53,6","0,3",,,
18/10/2014 2.00,"3,8","5,2","0,4","55,5","0,2",,,
18/10/2014 3.00,"7,0","8,8","0,4","48,8","0,2",,,
18/10/2014 4.00,"7,3","9,3","0,4","47,2","0,4",,,
18/10/2014 5.00,"11,9","15,4","0,4","39,7","0,2",,,
18/10/2014 6.00,"18,0","24,0","0,5","36,4","0,3",,,
18/10/2014 7.00,"22,7","34,5","0,5","38,2","0,5",,,
18/10/2014 8.00,"29,5","48,1","0,6","30,3","0,7",,,
18/10/2014 9.00,"11,8","17,2","0,5","56,1","0,7",,,
18/10/2014 10.00,"6,7","9,9","0,5","69,4","0,3",,,
18/10/2014 11.00,"7,1","10,7","0,4","70,4","0,3",,,
18/10/2014 12.00,"7,3","10,6","0,5","76,7","0,3",,,
18/10/2014 13.00,"6,1","8,9","0,4","75,3","0,3",,,
18/10/2014 14.00,"4,0","5,9","0,4","78,6","0,2",,,
18/10/2014 15.00,"4,1","5,8","0,4","77,6","0,3",,,
18/10/2014 16.00,"4,6","6,4","0,4","75,9","0,2",,,
18/10/2014 17.00,"6,2","8,0","0,4","76,3","0,2",,,
18/10/2014 18.00,"9,9","11,6","0,5","72,4","0,3",,,
18/10/2014 19.00,"12,4","14,3","0,5","70,4","0,4",,,
18/10/2014 20.00,"13,8","17,5","0,4","62,3","0,4",,,
18/10/2014 21.00,"9,8","11,5","0,5","66,2","0,3",,,
18/10/2014 22.00,"7,2","8,9","0,4","65,4","0,3",,,
18/10/2014 23.00,"8,2","10,0","0,5","60,9","0,2",,,
19/10/2014 0.00,"4,5","6,5","0,4","64,1","0,2",,,
19/10/2014 1.00,"4,4","6,0","0,4","59,3","0,2",,,
19/10/2014 2.00,"4,1","5,5","0,4","59,8","0,2",,,
19/10/2014 3.00,"4,7","6,1",,"51,3","0,2",,,
19/10/2014 4.00,"4,8","6,1","0,4","52,1","0,2",,,
19/10/2014 5.00,"5,3","6,4","0,4",,"0,2",,,
19/10/2014 6.00,"5,3","6,5","0,4","58,0","0,3",,,
19/10/2014 7.00,"7,3","9,0","0,3","55,0","0,3",,,
19/10/2014 8.00,"7,5","9,7","0,4","61,1","0,5",,,
19/10/2014 9.00,"6,1","8,6","0,4","65,1","0,5",,,
19/10/2014 10.00,"4,3","6,4","0,3","74,2","0,3",,,
19/10/2014 11.00,"4,2","6,5","0,3","77,4","0,2",,,
