MARTINA FRANCA,,,,
,NO2,CO,O3,PM10
20/10/2011 3.00,"11,383296","0,087059","49,632509",
20/10/2011 4.00,"20,102021","0,10514","44,217339","17,08984"
20/10/2011 5.00,"116,180305","0,259816","8,735869",
20/10/2011 6.00,"185,299084","1,223204","4,681599","10,74218"
20/10/2011 7.00,"158,095184","1,282152","5,402991",
20/10/2011 8.00,"83,598737","1,080087","12,906535","30,7617"
20/10/2011 9.00,"31,64335","0,313685","67,757961",
20/10/2011 10.00,"20,302055","0,168298","86,784837","38,574211"
20/10/2011 11.00,"21,273505","0,140352","88,113926",
20/10/2011 12.00,"19,886502","0,154593","88,249945","27,34375"
20/10/2011 13.00,"17,174408","0,143613","93,151479",
20/10/2011 14.00,"13,470974","0,121569","93,999413","20,01952"
20/10/2011 15.00,"14,791656","0,104974","92,59725",
20/10/2011 16.00,"16,649461","0,125863","88,737858","15,625"
20/10/2011 17.00,"16,294699","0,14935","90,28961",
20/10/2011 18.00,"26,609285","0,24966","79,464005","16,11327"
20/10/2011 19.00,"21,774143","0,144438","79,957328",
20/10/2011 20.00,"24,248633","0,122478","69,439644","16,11327"
20/10/2011 21.00,"10,545575","0,030382","77,920373",
20/10/2011 22.00,"6,661995","0,001321","79,212932","20,507811"
20/10/2011 23.00,"7,167059","0,00282","75,728463",
21/10/2011 0.00,"6,397858","0,000174","74,065753","23,4375"
21/10/2011 1.00,"2,967395",,"73,63669",
21/10/2011 2.00,,"0,000025","76,630545","22,46093"
21/10/2011 3.00,"21,716706",,"80,964303",
21/10/2011 4.00,"13,620957","0,090903",,"17,08984"
21/10/2011 5.00,"20,680363","0,116035","59,154063",
21/10/2011 6.00,"50,971566","0,249528","32,567479","18,55468"
21/10/2011 7.00,"60,446102","0,432837","12,481546",
21/10/2011 8.00,"57,358507","0,651417","20,493318","15,625"
21/10/2011 9.00,"44,348072","0,551094","39,034288",
21/10/2011 10.00,"38,563795","0,599548","43,614369","19,04295"
21/10/2011 11.00,"35,003098","0,494578","50,087948",
21/10/2011 12.00,"41,168132","0,293193","48,852923","19,04295"
21/10/2011 13.00,"41,678406","0,321574","58,545009",
21/10/2011 14.00,"32,820053","0,29492","59,667699","20,99609"
21/10/2011 15.00,"28,290619","0,265922","71,342597",
21/10/2011 16.00,"41,048726","0,437692","56,115559","16,601561"
21/10/2011 17.00,"54,453415","0,546858","36,651542",
21/10/2011 18.00,"56,010164","0,666636","34,341193","19,04295"
21/10/2011 19.00,"48,355968","0,506341","39,721169",
21/10/2011 20.00,"42,943404","0,460809","38,679678","28,320311"
21/10/2011 21.00,"28,844833","0,328155","48,954429",
21/10/2011 22.00,"16,122784","0,247577","57,205767","19,04295"
21/10/2011 23.00,"17,8316","0,258231","53,904022",
22/10/2011 0.00,"12,262468","0,242188","49,298206","15,13671"
22/10/2011 1.00,"8,978883","0,190197","49,348301",
22/10/2011 2.00,"7,522391","0,165476","47,215246","10,74218"
22/10/2011 3.00,"6,480431","0,169261","46,039771",
22/10/2011 4.00,"6,831882","0,162268","45,779905","6,347656"
22/10/2011 5.00,"18,229238","0,219072","37,556992",
22/10/2011 6.00,"30,759798","0,420005","25,260172","8,300781"
22/10/2011 7.00,"46,817249","0,540111","13,880349",
22/10/2011 8.00,"56,215168","0,718298","10,152262","4,882813"
22/10/2011 9.00,"36,859476","0,470063","29,108047",
22/10/2011 10.00,"48,264728","0,893935","30,171862","16,601561"
22/10/2011 11.00,"43,425532","0,837295","41,188309",
22/10/2011 12.00,"52,038328","0,729733","35,731169","17,08984"
22/10/2011 13.00,"55,834433","0,718381","34,352004",
22/10/2011 14.00,"36,823438","0,364764","49,488369","19,53125"
22/10/2011 15.00,"36,379624","0,424035","53,690157",
22/10/2011 16.00,"39,379341","0,42926","53,69287","20,99609"
22/10/2011 17.00,"39,743176","0,470762","51,917142",
22/10/2011 18.00,"57,831631","0,60539","32,390181","21,48436"
22/10/2011 19.00,"58,968201","0,648166","31,232982",
22/10/2011 20.00,"74,183073","0,725167","14,097574","27,34375"
22/10/2011 21.00,"63,070703","0,607817","18,218165",
22/10/2011 22.00,"48,678142","0,48483","32,298153","29,785151"
22/10/2011 23.00,"43,524653","0,426339","28,613367",
23/10/2011 0.00,"26,33625","0,409063","32,859148","35,15625"
23/10/2011 1.00,"30,433111","0,46451","14,710017",
23/10/2011 2.00,,"0,43724","12,476816","35,644531"
23/10/2011 3.00,"35,246897",,"13,958171",
23/10/2011 4.00,"25,764218","0,445559",,"26,85545"
23/10/2011 5.00,"14,674456","0,304367","47,187495",
23/10/2011 6.00,"13,898121","0,307655","48,889448","25,878901"
23/10/2011 7.00,"14,209754","0,31386","49,05729",
23/10/2011 8.00,"17,681811","0,369054","51,144318","18,066401"
23/10/2011 9.00,"26,785342","0,448373","55,671633",
23/10/2011 10.00,"25,778846","0,465182","68,17958","14,16015"
23/10/2011 11.00,"27,469186","0,472332","66,558125",
23/10/2011 12.00,"26,33495","0,416112","72,0606","17,57811"
23/10/2011 13.00,"19,199233","0,387055","86,81731",
23/10/2011 14.00,"10,420563","0,3243","92,147213","11,71875"
23/10/2011 15.00,"12,693417","0,329026","87,764742",
23/10/2011 16.00,"16,899963","0,359314","81,206578","9,765625"
23/10/2011 17.00,"24,568646","0,433782","72,99855",
23/10/2011 18.00,"35,326187","0,45873","57,605047","8,789063"
23/10/2011 19.00,"37,567089","0,515772","52,103915",
23/10/2011 20.00,"46,408561","0,574049","46,987857","11,71875"
23/10/2011 21.00,"49,662573","0,554938","40,994098",
23/10/2011 22.00,"39,896117","0,471715","38,580188","20,99609"
23/10/2011 23.00,"26,906466","0,365274","53,50203",
24/10/2011 0.00,"21,694546","0,339588","47,316075","12,69531"
24/10/2011 1.00,"16,670913","0,277366","53,45738",
24/10/2011 2.00,"8,681785","0,236967","55,835381","14,64843"
24/10/2011 3.00,"2,789315","0,193404","74,906229",
24/10/2011 4.00,"3,538125","0,23783","73,924307","8,789063"
24/10/2011 5.00,"41,078802","0,286448","25,754194",
24/10/2011 6.00,"74,394196","0,729067","1,446166","4,882813"
24/10/2011 7.00,"89,927613","1,124055","2,509981",
24/10/2011 8.00,"74,971223","1,308377","1,850171","5,371094"
24/10/2011 9.00,"54,616834","0,848949","22,508607",
24/10/2011 10.00,"55,731242","0,620036","42,126917","18,55468"
24/10/2011 11.00,"37,105704","0,426385","60,793098",
24/10/2011 12.00,"46,078204","0,456181","58,894197","19,53125"
24/10/2011 13.00,"64,481283","0,660476","40,012157",
24/10/2011 14.00,"47,080285","0,556459","48,109885","17,08984"
24/10/2011 15.00,"54,590409","0,597104","45,52139",
24/10/2011 16.00,"49,620718","0,471306","50,841138","26,36718"
24/10/2011 17.00,"67,031643","0,711602","31,233659",
24/10/2011 18.00,"56,308265","0,674039","34,003497","21,972651"
24/10/2011 19.00,"41,707581","0,556088","31,408921",
24/10/2011 20.00,"27,225808","0,398768","42,279196","25,39061"
24/10/2011 21.00,"21,051444","0,269887","50,080505",
24/10/2011 22.00,"11,61095","0,217364","62,811777","28,320311"
24/10/2011 23.00,"6,417739","0,166814","67,944071",
25/10/2011 0.00,"4,780267","0,121319","71,614658","15,13671"
25/10/2011 1.00,"1,137531","0,09203","74,479914",
25/10/2011 2.00,,"0,082086","77,931879","16,601561"
25/10/2011 3.00,"23,522111",,"72,201361",
25/10/2011 4.00,"10,075729","0,116604",,"8,789063"
25/10/2011 5.00,"15,965893","0,137592","65,495671",
25/10/2011 6.00,"42,115182","0,246638","42,461242","5,371094"
25/10/2011 7.00,"49,119451","0,366733","36,172404",
25/10/2011 8.00,"42,075508","0,408133","41,59908","6,347656"
25/10/2011 9.00,"29,906433","0,338024","50,102149",
25/10/2011 10.00,"22,166598","0,311655","52,806355","11,71875"
25/10/2011 11.00,"24,535357","0,284261","51,735777",
25/10/2011 12.00,"27,398252","0,303811","54,544876","13,67187"
25/10/2011 13.00,"28,423963","0,313586","54,588186",
25/10/2011 14.00,"23,208161","0,200596","65,170847","12,69531"
25/10/2011 15.00,"23,245559","0,203184","65,138367",
25/10/2011 16.00,"18,713195","0,219982","62,032191","18,066401"
25/10/2011 17.00,"25,898803","0,223925","53,336924",
25/10/2011 18.00,"24,881028","0,276251","55,443563","17,08984"
25/10/2011 19.00,"19,887381","0,270994","60,255105",
25/10/2011 20.00,"17,446079","0,241873","64,830461","18,55468"
25/10/2011 21.00,"10,906492","0,166301","72,539039",
25/10/2011 22.00,"5,306475","0,118246","80,186749","13,18359"
25/10/2011 23.00,"4,077895","0,114221","82,595218",
26/10/2011 0.00,"2,881047","0,070726","81,657946","16,11327"
26/10/2011 1.00,"1,685334","0,080912","80,434427",
26/10/2011 2.00,"1,588996","0,060833","79,813866","16,601561"
26/10/2011 3.00,"1,250115","0,059621","82,915316",
26/10/2011 4.00,"2,164751","0,071857","79,445047","12,20703"
26/10/2011 5.00,"10,736489","0,078592","69,983044",
26/10/2011 6.00,"29,340881","0,161166","56,097963","13,18359"
26/10/2011 7.00,"36,358764","0,275882","50,917606",
26/10/2011 8.00,"30,590985","0,318844","51,063101","11,71875"
26/10/2011 9.00,"20,982211","0,255216","61,726298",
26/10/2011 10.00,"20,189993","0,196365","67,475093","10,74218"
26/10/2011 11.00,"16,341039","0,128843","75,066624",
26/10/2011 12.00,"27,539932","0,211973","70,092008","26,36718"
26/10/2011 13.00,"16,96439","0,176652","78,059801",
26/10/2011 14.00,"17,892634","0,152172","75,10654","14,16015"
26/10/2011 15.00,"19,409074","0,184373","68,534853",
26/10/2011 16.00,"26,528961","0,207373","61,403506","13,67187"
26/10/2011 17.00,"24,961503","0,249307","64,439975",
26/10/2011 18.00,"28,089631","0,248651","60,531211","16,11327"
26/10/2011 19.00,"26,492691","0,259741","58,89691",
26/10/2011 20.00,"22,488484","0,222817","59,772596","16,11327"
26/10/2011 21.00,"16,813655","0,14137","66,602798",
26/10/2011 22.00,"6,314049","0,099559","76,201498","16,11327"
26/10/2011 23.00,"4,80439","0,08624","77,68013",
27/10/2011 0.00,"3,903354","0,086047","76,663703","16,11327"
27/10/2011 1.00,"1,873928","0,074201","77,355984",
27/10/2011 2.00,,"0,08005","77,821598","10,74218"
27/10/2011 3.00,"22,271932",,"90,161011",
27/10/2011 4.00,"9,747653","0,197651",,"6,347656"
27/10/2011 5.00,"14,144888","0,181441",,
27/10/2011 6.00,"34,478845","0,282941",,"8,300781"
27/10/2011 7.00,"43,045392","0,314044",,
27/10/2011 8.00,"34,823483","0,37868",,"6,347656"
27/10/2011 9.00,"25,302662","0,310877",,
27/10/2011 10.00,"20,280507","0,329349",,"14,16015"
27/10/2011 11.00,"19,908624","0,299604",,
27/10/2011 12.00,"22,459499","0,285039",,"11,23046"
27/10/2011 13.00,"25,592751","0,340499",,
27/10/2011 14.00,"20,15074","0,286355",,"18,066401"
27/10/2011 15.00,"22,018915","0,299439",,
27/10/2011 16.00,"31,332518","0,309972",,"18,066401"
27/10/2011 17.00,"41,225205","0,440929",,
27/10/2011 18.00,"44,872136","0,560697",,"14,64843"
27/10/2011 19.00,"49,946619","0,67997",,
27/10/2011 20.00,"46,649796","0,653227",,"21,48436"
27/10/2011 21.00,"29,517781","0,430561",,
27/10/2011 22.00,"23,322154","0,390653",,"23,4375"
27/10/2011 23.00,"19,567273","0,326181",,
28/10/2011 0.00,"23,429036","0,34774",,"25,39061"
28/10/2011 1.00,"16,169014","0,290923",,
28/10/2011 2.00,"11,000732","0,295736",,"19,04295"
28/10/2011 3.00,"10,146808","0,286232",,
28/10/2011 4.00,"11,139234","0,274383",,"15,625"
28/10/2011 5.00,"43,856652","0,33116",,
28/10/2011 6.00,"128,583236","0,677213",,"16,11327"
28/10/2011 7.00,"89,838068","1,10798",,
28/10/2011 8.00,"63,355377","1,010966",,"19,04295"
28/10/2011 9.00,"57,984248","0,688816",,
28/10/2011 10.00,"36,614207","0,556788",,"42,480461"
28/10/2011 11.00,"39,939424","0,606078",,
28/10/2011 12.00,"45,829664","0,638539",,"33,203121"
28/10/2011 13.00,"50,952139","0,643805",,
28/10/2011 14.00,"37,995988","0,534529",,"22,9492"
28/10/2011 15.00,"49,487491","0,594845",,
28/10/2011 16.00,"52,089628","0,771802",,"23,92577"
28/10/2011 17.00,"74,224143","1,179199",,
28/10/2011 18.00,"86,307851","1,528379","17,043365","20,507811"
28/10/2011 19.00,"90,838144","1,839585","7,647017",
28/10/2011 20.00,"55,32976","1,520686","5,221627","30,27343"
28/10/2011 21.00,"48,502696","1,489211","3,939906",
28/10/2011 22.00,"39,205444","1,292712","2,931583","47,363281"
28/10/2011 23.00,"37,127884","1,212278","3,307165",
29/10/2011 0.00,"33,315204","0,969822","19,466054","58,59375"
29/10/2011 1.00,"19,822469","0,73037","32,980963",
29/10/2011 2.00,,"0,597725","61,302","50,292961"
29/10/2011 3.00,"22,331164",,"71,726972",
29/10/2011 4.00,"12,819956","0,240558",,"32,71484"
29/10/2011 5.00,"13,651158","0,216602","67,772847",
29/10/2011 6.00,"22,421736","0,342287","61,31485","23,92577"
29/10/2011 7.00,"29,066759","0,379802","52,696051",
29/10/2011 8.00,"41,681502","0,601602","41,567281","21,972651"
29/10/2011 9.00,"32,905174","0,459947","46,875537",
29/10/2011 10.00,"32,562374","0,452336","52,134379","20,99609"
29/10/2011 11.00,"29,214651","0,387455","65,695313",
29/10/2011 12.00,"39,090437","0,418813","63,952062","16,601561"
29/10/2011 13.00,"43,22466","0,516924","62,059942",
29/10/2011 14.00,"21,09412","0,325984","84,238994","10,74218"
29/10/2011 15.00,"21,692577","0,382006","83,753767",
29/10/2011 16.00,"29,391206","0,375476","74,004162","11,71875"
29/10/2011 17.00,"38,74077","0,496879","63,857314",
29/10/2011 18.00,"53,178417","0,578562","42,228443","12,20703"
29/10/2011 19.00,"55,457615","0,64835","30,992045",
29/10/2011 20.00,"62,594483","0,710902","27,276837","14,16015"
29/10/2011 21.00,"46,910612","0,526823","40,868212",
29/10/2011 22.00,"30,621385","0,407335","52,954562","26,36718"
29/10/2011 23.00,"30,293497","0,439442","59,022773",
30/10/2011 0.00,"17,981422","0,323987","65,95516","23,92577"
30/10/2011 1.00,"19,197838","0,300531","61,552395",
30/10/2011 2.00,"13,633959","0,305813","73,832953","17,57811"
30/10/2011 3.00,"9,072113","0,251537","78,915856",
30/10/2011 4.00,"7,045133","0,226334","79,218359","16,601561"
30/10/2011 5.00,"6,39393","0,237022","76,891069",
30/10/2011 6.00,"13,241864","0,317791","57,351943","16,601561"
30/10/2011 7.00,"13,286579","0,353142","59,972892",
30/10/2011 8.00,"16,255964","0,373356","61,132145","13,67187"
30/10/2011 9.00,"14,631397","0,34","66,974326",
30/10/2011 10.00,"19,241392","0,345282","69,968843","16,601561"
30/10/2011 11.00,"25,94603","0,397394","72,351589",
30/10/2011 12.00,"24,461324","0,423305","84,613894","12,20703"
30/10/2011 13.00,"28,264216","0,433703","88,651237",
30/10/2011 14.00,"23,305674","0,371609","95,722375","9,765625"
30/10/2011 15.00,"11,188515","0,327024","108,508392",
30/10/2011 16.00,"17,408179","0,383463","100,215836","8,789063"
30/10/2011 17.00,"22,978931","0,405296","81,631553",
30/10/2011 18.00,"39,052619","0,463897","56,598072","11,71875"
30/10/2011 19.00,"48,320769","0,575275","46,478293",
30/10/2011 20.00,"50,674501","0,589625","37,95288","20,99609"
30/10/2011 21.00,"69,275025","0,935573","15,532911",
30/10/2011 22.00,"43,652297","0,939523","14,69445","27,83202"
30/10/2011 23.00,"36,500539","0,843033","5,179671",
31/10/2011 0.00,"29,042686","0,751078","3,642146","35,644531"
31/10/2011 1.00,"25,446156","0,600687","5,541719",
31/10/2011 2.00,,"0,596445","3,799146","44,921871"
31/10/2011 3.00,"40,575296",,"3,577857",
31/10/2011 4.00,"24,02403","0,548276",,"35,15625"
31/10/2011 5.00,"20,326432","0,470093","3,25641",
31/10/2011 6.00,"45,161896","0,500966","3,272652","30,7617"
31/10/2011 7.00,"150,959639","0,75715","3,78155",
31/10/2011 8.00,"86,351198","0,770089","6,597413","31,25"
31/10/2011 9.00,"66,772242","0,946385","11,208626",
31/10/2011 10.00,"50,429819","0,643018","58,17079","36,62109"
31/10/2011 11.00,"43,535645","0,566499","75,431371",
31/10/2011 12.00,"41,695977","0,522395","89,013968","35,644531"
31/10/2011 13.00,"46,723102","0,570162","89,593258",
31/10/2011 14.00,"48,641509","0,559467","87,441927","25,39061"
31/10/2011 15.00,"45,161896","0,476834","91,14431",
31/10/2011 16.00,"61,842131","0,593504","67,879117","18,066401"
31/10/2011 17.00,"79,905521","0,780824","46,757093",
31/10/2011 18.00,"69,620753","0,880727","40,374869","28,320311"
31/10/2011 19.00,"103,732116","1,225287","25,475373",
31/10/2011 20.00,"65,245277","0,718203","55,602585","34,17968"
31/10/2011 21.00,"71,654412","0,797135","28,087545",
31/10/2011 22.00,"62,807612","0,854181","16,141967","28,80859"
31/10/2011 23.00,"47,512835","0,803044","12,17906",
01/11/2011 0.00,"36,961023","0,751616","25,348151","41,99218"
01/11/2011 1.00,"42,822376","0,785361","5,679095",
01/11/2011 2.00,"33,893372","0,713585","5,748796","51,269531"
01/11/2011 3.00,"28,883399","0,590674","4,770251",
01/11/2011 4.00,"22,639724","0,524059","4,363538","46,875"
01/11/2011 5.00,"18,845133","0,482618","8,496986",
01/11/2011 6.00,"19,985218","0,420912","4,95635","38,574211"
01/11/2011 7.00,"29,484817","0,493394","3,636055",
01/11/2011 8.00,"24,061697","0,623254","9,481625","29,785151"
01/11/2011 9.00,"39,051737","0,708925","46,721245",
01/11/2011 10.00,"24,780666","0,43202","82,75559","30,7617"
01/11/2011 11.00,"25,194921","0,404767","90,537965",
01/11/2011 12.00,"21,827162","0,413048","103,587284","33,691391"
01/11/2011 13.00,"26,255143","0,4589","102,700788",
01/11/2011 14.00,"23,30619","0,383797","114,176703","25,39061"
01/11/2011 15.00,"9,80317","0,358748","126,782705",
01/11/2011 16.00,"20,797779","0,431813","110,893892","17,08984"
01/11/2011 17.00,"29,619479","0,46693","97,456151",
01/11/2011 18.00,"43,087148","0,592338","81,435983","15,13671"
01/11/2011 19.00,"55,081468","0,630203","73,140672",
01/11/2011 20.00,"54,708282","0,905692","16,472209","20,99609"
01/11/2011 21.00,"56,092608","1,014207","4,697164",
01/11/2011 22.00,"46,970745","1,056938","4,230898","34,17968"
01/11/2011 23.00,"42,21411","1,121474","3,998104",
02/11/2011 0.00,"40,830929","1,006967","3,460782","51,269531"
02/11/2011 1.00,"35,230913","0,843486","2,8409",
02/11/2011 2.00,,"0,77113","3,761928","59,570301"
02/11/2011 3.00,"39,220703",,"12,587799",
02/11/2011 4.00,"20,512872","0,401632",,"49,80468"
02/11/2011 5.00,"21,802229","0,38356","7,795897",
02/11/2011 6.00,"53,698327","0,453559","4,659267","33,203121"
02/11/2011 7.00,"125,413787","0,855025","4,158488",
02/11/2011 8.00,"118,366125","1,186825","7,72484","33,203121"
02/11/2011 9.00,"56,121174","0,617419","30,665884",
02/11/2011 10.00,"45,998148","0,397676","49,999288","42,480461"
02/11/2011 11.00,"47,395132","0,508984","59,261654",
02/11/2011 12.00,"42,523644","0,356411","68,336574","32,71484"
02/11/2011 13.00,"44,758139","0,413001","71,435983",
02/11/2011 14.00,"39,699428","0,331175","79,050521","23,4375"
02/11/2011 15.00,"32,161808","0,316143","84,410881",
02/11/2011 16.00,"48,907583","0,499781","61,816313","19,04295"
02/11/2011 17.00,"63,73055","0,573362","45,384016",
02/11/2011 18.00,"74,269518","0,841991","26,290828","25,878901"
02/11/2011 19.00,"83,763568","0,894751","12,195297",
02/11/2011 20.00,"90,042117","1,286265","8,080123","27,34375"
02/11/2011 21.00,"60,211193","1,163505","4,756715",
02/11/2011 22.00,"42,916063","1,202024","5,932866","39,550781"
02/11/2011 23.00,"35,726006","0,968706","4,121269",
03/11/2011 0.00,"24,934773","0,792522","2,963389","62,011711"
03/11/2011 1.00,"21,978248","0,686709","2,936319",
03/11/2011 2.00,"17,292891","0,555206","3,978479","60,05859"
03/11/2011 3.00,"13,817274","0,449603","4,923867",
03/11/2011 4.00,"10,415648","0,36961","6,998713","49,316391"
03/11/2011 5.00,"12,75328","0,301276","5,721052",
03/11/2011 6.00,"36,412165","0,34196","2,79556","36,62109"
03/11/2011 7.00,"87,078307","0,664682","3,230695",
03/11/2011 8.00,"116,206752","1,4495","6,185962","28,320311"
03/11/2011 9.00,"83,635775","1,497928","8,115989",
03/11/2011 10.00,"46,176406","0,377605","62,323842","38,08593"
03/11/2011 11.00,"30,199771","0,434655","80,647592",
03/11/2011 12.00,"34,261759","0,391014","84,816229","41,015621"
03/11/2011 13.00,"48,55218","0,415541","79,225101",
03/11/2011 14.00,"43,97443","0,501072","88,47394","27,83202"
03/11/2011 15.00,"35,075736","0,507069","93,554811",
03/11/2011 16.00,"32,057548","0,564325","99,751598","20,99609"
03/11/2011 17.00,"60,036301","0,587395","61,316882",
03/11/2011 18.00,"78,10281","0,809093","33,422175","21,972651"
03/11/2011 19.00,"76,269698","0,799642","10,391815",
03/11/2011 20.00,"64,351682","0,922151","5,84354","28,320311"
03/11/2011 21.00,"55,316187","1,017469","5,100493",
03/11/2011 22.00,"51,629771","0,911907","5,70887","47,851551"
03/11/2011 23.00,"39,395591","0,56545","31,635633",
04/11/2011 0.00,"23,603944","0,289242","70,298415","60,546871"
04/11/2011 1.00,"17,25141","0,200379","86,937774",
04/11/2011 2.00,,"0,155906","95,027377","47,851551"
04/11/2011 3.00,"24,076304",,"98,327083",
04/11/2011 4.00,"14,739026","0,194161",,"32,71484"
04/11/2011 5.00,"13,551779","0,187033","88,854266",
04/11/2011 6.00,"29,091978","0,228078","66,673178","27,34375"
04/11/2011 7.00,"51,562604","0,343018","40,043961",
04/11/2011 8.00,"58,128164","0,441081","33,399173","22,46093"
04/11/2011 9.00,"31,483202","0,334906","66,154801",
04/11/2011 10.00,"18,379997","0,25921","91,281007","29,785151"
04/11/2011 11.00,"14,479044","0,233566","101,935365",
04/11/2011 12.00,"12,674743","0,196373","108,484069","26,36718"
04/11/2011 13.00,"20,462128","0,236925","102,45241",
04/11/2011 14.00,"17,105709","0,24135","105,656675","18,55468"
04/11/2011 15.00,"12,960389","0,21624","107,941248",
04/11/2011 16.00,"16,75422","0,211365","104,318111","17,08984"
04/11/2011 17.00,"22,459461","0,275511","92,884189",
04/11/2011 18.00,"23,327584","0,264453","85,09912","19,04295"
04/11/2011 19.00,"33,335488","0,376319","71,262757",
04/11/2011 20.00,"28,176991","0,380662","77,99955","21,48436"
04/11/2011 21.00,"18,517235","0,206368","90,933177",
04/11/2011 22.00,"10,293555","0,134192","98,881335","20,01952"
04/11/2011 23.00,"4,777996","0,104232","105,640396",
05/11/2011 0.00,"2,910091","0,084729","108,701907","16,11327"
05/11/2011 1.00,"2,299731","0,085478","113,294256",
05/11/2011 2.00,"1,413759","0,073345","118,076688","20,01952"
05/11/2011 3.00,"0,785545","0,082537","120,903367",
05/11/2011 4.00,"0,719711","0,068609","116,502592","10,74218"
05/11/2011 5.00,"1,950475","0,067669","115,88949",
05/11/2011 6.00,"12,616714","0,075332","101,959063","15,13671"
05/11/2011 7.00,"26,229866","0,156774","88,474617",
05/11/2011 8.00,"25,621736","0,195758","93,417429","11,23046"
05/11/2011 9.00,"17,442691","0,208785","103,611599",
05/11/2011 10.00,"10,446418","0,204197","115,261501","15,13671"
05/11/2011 11.00,"10,127297","0,204893","116,357798",
05/11/2011 12.00,"12,606672","0,188384","113,951331","15,13671"
05/11/2011 13.00,"18,096567","0,191749","107,464187",
05/11/2011 14.00,"13,098756","0,196127","112,900422","15,13671"
05/11/2011 15.00,"8,173474","0,151274","117,75051",
05/11/2011 16.00,"6,950523","0,155288","117,537961","16,11327"
05/11/2011 17.00,"11,48303","0,180234","113,302315",
05/11/2011 18.00,"16,476376","0,232666","104,736305","17,57811"
05/11/2011 19.00,"15,609381","0,240613","103,84917",
05/11/2011 20.00,"13,387759","0,223653","106,099268","18,066401"
05/11/2011 21.00,"13,681216","0,230699","106,981",
05/11/2011 22.00,"9,23463","0,179087","116,919432","18,55468"
05/11/2011 23.00,"4,852755","0,143696","121,209218",
06/11/2011 0.00,"3,980174","0,118217","123,752321","18,066401"
06/11/2011 1.00,"5,813489","0,111539","122,36983",
06/11/2011 2.00,,"0,094137","118,723588","16,11327"
06/11/2011 3.00,"20,18787",,"117,225284",
06/11/2011 4.00,"8,669882","0,170981",,"18,066401"
06/11/2011 5.00,"6,387164","0,157374","116,752987",
06/11/2011 6.00,"4,377708","0,166608","117,486569","16,11327"
06/11/2011 7.00,"3,582367","0,16003","116,555385",
06/11/2011 8.00,"4,506561","0,184305","112,541664","16,11327"
06/11/2011 9.00,"8,65544","0,165342","107,565016",
06/11/2011 10.00,"7,635715","0,204777","105,238503","16,11327"
06/11/2011 11.00,"8,143357","0,199997","102,892264",
06/11/2011 12.00,"9,383021","0,204818","99,413906","20,99609"
06/11/2011 13.00,"8,394104","0,278076","98,071308",
06/11/2011 14.00,"7,746797","0,179645","102,482136","22,9492"
06/11/2011 15.00,"3,036958","0,136573","108,253925",
06/11/2011 16.00,"3,892281","0,12468","107,860776","7,324219"
06/11/2011 17.00,"5,151941","0,12987","107,466919",
06/11/2011 18.00,"4,476569","0,131684","108,538194","16,11327"
06/11/2011 19.00,"4,712061","0,112258","105,982876",
06/11/2011 20.00,"3,727884","0,09677","105,228328","23,92577"
06/11/2011 21.00,"3,904501","0,083815","106,453841",
06/11/2011 22.00,"3,323547","0,084387","106,807812","22,9492"
06/11/2011 23.00,"2,008346","0,072782","106,373377",
07/11/2011 0.00,"5,489629","0,090027","103,917458","19,53125"
07/11/2011 1.00,"3,627909","0,090024","101,266121",
07/11/2011 2.00,"1,424059","0,077519","104,022336","24,414061"
07/11/2011 3.00,"1,223003","0,075105","101,344606",
07/11/2011 4.00,"8,105589","0,181076","94,467037","36,62109"
07/11/2011 5.00,"8,348857","0,208006","76,926959",
07/11/2011 6.00,"54,174245","0,303754","25,233798","21,48436"
07/11/2011 7.00,"79,396311","0,49382","23,345052",
07/11/2011 8.00,"78,418824","0,761735","21,297263","15,13671"
07/11/2011 9.00,"42,440758","0,558019","60,149531",
07/11/2011 10.00,"28,433408","0,440245","81,900898","11,23046"
07/11/2011 11.00,"29,254307","0,491614","76,242776",
07/11/2011 12.00,"31,226","0,49713","79,628448","22,46093"
07/11/2011 13.00,"34,747272","0,366114","82,926807",
07/11/2011 14.00,"23,833537","0,325331","93,118321","19,53125"
07/11/2011 15.00,"15,804618","0,260437","98,257403",
07/11/2011 16.00,"22,208433","0,291167","90,933854","22,9492"
07/11/2011 17.00,"37,908631","0,415072","68,981495",
07/11/2011 18.00,"53,624391","0,50988","49,848387","32,226551"
07/11/2011 19.00,"49,757657","0,521323","45,367776",
07/11/2011 20.00,"41,389922","0,434769","51,670819","44,921871"
07/11/2011 21.00,"26,129602","0,299217","72,342114",
07/11/2011 22.00,"15,652437","0,251855","82,974866","48,33984"
07/11/2011 23.00,"7,904533","0,185203","93,286159",
08/11/2011 0.00,"5,442974","0,157904","93,196144","49,316391"
08/11/2011 1.00,"5,24414","0,153531","89,338137",
08/11/2011 2.00,,"0,123701","91,077994","52,24609"
08/11/2011 3.00,"19,905048",,"87,407414",
08/11/2011 4.00,"9,201115","0,119317",,"50,292961"
08/11/2011 5.00,"10,133833","0,10975","82,335348",
08/11/2011 6.00,"23,130516","0,114307","69,933668","49,80468"
08/11/2011 7.00,"32,270276","0,187515","64,427129",
08/11/2011 8.00,"35,663101","0,25982","65,199949","47,363281"
08/11/2011 9.00,"37,404684","0,364848","63,389009",
08/11/2011 10.00,"21,740356","0,253456","80,556245","41,015621"
08/11/2011 11.00,"16,754353","0,221923","87,43991",
