MARTINA FRANCA,,,,
,NO2,CO,O3,PM10
23/03/2011 7.00,"38,542899","0,717623","30,53936",
23/03/2011 8.00,"50,628667","0,791185","27,119531",
23/03/2011 9.00,"54,492458","0,840532","42,351973",
23/03/2011 10.00,"34,701194","0,670884","60,113899",
23/03/2011 11.00,"38,984168","0,61732","58,895871",
23/03/2011 12.00,"38,487088","0,575239","60,282495",
23/03/2011 13.00,"40,654531","0,576484","62,195863",
23/03/2011 14.00,"37,226849","0,591381","70,831062",
23/03/2011 15.00,"31,264431","0,502802","77,262422",
23/03/2011 16.00,"30,141761","0,490796","78,810841",
23/03/2011 17.00,"30,388372","0,546691","77,56099",
23/03/2011 18.00,"32,933492","0,567771","71,363906",
23/03/2011 19.00,"47,594247","0,612541","56,650081",
23/03/2011 20.00,"40,392355","0,533117","66,758543",
23/03/2011 21.00,"41,865439","0,579976","59,792306",
23/03/2011 22.00,"29,817295","0,447711","67,206761",
23/03/2011 23.00,"19,399284","0,400209","73,909642",
24/03/2011 0.00,"12,898248","0,37134","80,414123",
24/03/2011 1.00,"9,826189","0,350099","85,803493",
24/03/2011 2.00,"7,554912","0,329379","83,294325",
24/03/2011 3.00,"7,952063","0,324359","83,930091",
24/03/2011 4.00,"6,695722","0,280753","85,603098",
24/03/2011 5.00,"6,445233","0,267262","83,324112",
24/03/2011 6.00,"15,900222","0,320143","68,870293",
24/03/2011 7.00,"35,407238","0,565883","53,612794",
24/03/2011 8.00,"54,430144","0,638922","42,380405",
24/03/2011 9.00,"44,789556","0,617158","58,965616",
24/03/2011 10.00,"34,980229","0,495253","70,860841",
24/03/2011 11.00,"31,338407","0,440404","78,726214",
24/03/2011 12.00,"38,213231","0,548376","80,733026",
24/03/2011 13.00,"55,777342","0,780584","74,638155",
24/03/2011 14.00,"67,061029","0,820737","72,727485",
24/03/2011 15.00,"59,006442","0,806121","81,219142",
24/03/2011 16.00,"62,400376","0,855671","83,232719","47,363281"
24/03/2011 17.00,"70,648363","0,94196","76,347053",
24/03/2011 18.00,"67,686617","0,972317","71,631333","44,43359"
24/03/2011 19.00,"97,903669","1,252347","41,395291",
24/03/2011 20.00,"104,113963","1,359115","32,301722","43,457031"
24/03/2011 21.00,"94,139842","1,235562","32,466931",
24/03/2011 22.00,"78,142269","1,1461","37,85766","51,269531"
24/03/2011 23.00,"42,577982","0,81628","60,268271",
25/03/2011 0.00,"38,637637","0,750389","62,053679","65,42968"
25/03/2011 1.00,"27,447391","0,679116","70,22372",
25/03/2011 2.00,,"0,671205","72,020654","61,52343"
25/03/2011 3.00,,,"78,306444",
25/03/2011 4.00,,"0,256347",,"51,757801"
25/03/2011 5.00,,"0,270043","78,529206",
25/03/2011 6.00,,"0,287468","50,056883","41,99218"
25/03/2011 7.00,,"0,467837","43,695267",
25/03/2011 8.00,,"0,619556","36,393868","34,17968"
25/03/2011 9.00,,"0,716608","46,362182",
25/03/2011 10.00,,"0,533572","66,274458","39,0625"
25/03/2011 11.00,,"0,514302","78,250242",
25/03/2011 12.00,,"0,549073","78,116879","29,785151"
25/03/2011 13.00,,"0,543814","71,652999",
25/03/2011 14.00,,"0,841251","57,44359","24,414061"
25/03/2011 15.00,,"1,08853","69,058519",
25/03/2011 16.00,,"0,649696","83,714787","29,785151"
25/03/2011 17.00,,"0,649658","85,886103",
25/03/2011 18.00,,"0,600837","84,402684","40,039051"
25/03/2011 19.00,,"0,572384","85,446029",
25/03/2011 20.00,,"0,576779","93,891644","33,691391"
25/03/2011 21.00,,"0,446526","103,170649",
25/03/2011 22.00,,"0,398412","107,59857","35,15625"
25/03/2011 23.00,,"1,39252","62,761884",
26/03/2011 0.00,,"0,565046","85,125771","40,52734"
26/03/2011 1.00,,"0,440365","81,663966",
26/03/2011 2.00,,"0,385304","84,368826","37,109371"
26/03/2011 3.00,,"0,339859","91,861811",
26/03/2011 4.00,,"0,361994","93,467109","41,015621"
26/03/2011 5.00,,"0,362346","92,416999",
26/03/2011 6.00,,"0,390406","53,3616","31,25"
26/03/2011 7.00,,"0,452806","54,568795",
26/03/2011 8.00,,"0,58247","38,202975","27,34375"
26/03/2011 9.00,,"0,638668","57,775339",
26/03/2011 10.00,,"0,785836","71,252187","29,785151"
26/03/2011 11.00,,"0,579096","68,25958",
26/03/2011 12.00,,"0,613003","81,37555","23,92577"
26/03/2011 13.00,,"0,571443","79,695084",
26/03/2011 14.00,,"0,596285","76,321322","29,785151"
26/03/2011 15.00,,"0,558884","86,808276",
26/03/2011 16.00,,"0,647224","99,528814","29,29686"
26/03/2011 17.00,,"0,9976","84,68502",
26/03/2011 18.00,,"0,841604","77,761408","36,132801"
26/03/2011 19.00,,"0,492599","87,699262",
26/03/2011 20.00,,"0,441543","89,928835","41,503891"
26/03/2011 21.00,,"0,420899","92,448164",
26/03/2011 22.00,,"0,448096","77,727558","36,62109"
26/03/2011 23.00,,"0,582274","57,241837",
27/03/2011 0.00,,"0,49935","72,120166","41,015621"
27/03/2011 1.00,,"0,512614","46,796176",
27/03/2011 2.00,,"0,424863","47,571413","46,875"
27/03/2011 3.00,"38,862184",,"64,00293",
27/03/2011 4.00,"23,831511","0,333554",,"42,480461"
27/03/2011 5.00,"23,257855","0,335515","69,114044",
27/03/2011 6.00,"19,399284","0,319747","70,011133","35,15625"
27/03/2011 7.00,"26,040484","0,464832","61,163347",
27/03/2011 8.00,"24,484345","0,403528","62,394922","33,203121"
27/03/2011 9.00,"24,194926","0,428747","71,884559",
27/03/2011 10.00,"23,709506","0,446044","81,878607","40,039051"
27/03/2011 11.00,"23,97038","0,427649","81,804117",
27/03/2011 12.00,"21,172168","0,454204","88,987035","40,039051"
27/03/2011 13.00,"20,972306","0,474834","88,609921",
27/03/2011 14.00,"17,17214","0,458126","95,735282","35,15625"
27/03/2011 15.00,"27,266974","0,594309","90,966754",
27/03/2011 16.00,"28,544094","0,718646","87,203648","30,7617"
27/03/2011 17.00,"25,447362","0,619606","92,973542",
27/03/2011 18.00,"22,580375","0,494093","84,754083","38,08593"
27/03/2011 19.00,"23,186478","0,499976","75,41609",
27/03/2011 20.00,"21,021617","0,468206","76,573186","33,203121"
27/03/2011 21.00,"17,717249","0,434121","84,114923",
27/03/2011 22.00,"14,473866","0,375874","88,42101","33,203121"
27/03/2011 23.00,"13,168209","0,350066","88,576063",
28/03/2011 0.00,"23,635531","0,354263","73,062629","33,691391"
28/03/2011 1.00,"11,99623","0,272248","85,903706",
28/03/2011 2.00,"8,628253","0,255891","87,394583","32,226551"
28/03/2011 3.00,"10,590634","0,259422","83,536036",
28/03/2011 4.00,"19,338273","0,235927","77,848075","34,667961"
28/03/2011 5.00,"17,122816","0,235496","82,077655",
28/03/2011 6.00,"26,329921","0,282524","75,198077","33,691391"
28/03/2011 7.00,"34,58309","0,346772","65,334698",
28/03/2011 8.00,,"0,198841","63,239207","34,667961"
28/03/2011 9.00,,"0,023376","71,420763",
28/03/2011 10.00,"17,875585","0,001788","76,850772","37,597641"
28/03/2011 11.00,"14,90086","0,001741","78,119573",
28/03/2011 12.00,"15,58095",,"79,087088","52,24609"
28/03/2011 13.00,"17,14488",,"78,588117",
28/03/2011 14.00,"11,413487",,"82,137921","51,757801"
28/03/2011 15.00,"14,982632",,"75,712641",
28/03/2011 16.00,"15,41872",,"70,609655","55,664051"
28/03/2011 17.00,"17,756189","0,000471","68,446451",
28/03/2011 18.00,"26,601178","0,013902","60,96293","65,917961"
28/03/2011 19.00,"26,873732","0,024805","56,409043",
28/03/2011 20.00,"16,538781",,"62,67454","69,33593"
28/03/2011 21.00,"14,289563",,"65,201312",
28/03/2011 22.00,"8,442659",,"69,760624","58,105461"
28/03/2011 23.00,"5,170723",,"72,487806",
29/03/2011 0.00,"3,510745",,"73,182468","56,15234"
29/03/2011 1.00,"4,30634",,"68,422753",
29/03/2011 2.00,,"0,000976","49,308739","53,222641"
29/03/2011 3.00,"15,346031",,"50,484115",
29/03/2011 4.00,"9,37453","0,120775",,"54,199211"
29/03/2011 5.00,"37,402066","0,163465","45,894338",
29/03/2011 6.00,"47,332093","0,181584","30,305088","48,828121"
29/03/2011 7.00,"53,426899","0,340598","28,024085",
29/03/2011 8.00,"47,029693","0,46438","40,260558","32,226551"
29/03/2011 9.00,"51,750037","0,34605","30,525137",
29/03/2011 10.00,"38,117191","0,276503","45,941739","17,08984"
29/03/2011 11.00,"22,697179","0,206516","63,343465",
29/03/2011 12.00,"37,003622","0,349779","55,964897","8,789063"
29/03/2011 13.00,"32,324785","0,280592","62,188401",
29/03/2011 14.00,"27,910725","0,248925","63,084832","6,835938"
29/03/2011 15.00,"38,963403","0,383168","48,311441",
29/03/2011 16.00,"44,493633","0,362444","50,842276","16,11327"
29/03/2011 17.00,"46,454734","0,436642","51,094143",
29/03/2011 18.00,"51,22829","0,572368","41,448099","26,36718"
29/03/2011 19.00,"56,105708","0,536653","34,647722",
29/03/2011 20.00,"56,859763","0,548238","25,033519","43,457031"
29/03/2011 21.00,"43,473506","0,452315","31,225201",
29/03/2011 22.00,"28,335131","0,300073","44,219295","55,175781"
29/03/2011 23.00,"28,08204","0,332663","41,737893",
30/03/2011 0.00,"13,177293","0,173205","48,973599","57,128891"
30/03/2011 1.00,"9,177254","0,130556","48,35477",
30/03/2011 2.00,"6,689233","0,106185","46,892336","50,78125"
30/03/2011 3.00,"5,217446","0,082774","60,498476",
30/03/2011 4.00,"5,92219","0,084819","57,985913","36,132801"
30/03/2011 5.00,"15,211061","0,107827","44,11705",
30/03/2011 6.00,"31,847168","0,446503","30,632107","28,320311"
30/03/2011 7.00,"72,190237","1,106817","4,966896",
30/03/2011 8.00,"66,330339","0,810551","18,940004","22,9492"
30/03/2011 9.00,"48,960908","0,496568","41,456219",
30/03/2011 10.00,"42,845336","0,444499","50,480721","39,0625"
30/03/2011 11.00,"37,906928","0,349538","56,87825",
30/03/2011 12.00,"41,688942","0,335548","57,411094","26,36718"
30/03/2011 13.00,"38,963403","0,368338","60,638623",
30/03/2011 14.00,"27,022983","0,253175","69,464743","31,73827"
30/03/2011 15.00,"32,292339","0,306648","66,384146",
30/03/2011 16.00,"35,781033","0,384091","64,715187","27,83202"
30/03/2011 17.00,"39,302151","0,420287","60,046887",
30/03/2011 18.00,"55,297121","0,571527","44,89161","24,414061"
30/03/2011 19.00,"62,758606","0,676628","32,200178",
30/03/2011 20.00,"61,150538","0,634299","26,919114","31,73827"
30/03/2011 21.00,"49,567011","0,594496","26,128316",
30/03/2011 22.00,"21,622539","0,266603","51,404248","45,410141"
30/03/2011 23.00,"15,481012","0,158294","57,644008",
31/03/2011 0.00,"14,275292","0,150197","50,157092","65,917961"
31/03/2011 1.00,"7,617213","0,10442","63,459933",
31/03/2011 2.00,,"0,098849","61,135577","47,363281"
31/03/2011 3.00,"6,38034",,"61,688753",
31/03/2011 4.00,"6,188255","0,168956",,"36,62109"
31/03/2011 5.00,"10,732094","0,181179","68,486398",
31/03/2011 6.00,"23,569338","0,321185","57,69478","30,27343"
31/03/2011 7.00,"42,008206","0,491065","43,007374",
31/03/2011 8.00,"45,188379","0,556822","49,522045","32,71484"
31/03/2011 9.00,"34,916639","0,438432","66,884486",
31/03/2011 10.00,"31,934128","0,365051","69,877093","19,04295"
31/03/2011 11.00,"29,357861","0,33204","74,243423",
31/03/2011 12.00,"35,049023","0,371123","71,573799","15,625"
31/03/2011 13.00,"30,304013","0,340404","78,376185",
31/03/2011 14.00,"23,112504","0,306549","83,095962","17,57811"
31/03/2011 15.00,"27,069712","0,310127","85,148793",
31/03/2011 16.00,"25,434379","0,325124","92,365546","18,55468"
31/03/2011 17.00,"25,300711","0,366057","88,626161",
31/03/2011 18.00,"33,773223","0,420701","78,236696","20,507811"
31/03/2011 19.00,"41,934233","0,522347","64,417273",
31/03/2011 20.00,"39,57599","0,418087","68,679373","25,39061"
31/03/2011 21.00,"28,928253","0,323236","78,550195",
31/03/2011 22.00,"16,538781","0,254438","87,349241","41,015621"
31/03/2011 23.00,"13,946925","0,263204","91,53886",
01/04/2011 0.00,"12,414142","0,271205","85,413533","33,203121"
01/04/2011 1.00,"6,955297","0,215196","94,825301",
01/04/2011 2.00,"5,792404","0,207314","93,396021","30,27343"
01/04/2011 3.00,"5,269361","0,2238","95,146898",
01/04/2011 4.00,"6,565934","0,213104","96,442113","31,25"
01/04/2011 5.00,"12,371318","0,224082","86,442654",
01/04/2011 6.00,"24,155977","0,375707","77,121593","20,99609"
01/04/2011 7.00,"52,903853","0,613901","52,297967",
01/04/2011 8.00,"51,12965","0,623832","55,605378","33,203121"
01/04/2011 9.00,"35,36701","0,467462","71,720031",
01/04/2011 10.00,"29,122933","0,386564","84,490028","57,61718"
01/04/2011 11.00,"31,540866","0,322551","87,789315",
01/04/2011 12.00,"39,434539","0,448405","86,223279","55,664051"
01/04/2011 13.00,"39,059442","0,460506","81,909071",
01/04/2011 14.00,"41,905685","0,352909","82,590187","58,59375"
01/04/2011 15.00,"35,712239","0,408839","88,710788",
01/04/2011 16.00,"34,416954","0,423113","91,988416","51,269531"
01/04/2011 17.00,"33,283922","0,454876","91,630929",
01/04/2011 18.00,"39,394293","0,508636","88,817759","46,386711"
01/04/2011 19.00,"49,313937","0,558455","75,894087",
01/04/2011 20.00,"42,845336","0,468869","81,653136","51,269531"
01/04/2011 21.00,"30,791996","0,43807","85,762877",
01/04/2011 22.00,"18,01446","0,310529","91,3459","58,105461"
01/04/2011 23.00,"15,06829","0,299673","91,743349",
02/04/2011 0.00,"7,953361","0,248046","100,875483","47,363281"
02/04/2011 1.00,"6,729465","0,232204","101,344028",
02/04/2011 2.00,,"0,203856","95,918744","41,015621"
02/04/2011 3.00,"9,734041",,"87,674886",
02/04/2011 4.00,"11,779477","0,236248",,"33,203121"
02/04/2011 5.00,"15,397949","0,244344","77,949657",
02/04/2011 6.00,"25,54212","0,432175","64,036111","39,550781"
02/04/2011 7.00,"50,24581","0,552896","37,871884",
02/04/2011 8.00,"52,916836","0,637487","42,9796","47,851551"
02/04/2011 9.00,"41,563034","0,52325","58,107788",
02/04/2011 10.00,"40,476733","0,56059","69,18377","49,80468"
02/04/2011 11.00,"31,139825","0,448811","80,689015",
02/04/2011 12.00,"38,943939","0,478377","82,434457","38,574211"
02/04/2011 13.00,"40,529926","0,439063","83,705313",
02/04/2011 14.00,"21,901576","0,339487","95,388609","40,039051"
02/04/2011 15.00,"21,86653","0,30235","89,650549",
02/04/2011 16.00,"25,427898","0,356043","84,773695","30,27343"
02/04/2011 17.00,"24,300048","0,341221","82,838664",
02/04/2011 18.00,"26,222199","0,389034","76,019337","29,785151"
02/04/2011 19.00,"30,814059","0,421741","60,118648",
02/04/2011 20.00,"40,56627","0,463231","47,981704","27,83202"
02/04/2011 21.00,"28,51683","0,317938","57,512657",
02/04/2011 22.00,"20,085846","0,279268","66,445751","30,27343"
02/04/2011 23.00,"14,863226","0,265009","70,772828",
03/04/2011 0.00,"17,962544","0,263277","57,270265","28,80859"
03/04/2011 1.00,"15,243498","0,250306","55,172065",
03/04/2011 2.00,"13,883332","0,23367","64,581824","26,36718"
03/04/2011 3.00,"6,421871","0,205595","74,134421",
03/04/2011 4.00,"5,746979","0,220175","79,343701","15,625"
03/04/2011 5.00,"5,643147","0,220579","77,811507",
03/04/2011 6.00,"7,931297","0,25655","71,607649","17,08984"
03/04/2011 7.00,"11,039691","0,299973","68,422753",
03/04/2011 8.00,"19,166958","0,325511","68,573734","9,765625"
03/04/2011 9.00,"20,361003","0,351209","72,330059",
03/04/2011 10.00,"23,313666","0,364744","76,806762","14,16015"
03/04/2011 11.00,"19,789926","0,334896","87,810305",
03/04/2011 12.00,"21,888595","0,307867","90,109603","25,39061"
03/04/2011 13.00,"13,288908","0,224325","98,947233",
03/04/2011 14.00,"7,920913","0,201364","103,654133","22,46093"
03/04/2011 15.00,"16,109183","0,235241","96,249831",
03/04/2011 16.00,"17,257797","0,26251","95,060254","18,066401"
03/04/2011 17.00,"19,796426","0,320435","91,037834",
03/04/2011 18.00,"29,298149","0,390483","80,195432","23,4375"
03/04/2011 19.00,"45,638368","0,477329","60,698874",
03/04/2011 20.00,"64,57562","0,773193","24,504745","17,57811"
03/04/2011 21.00,"55,88116","0,714141","10,214089",
03/04/2011 22.00,"63,153144","0,711081","2,941815","35,15625"
03/04/2011 23.00,"62,134316","0,756879","2,406263",
04/04/2011 0.00,"51,4697","0,474429","5,533591","55,175781"
04/04/2011 1.00,"35,36181","0,374895","14,801833",
04/04/2011 2.00,,"0,300174","32,219131","62,988281"
04/04/2011 3.00,"16,61925",,"31,87992",
04/04/2011 4.00,"27,033366","0,252893",,"49,80468"
04/04/2011 5.00,"54,069332","0,416364","6,461163",
04/04/2011 6.00,"122,79812","0,911364","1,678425","49,80468"
04/04/2011 7.00,"104,761593","1,388093","1,691289",
04/04/2011 8.00,"91,126187","1,155724","10,826827","53,71093"
04/04/2011 9.00,"52,619614","0,505745","48,650648",
04/04/2011 10.00,"46,180877","0,470692","57,131472","68,847641"
04/04/2011 11.00,"37,202185","0,313298","66,839121",
04/04/2011 12.00,"48,202954","0,403767","69,185124","91,79686"
04/04/2011 13.00,"52,15758","0,399903","74,225136",
04/04/2011 14.00,"44,000454","0,316519","80,567159","79,589844"
04/04/2011 15.00,"39,369647","0,475763","77,302377",
04/04/2011 16.00,"40,089955","0,531139","77,953706","60,546871"
04/04/2011 17.00,"51,351597","0,630984","70,008424",
04/04/2011 18.00,"58,363991","0,670263","56,642638","37,109371"
04/04/2011 19.00,"64,558757","0,816348","58,562086",
04/04/2011 20.00,"59,632008","0,77703","60,044851","45,410141"
04/04/2011 21.00,"57,661844","0,865767","58,205962",
04/04/2011 22.00,"72,893678","1,215246","40,402719","47,851551"
04/04/2011 23.00,"13,769122","0,380103","99,312178",
05/04/2011 0.00,"8,074062","0,325693","101,956012","62,011711"
05/04/2011 1.00,"7,199295","0,308952","104,326368",
05/04/2011 2.00,"8,621764","0,296879","84,521847","45,410141"
05/04/2011 3.00,"15,016372","0,291688","52,494294",
05/04/2011 4.00,"17,46157","0,256877","44,741306","33,203121"
05/04/2011 5.00,"76,366785","0,336118","7,787516",
05/04/2011 6.00,"114,421706","0,817756","1,032514","31,73827"
05/04/2011 7.00,"120,302347","1,500776","1,291826",
05/04/2011 8.00,"78,800284","1,205224","15,84721","40,52734"
05/04/2011 9.00,"39,421556","0,509327","47,79282",
05/04/2011 10.00,"39,983533","0,455844","58,859981","70,3125"
05/04/2011 11.00,"38,79339","0,427752","71,429575",
05/04/2011 12.00,"37,077598","0,473026","75,028139","56,15234"
05/04/2011 13.00,"38,658402","0,419221","73,609019",
05/04/2011 14.00,"26,420761","0,328632","91,585579","59,570301"
05/04/2011 15.00,"31,905562","0,366581","90,437281",
05/04/2011 16.00,"38,117191","0,461075","81,886727","53,222641"
05/04/2011 17.00,"36,84009","0,494035","78,931381",
05/04/2011 18.00,"38,858282","0,496408","75,217704","40,52734"
05/04/2011 19.00,"27,273475","0,429363","53,156456",
05/04/2011 20.00,"20,226014","0,318933","58,604061","41,015621"
05/04/2011 21.00,"13,129272","0,226532","68,086255",
05/04/2011 22.00,"7,369318","0,131719","72,694989","38,574211"
05/04/2011 23.00,"6,437446","0,129626","76,938116",
06/04/2011 0.00,"4,773574","0,091326","76,414069","30,7617"
06/04/2011 1.00,"4,507511","0,101335","68,900757",
06/04/2011 2.00,,"0,109464","67,228427","34,667961"
06/04/2011 3.00,"4,160978",,"69,504027",
06/04/2011 4.00,"3,898809","0,087093",,"19,04295"
06/04/2011 5.00,"7,928701","0,093941","66,134991",
06/04/2011 6.00,"18,057293","0,230703","59,461215","18,55468"
06/04/2011 7.00,,,"57,195235",
06/04/2011 8.00,,,,"18,55468"
06/04/2011 9.00,,,,
06/04/2011 10.00,,,,"13,18359"
06/04/2011 11.00,,,,
06/04/2011 12.00,"40,179514","0,138579",,"10,74218"
06/04/2011 13.00,"38,503951","0,090986","67,137598",
06/04/2011 14.00,"28,174199","0,001356","80,254344","17,57811"
06/04/2011 15.00,"30,275449","0,002035","81,41144",
06/04/2011 16.00,"27,225446","0,001731","86,452806","15,625"
06/04/2011 17.00,"30,302713","0,001612","81,99777",
06/04/2011 18.00,"31,219002","0,008873","79,691713","16,11327"
06/04/2011 19.00,"26,058667","0,000611","82,268575",
06/04/2011 20.00,"25,851004",,"81,57663","26,36718"
06/04/2011 21.00,"19,871703",,"83,91315",
06/04/2011 22.00,"9,42385",,"87,697908","29,29686"
06/04/2011 23.00,"6,88651",,"86,279481",
07/04/2011 0.00,"7,15517",,"76,792538","28,80859"
07/04/2011 1.00,"3,672979",,"75,919825",
07/04/2011 2.00,"2,146681",,"72,465462","36,62109"
07/04/2011 3.00,"4,586679",,"61,845141",
07/04/2011 4.00,"2,604828",,"64,862797","59,570301"
07/04/2011 5.00,"10,425801",,"53,304066",
07/04/2011 6.00,"36,169091","0,021487","34,16296","39,550781"
07/04/2011 7.00,"54,016121","0,10145","26,084984",
07/04/2011 8.00,"47,525453","0,117948","41,670184","35,15625"
