,Provincia di FOGGIA,,,
,MICHELANGELO,,,
Parm,SO2,NO2,CO,PM10



19/01/2005 16.59,"3,8938835","29,7394392","0,94511324",
19/01/2005 17.59,"3,96973848","29,9107544","0,75793852",
19/01/2005 18.59,"4,00766546","38,84010032","1,02059126",
19/01/2005 19.59,"3,95709615","35,1515464","0,88203781",
19/01/2005 20.59,"3,89930207","17,55241621","0,68352764",
19/01/2005 21.59,"3,84331317","14,52448314","0,63265558",
19/01/2005 22.59,"3,81080477","10,37777961","0,50555525",
19/01/2005 23.59,"3,88124117","11,33042214","0,5764921",
20/01/2005 0.59,,"6,92414739","0,5591534",
20/01/2005 1.59,"0,50805761",,"0,58071755",
20/01/2005 2.59,"0,56292476","6,61006315",,
20/01/2005 3.59,"0,56470654","5,44716946","0,23737807",
20/01/2005 4.59,"0,51375789","14,76977554","0,23032866",
20/01/2005 5.59,"0,53139369","9,54065821","0,26159842",
20/01/2005 6.59,"0,77598117","8,28172284","0,24124354",
20/01/2005 7.59,"0,48703723","8,92027539","0,30254934",
20/01/2005 8.59,"0,35806333","9,75091511","0,26108",
20/01/2005 9.59,"0,36411956","8,52961555","0,21021144",
20/01/2005 10.59,"0,29891969","6,39072234","0,18503462",
20/01/2005 11.59,"0,36999884","5,8806581","0,21642555",
20/01/2005 12.59,"0,30283921","6,01044466","0,15101546",
20/01/2005 13.59,"0,26934838","7,16036161","0,18439737",
20/01/2005 14.59,"0,22018152","5,58085076","0,16563504",
20/01/2005 15.59,"0,20557435","7,74829587","0,17654993",
20/01/2005 16.59,"0,25100069","8,17659534","0,16798485",
20/01/2005 17.59,"0,27451474","11,42256906","0,22491024",
20/01/2005 18.59,"0,33633004","33,23329416","0,44663304",
20/01/2005 19.59,"0,52694024","51,07256008","0,59211242",
20/01/2005 20.59,"0,41114869","42,16655968","0,53247956",
20/01/2005 21.59,"0,35966612","22,26239112","0,32744655",
20/01/2005 22.59,"0,31032128","21,02811864","0,22638397",
20/01/2005 23.59,"0,33543914","16,31424898","0,2724737",
21/01/2005 0.59,"0,30568986","10,86188654","0,56594069",
21/01/2005 1.59,"0,2868062","8,97608476","0,24267766",
21/01/2005 2.59,"0,23710541","8,56984977","0,20029146",
21/01/2005 3.59,"0,19559859","6,09999891","0,19949577",
21/01/2005 4.59,"0,2363925","10,46863402","0,18292364",
21/01/2005 5.59,"0,24565635","10,82035598","0,18523384",
21/01/2005 6.59,"0,2299793","21,92234192","0,28892466",
21/01/2005 7.59,"0,26061947","27,13458776","0,24442982",
21/01/2005 8.59,"0,25295943","25,58234968","0,27769173",
21/01/2005 9.59,"0,16531437","21,44342416","0,20666518",
21/01/2005 10.59,"0,15836724","23,35779504","0,21546908",
21/01/2005 11.59,"0,20735613","20,48690792","0,27677604",
21/01/2005 12.59,"0,15533861","23,55505608","0,27227448",
21/01/2005 13.59,"0,22463598","15,39276058","0,24566472",
21/01/2005 14.59,"0,22499193","9,94948778","0,16268759",
21/01/2005 15.59,"0,29232851","15,61339774","0,20921536",
21/01/2005 16.59,"0,35913219","22,05992944","0,2711188",
21/01/2005 17.59,"0,44267976","37,39428416","0,53650231",
21/01/2005 18.59,"0,46565989","29,34357872","0,38261862",
21/01/2005 19.59,"0,43626656","22,581676","0,33338223",
21/01/2005 20.59,"0,36447551","23,3681772","0,46093458",
21/01/2005 21.59,"0,42255028","21,74454504","0,46392164",
21/01/2005 22.59,"0,48525545","30,3052956","0,46615262",
21/01/2005 23.59,"0,28947888","23,89382424","0,71384909",
22/01/2005 0.59,,"12,80610182","0,25924745",
22/01/2005 1.59,"0,67327739",,"0,20586948",
22/01/2005 2.59,"0,6284521","6,45951036",,
22/01/2005 3.59,"0,70685263","9,16427527","0,24217088",
22/01/2005 4.59,"0,79489635","6,44912629","0,24468379",
22/01/2005 5.59,"0,80061088","15,01508131","0,29546264",
22/01/2005 6.59,"0,86008097","26,43764464","0,41477379",
22/01/2005 7.59,"1,11564086","51,38792536","0,65239651",
22/01/2005 8.59,"1,70623209","53,3399244","1,2092968",
22/01/2005 9.59,"0,9967017","45,40604216","0,56356176",
22/01/2005 10.59,"0,72560408","19,55891872","0,3670251",
22/01/2005 11.59,"0,64095306","14,82559064","0,2049934",
22/01/2005 12.59,"0,83472207","19,18642288","0,2249382",
22/01/2005 13.59,"0,70524475","15,54460589","0,25924396",
22/01/2005 14.59,"0,68381453","14,65037878","0,20906158",
22/01/2005 15.59,"0,66095542","22,45058928","0,33339854",
22/01/2005 16.59,"0,86847529","43,5098544","0,51573385",
22/01/2005 17.59,"0,85597331","25,1774072","0,31488902",
22/01/2005 18.59,"0,83293622","31,91856472","0,39079925",
22/01/2005 19.59,"0,83686489","22,67511544","0,39502704",
22/01/2005 20.59,"1,04670555","31,02042184","0,37452537",
22/01/2005 21.59,"0,92294377","30,78161304","0,3722909",
22/01/2005 22.59,"0,87293992","17,22665347","0,22302411",
22/01/2005 23.59,"0,76971543","15,01248673","0,27563784",
23/01/2005 0.59,"0,58630559","14,76977554","0,28664709",
23/01/2005 1.59,"0,6598835","6,75542486","0,26478819",
23/01/2005 2.59,"0,55523115","6,34789354","0,19258732",
23/01/2005 3.59,"0,40253775","7,21876556","0,17583345",
23/01/2005 4.59,"0,35539065","5,28363801","0,16586222",
23/01/2005 5.59,"0,37396412","4,18433934","0,20403577",
23/01/2005 6.59,"0,35592661","6,22978547","0,20902197",
23/01/2005 7.59,"0,52772842","5,21225349","0,15648746",
23/01/2005 8.59,"0,52344176","10,20256775","0,11039657",
23/01/2005 9.59,"0,44861396","7,91831665","0,14983065",
23/01/2005 10.59,"0,48915361","12,66463294","0,24093365",
23/01/2005 11.59,"0,3728922","12,40505791","0,23495021",
23/01/2005 12.59,"0,42664777","11,50952874","0,3029233",
23/01/2005 13.59,"0,43754086","11,56922711","0,27974679",
23/01/2005 14.59,"0,36396294","7,36672186","0,16294972",
23/01/2005 15.59,"0,35217591","9,41995556","0,31536783",
23/01/2005 16.59,"0,51897713","14,47905594","0,21061802",
23/01/2005 17.59,"0,52076299","21,6783516","0,37871354",
23/01/2005 18.59,"0,63970317","41,2930816","1,01862474",
23/01/2005 19.59,"0,74685632","46,7156092","0,71143288",
23/01/2005 20.59,"0,63595247","22,7737364","0,40404297",
23/01/2005 21.59,"0,63416662","21,82890248","0,35453979",
23/01/2005 22.59,"0,59094819","16,22079998","0,2970983",
23/01/2005 23.59,"0,51004787","12,1234184","0,24041523",
24/01/2005 0.59,,"6,80344474","0,24157207",
24/01/2005 1.59,"0,26486341",,"0,28608905",
24/01/2005 2.59,"0,38872791","7,43421163",,
24/01/2005 3.59,"0,45467528","5,84042388","0,26812825",
24/01/2005 4.59,"0,50946818","7,294041","0,28786451",
24/01/2005 5.59,"0,51000414","10,32197598","0,29220996",
24/01/2005 6.59,"0,57095499","21,74454504","0,40029983",
24/01/2005 7.59,"0,52829794","21,75362704","0,39073052",
24/01/2005 8.59,"0,5040252","21,56542888","0,43789787",
24/01/2005 9.59,"0,58389428","18,88014534","0,28156536",
24/01/2005 10.59,"0,50348924","18,2857141","0,2932072",
24/01/2005 11.59,"0,60370544","13,81973715","0,27570424",
24/01/2005 12.59,"0,67554327","31,65769144","0,38666467",
24/01/2005 13.59,"0,65787391","22,02488248","0,37247031",
24/01/2005 14.59,"0,57532707","19,73153408","0,30305495",
24/01/2005 15.59,"0,62083985","22,05732912","0,39029248",
24/01/2005 16.59,"0,64555906","21,58879352","0,36425706",
24/01/2005 17.59,"0,60897045","21,51221792","0,39667085",
24/01/2005 18.59,"0,57336426","20,02875448","0,38558704",
24/01/2005 19.59,"0,43120495","14,811308","0,31788773",
24/01/2005 20.59,"0,43995115","13,55367279","0,2991487",
24/01/2005 21.59,"0,48100134","15,42909432","0,32334925",
24/01/2005 22.59,"0,39640219","11,72496907","0,30317494",
24/01/2005 23.59,"0,32884797","13,16950228","0,34117142",
25/01/2005 0.59,"0,38158857","13,06178211","0,37071582",
25/01/2005 1.59,"0,39095819","11,48226744","0,38379294",
25/01/2005 2.59,"0,37775143","10,28433061","0,37191227",
25/01/2005 3.59,"0,44137902","7,70027408","0,35556499",
25/01/2005 4.59,"0,39684866","5,56397927","0,33534991",
25/01/2005 5.59,"0,31082164","7,16555269","0,34587685",
25/01/2005 6.59,"0,40113124","35,23850416","0,61998504",
25/01/2005 7.59,"0,64975316","45,68507944","0,84138747",
25/01/2005 8.59,"0,76023191","43,03093664","0,76965958",
25/01/2005 9.59,"0,51669702","33,50845008","0,41624751",
25/01/2005 10.59,"0,68687672","23,54597408","0,37793183",
25/01/2005 11.59,"0,6976742","30,82704216","0,51564531",
25/01/2005 12.59,"0,72819437","36,17039384","0,44985776",
25/01/2005 13.59,"0,8475078","32,71414792","0,45205146",
25/01/2005 14.59,"0,6471649","17,35904035","0,33240013",
25/01/2005 15.59,"0,66037268","24,71277208","0,44224332",
25/01/2005 16.59,"0,66528072","31,66287296","0,60575224",
25/01/2005 17.59,"0,49519052","13,88722693","0,38562665",
25/01/2005 18.59,"0,36641798","13,54848362","0,3885776",
25/01/2005 19.59,"0,39390342","15,82754556","0,47051205",
25/01/2005 20.59,"0,38167705","16,99562842","0,48645973",
25/01/2005 21.59,"0,45074864","11,62892549","0,34483884",
25/01/2005 22.59,"0,42121089","8,90599849","0,29902871",
25/01/2005 23.59,"0,45324741","8,16102019","0,33184093",
26/01/2005 0.59,,,"0,39240579",
26/01/2005 1.59,"0,84779866",,"0,35329208",
26/01/2005 2.59,"0,80814278",,,
26/01/2005 3.59,"0,80178348",,"0,35037259",
26/01/2005 4.59,"0,62619944",,"0,32484045",
26/01/2005 5.59,"0,77846672",,"0,37455216",
26/01/2005 6.59,"0,79286235",,"0,55999919",
26/01/2005 7.59,"1,01790615",,"0,61492079",
26/01/2005 8.59,"1,12318599",,"0,94186872",
26/01/2005 9.59,"0,84559075",,"0,42112304",
26/01/2005 10.59,"1,15171385",,"0,3755063",
26/01/2005 11.59,"0,95360836",,"0,3654838",
26/01/2005 12.59,"0,91121369",,"0,34758824",
26/01/2005 13.59,"0,83923145",,"0,34933807",
26/01/2005 14.59,"0,60950742",,"0,29366039",
26/01/2005 15.59,"0,73015413",,"0,33036721",
26/01/2005 16.59,"0,57735802",,"0,315016",
26/01/2005 17.59,"0,53328531",,"0,33991322",
26/01/2005 18.59,"0,52454114",,"0,39678386",
26/01/2005 19.59,"0,4985751",,"0,40270905",
26/01/2005 20.59,"0,54061584",,"0,3451231",
26/01/2005 21.59,"0,49230428",,"0,33164055",
26/01/2005 22.59,"0,40150957",,"0,32396553",
26/01/2005 23.59,"0,61109699",,"0,55423244",
27/01/2005 0.59,"0,47013571","7,29533925","0,41710612",
27/01/2005 1.59,"0,56313833","7,788532","0,40135765",
27/01/2005 2.59,"0,60897655","6,3582757","0,37892674",
27/01/2005 3.59,"0,63618028","7,20059391","0,36321788",
27/01/2005 4.59,"0,521362","6,56074502","0,37439372",
27/01/2005 5.59,"0,53690684","7,29274275","0,34456623",
27/01/2005 6.59,"0,44743627","11,05656638","0,33716848",
27/01/2005 7.59,"0,52745586","11,82620947","0,32428241",
27/01/2005 8.59,"0,37872266","13,45244195","0,338083",
27/01/2005 9.59,"0,34922356","22,14491784","0,3527189",
27/01/2005 10.59,"0,38031224","13,37846094","0,32511888",
27/01/2005 11.59,"0,36450297","10,60100943","0,30018322",
27/01/2005 12.59,"0,53814352","10,49588576","0,3741549",
27/01/2005 13.59,"0,4892126","11,04358772","0,34778629",
27/01/2005 14.59,"0,60235283","9,79244566","0,37097328",
27/01/2005 15.59,"0,55192082","11,75353053","0,38755706",
27/01/2005 16.59,"0,45317723","13,18897026","0,3685862",
27/01/2005 17.59,"0,42226552","13,07994994","0,38373935",
27/01/2005 18.59,"0,54697514","19,64587648","0,40187374",
27/01/2005 19.59,"0,5602236","45,60332232","0,54592017",
27/01/2005 20.59,"0,6327357","36,69084024","0,58863373",
27/01/2005 21.59,"0,63671014","20,93856056","0,43973508",
27/01/2005 22.59,"0,45158766","19,80680952","0,32567459",
27/01/2005 23.59,"0,48603345","25,30071208","0,5219002",
28/01/2005 0.59,,"11,97546019","0,41467942",
28/01/2005 1.59,"0,5402182",,"0,35947939",
28/01/2005 2.59,"0,37340681","8,73208488",,
28/01/2005 3.59,"0,39392376","7,95725453","0,38485309",
28/01/2005 4.59,"0,41087309","8,79567991","0,35852176",
28/01/2005 5.59,"0,31917121","23,68096128","0,37602239",
28/01/2005 6.59,"0,34771637","47,19450784","0,58990474",
28/01/2005 7.59,"0,52648158","72,28367624","0,66190524",
28/01/2005 8.59,"0,55163606","97,25734072","0,80690347",
28/01/2005 9.59,"0,58232301","66,364086","0,64244624",
28/01/2005 10.59,"0,40748342","55,2387316","0,51890382",
28/01/2005 11.59,"0,24192091","40,48969744","0,44063096",
28/01/2005 12.59,"0,38000815","46,74545552","0,39795701",
28/01/2005 13.59,"0,31292683","35,57077152","0,41881517",
28/01/2005 14.59,"0,32077706","24,49732792","0,31433098",
28/01/2005 15.59,"0,2148026","29,63689864","0,26258751",
28/01/2005 16.59,"0,28955617","45,76165504","0,41402003",
28/01/2005 17.59,"0,57108313","77,49334088","0,74473208",
28/01/2005 18.59,"0,4458406","51,21791032","0,50823591",
28/01/2005 19.59,"0,46475171","43,20745248","0,56892775",
28/01/2005 20.59,"0,39909826","30,92180088","0,51135229",
28/01/2005 21.59,"0,39428073","23,69004328","0,41909477",
28/01/2005 22.59,"0,47848935","30,397454","0,39787779",
28/01/2005 23.59,"0,31310582","23,71600824","0,47559145",
29/01/2005 0.59,"0,24209888","10,84760581","1,18943937",
29/01/2005 1.59,"0,3293402","13,47840118","0,33051283",
29/01/2005 2.59,"0,19214486","6,96048878","0,33422802",
29/01/2005 3.59,"0,23531956","5,97280694","0,31908535",
29/01/2005 4.59,"0,19482161","5,77163777","0,30789785",
29/01/2005 5.59,"0,13041601","8,56336044","0,29543235",
29/01/2005 6.59,"0,13701736","22,431106","0,36899045",
29/01/2005 7.59,"0,19464261","49,81752328","0,5951787",
29/01/2005 8.59,"0,39838433","64,00584432","0,67121359",
29/01/2005 9.59,"0,50079012","69,97866464","0,83758957",
29/01/2005 10.59,"0,24156394","43,6357596","0,58958553",
29/01/2005 11.59,"0,3473594","28,02234848","0,43711499",
29/01/2005 12.59,"0,24441866","19,07741976","0,35160982",
29/01/2005 13.59,"0,22889721","21,59917568","0,32575847",
29/01/2005 14.59,"0,35735041","19,40706768","0,3159282",
29/01/2005 15.59,"0,51345686","28,06907776","0,41985319",
29/01/2005 16.59,"0,38018714","21,27340912","0,37722118",
29/01/2005 17.59,"0,33183795","28,85039744","0,44926128",
29/01/2005 18.59,"0,38411175","62,43152264","1,01015752",
29/01/2005 19.59,"0,50899731","57,65536576","0,85285223",
29/01/2005 20.59,"0,54467876","31,52920504","0,67441035",
29/01/2005 21.59,"0,52059315","53,99147664","0,68208187",
29/01/2005 22.59,"0,49615159","43,21265312","0,65523212",
29/01/2005 23.59,"0,57215301","29,6537816","0,43475703",
30/01/2005 0.59,,"29,4850476","0,5429168",
30/01/2005 1.59,"0,42905705",,"0,4071477",
30/01/2005 2.59,"0,35799417","11,35638136",,
30/01/2005 3.59,"0,28827272","10,5478023","0,33983633",
30/01/2005 4.59,"0,3991125","7,81578756","0,31710834",
30/01/2005 5.59,"0,360676","15,77562902","0,34467807",
30/01/2005 6.59,"0,3821286","13,00986558","0,36068284",
30/01/2005 7.59,"0,38257608","9,68991275","0,35592148",
30/01/2005 8.59,"0,33832946","13,47580659","0,34603879",
30/01/2005 9.59,"0,37006189","20,43107752","0,47000061",
30/01/2005 10.59,"0,37631848","12,70097624","0,39905561",
30/01/2005 11.59,"0,34726787","14,83987137","0,40037672",
30/01/2005 12.59,"0,22033814","16,12735098","0,39297431",
30/01/2005 13.59,"0,25654028","19,82239232","0,4325878",
30/01/2005 14.59,"0,27441711","14,06763369","0,39497461",
30/01/2005 15.59,"0,40179433","11,83918813","0,35308005",
30/01/2005 16.59,"0,28871918","19,96126088","0,38721222",
30/01/2005 17.59,"0,36112246","15,27465634","0,39069324",
30/01/2005 18.59,"0,28156865","19,1461944","0,37076708",
30/01/2005 19.59,"0,23151191","23,87434096","0,47380201",
30/01/2005 20.59,"0,41252063","27,3422692","0,45087481",
30/01/2005 21.59,"0,32179304","19,25781696","0,36856639",
30/01/2005 22.59,"0,28201512","18,13127421","0,3613632",
30/01/2005 23.59,"0,18324306","20,9190964","0,39389466",
31/01/2005 0.59,"0,18100871","7,46536002","0,30422344",
31/01/2005 1.59,"0,11709636","9,11884998","0,32311042",
31/01/2005 2.59,"0,1948633","6,21031749","0,3085852",
31/01/2005 3.59,"0,18056123","4,31802065","0,30898596",
31/01/2005 4.59,"0,08625787","4,49193617","0,29161931",
31/01/2005 5.59,"0,06033658","7,73791371","0,29770177",
31/01/2005 6.59,"0,07776694","21,97425272","0,43706956",
31/01/2005 7.59,"0,07776694","17,0540362","0,28937901",
31/01/2005 8.59,"0,04960926","13,83661246","0,41282008",
31/01/2005 9.59,"0,07329722","13,36418021","0,28693834",
31/01/2005 10.59,"0,09162153","13,52642106","0,2199555",
31/01/2005 11.59,"0,15866115","9,88848734","0,26897171",
31/01/2005 12.59,"0,19218147","10,85020995","0,26509109",
31/01/2005 13.59,"0,21542196","10,4063315","0,26889132",
31/01/2005 14.59,"0,33251934","12,44528639","0,28073588",
31/01/2005 15.59,"0,27575853","8,60748749","0,23331921",
31/01/2005 16.59,"0,26726658","10,75805346","0,2574883",
31/01/2005 17.59,"0,25832817","16,6218439","0,30790484",
31/01/2005 18.59,"0,27933431","18,78669825","0,33919558",
31/01/2005 19.59,"0,14704091","16,1234658","0,28705833",
31/01/2005 20.59,"0,11575596","15,26945762","0,24560414",
31/01/2005 21.59,"0,11933173","15,33305265","0,23283923",
31/01/2005 22.59,"0,09787811","13,19416708","0,21399303",
31/01/2005 23.59,"0,13229238","12,10005567","0,23972205",
01/02/2005 0.59,,"8,00267982","0,26937247",
01/02/2005 1.59,"0,42121699",,"0,28881865",
01/02/2005 2.59,"0,41622454","5,80797915",,
01/02/2005 3.59,"0,37941422","6,04289321","0,30527893",
01/02/2005 4.59,"0,45038862","6,66197778","0,28816392",
01/02/2005 5.59,"0,32708551","12,36612003","0,31938126",
01/02/2005 6.59,"0,45393795","19,0047389","0,33360474",
01/02/2005 7.59,"0,45321588","50,01478432","0,42268181",
01/02/2005 8.59,"0,61838278","69,5386752","0,75781503",
01/02/2005 9.59,"0,52286716","64,98444416","0,60400823",
01/02/2005 10.59,"0,48407166","50,28603976","0,54775854",
01/02/2005 11.59,"0,54361904","53,12968088","0,57652705",
01/02/2005 12.59,"0,47914023","35,7369052","0,48624537",
01/02/2005 13.59,"0,6052706","25,83802232","0,4634638",
01/02/2005 14.59,"0,80772886","27,25141096","0,47941498",
01/02/2005 15.59,"0,76592609","36,97895952","0,54249623",
01/02/2005 17.00,"0,73025787","30,406536","0,46470918",
01/02/2005 18.00,"0,67859122","32,75569568","0,54390122",
01/02/2005 19.00,"0,78884215","42,28726424","0,56178164",
01/02/2005 20.00,"0,82739764","60,57686352","0,94171261",
01/02/2005 21.00,"0,95930254","30,02625832","0,64495216",
01/02/2005 22.00,"0,81428546","40,84272912","0,58761552",
01/02/2005 23.00,"0,95587423","23,74845488","0,39009676",
02/02/2005 0.00,"0,94083687","19,7678812","0,50292002",
02/02/2005 1.00,"0,90468761","23,31106576","0,53823699",
02/02/2005 2.00,"0,81115717","24,06513944","0,31640934",
02/02/2005 3.00,"0,82426935","5,22263756","0,2822562",
02/02/2005 4.00,"0,59895503","6,63342397","0,30226624",
02/02/2005 5.00,"0,5332131","3,99225409","0,2753862",
02/02/2005 6.00,"0,39508111","4,06651999","0,26835193",
02/02/2005 7.00,"0,35842233","11,53548796","0,30768932",
02/02/2005 8.00,"0,3502426","15,1863946","0,34955592",
02/02/2005 9.00,"0,41742765","26,05088528","0,40110601",
02/02/2005 10.00,"0,34200185","12,26229461","0,36036479",
02/02/2005 11.00,"0,36750515","10,01568122","0,38997676",
02/02/2005 12.00,"0,47059844","6,11167932","0,28153274",
02/02/2005 13.00,"0,57146756","7,07599843","0,31773511",
02/02/2005 14.00,"0,66361386","9,97674334","0,36249441",
02/02/2005 15.00,"0,78763904","7,09936116","0,3133151",
02/02/2005 16.00,"0,72514541","7,04225546","0,33055128",
02/02/2005 17.00,"0,74625731","13,0526982","0,38676136",
02/02/2005 18.00,"0,65002064","18,96450086","0,39475792",
02/02/2005 19.00,"0,47065845","24,26240048","0,39122215",
02/02/2005 20.00,"0,54043075","21,6692696","0,4277449",
02/02/2005 21.00,"0,54969359","17,58227018","0,35952017",
02/02/2005 22.00,"0,48389165","9,3355943","0,29358699",
02/02/2005 23.00,"0,34765637","6,69831725","0,26224849",
03/02/2005 0.00,"0,3891581","10,42320682","0,2963993",
03/02/2005 1.00,,"12,2363373","0,33553398",
03/02/2005 2.00,"0,66220023",,"0,29145737",
03/02/2005 3.00,"0,53282766","3,90010525",,
03/02/2005 4.00,"0,67586362","4,99031809","0,23895548",
03/02/2005 5.00,"0,56410142","6,15710462","0,23875627",
03/02/2005 6.00,"0,71876882","8,06108378","0,2477023",
03/02/2005 7.00,"0,80604369","49,25162864","0,49492579",
03/02/2005 8.00,"0,83914196","54,15110952","0,58011525",
03/02/2005 9.00,"0,80783768","37,88228392","0,45111247",
03/02/2005 10.00,"0,74753161","16,30905982","0,28560441",
03/02/2005 11.00,"0,5960037","9,71587006","0,23911509",
03/02/2005 12.00,"0,69999195","11,05786845","0,23012828",
03/02/2005 13.00,"1,12048992","9,34468012","0,3142005",
03/02/2005 14.00,"1,03811801","9,77297768","0,32139088",
03/02/2005 15.00,"1,21712323","10,59192743","0,3215901",
03/02/2005 16.00,"1,18758344","11,10458817","0,28380798",
