, Brindisi,,,,,,
17/01/2009 7.00,"0,2","15,0","20,1","0,4","51,1","1,1",
17/01/2009 8.00,"0,3","15,7","21,4","0,4","49,0","1,1",
17/01/2009 9.00,"0,2","22,1","24,3","0,4","46,9","1,3",
17/01/2009 10.00,"0,5","21,0","21,5","0,4","51,3","1,4",
17/01/2009 11.00,"0,5","18,3","19,1","0,4","55,8","1,7",
17/01/2009 12.00,"0,5","18,3","17,9","0,5","59,4","0,7",
17/01/2009 13.00,"0,6","18,1","16,6","0,4","66,7","1,5",
17/01/2009 14.00,"0,4","23,3","19,4","0,4","66,9","0,8",
17/01/2009 15.00,"0,3","17,2","16,2","0,4","70,5","1,5",
17/01/2009 16.00,"0,2","18,5","18,5","0,4","70,7","1,4",
17/01/2009 17.00,"0,5","26,6","26,9","0,4","63,0","1,4",
17/01/2009 18.00,"0,2","58,1","53,4","0,7","40,3","1,8",
17/01/2009 19.00,"0,4","90,5","70,5","0,9","26,3","2,6",
17/01/2009 20.00,"0,3","249,6","102,5","1,6","15,9","3,8",
17/01/2009 21.00,"0,5","273,0","113,1","1,9","15,6","7,5",
17/01/2009 22.00,"0,5","230,0","104,3","1,7","16,6","7,7",
17/01/2009 23.00,"0,3","144,1","77,4","1,5","16,8","7,4",
18/01/2009 0.00,"0,3","121,6","68,9","1,2","13,2","6,9",
18/01/2009 1.00,,"90,5","57,6","1,0","13,8","5,0",
18/01/2009 2.00,"1,6",,,"1,1","17,0","4,3",
18/01/2009 3.00,"1,5","84,3","52,0",,"17,0","4,7",
18/01/2009 4.00,"0,9","44,5","39,8","0,9",,"4,5",
18/01/2009 5.00,"1,0","17,6","24,9","0,7","32,5","3,9",
18/01/2009 6.00,"1,8","17,3","23,3","0,5","37,0","1,2",
18/01/2009 7.00,"1,2","34,8","32,4","0,5","34,7","2,1",
18/01/2009 8.00,"1,1","42,8","38,4","0,5","32,0","2,0",
18/01/2009 9.00,"1,2","25,5","29,9","0,5","41,7","2,1",
18/01/2009 10.00,"0,8","17,7","21,7","0,6","48,4","2,3",
18/01/2009 11.00,"1,3","16,8","19,8","0,5","59,6","2,5",
18/01/2009 12.00,"0,8","8,6","12,3","0,4","72,5","2,7",
18/01/2009 13.00,"1,0","18,9","20,2","0,5","71,6","0,8",
18/01/2009 14.00,"1,5","12,8","16,0","0,4","73,5","1,7",
18/01/2009 15.00,"1,6","2,0","6,6","0,4","78,1","2,3",
18/01/2009 16.00,"1,3","6,7","10,1","0,4","76,3","1,1",
18/01/2009 17.00,"1,0","12,7","16,1","0,4","68,8","1,6",
18/01/2009 18.00,"2,2","31,8","32,1","0,6","52,8","0,6",
18/01/2009 19.00,"1,6","35,5","35,3","0,6","45,8","1,9",
18/01/2009 20.00,"0,7","106,3","70,9","1,0","27,2","1,2",
18/01/2009 21.00,"1,4","59,4","46,6","0,7","35,3","3,5",
18/01/2009 22.00,"1,1","37,2","36,5","0,7","43,1","2,6",
18/01/2009 23.00,"1,1","39,3","37,0","0,6","39,5","1,2",
19/01/2009 0.00,"1,5","13,0","18,6","0,5","58,5","2,0",
19/01/2009 1.00,"1,4","5,4","13,0","0,6","56,2","2,3",
19/01/2009 2.00,"1,4",,,"0,4","57,5","2,1",
19/01/2009 3.00,"0,9",,,"0,4","61,9","1,7",
19/01/2009 4.00,"1,2",,,"0,3","67,9","1,3",
19/01/2009 5.00,"1,6",,,"0,3","67,1","1,2",
19/01/2009 6.00,"2,3",,,"0,3","62,2","0,5",
19/01/2009 7.00,"1,2","10,4","16,6","0,4","50,7","1,0",
19/01/2009 8.00,"1,9","62,3","46,2","0,6","30,3","1,1",
19/01/2009 9.00,"2,8","160,7","82,6","1,1","17,0","1,1",
19/01/2009 10.00,"4,0","162,8","84,1","1,3","18,9","4,8",
19/01/2009 11.00,"5,5","88,0","57,4","0,8","30,2","4,3",
19/01/2009 12.00,"4,2","41,3","28,2","0,5","54,3","3,8",
19/01/2009 13.00,"4,6","36,0","21,9","0,3","64,2","1,9",
19/01/2009 14.00,"5,7","49,7","29,7","0,3","62,4","1,3",
19/01/2009 15.00,"6,8","53,8","33,2","0,3","59,0","1,9",
19/01/2009 16.00,"5,1",,,"0,4","55,2","2,0",
19/01/2009 17.00,"3,9",,,"0,4","47,2","2,3",
19/01/2009 18.00,"3,3","89,4","64,8","0,6","24,3","1,6",
19/01/2009 19.00,"3,6","60,3","53,1","0,6","37,2","2,6",
19/01/2009 20.00,"3,3","80,6","60,1","0,8","29,8","2,9",
19/01/2009 21.00,"3,5","31,1","32,6","0,5","53,3","3,8",
19/01/2009 22.00,"4,1","23,1","26,2","0,5","56,8","2,5",
19/01/2009 23.00,"4,3","32,5","34,2","0,8","43,9","2,6",
20/01/2009 0.00,"3,8","19,2","23,4","0,7","47,1","4,0",
20/01/2009 1.00,,"12,7","18,1","0,6","49,1","3,2",
20/01/2009 2.00,"0,1",,,"0,5","56,9","2,5",
20/01/2009 3.00,"0,5",,,,"58,8","1,8",
20/01/2009 4.00,"0,1",,,"0,3",,"1,3",
20/01/2009 5.00,"0,3","2,6","7,7","0,2","60,3","0,7",
20/01/2009 6.00,"0,2","3,6","9,4","0,3","55,6","0,6",
20/01/2009 7.00,"0,0","21,1","23,3","0,3","50,6","0,7",
20/01/2009 8.00,"0,1","36,8","35,7","0,3","39,8","0,8",
20/01/2009 9.00,"0,1","34,9","34,0","0,4","44,5","0,5",
20/01/2009 10.00,"0,1","43,3","36,5","0,4","44,0","1,4",
20/01/2009 11.00,"0,2","28,9","26,6","0,4","55,5","1,9",
20/01/2009 12.00,"0,1","15,6","17,5","0,3","71,4","1,5",
20/01/2009 13.00,"0,0","19,8","20,3","0,3","69,0","1,1",
20/01/2009 14.00,"0,2","21,7","21,9","0,4","67,6","1,1",
20/01/2009 15.00,"0,1","16,8","17,9","0,3","70,4","1,2",
20/01/2009 16.00,"0,1","18,6","19,4","0,4","63,7","1,1",
20/01/2009 17.00,"0,0","28,8","26,8","0,4","51,7","1,2",
20/01/2009 18.00,"0,1","18,1","19,0","0,4","59,2","1,3",
20/01/2009 19.00,"0,2","10,9","15,4","0,4","61,5","1,4",
20/01/2009 20.00,"0,0","19,8","20,8","0,5","54,1","1,1",
20/01/2009 21.00,"0,2","19,9","21,4","0,4","51,7","1,3",
20/01/2009 22.00,"0,1","13,8","17,3","0,4","61,9","1,5",
20/01/2009 23.00,"0,0",,,"0,3","70,1","0,8",
21/01/2009 0.00,"0,0",,,"0,3","69,1","0,3",
21/01/2009 1.00,"0,1",,,"0,3","63,6","0,6",
21/01/2009 2.00,"0,0",,,"0,3","65,6","0,9",
21/01/2009 3.00,"0,0",,,"0,3","72,2","0,6",
21/01/2009 4.00,"0,1",,,"0,3","76,8","0,4",
21/01/2009 5.00,"0,0",,,"0,3","77,8","0,3",
21/01/2009 6.00,"0,0",,,"0,3","80,0","0,2",
21/01/2009 7.00,"0,1",,,"0,3","75,5","0,6",
21/01/2009 8.00,"0,0",,,"0,3","60,9","0,4",
21/01/2009 9.00,"0,1",,,"0,4","58,8","0,9",
21/01/2009 10.00,,,,"0,3","65,4","0,7",
21/01/2009 11.00,,"22,2","11,0","0,3","71,9","0,8",
21/01/2009 12.00,,"21,9","10,6","0,3","73,3","0,6",
21/01/2009 13.00,,"22,4","10,7","0,3","71,6","0,9",
21/01/2009 14.00,,"23,0","11,7","0,3","73,9","0,7",
21/01/2009 15.00,,"20,6","8,7","0,3","80,2","0,7",
21/01/2009 16.00,,"26,3","13,3","0,3","72,5","0,7",
21/01/2009 17.00,,"26,7","13,5","0,3","72,4","0,7",
21/01/2009 18.00,,"26,9","14,2","0,3","69,9","1,0",
21/01/2009 19.00,,"28,1","15,6","0,4","67,4","0,8",
21/01/2009 20.00,,"25,8","13,2","0,3","70,6","0,9",
21/01/2009 21.00,,"24,9","13,1","0,3","68,7","0,7",
21/01/2009 22.00,,"24,3","12,7","0,4","65,2","0,9",
21/01/2009 23.00,,"19,9","9,7","0,4","66,8","0,8",
22/01/2009 0.00,,"17,3","7,3","0,3","70,2","0,8",
22/01/2009 1.00,,"18,4","7,5","0,3","70,9","0,6",
22/01/2009 2.00,,,,"0,3","73,4","0,5",
22/01/2009 3.00,,"14,6","3,7",,"74,0","0,4",
22/01/2009 4.00,,"13,2","3,2","0,2",,"0,4",
22/01/2009 5.00,,"16,9","6,7","0,2","71,9","0,4",
22/01/2009 6.00,,"21,9","10,6","0,2","64,7","0,4",
22/01/2009 7.00,,"23,6","12,4","0,3","62,1","0,4",
22/01/2009 8.00,,"38,0","22,3","0,3","55,1","0,4",
22/01/2009 9.00,,"48,1","30,9","0,3","49,7","0,6",
22/01/2009 10.00,,"44,3","28,6","0,4","50,1","0,7",
22/01/2009 11.00,,"42,6","26,6","0,3","56,7","0,5",
22/01/2009 12.00,,"40,8","24,4","0,4","62,8","0,8",
22/01/2009 13.00,,"39,6","23,5","0,4","57,2","0,8",
22/01/2009 14.00,,"39,8","24,2","0,4","59,7","1,0",
22/01/2009 15.00,,"34,7","19,9","0,3","63,9","0,9",
22/01/2009 16.00,,"45,6","29,9","0,4","51,8","0,8",
22/01/2009 17.00,,"41,9","25,3","0,4","60,1","1,2",
22/01/2009 18.00,,"84,9","57,0","0,7","40,4","1,1",
22/01/2009 19.00,,"111,2","76,8","0,9","25,8","2,3",
22/01/2009 20.00,,"99,3","67,3","0,8","27,4","2,9",
22/01/2009 21.00,,"90,5","60,5","0,7","30,3","2,6",
22/01/2009 22.00,,"80,0","56,1","0,6","34,1","2,7",
22/01/2009 23.00,,"70,8","44,8","0,5","44,2","1,5",
23/01/2009 0.00,,"30,8","18,5","0,3","72,2","1,2",
23/01/2009 1.00,,"27,8","16,2","0,3","70,0","0,8",
23/01/2009 2.00,,"45,7","31,0","0,3","47,7","0,7",
23/01/2009 3.00,,"48,5","36,9","0,4","35,8","0,7",
23/01/2009 4.00,,"37,9","24,6","0,4","43,0","1,2",
23/01/2009 5.00,,"30,6","17,8","0,4","45,7","0,9",
23/01/2009 6.00,,"27,5","13,9","0,3","57,1","0,5",
23/01/2009 7.00,,"31,1","16,3","0,3","60,2",,
23/01/2009 8.00,,"38,4","21,5","0,4","56,3",,
23/01/2009 9.00,,"65,4","39,1","0,6","43,0",,
23/01/2009 10.00,,"50,9","31,1","0,5","47,0",,
23/01/2009 11.00,,"48,1","25,9","0,4","51,3",,
23/01/2009 12.00,,"51,5","25,7","0,5","47,1",,
23/01/2009 13.00,,"49,4","25,9","0,5","45,6",,
23/01/2009 14.00,,"62,6","36,1","0,6","36,2",,
23/01/2009 15.00,,"44,5","27,3","0,4","43,8",,
23/01/2009 16.00,,"40,9","24,5","0,4","44,5",,
23/01/2009 17.00,,"39,5","26,3","0,4","44,5",,
23/01/2009 18.00,,"46,0","33,6","0,5","38,0",,
23/01/2009 19.00,,"45,9","34,7","0,6","37,6",,
23/01/2009 20.00,,"71,8","49,0","0,7","29,1",,
23/01/2009 21.00,,"97,2","62,3","0,9","19,8",,
23/01/2009 22.00,,"82,2","51,4","0,7","21,0",,
23/01/2009 23.00,,"48,2","35,4","0,6","30,1",,
24/01/2009 0.00,,"39,6","30,4","0,5","36,1",,
24/01/2009 1.00,,"23,6","19,1","0,5","40,4",,
24/01/2009 2.00,"0,1",,,"0,3","62,1",,
24/01/2009 3.00,"0,0","9,2","5,5",,"77,3",,
24/01/2009 4.00,"0,0","6,3","3,9","0,2",,,
24/01/2009 5.00,"0,1","6,1","3,6","0,2","73,3",,
24/01/2009 6.00,"0,1","11,3","7,4","0,3","65,7",,
24/01/2009 7.00,"0,1","16,0","10,9","0,3","59,9",,
24/01/2009 8.00,"0,1","25,2","18,4","0,3","56,3",,
24/01/2009 9.00,"0,1","45,0","29,3","0,5","41,8",,
24/01/2009 10.00,"0,2","54,9","35,2","0,7","37,6",,
24/01/2009 11.00,"0,2","46,9","29,5","0,6","41,4",,
24/01/2009 12.00,"0,2","48,7","31,8","0,5","38,8",,
24/01/2009 13.00,"0,2","104,6","57,3","0,7","27,0",,
24/01/2009 14.00,"0,2","59,1","34,1","0,5","42,4",,
24/01/2009 15.00,"0,1","27,3","17,1","0,3","53,5",,
24/01/2009 16.00,"0,1","27,2","17,8","0,3","54,1",,
24/01/2009 17.00,"0,1","28,8","16,7","0,4","53,2",,
24/01/2009 18.00,"0,1","16,8","10,2","0,3","66,8",,
24/01/2009 19.00,"0,0","20,7","15,0","0,4","54,8",,
24/01/2009 20.00,"0,1","26,7","19,8","0,4","38,7",,
24/01/2009 21.00,"0,0","34,2","25,7","0,5","36,2",,
24/01/2009 22.00,"0,0","19,8","13,9","0,3","48,1",,
24/01/2009 23.00,"0,0","15,0","10,2","0,3","51,4",,
25/01/2009 0.00,"0,0","14,8","10,5","0,3","49,4",,
25/01/2009 1.00,"0,0","15,6","11,6","0,3","50,2",,
25/01/2009 2.00,"0,1","13,6","10,3","0,3","55,7",,
25/01/2009 3.00,"0,0","9,1","6,7","0,3","69,4",,
25/01/2009 4.00,"0,0","7,5","5,3","0,2","71,1",,
25/01/2009 5.00,"0,0","5,7","4,7","0,2","70,2",,
25/01/2009 6.00,"0,0","9,8","8,2","0,2","64,7",,
25/01/2009 7.00,"0,1","10,7","9,0","0,2","67,4",,
25/01/2009 8.00,"0,0","19,2","15,8","0,3","60,9",,
25/01/2009 9.00,"0,0","25,7","20,6","0,4","55,0",,
25/01/2009 10.00,"0,0","17,7","12,6","0,3","63,8",,
25/01/2009 11.00,"0,1","21,4","13,3","0,3","66,4",,
25/01/2009 12.00,"0,1","28,6","17,1","0,4","66,1",,
25/01/2009 13.00,"0,1","29,3","18,3","0,4","64,5",,
25/01/2009 14.00,"0,0","28,3","19,1","0,3","65,4",,
25/01/2009 15.00,"0,0","18,1","10,7","0,3","69,7",,
25/01/2009 16.00,"0,0","19,2","12,3","0,3","70,2",,
25/01/2009 17.00,"0,0","20,3","13,2","0,6","65,8",,
25/01/2009 18.00,"0,1","29,9","19,7","0,4","58,3",,
25/01/2009 19.00,"0,1","83,9","52,6","0,7","37,1",,
25/01/2009 20.00,"0,3","158,3","78,8","1,2","24,5",,
25/01/2009 21.00,"0,2","135,4","77,1","1,1","18,9",,
25/01/2009 22.00,"0,1","97,8","61,1","0,9","26,1",,
25/01/2009 23.00,"0,1","46,7","35,9","0,6","32,6",,
26/01/2009 0.00,"0,0","24,1","19,0","0,3","56,3",,
26/01/2009 1.00,,"27,3","21,5","0,3","48,2",,
26/01/2009 2.00,"0,1",,,"0,3","44,0",,
26/01/2009 3.00,"0,1","13,0","9,4",,"52,8",,
26/01/2009 4.00,"0,1","11,4","9,3","0,3",,,
26/01/2009 5.00,"0,1","13,7","12,3","0,4","39,0",,
26/01/2009 6.00,"0,1","26,6","22,4","0,4","31,8",,
26/01/2009 7.00,"0,1","64,3","41,5","0,5","18,4",,
26/01/2009 8.00,"0,2","65,5","36,7","0,5","18,9",,
26/01/2009 9.00,"0,3","95,8","48,7","0,7","18,7",,
26/01/2009 10.00,"0,2","65,0","38,0","0,5","32,2",,
26/01/2009 11.00,"0,3","44,0","24,8","0,5","45,7",,
26/01/2009 12.00,"0,2","35,5","20,8","0,4","59,8",,
26/01/2009 13.00,"0,2","35,5","20,6","0,3","66,1",,
26/01/2009 14.00,"0,2","33,8","19,1","0,3","68,7",,
26/01/2009 15.00,"0,2","29,2","15,3","0,3","72,9",,
26/01/2009 16.00,"0,1","31,3","18,7","0,3","71,9",,
26/01/2009 17.00,"0,2","34,4","23,3","0,3","65,6",,
26/01/2009 18.00,"0,2","52,5","39,8","0,4","47,9",,
26/01/2009 19.00,"0,2","59,4","45,5","0,4","41,5",,
26/01/2009 20.00,"0,2","42,5","32,4","0,4","49,7",,
26/01/2009 21.00,"0,1","35,3","26,3","0,4","55,9",,
26/01/2009 22.00,"0,1","31,2","22,1","0,3","60,3",,
26/01/2009 23.00,"0,2","22,9","14,4","0,3","66,3",,
27/01/2009 0.00,"0,1","15,8","8,9","0,3","71,1",,
27/01/2009 1.00,"0,1","13,6","7,6","0,3","70,2",,
27/01/2009 2.00,"0,1","11,1","5,0","0,2","74,2",,
27/01/2009 3.00,"0,1","8,1","3,0","0,2","79,5",,
27/01/2009 4.00,"0,1","10,2","5,3","0,3","69,7",,
27/01/2009 5.00,"0,1","10,7","6,1","0,3","63,4",,
27/01/2009 6.00,"0,1","22,5","16,2","0,3","52,5",,
27/01/2009 7.00,"0,1","34,7","27,8","0,4","43,2",,
27/01/2009 8.00,"0,1","62,2","42,3","0,4","30,2",,
27/01/2009 9.00,"0,2","104,0","57,8","0,6","24,7",,
27/01/2009 10.00,"0,2","81,1","49,8","0,6","37,0",,
27/01/2009 11.00,"0,1","53,4","35,9","0,5","51,3",,
27/01/2009 12.00,,"37,7","26,8","0,4","59,4",,
27/01/2009 13.00,,"49,1","34,8","0,5","57,0",,
27/01/2009 14.00,"0,5","42,7","26,8","0,4","65,7","2,5",
27/01/2009 15.00,"0,3","44,4","24,7","0,3","69,1","1,3",
27/01/2009 16.00,"0,3","34,3","18,3","0,3","74,1","1,1",
27/01/2009 17.00,"0,2","41,1","24,9","0,4","66,1","1,3",
27/01/2009 18.00,"0,3","82,1","51,0","0,6","44,0","1,4",
27/01/2009 19.00,"0,4","75,6","50,8","0,6","39,0","2,1",
27/01/2009 20.00,"0,4","67,1","42,6","0,5","41,0","1,8",
27/01/2009 21.00,"0,3","81,5","52,8","0,5","33,6","1,7",
27/01/2009 22.00,"0,3","64,8","46,4","0,6","38,6","2,0",
27/01/2009 23.00,"0,3","52,8","37,7","0,6","41,1","2,2",
28/01/2009 0.00,"0,2","35,8","25,5","0,5","50,6","1,6",
28/01/2009 1.00,,"23,2","15,0","0,4","55,8","2,4",
28/01/2009 2.00,"0,1",,,"0,4","52,3","1,4",
28/01/2009 3.00,"0,1","16,8","9,2",,"49,2","1,2",
28/01/2009 4.00,"0,1","23,4","15,9","0,3",,"0,9",
28/01/2009 5.00,"0,2","25,5","17,9","0,3","39,0","1,1",
28/01/2009 6.00,"0,2","31,5","20,2","0,3","50,4","1,3",
28/01/2009 7.00,"0,3","74,1","46,2","0,5","21,2","0,9",
28/01/2009 8.00,"0,4","208,5","84,2","0,7","14,8","1,7",
28/01/2009 9.00,"0,8","252,6","100,6","1,2","16,6",,
28/01/2009 10.00,"0,3","115,1","62,6","0,7","30,0",,
28/01/2009 11.00,"0,2","59,4","36,5","0,4","54,7",,
28/01/2009 12.00,"0,3","43,5","25,4","0,3","63,9",,
28/01/2009 13.00,"0,3","50,2","29,2","0,3","60,2",,
28/01/2009 14.00,"0,2","57,4","31,3","0,5","56,0",,
28/01/2009 15.00,"0,2","50,3","30,4","0,3","64,3",,
28/01/2009 16.00,"0,2","44,7","26,6","0,4","62,9",,
28/01/2009 17.00,"0,2","58,2","35,1","0,5","54,6",,
28/01/2009 18.00,"0,2","90,6","58,7","0,6","39,0",,
28/01/2009 19.00,"0,2","77,2","54,6","0,6","39,5",,
28/01/2009 20.00,"0,2","91,9","64,0","0,6","29,0",,
28/01/2009 21.00,"0,2","95,7","62,5","0,7","25,7",,
28/01/2009 22.00,"0,2","67,3","48,6","0,5","33,9",,
28/01/2009 23.00,"0,1","52,2","38,5","0,5","34,3",,
29/01/2009 0.00,"0,2","39,5","28,4","0,4","39,5",,
29/01/2009 1.00,"0,2","28,8","18,7","0,4","48,2",,
29/01/2009 2.00,"0,1","21,4","13,3","0,3","53,0",,
29/01/2009 3.00,"0,1","15,7","9,2","0,3","55,9",,
29/01/2009 4.00,"0,2","20,1","12,6","0,3","54,6",,
29/01/2009 5.00,"0,2","18,4","11,3","0,3","60,6",,
29/01/2009 6.00,"0,2","21,1","13,5","0,3","58,3",,
29/01/2009 7.00,"0,2","31,7","22,3","0,3","58,7",,
29/01/2009 8.00,"0,2","45,2","31,8","0,4","49,4",,
29/01/2009 9.00,"0,1","50,5","33,7","0,5","44,2",,
29/01/2009 10.00,"0,2","54,6","34,1","0,6","38,6",,
29/01/2009 11.00,"0,2","47,3","28,0","0,5","40,8",,
29/01/2009 12.00,"0,2","41,0","24,2","0,5","43,6",,
29/01/2009 13.00,"0,2","33,2","17,7","0,5","50,5",,
29/01/2009 14.00,"0,3","33,1","16,6","0,5","54,2",,
29/01/2009 15.00,"0,3","34,8","18,4","0,5","54,9",,
29/01/2009 16.00,"0,1","34,5","16,7","0,5","61,0","2,0",
29/01/2009 17.00,"0,2","40,6","20,5","0,5","54,1","2,1",
29/01/2009 18.00,"0,2","46,5","26,3","0,6","51,8","2,2",
29/01/2009 19.00,"0,2","40,2","24,2","0,6","44,6","2,8",
29/01/2009 20.00,"0,2","62,4","40,0","0,7","30,5","2,3",
29/01/2009 21.00,"0,2","55,9","36,4","0,6","33,7","2,8",
29/01/2009 22.00,"0,2","48,0","33,6","0,5","37,1","2,6",
29/01/2009 23.00,"0,2","32,9","22,8","0,5","43,6","3,0",
30/01/2009 0.00,"0,2","33,0","22,8","0,5","41,5","2,5",
30/01/2009 1.00,,"20,0","13,1","0,4","49,7","2,0",
30/01/2009 2.00,"0,2",,,"0,4","52,5",,
30/01/2009 3.00,"0,3","17,6","11,2",,"49,3",,
30/01/2009 4.00,"0,2","19,1","12,7","0,4",,,
30/01/2009 5.00,"0,2","16,0","10,3","0,4","45,8",,
30/01/2009 6.00,"0,2","24,0","15,7","0,4","40,6",,
30/01/2009 7.00,"0,3","31,9","21,1","0,4","36,6",,
30/01/2009 8.00,"0,2","39,5","26,9",,"32,9",,
30/01/2009 9.00,"0,2","37,5","27,4","0,6","35,4",,
30/01/2009 10.00,"0,2","43,7","28,5","0,6","35,9","2,5",
30/01/2009 11.00,"0,3","44,1","27,1","0,5","32,7","2,5",
30/01/2009 12.00,"0,2","42,3","23,7","0,5","39,1","2,3",
30/01/2009 13.00,"0,3","42,5","23,1","0,6","42,3","2,4",
30/01/2009 14.00,"0,2","44,7","24,9","0,5","46,1","2,7",
30/01/2009 15.00,"0,2","49,2","27,6","0,5","46,6","2,7",
30/01/2009 16.00,"0,3","68,7","42,2","0,5","35,2","2,1",
30/01/2009 17.00,"0,2","59,7","41,6","0,7","36,9","2,5",
30/01/2009 18.00,"0,1","39,1","26,2","0,5","53,1","2,7",
30/01/2009 19.00,"0,2","54,1","40,1","0,6","46,4","2,1",
30/01/2009 20.00,"0,2","46,4","35,5","0,7","45,8","2,4",
30/01/2009 21.00,"0,1","49,9","36,8","0,6","48,7","2,8",
30/01/2009 22.00,"0,2","49,8","36,3","0,6","45,0","2,6",
30/01/2009 23.00,"0,2","44,2","35,9","0,6","35,8","2,3",
31/01/2009 0.00,"0,2","20,1","15,5","0,4","53,5","2,4",
31/01/2009 1.00,"0,1","31,4","24,8","0,5","46,6","1,8",
31/01/2009 2.00,"0,1","33,1","28,0","0,4","39,4","2,0",
31/01/2009 3.00,"0,1","20,4","17,2","0,4","44,9","1,8",
31/01/2009 4.00,"0,2","20,1","15,9","0,4","46,6","1,8",
31/01/2009 5.00,"0,2","14,9","10,6","0,4","50,5","1,7",
31/01/2009 6.00,"0,1","27,1","19,9","0,4","41,8","1,6",
31/01/2009 7.00,"0,2","31,4","23,2","0,5","38,9","1,9",
31/01/2009 8.00,"0,2","32,1","22,9","0,4","41,6","2,0",
31/01/2009 9.00,"0,2","51,2","35,4","0,6","34,0","1,9",
31/01/2009 10.00,"0,2","52,3","35,3","0,6","33,8","2,3",
31/01/2009 11.00,"0,3","46,3","32,9","0,6","38,3","2,6",
31/01/2009 12.00,"0,2","36,9","24,0","0,5","44,8","2,3",
31/01/2009 13.00,"0,2","33,7","21,2","0,5","49,7","2,2",
31/01/2009 14.00,"0,2","39,6","22,7","0,5","49,6","2,2",
31/01/2009 15.00,"0,2","39,7","25,6","0,5","45,9","2,4",
31/01/2009 16.00,"0,2","36,1","23,4","0,5","49,0","2,2",
31/01/2009 17.00,"0,2","50,3","37,1","0,6","42,2","2,2",
31/01/2009 18.00,"0,2","47,3","33,0","0,7","45,6","2,5",
31/01/2009 19.00,"0,2","88,1","60,3","1,0","30,1","2,8",
31/01/2009 20.00,"0,3","114,7","71,6","1,1","20,9","4,2",
31/01/2009 21.00,"0,8","237,0","89,7","1,7","16,5","4,8",
31/01/2009 22.00,"0,6","209,3","85,7","1,5","15,7","6,8",
31/01/2009 23.00,"0,4","156,2","72,7","1,2","15,0","6,1",
01/02/2009 0.00,"0,4","140,9","71,1","1,4","16,2","5,1",
01/02/2009 1.00,,"93,6","57,6","1,1","18,6","5,8",
01/02/2009 2.00,,,,"1,1","16,2","5,2",
01/02/2009 3.00,,"74,1","46,3",,"17,2","5,1",
01/02/2009 4.00,,"20,7","17,2","0,5",,"4,0",
01/02/2009 5.00,,"14,8","12,7","0,6","38,3","2,2",
01/02/2009 6.00,,"25,4","20,8","0,6","30,3","2,8",
01/02/2009 7.00,,"29,8","24,6","0,6","31,7","3,1",
01/02/2009 8.00,,"31,6","25,0","0,5","34,3","2,8",
01/02/2009 9.00,,"22,3","18,0","0,4","44,2","2,1",
01/02/2009 10.00,,"19,1","14,5","0,5","48,6","2,0",
01/02/2009 11.00,,"17,1","12,7","0,4","57,4","2,1",
01/02/2009 12.00,,"17,2","11,6","0,4","63,2","2,3",
01/02/2009 13.00,,"16,1","10,6","0,4","69,6","1,8",
01/02/2009 14.00,,"13,7","8,9","0,4","74,2","1,6",
01/02/2009 15.00,,"13,5","8,5","0,3","72,8","1,4",
01/02/2009 16.00,,"11,3","5,5","0,3","74,7","1,3",
01/02/2009 17.00,,"10,1","5,3","0,4","74,0","1,2",
01/02/2009 18.00,,"10,7","5,7","0,3","74,9","1,3",
01/02/2009 19.00,,"9,5","6,4","0,3","74,1","1,1",
01/02/2009 20.00,,"12,0","8,3","0,3","72,1","1,1",
01/02/2009 21.00,,"24,8","19,4","0,4","58,4","0,6",
01/02/2009 22.00,,"26,6","21,9","0,3","56,3","1,1",
01/02/2009 23.00,,"15,9","12,7","0,3","66,3","1,0",
02/02/2009 0.00,,"12,1","9,7","0,3","74,8","0,8",
02/02/2009 1.00,,"7,5","5,4","0,2","78,2","0,6",
02/02/2009 2.00,,"6,3","3,9","0,3","76,0","0,5",
02/02/2009 3.00,,"6,5","3,7","0,3","73,0","0,6",
02/02/2009 4.00,,"8,6","4,7","0,3","72,0","0,6",
02/02/2009 5.00,,"7,6","3,7","0,3","68,6","0,6",
02/02/2009 6.00,,"14,5","9,7","0,3","60,5","0,7",
02/02/2009 7.00,,"27,6","23,0","0,3","52,0","0,9",
02/02/2009 8.00,,"40,4","30,4","0,3","44,9","0,8",
02/02/2009 9.00,,"46,7","33,2","0,4","44,6","1,3",
02/02/2009 10.00,,"23,4","16,2","0,3","62,7","1,2",
02/02/2009 11.00,,"23,8","15,2","0,3","68,2","1,0",
02/02/2009 12.00,,"32,1","19,6","0,3","72,2","1,2",
02/02/2009 13.00,,"31,8","18,9","0,3","75,5","0,9",
02/02/2009 14.00,,"27,5","16,7","0,3","77,1","0,9",
02/02/2009 15.00,,"22,6","12,8","0,3","79,5","0,8",
02/02/2009 16.00,"0,4","26,4","17,3","0,3","79,0","0,8",
02/02/2009 17.00,"0,3","26,0","17,8","0,3","73,2","1,2",
02/02/2009 18.00,"0,2","30,3","22,4","0,3","66,3","1,1",
02/02/2009 19.00,"0,1","26,3","19,0","0,3","69,5","1,0",
02/02/2009 20.00,"0,1","26,6","18,8","0,3","72,4","0,9",
02/02/2009 21.00,"0,2","20,3","13,0","0,3","80,9","0,9",
02/02/2009 22.00,"0,1","18,5","11,7","0,3","83,2","0,7",
02/02/2009 23.00,"0,1","12,0","6,7","0,3","86,3","0,8",
03/02/2009 0.00,"0,3","11,0","5,9","0,3","86,2","0,7",
03/02/2009 1.00,,"8,3","4,2","0,2","84,8","0,7",
