, Brindisi,,,,,,
18/02/2009 7.00,"0,0","31,4","21,5","0,3","61,1","0,8",
18/02/2009 8.00,"0,1","61,0","41,1","0,4","44,4","1,0",
18/02/2009 9.00,"0,2","98,4","60,0","0,7","33,9","1,3",
18/02/2009 10.00,"0,1","74,3","50,7","0,6","47,3","2,6",
18/02/2009 11.00,"0,1","75,9","50,6","0,6","46,9","2,1",
18/02/2009 12.00,"0,1","89,7","56,6","0,6","39,2","2,1",
18/02/2009 13.00,"0,1","87,9","58,6","0,6","37,5","2,3",
18/02/2009 14.00,"0,0","62,4","41,6","0,5","53,0","2,3",
18/02/2009 15.00,"0,1","53,4","37,3","0,5","47,1","1,7",
18/02/2009 16.00,"0,0","36,0","24,0","0,4","59,8","1,8",
18/02/2009 17.00,"0,0","37,3","26,9","0,4","57,0","1,7",
18/02/2009 18.00,"0,0","39,0","29,2","0,5","54,2","1,7",
18/02/2009 19.00,"0,0","32,8","25,5","0,5","56,6","1,7",
18/02/2009 20.00,"0,0","33,9","25,7","0,5","57,7","1,9",
18/02/2009 21.00,"0,0","35,2","27,4","0,5","57,2","1,9",
18/02/2009 22.00,"0,0","31,9","25,9","0,5","57,9","1,9",
18/02/2009 23.00,"0,0","20,6","18,1","0,4","62,7","1,8",
19/02/2009 0.00,"0,0","17,4","15,0","0,4","64,2","1,8",
19/02/2009 1.00,,"11,1","9,3","0,4","69,3","1,6",
19/02/2009 2.00,"0,1",,,"0,4","71,2","1,6",
19/02/2009 3.00,"0,1","7,2","5,4",,"71,0","1,4",
19/02/2009 4.00,"0,1","7,7","5,4","0,3",,"1,3",
19/02/2009 5.00,"0,1","8,8","5,8","0,3","67,8","1,3",
19/02/2009 6.00,"0,1","12,0","8,6","0,4","67,4","1,4",
19/02/2009 7.00,"0,1","19,1","14,6","0,4","67,3","1,3",
19/02/2009 8.00,"0,1","23,3","17,0","0,4","64,2","1,8",
19/02/2009 9.00,"0,2","27,7","20,4","0,5","62,6","1,6",
19/02/2009 10.00,"0,2","25,7","17,5","0,4","65,0","2,1",
19/02/2009 11.00,"1,0","24,2","16,1","0,4","65,7","1,7",
19/02/2009 12.00,"1,5","31,0","17,9","0,4","63,7","1,8",
19/02/2009 13.00,"1,5","38,8","22,7","0,5","62,0","1,9",
19/02/2009 14.00,"2,0","40,4","22,8","0,5","62,1","1,9",
19/02/2009 15.00,"1,6","36,8","23,1","0,4","64,1","2,3",
19/02/2009 16.00,"1,8","37,8","22,5","0,4","67,6","1,9",
19/02/2009 17.00,"1,2","36,0","21,7","0,4","67,9","2,1",
19/02/2009 18.00,"1,1","33,3","21,1","0,4","67,7","2,0",
19/02/2009 19.00,"1,1","26,0","17,3","0,4","70,1","1,9",
19/02/2009 20.00,"1,0","27,0","18,5","0,4","70,3","2,3",
19/02/2009 21.00,"1,0","18,9","14,4","0,4","72,0","2,2",
19/02/2009 22.00,"1,2","17,1","13,6","0,4","69,8","1,6",
19/02/2009 23.00,"1,0","12,4","10,3","0,3","68,9","1,6",
20/02/2009 0.00,"0,8","11,1","9,2","0,3","67,9","1,3",
20/02/2009 1.00,"0,7","7,9","6,6","0,3","69,5","1,2",
20/02/2009 2.00,"0,7","6,5","5,1","0,3","71,1","1,2",
20/02/2009 3.00,"0,6","6,2","5,0","0,3","71,4","1,4",
20/02/2009 4.00,"0,7","7,1","4,9","0,3","70,7","1,0",
20/02/2009 5.00,"0,9","7,3","5,2","0,3","70,5","1,1",
20/02/2009 6.00,"0,6","8,6","6,1","0,3","70,2","1,1",
20/02/2009 7.00,"0,4","11,9","8,8","0,3","70,4","1,0",
20/02/2009 8.00,"0,7","18,4","13,2","0,3","68,6","1,0",
20/02/2009 9.00,"0,7","22,5","16,2","0,4","68,6","1,1",
20/02/2009 10.00,"1,3","21,4","14,1","0,3","70,4","1,5",
20/02/2009 11.00,"1,9","22,6","12,8","0,3","72,2","0,7",
20/02/2009 12.00,"2,0","25,2","13,5","0,3","76,8","1,3",
20/02/2009 13.00,"1,8","28,5","13,7","0,3","79,7","1,0",
20/02/2009 14.00,"2,0","35,2","17,5","0,3","80,0","0,6",
20/02/2009 15.00,"1,1","32,2","14,8","0,3","82,6","1,3",
20/02/2009 16.00,"0,4","37,2","18,6","0,3","78,1","1,1",
20/02/2009 17.00,"0,5","31,0","15,6","0,3","82,0","1,1",
20/02/2009 18.00,"0,4","34,6","21,5","0,3","78,0","1,2",
20/02/2009 19.00,"0,3","30,1","19,3","0,4","77,3","1,3",
20/02/2009 20.00,"0,2","33,5","22,5","0,3","75,1","1,4",
20/02/2009 21.00,"0,2","33,5","22,5","0,4","74,1","1,2",
20/02/2009 22.00,"0,2","22,9","16,2","0,3","76,3","1,5",
20/02/2009 23.00,"0,2","15,4","10,7","0,3","77,1","1,0",
21/02/2009 0.00,"0,2","14,9","9,9","0,3","79,2","1,1",
21/02/2009 1.00,,"14,4","9,6","0,3","75,4","0,9",
21/02/2009 2.00,"0,5",,,"0,3","76,9","1,1",
21/02/2009 3.00,"0,5","9,9","5,9",,"75,5","0,8",
21/02/2009 4.00,"0,5","11,0","5,8","0,2",,"0,9",
21/02/2009 5.00,"0,5","11,4","5,4","0,2","74,4","0,7",
21/02/2009 6.00,"0,6","11,9","6,0","0,2","71,1","0,9",
21/02/2009 7.00,"0,6","16,1","9,8","0,2","69,0","0,7",
21/02/2009 8.00,"0,8","16,4","9,4","0,2","69,4","0,9",
21/02/2009 9.00,"1,1","18,1","10,5","0,4","70,4","0,7",
21/02/2009 10.00,"1,8","32,4","16,8","0,3","67,9","1,1",
21/02/2009 11.00,"2,0","43,4","22,4","0,4","66,3","1,1",
21/02/2009 12.00,"2,6","73,7","35,2","0,4","60,9","1,2",
21/02/2009 13.00,"2,5","58,4","27,6","0,4","66,3","1,4",
21/02/2009 14.00,"2,7","46,6","20,1","0,4","72,9","1,5",
21/02/2009 15.00,"2,0","38,7","14,1","0,3","77,3","1,9",
21/02/2009 16.00,"2,1","43,7","16,8","0,3","75,2","1,2",
21/02/2009 17.00,"1,5","46,0","18,5","0,3","70,2","1,5",
21/02/2009 18.00,"0,7","42,6","18,6","0,3","70,6","1,2",
21/02/2009 19.00,"0,6","32,7","15,5","0,3","75,8","1,2",
21/02/2009 20.00,"0,5","35,9","20,5","0,4","71,8","1,3",
21/02/2009 21.00,"0,4","44,9","28,4","0,4","58,7","1,3",
21/02/2009 22.00,"0,5","54,9","36,8","0,5","51,3","1,5",
21/02/2009 23.00,"0,6","33,9","21,9","0,4","58,1","2,0",
22/02/2009 0.00,"0,5","33,5","22,2","0,4","57,9","1,1",
22/02/2009 1.00,"0,4","23,5","13,9","0,3","69,4","1,2",
22/02/2009 2.00,"0,5","19,6","11,6","0,3","64,3","0,9",
22/02/2009 3.00,"0,7","24,3","15,4","0,3","49,7","1,1",
22/02/2009 4.00,"0,8","22,9","13,6","0,3","54,0","1,0",
22/02/2009 5.00,"0,8","16,2","9,9","0,3","57,0","0,9",
22/02/2009 6.00,"1,3","17,6","11,0","0,3","56,8","1,1",
22/02/2009 7.00,"1,0","20,6","14,0","0,3","52,1","0,9",
22/02/2009 8.00,"1,2","27,1","18,0","0,4","47,5","1,2",
22/02/2009 9.00,"1,1","32,1","22,1","0,4","41,8","1,1",
22/02/2009 10.00,"0,8","35,8","20,0","0,5","44,0","1,2",
22/02/2009 11.00,"2,0","29,2","15,1","0,4","53,8","1,5",
22/02/2009 12.00,"2,0","27,4","12,3","0,4","66,2","1,4",
22/02/2009 13.00,"2,2","33,9","15,7","0,4","67,2","1,4",
22/02/2009 14.00,"1,8","28,7","12,0","0,4","75,8","1,4",
22/02/2009 15.00,"1,7","23,8","9,4","0,4","80,0","1,4",
22/02/2009 16.00,"1,9","24,2","9,7","0,4","86,1","1,2",
22/02/2009 17.00,"1,8","28,8","13,0","0,4","85,1","1,2",
22/02/2009 18.00,"0,9","25,5","11,6","0,4","84,2","1,5",
22/02/2009 19.00,"1,0","23,6","13,0","0,4","84,8","1,3",
22/02/2009 20.00,"1,0","24,7","14,1","0,4","83,1","1,9",
22/02/2009 21.00,"1,0","24,0","15,6","0,4","81,5","1,2",
22/02/2009 22.00,"1,5","20,2","13,3","0,4","82,2","1,4",
22/02/2009 23.00,"1,4","14,3","9,1","0,4","84,6","1,3",
23/02/2009 0.00,"1,3","14,4","9,3","0,4","84,8","1,3",
23/02/2009 1.00,,"9,9","6,6","0,4","85,9","1,3",
23/02/2009 2.00,"1,7",,,"0,4","86,3","1,4",
23/02/2009 3.00,"2,3","9,6","6,8",,"85,0","1,3",
23/02/2009 4.00,"3,0","10,0","6,9","0,3",,"1,3",
23/02/2009 5.00,"2,8","10,9","7,1","0,3","86,6","1,3",
23/02/2009 6.00,"2,9","11,2","7,5","0,3","86,4","1,3",
23/02/2009 7.00,"2,3","24,0","19,6","0,4","76,5","1,3",
23/02/2009 8.00,"2,9","39,5","30,9","0,5","69,8","1,6",
23/02/2009 9.00,"5,0","33,5","24,2","0,5","74,6","1,8",
23/02/2009 10.00,"4,4","29,3","17,8","0,4","80,7","1,9",
23/02/2009 11.00,"4,1","29,1","13,9","0,4","84,2","1,9",
23/02/2009 12.00,"4,0","38,3","16,5","0,4","83,9","1,7",
23/02/2009 13.00,"3,5","44,3","18,6","0,4","84,6","1,6",
23/02/2009 14.00,"3,4","48,5","20,0","0,4","84,7","1,7",
23/02/2009 15.00,"3,3","46,1","19,5","0,4","87,1","1,7",
23/02/2009 16.00,"3,0","46,7","20,1","0,4","85,9","1,5",
23/02/2009 17.00,"2,5","58,0","30,3","0,4","80,3","1,6",
23/02/2009 18.00,"1,5","48,8","25,7","0,5","81,8","1,7",
23/02/2009 19.00,"0,9","75,7","47,5","0,6","65,8","2,1",
23/02/2009 20.00,"0,9","108,7","72,3","0,7","43,9","2,2",
23/02/2009 21.00,"0,9","171,4","101,4","1,0","27,3","2,4",
23/02/2009 22.00,"1,9","393,9","155,1","1,8","19,2","2,8",
23/02/2009 23.00,"1,0","226,9","117,9","1,5","17,9","6,7",
24/02/2009 0.00,"0,9","195,9","102,5","1,2","15,1","4,8",
24/02/2009 1.00,"0,6","108,2","75,7","1,2","15,8","4,2",
24/02/2009 2.00,"0,4","83,0","60,7","1,1","16,6","3,2",
24/02/2009 3.00,"0,3","57,6","48,3","1,0","21,2","3,2",
24/02/2009 4.00,"0,2","42,0","35,8","0,8","28,8","2,8",
24/02/2009 5.00,"0,2","39,5","33,7","0,8","30,1","2,7",
24/02/2009 6.00,"0,3","92,0","52,6","1,2","18,1","2,6",
24/02/2009 7.00,"1,2","253,4","86,5","1,7","12,8","3,1",
24/02/2009 8.00,"2,0","406,5","125,7","2,2","13,9","4,6",
24/02/2009 9.00,"1,6","241,6","111,4","1,4","20,0","6,3",
24/02/2009 10.00,"2,3","172,5","93,8","1,4","32,0","5,9",
24/02/2009 11.00,"2,9","42,8","23,6","0,5","79,9","4,9",
24/02/2009 12.00,"2,6","42,4","20,5","0,4","86,6","2,1",
24/02/2009 13.00,"2,6","49,7","22,8","0,4","88,6","1,8",
24/02/2009 14.00,"2,6","55,2","23,5","0,4","89,8","1,6",
24/02/2009 15.00,"2,2","49,4","19,1","0,4","94,8","1,7",
24/02/2009 16.00,"2,0","53,1","21,5","0,4","92,8","1,9",
24/02/2009 17.00,"1,2","63,5","29,0","0,5","87,0","1,5",
24/02/2009 18.00,"0,7","61,0","34,3","0,4","86,1","1,7",
24/02/2009 19.00,"0,2","108,4","79,2","0,8","47,6","1,6",
24/02/2009 20.00,"1,3","311,9","142,8","1,7","21,9","3,3",
24/02/2009 21.00,"2,4","475,4","175,0","2,3","17,6","6,7",
24/02/2009 22.00,"2,0","399,9","148,8","2,0","15,3","8,7",
24/02/2009 23.00,"1,0","247,9","119,0","1,4","15,8","7,1",
25/02/2009 0.00,"0,4","111,1","68,4","0,8","36,1","5,3",
25/02/2009 1.00,,"28,7","20,3","0,4","79,2","2,9",
25/02/2009 2.00,"0,2",,,"0,4","68,9","2,1",
25/02/2009 3.00,"0,1","21,8","12,2",,"84,0","1,7",
25/02/2009 4.00,"0,2","24,9","15,1","0,3",,"1,2",
25/02/2009 5.00,"0,1","14,5","5,8","0,3","86,6","1,1",
25/02/2009 6.00,"0,1","16,4","8,2","0,4","85,2","1,2",
25/02/2009 7.00,"0,2","25,9","16,3","0,4","75,1","1,6",
25/02/2009 8.00,"0,6","29,5","18,2","0,4","75,2","1,4",
25/02/2009 9.00,"2,2","37,3","21,9","0,4","73,8","1,7",
25/02/2009 10.00,"3,8","40,3","21,7","0,4","77,5","1,6",
25/02/2009 11.00,"5,0","53,1","29,2","0,4","79,1","1,7",
25/02/2009 12.00,"6,3","56,0","29,1","0,4","83,2","1,7",
25/02/2009 13.00,"6,1","53,8","26,3","0,4","88,8","0,9",
25/02/2009 14.00,"5,0","50,5","21,6","0,4","95,1","1,7",
25/02/2009 15.00,"3,6","39,6","14,1","0,3","100,5","1,8",
25/02/2009 16.00,"3,2","37,6","13,0","0,3","99,2","1,6",
25/02/2009 17.00,"2,1","40,4","16,0","0,3","91,6","1,7",
25/02/2009 18.00,"1,3","34,6","14,1","0,3","94,6","1,3",
25/02/2009 19.00,"1,4","33,5","17,2","0,4","90,1","1,3",
25/02/2009 20.00,"1,2","31,0","17,3","0,4","90,3","1,6",
25/02/2009 21.00,"1,6","35,4","21,2","0,4","87,6","1,6",
25/02/2009 22.00,"2,2","27,4","15,8","0,4","92,9","1,5",
25/02/2009 23.00,"2,6","23,4","13,7","0,4","94,8","1,7",
26/02/2009 0.00,"3,0","30,1","19,8","0,4","90,5","1,4",
26/02/2009 1.00,"3,7","17,9","10,2","0,3","96,7","1,5",
26/02/2009 2.00,"3,2","13,1","6,0","0,3","100,0","1,2",
26/02/2009 3.00,"2,9","10,6","5,1","0,3","100,7","1,2",
26/02/2009 4.00,"3,1","10,6","5,1","0,3","99,9","1,1",
26/02/2009 5.00,"3,1","10,6","5,6","0,3","99,2","1,2",
26/02/2009 6.00,"2,4","11,1","5,8","0,3","98,3","1,0",
26/02/2009 7.00,"1,9","15,3","9,6","0,3","92,9","1,0",
26/02/2009 8.00,"2,5","20,9","13,9","0,4","88,6","1,0",
26/02/2009 9.00,"4,0","28,1","18,4","0,4","84,8","1,2",
26/02/2009 10.00,"5,6","40,0","23,5","0,4","79,7","1,4",
26/02/2009 11.00,"5,8","33,8","15,2","0,3","83,5","1,3",
26/02/2009 12.00,"4,1","39,5","15,3","0,3","81,1","1,0",
26/02/2009 13.00,"3,0","41,6","13,8","0,3","81,9","0,6",
26/02/2009 14.00,"2,4","49,8","18,2","0,3","79,9","1,2",
26/02/2009 15.00,"1,8","51,6","20,8","0,3","79,0","1,6",
26/02/2009 16.00,"1,2","52,1","21,1","0,4","75,3","1,4",
26/02/2009 17.00,"0,8","53,9","25,2","0,4","72,9","1,5",
26/02/2009 18.00,"0,3","52,5","27,5","0,5","69,5","1,5",
26/02/2009 19.00,"0,2","71,2","49,2","0,6","51,4","2,1",
26/02/2009 20.00,"0,2","70,7","49,1","0,6","49,7","2,1",
26/02/2009 21.00,"0,1","70,5","51,0","0,6","49,0","2,2",
26/02/2009 22.00,"0,1","61,6","44,6","0,6","50,2","2,3",
26/02/2009 23.00,"0,1","40,1","28,8","0,5","60,1","2,0",
27/02/2009 0.00,"0,0","34,9","23,8","0,5","55,9","1,9",
27/02/2009 1.00,,"29,0","19,8","0,5","58,0","1,9",
27/02/2009 2.00,"0,2",,,"0,5","62,8","1,8",
27/02/2009 3.00,"0,2","17,7","11,0",,"63,5","1,5",
27/02/2009 4.00,"0,1","16,2","10,3","0,4",,"1,3",
27/02/2009 5.00,"0,2","17,1","11,1","0,4","61,1","1,2",
27/02/2009 6.00,"0,2","22,4","15,7","0,4","56,7","1,2",
27/02/2009 7.00,"0,2","39,5","30,3","0,5","49,5","1,2",
27/02/2009 8.00,"0,3","61,0","44,5","0,6","40,6","1,4",
27/02/2009 9.00,"0,4","79,4","54,2","0,7","39,2","2,2",
27/02/2009 10.00,"0,7","64,2","40,3","0,5","51,0","2,7",
27/02/2009 11.00,"1,0","61,9","36,2","0,5","55,8","2,0",
27/02/2009 12.00,"1,7","57,0","28,7","0,4","66,6","2,5",
27/02/2009 13.00,"1,7","64,2","31,2","0,5","69,8","2,2",
27/02/2009 14.00,"1,5","71,1","32,0","0,4","74,3","2,6",
27/02/2009 15.00,"0,6","62,9","24,2","0,4","77,7","1,7",
27/02/2009 16.00,"0,6","54,4","24,2","0,4","79,0","2,1",
27/02/2009 17.00,"0,4","51,0","23,7","0,4","80,6","1,6",
27/02/2009 18.00,"0,3","58,1","32,5","0,4","70,2","1,3",
27/02/2009 19.00,"0,3","70,8","43,4","0,5","61,7","1,6",
27/02/2009 20.00,"0,3","94,7","68,0","0,7","42,8","2,0",
27/02/2009 21.00,"0,3","89,2","64,1","0,7","37,2","2,5",
27/02/2009 22.00,"0,2","72,0","51,7","0,6","41,1","2,6",
27/02/2009 23.00,"0,2","54,9","40,1","0,5","50,5","2,5",
28/02/2009 0.00,"0,2","52,0","36,5","0,5","52,2","2,1",
28/02/2009 1.00,"0,2","42,4","29,7","0,5","52,3","1,8",
28/02/2009 2.00,"0,2","32,4","21,5","0,4","54,6","1,8",
28/02/2009 3.00,"0,2","26,4","16,1","0,4","62,7","1,5",
28/02/2009 4.00,"0,1","26,7","15,9","0,4","65,1","1,7",
28/02/2009 5.00,"0,1","26,0","15,0","0,3","66,2","1,2",
28/02/2009 6.00,"0,1","28,3","16,4","0,3","68,7","1,0",
28/02/2009 7.00,"0,1","35,8","24,0","0,4","65,0","1,1",
28/02/2009 8.00,"0,2","42,4","27,8","0,4","62,3","1,1",
28/02/2009 9.00,"0,2","45,4","28,8","0,5","63,0","1,3",
28/02/2009 10.00,"0,3","41,0","21,9","0,5","70,5","1,5",
28/02/2009 11.00,"0,4","44,7","21,9","0,4","76,8","1,5",
28/02/2009 12.00,"0,6","46,9","21,5","0,4","82,8","1,3",
28/02/2009 13.00,"0,5","52,1","23,4","0,4","85,6","1,4",
28/02/2009 14.00,"0,7","53,8","23,3","0,5","91,4","1,6",
28/02/2009 15.00,"0,6","41,4","14,8","0,4","99,0","1,8",
28/02/2009 16.00,"0,6","45,1","17,0","0,4","98,9","1,2",
28/02/2009 17.00,"0,5","58,2","27,5","0,5","91,3","1,2",
28/02/2009 18.00,,,,,,,
28/02/2009 19.00,"0,2","127,8","74,3",,"47,2",,
28/02/2009 20.00,"0,2","110,6","75,4","0,8","43,2",,
28/02/2009 21.00,"0,2","106,8","73,1","0,8","39,6","2,8",
28/02/2009 22.00,"0,3","86,9","64,4","1,0","36,7","3,0",
28/02/2009 23.00,"0,2","113,4","68,6","1,1","24,9","4,5",
01/03/2009 0.00,"0,4","109,8","65,4","1,1","28,0","4,8",
01/03/2009 1.00,,"58,6","37,6","0,7","40,2","4,7",
01/03/2009 2.00,"0,4",,,"0,7","37,9","2,7",
01/03/2009 3.00,"0,4","40,7","26,4",,"42,6","2,5",
01/03/2009 4.00,"0,4","30,9","19,4","0,5",,"2,5",
01/03/2009 5.00,"0,4","25,2","13,7","0,5","49,2","1,6",
01/03/2009 6.00,"0,4","43,2","29,3","0,5","32,3","1,7",
01/03/2009 7.00,"0,4","44,0","28,1","0,5","27,9","2,1",
01/03/2009 8.00,"0,4","45,2","28,0","0,6","30,8","2,0",
01/03/2009 9.00,"0,4","47,8","28,4","0,5","36,2","2,1",
01/03/2009 10.00,"0,5","34,7","18,8","0,5","56,8","2,0",
01/03/2009 11.00,"0,5","37,1","18,2","0,5","68,1","2,1",
01/03/2009 12.00,"0,6","40,8","19,4","0,4","69,4","2,0",
01/03/2009 13.00,"0,5","40,5","17,7","0,3","73,2","1,9",
01/03/2009 14.00,"0,5","39,0","15,5","0,3","76,9","1,1",
01/03/2009 15.00,"0,4","31,3","9,3","0,2","82,2","1,0",
01/03/2009 16.00,"0,4","35,6","12,7","0,3","80,2","0,7",
01/03/2009 17.00,"0,4","36,8","14,4","0,3","79,6","0,8",
01/03/2009 18.00,"0,4","36,7","15,1","0,3","81,1","0,8",
01/03/2009 19.00,"0,3","37,6","17,8","0,3","78,2","0,9",
01/03/2009 20.00,"0,4","46,8","27,4","0,4","63,8","1,0",
01/03/2009 21.00,"0,3","40,4","22,7","0,4","67,8","1,4",
01/03/2009 22.00,"0,3","28,5","12,9","0,3","80,3","1,2",
01/03/2009 23.00,"0,2","25,4","10,4","0,3","83,6","0,5",
02/03/2009 0.00,"0,3","24,4","9,6","0,3","83,0","0,7",
02/03/2009 1.00,"0,3","21,3","7,0","0,3","83,3","0,6",
02/03/2009 2.00,"0,3","19,4","5,6","0,3","82,3","0,6",
02/03/2009 3.00,"0,3","19,1","5,1","0,3","80,7","0,5",
02/03/2009 4.00,"0,2","18,1","5,2","0,3","74,6","0,6",
02/03/2009 5.00,"0,3","21,4","8,1","0,3","67,7","0,6",
02/03/2009 6.00,"0,2","23,1","9,5","0,3","67,2","0,6",
02/03/2009 7.00,"0,2","31,5","18,1","0,3","60,6","0,6",
02/03/2009 8.00,"0,3","50,5","31,7","0,4","50,6","0,8",
02/03/2009 9.00,"0,4","60,0","38,3","0,5","49,3","1,0",
02/03/2009 10.00,"0,2","58,2","35,2","0,5","55,8","1,5",
02/03/2009 11.00,"0,3","42,8","23,7","0,4","66,4","1,4",
02/03/2009 12.00,"0,3","51,7","29,4","0,4","61,1","1,1",
02/03/2009 13.00,"0,3","49,9","27,6","0,4","63,9","1,3",
02/03/2009 14.00,"0,3","47,1","23,8","0,4","66,4","1,2",
02/03/2009 15.00,"0,3","40,0","18,9","0,4","69,9","1,2",
02/03/2009 16.00,"0,3","50,0","25,7","0,4","65,0","1,0",
02/03/2009 17.00,"0,3","53,3","28,6","0,4","65,8","1,2",
02/03/2009 18.00,"0,3","58,8","34,4","0,5","58,4","1,3",
02/03/2009 19.00,"0,3","71,3","46,1","0,6","47,7","1,5",
02/03/2009 20.00,"0,4","110,9","68,7","0,8","29,7","2,4",
02/03/2009 21.00,"0,7","209,4","89,5","0,9","15,0","2,7",
02/03/2009 22.00,"1,0","246,6","102,8","1,1","12,4","3,4",
02/03/2009 23.00,"0,4","106,1","67,2","0,8","17,6","4,2",
03/03/2009 0.00,"0,4","68,2","48,7","0,7","24,3","3,2",
03/03/2009 1.00,,"39,0","26,9","0,5","42,4","2,2",
03/03/2009 2.00,"0,0",,,"0,5","41,5","1,6",
03/03/2009 3.00,"0,0","26,0","13,9",,"48,7","1,5",
03/03/2009 4.00,"0,0","22,0","9,6","0,3",,"1,1",
03/03/2009 5.00,"0,0","23,5","12,0","0,4","45,4","0,8",
03/03/2009 6.00,"0,0","50,9","32,0","0,4","28,9","1,1",
03/03/2009 7.00,"0,0","79,5","48,0","0,7","26,5","1,2",
03/03/2009 8.00,"0,3","203,7","85,8","1,3","14,7","1,6",
03/03/2009 9.00,"0,2","120,3","66,3","0,8","24,9","3,2",
03/03/2009 10.00,"0,1","54,8","27,1","0,4","47,5","2,5",
03/03/2009 11.00,"0,1","57,2","26,2","0,4","54,9","1,5",
03/03/2009 12.00,"0,3","70,7","32,2","0,4","56,9","1,4",
03/03/2009 13.00,"0,2","83,2","42,0","0,4","55,3","1,3",
03/03/2009 14.00,"0,2","107,1","55,5","0,4","47,0","1,3",
03/03/2009 15.00,"0,0","61,9","32,4","0,4","65,2","1,5",
03/03/2009 16.00,"0,0","45,1","19,0","0,3","75,8","1,3",
03/03/2009 17.00,"0,1","48,5","24,2","0,4","72,7","0,9",
03/03/2009 18.00,"0,0","53,4","29,7","0,4","66,0","1,0",
03/03/2009 19.00,"0,1","73,6","45,8","0,5","45,5","1,2",
03/03/2009 20.00,"0,1","78,4","49,8","0,6","37,1","1,6",
03/03/2009 21.00,"0,0","72,0","44,7","0,6","39,4","1,8",
03/03/2009 22.00,"0,0","53,5","33,9","0,4","46,7","1,7",
03/03/2009 23.00,"0,0","49,7","31,4","0,5","45,0","1,1",
04/03/2009 0.00,"0,0","47,7","29,5","0,5","39,0","1,8",
04/03/2009 1.00,"0,0","31,6","16,3","0,4","48,2","1,7",
04/03/2009 2.00,"0,0","25,7","10,9","0,4","48,3","1,5",
04/03/2009 3.00,"0,0","31,9","17,2","0,4","36,8","1,5",
04/03/2009 4.00,"0,0","27,4","11,9","0,3","53,0","1,5",
04/03/2009 5.00,"0,1","24,4","9,4","0,3","58,9","0,8",
04/03/2009 6.00,"0,0","27,4","12,8","0,3","59,2","0,6",
04/03/2009 7.00,"0,0","38,4","22,4","0,3","50,6","0,7",
04/03/2009 8.00,"0,0","50,1","30,6","0,4","49,7","0,7",
04/03/2009 9.00,"0,0","56,6","36,1","0,4","55,1",,
04/03/2009 10.00,"0,0","40,7","21,8","0,4","75,4",,
04/03/2009 11.00,"0,0","39,9","18,0","0,3","79,9",,
04/03/2009 12.00,"0,1","36,4","14,2","0,3","84,7",,
04/03/2009 13.00,"0,0","35,7","13,3","0,3","85,4",,
04/03/2009 14.00,"0,0","37,2","13,0","0,3","83,6",,
04/03/2009 15.00,"0,0","35,2","10,8","0,3","83,7",,
04/03/2009 16.00,"0,0","35,8","10,9","0,3","83,0",,
04/03/2009 17.00,"0,0","37,3","12,8","0,3","81,3",,
04/03/2009 18.00,"0,0","34,4","12,6","0,3","80,7",,
04/03/2009 19.00,"0,0","33,1","13,4","0,3","80,7",,
04/03/2009 20.00,"0,0","27,6","9,6","0,3","84,5",,
04/03/2009 21.00,"0,0","28,4","11,2","0,3","83,9",,
04/03/2009 22.00,"0,0","27,2","9,8","0,3","82,4",,
04/03/2009 23.00,"0,0","21,8","6,6","0,3","81,5",,
05/03/2009 0.00,"0,0","21,0","5,5","0,3","83,9",,
05/03/2009 1.00,,"19,6","5,0","0,3","83,0",,
05/03/2009 2.00,"0,2",,,"0,3","83,6",,
05/03/2009 3.00,"0,1","18,5","3,7",,"83,4",,
05/03/2009 4.00,"0,1","17,4","3,5","0,2",,,
05/03/2009 5.00,"0,2","17,1","3,7","0,2","83,2",,
05/03/2009 6.00,"0,2","18,1","5,1","0,2","94,0",,
05/03/2009 7.00,"0,1","25,2","12,0","0,3","85,6",,
05/03/2009 8.00,"0,2","27,8","13,5","0,3","78,0",,
05/03/2009 9.00,"0,1","32,7","15,1","0,3","71,4",,
05/03/2009 10.00,"0,2","39,6","16,7","0,3","68,9",,
05/03/2009 11.00,"0,3","39,3","15,4","0,3","76,5",,
05/03/2009 12.00,"0,2","43,0","16,5","0,3","79,3",,
05/03/2009 13.00,"0,2",,,,,"0,8",
05/03/2009 14.00,"0,2","35,2","18,2",,"77,8","0,6",
05/03/2009 15.00,"0,2","27,3","14,0",,"84,4","0,8",
05/03/2009 16.00,"0,2","25,5","13,8",,"81,9","0,5",
05/03/2009 17.00,"0,2","34,9","24,6",,"68,3","0,7",
05/03/2009 18.00,"0,2","29,6","24,4",,"73,6","1,0",
05/03/2009 19.00,"0,2","28,8","26,3",,"74,3","1,1",
05/03/2009 20.00,"0,1","23,0","24,0",,"76,1","1,0",
05/03/2009 21.00,"0,2","18,0","20,5",,"87,5","1,1",
05/03/2009 22.00,"0,2","10,3","13,5",,"92,4","0,9",
05/03/2009 23.00,"0,1","12,6","15,0",,"87,2","0,8",
06/03/2009 0.00,"0,2","12,5","15,0",,"78,0","0,8",
06/03/2009 1.00,"0,1","12,1","14,5",,"72,3","0,9",
06/03/2009 2.00,"0,1","2,8","6,3",,"81,0","0,9",
06/03/2009 3.00,"0,2",,,,"79,7","0,5",
06/03/2009 4.00,"0,1","3,7","7,1",,"74,4","0,5",
06/03/2009 5.00,"0,1",,,,"80,9","0,5",
06/03/2009 6.00,"0,2","9,0","11,7",,"71,9","0,7",
06/03/2009 7.00,"0,1","12,1","13,3",,"79,9","0,7",
