Stat,Campi Salentina,,,,,,  ,
Parm,NO2,NOX,CO,O3,PM10,PM2.5,,
Unit,ug/m3 293K,ug/m3 293K,mg/m3 293K,ug/m3 293K,ug/m3,ug/m3,,
Field,,,Aver,Aver,Aver,Aver,,
21/11/2014 14.00,"4,3","12,79","0,44","67,57","26,62","19,05",,
21/11/2014 15.00,"3,9","10,86","0,43","68,48","26,62","19,05",,
21/11/2014 16.00,"4,9","13,10","0,43","64,54","26,62","19,05",,
21/11/2014 17.00,"11,6","26,45","0,52","50,64","26,62","19,05",,
21/11/2014 18.00,"20,0","44,21","0,61","31,86","26,62","19,05",,
21/11/2014 19.00,"23,0","54,16","0,72","20,78","26,62","19,05",,
21/11/2014 20.00,"22,6","53,50","0,74","20,35","26,62","19,05",,
21/11/2014 21.00,"21,9","59,33","0,72","11,56","26,62","19,05",,
21/11/2014 22.00,"18,3","42,74","0,73","17,30","26,62","19,05",,
21/11/2014 23.00,"11,1","24,52","0,58","22,92","26,62","19,05",,
22/11/2014 0.00,"8,1","17,60","0,44","26,56","26,62","19,05",,
22/11/2014 1.00,"6,6","14,19","0,31","23,79","46,54","35,70",,
22/11/2014 2.00,,,"0,36","17,47","46,54","35,70",,
22/11/2014 3.00,"6,9","16,65",,"11,01","46,54","35,70",,
22/11/2014 4.00,"4,2","9,54","0,34","20,04","46,54","35,70",,
22/11/2014 5.00,"5,7","13,62","0,34",,"46,54","35,70",,
22/11/2014 6.00,"9,4","24,55","0,31","12,84","46,54","35,70",,
22/11/2014 7.00,"12,6","41,48","0,37","7,96","46,54","35,70",,
22/11/2014 8.00,"11,6","38,10","0,36","16,40","46,54","35,70",,
22/11/2014 9.00,"11,2","33,68","0,38","20,54","46,54","35,70",,
22/11/2014 10.00,"11,7","31,35","0,38","28,10","46,54","35,70",,
22/11/2014 11.00,"8,4","20,57","0,31","44,36","46,54","35,70",,
22/11/2014 12.00,"7,1","16,69","0,28","55,74","46,54","35,70",,
22/11/2014 13.00,"7,9","19,94","0,33","56,16","46,54","35,70",,
22/11/2014 14.00,"6,3","15,02","0,34","65,56","46,54","35,70",,
22/11/2014 15.00,"5,0","11,03","0,25","67,57","46,54","35,70",,
22/11/2014 16.00,"7,7","16,78","0,30","57,99","46,54","35,70",,
22/11/2014 17.00,"20,1","43,34","0,50","31,71","46,54","35,70",,
22/11/2014 18.00,"27,1","64,46","0,64","13,94","46,54","35,70",,
22/11/2014 19.00,"29,9","119,82","0,84","5,95","46,54","35,70",,
22/11/2014 20.00,"26,2","85,04","0,63","6,24","46,54","35,70",,
22/11/2014 21.00,"24,7","83,44","0,73","8,05","46,54","35,70",,
22/11/2014 22.00,"19,6","47,85","0,77","14,22","46,54","35,70",,
22/11/2014 23.00,"13,5","30,69","0,66","15,66","46,54","35,70",,
23/11/2014 0.00,"10,9","25,12","0,67","16,25","46,54","35,70",,
23/11/2014 1.00,"12,5","28,83","0,67","11,78","46,15","33,50",,
23/11/2014 2.00,"8,7","19,17","0,58","15,17","46,15","33,50",,
23/11/2014 3.00,"9,6","21,47","0,57","10,84","46,15","33,50",,
23/11/2014 4.00,"8,3","21,38","0,55","8,32","46,15","33,50",,
23/11/2014 5.00,"7,2","18,32","0,56","4,22","46,15","33,50",,
23/11/2014 6.00,"7,0","18,16","0,54","4,72","46,15","33,50",,
23/11/2014 7.00,"8,1","28,07","0,56","6,71","46,15","33,50",,
23/11/2014 8.00,"8,5","47,38","0,60","2,36","46,15","33,50",,
23/11/2014 9.00,"11,7","48,36","0,69","7,79","46,15","33,50",,
23/11/2014 10.00,"9,5","25,36","0,59","28,10","46,15","33,50",,
23/11/2014 11.00,"5,9","12,90","0,43","54,87","46,15","33,50",,
23/11/2014 12.00,"7,0","15,61","0,45","55,68","46,15","33,50",,
23/11/2014 13.00,"5,9","13,54","0,38","60,41","46,15","33,50",,
23/11/2014 14.00,"4,4","9,45","0,41","63,74","46,15","33,50",,
23/11/2014 15.00,"3,8","8,03","0,42","62,57","46,15","33,50",,
23/11/2014 16.00,"4,4","9,11","0,22","64,26","46,15","33,50",,
23/11/2014 17.00,"7,4","15,34","0,27","55,22","46,15","33,50",,
23/11/2014 18.00,"14,0","29,45","0,54","38,01","46,15","33,50",,
23/11/2014 19.00,"15,6","32,21","0,65","31,66","46,15","33,50",,
23/11/2014 20.00,"17,8","36,97","0,68","23,86","46,15","33,50",,
23/11/2014 21.00,"19,9","41,51","0,89","23,30","46,15","33,50",,
23/11/2014 22.00,"15,9","40,17","0,78","16,69","46,15","33,50",,
23/11/2014 23.00,"14,4","35,10","0,63","12,05","46,15","33,50",,
24/11/2014 0.00,"9,5","20,41","0,53","15,32","46,15","33,50",,
24/11/2014 1.00,"7,3","15,64","0,50","19,68","38,34","29,35",,
24/11/2014 2.00,,,"0,48","15,15","38,34","29,35",,
24/11/2014 3.00,"4,6","9,81",,"20,19","38,34","29,35",,
24/11/2014 4.00,"4,7","10,48","0,40","12,54","38,34","29,35",,
24/11/2014 5.00,"4,5","10,33","0,37",,"38,34","29,35",,
24/11/2014 6.00,"6,6","45,25","0,34","5,16","38,34","29,35",,
24/11/2014 7.00,"9,9","58,74","0,46","6,07","38,34","29,35",,
24/11/2014 8.00,"16,1","113,34","0,54","4,66","38,34","29,35",,
24/11/2014 9.00,"15,4","51,38","0,59","16,08","38,34","29,35",,
24/11/2014 10.00,"11,1","32,03","0,41","28,62","38,34","29,35",,
24/11/2014 11.00,"6,1","14,91","0,29","54,64","38,34","29,35",,
24/11/2014 12.00,"6,1","15,06","0,33","58,34","38,34","29,35",,
24/11/2014 13.00,"6,8","16,98","0,32","61,65","38,34","29,35",,
24/11/2014 14.00,"6,3","15,74","0,30","65,74","38,34","29,35",,
24/11/2014 15.00,"5,1","11,38","0,34","65,15","38,34","29,35",,
24/11/2014 16.00,"7,2","15,71","0,31","64,04","38,34","29,35",,
24/11/2014 17.00,"10,4","22,06","0,36","46,22","38,34","29,35",,
24/11/2014 18.00,"22,1","50,49","0,49","21,37","38,34","29,35",,
24/11/2014 19.00,"26,4","61,24","0,68","15,59","38,34","29,35",,
24/11/2014 20.00,"26,2","66,79","0,55","11,45","38,34","29,35",,
24/11/2014 21.00,"19,3","41,61","0,67","22,48","38,34","29,35",,
24/11/2014 22.00,"11,9","25,08","0,59","28,78","38,34","29,35",,
24/11/2014 23.00,"9,7","20,13","0,43","23,60","38,34","29,35",,
25/11/2014 0.00,"9,2","18,96","0,30","19,28","38,34","29,35",,
25/11/2014 1.00,"5,3","11,28","0,24","26,68","47,13","30,33",,
25/11/2014 2.00,"4,2","8,84","0,21","27,65","47,13","30,33",,
25/11/2014 3.00,"3,4","7,24","0,16","28,28","47,13","30,33",,
25/11/2014 4.00,"3,5","7,54","0,19","25,89","47,13","30,33",,
25/11/2014 5.00,"4,7","10,00","0,11","29,96","47,13","30,33",,
25/11/2014 6.00,"7,4","15,37","0,02","23,96","47,13","30,33",,
25/11/2014 7.00,"12,8","30,38","0,05","12,81","47,13","30,33",,
25/11/2014 8.00,"21,2","81,74","0,22","4,19","47,13","30,33",,
25/11/2014 9.00,"21,1","65,96","0,25","16,26","47,13","30,33",,
25/11/2014 10.00,"7,7","19,23","0,07","52,73","47,13","30,33",,
25/11/2014 11.00,"4,9","12,68","0,06","60,66","47,13","30,33",,
25/11/2014 12.00,"4,9","12,37","0,05","60,80","47,13","30,33",,
25/11/2014 13.00,"8,0","20,18","0,14","56,99","47,13","30,33",,
25/11/2014 14.00,"8,0","20,12","0,24","60,25","47,13","30,33",,
25/11/2014 15.00,"7,9","18,78","0,19","61,59","47,13","30,33",,
25/11/2014 16.00,"11,0","24,83","0,20","50,80","47,13","30,33",,
25/11/2014 17.00,"19,3","41,51","0,24","28,27","47,13","30,33",,
25/11/2014 18.00,"33,0","109,53","0,50","6,10","47,13","30,33",,
25/11/2014 19.00,"32,5","148,04","0,72","4,66","47,13","30,33",,
25/11/2014 20.00,"25,4","136,04","0,69","6,45","47,13","30,33",,
25/11/2014 21.00,"17,4","89,77","0,54","3,42","47,13","30,33",,
25/11/2014 22.00,"19,4","148,78","0,64","2,73","47,13","30,33",,
25/11/2014 23.00,"16,9","79,46","0,71","6,91","47,13","30,33",,
26/11/2014 0.00,"12,4","74,14","0,79","6,07","47,13","30,33",,
26/11/2014 1.00,"12,1","55,22","0,63","4,70","79,76","59,44",,
26/11/2014 2.00,,,"0,51","4,45","79,76","59,44",,
26/11/2014 3.00,"7,5","18,77",,"4,13","79,76","59,44",,
26/11/2014 4.00,"6,8","17,90","0,55","2,52","79,76","59,44",,
26/11/2014 5.00,"6,2","19,66","0,53",,"79,76","59,44",,
26/11/2014 6.00,"7,7","30,89","0,54","2,73","79,76","59,44",,
26/11/2014 7.00,"8,0","38,62","0,56","2,68","79,76","59,44",,
26/11/2014 8.00,"13,4","90,51","0,75","3,12","79,76","59,44",,
26/11/2014 9.00,"18,1","95,68","0,78","3,57","79,76","59,44",,
26/11/2014 10.00,"21,2","85,62","0,64","7,40","79,76","59,44",,
26/11/2014 11.00,"16,9","44,23","0,26","27,22","79,76","59,44",,
26/11/2014 12.00,"12,8","32,54","0,21","45,51","79,76","59,44",,
26/11/2014 13.00,"7,9","19,36","0,12","53,77","79,76","59,44",,
26/11/2014 14.00,"9,4","22,60","0,15","52,99","79,76","59,44",,
26/11/2014 15.00,"10,3","22,72","0,13","48,42","79,76","59,44",,
26/11/2014 16.00,"18,5","40,67","0,27","26,68","79,76","59,44",,
26/11/2014 17.00,"18,2","38,88","0,23","24,95","79,76","59,44",,
26/11/2014 18.00,"12,6","27,43","0,09","34,41","79,76","59,44",,
26/11/2014 19.00,"18,0","41,77","0,16","18,59","79,76","59,44",,
26/11/2014 20.00,"25,3","89,64","0,36","4,56","79,76","59,44",,
26/11/2014 21.00,"30,0","137,77","0,55","3,14","79,76","59,44",,
26/11/2014 22.00,"23,6","66,91","0,36","4,68","79,76","59,44",,
26/11/2014 23.00,"19,2","42,12","0,51","10,22","79,76","59,44",,
27/11/2014 0.00,"15,5","31,74","0,72","11,57","79,76","59,44",,
27/11/2014 1.00,"10,6","21,48","0,61","15,32","34,63","21,78",,
27/11/2014 2.00,"9,5","21,55","0,48","16,79","34,63","21,78",,
27/11/2014 3.00,"3,5","7,60","0,45","29,55","34,63","21,78",,
27/11/2014 4.00,"3,2","7,36","0,36","33,69","34,63","21,78",,
27/11/2014 5.00,"1,5","3,80","0,26","37,30","34,63","21,78",,
27/11/2014 6.00,"2,8","6,43","0,25","29,01","34,63","21,78",,
27/11/2014 7.00,"3,9","9,28","0,34","25,25","34,63","21,78",,
27/11/2014 8.00,"6,7","16,04","0,32","24,62","34,63","21,78",,
27/11/2014 9.00,"10,9","31,89","0,49","22,43","34,63","21,78",,
27/11/2014 10.00,"8,6","21,78","0,48","27,99","34,63","21,78",,
27/11/2014 11.00,"6,8","17,25","0,43","36,88","34,63","21,78",,
27/11/2014 12.00,"5,5","14,03","0,40","44,65","34,63","21,78",,
27/11/2014 13.00,"5,3","14,60","0,28","53,13","34,63","21,78",,
27/11/2014 14.00,"7,8","19,40","0,50","50,73","34,63","21,78",,
27/11/2014 15.00,"5,8","14,34","0,40","47,65","34,63","21,78",,
27/11/2014 16.00,"9,4","21,18","0,44","35,43","34,63","21,78",,
27/11/2014 17.00,"10,5","22,20","0,33","22,87","34,63","21,78",,
27/11/2014 18.00,"16,7","39,92","0,65","14,72","34,63","21,78",,
27/11/2014 19.00,"15,4","38,05","0,78","17,03","34,63","21,78",,
27/11/2014 20.00,"13,9","36,43","0,65","10,74","34,63","21,78",,
27/11/2014 21.00,"15,8","39,50","0,75","9,80","34,63","21,78",,
27/11/2014 22.00,"12,8","33,18","0,73","11,28","34,63","21,78",,
27/11/2014 23.00,"14,0","34,72","0,76","4,70","34,63","21,78",,
28/11/2014 0.00,"10,7","26,68","0,61","3,56","34,63","21,78",,
28/11/2014 1.00,"10,0","27,43","0,57","2,97","24,86","16,85",,
28/11/2014 2.00,,,"0,46","7,49","24,86","16,85",,
28/11/2014 3.00,"5,9","13,02",,"13,52","24,86","16,85",,
28/11/2014 4.00,"3,6","8,70","0,33","19,05","24,86","16,85",,
28/11/2014 5.00,"2,9","6,87","0,29",,"24,86","16,85",,
28/11/2014 6.00,"4,2","9,89","0,24","15,55","24,86","16,85",,
28/11/2014 7.00,"6,0","14,86","0,23","12,35","24,86","16,85",,
28/11/2014 8.00,"11,0","41,41","0,34","17,49","24,86","16,85",,
28/11/2014 9.00,,,,,"24,86","16,85",,
28/11/2014 10.00,,,,,"24,86","16,85",,
28/11/2014 11.00,,,"0,85",,"24,86","16,85",,
28/11/2014 12.00,"2,7","8,11","0,21",,"24,86","16,85",,
28/11/2014 13.00,"3,7","11,09","0,17","49,00","24,86","16,85",,
28/11/2014 14.00,"4,7","13,70","0,24","47,84","24,86","16,85",,
28/11/2014 15.00,"4,9","12,49","0,17","47,40","24,86","16,85",,
28/11/2014 16.00,"4,7","10,95","0,18","45,52","24,86","16,85",,
28/11/2014 17.00,"4,7","11,75","0,22","46,40","24,86","16,85",,
28/11/2014 18.00,"4,2","10,15","0,21","47,69","24,86","16,85",,
28/11/2014 19.00,"5,5","12,27","0,26","45,58","24,86","16,85",,
28/11/2014 20.00,"6,6","14,60","0,16","45,26","24,86","16,85",,
28/11/2014 21.00,"6,3","13,58","0,13","47,12","24,86","16,85",,
28/11/2014 22.00,"2,8","6,78","0,09","57,84","24,86","16,85",,
28/11/2014 23.00,"1,2","3,37","0,32","62,01","24,86","16,85",,
29/11/2014 0.00,"0,7","2,23","0,27","64,84","24,86","16,85",,
29/11/2014 1.00,"0,7","2,26","0,03","62,54","37,80","14,21",,
29/11/2014 2.00,"0,7","2,12","0,22","62,50","37,80","14,21",,
29/11/2014 3.00,,,"0,35","66,25","37,80","14,21",,
29/11/2014 4.00,,,"0,34","66,95","37,80","14,21",,
29/11/2014 5.00,,,"0,37","67,96","37,80","14,21",,
29/11/2014 6.00,,,"0,34","66,45","37,80","14,21",,
29/11/2014 7.00,"1,2","3,67","0,36","59,94","37,80","14,21",,
29/11/2014 8.00,"2,4","6,49","0,40","56,13","37,80","14,21",,
29/11/2014 9.00,"2,1","6,23","0,37","57,30","37,80","14,21",,
29/11/2014 10.00,"2,1","6,05","0,41","59,12","37,80","14,21",,
29/11/2014 11.00,"1,7","5,02","0,37","57,98","37,80","14,21",,
29/11/2014 12.00,"2,3","6,54","0,41","56,79","37,80","14,21",,
29/11/2014 13.00,"3,0","9,04","0,44","57,72","37,80","14,21",,
29/11/2014 14.00,"2,5","6,64","0,42","59,70","37,80","14,21",,
29/11/2014 15.00,"1,3","3,69","0,39","58,10","37,80","14,21",,
29/11/2014 16.00,"1,1","2,97","0,39","57,60","37,80","14,21",,
29/11/2014 17.00,"1,7","4,35","0,38","57,36","37,80","14,21",,
29/11/2014 18.00,"2,7","7,63","0,40","50,47","37,80","14,21",,
29/11/2014 19.00,"2,6","6,84","0,44","53,00","37,80","14,21",,
29/11/2014 20.00,"2,7","6,67","0,42","54,05","37,80","14,21",,
29/11/2014 21.00,"2,6","6,25","0,41","54,58","37,80","14,21",,
29/11/2014 22.00,"1,3","3,47","0,42","57,48","37,80","14,21",,
29/11/2014 23.00,,,"0,36","58,03","37,80","14,21",,
30/11/2014 0.00,,,"0,36","58,09","37,80","14,21",,
30/11/2014 1.00,,,"0,21","56,98","33,21","9,57",,
30/11/2014 2.00,,,"0,05","53,14","33,21","9,57",,
30/11/2014 3.00,"1,6","4,32",,"44,92","33,21","9,57",,
30/11/2014 4.00,"1,9","4,53","0,04","30,62","33,21","9,57",,
30/11/2014 5.00,"0,9","2,70","0,09",,"33,21","9,57",,
30/11/2014 6.00,"1,1","2,99","0,06","33,15","33,21","9,57",,
30/11/2014 7.00,"0,8","2,39","0,26","37,62","33,21","9,57",,
30/11/2014 8.00,"0,7","2,35","0,35","39,61","33,21","9,57",,
30/11/2014 9.00,"1,0","3,03","0,31","46,67","33,21","9,57",,
30/11/2014 10.00,"1,9","5,25","0,18","45,08","33,21","9,57",,
30/11/2014 11.00,"1,9","6,35","0,26","47,59","33,21","9,57",,
30/11/2014 12.00,"1,5","4,13","0,24","51,68","33,21","9,57",,
30/11/2014 13.00,"1,9","6,35","0,17","51,07","33,21","9,57",,
30/11/2014 14.00,"1,2","3,67","0,35","53,99","33,21","9,57",,
30/11/2014 15.00,"1,2","3,64","0,34","54,36","33,21","9,57",,
30/11/2014 16.00,"2,2","5,49","0,31","50,39","33,21","9,57",,
30/11/2014 17.00,"3,0","6,82","0,32","49,76","33,21","9,57",,
30/11/2014 18.00,"2,8","6,89","0,38","50,07","33,21","9,57",,
30/11/2014 19.00,"3,1","7,59","0,35","49,03","33,21","9,57",,
30/11/2014 20.00,"1,4","3,93","0,30","56,43","33,21","9,57",,
30/11/2014 21.00,"2,6","6,39","0,29","56,32","33,21","9,57",,
30/11/2014 22.00,"1,8","4,60","0,34","56,72","33,21","9,57",,
30/11/2014 23.00,"0,6","2,09","0,34","59,22","33,21","9,57",,
01/12/2014 0.00,"0,6","2,21","0,32","58,59","33,21","9,57",,
01/12/2014 1.00,"1,6","3,77","0,27","56,91",,,,
01/12/2014 2.00,,,"0,28","60,30",,,,
01/12/2014 3.00,,,"0,27","58,48",,,,
01/12/2014 4.00,,,"0,26","56,57",,,,
01/12/2014 5.00,,,"0,18","53,70",,,,
01/12/2014 6.00,"1,0","3,38","0,20","52,76",,,,
01/12/2014 7.00,"0,9","2,61","0,29","52,86",,,,
01/12/2014 8.00,"1,6","4,63","0,26","51,52",,,,
01/12/2014 9.00,"4,2","11,11","0,26","47,20",,,,
01/12/2014 10.00,"2,7","7,98","0,33","52,20",,,,
01/12/2014 11.00,"1,9","6,27","0,30","54,10",,,,
01/12/2014 12.00,"1,9","6,15","0,30","54,88",,,,
01/12/2014 13.00,"2,3","8,09","0,31","55,69",,,,
01/12/2014 14.00,,,,,,,,
01/12/2014 15.00,,,,,,,,
01/12/2014 16.00,,,,,,,,
01/12/2014 17.00,,,,,,,,
01/12/2014 18.00,,,,,,,,
01/12/2014 19.00,,,,,,,,
01/12/2014 20.00,,,,,,,,
01/12/2014 21.00,,,,,,,,
01/12/2014 22.00,,,,,,,,
01/12/2014 23.00,,,,,,,,
02/12/2014 0.00,,,,,,,,
02/12/2014 1.00,,,,,"109,94","17,63",,
02/12/2014 2.00,,,,,"109,94","17,63",,
02/12/2014 3.00,,,,,"109,94","17,63",,
02/12/2014 4.00,,,,,"109,94","17,63",,
02/12/2014 5.00,,,,,"109,94","17,63",,
02/12/2014 6.00,,,,,"109,94","17,63",,
02/12/2014 7.00,,,,,"109,94","17,63",,
02/12/2014 8.00,,,,,"109,94","17,63",,
02/12/2014 9.00,,,,,"109,94","17,63",,
02/12/2014 10.00,,,,,"109,94","17,63",,
02/12/2014 11.00,,,,,"109,94","17,63",,
02/12/2014 12.00,,,,,"109,94","17,63",,
02/12/2014 13.00,,,,,"109,94","17,63",,
02/12/2014 14.00,,,,,"109,94","17,63",,
02/12/2014 15.00,,,,,"109,94","17,63",,
02/12/2014 16.00,,,,,"109,94","17,63",,
02/12/2014 17.00,,,,,"109,94","17,63",,
02/12/2014 18.00,,,,,"109,94","17,63",,
02/12/2014 19.00,,,,,"109,94","17,63",,
02/12/2014 20.00,,,,,"109,94","17,63",,
02/12/2014 21.00,,,,,"109,94","17,63",,
02/12/2014 22.00,,,,,"109,94","17,63",,
02/12/2014 23.00,,,,,"109,94","17,63",,
03/12/2014 0.00,,,,,"109,94","17,63",,
03/12/2014 1.00,,,,,"52,60","8,79",,
03/12/2014 2.00,,,,,"52,60","8,79",,
03/12/2014 3.00,,,,,"52,60","8,79",,
03/12/2014 4.00,,,,,"52,60","8,79",,
03/12/2014 5.00,,,,,"52,60","8,79",,
03/12/2014 6.00,,,,,"52,60","8,79",,
03/12/2014 7.00,,,,,"52,60","8,79",,
03/12/2014 8.00,,,,,"52,60","8,79",,
03/12/2014 9.00,,,,,"52,60","8,79",,
03/12/2014 10.00,,,,,"52,60","8,79",,
03/12/2014 11.00,,,,,"52,60","8,79",,
03/12/2014 12.00,"4,9","12,77","0,36","50,88","52,60","8,79",,
03/12/2014 13.00,"4,2","12,09","0,32","53,44","52,60","8,79",,
03/12/2014 14.00,"3,9","12,51","0,37","60,55","52,60","8,79",,
03/12/2014 15.00,"2,2","6,91","0,31","65,90","52,60","8,79",,
03/12/2014 16.00,"3,6","10,24","0,35","57,79","52,60","8,79",,
03/12/2014 17.00,"15,1","41,31","0,43","24,16","52,60","8,79",,
03/12/2014 18.00,"16,7","42,65","0,51","17,04","52,60","8,79",,
03/12/2014 19.00,"11,4","27,61","0,42","28,77","52,60","8,79",,
03/12/2014 20.00,"21,3","62,69","0,55","10,38","52,60","8,79",,
03/12/2014 21.00,"20,2","55,64","0,63","10,64","52,60","8,79",,
03/12/2014 22.00,"23,1","74,08","0,86","5,36","52,60","8,79",,
03/12/2014 23.00,"19,4","69,33","0,73","3,10","52,60","8,79",,
04/12/2014 0.00,"8,2","19,75","0,20","29,06","52,60","8,79",,
04/12/2014 1.00,"5,5","12,56","0,14","30,73","35,80","10,70",,
04/12/2014 2.00,,,"0,18","21,62","35,80","10,70",,
04/12/2014 3.00,"4,3","10,51",,"21,02","35,80","10,70",,
04/12/2014 4.00,"2,7","6,99","0,07","21,69","35,80","10,70",,
04/12/2014 5.00,"5,6","13,65","0,18",,"35,80","10,70",,
04/12/2014 6.00,"3,6","8,69","0,15","36,80","35,80","10,70",,
04/12/2014 7.00,"3,7","9,52","0,17","45,81","35,80","10,70",,
04/12/2014 8.00,"7,8","20,43","0,23","41,15","35,80","10,70",,
04/12/2014 9.00,"9,5","26,51","0,26","37,50","35,80","10,70",,
04/12/2014 10.00,"5,5","14,82","0,23","44,21","35,80","10,70",,
04/12/2014 11.00,"5,6","16,73","0,20","55,39","35,80","10,70",,
04/12/2014 12.00,"2,7","8,50","0,19","67,36","35,80","10,70",,
04/12/2014 13.00,"2,7","9,83","0,17","69,69","35,80","10,70",,
04/12/2014 14.00,"3,3","9,86","0,20","70,63","35,80","10,70",,
04/12/2014 15.00,"1,9","5,82","0,20","73,12","35,80","10,70",,
04/12/2014 16.00,"5,3","15,62","0,22","59,46","35,80","10,70",,
04/12/2014 17.00,"9,3","22,23","0,30","41,51","35,80","10,70",,
04/12/2014 18.00,"9,6","22,88","0,27","37,76","35,80","10,70",,
04/12/2014 19.00,"12,7","28,78","0,32","26,82","35,80","10,70",,
04/12/2014 20.00,"12,9","29,31","0,35","24,78","35,80","10,70",,
04/12/2014 21.00,"13,9","33,97","0,40","19,41","35,80","10,70",,
04/12/2014 22.00,"10,5","24,27","0,31","23,66","35,80","10,70",,
04/12/2014 23.00,"8,3","18,31","0,39","27,25","35,80","10,70",,
05/12/2014 0.00,"4,1","9,41","0,39","35,71","35,80","10,70",,
05/12/2014 1.00,"2,4","6,41","0,34","41,62","26,37","12,31",,
05/12/2014 2.00,"2,2","5,93","0,34","34,86","26,37","12,31",,
05/12/2014 3.00,"2,2","5,73","0,31","32,58","26,37","12,31",,
05/12/2014 4.00,"1,1","3,73","0,31","34,43","26,37","12,31",,
05/12/2014 5.00,"0,9","3,51","0,32","40,86","26,37","12,31",,
05/12/2014 6.00,"2,3","6,56","0,30","33,52","26,37","12,31",,
05/12/2014 7.00,"8,1","38,87","0,35","19,46","26,37","12,31",,
05/12/2014 8.00,"16,2","96,13","0,58","5,42","26,37","12,31",,
05/12/2014 9.00,"11,6","41,91","0,60","23,87","26,37","12,31",,
05/12/2014 10.00,"11,2","30,28","0,44","33,77","26,37","12,31",,
05/12/2014 11.00,"4,7","12,21","0,40","60,75","26,37","12,31",,
05/12/2014 12.00,"2,9","7,79","0,34","67,88","26,37","12,31",,
05/12/2014 13.00,"3,1","10,48","0,36","71,79","26,37","12,31",,
05/12/2014 14.00,"3,4","9,50","0,43","70,41","26,37","12,31",,
05/12/2014 15.00,"1,5","4,54","0,31","72,85","26,37","12,31",,
05/12/2014 16.00,"2,6","6,70","0,34","66,27","26,37","12,31",,
05/12/2014 17.00,"8,3","22,55","0,42","42,25","26,37","12,31",,
05/12/2014 18.00,"14,5","35,48","0,54","24,47","26,37","12,31",,
05/12/2014 19.00,"12,5","28,32","0,60","24,31","26,37","12,31",,
05/12/2014 20.00,"11,1","26,53","0,52","21,33","26,37","12,31",,
05/12/2014 21.00,"9,5","21,60","0,47","39,45","26,37","12,31",,
05/12/2014 22.00,"6,7","15,52","0,41","44,72","26,37","12,31",,
05/12/2014 23.00,"5,9","13,19","0,46","36,78","26,37","12,31",,
06/12/2014 0.00,"2,7","6,96","0,36","46,62","26,37","12,31",,
06/12/2014 1.00,"3,8","8,97","0,31","40,12","22,76","14,11",,
06/12/2014 2.00,,,"0,32","33,05","22,76","14,11",,
06/12/2014 3.00,"4,0","9,30",,"26,91","22,76","14,11",,
06/12/2014 4.00,"4,3","10,73","0,34","22,80","22,76","14,11",,
06/12/2014 5.00,"5,8","15,96","0,29",,"22,76","14,11",,
06/12/2014 6.00,"5,4","14,51","0,31","7,13","22,76","14,11",,
06/12/2014 7.00,"8,3","38,66","0,29","2,47","22,76","14,11",,
06/12/2014 8.00,"8,6","59,65","0,52","3,35","22,76","14,11",,
06/12/2014 9.00,"9,1","38,21","0,55","12,95","22,76","14,11",,
06/12/2014 10.00,"8,8","24,85","0,41","35,05","22,76","14,11",,
06/12/2014 11.00,"3,6","10,24","0,25","62,26","22,76","14,11",,
06/12/2014 12.00,"3,2","9,97","0,29","67,61","22,76","14,11",,
06/12/2014 13.00,"3,8","11,94","0,27","68,86","22,76","14,11",,
06/12/2014 14.00,"2,8","8,64","0,28","73,95","22,76","14,11",,
06/12/2014 15.00,"2,2","7,12","0,27","72,25","22,76","14,11",,
06/12/2014 16.00,"3,1","8,52","0,26","68,59","22,76","14,11",,
06/12/2014 17.00,"9,6","23,31","0,39","43,57","22,76","14,11",,
06/12/2014 18.00,"14,0","33,29","0,53","27,26","22,76","14,11",,
06/12/2014 19.00,"14,5","42,84","0,43","18,76","22,76","14,11",,
06/12/2014 20.00,"13,0","29,76","0,56","33,87","22,76","14,11",,
06/12/2014 21.00,"12,9","28,45","0,53","31,07","22,76","14,11",,
06/12/2014 22.00,"8,8","19,79","0,44","25,34","22,76","14,11",,
06/12/2014 23.00,"6,5","15,11","0,33","24,09","22,76","14,11",,
07/12/2014 0.00,"13,5","34,82","0,48","14,00","22,76","14,11",,
07/12/2014 1.00,"11,6","26,41","0,46","25,27","28,67","18,61",,
07/12/2014 2.00,"11,1","25,77","0,49","14,48","28,67","18,61",,
07/12/2014 3.00,"8,0","23,02","0,45","12,15","28,67","18,61",,
07/12/2014 4.00,"8,1","25,44","0,40","8,55","28,67","18,61",,
07/12/2014 5.00,"7,4","25,30","0,36","7,92","28,67","18,61",,
07/12/2014 6.00,"6,7","20,95","0,27","6,69","28,67","18,61",,
07/12/2014 7.00,"4,6","15,75","0,31","6,92","28,67","18,61",,
07/12/2014 8.00,"6,7","29,37","0,47","6,91","28,67","18,61",,
07/12/2014 9.00,"9,0","26,67","0,45","21,93","28,67","18,61",,
07/12/2014 10.00,"7,7","20,79","0,40","40,00","28,67","18,61",,
07/12/2014 11.00,"4,0","11,67","0,23","60,34","28,67","18,61",,
07/12/2014 12.00,"2,2","7,42","0,19","68,47","28,67","18,61",,
07/12/2014 13.00,"2,7","9,30","0,30","70,17","28,67","18,61",,
07/12/2014 14.00,"3,4","10,50","0,38","69,97","28,67","18,61",,
07/12/2014 15.00,"2,6","8,22","0,31","74,00","28,67","18,61",,
07/12/2014 16.00,"4,0","10,76","0,33","64,33","28,67","18,61",,
07/12/2014 17.00,"9,4","23,82","0,39","43,24","28,67","18,61",,
