Stat,TA V. Machiavelli,,,,,,,,
Parm,SO2,NOX,NO2,CO,BENZENE,PM10  orario,IPA TOT ,PM10,PM2.5
Unit,ug/m3 293K,,ug/m3 293K,mg/m3 293K,ug/m3 293K,ug/m3,ng/m3,ug/m3,ug/m3
01/10/2014 12.00,"6,6","38,6","30,1","0,3","0,5",,"6,5","25,3","14,1"
01/10/2014 13.00,"2,9","19,6","14,1","0,2","0,5",,"4,2","25,3","14,1"
01/10/2014 14.00,"3,5","26,7","21,0","0,2","0,4",,"4,0","25,3","14,1"
01/10/2014 15.00,"4,0","39,6","31,8","0,2","0,4",,"6,0","25,3","14,1"
01/10/2014 16.00,"3,3","20,8","16,7","0,2","0,4",,"4,4","25,3","14,1"
01/10/2014 17.00,"3,4","24,7","20,8","0,2","0,3",,"4,3","25,3","14,1"
01/10/2014 18.00,"2,4","23,3","19,0","0,2","2,4",,"6,6","25,3","14,1"
01/10/2014 19.00,"1,9","41,0","36,5","0,4","0,5",,"11,4","25,3","14,1"
01/10/2014 20.00,"3,0","68,7","59,5","0,5","0,9",,"22,0","25,3","14,1"
01/10/2014 21.00,"2,6","65,3","57,5","0,6","1,6",,"18,4","25,3","14,1"
01/10/2014 22.00,"1,9","45,2","38,9","0,4","1,2",,"10,9","25,3","14,1"
01/10/2014 23.00,"2,6","25,8","21,3","0,3","1,0",,"6,9","25,3","14,1"
02/10/2014 0.00,"1,8","31,3","26,4","0,3","0,7",,"6,3","25,3","14,1"
02/10/2014 1.00,"1,5","24,0","19,8","0,2","0,6",,"4,7","22,5","15,4"
02/10/2014 2.00,"1,4","17,5","13,4","0,2","3,2",,"3,5","22,5","15,4"
02/10/2014 3.00,"1,3","16,6","12,3","0,2","0,5",,"4,3","22,5","15,4"
02/10/2014 4.00,"1,3","19,1","14,5","0,3","0,6",,"4,8","22,5","15,4"
02/10/2014 5.00,"1,7","34,1","26,8","0,5","0,8",,"14,0","22,5","15,4"
02/10/2014 6.00,"1,9","54,9","40,0","0,3","0,9",,"21,4","22,5","15,4"
02/10/2014 7.00,"1,5","78,1","50,5","0,4","0,7",,"35,7","22,5","15,4"
02/10/2014 8.00,"1,8","80,6","53,9","0,4","0,9",,"39,2","22,5","15,4"
02/10/2014 9.00,"1,2","53,3","40,8","0,4","3,3",,"22,5","22,5","15,4"
02/10/2014 10.00,"2,2","50,6","38,2","0,4","3,4",,"14,0","22,5","15,4"
02/10/2014 11.00,"1,4","31,1","22,4","0,4","2,1",,"7,5","22,5","15,4"
02/10/2014 12.00,"2,0","29,1","21,8","0,3","2,8",,"6,6","22,5","15,4"
02/10/2014 13.00,"0,9","14,4","9,4","0,3","1,6",,"3,8","22,5","15,4"
02/10/2014 14.00,"1,4","18,9","13,9","0,3","3,5",,"3,6","22,5","15,4"
02/10/2014 15.00,"1,1","19,4","14,7","0,3","1,5",,"3,7","22,5","15,4"
02/10/2014 16.00,"1,2","25,1","19,9","0,3","3,0",,"4,9","22,5","15,4"
02/10/2014 17.00,"1,2","20,9","16,5","0,4","2,4",,"6,7","22,5","15,4"
02/10/2014 18.00,"2,2","23,8","18,9","0,4","2,8",,"7,6","22,5","15,4"
02/10/2014 19.00,"1,6","25,4","20,7","0,4","1,3",,"9,1","22,5","15,4"
02/10/2014 20.00,"1,7","27,8","23,0","0,4","1,9",,"11,4","22,5","15,4"
02/10/2014 21.00,"2,1","21,9","17,1","0,4","1,8",,"8,7","22,5","15,4"
02/10/2014 22.00,"1,7","16,7","12,4","0,4","2,3",,"6,2","22,5","15,4"
02/10/2014 23.00,"1,4","15,3","11,0","0,3","2,3",,"5,4","22,5","15,4"
03/10/2014 0.00,"1,5","9,4","5,3","0,3","1,5",,"3,6","22,5","15,4"
03/10/2014 1.00,,"8,6","4,7","0,3","2,8",,"3,1","24,6","16,7"
03/10/2014 2.00,"1,9",,,"0,3","2,5",,"4,1","24,6","16,7"
03/10/2014 3.00,"2,1",,,,"0,5",,"4,9","24,6","16,7"
03/10/2014 4.00,"1,5",,,"0,2","0,4",,"3,1","24,6","16,7"
03/10/2014 5.00,"1,6",,,"0,3","3,6",,"7,8","24,6","16,7"
03/10/2014 6.00,"2,6",,,"0,4","0,8",,"18,5","24,6","16,7"
03/10/2014 7.00,"1,8",,,"0,4","0,9",,"19,7","24,6","16,7"
03/10/2014 8.00,"2,4",,,"0,4","0,9",,"23,3","24,6","16,7"
03/10/2014 9.00,"1,7",,,"0,3","0,7",,"19,0","24,6","16,7"
03/10/2014 10.00,"1,8",,,"0,2","0,6",,"8,6","24,6","16,7"
03/10/2014 11.00,"1,7",,,"0,2","2,5",,"6,9","24,6","16,7"
03/10/2014 12.00,"1,9",,,"0,3","3,8",,"6,7","24,6","16,7"
03/10/2014 13.00,"1,7",,,"0,3","0,5",,"6,4","24,6","16,7"
03/10/2014 14.00,"1,6",,,"0,2","3,8",,"4,3","24,6","16,7"
03/10/2014 15.00,"1,3",,,"0,2","3,4",,"4,9","24,6","16,7"
03/10/2014 16.00,"2,1",,,"0,2","0,4",,"7,5","24,6","16,7"
03/10/2014 17.00,"1,6","21,4","17,6","0,1","2,9",,"8,4","24,6","16,7"
03/10/2014 18.00,"1,9","30,1","24,9","0,2","0,5",,"11,3","24,6","16,7"
03/10/2014 19.00,"2,3","35,7","28,2","0,2","0,6",,"12,1","24,6","16,7"
03/10/2014 20.00,"1,5","20,2","15,6","0,2","0,8",,"7,0","24,6","16,7"
03/10/2014 21.00,"1,7","19,0","15,1","0,1","0,5",,"5,2","24,6","16,7"
03/10/2014 22.00,"1,8","21,0","16,3","0,2","0,5",,"6,4","24,6","16,7"
03/10/2014 23.00,"1,8","21,6","16,9","0,2","0,6",,"6,7","24,6","16,7"
04/10/2014 0.00,"2,2","10,9","6,7","0,1","0,5",,"3,8","24,6","16,7"
04/10/2014 1.00,"1,6","12,2","7,9","0,1","0,4",,"3,4","22,0","15,7"
04/10/2014 2.00,"1,7","11,3","7,5","0,1","0,5",,"3,2","22,0","15,7"
04/10/2014 3.00,"1,5","11,6","7,4","0,1","2,6",,"3,1","22,0","15,7"
04/10/2014 4.00,"1,7","13,7","9,6","0,1","0,4",,"5,7","22,0","15,7"
04/10/2014 5.00,"1,8","21,9","16,5","0,3","0,6",,"9,5","22,0","15,7"
04/10/2014 6.00,"2,3","28,4","22,9","0,2","0,9",,"10,6","22,0","15,7"
04/10/2014 7.00,"2,1","60,2","46,1","0,3","0,9",,"29,1","22,0","15,7"
04/10/2014 8.00,"2,1","47,4","37,5","0,3","0,9",,"23,2","22,0","15,7"
04/10/2014 9.00,"2,2","35,6","28,2","0,2","0,9",,"14,3","22,0","15,7"
04/10/2014 10.00,"2,0","20,9","15,1","0,2","0,6",,"7,3","22,0","15,7"
04/10/2014 11.00,"2,6","17,7","12,2","0,1","3,4",,"6,3","22,0","15,7"
04/10/2014 12.00,"1,7","19,0","13,5","0,1","2,8",,"6,9","22,0","15,7"
04/10/2014 13.00,"2,5","13,2","8,7","0,1","3,0",,"3,8","22,0","15,7"
04/10/2014 14.00,"2,2","13,0","8,5","0,1","2,4",,"3,3","22,0","15,7"
04/10/2014 15.00,"2,4","15,6","10,2","0,1","2,4",,"4,7","22,0","15,7"
04/10/2014 16.00,"1,8","11,7","7,5","0,1","3,0",,"4,9","22,0","15,7"
04/10/2014 17.00,"1,5","17,2","12,3","0,1","0,4",,"6,6","22,0","15,7"
04/10/2014 18.00,"2,1","18,0","13,7","0,1","0,5",,"7,2","22,0","15,7"
04/10/2014 19.00,"2,2","30,9","25,6","0,2","0,6",,"11,8","22,0","15,7"
04/10/2014 20.00,"2,3","30,6","26,1","0,2","0,8",,"11,6","22,0","15,7"
04/10/2014 21.00,"2,4","22,8","18,2","0,2","0,6",,"8,6","22,0","15,7"
04/10/2014 22.00,"2,0","14,9","11,0","0,1","0,6",,"5,5","22,0","15,7"
04/10/2014 23.00,"1,7","14,5","10,4","0,1","3,4",,"5,4","22,0","15,7"
05/10/2014 0.00,"1,9","11,6","7,8","0,1","0,4",,"4,6","22,0","15,7"
05/10/2014 1.00,,"11,9","7,9","0,1","0,5",,"4,0","18,0","11,9"
05/10/2014 2.00,"2,0",,,"0,1","0,3",,"3,1","18,0","11,9"
05/10/2014 3.00,"1,3","8,7","5,1",,"4,5",,"2,9","18,0","11,9"
05/10/2014 4.00,"1,8","8,7","5,0","0,2",,,"3,1","18,0","11,9"
05/10/2014 5.00,"1,8","9,2","5,5","0,2","1,8",,"2,9","18,0","11,9"
05/10/2014 6.00,"1,5","10,4","6,8","0,2","0,4",,"3,6","18,0","11,9"
05/10/2014 7.00,"1,4","15,9","11,9","0,2","0,4",,"6,0","18,0","11,9"
05/10/2014 8.00,"1,1","19,5","14,5","0,2","0,5",,"8,1","18,0","11,9"
05/10/2014 9.00,"1,7","21,1","15,4","0,3","0,5",,"8,7","18,0","11,9"
05/10/2014 10.00,"1,5","17,2","11,8","0,3","0,6",,"7,3","18,0","11,9"
05/10/2014 11.00,"1,4","19,2","13,4","0,3","1,9",,"8,1","18,0","11,9"
05/10/2014 12.00,"1,5","17,8","12,5","0,2","2,5",,"7,3","18,0","11,9"
05/10/2014 13.00,"1,3","15,1","9,7","0,2","2,7",,"6,0","18,0","11,9"
05/10/2014 14.00,"1,0","9,4","5,5","0,2",,,"3,7","18,0","11,9"
05/10/2014 15.00,"1,2","9,1","5,2","0,2","0,3",,"3,2","18,0","11,9"
05/10/2014 16.00,"1,9","12,7","8,5","0,2","2,6",,"4,6","18,0","11,9"
05/10/2014 17.00,"1,4","13,8","9,7","0,2","0,4",,"6,3","18,0","11,9"
05/10/2014 18.00,"1,3","20,7","16,6","0,2","0,5",,"8,8","18,0","11,9"
05/10/2014 19.00,"1,3","24,5","19,4","0,2","2,1",,"8,0","18,0","11,9"
05/10/2014 20.00,"1,6","29,7","25,0","0,3","3,6",,"9,9","18,0","11,9"
05/10/2014 21.00,"2,0","24,5","19,9","0,2","0,7",,"8,5","18,0","11,9"
05/10/2014 22.00,"2,0","23,0","18,0","0,2","0,6",,"8,1","18,0","11,9"
05/10/2014 23.00,"3,1","13,6","9,3","0,2","0,4",,"5,0","18,0","11,9"
06/10/2014 0.00,"3,1","10,0","6,1","0,2","0,4",,"3,5","18,0","11,9"
06/10/2014 1.00,"3,0","9,3","5,6","0,2","0,4",,"3,1","17,7","7,2"
06/10/2014 2.00,"3,2","19,7","16,0","0,3","0,5",,"3,3","17,7","7,2"
06/10/2014 3.00,"3,7","16,7","12,2","0,3","0,7",,"3,1","17,7","7,2"
06/10/2014 4.00,"4,2","14,4","10,7","0,3","0,8",,"3,3","17,7","7,2"
06/10/2014 5.00,"4,8","10,1","6,1","0,2","0,4",,"6,0","17,7","7,2"
06/10/2014 6.00,"4,8","33,2","26,5","0,3","0,6",,"13,9","17,7","7,2"
06/10/2014 7.00,"3,8","41,8","31,9","0,2","0,5",,"17,5","17,7","7,2"
06/10/2014 8.00,"4,3","54,4","38,0","0,3","0,6",,"24,0","17,7","7,2"
06/10/2014 9.00,"3,7","30,5","22,6","0,2","0,6",,"17,5","17,7","7,2"
06/10/2014 10.00,"4,1","28,9","20,8","0,2","0,5",,"12,2","17,7","7,2"
06/10/2014 11.00,"3,7","26,7","18,5","0,2","0,4",,"10,7","17,7","7,2"
06/10/2014 12.00,"4,0","36,7","20,5","0,3","0,6",,"16,4","17,7","7,2"
06/10/2014 13.00,"3,5","29,4","16,4","0,3","0,6",,"17,2","17,7","7,2"
06/10/2014 14.00,"3,9","24,3","14,9","0,2","0,6",,"9,0","17,7","7,2"
06/10/2014 15.00,"4,4","30,0","17,1","0,2","0,5",,"18,0","17,7","7,2"
06/10/2014 16.00,"4,0","21,9","13,1","0,2","0,5",,"13,8","17,7","7,2"
06/10/2014 17.00,"4,2","21,8","13,6","0,2","0,6",,"16,0","17,7","7,2"
06/10/2014 18.00,"2,9","28,9","18,4","0,2","2,1",,"16,7","17,7","7,2"
06/10/2014 19.00,"3,5","26,1","17,4","0,2","0,4",,"12,1","17,7","7,2"
06/10/2014 20.00,"4,4","28,3","19,8","0,3","0,7",,"12,9","17,7","7,2"
06/10/2014 21.00,"3,7","28,0","20,0","0,3","0,9",,"7,7","17,7","7,2"
06/10/2014 22.00,"4,5","22,2","15,4","0,2","0,4",,"4,9","17,7","7,2"
06/10/2014 23.00,"3,4","23,4","16,8","0,2","0,3",,"6,6","17,7","7,2"
07/10/2014 0.00,"3,5","27,3","21,4","0,2","0,4",,"5,2","17,7","7,2"
07/10/2014 1.00,,"23,9","19,6","0,4","1,0",,"6,7","13,0","6,8"
07/10/2014 2.00,"4,5",,,"0,2","0,8",,"3,9","13,0","6,8"
07/10/2014 3.00,"3,7","20,8","14,1",,"0,4",,"4,7","13,0","6,8"
07/10/2014 4.00,"3,9","17,5","12,9","0,2","0,3",,"5,1","13,0","6,8"
07/10/2014 5.00,"4,1","22,2","15,6","0,2","0,3",,"9,8","13,0","6,8"
07/10/2014 6.00,"5,1","53,8","27,4","0,3","0,7",,"22,5","13,0","6,8"
07/10/2014 7.00,"5,9","119,9","32,2","0,5","0,4",,"54,2","13,0","6,8"
07/10/2014 8.00,"4,5","58,9","31,2","0,3","1,0",,"31,8","13,0","6,8"
07/10/2014 9.00,"3,9","35,9","23,3","0,2","0,6",,"15,4","13,0","6,8"
07/10/2014 10.00,"3,5","24,7","16,9","0,2","0,4",,"9,5","13,0","6,8"
07/10/2014 11.00,"3,4","19,4","13,5","0,2","0,5",,"8,8","13,0","6,8"
07/10/2014 12.00,"3,1","17,7","10,9","0,2","0,5",,"5,3","13,0","6,8"
07/10/2014 13.00,"3,8","14,2","8,4","0,1","0,2",,"3,9","13,0","6,8"
07/10/2014 14.00,"3,8","14,6","9,4","0,1","0,1",,"3,7","13,0","6,8"
07/10/2014 15.00,"3,8","12,8","8,1","0,2","0,3",,"3,6","13,0","6,8"
07/10/2014 16.00,"4,5","15,8","11,2","0,2","0,5",,"4,2","13,0","6,8"
07/10/2014 17.00,"4,2","19,1","14,6","0,2","0,3",,"6,6","13,0","6,8"
07/10/2014 18.00,"4,6","26,0","21,4","0,2","0,5",,"8,4","13,0","6,8"
07/10/2014 19.00,"4,7","37,1","31,9","0,3","0,6",,"11,0","13,0","6,8"
07/10/2014 20.00,"4,8","38,8","33,5","0,3","0,7",,"11,3","13,0","6,8"
07/10/2014 21.00,"4,6","39,6","33,9","0,3","0,6",,"12,9","13,0","6,8"
07/10/2014 22.00,"3,8","37,7","31,6","0,3","0,8",,"12,8","13,0","6,8"
07/10/2014 23.00,"4,5","26,3","21,5","0,3","0,6",,"8,6","13,0","6,8"
08/10/2014 0.00,"3,9","31,5","26,2","0,2","0,5",,"8,4","13,0","6,8"
08/10/2014 1.00,"3,7","19,5","14,5","0,3","0,4",,"4,6","18,6","11,5"
08/10/2014 2.00,"3,4","12,6","7,9","0,2","0,4",,"7,6","18,6","11,5"
08/10/2014 3.00,"3,6","23,5","18,0","0,2","0,3",,"4,2","18,6","11,5"
08/10/2014 4.00,"3,6","19,0","13,6","0,2","0,3",,"5,6","18,6","11,5"
08/10/2014 5.00,"3,9","62,5","31,2","0,5","0,5",,"18,2","18,6","11,5"
08/10/2014 6.00,"4,7","67,9","39,2","0,5","1,4",,"34,7","18,6","11,5"
08/10/2014 7.00,"4,3","50,7","30,7","0,3","0,8",,"25,3","18,6","11,5"
08/10/2014 8.00,"3,7","43,2","30,4","0,3","0,8",,"22,5","18,6","11,5"
08/10/2014 9.00,"3,1","41,9","31,4","0,3","0,5",,"19,6","18,6","11,5"
08/10/2014 10.00,"3,5","46,6","33,7","0,3","0,6",,"11,0","18,6","11,5"
08/10/2014 11.00,"3,7","38,9","28,4","0,2","0,6",,"9,7","18,6","11,5"
08/10/2014 12.00,"4,1","35,3","24,9","0,2","0,6",,"5,8","18,6","11,5"
08/10/2014 13.00,"3,8","21,9","15,6","0,2","0,7",,"3,6","18,6","11,5"
08/10/2014 14.00,"3,5","25,1","18,6","0,2","2,1",,"3,7","18,6","11,5"
08/10/2014 15.00,"3,8","33,5","25,8","0,2","0,3",,"4,0","18,6","11,5"
08/10/2014 16.00,"3,6","22,1","17,7","0,3","0,3",,"3,8","18,6","11,5"
08/10/2014 17.00,"3,6","22,2","17,6","0,2","0,3",,"4,8","18,6","11,5"
08/10/2014 18.00,"2,0","25,9","22,0","0,3","0,4",,"5,9","18,6","11,5"
08/10/2014 19.00,"3,1","43,4","38,0","0,4","0,8",,"11,5","18,6","11,5"
08/10/2014 20.00,"3,1","29,4","24,6","0,3","0,8",,"8,8","18,6","11,5"
08/10/2014 21.00,"3,2","25,5","20,5","0,2","0,6",,"7,2","18,6","11,5"
08/10/2014 22.00,"3,3","24,6","20,3","0,2","0,6",,"7,0","18,6","11,5"
08/10/2014 23.00,"2,3","35,1","28,9","0,3","0,6",,"13,7","18,6","11,5"
09/10/2014 0.00,"2,0","22,6","18,0","0,2","0,6",,"7,5","18,6","11,5"
09/10/2014 1.00,,"23,9","19,3","0,2","3,0",,"6,8","22,7","13,4"
09/10/2014 2.00,"1,8",,,"0,2","0,4",,"6,0","22,7","13,4"
09/10/2014 3.00,"2,2","14,7","10,5",,"0,3",,"3,7","22,7","13,4"
09/10/2014 4.00,"1,7","14,8","10,6","0,2","0,4",,"3,3","22,7","13,4"
09/10/2014 5.00,"2,0","22,9","17,9","0,3","0,4",,"9,0","22,7","13,4"
09/10/2014 6.00,"3,1","75,0","44,3","0,5","0,6",,"35,1","22,7","13,4"
09/10/2014 7.00,"6,1","185,1","55,2","0,8","1,3",,"84,5","22,7","13,4"
09/10/2014 8.00,"3,4","98,1","46,2","0,5","1,6",,"50,7","22,7","13,4"
09/10/2014 9.00,"2,4","72,6","47,3","0,4","1,1",,"26,2","22,7","13,4"
09/10/2014 10.00,"2,2","73,6","52,4","0,4","1,0",,"16,5","22,7","13,4"
09/10/2014 11.00,"1,9","34,4","24,6","0,3","0,7",,"6,3","22,7","13,4"
09/10/2014 12.00,"1,5","21,7","14,9","0,2","0,5",,"4,0","22,7","13,4"
09/10/2014 13.00,"2,4","15,6","10,5","0,2","0,4",,"3,3","22,7","13,4"
09/10/2014 14.00,"2,3","16,0","11,0","0,2","0,4",,"3,4","22,7","13,4"
09/10/2014 15.00,"2,1","13,7","9,4","0,2","2,4",,"3,5","22,7","13,4"
09/10/2014 16.00,"2,1","13,7","9,5","0,2","0,3",,"4,7","22,7","13,4"
09/10/2014 17.00,"2,5","18,6","13,9","0,2","0,3",,"3,8","22,7","13,4"
09/10/2014 18.00,"2,5","24,0","19,6","0,3","0,3",,"4,4","22,7","13,4"
09/10/2014 19.00,"3,0","23,4","19,1","0,3","0,4",,"5,9","22,7","13,4"
09/10/2014 20.00,"4,2","75,3","55,5","0,6","0,5",,"29,0","22,7","13,4"
09/10/2014 21.00,"4,4","83,8","56,8","0,7","1,8",,"36,3","22,7","13,4"
09/10/2014 22.00,"4,1","44,0","36,3","0,4","1,3",,"18,6","22,7","13,4"
09/10/2014 23.00,"4,0","45,4","35,4","0,5","0,7",,"18,2","22,7","13,4"
10/10/2014 0.00,"3,5","19,2","14,0","0,3","0,9",,"10,3","22,7","13,4"
10/10/2014 1.00,"2,8","13,9","9,5","0,2","0,5",,"5,5","21,9","12,9"
10/10/2014 2.00,"3,1","15,2","10,7","0,2","0,4",,"5,6","21,9","12,9"
10/10/2014 3.00,"3,0","14,2","10,0","0,2","0,4",,"5,4","21,9","12,9"
10/10/2014 4.00,"3,1","15,2","10,8","0,2","0,4",,"4,8","21,9","12,9"
10/10/2014 5.00,"2,9","39,5","25,9","0,3","0,3",,"21,3","21,9","12,9"
10/10/2014 6.00,"3,9","91,2","45,9","0,6","0,8",,"47,3","21,9","12,9"
10/10/2014 7.00,"5,3","154,5","58,5","0,6","1,3",,"57,6","21,9","12,9"
10/10/2014 8.00,"6,9","153,7","54,4","0,7","1,9",,"71,4","21,9","12,9"
10/10/2014 9.00,"3,7","118,5","58,6","0,5","1,1",,"55,3","21,9","12,9"
10/10/2014 10.00,"3,3","81,8","50,6","0,3","1,5",,"25,4","21,9","12,9"
10/10/2014 11.00,"2,8","27,4","19,5","0,2","0,8",,"7,4","21,9","12,9"
10/10/2014 12.00,"3,1","19,1","13,1","0,2","0,5",,"11,8","21,9","12,9"
10/10/2014 13.00,"3,2","16,2","10,8","0,2","2,2",,"5,6","21,9","12,9"
10/10/2014 14.00,"2,6","18,5","12,4","0,2","0,3",,"3,8","21,9","12,9"
10/10/2014 15.00,"2,5","27,3","20,6","0,2","0,3",,"5,2","21,9","12,9"
10/10/2014 16.00,"2,9","22,7","17,5","0,2","2,0",,"4,8","21,9","12,9"
10/10/2014 17.00,"3,0","19,9","15,8","0,2","0,3",,"4,5","21,9","12,9"
10/10/2014 18.00,"3,5","22,5","17,8","0,2","0,3",,"4,6","21,9","12,9"
10/10/2014 19.00,"3,3","34,1","28,6","0,3","0,5",,"10,0","21,9","12,9"
10/10/2014 20.00,"5,1","122,8","69,1","0,7","1,0",,"54,0","21,9","12,9"
10/10/2014 21.00,"4,8","76,8","52,4","0,7","1,9",,"32,7","21,9","12,9"
10/10/2014 22.00,"3,9","53,0","41,2","0,5","1,5",,"22,0","21,9","12,9"
10/10/2014 23.00,"4,2","30,0","24,2","0,3","0,9",,"11,2","21,9","12,9"
11/10/2014 0.00,"3,8","31,6","26,5","0,3","0,6",,"8,9","21,9","12,9"
11/10/2014 1.00,,"26,6","21,4","0,2","1,9",,"8,6","20,0","13,3"
11/10/2014 2.00,"3,3",,,"0,2","0,4",,"6,9","20,0","13,3"
11/10/2014 3.00,"3,7","23,3","16,9",,"0,4",,"19,7","20,0","13,3"
11/10/2014 4.00,"2,9","19,9","14,1","0,2","0,4",,"9,1","20,0","13,3"
11/10/2014 5.00,"2,9","40,4","26,5","0,3","0,4",,"19,8","20,0","13,3"
11/10/2014 6.00,"4,0","91,0","41,6","0,6","0,8",,"50,2","20,0","13,3"
11/10/2014 7.00,"5,8","161,8","52,1","0,8","1,5",,"93,8","20,0","13,3"
11/10/2014 8.00,"7,3","153,5","46,1","0,7","2,5",,"77,6","20,0","13,3"
11/10/2014 9.00,"3,8","77,7","44,9","0,4","1,2",,"30,6","20,0","13,3"
11/10/2014 10.00,"3,1","77,3","48,6","0,2","1,4",,"14,3","20,0","13,3"
11/10/2014 11.00,"3,5","55,3","39,2","0,2","0,5",,"7,7","20,0","13,3"
11/10/2014 12.00,"3,7","31,6","22,1","0,2","0,4",,"5,6","20,0","13,3"
11/10/2014 13.00,"4,0","20,3","13,8","0,1","0,4",,"4,8","20,0","13,3"
11/10/2014 14.00,"3,3","26,6","19,4","0,1","0,3",,"5,0","20,0","13,3"
11/10/2014 15.00,"3,1","14,7","9,5","0,1","0,3",,"3,2","20,0","13,3"
11/10/2014 16.00,"2,4","16,2","11,3","0,2","0,2",,"3,6","20,0","13,3"
11/10/2014 17.00,"2,6","16,8","12,5","0,2","2,3",,"4,6","20,0","13,3"
11/10/2014 18.00,"2,7","20,5","16,1","0,2","0,3",,"6,0","20,0","13,3"
11/10/2014 19.00,"2,7","21,5","17,2","0,3","0,6",,"7,3","20,0","13,3"
11/10/2014 20.00,"4,2","79,7","43,1","0,6","0,7",,"37,1","20,0","13,3"
11/10/2014 21.00,"3,5","61,5","41,5","0,6","2,0",,"31,0","20,0","13,3"
11/10/2014 22.00,"3,9","65,5","43,2","0,5","1,3",,"29,0","20,0","13,3"
11/10/2014 23.00,"4,1","45,3","33,6","0,3","1,2",,"23,0","20,0","13,3"
12/10/2014 0.00,"2,9","36,0","26,1","0,3","0,9",,"19,0","20,0","13,3"
12/10/2014 1.00,"3,3","31,0","24,9","0,3","0,7",,"13,9","20,0","17,0"
12/10/2014 2.00,"3,1","36,3","29,9","0,2","0,5",,"17,0","20,0","17,0"
12/10/2014 3.00,"3,4","27,1","20,9","0,3","0,5",,"9,9","20,0","17,0"
12/10/2014 4.00,"3,2","17,0","11,5","0,3","0,7",,"5,6","20,0","17,0"
12/10/2014 5.00,"3,9","27,4","19,5","0,4","0,6",,"9,4","20,0","17,0"
12/10/2014 6.00,"3,5","49,4","33,4","0,6","0,8",,"15,7","20,0","17,0"
12/10/2014 7.00,"4,3","57,7","34,7","0,6","0,9",,"20,0","20,0","17,0"
12/10/2014 8.00,"3,6","52,2","31,6","0,5","1,1",,"24,7","20,0","17,0"
12/10/2014 9.00,"4,5","45,4","27,9","0,4","0,6",,"17,6","20,0","17,0"
12/10/2014 10.00,"4,3","40,8","29,0","0,5","0,9",,"10,6","20,0","17,0"
12/10/2014 11.00,"3,5","55,2","41,3","0,9","1,4",,"7,0","20,0","17,0"
12/10/2014 12.00,"4,1","53,7","39,9","0,7","1,4",,"10,8","20,0","17,0"
12/10/2014 13.00,"4,1","50,7","34,9","0,4","1,0",,"9,7","20,0","17,0"
12/10/2014 14.00,"3,5","17,9","12,3","0,2","2,9",,"3,7","20,0","17,0"
12/10/2014 15.00,"3,5","15,3","10,3","0,2","2,7",,"3,1","20,0","17,0"
12/10/2014 16.00,"3,1","15,0","10,1","0,2","0,3",,"3,7","20,0","17,0"
12/10/2014 17.00,"3,0","15,0","10,4","0,2","0,4",,"5,2","20,0","17,0"
12/10/2014 18.00,"2,4","14,7","10,6","0,2","0,4",,"5,2","20,0","17,0"
12/10/2014 19.00,"3,1","17,5","13,4","0,2","0,5",,"5,7","20,0","17,0"
12/10/2014 20.00,"3,9","54,7","43,9","0,4","0,7",,"23,3","20,0","17,0"
12/10/2014 21.00,"3,9","51,0","43,4","0,3","1,0",,"17,4","20,0","17,0"
12/10/2014 22.00,"4,5","55,9","41,6","0,4","0,8",,"26,3","20,0","17,0"
12/10/2014 23.00,"3,7","37,5","29,0","0,3","0,9",,"19,0","20,0","17,0"
13/10/2014 0.00,"3,9","35,1","26,4","0,4","0,9",,"19,9","20,0","17,0"
13/10/2014 1.00,,"23,8","18,2","0,2","0,8",,"9,8","30,4","17,8"
13/10/2014 2.00,"2,5",,,"0,2","2,2",,"5,9","30,4","17,8"
13/10/2014 3.00,"3,0","13,1","8,7",,"0,4",,"3,7","30,4","17,8"
13/10/2014 4.00,"2,8","14,1","9,9","0,2","0,4",,"4,1","30,4","17,8"
13/10/2014 5.00,"3,3","17,9","13,0","0,2","0,4",,"6,4","30,4","17,8"
13/10/2014 6.00,"3,1","23,2","17,4","0,2","0,4",,"9,5","30,4","17,8"
13/10/2014 7.00,"3,3","61,0","36,0","0,3","0,5",,"26,8","30,4","17,8"
13/10/2014 8.00,"3,8","70,1","38,0","0,3","0,8",,"32,0","30,4","17,8"
13/10/2014 9.00,"3,1","38,1","26,8","0,3","0,6",,"14,2","30,4","17,8"
13/10/2014 10.00,"3,5","40,3","28,9","0,3","0,7",,"10,7","30,4","17,8"
13/10/2014 11.00,"2,9","24,3","17,2","0,2","0,6",,"7,0","30,4","17,8"
13/10/2014 12.00,"3,4","18,7","13,2","0,2","0,5",,"5,9","30,4","17,8"
13/10/2014 13.00,"3,5","24,7","17,8","0,2","0,5",,"7,2","30,4","17,8"
13/10/2014 14.00,"3,6","22,8","16,2","0,2","0,4",,"5,4","30,4","17,8"
13/10/2014 15.00,"3,5","18,3","12,9","0,2","0,4",,"5,2","30,4","17,8"
13/10/2014 16.00,"3,8","16,2","11,5","0,2","1,9",,"5,1","30,4","17,8"
13/10/2014 17.00,"3,4","14,3","9,7","0,2","0,4",,"4,6","30,4","17,8"
13/10/2014 18.00,"3,9","17,1","12,5","0,2","0,4",,"5,3","30,4","17,8"
13/10/2014 19.00,"3,4","17,0","12,6","0,2","0,4",,"5,7","30,4","17,8"
13/10/2014 20.00,"3,5","14,7","10,4","0,2","0,5",,"5,8","30,4","17,8"
