TARANTO - SAN VITO,,,
,SO2,NO2,PM10
21/02/2011 11.00,"0,855768","4,433532","11,7"
21/02/2011 12.00,"1,127298","6,822914","11,7"
21/02/2011 13.00,"1,455521","7,853425","11,7"
21/02/2011 14.00,"1,194136","7,587361","11,7"
21/02/2011 15.00,"1,142814","10,934565","11,7"
21/02/2011 16.00,"0,956622","8,650318","11,7"
21/02/2011 17.00,"0,914847","21,394113","11,7"
21/02/2011 18.00,"1,407183","16,556947","11,7"
21/02/2011 19.00,"1,400618","31,154106","11,7"
21/02/2011 20.00,"1,091491","16,463499","11,7"
21/02/2011 21.00,"1,243071","8,504956","11,7"
21/02/2011 22.00,"1,050315","7,441999","11,7"
21/02/2011 23.00,"0,775204","6,002659","11,7"
22/02/2011 0.00,"1,061056","6,17787","11,7"
22/02/2011 1.00,"0,867703","8,251873","19,200001"
22/02/2011 2.00,"0,889186","5,691169","19,200001"
22/02/2011 3.00,"0,880832","6,220701","19,200001"
22/02/2011 4.00,"0,963783","6,542573","19,200001"
22/02/2011 5.00,"0,975122","5,444573","19,200001"
22/02/2011 6.00,"1,006751","6,132445","19,200001"
22/02/2011 7.00,"0,873671","8,545191","19,200001"
22/02/2011 8.00,"1,006154","12,067607","19,200001"
22/02/2011 9.00,"0,932751","9,61853","19,200001"
22/02/2011 10.00,"1,118943","13,111094","19,200001"
22/02/2011 11.00,"1,204282","9,027999","19,200001"
22/02/2011 12.00,"2,125097","7,196701","19,200001"
22/02/2011 13.00,"3,200475","6,976064","19,200001"
22/02/2011 14.00,"3,356829","6,083125","19,200001"
22/02/2011 15.00,"3,408748","7,370616","19,200001"
22/02/2011 16.00,"2,582222","11,492653","19,200001"
22/02/2011 17.00,"2,057065","11,386226","19,200001"
22/02/2011 18.00,"1,761067","11,360267","19,200001"
22/02/2011 19.00,"1,555778","11,612061","19,200001"
22/02/2011 20.00,"1,403602","11,621143","19,200001"
22/02/2011 21.00,"1,034202","10,183101","19,200001"
22/02/2011 22.00,"1,169072","16,311655","19,200001"
22/02/2011 23.00,"1,296781","25,520056","19,200001"
23/02/2011 0.00,"1,243071","26,916543","19,200001"
23/02/2011 1.00,,"27,939271","23,1"
23/02/2011 2.00,"0,694976",,"23,1"
23/02/2011 3.00,"1,101739","17,028077","23,1"
23/02/2011 4.00,"0,779506","14,424544","23,1"
23/02/2011 5.00,"0,573876","13,774307","23,1"
23/02/2011 6.00,"0,878425","24,871104","23,1"
23/02/2011 7.00,"0,676841","29,488947","23,1"
23/02/2011 8.00,"1,158692","9,952084","23,1"
23/02/2011 9.00,"0,741287","8,961808","23,1"
23/02/2011 10.00,"1,678013","4,08051","23,1"
23/02/2011 11.00,"2,369092","5,069488","23,1"
23/02/2011 12.00,"3,195059","6,053277","23,1"
23/02/2011 13.00,"3,576494","6,133744","23,1"
23/02/2011 14.00,"3,137957","7,426424","23,1"
23/02/2011 15.00,,,"23,1"
23/02/2011 16.00,"2,151921","14,976141","23,1"
23/02/2011 17.00,"2,716055","12,443996","23,1"
23/02/2011 18.00,"1,879446","11,358974","23,1"
23/02/2011 19.00,"1,469835","16,427165","23,1"
23/02/2011 20.00,"0,804235","14,063739","23,1"
23/02/2011 21.00,"0,962804","15,417416","23,1"
23/02/2011 22.00,"0,906451","8,890425","23,1"
23/02/2011 23.00,"0,815476","5,654828","23,1"
24/02/2011 0.00,"0,737841","3,584723","23,1"
24/02/2011 1.00,"0,68913","0,266064","31,9"
24/02/2011 2.00,"0,70187",,"31,9"
24/02/2011 3.00,"0,645667",,"31,9"
24/02/2011 4.00,"0,491893","0,010384","31,9"
24/02/2011 5.00,"0,751929",,"31,9"
24/02/2011 6.00,"0,555891",,"31,9"
24/02/2011 7.00,"0,446481",,"31,9"
24/02/2011 8.00,"0,535207","0,010384","31,9"
24/02/2011 9.00,"0,560087",,"31,9"
24/02/2011 10.00,"0,505832",,"31,9"
24/02/2011 11.00,"0,600254",,"31,9"
24/02/2011 12.00,"0,483501",,"31,9"
24/02/2011 13.00,"0,600854",,"31,9"
24/02/2011 14.00,"0,39987",,"31,9"
24/02/2011 15.00,"0,512576",,"31,9"
24/02/2011 16.00,"0,625283",,"31,9"
24/02/2011 17.00,"0,623185",,"31,9"
24/02/2011 18.00,"0,533409",,"31,9"
24/02/2011 19.00,"0,559338",,"31,9"
24/02/2011 20.00,"0,543002",,"31,9"
24/02/2011 21.00,"0,431794",,"31,9"
24/02/2011 22.00,"0,475557",,"31,9"
24/02/2011 23.00,"0,628731",,"31,9"
25/02/2011 0.00,"0,477506",,"31,9"
25/02/2011 1.00,,,"26,79999"
25/02/2011 2.00,"0,398681",,"26,79999"
25/02/2011 3.00,"0,473",,"26,79999"
25/02/2011 4.00,"0,473366",,"26,79999"
25/02/2011 5.00,"0,370126",,"26,79999"
25/02/2011 6.00,"0,502653",,"26,79999"
25/02/2011 7.00,"0,352553",,"26,79999"
25/02/2011 8.00,"0,394288",,"26,79999"
25/02/2011 9.00,"0,386966",,"26,79999"
25/02/2011 10.00,"0,400146",,"26,79999"
25/02/2011 11.00,"0,501189",,"26,79999"
25/02/2011 12.00,"0,628591",,"26,79999"
25/02/2011 13.00,"0,727804",,"26,79999"
25/02/2011 14.00,"0,482518",,"26,79999"
25/02/2011 15.00,"0,720482",,"26,79999"
25/02/2011 16.00,"0,684971",,"26,79999"
25/02/2011 17.00,"0,757459",,"26,79999"
25/02/2011 18.00,"0,584293",,"26,79999"
25/02/2011 19.00,"0,470803",,"26,79999"
25/02/2011 20.00,"0,551344",,"26,79999"
25/02/2011 21.00,"0,486911",,"26,79999"
25/02/2011 22.00,"0,570381",,"26,79999"
25/02/2011 23.00,"0,58649",,"26,79999"
26/02/2011 0.00,"0,526084",,"26,79999"
26/02/2011 1.00,"0,528281",,"23,200001"
26/02/2011 2.00,"0,613948",,"23,200001"
26/02/2011 3.00,"0,672523",,"23,200001"
26/02/2011 4.00,"0,543657",,"23,200001"
26/02/2011 5.00,"0,431996",,"23,200001"
26/02/2011 6.00,"0,524986",,"23,200001"
26/02/2011 7.00,"0,622001",,"23,200001"
26/02/2011 8.00,"0,516931",,"23,200001"
26/02/2011 9.00,"0,546219",,"23,200001"
26/02/2011 10.00,"0,892915",,"23,200001"
26/02/2011 11.00,"1,642685",,"23,200001"
26/02/2011 12.00,"4,819322",,"23,200001"
26/02/2011 13.00,"7,905898",,"23,200001"
26/02/2011 14.00,"8,418437",,"23,200001"
26/02/2011 15.00,"7,043737",,"23,200001"
26/02/2011 16.00,"6,972348",,"23,200001"
26/02/2011 17.00,"7,869289",,"23,200001"
26/02/2011 18.00,"4,256262",,"23,200001"
26/02/2011 19.00,"2,164375",,"23,200001"
26/02/2011 20.00,"1,21142",,"23,200001"
26/02/2011 21.00,"1,13637",,"23,200001"
26/02/2011 22.00,"1,288301",,"23,200001"
26/02/2011 23.00,"0,987001",,"23,200001"
27/02/2011 0.00,"0,800291",,"23,200001"
27/02/2011 1.00,,,"32,099991"
27/02/2011 2.00,"0,476358",,"32,099991"
27/02/2011 3.00,"0,546277",,"32,099991"
27/02/2011 4.00,"0,691019",,"32,099991"
27/02/2011 5.00,"0,557537",,"32,099991"
27/02/2011 6.00,"0,488707",,"32,099991"
27/02/2011 7.00,"0,5579",,"32,099991"
27/02/2011 8.00,"0,533383",,"32,099991"
27/02/2011 9.00,"0,417517",,"32,099991"
27/02/2011 10.00,"1,383944",,"32,099991"
27/02/2011 11.00,"4,156464",,"32,099991"
27/02/2011 12.00,"5,783671",,"32,099991"
27/02/2011 13.00,"7,682019",,"32,099991"
27/02/2011 14.00,"4,204316",,"32,099991"
27/02/2011 15.00,"3,03567",,"32,099991"
27/02/2011 16.00,"2,465329",,"32,099991"
27/02/2011 17.00,"1,761326",,"32,099991"
27/02/2011 18.00,"1,209328",,"32,099991"
27/02/2011 19.00,"0,942001",,"32,099991"
27/02/2011 20.00,"0,623551",,"32,099991"
27/02/2011 21.00,"0,577332",,"32,099991"
27/02/2011 22.00,"0,47881",,"32,099991"
27/02/2011 23.00,"0,498151",,"32,099991"
28/02/2011 0.00,"0,514768",,"32,099991"
28/02/2011 1.00,"0,544189",,"22,29999"
28/02/2011 2.00,"0,353137",,"22,29999"
28/02/2011 3.00,"0,349233",,"22,29999"
28/02/2011 4.00,"0,416246",,"22,29999"
28/02/2011 5.00,"0,467186",,"22,29999"
28/02/2011 6.00,"0,333796",,"22,29999"
28/02/2011 7.00,"0,366122",,"22,29999"
28/02/2011 8.00,"0,355134",,"22,29999"
28/02/2011 9.00,"0,52748",,"22,29999"
28/02/2011 10.00,"0,410343",,"22,29999"
28/02/2011 11.00,"0,433226",,"22,29999"
28/02/2011 12.00,"0,556265",,"22,29999"
28/02/2011 13.00,"0,609477",,"22,29999"
28/02/2011 14.00,"0,746681",,"22,29999"
28/02/2011 15.00,"0,635083",,"22,29999"
28/02/2011 16.00,"0,612746",,"22,29999"
28/02/2011 17.00,"0,47663",,"22,29999"
28/02/2011 18.00,"0,616377",,"22,29999"
28/02/2011 19.00,"0,590771",,"22,29999"
28/02/2011 20.00,"0,477175",,"22,29999"
28/02/2011 21.00,"0,303104",,"22,29999"
28/02/2011 22.00,"0,447755",,"22,29999"
28/02/2011 23.00,"0,244717",,"22,29999"
01/03/2011 0.00,"0,408709",,"22,29999"
01/03/2011 1.00,,,"13,8"
01/03/2011 2.00,"1,159259",,"13,8"
01/03/2011 3.00,"1,065503",,"13,8"
01/03/2011 4.00,"1,218352",,"13,8"
01/03/2011 5.00,"1,169583",,"13,8"
01/03/2011 6.00,"1,21397",,"13,8"
01/03/2011 7.00,"0,909052",,"13,8"
01/03/2011 8.00,"1,117663",,"13,8"
01/03/2011 9.00,"1,129667",,"13,8"
01/03/2011 10.00,"1,416098",,"13,8"
01/03/2011 11.00,"1,073876",,"13,8"
01/03/2011 12.00,"1,150585",,"13,8"
01/03/2011 13.00,"1,261508",,"13,8"
01/03/2011 14.00,"1,279575",,"13,8"
01/03/2011 15.00,"1,091312",,"13,8"
01/03/2011 16.00,,,"13,8"
01/03/2011 17.00,"0,736695","7,313509","13,8"
01/03/2011 18.00,"0,926698","6,684042","13,8"
01/03/2011 19.00,"1,043053","5,557488","13,8"
01/03/2011 20.00,"0,917185","4,769681","13,8"
01/03/2011 21.00,"0,850469","5,383572","13,8"
01/03/2011 22.00,"0,759624","6,144126","13,8"
01/03/2011 23.00,"0,909413","9,096785","13,8"
02/03/2011 0.00,"0,69579","15,590032","13,8"
02/03/2011 1.00,"0,777241","13,323951","14,7"
02/03/2011 2.00,"0,783273","6,854063","14,7"
02/03/2011 3.00,"0,708544","5,474425","14,7"
02/03/2011 4.00,"0,687537","6,826807","14,7"
02/03/2011 5.00,"0,560617","10,301206","14,7"
02/03/2011 6.00,"0,886513","15,508272","14,7"
02/03/2011 7.00,"0,587597","21,887295","14,7"
02/03/2011 8.00,"0,822859","30,03794","14,7"
02/03/2011 9.00,"0,877329","11,000765","14,7"
02/03/2011 10.00,"1,11055","9,839169","14,7"
02/03/2011 11.00,"1,234438","15,60172","14,7"
02/03/2011 12.00,"1,591066","6,619149","14,7"
02/03/2011 13.00,"1,598479","6,63602","14,7"
02/03/2011 14.00,"1,464086","6,839786","14,7"
02/03/2011 15.00,"1,554541","6,407596","14,7"
02/03/2011 16.00,"1,480413","7,223956","14,7"
02/03/2011 17.00,"1,400012","9,788551","14,7"
02/03/2011 18.00,"1,256736","9,358957","14,7"
02/03/2011 19.00,"1,236419","9,954678","14,7"
02/03/2011 20.00,"1,328675","8,691851","14,7"
02/03/2011 21.00,"1,192392","8,347914","14,7"
02/03/2011 22.00,"0,984951","7,900147","14,7"
02/03/2011 23.00,"1,015053","5,45885","14,7"
03/03/2011 0.00,"0,772229","4,338787","14,7"
03/03/2011 1.00,,"3,766424",18
03/03/2011 2.00,"0,515434","3,417297",18
03/03/2011 3.00,"0,680936","3,293999",18
03/03/2011 4.00,"0,344743","3,205743",18
03/03/2011 5.00,"0,346932","3,360191",18
03/03/2011 6.00,"0,515644","5,416021",18
03/03/2011 7.00,"0,482886","11,288891",18
03/03/2011 8.00,"0,468397","13,779506",18
03/03/2011 9.00,"0,333883","11,368058",18
03/03/2011 10.00,"0,423729","8,006575",18
03/03/2011 11.00,"0,430328","6,168787",18
03/03/2011 12.00,"0,557582","6,097404",18
03/03/2011 13.00,"0,725184","6,729465",18
03/03/2011 14.00,"0,654088","7,848232",18
03/03/2011 15.00,"0,694915","7,602936",18
03/03/2011 16.00,"0,727463","9,015021",18
03/03/2011 17.00,"0,933464","11,32912",18
03/03/2011 18.00,"0,744923","18,237691",18
03/03/2011 19.00,"0,459787","20,486906",18
03/03/2011 20.00,"0,622679","21,113776",18
03/03/2011 21.00,"0,348343","34,433839",18
03/03/2011 22.00,"0,421419","39,890093",18
03/03/2011 23.00,"0,737903","35,412417",18
04/03/2011 0.00,"0,502895","25,862687",18
04/03/2011 1.00,"0,521734","19,936595","20,200001"
04/03/2011 2.00,"0,515254","13,948227","20,200001"
04/03/2011 3.00,"0,627599","8,22202","20,200001"
04/03/2011 4.00,"0,497106","8,421893","20,200001"
04/03/2011 5.00,"0,541023","9,479658","20,200001"
04/03/2011 6.00,"0,551942","9,872914","20,200001"
04/03/2011 7.00,"0,553142","14,080614","20,200001"
04/03/2011 8.00,"0,659127","23,569338","20,200001"
04/03/2011 9.00,"0,557882","23,137149","20,200001"
04/03/2011 10.00,"0,720144","23,558955","20,200001"
04/03/2011 11.00,"0,749062","29,988609","20,200001"
04/03/2011 12.00,"0,778911","12,597141","20,200001"
04/03/2011 13.00,"0,634109","9,492636","20,200001"
04/03/2011 14.00,"0,682046","9,863828","20,200001"
04/03/2011 15.00,"0,677846","7,148679","20,200001"
04/03/2011 16.00,"0,664857","7,789829","20,200001"
04/03/2011 17.00,"0,642148","8,062381","20,200001"
04/03/2011 18.00,"0,627959","9,048765","20,200001"
04/03/2011 19.00,"0,481476","12,876186","20,200001"
04/03/2011 20.00,"0,584851","20,536217","20,200001"
04/03/2011 21.00,"0,396131","16,664677","20,200001"
04/03/2011 22.00,"0,551853","26,030101","20,200001"
04/03/2011 23.00,"0,467827","28,480482","20,200001"
05/03/2011 0.00,"0,625979","15,330459","20,200001"
05/03/2011 1.00,,"12,227253",14
05/03/2011 2.00,"1,207671","13,217522",14
05/03/2011 3.00,"1,19235","9,096785",14
05/03/2011 4.00,"1,149921","6,455617",14
05/03/2011 5.00,"1,270628","5,326469",14
05/03/2011 6.00,"1,590828","6,983849",14
05/03/2011 7.00,"1,339658","9,173361",14
05/03/2011 8.00,"1,394507","12,098763",14
05/03/2011 9.00,"1,429666","16,65948",14
05/03/2011 10.00,"1,09612","17,773052",14
05/03/2011 11.00,"1,438492","13,321357",14
05/03/2011 12.00,"1,12302","13,743163",14
05/03/2011 13.00,"1,443011","12,93199",14
05/03/2011 14.00,"1,659889","11,373247",14
05/03/2011 15.00,"1,464615","9,003338",14
05/03/2011 16.00,"1,299862","7,749594",14
05/03/2011 17.00,"1,263148","8,358296",14
05/03/2011 18.00,"1,305278","8,371275",14
05/03/2011 19.00,"1,015001","7,277169",14
05/03/2011 20.00,"1,497261","7,271978",14
05/03/2011 21.00,"1,110603","9,635403",14
05/03/2011 22.00,"1,314434","13,61338",14
05/03/2011 23.00,"1,085916","13,522526",14
06/03/2011 0.00,"1,15755","10,794397",14
06/03/2011 1.00,"0,938518","9,963764","12,1"
06/03/2011 2.00,"1,065928","6,07534","12,1"
06/03/2011 3.00,"1,231549","5,45885","12,1"
06/03/2011 4.00,"1,101895","3,000681","12,1"
06/03/2011 5.00,"1,119609","0,715126","12,1"
06/03/2011 6.00,"1,078316","0,61649","12,1"
06/03/2011 7.00,"1,011559","1,998723","12,1"
06/03/2011 8.00,"1,274518","1,926042","12,1"
06/03/2011 9.00,"1,137353","1,079829","12,1"
06/03/2011 10.00,"1,438164","1,980553","12,1"
06/03/2011 11.00,"1,456806","1,929937","12,1"
06/03/2011 12.00,"1,231041","3,714509","12,1"
06/03/2011 13.00,"1,09576","4,53217","12,1"
06/03/2011 14.00,"1,322154","6,36217","12,1"
06/03/2011 15.00,"1,282657","5,425107","12,1"
06/03/2011 16.00,"1,313716","5,853404","12,1"
06/03/2011 17.00,"1,021314","6,17268","12,1"
06/03/2011 18.00,"1,027538","7,36802","12,1"
06/03/2011 19.00,"1,165361","7,127913","12,1"
06/03/2011 20.00,"1,420031","7,114936","12,1"
06/03/2011 21.00,"1,332747","7,709362","12,1"
06/03/2011 22.00,"1,20791","5,236914","12,1"
06/03/2011 23.00,"1,240465","3,203149","12,1"
07/03/2011 0.00,"1,354022","5,336851","12,1"
07/03/2011 1.00,,"5,066892","23,9"
07/03/2011 2.00,"1,03685","3,936446","23,9"
07/03/2011 3.00,"1,035042","2,319298","23,9"
07/03/2011 4.00,"0,859018","3,001978","23,9"
07/03/2011 5.00,"0,763169","0,502277","23,9"
07/03/2011 6.00,"0,623315","9,696404","23,9"
07/03/2011 7.00,"0,672143","6,498446","23,9"
07/03/2011 8.00,"0,785474","5,207062","23,9"
07/03/2011 9.00,"1,23156","10,443976","23,9"
07/03/2011 10.00,"1,33404","3,887126","23,9"
07/03/2011 11.00,"1,856081","0,738489","23,9"
07/03/2011 12.00,"1,904307","3,06168","23,9"
07/03/2011 13.00,"2,153874","1,108383","23,9"
07/03/2011 14.00,"2,567408","1,787169","23,9"
07/03/2011 15.00,"2,337131","4,856637","23,9"
07/03/2011 16.00,"5,487465","2,643764","23,9"
07/03/2011 17.00,"4,901525","3,214829","23,9"
07/03/2011 18.00,"2,880271","3,887126","23,9"
07/03/2011 19.00,"1,928419","8,669786","23,9"
07/03/2011 20.00,"1,699348","16,337611","23,9"
07/03/2011 21.00,"2,234652","3,26934","23,9"
07/03/2011 22.00,"1,680057","5,252488","23,9"
07/03/2011 23.00,"1,508255",,"23,9"
08/03/2011 0.00,"1,059154",,"23,9"
08/03/2011 1.00,"1,275566",,"16,4"
08/03/2011 2.00,"1,294857",,"16,4"
08/03/2011 3.00,"1,41542",,"16,4"
08/03/2011 4.00,"1,27436",,"16,4"
08/03/2011 5.00,"1,346096",,"16,4"
08/03/2011 6.00,"1,400952",,"16,4"
08/03/2011 7.00,"1,369003",,"16,4"
08/03/2011 8.00,"1,457617",,"16,4"
08/03/2011 9.00,"1,807856",,"16,4"
08/03/2011 10.00,"1,900086",,"16,4"
08/03/2011 11.00,"1,822926",,"16,4"
08/03/2011 12.00,"1,963382",,"16,4"
08/03/2011 13.00,"1,681867",,"16,4"
08/03/2011 14.00,"1,813884",,"16,4"
08/03/2011 15.00,"1,709596",,"16,4"
08/03/2011 16.00,"1,91576",,"16,4"
08/03/2011 17.00,"1,905512",,"16,4"
08/03/2011 18.00,"1,953738",,"16,4"
08/03/2011 19.00,"2,649392",,"16,4"
08/03/2011 20.00,"4,793619",,"16,4"
08/03/2011 21.00,"4,113037",,"16,4"
08/03/2011 22.00,"2,568613",,"16,4"
08/03/2011 23.00,"2,256956",,"16,4"
09/03/2011 0.00,"1,900086",,"16,4"
09/03/2011 1.00,,,18
09/03/2011 2.00,"0,967232",,18
09/03/2011 3.00,"0,961683",,18
09/03/2011 4.00,"0,893256",,18
09/03/2011 5.00,"0,690747",,18
09/03/2011 6.00,"0,901579",,18
09/03/2011 7.00,"0,82113",,18
09/03/2011 8.00,"0,848871",,18
09/03/2011 9.00,"1,043057",,18
09/03/2011 10.00,"1,674624",,18
09/03/2011 11.00,"5,156101",,18
09/03/2011 12.00,"8,910364",,18
09/03/2011 13.00,"8,423975",,18
09/03/2011 14.00,"6,124257",,18
09/03/2011 15.00,"4,998903",,18
09/03/2011 16.00,"5,130211",,18
09/03/2011 17.00,"4,256374",,18
09/03/2011 18.00,"3,295615",,18
09/03/2011 19.00,"2,164712",,18
09/03/2011 20.00,"1,718084",,18
09/03/2011 21.00,"1,470266",,18
09/03/2011 22.00,"1,236318",,18
09/03/2011 23.00,"1,416634",,18
10/03/2011 0.00,"1,105011",,18
10/03/2011 1.00,"0,792465",,"25,9"
10/03/2011 2.00,"0,806334",,"25,9"
10/03/2011 3.00,"1,068948",,"25,9"
10/03/2011 4.00,"0,716639",,"25,9"
10/03/2011 5.00,"0,885859",,"25,9"
10/03/2011 6.00,"0,922846",,"25,9"
10/03/2011 7.00,"1,03381",,"25,9"
10/03/2011 8.00,"0,772121",,"25,9"
10/03/2011 9.00,"1,113333",,"25,9"
10/03/2011 10.00,"1,325089",,"25,9"
10/03/2011 11.00,"2,690864",,"25,9"
10/03/2011 12.00,"2,546612",,"25,9"
10/03/2011 13.00,"2,470786",,"25,9"
10/03/2011 14.00,"2,620587",,"25,9"
10/03/2011 15.00,"2,136516",,"25,9"
10/03/2011 16.00,"1,900852","8,273935","25,9"
10/03/2011 17.00,"1,859563","10,159742","25,9"
10/03/2011 18.00,"1,331562","10,693165","25,9"
10/03/2011 19.00,"1,405538","12,028679","25,9"
10/03/2011 20.00,"0,937641","25,513556","25,9"
10/03/2011 21.00,"0,900653","27,726428","25,9"
10/03/2011 22.00,"1,095765","16,188351","25,9"
10/03/2011 23.00,"0,943189","9,08251","25,9"
11/03/2011 0.00,"0,894181","34,179446","25,9"
11/03/2011 1.00,"1,014391","28,775102","38,099991"
11/03/2011 2.00,"1,200255","39,892693","38,099991"
11/03/2011 3.00,"0,954286","25,456462","38,099991"
11/03/2011 4.00,"0,874762","10,064999","38,099991"
11/03/2011 5.00,"0,73051","7,805403","38,099991"
11/03/2011 6.00,"0,546495","10,146763","38,099991"
11/03/2011 7.00,"0,817431","22,960634","38,099991"
11/03/2011 8.00,"1,021789","63,752752","38,099991"
11/03/2011 9.00,"0,779518","24,540156","38,099991"
11/03/2011 10.00,"0,91175","3,863766","38,099991"
11/03/2011 11.00,"1,339884","13,975477","38,099991"
11/03/2011 12.00,"1,44345","7,831361","38,099991"
11/03/2011 13.00,"1,481362","8,054594","38,099991"
11/03/2011 14.00,"1,647807","7,060425","38,099991"
11/03/2011 15.00,"1,234469","6,839786","38,099991"
11/03/2011 16.00,"1,12443","8,738574","38,099991"
11/03/2011 17.00,"1,039358","8,316764","38,099991"
11/03/2011 18.00,"1,01809","26,094995","38,099991"
11/03/2011 19.00,"1,258511","45,912225","38,099991"
11/03/2011 20.00,"1,132752","56,389925","38,099991"
11/03/2011 21.00,"1,269607","52,524876","38,099991"
11/03/2011 22.00,"1,056927","49,894097","38,099991"
11/03/2011 23.00,"0,933018","45,293117","38,099991"
12/03/2011 0.00,"0,960759","28,899707","38,099991"
12/03/2011 1.00,"0,827603","25,625178","26,1"
12/03/2011 2.00,"0,682425","17,931394","26,1"
12/03/2011 3.00,"0,577935","8,915084","26,1"
12/03/2011 4.00,"0,871988","6,032509","26,1"
12/03/2011 5.00,"0,776745","1,739149","26,1"
12/03/2011 6.00,"0,765648","3,719702","26,1"
12/03/2011 7.00,"0,713865","8,220722","26,1"
12/03/2011 8.00,"0,928395","25,634259","26,1"
12/03/2011 9.00,"0,852569","19,294144","26,1"
12/03/2011 10.00,"0,813732","3,483488","26,1"
12/03/2011 11.00,"0,749003","3,861169","26,1"
12/03/2011 12.00,"0,973704","3,169404","26,1"
12/03/2011 13.00,"0,642664","3,270638","26,1"
12/03/2011 14.00,"0,698145","4,513999","26,1"
12/03/2011 15.00,"0,480842","3,630148","26,1"
12/03/2011 16.00,"0,74438","5,56917","26,1"
12/03/2011 17.00,"0,785067","5,730105","26,1"
12/03/2011 18.00,"0,629718","7,210978","26,1"
12/03/2011 19.00,"0,540022","7,93519","26,1"
12/03/2011 20.00,"0,642664","7,759978","26,1"
12/03/2011 21.00,"0,853494","6,852767","26,1"
12/03/2011 22.00,"0,614923","6,393319","26,1"
12/03/2011 23.00,"0,572387","4,947489","26,1"
13/03/2011 0.00,"0,573311","4,870914","26,1"
13/03/2011 1.00,"0,780444","5,260275","17,79999"
13/03/2011 2.00,"0,584408","4,363446","17,79999"
13/03/2011 3.00,"0,684275","3,706724","17,79999"
13/03/2011 4.00,"0,624169","3,493872","17,79999"
13/03/2011 5.00,"0,677802","4,386806","17,79999"
13/03/2011 6.00,"0,710166","3,471808","17,79999"
13/03/2011 7.00,"0,618622","3,606787","17,79999"
13/03/2011 8.00,"0,841473","3,680766","17,79999"
13/03/2011 9.00,"0,507658","4,08051","17,79999"
13/03/2011 10.00,"0,615847","4,223275","17,79999"
13/03/2011 11.00,"0,675952","3,618467","17,79999"
13/03/2011 12.00,"0,424436","3,149936","17,79999"
13/03/2011 13.00,"0,360631","3,111","17,79999"
13/03/2011 14.00,"0,543721","3,462724","17,79999"
13/03/2011 15.00,"0,494713","3,413404","17,79999"
13/03/2011 16.00,"0,438306","2,924106","17,79999"
13/03/2011 17.00,"0,56129","4,131126","17,79999"
13/03/2011 18.00,"0,510432","5,648339","17,79999"
13/03/2011 19.00,"0,661158","5,362808","17,79999"
13/03/2011 20.00,"0,522453","5,360211","17,79999"
13/03/2011 21.00,"0,51598","5,915701","17,79999"
13/03/2011 22.00,"0,474368","5,004595","17,79999"
13/03/2011 23.00,"0,589956","4,497127","17,79999"
14/03/2011 0.00,"0,552044","4,319319","17,79999"
14/03/2011 1.00,"0,668555","2,995488","24,6"
14/03/2011 2.00,"0,469745","2,734617","24,6"
14/03/2011 3.00,"0,503959","2,428318","24,6"
14/03/2011 4.00,"0,493788","2,395872","24,6"
14/03/2011 5.00,"0,464197","2,672318","24,6"
14/03/2011 6.00,"0,498411","3,565255","24,6"
14/03/2011 7.00,"0,440156","4,364744","24,6"
14/03/2011 8.00,"0,384673","6,293382","24,6"
14/03/2011 9.00,"0,426285","5,36151","24,6"
14/03/2011 10.00,"0,479917","5,05651","24,6"
14/03/2011 11.00,"0,399468","2,463362","24,6"
14/03/2011 12.00,"0,3033","1,153808","24,6"
14/03/2011 13.00,"0,429059","1,122659","24,6"
14/03/2011 14.00,"0,316246","1,496446","24,6"
14/03/2011 15.00,,,"24,6"
14/03/2011 16.00,"1,129473",,"24,6"
14/03/2011 17.00,"1,333054","6,283","24,6"
14/03/2011 18.00,"1,007317","6,135042","24,6"
14/03/2011 19.00,"1,220847","6,582807","24,6"
14/03/2011 20.00,"1,087119","6,23368","24,6"
14/03/2011 21.00,"1,080953","6,930636","24,6"
14/03/2011 22.00,"0,990752","7,017594","24,6"
14/03/2011 23.00,"1,193643","4,589276","24,6"
15/03/2011 0.00,"1,131252","3,819639","24,6"
15/03/2011 1.00,,"3,780701","21,6"
15/03/2011 2.00,"0,629385",,"21,6"
15/03/2011 3.00,"0,64099",,"21,6"
15/03/2011 4.00,"0,593754",,"21,6"
15/03/2011 5.00,"0,670092",,"21,6"
15/03/2011 6.00,"0,578976",,"21,6"
15/03/2011 7.00,"0,78451",,"21,6"
15/03/2011 8.00,"0,878346",,"21,6"
15/03/2011 9.00,"1,014704",,"21,6"
15/03/2011 10.00,"1,015429",,"21,6"
15/03/2011 11.00,"1,063118",,"21,6"
15/03/2011 12.00,"1,141542",,"21,6"
15/03/2011 13.00,"1,117788",,"21,6"
15/03/2011 14.00,"1,317972",,"21,6"
15/03/2011 15.00,"0,942626",,"21,6"
15/03/2011 16.00,"0,923224",,"21,6"
15/03/2011 17.00,"0,8885",,"21,6"
15/03/2011 18.00,"1,265115",,"21,6"
15/03/2011 19.00,"1,251062",,"21,6"
15/03/2011 20.00,"1,13311",,"21,6"
15/03/2011 21.00,"1,155866",,"21,6"
15/03/2011 22.00,"1,053417",,"21,6"
15/03/2011 23.00,"0,841264",,"21,6"
16/03/2011 0.00,"0,981248",,"21,6"
16/03/2011 1.00,"1,165295",,"36,099991"
16/03/2011 2.00,"0,814791",,"36,099991"
16/03/2011 3.00,"1,055049",,"36,099991"
16/03/2011 4.00,"0,770547",,"36,099991"
