Stat,COSTA Morena Diga,,  ,
Parm,PM10,,,
Unit,ug/m3,,,
Field,Aver,,,
27/09/2014 21.00,,,,
27/09/2014 22.00,"11,0",,,
27/09/2014 23.00,,,,
28/09/2014 0.00,"11,7",,,
28/09/2014 1.00,,,,
28/09/2014 2.00,"14,7",,,
28/09/2014 3.00,,,,
28/09/2014 4.00,"11,3",,,
28/09/2014 5.00,,,,
28/09/2014 6.00,"9,0",,,
28/09/2014 7.00,,,,
28/09/2014 8.00,"11,3",,,
28/09/2014 9.00,,,,
28/09/2014 10.00,"8,7",,,
28/09/2014 11.00,,,,
28/09/2014 12.00,"9,0",,,
28/09/2014 13.00,,,,
28/09/2014 14.00,"8,2",,,
28/09/2014 15.00,,,,
28/09/2014 16.00,"8,9",,,
28/09/2014 17.00,,,,
28/09/2014 18.00,"7,0",,,
28/09/2014 19.00,,,,
28/09/2014 20.00,"8,8",,,
28/09/2014 21.00,,,,
28/09/2014 22.00,"14,1",,,
28/09/2014 23.00,,,,
29/09/2014 0.00,"15,4",,,
29/09/2014 1.00,,,,
29/09/2014 2.00,"13,3",,,
29/09/2014 3.00,,,,
29/09/2014 4.00,"18,8",,,
29/09/2014 5.00,,,,
29/09/2014 6.00,"18,2",,,
29/09/2014 7.00,,,,
29/09/2014 8.00,"13,8",,,
29/09/2014 9.00,,,,
29/09/2014 10.00,"10,5",,,
29/09/2014 11.00,,,,
29/09/2014 12.00,,,,
29/09/2014 13.00,,,,
29/09/2014 14.00,,,,
29/09/2014 15.00,,,,
29/09/2014 16.00,,,,
29/09/2014 17.00,,,,
29/09/2014 18.00,,,,
29/09/2014 19.00,,,,
29/09/2014 20.00,,,,
29/09/2014 21.00,,,,
29/09/2014 22.00,,,,
29/09/2014 23.00,,,,
30/09/2014 0.00,,,,
30/09/2014 1.00,,,,
30/09/2014 2.00,,,,
30/09/2014 3.00,,,,
30/09/2014 4.00,,,,
30/09/2014 5.00,,,,
30/09/2014 6.00,,,,
30/09/2014 7.00,,,,
30/09/2014 8.00,,,,
30/09/2014 9.00,,,,
30/09/2014 10.00,,,,
30/09/2014 11.00,,,,
30/09/2014 12.00,,,,
30/09/2014 13.00,,,,
30/09/2014 14.00,"17,8",,,
30/09/2014 15.00,,,,
30/09/2014 16.00,"13,1",,,
30/09/2014 17.00,,,,
30/09/2014 18.00,"13,8",,,
30/09/2014 19.00,,,,
30/09/2014 20.00,"14,1",,,
30/09/2014 21.00,,,,
30/09/2014 22.00,"21,2",,,
30/09/2014 23.00,,,,
01/10/2014 0.00,"15,8",,,
01/10/2014 1.00,,,,
01/10/2014 2.00,"18,5",,,
01/10/2014 3.00,,,,
01/10/2014 4.00,"35,5",,,
01/10/2014 5.00,,,,
01/10/2014 6.00,"20,8",,,
01/10/2014 7.00,,,,
01/10/2014 8.00,"15,3",,,
01/10/2014 9.00,,,,
01/10/2014 10.00,"28,5",,,
01/10/2014 11.00,,,,
01/10/2014 12.00,"21,2",,,
01/10/2014 13.00,,,,
01/10/2014 14.00,"18,8",,,
01/10/2014 15.00,,,,
01/10/2014 16.00,"16,5",,,
01/10/2014 17.00,,,,
01/10/2014 18.00,"12,2",,,
01/10/2014 19.00,,,,
01/10/2014 20.00,"8,1",,,
01/10/2014 21.00,,,,
01/10/2014 22.00,"11,2",,,
01/10/2014 23.00,,,,
02/10/2014 0.00,"33,1",,,
02/10/2014 1.00,,,,
02/10/2014 2.00,"24,8",,,
02/10/2014 3.00,,,,
02/10/2014 4.00,"15,8",,,
02/10/2014 5.00,,,,
02/10/2014 6.00,"14,9",,,
02/10/2014 7.00,,,,
02/10/2014 8.00,"13,1",,,
02/10/2014 9.00,,,,
02/10/2014 10.00,"18,5",,,
02/10/2014 11.00,,,,
02/10/2014 12.00,"47,2",,,
02/10/2014 13.00,,,,
02/10/2014 14.00,"45,2",,,
02/10/2014 15.00,,,,
02/10/2014 16.00,"29,8",,,
02/10/2014 17.00,,,,
02/10/2014 18.00,"24,3",,,
02/10/2014 19.00,,,,
02/10/2014 20.00,"18,6",,,
02/10/2014 21.00,,,,
02/10/2014 22.00,"21,8",,,
02/10/2014 23.00,,,,
03/10/2014 0.00,"21,2",,,
03/10/2014 1.00,,,,
03/10/2014 2.00,"21,7",,,
03/10/2014 3.00,,,,
03/10/2014 4.00,"16,4",,,
03/10/2014 5.00,,,,
03/10/2014 6.00,"16,7",,,
03/10/2014 7.00,,,,
03/10/2014 8.00,"15,7",,,
03/10/2014 9.00,,,,
03/10/2014 10.00,"15,0",,,
03/10/2014 11.00,,,,
03/10/2014 12.00,"15,9",,,
03/10/2014 13.00,,,,
03/10/2014 14.00,"15,2",,,
03/10/2014 15.00,,,,
03/10/2014 16.00,"9,1",,,
03/10/2014 17.00,,,,
03/10/2014 18.00,"9,1",,,
03/10/2014 19.00,,,,
03/10/2014 20.00,"12,5",,,
03/10/2014 21.00,,,,
03/10/2014 22.00,"28,5",,,
03/10/2014 23.00,,,,
04/10/2014 0.00,"35,1",,,
04/10/2014 1.00,,,,
04/10/2014 2.00,"39,1",,,
04/10/2014 3.00,,,,
04/10/2014 4.00,"40,6",,,
04/10/2014 5.00,,,,
04/10/2014 6.00,"25,0",,,
04/10/2014 7.00,,,,
04/10/2014 8.00,"20,9",,,
04/10/2014 9.00,,,,
04/10/2014 10.00,"45,4",,,
04/10/2014 11.00,,,,
04/10/2014 12.00,"27,6",,,
04/10/2014 13.00,,,,
04/10/2014 14.00,"23,0",,,
04/10/2014 15.00,,,,
04/10/2014 16.00,"35,0",,,
04/10/2014 17.00,,,,
04/10/2014 18.00,"27,2",,,
04/10/2014 19.00,,,,
04/10/2014 20.00,"16,4",,,
04/10/2014 21.00,,,,
04/10/2014 22.00,"19,6",,,
04/10/2014 23.00,,,,
05/10/2014 0.00,"17,1",,,
05/10/2014 1.00,,,,
05/10/2014 2.00,"30,6",,,
05/10/2014 3.00,,,,
05/10/2014 4.00,"31,1",,,
05/10/2014 5.00,,,,
05/10/2014 6.00,"31,2",,,
05/10/2014 7.00,,,,
05/10/2014 8.00,"28,5",,,
05/10/2014 9.00,,,,
05/10/2014 10.00,"22,2",,,
05/10/2014 11.00,,,,
05/10/2014 12.00,"15,1",,,
05/10/2014 13.00,,,,
05/10/2014 14.00,"11,2",,,
05/10/2014 15.00,,,,
05/10/2014 16.00,"11,3",,,
05/10/2014 17.00,,,,
05/10/2014 18.00,"14,0",,,
05/10/2014 19.00,,,,
05/10/2014 20.00,"16,3",,,
05/10/2014 21.00,,,,
05/10/2014 22.00,"17,5",,,
05/10/2014 23.00,,,,
06/10/2014 0.00,"25,9",,,
06/10/2014 1.00,,,,
06/10/2014 2.00,"21,1",,,
06/10/2014 3.00,,,,
06/10/2014 4.00,"36,5",,,
06/10/2014 5.00,,,,
06/10/2014 6.00,"24,7",,,
06/10/2014 7.00,,,,
06/10/2014 8.00,"19,0",,,
06/10/2014 9.00,,,,
06/10/2014 10.00,"20,3",,,
06/10/2014 11.00,,,,
06/10/2014 12.00,"16,9",,,
06/10/2014 13.00,,,,
06/10/2014 14.00,"23,2",,,
06/10/2014 15.00,,,,
06/10/2014 16.00,"19,0",,,
06/10/2014 17.00,,,,
06/10/2014 18.00,"17,3",,,
06/10/2014 19.00,,,,
06/10/2014 20.00,"11,9",,,
06/10/2014 21.00,,,,
06/10/2014 22.00,"11,9",,,
06/10/2014 23.00,,,,
07/10/2014 0.00,"8,0",,,
07/10/2014 1.00,,,,
07/10/2014 2.00,"21,0",,,
07/10/2014 3.00,,,,
07/10/2014 4.00,"19,7",,,
07/10/2014 5.00,,,,
07/10/2014 6.00,"14,9",,,
07/10/2014 7.00,,,,
07/10/2014 8.00,"14,4",,,
07/10/2014 9.00,,,,
07/10/2014 10.00,"10,9",,,
07/10/2014 11.00,,,,
07/10/2014 12.00,"11,8",,,
07/10/2014 13.00,,,,
07/10/2014 14.00,"14,1",,,
07/10/2014 15.00,,,,
07/10/2014 16.00,"14,7",,,
07/10/2014 17.00,,,,
07/10/2014 18.00,"53,7",,,
07/10/2014 19.00,,,,
07/10/2014 20.00,"37,7",,,
07/10/2014 21.00,,,,
07/10/2014 22.00,"23,7",,,
07/10/2014 23.00,,,,
08/10/2014 0.00,"20,1",,,
08/10/2014 1.00,,,,
08/10/2014 2.00,"18,8",,,
08/10/2014 3.00,,,,
08/10/2014 4.00,"17,3",,,
08/10/2014 5.00,,,,
08/10/2014 6.00,"11,9",,,
08/10/2014 7.00,,,,
08/10/2014 8.00,"9,0",,,
08/10/2014 9.00,,,,
08/10/2014 10.00,"15,2",,,
08/10/2014 11.00,,,,
08/10/2014 12.00,"12,9",,,
08/10/2014 13.00,,,,
08/10/2014 14.00,"15,6",,,
08/10/2014 15.00,,,,
08/10/2014 16.00,"12,5",,,
08/10/2014 17.00,,,,
08/10/2014 18.00,"28,8",,,
08/10/2014 19.00,,,,
08/10/2014 20.00,"35,0",,,
08/10/2014 21.00,,,,
08/10/2014 22.00,"22,7",,,
08/10/2014 23.00,,,,
09/10/2014 0.00,"13,3",,,
09/10/2014 1.00,,,,
09/10/2014 2.00,"14,4",,,
09/10/2014 3.00,,,,
09/10/2014 4.00,"16,7",,,
09/10/2014 5.00,,,,
09/10/2014 6.00,"25,6",,,
09/10/2014 7.00,,,,
09/10/2014 8.00,"17,0",,,
09/10/2014 9.00,,,,
09/10/2014 10.00,"16,0",,,
09/10/2014 11.00,,,,
09/10/2014 12.00,"24,1",,,
09/10/2014 13.00,,,,
09/10/2014 14.00,"29,8",,,
09/10/2014 15.00,,,,
09/10/2014 16.00,"27,6",,,
09/10/2014 17.00,,,,
09/10/2014 18.00,"49,5",,,
09/10/2014 19.00,,,,
09/10/2014 20.00,"57,9",,,
09/10/2014 21.00,,,,
09/10/2014 22.00,"36,6",,,
09/10/2014 23.00,,,,
10/10/2014 0.00,"30,6",,,
10/10/2014 1.00,,,,
10/10/2014 2.00,"30,6",,,
10/10/2014 3.00,,,,
10/10/2014 4.00,"36,0",,,
10/10/2014 5.00,,,,
10/10/2014 6.00,"46,5",,,
10/10/2014 7.00,,,,
10/10/2014 8.00,"27,4",,,
10/10/2014 9.00,,,,
10/10/2014 10.00,"22,0",,,
10/10/2014 11.00,,,,
10/10/2014 12.00,"29,2",,,
10/10/2014 13.00,,,,
10/10/2014 14.00,"33,1",,,
10/10/2014 15.00,,,,
10/10/2014 16.00,"47,1",,,
10/10/2014 17.00,,,,
10/10/2014 18.00,"66,3",,,
10/10/2014 19.00,,,,
10/10/2014 20.00,"57,3",,,
10/10/2014 21.00,,,,
10/10/2014 22.00,"39,7",,,
10/10/2014 23.00,,,,
11/10/2014 0.00,"50,1",,,
11/10/2014 1.00,,,,
11/10/2014 2.00,"43,5",,,
11/10/2014 3.00,,,,
11/10/2014 4.00,"41,6",,,
11/10/2014 5.00,,,,
11/10/2014 6.00,"23,0",,,
11/10/2014 7.00,,,,
11/10/2014 8.00,"16,5",,,
11/10/2014 9.00,,,,
11/10/2014 10.00,"29,4",,,
11/10/2014 11.00,,,,
11/10/2014 12.00,"37,6",,,
11/10/2014 13.00,,,,
11/10/2014 14.00,"20,8",,,
11/10/2014 15.00,,,,
11/10/2014 16.00,"13,5",,,
11/10/2014 17.00,,,,
11/10/2014 18.00,"21,2",,,
11/10/2014 19.00,,,,
11/10/2014 20.00,"24,0",,,
11/10/2014 21.00,,,,
11/10/2014 22.00,"29,9",,,
11/10/2014 23.00,,,,
12/10/2014 0.00,"39,6",,,
12/10/2014 1.00,,,,
12/10/2014 2.00,"27,1",,,
12/10/2014 3.00,,,,
12/10/2014 4.00,"18,6",,,
12/10/2014 5.00,,,,
12/10/2014 6.00,"20,3",,,
12/10/2014 7.00,,,,
12/10/2014 8.00,"35,4",,,
12/10/2014 9.00,,,,
12/10/2014 10.00,"29,3",,,
12/10/2014 11.00,,,,
12/10/2014 12.00,"33,3",,,
12/10/2014 13.00,,,,
12/10/2014 14.00,"24,2",,,
12/10/2014 15.00,,,,
12/10/2014 16.00,"15,4",,,
12/10/2014 17.00,,,,
12/10/2014 18.00,"9,7",,,
12/10/2014 19.00,,,,
12/10/2014 20.00,"10,1",,,
12/10/2014 21.00,,,,
12/10/2014 22.00,"36,2",,,
12/10/2014 23.00,,,,
13/10/2014 0.00,"28,4",,,
13/10/2014 1.00,,,,
13/10/2014 2.00,"42,6",,,
13/10/2014 3.00,,,,
13/10/2014 4.00,"26,8",,,
13/10/2014 5.00,,,,
13/10/2014 6.00,"26,8",,,
13/10/2014 7.00,,,,
13/10/2014 8.00,"21,3",,,
13/10/2014 9.00,,,,
13/10/2014 10.00,"26,1",,,
13/10/2014 11.00,,,,
13/10/2014 12.00,"41,3",,,
13/10/2014 13.00,,,,
13/10/2014 14.00,"30,1",,,
13/10/2014 15.00,,,,
13/10/2014 16.00,"23,8",,,
13/10/2014 17.00,,,,
13/10/2014 18.00,"43,6",,,
13/10/2014 19.00,,,,
13/10/2014 20.00,"41,8",,,
13/10/2014 21.00,,,,
13/10/2014 22.00,"59,6",,,
13/10/2014 23.00,,,,
14/10/2014 0.00,"41,8",,,
14/10/2014 1.00,,,,
14/10/2014 2.00,"32,6",,,
14/10/2014 3.00,,,,
14/10/2014 4.00,"49,6",,,
14/10/2014 5.00,,,,
14/10/2014 6.00,"37,8",,,
14/10/2014 7.00,,,,
14/10/2014 8.00,"25,2",,,
14/10/2014 9.00,,,,
14/10/2014 10.00,"30,8",,,
14/10/2014 11.00,,,,
14/10/2014 12.00,"27,8",,,
14/10/2014 13.00,,,,
14/10/2014 14.00,"30,5",,,
14/10/2014 15.00,,,,
14/10/2014 16.00,"39,9",,,
14/10/2014 17.00,,,,
14/10/2014 18.00,"27,4",,,
14/10/2014 19.00,,,,
14/10/2014 20.00,"45,8",,,
14/10/2014 21.00,,,,
14/10/2014 22.00,"38,0",,,
14/10/2014 23.00,,,,
15/10/2014 0.00,"47,1",,,
15/10/2014 1.00,,,,
15/10/2014 2.00,"43,5",,,
15/10/2014 3.00,,,,
15/10/2014 4.00,"34,6",,,
15/10/2014 5.00,,,,
15/10/2014 6.00,"55,5",,,
15/10/2014 7.00,,,,
15/10/2014 8.00,"39,3",,,
15/10/2014 9.00,,,,
15/10/2014 10.00,"43,0",,,
15/10/2014 11.00,,,,
15/10/2014 12.00,"38,7",,,
15/10/2014 13.00,,,,
15/10/2014 14.00,"29,7",,,
15/10/2014 15.00,,,,
15/10/2014 16.00,"35,2",,,
15/10/2014 17.00,,,,
15/10/2014 18.00,"25,1",,,
15/10/2014 19.00,,,,
15/10/2014 20.00,"21,7",,,
15/10/2014 21.00,,,,
15/10/2014 22.00,"48,3",,,
15/10/2014 23.00,,,,
16/10/2014 0.00,"49,6",,,
16/10/2014 1.00,,,,
16/10/2014 2.00,"43,3",,,
16/10/2014 3.00,,,,
16/10/2014 4.00,"69,9",,,
16/10/2014 5.00,,,,
16/10/2014 6.00,"61,1",,,
16/10/2014 7.00,,,,
16/10/2014 8.00,"50,7",,,
16/10/2014 9.00,,,,
16/10/2014 10.00,"50,7",,,
16/10/2014 11.00,,,,
16/10/2014 12.00,"34,1",,,
16/10/2014 13.00,,,,
16/10/2014 14.00,"28,4",,,
16/10/2014 15.00,,,,
16/10/2014 16.00,"18,1",,,
16/10/2014 17.00,,,,
16/10/2014 18.00,"12,6",,,
16/10/2014 19.00,,,,
16/10/2014 20.00,"26,1",,,
16/10/2014 21.00,,,,
16/10/2014 22.00,"41,5",,,
16/10/2014 23.00,,,,
17/10/2014 0.00,"40,7",,,
17/10/2014 1.00,,,,
17/10/2014 2.00,"48,0",,,
17/10/2014 3.00,,,,
17/10/2014 4.00,"33,0",,,
17/10/2014 5.00,,,,
17/10/2014 6.00,"24,2",,,
17/10/2014 7.00,,,,
17/10/2014 8.00,"22,1",,,
17/10/2014 9.00,,,,
17/10/2014 10.00,"15,8",,,
17/10/2014 11.00,,,,
17/10/2014 12.00,"25,5",,,
17/10/2014 13.00,,,,
17/10/2014 14.00,"24,4",,,
17/10/2014 15.00,,,,
17/10/2014 16.00,"21,9",,,
17/10/2014 17.00,,,,
17/10/2014 18.00,"19,7",,,
17/10/2014 19.00,,,,
17/10/2014 20.00,"36,1",,,
17/10/2014 21.00,,,,
17/10/2014 22.00,"41,5",,,
17/10/2014 23.00,,,,
18/10/2014 0.00,"44,7",,,
18/10/2014 1.00,,,,
18/10/2014 2.00,"32,1",,,
18/10/2014 3.00,,,,
18/10/2014 4.00,"31,1",,,
18/10/2014 5.00,,,,
18/10/2014 6.00,"33,2",,,
18/10/2014 7.00,,,,
18/10/2014 8.00,"20,1",,,
18/10/2014 9.00,,,,
18/10/2014 10.00,"27,6",,,
18/10/2014 11.00,,,,
18/10/2014 12.00,"26,2",,,
18/10/2014 13.00,,,,
18/10/2014 14.00,"31,7",,,
18/10/2014 15.00,,,,
18/10/2014 16.00,"41,0",,,
18/10/2014 17.00,,,,
18/10/2014 18.00,"42,4",,,
18/10/2014 19.00,,,,
18/10/2014 20.00,"30,1",,,
18/10/2014 21.00,,,,
18/10/2014 22.00,"33,8",,,
18/10/2014 23.00,,,,
19/10/2014 0.00,"21,9",,,
19/10/2014 1.00,,,,
19/10/2014 2.00,"40,4",,,
19/10/2014 3.00,,,,
19/10/2014 4.00,"29,6",,,
19/10/2014 5.00,,,,
19/10/2014 6.00,"23,1",,,
19/10/2014 7.00,,,,
19/10/2014 8.00,"20,5",,,
19/10/2014 9.00,,,,
19/10/2014 10.00,"15,4",,,
19/10/2014 11.00,,,,
19/10/2014 12.00,"9,2",,,
19/10/2014 13.00,,,,
19/10/2014 14.00,"9,2",,,
19/10/2014 15.00,,,,
19/10/2014 16.00,"15,5",,,
19/10/2014 17.00,,,,
19/10/2014 18.00,"12,8",,,
19/10/2014 19.00,,,,
19/10/2014 20.00,"10,9",,,
19/10/2014 21.00,,,,
19/10/2014 22.00,"8,4",,,
19/10/2014 23.00,,,,
20/10/2014 0.00,"7,3",,,
20/10/2014 1.00,,,,
20/10/2014 2.00,"6,5",,,
20/10/2014 3.00,,,,
20/10/2014 4.00,"12,9",,,
20/10/2014 5.00,,,,
20/10/2014 6.00,"15,5",,,
20/10/2014 7.00,,,,
20/10/2014 8.00,"9,8",,,
20/10/2014 9.00,,,,
20/10/2014 10.00,"15,0",,,
20/10/2014 11.00,,,,
20/10/2014 12.00,"24,2",,,
20/10/2014 13.00,,,,
20/10/2014 14.00,"22,2",,,
20/10/2014 15.00,,,,
20/10/2014 16.00,"30,4",,,
20/10/2014 17.00,,,,
20/10/2014 18.00,"24,0",,,
20/10/2014 19.00,,,,
20/10/2014 20.00,"17,8",,,
20/10/2014 21.00,,,,
20/10/2014 22.00,"10,0",,,
20/10/2014 23.00,,,,
21/10/2014 0.00,"8,5",,,
21/10/2014 1.00,,,,
21/10/2014 2.00,"8,8",,,
21/10/2014 3.00,,,,
21/10/2014 4.00,"14,8",,,
21/10/2014 5.00,,,,
21/10/2014 6.00,"29,6",,,
21/10/2014 7.00,,,,
21/10/2014 8.00,"30,4",,,
21/10/2014 9.00,,,,
21/10/2014 10.00,"22,0",,,
21/10/2014 11.00,,,,
21/10/2014 12.00,"23,8",,,
21/10/2014 13.00,,,,
21/10/2014 14.00,"36,4",,,
21/10/2014 15.00,,,,
21/10/2014 16.00,"31,9",,,
21/10/2014 17.00,,,,
21/10/2014 18.00,"39,3",,,
21/10/2014 19.00,,,,
21/10/2014 20.00,"28,2",,,
21/10/2014 21.00,,,,
21/10/2014 22.00,"36,4",,,
21/10/2014 23.00,,,,
22/10/2014 0.00,"30,0",,,
22/10/2014 1.00,,,,
22/10/2014 2.00,"45,1",,,
22/10/2014 3.00,,,,
22/10/2014 4.00,"27,4",,,
22/10/2014 5.00,,,,
22/10/2014 6.00,"18,2",,,
22/10/2014 7.00,,,,
22/10/2014 8.00,"12,6",,,
22/10/2014 9.00,,,,
22/10/2014 10.00,"24,6",,,
22/10/2014 11.00,,,,
22/10/2014 12.00,"23,2",,,
22/10/2014 13.00,,,,
22/10/2014 14.00,"16,6",,,
22/10/2014 15.00,,,,
22/10/2014 16.00,"24,6",,,
22/10/2014 17.00,,,,
22/10/2014 18.00,"24,6",,,
22/10/2014 19.00,,,,
22/10/2014 20.00,"26,8",,,
22/10/2014 21.00,,,,
22/10/2014 22.00,"15,6",,,
22/10/2014 23.00,,,,
23/10/2014 0.00,"13,5",,,
23/10/2014 1.00,,,,
23/10/2014 2.00,"12,0",,,
23/10/2014 3.00,,,,
23/10/2014 4.00,"8,4",,,
23/10/2014 5.00,,,,
23/10/2014 6.00,"6,7",,,
23/10/2014 7.00,,,,
23/10/2014 8.00,"14,4",,,
23/10/2014 9.00,,,,
23/10/2014 10.00,"14,3",,,
23/10/2014 11.00,,,,
23/10/2014 12.00,"14,0",,,
23/10/2014 13.00,,,,
23/10/2014 14.00,"16,7",,,
23/10/2014 15.00,,,,
23/10/2014 16.00,"18,3",,,
23/10/2014 17.00,,,,
23/10/2014 18.00,"11,7",,,
23/10/2014 19.00,,,,
23/10/2014 20.00,"9,2",,,
23/10/2014 21.00,,,,
23/10/2014 22.00,"16,1",,,
23/10/2014 23.00,,,,
24/10/2014 0.00,"15,5",,,
24/10/2014 1.00,,,,
24/10/2014 2.00,"10,1",,,
24/10/2014 3.00,,,,
24/10/2014 4.00,"16,3",,,
24/10/2014 5.00,,,,
24/10/2014 6.00,"16,1",,,
24/10/2014 7.00,,,,
24/10/2014 8.00,"16,1",,,
24/10/2014 9.00,,,,
24/10/2014 10.00,"15,1",,,
24/10/2014 11.00,,,,
24/10/2014 12.00,"10,4",,,
24/10/2014 13.00,,,,
24/10/2014 14.00,"15,3",,,
24/10/2014 15.00,,,,
24/10/2014 16.00,"12,8",,,
24/10/2014 17.00,,,,
24/10/2014 18.00,"12,0",,,
24/10/2014 19.00,,,,
24/10/2014 20.00,"13,2",,,
24/10/2014 21.00,,,,
24/10/2014 22.00,"16,5",,,
24/10/2014 23.00,,,,
25/10/2014 0.00,"18,2",,,
25/10/2014 1.00,,,,
25/10/2014 2.00,"23,7",,,
25/10/2014 3.00,,,,
25/10/2014 4.00,"16,4",,,
25/10/2014 5.00,,,,
25/10/2014 6.00,"16,1",,,
25/10/2014 7.00,,,,
25/10/2014 8.00,"14,1",,,
25/10/2014 9.00,,,,
25/10/2014 10.00,"13,2",,,
25/10/2014 11.00,,,,
25/10/2014 12.00,"12,9",,,
25/10/2014 13.00,,,,
25/10/2014 14.00,"7,4",,,
25/10/2014 15.00,,,,
25/10/2014 16.00,"5,4",,,
25/10/2014 17.00,,,,
25/10/2014 18.00,"12,7",,,
25/10/2014 19.00,,,,
25/10/2014 20.00,"10,7",,,
25/10/2014 21.00,,,,
25/10/2014 22.00,"10,7",,,
25/10/2014 23.00,,,,
26/10/2014 0.00,"13,5",,,
26/10/2014 1.00,,,,
26/10/2014 2.00,"16,1",,,
26/10/2014 3.00,,,,
26/10/2014 4.00,"16,1",,,
26/10/2014 5.00,,,,
26/10/2014 6.00,"14,0",,,
26/10/2014 7.00,,,,
26/10/2014 8.00,"14,9",,,
26/10/2014 9.00,,,,
26/10/2014 10.00,"14,5",,,
26/10/2014 11.00,,,,
26/10/2014 12.00,"10,8",,,
26/10/2014 13.00,,,,
26/10/2014 14.00,"7,4",,,
26/10/2014 15.00,,,,
26/10/2014 16.00,"5,6",,,
26/10/2014 17.00,,,,
26/10/2014 18.00,"15,7",,,
26/10/2014 19.00,,,,
26/10/2014 20.00,"24,4",,,
26/10/2014 21.00,,,,
26/10/2014 22.00,"18,2",,,
26/10/2014 23.00,,,,
27/10/2014 0.00,"13,0",,,
27/10/2014 1.00,,,,
27/10/2014 2.00,"15,0",,,
27/10/2014 3.00,,,,
27/10/2014 4.00,"15,5",,,
27/10/2014 5.00,,,,
27/10/2014 6.00,"14,1",,,
27/10/2014 7.00,,,,
27/10/2014 8.00,"9,0",,,
27/10/2014 9.00,,,,
27/10/2014 10.00,"12,6",,,
27/10/2014 11.00,,,,
27/10/2014 12.00,"13,1",,,
27/10/2014 13.00,,,,
27/10/2014 14.00,"9,5",,,
27/10/2014 15.00,,,,
27/10/2014 16.00,"11,1",,,
27/10/2014 17.00,,,,
27/10/2014 18.00,"12,7",,,
27/10/2014 19.00,,,,
27/10/2014 20.00,"12,8",,,
27/10/2014 21.00,,,,
27/10/2014 22.00,"25,4",,,
27/10/2014 23.00,,,,
28/10/2014 0.00,"19,8",,,
28/10/2014 1.00,,,,
28/10/2014 2.00,"19,2",,,
28/10/2014 3.00,,,,
28/10/2014 4.00,"11,2",,,
28/10/2014 5.00,,,,
28/10/2014 6.00,"11,1",,,
28/10/2014 7.00,,,,
28/10/2014 8.00,"9,9",,,
28/10/2014 9.00,,,,
28/10/2014 10.00,"7,3",,,
28/10/2014 11.00,,,,
28/10/2014 12.00,"9,8",,,
28/10/2014 13.00,,,,
28/10/2014 14.00,"11,0",,,
28/10/2014 15.00,,,,
28/10/2014 16.00,"9,6",,,
28/10/2014 17.00,,,,
28/10/2014 18.00,"15,3",,,
28/10/2014 19.00,,,,
28/10/2014 20.00,"12,8",,,
28/10/2014 21.00,,,,
28/10/2014 22.00,"11,7",,,
28/10/2014 23.00,,,,
29/10/2014 0.00,"10,6",,,
29/10/2014 1.00,,,,
29/10/2014 2.00,,,,
29/10/2014 3.00,,,,
29/10/2014 4.00,,,,
29/10/2014 5.00,,,,
29/10/2014 6.00,,,,
29/10/2014 7.00,,,,
29/10/2014 8.00,,,,
29/10/2014 9.00,,,,
29/10/2014 10.00,,,,
29/10/2014 11.00,,,,
29/10/2014 12.00,,,,
29/10/2014 13.00,,,,
29/10/2014 14.00,,,,
29/10/2014 15.00,,,,
29/10/2014 16.00,,,,
29/10/2014 17.00,,,,
29/10/2014 18.00,,,,
29/10/2014 19.00,,,,
29/10/2014 20.00,,,,
29/10/2014 21.00,,,,
29/10/2014 22.00,,,,
29/10/2014 23.00,,,,
30/10/2014 0.00,,,,
30/10/2014 1.00,,,,
30/10/2014 2.00,,,,
30/10/2014 3.00,,,,
30/10/2014 4.00,,,,
30/10/2014 5.00,,,,
30/10/2014 6.00,,,,
30/10/2014 7.00,,,,
30/10/2014 8.00,,,,
30/10/2014 9.00,,,,
30/10/2014 10.00,,,,
30/10/2014 11.00,,,,
30/10/2014 12.00,,,,
30/10/2014 13.00,,,,
30/10/2014 14.00,,,,
30/10/2014 15.00,,,,
30/10/2014 16.00,,,,
30/10/2014 17.00,,,,
30/10/2014 18.00,,,,
30/10/2014 19.00,,,,
30/10/2014 20.00,,,,
30/10/2014 21.00,,,,
30/10/2014 22.00,,,,
30/10/2014 23.00,,,,
31/10/2014 0.00,,,,
31/10/2014 1.00,,,,
31/10/2014 2.00,,,,
31/10/2014 3.00,,,,
31/10/2014 4.00,,,,
31/10/2014 5.00,,,,
31/10/2014 6.00,,,,
31/10/2014 7.00,,,,
31/10/2014 8.00,,,,
31/10/2014 9.00,,,,
31/10/2014 10.00,,,,
31/10/2014 11.00,,,,
31/10/2014 12.00,,,,
31/10/2014 13.00,,,,
31/10/2014 14.00,"14,9",,,
31/10/2014 15.00,,,,
31/10/2014 16.00,"16,0",,,
31/10/2014 17.00,,,,
31/10/2014 18.00,"23,8",,,
31/10/2014 19.00,,,,
31/10/2014 20.00,"20,2",,,
31/10/2014 21.00,,,,
31/10/2014 22.00,"15,9",,,
31/10/2014 23.00,,,,
01/11/2014 0.00,"22,9",,,
01/11/2014 1.00,,,,
01/11/2014 2.00,"21,4",,,
01/11/2014 3.00,,,,
01/11/2014 4.00,"23,9",,,
01/11/2014 5.00,,,,
01/11/2014 6.00,"17,3",,,
01/11/2014 7.00,,,,
01/11/2014 8.00,"14,8",,,
01/11/2014 9.00,,,,
01/11/2014 10.00,"29,8",,,
