Stat,Mesagne2_Via_Antonucci,,,,,
Parm,NOX,NO,NO2,CO,O3,BENZENE
Unit,ug/m3 293K,ug/m3 293K,ug/m3 293K,mg/m3 293K,ug/m3 293K,ug/m3 293K
Field,Aver,Aver,Aver,Aver,Aver,Aver
09/10/2014 13.00,"32,980106","10,68688","17,351999","0,4","93,3",
09/10/2014 14.00,"19,663428","6,662594","9,912427","0,4","97,8",
09/10/2014 15.00,"23,556947","7,025054","13,081935","0,4","93,9",
09/10/2014 16.00,"30,338182","9,091545","17,085166","0,4","85,9",
09/10/2014 17.00,"32,254445","9,363073","18,388853","0,4","77,9",
09/10/2014 18.00,"53,574104","15,657706","29,716264","0,5","53,8",
09/10/2014 19.00,"51,989861","15,244912","28,676099","0,4","41,6",
09/10/2014 20.00,"45,944021","13,137394","25,924577","0,4","36,7",
09/10/2014 21.00,"37,246506","8,339978","24,458992","0,5","36,3",
09/10/2014 22.00,"23,600389","5,123087","15,773804","0,4","46,0",
09/10/2014 23.00,"15,747866","3,856379","9,834959","0,4","54,7",
10/10/2014 0.00,"19,947455","4,985632","12,311532","0,4","50,7",
10/10/2014 1.00,"18,542198","4,637551","11,431534","0,4","46,3",
10/10/2014 2.00,"18,109009","4,221377","11,636456","0,4","43,8",
10/10/2014 3.00,"15,561749","4,228567","9,078174","0,4","44,9",
10/10/2014 4.00,"12,950292","3,854686","7,039978","0,4","40,0",
10/10/2014 5.00,"16,631106","4,284818","10,06128","0,4","32,9",
10/10/2014 6.00,"17,845722","4,189233","11,422456","0,4","28,1",
10/10/2014 7.00,"80,192586","34,255276","28,527862","0,6","11,6",
10/10/2014 8.00,"48,757815","14,981421","25,787737","0,6","16,2",
10/10/2014 9.00,"62,455137","19,185456","33,46606","0,7","33,8",
10/10/2014 10.00,"37,368394","11,029462","20,856001","0,5","77,3",
10/10/2014 11.00,"30,884841","10,821375","16,139246","0,4","90,5",
10/10/2014 12.00,"35,426206","12,355806","17,643492","0,4","92,0",
10/10/2014 13.00,"36,262111","12,133339","19,222675","0,4","93,6",
10/10/2014 14.00,"27,550982","9,544516","14,145306","0,4","87,7",
10/10/2014 15.00,"30,391353","9,696774","16,611302","0,4","87,4",
10/10/2014 16.00,"29,977616","9,020069","16,668069","0,4","90,4",
10/10/2014 17.00,"31,381597","9,61726","17,046138","0,4","88,1",
10/10/2014 18.00,"71,591052","20,596811","40,666766","0,5","63,9",
10/10/2014 19.00,"87,993892","27,456907","46,407547","0,5","35,9",
10/10/2014 20.00,"86,681989","27,479752","45,691025","0,6","22,9",
10/10/2014 21.00,"52,507342","15,897928","28,309052","0,5","21,5",
10/10/2014 22.00,"35,990377","11,691365","18,293412","0,5","28,6",
10/10/2014 23.00,"28,230583","8,051956","16,528252","0,4","35,6",
11/10/2014 0.00,"23,455135","6,078511","14,136376","0,4","39,9",
11/10/2014 1.00,"100,416305","54,032435","32,37951","0,4","33,4",
11/10/2014 2.00,"27,853823","10,694492","12,644627","0,4","38,5",
11/10/2014 3.00,"59,18808","27,294921","20,291902",,"34,8",
11/10/2014 4.00,"18,345706","5,414071","10,04442","0,4",,
11/10/2014 5.00,"16,765343","4,36137","10,078142","0,4","43,0",
11/10/2014 6.00,"22,496018","4,32965","15,85746","0,4","37,8",
11/10/2014 7.00,"57,489669","19,305991","28,159648","0,5","25,6",
11/10/2014 8.00,"79,192613","28,035927","37,569212","0,6","16,3",
11/10/2014 9.00,"45,080867","14,207856","23,591306","0,5","40,4",
11/10/2014 10.00,"34,764747","11,399959","18,569489","0,4","66,3",
11/10/2014 11.00,"35,430735","10,763855","19,683084","0,4","76,4",
11/10/2014 12.00,"28,049019","8,674526","15,988753","0,4","88,9",
11/10/2014 13.00,"27,504291","9,569892","14,515435","0,4","89,4",
11/10/2014 14.00,"18,624555","6,366958","9,653187","0,4","85,9",
11/10/2014 15.00,"20,669236","7,207765","10,211082","0,4","89,4",
11/10/2014 16.00,"18,153104","7,242446","8,431132","0,4","95,7",
11/10/2014 17.00,"24,895425","8,831013","12,479136","0,4","90,7",
11/10/2014 18.00,"45,712516","13,283306","26,158052","0,5","62,2",
11/10/2014 19.00,"43,213894","11,983617","25,069856","0,5","46,9",
11/10/2014 20.00,"38,930632","10,160741","23,671726","0,5","36,8",
11/10/2014 21.00,"33,522254","9,276793","19,682433","0,5","32,4",
11/10/2014 22.00,"28,869344","6,926508","18,315876","0,5","33,3",
11/10/2014 23.00,"22,400035","5,449176","14,089034","0,4","36,7",
12/10/2014 0.00,"19,720483","5,364163","11,779421","0,5","35,8",
12/10/2014 1.00,"18,595374","5,061761","10,906908","0,4","37,0",
12/10/2014 2.00,"15,489768","4,190502","9,064557","0,4","43,0",
12/10/2014 3.00,"14,374369","4,159628","7,996498","0,4","41,2",
12/10/2014 4.00,"12,233714","3,880486","6,283842","0,4","38,5",
12/10/2014 5.00,"12,345252","3,864837","6,419375","0,4","39,7",
12/10/2014 6.00,"14,265424","4,174854","7,893388","0,4","38,3",
12/10/2014 7.00,"20,839136","6,05398","11,672123","0,4","37,2",
12/10/2014 8.00,"18,81521","6,977684","8,956496","0,4","41,1",
12/10/2014 9.00,"30,750619","12,860797","13,71056","0,4","52,0",
12/10/2014 10.00,"21,909129","8,199139","10,205709","0,4","49,4",
12/10/2014 11.00,"20,367025","6,133071","10,986023","0,4","52,0",
12/10/2014 12.00,"19,241908","6,482844","9,7312","0,4","69,7",
12/10/2014 13.00,"18,839205","6,455775","9,303847","0,4","87,7",
12/10/2014 14.00,"10,767483","4,291585","4,388313","0,4","91,6",
12/10/2014 15.00,"14,694721","5,758768","6,213156","0,4","93,5",
12/10/2014 16.00,"17,188804","4,935302","9,719528","0,4","90,2",
12/10/2014 17.00,"21,444819","7,054238","10,999642","0,4","82,9",
12/10/2014 18.00,"40,189992","11,240087","23,515439","0,5","62,9",
12/10/2014 19.00,"31,626067","6,78144","21,228227","0,5","51,8",
12/10/2014 20.00,"19,585609","3,87964","13,637039","0,4","46,4",
12/10/2014 21.00,"29,742861","6,959498","19,223745","0,5","44,6",
12/10/2014 22.00,"30,754499","6,36738","20,991523","0,5","30,6",
12/10/2014 23.00,"31,129979","5,827707","22,194477","0,5","22,9",
13/10/2014 0.00,"53,885378","15,646707","30,404624","0,5","16,4",
13/10/2014 1.00,"30,350494","8,450789","17,526018","0,5","8,6",
13/10/2014 2.00,"24,992689","7,327034","13,803701","0,5","11,9",
13/10/2014 3.00,"15,468368","4,380403","8,751984",,"17,4",
13/10/2014 4.00,"12,817352","3,867797","6,886936","0,4",,
13/10/2014 5.00,"13,755063","3,788708","7,945915","0,4","47,1",
13/10/2014 6.00,"24,811756","7,137557","13,958689","0,5","37,1",
13/10/2014 7.00,"21,607587","5,566753","13,262215","0,5","24,9",
13/10/2014 8.00,"55,220624","20,098584","24,74562","0,8","19,7",
13/10/2014 9.00,"42,868895","11,814018","24,899957","0,6","29,6",
13/10/2014 10.00,"33,747258","10,846752","19,126232","0,5","73,1",
13/10/2014 11.00,"23,257988","7,13375","12,782333","0,3","84,6",
13/10/2014 12.00,"25,722881","8,346746","13,706241","0,3","83,7",
13/10/2014 13.00,"24,161216","7,512359","13,151322","0,2","93,3",
13/10/2014 14.00,"24,297522","10,546886","11,459702","0,2","98,0",
13/10/2014 15.00,"21,992148","8,165726","10,774263","0,4","105,0",
13/10/2014 16.00,"23,81893","8,585284","11,782978","0,5","87,9",
13/10/2014 17.00,"25,498507","8,41061","13,467135","0,5","83,9",
13/10/2014 18.00,"32,467155","11,357665","16,283842","0,6","60,5",
13/10/2014 19.00,"35,626582","12,663284","17,386217","0,6","42,2",
13/10/2014 20.00,"24,073781","8,284573","11,86916","0,5","39,5",
13/10/2014 21.00,"18,341167","5,725779","9,668946","0,5","35,5",
13/10/2014 22.00,"16,935246","5,164113","9,056773","0,5","35,0",
13/10/2014 23.00,"17,096719","5,655993","8,65996","0,4","39,0",
14/10/2014 0.00,"10,928307","4,121139","4,626957","0,4","41,1",
14/10/2014 1.00,"11,187702","4,642203","4,253429","0,4","38,9",
14/10/2014 2.00,"11,109884","6,004074","3,632475","0,4","39,4",
14/10/2014 3.00,"8,258486","3,896136","2,378002","0,4","34,7",
14/10/2014 4.00,"8,569759","4,028093","2,472034","0,4","32,9",
14/10/2014 5.00,"14,450892","6,327623","5,909627","0,4","27,2",
14/10/2014 6.00,"17,041597","6,737453","7,856624","0,4","34,1",
14/10/2014 7.00,"25,34677","9,160484","12,282349","0,4","39,7",
14/10/2014 8.00,"25,228093","9,150756","11,842676","0,5","34,1",
14/10/2014 9.00,"30,305754","9,124112","16,808792","0,5","42,6",
14/10/2014 10.00,"23,566661","8,894877","10,954798","0,5","53,4",
14/10/2014 11.00,"22,118589","7,616748","10,72987","0,5","64,5",
14/10/2014 12.00,"21,189319","8,730353","10,18918","0,4","76,4",
14/10/2014 13.00,"20,350181","8,085791","9,386989","0,5","82,3",
14/10/2014 14.00,"16,263412","6,541209","7,107711","0,4","78,4",
14/10/2014 15.00,"15,552025","6,282792","6,384357","0,4","82,9",
14/10/2014 16.00,"17,827565","6,237538","8,345382","0,5","74,5",
14/10/2014 17.00,"17,765958","6,021415","8,759767","0,5","62,0",
14/10/2014 18.00,"18,99549","6,245573","9,536654","0,5","59,5",
14/10/2014 19.00,"19,182255","6,735763","9,141178","0,5","59,1",
14/10/2014 20.00,"15,985212","5,77484","7,296779","0,4","56,0",
14/10/2014 21.00,"11,174733","4,071656","4,946661","0,4","59,0",
14/10/2014 22.00,"17,035761","7,077922","6,932782","0,4","57,5",
14/10/2014 23.00,"8,642391","4,000602","2,616646","0,4","61,5",
15/10/2014 0.00,"8,287667","4,537737","2,037844","0,4","63,6",
15/10/2014 1.00,"8,272105","4,172739","1,998638","0,4","60,8",
15/10/2014 2.00,"9,933528","4,258172","3,473299","0,4","57,7",
15/10/2014 3.00,"7,339579","4,025555","1,407867",,"66,9",
15/10/2014 4.00,"7,779253","3,888098","1,883207","0,4",,
15/10/2014 5.00,"9,901104","4,357564","3,320903","0,4","63,1",
15/10/2014 6.00,"12,26095","5,283382","4,837715","0,4","62,1",
15/10/2014 7.00,"26,69626","12,540206","10,764598","0,5","52,0",
15/10/2014 8.00,"29,509406","10,946565","13,831746","0,5","42,3",
15/10/2014 9.00,"19,428672","7,681881","8,684543","0,5","44,9",
15/10/2014 10.00,"17,111635","6,770444","7,993724","0,5","57,5",
15/10/2014 11.00,"16,007261","7,074115","6,943668","0,5","66,0",
15/10/2014 12.00,"13,800458","6,085279","5,972296","0,4","69,8",
15/10/2014 13.00,"16,115558","6,915936","6,899977","0,4","68,6",
15/10/2014 14.00,"13,293343","5,50881","5,730388","0,4","64,5",
15/10/2014 15.00,"13,059237","5,505004","5,398088","0,4","68,5",
15/10/2014 16.00,"13,019679","6,298441","4,729754","0,4","67,2",
15/10/2014 17.00,"11,443207","5,172572","4,329301","0,4","72,7",
15/10/2014 18.00,"10,520409","5,172995","3,647497","0,4","72,0",
15/10/2014 19.00,"12,000259","5,335404","4,740442","0,4","66,5",
15/10/2014 20.00,"9,940662","4,900197","3,326903","0,4","67,4",
15/10/2014 21.00,"8,379753","3,992566","2,543367","0,4","68,9",
15/10/2014 22.00,"7,410263","3,699468","1,951947","0,4","64,3",
15/10/2014 23.00,"7,965369","4,745824","2,07952","0,4","59,8",
16/10/2014 0.00,"11,057357","6,042561","3,75168","0,4","57,1",
16/10/2014 1.00,"7,012093","3,528598","1,74443","0,4","60,8",
16/10/2014 2.00,"6,742972","3,544248","1,442235","0,4","57,1",
16/10/2014 3.00,"6,851917","3,619531","1,47077","0,4","55,0",
16/10/2014 4.00,"6,853862","3,521832","1,560261","0,4","49,6",
16/10/2014 5.00,"9,560648","4,550002","2,858532","0,4","43,6",
16/10/2014 6.00,"11,768099","5,625542","4,391061","0,4","38,9",
16/10/2014 7.00,"22,467491","8,170379","10,737648","0,5","31,4",
16/10/2014 8.00,"25,783855","10,310038","10,989313","0,5","31,9",
16/10/2014 9.00,"30,291489","12,484802","12,504864","0,5","25,8",
16/10/2014 10.00,"22,50703","8,096787","10,380336","0,5","32,1",
16/10/2014 11.00,"19,014945","6,501877","9,12746","0,5","45,1",
16/10/2014 12.00,"16,727729","5,664875","8,236436","0,5","50,5",
16/10/2014 13.00,"22,940232","7,519895","11,772639","0,5","55,3",
16/10/2014 14.00,"14,887323","5,444946","6,918474","0,4","59,3",
16/10/2014 15.00,"17,812","5,719434","9,235107","0,4","61,6",
16/10/2014 16.00,"20,238634","6,740838","10,211562","0,5","60,2",
16/10/2014 17.00,"25,84221","8,328559","13,407104","0,5","52,9",
16/10/2014 18.00,"26,342197","9,977608","11,987936","0,5","51,8",
16/10/2014 19.00,"31,973667","11,376696","15,050742","0,6","40,3",
16/10/2014 20.00,"21,815748","6,297173","12,182484","0,5","39,6",
16/10/2014 21.00,"12,740829","3,888945","6,77799","0,4","52,1",
16/10/2014 22.00,"11,037903","3,752758","5,283875","0,4","56,8",
16/10/2014 23.00,"10,412702","3,79014","4,601354","0,4","55,3",
17/10/2014 0.00,"10,367367","3,747683","4,62112","0,4","53,4",
17/10/2014 1.00,"11,300541","3,818314","5,445997","0,4","53,2",
17/10/2014 2.00,"11,45488","4,229835","5,252422","0,4","47,4",
17/10/2014 3.00,"12,740829","4,014558","6,585389",,"42,5",
17/10/2014 4.00,"10,948412","3,957462","4,880516","0,4",,
17/10/2014 5.00,"13,749228","4,551271","6,850619","0,4","40,8",
17/10/2014 6.00,"20,445493","6,534865","10,6099","0,5","34,4",
17/10/2014 7.00,"33,889281","11,901989","16,103223","0,5","25,6",
17/10/2014 8.00,"44,04135","14,962815","21,783721","0,6","27,9",
17/10/2014 9.00,"20,836535","6,325087","11,152036","0,5","47,9",
17/10/2014 10.00,"14,685643","4,721293","7,456954","0,5","59,9",
17/10/2014 11.00,"15,131803","5,259275","7,208584","0,5","65,4",
17/10/2014 12.00,"14,668133","4,799537","7,3091","0,5","71,1",
17/10/2014 13.00,"17,84248","5,991809","8,739015","0,5","74,1",
17/10/2014 14.00,"14,050125","5,179338","6,212508","0,4","77,2",
17/10/2014 15.00,"17,178429","6,294634","7,849291","0,5","76,3",
17/10/2014 16.00,"17,046785","5,918217","8,076261","0,5","72,2",
17/10/2014 17.00,"24,450559","8,297262","12,292277","0,5","64,9",
17/10/2014 18.00,"30,150117","9,939543","15,241397","0,6","57,7",
17/10/2014 19.00,"32,049536","10,844214","15,804932","0,6","42,2",
17/10/2014 20.00,"25,504989","8,205061","13,132516","0,6","41,3",
17/10/2014 21.00,"19,009108","6,232039","9,601504","0,5","41,7",
17/10/2014 22.00,"15,493659","4,422696","8,713723","0,5","40,4",
17/10/2014 23.00,"12,589734","3,976071","6,493303","0,5","44,0",
18/10/2014 0.00,"11,248661","3,979031","5,147693","0,4","44,1",
18/10/2014 1.00,"10,619629","3,902902","4,635388","0,4","46,0",
18/10/2014 2.00,"9,550274","3,956192","3,484322","0,4","48,3",
18/10/2014 3.00,"9,111246","3,916013","3,106902","0,4","49,7",
18/10/2014 4.00,"9,20398","3,927855","3,181478","0,4","44,0",
18/10/2014 5.00,"9,451054","3,960422","3,378619","0,4","44,3",
18/10/2014 6.00,"13,755713","4,243793","7,248791","0,5","37,1",
18/10/2014 7.00,"43,504384","16,470601","18,311336","0,6","21,0",
18/10/2014 8.00,"26,039355","7,785502","14,102005","0,6","19,9",
18/10/2014 9.00,"20,985041","6,305209","11,317401","0,5","34,1",
18/10/2014 10.00,"16,348366","4,76401","9,043804","0,5","50,2",
18/10/2014 11.00,"14,789402","4,701414","7,606756","0,5","64,4",
18/10/2014 12.00,"13,917834","4,545772","6,947892","0,5","75,9",
18/10/2014 13.00,"12,969746","4,435384","6,16906","0,5","81,6",
18/10/2014 14.00,"10,800557","4,120716","4,483642","0,5","82,8",
18/10/2014 15.00,"10,451022","4,263247","3,951882","0,5","83,6",
18/10/2014 16.00,"11,211698","4,285241","4,6516","0,5","82,0",
18/10/2014 17.00,"12,358871","4,293699","5,776077","0,5","79,8",
18/10/2014 18.00,"14,028726","4,119871","7,711811","0,5","77,0",
18/10/2014 19.00,"16,225801","4,223069","9,750655","0,5","68,0",
18/10/2014 20.00,"17,584382","4,187542","11,163709","0,5","58,6",
18/10/2014 21.00,"14,997565","4,134674","8,657955","0,5","56,7",
18/10/2014 22.00,"12,075482","3,976071","5,979053","0,5","56,7",
18/10/2014 23.00,"11,679257","3,973533","5,586719","0,5","55,3",
19/10/2014 0.00,"11,693524","4,008637","5,547161","0,5","52,7",
19/10/2014 1.00,"11,326479","4,028516","5,149637","0,5","48,4",
19/10/2014 2.00,"11,312214","3,986644","5,199571","0,5","48,4",
19/10/2014 3.00,"10,834925","3,959999","4,76314",,"50,0",
19/10/2014 4.00,"10,668266","3,969727","4,581563","0,4",,
19/10/2014 5.00,"10,685126","3,931662","4,656787","0,4","53,8",
19/10/2014 6.00,"13,766088","4,036129","7,577573","0,4","49,1",
19/10/2014 7.00,"14,535842","4,076308","8,285723","0,5","39,1",
19/10/2014 8.00,"16,155765","4,4633","9,312279","0,5","41,3",
19/10/2014 9.00,"13,854283","4,507285","6,949191","0,5","56,4",
19/10/2014 10.00,"12,068996","4,486984","5,206056","0,5","72,4",
19/10/2014 11.00,"12,232415","4,550002","5,324729","0,5","76,8",
19/10/2014 12.00,"12,717484","4,510246","5,802016","0,5","80,8",
19/10/2014 13.00,"10,796664","4,324575","4,166531","0,4","86,4",
19/10/2014 14.00,"9,309683","4,07377","3,071236","0,4","89,0",
19/10/2014 15.00,"9,987353","4,189233","3,566681","0,4","87,3",
19/10/2014 16.00,"10,428325","4,220107","3,959016","0,4","88,0",
19/10/2014 17.00,"11,768748","4,152438","5,401899","0,5","87,6",
19/10/2014 18.00,"16,002072","4,064465","9,770109","0,5","80,4",
19/10/2014 19.00,"41,494758","9,130457","27,538001","0,6","51,5",
19/10/2014 20.00,"46,019238","8,628001","32,790091","0,5","37,5",
19/10/2014 21.00,"41,735345","8,642382","28,484152","0,6","32,0",
19/10/2014 22.00,"34,087079","7,156589","23,26577","0,5","41,5",
19/10/2014 23.00,"26,739721","5,036385","19,017539","0,6","23,0",
20/10/2014 0.00,"23,787153","4,753437","16,498815","0,6","22,7",
20/10/2014 1.00,"21,386446","4,629938","14,287473","0,6","20,6",
20/10/2014 2.00,"15,323107","4,250983","8,805161","0,5","25,6",
20/10/2014 3.00,"13,502154","4,312732","6,889529","0,5","29,5",
20/10/2014 4.00,"13,892544","4,240832","7,390161","0,5","26,3",
20/10/2014 5.00,"12,760934","4,206151","6,311726","0,5","26,7",
20/10/2014 6.00,"15,917769","4,095763","9,637818","0,5","21,8",
20/10/2014 7.00,"20,268462","4,999166","12,603351","0,5","17,5",
20/10/2014 8.00,"32,19739","10,474986","16,157712","0,7","14,9",
20/10/2014 9.00,"33,009285","9,307668","18,738041","0,7","25,4",
20/10/2014 10.00,"21,048596","5,993924","11,871208","0,6","65,0",
20/10/2014 11.00,"17,289321","5,607355","8,747446","0,5","82,1",
20/10/2014 12.00,"22,582268","8,092136","11,043685","0,6","86,3",
20/10/2014 13.00,"15,629841","5,104056","7,916733","0,5","94,0",
20/10/2014 14.00,"14,083847","4,561844","7,126874","0,5","88,7",
20/10/2014 15.00,"12,931487","4,497135","6,217696","0,5","86,2",
20/10/2014 16.00,"14,395121","4,763165","7,265651","0,5","85,9",
20/10/2014 17.00,"16,138903","4,615981","9,063907","0,5","79,7",
20/10/2014 18.00,"19,509722","4,404933","12,755745","0,5","68,5",
20/10/2014 19.00,"33,922339","6,778057","23,529702","0,6","52,0",
20/10/2014 20.00,"69,761653","21,716741","36,514342","0,7","18,1",
20/10/2014 21.00,"46,059448","14,109742","24,425264","0,8","13,8",
20/10/2014 22.00,"34,543606","9,07928","20,622544","0,7","17,9",
20/10/2014 23.00,"22,355945","6,116577","12,989201","0,7","18,1",
21/10/2014 0.00,"19,517523","5,74185","10,720144","0,6","19,0",
21/10/2014 1.00,"15,717386","4,266209","9,176095","0,6","22,8",
21/10/2014 2.00,"14,522224","3,981569","8,417366","0,6","23,4",
21/10/2014 3.00,"13,314093","3,984529","7,204695",,"26,2",
21/10/2014 4.00,"13,013844","4,18162","6,602249","0,5",,
21/10/2014 5.00,"12,629939","4,384633","6,024448","0,5","34,4",
21/10/2014 6.00,"31,462648","10,683496","15,110404","0,6","22,7",
21/10/2014 7.00,"73,30629","32,872678","23,339706","0,8","8,5",
21/10/2014 8.00,"70,397182","31,433415","23,292556","1,0","10,1",
21/10/2014 9.00,"39,813192","15,54393","16,608501","0,8","25,1",
21/10/2014 10.00,"25,501109","8,571328","12,490514","0,7","52,8",
21/10/2014 11.00,"24,717742","7,80665","13,226973","0,7","65,1",
21/10/2014 12.00,"24,055636","7,236948","13,140946","0,7","74,2",
21/10/2014 13.00,"23,535533","7,365521","12,740554","0,6","84,1",
21/10/2014 14.00,"16,056545","6,285753","7,602301","0,6","96,1",
21/10/2014 15.00,"18,282154","7,480562","8,672803","0,5","88,4",
21/10/2014 16.00,"20,357312","7,925495","9,194253","0,6","87,6",
21/10/2014 17.00,"17,264677","6,420671","7,963497","0,5","93,1",
21/10/2014 18.00,"26,01794","8,621657","13,383043","0,7","77,7",
21/10/2014 19.00,"27,726063","10,734249","13,321428","0,6","65,8",
21/10/2014 20.00,"22,872796","7,600254","11,946657","0,6","51,7",
21/10/2014 21.00,"16,926167","5,91864","7,967963","0,6","48,4",
21/10/2014 22.00,"15,719331","5,749041","7,123966","0,6","53,3",
21/10/2014 23.00,"11,835541","4,269592","5,390874","0,5","51,2",
22/10/2014 0.00,"10,736356","4,239563","4,267695","0,5","52,7",
22/10/2014 1.00,"10,196815","4,143978","3,905839","0,5","53,8",
22/10/2014 2.00,"9,322654","6,265874","2,997647","0,5","54,8",
22/10/2014 3.00,"10,007455","4,039512","3,877955","0,5","52,6",
22/10/2014 4.00,"8,068479","3,824657","2,223664","0,5","47,4",
22/10/2014 5.00,"10,676695","4,878628","3,689244","0,5","45,2",
22/10/2014 6.00,"16,17068","6,474384","6,803928","0,5","41,2",
22/10/2014 7.00,"25,008903","10,67546","10,938209","0,5","29,8",
22/10/2014 8.00,"24,693096","8,955358","11,422456","0,6","37,9",
22/10/2014 9.00,"18,029245","7,316461","7,700138","0,5","50,1",
22/10/2014 10.00,"16,554584","6,964151","7,432538","0,5","62,6",
22/10/2014 11.00,"17,057809","6,325087","8,381571","0,5","75,3",
22/10/2014 12.00,"78,488362","34,299259","40,538222","0,5","55,7",
22/10/2014 13.00,"24,088695","8,41061","12,0836","0,6","54,5",
22/10/2014 14.00,"17,818486","6,428283","8,612489","0,5","65,4",
22/10/2014 15.00,"16,301673","5,07318","8,696864","0,5","60,9",
22/10/2014 16.00,"13,790732","4,223914","7,319476","0,5","60,1",
22/10/2014 17.00,"14,620794","4,210381","8,165104","0,5","62,6",
22/10/2014 18.00,"14,650625","4,119871","8,33371","0,5","60,8",
22/10/2014 19.00,"14,513147","4,06658","8,27794","0,5","60,6",
22/10/2014 20.00,"13,716802","3,9803","7,61389","0,5","59,4",
22/10/2014 21.00,"12,08067","3,929548","6,055573","0,5","60,2",
22/10/2014 22.00,"15,457993","5,460594","7,26176","0,5","55,1",
22/10/2014 23.00,"12,25187","4,105913","6,027041","0,5","42,9",
23/10/2014 0.00,"10,452967","3,806049","4,61723","0,4","46,0",
23/10/2014 1.00,"10,252583","3,864414","4,327357","0,4","48,8",
23/10/2014 2.00,"9,4316","3,714693","3,735935","0,4","51,2",
23/10/2014 3.00,"9,060017","3,729496","3,341656",,"54,1",
23/10/2014 4.00,"9,25586","3,842421","3,364351","0,4",,
23/10/2014 5.00,"9,272072","3,764601","3,499885","0,4","45,3",
23/10/2014 6.00,"9,978923","3,851726","4,073149","0,4","42,8",
23/10/2014 7.00,"11,428939","4,051355","5,231346","0,4","43,1",
23/10/2014 8.00,"15,839302","4,904427","8,337601","0,5","45,1",
23/10/2014 9.00,"14,125999","4,293699","7,542557","0,5","43,4",
23/10/2014 10.00,"12,932783","4,426926","6,231315","0,5","47,8",
23/10/2014 11.00,"13,370511","4,559306","6,381114","0,5","51,9",
23/10/2014 12.00,"12,373786","4,28228","5,807853","0,5","52,9",
23/10/2014 13.00,"11,419862","4,150745","5,075062","0,5","55,5",
23/10/2014 14.00,"10,504197","4,025978","4,332544","0,5","59,3",
23/10/2014 15.00,"11,440612","4,079269","5,185954","0,5","57,3",
23/10/2014 16.00,"13,683731","4,597795","6,729353","0,5","53,2",
23/10/2014 17.00,"16,934597","4,646433","9,810317","0,5","45,6",
23/10/2014 18.00,"17,680358","4,59272","10,638434","0,5","42,5",
23/10/2014 19.00,"20,595298","4,738211","13,33614","0,5","39,6",
23/10/2014 20.00,"18,188123","4,224337","11,711032","0,5","36,5",
23/10/2014 21.00,"16,802957","4,316962","10,190329","0,5","37,5",
23/10/2014 22.00,"19,787287","6,237115","10,229886","0,5","29,2",
23/10/2014 23.00,"14,387987","4,11691","8,075613","0,5","32,5",
24/10/2014 0.00,"18,050644","6,940044","8,36527","0,5","32,3",
24/10/2014 1.00,"11,671475","3,924472","5,65416","0,5","37,0",
24/10/2014 2.00,"11,48925","3,883023","5,535488","0,5","37,5",
24/10/2014 3.00,"10,442592","3,921512","4,429817","0,5","42,2",
24/10/2014 4.00,"9,48283","3,87668","3,538795","0,5","49,5",
24/10/2014 5.00,"10,659833","3,88683","4,700235","0,5","46,6",
24/10/2014 6.00,"12,212313","4,164279","5,827307","0,5","42,8",
24/10/2014 7.00,"13,944422","4,172739","7,546448","0,5","42,5",
24/10/2014 8.00,"22,320268","6,494264","12,402968","0,6","36,4",
24/10/2014 9.00,"19,138795","4,841409","11,715571","0,6","33,3",
24/10/2014 10.00,"17,863231","4,930649","10,331051","0,6","35,6",
24/10/2014 11.00,"18,019517","4,797846","10,663076","0,6","38,7",
24/10/2014 12.00,"16,132419","4,460761","9,292822","0,6","41,3",
24/10/2014 13.00,"16,201806","4,665042","9,055476","0,6","45,0",
24/10/2014 14.00,"13,880223","4,042895","7,681332","0,5","48,5",
24/10/2014 15.00,"14,160369","4,302581","7,563308","0,5","50,3",
24/10/2014 16.00,"14,236891","4,523357","7,31818","0,5","53,7",
24/10/2014 17.00,"15,948897","4,565651","8,949773","0,6","50,7",
24/10/2014 18.00,"17,614213","4,268323","11,069678","0,6","46,9",
24/10/2014 19.00,"19,698437","4,522088","12,764825","0,6","42,3",
24/10/2014 20.00,"18,3911","4,273822","11,838136","0,6","44,8",
24/10/2014 21.00,"15,544241","4,10972","9,242889","0,5","47,1",
24/10/2014 22.00,"13,471676","4,193885","7,041274","0,5","52,6",
24/10/2014 23.00,"11,192892","3,916437","5,187898","0,5","53,9",
25/10/2014 0.00,"10,510683","3,841153","4,62112","0,5","52,8",
25/10/2014 1.00,"9,365454","3,856801","3,451898","0,5","53,6",
25/10/2014 2.00,"8,913457","3,866107","2,985636","0,5","55,2",
25/10/2014 3.00,"9,422521","3,910515","3,426606",,"46,9",
25/10/2014 4.00,"9,974384","3,828887","4,103628","0,5",,
25/10/2014 5.00,"10,106675","3,87668","4,16264","0,5","37,3",
25/10/2014 6.00,"12,008038","3,86822","6,076974","0,5","38,7",
25/10/2014 7.00,"14,015107","4,01625","7,858369","0,6","36,1",
25/10/2014 8.00,"18,836612","4,950528","11,246068","0,6","31,6",
25/10/2014 9.00,"18,562301","4,995359","10,903017","0,6","33,6",
25/10/2014 10.00,"16,605168","4,670963","9,443272","0,6","40,2",
25/10/2014 11.00,"15,841897","4,443421","9,039265","0,6","46,1",
25/10/2014 12.00,"15,158391","4,426926","8,370674","0,6","52,8",
25/10/2014 13.00,"13,870495","4,391822","7,136603","0,5","56,3",
25/10/2014 14.00,"11,2532","4,028516","5,076358","0,5","59,0",
