,Regione Puglia,,
04/04/2006 13.00,"2,35435602","7,58346809","0,29669871"
04/04/2006 14.00,"1,69621667","5,7352983","0,30756"
04/04/2006 15.00,"1,72547068","6,39591342","0,32035753"
04/04/2006 16.00,"1,17467161","4,49712725","0,28417729"
04/04/2006 17.00,"1,07922006","4,17006435","0,31853896"
04/04/2006 18.00,"1,12012787","4,3024455","0,32402961"
04/04/2006 19.00,"1,13248137","4,79044717","0,27604093"
04/04/2006 20.00,"1,02257825","6,19085142","0,3184213"
04/04/2006 21.00,"0,90451675","9,62501947","0,30653364"
04/04/2006 22.00,"0,94682293","11,78467701","0,3608005"
04/04/2006 23.00,"1,10427792","9,49263642","0,3228448"
05/04/2006 0.00,"0,9336538","7,25770153","0,34903167"
05/04/2006 1.00,"1,02234535","7,64836137","0,32782052"
05/04/2006 2.00,"0,84519514","8,08963758","0,36257829"
05/04/2006 3.00,"1,02595875","7,27457302","0,26952392"
05/04/2006 4.00,"0,89694112","8,786596","0,32138273"
05/04/2006 5.00,"0,72375314","9,6886145","0,24124471"
05/04/2006 6.00,"0,88587005","23,58622168","0,29081313"
05/04/2006 7.00,"0,993908","71,88005304","0,59880767"
05/04/2006 8.00,"1,49867052","118,05315136","0,83981588"
05/04/2006 9.00,"1,4654553","85,21437928","0,69008426"
05/04/2006 10.00,"1,72523677","46,04329264","0,53403251"
05/04/2006 11.00,"1,55706056","16,37006218","0,28247872"
05/04/2006 12.00,"1,46533835","10,67110526","0,27860859"
05/04/2006 13.00,"1,50578037","10,09225491","0,25747782"
05/04/2006 14.00,"1,44564211","9,91055182","0,21395225"
05/04/2006 15.00,"1,33422366","7,9481687","0,18263123"
05/04/2006 16.00,"1,37303339","8,96959352","0,21201719"
05/04/2006 17.00,"1,26114916","8,54908354","0,17192837"
05/04/2006 18.00,"1,2259518","9,57570134","0,19542875"
05/04/2006 19.00,"1,33900254","13,28631592","0,24851198"
05/04/2006 20.00,"1,30532052","12,63737165","0,35211193"
05/04/2006 21.00,"1,07082879","10,35312246","0,317"
05/04/2006 22.00,"1,08283346","8,37906276","0,27145898"
05/04/2006 23.00,"1,16173537","5,72621247","0,25412145"
06/04/2006 0.00,"1,01325439","7,70287249","0,28243911"
06/04/2006 1.00,,"6,24406238","0,2943291"
06/04/2006 2.00,"0,83871278",,"0,27635781"
06/04/2006 3.00,"0,924752","4,21808423","0,22070692"
06/04/2006 4.00,"0,93979139","3,62884981","0,23378055"
06/04/2006 5.00,"0,78205164","5,78591467","0,30633442"
06/04/2006 6.00,"0,85165309","6,44523346","0,25487171"
06/04/2006 7.00,"0,90726468","9,9442967","0,23461003"
06/04/2006 8.00,"0,77435702","13,06437478","0,26707625"
06/04/2006 9.00,"0,94189048","15,05401728","0,32264792"
06/04/2006 10.00,"0,79149551","12,30511958","0,34140791"
06/04/2006 11.00,"0,87228904","10,83982397","0,27928079"
06/04/2006 12.00,"0,83241653","9,75480794","0,28283521"
06/04/2006 13.00,"0,78764819","8,91378606","0,25795197"
06/04/2006 14.00,"0,71280106","9,13053038","0,26194093"
06/04/2006 15.00,"0,76176656","8,44395604","0,18646291"
06/04/2006 16.00,"0,76316494","9,59776582","0,21798082"
06/04/2006 17.00,"0,7726088","9,2927655","0,19700849"
06/04/2006 18.00,"0,79814058","11,42516365","0,24318094"
06/04/2006 19.00,"0,61591859","11,57831102","0,26755041"
06/04/2006 20.00,"0,67642602","11,62114365","0,31048299"
06/04/2006 21.00,"0,72259376","13,61207866","0,27252612"
06/04/2006 22.00,"0,76351478","10,32586116","0,28090014"
06/04/2006 23.00,"1,03457478","6,39461708","0,24495756"
07/04/2006 0.00,"0,77645611","5,4367873","0,25803119"
07/04/2006 1.00,"0,82297369","9,56791377","0,27461963"
07/04/2006 2.00,"0,89642245","7,78074442","0,24637886"
07/04/2006 3.00,"0,65124409","5,08895626","0,21304472"
07/04/2006 4.00,"0,77855418","5,01497715","0,18610759"
07/04/2006 5.00,"0,78205164","6,29078592","0,20206459"
07/04/2006 6.00,"0,87963381","6,57112718","0,2250116"
07/04/2006 7.00,"0,84290994","6,31155215","0,25005327"
07/04/2006 8.00,"0,86739218","9,20061474","0,27177586"
07/04/2006 9.00,"2,05970671","14,09878017","0,27394859"
07/04/2006 10.00,"4,58004018","19,64457632","0,24803782"
07/04/2006 11.00,"7,64039454","17,57447686","0,24132393"
07/04/2006 12.00,"7,75231641","15,16822678","0,2309764"
07/04/2006 13.00,"6,70654955","11,59259175","0,28002989"
07/04/2006 14.00,"6,91640241","13,33562831","0,29199793"
07/04/2006 15.00,"9,14608949","17,23183882","0,2525021"
07/04/2006 16.00,"10,60281486","16,67116776","0,27671197"
07/04/2006 17.00,"6,67507136","9,93910562","0,28619274"
07/04/2006 18.00,"2,60917147","4,73853254","0,28097936"
07/04/2006 19.00,"1,79878926","4,4361268","0,25668795"
07/04/2006 20.00,"1,24547719","4,43353222","0,27576482"
07/04/2006 21.00,"0,96147689","5,28623259","0,32154233"
07/04/2006 22.00,"1,03842209","4,7346378","0,30740156"
07/04/2006 23.00,"1,02548178","5,34593479","0,28571858"
08/04/2006 0.00,"0,69321466","6,63082938","0,35045297"
08/04/2006 1.00,,"5,64704229","0,34662245"
08/04/2006 2.00,"0,71538017",,"0,33860376"
08/04/2006 3.00,"0,69013417","6,53608405","0,29334118"
08/04/2006 4.00,"0,58739276","5,88974392","0,34140791"
08/04/2006 5.00,"0,57688308","5,19019092","0,33267973"
08/04/2006 6.00,"0,76774856","6,4296583","0,31794714"
08/04/2006 7.00,"0,64211041","10,5555937","0,30598026"
08/04/2006 8.00,"0,8713717","12,50628684","0,31060065"
08/04/2006 9.00,"2,04057897","10,22981949","0,33418025"
08/04/2006 10.00,"5,63262399","13,65879838","0,3369448"
08/04/2006 11.00,"4,66391115","9,92223222","0,32742675"
08/04/2006 12.00,"3,0963582","7,16425444","0,36348699"
08/04/2006 13.00,"2,27336315","6,50233916","0,26348223"
08/04/2006 14.00,"2,17120856","5,99357317","0,28062287"
08/04/2006 15.00,"1,87078981","5,91829773","0,21411069"
08/04/2006 16.00,"2,92850642","9,15778594","0,16643889"
08/04/2006 17.00,"3,60184991","9,2161899","0,2046707"
08/04/2006 18.00,"3,41339168","8,5477872","0,24693224"
08/04/2006 19.00,"2,33929425","5,84431862","0,27221041"
08/04/2006 20.00,"1,51277733","8,2349993","0,32209454"
08/04/2006 21.00,"1,27124492","18,36358794","0,43485722"
08/04/2006 22.00,"1,13081044","24,7270356","0,5490412"
08/04/2006 23.00,"1,09640634","16,94501396","0,45579111"
09/04/2006 0.00,"0,93601121","11,68473868","0,44228293"
09/04/2006 1.00,"0,89526713","8,21423306","0,28050521"
09/04/2006 2.00,"0,84548092","9,47835951","0,28133352"
09/04/2006 3.00,"0,78542096","7,67172218","0,26762846"
09/04/2006 4.00,"0,64692387","6,65289386","0,27292106"
09/04/2006 5.00,"0,66670961","6,15580828","0,23626899"
09/04/2006 6.00,"0,6522082","5,60810632","0,29255131"
09/04/2006 7.00,"0,66119035","11,35767387","0,38580257"
09/04/2006 8.00,"0,87753676","24,55962088","0,40626113"
09/04/2006 9.00,"1,37838993","13,3148659","0,3637631"
09/04/2006 10.00,"2,18987762","8,19476508","0,26640521"
09/04/2006 11.00,"3,09676907","11,95339762","0,28666689"
09/04/2006 12.00,"3,02238365","11,07474376","0,2559773"
09/04/2006 13.00,"3,17913895","12,52316215","0,25633262"
09/04/2006 14.00,"2,61611148","8,80995682","0,22098303"
09/04/2006 15.00,"2,54307664","8,39982899","0,2217729"
09/04/2006 16.00,"2,47233107","7,88068084","0,24274639"
09/04/2006 17.00,"1,96713225","8,05070162","0,22110186"
09/04/2006 18.00,"1,78965253","8,36219127","0,25826885"
09/04/2006 19.00,"1,55140808","11,80155041","0,25791236"
09/04/2006 20.00,"1,13949968","19,35515688","0,38157595"
09/04/2006 21.00,"0,98685409","26,18845368","0,56093003"
09/04/2006 22.00,"1,02196296","21,12675872","0,51590394"
09/04/2006 23.00,"1,00200128","20,27404496","0,43730605"
10/04/2006 0.00,"0,87671502","19,72375224","0,42841943"
10/04/2006 1.00,,"13,53291038","0,36787089"
10/04/2006 2.00,"0,9127514",,"0,33398337"
10/04/2006 3.00,"0,78576573","6,76450878","0,31463039"
10/04/2006 4.00,"0,7801529","6,77229635","0,33872259"
10/04/2006 5.00,"0,7734885","7,70676532","0,3228448"
10/04/2006 6.00,"0,66193784","8,21942414","0,27138093"
10/04/2006 7.00,"0,6671998","14,5491403","0,28346664"
10/04/2006 8.00,"0,75594932","18,16631734","0,31226078"
10/04/2006 9.00,"0,88959939","16,7931591","0,29179988"
10/04/2006 10.00,"0,90082402","12,47384976","0,28287482"
10/04/2006 11.00,"0,8808298","11,29407884","0,25139535"
10/04/2006 12.00,"0,94432213","9,81320998","0,2627308"
10/04/2006 13.00,"0,79523705","8,98906342","0,22228666"
10/04/2006 14.00,"0,95519691","9,32391389","0,23476731"
10/04/2006 15.00,"0,84504869","10,14936062","0,18634525"
10/04/2006 16.00,"0,74998563","9,38231784","0,22169484"
10/04/2006 17.00,"0,68719402","10,1091264","0,22706549"
10/04/2006 18.00,"0,72788622","11,30965208","0,24728873"
10/04/2006 19.00,"0,68544071","9,73793454","0,24547133"
10/04/2006 20.00,"0,72578103","8,59191425","0,28090014"
10/04/2006 21.00,"0,62966538","7,46406178","0,23670354"
10/04/2006 22.00,"0,55038718","5,5509987","0,25755704"
10/04/2006 23.00,"0,64229347","4,76319161","0,26123028"
11/04/2006 0.00,"0,62475429","4,46468061","0,26123028"
11/04/2006 1.00,"0,58055445","3,47959526","0,22911939"
11/04/2006 2.00,"0,52337668","3,15901978","0,28137313"
11/04/2006 3.00,"0,62931452","3,01885106","0,23662315"
11/04/2006 4.00,"0,61528297","5,32257398","0,27248651"
11/04/2006 5.00,"0,56862809","3,37706235","0,21719212"
11/04/2006 6.00,"0,59879536","3,5431903","0,24262756"
11/04/2006 7.00,"0,53144454","5,74957329","0,28587586"
11/04/2006 8.00,"0,63176955","7,41993473","0,27785833"
11/04/2006 9.00,"0,65843021","9,65876436","0,34749038"
11/04/2006 10.00,"0,64720456","10,89303493","0,35436271"
11/04/2006 11.00,"0,62089579","10,29212201","0,32533324"
11/04/2006 12.00,"0,66474374","9,53157238","0,30187247"
11/04/2006 13.00,"0,55459654","10,28173602","0,31411662"
11/04/2006 14.00,"0,62720933","8,86836077","0,2874556"
11/04/2006 15.00,"0,53916153","8,5335103","0,27031379"
11/04/2006 16.00,"0,51811472","7,93259546","0,25060548"
11/04/2006 17.00,"0,52548085","8,39593616","0,23536029"
11/04/2006 18.00,"0,51460607","8,15323262","0,23370017"
11/04/2006 19.00,"0,60195315","10,19867301","0,23836133"
11/04/2006 20.00,"0,63562805","14,03259246","0,3443309"
11/04/2006 21.00,"0,61317778","19,64717664","0,38418322"
11/04/2006 22.00,"0,73384889","15,23051974","0,37924595"
11/04/2006 23.00,"0,59774378","13,90799698","0,33248168"
12/04/2006 0.00,"0,68754488","8,81904264","0,3891601"
12/04/2006 1.00,,"5,60161699","0,31605169"
12/04/2006 2.00,"0,53588273",,"0,36684452"
12/04/2006 3.00,"0,46559379","3,42897698","0,35527141"
12/04/2006 4.00,"0,58351697","5,47053218","0,36743751"
12/04/2006 5.00,"0,47808356","6,68923334","0,33832765"
12/04/2006 6.00,"0,58438854","9,21489165","0,37833725"
12/04/2006 7.00,"0,51003262","10,8839491","0,47822435"
12/04/2006 8.00,"0,60326813","13,77301743","0,40223373"
12/04/2006 9.00,"0,75575507","12,09356634","0,51144199"
12/04/2006 10.00,"0,93002616","9,61593556","0,38884322"
12/04/2006 11.00,"0,80367917","7,54453021","0,40586736"
12/04/2006 12.00,"0,81704051","7,92091314","0,40961866"
12/04/2006 13.00,"0,77463466","8,4089129","0,36688413"
12/04/2006 14.00,"0,97707868","8,64123429","0,38220854"
12/04/2006 15.00,"1,08890292","5,26027528","0,32201532"
12/04/2006 16.00,"0,88297262","4,71387157","0,31715727"
12/04/2006 17.00,"0,92741145","4,68661601","0,27924118"
12/04/2006 18.00,"1,27682519","7,23304246","0,27604093"
12/04/2006 19.00,"1,37528808","9,20061474","0,31822441"
12/04/2006 20.00,"1,3084844","14,23765829","0,41554269"
12/04/2006 21.00,"1,30761284","26,62324248","0,43691112"
12/04/2006 22.00,"1,63582314","51,54237672","0,69498192"
12/04/2006 23.00,"1,17749074","69,58540448","0,73538645"
13/04/2006 0.00,"0,9918923","40,73500704","0,52648913"
13/04/2006 1.00,"0,93786825","20,62057584","0,45239397"
13/04/2006 2.00,"0,77782906","22,34804872","0,36589621"
13/04/2006 3.00,"1,01832312","13,18637568","0,35460037"
13/04/2006 4.00,"0,94048194","8,21553131","0,31822441"
13/04/2006 5.00,"0,86699759","7,82357322","0,23974419"
13/04/2006 6.00,"0,91201814","8,35829653","0,27943807"
13/04/2006 7.00,"0,89313855","20,0676828","0,31616935"
13/04/2006 8.00,"1,09529273","23,83411248","0,29890988"
13/04/2006 9.00,"1,08977449","11,13314006","0,25123808"
13/04/2006 10.00,"1,69739843","15,20586258","0,20123511"
13/04/2006 11.00,"2,06278619","13,26813854","0,15846097"
13/04/2006 12.00,"1,43308724","5,67819068","0,16237071"
13/04/2006 13.00,"1,28960482","6,8021465","0,1831846"
13/04/2006 14.00,"1,12579052","5,20706241","0,14278007"
13/04/2006 15.00,"1,5266126","8,91248782","0,18144642"
13/04/2006 16.00,"1,99685408","8,95921327","0,20806784"
13/04/2006 17.00,"1,35728006","4,66455344","0,19195356"
13/04/2006 18.00,"1,48856358","6,36217044","0,19602174"
13/04/2006 19.00,"1,52487048","6,7709981","0,19207239"
13/04/2006 20.00,"1,0798984","9,04616912","0,28058326"
13/04/2006 21.00,"1,01803226","8,01695482","0,27339521"
13/04/2006 22.00,"1,05521072","7,67042394","0,30578221"
13/04/2006 23.00,"1,14176454","15,15914478","0,28520482"
14/04/2006 0.00,"1,08483593","13,31097116","0,32703181"
14/04/2006 1.00,,"8,11948773","0,26138872"
14/04/2006 2.00,"0,91526542",,"0,24009951"
14/04/2006 3.00,"1,00864331","9,53157238","0,32229259"
14/04/2006 4.00,"0,87230226","7,37321118","0,27394859"
14/04/2006 5.00,"0,9192246","7,01370165","0,21857381"
14/04/2006 6.00,"0,90630057","4,39848908","0,20806784"
14/04/2006 7.00,"0,86508359","5,28623259","0,20241992"
14/04/2006 8.00,"0,82805869","5,87027594","0,19594252"
14/04/2006 9.00,"1,07233192","4,30893674","0,22398523"
14/04/2006 10.00,"1,05777763","4,21678598","0,20960797"
14/04/2006 11.00,"1,21344677","3,85208537","0,19266421"
14/04/2006 12.00,"1,24802681","3,86246753","0,19064992"
14/04/2006 13.00,"1,15744262","3,63404089","0,17228486"
14/04/2006 14.00,"1,12949952","3,71321107","0,17603616"
14/04/2006 15.00,"1,12554034","3,37446777","0,16876889"
14/04/2006 16.00,"1,10737774","3,93644663","0,1838172"
14/04/2006 17.00,"1,21961691","4,10646741","0,19582369"
14/04/2006 18.00,"1,18201028","4,52308456","0,16616162"
14/04/2006 19.00,"1,25932059","5,57436143","0,1843298"
14/04/2006 20.00,"1,56984222","13,90150766","0,27339521"
14/04/2006 21.00,"1,32149489","16,04689211","0,32244987"
14/04/2006 22.00,"1,2510534","14,34407447","0,37229439"
14/04/2006 23.00,"0,93971614","24,85164064","0,49682707"
15/04/2006 0.00,"1,15907287","52,34447984","0,61638286"
15/04/2006 1.00,"0,93796995","52,08618776","0,53272887"
15/04/2006 2.00,"0,79394444","27,8743788","0,37031972"
15/04/2006 3.00,"0,93401077","13,69124693","0,26494314"
15/04/2006 4.00,"0,88068539","14,6036495","0,36897647"
15/04/2006 5.00,"0,68193715","19,9301144","0,4176758"
15/04/2006 6.00,"0,69567682","29,12293392","0,45800228"
15/04/2006 7.00,"0,73712567","50,6857816","0,49374681"
15/04/2006 8.00,"1,05102475","48,12247792","0,48726941"
15/04/2006 9.00,"1,34093891","19,46287896","0,30475585"
15/04/2006 10.00,"1,61385391","13,3148659","0,29389339"
15/04/2006 11.00,"1,49800439","8,08704109","0,21138576"
15/04/2006 12.00,"1,48251853","7,97152952","0,20636927"
15/04/2006 13.00,"1,50405859","7,0721056","0,18243434"
15/04/2006 14.00,"1,45783594","6,12206339","0,17662798"
15/04/2006 15.00,"1,21600758","5,49000017","0,1419902"
15/04/2006 16.00,"1,42791275","7,69378666","0,19045304"
15/04/2006 17.00,"1,59697069","8,75414745","0,23792795"
15/04/2006 18.00,"1,36585439","8,62306264","0,18468629"
15/04/2006 19.00,"1,106795","18,99176025","0,30467663"
15/04/2006 20.00,"1,25419694","38,58700888","0,4921659"
15/04/2006 21.00,"1,24371879","48,22243728","0,57412132"
15/04/2006 22.00,"1,21717204","25,55768488","0,43256683"
15/04/2006 23.00,"1,18061293","17,8781885","0,35104479"
16/04/2006 0.00,"1,1100555","20,57774704","0,39926997"
16/04/2006 1.00,,"20,88794992","0,33880064"
16/04/2006 2.00,"0,88058979",,"0,38860672"
16/04/2006 3.00,"0,83529668","25,42011648","0,3926749"
16/04/2006 4.00,"0,78192757","17,05663078","0,34871479"
16/04/2006 5.00,"0,76296764","10,3479352","0,26367911"
16/04/2006 6.00,"0,73593171","9,66265719","0,20660693"
16/04/2006 7.00,"0,89358095","8,63863779","0,24649769"
16/04/2006 8.00,"0,83178498","8,79308342","0,23389938"
16/04/2006 9.00,"0,86830138","8,53610488","0,12710034"
16/04/2006 10.00,"0,8089635","7,70546707","0,20522407"
16/04/2006 11.00,"0,78403378","9,12923405","0,17572045"
16/04/2006 12.00,"0,72258969","10,25967537","0,17346967"
16/04/2006 13.00,"0,83494581","10,3401438","0,25676717"
16/04/2006 14.00,"0,94659919","7,18242418","0,26059885"
16/04/2006 15.00,"1,00312812","5,39006375","0,26107184"
16/04/2006 16.00,"0,96450653","4,73982888","0,23555834"
16/04/2006 17.00,"0,88515409","5,91829773","0,28678456"
16/04/2006 18.00,"0,88831492","9,62631772","0,27734456"
16/04/2006 19.00,"0,77314984","12,49201758","0,35582479"
16/04/2006 20.00,"0,81668761","17,22924614","0,33027051"
16/04/2006 21.00,"0,71381196","17,49661449","0,35851011"
16/04/2006 22.00,"0,74154962","16,22728931","0,38339335"
16/04/2006 23.00,"0,71521644","13,58611943","0,39579477"
17/04/2006 0.00,"0,79702493","12,72952814","0,36731751"
17/04/2006 1.00,"0,74611391","11,43684023","0,39524256"
17/04/2006 2.00,"0,71486456","8,23629754","0,36684452"
17/04/2006 3.00,"0,63270418","6,10778649","0,27880664"
17/04/2006 4.00,"0,72364228","5,60550982","0,28469105"
17/04/2006 5.00,"0,65166512","6,12725447","0,26656249"
17/04/2006 6.00,"0,65026065","8,01695482","0,32410883"
17/04/2006 7.00,"0,85882091","7,47444585","0,27596287"
17/04/2006 8.00,"0,70257614","11,22658906","0,23990263"
17/04/2006 9.00,"0,7155673","15,74707522","0,29507819"
17/04/2006 10.00,"0,61901129","13,95731129","0,31186468"
17/04/2006 11.00,"0,85250127","12,50758891","0,33919674"
17/04/2006 12.00,"1,03929264","12,72952814","0,34251466"
17/04/2006 13.00,"0,89744351","8,33493571","0,30463702"
17/04/2006 14.00,"1,04947484","6,68923334","0,24029756"
17/04/2006 15.00,"1,38900131","7,96244561","0,26885288"
17/04/2006 16.00,"0,85601195","7,27846776","0,27319716"
17/04/2006 17.00,"0,76963814","8,55687111","0,28409807"
17/04/2006 18.00,"0,73909153","8,50625282","0,29263053"
17/04/2006 19.00,"0,67589108","7,51338182","0,25135691"
17/04/2006 20.00,"0,63516227","7,45108503","0,24926224"
17/04/2006 21.00,"0,57161095","10,86448112","0,20012953"
17/04/2006 22.00,"0,57477077","13,87165369","0,2677869"
17/04/2006 23.00,"0,54246882","16,53098948","0,33145532"
18/04/2006 0.00,"0,61760681","17,00342174","0,39599282"
18/04/2006 1.00,,"11,64320622","0,35128245"
18/04/2006 2.00,"0,68313517",,"0,32000104"
18/04/2006 3.00,"0,77776194","9,41346623","0,26715431"
18/04/2006 4.00,"0,61898688","8,36089302","0,28251833"
18/04/2006 5.00,"0,60984405","8,41799873","0,23081796"
18/04/2006 6.00,"0,66818731","13,14225054","0,28251833"
18/04/2006 7.00,"0,72769096","17,33697587","0,32679532"
18/04/2006 8.00,"0,74380024","15,92228707","0,28532248"
18/04/2006 9.00,"0,68676383","30,96851104","0,3177887"
18/04/2006 10.00,"0,64104764","33,01396864","0,37900945"
18/04/2006 11.00,"0,54569576","13,68605776","0,25060548"
18/04/2006 12.00,"0,67210581","9,0059349","0,19783914"
18/04/2006 13.00,"0,5989591","7,84174487","0,21892913"
18/04/2006 14.00,"0,73248001","6,9098724","0,17311318"
18/04/2006 15.00,"0,55367819","6,04548779","0,12808709"
18/04/2006 16.00,"0,5671748","6,76061594","0,11323684"
18/04/2006 17.00,"0,62929214","6,85925411","0,18871486"
18/04/2006 18.00,"0,68952193","7,35893428","0,13985709"
18/04/2006 19.00,"0,72086994","7,44978678","0,18859603"
18/04/2006 20.00,"0,81767309","7,97802076","0,2076729"
18/04/2006 21.00,"0,68502272","7,7716586","0,19187434"
18/04/2006 22.00,"0,63727356","5,96112653","0,19365096"
18/04/2006 23.00,"0,52827963","4,79823474","0,14744124"
19/04/2006 0.00,"0,50505847","4,93451063","0,13278787"
19/04/2006 1.00,"0,61593995","5,05131854","0,13420917"
19/04/2006 2.00,"0,65048134","4,08959592","0,12551943"
19/04/2006 3.00,"0,693295","3,76512761","0,09929412"
19/04/2006 4.00,"0,61913231","4,25182912","0,12871969"
19/04/2006 5.00,"0,62595333","4,88129776","0,09214568"
19/04/2006 6.00,"0,54482521","9,52767955","0,13266787"
19/04/2006 7.00,"0,52407129","19,18384168","0,1454654"
19/04/2006 8.00,"0,6654292","31,0801336","0,18097343"
19/04/2006 9.00,"0,55251678","18,51544472","0,17579967"
19/04/2006 10.00,"0,48459542","10,34403854","0,09526555"
19/04/2006 11.00,"0,64496615","9,17465934","0,1569989"
19/04/2006 12.00,"0,64525599","10,08576367","0,12311138"
19/04/2006 13.00,"0,64873922","10,34403854","0,12548099"
19/04/2006 14.00,"0,6028776","8,85668036","0,13124657"
19/04/2006 15.00,"0,55556473","5,76774302","0,09546243"
19/04/2006 16.00,"0,62914671","4,7346378","0,09459451"
19/04/2006 17.00,"0,64453087","5,63016889","0,07362218"
19/04/2006 18.00,"0,61797191","5,3147864","0,10644256"
19/04/2006 19.00,"0,6168105","5,9403603","0,10592879"
19/04/2006 20.00,"0,71143625","9,989722","0,16537292"
19/04/2006 21.00,"0,64104764","14,49723141","0,20032641"
19/04/2006 22.00,"0,68458745","10,77233419","0,20241992"
19/04/2006 23.00,"0,6475778","8,5283173","0,16825513"
20/04/2006 0.00,"0,71201696","9,07342468","0,17299551"
20/04/2006 1.00,,"7,54323387","0,17094045"
20/04/2006 2.00,"1,30800031",,"0,18144642"
20/04/2006 3.00,"1,15686903","7,19799933","0,19653434"
20/04/2006 4.00,"0,99828313","7,68729734","0,18764772"
20/04/2006 5.00,"1,02414137","14,38171984","0,24468029"
20/04/2006 6.00,"1,21400205","19,16825888","0,28595508"
20/04/2006 7.00,"1,49040638","42,85053944","0,471825"
20/04/2006 8.00,"1,44148563","60,13299272","0,48142344"
20/04/2006 9.00,"1,41096749","30,17290872","0,32264792"
20/04/2006 10.00,"1,53682328","11,86903254","0,14514968"
20/04/2006 11.00,"1,7228397","12,12860757","0,08566828"
20/04/2006 12.00,"1,51620665","7,62110581","0,1068771"
20/04/2006 13.00,"1,70560155","8,78789234","0,0633527"
20/04/2006 14.00,"1,72866406","7,97542426","0,07227777"
20/04/2006 15.00,"1,73355583","9,20710598","0,04589518"
20/04/2006 16.00,"1,32896678","5,68597826","0,05774323"
20/04/2006 17.00,"1,43379711","6,26482861","0,04427583"
20/04/2006 18.00,"1,50083165","7,03836071","0,05490063"
20/04/2006 19.00,"1,39570944","9,74702037","0,07050114"
20/04/2006 20.00,"1,1626344","12,22205657","0,12350631"
20/04/2006 21.00,"1,15151045","19,20070552","0,20285446"
20/04/2006 22.00,"1,12937952","14,79184958","0,1676237"
20/04/2006 23.00,"1,23170701","14,35446046","0,12611242"
21/04/2006 0.00,"1,1982772","21,77957288","0,2721708"
21/04/2006 1.00,"1,15191827","28,0703588","0,32936181"
21/04/2006 2.00,"1,20689627","30,66480896","0,37651985"
21/04/2006 3.00,"1,30963158","29,6628636","0,31624857"
21/04/2006 4.00,"1,15564558","16,53878088","0,28204534"
21/04/2006 5.00,"1,01237672","11,22918174","0,17477214"
21/04/2006 6.00,"1,14964731","17,12152598","0,2250116"
21/04/2006 7.00,"1,44614451","39,31123624","0,41755814"
21/04/2006 8.00,"1,34975833","45,92778872","0,42367905"
21/04/2006 9.00,"1,97658933","23,26563664","0,12473073"
21/04/2006 10.00,"2,71518253","14,96835012","0,06742088"
21/04/2006 11.00,"3,08576004","15,94046446","0,09558243"
21/04/2006 12.00,"2,77283931","9,20061474","0,10754931"
21/04/2006 13.00,"2,56230404","7,06691261","0,11663398"
21/04/2006 14.00,"2,46265635","7,14867929","0,08124477"
21/04/2006 15.00,"2,29970244","6,193446","0,06726244"
21/04/2006 16.00,"1,75772585","5,35242412","0,0492131"
21/04/2006 17.00,"1,74881489","6,02731997","0,03373025"
21/04/2006 18.00,"1,81858618","11,27979811","0,03941778"
21/04/2006 19.00,"1,58650169","12,66463294","0,05703258"
21/04/2006 20.00,"1,40974506","12,56469462","0,10758892"
21/04/2006 21.00,"1,51067417","10,27265211","0,14917825"
21/04/2006 22.00,"1,32261867","12,31550366","0,14862604"
21/04/2006 23.00,"1,35692106","13,81973715","0,22374757"
22/04/2006 0.00,"1,40025137","10,96572152","0,19392823"
22/04/2006 1.00,,"12,43360981","0,22355069"
22/04/2006 2.00,"1,17812738",,"0,2335825"
22/04/2006 3.00,"1,10324262","11,90278316","0,22919861"
22/04/2006 4.00,"0,96305222","10,90472107","0,2716582"
22/04/2006 5.00,"1,13023583","9,26291344","0,23026458"
22/04/2006 6.00,"0,97611253","14,91773566","0,26411366"
22/04/2006 7.00,"0,98830331","35,55778904","0,37588842"
22/04/2006 8.00,"1,15418211","24,82179432","0,27248651"
22/04/2006 9.00,"1,80158601","15,51605399","0,16335747"
22/04/2006 10.00,"6,75703648","19,8691216","0,13211566"
22/04/2006 11.00,"4,06292924","10,97999269","0,11434242"
22/04/2006 12.00,"4,40252283","14,35705313","0,11797606"
22/04/2006 13.00,"3,19914334","8,24019038","0,07685971"
22/04/2006 14.00,"2,82297843","9,08380875","0,07926893"
22/04/2006 15.00,"3,40768834","12,5634021","0,03732427"
22/04/2006 16.00,"4,73863217","17,6536547","0,05422842"
22/04/2006 17.00,"5,2471515","17,64067604","0,02879298"
22/04/2006 18.00,"4,98940912","15,50827215","0,03424401"
22/04/2006 19.00,"4,06641246","14,77626486","0,062444"
22/04/2006 20.00,"2,27005079","12,16754545","0,14479436"
22/04/2006 21.00,"1,67358537","18,23120298","0,21407225"
22/04/2006 22.00,"1,42846905","20,31167312","0,24965834"
22/04/2006 23.00,"1,5386193","17,55371828","0,25664834"
23/04/2006 0.00,"1,33747501","12,61920574","0,21632186"
23/04/2006 1.00,"1,30351534","10,18959101","0,1840933"
23/04/2006 2.00,"1,18814076","11,73535314","0,23342523"
23/04/2006 3.00,"1,05796374","10,33884173","0,19080836"
23/04/2006 4.00,"0,97132348","12,91512406","0,23583445"
23/04/2006 5.00,"0,8755414","6,95399945","0,17635304"
23/04/2006 6.00,"0,74536337","7,70027408","0,17576006"
23/04/2006 7.00,"0,79891452","9,25512586","0,23176627"
23/04/2006 8.00,"1,67576175","15,28503086","0,14902098"
23/04/2006 9.00,"3,29666754","14,1052695","0,09810931"
23/04/2006 10.00,"2,87522375","7,64446662","0,09052633"
