Stat,Via Cappuccini,,,,,,  ,
,,,,,,,,,
Parm,SO2,NO2,NOX,CO,PM10,,,
Unit,ug/m3 293K,ug/m3 293K,ug/m3 293K,mg/m3 293K,ug/m3,,,
Field,Aver,Aver,Aver,Aver,Aver,,,
,,,,,,,,
,,,,,,,,,,
,,,,,,
19/10/2014 20.00,"1,5","21,9","29,3","0,6","11,0",,,
19/10/2014 21.00,"1,8","21,5","29,5","0,6",,,,
19/10/2014 22.00,"2,0","48,2","86,4","0,8","6,6",,,
19/10/2014 23.00,"2,0","42,8","64,6","0,7",,,,
20/10/2014 0.00,"1,6","23,4","33,5","0,6","13,7",,,
20/10/2014 1.00,"1,6","16,2","22,6","0,6",,,,
20/10/2014 2.00,"1,7","10,9","14,9","0,6","20,3",,,
20/10/2014 3.00,"1,3","10,5","14,3","0,6",,,,
20/10/2014 4.00,"1,6","14,4","19,6","0,6","20,5",,,
20/10/2014 5.00,"1,8","16,4","28,3","0,6",,,,
20/10/2014 6.00,"2,0","24,6","54,2","0,7","21,5",,,
20/10/2014 7.00,"2,5","32,5","83,6","0,9",,,,
20/10/2014 8.00,"2,8","41,0","116,9","1,1","15,4",,,
20/10/2014 9.00,"2,0","29,1","67,3","0,9",,,,
20/10/2014 10.00,"1,2","15,6","25,9","0,7","16,6",,,
20/10/2014 11.00,"1,6","10,8","17,6","0,6",,,,
20/10/2014 12.00,"0,9","11,5","18,1","0,6","21,2",,,
20/10/2014 13.00,"1,1","11,6","18,1","0,6",,,,
20/10/2014 14.00,"1,2","9,4","14,7","0,6","12,7",,,
20/10/2014 15.00,"0,9","9,0","14,5","0,6",,,,
20/10/2014 16.00,"1,0","9,8","15,9","0,6","7,3",,,
20/10/2014 17.00,"1,4","14,8","23,6","0,6",,,,
20/10/2014 18.00,"2,0","41,9","71,0","0,9","8,3",,,
20/10/2014 19.00,"3,0","70,8","198,3","1,3",,,,
20/10/2014 20.00,"3,5","66,7","217,3","1,3","12,9",,,
20/10/2014 21.00,"1,8","41,3","61,4","0,8",,,,
20/10/2014 22.00,"2,0","28,0","39,2","0,7","23,0",,,
20/10/2014 23.00,"1,9","30,9","41,7","0,8",,,,
21/10/2014 0.00,"1,6","29,0","40,0","0,7","25,6",,,
21/10/2014 1.00,,"16,2","21,3","0,7",,,,
21/10/2014 2.00,"1,6",,,"0,7","32,2",,,
21/10/2014 3.00,"1,4","14,7","17,8","0,6",,,,
21/10/2014 4.00,"1,3","18,4","21,6","0,6","28,6",,,
21/10/2014 5.00,"1,4","31,2","42,2","0,7",,,,
21/10/2014 6.00,"1,9","38,0","64,0","0,8","23,0",,,
21/10/2014 7.00,"2,3","42,8","121,2","1,2",,,,
21/10/2014 8.00,"3,3","52,3","173,1","1,6","31,0",,,
21/10/2014 9.00,"1,8","39,0","84,3","1,2",,,,
21/10/2014 10.00,"1,7","23,2","37,6","0,8","47,4",,,
21/10/2014 11.00,"1,4","19,4","30,2","0,7",,,,
21/10/2014 12.00,"1,5","19,1","29,2","0,7","25,2",,,
21/10/2014 13.00,"1,5","17,3","26,8","0,7",,,,
21/10/2014 14.00,"1,6","17,2","25,3","0,6","14,2",,,
21/10/2014 15.00,"1,2","19,0","28,5","0,7",,,,
21/10/2014 16.00,"2,0","23,1","32,0","0,7","8,8",,,
21/10/2014 17.00,"1,6","32,8","46,7","0,8",,,,
21/10/2014 18.00,"1,3","44,0","64,8","0,9","9,3",,,
21/10/2014 19.00,"1,2","27,9","36,3","0,7",,,,
21/10/2014 20.00,"1,3","20,1","27,5","0,7","18,1",,,
21/10/2014 21.00,"1,4","12,8","17,8","0,7",,,,
21/10/2014 22.00,"1,2","10,5","14,5","0,6","30,8",,,
21/10/2014 23.00,"1,0","8,8","12,5","0,6",,,,
22/10/2014 0.00,"1,0","6,5","9,2","0,6","28,8",,,
22/10/2014 1.00,"1,3","5,6","8,3","0,6",,,,
22/10/2014 2.00,"0,9","4,8","7,5","0,6","18,8",,,
22/10/2014 3.00,"1,1","4,7","7,2","0,6",,,,
22/10/2014 4.00,"1,4","5,7","8,5","0,6","19,0",,,
22/10/2014 5.00,"1,4","7,2","11,1","0,6",,,,
22/10/2014 6.00,"1,3","12,5","17,9","0,6","14,4",,,
22/10/2014 7.00,"1,4","20,7","35,4","0,7",,,,
22/10/2014 8.00,"1,4","25,5","48,6","0,9","16,4",,,
22/10/2014 9.00,"1,2","18,0","31,6","0,7",,,,
22/10/2014 10.00,"1,4","14,7","24,7","0,6","30,3",,,
22/10/2014 11.00,"1,3","14,1","23,2","0,6",,,,
22/10/2014 12.00,"1,1","18,0","28,9","0,6","15,9",,,
22/10/2014 13.00,"1,5","15,2","26,0","0,7",,,,
22/10/2014 14.00,"1,5","15,0","24,4","0,6","8,5",,,
22/10/2014 15.00,"1,6","11,4","17,9","0,6",,,,
22/10/2014 16.00,"1,5","7,7","11,7","0,5","4,9",,,
22/10/2014 17.00,"1,4","7,9","11,6","0,5",,,,
22/10/2014 18.00,"1,4","8,7","13,4","0,5","11,5",,,
22/10/2014 19.00,"1,4","8,2","13,7","0,5",,,,
22/10/2014 20.00,"1,2","9,1","15,0","0,5","11,0",,,
22/10/2014 21.00,"1,4","6,9","11,0","0,5",,,,
22/10/2014 22.00,"1,3","8,3","12,4","0,5","6,8",,,
22/10/2014 23.00,"1,3","5,8","8,8","0,5",,,,
23/10/2014 0.00,"1,3","4,2","7,0","0,5","10,7",,,
23/10/2014 1.00,,"4,0","6,5","0,5",,,,
23/10/2014 2.00,"1,3",,,"0,5","6,6",,,
23/10/2014 3.00,"1,3","4,4","6,9","0,5",,,,
23/10/2014 4.00,"1,6","4,9","7,8","0,5","4,6",,,
23/10/2014 5.00,"0,9","7,0","10,7","0,5",,,,
23/10/2014 6.00,"1,6","8,8","13,8","0,5","4,2",,,
23/10/2014 7.00,"1,3","12,4","22,7","0,6",,,,
23/10/2014 8.00,"1,2","20,2","41,1","0,7","4,2",,,
23/10/2014 9.00,"1,5","15,6","31,3","0,6",,,,
23/10/2014 10.00,"1,6","11,4","21,2","0,6","4,6",,,
23/10/2014 11.00,"1,5","14,2","25,5","0,6",,,,
23/10/2014 12.00,"1,3","11,8","20,6","0,5","13,2",,,
23/10/2014 13.00,"2,0","11,2","21,6","0,5",,,,
23/10/2014 14.00,"1,6","9,0","15,9","0,5","8,1",,,
23/10/2014 15.00,"2,0","9,9","17,3","0,6",,,,
23/10/2014 16.00,"2,0","15,1","23,4","0,6","6,1",,,
23/10/2014 17.00,"1,8","14,9","24,1","0,6",,,,
23/10/2014 18.00,"1,9","19,4","32,1","0,6","9,5",,,
23/10/2014 19.00,"1,7","22,2","40,7","0,6",,,,
23/10/2014 20.00,"1,8","33,5","60,6","0,8","6,6",,,
23/10/2014 21.00,"1,7","27,2","43,8","0,7",,,,
23/10/2014 22.00,"1,5","25,0","34,3","0,6","5,9",,,
23/10/2014 23.00,"1,5","17,3","24,9","0,6",,,,
24/10/2014 0.00,"1,4","12,7","18,6","0,5","8,8",,,
24/10/2014 1.00,"1,9","10,5","14,2","0,5",,,,
24/10/2014 2.00,"1,0","9,0","12,0","0,5","12,2",,,
24/10/2014 3.00,"1,5","6,2","8,8","0,5",,,,
24/10/2014 4.00,"1,5","5,7","8,9","0,5","8,1",,,
24/10/2014 5.00,"1,9","11,7","16,8","0,5",,,,
24/10/2014 6.00,"1,6","21,5","30,5","0,6","5,4",,,
24/10/2014 7.00,"2,3","24,1","45,8","0,7",,,,
24/10/2014 8.00,"2,9","37,7","82,0","1,0","3,7",,,
24/10/2014 9.00,"2,4","26,1","49,5","0,7",,,,
24/10/2014 10.00,"1,8","21,4","33,9","0,6","4,9",,,
24/10/2014 11.00,"2,0","9,0","14,8","0,6",,,,
24/10/2014 12.00,"1,4","7,0","12,7","0,5","3,9",,,
24/10/2014 13.00,"1,3","8,7","14,6","0,5",,,,
24/10/2014 14.00,"1,2","6,4","10,9","0,5","11,7",,,
24/10/2014 15.00,"0,8","6,0","9,8","0,5",,,,
24/10/2014 16.00,"1,3","6,5","10,4","0,5","8,1",,,
24/10/2014 17.00,"1,7","6,8","10,6","0,5",,,,
24/10/2014 18.00,"1,6","7,6","11,9","0,5","12,7",,,
24/10/2014 19.00,"1,4","6,8","10,3","0,5",,,,
24/10/2014 20.00,"1,2","6,3","9,8","0,5","7,1",,,
24/10/2014 21.00,"1,8","4,8","7,9","0,5",,,,
24/10/2014 22.00,"1,3","5,3","8,2","0,5","4,2",,,
24/10/2014 23.00,"1,4","4,7","7,4","0,5",,,,
25/10/2014 0.00,"1,4","4,2","6,9","0,5","9,5",,,
25/10/2014 1.00,,"4,0","6,6","0,5",,,,
25/10/2014 2.00,"1,7",,,"0,5","10,7",,,
25/10/2014 3.00,"1,7","5,8","8,5","0,6",,,,
25/10/2014 4.00,"1,4","6,5","9,1","0,6","6,8",,,
25/10/2014 5.00,"1,3","7,4","11,0","0,6",,,,
25/10/2014 6.00,"2,0","7,5","11,8","0,6","7,8",,,
25/10/2014 7.00,"2,2","7,3","11,2","0,6",,,,
25/10/2014 8.00,"1,3","7,7","11,9","0,5","7,1",,,
25/10/2014 9.00,"1,7","9,1","14,3","0,6",,,,
25/10/2014 10.00,"2,0","6,9","11,7","0,6","5,9",,,
25/10/2014 11.00,"2,2","11,0","17,3","0,6",,,,
25/10/2014 12.00,"1,8","8,4","15,1","0,6","7,6",,,
25/10/2014 13.00,"1,8","8,6","15,0","0,6",,,,
25/10/2014 14.00,"1,8","5,1","9,0","0,5","8,5",,,
25/10/2014 15.00,"1,3","4,9","8,3","0,5",,,,
25/10/2014 16.00,"1,2","8,0","13,1","0,6","11,0",,,
25/10/2014 17.00,"1,3","10,1","15,1","0,6",,,,
25/10/2014 18.00,"1,6","6,9","11,1","0,6","7,3",,,
25/10/2014 19.00,"1,8","9,7","15,6","0,6",,,,
25/10/2014 20.00,"1,7","10,4","16,7","0,6","4,9",,,
25/10/2014 21.00,"0,8","6,5","10,1","0,6",,,,
25/10/2014 22.00,"1,4","6,7","9,9","0,6","4,4",,,
25/10/2014 23.00,"1,6","6,7","10,0","0,6",,,,
26/10/2014 0.00,"1,6","6,5","9,6","0,6","12,9",,,
26/10/2014 1.00,"1,6","5,4","8,1","0,6",,,,
26/10/2014 2.00,"1,3","4,9","7,6","0,5","10,0",,,
26/10/2014 3.00,"1,6","5,3","8,1","0,5",,,,
26/10/2014 4.00,"1,2","4,1","6,7","0,5","6,6",,,
26/10/2014 5.00,"1,7","4,1","6,8","0,5",,,,
26/10/2014 6.00,"1,7","5,0","8,1","0,5","8,1",,,
26/10/2014 7.00,"1,5","4,9","7,9","0,5",,,,
26/10/2014 8.00,"1,7","5,2","8,6","0,5","11,0",,,
26/10/2014 9.00,"2,4","4,8","8,4","0,5",,,,
26/10/2014 10.00,"1,5","5,4","9,6","0,6","10,0",,,
26/10/2014 11.00,"1,6","5,9","10,7","0,6",,,,
26/10/2014 12.00,"1,9","5,1","9,7","0,6","8,8",,,
26/10/2014 13.00,"1,6","5,0","8,7","0,6",,,,
26/10/2014 14.00,"1,8","4,4","7,5","0,5","5,9",,,
26/10/2014 15.00,"1,9","3,8","6,4","0,5",,,,
26/10/2014 16.00,"1,9","4,2","7,2","0,6","4,4",,,
26/10/2014 17.00,"2,1","5,8","9,1","0,6",,,,
26/10/2014 18.00,"2,2","10,3","15,1","0,6","3,2",,,
26/10/2014 19.00,"2,4","11,0","15,6","0,6",,,,
26/10/2014 20.00,"2,6","7,0","10,6","0,6","3,7",,,
26/10/2014 21.00,"2,7","6,5","10,7","0,6",,,,
26/10/2014 22.00,"2,6","5,5","9,2","0,6","14,4",,,
26/10/2014 23.00,"2,3","4,7","7,9","0,6",,,,
27/10/2014 0.00,"2,3","4,6","7,5","0,6","8,5",,,
27/10/2014 1.00,,"4,9","7,8","0,6",,,,
27/10/2014 2.00,"2,9",,,"0,5","13,2",,,
27/10/2014 3.00,"2,5","4,3","7,1","0,5",,,,
27/10/2014 4.00,"2,7","3,9","6,5","0,5","8,1",,,
27/10/2014 5.00,"2,1","4,0","6,5","0,5",,,,
27/10/2014 6.00,"2,4","5,5","9,1","0,5","9,0",,,
27/10/2014 7.00,"2,1","9,0","13,9","0,6",,,,
27/10/2014 8.00,"2,2","15,0","26,5","0,7","5,6",,,
27/10/2014 9.00,"2,4","11,4","20,9","0,6",,,,
27/10/2014 10.00,"2,4","9,5","16,8","0,6","9,8",,,
27/10/2014 11.00,"2,1","8,9","15,6","0,6",,,,
27/10/2014 12.00,"1,9","8,7","15,1","0,6","7,1",,,
27/10/2014 13.00,"2,1","7,6","14,3","0,6",,,,
27/10/2014 14.00,"2,0","8,1","14,5","0,6","5,4",,,
27/10/2014 15.00,"2,3","6,0","10,2","0,6",,,,
27/10/2014 16.00,"2,5","6,2","10,4","0,6","4,6",,,
27/10/2014 17.00,"2,4","10,1","16,0","0,6",,,,
27/10/2014 18.00,"2,4","16,6","24,4","0,7","4,4",,,
27/10/2014 19.00,"1,9","12,9","18,9","0,6",,,,
27/10/2014 20.00,"2,1","9,7","15,0","0,6","9,3",,,
27/10/2014 21.00,"2,2","12,6","19,1","0,6",,,,
27/10/2014 22.00,"2,2","14,6","21,3","0,6","6,6",,,
27/10/2014 23.00,"1,6","6,8","10,1","0,6",,,,
28/10/2014 0.00,"1,9","5,7","8,6","0,6","4,2",,,
28/10/2014 1.00,"1,4","12,8","17,5","0,6",,,,
28/10/2014 2.00,"2,2","19,1","24,5","0,6","8,8",,,
28/10/2014 3.00,"2,1","11,5","15,2","0,6",,,,
28/10/2014 4.00,"2,2","7,7","11,3","0,6","9,3",,,
28/10/2014 5.00,"2,5","6,1","9,5","0,6",,,,
28/10/2014 6.00,"2,9","7,3","11,5","0,6","10,5",,,
28/10/2014 7.00,"2,9","8,2","12,7","0,6",,,,
28/10/2014 8.00,"2,9","15,1","23,4","0,7","13,7",,,
28/10/2014 9.00,"2,7","15,4","26,8","0,7",,,,
28/10/2014 10.00,"2,0","11,7","20,2","0,6","8,1",,,
28/10/2014 11.00,"1,7","7,9","13,6","0,6",,,,
28/10/2014 12.00,,,,,,,,
28/10/2014 13.00,,,,,,,,
28/10/2014 14.00,,,,,,,,
28/10/2014 15.00,,,,,,,,
28/10/2014 16.00,,,,,,,,
28/10/2014 17.00,,,,,,,,
28/10/2014 18.00,,,,,,,,
28/10/2014 19.00,,,,,,,,
28/10/2014 20.00,,,,,,,,
28/10/2014 21.00,,,,,,,,
28/10/2014 22.00,,,,,,,,
28/10/2014 23.00,,,,,,,,
29/10/2014 0.00,,,,,,,,
29/10/2014 1.00,,,,,,,,
29/10/2014 2.00,,,,,,,,
29/10/2014 3.00,,,,,,,,
29/10/2014 4.00,,,,,,,,
29/10/2014 5.00,,,,,,,,
29/10/2014 6.00,,,,,,,,
29/10/2014 7.00,,,,,,,,
29/10/2014 8.00,,,,,,,,
29/10/2014 9.00,,,,,,,,
29/10/2014 10.00,,,,,,,,
29/10/2014 11.00,,,,,,,,
29/10/2014 12.00,,,,,,,,
29/10/2014 13.00,,,,,,,,
29/10/2014 14.00,,,,,,,,
29/10/2014 15.00,,,,,,,,
29/10/2014 16.00,,,,,,,,
29/10/2014 17.00,,,,,,,,
29/10/2014 18.00,,,,,,,,
29/10/2014 19.00,,,,,,,,
29/10/2014 20.00,,,,,,,,
29/10/2014 21.00,,,,,,,,
29/10/2014 22.00,,,,,,,,
29/10/2014 23.00,,,,,,,,
30/10/2014 0.00,,,,,,,,
30/10/2014 1.00,,,,,,,,
30/10/2014 2.00,,,,,,,,
30/10/2014 3.00,,,,,,,,
30/10/2014 4.00,,,,,,,,
30/10/2014 5.00,,,,,,,,
30/10/2014 6.00,,,,,,,,
30/10/2014 7.00,,,,,,,,
30/10/2014 8.00,,,,,,,,
30/10/2014 9.00,,,,,,,,
30/10/2014 10.00,,,,,,,,
30/10/2014 11.00,,,,,,,,
30/10/2014 12.00,,,,,,,,
30/10/2014 13.00,,,,,,,,
30/10/2014 14.00,,,,,,,,
30/10/2014 15.00,,,,,,,,
30/10/2014 16.00,,,,,,,,
30/10/2014 17.00,,,,,,,,
30/10/2014 18.00,"1,1","34,6","42,7","0,7","5,4",,,
30/10/2014 19.00,"1,8","27,2","34,8","0,7",,,,
30/10/2014 20.00,"1,3","22,8","29,3","0,6","5,4",,,
30/10/2014 21.00,"1,8","22,8","32,0","0,6",,,,
30/10/2014 22.00,"1,5","15,9","21,1","0,7","4,6",,,
30/10/2014 23.00,"1,4","10,5","13,9","0,6",,,,
31/10/2014 0.00,"1,2","11,3","14,9","0,6","6,8",,,
31/10/2014 1.00,"1,9","10,7","14,5","0,6",,,,
31/10/2014 2.00,"2,1",,,"0,6","4,4",,,
31/10/2014 3.00,"2,7","8,4","11,5","0,5",,,,
31/10/2014 4.00,"2,8","8,8","12,2","0,5","3,4",,,
31/10/2014 5.00,"2,8","7,1","10,9","0,5",,,,
31/10/2014 6.00,"3,0","8,5","14,1","0,5","2,4",,,
31/10/2014 7.00,"2,9","9,4","14,3","0,5",,,,
31/10/2014 8.00,"3,7","11,6","19,3","0,5","2,2",,,
31/10/2014 9.00,"3,8","12,7","21,2","0,5",,,,
31/10/2014 10.00,"2,6","9,8","16,7","0,6","8,8",,,
31/10/2014 11.00,"2,3","10,0","16,7","0,6",,,,
31/10/2014 12.00,"2,2","11,5","18,6","0,6","19,5",,,
31/10/2014 13.00,"2,5","10,7","17,9","0,6",,,,
31/10/2014 14.00,"2,5","9,7","16,1","0,7","23,4",,,
31/10/2014 15.00,"2,7","8,1","13,1","0,7",,,,
31/10/2014 16.00,"2,3","7,5","11,7","0,6","20,3",,,
31/10/2014 17.00,"2,1","7,3","11,6","0,7",,,,
31/10/2014 18.00,"2,2","9,6","14,3","0,7","18,1",,,
31/10/2014 19.00,"2,3","10,7","16,1","0,7",,,,
31/10/2014 20.00,"2,4","9,7","14,6","0,7","12,0",,,
31/10/2014 21.00,"2,5","8,2","12,8","0,7",,,,
31/10/2014 22.00,"2,1","7,3","10,4","0,6","20,0",,,
31/10/2014 23.00,"2,6","6,4","9,6","0,6",,,,
01/11/2014 0.00,"2,6","6,2","9,2","0,6","11,7",,,
01/11/2014 1.00,"2,5","6,3","9,4","0,6",,,,
01/11/2014 2.00,"2,9","6,2","9,4","0,7","9,3",,,
01/11/2014 3.00,"2,2","6,4","9,1","0,6",,,,
01/11/2014 4.00,"2,2","5,9","8,5","0,6","8,8",,,
01/11/2014 5.00,"2,4","5,6","8,0","0,6",,,,
01/11/2014 6.00,"2,5","6,7","9,5","0,6","19,5",,,
01/11/2014 7.00,"2,7","7,9","11,2","0,6",,,,
01/11/2014 8.00,"3,2","9,8","14,1","0,7","14,4",,,
01/11/2014 9.00,"3,0","9,7","15,5","0,7",,,,
01/11/2014 10.00,"3,3","8,4","13,5","0,7","16,8",,,
01/11/2014 11.00,"3,1","6,7","11,7","0,6",,,,
01/11/2014 12.00,"2,9","7,0","11,8","0,7","16,1",,,
01/11/2014 13.00,"2,3","5,9","10,1","0,6",,,,
01/11/2014 14.00,"2,2","5,5","8,9","0,6","14,4",,,
01/11/2014 15.00,"2,3","4,9","7,7","0,6",,,,
01/11/2014 16.00,"2,4","5,4","8,7","0,6","15,9",,,
01/11/2014 17.00,"2,5","7,4","10,8","0,7",,,,
01/11/2014 18.00,"2,0","10,6","15,1","0,7","9,8",,,
01/11/2014 19.00,"2,5","10,8","16,0","0,7",,,,
01/11/2014 20.00,"2,7","11,9","16,2","0,7","10,0",,,
01/11/2014 21.00,"1,8","10,0","14,3","0,7",,,,
01/11/2014 22.00,"2,1","12,3","17,2","0,7","12,7",,,
01/11/2014 23.00,"1,9","28,2","44,8","0,8",,,,
02/11/2014 0.00,"2,0","27,1","42,5","0,8","14,7",,,
02/11/2014 1.00,,"18,4","26,7","0,7",,,,
02/11/2014 2.00,"2,2",,,"0,7","17,6",,,
02/11/2014 3.00,"1,7","9,7","14,2","0,7",,,,
02/11/2014 4.00,"2,0","9,1","12,6","0,7","13,7",,,
02/11/2014 5.00,"1,9","9,2","13,1","0,7",,,,
02/11/2014 6.00,"1,4","10,7","15,6","0,7","15,1",,,
02/11/2014 7.00,"1,6","14,2","23,2","0,7",,,,
02/11/2014 8.00,"1,7","16,2","29,8","0,8","12,7",,,
02/11/2014 9.00,"1,6","12,1","19,7","0,7",,,,
02/11/2014 10.00,"2,3","11,6","18,3","0,7","27,4",,,
02/11/2014 11.00,"2,2","9,7","15,7","0,7",,,,
02/11/2014 12.00,"2,4","9,2","14,9","0,7","29,8",,,
02/11/2014 13.00,"2,1","8,3","13,1","0,7",,,,
02/11/2014 14.00,"2,1","6,4","10,0","0,6","16,1",,,
02/11/2014 15.00,"1,9","6,6","10,1","0,7",,,,
02/11/2014 16.00,"1,8","8,8","12,6","0,7","10,7",,,
02/11/2014 17.00,"1,5","20,4","27,6","0,7",,,,
02/11/2014 18.00,"1,9","45,9","70,0","1,0","7,6",,,
02/11/2014 19.00,"1,9","52,6","87,1","1,1",,,,
02/11/2014 20.00,"1,8","40,1","67,4","1,0","9,5",,,
02/11/2014 21.00,"2,6","51,8","119,5","1,2",,,,
02/11/2014 22.00,"2,2","33,2","48,6","1,0","23,7",,,
02/11/2014 23.00,"2,5","33,5","47,0","0,9",,,,
03/11/2014 0.00,"2,2","27,8","41,4","0,9","27,6",,,
03/11/2014 1.00,"1,9","23,2","32,4","0,9",,,,
03/11/2014 2.00,"1,5","22,4","29,6","0,9","33,0",,,
03/11/2014 3.00,"1,8","18,1","24,0","0,9",,,,
03/11/2014 4.00,"1,3","17,4","22,0","0,9","38,6",,,
03/11/2014 5.00,"2,4","19,2","25,7","0,8",,,,
03/11/2014 6.00,"2,5","29,9","65,8","0,9","39,8",,,
03/11/2014 7.00,"2,7","32,0","96,7","1,0",,,,
03/11/2014 8.00,"3,2","46,5","182,7","1,4","31,5",,,
03/11/2014 9.00,"3,1","56,7","177,3","1,7",,,,
03/11/2014 10.00,"1,8","24,3","40,5","0,9","39,1",,,
03/11/2014 11.00,"1,8","18,3","29,1","0,8",,,,
03/11/2014 12.00,"1,6","18,6","30,8","0,8","33,7",,,
03/11/2014 13.00,"2,0","19,9","31,0","0,8",,,,
03/11/2014 14.00,"1,6","21,9","32,0","0,8","18,3",,,
03/11/2014 15.00,"1,1","24,1","35,9","0,7",,,,
03/11/2014 16.00,"1,7","31,4","45,8","0,8","10,7",,,
03/11/2014 17.00,"2,0","44,3","63,6","1,0",,,,
03/11/2014 18.00,"2,3","54,3","81,2","1,0","8,3",,,
03/11/2014 19.00,"2,5","55,0","93,8","1,2",,,,
03/11/2014 20.00,"2,7","48,1","71,6","1,1","12,0",,,
03/11/2014 21.00,"2,2","46,1","67,0","1,2",,,,
03/11/2014 22.00,"2,2","33,3","44,2","1,0","27,1",,,
03/11/2014 23.00,"1,8","23,0","28,8","0,9",,,,
04/11/2014 0.00,"1,7","18,0","23,7","0,8","34,9",,,
04/11/2014 1.00,,"14,5","18,5","0,8",,,,
04/11/2014 2.00,"1,3",,,"0,7","33,9",,,
04/11/2014 3.00,"1,7","8,5","11,2","0,7",,,,
04/11/2014 4.00,"2,0","7,0","9,8","0,7","27,1",,,
04/11/2014 5.00,"1,7","7,9","10,4","0,7",,,,
04/11/2014 6.00,"2,4","17,2","24,0","0,7","24,2",,,
04/11/2014 7.00,"2,7","24,4","36,8","0,8",,,,
04/11/2014 8.00,"2,7","32,3","53,1","1,0","15,9",,,
04/11/2014 9.00,"2,9","35,6","62,4","1,0",,,,
04/11/2014 10.00,"2,5","21,4","35,1","0,8","18,1",,,
04/11/2014 11.00,"2,7","21,1","33,8","0,8",,,,
04/11/2014 12.00,"2,6","23,3","37,7","0,8","17,8",,,
04/11/2014 13.00,"2,6","19,9","31,2","0,7",,,,
04/11/2014 14.00,"2,5","16,4","25,0","0,7","17,3",,,
04/11/2014 15.00,"2,5","16,3","24,1","0,7",,,,
04/11/2014 16.00,"2,3","16,7","24,0","0,7","10,5",,,
04/11/2014 17.00,"2,2","19,5","27,9","0,7",,,,
04/11/2014 18.00,"2,0","30,9","40,7","0,9","7,1",,,
04/11/2014 19.00,"1,9","31,3","44,6","0,9",,,,
04/11/2014 20.00,"2,0","25,6","36,4","0,8","14,4",,,
04/11/2014 21.00,"2,1","24,3","35,6","0,9",,,,
04/11/2014 22.00,"1,6","18,6","25,9","0,8","25,4",,,
04/11/2014 23.00,"1,9","14,6","20,8","0,8",,,,
05/11/2014 0.00,"1,9","13,3","19,1","0,7","30,3",,,
05/11/2014 1.00,"2,2","8,6","12,0","0,7",,,,
05/11/2014 2.00,"2,4","6,2","9,1","0,6","28,8",,,
05/11/2014 3.00,"2,2","6,8","9,7","0,6",,,,
05/11/2014 4.00,"2,3","5,2","7,5","0,6","19,3",,,
05/11/2014 5.00,"2,1","5,5","8,4","0,6",,,,
05/11/2014 6.00,"2,1","8,8","12,8","0,6","14,7",,,
05/11/2014 7.00,"2,0","11,8","16,4","0,7",,,,
05/11/2014 8.00,"2,2","16,9","27,3","0,7","18,6",,,
05/11/2014 9.00,"1,4","19,5","28,6","0,8",,,,
05/11/2014 10.00,"1,6","16,1","25,6","0,8","19,8",,,
05/11/2014 11.00,"1,9","14,2","22,5","0,7",,,,
05/11/2014 12.00,"1,1","12,7","20,7","0,7","11,0",,,
05/11/2014 13.00,"1,5","13,2","20,2","0,7",,,,
05/11/2014 14.00,"1,5","13,8","21,8","0,7","9,3",,,
05/11/2014 15.00,"1,8","11,7","17,7","0,7",,,,
05/11/2014 16.00,"1,1","13,8","20,8","0,7","12,2",,,
05/11/2014 17.00,"1,2","13,3","18,8","0,7",,,,
05/11/2014 18.00,"2,3","16,1","22,6","0,8","15,9",,,
05/11/2014 19.00,"2,1","16,1","24,4","0,8",,,,
05/11/2014 20.00,"1,8","13,2","20,0","0,7","26,9",,,
05/11/2014 21.00,"1,8","10,2","15,0","0,7",,,,
05/11/2014 22.00,"2,0","7,5","11,1","0,7","27,1",,,
05/11/2014 23.00,"2,0","5,5","8,3","0,7",,,,
06/11/2014 0.00,"1,8","5,0","7,7","0,6","35,7",,,
06/11/2014 1.00,,"5,1","7,7","0,6",,,,
06/11/2014 2.00,"1,8",,,"0,6","28,3",,,
06/11/2014 3.00,"1,8","4,7","7,3","0,6",,,,
06/11/2014 4.00,"1,7","4,2","6,5","0,6","34,2",,,
06/11/2014 5.00,"1,7","4,3","6,8","0,6",,,,
06/11/2014 6.00,"1,4","5,6","8,6","0,6","38,3",,,
06/11/2014 7.00,"1,7","7,0","10,2","0,7",,,,
06/11/2014 8.00,"1,9","11,1","18,0","0,7","39,6",,,
06/11/2014 9.00,"1,3","13,5","21,9","0,8",,,,
06/11/2014 10.00,"1,4","11,5","18,7","0,7","53,0",,,
06/11/2014 11.00,"1,0","11,6","18,1","0,7",,,,
06/11/2014 12.00,"1,4","11,9","18,2","0,7","27,6",,,
06/11/2014 13.00,"1,5","13,4","21,3","0,7",,,,
06/11/2014 14.00,"1,7","13,1","18,9","0,7","14,9",,,
06/11/2014 15.00,"2,0","10,1","15,8","0,7",,,,
06/11/2014 16.00,"1,6","11,2","16,4","0,7","33,7",,,
06/11/2014 17.00,"1,3","18,1","29,2","0,8",,,,
06/11/2014 18.00,"1,1","17,2","26,2","0,8","56,2",,,
06/11/2014 19.00,"1,3","11,2","16,8","0,7",,,,
06/11/2014 20.00,"1,6","10,5","15,7","0,7","57,4",,,
06/11/2014 21.00,"1,5","7,9","11,9","0,7",,,,
06/11/2014 22.00,"1,1","6,4","9,8","0,7","55,2",,,
06/11/2014 23.00,"1,7","5,8","8,8","0,7",,,,
07/11/2014 0.00,"1,7","5,0","7,8","0,6","40,5",,,
07/11/2014 1.00,"1,4","4,6","7,2","0,6",,,,
