Stat,Via Cappuccini,,,,,,  ,
,,,,,,,,,
Parm,SO2,NO2,NOX,CO,PM10,,,
Unit,ug/m3 293K,ug/m3 293K,ug/m3 293K,mg/m3 293K,ug/m3,,,
Field,Aver,Aver,Aver,Aver,Aver,,,
,,,,,,,,
,,,,,,,,,,
,,,,,,
17/01/2014 20.00,"3,3","17,2","24,8","0,1","12,7",,,
17/01/2014 21.00,"3,6","20,8","28,2","0,1",,,,
17/01/2014 22.00,"3,6","17,0","22,7","0,2","13,2",,,
17/01/2014 23.00,"3,4","10,5","14,5","0,1",,,,
18/01/2014 0.00,"3,5","6,4","10,0",,"15,4",,,
18/01/2014 1.00,,"5,6","8,9",,,,,
18/01/2014 2.00,"3,5",,,,"15,6",,,
18/01/2014 3.00,"3,3","7,1","11,3",,,,,
18/01/2014 4.00,"3,0","4,5","7,2",,"15,9",,,
18/01/2014 5.00,"3,4","4,4","7,3",,,,,
18/01/2014 6.00,"3,6","7,4","11,0",,"9,5",,,
18/01/2014 7.00,"3,3","10,0","14,8",,,,,
18/01/2014 8.00,"3,6","17,2","24,3","0,1","17,1",,,
18/01/2014 9.00,"3,8","28,6","42,3","0,2",,,,
18/01/2014 10.00,"3,7","17,8","26,8","0,1","16,4",,,
18/01/2014 11.00,"3,7","16,1","25,1","0,1",,,,
18/01/2014 12.00,"3,7","17,5","28,7","0,1","16,8",,,
18/01/2014 13.00,"3,6","15,9","24,8","0,1",,,,
18/01/2014 14.00,"3,4","15,6","25,4","0,1","16,1",,,
18/01/2014 15.00,"3,3","10,8","17,2","0,1",,,,
18/01/2014 16.00,"3,2","11,8","18,3","0,1","14,2",,,
18/01/2014 17.00,"3,1","11,8","17,1","0,1",,,,
18/01/2014 18.00,"3,3","16,4","23,9","0,1","17,8",,,
18/01/2014 19.00,"3,1","15,8","24,1","0,1",,,,
18/01/2014 20.00,"3,4","14,0","21,6","0,1","21,5",,,
18/01/2014 21.00,"3,1","16,8","25,4","0,1",,,,
18/01/2014 22.00,"3,2","11,4","17,4","0,1","14,4",,,
18/01/2014 23.00,"3,4","7,1","11,0","0,1",,,,
19/01/2014 0.00,"3,3","6,5","10,2","0,1","19,8",,,
19/01/2014 1.00,"3,1","5,1","8,4",,,,,
19/01/2014 2.00,"3,2","3,9","7,0",,"24,4",,,
19/01/2014 3.00,"3,5","3,7","6,8",,,,,
19/01/2014 4.00,"3,2","3,8","7,0",,"28,8",,,
19/01/2014 5.00,"3,1","2,7","5,4",,,,,
19/01/2014 6.00,"3,2","3,6","6,6",,"22,2",,,
19/01/2014 7.00,"3,1","5,3","8,9",,,,,
19/01/2014 8.00,"3,2","6,0","9,6",,"19,8",,,
19/01/2014 9.00,"3,1","6,1","9,8",,,,,
19/01/2014 10.00,"3,4","6,9","11,6",,"11,5",,,
19/01/2014 11.00,"3,1","9,7","16,3","0,1",,,,
19/01/2014 12.00,"3,4","11,4","18,9","0,1","33,2",,,
19/01/2014 13.00,"3,3","15,6","23,3","0,1",,,,
19/01/2014 14.00,"3,4","16,2","22,3","0,1","17,6",,,
19/01/2014 15.00,"3,2","8,2","12,0","0,1",,,,
19/01/2014 16.00,"3,3","7,6","11,6","0,1","25,6",,,
19/01/2014 17.00,"3,0","7,8","12,0","0,1",,,,
19/01/2014 18.00,"3,1","11,6","18,3","0,1","39,3",,,
19/01/2014 19.00,"8,7","11,9","18,3","0,2",,,,
19/01/2014 20.00,"2,9","9,3","14,0","0,1","39,1",,,
19/01/2014 21.00,"2,8","13,9","18,8","0,1",,,,
19/01/2014 22.00,"3,0","9,5","13,7","0,1","2,7",,,
19/01/2014 23.00,"2,8","7,1","10,2","0,1",,,,
20/01/2014 0.00,"3,1","6,6","10,8","0,1","13,4",,,
20/01/2014 1.00,,"4,9","7,7",,,,,
20/01/2014 2.00,"2,7",,,,"35,4",,,
20/01/2014 3.00,"3,1","3,5","6,5",,,,,
20/01/2014 4.00,"2,8","2,6","5,2",,"37,1",,,
20/01/2014 5.00,"3,0","3,6","6,1",,,,,
20/01/2014 6.00,"3,0","12,6","18,2",,"51,0",,,
20/01/2014 7.00,"3,2","22,4","31,6",,,,,
20/01/2014 8.00,"3,1","28,6","44,9",,"53,5",,,
20/01/2014 9.00,"3,2","31,5","49,6",,,,,
20/01/2014 10.00,"3,3","21,3","35,0",,"56,2",,,
20/01/2014 11.00,"3,4","15,8","26,0",,,,,
20/01/2014 12.00,"3,0","14,7","24,5",,"63,7",,,
20/01/2014 13.00,"3,0","38,7","50,1",,,,,
20/01/2014 14.00,"3,2","17,8","29,9",,,,,
20/01/2014 15.00,"3,3","28,9","43,0",,,,,
20/01/2014 16.00,,"24,3","34,5",,,,,
20/01/2014 17.00,"1,4",,,,,,,
20/01/2014 18.00,"1,6","24,2","36,0","0,3","46,2",,,
20/01/2014 19.00,"1,7","22,2","33,1","0,3",,,,
20/01/2014 20.00,"1,8","21,9","31,9","0,3","62,5",,,
20/01/2014 21.00,"1,8","20,0","29,6","0,3",,,,
20/01/2014 22.00,"1,7","19,2","27,4","0,2","97,9",,,
20/01/2014 23.00,"2,0","13,9","19,9","0,2",,,,
21/01/2014 0.00,"1,6","7,0","11,6","0,2","109,4",,,
21/01/2014 1.00,"1,8","4,9","8,5","0,2",,,,
21/01/2014 2.00,"1,5","3,6","6,2","0,1","56,2",,,
21/01/2014 3.00,"1,6","3,6","6,6","0,1",,,,
21/01/2014 4.00,"1,9","3,8","6,4","0,2","29,3",,,
21/01/2014 5.00,"1,9","9,0","12,1","0,2",,,,
21/01/2014 6.00,"2,3","12,3","17,6","0,2","15,6",,,
21/01/2014 7.00,"2,2","19,5","28,0","0,3",,,,
21/01/2014 8.00,"2,2","28,4","45,2","0,4","2,7",,,
21/01/2014 9.00,"2,8","32,2","56,7","0,3",,,,
21/01/2014 10.00,"2,5","26,9","47,7","0,3","3,2",,,
21/01/2014 11.00,"2,2","27,5","47,7","0,3",,,,
21/01/2014 12.00,"2,6","25,5","45,1","0,3","15,1",,,
21/01/2014 13.00,"2,4","26,3","44,2","0,3",,,,
21/01/2014 14.00,"2,4","28,1","50,0","0,4","14,7",,,
21/01/2014 15.00,"2,3","24,5","42,1","0,3",,,,
21/01/2014 16.00,"2,3","23,2","41,1","0,3","9,0",,,
21/01/2014 17.00,"2,1","22,9","42,9","0,3",,,,
21/01/2014 18.00,"2,2","26,0","45,5","0,4","6,3",,,
21/01/2014 19.00,"2,6","30,1","53,4","0,4",,,,
21/01/2014 20.00,"2,3","29,0","50,5","0,4","8,3",,,
21/01/2014 21.00,"2,3","27,2","46,1","0,4",,,,
21/01/2014 22.00,"2,5","23,2","36,2","0,4","12,9",,,
21/01/2014 23.00,"2,3","18,8","27,7","0,4",,,,
22/01/2014 0.00,"2,3","15,6","24,5","0,3","13,2",,,
22/01/2014 1.00,,"15,0","21,3","0,3",,,,
22/01/2014 2.00,"2,4",,,"0,3","9,5",,,
22/01/2014 3.00,"2,3",,,,,,,
22/01/2014 4.00,"2,3",,,"0,2","12,9",,,
22/01/2014 5.00,"2,2",,,"0,2",,,,
22/01/2014 6.00,"2,3",,,"0,3","7,8",,,
22/01/2014 7.00,"2,5",,,"0,4",,,,
22/01/2014 8.00,"3,0",,,"0,6","8,8",,,
22/01/2014 9.00,"3,7",,,"0,9",,,,
22/01/2014 10.00,"3,7",,,"0,7","12,5",,,
22/01/2014 11.00,"3,9",,,"0,8",,,,
22/01/2014 12.00,"3,3",,,"0,5","20,8",,,
22/01/2014 13.00,"2,9",,,"0,4",,,,
22/01/2014 14.00,"2,9",,,"0,5","14,4",,,
22/01/2014 15.00,"2,6",,,"0,4",,,,
22/01/2014 16.00,"2,5",,,"0,4","8,8",,,
22/01/2014 17.00,"2,8","44,0","75,1","0,6",,,,
22/01/2014 18.00,"5,2","90,5","256,9","1,3","5,4",,,
22/01/2014 19.00,"3,7","72,6","156,9","0,9",,,,
22/01/2014 20.00,"3,6","69,2","146,8","0,8","17,6",,,
22/01/2014 21.00,"3,5","52,1","108,9","0,7",,,,
22/01/2014 22.00,"3,2","55,0","96,7","0,8","25,6",,,
22/01/2014 23.00,"2,8","37,5","56,0","0,6",,,,
23/01/2014 0.00,"2,6","21,7","35,5","0,3","27,6",,,
23/01/2014 1.00,"2,4","27,6","38,0","0,3",,,,
23/01/2014 2.00,"2,6","16,7","23,2","0,3","27,6",,,
23/01/2014 3.00,"2,4","18,9","25,1","0,3",,,,
23/01/2014 4.00,"2,6","19,7","25,1","0,3","15,6",,,
23/01/2014 5.00,"2,5","18,5","26,3","0,3",,,,
23/01/2014 6.00,"2,7","30,6","46,3","0,4","9,5",,,
23/01/2014 7.00,"3,3","53,9","105,9","0,5",,,,
23/01/2014 8.00,"3,9","60,4","168,4","0,7","9,5",,,
23/01/2014 9.00,"4,1","57,2","182,6","1,0",,,,
23/01/2014 10.00,"3,8","49,9","127,8","0,8","23,2",,,
23/01/2014 11.00,"3,7","44,0","109,3","0,7",,,,
23/01/2014 12.00,"2,9","35,4","70,2","0,6","27,6",,,
23/01/2014 13.00,"2,9","27,0","46,1","0,4",,,,
23/01/2014 14.00,"3,2","31,6","56,4","0,4","21,0",,,
23/01/2014 15.00,"2,6","20,7","33,0","0,3",,,,
23/01/2014 16.00,"2,9","34,7","53,5","0,5","13,7",,,
23/01/2014 17.00,"3,6","57,5","96,5","0,7",,,,
23/01/2014 18.00,"5,2","93,8","257,3","1,2","10,3",,,
23/01/2014 19.00,"5,1","100,0","266,1","1,3",,,,
23/01/2014 20.00,"3,4","75,1","127,1","0,8","21,5",,,
23/01/2014 21.00,"3,0","64,9","101,9","0,7",,,,
23/01/2014 22.00,"2,8","53,1","70,4","0,7","33,0",,,
23/01/2014 23.00,"3,0","42,3","52,8","0,7",,,,
24/01/2014 0.00,"2,5","18,3","24,0","0,5","43,2",,,
24/01/2014 1.00,,"15,4","20,8","0,5",,,,
24/01/2014 2.00,"2,6",,,"0,4","37,1",,,
24/01/2014 3.00,"2,3","9,1","14,1",,,,,
24/01/2014 4.00,"2,2","4,7","9,0","0,3","37,9",,,
24/01/2014 5.00,"2,1","6,5","10,9","0,3",,,,
24/01/2014 6.00,"2,1","13,2","18,5","0,3","20,8",,,
24/01/2014 7.00,"2,3","15,3","22,4","0,3",,,,
24/01/2014 8.00,"2,5","33,1","51,0","0,5","18,6",,,
24/01/2014 9.00,"2,4","56,7","90,8","0,8",,,,
24/01/2014 10.00,"2,4","21,6","36,5","0,4","20,8",,,
24/01/2014 11.00,"2,1","17,6","30,3","0,4",,,,
24/01/2014 12.00,"2,2","16,7","28,4","0,4","31,0",,,
24/01/2014 13.00,"2,5","20,2","34,9","0,4",,,,
24/01/2014 14.00,"2,2","23,5","39,6","0,4","17,1",,,
24/01/2014 15.00,"2,1","16,5","28,1","0,4",,,,
24/01/2014 16.00,"2,0","22,1","35,8","0,4","9,5",,,
24/01/2014 17.00,"2,3","37,3","60,1","0,5",,,,
24/01/2014 18.00,"2,6","55,1","89,1","0,7","10,3",,,
24/01/2014 19.00,"2,9","68,6","108,8","0,7",,,,
24/01/2014 20.00,"2,3","52,6","78,9","0,6","12,7",,,
24/01/2014 21.00,"2,4","49,5","78,6","0,6",,,,
24/01/2014 22.00,"2,1","30,4","46,7","0,5","7,3",,,
24/01/2014 23.00,"2,2","17,7","26,8","0,4",,,,
25/01/2014 0.00,"2,4","20,1","29,0","0,4","13,9",,,
25/01/2014 1.00,"2,3","14,8","23,0","0,4",,,,
25/01/2014 2.00,"2,2","13,7","20,0","0,4","8,8",,,
25/01/2014 3.00,"2,2","10,4","15,9","0,3",,,,
25/01/2014 4.00,"2,3","11,6","17,3","0,3","5,9",,,
25/01/2014 5.00,"2,2","16,0","26,2","0,3",,,,
25/01/2014 6.00,"2,2","26,3","42,0","0,3","5,1",,,
25/01/2014 7.00,"2,4","32,8","53,8","0,4",,,,
25/01/2014 8.00,"2,7","29,9","56,7","0,4","8,1",,,
25/01/2014 9.00,"2,8","32,3","92,0","0,6",,,,
25/01/2014 10.00,"2,8","20,2","51,4","0,5","12,5",,,
25/01/2014 11.00,"2,5","13,1","30,5","0,4",,,,
25/01/2014 12.00,"2,6","14,5","32,0","0,4","8,8",,,
25/01/2014 13.00,"2,4","12,5","25,7","0,4",,,,
25/01/2014 14.00,"2,5","11,9","23,7","0,4","8,1",,,
25/01/2014 15.00,"2,6","14,5","26,0","0,4",,,,
25/01/2014 16.00,"2,5","18,4","31,7","0,4","6,6",,,
25/01/2014 17.00,"2,5","29,9","48,4","0,4",,,,
25/01/2014 18.00,"2,8","60,0","103,0","0,6","5,1",,,
25/01/2014 19.00,"2,4","26,9","46,9","0,5",,,,
25/01/2014 20.00,"2,5","11,2","19,3","0,4","11,5",,,
25/01/2014 21.00,"2,7","8,4","15,5","0,4",,,,
25/01/2014 22.00,"2,7","6,9","12,5","0,4","7,8",,,
25/01/2014 23.00,"2,8","5,5","10,3","0,4",,,,
26/01/2014 0.00,"2,7","5,1","9,8","0,4","4,9",,,
26/01/2014 1.00,,"4,8","9,3","0,4",,,,
26/01/2014 2.00,"2,9",,,"0,3","10,7",,,
26/01/2014 3.00,"2,8","3,5","7,4",,,,,
26/01/2014 4.00,"2,8","2,9","6,8","0,3","7,6",,,
26/01/2014 5.00,"2,8","3,0","6,8","0,3",,,,
26/01/2014 6.00,"3,0","3,4","7,5","0,3","12,2",,,
26/01/2014 7.00,"2,8","3,7","7,9","0,3",,,,
26/01/2014 8.00,"2,7","4,1","8,8","0,3","9,8",,,
26/01/2014 9.00,"2,8","5,1","10,4","0,3",,,,
26/01/2014 10.00,"3,0","4,9","10,6","0,3","14,9",,,
26/01/2014 11.00,"3,0","6,0","12,9","0,3",,,,
26/01/2014 12.00,"3,1","6,0","12,9","0,2","8,5",,,
26/01/2014 13.00,"3,1","8,6","16,9","0,2",,,,
26/01/2014 14.00,"3,6","7,6","14,7","0,2","6,1",,,
26/01/2014 15.00,"3,3","5,3","11,0","0,2",,,,
26/01/2014 16.00,"3,2","5,8","11,8","0,2","5,4",,,
26/01/2014 17.00,"3,3","6,6","12,9","0,3",,,,
26/01/2014 18.00,"3,2","6,4","12,0","0,2","7,8",,,
26/01/2014 19.00,"3,0","5,9","11,4","0,3",,,,
26/01/2014 20.00,"3,1","5,0","10,2","0,3","5,6",,,
26/01/2014 21.00,"3,2","4,6","9,7","0,2",,,,
26/01/2014 22.00,"3,2","4,3","9,0","0,2","5,4",,,
26/01/2014 23.00,"3,6","4,2","8,9","0,3",,,,
27/01/2014 0.00,"4,0","3,7","8,1","0,3","7,3",,,
27/01/2014 1.00,"4,4","3,7","7,7","0,3",,,,
27/01/2014 2.00,"4,5","4,2","8,0","0,3","13,2",,,
27/01/2014 3.00,"3,6","2,9","6,5","0,3",,,,
27/01/2014 4.00,"3,7","3,0","6,3","0,3","17,6",,,
27/01/2014 5.00,"3,4","3,3","6,9","0,2",,,,
27/01/2014 6.00,"3,7","5,6","10,3","0,3","12,7",,,
27/01/2014 7.00,"3,6","9,6","15,5","0,3",,,,
27/01/2014 8.00,"3,6","17,8","28,1","0,3","7,3",,,
27/01/2014 9.00,"3,5","14,3","25,7","0,3",,,,
27/01/2014 10.00,"3,5","11,5","21,7","0,3","5,6",,,
27/01/2014 11.00,"3,8","12,9","24,0","0,3",,,,
27/01/2014 12.00,"3,7","12,2","22,8","0,3","3,9",,,
27/01/2014 13.00,"3,6","10,7","21,2","0,3",,,,
27/01/2014 14.00,"3,7","13,3","26,2","0,3","12,9",,,
27/01/2014 15.00,"3,4","13,6","25,3","0,3",,,,
27/01/2014 16.00,"3,6","22,0","33,9","0,3","8,1",,,
27/01/2014 17.00,"4,2","53,1","98,9","0,5",,,,
27/01/2014 18.00,"6,4","110,1","337,8","1,4","5,4",,,
27/01/2014 19.00,"5,3","95,8","261,1","1,2",,,,
27/01/2014 20.00,"3,6","60,6","94,0","0,8","15,9",,,
27/01/2014 21.00,"3,5","61,2","93,9","0,9",,,,
27/01/2014 22.00,"3,5","38,9","52,5","0,6","24,2",,,
27/01/2014 23.00,"3,4","27,0","33,4","0,6",,,,
28/01/2014 0.00,"3,4","18,0","24,9","0,5","32,2",,,
28/01/2014 1.00,,"13,0","18,1","0,4",,,,
28/01/2014 2.00,"3,1",,,"0,4","28,6",,,
28/01/2014 3.00,"3,2","5,5","9,9",,,,,
28/01/2014 4.00,"3,2","4,1","8,2","0,3","26,9",,,
28/01/2014 5.00,"3,4","4,9","9,1","0,3",,,,
28/01/2014 6.00,"3,0","11,9","17,9","0,3","15,1",,,
28/01/2014 7.00,"2,8","17,9","25,7","0,4",,,,
28/01/2014 8.00,"3,0","28,9","44,2","0,5","9,3",,,
28/01/2014 9.00,"3,0","44,6","72,2","0,7",,,,
28/01/2014 10.00,"3,0","46,9","69,5","0,6","6,8",,,
28/01/2014 11.00,"2,9","49,4","78,2","0,6",,,,
28/01/2014 12.00,"3,1","38,5","65,4","0,6","4,4",,,
28/01/2014 13.00,"3,0","34,6","62,6","0,6",,,,
28/01/2014 14.00,"2,9","33,6","53,1","0,5","3,7",,,
28/01/2014 15.00,"3,3","32,2","52,5","0,5",,,,
28/01/2014 16.00,"3,0","26,7","40,8","0,4","9,8",,,
28/01/2014 17.00,"2,8","31,6","48,2","0,4",,,,
28/01/2014 18.00,"3,0","33,9","61,5","0,5","6,3",,,
28/01/2014 19.00,"3,0","37,1","66,8","0,5",,,,
28/01/2014 20.00,"3,1","40,2","69,9","0,5","6,6",,,
28/01/2014 21.00,"3,0","33,9","61,0","0,5",,,,
28/01/2014 22.00,"3,0","22,8","36,4","0,4","9,0",,,
28/01/2014 23.00,"2,8","17,6","27,4","0,4",,,,
29/01/2014 0.00,"3,1","15,4","24,1","0,4","6,3",,,
29/01/2014 1.00,"2,9","19,5","29,5","0,4",,,,
29/01/2014 2.00,"3,0","11,5","16,8","0,3","9,3",,,
29/01/2014 3.00,"3,0","12,7","18,2","0,3",,,,
29/01/2014 4.00,"2,9","8,3","13,1","0,3","7,3",,,
29/01/2014 5.00,"2,8","13,9","19,4","0,3",,,,
29/01/2014 6.00,"3,0","32,2","56,9","0,5","11,7",,,
29/01/2014 7.00,"3,3","41,9","91,9","0,6",,,,
29/01/2014 8.00,"4,5","71,1","216,1","1,0","10,3",,,
29/01/2014 9.00,"4,5","59,5","158,8","1,0",,,,
29/01/2014 10.00,"3,9","35,6","79,5","0,6","21,7",,,
29/01/2014 11.00,"3,5","27,9","54,0","0,5",,,,
29/01/2014 12.00,"4,2","31,9","64,5","0,6","21,5",,,
29/01/2014 13.00,"3,9","30,1","57,8","0,4",,,,
29/01/2014 14.00,"3,5","33,4","64,2","0,5","20,5",,,
29/01/2014 15.00,"3,8","40,1","75,1","0,5",,,,
29/01/2014 16.00,"3,9","36,9","55,7","0,4","12,5",,,
29/01/2014 17.00,"3,5","41,8","64,6","0,5",,,,
29/01/2014 18.00,"3,8","66,5","109,9","0,7","12,0",,,
29/01/2014 19.00,"4,2","83,1","142,7","0,9",,,,
29/01/2014 20.00,"4,3","63,3","96,7","0,8","12,7",,,
29/01/2014 21.00,"3,9","63,5","93,4","0,9",,,,
29/01/2014 22.00,"3,8","38,5","51,0","0,6","23,2",,,
29/01/2014 23.00,"3,5","25,2","31,8","0,4",,,,
30/01/2014 0.00,"3,4","20,9","27,4","0,4","32,2",,,
30/01/2014 1.00,,"13,6","20,0","0,4",,,,
30/01/2014 2.00,"3,3",,,"0,3","28,1",,,
30/01/2014 3.00,"3,1","6,9","11,3",,,,,
30/01/2014 4.00,"3,2","4,9","9,3","0,2","17,3",,,
30/01/2014 5.00,"3,2","4,0","8,5","0,2",,,,
30/01/2014 6.00,"3,0","8,0","13,4","0,2","19,3",,,
30/01/2014 7.00,"3,2","13,3","20,4","0,3",,,,
30/01/2014 8.00,"3,2","26,6","40,9","0,4","18,1",,,
30/01/2014 9.00,"3,1","28,9","42,6","0,4",,,,
30/01/2014 10.00,"3,1","21,9","33,9","0,4","13,2",,,
30/01/2014 11.00,"3,0","15,8","26,4","0,3",,,,
30/01/2014 12.00,"2,9","14,4","23,7","0,3","11,7",,,
30/01/2014 13.00,"2,8","19,5","31,5","0,3",,,,
30/01/2014 14.00,"2,9","20,7","32,6","0,4","17,6",,,
30/01/2014 15.00,"3,0","16,1","25,0","0,3",,,,
30/01/2014 16.00,"2,8","13,8","22,8","0,3","19,0",,,
30/01/2014 17.00,"3,0","17,5","27,6","0,3",,,,
30/01/2014 18.00,"2,8","20,9","32,7","0,4","12,7",,,
30/01/2014 19.00,"2,8","24,5","34,9","0,3",,,,
30/01/2014 20.00,"2,7","23,1","33,1","0,4","14,7",,,
30/01/2014 21.00,"2,8","18,2","26,0","0,3",,,,
30/01/2014 22.00,"2,7","14,1","21,3","0,3","17,6",,,
30/01/2014 23.00,"2,6","10,4","15,6","0,3",,,,
31/01/2014 0.00,"2,5","6,7","12,3","0,3","22,0",,,
31/01/2014 1.00,"2,5","3,9","8,4","0,3",,,,
31/01/2014 2.00,"2,6","4,2","8,7","0,2","18,1",,,
31/01/2014 3.00,"2,6","4,3","8,6","0,2",,,,
31/01/2014 4.00,"2,7","3,8","7,8","0,2","10,3",,,
31/01/2014 5.00,"2,7","3,8","8,2","0,2",,,,
31/01/2014 6.00,"2,6","6,6","12,5","0,3","12,0",,,
31/01/2014 7.00,"2,7","10,3","17,3","0,3",,,,
31/01/2014 8.00,"2,8","19,7","32,0","0,4","8,1",,,
31/01/2014 9.00,"2,9","25,4","40,2","0,4",,,,
31/01/2014 10.00,"2,7","17,1","28,7","0,4","21,5",,,
31/01/2014 11.00,"2,7","15,5","27,7","0,3",,,,
31/01/2014 12.00,"2,6","12,9","22,6","0,3","18,8",,,
31/01/2014 13.00,"2,8","15,2","27,1","0,3",,,,
31/01/2014 14.00,"2,7","15,5","27,0","0,3","12,2",,,
31/01/2014 15.00,"2,6","11,7","20,2","0,3",,,,
31/01/2014 16.00,"2,6","14,1","23,8","0,3","17,8",,,
31/01/2014 17.00,"2,7","19,1","30,2","0,4",,,,
31/01/2014 18.00,"2,6","26,2","40,1","0,4","12,9",,,
31/01/2014 19.00,"3,2","31,5","47,3","0,4",,,,
31/01/2014 20.00,"2,9","36,3","56,1","0,5","16,6",,,
31/01/2014 21.00,"2,7","21,9","31,5","0,4",,,,
31/01/2014 22.00,"2,5","14,7","21,7","0,4","12,9",,,
31/01/2014 23.00,"2,7","10,5","16,4","0,3",,,,
01/02/2014 0.00,"2,7","8,5","14,0","0,3","23,9",,,
01/02/2014 1.00,,"6,7","12,1","0,3",,,,
01/02/2014 2.00,"2,7",,,"0,3","20,3",,,
01/02/2014 3.00,"2,7","3,2","7,8",,,,,
01/02/2014 4.00,"2,7","2,8","7,2","0,3","15,6",,,
01/02/2014 5.00,"2,6","3,1","7,5","0,3",,,,
01/02/2014 6.00,"2,8","5,9","11,3","0,3","21,7",,,
01/02/2014 7.00,"2,6","12,4","20,2","0,3",,,,
01/02/2014 8.00,"2,7","20,3","32,9","0,4","20,0",,,
01/02/2014 9.00,"3,0","29,9","51,3","0,5",,,,
01/02/2014 10.00,"2,8","24,0","41,8","0,5","13,7",,,
01/02/2014 11.00,"2,6","22,0","40,5","0,5",,,,
01/02/2014 12.00,"2,6","19,1","34,5","0,5","37,1",,,
01/02/2014 13.00,"2,4","20,0","36,7","0,4",,,,
01/02/2014 14.00,"2,8","19,2","32,6","0,4","21,5",,,
01/02/2014 15.00,"2,3","12,3","20,8","0,3",,,,
01/02/2014 16.00,"2,5","12,7","22,3","0,4","20,3",,,
01/02/2014 17.00,"2,5","16,0","25,8","0,4",,,,
01/02/2014 18.00,"2,4","16,8","27,4","0,4","12,2",,,
01/02/2014 19.00,"2,3","15,8","25,1","0,4",,,,
01/02/2014 20.00,"2,5","18,4","31,5","0,4","11,7",,,
01/02/2014 21.00,"2,3","18,1","29,5","0,4",,,,
01/02/2014 22.00,"2,4","15,8","25,3","0,4","12,9",,,
01/02/2014 23.00,"2,4","12,0","18,0","0,3",,,,
02/02/2014 0.00,"2,4","10,8","16,9","0,4","15,9",,,
02/02/2014 1.00,"2,4","11,9","19,0","0,4",,,,
02/02/2014 2.00,"2,2","13,0","20,9","0,4","12,9",,,
02/02/2014 3.00,"2,3","11,2","18,7","0,3",,,,
02/02/2014 4.00,"2,3","11,9","19,1","0,3","14,7",,,
02/02/2014 5.00,"2,5","6,0","10,8","0,3",,,,
02/02/2014 6.00,"2,4","6,3","11,2","0,3","12,7",,,
02/02/2014 7.00,"2,2","7,1","12,2","0,3",,,,
02/02/2014 8.00,"2,3","9,0","15,2","0,3","15,6",,,
02/02/2014 9.00,"2,1","9,9","16,3","0,3",,,,
02/02/2014 10.00,"2,4","11,1","20,4","0,4","10,0",,,
02/02/2014 11.00,"2,4","12,1","22,9","0,4",,,,
02/02/2014 12.00,"2,5","15,6","27,8","0,3","9,3",,,
02/02/2014 13.00,"2,3","11,9","23,4","0,3",,,,
02/02/2014 14.00,"2,4","9,7","19,4","0,3","6,1",,,
02/02/2014 15.00,"2,4","7,2","13,9","0,3",,,,
02/02/2014 16.00,"2,3","9,0","17,6","0,3","4,6",,,
02/02/2014 17.00,"2,2","12,3","20,3","0,3",,,,
02/02/2014 18.00,"2,4","17,0","29,5","0,4","7,6",,,
02/02/2014 19.00,"2,5","20,0","32,0","0,4",,,,
02/02/2014 20.00,"2,5","24,4","39,0","0,4","5,9",,,
02/02/2014 21.00,"2,5","22,7","34,1","0,4",,,,
02/02/2014 22.00,"2,6","15,9","24,0","0,4","6,3",,,
02/02/2014 23.00,"2,7","16,5","23,7","0,4",,,,
03/02/2014 0.00,"2,5","13,2","21,7","0,3","4,4",,,
03/02/2014 1.00,,"8,6","14,1","0,3",,,,
03/02/2014 2.00,"2,6",,,"0,3","14,4",,,
03/02/2014 3.00,"2,3","5,2","9,9",,,,,
03/02/2014 4.00,"2,3","4,4","8,7","0,3","8,3",,,
03/02/2014 5.00,"2,1","5,0","9,6","0,3",,,,
03/02/2014 6.00,"2,3","13,0","22,9","0,3","9,8",,,
03/02/2014 7.00,"2,7","18,3","26,5","0,3",,,,
03/02/2014 8.00,"2,5","36,6","57,0","0,5","6,6",,,
03/02/2014 9.00,"3,1","55,4","99,3","0,8",,,,
03/02/2014 10.00,"3,4","54,7","104,2","0,8","4,9",,,
03/02/2014 11.00,"2,9","39,4","75,0","0,6",,,,
03/02/2014 12.00,"3,0","31,2","54,4","0,6","13,4",,,
03/02/2014 13.00,"3,0","35,0","64,2","0,6",,,,
03/02/2014 14.00,"3,0","32,4","58,7","0,6","11,7",,,
03/02/2014 15.00,"2,8","20,8","37,4","0,4",,,,
03/02/2014 16.00,"2,6","27,4","43,4","0,4","9,5",,,
03/02/2014 17.00,"2,8","38,9","64,3","0,6",,,,
03/02/2014 18.00,"2,7","42,2","65,6","0,6","18,3",,,
03/02/2014 19.00,"2,6","34,5","51,5","0,5",,,,
03/02/2014 20.00,"2,9","41,0","61,2","0,5","10,3",,,
03/02/2014 21.00,"2,9","45,2","68,2","0,6",,,,
03/02/2014 22.00,"2,8","22,8","31,4","0,4","15,6",,,
03/02/2014 23.00,"2,5","15,1","22,9","0,4",,,,
04/02/2014 0.00,"2,6","6,5","11,7","0,3","14,2",,,
04/02/2014 1.00,"2,4","5,6","10,7","0,3",,,,
04/02/2014 2.00,"2,5","3,6","8,2","0,3","9,8",,,
04/02/2014 3.00,"2,5","4,3","8,8","0,3",,,,
04/02/2014 4.00,"2,6","3,0","7,5","0,2","9,5",,,
04/02/2014 5.00,"2,5","5,5","10,1","0,3",,,,
04/02/2014 6.00,"2,4","5,7","11,0","0,2","11,5",,,
04/02/2014 7.00,"2,6","11,2","18,3","0,3",,,,
04/02/2014 8.00,"2,7","20,9","33,9","0,4","9,8",,,
