,Bari,,
,Ex Ciapi,,
Parm,SO2,NO2,PM10



20/01/2010 7.00,"3,9823808","20,14295824","25,89999962"
20/01/2010 8.00,"4,09796896","31,66027264","25,89999962"
20/01/2010 9.00,"4,07629669","38,67008528","25,89999962"
20/01/2010 10.00,"4,2532913","33,37996368","25,89999962"
20/01/2010 11.00,"4,30927918","36,36507368","25,89999962"
20/01/2010 12.00,"4,15576405","34,1171544","25,89999962"
20/01/2010 13.00,"4,2857997","27,81598632","25,89999962"
20/01/2010 14.00,"4,35623712","30,8841536","25,89999962"
20/01/2010 15.00,"4,27315738","25,4499628","25,89999962"
20/01/2010 16.00,"4,09616276","32,13789024","25,89999962"
20/01/2010 17.00,"4,05101102","60,12002936","25,89999962"
20/01/2010 18.00,"4,57296491","86,18907864","25,89999962"
20/01/2010 19.00,"4,32914628","75,61141664","25,89999962"
20/01/2010 20.00,"4,12325361","69,87224272","25,89999962"
20/01/2010 21.00,"4,11964224","63,32576504","25,89999962"
20/01/2010 22.00,"4,00766546","53,0219588","25,89999962"
20/01/2010 23.00,"3,96793229","43,44106064","25,89999962"
21/01/2010 0.00,"3,9823808","49,97065536","25,89999962"
21/01/2010 1.00,"3,97876842","42,84923928",43
21/01/2010 2.00,"4,13228457","43,19967064",43
21/01/2010 3.00,"4,06365436","32,01848584",43
21/01/2010 4.00,"4,05281721","25,87436944",43
21/01/2010 5.00,"4,30747299","38,231396",43
21/01/2010 6.00,"4,51155845","40,02506232",43
21/01/2010 7.00,"5,24843495","59,09209992",43
21/01/2010 8.00,"5,87875325","76,23180328",43
21/01/2010 9.00,"5,50309073","79,13125568",43
21/01/2010 10.00,"6,04671791","85,10145656",43
21/01/2010 11.00,"5,91306784","91,2144456",43
21/01/2010 12.00,"5,10936732","86,98598112",43
21/01/2010 13.00,"4,81136598","83,17282216",43
21/01/2010 14.00,"4,52961935","75,6555456",43
21/01/2010 15.00,"4,0022479","44,14452368",43
21/01/2010 16.00,"4,07629669","57,85134576",43
21/01/2010 17.00,"3,96070752","41,92255024",43
21/01/2010 18.00,"3,91375059","43,61887664",43
21/01/2010 19.00,"3,9643199","52,07710576",43
21/01/2010 20.00,"3,83789561","31,45262944",43
21/01/2010 21.00,"3,85415033","16,44792455",43
21/01/2010 22.00,"3,8740164","12,80480166",43
21/01/2010 23.00,"3,96973848","8,03772296",43
22/01/2010 0.00,"3,91013821","8,39982899",43
22/01/2010 1.00,,"13,27333535","21,10000038"
22/01/2010 2.00,"3,84692556",,"21,10000038"
22/01/2010 3.00,"3,78190671","9,01112598","21,10000038"
22/01/2010 4.00,"3,83970181","6,99163717","21,10000038"
22/01/2010 5.00,"3,80899858","12,60622708","21,10000038"
22/01/2010 6.00,"3,8740164","11,49914275","21,10000038"
22/01/2010 7.00,"3,88846492","17,05793286","21,10000038"
22/01/2010 8.00,"4,03475732","32,58046088","21,10000038"
22/01/2010 9.00,"3,95528996","28,66089912","21,10000038"
22/01/2010 10.00,"4,04559346","22,29613792","21,10000038"
22/01/2010 11.00,"4,07449049","31,2696128","21,10000038"
22/01/2010 12.00,"4,09616276","20,68158776","21,10000038"
22/01/2010 13.00,"4,24787272","22,57777552","21,10000038"
22/01/2010 14.00,"4,47363147","25,21763568","21,10000038"
22/01/2010 15.00,"4,39055274","18,77631226","21,10000038"
22/01/2010 16.00,"4,52420078","19,38240288","21,10000038"
22/01/2010 17.00,"4,42306114","24,3844052","21,10000038"
22/01/2010 18.00,"4,09616276","30,60121584","21,10000038"
22/01/2010 19.00,"4,09977515","28,67778208","21,10000038"
22/01/2010 20.00,"4,15395684","24,5466384","21,10000038"
22/01/2010 21.00,"4,29844305","24,54143776","21,10000038"
22/01/2010 22.00,"4,3959703","20,41161336","21,10000038"
22/01/2010 23.00,"4,23884278","7,68729734","21,10000038"
23/01/2010 0.00,"4,36165468","8,84759454","21,10000038"
23/01/2010 1.00,"4,14131451","12,36482752","26,89999962"
23/01/2010 2.00,"4,55851639","5,68987109","26,89999962"
23/01/2010 3.00,"4,8637425","4,38940326","26,89999962"
23/01/2010 4.00,"4,97752446","4,69051075","26,89999962"
23/01/2010 5.00,"5,29719908","6,0714451","26,89999962"
23/01/2010 6.00,"5,01725865","15,35771936","26,89999962"
23/01/2010 7.00,"4,81497836","20,16502272","26,89999962"
23/01/2010 8.00,"4,94140367","22,14816824","26,89999962"
23/01/2010 9.00,"4,83845683","31,95749304","26,89999962"
23/01/2010 10.00,"4,78969371","26,90618024","26,89999962"
23/01/2010 11.00,"4,79872365","31,6953196","26,89999962"
23/01/2010 12.00,"4,82220313","29,93151872","26,89999962"
23/01/2010 13.00,"5,10575595","27,86011528","26,89999962"
23/01/2010 14.00,"4,95946355","27,8068852","26,89999962"
23/01/2010 15.00,"4,93237271","14,32331398","26,89999962"
23/01/2010 16.00,"5,05518563","12,42971315","26,89999962"
23/01/2010 17.00,"4,99016678","14,56471162","26,89999962"
23/01/2010 18.00,"4,79691746","18,01705515","26,89999962"
23/01/2010 19.00,"4,68855306","17,98721074","26,89999962"
23/01/2010 20.00,"4,48627379","22,27147312","26,89999962"
23/01/2010 21.00,"4,28941209","24,32211224","26,89999962"
23/01/2010 22.00,"4,18646626","20,14815888","26,89999962"
23/01/2010 23.00,"4,16840638","15,78082775","26,89999962"
24/01/2010 0.00,"4,06184817","14,41286632","26,89999962"
24/01/2010 1.00,,"11,59777901","29,7999897"
24/01/2010 2.00,"3,91916815",,"29,7999897"
24/01/2010 3.00,"4,12325361","9,73014697","29,7999897"
24/01/2010 4.00,"4,08352044","7,86121286","29,7999897"
24/01/2010 5.00,"3,99682932","8,08444459","29,7999897"
24/01/2010 6.00,"4,19188484","10,94235688","29,7999897"
24/01/2010 7.00,"4,0022479","14,71916107","29,7999897"
24/01/2010 8.00,"4,00766546","13,94043598","29,7999897"
24/01/2010 9.00,"4,02211398","13,01245825","29,7999897"
24/01/2010 10.00,"4,26051505","18,0663771","29,7999897"
24/01/2010 11.00,"4,41583739","19,15009488","29,7999897"
24/01/2010 12.00,"4,49530475","20,3493204","29,7999897"
24/01/2010 13.00,"4,49349856","24,76858336","29,7999897"
24/01/2010 14.00,"4,41764358","24,36234072","29,7999897"
24/01/2010 15.00,"4,38694035","14,79573476","29,7999897"
24/01/2010 16.00,"4,24606653","14,65686811","29,7999897"
24/01/2010 17.00,"4,11061128","17,72373906","29,7999897"
24/01/2010 18.00,"3,93000429","32,9931852","29,7999897"
24/01/2010 19.00,"3,93722906","36,60258232","29,7999897"
24/01/2010 20.00,"3,94987138","31,20862","29,7999897"
24/01/2010 21.00,"4,01308403","27,46165448","29,7999897"
24/01/2010 22.00,"3,92819911","26,9438084","29,7999897"
24/01/2010 23.00,"4,16479399","18,72049907","29,7999897"
25/01/2010 0.00,"4,12144844","13,31356574","29,7999897"
25/01/2010 1.00,"4,06545953","12,45697445","43,20000076"
25/01/2010 2.00,"3,98779938","11,8521687","43,20000076"
25/01/2010 3.00,"4,24606653","7,09676466","43,20000076"
25/01/2010 4.00,"4,04198107","6,29338242","43,20000076"
25/01/2010 5.00,"4,17743632","22,54402872","43,20000076"
25/01/2010 6.00,"4,11783605","26,35716856","43,20000076"
25/01/2010 7.00,"4,01669642","34,44552128","43,20000076"
25/01/2010 8.00,"3,95709615","48,38337032","43,20000076"
25/01/2010 9.00,"4,54948645","65,88256792","43,20000076"
25/01/2010 10.00,"4,42847972","60,00710664","43,20000076"
25/01/2010 11.00,"4,50072231","57,63200112","43,20000076"
25/01/2010 12.00,"4,49169237","53,55796888","43,20000076"
25/01/2010 13.00,"4,50252851","60,33417336","43,20000076"
25/01/2010 14.00,"4,48807999","56,32375336","43,20000076"
25/01/2010 15.00,"4,25690368","43,0906484","43,20000076"
25/01/2010 16.00,"4,25870886","43,14774072","43,20000076"
25/01/2010 17.00,"4,2352304",,"43,20000076"
25/01/2010 18.00,"4,53503793","69,6580796","43,20000076"
25/01/2010 19.00,"4,39958268","65,95136168","43,20000076"
25/01/2010 20.00,"4,80414223","69,49324608","43,20000076"
25/01/2010 21.00,"4,71745112","64,0188268","43,20000076"
25/01/2010 22.00,"4,44112205","49,63710696","43,20000076"
25/01/2010 23.00,"4,27496459","45,208762","43,20000076"
26/01/2010 0.00,"4,38694035","42,69866928","43,20000076"
26/01/2010 1.00,,"38,40013","26,5"
26/01/2010 2.00,"4,28399453",,"26,5"
26/01/2010 3.00,"4,29302447","32,92441056","26,5"
26/01/2010 4.00,"4,29121828","20,52583624","26,5"
26/01/2010 5.00,"4,28399453","28,59600584","26,5"
26/01/2010 6.00,"4,01850159","39,04776264","26,5"
26/01/2010 7.00,"4,29121828","46,51442856","26,5"
26/01/2010 8.00,"4,11783605","63,5996208","26,5"
26/01/2010 9.00,"4,24426136","73,6503356","26,5"
26/01/2010 10.00,"4,47182528","80,82498176","26,5"
26/01/2010 11.00,"4,38513416","70,67692704","26,5"
26/01/2010 12.00,"4,27496459","37,57858184","26,5"
26/01/2010 13.00,"4,02933875","29,87830776","26,5"
26/01/2010 14.00,"4,61992285","24,4765636","26,5"
26/01/2010 15.00,"4,72828725","27,50580256","26,5"
26/01/2010 16.00,"4,56935252","25,39285136","26,5"
26/01/2010 17.00,"4,29844305","32,197602","26,5"
26/01/2010 18.00,"4,2713522","46,61955032","26,5"
26/01/2010 19.00,"4,31108537","50,81686832","26,5"
26/01/2010 20.00,"4,32734009","41,45661496","26,5"
26/01/2010 21.00,"4,42486733","32,83355232","26,5"
26/01/2010 22.00,"4,37971559","29,43573712","26,5"
26/01/2010 23.00,"4,28038214","18,83990538","26,5"
27/01/2010 0.00,"4,33456384","20,70233296","26,5"
27/01/2010 1.00,"4,16479399","12,0494393","6,9000001"
27/01/2010 2.00,"4,08893901","8,96829718","6,9000001"
27/01/2010 3.00,"4,17201774","9,90536074","6,9000001"
27/01/2010 4.00,"4,14853928","11,29277677","6,9000001"
27/01/2010 5.00,"4,05281721","8,40372182","6,9000001"
27/01/2010 6.00,"4,27857595","15,45635562","6,9000001"
27/01/2010 7.00,"4,10699992","31,21380152","6,9000001"
27/01/2010 8.00,"4,17382394","36,8543736","6,9000001"
27/01/2010 9.00,"4,20813955","30,68557328","6,9000001"
27/01/2010 10.00,"4,29844305","28,4960656","6,9000001"
27/01/2010 11.00,"4,28038214","36,57661736","6,9000001"
27/01/2010 12.00,"4,2334242","30,35980672","6,9000001"
27/01/2010 13.00,"4,29121828","25,04502032","6,9000001"
27/01/2010 14.00,"4,16659917","39,2943724","6,9000001"
27/01/2010 15.00,"3,97696223","43,2957104","6,9000001"
27/01/2010 16.00,"4,13589594","52,97392936","6,9000001"
27/01/2010 17.00,"4,08171425","42,44559696","6,9000001"
27/01/2010 18.00,"3,96612609","24,48954608","6,9000001"
27/01/2010 19.00,"3,90833202","28,02492968","6,9000001"
27/01/2010 20.00,"3,99141075","19,46287896","6,9000001"
27/01/2010 21.00,"3,65909481","20,82173736","6,9000001"
27/01/2010 22.00,"3,76745921","24,6660428","6,9000001"
27/01/2010 23.00,"3,85776169","18,94763702","6,9000001"
28/01/2010 0.00,"3,81080375","14,46997202","6,9000001"
28/01/2010 1.00,,"8,47250985","28,60000038"
28/01/2010 2.00,"4,15756922",,"28,60000038"
28/01/2010 3.00,"4,07629669","9,29925482","28,60000038"
28/01/2010 4.00,"3,96070752","7,07599843","28,60000038"
28/01/2010 5.00,"3,98599319","8,39204142","28,60000038"
28/01/2010 6.00,"4,09616276","15,47322902","28,60000038"
28/01/2010 7.00,"4,10880509","21,72638104","28,60000038"
28/01/2010 8.00,"4,05642959","22,99828168","28,60000038"
28/01/2010 9.00,"4,17382394","36,7440512","28,60000038"
28/01/2010 10.00,"4,28399453","28,7102096","28,60000038"
28/01/2010 11.00,"4,35443093","31,84227592","28,60000038"
28/01/2010 12.00,"4,56935252","27,7458924","28,60000038"
28/01/2010 13.00,"4,54226168","35,2255408","28,60000038"
28/01/2010 14.00,"4,10338753","33,82253432","28,60000038"
28/01/2010 15.00,"4,03295113","35,48899528","28,60000038"
28/01/2010 16.00,"4,08893901","38,98288848","28,60000038"
28/01/2010 17.00,"4,12144844","45,21136232","28,60000038"
28/01/2010 18.00,"4,12686599","69,31024856","28,60000038"
28/01/2010 19.00,"4,11964224","76,81064216","28,60000038"
28/01/2010 20.00,"3,94264763","58,66251176","28,60000038"
28/01/2010 21.00,"4,17924251","67,97085432","28,60000038"
28/01/2010 22.00,"4,25148511","69,98256512","28,60000038"
28/01/2010 23.00,"4,32011532","61,23749776","28,60000038"
29/01/2010 0.00,"4,12867219","52,07970608","28,60000038"
29/01/2010 1.00,"4,20813955","42,94267872","23,39999962"
29/01/2010 2.00,"4,12867219","26,5855952","23,39999962"
29/01/2010 3.00,"4,10880509","14,83207806","23,39999962"
29/01/2010 4.00,"3,95709615","12,0870751","23,39999962"
29/01/2010 5.00,"3,8938835","13,7756101","23,39999962"
29/01/2010 6.00,"4,03114494","23,23188984","23,39999962"
29/01/2010 7.00,"4,12325361","58,01876048","23,39999962"
29/01/2010 8.00,"4,2153633","55,91100992","23,39999962"
29/01/2010 9.00,"4,07810186","45,13998736","23,39999962"
29/01/2010 10.00,"4,18646626","55,73969472","23,39999962"
29/01/2010 11.00,"3,96793229","47,31003088","23,39999962"
29/01/2010 12.00,"3,93181048","37,67982224","23,39999962"
29/01/2010 13.00,"3,99502313","45,8122848","23,39999962"
29/01/2010 14.00,"3,94445382","49,27889376","23,39999962"
29/01/2010 15.00,"3,95167757","28,82183216","23,39999962"
29/01/2010 16.00,"3,89749588","26,22998232","23,39999962"
29/01/2010 17.00,"3,94445382","53,68127376","23,39999962"
29/01/2010 18.00,"4,04559346","72,575696","23,39999962"
29/01/2010 19.00,"4,24064897","79,64392024","23,39999962"
29/01/2010 20.00,"4,32553389","77,97744016","23,39999962"
29/01/2010 21.00,"4,13950832","66,65740592","23,39999962"
29/01/2010 22.00,"4,17924251","56,57552552","23,39999962"
29/01/2010 23.00,"3,93542286","31,73944856","23,39999962"
30/01/2010 0.00,"3,97335086","16,25065395","23,39999962"
30/01/2010 1.00,,"9,36544635","8,69999981"
30/01/2010 2.00,"3,93000429",,"8,69999981"
30/01/2010 3.00,"3,86679265","9,95727536","8,69999981"
30/01/2010 4.00,"3,91013821","13,54069222","8,69999981"
30/01/2010 5.00,"3,87221021","25,56158536","8,69999981"
30/01/2010 6.00,"4,06365436","43,66948728","8,69999981"
30/01/2010 7.00,"4,3435948","36,04448864","8,69999981"
30/01/2010 8.00,"4,33817622","53,30877792","8,69999981"
30/01/2010 9.00,"4,01850159","30,87117112","8,69999981"
30/01/2010 10.00,"4,14673309","38,47410528","8,69999981"
30/01/2010 11.00,"4,12144844","34,88809192","8,69999981"
30/01/2010 12.00,"4,14673309","38,66490376","8,69999981"
30/01/2010 13.00,"4,11422367","34,50001328","8,69999981"
30/01/2010 14.00,"4,24426136","27,56419504","8,69999981"
30/01/2010 15.00,"4,08171425","27,52786704","8,69999981"
30/01/2010 16.00,"4,1828549","28,32605056","8,69999981"
30/01/2010 17.00,"3,98599319","19,81589152","8,69999981"
30/01/2010 18.00,"4,02030779","23,4966636","8,69999981"
30/01/2010 19.00,"4,12867219","15,4096359","8,69999981"
30/01/2010 20.00,"4,09255038","17,1293059","8,69999981"
30/01/2010 21.00,"3,93903525","19,08649985","8,69999981"
30/01/2010 22.00,"4,02933875","15,56797053","8,69999981"
30/01/2010 23.00,"4,10699992","22,48431696","8,69999981"
31/01/2010 0.00,"3,93903525","15,6718036","8,69999981"
31/01/2010 1.00,"3,97154467","11,1487133","7,5"
31/01/2010 2.00,"3,99682932","14,40118974","7,5"
31/01/2010 3.00,"3,97515705","11,07993102","7,5"
31/01/2010 4.00,"3,984187","9,15259486","7,5"
31/01/2010 5.00,"4,02030779","15,15524812","7,5"
31/01/2010 6.00,"4,08893901","10,10263707","7,5"
31/01/2010 7.00,"4,14312071","9,30314766","7,5"
31/01/2010 8.00,"4,09074521","10,716521","7,5"
31/01/2010 9.00,"4,14312071","16,06116137","7,5"
31/01/2010 10.00,"4,37971559","13,87944509","7,5"
31/01/2010 11.00,"4,24967891","9,99102025","7,5"
31/01/2010 12.00,"4,29663686","8,16231844","7,5"
31/01/2010 13.00,"4,3417886","9,45889153","7,5"
31/01/2010 14.00,"4,20091478","7,70936182","7,5"
31/01/2010 15.00,"4,08893901","3,61327657","7,5"
31/01/2010 16.00,"4,16118161","3,57563694","7,5"
31/01/2010 17.00,"4,11422367","4,08180834","7,5"
31/01/2010 18.00,"4,16118161","11,50952874","7,5"
31/01/2010 19.00,"4,15395684","21,73674408","7,5"
31/01/2010 20.00,"4,21355813","16,27920776","7,5"
31/01/2010 21.00,"4,13047838","14,53486722","7,5"
31/01/2010 22.00,"4,19549722","18,75035304","7,5"
31/01/2010 23.00,"4,29663686","16,90997274","7,5"
01/02/2010 0.00,"4,21355813","17,52775714","7,5"
01/02/2010 1.00,,"17,75229286","17,7999897"
01/02/2010 2.00,"4,15756922",,"17,7999897"
01/02/2010 3.00,"4,1973024","12,72693546","17,7999897"
01/02/2010 4.00,"4,13409076","7,84953054","17,7999897"
01/02/2010 5.00,"4,19910859","8,17918993","17,7999897"
01/02/2010 6.00,"4,17021155","10,48161268","17,7999897"
01/02/2010 7.00,"4,16840638","19,86782144","17,7999897"
01/02/2010 8.00,"4,20091478","26,61026","17,7999897"
01/02/2010 9.00,"4,2532913","28,0794408","17,7999897"
01/02/2010 10.00,"4,43931585","31,12426256","17,7999897"
01/02/2010 11.00,"4,38332797","25,34354088","17,7999897"
01/02/2010 12.00,"4,25690368","26,49215576","17,7999897"
01/02/2010 13.00,"4,11964224","27,74979288","17,7999897"
01/02/2010 14.00,"4,09977515","26,8918976","17,7999897"
01/02/2010 15.00,"4,10158134","24,1884252","17,7999897"
01/02/2010 16.00,"4,27676976","28,51294856","17,7999897"
01/02/2010 17.00,"4,26773982","30,9179004","17,7999897"
01/02/2010 18.00,"4,35804332","38,1094104","17,7999897"
01/02/2010 19.00,"4,28941209","34,3131344","17,7999897"
01/02/2010 20.00,"4,1973024","32,50778576","17,7999897"
01/02/2010 21.00,"4,18827245","28,7439564","17,7999897"
01/02/2010 22.00,"4,17382394","22,47523496","17,7999897"
01/02/2010 23.00,"4,11241748","19,25521664","17,7999897"
02/02/2010 0.00,"4,11422367","12,71654948","17,7999897"
02/02/2010 1.00,"4,12867219","7,44848854","22,2999897"
02/02/2010 2.00,"4,22439426","7,10455224","22,2999897"
02/02/2010 3.00,"4,20091478","7,92350964","22,2999897"
02/02/2010 4.00,"4,08893901","6,68923334","22,2999897"
02/02/2010 5.00,"4,1449269","9,8845945","22,2999897"
02/02/2010 6.00,"4,17563013","15,0929456","22,2999897"
02/02/2010 7.00,"4,21175092","16,3116544","22,2999897"
02/02/2010 8.00,"4,20633336","24,95416208","22,2999897"
02/02/2010 9.00,"4,43028591","36,34430936","22,2999897"
02/02/2010 10.00,"4,45737676","33,20994864","22,2999897"
02/02/2010 11.00,"4,43389829","29,818596","22,2999897"
02/02/2010 12.00,"4,47905004","23,019046","22,2999897"
02/02/2010 13.00,"4,65423846","23,61996848","22,2999897"
02/02/2010 14.00,"4,44473443","21,89509592","22,2999897"
02/02/2010 15.00,"4,44292824","23,96908056","22,2999897"
02/02/2010 16.00,"4,55129264","33,50975024","22,2999897"
02/02/2010 17.00,"4,50794708","29,41495368","22,2999897"
02/02/2010 18.00,"4,46460152","43,73438056","22,2999897"
02/02/2010 19.00,"4,39958268","31,22550296","22,2999897"
02/02/2010 20.00,"4,45557056","26,8853968","22,2999897"
02/02/2010 21.00,"4,4519592","27,65245296","22,2999897"
02/02/2010 22.00,"4,4844676","22,89315992","22,2999897"
02/02/2010 23.00,"4,5043347","19,6731416","22,2999897"
03/02/2010 0.00,"4,42125597","19,7341344","22,2999897"
03/02/2010 1.00,,"15,71852332","39,90000153"
03/02/2010 2.00,"4,34901236",,"39,90000153"
03/02/2010 3.00,"4,46279533","10,80737542","39,90000153"
03/02/2010 4.00,"4,42667353","18,2454837","39,90000153"
03/02/2010 5.00,"4,39958268","38,08344544","39,90000153"
03/02/2010 6.00,"4,54226168","41,16849568","39,90000153"
03/02/2010 7.00,"5,12562203","67,79433848","39,90000153"
03/02/2010 8.00,"5,03893092","74,83139712","39,90000153"
03/02/2010 9.00,"4,93598509","68,14995136","39,90000153"
03/02/2010 10.00,"4,92334277","49,44502744","39,90000153"
03/02/2010 11.00,"4,97391207","39,4994344","39,90000153"
03/02/2010 12.00,"4,86916006","51,32953288","39,90000153"
03/02/2010 13.00,"4,96126975","46,38982352","39,90000153"
03/02/2010 14.00,"4,53684412","32,8465348","39,90000153"
03/02/2010 15.00,"4,50614089","24,70499024","39,90000153"
03/02/2010 16.00,"4,6650746","38,1094104","39,90000153"
03/02/2010 17.00,"4,71564492","73,8553976","39,90000153"
03/02/2010 18.00,"5,1328468","100,717468","39,90000153"
03/02/2010 19.00,"5,45071422","104,8290328","39,90000153"
03/02/2010 20.00,"5,53740533","102,00361304","39,90000153"
03/02/2010 21.00,"4,78788752","60,66902192","39,90000153"
03/02/2010 22.00,"4,66868698","36,96987752","39,90000153"
03/02/2010 23.00,"4,47363147","40,48451592","39,90000153"
04/02/2010 0.00,"4,85110017","55,63457296","39,90000153"
04/02/2010 1.00,"4,6452075","46,39502416","45,40000153"
04/02/2010 2.00,"4,56935252","43,38654952","45,40000153"
04/02/2010 3.00,"4,86916006","49,94600968","45,40000153"
04/02/2010 4.00,"4,91070044","52,70397408","45,40000153"
04/02/2010 5.00,"4,89263954","47,997892","45,40000153"
04/02/2010 6.00,"5,36763549","58,70794088","45,40000153"
04/02/2010 7.00,"6,07380876","72,40308064","45,40000153"
04/02/2010 8.00,"6,04852309","83,63875744","45,40000153"
04/02/2010 9.00,"5,39111395","84,52391784","45,40000153"
04/02/2010 10.00,"5,23218024","97,12235352","45,40000153"
