,Foggia,,,
,manfredonia - viale Michelangelo - Zona 167,,,
Parm,SO2,NO2,CO,PM10



16/01/2010 18.00,"3,5001611","11,50563399","1,75341005","34,90000153"
16/01/2010 19.00,"3,58504602","19,1981052","1,37499358","34,90000153"
16/01/2010 20.00,"3,57962745","28,80366816","1,20788365","34,90000153"
16/01/2010 21.00,"3,62116681","30,36240704","1,16526679","34,90000153"
16/01/2010 22.00,"3,54711803","26,0651488","0,99827569","34,90000153"
16/01/2010 23.00,"3,20757732","19,03718937","0,91335884","34,90000153"
17/01/2010 0.00,"3,55073041","11,16558862","1,29070816","34,90000153"
17/01/2010 1.00,"3,6952156","9,86253002","1,49514236","39,20000076"
17/01/2010 2.00,"3,60130073","13,49397442","1,59909648","39,20000076"
17/01/2010 3.00,"3,80538619","10,32586116","1,59854427","39,20000076"
17/01/2010 4.00,"3,74397973","7,89625408","1,57137064","39,20000076"
17/01/2010 5.00,"3,36831722","7,47834059","1,51481106","39,20000076"
17/01/2010 6.00,"3,49835491","9,18114867","1,49285081","39,20000076"
17/01/2010 7.00,"3,45139697","10,0208723","1,48925678","39,20000076"
17/01/2010 8.00,"3,57420887","8,27393526","0,8771786","39,20000076"
17/01/2010 9.00,"3,56698512","9,75610619","0,79123422","39,20000076"
17/01/2010 10.00,"3,94445382","14,66075521","1,02738438","39,20000076"
17/01/2010 11.00,"4,11602986","15,30449884","1,30271465","39,20000076"
17/01/2010 12.00,"3,72772502","22,3610312","1,39446539","39,20000076"
17/01/2010 13.00,"3,95709615","21,60565736","1,44126927","39,20000076"
17/01/2010 14.00,"3,94264763","16,03779864","1,3290588","39,20000076"
17/01/2010 15.00,"3,83970181","12,62699714","1,06229943","39,20000076"
17/01/2010 16.00,"3,99321694","19,67832312","1,15381367","39,20000076"
17/01/2010 17.00,"4,42667353","20,98138936","1,3505845","39,20000076"
17/01/2010 18.00,"4,56574116","20,76334488","1,79950211","39,20000076"
17/01/2010 19.00,"4,773439","26,26891064","1,81064067","39,20000076"
17/01/2010 20.00,"4,68132931","20,66080432","1,43716031","39,20000076"
17/01/2010 21.00,"4,6126991","19,97814384","1,32834815","39,20000076"
17/01/2010 22.00,"4,54587406","16,97226378","1,31539335","39,20000076"
17/01/2010 23.00,"4,29483066","11,66396671","1,11269733","39,20000076"
18/01/2010 0.00,"4,79330508","18,2740356","1,29667296","39,20000076"
18/01/2010 1.00,,"16,93074279","1,44154537","30,89999962"
18/01/2010 2.00,"4,5404565",,"1,49407522","30,89999962"
18/01/2010 3.00,"4,33817622","5,31089166",,"30,89999962"
18/01/2010 4.00,"4,51517083","4,27648818","1,6366188","30,89999962"
18/01/2010 5.00,"4,38332797","5,7132319","1,60869491","30,89999962"
18/01/2010 6.00,"4,30205543","7,35114862","1,75163342","30,89999962"
18/01/2010 7.00,"4,4519592","27,59794184","1,63887074","30,89999962"
18/01/2010 8.00,"4,69758402","33,11649008","1,32846698","30,89999962"
18/01/2010 9.00,"4,88722096","43,62795864","1,7476433","30,89999962"
18/01/2010 10.00,"4,3417886","20,84512112","1,71213643","30,89999962"
18/01/2010 11.00,"3,51099724","15,50956275","2,48543896","30,89999962"
18/01/2010 12.00,"3,63922772","10,21034959","2,21002947","30,89999962"
18/01/2010 13.00,"3,660901","10,26486071","2,43571327","30,89999962"
18/01/2010 14.00,"3,984187","17,71205291","2,27065723","30,89999962"
18/01/2010 15.00,"3,95890234","8,84629629","1,76802381","30,89999962"
18/01/2010 16.00,"3,86498646","14,80612074","1,89216155","30,89999962"
18/01/2010 17.00,"3,79816244","14,76589035","1,42400979","30,89999962"
18/01/2010 18.00,"4,06907192","25,0580028","1,46303147","30,89999962"
18/01/2010 19.00,"4,29302447","20,9982532","1,49237782","30,89999962"
18/01/2010 20.00,"4,42125597","16,98784658","1,32913802","30,89999962"
18/01/2010 21.00,"4,57296491","16,34279897","1,33608957","30,89999962"
18/01/2010 22.00,"4,69939021","14,50631532","1,17399497","30,89999962"
18/01/2010 23.00,"4,53503793","15,63676238","1,11459278","30,89999962"
19/01/2010 0.00,"3,82705948","7,88587192","1,0702389","30,89999962"
19/01/2010 1.00,"3,69882798","5,7469787","1,43175005","18,20000076"
19/01/2010 2.00,"3,53086433","3,94942338","1,69033345","18,20000076"
19/01/2010 3.00,"3,87762879","3,13695722","1,74029681","18,20000076"
19/01/2010 4.00,"4,11422367","2,40885041","1,61604024","18,20000076"
19/01/2010 5.00,"4,28760691","3,49646675","1,57255545","18,20000076"
19/01/2010 6.00,"4,27496459","5,42380864","1,51611469","18,20000076"
19/01/2010 7.00,"4,25690368","11,01244124","1,35745684","18,20000076"
19/01/2010 8.00,"4,29483066","15,22922722","0,78775902","18,20000076"
19/01/2010 9.00,"3,3917967","10,64774062","1,26266545","18,20000076"
19/01/2010 10.00,"2,90957598","6,32453081","1,72485473","18,20000076"
19/01/2010 11.00,"2,8517819","7,24991395","1,78216341","18,20000076"
19/01/2010 12.00,"2,94389159","9,06433886","1,50651742","18,20000076"
19/01/2010 13.00,"2,71993904","5,30570058","1,57551804","18,20000076"
19/01/2010 14.00,"2,76509079","6,86185061","1,73867862","18,20000076"
19/01/2010 15.00,"2,71813285","4,81510623","2,11697626","18,20000076"
19/01/2010 16.00,"2,50682262","7,02408381","2,19972038","18,20000076"
19/01/2010 17.00,"2,95653392","10,82425264","2,03470396","18,20000076"
19/01/2010 18.00,"3,07934684","14,14939654","1,73168746","18,20000076"
19/01/2010 19.00,"3,00168567","18,9022079","1,62816672","18,20000076"
19/01/2010 20.00,"3,16784415","17,35124895","1,56872493","18,20000076"
19/01/2010 21.00,"3,60671829","12,2661817","1,45505355","18,20000076"
19/01/2010 22.00,"3,34303257","8,56855343","1,13445953","18,20000076"
19/01/2010 23.00,"3,36289966","6,03510563","1,0778615","18,20000076"
20/01/2010 0.00,"3,59949454","6,59319166","1,32036906","18,20000076"
20/01/2010 1.00,,"7,6691276","1,59250141","23,2999897"
20/01/2010 2.00,"3,65187004",,"1,65557684","23,2999897"
20/01/2010 3.00,"3,54531183","6,16359586",,"23,2999897"
20/01/2010 4.00,"3,71508269","4,91633898","1,62516452","23,2999897"
20/01/2010 5.00,"3,49113014","5,95982828","1,57141025","23,2999897"
20/01/2010 6.00,"3,660901","6,8955955","1,4634264","23,2999897"
20/01/2010 7.00,"3,84873175","14,92552706","1,38332799","23,2999897"
20/01/2010 8.00,"3,79455006","28,85297864","0,93409351","23,2999897"
20/01/2010 9.00,"3,76023444","20,85290296","1,25393727","23,2999897"
20/01/2010 10.00,"3,58685222","23,87694128","1,3806415","23,2999897"
20/01/2010 11.00,"2,8012126","18,22082655","1,53147988","23,2999897"
20/01/2010 12.00,"2,75064227","19,61342984","1,56078545","23,2999897"
20/01/2010 13.00,"2,70729671","13,96639329","1,45402718","23,2999897"
20/01/2010 14.00,"2,40748918","10,44526938","1,47464302","23,2999897"
20/01/2010 15.00,"2,46167087","11,46410153","2,08020536","23,2999897"
20/01/2010 16.00,"2,7452237","15,39276058","1,95539542","23,2999897"
20/01/2010 17.00,"3,28885088","21,3357212","1,49174522","23,2999897"
20/01/2010 18.00,"4,0925514","46,80904864","2,33807811","23,2999897"
20/01/2010 19.00,"4,65785085","53,94992888","1,94579815","23,2999897"
20/01/2010 20.00,"4,33817622","43,1088124","1,81549872","23,2999897"
20/01/2010 21.00,"3,68076708","27,29553992","1,61616023","23,2999897"
20/01/2010 22.00,"4,20272097","19,05925194","1,30709971","23,2999897"
20/01/2010 23.00,"4,22078188","16,36486345","0,86801587","23,2999897"
21/01/2010 0.00,"4,10519372","9,30314766","0,95384142","23,2999897"
21/01/2010 1.00,"3,94084144","9,76434309","1,18477821","32,59999084"
21/01/2010 2.00,"3,82886465","6,02472347","1,42732655","32,59999084"
21/01/2010 3.00,"3,58865841","3,39134117","1,41974356","32,59999084"
21/01/2010 4.00,"3,27620855","3,2901065","1,45355303","32,59999084"
21/01/2010 5.00,"3,29065707","3,02793689","1,46295225","32,59999084"
21/01/2010 6.00,"3,31052315","12,16625294","1,53041274","32,59999084"
21/01/2010 7.00,"3,45139697","27,85103328","1,42649707","32,59999084"
21/01/2010 8.00,"4,76440804","56,37176368","1,3149588","32,59999084"
21/01/2010 9.00,"3,36470585","39,1256384","1,74337823","32,59999084"
21/01/2010 10.00,"3,02155277","24,418152","1,68385605","32,59999084"
21/01/2010 11.00,"2,76509079","14,56471162","1,38561838","32,59999084"
21/01/2010 12.00,"2,79398783","13,64581781","1,70933227","32,59999084"
21/01/2010 13.00,"2,57725903","10,9890766","1,74179849","32,59999084"
21/01/2010 14.00,,,,"32,59999084"
21/01/2010 15.00,,,,"32,59999084"
21/01/2010 16.00,,,,"32,59999084"
21/01/2010 17.00,,,"1,20425002","32,59999084"
21/01/2010 18.00,,"60,71055056","1,35907269","32,59999084"
21/01/2010 19.00,"3,72772502","76,74964936",,"32,59999084"
21/01/2010 20.00,"3,20938351","25,33315872","0,67270479","32,59999084"
21/01/2010 21.00,"3,28885088","23,53431088","0,64197675","32,59999084"
21/01/2010 22.00,"3,13894711","23,02942816","0,2476825","32,59999084"
21/01/2010 23.00,"3,34845114","21,09561224","0,23607094","32,59999084"
22/01/2010 0.00,"3,27078997","6,45561753","0,28370313","32,59999084"
22/01/2010 1.00,,"5,63536188","0,69466504","34,20000076"
22/01/2010 2.00,"2,82107867","3,91957514","0,80908668","34,20000076"
22/01/2010 3.00,"2,71632666","3,48608459",,"34,20000076"
22/01/2010 4.00,"2,68562343","2,61910731","0,93101325","34,20000076"
22/01/2010 5.00,"2,52849591","5,17980876","0,93839935","34,20000076"
22/01/2010 6.00,"2,31718568","3,87674443","0,98555738","34,20000076"
22/01/2010 7.00,"2,3135733","9,55623336","1,02608191","34,20000076"
22/01/2010 8.00,"2,21604605","15,72760914","0,8422251","34,20000076"
22/01/2010 9.00,"2,28287007","16,85546162","0,54837016","34,20000076"
22/01/2010 10.00,"1,86747439","9,39010542","0,93970182","34,20000076"
22/01/2010 11.00,"1,5622493","8,32195706","1,05728294","34,20000076"
22/01/2010 12.00,"1,40873315","7,00461582","1,13998978","34,20000076"
22/01/2010 13.00,"1,2028415","7,89755233","1,21787702","34,20000076"
22/01/2010 14.00,"1,09267192","14,12473939","0,82741329","34,20000076"
22/01/2010 15.00,"1,53877083","10,25967537","0,60725975","34,20000076"
22/01/2010 16.00,"1,59656491","11,29148426","0,63356428","34,20000076"
22/01/2010 17.00,"1,36538759","12,10913767","0,86999055","34,20000076"
22/01/2010 18.00,"0,9879199","8,39982899","0,9632022","34,20000076"
22/01/2010 19.00,"0,81453666","13,26554395","0,61966117","34,20000076"
22/01/2010 20.00,"0,86330079","11,11627431","0,66654427","34,20000076"
22/01/2010 21.00,"0,63754205","11,51990325","0,42036229","34,20000076"
22/01/2010 22.00,"0,59419649","7,3109144","0,39046257","34,20000076"
22/01/2010 23.00,"1,01862212","8,13506288","0,19760148","34,20000076"
23/01/2010 0.00,"0,86871937","7,9909975","0,34784687","34,20000076"
23/01/2010 1.00,"0,3413469","6,10129716","0,68072348","29,5"
23/01/2010 2.00,"0,47860834","2,86570178","0,81362901","29,5"
23/01/2010 3.00,"0,55626951","4,01950965","0,87682444","29,5"
23/01/2010 4.00,"0,73868168","3,87804077","0,82575433","29,5"
23/01/2010 5.00,"0,44790511","4,27778643","0,82942758","29,5"
23/01/2010 6.00,"0,33051076","5,36799927","0,89025223","29,5"
23/01/2010 7.00,"0,41900807","11,9546997","0,73558333","29,5"
23/01/2010 8.00,"0,64837818","24,92691608","0,45823877","29,5"
23/01/2010 9.00,"0,5400148","30,52464024","0,83345615","29,5"
23/01/2010 10.00,"0,76216116","15,4018445","0,54821289","29,5"
23/01/2010 11.00,"0,8434337","9,06044602","0,76054579","29,5"
23/01/2010 12.00,"0,94818571","7,33427522","0,69466504","29,5"
23/01/2010 13.00,"0,85968841","7,83914838","0,68095998","29,5"
23/01/2010 14.00,"1,06377386","8,12857355","0,71232061","29,5"
23/01/2010 15.00,"0,95721667","4,53346863","0,54169588","29,5"
23/01/2010 16.00,"1,02765308","7,07470018","0,95052467","29,5"
23/01/2010 17.00,"1,1486598","10,65292788","1,10223097","29,5"
23/01/2010 18.00,"1,07641721","20,08454664","1,14923173","29,5"
23/01/2010 19.00,"1,42860024","14,18443777","0,39753295","29,5"
23/01/2010 20.00,"1,57669781","19,52647208","0,33730129","29,5"
23/01/2010 21.00,"1,97583879","13,06956395","0,52163108","29,5"
23/01/2010 22.00,"2,0101544","13,28241926","0,22505121","29,5"
23/01/2010 23.00,"2,13838488","7,81059457","0,09641074","29,5"
24/01/2010 0.00,"1,93971698","7,0695091","0,28619274","29,5"
24/01/2010 1.00,,"6,47638185","0,5196168","34,5"
24/01/2010 2.00,"2,64047168","6,88002034","0,92970961","34,5"
24/01/2010 3.00,"2,45986468","5,98319101",,"34,5"
24/01/2010 4.00,"2,49779268","4,32450998","0,90605079","34,5"
24/01/2010 5.00,"2,1708943","3,94163771","0,8242142","34,5"
24/01/2010 6.00,"2,18534282","4,83197772","0,83780043","34,5"
24/01/2010 7.00,"2,39845924","4,51140224","0,79913408","34,5"
24/01/2010 8.00,"2,61699322","9,16946635","0,49185135","34,5"
24/01/2010 9.00,"2,98543096","10,56727028","0,43746333","34,5"
24/01/2010 10.00,"2,86803662","10,24410022","0,77417163","34,5"
24/01/2010 11.00,"2,68923581","10,96572152","0,79751473","34,5"
24/01/2010 12.00,"2,97278863","12,82686423","1,25452909","34,5"
24/01/2010 13.00,"2,77592693","19,57450152","1,29690946","34,5"
24/01/2010 14.00,"2,73258137","15,54980462","1,30540114","34,5"
24/01/2010 15.00,"2,77050937","8,12986989","0,6227426","34,5"
24/01/2010 16.00,"3,09198917","12,34146288","0,73562411","34,5"
24/01/2010 17.00,"3,20577113","23,3370116","0,76338955","34,5"
24/01/2010 18.00,"3,72230746","28,59470568","0,66662349","34,5"
24/01/2010 19.00,"3,97876842","27,9574552","0,78799668","34,5"
24/01/2010 20.00,"4,12325463","27,49410112","1,08548409","34,5"
24/01/2010 21.00,"3,94806519","23,06317496","1,10854993","34,5"
24/01/2010 22.00,"3,83608942","17,60692733","0,32106818","34,5"
24/01/2010 23.00,"3,68618566","10,80478274","0,1699537","34,5"
25/01/2010 0.00,"3,79093767","8,03123172","0,30009468","34,5"
25/01/2010 1.00,"3,77468296","6,11557406","0,38359023","40,5"
25/01/2010 2.00,"3,46584549","5,7352983","0,90486599","40,5"
25/01/2010 3.00,"3,91555679","6,41278682","0,95577765","40,5"
25/01/2010 4.00,"3,66993095","3,99485058","0,87595418","40,5"
25/01/2010 5.00,"3,39721426","4,67753018","0,90439183","40,5"
25/01/2010 6.00,"3,36109347","5,67689243","0,93361935","40,5"
25/01/2010 7.00,"4,01489023","23,11768608","0,84964965","40,5"
25/01/2010 8.00,"4,10880509","23,07225696","0,60852377","40,5"
25/01/2010 9.00,"4,01308403","20,77632736","0,53537575","40,5"
25/01/2010 10.00,"4,14312071","29,48764792","0,8404077","40,5"
25/01/2010 11.00,"3,84692556","33,35399872","0,64561155","40,5"
25/01/2010 12.00,"3,28704468","21,45250616","0,8274529","40,5"
25/01/2010 13.00,"3,25995384","12,5958411","1,02868801","40,5"
25/01/2010 14.00,"3,11366246","12,115627","1,30054193","40,5"
25/01/2010 15.00,"3,20035357","11,81192683","0,76623332","40,5"
25/01/2010 16.00,"3,63742152","14,00792575","0,59556781","40,5"
25/01/2010 17.00,"3,92097434","27,26697464","0,4491541","40,5"
25/01/2010 18.00,"4,4519592","52,19651016","0,77725305","40,5"
25/01/2010 19.00,"4,71203254","44,6636508","0,6285874","40,5"
25/01/2010 20.00,"4,29844305","34,89977424","0,72871216","40,5"
25/01/2010 21.00,"4,74273577","50,5144664","0,87208405","40,5"
25/01/2010 22.00,"4,53323174","33,6823656","0,17425837","40,5"
25/01/2010 23.00,"4,54948645","43,6539236","0,27169664","40,5"
26/01/2010 0.00,"4,22439426","29,77706736","0,3697279","40,5"
26/01/2010 1.00,,"23,91716976","0,58040184","27,5"
26/01/2010 2.00,"4,5946382","14,1052695","1,01044062","27,5"
26/01/2010 3.00,"4,2857997","10,13508371",,"27,5"
26/01/2010 4.00,"4,56393497","9,53806171","1,15219432","27,5"
26/01/2010 5.00,"4,17201774","9,84825312","1,12715265","27,5"
26/01/2010 6.00,"4,41041882","11,74055187","1,07039618","27,5"
26/01/2010 7.00,"4,29844305","18,81525014","1,1031385","27,5"
26/01/2010 8.00,"4,19910961","23,16959688","0,95084038","27,5"
26/01/2010 9.00,"4,19549722","29,74722104","1,76482472","27,5"
26/01/2010 10.00,"4,35623712","25,17610704","0,99989504","27,5"
26/01/2010 11.00,"4,34720616","29,79523136","0,91845222","27,5"
26/01/2010 12.00,"4,0022479","21,34090272","0,90032365","27,5"
26/01/2010 13.00,"3,60671829","25,64464264","0,97133856","27,5"
26/01/2010 14.00,"3,66993095","21,91846056","0,65390518","27,5"
26/01/2010 15.00,"3,65006385","19,204606","0,88918625","27,5"
26/01/2010 16.00,"3,96612609","15,39794975","0,59979559","27,5"
26/01/2010 17.00,"4,39416512","18,98396885","0,72993658","27,5"
26/01/2010 18.00,"4,41583739","13,02024965","0,70485646","27,5"
26/01/2010 19.00,"4,8818034","21,49275376","0,57238431","27,5"
26/01/2010 20.00,"4,65965704","17,09946341","0,39926997","27,5"
26/01/2010 21.00,"5,04796188","19,204606","0,84854406","27,5"
26/01/2010 22.00,"5,09672499","16,26622719","0,48201642","27,5"
26/01/2010 23.00,"5,10575595","10,08965842","0,06765738","27,5"
27/01/2010 0.00,"5,1852223","10,45824995","0,39769139","27,5"
27/01/2010 1.00,"5,0949188","4,83457422","0,78321669","6,69999981"
27/01/2010 2.00,"5,06240938","4,13112647","1,19492885","6,69999981"
27/01/2010 3.00,"5,15813145","4,37512635","1,29959478","6,69999981"
27/01/2010 4.00,"5,09672499","4,1999145","1,05230722","6,69999981"
27/01/2010 5.00,"5,21411934","4,30634024","1,36804203","6,69999981"
27/01/2010 6.00,"4,95946355","7,44848854","1,43198771","6,69999981"
27/01/2010 7.00,"5,36221691","17,14358663","1,15606329","6,69999981"
27/01/2010 8.00,"5,37305305","16,88531558","1,34722814","6,69999981"
27/01/2010 9.00,"5,28636193","19,409668","1,66083099","6,69999981"
27/01/2010 10.00,"5,56810856","16,63352239","1,4992886","6,69999981"
27/01/2010 11.00,"5,38750258","23,45253464","0,9626896","6,69999981"
27/01/2010 12.00,"5,41639962","20,23381648","0,98709868","6,69999981"
27/01/2010 13.00,"5,47961126","27,66543544","1,23272728","6,69999981"
27/01/2010 14.00,"5,14187674","27,04893016","0,67227141","6,69999981"
27/01/2010 15.00,"5,23759882","16,87622211","1,06628839","6,69999981"
27/01/2010 16.00,"5,09672499","21,32143856","0,85506107","6,69999981"
27/01/2010 17.00,"5,38569639","23,4875816","0,50405473","6,69999981"
27/01/2010 18.00,"5,22676166","18,91778306","0,99021855","6,69999981"
27/01/2010 19.00,"5,14187674","18,04171039","0,77132786","6,69999981"
27/01/2010 20.00,"5,18883468","9,52767955","1,3821828","6,69999981"
27/01/2010 21.00,"5,19786463","7,1006575","1,11340798","6,69999981"
27/01/2010 22.00,"4,92153657","5,57306318","0,78096591","6,69999981"
27/01/2010 23.00,"4,98294303","3,47050944","0,5334803","6,69999981"
28/01/2010 0.00,"4,95043361","4,17265894","0,6671757","6,69999981"
28/01/2010 1.00,,"2,67102002","0,73538645","24,10000038"
28/01/2010 2.00,"4,71203254","2,53993522","0,83203485","24,10000038"
28/01/2010 3.00,"4,59644439","2,7527867",,"24,10000038"
28/01/2010 4.00,"4,40319506","2,6359788","1,0698428","24,10000038"
28/01/2010 5.00,"4,11783605","3,32774422","1,06877683","24,10000038"
28/01/2010 6.00,"4,50614089","11,1759746","0,99602491","24,10000038"
28/01/2010 7.00,"4,5404565","21,1085756","1,03595528","24,10000038"
28/01/2010 8.00,"4,74815435","29,14239808","1,05933683","24,10000038"
28/01/2010 9.00,"4,65965704","25,5512032","0,64821765","24,10000038"
28/01/2010 10.00,"4,6650746","20,11831256","0,8834195","24,10000038"
28/01/2010 11.00,"4,62353523","17,05793286","0,96422973","24,10000038"
28/01/2010 12.00,"4,3435948","23,58750272","1,16499068","24,10000038"
28/01/2010 13.00,"3,97696223","13,31227323","0,54110289","24,10000038"
28/01/2010 14.00,"4,2334242","11,37454918","0,8124046","24,10000038"
28/01/2010 15.00,"4,32553389","12,39856667","1,16633276","24,10000038"
28/01/2010 16.00,"4,87638482","14,44011614","0,92959195","24,10000038"
28/01/2010 17.00,"4,88360858","15,57705444","0,53774536","24,10000038"
28/01/2010 18.00,"4,84929398","26,8309048","0,55180575","24,10000038"
28/01/2010 19.00,"4,79691746","37,24113296","1,02469789","24,10000038"
28/01/2010 20.00,"5,15271288","30,42730032","1,41630681","24,10000038"
28/01/2010 21.00,"5,20508939","35,5616704","1,5730296","24,10000038"
28/01/2010 22.00,"5,0949188","29,1449984","1,09832006","24,10000038"
28/01/2010 23.00,"5,14910151","24,7426184","0,61899013","24,10000038"
29/01/2010 0.00,"5,23940501","9,74053104","0,53170251","24,10000038"
