,Provincia di Lecce,,,,,,
,Campi Salentina,,,,,,
Parm,NOX,NO2,PM10,PM2.5,CO,O3,BENZENE



20/09/2010 11.00,"6,60727546","6,02456095","14,60317039","5,12820482","0,18960958","74,50935975","0,54864099"
20/09/2010 12.00,"7,77617474","6,5080178","14,60317039","5,12820482","0,24220467","77,5096203","0,55805536"
20/09/2010 13.00,"6,67860835","5,90694045","14,60317039","5,12820482","0,20595919","80,31556785","0,55805434"
20/09/2010 14.00,"4,6772147","4,33408145","14,60317039","5,12820482","0,19453869","77,76639675","0,44288723"
20/09/2010 15.00,"4,52482066","4,20105022","14,60317039","5,12820482","0,19249761","79,6727988","0,43600621"
20/09/2010 16.00,"6,17116738","5,4502516","14,60317039","5,12820482","0,21196243","81,95845035","0,43600621"
20/09/2010 17.00,"6,26600831","5,23772515","14,60317039","5,12820482","0,16090281","80,35949775","0,52882271"
20/09/2010 18.00,"7,58162683","7,05636793","14,60317039","5,12820482","0,18167127","81,80555355","0,49546104"
20/09/2010 19.00,"7,44058242","7,02878924","14,60317039","5,12820482","0,22269558","74,9080605","0,53196016"
20/09/2010 20.00,"7,4089675","7,06772521","14,60317039","5,12820482","0,23333436","73,8091347","0,53823606"
20/09/2010 21.00,"6,59997926","6,21924079","14,60317039","5,12820482","0,22506752","72,77610375","0,49859951"
20/09/2010 22.00,"4,79799574","4,3389494","14,60317039","5,12820482","0,16715304","77,07967785","0,47564276"
20/09/2010 23.00,"3,82202299","3,59023888","14,60317039","5,12820482","0,16769243","79,7479704","0,45868734"
21/09/2010 0.00,"3,81878024","3,46937371","14,60317039","5,12820482","0,21597935","76,75026345","0,39950709"
21/09/2010 1.00,"3,48805204","3,1538287","18,11964989","8,40306664","0,19064526","74,30411415","0,39950709"
21/09/2010 2.00,,,"18,11964989","8,40306664","0,21421671","68,6761194","0,37341291"
21/09/2010 3.00,"5,21545991","4,82808489","18,11964989","8,40306664",,"64,085385","0,37655035"
21/09/2010 4.00,"6,15333415","5,7755306","18,11964989","8,40306664","0,31762793","62,84120325","0,43286876"
21/09/2010 5.00,"7,76077167","7,49440139","18,11964989","8,40306664","0,34887323",,"0,45274196"
21/09/2010 6.00,"11,25530922","10,61415252","18,11964989","8,40306664","0,36549196","54,66824685","0,50900443"
21/09/2010 7.00,"15,04004247","13,4402759","18,11964989","8,40306664","0,39757373","54,3329073","0,57093668"
21/09/2010 8.00,"12,97136746","11,10329566","18,11964989","8,40306664","0,42111838","60,61382565","0,9313025"
21/09/2010 9.00,"9,15177844","8,0184175","18,11964989","8,40306664","0,36114767","71,10537105","0,72931918"
21/09/2010 10.00,"9,32849122","8,0176049","18,11964989","8,40306664","0,36100554","74,3066478","0,55805434"
21/09/2010 11.00,"8,65001037","7,52441406","18,11964989","8,40306664","0,42800236","79,2504573","0,53812623"
21/09/2010 12.00,"8,01692422","7,24780502","18,11964989","8,40306664","0,41358432","83,46870525","0,60512415"
21/09/2010 13.00,"7,63512842","6,77651614","18,11964989","8,40306664","0,36278683","85,8134886","0,58723207"
21/09/2010 14.00,"5,68723444","5,28882909","18,11964989","8,40306664","0,31195322","86,1378357","0,46199056"
21/09/2010 15.00,"5,86637928","5,25962711","18,11964989","8,40306664","0,32189067","84,8674596","0,43600621"
21/09/2010 16.00,"6,22547774","5,97589099","18,11964989","8,40306664","0,34820452","81,8064114","0,43600621"
21/09/2010 17.00,"7,35141438","6,55506447","18,11964989","8,40306664","0,37760796","74,77796655","0,57605626"
21/09/2010 18.00,"8,47329759","8,18632742","18,11964989","8,40306664","0,29624436","72,07673655","0,5641655"
21/09/2010 19.00,"13,57527266","12,78159954","18,11964989","8,40306664","0,37103736","63,3969903","0,66149646"
21/09/2010 20.00,"11,34771809","11,02866456","18,11964989","8,40306664","0,25037132","64,48576155","0,65400931"
21/09/2010 21.00,"11,79760595","11,49346794","18,11964989","8,40306664","0,32822827","62,2617555","0,72711737"
21/09/2010 22.00,"9,70866565","9,0753711","18,11964989","8,40306664","0,38241475","61,12737855","0,77908607"
21/09/2010 23.00,"8,1547278","7,73612982","18,11964989","8,40306664","0,34284552","65,68264185","0,62362135"
22/09/2010 0.00,"7,85885727","7,31432158","18,11964989","8,40306664","0,28398157","62,92734735","0,58090125"
22/09/2010 1.00,"6,51000246","6,2005835","23,05249977","10,79364967","0,30672586","58,22764605","0,55183437"
22/09/2010 2.00,"5,15871749","4,87594416","23,05249977","10,79364967","0,25335488","60,57496305","0,5549169"
22/09/2010 3.00,"5,28841418","4,98301807","23,05249977","10,79364967","0,27505417","51,32083635","0,79097684"
22/09/2010 4.00,"5,20086753","4,9813967","23,05249977","10,79364967","0,2257537","53,7956937","0,88214173"
22/09/2010 5.00,"8,93858853","8,45077041","23,05249977","10,79364967","0,29968227","45,58305675","0,74115502"
22/09/2010 6.00,"20,34465512","18,38354731","23,05249977","10,79364967","0,40193665","24,56700855","0,67823222"
22/09/2010 7.00,"18,66589809","16,56084536","23,05249977","10,79364967","0,41810103","32,56596105","0,90559375"
22/09/2010 8.00,"20,66485776","16,99562842","23,05249977","10,79364967","0,58498029","39,8300553","1,6070573"
22/09/2010 9.00,"13,17726309","11,54700202","23,05249977","10,79364967","0,35751404","67,71997575","1,33537897"
22/09/2010 10.00,"10,02561406","9,27086354","23,05249977","10,79364967","0,38698737","80,4777414","0,72887882"
22/09/2010 11.00,"7,84183282","6,87466674","23,05249977","10,79364967","0,40528952","86,27467275","0,62956673"
22/09/2010 12.00,"9,77513633","8,67384154","23,05249977","10,79364967","0,52021444","86,3701335","0,61134413"
22/09/2010 13.00,"8,46843346","7,74991916","23,05249977","10,79364967","0,34699642","87,46397205","0,63650267"
22/09/2010 14.00,"6,57323038","5,76336454","23,05249977","10,79364967","0,41213157","90,07734225","0,50465472"
22/09/2010 15.00,"5,34110317","5,14200852","23,05249977","10,79364967","0,32947831","90,8274024","0,43903382"
22/09/2010 16.00,"5,79828722","5,5500255","23,05249977","10,79364967","0,39550003","88,9429653","0,47261516"
22/09/2010 17.00,"7,7267266","7,08800388","23,05249977","10,79364967","0,45475659","85,9080915","0,52904238"
22/09/2010 18.00,"9,00830005","8,3055693","23,05249977","10,79364967","0,41512678","81,1940262","0,60831652"
22/09/2010 19.00,"11,95567482","11,50969126","23,05249977","10,79364967","0,45906709","66,3625977","0,68153441"
22/09/2010 20.00,"11,29340773","10,63767968","23,05249977","10,79364967","0,37125754","58,55031735","0,72254799"
22/09/2010 21.00,"10,29230556","9,95305749","23,05249977","10,79364967","0,36965567","55,44701505","0,69364587"
22/09/2010 22.00,"9,3090347","8,85229997","23,05249977","10,79364967","0,39789993","54,24422955","0,76383616"
22/09/2010 23.00,"8,45141093","8,13684678","23,05249977","10,79364967","0,38691398","45,26968215","0,76218455"
23/09/2010 0.00,"7,02068618","6,77570354","23,05249977","10,79364967","0,34316823","48,81304155","0,90724536"
23/09/2010 1.00,"5,96608434","5,38860298","46,98411179","27,59461975","0,32940841","51,7803447","0,79108667"
23/09/2010 2.00,,,"46,98411179","27,59461975","0,3259705","46,6473294","0,94688192"
23/09/2010 3.00,"7,16821802","6,93956002","46,98411179","27,59461975",,"50,04287925","1,21966166"
23/09/2010 4.00,"5,90123504","5,63033141","46,98411179","27,59461975","0,26462742","48,701541","0,94192709"
23/09/2010 5.00,"7,59135509","7,15533114","46,98411179","27,59461975","0,39038102",,"0,64933009"
23/09/2010 6.00,"10,07263014","9,72430772","46,98411179","27,59461975","0,24647905","49,3426542","0,59152585"
23/09/2010 7.00,"11,79355251","10,99054119","46,98411179","27,59461975","0,35065102","52,7373462","0,70454607"
23/09/2010 8.00,"13,62634026","12,23244064","46,98411179","27,59461975","0,46533246","55,83049395","1,13928611"
23/09/2010 9.00,"15,63259804","13,38187003","46,98411179","27,59461975","0,43851066","59,1314409","1,04845174"
23/09/2010 10.00,"14,27563826","12,38007572","46,98411179","27,59461975","0,41995338","69,77674095","0,78805906"
23/09/2010 11.00,"15,64475836","14,03161543","46,98411179","27,59461975","0,41704554","71,5817571","0,80666609"
23/09/2010 12.00,"15,36023364","12,08318992","46,98411179","27,59461975","0,52004435","81,6619734","0,99780413"
23/09/2010 13.00,"8,8948152","8,05491949","46,98411179","27,59461975","0,39887387","92,72957505","1,12183541"
23/09/2010 14.00,"8,42790289","7,91945429","46,98411179","27,59461975","0,30738292","96,2154984","0,68670993"
23/09/2010 15.00,"7,19172414","6,46664786","46,98411179","27,59461975","0,30477216","94,5540624","0,73592561"
23/09/2010 16.00,"10,90350504","10,06337606","46,98411179","27,59461975","0,36755867","85,7138184","0,73823725"
23/09/2010 17.00,"15,22810297","14,10949119","46,98411179","27,59461975","0,38275493","72,4534524","0,74220152"
23/09/2010 18.00,"22,16204936","21,4165032","46,98411179","27,59461975","0,45425913","55,16320635","0,85714896"
23/09/2010 19.00,"35,97483448","32,55386496","46,98411179","27,59461975","0,59786169","18,70167464","1,31693669"
23/09/2010 20.00,"56,16467496","38,47215504","46,98411179","27,59461975","0,78091931","7,47272936","1,76186097"
23/09/2010 21.00,"29,87985648","24,6206328","46,98411179","27,59461975","0,57585368","7,72021709","2,05616552"
23/09/2010 22.00,"26,0740396","21,57955856","46,98411179","27,59461975","0,7175969","5,03756852","1,89563613"
23/09/2010 23.00,"19,88179816","15,07396518","46,98411179","27,59461975","0,48893652","5,51818197","2,58234606"
24/09/2010 0.00,"17,81718997","15,5168685","46,98411179","27,59461975","0,55851848","7,43894403","2,15228524"
24/09/2010 1.00,"13,39450644","11,31581637","32,91358185","20,21977997","0,46566565","2,63281347","1,970946"
24/09/2010 2.00,"14,17350113","10,74475933","32,91358185","20,21977997","0,42491278","3,93274949","1,82924434"
24/09/2010 3.00,"11,0486029","9,85166222","32,91358185","20,21977997","0,5057265","5,50888926","1,97292813"
24/09/2010 4.00,"9,34551375","8,92692724","32,91358185","20,21977997","0,48307657","16,20569822","1,87482628"
24/09/2010 5.00,"11,19856488","10,26616278","32,91358185","20,21977997","0,44045272","23,84058915","1,66871496"
24/09/2010 6.00,"19,5964704","16,30208293","32,91358185","20,21977997","0,31286658","6,6981746","1,51710365"
24/09/2010 7.00,"14,65581269","11,48778165","32,91358185","20,21977997","0,11637185","20,7195513","1,58845027"
24/09/2010 8.00,"27,66851376","18,62365245","32,91358185","20,21977997","0,49642631","20,48643555","2,10472116"
24/09/2010 9.00,"11,72059824","10,00172745","32,91358185","20,21977997","0,40224771","46,39645815","1,98085565"
24/09/2010 10.00,"8,90129879","8,00462815","32,91358185","20,21977997","0,37589541","76,25697975","1,29513628"
24/09/2010 11.00,"7,8693943","6,50315176","32,91358185","20,21977997","0,34825811","90,1550475","0,83479733"
24/09/2010 12.00,"8,24794736","7,38083624","32,91358185","20,21977997","0,401113","92,4871626","0,86012165"
24/09/2010 13.00,"5,7156047","5,06900262","32,91358185","20,21977997","0,31734717","93,2245545","0,70652821"
24/09/2010 14.00,"4,61722953","4,07126175","32,91358185","20,21977997","0,31244252","91,9871358","0,50421436"
24/09/2010 15.00,"4,71855597","4,34300475","32,91358185","20,21977997","0,28753948","89,1972081","0,43600621"
24/09/2010 16.00,"6,05849322","5,2150125","32,91358185","20,21977997","0,35261638","82,76004135","0,48962651"
24/09/2010 17.00,"9,24256594","8,53837634","32,91358185","20,21977997","0,31946863","76,2704859","0,58860807"
24/09/2010 18.00,"10,62951735","9,92304482","32,91358185","20,21977997","0,3120802","71,56234575","0,57473518"
24/09/2010 19.00,"8,20984885","7,78074442","32,91358185","20,21977997","0,25839001","70,7278173","0,6988763"
24/09/2010 20.00,"7,6489082","6,8957561","32,91358185","20,21977997","0,33297564","68,01475695","0,63479615"
24/09/2010 21.00,"8,80240442","8,07925542","32,91358185","20,21977997","0,40378318","55,3397439","0,64233822"
24/09/2010 22.00,"12,4501467","12,04019478","32,91358185","20,21977997","0,35787519","47,61783705","0,65692708"
24/09/2010 23.00,"4,46969961","4,17022496","32,91358185","20,21977997","0,29642144","76,18771335","0,52623546"
25/09/2010 0.00,"2,99439085","2,57222125","32,91358185","20,21977997","0,29854756","75,16651275","0,32876661"
25/09/2010 1.00,"6,0398493","5,73172859","7,08180714",,"0,28376721","63,4628652","0,31709552"
25/09/2010 2.00,,,"7,08180714",,"0,29593214","59,37301545","0,37363258"
25/09/2010 3.00,"3,3340347","2,81394967","7,08180714",,,"74,6005911","0,37655035"
25/09/2010 4.00,"3,49939976","3,1100267","7,08180714",,"0,23550359","75,2830806","0,35673207"
25/09/2010 5.00,"3,20758076","2,8480196","7,08180714",,"0,21476193",,"0,32001329"
25/09/2010 6.00,"6,50189558","6,09026492","7,08180714",,"0,23764952","67,1008275","0,33399602"
25/09/2010 7.00,"10,57196424","9,56531727","7,08180714",,"0,29642144","54,79748295","0,46688945"
25/09/2010 8.00,"11,852727","9,26761887","7,08180714",,"0,3382228","64,81601385","0,80259301"
25/09/2010 9.00,"8,96452672","7,95757957","7,08180714",,"0,26662423","65,4368379","0,56488146"
25/09/2010 10.00,"8,62569164","7,48061205","7,08180714",,"0,25054956","61,528593","0,58288338"
25/09/2010 11.00,"5,4043311","4,2221415","7,08180714",,"0,2719809","69,2023605","0,47041335"
25/09/2010 12.00,"5,84043918","4,70073039","7,08180714",,"0,34188906","74,16558135","0,6667808"
25/09/2010 13.00,"3,43373977","3,10434806","7,08180714",,"0,24052707","78,0274026","0,40925097"
25/09/2010 14.00,"2,978179","2,59898925","7,08180714",,"0,22483335","77,9192736","0,28329349"
25/09/2010 15.00,"3,71421105","3,09461406","7,08180714",,"0,19828883","80,91107535","0,25763966"
25/09/2010 16.00,"3,80661992","3,22440062","7,08180714",,"0,21937067","74,75179215","0,24073916"
25/09/2010 17.00,"5,32083788","4,50523986","7,08180714",,"0,22763401","66,41919585","0,31125997"
25/09/2010 18.00,"4,60020699","4,11019772","7,08180714",,"0,18754869","68,61784545","0,42741866"
25/09/2010 19.00,"4,55481229","4,34138146","7,08180714",,"0,25265472","67,42603245","0,36245778"
25/09/2010 20.00,"9,31795227","8,98938654","7,08180714",,"0,27485496","52,91472165","0,37368851"
25/09/2010 21.00,"6,47109326","5,86232584","7,08180714",,"0,20032874","63,82777065","0,56042192"
25/09/2010 22.00,"4,89932218","4,72587702","7,08180714",,"0,20068873","71,9204682","0,41354474"
25/09/2010 23.00,"6,4808196","5,84042388","7,08180714",,"0,18806013","67,097436","0,37368851"
26/09/2010 0.00,"6,34788015","6,24763208","7,08180714",,"0,19720421","58,0207047","0,39636965"
26/09/2010 1.00,"7,39437702","6,68404226","10,94017029","0,97734398","0,16613832","45,0492147","0,44723694"
26/09/2010 2.00,"4,58885927","4,36652809","10,94017029","0,97734398","0,22152126","41,66719095","0,41068291"
26/09/2010 3.00,"3,79365082","3,59104957","10,94017029","0,97734398","0,18866243","61,46018445","0,29727724"
26/09/2010 4.00,"3,22541398","2,9202129","10,94017029","0,97734398","0,12698384","55,4081724","0,31709552"
26/09/2010 5.00,"3,70772554","3,05486741","10,94017029","0,97734398","0,18178544","67,95985455","0,33405094"
26/09/2010 6.00,"4,71774528","4,50037191","10,94017029","0,97734398","0,15530615","75,39541905","0,33977665"
26/09/2010 7.00,"5,98391757","5,58977215","10,94017029","0,97734398","0,2100297","61,1586402","0,3703853"
26/09/2010 8.00,"5,18627706","4,72831099","10,94017029","0,97734398","0,20582754","62,5447263","0,56042192"
26/09/2010 9.00,"4,22246271","3,81817796","10,94017029","0,97734398","0,21713037","75,4528551","0,44745661"
26/09/2010 10.00,"4,1713951","3,75977401","10,94017029","0,97734398","0,1577643","77,9936073","0,36245778"
26/09/2010 11.00,"4,26056122","3,60240685","10,94017029","0,97734398","0,22383262","79,91014395","0,37368851"
26/09/2010 12.00,"4,6456017","3,85792462","10,94017029","0,97734398","0,22517703","80,6635956","0,39912165"
26/09/2010 13.00,"3,71826449","3,09785873","10,94017029","0,97734398","0,19401444","83,5802058","0,39636965"
26/09/2010 14.00,"3,27729228","2,83503903","10,94017029","0,97734398","0,22867552","83,49994695","0,31995837"
26/09/2010 15.00,"3,07464131","2,79042442","10,94017029","0,97734398","0,23804212","84,784707","0,35100738"
26/09/2010 16.00,"3,69232438","3,27631716","10,94017029","0,97734398","0,23361512","83,5911783","0,32282123"
26/09/2010 17.00,"5,19600531","4,6277245","10,94017029","0,97734398","0,23893102","79,7285391","0,37082566"
26/09/2010 18.00,"5,55105224","5,2604378","10,94017029","0,97734398","0,2993118","72,24567315","0,41332507"
26/09/2010 19.00,"7,33601322","6,60130237","10,94017029","0,97734398","0,263756","66,9361203","0,72519016"
26/09/2010 20.00,"10,44307823","9,24896158","10,94017029","0,97734398","0,29539624","60,21007755","0,66204666"
26/09/2010 21.00,"5,15304267","4,94975883","10,94017029","0,97734398","0,23576338","72,6612516","0,58877384"
26/09/2010 22.00,"5,39217269","5,00005208","10,94017029","0,97734398","0,19806398","73,135104","0,42180278"
26/09/2010 23.00,"4,8133969","4,59690114","10,94017029","0,97734398","0,28745094","72,84959955","0,38216623"
27/09/2010 0.00,"7,23955091","6,61590431","10,94017029","0,97734398","0,27600248","63,9198399","0,39636965"
27/09/2010 1.00,"4,03926443","3,75652934","18,60803986","4,1514039","0,23071311","65,529765","0,41337999"
27/09/2010 2.00,,,"18,60803986","4,1514039","0,20769504","65,30000085","0,37935829"
27/09/2010 3.00,"4,9106699","4,52065058","18,60803986","4,1514039",,"58,2690423","0,37655035"
27/09/2010 4.00,"7,4413931","7,05312326","18,60803986","4,1514039","0,18641631","46,5518886","0,39356171"
27/09/2010 5.00,"7,07742861","6,06674158","18,60803986","4,1514039","0,24614819",,"0,61172957"
27/09/2010 6.00,"8,02665248","7,4838548","18,60803986","4,1514039","0,20829035","25,71744525","0,54913627"
27/09/2010 7.00,"19,01851104","13,67713828","18,60803986","4,1514039","0,34068212","23,29156515","0,65978994"
27/09/2010 8.00,"37,93973952","21,73123752","18,60803986","4,1514039","0,48581549","27,50895525","1,71760011"
27/09/2010 9.00,"9,19230902","7,82211246","18,60803986","4,1514039","0,2421138","69,73787835","1,87647789"
27/09/2010 10.00,"5,78856088","5,26692713","18,60803986","4,1514039","0,1787809","75,92924115","0,55744923"
27/09/2010 11.00,"7,11958056","5,49973416","18,60803986","4,1514039","0,21778161","80,0824521","0,59025968"
27/09/2010 12.00,"6,22709911","5,70901594","18,60803986","4,1514039","0,26719508","75,44609205","0,99885062"
27/09/2010 13.00,"7,37816518","5,640878","18,60803986","4,1514039","0,28602964","77,69713035","1,13548762"
27/09/2010 14.00,"3,80337908","3,23656859","18,60803986","4,1514039","0,21153022","85,2712077","0,57935948"
27/09/2010 15.00,"3,73934046","3,32417643","18,60803986","4,1514039","0,23052438","88,8576591","0,35887896"
27/09/2010 16.00,"4,48753283","4,15400355","18,60803986","4,1514039","0,22103079","90,45152445","0,35673207"
27/09/2010 17.00,"5,55267362","5,11442792","18,60803986","4,1514039","0,32197105","84,50171625","0,37440347"
27/09/2010 18.00,"8,56165494","7,84807168","18,60803986","4,1514039","0,2830752","71,93820375","0,56642222"
27/09/2010 19.00,"10,0037274","9,42985207","18,60803986","4,1514039","0,24146373","63,24495135","0,74644037"
27/09/2010 20.00,"11,33474899","9,57748524","18,60803986","4,1514039","0,23811901","60,83934045","0,86375437"
27/09/2010 21.00,"7,65377233","7,28025166","18,60803986","4,1514039","0,22002889","60,8646969","0,73746738"
27/09/2010 22.00,"5,49592928","5,05034533","18,60803986","4,1514039","0,21585819","63,81340665","0,6050133"
27/09/2010 23.00,"4,5483287","4,18401622","18,60803986","4,1514039","0,19423346","62,1604095","0,48191867"
28/09/2010 0.00,"4,8660878","4,4833379","18,60803986","4,1514039","0,22487529","50,9196219","0,4182799"
28/09/2010 1.00,"5,07684565","4,60257978","34,33454132","13,52869034","0,22953063","48,4979712","0,43182227"
28/09/2010 2.00,"3,64692968","3,17491998","34,33454132","13,52869034","0,20204013","61,2287445","0,40264556"
28/09/2010 3.00,"3,24811134","2,84964098","34,33454132","13,52869034","0,17819025","62,0016075","0,30146117"
28/09/2010 4.00,"2,93116292","2,5843873","34,33454132","13,52869034","0,16876889","57,64315095","0,27745896"
28/09/2010 5.00,"5,8258487","5,4778322","34,33454132","13,52869034","0,22157718","56,72245845","0,33482183"
28/09/2010 6.00,"8,79186738","7,6655579","34,33454132","13,52869034","0,28685329","41,08943895","0,40782005"
28/09/2010 7.00,"28,3307732","20,75376576","34,33454132","13,52869034","0,42215756","19,97794995","0,79620625"
28/09/2010 8.00,"19,78453472","16,61437754","34,33454132","13,52869034","0,29842873","40,74398475","1,53945426"
28/09/2010 9.00,"11,91919768","10,2458822","34,33454132","13,52869034","0,21351421","58,1854119","0,82422765"
28/09/2010 10.00,"8,12149342","7,24618364","34,33454132","13,52869034","0,24318909","73,17733815","0,48819458"
28/09/2010 11.00,"6,09334898","5,4502516","34,33454132","13,52869034","0,17109074","80,48282865","0,45373252"
28/09/2010 12.00,"6,06092528","5,4315943","34,33454132","13,52869034","0,21037803","84,4966689","0,53091468"
28/09/2010 13.00,"6,57647314","5,70658197","34,33454132","13,52869034","0,16792077","86,6716578","0,51737231"
28/09/2010 14.00,"6,51486658","5,87530641","34,33454132","13,52869034","0,19531924","88,2562464","0,5110964"
28/09/2010 15.00,"6,1176677","5,26124849","34,33454132","13,52869034","0,24389042","84,2550744","0,42664777"
28/09/2010 16.00,"7,38140793","7,07989318","34,33454132","13,52869034","0,21154187","80,7100392","0,43600621"
28/09/2010 17.00,"7,79887018","7,43194018","34,33454132","13,52869034","0,19559418","77,2072182","0,41360068"
28/09/2010 18.00,"11,66061306","11,15277248","34,33454132","13,52869034","0,24839198","65,5838295","0,47360571"
28/09/2010 19.00,"13,19833906","12,39223986","34,33454132","13,52869034","0,40223606","51,6747693","0,87817848"
28/09/2010 20.00,"12,58389683","12,03207642","34,33454132","13,52869034","0,34814394","49,019145","2,18250844"
28/09/2010 21.00,"14,69067036","14,1240874","34,33454132","13,52869034","0,34040485","36,2461575","1,33636953"
28/09/2010 22.00,"9,87970552","9,46878804","34,33454132","13,52869034","0,285545","35,0847483","1,4206534"
28/09/2010 23.00,"10,24691086","9,72349512","34,33454132","13,52869034","0,29679657","25,80781875","1,12612919"
29/09/2010 0.00,"9,36901988","8,90908063","34,33454132","13,52869034","0,28472251","20,8175457","1,09001552"
29/09/2010 1.00,"9,72649887","9,1110624","23,14611053","12,09937","0,28966444","13,4368856","1,46601567"
29/09/2010 2.00,,,"23,14611053","12,09937","0,22180901","14,40064416","1,29282464"
29/09/2010 3.00,"7,71618957","7,26321574","23,14611053","12,09937",,"18,16615479","1,07575718"
29/09/2010 4.00,"7,11633781","6,82842885","23,14611053","12,09937","0,2212102","17,69398817","0,82125496"
29/09/2010 5.00,"11,43040062","10,38783864","23,14611053","12,09937","0,23764952",,"0,7195753"
29/09/2010 6.00,"15,25566445","14,23684378","23,14611053","12,09937","0,25892591","32,97561435","0,57880928"
29/09/2010 7.00,"21,40088216","17,7776001","23,14611053","12,09937","0,3040417","33,3362904","0,76477281"
29/09/2010 8.00,"21,8126696","18,59931269","23,14611053","12,09937","0,32303353","37,5688824","1,06149884"
29/09/2010 9.00,"16,55831387","13,48244888","23,14611053","12,09937","0,2964727","54,2636409","1,15354445"
29/09/2010 10.00,"9,78810542","8,77767078","23,14611053","12,09937","0,25236347","71,3554044","0,94368956"
29/09/2010 11.00,"9,17771663","7,83590371","23,14611053","12,09937","0,18745433","81,38999505","0,72772249"
29/09/2010 12.00,"9,43711194","8,17578466","23,14611053","12,09937","0,24529541","85,8438924","0,65400931"
29/09/2010 13.00,"8,91832133","7,34433425","23,14611053","12,09937","0,31687301","89,66513535","1,13614867"
29/09/2010 14.00,"5,1773614","4,54904187","23,14611053","12,09937","0,19914394","95,43419655","0,64195277"
29/09/2010 15.00,"6,67293545","5,91505306","23,14611053","12,09937","0,23853142","98,3981082","0,39636965"
29/09/2010 16.00,"7,31818","6,67998499","23,14611053","12,09937","0,21860643","96,09134955","0,41415088"
29/09/2010 17.00,"6,55134372","6,15678149","23,14611053","12,09937","0,20343929","100,2183662","0,5549169"
29/09/2010 18.00,"8,20255457","7,67367051","23,14611053","12,09937","0,22372194","87,6725892","0,43391424"
29/09/2010 19.00,"14,27725963","13,72175098","23,14611053","12,09937","0,30008886","75,47565795","0,5508428"
29/09/2010 20.00,"15,63421942","15,38059644","23,14611053","12,09937","0,24484106","68,0569911","0,64800901"
29/09/2010 21.00,"12,72007903","12,51148557","23,14611053","12,09937","0,24959776","71,56741305","0,86590126"
29/09/2010 22.00,"10,24610017","10,04958672","23,14611053","12,09937","0,20721739","68,8855944","0,73735653"
29/09/2010 23.00,"9,23527166","8,87744468","23,14611053","12,09937","0,19612309","63,14695695","0,63826412"
30/09/2010 0.00,"5,64508249","5,28639702","23,14611053","12,09937","0,23630744","75,3278484","0,63622808"
30/09/2010 1.00,"4,62533641","4,45819128","67,83882141","38,34078979","0,21380663","65,2197819","0,50140744"
30/09/2010 2.00,"4,40809306","4,22863082","67,83882141","38,34078979","0,17258543","63,46372305","0,51329821"
30/09/2010 3.00,"4,47537251","4,17509291","67,83882141","38,34078979","0,16546379","59,09511195","0,51528034"
30/09/2010 4.00,"6,24331287","5,8112219","67,83882141","38,34078979","0,1453256","57,08650605","0,57275304"
30/09/2010 5.00,"8,82672314","8,49051706","67,83882141","38,34078979","0,15711773","55,76801055","0,63419103"
30/09/2010 6.00,"16,13436611","14,77789389","67,83882141","38,34078979","0,20656033","41,24401155","0,62824565"
30/09/2010 7.00,"24,49985176","20,09672608","67,83882141","38,34078979","0,3407858","33,6521787","0,91561324"
30/09/2010 8.00,"21,42439976","16,8252807","67,83882141","38,34078979","0,40796087","42,6309555","3,26410015"
30/09/2010 9.00,"10,83865574","9,77946701","67,83882141","38,34078979","0,23940168","65,110815","1,55773076"
30/09/2010 10.00,"10,25177498","8,99182052","67,83882141","38,34078979","0,27358278","74,406318","0,72139166"
30/09/2010 11.00,"9,96157736","8,88231263","67,83882141","38,34078979","0,25409582","81,7574142","0,75310172"
30/09/2010 12.00,"8,16283468","7,46357613","67,83882141","38,34078979","0,25019307","88,7182884","0,72733806"
30/09/2010 13.00,"10,00129534","8,27474595","67,83882141","38,34078979","0,28117159","87,5779863","2,53478097"
30/09/2010 14.00,"9,88781049","8,93260588","67,83882141","38,34078979","0,13446663","89,42358075","0,98101346"
30/09/2010 15.00,"11,50173351","10,53709127","67,83882141","38,34078979","0,11118527","91,7075565","1,33576441"
30/09/2010 16.00,"9,99156899","9,40146078","67,83882141","38,34078979","0,15117273","84,7973553","1,48440303"
30/09/2010 17.00,"11,16614118","10,64416901","67,83882141","38,34078979","0,11463367","79,7429031","0,69959125"
30/09/2010 18.00,"26,76306704","25,74653312","67,83882141","38,34078979","0,22804642","48,0139842","0,91544747"
30/09/2010 19.00,"49,27287096","38,59708512","67,83882141","38,34078979","0,48059163","12,1251312","2,53335005"
30/09/2010 20.00,"47,45142328","33,87039168","67,83882141","38,34078979","0,70015102","8,37652022","3,06442949"
30/09/2010 21.00,"32,44055984","27,1311844","67,83882141","38,34078979","0,660675","9,28199885","5,19777716"
30/09/2010 22.00,"24,34096456","20,91519592","67,83882141","38,34078979","0,61563493","8,35962656","3,52768621"
30/09/2010 23.00,"26,96329168","23,535286","67,83882141","38,34078979","0,79330093","7,01999004","3,64808375"
01/10/2010 0.00,"20,92749008","18,67881556","67,83882141","38,34078979","0,81053128","8,76506442","4,49879103"
01/10/2010 1.00,"18,3530012","17,87574688","36,0439415","24,27350044","0,58770522","16,01226302","4,30776284"
01/10/2010 2.00,,,"36,0439415","24,27350044","0,39264927","26,0350293","2,91881848"
01/10/2010 3.00,"15,14055822","14,63107332","36,0439415","24,27350044",,"21,147798","1,86221955"
