,Provincia di Lecce,,,,,,
,Campi Salentina,,,,,,
Parm,NOX,NO2,PM10,PM2.5,CO,O3,BENZENE



01/10/2010 4.00,"15,20783768","14,5491403","36,0439415","24,27350044","0,22010462","13,92172646","1,80733307"
01/10/2010 5.00,"13,78684119","13,30723894","36,0439415","24,27350044","0,2712621",,"1,82329896"
01/10/2010 6.00,"26,48422096","21,48787816","36,0439415","24,27350044","0,31746716","18,30382974","1,57529232"
01/10/2010 7.00,"41,85742752","31,89845048","36,0439415","24,27350044","0,3838244","16,68039051","2,12167659"
01/10/2010 8.00,"19,04607252","18,10044512","36,0439415","24,27350044","0,21465824","49,63573965","1,66172308"
01/10/2010 9.00,"17,52131753","16,09198281","36,0439415","24,27350044","0,18413524","54,3362988","1,00000695"
01/10/2010 10.00,"12,8262696","10,96052279","36,0439415","24,27350044","0,20464274","62,45856225","0,80237232"
01/10/2010 11.00,"11,68087835","10,12908194","36,0439415","24,27350044","0,1375865","70,47020295","0,68924226"
01/10/2010 12.00,"10,42200226","9,34468012","36,0439415","24,27350044","0,1799494","77,8854783","0,61051832"
01/10/2010 13.00,"8,04610708","7,21779235","36,0439415","24,27350044","0,22295887","87,67512285","0,59840789"
01/10/2010 14.00,"5,87124341","5,2417805","36,0439415","24,27350044","0,17750523","96,124287","0,51720654"
01/10/2010 15.00,"7,62702154","7,35812359","36,0439415","24,27350044","0,13858025","88,6895604","0,51528034"
01/10/2010 16.00,"9,68840036","9,04535843","36,0439415","24,27350044","0,15526072","79,5959115","0,64437527"
01/10/2010 17.00,"14,71822993","13,65360921","36,0439415","24,27350044","0,19683025","65,31943215","0,61822616"
01/10/2010 18.00,"35,21609552","29,7902028","36,0439415","24,27350044","0,30254584","26,21830995","0,77925083"
01/10/2010 19.00,"47,96697496","34,15267936","36,0439415","24,27350044","0,3734757","8,25995636","1,2312219"
01/10/2010 20.00,"39,64119008","30,06033016","36,0439415","24,27350044","0,35419495","9,58523087","1,63777578"
01/10/2010 21.00,"34,28147168","27,6592788","36,0439415","24,27350044","0,35861613","7,63406102","1,60430428"
01/10/2010 22.00,"27,52828768","24,02359168","36,0439415","24,27350044","0,37001682","7,21088561","1,84366743"
01/10/2010 23.00,"23,72489904","20,603712","36,0439415","24,27350044","0,28528054","7,09263198","1,64195972"
02/10/2010 0.00,"15,40886918","14,63431798","36,0439415","24,27350044","0,2163207","13,10915897","1,4723465"
02/10/2010 1.00,"14,70526083","13,75581708","39,02320099","23,19963074","0,31546336","8,70593861","1,85390659"
02/10/2010 2.00,"15,47777193","13,58791098","39,02320099","23,19963074","0,27294203","6,21333773","2,43767069"
02/10/2010 3.00,"12,37476036","10,99297134","39,02320099","23,19963074","0,15365069","6,09339633","1,99852704"
02/10/2010 4.00,"19,76832096","11,18440652","39,02320099","23,19963074","0,19878395","1,97566646","1,34281121"
02/10/2010 5.00,"29,74205864","12,07670059","39,02320099","23,19963074","0,24270445","1,94018937","1,3439116"
02/10/2010 6.00,"48,00913456","12,04911426","39,02320099","23,19963074","0,45813742","1,68087927","1,64041795"
02/10/2010 7.00,"57,44542816","17,91631378","39,02320099","23,19963074","0,45912417","4,40829365","2,13775129"
02/10/2010 8.00,"41,32078648","24,38052384","39,02320099","23,19963074","0,44473409","17,80379097","2,29222545"
02/10/2010 9.00,"11,65088481","10,7828827","39,02320099","23,19963074","0,1414543","60,44321325","1,97590082"
02/10/2010 10.00,"9,72163666","9,00398849","39,02320099","23,19963074","0,13358356","82,17383055","0,86419473"
02/10/2010 11.00,"6,59349567","6,1916621","39,02320099","23,19963074","0,11747627","91,46175255","0,73515472"
02/10/2010 12.00,"7,4738168","6,71081026","39,02320099","23,19963074","0,1593953","87,95386425","0,9090068"
02/10/2010 13.00,"7,37411174","6,55750036","39,02320099","23,19963074","0,12518624","91,4262615","0,76994731"
02/10/2010 14.00,"6,31788852","5,97589099","39,02320099","23,19963074","0,12225394","101,6483622","0,7228236"
02/10/2010 15.00,"6,15171278","5,84529183","39,02320099","23,19963074","0,11414088","97,71563865","0,63231873"
02/10/2010 16.00,"7,19739896","6,8146395","39,02320099","23,19963074","0,11615167","93,11137815","0,63793461"
02/10/2010 17.00,"10,63438148","10,20938403","39,02320099","23,19963074","0,14974561","78,3981933","0,68428743"
02/10/2010 18.00,"17,28056614","16,68333382","39,02320099","23,19963074","0,1863569","61,14680985","0,88059996"
02/10/2010 19.00,"37,38042216","33,67651488","39,02320099","23,19963074","0,39151806","16,12460346","1,40556926"
02/10/2010 20.00,"66,88900648","36,8960552","39,02320099","23,19963074","0,6150967","2,57368766","2,34562507"
02/10/2010 21.00,"54,34077992","31,14080136","39,02320099","23,19963074","0,36731518","3,83138952","2,70654108"
02/10/2010 22.00,"37,7192668","24,87207992","39,02320099","23,19963074","0,25290869","3,79591443","1,96731226"
02/10/2010 23.00,"30,8679972","26,36301928","39,02320099","23,19963074","0,30781747","15,01894653","1,8503837"
03/10/2010 0.00,"19,4238168","17,64618834","39,02320099","23,19963074","0,16540787","24,44451555","1,56158519"
03/10/2010 1.00,"15,84660055","14,98879705","30,86691093","19,04759979","0,15506966","25,279044","1,17661103"
03/10/2010 2.00,,,"30,86691093","19,04759979","0,09385357","32,49753255","1,03804682"
03/10/2010 3.00,,,"30,86691093","19,04759979",,"22,38439875","1,02681608"
03/10/2010 4.00,,,"30,86691093","19,04759979","0,25266404","20,34283545","1,07206852"
03/10/2010 5.00,,,"30,86691093","19,04759979","0,23468343",,"1,04850666"
03/10/2010 6.00,,,"30,86691093","19,04759979","0,19351116","6,98958425","1,05037794"
03/10/2010 7.00,,,"30,86691093","19,04759979","0,2345378","21,30913365","1,42280029"
03/10/2010 8.00,,,"30,86691093","19,04759979","0,29045431","29,9128704","1,30455065"
03/10/2010 9.00,,,"30,86691093","19,04759979","0,25272462","65,7451452","1,2900167"
03/10/2010 10.00,,,"30,86691093","19,04759979","0,26022722","88,89733965","0,76053294"
03/10/2010 11.00,,,"30,86691093","19,04759979","0,20336124","98,71234065","0,69001314"
03/10/2010 12.00,,,"30,86691093","19,04759979","0,20801891","102,8705591","0,60182094"
03/10/2010 13.00,,,"30,86691093","19,04759979","0,18858205","98,58733395","0,5549169"
03/10/2010 14.00,,,"30,86691093","19,04759979","0,09556728","98,4454296",
03/10/2010 15.00,,,"30,86691093","19,04759979","0,23333669","97,4951712",
03/10/2010 16.00,,,"30,86691093","19,04759979","0,19204326","98,6008401",
03/10/2010 17.00,,,"30,86691093","19,04759979","0,2091676","90,0612825",
03/10/2010 18.00,,,"30,86691093","19,04759979","0,35307539","66,2781294",
03/10/2010 19.00,,,"30,86691093","19,04759979","0,21994152","61,41709245",
03/10/2010 20.00,,,"30,86691093","19,04759979","0,30141929","38,71678545",
03/10/2010 21.00,,,"30,86691093","19,04759979","0,38666467","16,24961615",
03/10/2010 22.00,,,"30,86691093","19,04759979","0,33396473","13,8955361",
03/10/2010 23.00,,,"30,86691093","19,04759979","0,30755185","24,15819315",
04/10/2010 0.00,,,"30,86691093","19,04759979","0,24901992","30,7161372",
04/10/2010 1.00,,,"22,66028976","11,57509041","0,24422361","36,098328",
04/10/2010 2.00,,,"22,66028976","11,57509041","0,21598984","35,76637995",
04/10/2010 3.00,,,"22,66028976","11,57509041","0,20356744","44,6395614",
04/10/2010 4.00,,,"22,66028976","11,57509041","0,21293055","46,6262223",
04/10/2010 5.00,,,"22,66028976","11,57509041","0,18369487","45,39808035",
04/10/2010 6.00,,,"22,66028976","11,57509041","0,27344531","44,63112255",
04/10/2010 7.00,,,"22,66028976","11,57509041","0,22275616","44,67166095",
04/10/2010 8.00,,,"22,66028976","11,57509041","0,30548048","55,07706225",
04/10/2010 9.00,,,"22,66028976","11,57509041","0,2873822","60,3426852",
04/10/2010 10.00,,,"22,66028976","11,57509041","0,29707617","55,7232228",
04/10/2010 11.00,,,"22,66028976","11,57509041","0,26119184","71,26756455",
04/10/2010 12.00,,,"22,66028976","11,57509041","0,31842363","83,82768555",
04/10/2010 13.00,,,"22,66028976","11,57509041","0,2031096","84,6275808",
04/10/2010 14.00,,,"22,66028976","11,57509041","0,22954461","85,0254237",
04/10/2010 15.00,"6,34301602","5,50135554","22,66028976","11,57509041","0,22529702","86,9960049",
04/10/2010 16.00,"5,83719642","5,26287178","22,66028976","11,57509041","0,23624802","81,36126705","1,06975688"
04/10/2010 17.00,"6,68995798","5,96291234","22,66028976","11,57509041","0,29714141","77,5062288","0,91297005"
04/10/2010 18.00,"9,64381826","8,50349572","22,66028976","11,57509041","0,2803456","68,0688015","0,83589874"
04/10/2010 19.00,"10,75516252","9,75026312","22,66028976","11,57509041","0,27193314","63,6453279","0,79449972"
04/10/2010 20.00,"12,17697161","11,11870638","22,66028976","11,57509041","0,21383925","59,87220435","0,75486317"
04/10/2010 21.00,"10,69436666","10,09095666","22,66028976","11,57509041","0,16646452","58,07223555","0,79273828"
04/10/2010 22.00,"9,00911074","8,46537044","22,66028976","11,57509041","0,19841698","54,83885925","0,79097684"
04/10/2010 23.00,"8,10122813","7,40922753","22,66028976","11,57509041","0,2056959","52,90458705","0,79273828"
05/10/2010 0.00,"4,58642721","4,22538616","22,66028976","11,57509041","0,19048566","58,07223555","0,79273828"
05/10/2010 1.00,"6,02363746","5,51271282","24,17580986","9,08424854","0,15125079","54,9039162","0,79273828"
05/10/2010 2.00,,,"24,17580986","9,08424854","0,15621602","53,3953371","0,79273828"
05/10/2010 3.00,"6,28384154","6,08134353","24,17580986","9,08424854",,"50,89598115","0,79273828"
05/10/2010 4.00,"5,26895958","4,77698095","24,17580986","9,08424854","0,38137207","53,97478485","0,79273828"
05/10/2010 5.00,"4,0546675","3,43368241","24,17580986","9,08424854","0,30970127",,"0,79273828"
05/10/2010 6.00,"6,0860547","5,42997293","24,17580986","9,08424854","0,38558471","53,2255626","0,81151108"
05/10/2010 7.00,"8,7521475","7,59985202","24,17580986","9,08424854","0,4853192","50,759982","0,71698805"
05/10/2010 8.00,"12,20372049","9,79325635","24,17580986","9,08424854","0,49527878","57,45985035","1,00165856"
05/10/2010 9.00,"4,77124495","4,42736602","24,17580986","9,08424854","0,4234076","68,599272","0,72227238"
05/10/2010 10.00,"4,4510557","3,4701844","24,17580986","9,08424854","0,35661116","70,29619905","0,85219413"
05/10/2010 11.00,"3,78554394","3,26577057","24,17580986","9,08424854","0,33941693","72,15446175","0,74968867"
05/10/2010 12.00,"3,96306741","3,11894809","24,17580986","9,08424854","0,3256874","72,3580116","0,73669649"
05/10/2010 13.00,"4,90742715","3,83926923","24,17580986","9,08424854","0,37534553","71,20420335","0,71346415"
05/10/2010 14.00,"3,40942295","2,60709995","24,17580986","9,08424854","0,36164862","73,0565409","1,12728551"
05/10/2010 15.00,"3,71340036","3,23088995","24,17580986","9,08424854","0,37192742","69,6162432","1,22874449"
05/10/2010 16.00,"3,81796955","3,0824461","24,17580986","9,08424854","0,34250068","69,798666","0,9909231"
05/10/2010 17.00,"4,66019217","3,95688782","24,17580986","9,08424854","0,36284624","67,9437948","1,20892621"
05/10/2010 18.00,"6,12091046","5,50703418","24,17580986","9,08424854","0,40657568","59,6542905","0,73565"
05/10/2010 19.00,"8,36629825","7,0855699","24,17580986","9,08424854","0,4046744","54,99849915","0,71346415"
05/10/2010 20.00,"6,4419104","5,74632862","24,17580986","9,08424854","0,41823034","56,10923535","0,71252851"
05/10/2010 21.00,"3,85201462","3,53507959","24,17580986","9,08424854","0,34352122","60,87313575","0,9909231"
05/10/2010 22.00,"3,16056468","2,82368366","24,17580986","9,08424854","0,32177184","62,12830995","0,71346415"
05/10/2010 23.00,"2,93683774","2,45622212","24,17580986","9,08424854","0,3314425","60,8604675","1,18844688"
06/10/2010 0.00,"3,27080869","2,86180894","24,17580986","9,08424854","0,32257802","59,19817365","1,00969591"
06/10/2010 1.00,"2,9003606","2,30291222","18,90110016","5,03052521","0,31582917","57,7664619","1,17033512"
06/10/2010 2.00,"2,24944123","1,97033321","18,90110016","5,03052521","0,29446657","61,05304485","1,18910793"
06/10/2010 3.00,"2,92629879","2,3499589","18,90110016","5,03052521","0,3391816","59,4895833","0,75205523"
06/10/2010 4.00,"3,03816226","2,65982718","18,90110016","5,03052521","0,33592309","55,143795","0,73498997"
06/10/2010 5.00,"5,70831042","4,9886948","18,90110016","5,03052521","0,37949875","46,3221444","0,7513952"
06/10/2010 6.00,,,"18,90110016","5,03052521",,,
06/10/2010 7.00,,,"18,90110016","5,03052521",,,
06/10/2010 8.00,,,"18,90110016","5,03052521",,,
06/10/2010 9.00,,,"18,90110016","5,03052521",,,
06/10/2010 10.00,,,"18,90110016","5,03052521",,,
06/10/2010 11.00,,,"18,90110016","5,03052521",,,
06/10/2010 12.00,,,"18,90110016","5,03052521",,,
06/10/2010 13.00,,,"18,90110016","5,03052521",,,
06/10/2010 14.00,,,"18,90110016","5,03052521",,,
06/10/2010 15.00,,,"18,90110016","5,03052521",,,
06/10/2010 16.00,,,"18,90110016","5,03052521",,,
06/10/2010 17.00,,,"18,90110016","5,03052521",,,
06/10/2010 18.00,,,"18,90110016","5,03052521",,,
06/10/2010 19.00,,,"18,90110016","5,03052521",,,
06/10/2010 20.00,,,"18,90110016","5,03052521",,,
06/10/2010 21.00,,,"18,90110016","5,03052521",,,
06/10/2010 22.00,,,"18,90110016","5,03052521",,,
06/10/2010 23.00,,,"18,90110016","5,03052521",,,
07/10/2010 0.00,,,"18,90110016","5,03052521",,,
07/10/2010 1.00,,,"14,94505024","6,44688702",,,
07/10/2010 2.00,,,"14,94505024","6,44688702",,,
07/10/2010 3.00,,,"14,94505024","6,44688702",,,
07/10/2010 4.00,,,"14,94505024","6,44688702",,,
07/10/2010 5.00,,,"14,94505024","6,44688702",,,
07/10/2010 6.00,,,"14,94505024","6,44688702",,,
07/10/2010 7.00,,,"14,94505024","6,44688702",,,
07/10/2010 8.00,,,"14,94505024","6,44688702",,,
07/10/2010 9.00,,,"14,94505024","6,44688702",,,
07/10/2010 10.00,,,"14,94505024","6,44688702",,,"0,67382759"
07/10/2010 11.00,"17,40864337","15,1445371","14,94505024","6,44688702","0,50582669","62,7297027","0,65549515"
07/10/2010 12.00,"6,68590454","5,40969426","14,94505024","6,44688702","0,44942438","74,3066478","0,63419103"
07/10/2010 13.00,"5,87853769","4,62204777","14,94505024","6,44688702","0,44534688","75,17497155","0,51825303"
07/10/2010 14.00,"4,65289598","3,64621077","14,94505024","6,44688702","0,49450173","70,6391196","0,38249675"
07/10/2010 15.00,"7,34979301","5,7576859","14,94505024","6,44688702","0,43975255","66,9715914","0,48951566"
07/10/2010 16.00,"10,70409491","9,1564877","14,94505024","6,44688702","0,49527995","60,49811565","0,74566949"
07/10/2010 17.00,"13,95950053","12,02396954","14,94505024","6,44688702","0,47992874","53,95196205","0,75161487"
07/10/2010 18.00,"19,75939192","18,19615984","14,94505024","6,44688702","0,60427269","36,9404574","1,10884324"
07/10/2010 19.00,"16,92146768","15,78455998","14,94505024","6,44688702","0,55839615","33,93345375","1,23733305"
07/10/2010 20.00,"15,81822647","14,46478286","14,94505024","6,44688702","0,51589928","31,6233036","1,18910793"
07/10/2010 21.00,"16,8939062","15,85026012","14,94505024","6,44688702","0,51355647","28,35447615","1,14501182"
07/10/2010 22.00,"14,15404653","12,98196376","14,94505024","6,44688702","0,50123776","28,9862727","1,17226234"
07/10/2010 23.00,"12,92111054","11,73194596","14,94505024","6,44688702","0,55765754","28,5233928","1,20446666"
08/10/2010 0.00,"10,25825858","9,3738821","14,94505024","6,44688702","0,42781363","27,68212125","1,02109139"
08/10/2010 1.00,"6,61376096","5,87773847","13,91940975","5,51892614","0,42135837","32,28131445","0,99246488"
08/10/2010 2.00,"5,87205218","5,09252596","13,91940975","5,51892614","0,47533282","35,7723051","0,85659774"
08/10/2010 3.00,"6,87315435","5,64168869","13,91940975","5,51892614","0,48882352","32,97561435","0,81404341"
08/10/2010 4.00,"6,82695087","5,93695502","13,91940975","5,51892614","0,42965899","28,61378625","0,92431062"
08/10/2010 5.00,"11,94918931","10,35052787","13,91940975","5,51892614","0,53353971","21,9848601","1,06722455"
08/10/2010 6.00,"18,77289743","14,45342175","13,91940975","5,51892614","0,59763335","15,70059015","1,1253583"
08/10/2010 7.00,"31,26680216","18,51414265","13,91940975","5,51892614","0,61881655","10,97723015","1,50455183"
08/10/2010 8.00,"19,01932364","13,53842459","13,91940975","5,51892614","0,68239992","25,65915135","2,07714012"
08/10/2010 9.00,"10,95051921","8,70142214","13,91940975","5,51892614","0,52868283","42,10557225","1,39241233"
08/10/2010 10.00,"9,67462058","7,53171407","13,91940975","5,51892614","0,49847438","49,792008","1,16785771"
08/10/2010 11.00,"7,83697061","6,3725526","13,91940975","5,51892614","0,52943309","59,29445235","1,05896651"
08/10/2010 12.00,"8,16769881","6,26953404","13,91940975","5,51892614","0,23327844","64,60063365","0,95701124"
08/10/2010 13.00,"7,18037642","5,62059742","13,91940975","5,51892614","0,18984374","68,53928235","0,97110482"
08/10/2010 14.00,"5,6702119","4,30001343","13,91940975","5,51892614","0,28792859","71,4677229","0,79846399"
08/10/2010 15.00,"5,27058096","3,83764594","13,91940975","5,51892614","0,27673177","76,12858155","0,71489608"
08/10/2010 16.00,"5,55186293","4,60420307","13,91940975","5,51892614","0,34684497","77,23508835","0,67525851"
08/10/2010 17.00,"7,19091346","6,10648824","13,91940975","5,51892614","0,17453797","66,10159185","0,73042059"
08/10/2010 18.00,"11,28043672","10,01632939","13,91940975","5,51892614","0,18888145","56,2545312","0,80969472"
08/10/2010 19.00,"8,1093331","7,04825722","13,91940975","5,51892614","0,15862757","57,19040565","1,02340303"
08/10/2010 20.00,"6,52783568","5,41699427","13,91940975","5,51892614","0,2323278","57,3931176","0,97396768"
08/10/2010 21.00,"5,61995307","4,8078043","13,91940975","5,51892614","0,36859086","57,56881725","0,95128655"
08/10/2010 22.00,"4,6901838","4,02340439","13,91940975","5,51892614","0,45678718","58,74036105","0,89469355"
08/10/2010 23.00,"4,96822302","3,99825777","13,91940975","5,51892614","0,49082732","54,00602655","0,87201241"
