Comune Lecce,,,,,,
,Via_Romagna,,,,,,
Parm,NOX,NO2,PM10,CO,BENZENE,O3



25/11/2010 13.00,"7,4952159","4,74242538",,"0,27867499",,"70,2786231"
25/11/2010 14.00,"7,27213713","4,68401951",,"0,2953077",,"72,9653295"
25/11/2010 15.00,"4,71839345","3,20704158",,"0,22862543",,"76,83860205"
25/11/2010 16.00,"6,33183082","4,47765926",,"0,26384454",,"72,9423471"
25/11/2010 17.00,"11,61829859","9,22138098",,"0,34200323",,"58,287117"
25/11/2010 18.00,"11,8128465","9,85863719",,"0,35140361",,"55,1490219"
25/11/2010 19.00,"17,66220134","14,63740013",,"0,49302218",,"42,4034058"
25/11/2010 20.00,"16,36392848","13,73667414",,"0,49479065",,"44,44275465"
25/11/2010 21.00,"13,45481474","11,34599538",,"0,47170035",,"47,62003155"
25/11/2010 22.00,"15,0838158","12,96703104",,"0,53834068",,"40,7046234"
25/11/2010 23.00,"14,18890229","11,9261478",,"0,57145697",,"31,84037955"
26/11/2010 0.00,"15,86329614","12,7347173",,"0,592053",,"20,60705325"
26/11/2010 1.00,"12,04889438","10,14287129",,"0,57367979",,"30,12268455"
26/11/2010 2.00,,,,"0,3263165",,"46,6010454"
26/11/2010 3.00,"6,20991406","4,88389234",,,,"46,1374872"
26/11/2010 4.00,"7,67290189","6,14153138",,"0,23213674",,"44,09678175"
26/11/2010 5.00,"7,52375059","5,98448926",,"0,24171537",,
26/11/2010 6.00,"9,04380398","7,3109144",,"0,24291648",,"35,80827495"
26/11/2010 7.00,"13,84779766","11,1642961",,"0,40798999",,"24,022194"
26/11/2010 8.00,"25,91354632","17,84443979",,"0,43947528",,"11,74688519"
26/11/2010 9.00,"25,9978464","18,73347773",,"0,35554519",,"27,9049428"
26/11/2010 10.00,"13,04108089","9,91574481",,"0,28781209",,"57,46136655"
26/11/2010 11.00,"19,99414728","16,43494781",,"0,28943144",,"44,16030255"
26/11/2010 12.00,"17,34574048","14,23894889",,"0,29780313",,"42,54259695"
26/11/2010 13.00,"12,9282423","10,64643855",,"0,29459239",,"44,8076601"
26/11/2010 14.00,"13,18504493","10,19218368",,"0,30332406",,"45,4212024"
26/11/2010 15.00,"11,23179926","8,76193502",,"0,32397019",,"50,7094686"
26/11/2010 16.00,"8,78959784","6,92674389",,"0,30642296",,"60,61027455"
26/11/2010 17.00,"10,52365182","8,60099816",,"0,33564",,"53,99218125"
26/11/2010 18.00,"7,50040507","5,87027594",,"0,28979492",,"63,0293916"
26/11/2010 19.00,"11,32129234","8,96699894",,"0,36457394",,"54,51383385"
26/11/2010 20.00,"19,490928","15,74448254",,"0,47840143",,"37,4597559"
26/11/2010 21.00,"29,4698472","20,14295824",,"0,77347146",,"22,01121405"
26/11/2010 22.00,"36,59153096","24,39868784",,"0,94477889",,"22,07744805"
26/11/2010 23.00,"9,80772254","8,04940337",,"0,42668242",,"50,32162065"
27/11/2010 0.00,"7,26954254","5,6418493",,"0,28521181",,"60,92652195"
27/11/2010 1.00,"4,60036951","3,37965885",,"0,25967035",,"66,8999709"
27/11/2010 2.00,"5,86362218","4,58278676",,"0,24928088",,"50,17024005"
27/11/2010 3.00,"5,52251755","4,23365938",,"0,26922917",,"55,37607285"
27/11/2010 4.00,"4,5679439","3,15253046",,"0,29539624",,"48,7309473"
27/11/2010 5.00,"6,37203636","4,8514457",,"0,25772014",,"32,25122985"
27/11/2010 6.00,"6,57047328","5,00329674",,"0,27680866",,"34,48654755"
27/11/2010 7.00,"5,47971743","3,91178566",,"0,26291254",,"36,98269155"
27/11/2010 8.00,"14,8049659","10,8917405",,"0,36239655",,"21,91796775"
27/11/2010 9.00,"68,00555712","24,89186912",,"1,08011111",,"9,03586373"
27/11/2010 10.00,"56,47026992","23,6095672",,"0,89106423",,"12,22530614"
27/11/2010 11.00,"31,88091744","17,71984431",,"0,53814962",,"20,00025405"
27/11/2010 12.00,"20,02397448","13,84439239",,"0,40445189",,"34,7122419"
27/11/2010 13.00,"16,30815926","11,49005884",,"0,40358979",,"42,9804795"
27/11/2010 14.00,"16,10972234","11,4005065",,"0,51174606",,"46,8280764"
27/11/2010 15.00,"13,67140993","10,05721178",,"0,40867152",,"46,29020445"
27/11/2010 16.00,"22,79951016","16,65039579",,"0,60833388",,"25,1344464"
27/11/2010 17.00,"23,61012168","18,72049907",,"0,63909337",,"22,2274521"
27/11/2010 18.00,"23,67625776","19,11635573",,"0,63990887",,"17,52843908"
27/11/2010 19.00,"26,07436464","20,42719616",,"0,6534287",,"14,21870615"
27/11/2010 20.00,"33,81471424","23,43437064",,"0,7400814",,"12,16043871"
27/11/2010 21.00,"24,85909744","20,08974728",,"0,60034897",,"23,20861305"
27/11/2010 22.00,"28,77466312","21,97037136",,"0,52054763",,"16,82297316"
27/11/2010 23.00,"17,75298883","14,72695247",,"0,52218096",,"26,94540765"
28/11/2010 0.00,"18,30161046","14,77497426",,"0,55697718",,"21,98148855"
28/11/2010 1.00,"23,16135616","17,14358663",,"0,47994389",,"13,07807687"
28/11/2010 2.00,,,,"0,56514383",,"8,45203296"
28/11/2010 3.00,"26,81753992","17,6082294",,,,"18,05956394"
28/11/2010 4.00,"17,47543718","11,4666942",,"0,36012597",,"27,5981517"
28/11/2010 5.00,"14,61171623","10,14416954",,"0,35356818",,
28/11/2010 6.00,"14,65581269","10,22852698",,"0,31308676",,"21,76930035"
28/11/2010 7.00,"10,50419722","8,58023193",,"0,24397081",,"24,9844224"
28/11/2010 8.00,"6,55231693","5,28493434",,"0,22254879",,"40,94923035"
28/11/2010 9.00,"6,34350358","4,69310534",,"0,22084905",,"51,37709535"
28/11/2010 10.00,"4,53552021","3,27063852",,"0,21393012",,"58,68849105"
28/11/2010 11.00,"4,0556388","2,54253171",,"0,21521861",,"59,95076745"
28/11/2010 12.00,"4,41101077","2,82416931",,"0,22533663",,"56,922138"
28/11/2010 13.00,"4,51606561","3,14863762",,"0,24292231",,"58,0141212"
28/11/2010 14.00,"4,20219742","2,65285029",,"0,24369354",,"59,20475715"
28/11/2010 15.00,"3,57835389","2,08568034",,"0,24381237",,"60,346755"
28/11/2010 16.00,"3,75214704","2,6048285",,"0,24480728",,"57,8451846"
28/11/2010 17.00,"3,93242761","2,61910731",,"0,25219687",,"55,3490406"
28/11/2010 18.00,"5,21254029","3,85208537",,"0,26982099",,"50,49594375"
28/11/2010 19.00,"4,65354414","3,13825546",,"0,28047492",,"49,50937635"
28/11/2010 20.00,"4,98686693","3,6911485",,"0,28203369",,"48,27279555"
28/11/2010 21.00,"4,91164311","3,55097787",,"0,30023914",,"49,54045845"
28/11/2010 22.00,"4,6263077","3,81314749",,"0,28949784",,"53,47998495"
28/11/2010 23.00,"4,35913247","3,0344243",,"0,26195142",,"55,02874335"
29/11/2010 0.00,"3,46940622","2,62559473",,"0,25455483",,"56,5572525"
29/11/2010 1.00,"3,32414584","2,85531962",,"0,23839978",,"57,533007"
29/11/2010 2.00,"2,4149669","1,82480706",,"0,21675757",,"61,29276405"
29/11/2010 3.00,"2,22820274","1,5924895",,"0,2206044",,"65,82692025"
29/11/2010 4.00,"1,78463786","1,34459488",,"0,20323658",,"74,36272725"
29/11/2010 5.00,,,,"0,18802634",,"78,61443135"
29/11/2010 6.00,,,,"0,18534218",,"76,55886315"
29/11/2010 7.00,"2,97396304","2,00391366",,"0,21700805",,"71,13138585"
29/11/2010 8.00,"9,07882226","7,03965705",,"0,29492558",,"48,8552757"
29/11/2010 9.00,"43,91556168","22,1157216",,"0,63684725",,"15,43366713"
29/11/2010 10.00,"25,08737112","14,24674029",,"0,4763685",,"36,64888815"
29/11/2010 11.00,"7,47057405","5,13438346",,"0,33438995",,"58,98446925"
29/11/2010 12.00,"4,72747354","3,04870121",,"0,29632824",,"66,4837341"
29/11/2010 13.00,"5,15936566","3,35889262",,"0,27793988",,"69,58127085"
29/11/2010 14.00,"6,9893963","4,38810501",,"0,33522409",,"69,71776875"
29/11/2010 15.00,"5,32408063","3,83131914",,"0,2598684",,"70,7719068"
29/11/2010 16.00,"5,21513487","3,63533914",,"0,24571132",,"71,49898455"
29/11/2010 17.00,"13,14483748","11,21880722",,"0,32484627",,"44,63603025"
29/11/2010 18.00,"10,33559133","8,72040256",,"0,34603646",,"47,96061795"
29/11/2010 19.00,"8,11776502","6,58280759",,"0,32204212",,"53,39076855"
29/11/2010 20.00,"10,27333661","8,73727596",,"0,40861327",,"46,0347846"
29/11/2010 21.00,"12,53136846","10,50496776",,"0,47225256",,"40,02347055"
29/11/2010 22.00,"11,60403316","10,01827581",,"0,51119618",,"38,75309445"
29/11/2010 23.00,"7,97898823","6,64510629",,"0,41367985",,"48,1930554"
30/11/2010 0.00,"4,61204227","3,85987103",,"0,3408126",,"52,1055297"
30/11/2010 1.00,"3,85071829","3,57693518",,"0,29424755",,"52,2095889"
30/11/2010 2.00,,,,"0,37254137",,"42,4034058"
30/11/2010 3.00,"5,12175279","3,2589562",,,,"44,98874625"
30/11/2010 4.00,"2,47203436","1,90268091",,"0,1984962",,"63,5834829"
30/11/2010 5.00,"2,88317363","2,0389568",,"0,17403353",,
30/11/2010 6.00,"2,01160755","1,31344649",,"0,17763571",,"68,5163199"
30/11/2010 7.00,"3,16850904","2,49191534",,"0,18256948",,"70,07591115"
30/11/2010 8.00,"5,53029939","4,05455278",,"0,19683607",,"68,30008185"
30/11/2010 9.00,"7,37978655","5,41731931",,"0,22596457",,"63,67539255"
30/11/2010 10.00,"6,4770912","4,94619104",,"0,21659797",,"63,90783"
30/11/2010 11.00,"5,4459974","4,0493617",,"0,22991392",,"61,88739375"
30/11/2010 12.00,"5,0569054","3,52242406",,"0,22032131",,"62,8820808"
30/11/2010 13.00,"4,14383362","2,62040365",,"0,22116943",,"63,45239145"
30/11/2010 14.00,"5,58736686","4,00523274",,"0,25626156",,"58,42902135"
30/11/2010 15.00,"6,2501215","4,72814847",,"0,246514",,"55,1611914"
30/11/2010 16.00,"3,81699634","2,73202047",,"0,25356342",,"59,0939349"
30/11/2010 17.00,"4,16588281","3,04740487",,"0,25979733",,"58,70201715"
30/11/2010 18.00,"4,53162929","3,29399934",,"0,28259056",,"60,24131925"
30/11/2010 19.00,"4,6068531","3,13176422",,"0,29148766",,"62,0441808"
30/11/2010 20.00,"5,18530385","3,66129645",,"0,26281585",,"60,6467631"
30/11/2010 21.00,"4,28261041","2,94357371",,"0,26308846",,"62,89155705"
30/11/2010 22.00,"2,81702799","2,11033941",,"0,24432846",,"63,87405465"
30/11/2010 23.00,"2,34882126","1,85725562",,"0,22727869",,"62,42392905"
01/12/2010 0.00,"6,13209566","4,7774666",,"0,20309911",,"54,59898045"
01/12/2010 1.00,"2,59913647","2,02987289",,"0,21230261",,"59,88860325"
01/12/2010 2.00,"2,10109871","1,79625517",,"0,20203663",,"57,3573273"
01/12/2010 3.00,"2,74828968","2,28295859",,"0,20176053",,"59,64940275"
01/12/2010 4.00,"2,01160755","1,62493614",,"0,21781073",,"60,7305531"
01/12/2010 5.00,"1,96232193","1,53927663",,"0,2061619",,"61,37655405"
01/12/2010 6.00,"2,93505384","1,59638234",,"0,216457",,"61,26978165"
01/12/2010 7.00,"4,23073211","2,8864661",,"0,23335766",,"58,73174265"
01/12/2010 8.00,"8,82591246","7,06561436",,"0,24289668",,"49,7485968"
01/12/2010 9.00,"14,91780258","12,37520203",,"0,276804",,"36,03937575"
01/12/2010 10.00,"8,43033495","6,56204136",,"0,28548675",,"46,518612"
01/12/2010 11.00,"5,57309951","4,0350848",,"0,26296963",,"52,1501379"
01/12/2010 12.00,"5,25404407","4,04157413",,"0,2573986",,"53,1042666"
01/12/2010 13.00,"5,43173006","3,79238317",,"0,27070756",,"53,7543174"
01/12/2010 14.00,"5,59644503","4,02470073",,"0,30236876",,"55,60717365"
01/12/2010 15.00,"5,26701317","3,6768716",,"0,28342586",,"55,8950322"
01/12/2010 16.00,"5,70149987","4,41016949",,"0,27692982",,"56,00449785"
01/12/2010 17.00,"5,47193559","4,40108558",,"0,325734",,"53,87459595"
01/12/2010 18.00,"7,45760495","5,92219056",,"0,36789419",,"45,82935945"
01/12/2010 19.00,"11,94124495","10,32975782",,"0,48278299",,"34,4716848"
01/12/2010 20.00,"16,40802685","13,90799698",,"0,49058733",,"26,6048412"
01/12/2010 21.00,"12,6299397","10,3764871",,"0,49492812",,"33,96353835"
01/12/2010 22.00,"4,15550638","2,78523334",,"0,2987526",,"64,225434"
01/12/2010 23.00,"2,27359744","1,45361712",,"0,25596099",,"67,978428"
02/12/2010 0.00,"1,77166685","0,86957378",,"0,22619757",,"73,0572192"
02/12/2010 1.00,"1,17116883","0,62297931",,"0,19959246",,"78,1779054"
02/12/2010 2.00,,,,"0,19160289",,"75,94528095"
02/12/2010 3.00,"1,22304713","0,74757479",,,,"73,68159435"
02/12/2010 4.00,"1,56544809","0,82674498",,"0,15248452",,"69,39880815"
02/12/2010 5.00,"1,9286019","1,39131842",,"0,15369845",,
02/12/2010 6.00,"2,93894476","1,46010645",,"0,14851537",,"63,97001415"
02/12/2010 7.00,"4,61204227","3,27453135",,"0,19327583",,"61,15762275"
02/12/2010 8.00,"17,99422587","14,18184318",,"0,26952858",,"33,5067432"
02/12/2010 9.00,"59,66990632","27,43959",,"0,88658248",,"13,47946488"
02/12/2010 10.00,"30,1792948","18,46871353",,"0,47127396",,"30,2645889"
02/12/2010 11.00,"12,76352732","8,69963633",,"0,27566929",,"56,2842567"
02/12/2010 12.00,"6,51859498","4,18823409",,"0,21494367",,"68,8298541"
02/12/2010 13.00,"4,87662483","3,3043815",,"0,19470995",,"77,1278172"
02/12/2010 14.00,"6,43040016","4,28946684",,"0,2511041",,"75,33173865"
02/12/2010 15.00,"4,73006621","3,05259595",,"0,18769082",,"77,43594495"
02/12/2010 16.00,"8,37456574","6,29727525",,"0,21734473",,"65,02548885"
02/12/2010 17.00,"17,54158282","13,92875748",,"0,3884343",,"45,464454"
02/12/2010 18.00,"38,09862672","25,49799224",,"0,55711582",,"16,91892269"
02/12/2010 19.00,"42,854612","27,0450488",,"0,65002224",,"11,9496111"
02/12/2010 20.00,"32,31670048","23,77570088",,"0,49131429",,"18,65015177"
02/12/2010 21.00,"18,4909673","15,25388438",,"0,5153261",,"24,5789985"
02/12/2010 22.00,"28,82395448","22,28575576",,"0,58592976",,"15,44313141"
02/12/2010 23.00,"32,94312904","26,19753568",,"0,52839391",,"13,16997455"
03/12/2010 0.00,"24,38052384","18,54010187",,"0,52220659",,"22,3450374"
03/12/2010 1.00,"10,14104533","8,73727596",,"0,44721554",,"38,39766525"
03/12/2010 2.00,"7,98547374","6,57631826",,"0,38986492",,"33,1053492"
03/12/2010 3.00,"7,55876887","6,06755227",,"0,3019447",,"33,8865114"
03/12/2010 4.00,"4,56275665","3,46791486",,"0,19285876",,"51,4852044"
03/12/2010 5.00,"7,98547374","6,49974266",,"0,17466263",,"46,09018575"
03/12/2010 6.00,"5,34094256","3,79757425",,"0,17947291",,"44,58060915"
03/12/2010 7.00,"6,86488686","5,51206274",,"0,20852568",,"35,80153185"
03/12/2010 8.00,"20,3949216","13,71720424",,"0,27197391",,"16,53511062"
03/12/2010 9.00,"24,15615064","16,66207429",,"0,38515483",,"21,40170165"
03/12/2010 10.00,"16,34577213","11,61335225",,"0,33671529",,"35,87043915"
03/12/2010 11.00,"7,82983502","5,40693524",,"0,29321652",,"53,31104835"
03/12/2010 12.00,"7,85447879","5,71193557",,"0,29691307",,"53,7232353"
03/12/2010 13.00,"8,30971643","5,78721292",,"0,30060612",,"54,2029929"
03/12/2010 14.00,"9,10865328","5,92867989",,"0,32609515",,"59,28854715"
03/12/2010 15.00,"5,46415375","3,74695596",,"0,24371684",,"65,19849525"
03/12/2010 16.00,"7,47316863","5,63276538",,"0,26643434",,"61,2049242"
03/12/2010 17.00,"13,05015906","9,29665833",,"0,38441622",,"52,67045385"
03/12/2010 18.00,"9,75065508","8,09093392",,"0,36349864",,"54,1948932"
03/12/2010 19.00,"15,07992488","12,4816316",,"0,4997186",,"38,58822765"
03/12/2010 20.00,"20,23150296","16,35447746",,"0,580989",,"30,15241005"
03/12/2010 21.00,"12,83486022","10,20516234",,"0,4061656",,"44,6995311"
03/12/2010 22.00,"13,29009977","11,12535822",,"0,42869903",,"32,7174813"
03/12/2010 23.00,"14,46256494","12,106545",,"0,46190037",,"27,68870475"
04/12/2010 0.00,"11,32258867","9,59257283",,"0,39503752",,"32,9094003"
04/12/2010 1.00,"8,26561998","6,25704103",,"0,29598689",,"47,6051688"
04/12/2010 2.00,,,,"0,21697543",,"58,5074049"
04/12/2010 3.00,"3,83385636","2,83974446",,,,"60,0277944"
04/12/2010 4.00,"2,84167176","2,41014866",,"0,2571423",,"60,47242005"
04/12/2010 5.00,"4,04007512","2,6502557",,"0,26779739",,
04/12/2010 6.00,"4,59647859","3,10191408",,"0,25999072",,"53,8475637"
04/12/2010 7.00,"7,58989623","5,89104217",,"0,2971018",,"42,38447325"
04/12/2010 8.00,"12,69478901","10,13508371",,"0,34969106",,"32,80667775"
04/12/2010 9.00,"25,3752992","17,50179983",,"0,63401863",,"29,0766462"
04/12/2010 10.00,"19,24190912","13,38884692",,"0,53972586",,"29,1090849"
04/12/2010 11.00,"13,07220825","8,77361543",,"0,43843261",,"41,5344237"
04/12/2010 12.00,"6,73518826","3,8391048",,"0,31885118",,"58,6425462"
04/12/2010 13.00,"7,31493725","4,30374374",,"0,28623817",,"65,84854605"
04/12/2010 14.00,"7,84929154","4,59836191",,"0,32883989",,"67,248657"
04/12/2010 15.00,"6,33053258","4,07531902",,"0,34348744",,"67,4662317"
04/12/2010 16.00,"6,65477718","4,49712725",,"0,32354963",,"65,68906575"
04/12/2010 17.00,"10,54440467","8,31546582",,"0,43359553",,"47,2267572"
04/12/2010 18.00,"22,94088344","17,75488745",,"0,74351116",,"19,26370803"
04/12/2010 19.00,"23,78650368","19,65885896",,"0,6962506",,"23,83839465"
04/12/2010 20.00,"20,57908544","16,07024719",,"0,59477211",,"32,9526519"
04/12/2010 21.00,"17,06170332","13,62505731",,"0,60624154",,"30,5983923"
04/12/2010 22.00,"21,8916352","17,51867514",,"0,76769423",,"20,1962229"
04/12/2010 23.00,"11,71427526","9,55234053",,"0,47850744",,"46,5658935"
05/12/2010 0.00,"8,74031222","7,01110515",,"0,43230587",,"49,4837007"
05/12/2010 1.00,"6,00888255","4,62431731",,"0,35597857",,"54,4151811"
05/12/2010 2.00,"4,35135063","2,94746846",,"0,27494583",,"58,9898757"
05/12/2010 3.00,"4,22424661","2,90593599",,"0,26732906",,"54,2557008"
05/12/2010 4.00,"4,03099694","2,7956155",,"0,28844235",,"49,8823815"
05/12/2010 5.00,"3,50053549","2,61391432",,"0,28729017",,"47,7957312"
05/12/2010 6.00,"4,16328822","2,65804137",,"0,29328642",,"44,67521205"
05/12/2010 7.00,"5,4784211","3,41729657",,"0,32095517",,"39,5626455"
05/12/2010 8.00,"7,12817309","4,47506277",,"0,37279185",,"34,0108398"
05/12/2010 9.00,"7,05813653","4,34138146",,"0,37362133",,"40,0005081"
05/12/2010 10.00,"5,94014424","3,31995665",,"0,34589083",,"48,8863578"
05/12/2010 11.00,"5,01410337","3,21223266",,"0,35455144",,"56,4734625"
05/12/2010 12.00,"4,80788461","3,01625457",,"0,33340786",,"66,63238155"
05/12/2010 13.00,"4,39674342","2,63987163",,"0,33285448",,"73,45049355"
05/12/2010 14.00,"4,36821065","2,7839351",,"0,32685939",,"77,19000135"
05/12/2010 15.00,"3,48756448","2,16614878",,"0,32000337",,"78,8887638"
05/12/2010 16.00,"4,70153343","3,10710516",,"0,36076905",,"71,067885"
05/12/2010 17.00,"7,24749336","5,78072359",,"0,40591163",,"50,2837755"
05/12/2010 18.00,"31,589108","20,36230288",,"0,71352406",,"14,34844898"
05/12/2010 19.00,"46,19692184","25,75366488",,"0,97954132",,"11,46983754"
05/12/2010 20.00,"87,19041216","29,67972744",,"1,77049827",,"14,4025035"
05/12/2010 21.00,"94,4262232","28,50904808",,"1,69665824",,"13,96057709"
05/12/2010 22.00,"28,72797208","20,5271364",,"1,03177759",,"18,00685005"
05/12/2010 23.00,"24,76443432","19,10596974",,"0,89298765",,"20,88950535"
06/12/2010 0.00,"31,6876716","21,12805888",,"0,76032444",,"13,75921176"
06/12/2010 1.00,"15,90609817","13,40571267",,"0,53272421",,"27,1913712"
06/12/2010 2.00,,,,"0,43507042",,"41,1938373"
06/12/2010 3.00,"5,90123504","4,48804142",,,,"52,85830305"
06/12/2010 4.00,"6,32664166","4,72555198",,"0,42549994",,"45,3117567"
06/12/2010 5.00,"6,1333939","4,90336033",,"0,44807764",,
06/12/2010 6.00,"6,97772354","5,54191479",,"0,39019928",,"40,9005723"
06/12/2010 7.00,"10,34337317","8,56855343",,"0,34920875",,"38,4017151"
06/12/2010 8.00,"21,29631488","16,88920077",,"0,38215029",,"20,11376955"
06/12/2010 9.00,"19,84629232","14,71656649",,"0,43947179",,"28,2887409"
06/12/2010 10.00,"15,98391657","12,15456488",,"0,37738428",,"42,9723798"
06/12/2010 11.00,"10,57553203","7,79372117",,"0,31197768",,"55,7463648"
06/12/2010 12.00,"10,41600431","7,64446662",,"0,31152799",,"61,98606645"
06/12/2010 13.00,"6,01925898","4,40108558",,"0,2894128",,"77,7346164"
06/12/2010 14.00,"6,75334652","4,88129776",,"0,28538772",,"79,1239344"
06/12/2010 15.00,"4,84938839","3,31346732",,"0,26947266",,"83,39860095"
06/12/2010 16.00,"4,99853969","3,44585038",,"0,27835578",,"81,92010645"
06/12/2010 17.00,"6,95826894","5,40174416",,"0,32470065",,"73,9302711"
06/12/2010 18.00,"10,77785987","9,03838154",,"0,34814511",,"62,90911305"
06/12/2010 19.00,"8,49388792","6,90857415",,"0,39229395",,"61,71171405"
06/12/2010 20.00,"10,51327731","8,90340199",,"0,47995437",,"53,01642675"
06/12/2010 21.00,"9,47050884","7,89495583",,"0,4534448",,"55,3584969"
06/12/2010 22.00,"6,75723744","5,35372237",,"0,34649197",,"67,48245105"
06/12/2010 23.00,"11,02428417","9,18633975",,"0,34791327",,"58,74391215"
07/12/2010 0.00,"6,60419522","5,0162754",,"0,32343895",,"70,85841"
07/12/2010 1.00,"3,55760104","2,88127693",,"0,30547931",,"74,4005724"
07/12/2010 2.00,"1,92989823","1,1745741",,"0,30373065",,"75,50741835"
07/12/2010 3.00,"2,01549847","1,2822981",,"0,28703154",,"81,47143095"
07/12/2010 4.00,"2,04792217","1,48606376",,"0,27355598",,"79,7388333"
07/12/2010 5.00,"2,01679481","1,15510612",,"0,27855267",,"74,94522735"
07/12/2010 6.00,"2,37216678","1,88061643",,"0,28594576",,"66,0796269"
07/12/2010 7.00,"3,53166285","2,42961664",,"0,31836305",,"64,6052022"
07/12/2010 8.00,"5,02577613","3,45104146",,"0,30935294",,"65,96880465"
07/12/2010 9.00,"9,78567336","7,12791306",,"0,35648534",,"62,9009934"
07/12/2010 10.00,"10,0917597","7,09936116",,"0,33062234",,"62,06985645"
07/12/2010 11.00,"7,41350658","5,02017014",,"0,32815837",,"67,3946112"
07/12/2010 12.00,"5,29295327","3,49257392",,"0,30938672",,"76,49262915"
07/12/2010 13.00,"4,36042881","2,79431917",,"0,30690061",,"79,74559635"
07/12/2010 14.00,"3,99208774","2,54253171",,"0,30619462",,"79,142847"
07/12/2010 15.00,"4,13864637","2,71774548",,"0,2942126",,"77,4737901"
07/12/2010 16.00,"4,30336134","2,93059506",,"0,30037778",,"77,107548"
07/12/2010 17.00,"5,59644503","4,10646741",,"0,31973775",,"68,2649499"
07/12/2010 18.00,"9,44586698","7,53674454",,"0,34427148",,"53,00154405"
07/12/2010 19.00,"12,54823038","10,45565537",,"0,39700055",,"45,1860717"
07/12/2010 20.00,"8,01919377","6,39202058",,"0,39376185",,"54,44221335"
07/12/2010 21.00,"7,55617429","5,93387097",,"0,40389385",,"59,02500765"
07/12/2010 22.00,"7,10093665","5,54061654",,"0,43507741",,"58,2154965"
07/12/2010 23.00,"6,66904262","5,23561622",,"0,38524919",,"56,93971395"
08/12/2010 0.00,"4,68986067","3,44195754",,"0,3922823",,"55,71258945"
08/12/2010 1.00,"4,94147414","3,98187193",,"0,4148134",,"52,3677126"
08/12/2010 2.00,,,,"0,37766155",,"41,8803966"
08/12/2010 3.00,"3,67173597","2,83844622",,,,"57,20863995"
08/12/2010 4.00,"2,9402411","1,79495692",,"0,19262926",,"60,0075252"
08/12/2010 5.00,"9,19944078","7,56919118",,"0,19365912",,
08/12/2010 6.00,"8,22281986","6,37514718",,"0,1886368",,"39,06124215"
08/12/2010 7.00,"5,76505284","4,1947215",,"0,19961576",,"47,4511149"
08/12/2010 8.00,"10,51586998","8,66589335",,"0,21044793",,"35,45420235"
08/12/2010 9.00,"7,19950598","5,33425438",,"0,21226184",,"47,8470825"
08/12/2010 10.00,"4,1010335","2,6333823",,"0,20716613",,"61,663056"
08/12/2010 11.00,"7,10742024","4,76448986",,"0,21232358",,"64,30381755"
08/12/2010 12.00,"5,83898032","3,96889327",,"0,21738434",,"73,1518221"
08/12/2010 13.00,"2,71716232","1,86114845",,"0,22294489",,"80,74026345"
08/12/2010 14.00,"2,80665348","1,72746906",,"0,22111933",,"78,1698057"
08/12/2010 15.00,"3,46162629","2,0960625",,"0,22919395",,"73,0410198"
08/12/2010 16.00,"4,44213813","3,20963807",,"0,22695365",,"70,3962084"
08/12/2010 17.00,"4,75730265","3,19146834",,"0,23659053",,"67,8230175"
08/12/2010 18.00,"4,72098803","3,77031869",,"0,24946495",,"67,28514555"
08/12/2010 19.00,"6,16322302","4,87480652",,"0,25813721",,"62,73746325"
08/12/2010 20.00,"6,09189012","4,68791426",,"0,24480262",,"63,782145"
08/12/2010 21.00,"4,73395713","3,1732986",,"0,27099997",,"69,70424265"
08/12/2010 22.00,"4,18793199","3,09023367",,"0,25246133",,"73,40859855"
08/12/2010 23.00,"3,07901788","2,3231909",,"0,22817923",,"72,86260695"
09/12/2010 0.00,"3,4590317","2,13240389",,"0,22578865",,"68,83390395"
09/12/2010 1.00,"2,05440767","1,17846694",,"0,22684531",,"67,64193135"
09/12/2010 2.00,"3,98690049","2,88906259",,"0,22228433",,"61,7995539"
09/12/2010 3.00,"5,39930636","4,32321173",,"0,2236334",,"57,09376785"
09/12/2010 4.00,"3,7703053","2,57108552",,"0,21344198",,"59,6074878"
09/12/2010 5.00,"1,91173997","0,91370274",,"0,22140359",,"60,2494389"
09/12/2010 6.00,"2,26711194","1,5756161",,"0,22141524",,"58,80471975"
09/12/2010 7.00,"2,16594802","1,75342446",,"0,22333283",,"57,5965278"
09/12/2010 8.00,"8,27340182","6,28300026",,"0,25278869",,"43,57377255"
09/12/2010 9.00,"14,36399369","10,06759394",,"0,32112876",,"38,2895562"
09/12/2010 10.00,"9,27077558","6,32063798",,"0,28972968",,"46,895667"
09/12/2010 11.00,"10,97240587","7,10455224",,"0,27016583",,"45,7455495"
09/12/2010 12.00,"9,0541804","5,8209559",,"0,27220225",,"51,6446847"
09/12/2010 13.00,"6,53026774","4,16487136",,"0,30263788",,"61,22924325"
09/12/2010 14.00,"11,28886673","7,64576487",,"0,39146097",,"54,08271435"
09/12/2010 15.00,"10,21367456","7,63278622",,"0,32039481",,"48,6566136"
09/12/2010 16.00,"15,78807232","12,28695176",,"0,36817262",,"33,3067245"
09/12/2010 17.00,"28,32461656","19,27988144",,"0,56821477",,"18,62987459"
09/12/2010 18.00,"22,65035504","17,87169918",,"0,53824165",,"19,14883194"
09/12/2010 19.00,"18,24713758","14,89956783",,"0,53607359",,"23,4099684"
09/12/2010 20.00,"21,20811432","16,52061497",,"0,5566405",,"21,17195745"
09/12/2010 21.00,"19,87611952","16,20912149",,"0,63830816",,"21,58280775"
