Comune Lecce,,,,,,
,Via_Romagna,,,,,,
Parm,NOX,NO2,PM10,CO,BENZENE,O3



27/06/2010 10.00,"13,12797746","11,48097493",,"0,60863678",,"90,0545394"
27/06/2010 11.00,"10,72209066","8,8722536",,"0,60131126",,"96,2158575"
27/06/2010 12.00,"9,53016898","8,16231844",,"0,57576164",,"101,3527431"
27/06/2010 13.00,"9,09568227","7,6976795",,"0,57013353",,"90,33565485"
27/06/2010 14.00,"5,8091493","4,32840281",,"0,53274751",,"104,0664618"
27/06/2010 15.00,"5,15547474","3,88842484",,"0,52470668",,"106,359854"
27/06/2010 16.00,"4,89089218","3,37965885",,"0,52921873",,"104,2920963"
27/06/2010 17.00,"6,48746762","5,0331488",,"0,56129001",,"104,6056704"
27/06/2010 18.00,"8,44589863","6,78657326",,"0,57366231",,"102,708186"
27/06/2010 19.00,"12,96974608","11,71588325",,"0,58357879",,"96,53072835"
27/06/2010 20.00,"12,56119948","11,13444214",,"0,62753191",,"85,24333755"
27/06/2010 21.00,"15,73749227","14,22337565",,"0,65084822",,"78,4211757"
27/06/2010 22.00,"18,31198498","16,55954329",,"0,65955776",,"71,6746842"
27/06/2010 23.00,"15,05657936","13,96120794",,"0,66786654",,"70,61918955"
28/06/2010 0.00,"14,65711094","13,25776211",,"0,65634236",,"72,5896311"
28/06/2010 1.00,"11,01520599","9,8417657",,"0,64852521",,"71,3476239"
28/06/2010 2.00,"10,70522873","9,79374391",,"0,66960822",,"67,308108"
28/06/2010 3.00,"10,0917597","9,54714754",,"0,64379065",,"58,0641159"
28/06/2010 4.00,"9,75843692","8,66329686",,"0,65040086",,"53,898915"
28/06/2010 5.00,"12,16562198","11,57052918",,"0,65236622",,"61,9820166"
28/06/2010 6.00,"16,07470406","14,13252123",,"0,65728019",,"65,22415095"
28/06/2010 7.00,"16,55847639","13,55107821",,"0,6671955",,"71,043546"
28/06/2010 8.00,"21,0356328","16,15979762",,"0,66862496",,"72,50989095"
28/06/2010 9.00,"19,4247728","14,89308042",,"0,63780488",,"81,9660513"
28/06/2010 10.00,"15,42135454","11,83032792",,"0,62254222",,"96,0469209"
28/06/2010 11.00,,,,,,"98,81875395"
28/06/2010 12.00,"13,38607452","10,06889218",,"0,26562117",,"100,7189117"
28/06/2010 13.00,"13,26675425","10,24799687",,"0,24443448",,"101,7000527"
28/06/2010 14.00,"9,1968481","7,34206279",,"0,22472501",,"105,4611863"
28/06/2010 15.00,"12,36276256","9,77167943",,"0,22104594",,"108,6330567"
28/06/2010 16.00,"15,66486113","12,66463294",,"0,23720682",,"107,1653352"
28/06/2010 17.00,"16,87364091","14,20780241",,"0,24754153",,"104,8475442"
28/06/2010 18.00,"17,27700026","14,57639968",,"0,26598698",,"104,0610753"
28/06/2010 19.00,"19,36901888","17,36422761",,"0,27931225",,"102,0311828"
28/06/2010 20.00,"20,7840136","19,24613464",,"0,33990506",,"99,40935375"
28/06/2010 21.00,"29,19360144","28,05479512",,"0,32636427",,"89,54503635"
28/06/2010 22.00,"22,17436264","21,27600944",,"0,30877393",,"89,6328762"
28/06/2010 23.00,"21,71265288","20,94244192",,"0,30604084",,"87,727332"
29/06/2010 0.00,"16,79971343","15,91191065",,"0,31198817",,"83,55265485"
29/06/2010 1.00,"16,6272147","15,79120226",,"0,3243162",,"75,2803674"
29/06/2010 2.00,,,,"0,29796972",,"74,20596015"
29/06/2010 3.00,"10,75710702","10,07538151",,,,"84,5054469"
29/06/2010 4.00,"12,46651915","11,34599538",,"0,22299382",,"85,8474435"
29/06/2010 5.00,"17,7906017","16,50373774",,"0,25515015",,
29/06/2010 6.00,"25,3960444","23,19426168",,"0,27696594",,"57,7519383"
29/06/2010 7.00,"38,15956216","32,32868872",,"0,33383192",,"60,68460825"
29/06/2010 8.00,"30,77071464","25,78221104",,"0,26343213",,"83,89998435"
29/06/2010 9.00,"32,70709264","26,95679088",,"0,24141247",,"94,48597305"
29/06/2010 10.00,"29,95102112","24,69330792",,"0,23572377",,"102,2338748"
29/06/2010 11.00,"25,68917312","21,4667888",,"0,22961218",,"107,4207152"
29/06/2010 12.00,"48,07884608","43,6474228",,"0,23606628",,"104,2353386"
29/06/2010 13.00,"25,21706208","21,56932936",,"0,20041728",,"97,10915865"
29/06/2010 14.00,"17,12784705","14,18963458",,"0,18698017",,"101,5433055"
29/06/2010 15.00,"16,57403816","13,67826636",,"0,18835254",,"100,92705"
29/06/2010 16.00,"18,72831342","15,52254332",,"0,18770946",,"94,671129"
29/06/2010 17.00,"22,49341808","18,68935068",,"0,22754664",,"89,74369845"
29/06/2010 18.00,"26,3687744","22,97103568",,"0,24687282",,"87,39215205"
29/06/2010 19.00,"29,33755592","26,83220496",,"0,28532015",,"81,60385905"
29/06/2010 20.00,"25,40124504","23,72120888",,"0,28213388",,"76,6777851"
29/06/2010 21.00,"21,38061496","19,83147432",,"0,2821164",,"79,1725725"
29/06/2010 22.00,"20,10959384","18,91518656",,"0,24664565",,"77,22918315"
29/06/2010 23.00,"19,676392","18,53361254",,"0,24778502",,"77,27917785"
30/06/2010 0.00,"17,45338799","16,65948162",,"0,2548321",,"78,88471395"
30/06/2010 1.00,"11,83489378","11,50044482",,"0,23555135",,"83,866209"
30/06/2010 2.00,"10,31094947","9,19542366",,"0,26889831",,"72,2625708"
30/06/2010 3.00,"7,38497381","6,97476568",,"0,23458906",,"72,18283065"
30/06/2010 4.00,"7,89468433","6,66067953",,"0,22703637",,"72,0057744"
30/06/2010 5.00,"10,97759313","10,21684083",,"0,24445778",,"62,98480335"
30/06/2010 6.00,"21,79435264","19,34087424",,"0,31382188",,"49,5080397"
30/06/2010 7.00,"23,3611028","20,08454664",,"0,26654152",,"75,4384911"
30/06/2010 8.00,"24,24433208","19,6757228",,"0,25999538",,"84,97305495"
30/06/2010 9.00,"18,12392448","14,45309671",,"0,24921098",,"95,14145025"
30/06/2010 10.00,"17,68814144","13,99884184",,"0,24076123",,"99,4971936"
30/06/2010 11.00,"18,82688466","14,92552706",,"0,2493799",,"102,6704207"
30/06/2010 12.00,"17,5960557","14,22467772",,"0,24108044",,"105,5219141"
30/06/2010 13.00,"20,57260376","16,27401859",,"0,23585658",,"104,5610822"
30/06/2010 14.00,"9,88813362","7,68859558",,"0,22508616",,"110,6588994"
30/06/2010 15.00,"14,17982411","10,58025085",,"0,19957848",,"108,7492256"
30/06/2010 16.00,"8,79089418","7,06172344",,"0,19550797",,"113,8023411"
30/06/2010 17.00,"10,80898723","8,82812655",,"0,23374094",,"118,0257162"
30/06/2010 18.00,"12,5067266","10,58804225",,"0,23524612",,"110,4615939"
30/06/2010 19.00,"16,50400351","14,78795292",,"0,27357928",,"100,92705"
30/06/2010 20.00,"27,98611608","26,43246312",,"0,3081425",,"93,6872748"
30/06/2010 21.00,"22,42080032","21,17086856",,"0,30186665",,"102,7392482"
30/06/2010 22.00,"23,03036504","22,06901144",,"0,2927179",,"102,0216467"
30/06/2010 23.00,"15,69858116","15,43039639",,"0,29457375",,"103,4771987"
01/07/2010 0.00,"15,03323384","13,66269312",,"0,31018009",,"105,7193193"
01/07/2010 1.00,"10,70004147","9,90146599",,"0,29095875",,"111,5967689"
01/07/2010 2.00,,,,,,
01/07/2010 3.00,"7,23063334","6,14672246",,,,"116,8863717"
01/07/2010 4.00,"8,67416658","7,92870072",,"0,20636461",,"109,6804118"
01/07/2010 5.00,"13,0060607","11,63022756",,"0,21809965",,
01/07/2010 6.00,"26,65282112","24,71017176",,"0,26743041",,"83,86754565"
01/07/2010 7.00,"33,09878496","28,45843744",,"0,26887385",,"97,6605567"
01/07/2010 8.00,"26,0276736","21,9080784",,"0,24207302",,"115,2741324"
01/07/2010 9.00,"28,21048928","23,9158696",,"0,23421393",,"114,9984434"
01/07/2010 10.00,"22,8578644","19,43821416",,"0,23079349",,"116,4417062"
01/07/2010 11.00,"30,5385596","25,56806704",,"0,25128584",,"117,0242861"
01/07/2010 12.00,"19,022727","15,76784718",,"0,23137133",,"117,4647821"
01/07/2010 13.00,"13,74274282","11,04229521",,"0,19962974",,"114,6253584"
01/07/2010 14.00,"9,9944867","7,85731811",,"0,18026278",,"114,6213086"
01/07/2010 15.00,"10,12159073","8,1584237",,"0,16960653",,"116,9444462"
01/07/2010 16.00,"10,57034286","8,61527506",,"0,17544434",,"118,697333"
01/07/2010 17.00,"11,34852878","9,68342342",,"0,21621468",,"122,9516904"
01/07/2010 18.00,"25,96541888","22,93598872",,"0,23570397",,"113,8509792"
01/07/2010 19.00,"51,01778128","47,65656176",,"0,27662692",,"86,7069693"
01/07/2010 20.00,"37,42546888","35,87317344",,"0,33560971",,"94,20759075"
01/07/2010 21.00,"28,78244496","27,2747756",,"0,31850751",,"91,25734485"
01/07/2010 22.00,"22,96552912","21,7302624",,"0,30268331",,"91,4330445"
01/07/2010 23.00,"19,76199224","18,32075532",,"0,29219365",,"97,62542475"
02/07/2010 0.00,"18,6595751","17,4018615",,"0,2919956",,"99,82694715"
02/07/2010 1.00,"19,3923644","18,24938036",,"0,27428527",,"97,07133345"
02/07/2010 2.00,"11,49897832","10,97221085",,"0,25125555",,"106,3017795"
02/07/2010 3.00,"12,0527853","10,99037867",,"0,2576549",,"105,5760384"
02/07/2010 4.00,"11,30183774","10,58543619",,"0,24781997",,"106,1977004"
02/07/2010 5.00,"12,23954946","11,37844393",,"0,25149787",,"109,2682248"
02/07/2010 6.00,"17,24198198","15,90411925",,"0,28466892",,"103,4893682"
02/07/2010 7.00,"22,40651768","19,69000544",,"0,28296569",,"101,5648914"
02/07/2010 8.00,"35,89764704","30,96721088",,"0,3003871",,"98,7376572"
02/07/2010 9.00,"19,03569801","15,81197232",,"0,27550153",,"115,6133024"
02/07/2010 10.00,"20,92796808","17,49531242",,"0,26461694",,"115,1781729"
02/07/2010 11.00,"30,69289624","25,38766984",,"0,27586734",,"111,2386265"
02/07/2010 12.00,"19,18613608","15,63416014",,"0,24031038",,"112,5779099"
02/07/2010 13.00,"14,76476036","11,88980259",,"0,23295224",,"113,8064109"
02/07/2010 14.00,"10,96462403","8,56336044",,"0,21262765",,"118,9230672"
02/07/2010 15.00,"12,32774428","9,79504216",,"0,25940356",,"120,9637328"
02/07/2010 16.00,"12,2667859","9,86642477",,"0,28056462",,"119,2122824"
02/07/2010 17.00,"13,52614955","10,37908168",,"0,23387958",,"109,2046641"
02/07/2010 18.00,"13,75441558","11,75353053",,"0,26530196",,"111,508929"
02/07/2010 19.00,"16,88531367","15,20586258",,"0,30280447",,"110,1587928"
02/07/2010 20.00,"18,98641238","17,65884195",,"0,31677515",,"103,1609712"
02/07/2010 21.00,"16,22385536","15,41482315",,"0,31169692",,"102,3744026"
02/07/2010 22.00,"16,39765234","15,22273981",,"0,30441567",,"93,49266255"
02/07/2010 23.00,"20,9214864","19,68740512",,"0,29003491",,"87,224592"
03/07/2010 0.00,"21,52198824","20,73998024",,"0,29623737",,"83,6310384"
03/07/2010 1.00,"22,67500072","21,69133408",,"0,2936534",,"85,4352366"
03/07/2010 2.00,,,,"0,27037903",,"85,7204019"
03/07/2010 3.00,"12,30310242","10,73469838",,,,"90,8208189"
03/07/2010 4.00,"10,48993179","9,09548725",,"0,1971879",,"93,5291511"
03/07/2010 5.00,"10,22664557","9,4095734",,"0,19809544",,
03/07/2010 6.00,"20,33914856","18,93854355",,"0,21613779",,"78,53199795"
03/07/2010 7.00,"22,43376368","20,43627816",,"0,23306291",,"81,94847535"
03/07/2010 8.00,"24,38312416","20,56606472",,"0,25146176",,"82,87423515"
03/07/2010 9.00,"20,67246752","17,05793286",,"0,23741186",,"89,81128905"
03/07/2010 10.00,"16,00077658","12,97612451",,"0,19856726",,"109,1952278"
03/07/2010 11.00,"15,15385236","12,209076",,"0,18600856",,"113,9239962"
03/07/2010 12.00,"11,06189703","8,86576427",,"0,17488747",,"114,1172319"
03/07/2010 13.00,"10,71301057","8,54648895",,"0,15353069",,"116,7633999"
03/07/2010 14.00,"6,64440076","5,08376518",,"0,14271134",,"114,5537778"
03/07/2010 15.00,"4,64706055","3,30048866",,"0,12429385",,"117,2080655"
03/07/2010 16.00,"5,35261341","4,04546696",,"0,13614773",,"116,0254694"
03/07/2010 17.00,"6,77020845","5,70804274",,"0,16809785",,"113,9307992"
03/07/2010 18.00,"10,82455091","9,38750892",,"0,19452471",,"112,8820277"
03/07/2010 19.00,"16,88012642","15,30710298",,"0,24406401",,"109,0870788"
03/07/2010 20.00,"30,41535032","28,92047224",,"0,2941893",,"97,23891345"
03/07/2010 21.00,"45,83767616","44,32492088",,"0,39868863",,"77,63596365"
03/07/2010 22.00,"33,5229048","32,10676288",,"0,40123998",,"79,7185641"
03/07/2010 23.00,"51,03076376","49,61894296",,"0,40570543",,"53,9746053"
04/07/2010 0.00,"37,796416","37,04255264",,"0,37654431",,"71,25032775"
04/07/2010 1.00,"36,65636688","35,56427072",,"0,3590099",,"72,7098897"
04/07/2010 2.00,"29,73182944","29,12423408",,"0,33576349",,"80,71189455"
04/07/2010 3.00,"24,79296136","24,19232568",,"0,33061535",,"81,764676"
04/07/2010 4.00,"17,67517043","17,25520346",,"0,27747504",,"96,20638125"
04/07/2010 5.00,"12,4418773","12,17013812",,"0,23599522",,"100,2972485"
04/07/2010 6.00,"12,55471398","11,27331834",,"0,22937219",,"99,40935375"
04/07/2010 7.00,"13,69216086","12,3310769",,"0,25583167",,"99,53368215"
04/07/2010 8.00,"10,10602705","8,41799873",,"0,19540312",,"113,5279688"
04/07/2010 9.00,"10,10602705","8,30508366",,"0,19947363",,"127,5304748"
04/07/2010 10.00,"14,25375159","11,80025025",,"0,21268357",,"131,8835249"
04/07/2010 11.00,"13,64287715","11,3446933",,"0,20839171",,"140,1693384"
04/07/2010 12.00,"12,0657563","9,89887141",,"0,19358805",,"139,0895048"
04/07/2010 13.00,"11,33426143","9,2330633",,"0,17252602",,"140,5463735"
04/07/2010 14.00,"9,70007312","8,22721172",,"0,16664393",,"148,1010594"
04/07/2010 15.00,"7,34606461","6,12465989",,"0,16935722",,"158,7357062"
04/07/2010 16.00,"5,36039716","4,25831845",,"0,17208565",,"162,9806273"
04/07/2010 17.00,"5,38503902","4,13112647",,"0,19044022",,"158,034344"
04/07/2010 18.00,"7,56655071","6,29727525",,"0,21715251",,"146,0265786"
04/07/2010 19.00,"8,55743898","7,58346809",,"0,24572996",,"143,7750216"
04/07/2010 20.00,"15,32505284","14,35446046",,"0,28815809",,"143,3425256"
04/07/2010 21.00,"23,23399304","22,412942",,"0,31320909",,"133,7485307"
04/07/2010 22.00,"21,16792408","20,1715044",,"0,33120717",,"135,7771065"
04/07/2010 23.00,"15,47679872","14,27010493",,"0,30639151",,"145,0062558"
05/07/2010 0.00,"13,02940813","11,64190414",,"0,30400559",,"139,5314372"
05/07/2010 1.00,"12,00220334","11,1681832",,"0,29549293",,"122,5125111"
05/07/2010 2.00,,,,"0,28438466",,"113,1564"
05/07/2010 3.00,"9,35118857","8,23370105",,,,"115,1943324"
05/07/2010 4.00,"9,36804858","8,24019038",,"0,26386085",,"116,8539729"
05/07/2010 5.00,"16,29519017","14,81779733",,"0,31357257",,
05/07/2010 6.00,"13,93599249","13,01376032",,"0,2790676",,"127,8940037"
05/07/2010 7.00,"17,66998318","15,89114059",,"0,27417227",,"128,4914064"
05/07/2010 8.00,"22,38967296","19,58486456",,"0,32340517",,"126,2817843"
05/07/2010 9.00,"22,15231728","19,42653184",,"0,30169073",,"137,8461809"
05/07/2010 10.00,"25,8305464","21,45382544",,"0,28480056",,"129,4022636"
05/07/2010 11.00,"18,4261199","15,42001041",,"0,26317816",,"122,0583893"
05/07/2010 12.00,"13,33419622","10,5932295",,"0,27999843",,"123,755835"
05/07/2010 13.00,"15,85810888","12,31809824",,"0,23434558",,"124,1302167"
05/07/2010 14.00,"15,12142866","11,00725207",,"0,15462929",,"122,5936478"
05/07/2010 15.00,"6,0101808","4,4984255",,"0,14494581",,"125,9317416"
05/07/2010 16.00,"9,92963931","7,89625408",,"0,15713171",,"124,101788"
05/07/2010 17.00,"8,35900206","6,75801945",,"0,162288",,"122,7558014"
05/07/2010 18.00,"14,95541544","12,91771674",,"0,23174879",,"113,6239283"
05/07/2010 19.00,"17,80097812","16,37265485",,"0,26898219",,"101,0405655"
05/07/2010 20.00,"39,6523944","38,1249932",,"0,30442382",,"66,07829025"
05/07/2010 21.00,"41,69123648","40,3106004",,"0,33155434",,"60,8751507"
05/07/2010 22.00,"58,80998432","56,62745544",,"0,47309019",,"44,5643898"
05/07/2010 23.00,"56,30166976","49,40868032",,"0,58289494",,"66,90809055"
06/07/2010 0.00,"28,40373512","26,88929728",,"0,45551733",,"80,3172636"
06/07/2010 1.00,"24,5076336","23,3863412",,"0,44827919",,"79,0820394"
06/07/2010 2.00,"28,16897976","27,09955992",,"0,44272563",,"66,4242432"
06/07/2010 3.00,"24,24175088","23,36427672",,"0,47636734",,"51,63117855"
06/07/2010 4.00,"18,06166976","17,0345663",,"0,45324092",,"58,6114641"
06/07/2010 5.00,"23,03036504","21,96647088",,"0,4122236",,"56,9451204"
06/07/2010 6.00,"32,07936392","29,77706736",,"0,40657918",,"55,63554255"
06/07/2010 7.00,"29,1080012","25,01387384",,"0,31284561",,"82,41203355"
06/07/2010 8.00,"22,232736","18,65301886",,"0,31990085",,"111,3264663"
06/07/2010 9.00,"20,27429352","16,31814564",,"0,30633442",,"131,1388911"
06/07/2010 10.00,"16,05395313","12,93329189",,"0,27592326",,"138,3962423"
06/07/2010 11.00,"13,48464577","10,69186576",,"0,26704946",,"131,4484154"
06/07/2010 12.00,"10,71041598","8,65810578",,"0,24795278",,"128,5116158"
06/07/2010 13.00,"11,15008994","8,82553197",,"0,23015274",,"123,1855443"
06/07/2010 14.00,"9,07233675","7,00721232",,"0,20264127",,"123,7545183"
06/07/2010 15.00,"7,46408854","5,74178571",,"0,20134346",,"129,1143851"
06/07/2010 16.00,"6,78966305","5,195382",,"0,19829815",,"127,9196993"
06/07/2010 17.00,"12,61697061","10,62567806",,"0,20664188",,"126,2762981"
06/07/2010 18.00,"25,01863472","23,19816216",,"0,27474195",,"123,8869265"
06/07/2010 19.00,"29,4011108","27,7978032",,"0,33474178",,"101,6351553"
06/07/2010 20.00,"28,21697096","26,59727752",,"0,33328437",,"100,9554189"
06/07/2010 21.00,"22,00316216","20,81915616",,"0,29927802",,"102,560955"
06/07/2010 22.00,"20,32746624","19,34737504",,"0,28944542",,"100,4688783"
06/07/2010 23.00,"14,40420114","13,06956395",,"0,30075757",,"103,3934087"
07/07/2010 0.00,"11,70000791","11,12664882",,"0,27849675",,"96,16448625"
07/07/2010 1.00,"8,81813062","8,2518727",,"0,25544256",,"88,68686715"
07/07/2010 2.00,,,,"0,25198135",,"73,28562675"
07/07/2010 3.00,"9,61317654","8,3544037",,,,"76,39802625"
07/07/2010 4.00,"7,18653689","5,92219056",,"0,21922155",,"84,0216195"
07/07/2010 5.00,"8,4835115","7,17204202",,"0,2009159",,
07/07/2010 6.00,"14,64673451","12,96574044",,"0,21189137",,"88,0327665"
07/07/2010 7.00,"20,68543088","17,72373906",,"0,21680417",,"88,2206157"
07/07/2010 8.00,"21,01356832","17,31101856",,"0,23382482",,"96,54561105"
07/07/2010 9.00,"20,26003","16,66727302",,"0,21414448",,"101,9256672"
07/07/2010 10.00,"27,23645912","21,433042",,"0,2212603",,"97,87815135"
07/07/2010 11.00,"26,21185656","21,41097752",,"0,21676223",,"100,148601"
07/07/2010 12.00,"20,59206792","16,78278267",,"0,20554561",,"109,8277425"
07/07/2010 13.00,"19,95005656","16,29608116",,"0,19674054",,"109,3952664"
07/07/2010 14.00,"13,14224481","9,52508497",,"0,1667849",,"113,0523209"
07/07/2010 15.00,"7,4368521","5,69116934",,"0,15193464",,"116,7769061"
07/07/2010 16.00,"7,55487795","5,9092119",,"0,15429726",,"118,5013641"
07/07/2010 17.00,"8,93615455","7,26548719",,"0,1820231",,"116,2822857"
07/07/2010 18.00,"14,00084179","11,52899672",,"0,21119936",,"112,0508708"
07/07/2010 19.00,"15,4015749","13,54718155",,"0,22076401",,"109,8479519"
07/07/2010 20.00,"20,2120388","18,52063198",,"0,24959077",,"99,2350107"
07/07/2010 21.00,"21,41174232","19,99370752",,"0,21022542",,"93,87917385"
07/07/2010 22.00,"13,26415966","11,89759399",,"0,2083719",,"99,1309515"
07/07/2010 23.00,"10,2473965","9,13701971",,"0,20238613",,"100,6418847"
08/07/2010 0.00,"11,6701788","10,77233419",,"0,18698483",,"98,9052372"
08/07/2010 1.00,"8,99322202","7,83525554",,"0,19322224",,"91,86550065"
08/07/2010 2.00,"5,8804841","5,22523406",,"0,17006787",,"86,16502755"
08/07/2010 3.00,"6,76761386","5,49519125",,"0,16402152",,"84,7311213"
08/07/2010 4.00,"4,94406681","3,89751066",,"0,15626029",,"86,4893946"
08/07/2010 5.00,"8,91540362","7,48482992",,"0,16060341",,"81,08759295"
08/07/2010 6.00,"15,72063034","14,15199113",,"0,16259672",,"79,3117836"
08/07/2010 7.00,"17,81783814","13,39143959",,"0,16019333",,"83,09316645"
08/07/2010 8.00,"20,5142304","14,52448314",,"0,17093696",,"84,98522445"
08/07/2010 9.00,"15,34710202","11,32652739",,"0,15671114",,"92,5479702"
08/07/2010 10.00,"16,98777393","11,95080304",,"0,15798099",,"94,43733495"
08/07/2010 11.00,"13,10593019","9,35116945",,"0,14088112",,"98,84309295"
08/07/2010 12.00,"11,1578737","8,03123172",,"0,14313074",,"99,9283131"
08/07/2010 13.00,"11,80247008","8,26614769",,"0,12859387",,"99,3079878"
08/07/2010 14.00,"6,3344235","4,66195694",,"0,1020074",,"102,7690136"
08/07/2010 15.00,"5,64313607","3,92736081",,"0,10463914",,"104,6272962"
08/07/2010 16.00,"6,9829108","4,84625462",,"0,10821336",,"103,7501346"
08/07/2010 17.00,"8,79737968","6,56204136",,"0,13919304",,"103,6285992"
08/07/2010 18.00,"11,04373877","8,82163722",,"0,14684126",,"104,5448429"
08/07/2010 19.00,"13,51058587","11,9274384",,"0,18923794",,"102,3744026"
08/07/2010 20.00,"20,59724944","19,32271024",,"0,20954739",,"94,3035303"
08/07/2010 21.00,"18,5558166","17,05663078",,"0,19509673",,"95,4468648"
08/07/2010 22.00,"11,22012842","9,94299846",,"0,18229105",,"103,5339564"
08/07/2010 23.00,"7,94396995","7,07729668",,"0,17546648",,"108,5681793"
09/07/2010 0.00,"8,03864837","7,07989318",,"0,18238658",,"109,2316764"
09/07/2010 1.00,"6,15414484","5,7132319",,"0,19122776",,"107,5545597"
09/07/2010 2.00,,,,"0,18859603",,"99,13635795"
09/07/2010 3.00,"9,05807132","7,30572332",,,,"83,656734"
09/07/2010 4.00,"7,18783322","6,43095655",,"0,17615965",,"77,7765114"
09/07/2010 5.00,"15,43788952","13,59001609",,"0,20686206",,
09/07/2010 6.00,"12,39907718","10,62827073",,"0,17572511",,"75,1533258"
09/07/2010 7.00,"26,6502208","20,4843076",,"0,18386263",,"69,8380473"
09/07/2010 8.00,"26,1923924","19,10727182",,"0,20990388",,"77,1886248"
09/07/2010 9.00,"25,56854504","19,21628832",,"0,19312322",,"82,1849826"
09/07/2010 10.00,"22,3611268","16,51282357",,"0,1719342",,"87,9800586"
09/07/2010 11.00,"20,40140328","15,45505354",,"0,20706128",,"94,6386903"
09/07/2010 12.00,"19,490928","14,89697516",,"0,19592271",,"99,7107384"
