,Comune Modugno,,,,
,Enaip,,,,
Parm,CO,NO2,O3,SO2,PM10



16/01/2010 14.00,"0,70609602","52,23109824","45,67035795","8,03519903","35,5"
16/01/2010 15.00,"0,574578","32,99827112","57,35387595","8,08938072","35,5"
16/01/2010 16.00,"0,54280962","32,56573848","57,4269528","8,46594633","35,5"
16/01/2010 17.00,"0,66020201","53,8335072","37,44920235","7,9891452","35,5"
16/01/2010 18.00,"0,60624736","56,50460944","30,0041616","7,38501466","35,5"
16/01/2010 19.00,"0,58876304","53,6422116","26,708262","7,10778351","35,5"
16/01/2010 20.00,"0,53137048","35,05137672","43,6993179","7,15925489","35,5"
16/01/2010 21.00,"0,54018138","28,62615808","45,174381","6,90731043","35,5"
16/01/2010 22.00,"0,60225607","23,55694896","38,8437672","6,94252711","35,5"
16/01/2010 23.00,"0,56250627","15,32310642","35,92542135","6,16952982","35,5"
17/01/2010 0.00,"0,57499274","14,40031022","34,34681775","6,04942619","35,5"
17/01/2010 1.00,"0,55815966","11,60273491","37,0824615","6,00427342","80,80000305"
17/01/2010 2.00,"0,52919659","7,50234958","40,89668205","5,70537","80,80000305"
17/01/2010 3.00,"0,53073789","8,41347494","40,1198889","6,13069974","80,80000305"
17/01/2010 4.00,"0,51617772","6,02509631","43,0971072","6,14695445","80,80000305"
17/01/2010 5.00,"0,51554512","5,68788261","42,31085775","5,7992869","80,80000305"
17/01/2010 6.00,"0,50914461","6,19305404","42,8670438","5,78845076","80,80000305"
17/01/2010 7.00,"0,51629655","9,01462303","41,10982785","5,84263246","80,80000305"
17/01/2010 8.00,"0,58479156","19,40792808","28,09740045","5,68008636","80,80000305"
17/01/2010 9.00,"0,87041111","25,66712776","23,6038425","6,23725897","80,80000305"
17/01/2010 10.00,"0,88702634","21,99084888","32,56049475","6,77004696","80,80000305"
17/01/2010 11.00,"0,9425817","24,95507984","39,7355721","6,50094266","80,80000305"
17/01/2010 12.00,"1,00058705","59,52526352","31,4684118","7,72455638","80,80000305"
17/01/2010 13.00,"1,01969072","59,963666","32,39403195","7,83020946","80,80000305"
17/01/2010 14.00,"0,86869274","30,11573992","47,3348862","6,59846991","80,80000305"
17/01/2010 15.00,"0,91891356","51,12349576","35,0620053","7,06353282","80,80000305"
17/01/2010 16.00,"0,8969836","61,8935432","29,77950465","6,86576903","80,80000305"
17/01/2010 17.00,"0,86078938","61,74958872","22,06990695","6,60569569","80,80000305"
17/01/2010 18.00,"0,65733727","40,43769104","30,4439793","6,35374818","80,80000305"
17/01/2010 19.00,"0,90050073","64,97710208","11,39188092","6,71767044","80,80000305"
17/01/2010 20.00,"1,1408181","62,46033648","7,97282798","6,86757523","80,80000305"
17/01/2010 21.00,"1,34948591","59,39364144","8,26445907","7,0716617","80,80000305"
17/01/2010 22.00,"1,390777","56,70177488","6,611432","7,11952274","80,80000305"
17/01/2010 23.00,"1,24584401","49,2687984","6,14319752","6,91543626","80,80000305"
18/01/2010 0.00,"0,83427631","38,2302488","9,8119307","6,28873035","80,80000305"
18/01/2010 1.00,,"22,07644912","20,7768477","6,29685822","32,70000076"
18/01/2010 2.00,"0,57807417","19,57652824","25,8922272","5,77851671","32,70000076"
18/01/2010 3.00,"0,56497607",,"26,8023063","6,00698372","32,70000076"
18/01/2010 4.00,"0,53073789","12,72980538",,"5,94828554","32,70000076"
18/01/2010 5.00,"0,47980642","10,99639956","40,26402765",,"32,70000076"
18/01/2010 6.00,"0,50983546","16,61100286","33,4638108","5,85437169","32,70000076"
18/01/2010 7.00,"0,51530863","21,48307904","28,02973005","6,06929125","32,70000076"
18/01/2010 8.00,"0,65073871","31,747326","21,7802928","6,49642921","32,70000076"
18/01/2010 9.00,"0,75639606","48,27144184","10,85462942","6,52352006","32,70000076"
18/01/2010 10.00,"0,61816065","39,31972552","31,79860425","6,48649617","32,70000076"
18/01/2010 11.00,"0,58917778","36,94496416","37,0567659","6,51900458","32,70000076"
18/01/2010 12.00,"0,5589903","50,50286056","42,86028075","7,51866371","32,70000076"
18/01/2010 13.00,"0,55843693","48,81812088","43,906359","7,7832505","32,70000076"
18/01/2010 14.00,"0,54253235","48,3803876","52,82311125","7,42474681","32,70000076"
18/01/2010 15.00,"0,55197584","43,97974752","52,6654464","7,26400895","32,70000076"
18/01/2010 16.00,"0,62550947","86,57044616","30,1976766","8,55263744","32,70000076"
18/01/2010 17.00,"0,61446644","65,50433608","32,31961845","8,03158563","32,70000076"
18/01/2010 18.00,"0,55081084","37,8833164","43,3684272","6,33929864","32,70000076"
18/01/2010 19.00,"0,59583343","30,52500352","32,0997096","6,47174459","32,70000076"
18/01/2010 20.00,"0,59842322","37,69915256","28,3125612","6,47566004","32,70000076"
18/01/2010 21.00,"0,49995742","18,7458216","45,70351485","5,60423138","32,70000076"
18/01/2010 22.00,"0,44953855","19,3294596","46,0892082","5,58436429","32,70000076"
18/01/2010 23.00,"0,45347043","11,91400851","50,14969155","5,76045479","32,70000076"
19/01/2010 0.00,"0,46186658","11,9814524","46,20082845","6,09728824","32,70000076"
19/01/2010 1.00,"0,47095475","11,24477027","45,05258625","5,65118831",17
19/01/2010 2.00,"0,45242309","10,3057603","48,1847562","5,47780608",17
19/01/2010 3.00,"0,43205423","7,05813653","53,29337265","5,61416341",17
19/01/2010 4.00,"0,38432302","5,67167076","61,180266","5,60693966",17
19/01/2010 5.00,"0,37588725","5,29489969","62,45708595","5,58707256",17
19/01/2010 6.00,"0,37966069","8,38429208","61,19512875","5,60152108",17
19/01/2010 7.00,"0,39165203","8,29480092","62,0537967","5,7044669",17
19/01/2010 8.00,"0,44748466","13,40034186","59,4744612","5,94196488",17
19/01/2010 9.00,"0,51461662","14,92298983","58,55422755","5,9753774",17
19/01/2010 10.00,"0,44521174","20,41178544","58,81473465","5,96002477",17
19/01/2010 11.00,"0,45570257","52,30826656","40,3831092","6,55241608",17
19/01/2010 12.00,"0,44965738","44,33318072","47,0236263","6,84138646",17
19/01/2010 13.00,"0,46451463","33,06245696","56,14470645","6,71676735",17
19/01/2010 14.00,"0,52366517","47,35381568","50,0624103","6,98587267",17
19/01/2010 15.00,"0,49410912","37,56131648","55,27253235","6,28963243",17
19/01/2010 16.00,"0,49499802","55,8814504","47,44854135","7,22156547",17
19/01/2010 17.00,"0,4781661","47,98611408","52,56260415","6,54699852",17
19/01/2010 18.00,"0,51981252","48,31295136","53,3772624","6,93440128",17
19/01/2010 19.00,"0,45771802","31,99959528","58,45068705","6,34471722",17
19/01/2010 20.00,"0,41925205","15,89766625","59,74643955","5,5256661",17
19/01/2010 21.00,"0,4124368","15,44891411","60,97659645","5,63312842",17
19/01/2010 22.00,"0,42964385","11,3867879","62,8657617","5,74691038",17
19/01/2010 23.00,"0,40305156","7,1041794","67,39179825","5,60061798",17
20/01/2010 0.00,"0,39890299","6,90444423","65,7766662","5,81824886",17
20/01/2010 1.00,,"5,84092482","65,66975415","6,15869368","26,5"
20/01/2010 2.00,"0,4280443","7,43879852","57,6346722","6,16411124","26,5"
20/01/2010 3.00,"0,42735229",,"52,88671185","5,74510419","26,5"
20/01/2010 4.00,"0,44623927","7,66771463",,"5,16355003","26,5"
20/01/2010 5.00,"0,45179166","8,57040807","46,68058605",,"26,5"
20/01/2010 6.00,"0,44110279","11,9814524","41,75261685","5,27462474","26,5"
20/01/2010 7.00,"0,45704581","17,20112636","41,6145828","5,58165398","26,5"
20/01/2010 8.00,"0,5145374","29,1105824","30,30526695","6,11083163","26,5"
20/01/2010 9.00,"0,62673505","37,03509584","31,13482785","6,36458533","26,5"
20/01/2010 10.00,"0,57947683","30,6014644","47,5006707","6,44044031","26,5"
20/01/2010 11.00,"0,49138302","31,5122456","58,23482805","6,45217853","26,5"
20/01/2010 12.00,"0,55616518","67,36614608","40,8391662","8,11105299","26,5"
20/01/2010 13.00,"0,55023766","66,1956388","46,7015535","8,10563441","26,5"
20/01/2010 14.00,"0,62426525","76,13953016","43,26422835","8,0929931","26,5"
20/01/2010 15.00,"0,61090969","59,03762704","46,5919482","7,9864349","26,5"
20/01/2010 16.00,"0,56505529","75,93978352","38,9986989","8,36661085","26,5"
20/01/2010 17.00,"0,75345327","107,59181544","17,66228562","9,43128883","26,5"
20/01/2010 18.00,"0,7159158","100,04408072","5,74398206","8,1941307","26,5"
20/01/2010 19.00,"0,56616088","75,46184088","7,88689535","6,35194301","26,5"
20/01/2010 20.00,"0,80967966","71,7505724","6,86043393","7,340766","26,5"
20/01/2010 21.00,"0,698767","57,2640176","5,43137553","6,87028553","26,5"
20/01/2010 22.00,"0,55491979","44,96546","11,65509324","6,12528116","26,5"
20/01/2010 23.00,"0,5258577","42,35139272","14,76492119","5,86069234","26,5"
21/01/2010 0.00,"0,63244472","33,36466768","19,04127351","5,51753824","26,5"
21/01/2010 1.00,"0,81552796","33,81016368","15,94971578","5,96725157","43,90000153"
21/01/2010 2.00,"0,67507906","20,81837224","23,85080355","5,57894673","43,90000153"
21/01/2010 3.00,"0,5533785","13,83807132","27,1237008","5,63854598","43,90000153"
21/01/2010 4.00,"0,44890712","8,70140302","34,8576774","5,59158702","43,90000153"
21/01/2010 5.00,"0,44766174","11,34074694","29,0778432","5,62499852","43,90000153"
21/01/2010 6.00,"0,52678621","23,68468968","17,53643304","5,72614019","43,90000153"
21/01/2010 7.00,"0,60190075","41,19449888","6,75555479","6,1171533","43,90000153"
21/01/2010 8.00,"0,81052895","59,55901032","4,92727893","8,21851531","43,90000153"
21/01/2010 9.00,"1,38518617","79,40140216","6,58368953","13,57350237","43,90000153"
21/01/2010 10.00,"0,98331942","78,41507784","5,82585486","10,88336448","43,90000153"
21/01/2010 11.00,"1,04454483","83,34161352","5,34341199","11,10280257","43,90000153"
21/01/2010 12.00,"1,0184465","105,42781384","5,89216467","12,12865047","43,90000153"
21/01/2010 13.00,"1,1371833","117,55193968","6,18176685","14,40609993","43,90000153"
21/01/2010 14.00,"1,24465804","111,90813632","8,73201525","11,52180657","43,90000153"
21/01/2010 15.00,"0,94829136","103,71839024","9,51420887","10,40836446","43,90000153"
21/01/2010 16.00,"0,91450753","114,07083776","4,48814153","10,89691092","43,90000153"
21/01/2010 17.00,"1,02893732","114,01376456","6,18379577","11,79633555","43,90000153"
21/01/2010 18.00,"1,080541","118,46824656","9,05612694","12,03473052","43,90000153"
21/01/2010 19.00,"1,12325456","114,4683808","9,39850485","11,17865043","43,90000153"
21/01/2010 20.00,"0,50884754","60,72433608","18,89782703","7,0301203","43,90000153"
21/01/2010 21.00,"0,6635607","81,01486248","20,21252205","7,13758161","43,90000153"
21/01/2010 22.00,"0,59583576","56,93523008","33,40697325","6,66800423","43,90000153"
21/01/2010 23.00,"0,42478347","28,24614808","59,9731314","6,30317989","43,90000153"
22/01/2010 0.00,"0,38779938","24,6392748","55,91667795","5,9076513","43,90000153"
22/01/2010 1.00,,"7,01728091","67,82958105","6,11534711","23,70000076"
22/01/2010 2.00,"0,3998315","6,66515361","66,9445392","5,69363077","23,70000076"
22/01/2010 3.00,"0,40723973",,"61,4245338","5,57984881","23,70000076"
22/01/2010 4.00,"0,41415517","5,53224581",,"5,66202444","23,70000076"
22/01/2010 5.00,"0,42440834","6,36490269","59,51166795",,"23,70000076"
22/01/2010 6.00,"0,44226895","11,84591837","50,82767235","5,89410384","23,70000076"
22/01/2010 7.00,"0,45661127","13,05664457","49,11783765","5,91758231","23,70000076"
22/01/2010 8.00,"0,58161111","27,7760064","34,4469468","5,97627948","23,70000076"
22/01/2010 9.00,"0,72923175","44,12177088","26,67779835","7,16738378","23,70000076"
22/01/2010 10.00,"0,58139325","20,79439576","50,686965","6,76372631","23,70000076"
22/01/2010 11.00,"0,57173307","37,79253464","44,0565825","7,55749379","23,70000076"
22/01/2010 12.00,"0,58408091","43,73654112","46,8781509","7,70468827","23,70000076"
22/01/2010 13.00,"0,59156836","53,1007332","49,94332875","8,02616705","23,70000076"
22/01/2010 14.00,"0,63214764","46,28189112","53,89692","8,42982452","23,70000076"
22/01/2010 15.00,"0,57959566","33,75049016","59,7471378","8,4876186","23,70000076"
22/01/2010 16.00,"0,59787101","50,46397048","49,4175864","8,60682015","23,70000076"
22/01/2010 17.00,"0,5558483","38,18160752","54,02210625","8,3268787","23,70000076"
22/01/2010 18.00,"0,60049809","25,9621876","48,90872175","7,06624313","23,70000076"
22/01/2010 19.00,"0,58481136","18,58370121","56,52024525","7,32721956","23,70000076"
22/01/2010 20.00,"0,57965507","14,22392057","60,1402725","7,81395475","23,70000076"
22/01/2010 21.00,"0,62335655","19,06682346","53,45644395","8,95629288","23,70000076"
22/01/2010 22.00,"0,61436741","18,72831342","53,3285445","9,26874274","23,70000076"
22/01/2010 23.00,"0,5503961","19,49027792","54,29139135","8,91836488","23,70000076"
23/01/2010 0.00,"0,48176129","16,6272147","61,41777075","10,07605463","23,70000076"
23/01/2010 1.00,"0,52394128","14,55465068","50,2302297","8,10021686","28,70000076"
23/01/2010 2.00,"0,4754598","9,8323644","64,9613097","9,83946178","28,70000076"
23/01/2010 3.00,"0,4469907","10,6280585","67,79574585","10,9086471","28,70000076"
23/01/2010 4.00,"0,45536705","11,99636791","63,6134478","10,79305488","28,70000076"
23/01/2010 5.00,"0,46419775","11,46330996","61,71342975","12,41129511","28,70000076"
23/01/2010 6.00,"0,51945719","8,18650333","53,0280975","9,37800922","28,70000076"
23/01/2010 7.00,"0,50436345","8,18391066","57,91818165","10,11940018","28,70000076"
23/01/2010 8.00,"0,55322122","9,10865328","58,48452225","9,64530834","28,70000076"
23/01/2010 9.00,"0,62410681","14,37761286","56,08924545","8,66190392","28,70000076"
23/01/2010 10.00,"0,64412035","17,82172906","52,33186245","7,85188274","28,70000076"
23/01/2010 11.00,"0,67365659","33,36141728","43,4286363","8,51470944","28,70000076"
23/01/2010 12.00,"0,65482903","40,45847448","45,2109294","9,47734469","28,70000076"
23/01/2010 13.00,"0,65411721","44,1243712","44,41789695","9,70671379","28,70000076"
23/01/2010 14.00,"0,63777809","40,68997944","49,39322745","9,21275587","28,70000076"
23/01/2010 15.00,"0,52346712","23,59065752","61,12678005","8,96622592","28,70000076"
23/01/2010 16.00,"0,48186031","21,10565024","65,1209895","9,19469293","28,70000076"
23/01/2010 17.00,"0,48525862","21,24702352","64,5350181","9,41322793","28,70000076"
23/01/2010 18.00,"0,50349436","26,28059296","59,5218225","8,04603415","28,70000076"
23/01/2010 19.00,"0,62890778","38,37227216","40,86284685","7,41481276","28,70000076"
23/01/2010 20.00,"0,71372211","47,08600184","23,491524","7,0680483","28,70000076"
23/01/2010 21.00,"0,63092323","26,67811688","31,89739665","6,50365296","28,70000076"
23/01/2010 22.00,"0,54051806","17,7127833","43,87318215","6,20384441","28,70000076"
23/01/2010 23.00,"0,53176542","11,75772354","44,68315215","5,85888717","28,70000076"
24/01/2010 0.00,"0,51835044","9,64884299","45,70890135","5,60242418","28,70000076"
24/01/2010 1.00,,"9,48347985","46,06213605","5,58075089","34,70000076"
24/01/2010 2.00,"0,50254605","9,21435629","44,70681285","5,57984881","34,70000076"
24/01/2010 3.00,"0,49742821",,"44,05049775","5,72523811","34,70000076"
24/01/2010 4.00,"0,4903753","7,28510622",,"5,79657659","34,70000076"
24/01/2010 5.00,"0,4883214","6,51081314","51,69242505",,"34,70000076"
24/01/2010 6.00,"0,47731681","7,26954254","49,92166305","5,42452545","34,70000076"
24/01/2010 7.00,"0,47777116","7,49002865","47,5629147","5,59068494","34,70000076"
24/01/2010 8.00,"0,54172267","9,39658136","48,7023789","5,93293392","34,70000076"
24/01/2010 9.00,"0,62985609","11,95486413","49,2984849","6,04491172","34,70000076"
24/01/2010 10.00,"0,62003747","13,69605178","50,3080347","6,20294132","34,70000076"
24/01/2010 11.00,"0,64870346","14,94439085","57,3477912","6,61291944","34,70000076"
24/01/2010 12.00,"0,61302417","12,99179526","61,0341123","6,37903385","34,70000076"
24/01/2010 13.00,"0,58852538","14,99626914","57,62994405","6,29144066","34,70000076"
24/01/2010 14.00,"0,6642131","13,94636891","60,96710025","6,2480951","34,70000076"
24/01/2010 15.00,"0,52111615","8,9050291","63,63916335","6,17494839","34,70000076"
24/01/2010 16.00,"0,54514078","13,33289989","59,75593575","6,1162502","34,70000076"
24/01/2010 17.00,"0,51874538","13,45287024","53,0727855","6,00156515","34,70000076"
24/01/2010 18.00,"0,54622656","22,33389992","44,6276712","5,84985621","34,70000076"
24/01/2010 19.00,"0,60982275","29,60927024","36,45657015","5,84714489","34,70000076"
24/01/2010 20.00,"0,55849634","26,83958528","40,14289125","5,69001737","34,70000076"
24/01/2010 21.00,"0,5325949","21,69772016","40,1347716","5,5265692","34,70000076"
24/01/2010 22.00,"0,49063276","18,91313307","40,23087075","5,54462908","34,70000076"
24/01/2010 23.00,"0,46641125","12,54887855","43,05922215","5,35318697","34,70000076"
25/01/2010 0.00,"0,51200935","12,27067682","46,11492375","5,30171558","34,70000076"
25/01/2010 1.00,"0,50175502","12,65133881","45,6297597","5,50850931","55,70000076"
25/01/2010 2.00,"0,48950621","10,5243019","47,81191065","5,0199659","55,70000076"
25/01/2010 3.00,"0,44550882","4,93044954","52,22764365","5,47870714","55,70000076"
25/01/2010 4.00,"0,42620593","4,1593973","52,22493045","5,15000257","55,70000076"
25/01/2010 5.00,"0,42484288","5,33380889","50,4731409","5,50579799","55,70000076"
25/01/2010 6.00,"0,42504093","10,72727791","40,4007051","5,51031449","55,70000076"
25/01/2010 7.00,"0,45266075","26,99910344","25,4240007","6,07109947","55,70000076"
25/01/2010 8.00,"0,56031374","33,8549236","18,12172215","6,14785653","55,70000076"
25/01/2010 9.00,"0,69515201","47,47379368","11,10904578","6,3185315","55,70000076"
25/01/2010 10.00,"0,73166194","44,79814088","20,530545","6,94433228","55,70000076"
25/01/2010 11.00,"0,70139408","53,4749116","29,6915451","7,23420779","55,70000076"
25/01/2010 12.00,"0,89830704","113,86072808","19,42763519","11,37190077","55,70000076"
25/01/2010 13.00,"0,90320703","101,7716492","21,40070415","11,32585101","55,70000076"
25/01/2010 14.00,"0,91290682","94,30754536","18,81595422","10,79938062","55,70000076"
25/01/2010 15.00,"0,91990148","101,85593016","14,64650996","10,38579723","55,70000076"
25/01/2010 16.00,"0,95735972","102,678224","11,30391738","11,71776213","55,70000076"
25/01/2010 17.00,"1,11997508","133,18890664","5,91111119","13,43623788","55,70000076"
25/01/2010 18.00,"1,67133929","146,90439008","4,77774171","17,18112681","55,70000076"
25/01/2010 19.00,"1,24353265","93,5793028","7,61285616","9,8313329","55,70000076"
25/01/2010 20.00,"1,23784279","66,25464312","7,9606485","7,55659171","55,70000076"
25/01/2010 21.00,"1,10146323","62,90197024","7,77322025","7,06082455","55,70000076"
25/01/2010 22.00,"0,87051014","47,97311248","9,15559166","6,3871607","55,70000076"
25/01/2010 23.00,"0,85067485","48,2869864","13,80477158","6,76372631","55,70000076"
26/01/2010 0.00,"0,68130249","29,71043416","25,18378275","6,1541782","55,70000076"
26/01/2010 1.00,,"20,55508984","31,2836748","6,05032928","29,89999962"
26/01/2010 2.00,"0,5436391","13,6999427","48,48518325","6,11354193","29,89999962"
26/01/2010 3.00,"0,52737919",,"48,48043515","5,72433502","29,89999962"
26/01/2010 4.00,"0,52269706","27,2131136",,"5,75593829","29,89999962"
26/01/2010 5.00,"0,55017824","44,76831368","16,41997917",,"29,89999962"
26/01/2010 6.00,"0,58988843","40,98567024","25,39896345","6,20294132","29,89999962"
26/01/2010 7.00,"0,68260612","68,46533576","15,54576219","7,45906446","29,89999962"
26/01/2010 8.00,"0,8624297","81,2360044","9,32136818","8,46413912","29,89999962"
26/01/2010 9.00,"0,94345079","84,43302136","9,74155907","8,29888475","29,89999962"
26/01/2010 10.00,"0,82686807","76,50980808","12,65245758","7,95663273","29,89999962"
26/01/2010 11.00,"0,75222769","82,20808432","18,1136045","9,31840895","29,89999962"
