,Comune Lecce,,,,,
,SAN PIETRO IN LAMA,,,,,
Parm,NOX,NO2,PM10,CO,BENZENE,O3



05/03/2010 9.00,"39,76782184","27,93797192",,"0,39220191","0,26719234","46,6731447"
05/03/2010 10.00,"31,83550744","23,17737872","11,72161007","0,33188986","0,6141246","54,6655935"
05/03/2010 11.00,"35,4385376","24,47396328",,"0,33274847","0,30662143","63,3428061"
05/03/2010 12.00,"54,76604696","35,19697552","13,67521","0,31723649","0,23525244","55,38552915"
05/03/2010 13.00,"47,5120528","33,49028608",,"0,31823839","0,23591349","65,5756899"
05/03/2010 14.00,"50,40169664","35,1489652","30,76922989","0,3533014","0,43790495","69,2728638"
05/03/2010 15.00,"49,79733256","35,2709508",,"0,33200054","0,53724856","68,85740505"
05/03/2010 16.00,"29,01850048","21,50831744","35,16482162","0,33305836","0,19978863","77,9270541"
05/03/2010 17.00,"42,68213048","33,80437032",,"0,42784975","0,4753519","60,34529865"
05/03/2010 18.00,"48,49906544","37,29564408","28,32722092","0,48648769","0,67095456","57,8796183"
05/03/2010 19.00,"56,92809832","43,68376992",,"0,50587213","1,34058804","54,25013475"
05/03/2010 20.00,"65,72287768","56,1290544","28,32722092","0,56436095","1,7943531","27,89913735"
05/03/2010 21.00,"85,37594328","66,26024528",,"0,63350254","2,56993764","15,82656642"
05/03/2010 22.00,"143,8526469","80,21885864","29,30401993","0,79936242","2,95453653","2,69302058"
05/03/2010 23.00,"73,59681872","54,51710456",,"0,61301135","3,94334733","23,49693045"
06/03/2010 0.00,"31,94189112","29,39158904","37,6068306","0,45001737","1,63267146","41,5198602"
06/03/2010 1.00,"25,84350976","22,4713536",,"0,36505508","0,53482505","53,6438742"
06/03/2010 2.00,"14,50536506","13,12927189","29,7924099","0,28418311","0,11256054","64,18451655"
06/03/2010 3.00,"8,98803476","7,56789294",,"0,25716443",,"71,12548065"
06/03/2010 4.00,"6,39019462","5,17591402","13,67521","0,22504538",,"84,7868217"
06/03/2010 5.00,"7,03349276","6,0714451",,"0,25032122",,"79,7201601"
06/03/2010 6.00,"9,29152652","7,84174487","9,27960968","0,24358519",,"80,7513357"
06/03/2010 7.00,"15,97743106","13,96510269",,"0,24370752","0,00484601","80,26956315"
06/03/2010 8.00,"23,93825912","19,65107712","10,7448101","0,27758572","0,00110141","76,3098672"
06/03/2010 9.00,"34,42299792","23,03332864",,"0,29061391","0,03634555","76,97434185"
06/03/2010 10.00,"20,46495816","12,82816439","14,16361046","0,26908821","0,07445254","86,30383965"
06/03/2010 11.00,"22,79172832","15,04752795",,"0,31523269",,"84,07634235"
06/03/2010 12.00,"25,62561824","16,57382402","9,76801014","0,33745623","0,17027224","85,0885854"
06/03/2010 13.00,"27,5814604","16,57123134",,"0,38485775","0,27930786","84,9397185"
06/03/2010 14.00,"35,32829168","23,36297656","17,58241081","0,31708038","0,08744878","83,94642795"
06/03/2010 15.00,"22,43376368","15,34084405",,"0,28809518","0,00110141","91,59513825"
06/03/2010 16.00,"23,49987576","15,63416014","15,14041042","0,32050665",,"92,47613025"
06/03/2010 17.00,"19,86575648","14,28567817",,"0,32099478","0,00022069","92,4328188"
06/03/2010 18.00,"30,21950416","21,44472432","16,11721039","0,46464744","0,00528637","86,14415985"
06/03/2010 19.00,"35,6175008","29,89777192",,"0,47484002","0,25441679","77,0433489"
06/03/2010 20.00,"58,63362144","50,22504696","29,7924099","0,62203661","0,66038183","58,8715722"
06/03/2010 21.00,"71,22205736","55,89284592",,"0,6162652","1,56416634","58,12590105"
06/03/2010 22.00,"70,25580904","57,11675536","22,95482063","0,6360201","1,01502295","55,0499103"
06/03/2010 23.00,"48,77273","43,5617652",,"0,53333467","1,01744646","64,7677947"
07/03/2010 0.00,"65,42196712","59,68264024","28,32722092","0,67277818","0,47755472","32,9076048"
07/03/2010 1.00,"57,73740968","52,0823064",,"0,68854413","1,09938819","27,73674435"
07/03/2010 2.00,,,"36,14162064","0,72832422","1,08639194",
07/03/2010 3.00,"48,64301992","45,26587344",,,"1,18837874","27,16701225"
07/03/2010 4.00,"34,74853504","32,3105056","28,81562042","0,53461734","0,71721281","21,1016337"
07/03/2010 5.00,"26,39211992","24,16636072",,"0,48748144","0,48570395","20,70241425"
07/03/2010 6.00,,,,,,
07/03/2010 7.00,,,,,,
07/03/2010 8.00,,,,,,
07/03/2010 9.00,,,,,,
07/03/2010 10.00,,,,,,
07/03/2010 11.00,,,,,,
07/03/2010 12.00,,,,,,
07/03/2010 13.00,,,,,,
07/03/2010 14.00,,,,,,
07/03/2010 15.00,,,,,,
07/03/2010 16.00,,,,,,
07/03/2010 17.00,,,,,,
07/03/2010 18.00,,,,,,
07/03/2010 19.00,,,,,,
07/03/2010 20.00,,,,,,
07/03/2010 21.00,,,,,,
07/03/2010 22.00,,,,,,
07/03/2010 23.00,,,,,,
08/03/2010 0.00,,,,,,
08/03/2010 1.00,,,,,,
08/03/2010 2.00,,,,,,
08/03/2010 3.00,,,,,,
08/03/2010 4.00,,,,,,
08/03/2010 5.00,,,,,,
08/03/2010 6.00,,,,,,
08/03/2010 7.00,,,,,,
08/03/2010 8.00,,,,,,
08/03/2010 9.00,,,,,,
08/03/2010 10.00,,,,,,
08/03/2010 11.00,,,,,,
08/03/2010 12.00,,,,,,
08/03/2010 13.00,,,,,,
08/03/2010 14.00,,,,,,
08/03/2010 15.00,,,,,,
08/03/2010 16.00,,,,,,
08/03/2010 17.00,,,,,,
08/03/2010 18.00,,,,,,
08/03/2010 19.00,,,,,,
08/03/2010 20.00,,,,,,
08/03/2010 21.00,,,,,,
08/03/2010 22.00,,,,,,
08/03/2010 23.00,,,,,,
09/03/2010 0.00,,,,,,
09/03/2010 1.00,,,,,,
09/03/2010 2.00,,,,,,
09/03/2010 3.00,,,,,,
09/03/2010 4.00,,,,,,
09/03/2010 5.00,,,,,,
09/03/2010 6.00,,,,,,
09/03/2010 7.00,,,,,,
09/03/2010 8.00,,,,,,
09/03/2010 9.00,,,,,,
09/03/2010 10.00,,,,,,
09/03/2010 11.00,,,,,,
09/03/2010 12.00,,,,,,
09/03/2010 13.00,,,,,,
09/03/2010 14.00,,,,,,
09/03/2010 15.00,,,,,,
09/03/2010 16.00,,,,,,
09/03/2010 17.00,,,,,,
09/03/2010 18.00,,,,,,
09/03/2010 19.00,,,,,,
09/03/2010 20.00,,,,,,
09/03/2010 21.00,,,,,,
09/03/2010 22.00,,,,,,
09/03/2010 23.00,,,,,,
10/03/2010 0.00,,,,,,
10/03/2010 1.00,,,,,,
10/03/2010 2.00,,,,,,
10/03/2010 3.00,,,,,,
10/03/2010 4.00,,,,,,
10/03/2010 5.00,,,,,,
10/03/2010 6.00,,,,,,
10/03/2010 7.00,,,,,,
10/03/2010 8.00,,,,,,
10/03/2010 9.00,,,,,,
10/03/2010 10.00,,,,,,
10/03/2010 11.00,,,,,,
10/03/2010 12.00,,,,,,
10/03/2010 13.00,,,,,,
10/03/2010 14.00,,,,,,
10/03/2010 15.00,,,,,,
10/03/2010 16.00,,,,,,
10/03/2010 17.00,,,,,,
10/03/2010 18.00,,,,,,
10/03/2010 19.00,,,,,,
10/03/2010 20.00,,,,,,
10/03/2010 21.00,,,,,,
10/03/2010 22.00,,,,,,
10/03/2010 23.00,,,,,,
11/03/2010 0.00,,,,,,
11/03/2010 1.00,,,,,,
11/03/2010 2.00,,,,,,
11/03/2010 3.00,,,,,,
11/03/2010 4.00,,,,,,
11/03/2010 5.00,,,,,,
11/03/2010 6.00,,,,,,
11/03/2010 7.00,,,,,,
11/03/2010 8.00,,,,,,
11/03/2010 9.00,,,,,,
11/03/2010 10.00,,,,,,
11/03/2010 11.00,,,,,,
11/03/2010 12.00,,,,,,
11/03/2010 13.00,,,,,,
11/03/2010 14.00,,,,,,
11/03/2010 15.00,,,,,,
11/03/2010 16.00,,,,,,
11/03/2010 17.00,,,,,,
11/03/2010 18.00,,,,,,
11/03/2010 19.00,,,,,,
11/03/2010 20.00,,,,,,
11/03/2010 21.00,,,,,,
11/03/2010 22.00,,,,,,
11/03/2010 23.00,,,,,,
12/03/2010 0.00,,,,,,
12/03/2010 1.00,,,,,,
12/03/2010 2.00,,,,,,
12/03/2010 3.00,,,,,,
12/03/2010 4.00,,,,,,
12/03/2010 5.00,,,,,,
12/03/2010 6.00,,,,,,
12/03/2010 7.00,,,,,,
12/03/2010 8.00,,,,,,
12/03/2010 9.00,,,,,,
12/03/2010 10.00,,,"72,28327179",,,
12/03/2010 11.00,,,,,,
12/03/2010 12.00,"11,28757039","9,02021181",,"1,07038569",,"100,1952242"
12/03/2010 13.00,"15,50403516","11,98454219",,"0,73145341",,"100,3427345"
12/03/2010 14.00,"27,25980464","19,09170049",,"0,58176139",,"101,5078743"
12/03/2010 15.00,"27,60868728","21,31493776",,"0,55202826",,"108,0739779"
12/03/2010 16.00,"30,71882296","24,55053888",,"0,49301402",,"104,6732211"
12/03/2010 17.00,"34,31013256","27,13200656",,"0,49051626",,"104,5351871"
12/03/2010 18.00,"38,1829268","30,602516",,"0,49509704",,"101,8286304"
12/03/2010 19.00,"61,13417328","51,19844616",,"0,60437754",,"78,48188355"
12/03/2010 20.00,"128,255201","93,10673288","17,58241081","1,00888418",,"37,30576185"
12/03/2010 21.00,"182,4609746","136,8774606",,"1,16888178",,"17,91737829"
12/03/2010 22.00,"166,5159844","129,7144585","37,11843109","1,1278167",,"19,24088324"
12/03/2010 23.00,"120,4642981","105,102965",,"0,86432981",,"24,9327519"
13/03/2010 0.00,"110,349168","92,25403824","37,6068306","0,84715888",,"14,27571327"
13/03/2010 1.00,"140,6815184","92,07104072",,"0,91814815",,"5,82856208"
13/03/2010 2.00,,,"41,5140419","0,71637598",,
13/03/2010 3.00,"52,48852992","49,8927796",,,,"64,15068135"
13/03/2010 4.00,"36,44757648","34,85044464","20,51280975","0,43190395",,"74,18389545"
13/03/2010 5.00,"28,43486248","27,04374864",,"0,39117555",,"77,8282617"
13/03/2010 6.00,"36,34123104","34,61553632","17,09399986","0,42147254",,"65,3442699"
13/03/2010 7.00,"92,4651804","65,19988832",,"0,61157607",,"11,20783419"
13/03/2010 8.00,"126,8817349","73,6165888","16,11721039","0,90438135",,"24,55519815"
13/03/2010 9.00,"81,05572192","54,27829576",,"0,73034666",,"68,069799"
13/03/2010 10.00,"32,63575592","24,48954608","20,51280975","0,45644817",,"103,640669"
13/03/2010 11.00,"25,4621996","18,74906053",,"0,41203837",,"110,5464014"
13/03/2010 12.00,"23,69182144","16,39861407","22,95482063","0,37399413",,"114,3098891"
13/03/2010 13.00,"25,0523624","16,82042039",,"0,42388758",,"112,8740676"
13/03/2010 14.00,"30,22468568","22,11442144","27,35042","0,43082982",,"112,4477561"
13/03/2010 15.00,"19,8203656","15,83793154",,"0,42960307",,"113,2042601"
13/03/2010 16.00,"24,88374312","16,78667933","12,21000957","0,44222002",,"113,8145705"
13/03/2010 17.00,"25,85777328","18,58681968",,"0,48770395",,"109,3663788"
13/03/2010 18.00,"31,9483728","25,00479184","21,0012207","0,54265933",,"97,369566"
13/03/2010 19.00,"52,98270544","45,5306472",,"0,6418719",,"75,9228372"
13/03/2010 20.00,"72,7797064","63,415304","34,67642975","0,84582146",,"58,4290413"
13/03/2010 21.00,"78,2698232","67,2518276",,"0,87857194",,"54,19734705"
13/03/2010 22.00,"75,9196884","66,68985256","51,28205109","0,83128575",,"52,42861995"
13/03/2010 23.00,"61,75672048","55,9668212",,"0,7289673",,"48,8952156"
14/03/2010 0.00,"50,16307904","47,04525712","42,97924042","0,75512271",,"40,2044769"
14/03/2010 1.00,"52,94377712","47,67602592",,"0,73909115",,"29,86409265"
14/03/2010 2.00,"55,97353232","51,3684612","43,9560318","0,64313825",,"32,17414305"
14/03/2010 3.00,"40,09075864","37,1632572",,"0,71335863",,"29,2740714"
14/03/2010 4.00,"27,75914256","25,79649368","27,8388195","0,61272709",,"36,6007089"
14/03/2010 5.00,"18,70756248","17,0825881",,"0,51830734",,"69,7058985"
14/03/2010 6.00,"10,58201562","8,74765812","18,07081032","0,46480937",,"92,49911265"
14/03/2010 7.00,"10,34726409","8,8268283",,"0,44363899",,"92,079624"
14/03/2010 8.00,"11,92957219","9,99750958","19,04759979","0,44563347",,"94,13660865"
14/03/2010 9.00,"10,97240587","8,37516993",,"0,47612152",,"97,83916905"
14/03/2010 10.00,"13,69475545","9,77816876","19,53602028","0,47213373",,"99,2262726"
14/03/2010 11.00,"14,82960775","9,78855092",,"0,48885381",,"101,8110345"
14/03/2010 12.00,"13,5443059","8,71521148","22,95482063","0,5053071",,"103,3889399"
14/03/2010 13.00,"15,5572117","10,0520207",,"0,51853684",,"105,5975046"
14/03/2010 14.00,"14,43662483","9,92353047","17,58241081","0,51508495",,"105,5122383"
14/03/2010 15.00,"8,39142575","5,91570123",,"0,49196086",,"109,1038368"
14/03/2010 16.00,"11,34982511","7,23563705","14,65200996","0,5339929",,"108,4786238"
14/03/2010 17.00,"11,37706155","8,28691392",,"0,55090637",,"107,2674194"
14/03/2010 18.00,"24,17171432","17,59914549","14,16361046","0,62143197",,"99,50096415"
14/03/2010 19.00,"45,46932936","38,50007024",,"0,72804695",,"77,0609448"
14/03/2010 20.00,"61,4298832","53,22962112","19,53602028","0,77237986",,"59,22071715"
14/03/2010 21.00,"86,6651284","73,4089456",,"0,87362535",,"43,7608836"
14/03/2010 22.00,"89,08139928","77,73993152","32,23442078","0,99887799",,"33,72361965"
14/03/2010 23.00,"50,03468824","45,30870224",,"0,94066178",,"40,28294025"
15/03/2010 0.00,"27,1443772","24,49212728","37,11843109","0,85437256",,"48,9588162"
15/03/2010 1.00,"18,91118857","17,03716089",,"0,76401982",,"59,56445565"
15/03/2010 2.00,,,"30,28083038","0,70668551",,
15/03/2010 3.00,"27,40635944","25,68097064",,,,"60,75938085"
15/03/2010 4.00,"17,82172906","16,67116776","15,14041042","0,31275707",,"56,9837436"
15/03/2010 5.00,"18,18747745","16,7814806",,"0,2826092",,"44,0870262"
15/03/2010 6.00,"34,80818944","31,96397472","15,62880993","0,28607391",,"28,3497879"
15/03/2010 7.00,"37,1712876","32,06133376",,"0,29281926",,"26,1506994"
15/03/2010 8.00,"53,5378164","38,7401792","16,11721039","0,39892047",,"30,5258541"
15/03/2010 9.00,"71,57224016","45,03614664",,"0,59180602",,"44,1627963"
15/03/2010 10.00,"28,34666192","19,45509712","27,35042","0,27001089",,"89,5178445"
15/03/2010 11.00,"24,9952892","16,96838051",,"0,29973703",,"94,44651195"
15/03/2010 12.00,"21,56479792","13,37586826","15,62880993","0,2678568",,"96,89321985"
15/03/2010 13.00,"29,55544744","17,56280028",,"0,2783884",,"96,57386025"
15/03/2010 14.00,"28,81617264","18,69324925","10,7448101","0,30263904",,"100,9165164"
15/03/2010 15.00,"20,56612208","14,22337565",,"0,29579234",,"103,4944953"
15/03/2010 16.00,"22,44024536","14,86062995","14,16361046","0,2902516",,"102,9978401"
15/03/2010 17.00,"30,62285968","21,638104",,"0,31446263",,"99,549702"
15/03/2010 18.00,"32,09752792","24,43891632","14,16361046","0,39296499",,"91,9781184"
15/03/2010 19.00,"62,09652112","54,11346224",,"0,49497006",,"65,24549745"
15/03/2010 20.00,"84,44858504","70,08508656","25,39682007","0,55997589",,"53,82384315"
15/03/2010 21.00,"86,1476456","71,84498696",,"0,65537774",,"54,14862915"
15/03/2010 22.00,"83,11529008","73,84243424","36,14162064","0,66760209",,"44,1167916"
15/03/2010 23.00,"63,51411616","58,10961872",,"0,65900089",,"40,6334418"
16/03/2010 0.00,"50,47821488","46,34701384","46,88644028","0,62573781",,"35,40847695"
16/03/2010 1.00,"36,77181344","33,47340312",,"0,6148672",,"44,46729315"
16/03/2010 2.00,"27,36484992","25,4590448","48,84004974","0,66041171",,"38,794371"
16/03/2010 3.00,"22,28200824","20,93596024",,"0,65968824",,"43,67428065"
16/03/2010 4.00,"19,21726344","17,88856493","48,35165024","0,62119897",,"43,1694858"
16/03/2010 5.00,"19,1407452","17,84703246",,"0,51259884",,"46,24954635"
16/03/2010 6.00,"23,90323128","22,07679328","31,25761986","0,51893061",,"43,6417821"
16/03/2010 7.00,"68,54896664","48,60011464",,"0,54525146",,"12,78981533"
16/03/2010 8.00,"90,2214484","57,46328624","40,53723145","0,69909204",,"31,89400515"
16/03/2010 9.00,"92,5767456","59,82020864",,"0,64519215",,"39,52783275"
16/03/2010 10.00,"63,4713256","44,87391344","31,25761986","0,48400741",,"68,42161725"
16/03/2010 11.00,"31,60595272","21,67705144",,"0,3578682",,"95,62926765"
16/03/2010 12.00,"20,62447632","14,0481657","17,58241081","0,3418844",,"103,5242607"
16/03/2010 13.00,"17,23809106","11,7275713",,"0,33879831",,"108,1159328"
16/03/2010 14.00,"22,46489104","15,46284494","11,72161007","0,37115502",,"115,3275585"
16/03/2010 15.00,"16,98517934","12,44658846",,"0,37231303",,"114,6346751"
16/03/2010 16.00,"21,09010568","15,00469533","22,95482063","0,37418169",,"111,0146678"
16/03/2010 17.00,"23,30532976","16,76201262",,"0,41877789",,"107,2647261"
16/03/2010 18.00,"32,13901832","24,64527848","19,04759979","0,40189588",,"97,0095882"
16/03/2010 19.00,"72,33876096","58,4652316",,"0,5668424",,"60,72283245"
16/03/2010 20.00,"141,9110491","100,6343916","43,46763992","0,86979366",,"19,02977234"
16/03/2010 21.00,"147,7293034","107,7882352",,"0,95459052",,"12,5908839"
16/03/2010 22.00,"125,0620462","96,54349552","55,67765045","0,99822909",,"13,44344715"
16/03/2010 23.00,"113,8873431","87,71669016",,"0,97480676",,"5,81773521"
17/03/2010 0.00,"99,52204736","78,52773288","76,19046021","0,94413814",,"16,1648865"
17/03/2010 1.00,"59,98896176","54,49245888",,"0,72903603",,"31,6436526"
17/03/2010 2.00,,,"72,28327179","0,68074329",,
17/03/2010 3.00,"34,5760344","33,26834112",,,,"70,44207345"
17/03/2010 4.00,"29,8771032","28,41430848","51,28205109","0,43167328",,"39,830973"
17/03/2010 5.00,"24,05368656","22,63098648",,"0,37537931",,"53,734527"
17/03/2010 6.00,"26,48422096","24,27928344","43,46763992","0,27156034",,"68,9575341"
17/03/2010 7.00,"57,350918","51,42169128",,"0,35844837",,"40,16252205"
17/03/2010 8.00,"65,88889664","52,62739848","30,76922989","0,39831467",,"51,09971055"
17/03/2010 9.00,"79,03632488","55,991486",,"0,54607744",,"61,67692125"
17/03/2010 10.00,"40,96234384","30,0210768","25,88521957","0,35338877",,"96,00141495"
17/03/2010 11.00,"25,73586416","18,87884326",,"0,31939407",,"116,0813294"
17/03/2010 12.00,"24,74236984","18,76982294","19,04759979","0,29354272",,"122,1440147"
17/03/2010 13.00,"25,947274","19,3175096",,"0,3327939",,"119,4076926"
17/03/2010 14.00,"30,61119648","21,2954736","21,97801971","0,30353027",,"116,1246408"
17/03/2010 15.00,"24,88116192","17,55631095",,"0,28928931",,"117,813528"
17/03/2010 16.00,"22,05245352","16,63482446","19,04759979","0,27950797",,"121,0654578"
17/03/2010 17.00,"23,76315816","18,63873813",,"0,35433242",,"121,0884402"
17/03/2010 18.00,"36,16613008","29,25792112","21,0012207","0,36704141",,"110,6966448"
17/03/2010 19.00,"60,76974608","50,58976096",,"0,50106767",,"95,97703605"
17/03/2010 20.00,"78,29316872","69,32063072","45,90964127","0,64425083",,"78,0123204"
17/03/2010 21.00,"122,0362298","101,8219348",,"0,80950724",,"27,03845445"
17/03/2010 22.00,"247,105924","144,928166","79,60928345","1,34563325",,"8,36460009"
17/03/2010 23.00,"97,77369544","83,05601808",,"0,86065307",,"23,64444075"
18/03/2010 0.00,"56,36132416","51,03879416","77,16725922","0,77650163",,"35,51129925"
18/03/2010 1.00,"62,88120592","58,33804536",,"0,85440285",,"21,636174"
18/03/2010 2.00,"43,27615064","40,19507736","79,60928345","0,66845254",,"37,02833715"
18/03/2010 3.00,"31,7239996","30,3117964",,"0,60949305",,"44,3130198"
18/03/2010 4.00,"24,52967896","23,30846544","77,16725922","0,47823833",,"54,43415355"
18/03/2010 5.00,"21,3676516","20,21565248",,"0,41864392",,"57,6278892"
18/03/2010 6.00,"26,6385576","25,03463816","57,14284134","0,44714331",,"49,4649477"
18/03/2010 7.00,"54,3029988","47,17894416",,"0,42937823",,"39,50078055"
18/03/2010 8.00,"95,78674504","63,8046828","50,30524063","0,5329677",,"23,653917"
18/03/2010 9.00,"90,83229416","58,98177752",,"0,60960722",,"32,50295895"
18/03/2010 10.00,"44,77802664","34,35986368","25,88521957","0,44703264",,"84,5256363"
18/03/2010 11.00,"30,16633144","23,5394924",,"0,39721607",,"103,6379358"
18/03/2010 12.00,"26,290956","20,425896","27,8388195","0,32974976",,"115,7836155"
18/03/2010 13.00,"23,95252264","19,60174752",,"0,31327433",,"125,3593761"
18/03/2010 14.00,"23,69572192","19,36553904","30,28083038","0,32835059",,"128,8346063"
18/03/2010 15.00,"21,68280656","17,53424647",,"0,23946226",,"121,0992531"
18/03/2010 16.00,"37,10901376","29,91593592","27,8388195","0,36794195",,"124,0899975"
18/03/2010 17.00,"38,0389532","30,9698112",,"0,34224438",,"122,309081"
