,Comune Lecce,,,,,
,SAN PIETRO IN LAMA,,,,,
Parm,NOX,NO2,PM10,CO,BENZENE,O3



30/10/2010 5.00,"66,00952472","35,59153584",,"0,73503462","3,0894782","3,94344668"
30/10/2010 6.00,"86,03221816","34,17166552","44,4444313","0,78848948","3,23525396","3,78376089"
30/10/2010 7.00,"122,3539659","35,7823152",,"0,92963738","3,40646286","4,16538444"
30/10/2010 8.00,"118,9001482","40,62468464","55,67765045","0,88630055","4,45706149","5,71217976"
30/10/2010 9.00,"156,5500286","70,54712136",,"0,81229509","4,63322623","13,91303424"
30/10/2010 10.00,"40,48375112","28,16899888","61,53845978","0,41885711","3,60255571","59,17335585"
30/10/2010 11.00,"19,16409072","13,63932848",,"0,32095168","1,33014854","79,51309905"
30/10/2010 12.00,"17,42096238","11,68473868","40,53723145","0,33944256","0,92409095","86,49599805"
30/10/2010 13.00,"19,86575648","13,95212403",,"0,32914279","0,78602201","86,06025015"
30/10/2010 14.00,"13,02940813","9,15908419","22,95482063","0,31442535","0,72733806","96,7876644"
30/10/2010 15.00,"15,54034978","12,30511958",,"0,33015984","0,66612076","93,6683622"
30/10/2010 16.00,"13,56246417","10,09355316","22,95482063","0,40674461","0,83138428","98,6565405"
30/10/2010 17.00,"19,80480192","15,76524304",,"0,39058606","0,9955474","87,82355085"
30/10/2010 18.00,"41,32677104","34,02759632","25,88521957","0,5407464","1,1887774","60,0922329"
30/10/2010 19.00,"66,59444376","57,2101948",,"0,54996155","1,79224995","37,93638135"
30/10/2010 20.00,"71,15978352","57,59825432","42,00244141","0,6375381","2,15812078","33,76559445"
30/10/2010 21.00,"73,7706004","58,65991144",,"0,58474962","2,29431742","32,1619536"
30/10/2010 22.00,"44,22941648","38,8440008","35,65322113","0,47411539","1,76681579","48,98588835"
30/10/2010 23.00,"48,47960128","43,2645448",,"0,49772295","1,67532037","39,86885805"
31/10/2010 0.00,"25,76829168","22,04304648","29,30401993","0,45144449","1,58129262","60,40075965"
31/10/2010 1.00,"27,21051328","21,57192968",,"0,45187671","1,41360661","55,27049745"
31/10/2010 2.00,,,"29,30401993","0,3687027","1,5020195",
31/10/2010 3.00,"7,62361626","6,28948958",,,"0,44437408","73,6330959"
31/10/2010 4.00,"7,36941013","6,14412596","24,90842056","0,23669538","0,73570492","68,50552695"
31/10/2010 5.00,"7,25008794","5,67948893",,"0,20344395","0,69584869","68,9643171"
31/10/2010 6.00,"7,82594602","6,70480658","17,09399986","0,2111679","0,67371775","65,1507549"
31/10/2010 7.00,"9,10735694","7,70287249",,"0,22103079","0,67680028","62,25746625"
31/10/2010 8.00,"12,41074994","10,75156414","22,46640968","0,23319922","0,69959125","59,5197876"
31/10/2010 9.00,"12,22528402","10,29601675",,"0,23473236","0,96339698","66,97364625"
31/10/2010 10.00,"12,6234542","8,90080741","14,16361046","0,20099279","0,86584634","76,87690605"
31/10/2010 11.00,"9,74676416","6,0169359",,"0,21250649","0,61602334","82,7893878"
31/10/2010 12.00,"12,28494416","8,04810512","9,76801014","0,21981104","0,5774882","83,33340435"
31/10/2010 13.00,"18,0889062","11,08642034",,"0,21985997","0,6384848","83,49037095"
31/10/2010 14.00,"9,32265388","6,49844633","15,62880993","0,19603106","0,69761013","88,0671603"
31/10/2010 15.00,"6,63791717","4,95138212",,"0,20858044","0,50316889","90,8914419"
31/10/2010 16.00,"7,65344729","4,89167992","7,32600689","0,19144212","0,53675023","87,9534852"
31/10/2010 17.00,"9,05936766","7,06042519",,"0,2011489","0,45945823","82,1208633"
31/10/2010 18.00,"12,48338108","9,88070167","11,23320961","0,22561157","0,52276648","78,17333685"
31/10/2010 19.00,"12,02814344","8,94493446",,"0,22631523","0,64277858","78,649683"
31/10/2010 20.00,"13,55597866","10,15714628","8,30280876","0,19324904","0,69188442","78,6713487"
31/10/2010 21.00,"11,72076076","9,00204016",,"0,21252629","0,64409966","80,6890917"
31/10/2010 22.00,"9,55092182","6,79695733","13,18680954","0,18556237","0,61866653","82,0017618"
31/10/2010 23.00,"5,29814053","3,38614818",,"0,16011411","0,53708075","87,0589671"
01/11/2010 0.00,"6,33183082","4,23755222","14,65200996","0,14717562","0,48026706","86,0737563"
01/11/2010 1.00,"5,58866319","3,8105529",,"0,12726344","0,48368012","87,6219162"
01/11/2010 2.00,"5,96997335","4,45819128","12,21000957","0,13521223","0,4678261","88,33782195"
01/11/2010 3.00,"7,85707146","6,66197778",,"0,12667744","0,42543653","84,48368145"
01/11/2010 4.00,"3,82737277","2,67750935","11,72161007","0,12320108","0,41200399","88,6233264"
01/11/2010 5.00,"2,80665348","1,55615003",,"0,11175612","0,37765176","90,65461545"
01/11/2010 6.00,,,"6,83760691","0,10955893","0,37522927","90,55582305"
01/11/2010 7.00,"2,06218951","1,09151109",,"0,10788949","0,35408991","89,04828135"
01/11/2010 8.00,"2,75607152","1,4445313","7,32600689","0,11810304","0,37864232","88,0671603"
01/11/2010 9.00,"3,96355497","2,20638299",,"0,12063226","0,42664777","89,41771545"
01/11/2010 10.00,"4,47715641","2,46595802","2,93040299","0,12762459","0,45329216","88,1294043"
01/11/2010 11.00,"6,92584525","3,84819062",,"0,13386433","0,40914113","89,0699271"
01/11/2010 12.00,"5,45637191","2,26478694","14,65200996","0,14768356","0,38855197","90,91037445"
01/11/2010 13.00,"6,68201362","3,76382936",,"0,14448097","0,45714557","90,24998955"
01/11/2010 14.00,"5,7961802","3,25765986","14,65200996","0,13319096","0,46903735","93,20554215"
01/11/2010 15.00,"3,30858216","1,41468115",,"0,10421624","0,40583792","96,01629765"
01/11/2010 16.00,"4,6652169","2,33876605","18,55920982","0,11191223","0,40209434","95,87557035"
01/11/2010 17.00,"4,06082797","1,86114845",,"0,11738074","0,39086361","96,19492995"
01/11/2010 18.00,"6,14506666","4,05585103","15,62880993","0,11364109","0,39405699","95,07848805"
01/11/2010 19.00,"6,7883648","4,80212758",,"0,11931464","0,44096103","95,44927875"
01/11/2010 20.00,"8,1916925","5,23691446","19,53602028","0,13323989","0,54687955","95,3423667"
01/11/2010 21.00,"6,88434146","4,84106354",,"0,10767396","0,47432168","96,982536"
01/11/2010 22.00,"6,56658236","4,32321173","23,44322014","0,12453967","0,39923149","96,4317564"
01/11/2010 23.00,"5,34353523","2,46725436",,"0,10513543","0,42147226","96,4249734"
02/11/2010 0.00,"3,39547874","1,51461566","21,97801971","0,1009158","0,4049572","97,22478885"
02/11/2010 1.00,"2,58616738","1,39521317",,"0,08362137","0,33999632","97,9433679"
02/11/2010 2.00,,,"15,62880993","0,0749596","0,32337142",
02/11/2010 3.00,,,,,"0,32821539","102,4754892"
02/11/2010 4.00,,,"27,8388195","0,12218986","0,33184913","102,6202863"
02/11/2010 5.00,,,,"0,14240844","0,34087806","103,7394414"
02/11/2010 6.00,"2,87798638","1,65738278","23,44322014","0,13163801","0,33691379","101,45375"
02/11/2010 7.00,"4,83123013","3,71840406",,"0,11490395","0,31214069","98,3493504"
02/11/2010 8.00,"11,25125578","8,16102019","25,88521957","0,1408485","0,33757484","92,1324117"
02/11/2010 9.00,"17,7646635","12,81518574",,"0,17338928","0,49931547","88,4257815"
02/11/2010 10.00,"17,76077067","12,32718215","26,37360954","0,19555341","0,75387261","82,89897315"
02/11/2010 11.00,"10,29538388","6,82031814",,"0,16193384","0,57352393","88,50288825"
02/11/2010 12.00,"9,84533541","6,73855146","26,37360954","0,16746642","0,48841527","91,7561946"
02/11/2010 13.00,"10,41989523","6,05197903",,"0,16367784","0,47476204","94,37748495"
02/11/2010 14.00,"9,32265388","5,97540343","28,32722092","0,16721012","0,45472409","94,43430255"
02/11/2010 15.00,"7,95693905","4,81121149",,"0,16108106","0,40517789","97,4142141"
02/11/2010 16.00,"8,75068864","5,72621247","30,28083038","0,16631424","0,39086361","97,25184105"
02/11/2010 17.00,"9,89461912","7,19151",,"0,15241695","0,45109035","96,6225582"
02/11/2010 18.00,"15,56758622","10,26875737","31,74603081","0,19295662","0,56967052","87,1225677"
02/11/2010 19.00,"27,28445032","21,32792024",,"0,15859844","0,56130264","73,47072285"
02/11/2010 20.00,"29,90433008","23,25007296","15,14041042","0,17727339","0,6137117","75,28816785"
02/11/2010 21.00,"29,19230128","22,98399904",,"0,16695615","0,64432035","76,32476985"
02/11/2010 22.00,"19,64138328","16,7723986","12,69841003","0,15742529","0,63430087","76,4506344"
02/11/2010 23.00,"8,04383562","5,84172213",,"0,12322438","0,55733939","84,9289056"
03/11/2010 0.00,"3,62115401","2,05193546","13,67521","0,11667242","0,37974373","91,0037604"
03/11/2010 1.00,"2,20874814","0,88255243",,"0,10275417","0,16251152","93,2082354"
03/11/2010 2.00,"4,26964131","2,95914886","11,72161007","0,10917448",,"86,2943634"
03/11/2010 3.00,"4,03618611","2,90983074",,"0,10526241","0,19069767","80,81088645"
03/11/2010 4.00,"5,7118763","4,42055165","16,60560989","0,16084573","0,18739445","53,52882255"
03/11/2010 5.00,"6,58603696","5,57306318",,"0,11187146","0,53025363","44,2007013"
03/11/2010 6.00,"9,35507758","8,12208422","6,83760691","0,14552365","0,64542074","51,87648375"
03/11/2010 7.00,"44,97515384","33,9458392",,"0,1799494","0,64597196","27,3348117"
03/11/2010 8.00,"61,71523008","41,33202904","21,48962021","0,34368549","0,82929231","30,5069016"
03/11/2010 9.00,"71,45551256","41,83689264",,"0,26569107","2,12233662","35,63040075"
03/11/2010 10.00,"23,88378624","15,32137415","37,6068306","0,15439629","1,05511309","67,1725677"
03/11/2010 11.00,"14,50795773","9,5432547",,"0,13139336","0,42686744","80,0435895"
03/11/2010 12.00,"11,47044363","7,4562742","31,25761986","0,12405969","0,37082566","83,5851135"
03/11/2010 13.00,"12,1824839","6,71778714",,"0,12479713","0,34902525","84,8260434"
03/11/2010 14.00,"18,88395022","11,83788606","35,16482162","0,14119218","0,34241882","77,263956"
03/11/2010 15.00,"20,23150296","12,93198982",,"0,12982527","0,37489874","74,9944839"
03/11/2010 16.00,"13,42239105","8,59580708","42,49084091","0,13247798","0,34197845","80,44009575"
03/11/2010 17.00,"12,98271518","8,26484944",,"0,16619657","0,37820196","77,8580271"
03/11/2010 18.00,"23,7320308","16,90997274","45,42124176","0,18943017","0,56394582","63,86108715"
03/11/2010 19.00,"19,13814488","14,98263276",,"0,14920388","0,6754792","71,4638127"
03/11/2010 20.00,"10,67669595","6,36346869","36,14162064","0,12513615","0,49535121","76,73753535"
03/11/2010 21.00,"10,11769981","5,17202118",,"0,11207184","0,28252362","74,6643114"
03/11/2010 22.00,"7,77536406","5,18889267","32,23442078","0,11440184","0,33493166","73,9173036"
03/11/2010 23.00,"13,02551721","10,98778409",,"0,09588999","0,33988649","64,7975601"
04/11/2010 0.00,"7,98936466","6,17397802","20,51280975","0,10385859","0,25422661","67,70170155"
04/11/2010 1.00,"12,88155317","10,91250291",,"0,13765757","0,40396664","52,0469964"
04/11/2010 2.00,,,"11,72161007","0,08063897","0,5064721",
04/11/2010 3.00,"3,52388101","2,26867978",,,"0,27129289","59,54821635"
04/11/2010 4.00,"4,8169647","3,8702551","14,65200996","0,14078093","0,53829098","59,2329066"
04/11/2010 5.00,"7,5341251","6,14412596",,"0,19208287","0,28736759","54,26637405"
04/11/2010 6.00,"11,73762078","9,64448746","20,02441978","0,15594807","0,56669783","47,10484275"
04/11/2010 7.00,"26,21833824","22,44928912",,"0,18663533","0,38601964","20,53866465"
04/11/2010 8.00,"85,54712464","40,11202008","11,72161007","0,41012427","0,91594274","7,75427373"
04/11/2010 9.00,"189,4594299","66,11359488",,"0,86107364","1,91534458","5,65534221"
04/11/2010 10.00,"101,6827986","51,39182584","18,55920982","0,4054468","3,05732777","11,21324862"
04/11/2010 11.00,"70,60467256","44,3820132",,"0,30874714","1,66992519","29,37827025"
04/11/2010 12.00,"32,55793752","19,436914","23,93161964","0,25479366","1,20573283","52,02399405"
04/11/2010 13.00,"30,47370456","18,8580713",,"0,26967187","0,80495957","59,08266315"
04/11/2010 14.00,"40,61086088","24,9139336","19,53602028","0,28131605","0,90251123","54,971427"
04/11/2010 15.00,"35,51633688","21,95868904",,"0,24906069","0,80440937","58,9852473"
04/11/2010 16.00,"28,9847728","19,5809832","25,39682007","0,27472448","0,66336774","61,5226479"
04/11/2010 17.00,"50,0411508","35,30989824",,"0,41585724","0,78745395","46,68800745"
04/11/2010 18.00,"72,23887808","48,76104768","30,76922989","0,4811252","1,58745869","27,3727167"
04/11/2010 19.00,"58,11223816","44,201616",,"0,41325579","1,76571438","31,8682896"
04/11/2010 20.00,"58,00459256","42,9037504","42,00244141","0,45359042","1,79180959","32,9766318"
04/11/2010 21.00,"47,60801608","38,93744024",,"0,39860242","1,47306246","37,2462111"
04/11/2010 22.00,"55,27574792","45,8213668","45,42124176","0,47233527","1,2499947","25,2142464"
04/11/2010 23.00,"28,272744","24,40907",,"0,32673707","1,75800756","43,884015"
05/11/2010 0.00,"21,43250664","15,99626618","27,35042","0,31298774","1,07493137","57,17727855"
05/11/2010 1.00,"14,43403216","11,55624846",,"0,26236965","1,16224286","55,4126013"
05/11/2010 2.00,"10,45750618","8,70223282","24,42000961","0,23214256","0,65169665","58,52514045"
05/11/2010 3.00,"9,0930896","7,69378666",,"0,18404088","0,95337851","61,57812885"
05/11/2010 4.00,"10,80768898","9,78076334","30,76922989","0,17015524","0,75750533","57,9973632"
05/11/2010 5.00,"7,96212822","6,96438161",,"0,16871647","0,33537202","60,74856795"
05/11/2010 6.00,"7,03090009","5,81965956","22,46640968","0,16860463","0,36532064","64,7501988"
05/11/2010 7.00,"13,64546982","11,45631013",,"0,18328712","0,33537202","61,1139522"
05/11/2010 8.00,"26,4465928","20,12349408","28,32722092","0,23940983","0,37952304","57,37753665"
05/11/2010 9.00,"45,5821756","32,30144272",,"0,35658087","0,62494243","47,65426575"
05/11/2010 10.00,"35,07149096","22,75039088","33,69963074","0,27856665","1,20661457","54,5979231"
05/11/2010 11.00,"32,92240296","21,33052056",,"0,24134257","0,81200636","59,3357289"
05/11/2010 12.00,"26,70211248","16,59847926","25,39682007","0,22689307","0,79174772","70,62341895"
05/11/2010 13.00,"26,0575008","16,91256732",,"0,24669108","0,6708549","72,9672846"
05/11/2010 14.00,"25,947274","15,49788617","33,69963074","0,28471901","0,66766152","75,50199195"
05/11/2010 15.00,"25,61523608","16,37006218",,"0,23618395","0,92772469","74,45046735"
05/11/2010 16.00,"20,50386736","13,59650542","27,8388195","0,26742109","0,58937896","75,33959895"
05/11/2010 17.00,"23,59065752","15,52774014",,"0,27629373","0,68957278","74,19606495"
05/11/2010 18.00,"29,5865748","20,22343432","25,39682007","0,28797402","0,86573651","74,4071958"
05/11/2010 19.00,"44,68466368","34,00943232",,"0,32691648","0,97242591","55,98502665"
05/11/2010 20.00,"48,15922656","36,73885056","34,67642975","0,37513932","0,94104637","47,5027056"
05/11/2010 21.00,"50,80118992","39,06074512",,"0,38895389","1,16829807","44,12762445"
05/11/2010 22.00,"44,00504328","34,74662304","38,58362961","0,33165803","1,38134635","41,52391005"
05/11/2010 23.00,"28,53472624","25,07876712",,"0,26962644","1,07867495","45,36452445"
06/11/2010 0.00,"22,6425732","18,58292494","33,21123123","0,22925336","0,81145616","51,89272305"
06/11/2010 1.00,"18,46243452","15,46414702",,"0,2190934","0,79527061","52,00368495"
06/11/2010 2.00,,,"21,97801971","0,20680265","0,59972897",
06/11/2010 3.00,"8,85055622","7,36153078",,,"0,50724299","69,306699"
06/11/2010 4.00,"7,53931427","5,93127638","21,97801971","0,18208135","0,34451078","74,18389545"
06/11/2010 5.00,"4,9531469","3,78329734",,"0,15911803","0,2544473","78,3127275"
06/11/2010 6.00,"9,29541744","7,63667905","21,0012207","0,18590721","0,27426558","72,6831168"
06/11/2010 7.00,"13,25767416","12,11692907",,"0,18429485","0,45098051","66,8924298"
06/11/2010 8.00,"23,53230328","19,01901198","19,04759979","0,31253106","0,49524137","64,01402385"
06/11/2010 9.00,"33,33870272","25,1254964",,"0,29841475","0,78877503","64,64057355"
06/11/2010 10.00,"34,29718832","22,73480808","21,0012207","0,26901714","0,87696724","72,12689085"
06/11/2010 11.00,"28,81877296","20,1715044",,"0,26075962","0,63793461","78,81752235"
06/11/2010 12.00,"20,7451044","13,68995442","21,48962021","0,25191727","0,66777237","87,4690194"
06/11/2010 13.00,"20,02397448","13,1383558",,"0,29925472","0,66590007","89,08885965"
06/11/2010 14.00,"26,82012112","17,66792586","16,11721039","0,29378504","0,91902629","93,79151355"
06/11/2010 15.00,"20,4247488","14,11955214",,"0,28703154","0,90757589","93,123009"
06/11/2010 16.00,"17,10450153","13,1098039","17,09399986","0,32363118","0,70212358","90,6058776"
06/11/2010 17.00,"26,03805576","18,57124644",,"0,3512009","0,87718691","84,4687788"
06/11/2010 18.00,"45,11006456","34,98803216","27,8388195","0,51679983","1,12348702","64,0112907"
06/11/2010 19.00,"55,2134932","49,7954588",,"0,50209287","1,9317498","42,8081913"
06/11/2010 20.00,"59,83980664","53,156946","35,65322113","0,56338119","2,07620448","21,7796145"
06/11/2010 21.00,"72,8251164","58,06809008",,"0,69236183","2,67306958","15,87122649"
06/11/2010 22.00,"116,018248","79,71269488","56,16604996","0,82487709","3,02011371","9,21987255"
06/11/2010 23.00,"94,26670504","68,65871544",,"0,68564328","3,1741465","17,90655342"
07/11/2010 0.00,"114,044261","63,59312","55,67765045","0,78790814","2,48831831","5,37385968"
07/11/2010 1.00,"105,9978384","61,36208368",,"0,84149581","3,21235214","4,98005666"
07/11/2010 2.00,"133,4534892","54,59238","54,70085144","0,80016627","3,00822193","3,86089757"
07/11/2010 3.00,"98,89950016","48,68835344",,"0,71860579","3,03629825","3,92314755"
07/11/2010 4.00,"56,1356508","46,206826","42,00244141","0,60604698","2,60458683","10,03048494"
07/11/2010 5.00,"32,33484536","27,64725232",,"0,47334882","2,53379041","28,70974575"
07/11/2010 6.00,"15,91128542","12,22595131","21,0012207","0,33465091","1,23590111","44,37121395"
07/11/2010 7.00,"20,7269404","16,02742413",,"0,33343232","0,72150251","38,7618924"
07/11/2010 8.00,"8,70659027","6,93063672","17,09399986","0,30521369","0,69122439","57,5101842"
07/11/2010 9.00,"12,29142966","9,20710598",,"0,32186737","0,56086228","53,7372402"
07/11/2010 10.00,"27,01726744","19,27598096","15,62880993","0,33286497","0,561743","47,15487735"
07/11/2010 11.00,"21,5920248","15,06959243",,"0,3555149","0,61591351","61,9664955"
07/11/2010 12.00,"7,69884199","4,77876485","21,0012207","0,32172524","0,61976692","85,40525175"
07/11/2010 13.00,"8,21244343","4,26999886",,"0,32910085","0,50724299","89,5449366"
07/11/2010 14.00,"7,39275565","4,67363735","9,76801014","0,3120569","0,66876293","88,81957455"
07/11/2010 15.00,"7,16967496","5,1382763",,"0,29074206","0,36774212","87,84657315"
07/11/2010 16.00,"4,94147414","2,76187253","17,09399986","0,30202043","0,30322262","89,8588698"
07/11/2010 17.00,"6,50562589","4,3595512",,"0,29492441","0,30465354","85,0371543"
07/11/2010 18.00,"11,34463786","7,93259546","21,48962021","0,30553523","0,30762623","76,6170972"
07/11/2010 19.00,"14,73103842","11,93912646",,"0,33977924","0,37027445","76,6576755"
07/11/2010 20.00,"23,51153896","18,00797124","25,39682007","0,34846548","0,56251389","69,825"
07/11/2010 21.00,"12,61697061","8,75674394",,"0,32543926","0,55689903","76,47770655"
07/11/2010 22.00,"8,24227446","5,18889267","24,42000961","0,3037854","0,43974978","79,6524897"
07/11/2010 23.00,"5,41876096","3,46402011",,"0,28080578","0,33944612","81,18439035"
08/11/2010 0.00,"6,76372294","5,1214029","21,48962021","0,29473102","0,22769206","80,07604815"
08/11/2010 1.00,"3,41882426","1,97795635",,"0,2859376","0,29628566","85,13732325"
08/11/2010 2.00,,,"18,55920982","0,26861988","0,16526352",
08/11/2010 3.00,"6,1074538","5,04872204",,,"0,1026153","74,721129"
08/11/2010 4.00,"6,96475445","5,90142433","7,81440783","0,1374933","0,11560748","76,8566169"
08/11/2010 5.00,"6,19305404","5,20057308",,"0,13036467","0,13366431","79,2600333"
08/11/2010 6.00,"3,51350458","2,4425953","16,11721039","0,13525534","0,12826913","80,87855685"
08/11/2010 7.00,"11,63256594","9,79374391",,"0,14412215","0,13179303","68,550195"
08/11/2010 8.00,"15,37304022","11,42256906","18,07081032","0,17582996","0,24916195","72,6979995"
08/11/2010 9.00,"25,84999144","17,68610325",,"0,22911007","0,37269694","71,19450765"
08/11/2010 10.00,"21,58164264","14,42713749","36,14162064","0,20385753","0,50107692","75,4099626"
08/11/2010 11.00,"15,93074002","10,28563268",,"0,21492037","0,5704414","81,285876"
08/11/2010 12.00,"16,99555577","11,39401717","31,74603081","0,18668077","0,65962417","91,09307655"
08/11/2010 13.00,"18,77370812","13,47450452",,"0,17362927","0,36245778","91,32449655"
08/11/2010 14.00,"13,77127751","9,26031886","25,39682007","0,19103437","0,37831281","97,4615754"
08/11/2010 15.00,"10,96851495","7,51208357",,"0,19595883","0,36245778","97,8702711"
08/11/2010 16.00,"12,2732714","8,31676406","27,8388195","0,18434261","0,40759936","98,9975658"
08/11/2010 17.00,"13,70124095","9,93650913",,"0,21103509","0,4523016","93,7712244"
08/11/2010 18.00,"15,35877287","10,1805071","31,25761986","0,20955438","0,50041587","84,19273065"
08/11/2010 19.00,"9,42122322","6,79825558",,"0,16342154","0,51781267","89,55441285"
08/11/2010 20.00,"7,61583442","5,18759442","30,28083038","0,17366655","0,41816904","88,79252235"
08/11/2010 21.00,"6,7105464","4,27648818",,"0,16481372","0,35100738","89,09428605"
08/11/2010 22.00,"5,53029939","3,66000011","33,69963074","0,16109737","0,36069634","86,9682744"
08/11/2010 23.00,"4,87662483","2,98510618",,"0,15808934","0,34495115","82,5106065"
09/11/2010 0.00,"7,06591837","5,49000017","32,72283173","0,1552048","0,30927784","72,5288235"
09/11/2010 1.00,"5,33704973","4,13242472",,"0,14640206","0,45923754","72,49093845"
09/11/2010 2.00,"2,63415475","1,54446771","23,93161964","0,13364181","0,33944612","79,66060935"
09/11/2010 3.00,"2,26322102","0,99676575",,"0,14023105","0,21106615","79,10169015"
09/11/2010 4.00,,,"18,07081032","0,12201045","0,32832625","81,3603294"
09/11/2010 5.00,,,,"0,13576328","0,19433141","82,878684"
09/11/2010 6.00,"17,60513387","16,41937457","16,60560989","0,13641218","0,21205772","65,12368275"
09/11/2010 7.00,"4,20738659","3,09283017",,"0,13943419","0,25070372","83,3631498"
09/11/2010 8.00,"11,7026025","8,22721172","14,65200996","0,17244447","0,24398745","73,70888595"
09/11/2010 9.00,"20,72175888","13,29669999",,"0,16980458","0,35882404","67,6611033"
09/11/2010 10.00,"21,68022536","13,35769088","10,7448101","0,17917351","0,42554636","69,01979805"
09/11/2010 11.00,"14,89056614","9,06953185",,"0,15685327","0,40792989","78,55498035"
09/11/2010 12.00,"16,20699534","10,0494242","12,69841003","0,16278429","0,30850695","77,33160645"
09/11/2010 13.00,"13,24211048","7,6522542",,"0,15058324","0,27778847","79,5144357"
09/11/2010 14.00,"16,32113027","9,60684974","9,27960968","0,15386854","0,24607942","77,0893536"
09/11/2010 15.00,"12,26808414","7,76906402",,"0,15605408","0,34285918","79,27896585"
09/11/2010 16.00,"12,74407272","8,02993538","33,21123123","0,17410925","0,28681739","81,53894175"
09/11/2010 17.00,"13,15910482","8,29729799",,"0,18250424","0,33460215","83,55532815"
09/11/2010 18.00,"10,22534732","6,44263696","66,91085052","0,20363967","0,39945218","86,98046385"
09/11/2010 19.00,"10,83752001","7,1344043",,"0,20112327","0,55139401","87,5813379"
09/11/2010 20.00,"8,28766916","4,5698081","90,84249115","0,19148057","0,47366165","85,14270975"
09/11/2010 21.00,"6,3084853","3,44585038",,"0,20918973","0,36719192","86,56095525"
09/11/2010 22.00,"6,1982413","3,48868109","105,9829025","0,18800421","0,38734072","82,5782769"
09/11/2010 23.00,"4,11270626","2,47763652",,"0,17895099","0,30949853","79,59158235"
10/11/2010 0.00,"2,53558542","1,29008567","98,65689087","0,17763454","0,28626618","80,24658075"
10/11/2010 1.00,,,,"0,17841975","0,23837158",
10/11/2010 2.00,,,"77,65567017","0,16763535","0,28979008",
10/11/2010 3.00,,,,,"0,21910451",
10/11/2010 4.00,,,"48,35165024","0,19718557","0,2180031",
10/11/2010 5.00,"2,20226263","1,25114779",,"0,20241759","0,23815191",
10/11/2010 6.00,"3,67951781","2,41014866","42,00244141","0,20341599","0,23991335",
10/11/2010 7.00,"6,24493234","4,41795706",,"0,2223286","0,26931075",
10/11/2010 8.00,"10,25906926","7,23174422","43,9560318","0,25131031","0,35453027",
10/11/2010 9.00,"13,79981029","8,94493637",,"0,25938376","0,42026101",
10/11/2010 10.00,"12,67792708","7,07989318","80,58608246","0,26622697","0,37390819",
10/11/2010 11.00,"9,93871749","6,08961675",,"0,22631407","0,40044273",
10/11/2010 12.00,"8,74031222","4,92023373","143,1013031","0,23743982","0,29892884",
10/11/2010 13.00,"8,7364213","4,72165723",,"0,22548575","0,25334589",
10/11/2010 14.00,"10,75062343","6,55295745","176,3125","0,2497795","0,28417523",
10/11/2010 15.00,"15,02415375","9,40048949",,"0,23809804","0,32964733",
10/11/2010 16.00,"16,83732438","11,85476137","143,1013031","0,24507989","0,3137923",
10/11/2010 17.00,"20,3975028","14,92422498",,"0,2600315","0,36454975",
10/11/2010 18.00,"29,32717376","23,38244072","151,404007","0,34727602","0,57550606",
10/11/2010 19.00,"25,72288168","19,10986449",,"0,33894743","0,811566",
10/11/2010 20.00,"55,23293824","42,02379064","236,3858032","0,36582981","0,75970815",
10/11/2010 21.00,"30,62932224","25,12419624",,"0,31197768","0,80782242",
10/11/2010 22.00,"16,91643912","11,99233359","326,7398071","0,28119838","0,63242959",
10/11/2010 23.00,"12,55990314","10,40114425",,"0,2376635","0,41035238",
11/11/2010 0.00,"16,0824859","13,07476077","361,9046021","0,29025975","0,3385654",
11/11/2010 1.00,"18,27307578","15,21235382",,"0,31285726","0,40517789",
11/11/2010 2.00,"12,3705444","10,83074197","329,6701965","0,2405259","0,45428271",
11/11/2010 3.00,"5,95570792","4,87870126",,"0,24532337","0,46298111",
11/11/2010 4.00,"9,3913941","8,38165734","295,9707031","0,23728837","0,55788959",
11/11/2010 5.00,"5,87659127","4,72295548",,"0,25153632","0,43138191",
11/11/2010 6.00,"7,0477601","5,98708384","190,4761047","0,2581675","0,45340199",
11/11/2010 7.00,"11,38613973","9,23695613",,"0,26122096","0,51946428",
11/11/2010 8.00,"51,67145584","34,98933232","119,1697006","0,34121103","0,47751506",
11/11/2010 9.00,"98,28861616","56,64951992",,"0,46131088","1,0981627",
11/11/2010 10.00,"68,8978684","42,15877784","73,74845886","0,3811915","1,275318",
11/11/2010 11.00,"18,26788852","12,8489268",,"0,24979697","1,02879822",
11/11/2010 12.00,"31,30634232","21,10987576","44,4444313","0,31018242","0,55513759",
11/11/2010 13.00,"33,63185056","21,66406896",,"0,32201649","0,85087305",
11/11/2010 14.00,"46,31885008","31,00873952","21,97801971","0,34148597","0,7440728",
11/11/2010 15.00,"40,7003616","31,5577512",,"0,3305338","0,74979851",
11/11/2010 16.00,"40,97528808","31,62652584","22,95482063","0,35992675","0,95635121",
11/11/2010 17.00,"54,54685528","43,08544776",,"0,38212583","1,05202955",
11/11/2010 18.00,"51,5651104","40,57017352","20,51280975","0,47370415","1,36108771",
11/11/2010 19.00,"73,89252864","60,27836208",,"0,42175796","1,1155595",
11/11/2010 20.00,"67,71372856","53,0401228","21,0012207","0,56063062","1,53989462",
11/11/2010 21.00,"63,22880752","49,03100296",,"0,5446841","2,04900889",
11/11/2010 22.00,"73,82247296","59,04148928","29,30401993","0,7204593","2,02588739",
11/11/2010 23.00,"39,11284712","35,81218064",,"0,63661775","2,80155939",
12/11/2010 0.00,"23,020002","20,26886344","33,69963074","0,52216931","2,24433086",
