 Brindisi,,,,
,Casale,,,,
Parm,SO2,NO2,NOX,PM10



17/09/2010 16.00,"3,25012962","3,99160592","4,6697579","16,60560989"
17/09/2010 17.00,"3,25012962","6,61785073","6,9893963",
17/09/2010 18.00,"3,25193479","8,32001064","8,58791817","17,09399986"
17/09/2010 19.00,"3,20860042","16,59394399","16,96831933",
17/09/2010 20.00,"3,17248777","16,19290008","16,43396504","13,91940975"
17/09/2010 21.00,"3,00817515","15,403789","15,79390774",
17/09/2010 22.00,"2,61274317","15,41027642","15,71155217","25,88521957"
17/09/2010 23.00,"2,97567386","22,64461904","23,01285112",
18/09/2010 0.00,"3,24290688","15,75291638","15,89831633","31,99023056"
18/09/2010 1.00,"3,18332085","12,82102498","13,07155817",
18/09/2010 2.00,"2,96664595",,,"32,72283173"
18/09/2010 3.00,"2,97386869","7,32973422","7,70986658",
18/09/2010 4.00,"2,9196992","5,07922226","5,11915821","27,10622025"
18/09/2010 5.00,"2,68677365","4,22522173","4,41425352",
18/09/2010 6.00,"2,71205221","12,21103006","12,34006521","30,52503014"
18/09/2010 7.00,"2,42676337","24,27863336","25,66775872",
18/09/2010 8.00,"2,45745846","27,89449304","33,16102056","21,97801971"
18/09/2010 9.00,"3,09123455","21,36101696","25,93689184",
18/09/2010 10.00,"3,09755419","7,33167872","8,67611108","26,61782074"
18/09/2010 11.00,"3,25012962","7,05328578","7,82529594",
18/09/2010 12.00,"3,25012962","16,97097318","20,6251264","24,90842056"
18/09/2010 13.00,"3,31212594","13,09402608","18,91866066",
18/09/2010 14.00,"5,45570362","6,56982894","7,80584134","17,09399986"
18/09/2010 15.00,"3,3855513","3,90205358","4,47196915",
18/09/2010 16.00,"4,56552962","12,24022248","15,22648159","19,53602028"
18/09/2010 17.00,"5,13249593","7,8073499","9,01073211",
18/09/2010 18.00,"3,98953337","6,65873311","6,97512896","19,29179955"
18/09/2010 19.00,"3,47222208","13,0053284","14,26542435",
18/09/2010 20.00,"3,26638026","13,13900588","13,50604487","16,36141014"
18/09/2010 21.00,"3,25012962","13,83790306","14,14804858",
18/09/2010 22.00,"3,24290688","11,58804502","11,88158482","24,42000961"
18/09/2010 23.00,"3,19596013","9,90276424","10,10797155",
19/09/2010 0.00,"3,24290688","12,64257038","12,86209666","25,64101982"
19/09/2010 1.00,,"9,47446668","9,65662483",
19/09/2010 2.00,"4,56372343",,,"24,42000961"
19/09/2010 3.00,"3,25012962",,,
19/09/2010 4.00,"3,24832343",,,"22,71062088"
19/09/2010 5.00,"3,23749034",,,
19/09/2010 6.00,"3,19234978",,,"17,58241081"
19/09/2010 7.00,"3,07137254",,,
19/09/2010 8.00,"3,15984748",,,"16,36141014"
19/09/2010 9.00,"3,22665624",,,
19/09/2010 10.00,"3,20860042",,,"9,03540897"
19/09/2010 11.00,"3,25012962",,,
19/09/2010 12.00,"3,2510317",,,"14,40781021"
19/09/2010 13.00,"3,48395826",,,
19/09/2010 14.00,"3,68077115",,,"13,67521"
19/09/2010 15.00,"4,04641112",,,
19/09/2010 16.00,"3,37832857",,,"10,7448101"
19/09/2010 17.00,"3,32054873",,,
19/09/2010 18.00,"3,25012962",,,"27,8388195"
19/09/2010 19.00,"3,25012962",,,
19/09/2010 20.00,"3,24651825",,,"29,54821968"
19/09/2010 21.00,"2,95942322",,,
19/09/2010 22.00,"2,40238689",,,"40,53723145"
19/09/2010 23.00,"2,93233847",,,
20/09/2010 0.00,"3,0551219",,,"27,8388195"
20/09/2010 1.00,"2,99011933",,,
20/09/2010 2.00,"3,06776118",,,"16,84980965"
20/09/2010 3.00,"2,97748005",,,
20/09/2010 4.00,"3,0036617",,,"9,03540897"
20/09/2010 5.00,"3,12554102",,,
20/09/2010 6.00,"3,10929037",,,"6,59340715"
20/09/2010 7.00,"3,09213663",,,
20/09/2010 8.00,"2,76261033",,,"10,01220989"
20/09/2010 9.00,"2,74997105",,,
20/09/2010 10.00,"3,09033146",,,"7,08180714"
20/09/2010 11.00,"3,11651311",,,
20/09/2010 12.00,"3,2311707",,,"4,63980484"
20/09/2010 13.00,"3,24832343",,,
20/09/2010 14.00,,,,
20/09/2010 15.00,,,,
20/09/2010 16.00,"0,03152802","3,46393025","3,74727526","10,25640965"
20/09/2010 17.00,,"2,20768124","2,4623061",
20/09/2010 18.00,,"3,94488238","4,20284559","14,89620972"
20/09/2010 19.00,,"4,75150929","5,04069164",
20/09/2010 20.00,,"1,91565957","2,12184965","10,01220989"
20/09/2010 21.00,,"2,05193546","2,21393539",
20/09/2010 22.00,,"2,82092465","3,01287224","14,65200996"
20/09/2010 23.00,,"2,60807316","2,732726",
21/09/2010 0.00,,"2,31864798","2,44609426","9,03540897"
21/09/2010 1.00,,"1,69567058","1,86764351",
21/09/2010 2.00,"0,15799197",,,"12,69841003"
21/09/2010 3.00,,"3,51269198","3,8591483",
21/09/2010 4.00,,"2,22844747","2,23922733","7,32600689"
21/09/2010 5.00,,"3,39653034","3,48691631",
21/09/2010 6.00,,"3,55681903","3,59910482","6,34920597"
21/09/2010 7.00,,"4,01950965","4,24499754",
21/09/2010 8.00,,"5,9403603","6,49135854","11,96580982"
21/09/2010 9.00,,"7,27392485","8,53409346",
21/09/2010 10.00,"0,01625064","8,33233922","10,38746962","8,79120922"
21/09/2010 11.00,,"8,08509467","9,69877678",
21/09/2010 12.00,,"3,12787139","3,41752792","10,01220989"
21/09/2010 13.00,,"3,40886082","3,70480783",
21/09/2010 14.00,"0,98226131","2,36082862","2,61080923","16,36141014"
21/09/2010 15.00,"0,58682934","2,48412776","2,76320519",
21/09/2010 16.00,"0,51911748","2,80924424","3,12959984","13,18680954"
21/09/2010 17.00,"0,28528884","2,94746846","3,01481674",
21/09/2010 18.00,"0,20945318","6,44328704","6,78058296","10,50061035"
21/09/2010 19.00,"0,24195447","4,98447884","5,19438394",
21/09/2010 20.00,"0,08666976","2,48217943","2,64971843","12,94260979"
21/09/2010 21.00,,"5,86054194","6,11523564",
21/09/2010 22.00,"0,27084439","6,83005214","6,91741524","14,16361046"
21/09/2010 23.00,"0,28528884","4,54190438","4,64900506",
22/09/2010 0.00,"0,21306353","2,85012662","2,84815726","13,91940975"
22/09/2010 1.00,"0,20223045","3,34461762","3,49534632",
22/09/2010 2.00,"0,05687776",,,"8,05860806"
22/09/2010 3.00,"0,08035012","3,46531836","3,5887284",
22/09/2010 4.00,"0,13542169","2,42572381","2,50640447","4,88400507"
22/09/2010 5.00,"0,17153434","2,04674438","2,08683137",
22/09/2010 6.00,"0,11646277","3,01365807","3,28523664","3,17460299"
22/09/2010 7.00,"0,05777984","3,74111671","3,98365774",
22/09/2010 8.00,"0,19861908","5,79305217","6,34609626","5,12820482"
22/09/2010 9.00,"0,56154977","5,34269013","5,77802194",
22/09/2010 10.00,"0,65002572","2,44064888","2,75736786","2,93040299"
22/09/2010 11.00,"0,66808256","3,13825546","3,48432173",
22/09/2010 12.00,"0,65002572","2,9176164","3,27810297","10,7448101"
22/09/2010 13.00,"0,6211358","4,34916904","5,23134672",
22/09/2010 14.00,"0,65002572","2,59185175","2,88771463","6,34920597"
22/09/2010 15.00,"0,65002572","1,49125484","1,83392157",
22/09/2010 16.00,"0,60488516","2,65869145","3,00184765","11,96580982"
22/09/2010 17.00,"0,61210789","3,96629678","4,45510722",
22/09/2010 18.00,"0,65002572","6,12920089","6,53286233","9,27960968"
22/09/2010 19.00,"0,64631164","6,05668638","6,4613803",
22/09/2010 20.00,"0,56154977","3,82547798","4,23138028","14,65200996"
22/09/2010 21.00,"0,56516114","12,15586695","12,47819382",
22/09/2010 22.00,"0,54981359","7,29339283","7,57368438","15,14041042"
22/09/2010 23.00,"0,04965503","2,00780841","2,26386918",
23/09/2010 0.00,"0,01895891","6,20252991","6,52961958","19,04759979"
23/09/2010 1.00,,"4,82354198","5,22810588",
23/09/2010 2.00,"0,93892593",,,"19,53602028"
23/09/2010 3.00,"0,52904849","4,8514457","5,13602014",
23/09/2010 4.00,"0,2284121","4,58667959","4,97778875","13,67521"
23/09/2010 5.00,"0,51911748","8,94104162","9,34146031",
23/09/2010 6.00,"0,57148078","5,09609566","5,48749927","14,65200996"
23/09/2010 7.00,"0,39543197","4,3335958","4,69893885",
23/09/2010 8.00,"0,18868808","6,48157484","7,15735403","13,43101025"
23/09/2010 9.00,"0,13361651","6,97087094","8,01335834",
23/09/2010 10.00,"0,48661619","6,44328704","7,07240196","15,14041042"
23/09/2010 11.00,"0,65002572","5,95334086","7,34347002",
23/09/2010 12.00,"0,71683448","6,51402148","7,08796564","17,58241081"
23/09/2010 13.00,"0,65002572","6,75607494","7,70402925",
23/09/2010 14.00,"0,57780041","8,95986144","12,18313207","12,94260979"
23/09/2010 15.00,"0,62745544","10,23696081","13,87892502",
23/09/2010 16.00,"0,5082844","2,89425558","3,29755757","16,11721039"
23/09/2010 17.00,"0,1029204","2,48996701","2,85204818",
23/09/2010 18.00,"0,02798682","4,92672306","5,44405098","22,22220993"
23/09/2010 19.00,"0,17334053","12,60233042","13,26675425",
23/09/2010 20.00,"0,03250129","28,11773816","28,70852704","19,04759979"
23/09/2010 21.00,"0,00270827","18,0040765","18,42222707",
23/09/2010 22.00,,"23,02619688","23,44345264","20,51280975"
23/09/2010 23.00,"0,00631964","37,44619496","38,25489448",
24/09/2010 0.00,"0,01625064","27,81923672","28,24031648","24,90842056"
24/09/2010 1.00,,"26,23906432","26,65607152",
24/09/2010 2.00,,,,"39,07204056"
24/09/2010 3.00,"0,01263928","17,90933498","18,54609026",
24/09/2010 4.00,,"14,6120929","15,03453018","38,58362961"
24/09/2010 5.00,,"11,09160951","11,52426834",
24/09/2010 6.00,,"12,73730998","13,10917103","42,97924042"
24/09/2010 7.00,"0,04784883","24,72510448","32,39449976",
24/09/2010 8.00,"0,83961689","48,79479448","94,08252208","29,54821968"
24/09/2010 9.00,"0,89198019","59,08821856","100,3806501",
24/09/2010 10.00,"0,63467817","24,67382464","31,05797352","33,94382095"
24/09/2010 11.00,"1,32713618","12,00596424","14,28098803",
24/09/2010 12.00,"0,96601067","10,60037082","11,99831242","31,50181961"
24/09/2010 13.00,"0,65002572","20,26496296","24,27157808",
24/09/2010 14.00,"0,78905877","9,79698858","10,80639265",
24/09/2010 15.00,"0,60398206","7,61201998","8,47313507",
24/09/2010 16.00,"0,65002572","7,6879455","8,71242761",
24/09/2010 17.00,"0,64822055","9,51729548","10,5392155",
24/09/2010 18.00,"0,41890535","18,64717005","19,27886808",
24/09/2010 19.00,"0,46765728","29,8400104","30,885492",
24/09/2010 20.00,"0,58141178","28,2020956","28,99970552",
24/09/2010 21.00,"0,44328182","18,67572194","19,17317272",
24/09/2010 22.00,"0,17736378","18,59190751","19,00527426",
24/09/2010 23.00,"0,14896406","17,30387724","17,71213322",
25/09/2010 0.00,"0,2898033","16,86909035","17,74196424",
25/09/2010 1.00,,"3,28426534","3,705456",
25/09/2010 2.00,"1,46255787",,,
25/09/2010 3.00,"0,65002572","4,22522173","4,63149687",
25/09/2010 4.00,"0,64551227","3,67168052","4,11270626",
25/09/2010 5.00,"0,63738644","4,15254087","4,58415766",
25/09/2010 6.00,"0,65002572","3,93514838","4,2482403",
25/09/2010 7.00,"0,61210789","11,9261478","12,46911374",
25/09/2010 8.00,"0,64551227","15,90931606","17,80032804",
25/09/2010 9.00,"0,64099781","15,34798346","16,61748645",
25/09/2010 10.00,"0,57689834","8,46796694","9,38361226",
25/09/2010 11.00,"0,59495415","9,75480794","11,84591837",
25/09/2010 12.00,"0,59676035","8,25706186","10,02756048","8,05860806"
25/09/2010 13.00,"0,63919162","7,62499864","9,25715641",
25/09/2010 14.00,"0,65002572","4,32580822","5,5173303","9,27960968"
25/09/2010 15.00,"0,63828954","3,8728516","4,82669104",
25/09/2010 16.00,"0,65002572","3,61262649","4,17496098","11,96580982"
25/09/2010 17.00,"0,65002572","6,61071132","7,47770772",
25/09/2010 18.00,"0,63287198","9,21489165","9,95817209","8,05860806"
25/09/2010 19.00,"0,65002572","14,24543822","15,16098603",
25/09/2010 20.00,"0,62655234","18,92816713","20,40140328","8,54700947"
25/09/2010 21.00,"0,63377508","12,80739434","13,52939039",
25/09/2010 22.00,"0,65002572","11,06435778","11,55928662","13,18680954"
25/09/2010 23.00,"0,64099781","10,46538936","10,90755657",
26/09/2010 0.00,"0,60939962","13,27398543","13,74468924","13,67521"
26/09/2010 1.00,"0,65002572","17,17019785","17,7471515",
26/09/2010 2.00,"0,64280299",,,"7,81440783"
26/09/2010 3.00,"0,64912262","15,23961321","15,67847839",
26/09/2010 4.00,"0,58502315","12,2285459","12,66365974","10,25640965"
26/09/2010 5.00,"0,46765728","8,07211602","8,46211048",
26/09/2010 6.00,"0,6220389","7,46081711","7,86550338","16,11721039"
26/09/2010 7.00,"0,57599524","8,85213745","9,84663174",
26/09/2010 8.00,"0,18146534","11,57441437","12,45614464","13,43101025"
26/09/2010 9.00,"0,16340953","10,63151539","12,70581169",
26/09/2010 10.00,"0,4044609","7,84953054","9,61901197","7,81440783"
26/09/2010 11.00,"0,59134279","6,39266875","7,4349076",
26/09/2010 12.00,"0,48119965","6,81837173","8,19428708","6,83760691"
26/09/2010 13.00,"0,47126865","7,31350898","8,39012942",
26/09/2010 14.00,"0,43786427","5,36605286","6,56463786","5,86080599"
26/09/2010 15.00,"0,22299454","4,55034012","5,2923051",
26/09/2010 16.00,"0,36383378","4,67753018","5,18141293","8,30280876"
26/09/2010 17.00,"0,32230459","6,32842555","6,96929354",
26/09/2010 18.00,"0,26723302","7,82616781","8,24681354","6,59340715"
26/09/2010 19.00,"0,41529398","19,78799544","20,3469304",
26/09/2010 20.00,"0,26632993","19,37980256","20,32358488","12,94260979"
26/09/2010 21.00,"0,08576768","23,72899072","24,3578284",
26/09/2010 22.00,"0,13181032","20,65044128","21,06350976","17,82661057"
26/09/2010 23.00,"0,15799197","20,97165728","21,83391192",
27/09/2010 0.00,"0,01263928","9,70613607","10,12807623","19,53602028"
27/09/2010 1.00,"0,05850191","15,35931588","15,7822541",
27/09/2010 2.00,"0,03250129",,,"20,02441978"
27/09/2010 3.00,"0,12007414","10,61139542","11,03141784",
27/09/2010 4.00,"0,18778498","10,28563268","10,70522873","11,96580982"
27/09/2010 5.00,"0,38008443","12,52965148","12,95483057",
27/09/2010 6.00,"0,50286684","19,48169304","20,630958","6,83760691"
27/09/2010 7.00,"0,42883636","37,56039872","39,93189056",
27/09/2010 8.00,"0,54168776","58,02914264","84,88828768","10,98900986"
27/09/2010 9.00,"0,59495415","32,00485328","42,7203896",
27/09/2010 10.00,"0,56877251","14,91514298","18,42871258","13,18680954"
27/09/2010 11.00,"0,17334053","16,22924146","18,1861792",
27/09/2010 12.00,"0,06590567","15,17212343","17,17842901","17,82661057"
27/09/2010 13.00,"0,35480588","15,47841818","18,93777684",
27/09/2010 14.00,"0,65002572","16,51282357","20,18611208","16,11721039"
27/09/2010 15.00,"0,66988773","15,54590796","19,71141984",
27/09/2010 16.00,"0,64370608","9,71846656","12,88803676","9,27960968"
27/09/2010 17.00,"0,43154463","11,91576182","13,07415275",
27/09/2010 18.00,"0,59766242","13,75808471","14,71936566","13,43101025"
27/09/2010 19.00,"0,56425804","20,36880368","21,06350976",
27/09/2010 20.00,"0,56245287","19,63419416","20,29698896","13,67521"
27/09/2010 21.00,"0,48119965","24,84904032","25,53611752",
27/09/2010 22.00,"0,31688805","10,42904606","10,86346011","22,71062088"
27/09/2010 23.00,"0,24285655","10,97545551","11,40689258",
28/09/2010 0.00,"0,42793326","12,76457127","13,29334252","19,53602028"
28/09/2010 1.00,"0,445087","12,02478406","12,51386027",
28/09/2010 2.00,"0,50106166",,,"13,67521"
28/09/2010 3.00,"0,45772628","7,23369063","7,65020454",
28/09/2010 4.00,"0,24105137","5,395903","5,83249482","8,05860806"
28/09/2010 5.00,"0,38369579","5,53607363","5,9712716",
28/09/2010 6.00,"0,20042426","8,23305288","8,65730656","10,98900986"
28/09/2010 7.00,"0,06951704","17,78213727","18,44427626",
28/09/2010 8.00,"0,07583667","11,29991809","12,51061752","14,16361046"
28/09/2010 9.00,"0,51008957","7,98386001","9,3090347",
28/09/2010 10.00,"0,62835854","6,14023313","7,21247699","10,98900986"
28/09/2010 11.00,"0,57328697","4,08245651","4,7475763",
28/09/2010 12.00,"0,59946862","5,75476628","7,01598458","11,96580982"
28/09/2010 13.00,"1,04455562","8,59840358","10,21821365",
28/09/2010 14.00,"1,15018429","4,29076509","4,71385436","9,52380943"
28/09/2010 15.00,"0,64551227","3,5120419","4,17496098",
28/09/2010 16.00,"0,64641435","5,51400915","6,45634026",
28/09/2010 17.00,"0,65002572","6,67235994","7,19431873",
28/09/2010 18.00,"0,62835854","4,04871162","4,38572074",
28/09/2010 19.00,"0,43605909","3,92930722","4,48753283",
28/09/2010 20.00,"0,24737101","4,71971273","5,06209266",
28/09/2010 21.00,"0,15438162","2,32124448","2,70289498",
28/09/2010 22.00,"0,21577282","3,23170064","3,72880152",
28/09/2010 23.00,"0,05687776","5,42640514","5,85389583",
29/09/2010 0.00,"0,44869837","6,93777613","7,41285842",
29/09/2010 1.00,,"7,84823229","8,27988541",
29/09/2010 2.00,"1,20977032",,,
29/09/2010 3.00,"0,65002572","7,03057314","7,46344038",
29/09/2010 4.00,"0,65002572","3,53562642","3,96740765",
29/09/2010 5.00,"0,64280299","2,01884065","2,3760577",
29/09/2010 6.00,"0,60939962","7,88132901","8,28572274",
29/09/2010 7.00,"0,61933063","9,74961495","10,34596584",
29/09/2010 8.00,"0,57780041","12,86775426","16,05524946",
29/09/2010 9.00,"0,43335082","8,45174362","9,61706746",
29/09/2010 10.00,"0,52634021","5,28688267","6,11523564",
29/09/2010 11.00,"0,48210275","6,68793509","7,90959984",
29/09/2010 12.00,"0,52995158","5,10842424","5,62822056",
29/09/2010 13.00,"0,18417362","3,14798946","3,69183874",
29/09/2010 14.00,"0,40897435","2,34784996","2,89225372","2,44200301"
29/09/2010 15.00,"0,62474717","2,51722257","3,01287224",
29/09/2010 16.00,"0,32681905","3,07401035","3,66071138","7,32600689"
29/09/2010 17.00,"0,1652147","2,59120167","2,95839936",
29/09/2010 18.00,"0,49564512","3,83002089","4,25731847","5,61660624"
29/09/2010 19.00,"0,62565026","5,51465923","5,9323624",
29/09/2010 20.00,"0,52995158","3,95721286","4,2955795","14,16361046"
29/09/2010 21.00,"0,61662134","3,9130839","4,30984685",
29/09/2010 22.00,"0,62655234","2,84428738","3,20158282","10,98900986"
29/09/2010 23.00,"0,58141178","3,22780781","3,71972334",
30/09/2010 0.00,"0,49383893","4,95787145","5,19892302","19,78022003"
30/09/2010 1.00,"0,1868829","3,4237859","3,78716532",
30/09/2010 2.00,"0,24375965",,,"19,78022003"
30/09/2010 3.00,"0,13903305","3,86571219","4,21387018",
30/09/2010 4.00,"0,05597466","3,80730824","4,20738659","10,7448101"
30/09/2010 5.00,"0,18959117","4,36279586","4,66392057",
30/09/2010 6.00,"0,09118422","7,75154054","8,17612882","6,34920597"
30/09/2010 7.00,"0,00722273","22,34349816","23,28523464",
30/09/2010 8.00,"0,39001543","34,68756136","43,25085488","9,03540897"
30/09/2010 9.00,"0,16160333","9,0870515","10,71560515",
30/09/2010 10.00,"0,5588415","4,98642334","5,54651124","10,7448101"
30/09/2010 11.00,"0,6319699","4,88908342","5,4459974",
30/09/2010 12.00,"0,57418905","4,13372297","4,64511414","17,82661057"
30/09/2010 13.00,"0,49925649","5,36345636","5,96413793",
30/09/2010 14.00,"0,4965472","4,68726609","5,09386818","9,76801014"
30/09/2010 15.00,"0,30515085","3,698286","4,24759213",
30/09/2010 16.00,"0,1652147","3,28945642","3,68924415","7,32600689"
30/09/2010 17.00,"0,64280299","5,02406298","5,44469915",
30/09/2010 18.00,"0,22931418","2,18367034","2,5965438","11,72161007"
30/09/2010 19.00,"0,2383431","10,91964423","11,51065108",
30/09/2010 20.00,"0,4965472","17,66468311","18,07463886","11,96580982"
30/09/2010 21.00,"0,46404591","30,18654128","31,00868216",
30/09/2010 22.00,"0,65002572","68,8962432","75,73617464","10,25640965"
30/09/2010 23.00,"0,3520976","52,51319472","55,59740368",
01/10/2010 0.00,"0,35841724","44,20746672","44,75340008","11,72161007"
01/10/2010 1.00,,"28,51034824","29,33690584",
01/10/2010 2.00,"1,11587783",,,"19,04759979"
01/10/2010 3.00,"0,65002572","10,5361238","10,95684219",
01/10/2010 4.00,"0,65002572","16,91321549","17,33666039","10,50061035"
01/10/2010 5.00,"0,65002572","18,50765332","18,9319395",
01/10/2010 6.00,"0,65002572","12,57377662","12,9930916","6,10500622"
01/10/2010 7.00,"0,50237664","8,61245678","9,02338573",
01/10/2010 8.00,"0,52904849","41,5351408","44,21840336","13,91940975"
01/10/2010 9.00,"0,60578825","45,7629552","54,13051728",
01/10/2010 10.00,"0,48119965","25,89123328","30,6552872","16,84980965"
01/10/2010 11.00,"0,76558641","11,10978498","12,92889238",
01/10/2010 12.00,"4,08794032","10,80219007","12,81281294","12,45421028"
01/10/2010 13.00,"5,16770549","17,13450463","20,843668",
01/10/2010 14.00,"1,88146424","14,04621164","16,50854069","6,59340715"
01/10/2010 15.00,"1,0039285","13,99559718","15,85486804",
01/10/2010 16.00,"0,68252701","12,16689537","13,84196224","12,94260979"
01/10/2010 17.00,"0,65002572","12,69124225","13,58840236",
01/10/2010 18.00,"0,65002572","28,99249728","30,04635344","7,32600689"
01/10/2010 19.00,"0,65002572","40,53059512","41,65039616",
01/10/2010 20.00,"0,65002572","50,07189576","51,66172376","11,72161007"
01/10/2010 21.00,"0,64912262","31,95684296","32,71420528",
01/10/2010 22.00,"0,64641435","26,33122272","26,82790296","22,22220993"
01/10/2010 23.00,"0,48210275","28,66674984","29,09113736",
02/10/2010 0.00,"0,60669033","37,1600068","37,9585536","16,60560989"
02/10/2010 1.00,"0,47217174","38,29953968","38,87811088",
02/10/2010 2.00,"0,50196476",,,"14,40781021"
02/10/2010 3.00,"0,29973431","18,48559075","18,91572766",
02/10/2010 4.00,"0,39994644","12,56599669","12,99244343","15,14041042"
02/10/2010 5.00,"0,23382864","15,23700906","15,66615746",
02/10/2010 6.00,"0,18417362","19,2993456","20,11477536","16,60560989"
02/10/2010 7.00,"0,42883636","27,35783288","29,77333896",
02/10/2010 8.00,"0,60669033","42,8609216","66,02571936","17,09399986"
02/10/2010 9.00,"0,1029204","19,45444704","24,17689584",
02/10/2010 10.00,"0,61662134","9,74702037","11,08718706","23,93161964"
02/10/2010 11.00,"0,65002572","8,51533865","9,11319237",
02/10/2010 12.00,"0,77822569","6,61720065","7,2533307","26,37360954"
02/10/2010 13.00,"0,65002572","4,88908342","5,32018971",
02/10/2010 14.00,"0,65002572","4,50750941","5,05171623","21,24542046"
02/10/2010 15.00,"0,65002572","3,47570243","3,87795473",
02/10/2010 16.00,"0,65002572","4,295308","4,96028057","13,67521"
02/10/2010 17.00,"0,65002572","4,34787079","4,76897541",
02/10/2010 18.00,"0,6103017","2,9344898","3,41882426","18,07081032"
02/10/2010 19.00,"0,27355266","7,38099876","7,93100086",
02/10/2010 20.00,"0,41078054","17,17928176","17,57919377","14,65200996"
02/10/2010 21.00,"0,14625579","21,54271432","22,20614008",
02/10/2010 22.00,"0,40175161","34,40917416","35,3451364","15,87300968"
02/10/2010 23.00,"0,2383431","31,4260144","31,9360404",
03/10/2010 0.00,"0,22931418","24,1430152","24,63342408","16,60560989"
03/10/2010 1.00,,"15,99691817","16,39700226",
03/10/2010 2.00,,,,"24,42000961"
03/10/2010 3.00,,"14,77756694","15,20508249",
03/10/2010 4.00,,"9,75740253","10,11056614","5,86080599"
03/10/2010 5.00,,"7,8073499","8,17742515",
03/10/2010 6.00,,"15,27594694","15,68755657","17,09399986"
03/10/2010 7.00,,"20,08066528","21,27296936",
03/10/2010 8.00,,"21,91846056","24,89152496","17,09399986"
03/10/2010 9.00,,"15,57705444","19,06682346",
03/10/2010 10.00,,"4,98872348","5,63027787","18,80340958"
03/10/2010 11.00,,"4,09478509","4,62371503",
03/10/2010 12.00,,"3,57563694","4,01802785","13,18680954"
03/10/2010 13.00,,"2,56524436","2,95839936",
03/10/2010 14.00,,"2,77549935","3,27161938","7,81440783"
03/10/2010 15.00,,"4,40108558","4,98946151",
03/10/2010 16.00,,"4,18498942","4,73330896","4,88400507"
03/10/2010 17.00,,"10,0468277","10,90171923",
03/10/2010 18.00,,"18,81784473","19,83657936","6,59340715"
03/10/2010 19.00,,"13,701631","14,12210848",
03/10/2010 20.00,,"22,2474584","22,85398304","14,16361046"
03/10/2010 21.00,,"35,87835496","36,46379024",
03/10/2010 22.00,,"35,66746136","36,22320328","11,96580982"
03/10/2010 23.00,,"28,5421448","29,21952816",
04/10/2010 0.00,,"18,59849626","19,01235058","7,32600689"
04/10/2010 1.00,,"20,17022336","20,59141784",
04/10/2010 2.00,,,,"14,16361046"
04/10/2010 3.00,,"18,39344382","18,81780649",
04/10/2010 4.00,,"16,3499422","16,76858607","11,23320961"
04/10/2010 5.00,,"8,91897714","9,3006047",
04/10/2010 6.00,,"10,77752336","11,19483648","20,26861954"
04/10/2010 7.00,,"16,38173876","17,17713076",
04/10/2010 8.00,,"32,33192","37,01825112","15,38461018"
04/10/2010 9.00,,"28,31696856","33,0319988",
04/10/2010 10.00,,"24,5745536","27,95368856","17,33819962"
04/10/2010 11.00,,"16,62639063","19,46758248",
04/10/2010 12.00,,"13,71201507","16,57857916","17,09399986"
04/10/2010 13.00,,"13,89371626","16,68817309",
04/10/2010 14.00,,"12,32588964","14,25958702","17,58241081"
04/10/2010 15.00,,"14,12863414","16,93589563",
04/10/2010 16.00,,"11,69447267","13,3043652","13,67521"
04/10/2010 17.00,,"12,66657554","13,92821065",
04/10/2010 18.00,,"17,80680207","18,54609026","15,87300968"
04/10/2010 19.00,,"20,48365752","21,21719632",
04/10/2010 20.00,,"36,90758456","40,2840236","20,02441978"
04/10/2010 21.00,,"24,68615704","25,39086288",
04/10/2010 22.00,,"24,22282208","24,92848392","29,05982971"
04/10/2010 23.00,,"25,64009208","26,06528264",
05/10/2010 0.00,,"24,41167032","25,00955272","24,42000961"
05/10/2010 1.00,,"24,21178984","26,07113336",
05/10/2010 2.00,"1,00031713",,,"25,39682007"
05/10/2010 3.00,"0,64731745","7,13829522","7,56136154",
05/10/2010 4.00,"0,63377508","7,56270186","7,98871458","20,51280975"
05/10/2010 5.00,"0,64551227","12,40375584","12,82708029",
05/10/2010 6.00,"0,56425804","12,33756814","12,76547374","14,65200996"
05/10/2010 7.00,"0,63558127","14,74901695","15,84643612",
05/10/2010 8.00,"0,59134279","21,8224208","24,94341664","16,11721039"
05/10/2010 9.00,,"20,211752","24,66325128",
05/10/2010 10.00,,"14,2934581","16,76599149","19,04759979"
05/10/2010 11.00,"1,29644007","9,08445692","11,04244243",
05/10/2010 12.00,,,,
05/10/2010 13.00,"0,65002572","9,82609304","11,90555174",
05/10/2010 14.00,"0,65002572","7,87483968","9,37777493","22,22220993"
05/10/2010 15.00,"0,65002572","6,48416942","7,07240196",
05/10/2010 16.00,"0,62294199","8,0390193","9,13329514","20,02441978"
05/10/2010 17.00,"0,61662134","9,81450823","10,94516943",
05/10/2010 18.00,"0,61752443","11,54391988","11,9944215","23,68741989"
05/10/2010 19.00,"0,60488516","13,70293307","14,3789092",
05/10/2010 20.00,"0,64912262","14,29086542","15,44177853","26,61782074"
05/10/2010 21.00,"0,63377508","11,56857703","12,80827386",
05/10/2010 22.00,"0,45953247","5,65028695","6,08475645","22,22220993"
05/10/2010 23.00,"0,59766242","3,4237859","3,84099003",
06/10/2010 0.00,"0,6211358","4,78460601","5,21254029","24,90842056"
06/10/2010 1.00,"0,59766242","3,82223331","4,25083488",
06/10/2010 2.00,"0,48751929",,,"26,12940979"
