,Comune Bari,,NetC,
,Kennedy,,Stat,
Parm,O3,NO2,Parm,PM10



02/12/2010 14.00,"52,1672949","10,49572133",03/12/2010 14.00,"12,10000038"
02/12/2010 15.00,"45,38235975","18,4476299",03/12/2010 15.00,"12,10000038"
02/12/2010 16.00,"46,0136376","14,83305509",03/12/2010 16.00,"12,10000038"
02/12/2010 17.00,"41,50838895","21,00766024",03/12/2010 17.00,"12,10000038"
02/12/2010 18.00,"32,75349105","29,88431144",03/12/2010 18.00,"12,10000038"
02/12/2010 19.00,"35,03996055","24,67902528",03/12/2010 19.00,"12,10000038"
02/12/2010 20.00,"24,06965505","31,6915912",03/12/2010 20.00,"12,10000038"
02/12/2010 21.00,"17,87369378","41,32585328",03/12/2010 21.00,"12,10000038"
02/12/2010 22.00,"14,13851513","52,18742816",03/12/2010 22.00,"12,10000038"
02/12/2010 23.00,"30,45349545","27,26504352",03/12/2010 23.00,"12,10000038"
03/12/2010 0.00,"34,13450985","23,49716072",04/12/2010 0.00,"12,10000038"
03/12/2010 1.00,"42,5052306","12,8051267",04/12/2010 1.00,
03/12/2010 2.00,"35,52059595","17,57967559",04/12/2010 2.00,
03/12/2010 3.00,"40,95330015","13,04198718",04/12/2010 3.00,
03/12/2010 4.00,"45,6277647","10,02525078",04/12/2010 4.00,
03/12/2010 5.00,"44,68339155","8,33963923",04/12/2010 5.00,
03/12/2010 6.00,"45,47883795","6,28494667",04/12/2010 6.00,"20,20000076"
03/12/2010 7.00,"37,9627752","11,65408167",04/12/2010 7.00,"20,20000076"
03/12/2010 8.00,"11,68957283","37,81674056",04/12/2010 8.00,"20,20000076"
03/12/2010 9.00,"1,26001008","58,37827384",04/12/2010 9.00,"20,20000076"
03/12/2010 10.00,"2,14853321","59,18295816",04/12/2010 10.00,"20,20000076"
03/12/2010 11.00,"20,708499","37,23593232",04/12/2010 11.00,"20,20000076"
03/12/2010 12.00,"32,4302412","25,87306928",04/12/2010 12.00,"20,20000076"
03/12/2010 13.00,"27,312348","33,48833584",04/12/2010 13.00,"20,20000076"
03/12/2010 14.00,"32,5571631","30,97533688",04/12/2010 14.00,"20,20000076"
03/12/2010 15.00,"29,90682555","38,56788888",04/12/2010 15.00,"20,20000076"
03/12/2010 16.00,"41,2985349","24,36104056",04/12/2010 16.00,"20,20000076"
03/12/2010 17.00,"29,8679031","34,68075464",04/12/2010 17.00,"20,20000076"
03/12/2010 18.00,"20,6560305","45,79377664",04/12/2010 18.00,"20,20000076"
03/12/2010 19.00,"6,77985588","64,75406728",04/12/2010 19.00,"20,20000076"
03/12/2010 20.00,"6,94909772","63,12523448",04/12/2010 20.00,"20,20000076"
03/12/2010 21.00,"7,01848781","63,94127608",04/12/2010 21.00,"20,20000076"
03/12/2010 22.00,"1,01291736","75,81842888",04/12/2010 22.00,"20,20000076"
03/12/2010 23.00,"4,29876017","56,0729372",04/12/2010 23.00,"20,20000076"
04/12/2010 0.00,"0,82674995","61,70245792",05/12/2010 0.00,"20,20000076"
04/12/2010 1.00,"5,09166095","46,40865672",05/12/2010 1.00,
04/12/2010 2.00,"4,0457423","42,19705608",05/12/2010 2.00,
04/12/2010 3.00,"1,50033377",,05/12/2010 3.00,
04/12/2010 4.00,"23,63131365","24,95888472",05/12/2010 4.00,
04/12/2010 5.00,"36,5360709","12,82459469",05/12/2010 5.00,
04/12/2010 6.00,,"16,8155467",05/12/2010 6.00,"23,20000076"
04/12/2010 7.00,"30,71751375","22,59026088",05/12/2010 7.00,"23,20000076"
04/12/2010 8.00,"14,45560043","32,35165184",05/12/2010 8.00,"23,20000076"
04/12/2010 9.00,"14,3991519","39,49423376",05/12/2010 9.00,"23,20000076"
04/12/2010 10.00,"27,1346334","28,87276784",05/12/2010 10.00,"23,20000076"
04/12/2010 11.00,"37,15210695","20,15919112",05/12/2010 11.00,"23,20000076"
04/12/2010 12.00,"44,8881783","13,10039495",05/12/2010 12.00,"23,20000076"
04/12/2010 13.00,"45,61761015","12,89273454",05/12/2010 13.00,"23,20000076"
04/12/2010 14.00,"46,88523315","12,24054752",05/12/2010 14.00,"23,20000076"
04/12/2010 15.00,"46,73800215","12,79052858",05/12/2010 15.00,"23,20000076"
04/12/2010 16.00,"49,6405077","9,49393466",05/12/2010 16.00,"23,20000076"
04/12/2010 17.00,"50,464722","11,69220504",05/12/2010 17.00,"23,20000076"
04/12/2010 18.00,"38,10324315","26,26891064",05/12/2010 18.00,"23,20000076"
04/12/2010 19.00,"33,8721873","28,94333976",05/12/2010 19.00,"23,20000076"
04/12/2010 20.00,"23,9004192","37,86540096",05/12/2010 20.00,"23,20000076"
04/12/2010 21.00,"33,9906504","27,93181528",05/12/2010 21.00,"23,20000076"
04/12/2010 22.00,"30,87998655","29,84131056",05/12/2010 22.00,"23,20000076"
04/12/2010 23.00,"38,6177337","19,30014864",05/12/2010 23.00,"23,20000076"
05/12/2010 0.00,"41,98567275","13,7266151",06/12/2010 0.00,"23,20000076"
05/12/2010 1.00,"36,60882855","14,60592861",06/12/2010 1.00,
05/12/2010 2.00,"24,6315468","23,366552",06/12/2010 2.00,
05/12/2010 3.00,"29,34495375","15,55904914",06/12/2010 3.00,
05/12/2010 4.00,"27,94023435","14,94985917",06/12/2010 4.00,
05/12/2010 5.00,"33,21381735","11,10166854",06/12/2010 5.00,
05/12/2010 6.00,"32,3946903","9,70970578",06/12/2010 6.00,"28,2999897"
05/12/2010 7.00,"26,8689393","16,16824102",06/12/2010 7.00,"28,2999897"
05/12/2010 8.00,"26,92138785","17,76786419",06/12/2010 8.00,"28,2999897"
05/12/2010 9.00,"32,45731335","15,56635298",06/12/2010 9.00,"28,2999897"
05/12/2010 10.00,"33,98895465","17,27467335",06/12/2010 10.00,"28,2999897"
05/12/2010 11.00,"35,9555658","13,98781534",06/12/2010 11.00,"28,2999897"
05/12/2010 12.00,"38,8851435","12,46605836",06/12/2010 12.00,"28,2999897"
05/12/2010 13.00,"40,4895624","12,30058241",06/12/2010 13.00,
05/12/2010 14.00,"42,85050525","12,72563339",06/12/2010 14.00,"28,2999897"
05/12/2010 15.00,"47,3015697","10,58008642",06/12/2010 15.00,"28,2999897"
05/12/2010 16.00,"47,69252985","8,85473203",06/12/2010 16.00,"28,2999897"
05/12/2010 17.00,"39,7872027","15,52984716",06/12/2010 17.00,"28,2999897"
05/12/2010 18.00,"10,56411353","43,16883008",06/12/2010 18.00,"28,2999897"
05/12/2010 19.00,"1,17539016","72,46829896",06/12/2010 19.00,"28,2999897"
05/12/2010 20.00,"4,28183658","55,69816608",06/12/2010 20.00,"28,2999897"
05/12/2010 21.00,"3,8544996","46,45569192",06/12/2010 21.00,"28,2999897"
05/12/2010 22.00,"7,85116091","42,615612",06/12/2010 22.00,"28,2999897"
05/12/2010 23.00,"16,72792538","34,39684176",06/12/2010 23.00,"28,2999897"
06/12/2010 0.00,"29,01322515","21,62416552",07/12/2010 0.00,"28,2999897"
06/12/2010 1.00,"36,29573325","16,22826634",07/12/2010 1.00,
06/12/2010 2.00,"38,62282095","14,2530671",07/12/2010 2.00,
06/12/2010 3.00,"42,24969105",,07/12/2010 3.00,
06/12/2010 4.00,"44,77141095","7,37353622",07/12/2010 4.00,
06/12/2010 5.00,"45,55161555","7,35406824",07/12/2010 5.00,
06/12/2010 6.00,,"8,10521274",07/12/2010 6.00,"19,20000076"
06/12/2010 7.00,"38,2843293","14,14680196",07/12/2010 7.00,"19,20000076"
06/12/2010 8.00,"35,5019826","19,30988072",07/12/2010 8.00,"19,20000076"
06/12/2010 9.00,"10,19009093","51,27079624",07/12/2010 9.00,"19,20000076"
06/12/2010 10.00,"15,9629526","47,13221488",07/12/2010 10.00,"19,20000076"
06/12/2010 11.00,"41,17498455","20,86003472",07/12/2010 11.00,"19,20000076"
06/12/2010 12.00,"47,2592757","15,08775834",07/12/2010 12.00,"19,20000076"
06/12/2010 13.00,"46,9466592","14,38987834",07/12/2010 13.00,"19,20000076"
06/12/2010 14.00,"46,79047065","17,39956137",07/12/2010 14.00,"19,20000076"
06/12/2010 15.00,"40,26785805","24,36754136",07/12/2010 15.00,"19,20000076"
06/12/2010 16.00,"37,07932935","25,96555272",07/12/2010 16.00,"19,20000076"
06/12/2010 17.00,"41,86720965","22,9366388",07/12/2010 17.00,"19,20000076"
06/12/2010 18.00,"22,6987908","42,03482288",07/12/2010 18.00,"19,20000076"
06/12/2010 19.00,"29,36526285","33,944214",07/12/2010 19.00,"19,20000076"
06/12/2010 20.00,"39,7228839","24,16150424",07/12/2010 20.00,"19,20000076"
06/12/2010 21.00,"44,77141095","21,3296984",07/12/2010 21.00,"19,20000076"
06/12/2010 22.00,"43,9624185","22,58945784",07/12/2010 22.00,"19,20000076"
06/12/2010 23.00,"37,2231888","28,80464328",07/12/2010 23.00,"19,20000076"
07/12/2010 0.00,"14,37206978","51,12642112",08/12/2010 0.00,"19,20000076"
07/12/2010 1.00,"37,0319481","27,49540128",08/12/2010 1.00,
07/12/2010 2.00,"36,6139158","21,59739752",08/12/2010 2.00,
07/12/2010 3.00,"40,7400546","12,06696469",08/12/2010 3.00,
07/12/2010 4.00,"36,094338","12,85379858",08/12/2010 4.00,
07/12/2010 5.00,"40,8906771","10,18179961",08/12/2010 5.00,
07/12/2010 6.00,"41,48979555","10,9507888",08/12/2010 6.00,"24,70000076"
07/12/2010 7.00,"30,57535005","21,22505464",08/12/2010 7.00,"24,70000076"
07/12/2010 8.00,"35,5696929","18,25213746",08/12/2010 8.00,"24,70000076"
07/12/2010 9.00,"28,9201584","28,83221432",08/12/2010 9.00,"24,70000076"
07/12/2010 10.00,"37,15717425","23,10047808",08/12/2010 10.00,"24,70000076"
07/12/2010 11.00,"38,4992706","20,95230784",08/12/2010 11.00,"24,70000076"
07/12/2010 12.00,"38,60251185","22,94195416",08/12/2010 12.00,"24,70000076"
07/12/2010 13.00,"45,29944755","12,97384732",08/12/2010 13.00,"24,70000076"
07/12/2010 14.00,"46,2167286","12,71427229",08/12/2010 14.00,"24,70000076"
07/12/2010 15.00,"44,6326188","17,40932786",08/12/2010 15.00,"24,70000076"
07/12/2010 16.00,"51,41416245","14,01214745",08/12/2010 16.00,"24,70000076"
07/12/2010 17.00,"50,8928889","16,32965779",08/12/2010 17.00,"24,70000076"
07/12/2010 18.00,"48,9262977","17,48800666",08/12/2010 18.00,"24,70000076"
07/12/2010 19.00,"49,2140166","18,79480322",08/12/2010 19.00,"24,70000076"
07/12/2010 20.00,"42,69988275","25,62970992",08/12/2010 20.00,"24,70000076"
07/12/2010 21.00,"42,5492403","23,69021536",08/12/2010 21.00,"24,70000076"
07/12/2010 22.00,"50,2853316","14,30984585",08/12/2010 22.00,"24,70000076"
07/12/2010 23.00,"50,87766705","10,64255146",08/12/2010 23.00,"24,70000076"
08/12/2010 0.00,"50,04331815","10,07229937",09/12/2010 0.00,"24,70000076"
08/12/2010 1.00,"50,31407955","9,12323037",09/12/2010 1.00,
08/12/2010 2.00,"51,5089449","7,0693485",09/12/2010 2.00,
08/12/2010 3.00,"50,05684425",,09/12/2010 3.00,
08/12/2010 4.00,"47,52327405","7,42220618",09/12/2010 4.00,
08/12/2010 5.00,"41,76227265","10,07148868",09/12/2010 5.00,
08/12/2010 6.00,,"18,98300329",09/12/2010 6.00,"19,39999962"
08/12/2010 7.00,"39,5587353","14,0689262",09/12/2010 7.00,"19,39999962"
08/12/2010 8.00,"42,1955268","10,03092942",09/12/2010 8.00,"19,39999962"
08/12/2010 9.00,"41,94844605","9,35198014",09/12/2010 9.00,"19,39999962"
08/12/2010 10.00,"45,65822835","6,40013129",09/12/2010 10.00,"19,39999962"
08/12/2010 11.00,"47,39128485","6,17300481",09/12/2010 11.00,"19,39999962"
08/12/2010 12.00,"47,362497","6,93712605",09/12/2010 12.00,"19,39999962"
08/12/2010 13.00,"49,52034885","7,19102244",09/12/2010 13.00,"19,39999962"
08/12/2010 14.00,"45,54483255","11,59648841",09/12/2010 14.00,"19,39999962"
08/12/2010 15.00,"44,15196345","12,10995218",09/12/2010 15.00,"19,39999962"
08/12/2010 16.00,"47,65530315","6,50558382",09/12/2010 16.00,"19,39999962"
08/12/2010 17.00,"47,81438445","6,60130237",09/12/2010 17.00,"19,39999962"
08/12/2010 18.00,"47,56728375","7,89187369",09/12/2010 18.00,"19,39999962"
08/12/2010 19.00,"40,47940785","14,86225898",09/12/2010 19.00,"19,39999962"
08/12/2010 20.00,"33,24430095","19,9499036",09/12/2010 20.00,"19,39999962"
08/12/2010 21.00,"33,6453957","19,61570512",09/12/2010 21.00,"19,39999962"
08/12/2010 22.00,"28,5359613","22,79386976",09/12/2010 22.00,"19,39999962"
08/12/2010 23.00,"39,97674765","13,87667842",09/12/2010 23.00,"19,39999962"
09/12/2010 0.00,"39,8718306","12,75888498",10/12/2010 0.00,"19,39999962"
09/12/2010 1.00,"39,49272075","10,44786397",10/12/2010 1.00,
09/12/2010 2.00,"42,07536795","8,78497271",10/12/2010 2.00,
09/12/2010 3.00,"44,33306955","5,26449506",10/12/2010 3.00,
09/12/2010 4.00,"42,9537465","5,29856308",10/12/2010 4.00,
09/12/2010 5.00,"41,27824575","5,20284454",10/12/2010 5.00,
09/12/2010 6.00,"39,35394855","6,8057162",10/12/2010 6.00,"20,89999962"
09/12/2010 7.00,"32,26607265","13,4313545",10/12/2010 7.00,"20,89999962"
09/12/2010 8.00,"18,85868313","21,91456008",10/12/2010 8.00,"20,89999962"
09/12/2010 9.00,"5,22282222","39,14219632",10/12/2010 9.00,"20,89999962"
09/12/2010 10.00,"4,49508213","49,31589096",10/12/2010 10.00,"20,89999962"
09/12/2010 11.00,"11,61849098","37,80375808",10/12/2010 11.00,"20,89999962"
09/12/2010 12.00,"26,0176329","25,99149856",10/12/2010 12.00,"20,89999962"
09/12/2010 13.00,"35,2582734","20,33926328",10/12/2010 13.00,"20,89999962"
09/12/2010 14.00,"38,6177337","18,93433142",10/12/2010 14.00,"20,89999962"
09/12/2010 15.00,"35,6187699","21,34835952",10/12/2010 15.00,"20,89999962"
09/12/2010 16.00,"28,7661444","28,65376736",10/12/2010 16.00,"20,89999962"
09/12/2010 17.00,"31,51124445","27,6479024",10/12/2010 17.00,"20,89999962"
09/12/2010 18.00,"17,55044393","44,56567992",10/12/2010 18.00,"20,89999962"
09/12/2010 19.00,"33,0648906","27,54893728",10/12/2010 19.00,"20,89999962"
09/12/2010 20.00,"31,8446688","30,37343928",10/12/2010 20.00,"20,89999962"
09/12/2010 21.00,"35,53583775","22,52618976",10/12/2010 21.00,"20,89999962"
09/12/2010 22.00,"39,5265759","17,16679066",10/12/2010 22.00,"20,89999962"
09/12/2010 23.00,"37,39581615","12,5763712",10/12/2010 23.00,"20,89999962"
10/12/2010 0.00,"39,3471855","11,10329566",11/12/2010 0.00,"20,89999962"
10/12/2010 1.00,"43,4090055","13,70634026",11/12/2010 1.00,
10/12/2010 2.00,"46,8006252","9,72755238",11/12/2010 2.00,
10/12/2010 3.00,"49,2377172",,11/12/2010 3.00,
10/12/2010 4.00,"53,5347876","5,17851051",11/12/2010 4.00,
10/12/2010 5.00,"59,2822629","3,30632982",11/12/2010 5.00,
10/12/2010 6.00,,"6,59481304",11/12/2010 6.00,"13,19999981"
10/12/2010 7.00,"52,7444085","10,31077739",11/12/2010 7.00,"13,19999981"
10/12/2010 8.00,"46,9597065","16,94046722",11/12/2010 8.00,"13,19999981"
10/12/2010 9.00,"41,97382245","22,89446008",11/12/2010 9.00,"13,19999981"
10/12/2010 10.00,"36,8136153","28,28385272",11/12/2010 10.00,"13,19999981"
10/12/2010 11.00,"40,2526362","24,15177216",11/12/2010 11.00,"13,19999981"
10/12/2010 12.00,"42,9943647","17,95768182",11/12/2010 12.00,"13,19999981"
10/12/2010 13.00,"44,35166295","17,02645942",11/12/2010 13.00,"13,19999981"
10/12/2010 14.00,"44,9609559","18,17182964",11/12/2010 14.00,"13,19999981"
10/12/2010 15.00,"43,3937637","20,18028048",11/12/2010 15.00,"13,19999981"
10/12/2010 16.00,"44,67154125","18,33081435",11/12/2010 16.00,"13,19999981"
10/12/2010 17.00,"45,9848697","19,17929112",11/12/2010 17.00,"13,19999981"
10/12/2010 18.00,"46,4113608","18,16371129",11/12/2010 18.00,"13,19999981"
10/12/2010 19.00,"43,0519005","22,50833168",11/12/2010 19.00,"13,19999981"
10/12/2010 20.00,"44,91864195","18,96677997",11/12/2010 20.00,"13,19999981"
10/12/2010 21.00,"47,28802365","16,31263143",11/12/2010 21.00,"13,19999981"
10/12/2010 22.00,"43,6425402","23,2578548",11/12/2010 22.00,"13,19999981"
10/12/2010 23.00,"46,43336565","18,47358913",11/12/2010 23.00,"13,19999981"
11/12/2010 0.00,"54,372528","10,35863475",12/12/2010 0.00,"13,19999981"
11/12/2010 1.00,"51,99805905","11,76033534",12/12/2010 1.00,
11/12/2010 2.00,"50,17024005","12,53906234",12/12/2010 2.00,
11/12/2010 3.00,"53,7175695","8,44752574",12/12/2010 3.00,
11/12/2010 4.00,"55,7907735","6,3271273",12/12/2010 4.00,
11/12/2010 5.00,"56,93317035","5,87773847",12/12/2010 5.00,
11/12/2010 6.00,"55,3795242","6,20545145",12/12/2010 6.00,"20,70000076"
11/12/2010 7.00,"50,8590537","11,24687156",12/12/2010 7.00,"20,70000076"
11/12/2010 8.00,"47,04770595","15,92975152",12/12/2010 8.00,"20,70000076"
11/12/2010 9.00,"41,40177615","22,43370632",12/12/2010 9.00,"20,70000076"
11/12/2010 10.00,"43,5224013","18,7153099",12/12/2010 10.00,"20,70000076"
11/12/2010 11.00,"44,4498369","17,50342694",12/12/2010 11.00,"20,70000076"
11/12/2010 12.00,"44,9169462","17,61698636",12/12/2010 12.00,"20,70000076"
11/12/2010 13.00,"45,39760155","16,42618894",12/12/2010 13.00,"20,70000076"
11/12/2010 14.00,"48,3238077","12,94139877",12/12/2010 14.00,"20,70000076"
11/12/2010 15.00,"48,89583405","13,96510269",12/12/2010 15.00,"20,70000076"
11/12/2010 16.00,"49,85882055","12,12374535",12/12/2010 16.00,"20,70000076"
11/12/2010 17.00,"42,79464525","19,68790224",12/12/2010 17.00,"20,70000076"
11/12/2010 18.00,"29,15538885","33,19306568",12/12/2010 18.00,"20,70000076"
11/12/2010 19.00,"6,63938394","56,06320512",12/12/2010 19.00,"20,70000076"
11/12/2010 20.00,"7,86977625","52,88664656",12/12/2010 20.00,"20,70000076"
11/12/2010 21.00,"3,63025163","54,90808944",12/12/2010 21.00,"20,70000076"
11/12/2010 22.00,"2,97189764","60,77934432",12/12/2010 22.00,"20,70000076"
11/12/2010 23.00,"2,24500143","70,31708864",12/12/2010 23.00,"20,70000076"
12/12/2010 0.00,"0,98160783","60,93184544",13/12/2010 0.00,"20,70000076"
12/12/2010 1.00,"7,07687547","51,71694232",13/12/2010 1.00,
12/12/2010 2.00,"14,81886998","41,50594456",13/12/2010 2.00,
12/12/2010 3.00,"13,61809344",,13/12/2010 3.00,
12/12/2010 4.00,"26,16827535","25,39367352",13/12/2010 4.00,
12/12/2010 5.00,"32,55207585","17,58129314",13/12/2010 5.00,
12/12/2010 6.00,,"14,28956335",13/12/2010 6.00,"16,20000076"
12/12/2010 7.00,"33,77233755","14,03647765",13/12/2010 7.00,"16,20000076"
12/12/2010 8.00,"31,77865425","17,02564682",13/12/2010 8.00,"16,20000076"
12/12/2010 9.00,"30,93413085","17,18869071",13/12/2010 9.00,"16,20000076"
12/12/2010 10.00,"28,26178845","20,4950148",13/12/2010 10.00,"16,20000076"
12/12/2010 11.00,"34,3511469","16,99076621",13/12/2010 11.00,"16,20000076"
12/12/2010 12.00,"45,33328275","11,53320886",13/12/2010 12.00,"16,20000076"
12/12/2010 13.00,"50,05345275","12,23730286",13/12/2010 13.00,"16,20000076"
12/12/2010 14.00,"53,68710585","11,75871778",13/12/2010 14.00,"16,20000076"
12/12/2010 15.00,"55,5386055","10,6182117",13/12/2010 15.00,"16,20000076"
12/12/2010 16.00,"55,79925225","7,07989318",13/12/2010 16.00,"16,20000076"
12/12/2010 17.00,"56,89255215","7,78885513",13/12/2010 17.00,"16,20000076"
12/12/2010 18.00,"53,10320925","12,91949872",13/12/2010 18.00,"16,20000076"
12/12/2010 19.00,"43,3193103","23,37710624",13/12/2010 19.00,"16,20000076"
12/12/2010 20.00,"39,05437935","25,57860216",13/12/2010 20.00,"16,20000076"
12/12/2010 21.00,"15,5736882","47,04135664",13/12/2010 21.00,"16,20000076"
12/12/2010 22.00,"21,92874075","35,46758088",13/12/2010 22.00,"16,20000076"
12/12/2010 23.00,"18,4406628","40,13180928",13/12/2010 23.00,"16,20000076"
13/12/2010 0.00,"22,70978325","36,3825876",14/12/2010 0.00,"16,20000076"
13/12/2010 1.00,"37,5853611","19,637196",14/12/2010 1.00,
13/12/2010 2.00,"42,65587305","10,85670119",14/12/2010 2.00,
13/12/2010 3.00,"47,8329978","9,00561178",14/12/2010 3.00,
13/12/2010 4.00,"54,24051885","5,92316377",14/12/2010 4.00,
13/12/2010 5.00,"55,1933508","5,48350893",14/12/2010 5.00,
13/12/2010 6.00,"52,5565593","7,51549075",14/12/2010 6.00,"11,60000038"
13/12/2010 7.00,"44,7121794","16,22177702",14/12/2010 7.00,"11,60000038"
13/12/2010 8.00,"41,227473","23,16133704",14/12/2010 8.00,"11,60000038"
13/12/2010 9.00,"29,8188261","37,27487976",14/12/2010 9.00,"11,60000038"
13/12/2010 10.00,"31,3216995","32,81993888",14/12/2010 10.00,"11,60000038"
13/12/2010 11.00,"34,4239245","24,42430864",14/12/2010 11.00,"11,60000038"
13/12/2010 12.00,"31,51124445","25,55996016",14/12/2010 12.00,"11,60000038"
13/12/2010 13.00,"28,56135765","29,09991344",14/12/2010 13.00,"11,60000038"
13/12/2010 14.00,"32,6383995","25,63946112",14/12/2010 14.00,"11,60000038"
13/12/2010 15.00,"33,6318696","24,34968328",14/12/2010 15.00,"11,60000038"
13/12/2010 16.00,"32,8855002","25,79439048",14/12/2010 16.00,"11,60000038"
13/12/2010 17.00,"26,15642505","35,29563472",14/12/2010 17.00,"11,60000038"
13/12/2010 18.00,"30,08793165","30,17713424",14/12/2010 18.00,"11,60000038"
13/12/2010 19.00,"23,4620778","38,2807256",14/12/2010 19.00,"11,60000038"
13/12/2010 20.00,"8,23534005","56,46229688",14/12/2010 20.00,"11,60000038"
13/12/2010 21.00,"6,30259203","50,13191344",14/12/2010 21.00,"11,60000038"
13/12/2010 22.00,"10,32210008","45,62993736",14/12/2010 22.00,"11,60000038"
13/12/2010 23.00,"40,058004","15,82592992",14/12/2010 23.00,"11,60000038"
14/12/2010 0.00,"30,30454875","20,28085168",15/12/2010 0.00,"11,60000038"
14/12/2010 1.00,"37,46859375","13,8807376",15/12/2010 1.00,
14/12/2010 2.00,"36,9879384","12,21703183",15/12/2010 2.00,
14/12/2010 3.00,"35,38521525",,15/12/2010 3.00,
14/12/2010 4.00,"36,41758785","7,58200732",15/12/2010 4.00,
14/12/2010 5.00,"41,1140772","7,88538436",15/12/2010 5.00,
14/12/2010 6.00,,"11,3028358",15/12/2010 6.00,"10,5"
14/12/2010 7.00,"30,2334669","14,13057864",15/12/2010 7.00,"10,5"
14/12/2010 8.00,"29,392335","18,45411923",15/12/2010 8.00,"10,5"
14/12/2010 9.00,"22,0032141","32,95620712",15/12/2010 9.00,"10,5"
14/12/2010 10.00,"34,58976885","23,4719988",15/12/2010 10.00,"10,5"
14/12/2010 11.00,"30,8952084","23,205944",15/12/2010 11.00,"10,5"
14/12/2010 12.00,"37,14871545","19,92070736",15/12/2010 12.00,"10,5"
14/12/2010 13.00,"42,68803245","14,96122027",15/12/2010 13.00,"10,5"
14/12/2010 14.00,"42,71340885","15,74805225",15/12/2010 14.00,"10,5"
14/12/2010 15.00,"38,03046555","21,70041608",15/12/2010 15.00,"10,5"
14/12/2010 16.00,"41,04299535","19,48266816",15/12/2010 16.00,"10,5"
14/12/2010 17.00,"38,7226707","22,20334856",15/12/2010 17.00,"10,5"
14/12/2010 18.00,"37,05562875","24,18907528",15/12/2010 18.00,"10,5"
14/12/2010 19.00,"33,9906504","28,35039032",15/12/2010 19.00,"10,5"
14/12/2010 20.00,"36,73068315","25,28415416",15/12/2010 20.00,"10,5"
14/12/2010 21.00,"15,03549705","47,43884232",15/12/2010 21.00,"10,5"
14/12/2010 22.00,"10,9025952","49,32074744",15/12/2010 22.00,"10,5"
14/12/2010 23.00,"12,08560028","45,40929256",15/12/2010 23.00,"10,5"
15/12/2010 0.00,"20,80328145","32,8539916",16/12/2010 0.00,"10,5"
15/12/2010 1.00,"27,7354476","23,46389192",16/12/2010 1.00,
15/12/2010 2.00,"32,844882","18,29025892",16/12/2010 2.00,
15/12/2010 3.00,"33,0022875","16,55110946",16/12/2010 3.00,
15/12/2010 4.00,"39,98520645","10,88103139",16/12/2010 4.00,
15/12/2010 5.00,"35,57645595","14,75517933",16/12/2010 5.00,
15/12/2010 6.00,"40,0106028","10,17855494",16/12/2010 6.00,"15,60000038"
15/12/2010 7.00,"35,11273815","16,10415842",16/12/2010 7.00,"15,60000038"
15/12/2010 8.00,"26,5287519","22,84090496",16/12/2010 8.00,"15,60000038"
15/12/2010 9.00,"12,38093609","40,38004424",16/12/2010 9.00,"15,60000038"
15/12/2010 10.00,"9,27787518","48,41386672",16/12/2010 10.00,"15,60000038"
15/12/2010 11.00,"10,68427238","46,59035408",16/12/2010 11.00,"15,60000038"
15/12/2010 12.00,"13,71371978","43,29863576",16/12/2010 12.00,"15,60000038"
15/12/2010 13.00,"13,53601515","46,2174376",16/12/2010 13.00,"15,60000038"
15/12/2010 14.00,"12,43424648","45,57315096",16/12/2010 14.00,"15,60000038"
15/12/2010 15.00,"12,42070043","46,39729944",16/12/2010 15.00,"15,60000038"
15/12/2010 16.00,"10,8450594","47,1711432",16/12/2010 16.00,"15,60000038"
15/12/2010 17.00,"8,13740949","49,97851368",16/12/2010 17.00,"15,60000038"
15/12/2010 18.00,"0,70658711","59,33870968",16/12/2010 18.00,"15,60000038"
15/12/2010 19.00,"1,28116506","56,97658664",16/12/2010 19.00,"15,60000038"
15/12/2010 20.00,"0,32663736","60,33807384",16/12/2010 20.00,"15,60000038"
15/12/2010 21.00,"0,60758124","62,07072824",16/12/2010 21.00,"15,60000038"
15/12/2010 22.00,"0,49334156","64,35335032",16/12/2010 22.00,"15,60000038"
15/12/2010 23.00,"29,96775285","24,57032808",16/12/2010 23.00,"15,60000038"
16/12/2010 0.00,"39,5671941","12,81161412",17/12/2010 0.00,"15,60000038"
16/12/2010 1.00,"33,19522395","18,49304564",17/12/2010 1.00,
16/12/2010 2.00,"31,2167625","14,76166866",17/12/2010 2.00,
16/12/2010 3.00,"30,4365579",,17/12/2010 3.00,
16/12/2010 4.00,"27,3495747","11,65812938",17/12/2010 4.00,
16/12/2010 5.00,"42,4341687","8,51971904",17/12/2010 5.00,
16/12/2010 6.00,,"12,18701343",17/12/2010 6.00,"13,60000038"
16/12/2010 7.00,"25,330515","22,12870408",17/12/2010 7.00,"13,60000038"
16/12/2010 8.00,"20,5528092","29,3002528",17/12/2010 8.00,"13,60000038"
16/12/2010 9.00,"19,73536793","32,09150512",17/12/2010 9.00,"13,60000038"
16/12/2010 10.00,"9,97853714","46,45569192",17/12/2010 10.00,"13,60000038"
16/12/2010 11.00,"9,79237172","45,26489832",17/12/2010 11.00,"13,60000038"
16/12/2010 12.00,"14,8019424","40,73856336",17/12/2010 12.00,"13,60000038"
16/12/2010 13.00,"29,4735714","25,095956",17/12/2010 13.00,"13,60000038"
16/12/2010 14.00,"40,59280365","14,79573476",17/12/2010 14.00,"13,60000038"
16/12/2010 15.00,"40,87713105","13,18151346",17/12/2010 15.00,"13,60000038"
