,TARANTO,,
,TA Carcere,,
,SO2,NO2,PM10



17/10/2010 16.00,"1,027402","1,209617","7,326007"
17/10/2010 17.00,"0,940732","1,393915",
17/10/2010 18.00,"0,650026","2,044798","7,326007"
17/10/2010 19.00,"0,700584","6,455617",
17/10/2010 20.00,"0,687944","15,774337","12,69841"
17/10/2010 21.00,"0,785448","12,924207",
17/10/2010 22.00,"0,653637","6,014989","12,45421"
17/10/2010 23.00,"0,973233","6,976064",
18/10/2010 0.00,"0,769197","8,491329","10,98901"
18/10/2010 1.00,"0,761975","5,14801",
18/10/2010 2.00,"0,682527","2,303075","6,349206"
18/10/2010 3.00,"0,700584","2,790424",
18/10/2010 4.00,"0,666276","3,983818","4,151404"
18/10/2010 5.00,"0,946149","12,989743",
18/10/2010 6.00,"1,16463","31,707651","4,151404"
18/10/2010 7.00,"1,933827","43,197699",
18/10/2010 8.00,"1,816462","36,023724","16,60561"
18/10/2010 9.00,"1,63319","21,050183",
18/10/2010 10.00,"1,583535","11,983903","17,582411"
18/10/2010 11.00,"1,769515","11,445283",
18/10/2010 12.00,"1,737014","15,671804","16,36141"
18/10/2010 13.00,"1,838129","14,089698",
18/10/2010 14.00,"2,111682","28,751738","20,51281"
18/10/2010 15.00,"1,883269","22,974266",
18/10/2010 16.00,"2,228144","34,832929","13,43101"
18/10/2010 17.00,"2,415027","31,071049",
18/10/2010 18.00,"2,956715","36,765464","16,60561"
18/10/2010 19.00,"2,183004","19,161776",
18/10/2010 20.00,"3,492986","43,581245","12,94261"
18/10/2010 21.00,"2,350023","20,268212",
18/10/2010 22.00,"1,960911","2,647659","7,326007"
18/10/2010 23.00,"1,960911","1,624936",
19/10/2010 0.00,"2,173976","2,029223","5,128205"
19/10/2010 1.00,,"1,353032",
19/10/2010 2.00,"3,074081",,"3,174603"
19/10/2010 3.00,"2,487251","0,218043",
19/10/2010 4.00,"2,633507","0,728107","2,442003"
19/10/2010 5.00,"3,015398","1,525",
19/10/2010 6.00,"2,888101","3,548381","2,197802"
19/10/2010 7.00,"3,00005","14,727604",
19/10/2010 8.00,"2,815876","11,698369","3,907204"
19/10/2010 9.00,"2,967549","14,264255",
19/10/2010 10.00,"2,526975","16,266226","7,814408"
19/10/2010 11.00,"1,375888","10,615292",
19/10/2010 12.00,"0,738502","7,430967","1,709402"
19/10/2010 13.00,"0,805309","7,641222",
19/10/2010 14.00,"1,357832","8,593861","0,976801"
19/10/2010 15.00,"1,242272","6,598382",
19/10/2010 16.00,"0,980456","7,860563","3,907204"
19/10/2010 17.00,"1,058098","10,229819",
19/10/2010 18.00,"2,765319","24,730936","7,326007"
19/10/2010 19.00,"4,413856","14,631563",
19/10/2010 20.00,"5,499941","13,09423","9,76801"
19/10/2010 21.00,"3,230267","11,176624",
19/10/2010 22.00,"2,968451","11,169483","7,081807"
19/10/2010 23.00,"4,428302","13,775609",
20/10/2010 0.00,"5,411465","10,293424","5,616606"
20/10/2010 1.00,"11,176829","11,722374",
20/10/2010 2.00,"7,355223","6,950104","3,418803"
20/10/2010 3.00,"4,093357","3,59251",
20/10/2010 4.00,"4,144818","6,450424","2,442003"
20/10/2010 5.00,"7,469881","13,387544",
20/10/2010 6.00,"9,726916","18,974886","8,547009"
20/10/2010 7.00,"5,311253","36,727169",
20/10/2010 8.00,"4,653102","35,891336","18,07081"
20/10/2010 9.00,"9,585172","35,200874",
20/10/2010 10.00,"10,8789","18,420694","22,710621"
20/10/2010 11.00,"4,170999","6,332318",
20/10/2010 12.00,"2,700316","4,795638","17,3382"
20/10/2010 13.00,"1,94466","5,73335",
20/10/2010 14.00,"0,833297","4,798883","14,89621"
20/10/2010 15.00,"0,716834","1,551607",
20/10/2010 16.00,"0,642803","1,21416","15,38461"
20/10/2010 17.00,"0,505576","7,216817",
20/10/2010 18.00,"0,499256","11,000765","10,01221"
20/10/2010 19.00,"0,44599","9,279138",
20/10/2010 20.00,"0,824269","14,344726","13,18681"
20/10/2010 21.00,"0,587731","13,99041",
20/10/2010 22.00,"0,438767","31,234585","15,38461"
20/10/2010 23.00,"3,829736","26,648537",
21/10/2010 0.00,"5,191179","16,373307","21,24542"
21/10/2010 1.00,,"21,778273",
21/10/2010 2.00,"8,102753",,"15,62881"
21/10/2010 3.00,"2,00515","6,061713",
21/10/2010 4.00,"0,500159","7,055882","19,53602"
21/10/2010 5.00,"0,117366","20,94506",
21/10/2010 6.00,"0,038821","29,844561","15,14041"
21/10/2010 7.00,"0,104727","39,629868",
21/10/2010 8.00,"0,019862","31,688188","19,78022"
21/10/2010 9.00,"0,167021","20,786059",
21/10/2010 10.00,"0,247371","11,837234","21,97802"
21/10/2010 11.00,"0,265427","9,610094",
21/10/2010 12.00,"0,065906","6,028616","19,2918"
21/10/2010 13.00,,"10,232423",
21/10/2010 14.00,,"8,214233","11,47741"
21/10/2010 15.00,,"15,490094",
21/10/2010 16.00,,"25,78611","12,45421"
21/10/2010 17.00,,"17,038463",
21/10/2010 18.00,,"31,392917","12,21001"
21/10/2010 19.00,"1,802016","25,413615",
21/10/2010 20.00,"1,393944","27,221545","11,23321"
21/10/2010 21.00,"0,859479","14,066984",
21/10/2010 22.00,"0,742113","5,223936","9,035409"
21/10/2010 23.00,"0,73489","6,338807",
22/10/2010 0.00,"0,649123","7,49586","9,035409"
22/10/2010 1.00,"0,650026","5,550351",
22/10/2010 2.00,"0,662665","13,067619","5,372406"
22/10/2010 3.00,"1,269356","15,043633",
22/10/2010 4.00,"1,894103","18,576435","3,663004"
22/10/2010 5.00,"1,431863","26,503818",
22/10/2010 6.00,"2,766221","59,346489","12,69841"
22/10/2010 7.00,"2,770735","70,391369",
22/10/2010 8.00,"4,653102","66,404311","31,990231"
22/10/2010 9.00,"6,006419","41,802494",
22/10/2010 10.00,"5,120759","23,460966","29,30402"
22/10/2010 11.00,"2,350927","12,754835",
22/10/2010 12.00,"1,852573","9,532223","18,07081"
22/10/2010 13.00,"1,269356","8,382955",
22/10/2010 14.00,"1,558257","6,370604","17,3382"
22/10/2010 15.00,"1,29283","7,690542",
22/10/2010 16.00,"1,388527","12,663981","9,523809"
22/10/2010 17.00,"1,283801","21,518719",
22/10/2010 18.00,"1,045459","28,81795","10,74481"
22/10/2010 19.00,"1,433668","48,19062",
22/10/2010 20.00,"1,42464","42,341123","12,45421"
22/10/2010 21.00,"1,038236","44,271707",
22/10/2010 22.00,"1,173658","30,462346","19,2918"
22/10/2010 23.00,"0,67711","16,000814",
23/10/2010 0.00,"0,650026","8,486136","17,094"
23/10/2010 1.00,,"9,307691",
23/10/2010 2.00,"1,157407",,"9,523809"
23/10/2010 3.00,"0,810727","8,650318",
23/10/2010 4.00,"1,253106","12,174035","5,860806"
23/10/2010 5.00,"1,291024","15,519949",
23/10/2010 6.00,"1,513116","18,030032","13,43101"
23/10/2010 7.00,"1,48242","26,335753",
23/10/2010 8.00,"1,628676","20,79774","15,87301"
23/10/2010 9.00,"2,415929","24,405819",
23/10/2010 10.00,"3,843277","11,428408","20,02442"
23/10/2010 11.00,"3,25013","6,030562",
23/10/2010 12.00,"3,148111","4,199264","16,11721"
23/10/2010 13.00,"3,158042","2,870893",
23/10/2010 14.00,"2,564893","3,236893","14,89621"
23/10/2010 15.00,"2,011469","3,831967",
23/10/2010 16.00,"1,950077","2,057777","11,47741"
23/10/2010 17.00,"1,950077","3,783945",
23/10/2010 18.00,"1,787571","4,953978","12,69841"
23/10/2010 19.00,"1,830003","14,011822",
23/10/2010 20.00,"2,157725","51,211427","12,45421"
23/10/2010 21.00,"1,756876","38,170421",
23/10/2010 22.00,"1,755069","27,384428","21,001221"
23/10/2010 23.00,"1,472489","21,749725",
24/10/2010 0.00,"1,16463","13,967697","16,84981"
24/10/2010 1.00,"1,20977","14,562116",
24/10/2010 2.00,"1,363249","13,12213","11,23321"
24/10/2010 3.00,"0,81795","6,328425",
24/10/2010 4.00,"1,603397","3,970191","13,91941"
24/10/2010 5.00,"1,48242","6,137637",
24/10/2010 6.00,"1,792988","12,974822","15,14041"
24/10/2010 7.00,"1,843545","18,395385",
24/10/2010 8.00,"1,690067","13,440754","16,11721"
24/10/2010 9.00,"1,71354","5,454957",
24/10/2010 10.00,"1,863407","4,987721","17,3382"
24/10/2010 11.00,"1,942855","2,26933",
24/10/2010 12.00,"1,950077","1,596382","12,45421"
24/10/2010 13.00,"1,816462","0,364052",
24/10/2010 14.00,"1,950077","0,159639","10,74481"
24/10/2010 15.00,"1,94466","0,32317",
24/10/2010 16.00,"1,933827","1,219351","9,523809"
24/10/2010 17.00,"1,917576","2,309562",
24/10/2010 18.00,"1,904936","3,672329","10,74481"
24/10/2010 19.00,"1,594369","12,061116",
24/10/2010 20.00,"1,856185","17,558905","16,36141"
24/10/2010 21.00,"1,942855","12,236337",
24/10/2010 22.00,"1,950077","2,014948","10,98901"
24/10/2010 23.00,"1,820072","6,582807",
25/10/2010 0.00,"1,821878","6,360872","9,76801"
25/10/2010 1.00,,"3,404318",
25/10/2010 2.00,"2,198351",,"5,616606"
25/10/2010 3.00,"1,950077","0,540564",
25/10/2010 4.00,"1,989801","0,340692","7,081807"
25/10/2010 5.00,"1,950077","0,406202",
25/10/2010 6.00,"2,011469","0,569764","7,326007"
25/10/2010 7.00,"1,950077","3,395234",
25/10/2010 8.00,"1,989801","1,238819","7,814408"
25/10/2010 9.00,"2,257034","2,267383",
25/10/2010 10.00,"2,103556","2,724233","9,035409"
25/10/2010 11.00,"2,049387","1,204424",
25/10/2010 12.00,"2,277799","1,231032","10,50061"
25/10/2010 13.00,"2,384331","1,493201",
25/10/2010 14.00,"2,397873","1,771596","13,43101"
25/10/2010 15.00,"2,563991","3,841701",
25/10/2010 16.00,"2,901643","10,210349","7,326007"
25/10/2010 17.00,"2,682259","14,367438",
25/10/2010 18.00,"2,766221","10,743132","8,547009"
25/10/2010 19.00,"3,298881","24,972345",
25/10/2010 20.00,"3,08672","36,419564","4,639805"
25/10/2010 21.00,"3,43972","40,088004",
25/10/2010 22.00,"2,443014","29,263771","7,570208"
25/10/2010 23.00,"1,971745","24,536256",
26/10/2010 0.00,"1,999732","17,488169","6,593407"
26/10/2010 1.00,"2,146891","12,790528",
26/10/2010 2.00,"1,951883","7,587361","4,395605"
26/10/2010 3.00,"1,950077","5,238212",
26/10/2010 4.00,"1,933827","9,020211","3,663004"
26/10/2010 5.00,"2,045776","12,915764",
26/10/2010 6.00,"2,771638","27,283857","6,593407"
26/10/2010 7.00,"4,261281","37,842036",
26/10/2010 8.00,"3,576044","36,687589","14,16361"
26/10/2010 9.00,"2,553157","26,124859",
26/10/2010 10.00,"2,363566","22,25589","18,07081"
26/10/2010 11.00,"2,381623","16,76785",
26/10/2010 12.00,"2,110778","13,808058","16,36141"
26/10/2010 13.00,"2,168558","3,892968",
26/10/2010 14.00,,,"16,36141"
26/10/2010 15.00,,,
26/10/2010 16.00,,,
26/10/2010 17.00,,,
26/10/2010 18.00,"3,669035","24,839308",
26/10/2010 19.00,"2,522462","22,711443",
26/10/2010 20.00,"2,091819","23,044361",
26/10/2010 21.00,"1,847157","16,036505",
26/10/2010 22.00,"1,993412","24,570653",
26/10/2010 23.00,"2,074666","32,619407",
27/10/2010 0.00,"2,072861","22,682247",
27/10/2010 1.00,,"11,144828",
27/10/2010 2.00,"4,605253",,
27/10/2010 3.00,"2,696705","3,147339",
27/10/2010 4.00,"2,38072","6,583458","2,197802"
27/10/2010 5.00,"2,599201","12,815186",
27/10/2010 6.00,"3,131861","24,336376","1,953602"
27/10/2010 7.00,"3,625699","31,130745",
27/10/2010 8.00,"7,879759","29,74787","8,791209"
27/10/2010 9.00,,,
27/10/2010 10.00,"8,493672","13,871003","11,47741"
27/10/2010 11.00,"13,013156","12,774945",
27/10/2010 12.00,"11,766364","17,022238","11,47741"
27/10/2010 13.00,"10,998071","13,802221",
27/10/2010 14.00,"10,43923","12,349894","10,50061"
27/10/2010 15.00,"6,837911","13,55238",
27/10/2010 16.00,"3,771053","10,98518","10,01221"
27/10/2010 17.00,"2,528782","10,317429",
27/10/2010 18.00,"2,279604","12,869044","5,128205"
27/10/2010 19.00,"2,809556","6,948808",
27/10/2010 20.00,"2,235367","7,872891","8,791209"
27/10/2010 21.00,"1,962717","7,319998",
27/10/2010 22.00,"2,034942","8,842403","8,302809"
27/10/2010 23.00,"1,980773","7,471201",
28/10/2010 0.00,"1,955495","4,541254","9,27961"
28/10/2010 1.00,"1,950077","3,402371",
28/10/2010 2.00,"2,543226","5,035745","9,76801"
28/10/2010 3.00,"2,845669","5,352424",
28/10/2010 4.00,"2,029525","4,599658","7,814408"
28/10/2010 5.00,"2,361761","10,904071",
28/10/2010 6.00,"9,606841","40,484515","15,14041"
28/10/2010 7.00,"7,179174","36,511724",
28/10/2010 8.00,"9,484058","37,167807","21,001221"
28/10/2010 9.00,"7,638707","27,645971",
28/10/2010 10.00,"9,300786","22,144936","24,42001"
28/10/2010 11.00,"5,499941","13,096823",
28/10/2010 12.00,"4,717202","9,796338","23,19902"
28/10/2010 13.00,"4,888736","10,727559",
28/10/2010 14.00,"4,647685","8,681466","18,07081"
28/10/2010 15.00,"5,4548","8,671084",
28/10/2010 16.00,"4,234196","10,05137","15,38461"
28/10/2010 17.00,"3,669938","16,559542",
28/10/2010 18.00,"2,829418","19,452496","17,3382"
28/10/2010 19.00,"3,787304","24,358459",
28/10/2010 20.00,"8,963135","34,022413","20,02442"
28/10/2010 21.00,"7,473492","36,593479",
28/10/2010 22.00,"9,094945","29,70049","22,710621"
28/10/2010 23.00,"8,15963","24,487594",
29/10/2010 0.00,"9,824418","27,54668","21,97802"
29/10/2010 1.00,,"25,302011",
29/10/2010 2.00,"9,094945",,"16,36141"
29/10/2010 3.00,"10,692921","28,517479",
29/10/2010 4.00,"8,46117","31,638857","22,46641"
29/10/2010 5.00,"9,672745","38,221681",
29/10/2010 6.00,"8,908063","38,046446","24,17581"
29/10/2010 7.00,"10,460903","41,378737",
29/10/2010 8.00,"33,567509","54,557981","25,39682"
29/10/2010 9.00,"28,006176","51,118618",
29/10/2010 10.00,"21,797533","40,396907","32,722832"
29/10/2010 11.00,"1,654857","18,437568",
29/10/2010 12.00,"11,874706","11,590637","23,68742"
29/10/2010 13.00,"9,161753","10,41217",
29/10/2010 14.00,"4,15836","9,564669","20,02442"
29/10/2010 15.00,"3,621186","9,387508",
29/10/2010 16.00,"6,98507","19,952178","17,582411"
29/10/2010 17.00,"2,386136","26,745896",
29/10/2010 18.00,"1,995219","53,193271","22,22221"
29/10/2010 19.00,"1,888686","53,725401",
29/10/2010 20.00,"2,31662","70,980627","26,12941"
29/10/2010 21.00,"1,57541","57,613834",
29/10/2010 22.00,"1,271161","24,627114","28,327221"
29/10/2010 23.00,"1,126712","23,813348",
30/10/2010 0.00,"1,011151","13,728892","26,37361"
30/10/2010 1.00,"0,707806","11,350532",
30/10/2010 2.00,"0,724056","9,835924","15,14041"
30/10/2010 3.00,"0,66086","6,425765",
30/10/2010 4.00,"0,653637","8,916383","17,094"
30/10/2010 5.00,"0,808921","10,26486",
30/10/2010 6.00,"1,179075","24,285114","13,18681"
30/10/2010 7.00,"1,818267","45,854462",
30/10/2010 8.00,"1,951883","48,280179","21,001221"
30/10/2010 9.00,"1,941049","33,479903",
30/10/2010 10.00,"2,419541","9,785306","25,15262"
30/10/2010 11.00,"2,715663","6,776839",
30/10/2010 12.00,"2,533295","5,320627","20,02442"
30/10/2010 13.00,"2,183907","7,357636",
30/10/2010 14.00,"2,117098","5,138276","17,582411"
30/10/2010 15.00,"2,00244","6,758019",
30/10/2010 16.00,"1,950077","5,035095","11,23321"
30/10/2010 17.00,"1,950077","9,011776",
30/10/2010 18.00,"1,888686","6,573721","15,14041"
30/10/2010 19.00,"1,807433","26,656989",
30/10/2010 20.00,"1,547422","22,666684","20,26862"
30/10/2010 21.00,"1,507699","5,708043",
30/10/2010 22.00,"1,435474","4,707382","18,07081"
30/10/2010 23.00,"1,327136","4,682073",
31/10/2010 0.00,"1,567284","4,021458","18,07081"
31/10/2010 1.00,,"4,14735",
31/10/2010 2.00,"1,969939",,"14,40781"
31/10/2010 3.00,"1,667497","2,325137",
31/10/2010 4.00,"1,616036","1,89684","12,21001"
31/10/2010 5.00,"1,738819","1,321234",
31/10/2010 6.00,"1,78396","1,375745","13,18681"
31/10/2010 7.00,"1,317205","2,285553",
31/10/2010 8.00,"1,487837","3,820287","9,76801"
31/10/2010 9.00,"1,82549","2,867",
31/10/2010 10.00,"1,493254","2,099309","14,40781"
31/10/2010 11.00,"1,19352","2,107097",
31/10/2010 12.00,"1,414709","2,097361","13,43101"
31/10/2010 13.00,"1,681039","2,146031",
31/10/2010 14.00,"1,664788","1,897488","12,21001"
31/10/2010 15.00,"1,58805","1,445181",
31/10/2010 16.00,"1,625064","2,112936","10,50061"
31/10/2010 17.00,"1,787571","4,929967",
31/10/2010 18.00,"1,791182","3,178488","12,69841"
31/10/2010 19.00,"1,05268","2,709958",
31/10/2010 20.00,"1,323525","3,222617","11,72161"
31/10/2010 21.00,"1,399361","2,04285",
31/10/2010 22.00,"1,379499","2,994192","12,94261"
31/10/2010 23.00,"1,587146","2,159659",
01/11/2010 0.00,"1,679234","2,785233","14,16361"
01/11/2010 1.00,"1,291024","2,632734",
01/11/2010 2.00,"1,397555","1,339404","11,23321"
01/11/2010 3.00,"1,565479","0,749521",
01/11/2010 4.00,"1,381305","0,902022","16,11721"
01/11/2010 5.00,"1,227827","1,333565",
01/11/2010 6.00,"1,449918","0,915649","10,74481"
01/11/2010 7.00,"1,233244","1,458808",
01/11/2010 8.00,"1,130322","1,777435","12,45421"
01/11/2010 9.00,"1,699096","2,306968",
01/11/2010 10.00,"1,513116","2,988351","18,80341"
01/11/2010 11.00,"1,330748","1,759914",
01/11/2010 12.00,"1,572701","1,624288","13,67521"
01/11/2010 13.00,"1,303663","1,399106",
01/11/2010 14.00,"1,531172","1,2505","15,38461"
01/11/2010 15.00,"1,461656","1,315395",
01/11/2010 16.00,"1,489642","1,473085","15,14041"
01/11/2010 17.00,"1,503185","1,10384",
01/11/2010 18.00,"1,115878","1,212212","14,40781"
01/11/2010 19.00,"1,345192","0,959128",
01/11/2010 20.00,"0,886563","0,966266","14,89621"
01/11/2010 21.00,"1,744236","1,687883",
01/11/2010 22.00,"1,643121","1,726819","17,094"
01/11/2010 23.00,"1,446307","1,948106",
02/11/2010 0.00,"1,702707","1,785871","20,51281"
02/11/2010 1.00,,"1,229085",
02/11/2010 2.00,"1,9573",,"15,14041"
02/11/2010 3.00,"1,950077","1,014935",
02/11/2010 4.00,"1,850768","1,688531","17,582411"
02/11/2010 5.00,"1,950077","1,425063",
02/11/2010 6.00,"1,695484","2,716447","19,78022"
02/11/2010 7.00,"1,608814","1,46984",
02/11/2010 8.00,"1,805627","3,239488","22,710621"
02/11/2010 9.00,"1,919382","2,086979",
02/11/2010 10.00,"1,729791","1,961733","21,001221"
02/11/2010 11.00,"1,950077","1,776137",
02/11/2010 12.00,"1,951883","2,423127","17,582411"
02/11/2010 13.00,"1,852573","2,092818",
02/11/2010 14.00,"1,953688","1,535382","18,07081"
02/11/2010 15.00,"2,074666","7,91702",
02/11/2010 16.00,"2,488154","23,405154","11,47741"
02/11/2010 17.00,"1,851671","33,889375",
02/11/2010 18.00,"1,932021","19,717251","6,837607"
02/11/2010 19.00,"1,92841","12,965088",
02/11/2010 20.00,"1,904936","9,978689","5,616606"
02/11/2010 21.00,"1,910354","23,115086",
02/11/2010 22.00,"1,7966","25,186488","6,349206"
02/11/2010 23.00,"1,709929","14,529029",
03/11/2010 0.00,"1,664788","12,070209","8,302809"
03/11/2010 1.00,"1,339775","8,164913",
03/11/2010 2.00,"1,422835","9,876159","5,128205"
03/11/2010 3.00,"1,334359","12,437506",
03/11/2010 4.00,"1,094211","8,050701","7,081807"
03/11/2010 5.00,"1,318108","10,426451",
03/11/2010 6.00,"1,715346","21,678351","7,814408"
03/11/2010 7.00,"1,61062","23,885372",
03/11/2010 8.00,"1,567284","24,669293","7,326007"
03/11/2010 9.00,"1,833614","32,825768",
03/11/2010 10.00,"1,92841","18,82174","16,60561"
03/11/2010 11.00,"2,215505","18,527771",
03/11/2010 12.00,"2,278702","29,564853","17,094"
03/11/2010 13.00,,"32,117776",
03/11/2010 14.00,,"18,902208","26,12941"
03/11/2010 15.00,,"24,652428",
03/11/2010 16.00,,"38,556531","26,617821"
03/11/2010 17.00,,"69,565285",
03/11/2010 18.00,"3,120124","57,730639","38,339432"
03/11/2010 19.00,"3,261866","48,121844",
03/11/2010 20.00,"3,09304","18,588121","33,699631"
03/11/2010 21.00,"2,82039","2,462711",
03/11/2010 22.00,"1,955495","2,284903","30,52503"
03/11/2010 23.00,"2,007858","6,037702",
04/11/2010 0.00,"2,11439","4,718414","24,664221"
04/11/2010 1.00,,"10,024763",
04/11/2010 2.00,"3,596809",,"17,582411"
04/11/2010 3.00,"2,747262","6,33167",
04/11/2010 4.00,"2,543226","8,322605","11,96581"
04/11/2010 5.00,"2,140571","7,719093",
04/11/2010 6.00,"1,9573","20,220834","12,45421"
04/11/2010 7.00,"2,482738","20,305191",
04/11/2010 8.00,"3,268185","46,726621","21,001221"
04/11/2010 9.00,"2,901643","42,992636",
04/11/2010 10.00,"3,514654","45,283387","24,17581"
04/11/2010 11.00,"3,786401","38,752509",
04/11/2010 12.00,"2,989216","30,351374","27,10622"
04/11/2010 13.00,"2,651564","19,22797",
04/11/2010 14.00,"3,063247","19,963211","23,68742"
04/11/2010 15.00,"2,283216","18,444708",
04/11/2010 16.00,"2,203768","37,884883","24,17581"
04/11/2010 17.00,,"25,107331",
04/11/2010 18.00,,"54,7423","25,15262"
04/11/2010 19.00,"3,251032","41,008192",
04/11/2010 20.00,"4,038286","58,697557","28,81562"
04/11/2010 21.00,"3,213114","47,645511",
04/11/2010 22.00,"4,074398","48,927182","29,54822"
04/11/2010 23.00,"2,113487","16,725027",
05/11/2010 0.00,"2,14328","28,133951","21,73382"
05/11/2010 1.00,"2,029525","16,530989",
05/11/2010 2.00,"2,145086","16,92944","16,60561"
05/11/2010 3.00,"1,951883","8,835914",
05/11/2010 4.00,"1,950077","6,150617","13,67521"
05/11/2010 5.00,"1,950077","4,734638",
05/11/2010 6.00,"2,302175","13,795732","11,72161"
05/11/2010 7.00,"2,98109","30,788761",
05/11/2010 8.00,"2,902546","20,569965","16,11721"
05/11/2010 9.00,"3,688897","39,845962",
05/11/2010 10.00,"4,025646","35,708341","24,664221"
05/11/2010 11.00,"3,236587","21,191002",
05/11/2010 12.00,"3,279922","18,2364","23,68742"
05/11/2010 13.00,"2,362664","11,736005",
05/11/2010 14.00,"2,309397","12,585464","21,001221"
05/11/2010 15.00,"2,517947","16,779538",
05/11/2010 16.00,"2,382526","15,940464","15,38461"
05/11/2010 17.00,"2,069249","16,739299",
05/11/2010 18.00,"2,303078","22,357781","19,2918"
05/11/2010 19.00,"1,955495","19,734784",
05/11/2010 20.00,"2,964841","27,20208","18,31501"
05/11/2010 21.00,"3,671743","64,32576",
05/11/2010 22.00,"2,23988","32,153471","22,710621"
05/11/2010 23.00,"2,110778","21,840585",
06/11/2010 0.00,"3,17971","32,975019","21,24542"
06/11/2010 1.00,,"20,467423",
06/11/2010 2.00,"3,26006",,"13,18681"
06/11/2010 3.00,"2,672328","12,918368",
06/11/2010 4.00,"2,059318","12,209727","11,47741"
06/11/2010 5.00,"2,315717","12,27852",
06/11/2010 6.00,"2,805042","24,431783","10,01221"
06/11/2010 7.00,"3,026232","36,29498",
06/11/2010 8.00,"5,586612","66,10969","16,60561"
06/11/2010 9.00,"2,693093","18,072866",
06/11/2010 10.00,"3,255774","22,974246","20,26862"
06/11/2010 11.00,"4,315449","31,90298",
06/11/2010 12.00,"10,805777","25,562866","18,31501"
06/11/2010 13.00,"7,438282","13,751595",
06/11/2010 14.00,"5,407854","13,192214","19,0476"
06/11/2010 15.00,"5,272432","13,942388",
06/11/2010 16.00,"5,070201","14,055947","18,80341"
06/11/2010 17.00,"4,840887","20,566714",
06/11/2010 18.00,"3,854111","23,653064","20,02442"
06/11/2010 19.00,"3,845987","35,605817",
06/11/2010 20.00,"5,642585","56,699477","23,93162"
06/11/2010 21.00,"4,802968","42,509188",
06/11/2010 22.00,"5,257986","44,71038","26,86202"
06/11/2010 23.00,"4,464414","37,646055",
07/11/2010 0.00,"4,919432","41,775248","20,51281"
07/11/2010 1.00,"5,608279","47,300949",
07/11/2010 2.00,"5,478274","46,703905","18,31501"
07/11/2010 3.00,"5,200206","41,372906",
07/11/2010 4.00,"5,821342","42,603948","26,86202"
07/11/2010 5.00,"5,067493","26,424012",
07/11/2010 6.00,"5,200206","35,163895","22,46641"
07/11/2010 7.00,"4,756926","30,173558",
07/11/2010 8.00,"3,488473","28,885443","23,68742"
07/11/2010 9.00,"4,384966","32,524669",
07/11/2010 10.00,"3,258254","7,878734","25,39682"
07/11/2010 11.00,"3,26006","3,761883",
07/11/2010 12.00,"3,313326","2,924756","22,710621"
07/11/2010 13.00,"3,258254","2,619107",
07/11/2010 14.00,"3,254643","2,360829","17,826611"
07/11/2010 15.00,"3,249226","2,070755",
07/11/2010 16.00,"3,256449","1,830648","18,55921"
07/11/2010 17.00,"3,26006","1,637265",
07/11/2010 18.00,"3,176099","2,245319","23,93162"
07/11/2010 19.00,"3,259157","3,72035",
07/11/2010 20.00,"3,26006","3,841701","26,37361"
07/11/2010 21.00,"3,187835","3,232351",
07/11/2010 22.00,"3,261866","1,417926","21,001221"
07/11/2010 23.00,"3,254643","1,198585",
08/11/2010 0.00,"3,261866","1,18301","19,78022"
08/11/2010 1.00,,"1,724873",
08/11/2010 2.00,"3,267282",,"18,31501"
08/11/2010 3.00,"3,256449","2,03701",
08/11/2010 4.00,"3,242004","1,151861","14,89621"
08/11/2010 5.00,"3,26006","0,95134",
08/11/2010 6.00,"3,253741","1,273212","21,24542"
08/11/2010 7.00,"3,260964","2,289446",
08/11/2010 8.00,"3,258254","3,637936","16,84981"
08/11/2010 9.00,"3,261866","3,772915",
08/11/2010 10.00,"3,252838","2,802105","13,43101"
08/11/2010 11.00,"3,251935","3,78719",
08/11/2010 12.00,"3,257352","1,978606","13,43101"
08/11/2010 13.00,"3,255546","3,144095",
08/11/2010 14.00,"3,259157","7,011755","15,14041"
08/11/2010 15.00,"3,251032","2,456872",
08/11/2010 16.00,"3,311521","2,186915","15,62881"
08/11/2010 17.00,"3,253741","3,334234",
08/11/2010 18.00,"3,259157","4,454945","12,45421"
08/11/2010 19.00,"3,254643","4,005883",
08/11/2010 20.00,"3,260964","2,553564","14,65201"
08/11/2010 21.00,"3,255546","2,308266",
08/11/2010 22.00,"3,26006","1,151211","10,01221"
08/11/2010 23.00,"3,256449","1,425713",
09/11/2010 0.00,"3,255546","1,386777","14,40781"
09/11/2010 1.00,"3,247421","2,065562",
09/11/2010 2.00,"3,252838","0,983137","12,45421"
09/11/2010 3.00,"3,252838","0,248543",
09/11/2010 4.00,"3,253741","1,049979","7,081807"
09/11/2010 5.00,"3,255546","2,621052",
09/11/2010 6.00,"3,253741","0,698905","7,570208"
09/11/2010 7.00,"3,253741","1,838436",
09/11/2010 8.00,"3,253741","2,794967","8,547009"
09/11/2010 9.00,"3,256449","2,502946",
09/11/2010 10.00,"3,252838","1,482171","13,43101"
09/11/2010 11.00,"3,257352","1,549659",
09/11/2010 12.00,"3,240199","1,795607","10,74481"
09/11/2010 13.00,"3,254643","1,336159",
09/11/2010 14.00,"3,253741","1,383533","13,91941"
09/11/2010 15.00,"3,253741","1,658031",
09/11/2010 16.00,"3,551669","1,537328","21,001221"
09/11/2010 17.00,"3,403608","2,763819",
09/11/2010 18.00,"3,252838","2,417936","22,22221"
09/11/2010 19.00,"3,092136","2,273873",
