,Provincia di TARANTO,,
,Massafra (TA) Via Frappietro,,
Parm,SO2,O3,BENZENE



07/06/2010 12.00,"4,528265","68,552456","0,101344"
07/06/2010 13.00,"3,827962","65,970266","0,083191"
07/06/2010 14.00,"5,071893","67,414461","0,051664"
07/06/2010 15.00,"4,515623","66,895399","0,059494"
07/06/2010 16.00,"5,98215","67,090254","0,055579"
07/06/2010 17.00,"5,890041","62,982001","0,063207"
07/06/2010 18.00,"6,043556","54,767135","0,099971"
07/06/2010 19.00,"6,60118","56,908862","0,10287"
07/06/2010 20.00,"6,286925","64,833094","0,101141"
07/06/2010 21.00,"5,542374","57,984638","0,1047"
07/06/2010 22.00,"5,681891","60,36461","0,062952"
07/06/2010 23.00,"5,58888","67,080429","0,047341"
08/06/2010 0.00,"5,839019","74,025486","0,038239"
08/06/2010 1.00,"5,136911","77,27246","0,028934"
08/06/2010 2.00,"4,33637","72,940704","0,041188"
08/06/2010 3.00,"5,113431","59,859471","0,030103"
08/06/2010 4.00,"4,688553","50,166845","0,04607"
08/06/2010 5.00,"5,417752","36,139189","0,10287"
08/06/2010 6.00,"5,506251","18,941513","0,179958"
08/06/2010 7.00,"3,593472","46,625716","0,10587"
08/06/2010 8.00,"5,880107","34,595112","0,077699"
08/06/2010 9.00,"4,54452","46,044676","0,091886"
08/06/2010 10.00,"4,157569","57,873295","0,092394"
08/06/2010 11.00,"4,307474","64,690636","0,088479"
08/06/2010 12.00,"4,575673","69,261456","0,099463"
08/06/2010 13.00,"5,023579","72,878482","0,098802"
08/06/2010 14.00,"5,557273","81,067971","0,056037"
08/06/2010 15.00,"5,530632","79,37571","0,061223"
08/06/2010 16.00,"5,468774","69,860746","0,062139"
08/06/2010 17.00,"6,829195","68,76368","0,081868"
08/06/2010 18.00,"5,495865","77,385443","0,102717"
08/06/2010 19.00,"5,760004","77,711287","0,089954"
08/06/2010 20.00,"6,188492","64,427829","0,101141"
08/06/2010 21.00,"6,006081","51,950799","0,110751"
08/06/2010 22.00,"5,666992","51,34332","0,077343"
08/06/2010 23.00,"5,019516","41,548358","0,072563"
09/06/2010 0.00,"5,851211","41,554088","0,075665"
09/06/2010 1.00,"5,783032","49,729658","0,066664"
09/06/2010 2.00,,"52,206236","0,064885"
09/06/2010 3.00,"4,865096","54,970175","0,05985"
09/06/2010 4.00,"4,52962",,"0,09514"
09/06/2010 5.00,"4,423514","46,360135","0,116599"
09/06/2010 6.00,"5,068729","35,77373","0,127125"
09/06/2010 7.00,"4,910249","39,665994","0,124176"
09/06/2010 8.00,"4,629856","51,703795","0,094022"
09/06/2010 9.00,"4,460536","51,164752","0,084411"
09/06/2010 10.00,"4,300248","58,259276","0,065088"
09/06/2010 11.00,"3,518222","60,104493","0,064478"
09/06/2010 12.00,"3,955288","63,915533","0,079885"
09/06/2010 13.00,"5,699951","65,362003","0,083292"
09/06/2010 14.00,"5,676473","66,517212","0,04307"
09/06/2010 15.00,"5,836309","64,681024","0,046833"
09/06/2010 16.00,"4,768923","67,948097","0,054104"
09/06/2010 17.00,"3,957586","63,210467","0,057562"
09/06/2010 18.00,"0,489896","69,744087","0,088276"
09/06/2010 19.00,"0,605033","64,676922","0,08914"
09/06/2010 20.00,"0,391466","80,898246","0,108565"
09/06/2010 21.00,"0,097528","63,861385","0,096818"
09/06/2010 22.00,"0,34812","39,359964","0,130684"
09/06/2010 23.00,"0,089852","64,788505","0,128345"
10/06/2010 0.00,"0,189184","72,721534","0,047341"
10/06/2010 1.00,"0,03883","75,077903","0,039053"
10/06/2010 2.00,,"71,572071","0,050545"
10/06/2010 3.00,"0,082628","75,130406","0,03229"
10/06/2010 4.00,"0,046056","66,290767","0,039358"
10/06/2010 5.00,"0,110622","54,91836","0,079682"
10/06/2010 6.00,"0,388305","53,636801","0,108514"
10/06/2010 7.00,"0,334123","15,179347","0,223231"
10/06/2010 8.00,"0,009934","26,42458","0,189976"
10/06/2010 9.00,"0,36934","44,297495","0,1376"
10/06/2010 10.00,"0,284457","53,475991","0,07658"
10/06/2010 11.00,"0,014899","54,362909","0,084411"
10/06/2010 12.00,"0,455581","59,307826","0,069614"
10/06/2010 13.00,"0,410881","57,520039","0,072868"
10/06/2010 14.00,"0,279039","64,348735","0,047392"
10/06/2010 15.00,"0,549949","64,403704","0,05624"
10/06/2010 16.00,"0,063213","57,634906","0,058223"
10/06/2010 17.00,"0,121006","55,177625","0,069461"
10/06/2010 18.00,"1,223611","57,178728","0,066308"
10/06/2010 19.00,"0,794218","54,677965","0,091733"
10/06/2010 20.00,"0,332768","41,478392","0,143753"
10/06/2010 21.00,"0,136358","34,415048","0,11548"
10/06/2010 22.00,"0,265944","42,023999","0,105361"
10/06/2010 23.00,"0,406818","37,89298","0,085225"
11/06/2010 0.00,"1,281858","33,302502","0,113497"
11/06/2010 1.00,"0,364825","47,215056","0,083292"
11/06/2010 2.00,,"39,051472","0,089699"
11/06/2010 3.00,"3,294721","42,921583","0,09214"
11/06/2010 4.00,"2,512242",,"0,075411"
11/06/2010 5.00,"2,928991","30,225653","0,07719"
11/06/2010 6.00,"1,636299","27,815619","0,135159"
11/06/2010 7.00,"2,60977","23,421663","0,178077"
11/06/2010 8.00,"2,635958","19,951636","0,170653"
11/06/2010 9.00,"4,379716","20,678395","0,15555"
11/06/2010 10.00,"6,33027","30,784573","0,163686"
11/06/2010 11.00,"1,414153","45,970727","0,085479"
11/06/2010 12.00,"1,007335","49,678661","0,093767"
11/06/2010 13.00,"0,829887","55,100018","0,095039"
11/06/2010 14.00,"0,321932","64,207312","0,038443"
11/06/2010 15.00,"0,485833","66,825103","0,047901"
11/06/2010 16.00,"2,108132","55,913139","0,059139"
11/06/2010 17.00,"8,414022","52,016183","0,0778"
11/06/2010 18.00,"9,017248","42,066438","0,100276"
11/06/2010 19.00,"4,138605","44,405588","0,139685"
11/06/2010 20.00,"2,198436","39,592851","0,160991"
11/06/2010 21.00,"2,511337","21,89156","0,159059"
11/06/2010 22.00,"0,463257","36,256445","0,080546"
11/06/2010 23.00,"0,855173","39,842165","0,09392"
12/06/2010 0.00,"0,290325","48,706664","0,081563"
12/06/2010 1.00,"0,334573","57,76344","0,050697"
12/06/2010 2.00,"0,560785","62,22665","0,030205"
12/06/2010 3.00,"0,621738","58,082823","0,033764"
12/06/2010 4.00,"0,263234","60,475747","0,033052"
12/06/2010 5.00,"0,120556","53,846115","0,04185"
12/06/2010 6.00,"0,227114","19,576851","0,178636"
12/06/2010 7.00,"0,218986","33,639465","0,113548"
12/06/2010 8.00,"0,259171","45,155977","0,082174"
12/06/2010 9.00,"0,491701","34,845293","0,070631"
12/06/2010 10.00,"0,123716","27,825396","0,15855"
12/06/2010 11.00,"0,435714","28,931828","0,151584"
12/06/2010 12.00,"1,309852","36,487833","0,080597"
12/06/2010 13.00,"7,144805","29,879386","0,146753"
12/06/2010 14.00,"2,938925","45,551946","0,100327"
12/06/2010 15.00,"0,074952","48,971457","0,035595"
12/06/2010 16.00,"0,387403","51,511855","0,047189"
12/06/2010 17.00,"0,161643","51,041742","0,057359"
12/06/2010 18.00,"0,165256","45,977245","0,101039"
12/06/2010 19.00,"0,56259","45,087537","0,132363"
12/06/2010 20.00,"1,220903","48,907093","0,086343"
12/06/2010 21.00,"0,552656","55,40066","0,050189"
12/06/2010 22.00,"0,103848","42,438887","0,037375"
12/06/2010 23.00,"0,123263","40,106959","0,049274"
13/06/2010 0.00,"0,132295","27,14182","0,050545"
13/06/2010 1.00,"0,365277","23,786673","0,074292"
13/06/2010 2.00,,"17,491902","0,089547"
13/06/2010 3.00,"0,169319","36,489465","0,049477"
13/06/2010 4.00,"0,181058",,"0,063766"
13/06/2010 5.00,"0,178801","26,743954","0,078258"
13/06/2010 6.00,"0,303419","32,368237","0,095344"
13/06/2010 7.00,"0,373406","34,513814","0,094174"
13/06/2010 8.00,"0,310643","45,797843","0,094683"
13/06/2010 9.00,"0,582458","34,257506","0,126159"
13/06/2010 10.00,"0,566653","33,350752","0,145889"
13/06/2010 11.00,"1,247091","39,401414","0,10292"
13/06/2010 12.00,"4,853357","50,871625","0,147567"
13/06/2010 13.00,"2,365498","63,922412","0,082936"
13/06/2010 14.00,"0,25014","74,026453","0,058528"
13/06/2010 15.00,"0,266394","65,33453","0,055681"
13/06/2010 16.00,"0,863752","60,302654","0,032951"
13/06/2010 17.00,"1,983514","62,209656","0,053037"
13/06/2010 18.00,"0,407268","65,7472","0,050697"
13/06/2010 19.00,"0,765774","62,798844","0,083597"
13/06/2010 20.00,"1,926171","63,318716","0,052681"
13/06/2010 21.00,"0,709334","55,099912","0,073071"
13/06/2010 22.00,"0,771642","48,91546","0,051104"
13/06/2010 23.00,"0,835758","44,903988","0,065342"
14/06/2010 0.00,"0,246529","38,214976","0,080496"
14/06/2010 1.00,"0,571169","32,393221","0,081258"
14/06/2010 2.00,"0,000903","45,448845","0,065088"
14/06/2010 3.00,"0,209955","40,96425","0,05202"
14/06/2010 4.00,"0,677275","42,417471","0,068444"
14/06/2010 5.00,"0,224857","33,655423","0,075919"
14/06/2010 6.00,"0,701658","24,717665","0,184636"
14/06/2010 7.00,"0,267297","25,730809","0,122193"
14/06/2010 8.00,"0,186929","34,181742","0,079173"
14/06/2010 9.00,"0,34812","41,235067","0,05741"
14/06/2010 10.00,"0,051924","30,426577","0,107446"
14/06/2010 11.00,"0,085789","30,598257","0,13882"
14/06/2010 12.00,"0,315158","33,848056","0,117362"
14/06/2010 13.00,"0,889037","38,34958","0,100937"
14/06/2010 14.00,"0,56001","50,284687","0,071393"
14/06/2010 15.00,"0,064116","46,304013","0,056342"
14/06/2010 16.00,"0,044248","49,394226","0,053698"
14/06/2010 17.00,"0,19686","45,426277","0,088123"
14/06/2010 18.00,"0,477704","42,470668","0,106836"
14/06/2010 19.00,"0,01761","44,09718","0,131803"
14/06/2010 20.00,"0,509311","41,940316","0,082123"
14/06/2010 21.00,"0,884522","59,386113","0,052172"
14/06/2010 22.00,"0,687209","28,572089","0,04007"
14/06/2010 23.00,"0,295743","33,592555","0,076783"
15/06/2010 0.00,"0,036572","47,727615","0,060206"
15/06/2010 1.00,"0,001355","43,805408","0,028069"
15/06/2010 2.00,,"51,149698","0,036409"
15/06/2010 3.00,"0,07766","47,862013","0,043324"
15/06/2010 4.00,"0,146291",,"0,045358"
15/06/2010 5.00,"0,257816","35,757672","0,107751"
15/06/2010 6.00,"0,008579","33,131544","0,097581"
15/06/2010 7.00,"0,087594","27,028552","0,098496"
15/06/2010 8.00,"0,125521","21,622047","0,12743"
15/06/2010 9.00,"0,473191","31,250396","0,229842"
15/06/2010 10.00,"0,084886","39,337099","0,127837"
15/06/2010 11.00,"0,057342","46,84419","0,117057"
15/06/2010 12.00,"0,282199","58,881613","0,073275"
15/06/2010 13.00,"0,191895","57,892542","0,070834"
15/06/2010 14.00,"0,051022","52,986137","0,046019"
15/06/2010 15.00,"0,674567","59,283922","0,05024"
15/06/2010 16.00,"0,037475","53,88855","0,059545"
15/06/2010 17.00,"0,032057","42,953097","0,080546"
15/06/2010 18.00,"0,023478","38,845742","0,102819"
15/06/2010 19.00,"0,293938","33,312027","0,106073"
15/06/2010 20.00,"0,870525","35,154211","0,113345"
15/06/2010 21.00,"0,289875","44,835834","0,112734"
15/06/2010 22.00,"0,204536","45,797078","0,080496"
15/06/2010 23.00,"0,093012","50,500736","0,050697"
16/06/2010 0.00,"0,040185","51,862698","0,030154"
16/06/2010 1.00,"0,040185","51,951746","0,029137"
16/06/2010 2.00,"0,029801","50,951545","0,033103"
16/06/2010 3.00,"0,072694","53,589602","0,020696"
16/06/2010 4.00,"0,016707","50,375911","0,028476"
16/06/2010 5.00,"0,014899","47,411874","0,040426"
16/06/2010 6.00,"0,121458","43,061225","0,043375"
16/06/2010 7.00,"0,012642","43,681386","0,064376"
16/06/2010 8.00,"1,208711","33,420154","0,067376"
16/06/2010 9.00,"0,140668",,
16/06/2010 10.00,,"23,0985",
16/06/2010 11.00,"0,138615","32,160756","0,129312"
16/06/2010 12.00,"0,462355","32,671991","0,060562"
16/06/2010 13.00,"0,382887","31,591483","0,047443"
16/06/2010 14.00,"1,408282","33,980681","0,044239"
16/06/2010 15.00,"0,908452","36,136129","0,049274"
16/06/2010 16.00,"0,092562","33,518742","0,058376"
16/06/2010 17.00,"0,159386","36,906556","0,06224"
16/06/2010 18.00,"0,190992","38,312247","0,076377"
16/06/2010 19.00,"0,002258","44,389001","0,103683"
16/06/2010 20.00,"0,778416","32,110669","0,108209"
16/06/2010 21.00,"1,409184","35,245646","0,111514"
16/06/2010 22.00,"1,625463","39,292575","0,056443"
16/06/2010 23.00,"1,226771","45,268351","0,040222"
17/06/2010 0.00,"0,634382","53,111761","0,035036"
17/06/2010 1.00,"1,944234","60,10603","0,032951"
17/06/2010 2.00,,"63,077221","0,0299"
17/06/2010 3.00,"1,803811","61,236627","0,030968"
17/06/2010 4.00,"1,036231",,"0,022832"
17/06/2010 5.00,"2,099104","73,183587","0,018611"
17/06/2010 6.00,"1,198327","65,528167","0,025425"
17/06/2010 7.00,"0,105656","53,397822","0,033764"
17/06/2010 8.00,"0,011739","54,234751","0,033307"
17/06/2010 9.00,"0,066374","53,770929","0,028984"
17/06/2010 10.00,"0,005871","56,591721","0,022272"
17/06/2010 11.00,"0,838016","57,307171","0,040782"
17/06/2010 12.00,"2,114906","52,573513","0,062342"
17/06/2010 13.00,"1,129243","58,148047","0,064427"
17/06/2010 14.00,"1,359971","60,279416","0,042511"
17/06/2010 15.00,"1,522967","62,306661","0,048562"
17/06/2010 16.00,"1,127891","63,907161","0,042917"
17/06/2010 17.00,"4,353527","63,142012","0,064986"
17/06/2010 18.00,"2,079236","58,379169","0,069359"
17/06/2010 19.00,"2,678851","58,40993","0,093869"
17/06/2010 20.00,"0,800991","61,294614","0,043528"
17/06/2010 21.00,"2,18444","54,665442","0,066054"
17/06/2010 22.00,"1,746468","50,76161","0,045663"
17/06/2010 23.00,"1,411895","41,286407","0,060664"
18/06/2010 0.00,"1,646683","47,054984","0,071139"
18/06/2010 1.00,"1,564055","50,247305","0,041443"
18/06/2010 2.00,"1,207809","52,438624","0,030968"
18/06/2010 3.00,"1,493168","55,70825","0,023391"
18/06/2010 4.00,"1,380288","38,873429","0,04129"
18/06/2010 5.00,"1,447112","31,745728","0,106734"
18/06/2010 6.00,"2,575003","19,635102","0,186314"
18/06/2010 7.00,"4,796917","17,820834","0,214638"
18/06/2010 8.00,"2,966918","35,197567","0,134752"
18/06/2010 9.00,"2,399363","43,092785","0,07358"
18/06/2010 10.00,"1,669258","48,195608","0,051816"
18/06/2010 11.00,"1,043005","47,915578","0,04963"
18/06/2010 12.00,"1,311657","55,064581","0,059189"
18/06/2010 13.00,"2,026859","55,072469","0,050189"
18/06/2010 14.00,"1,732471","57,572212","0,058376"
18/06/2010 15.00,"0,954056","60,354351","0,045104"
18/06/2010 16.00,"2,08962","54,014672","0,05146"
18/06/2010 17.00,"2,373624","57,610865","0,048155"
18/06/2010 18.00,"0,836211","51,853326","0,059698"
18/06/2010 19.00,"2,663952","64,905004","0,058884"
18/06/2010 20.00,"2,812048","60,915985","0,046579"
18/06/2010 21.00,"1,31888","61,119501","0,051358"
18/06/2010 22.00,"1,08048","63,269801","0,051155"
18/06/2010 23.00,"1,177104","61,401105","0,044545"
19/06/2010 0.00,"0,658313","52,43547","0,054054"
19/06/2010 1.00,"1,021332","49,101951","0,038595"
19/06/2010 2.00,,"51,581188","0,034375"
19/06/2010 3.00,"1,562249","52,553004","0,042155"
19/06/2010 4.00,"3,667674",,"0,048714"
19/06/2010 5.00,"3,924134","51,671645","0,04963"
19/06/2010 6.00,"3,512351","48,392296","0,051613"
19/06/2010 7.00,"2,512242","48,431448","0,108107"
19/06/2010 8.00,"1,671968","50,658399","0,038748"
19/06/2010 9.00,"2,988141","48,071251","0,055986"
19/06/2010 10.00,"0,935543","51,95745","0,050189"
19/06/2010 11.00,"0,750422","56,356536","0,037324"
19/06/2010 12.00,"2,05395","58,065117","0,061528"
19/06/2010 13.00,"3,461782","56,985312","0,099107"
19/06/2010 14.00,"2,646794","51,780484","0,046528"
19/06/2010 15.00,"0,099333","53,855525","0,036917"
19/06/2010 16.00,"2,401168","61,011674","0,024561"
19/06/2010 17.00,"4,687198","76,789814","0,03112"
19/06/2010 18.00,"3,259501","73,675686","0,033968"
19/06/2010 19.00,"3,741723","82,567037","0,031578"
19/06/2010 20.00,"4,096614","80,181133","0,033205"
19/06/2010 21.00,"2,705039","79,124828","0,023899"
19/06/2010 22.00,"1,087253","79,669818","0,020086"
19/06/2010 23.00,"1,661582","79,567239","0,018255"
20/06/2010 0.00,"2,337954","74,104786","0,018001"
20/06/2010 1.00,"2,357369","68,432494","0,020035"
20/06/2010 2.00,"2,481991","69,581987","0,022628"
20/06/2010 3.00,"2,39846","67,662771","0,017899"
20/06/2010 4.00,"3,180939","70,646907","0,019882"
20/06/2010 5.00,"3,543958","68,556991","0,028679"
20/06/2010 6.00,"3,164231","59,498852","0,02873"
20/06/2010 7.00,"2,941635","77,164888","0,022171"
20/06/2010 8.00,"2,641826","89,561888","0,019933"
20/06/2010 9.00,"2,746127","80,002602","0,047036"
20/06/2010 10.00,"1,336943","79,723844","0,040527"
20/06/2010 11.00,"1,08048","76,361497","0,034883"
20/06/2010 12.00,"1,406477","70,787858","0,040273"
20/06/2010 13.00,"2,021441","72,831579","0,043731"
20/06/2010 14.00,"3,183196","77,329325","0,022476"
20/06/2010 15.00,"1,518451","74,796206","0,023849"
20/06/2010 16.00,"2,487409","77,204827","0,031171"
20/06/2010 17.00,"2,039051","76,27458","0,022221"
20/06/2010 18.00,"1,407829","73,208998","0,050341"
20/06/2010 19.00,"4,264128","73,615397","0,038239"
20/06/2010 20.00,"3,048644","69,37918","0,061223"
20/06/2010 21.00,"3,180486","68,524891","0,052528"
20/06/2010 22.00,"3,52409","75,526782","0,033561"
20/06/2010 23.00,"3,423855","70,18022","0,037527"
21/06/2010 0.00,"2,41652","75,372521","0,030663"
21/06/2010 1.00,"2,024601","77,33402","0,029086"
21/06/2010 2.00,,"69,466881","0,019272"
21/06/2010 3.00,"3,626586","69,001754","0,019933"
21/06/2010 4.00,"3,789582",,"0,019323"
21/06/2010 5.00,"3,387733","78,481246","0,019781"
21/06/2010 6.00,"3,724114","69,758509","0,023137"
21/06/2010 7.00,"3,725016","63,894208","0,040578"
21/06/2010 8.00,"2,746127","72,726138","0,028781"
21/06/2010 9.00,"2,151478","75,689095","0,026137"
21/06/2010 10.00,"1,66655","20,127136","0,039816"
21/06/2010 11.00,"1,485492","214,859531","0,044494"
21/06/2010 12.00,"2,981818","208,724471","0,029442"
21/06/2010 13.00,"3,329035",,"0,033968"
21/06/2010 14.00,"0,943219","66,879007","0,028832"
21/06/2010 15.00,"1,654811","68,118317","0,029747"
21/06/2010 16.00,"1,957778","66,641123","0,045256"
21/06/2010 17.00,"2,80347","72,674662","0,040222"
21/06/2010 18.00,"1,734276","74,070737","0,023747"
21/06/2010 19.00,"2,812951","66,280798","0,034324"
21/06/2010 20.00,"3,208479","65,94621","0,029646"
21/06/2010 21.00,"2,16999","54,861842","0,039663"
21/06/2010 22.00,"1,716667","57,391935","0,026442"
21/06/2010 23.00,"0,484478","57,844296","0,025781"
22/06/2010 0.00,"2,680206","58,866785","0,017797"
22/06/2010 1.00,"2,376787","53,502425","0,015458"
22/06/2010 2.00,"2,605704","56,617463","0,015814"
22/06/2010 3.00,"1,654811","50,337468","0,014899"
22/06/2010 4.00,"2,849976","47,712223","0,015357"
22/06/2010 5.00,"1,938815","48,294051","0,020442"
22/06/2010 6.00,"1,360873","39,453544","0,025984"
22/06/2010 7.00,"2,705489","39,026141","0,030357"
22/06/2010 8.00,"1,442596","46,953352","0,03229"
22/06/2010 9.00,"2,692395","51,645412","0,023086"
22/06/2010 10.00,"1,508067","55,56378","0,021815"
22/06/2010 11.00,"2,343373","57,503464","0,021459"
22/06/2010 12.00,"2,665304","59,741085","0,021611"
22/06/2010 13.00,"2,004736","62,55429","0,023594"
22/06/2010 14.00,"2,003381","66,810369","0,019577"
22/06/2010 15.00,"2,650857","68,613566","0,019069"
22/06/2010 16.00,"2,401218","72,027693","0,02573"
22/06/2010 17.00,"2,343373","70,751359","0,021052"
22/06/2010 18.00,"1,811939","72,187206","0,02273"
22/06/2010 19.00,"2,109037","70,76072","0,024052"
22/06/2010 20.00,"2,630087","70,896427","0,020442"
22/06/2010 21.00,"0,861044","67,717428","0,022323"
22/06/2010 22.00,"1,304884","66,57015","0,018153"
22/06/2010 23.00,"3,870405","69,984688","0,016526"
23/06/2010 0.00,"2,338407","74,561314","0,014085"
23/06/2010 1.00,"2,361435","64,725613","0,013679"
23/06/2010 2.00,,"61,164455","0,014289"
23/06/2010 3.00,"3,068059","57,819338","0,014035"
23/06/2010 4.00,"1,741503",,"0,015509"
23/06/2010 5.00,"1,612368","42,949425","0,021052"
23/06/2010 6.00,"2,339762","52,768874","0,020696"
23/06/2010 7.00,"2,769155","56,779243","0,018153"
23/06/2010 8.00,"2,612027","57,711759","0,021255"
23/06/2010 9.00,"1,58302","60,040289","0,023035"
23/06/2010 10.00,"1,951457","58,876419","0,021611"
23/06/2010 11.00,"1,917593","59,69997","0,021967"
23/06/2010 12.00,"1,087706","62,15404","0,019933"
23/06/2010 13.00,"0,751325","62,458826","0,020391"
23/06/2010 14.00,"1,094929","62,488042","0,018611"
23/06/2010 15.00,"1,218192","62,068766","0,017289"
23/06/2010 16.00,"1,585727","63,387392","0,018814"
23/06/2010 17.00,"2,639119","66,002549","0,020696"
23/06/2010 18.00,"2,088267","66,201528","0,023086"
23/06/2010 19.00,"1,420923","68,108401","0,026544"
23/06/2010 20.00,"1,569925","68,431353","0,036612"
23/06/2010 21.00,"2,743417","67,485412","0,026645"
23/06/2010 22.00,"1,571281","66,930323","0,025578"
23/06/2010 23.00,"1,136919","64,852888","0,020747"
24/06/2010 0.00,"1,504004","53,772451","0,02151"
24/06/2010 1.00,"2,775926","51,891629","0,019679"
24/06/2010 2.00,"2,022346","57,426714","0,018662"
24/06/2010 3.00,"1,263796","58,800617","0,016323"
24/06/2010 4.00,"2,193921","58,213153","0,015763"
24/06/2010 5.00,"2,638666","50,221627","0,023391"
24/06/2010 6.00,"2,095943","47,602532","0,026086"
24/06/2010 7.00,"0,851563","49,42808","0,03651"
