,Provincia di TARANTO,,
,Massafra (TA) Via Frappietro,,
Parm,SO2,O3,BENZENE



01/11/2010 0.00,"3,677067","45,914947","1,651354"
01/11/2010 1.00,"3,257174","43,672185","0,957811"
01/11/2010 2.00,"2,769299","47,797466","0,727765"
01/11/2010 3.00,"1,775391","52,764479","0,9153"
01/11/2010 4.00,"3,141882","50,43356","0,354272"
01/11/2010 5.00,"2,480375","48,336578","0,387223"
01/11/2010 6.00,"3,491241","44,730834","0,791379"
01/11/2010 7.00,"2,277473","45,397902","0,833787"
01/11/2010 8.00,"3,18981","48,484884","1,193856"
01/11/2010 9.00,"3,460035","46,687969","1,637319"
01/11/2010 10.00,"3,797854","44,980886","1,464734"
01/11/2010 11.00,"4,164865","49,155364","1,242774"
01/11/2010 12.00,"5,121879","42,80508","1,532161"
01/11/2010 13.00,"5,35881","40,102054","1,696712"
01/11/2010 14.00,"4,411088","43,771317","1,66071"
01/11/2010 15.00,"2,463728","49,038398","1,299878"
01/11/2010 16.00,"1,869466","47,408442","1,22101"
01/11/2010 17.00,"1,992848","46,185307","1,245622"
01/11/2010 18.00,"3,135843","46,309915","1,207179"
01/11/2010 19.00,"4,088212","47,969536","1,35139"
01/11/2010 20.00,"3,2413","46,62271","1,326219"
01/11/2010 21.00,"2,723576","40,023211","1,750562"
01/11/2010 22.00,"3,765335","44,927481","1,52194"
01/11/2010 23.00,"3,382064","50,642037","1,794191"
02/11/2010 0.00,"0,942186","53,556991","0,999457"
02/11/2010 1.00,"0,906761","53,046731","1,018322"
02/11/2010 2.00,,"50,259797","0,998796"
02/11/2010 3.00,"3,591166","57,080502","1,169702"
02/11/2010 4.00,"2,569698",,"1,317829"
02/11/2010 5.00,"2,423122","58,44526","1,553671"
02/11/2010 6.00,"2,697956","56,083519","1,383069"
02/11/2010 7.00,"4,857694","42,378769","1,406765"
02/11/2010 8.00,"2,956759","39,908059","1,403968"
02/11/2010 9.00,"2,732312","46,077956","1,415664"
02/11/2010 10.00,"4,243896","50,667653","1,200314"
02/11/2010 11.00,"2,837664","53,70115","1,210128"
02/11/2010 12.00,"2,835374","52,809825","1,22218"
02/11/2010 13.00,"2,759794","54,626831","1,468446"
02/11/2010 14.00,"2,191804","60,512798","1,142091"
02/11/2010 15.00,"1,346688","57,892804","0,76575"
02/11/2010 16.00,"1,101628","57,008321","0,351577"
02/11/2010 17.00,"1,978806","50,091179","0,875332"
02/11/2010 18.00,"2,743763","44,858075","1,738663"
02/11/2010 19.00,"3,36672","38,258336","1,701136"
02/11/2010 20.00,"2,308608","29,249653","2,206534"
02/11/2010 21.00,"1,678779","30,678911","1,614538"
02/11/2010 22.00,"3,316332","20,57214","1,642557"
02/11/2010 23.00,"2,833082","24,056868","1,838227"
03/11/2010 0.00,"3,948452","25,606204","1,098563"
03/11/2010 1.00,"4,411088","30,16416","1,140159"
03/11/2010 2.00,"4,493538","34,744422","0,86445"
03/11/2010 3.00,"4,291994","38,52343","0,734325"
03/11/2010 4.00,"3,969064","36,195985",
03/11/2010 5.00,"3,527037","41,742223",
03/11/2010 6.00,"3,930128","42,599255",
03/11/2010 7.00,"5,858546","23,553289","1,124395"
03/11/2010 8.00,"9,740578","7,27231","2,642217"
03/11/2010 9.00,"16,203748","3,37407","4,014963"
03/11/2010 10.00,"10,441396","10,120497","2,967657"
03/11/2010 11.00,"6,314314","17,068527","1,690864"
03/11/2010 12.00,"5,031756","30,876216","1,667676"
03/11/2010 13.00,"4,933272","31,746974","1,373509"
03/11/2010 14.00,"5,56768","27,937102","1,779191"
03/11/2010 15.00,"5,180624","23,944488","1,468141"
03/11/2010 16.00,"5,036334","17,154316","1,700119"
03/11/2010 17.00,"6,002835","6,591149","2,565687"
03/11/2010 18.00,"10,629206","2,074944","4,025642"
03/11/2010 19.00,"10,39559","2,933117","3,608316"
03/11/2010 20.00,"8,357246","13,553763","2,954944"
03/11/2010 21.00,"6,263925","22,092311","2,337219"
03/11/2010 22.00,"5,105044","30,882221","1,9951"
03/11/2010 23.00,"2,716278","40,548015","1,330643"
04/11/2010 0.00,"2,571992","38,725005","0,776581"
04/11/2010 1.00,"2,411671","34,094151","0,767886"
04/11/2010 2.00,,"33,331483",
04/11/2010 3.00,"0,514412","32,387787","0,355594"
04/11/2010 4.00,"0,703687",,"1,113056"
04/11/2010 5.00,"0,517895","33,433986","0,786548"
04/11/2010 6.00,"0,634014","29,975474",
04/11/2010 7.00,"0,639819","28,209",
04/11/2010 8.00,"0,795627","27,168848",
04/11/2010 9.00,"1,971711","23,75255","1,187958"
04/11/2010 10.00,"0,543441","23,862953","1,188212"
04/11/2010 11.00,"0,414546","17,624634","1,269928"
04/11/2010 12.00,"0,719941","23,109802","1,096224"
04/11/2010 13.00,"0,279848","27,956514","1,121548"
04/11/2010 14.00,"0,995147","20,682604","1,760325"
04/11/2010 15.00,"0,228757","24,057226","1,673117"
04/11/2010 16.00,"0,37855","22,751199","1,976539"
04/11/2010 17.00,"2,187693","12,901167","1,782445"
04/11/2010 18.00,"2,464059","6,914113","2,267656"
04/11/2010 19.00,"2,480316","9,406708","2,030644"
04/11/2010 20.00,"2,747392","10,194095","2,371237"
04/11/2010 21.00,"0,524863","15,196572","1,947708"
04/11/2010 22.00,"0,486541","15,388283","2,071934"
04/11/2010 23.00,"0,617757","20,254677","1,645608"
05/11/2010 0.00,"0,198564","24,433822","1,117073"
05/11/2010 1.00,"0,13702","27,428457","1,039171"
05/11/2010 2.00,"0,071994","31,274677","0,815481"
05/11/2010 3.00,"0,015096","37,241704","0,371713"
05/11/2010 4.00,,"41,282175",
05/11/2010 5.00,,"39,203306",
05/11/2010 6.00,,"40,617163",
05/11/2010 7.00,"0,118442","33,868775","1,486498"
05/11/2010 8.00,"1,893912","18,604589","2,057645"
05/11/2010 9.00,"0,685105","29,507327","2,087291"
05/11/2010 10.00,,"30,738043","0,919571"
05/11/2010 11.00,,"25,56441","0,93686"
05/11/2010 12.00,"0,01974","23,926294","1,19111"
05/11/2010 13.00,,"24,707676","1,149261"
05/11/2010 14.00,,"24,171061","1,118649"
05/11/2010 15.00,,"32,538769","1,110564"
05/11/2010 16.00,,"42,494058","0,967014"
05/11/2010 17.00,,"44,654244","0,791328"
05/11/2010 18.00,,"48,937808","1,00027"
05/11/2010 19.00,,"46,459241","1,349051"
05/11/2010 20.00,,"40,738718","1,172448"
05/11/2010 21.00,,"40,699358","1,174838"
05/11/2010 22.00,"0,00116","36,300261","1,116513"
05/11/2010 23.00,,"39,77244","1,306336"
06/11/2010 0.00,"0,575954","49,018268","0,902994"
06/11/2010 1.00,"0,220629","52,546965","0,393782"
06/11/2010 2.00,,"45,366342",
06/11/2010 3.00,"2,553982","36,447452","0,709256"
06/11/2010 4.00,"2,244466",,"0,33444"
06/11/2010 5.00,"3,168055","48,694381",
06/11/2010 6.00,"2,216552","44,289778","0,334949"
06/11/2010 7.00,"3,593718","29,432993","0,612641"
06/11/2010 8.00,"4,517152","29,081972","1,406257"
06/11/2010 9.00,"3,937969","34,39372","1,384442"
06/11/2010 10.00,"7,529359","24,034743","1,367916"
06/11/2010 11.00,"5,094007","22,857093","2,282911"
06/11/2010 12.00,"4,633453","23,520112","1,942673"
06/11/2010 13.00,"4,703234","24,71811","1,672507"
06/11/2010 14.00,"4,989334","28,184103","1,555857"
06/11/2010 15.00,"4,017056","33,62389","1,531348"
06/11/2010 16.00,"2,467919","30,073966","1,870415"
06/11/2010 17.00,"4,161268","25,850832","2,062527"
06/11/2010 18.00,"5,070744","18,137138","2,710813"
06/11/2010 19.00,"15,528572","1,43337","4,870667"
06/11/2010 20.00,"15,168035","1,235653","5,765525"
06/11/2010 21.00,"16,272905","0,831484","3,468427"
06/11/2010 22.00,"22,676454",,"5,432712"
06/11/2010 23.00,"21,522749",,"5,382218"
07/11/2010 0.00,"10,225223","1,095335","4,764442"
07/11/2010 1.00,"4,496217","8,845587","2,862753"
07/11/2010 2.00,"2,62826","5,724662","1,833244"
07/11/2010 3.00,"0,927233","6,683577","1,590995"
07/11/2010 4.00,"0,551658","20,744249","1,166092"
07/11/2010 5.00,"1,347315","14,811036","1,597554"
07/11/2010 6.00,"0,750766","13,787684","1,525398"
07/11/2010 7.00,"0,708898","15,515596","2,143327"
07/11/2010 8.00,"1,858498","14,983998","2,422341"
07/11/2010 9.00,"1,007482","14,727948","2,341744"
07/11/2010 10.00,"0,662918","19,895573","2,406476"
07/11/2010 11.00,"1,406397","22,913054","1,722798"
07/11/2010 12.00,"0,846211","30,536048","1,973183"
07/11/2010 13.00,"0,123359","40,37106","2,017016"
07/11/2010 14.00,"0,23175","44,297419","2,099088"
07/11/2010 15.00,,"50,267974","1,409003"
07/11/2010 16.00,,"50,018679","1,240994"
07/11/2010 17.00,"0,00504","39,013641","1,313099"
07/11/2010 18.00,"0,953672","30,231671","2,005931"
07/11/2010 19.00,"1,237605","18,362666","2,690219"
07/11/2010 20.00,"0,370924","15,250221","2,376627"
07/11/2010 21.00,"0,06792","21,576843","2,202364"
07/11/2010 22.00,"0,196395","35,11611","1,630759"
07/11/2010 23.00,"0,178329","48,722349","1,120632"
08/11/2010 0.00,"4,565998","44,900247","0,447378"
08/11/2010 1.00,"7,185108","41,658095","0,709764"
08/11/2010 2.00,,"40,368526",
08/11/2010 3.00,"0,887901","30,41988",
08/11/2010 4.00,"0,065569",,"0,333576"
08/11/2010 5.00,"0,298683","18,081944","0,383511"
08/11/2010 6.00,"1,300152","16,52254","1,258334"
08/11/2010 7.00,"1,783429","14,043989","1,724476"
08/11/2010 8.00,"4,086323","4,437074","1,89045"
08/11/2010 9.00,"3,296212","5,842238","2,759223"
08/11/2010 10.00,"0,514902","14,361991","2,28708"
08/11/2010 11.00,"1,928322","24,027899","2,206127"
08/11/2010 12.00,"1,042664","31,427854","1,449479"
08/11/2010 13.00,"1,217761","34,284774","1,489956"
08/11/2010 14.00,"1,209536","37,563437","1,507245"
08/11/2010 15.00,"1,020307","46,099345","1,055087"
08/11/2010 16.00,"0,6183","41,729753","1,18867"
08/11/2010 17.00,"0,519761","40,819974","1,328049"
08/11/2010 18.00,"0,917957","40,743467","1,487464"
08/11/2010 19.00,"0,813361","40,274082","1,664422"
08/11/2010 20.00,"0,341671","37,266681","1,830346"
08/11/2010 21.00,"1,159895","39,045441","1,476074"
08/11/2010 22.00,"0,364773","36,794784","1,876721"
08/11/2010 23.00,"0,115659","47,972488","0,584978"
09/11/2010 0.00,,"47,714833","0,390833"
09/11/2010 1.00,,"43,766192","0,360018"
09/11/2010 2.00,,"55,812858",
09/11/2010 3.00,,"57,082336",
09/11/2010 4.00,,"57,045768",
09/11/2010 5.00,,"54,522132",
09/11/2010 6.00,,"47,944441","0,338254"
09/11/2010 7.00,"0,008898","32,714289","0,971438"
09/11/2010 8.00,"0,34698","26,84911","1,534195"
09/11/2010 9.00,"0,054654","34,70905","1,723154"
09/11/2010 10.00,"0,167769","38,329515","1,407731"
09/11/2010 11.00,"0,068634","34,939494","1,119666"
09/11/2010 12.00,"0,003813","36,593247","1,172042"
09/11/2010 13.00,"0,005083","40,623567","1,195839"
09/11/2010 14.00,"0,029232","42,368335","1,2294"
09/11/2010 15.00,,"48,174862","1,021068"
09/11/2010 16.00,,"50,280984","0,921656"
09/11/2010 17.00,,"46,303412","0,953488"
09/11/2010 18.00,"0,00127","43,651398","1,315439"
09/11/2010 19.00,"0,214798","39,674666","1,557027"
09/11/2010 20.00,"0,069905","40,80978","1,735816"
09/11/2010 21.00,,"45,28732","1,233265"
09/11/2010 22.00,,"41,36501","1,273487"
09/11/2010 23.00,,"46,688585","0,991626"
10/11/2010 0.00,,"45,056875","0,786853"
10/11/2010 1.00,,"51,549583","0,411224"
10/11/2010 2.00,,"51,358282",
10/11/2010 3.00,"0,119189","54,93879",
10/11/2010 4.00,"0,197899",,
10/11/2010 5.00,"0,00225","59,217685",
10/11/2010 6.00,,"50,41816",
10/11/2010 7.00,"2,003728","35,458411","1,385001"
10/11/2010 8.00,"1,684392","37,831503","1,444903"
10/11/2010 9.00,"2,082437","40,027443","1,457615"
10/11/2010 10.00,"1,819322","36,34509","1,235452"
10/11/2010 11.00,"6,658855","31,016644","1,373713"
10/11/2010 12.00,"2,727859","35,569035","1,830397"
10/11/2010 13.00,"1,367304","33,393906","1,542128"
10/11/2010 14.00,"0,337329","44,89175","1,294132"
10/11/2010 15.00,"0,296848","48,451786",
10/11/2010 16.00,"1,560702","29,976073","1,23235"
10/11/2010 17.00,"1,513477","40,404237","1,538263"
10/11/2010 18.00,"2,662642","23,490607","1,994947"
10/11/2010 19.00,"1,225623","30,629035","3,449715"
10/11/2010 20.00,"1,670898","28,624419","2,727085"
10/11/2010 21.00,"0,955762","35,564046","1,706831"
10/11/2010 22.00,"0,420535","43,778798","1,464938"
10/11/2010 23.00,"0,967006","43,889441","1,06724"
11/11/2010 0.00,"3,026955","47,071845","0,963913"
11/11/2010 1.00,"4,675365","37,560344","1,09419"
11/11/2010 2.00,"4,497707","33,299903","1,002762"
11/11/2010 3.00,"3,143898","42,642566","0,821278"
11/11/2010 4.00,"2,797573","51,93785",
11/11/2010 5.00,"2,514218","61,601592",
11/11/2010 6.00,"3,269832","54,790879",
11/11/2010 7.00,"5,57041","27,934848","1,611538"
11/11/2010 8.00,"6,314779","26,341981","2,092986"
11/11/2010 9.00,"7,844001","12,767158","2,975183"
11/11/2010 10.00,"4,59216","30,38032","1,752749"
11/11/2010 11.00,"4,729337","23,92813","1,604673"
11/11/2010 12.00,"4,014205","37,444694","1,387391"
11/11/2010 13.00,"8,068887","30,347042","1,426088"
11/11/2010 14.00,"5,536676","37,836492","1,299675"
11/11/2010 15.00,"3,838794","41,139535","1,217196"
11/11/2010 16.00,"2,65254","46,325817","1,147074"
11/11/2010 17.00,"3,094423","51,516965",
11/11/2010 18.00,"2,921259","49,590534","0,847161"
11/11/2010 19.00,"4,266075","45,141285","1,15399"
11/11/2010 20.00,"3,915253","35,537433","1,571723"
11/11/2010 21.00,"4,767568","34,975963","1,552705"
11/11/2010 22.00,"3,200119","40,790191","1,383272"
11/11/2010 23.00,"4,976714","53,800202","0,891045"
12/11/2010 0.00,"4,740584","45,326779","0,943115"
12/11/2010 1.00,"5,338778","28,750844","1,054273"
12/11/2010 2.00,,"45,058112","0,74063"
12/11/2010 3.00,"0,299391","51,001259",
12/11/2010 4.00,"0,28566",,
12/11/2010 5.00,"0,786997","47,036255",
12/11/2010 6.00,"0,40313","45,284245",
12/11/2010 7.00,"0,577043","34,51789","0,476464"
12/11/2010 8.00,"1,547488","20,027726","1,166092"
12/11/2010 9.00,"2,124528","16,239698","1,960878"
12/11/2010 10.00,"0,579523","31,460133","1,284878"
12/11/2010 11.00,"0,111748","38,216159","0,840754"
12/11/2010 12.00,"0,05206","44,658513",
12/11/2010 13.00,"0,030893","45,864692","0,384121"
12/11/2010 14.00,"0,045196","47,843912","0,890739"
12/11/2010 15.00,"0,0492","53,439089","0,794277"
12/11/2010 16.00,"0,028034","44,973025","0,371713"
12/11/2010 17.00,"0,281084","35,650751","1,639353"
12/11/2010 18.00,"1,668577","27,010983","2,487684"
12/11/2010 19.00,"9,013743","5,147303","4,178293"
12/11/2010 20.00,"11,951956","3,603606","4,217245"
12/11/2010 21.00,"7,350124","16,823421","4,0022"
12/11/2010 22.00,"1,075328","39,869376","1,323625"
12/11/2010 23.00,"0,004196","41,031883","1,213789"
13/11/2010 0.00,"0,346874","40,197035","1,119717"
13/11/2010 1.00,"0,489515","31,767223","1,28025"
13/11/2010 2.00,"0,616708","27,089208","1,037086"
13/11/2010 3.00,"0,452901","44,24525","0,872128"
13/11/2010 4.00,"0,430589","52,126738","0,679509"
13/11/2010 5.00,"0,38425","52,349039","0,350153"
13/11/2010 6.00,"0,440503","51,596546",
13/11/2010 7.00,"0,409233","45,22248","1,177788"
13/11/2010 8.00,"0,626815","30,342913","1,270996"
13/11/2010 9.00,"9,370722","8,967441","2,971267"
13/11/2010 10.00,"7,164772","13,13666","2,960436"
13/11/2010 11.00,"9,148754","11,140968","3,844463"
13/11/2010 12.00,"10,935933","15,467436","2,367169"
13/11/2010 13.00,"7,462253","24,336905","2,026322"
13/11/2010 14.00,"6,00001","29,193574","1,885213"
13/11/2010 15.00,"2,352599","34,339237","1,568621"
13/11/2010 16.00,"1,635396","36,001491","1,726561"
13/11/2010 17.00,"0,867852","35,697672","1,845702"
13/11/2010 18.00,"11,949668","4,742239","4,387897"
13/11/2010 19.00,"6,443945","7,070545","5,333606"
13/11/2010 20.00,"10,322662","2,149651","3,796664"
13/11/2010 21.00,"16,471412","0,57228","5,019149"
13/11/2010 22.00,"16,006878","0,596238","5,17353"
13/11/2010 23.00,"7,649896","4,226932","3,349133"
14/11/2010 0.00,"5,187651","6,168203","3,111257"
14/11/2010 1.00,"1,373766","7,252498","2,481683"
14/11/2010 2.00,,"5,631408","2,442325"
14/11/2010 3.00,"0,558751","23,118399","1,603148"
14/11/2010 4.00,,,"1,172194"
14/11/2010 5.00,"0,056464","26,353132","1,068765"
14/11/2010 6.00,"0,035145","17,503012","1,234638"
14/11/2010 7.00,"2,437551","8,152981","1,881094"
14/11/2010 8.00,"8,937101","0,460067","3,96152"
14/11/2010 9.00,"1,697339","16,845535","3,010523"
14/11/2010 10.00,"1,14791","32,134763","2,166261"
14/11/2010 11.00,"0,119499","28,866513","1,880738"
14/11/2010 12.00,"1,146763","32,777253","1,962759"
14/11/2010 13.00,"6,736635","26,722645","2,178363"
14/11/2010 14.00,"6,915423","29,050452","2,796496"
14/11/2010 15.00,"6,687813","36,182796","2,111343"
14/11/2010 16.00,"0,297292","42,724282","1,73068"
14/11/2010 17.00,"0,166945","38,784396","1,861161"
14/11/2010 18.00,"7,750837","6,270824","4,395321"
14/11/2010 19.00,"10,958775","0,100424","4,671742"
14/11/2010 20.00,"10,138188","1,113992","5,212379"
14/11/2010 21.00,"19,664366","0,001221","5,544938"
14/11/2010 22.00,"14,181546",,"6,123509"
14/11/2010 23.00,"10,250495","0,213555","4,151851"
15/11/2010 0.00,"5,691796","0,192194","3,779223"
15/11/2010 1.00,"2,928988","1,002082","3,566314"
15/11/2010 2.00,"0,485402","5,536115","1,950758"
15/11/2010 3.00,"0,113002","3,960835","1,833956"
15/11/2010 4.00,"1,078381",,"2,089986"
15/11/2010 5.00,"2,189312",,"2,503244"
15/11/2010 6.00,"5,156425",,"2,327303"
15/11/2010 7.00,"29,087388",,"4,577415"
15/11/2010 8.00,"44,520455",,"9,539562"
15/11/2010 9.00,"44,327925",,"6,859411"
15/11/2010 10.00,"43,956578",,"9,838967"
15/11/2010 11.00,"25,539157","2,83841","5,210091"
15/11/2010 12.00,"22,043627","9,909578","2,723577"
15/11/2010 13.00,"7,825409","19,034347","2,188991"
15/11/2010 14.00,"3,644826","20,911052","1,787632"
15/11/2010 15.00,"4,327201","17,753519","1,717713"
15/11/2010 16.00,"2,485838","9,226302","2,24757"
15/11/2010 17.00,"1,886899","2,415129","3,472953"
15/11/2010 18.00,"6,702253",,"4,231279"
15/11/2010 19.00,"20,468915",,"5,927381"
15/11/2010 20.00,"41,595684",,"9,315516"
15/11/2010 21.00,"34,671065",,"8,024282"
15/11/2010 22.00,"13,938574",,"5,840936"
15/11/2010 23.00,"3,779605","2,163845","3,204923"
16/11/2010 0.00,"2,718645","10,423909","2,230179"
16/11/2010 1.00,"1,456968","13,286841","1,564807"
16/11/2010 2.00,,"19,144204","1,445106"
16/11/2010 3.00,"0,584617","25,116411","0,889824"
16/11/2010 4.00,"0,023425",,"0,359967"
16/11/2010 5.00,"0,02843","12,737668","1,017203"
16/11/2010 6.00,"0,015352","18,830406","0,913012"
16/11/2010 7.00,"1,584755","7,428476","1,418054"
16/11/2010 8.00,"5,283277","0,129859","4,060779"
16/11/2010 9.00,"5,024004","0,00017","2,770562"
16/11/2010 10.00,"3,129483","3,807454","2,815259"
16/11/2010 11.00,"3,163597","7,513755","3,212957"
16/11/2010 12.00,"1,68096","18,159158","2,442681"
16/11/2010 13.00,"1,246449","17,168749","2,013762"
16/11/2010 14.00,"1,237237","22,115713","2,121258"
16/11/2010 15.00,"0,352976","28,302168","1,354695"
16/11/2010 16.00,"0,027405","23,750355","1,417901"
16/11/2010 17.00,"0,481703","23,921747","1,727781"
16/11/2010 18.00,"0,491027","11,942303","2,118869"
16/11/2010 19.00,"0,428711","13,970401","2,390916"
16/11/2010 20.00,"0,000796","31,368802","1,668083"
16/11/2010 21.00,"0,026609","29,548403","1,432394"
16/11/2010 22.00,"0,251085","10,848886","1,841482"
16/11/2010 23.00,"0,489779","6,049674","2,308793"
17/11/2010 0.00,,"15,036798","1,634624"
17/11/2010 1.00,,"18,082323","1,351847"
17/11/2010 2.00,,"28,921077","0,863941"
17/11/2010 3.00,,"32,575359",
17/11/2010 4.00,,"29,303558","0,352035"
17/11/2010 5.00,,"17,756409","1,19289"
17/11/2010 6.00,,"12,353495","1,114123"
17/11/2010 7.00,,"2,870408","2,361728"
17/11/2010 8.00,,,"5,991452"
17/11/2010 9.00,,"12,443164","6,244481"
17/11/2010 10.00,,"22,321736","1,539331"
17/11/2010 11.00,,"25,352061","1,699915"
17/11/2010 12.00,,"30,258503","1,226604"
17/11/2010 13.00,,"27,066904","1,470023"
17/11/2010 14.00,,"33,166396","1,479074"
17/11/2010 15.00,,"40,832124","0,984202"
17/11/2010 16.00,,"29,160855","1,536687"
17/11/2010 17.00,,"35,032359","1,45314"
17/11/2010 18.00,,"28,678743","1,826939"
17/11/2010 19.00,,"29,257952","2,021694"
17/11/2010 20.00,,"33,700857","1,959098"
17/11/2010 21.00,,"33,203523","1,911807"
17/11/2010 22.00,,"38,120121","1,549196"
17/11/2010 23.00,,"36,605378","1,063731"
18/11/2010 0.00,,"22,808077","1,422529"
18/11/2010 1.00,"0,301007","22,675509","1,545535"
18/11/2010 2.00,,"28,777537","1,107767"
18/11/2010 3.00,"0,005748","31,532612","0,884841"
18/11/2010 4.00,"0,002269",,"0,772259"
18/11/2010 5.00,"0,000604","41,973124",
18/11/2010 6.00,"0,014825","32,061168","0,774191"
18/11/2010 7.00,"1,375377","5,303899","2,923722"
18/11/2010 8.00,"7,80341",,"2,759019"
18/11/2010 9.00,"9,555148",,"5,031557"
18/11/2010 10.00,"3,716778","7,553762","3,111359"
18/11/2010 11.00,"1,372655","15,410413","2,246553"
18/11/2010 12.00,"0,356856","21,951324","1,78514"
18/11/2010 13.00,"0,128434","24,691397","1,800853"
18/11/2010 14.00,"0,260193","22,195753","1,778428"
18/11/2010 15.00,"0,044323","28,358406","1,337609"
18/11/2010 16.00,"0,063688","24,980711","1,776699"
18/11/2010 17.00,"2,139001","7,887546","2,000897"
18/11/2010 18.00,"13,321835",,"4,13141"
18/11/2010 19.00,"13,873222","0,808607","5,615721"
18/11/2010 20.00,"2,890829","2,293229","3,835565"
18/11/2010 21.00,"3,201693","0,048494","4,268451"
18/11/2010 22.00,"1,532701","0,907051","3,81258"
18/11/2010 23.00,"0,662274","4,534084","2,926468"
19/11/2010 0.00,,"10,479496","2,407036"
19/11/2010 1.00,,"11,968695","1,997286"
19/11/2010 2.00,,"19,068278","1,321439"
19/11/2010 3.00,,"18,845482","1,469158"
19/11/2010 4.00,,"21,033544","1,141989"
19/11/2010 5.00,,"21,779255","1,509787"
19/11/2010 6.00,,"22,699529","1,276589"
19/11/2010 7.00,,"11,14609","1,834159"
19/11/2010 8.00,"2,27469","0,723257","3,445647"
19/11/2010 9.00,"1,515","1,06154","3,272452"
19/11/2010 10.00,"0,443534","5,49178","3,647623"
19/11/2010 11.00,,,"2,387509"
19/11/2010 12.00,"2,539091","8,905714","2,029067"
19/11/2010 13.00,"2,307405","14,675154","1,958386"
19/11/2010 14.00,"1,992973","17,100572","1,592774"
19/11/2010 15.00,"0,375897","25,728437","0,901418"
19/11/2010 16.00,"1,132425","23,72436","1,015068"
19/11/2010 17.00,"3,231784","17,824776","1,570197"
19/11/2010 18.00,"2,955179","24,491958","1,855771"
19/11/2010 19.00,"1,085142","29,810029","1,911756"
19/11/2010 20.00,"1,640716","30,931378","1,735104"
19/11/2010 21.00,"1,009489","27,693313","1,413935"
19/11/2010 22.00,"7,636184","8,037169","2,388984"
19/11/2010 23.00,"4,517878","11,810041","2,500091"
20/11/2010 0.00,"8,650402","17,216546","2,041627"
20/11/2010 1.00,"8,165751","19,17974","1,31615"
20/11/2010 2.00,,"27,030833","1,085444"
20/11/2010 3.00,"7,309931","28,558504","0,839381"
20/11/2010 4.00,"6,01438",,
20/11/2010 5.00,"6,697619","35,344298","0,387223"
20/11/2010 6.00,"7,671646","20,74407","0,999152"
20/11/2010 7.00,"17,72635","3,334078","1,860195"
20/11/2010 8.00,"19,114097","5,863239","3,347201"
20/11/2010 9.00,"17,201508","4,911431","3,251501"
20/11/2010 10.00,"16,927263","6,548574","3,593518"
20/11/2010 11.00,"15,896492","6,903317","2,575298"
20/11/2010 12.00,"14,019365","12,940594","2,92718"
20/11/2010 13.00,"13,146992","15,675271","2,392899"
20/11/2010 14.00,"12,106774","24,991824","2,575451"
20/11/2010 15.00,"9,662255","38,158903","1,515432"
20/11/2010 16.00,"6,9955","39,751093","1,64932"
20/11/2010 17.00,"8,588933","28,906473","1,953504"
20/11/2010 18.00,"10,945981","21,912401","3,220127"
20/11/2010 19.00,"10,085437","22,285467","2,64003"
20/11/2010 20.00,"8,083006","21,070511","2,290945"
20/11/2010 21.00,"9,995598","15,913432","2,844142"
20/11/2010 22.00,"8,749695","14,504456","2,435461"
20/11/2010 23.00,"6,815826","14,266296","2,164023"
21/11/2010 0.00,"5,938728","16,461368","1,983557"
21/11/2010 1.00,"4,198719","15,263905","1,524483"
21/11/2010 2.00,"5,404432","14,905","1,504651"
21/11/2010 3.00,"5,220029","19,590759","1,482125"
21/11/2010 4.00,"4,26255","19,436705","1,784479"
21/11/2010 5.00,"3,948121","29,247896","1,189331"
21/11/2010 6.00,"3,910295","34,112686","0,805464"
21/11/2010 7.00,"3,775537","27,98215","0,961929"
21/11/2010 8.00,"7,248465","15,525381","2,247468"
21/11/2010 9.00,"4,685734","17,631352","2,480666"
21/11/2010 10.00,"4,645543","21,807464","1,958132"
21/11/2010 11.00,"5,428072","21,405272","2,285962"
21/11/2010 12.00,"4,711738","34,125193","2,064561"
21/11/2010 13.00,"5,782694","36,634187","2,136361"
21/11/2010 14.00,"4,475324","46,6594","2,269741"
21/11/2010 15.00,"3,115941","55,274808","1,373865"
21/11/2010 16.00,"1,801478","52,889886","1,152261"
21/11/2010 17.00,"2,416155","50,61319","1,357186"
21/11/2010 18.00,"3,506025","41,761294","1,521279"
21/11/2010 19.00,"3,42328","41,313298","1,675202"
21/11/2010 20.00,"3,54858","34,305063","1,816006"
21/11/2010 21.00,"3,844097","34,115178","1,75046"
21/11/2010 22.00,"2,860615","38,218873","1,434428"
21/11/2010 23.00,"3,418551","38,186396","1,645404"
22/11/2010 0.00,"9,066491","35,18358","1,467531"
22/11/2010 1.00,"7,981348","39,860179","1,193907"
22/11/2010 2.00,,"38,630222","0,74124"
22/11/2010 3.00,"7,768575","35,397586","0,367137"
22/11/2010 4.00,"8,168116",,
22/11/2010 5.00,"7,456507","31,921556",
22/11/2010 6.00,"8,749695","30,450702",
22/11/2010 7.00,"10,038154","27,870468","0,402935"
22/11/2010 8.00,"9,132685","21,445672","1,06485"
22/11/2010 9.00,"9,503857","19,711633","1,482277"
22/11/2010 10.00,"8,506187","24,884612","1,269877"
22/11/2010 11.00,"8,697685","22,867388","0,874722"
22/11/2010 12.00,"9,619699","18,569764","1,099479"
22/11/2010 13.00,"8,830076","20,333779","1,249334"
22/11/2010 14.00,"10,142175","16,13194","1,457208"
22/11/2010 15.00,"9,948316","15,752149","1,321693"
