,Bari,,,,,
,Caldarola,,,,,
Parm,SO2,NO2,CO,O3,BENZENE,PM10



13/01/2010 6.00,"4,85651773","34,09378976","0,62886467","21,8463273",,
13/01/2010 7.00,"4,90528186","46,79216568","0,81137823","6,43700516",,
13/01/2010 8.00,"5,60784275","58,05120712","1,25259402","5,55720417",,
13/01/2010 9.00,"7,1330407","77,31778104","2,03310441","7,61721125",,
13/01/2010 10.00,"5,53379396","77,72434872","1,65980346","11,2982057",,
13/01/2010 11.00,"7,41932925","67,02728232","1,27506687","16,07426762",,
13/01/2010 12.00,"7,00935113","56,5210144","0,99239127","26,59807815",,
13/01/2010 13.00,"6,65897429","42,6831056","0,79486902","35,28390915",,
13/01/2010 14.00,"6,86486594","53,1686092","0,85715458","31,9728276","2,567925",
13/01/2010 15.00,"6,44766406","44,67663328","0,72096957","34,91495385","2,1809565",
13/01/2010 16.00,"6,51268291","42,64157696","0,64019896","42,23987565","1,6917795",
13/01/2010 17.00,"6,20926299","51,36067936","0,80150369","29,223957","1,6500825",
13/01/2010 18.00,"6,58311931","78,57836264","1,29418336","7,63575078","2,0823075",
13/01/2010 19.00,"7,53311121","81,73478784","1,49506314","7,1235465","3,758832",
13/01/2010 20.00,"6,43141037","72,20059984","1,07450397","10,42380717","4,276485",
13/01/2010 21.00,"7,00573976","77,78406048","1,33146918","8,17092948","2,905569",
13/01/2010 22.00,"6,40251231","62,51329888","0,89151625","22,4261142","4,479885",
13/01/2010 23.00,"6,63549583","66,34072136","0,85628549","16,64322566",,
14/01/2010 0.00,"6,66258667","62,6443856","0,74447112","21,35035035",,
14/01/2010 1.00,,"55,36201736","0,65544531","31,0633071",,"43,20000076"
14/01/2010 2.00,"5,73246085",,"0,60990546","33,33645",,"43,20000076"
14/01/2010 3.00,"5,75413413","51,05567712",,"31,04573115",,"43,20000076"
14/01/2010 4.00,"5,42904195","37,36703816","0,55741522","36,42724365",,"43,20000076"
14/01/2010 5.00,"6,23274247","45,24640928","0,59110586",,,"43,20000076"
14/01/2010 6.00,"6,18217214","44,57411184","0,59434339","21,02735985",,"43,20000076"
14/01/2010 7.00,"6,39167618","45,57345688","0,64098999","22,50585435",,"43,20000076"
14/01/2010 8.00,"6,12618426","58,63914712","0,9717731","14,09572437",,"43,20000076"
14/01/2010 9.00,"6,83055032","76,72628472","1,65174632","12,22260491",,"43,20000076"
14/01/2010 10.00,"6,91001769","71,05198496","1,30792803","15,42826467",,"43,20000076"
14/01/2010 11.00,"6,33207591","68,27715672","1,08982838","25,55744625",,"43,20000076"
14/01/2010 12.00,"5,22495649","65,3997688","1,05838852","34,0405653","2,73573","43,20000076"
14/01/2010 13.00,"6,40973708","60,75988016","0,98077855","35,9718051","2,7260685","43,20000076"
14/01/2010 14.00,"5,69092148","65,543838","1,08358864","35,76773655","3,0647295","43,20000076"
14/01/2010 15.00,"4,69939021","50,77275848","0,75560852","42,699384","3,2264325","43,20000076"
14/01/2010 16.00,"5,48864222","48,15624384","0,74861735","38,3638899","1,977048","43,20000076"
14/01/2010 17.00,"5,47961126","56,91037408","0,83104693","25,9426209","1,8880605","43,20000076"
14/01/2010 18.00,"6,1352142","68,74957368","0,91541157","15,17959989","2,364525","43,20000076"
14/01/2010 19.00,"7,31999581","70,64316112","1,16056601","16,62295845","2,189601","43,20000076"
14/01/2010 20.00,"8,39460581","88,777028","1,79926561","6,62215512","3,6912015","43,20000076"
14/01/2010 21.00,"8,5589581","88,49799072","1,9497475","7,72629785","5,7252015","43,20000076"
14/01/2010 22.00,"6,16049886","74,72367504","1,54913429","6,91677473","6,262686","43,20000076"
14/01/2010 23.00,"5,56630339","59,01294312","1,29663219","7,52763375","4,7814255","43,20000076"
15/01/2010 0.00,"6,54338614","55,41392816","1,31827672","7,79657372","5,77656","43,20000076"
15/01/2010 1.00,"7,34528047","51,78248568","1,16751757","6,11265407","5,620959","46,59999084"
15/01/2010 2.00,"6,94613949","49,49563808","1,14188524","6,7451369","3,672387","46,59999084"
15/01/2010 3.00,"6,59937402","39,71097808","1,04259112","6,00724026","5,778594","46,59999084"
15/01/2010 4.00,"6,87570207","35,5772532","0,87192561","6,39375755","3,3983055","46,59999084"
15/01/2010 5.00,"6,36097295","32,16773656","0,7608615","7,66683488","2,6223345","46,59999084"
15/01/2010 6.00,"6,35194301","33,03213264","0,74822242","15,83775638","2,3019795","46,59999084"
15/01/2010 7.00,"6,59756783","44,23796312","0,8945569","7,53168959","2,114343","46,59999084"
15/01/2010 8.00,"7,44100152","63,39195848","1,32345049","6,52079715","3,3637275","46,59999084"
15/01/2010 9.00,"8,88224409","92,41367112","2,12337444","7,72494723","4,4681895","46,59999084"
15/01/2010 10.00,"8,45781846","95,73492984","2,06397225","9,26966576","7,0788285","46,59999084"
15/01/2010 11.00,"7,74261525","88,3980696","1,60557388","12,37126832","6,5164275","46,59999084"
15/01/2010 12.00,"7,53852979","73,58544232","1,21981092","21,3476571","4,5119205","46,59999084"
15/01/2010 13.00,"6,91904865","67,34786736","1,18106535","23,4032253","3,9149415","46,59999084"
15/01/2010 14.00,"7,43739016","61,58791","1,10072928","22,0301466","3,411018","46,59999084"
15/01/2010 15.00,"6,45850121","42,0497556","0,66105362","55,77611025","2,8948905","46,59999084"
15/01/2010 16.00,"6,41696083","33,67068328","0,6003478","62,42799885","1,646523","46,59999084"
15/01/2010 17.00,"6,35736056","34,57140736","0,63909337","61,10762805","1,4944815","46,59999084"
15/01/2010 18.00,,,,,"1,323117","46,59999084"
15/01/2010 19.00,"5,9040379","25,35262288","0,67440336","65,147124","1,400409","46,59999084"
15/01/2010 20.00,"5,55546623","32,82187","0,61922663","58,12358685","1,268199","46,59999084"
15/01/2010 21.00,"5,86430371","37,6564576","0,5908682","56,2085664","1,3032855","46,59999084"
15/01/2010 22.00,"5,81554059","36,63502896","0,56476055","58,50199845","1,293624","46,59999084"
15/01/2010 23.00,"6,14063278","38,2288148","0,58127093","52,8177447","1,428885","46,59999084"
16/01/2010 0.00,"6,15869368","40,1665312","0,56345808","50,43377955","1,3221","46,59999084"
16/01/2010 1.00,,"48,28471112","0,56432717","45,40905285","1,2361635","34,79999161"
16/01/2010 2.00,"6,00698372",,"0,52810848","58,8750036","1,323117","34,79999161"
16/01/2010 3.00,"6,15146891","37,08928192",,"62,0522805","1,3988835","34,79999161"
16/01/2010 4.00,"5,40375628","24,64009696","0,51211303","61,85092515","1,3221","34,79999161"
16/01/2010 5.00,"6,25441474","22,75947288","0,51159927",,"1,2920985","34,79999161"
16/01/2010 6.00,"6,22010014","30,61807968","0,61061611","47,2700088","1,3337955","34,79999161"
16/01/2010 7.00,"6,32304495","45,14388784","0,66776868","21,9882516","1,575333","34,79999161"
16/01/2010 8.00,"5,54282391","51,94991952","0,89763833","12,53208527","1,882467","34,79999161"
16/01/2010 9.00,"7,00212738","59,0869184","1,19370444","14,11464096","2,8857375","34,79999161"
16/01/2010 10.00,"7,07256378","58,2783336","1,20918729","17,5730373","5,263992","34,79999161"
16/01/2010 11.00,"6,98406647","62,81960128","1,04709385","24,5560161","5,30823252","34,79999161"
16/01/2010 12.00,"7,50963275","63,182996","1,07320033","32,16339","4,042575","34,79999161"
16/01/2010 13.00,"6,67342281","51,90839088","0,80189863","48,61202535","3,720186","34,79999161"
16/01/2010 14.00,"5,45974518","61,28162672","0,8424616","44,86170465","2,4514785","34,79999161"
16/01/2010 15.00,"7,3741775","51,75912104","0,675234","54,62734935","2,261808","34,79999161"
16/01/2010 16.00,"5,49406079","41,95371584","0,61737078","59,29800345","1,7507655","34,79999161"
16/01/2010 17.00,"6,37542147","44,032882","0,64486012","56,8086225","1,7111025","34,79999161"
16/01/2010 18.00,"6,07200155","55,25429528","0,70244607","43,1575158","1,797039","34,79999161"
16/01/2010 19.00,"4,69758402","60,81439128","0,76050618","40,49919825","2,0538315","34,79999161"
16/01/2010 20.00,"5,85346757","57,7033952","0,75738631","47,9403288","2,101122","34,79999161"
16/01/2010 21.00,"6,80165329","72,5082024","0,79407798","31,0633071","1,9378935","34,79999161"
16/01/2010 22.00,"6,72941069","62,0317808","0,73127866","39,5910144","2,1209535","34,79999161"
16/01/2010 23.00,"5,55907862","52,92331872","0,73266035","33,1877826","2,0263725","34,79999161"
17/01/2010 0.00,"6,0467169","53,8668716","0,83578615","22,9937316","2,1768885","34,79999161"
17/01/2010 1.00,"4,81859075","52,01999432","0,78025409","21,2949492","2,5582635","67,09999084"
17/01/2010 2.00,"6,53616137","45,39826032","0,70872542","28,2576588","2,21706","67,09999084"
17/01/2010 3.00,"6,86486594","40,32098256","0,67973556","30,79707435","2,0121345","67,09999084"
17/01/2010 4.00,"6,8738969","36,5662352","0,65236389","35,623119","2,0070495","67,09999084"
17/01/2010 5.00,"6,69870746","32,67261928","0,62850818","36,93269685","1,865178","67,09999084"
17/01/2010 6.00,"5,34054464","31,62004416","0,60145455","37,59491715","1,7731395","67,09999084"
17/01/2010 7.00,"4,60366814","36,95689504","0,66057947","29,391537","1,692288","67,09999084"
17/01/2010 8.00,"5,44710285","41,8810216","0,74593203","19,43399126","1,802124","67,09999084"
17/01/2010 9.00,"6,12979664","46,77012032","0,84649017","20,6111031","2,2857075","67,09999084"
17/01/2010 10.00,"7,53852979","47,37750536","1,09559513","31,1876355","3,692727","67,09999084"
17/01/2010 11.00,"7,56020206","57,90973824","1,31057374","31,31737035","6,9974685","67,09999084"
17/01/2010 12.00,"7,68482117","67,36603136","1,406275","32,74315695","7,5547845","67,09999084"
17/01/2010 13.00,"7,46809237","63,40884144","1,12509875","41,9736429","7,100694","67,09999084"
17/01/2010 14.00,"7,74984002","67,11555936","1,09350162","37,3259712","4,782951","67,09999084"
17/01/2010 15.00,"7,19176432","44,68701544","0,83163991","53,72728515","4,893804","67,09999084"
17/01/2010 16.00,"7,05089151","39,88099312","0,72029853","48,9174399",,"67,09999084"
17/01/2010 17.00,"7,25858935","49,62284344","0,77476461","42,6980274","3,0026925","67,09999084"
17/01/2010 18.00,"7,10146082","57,58917232","0,87548003","28,7333865",,"67,09999084"
17/01/2010 19.00,"7,18995812","74,60817112","1,10523201","14,16870546","3,200499","67,09999084"
17/01/2010 20.00,"6,47114354","75,2973324","1,19816755","13,86327495","4,0237605","67,09999084"
17/01/2010 21.00,"5,77761361","77,8567356","1,35137554","9,18452514","4,330386","67,09999084"
17/01/2010 22.00,"6,4765611","77,51670552","1,56990973","8,62501941","5,488749","67,09999084"
17/01/2010 23.00,"7,8762643","71,59839632","1,47772445","7,48844198","6,8723775","67,09999084"
18/01/2010 0.00,"7,40307454","64,367958","1,3475823","8,41959825","6,5164275","67,09999084"
18/01/2010 1.00,,"60,81309112","1,05756021","9,06154137","5,1292395",
18/01/2010 2.00,"6,72579831",,"0,86833159","17,62844045","3,5691615",
18/01/2010 3.00,"7,0165759","56,0252328",,"34,26897285","2,6121645",
18/01/2010 4.00,"7,02921822","39,23726096","0,59995287","45,6941982","1,7233065",
18/01/2010 5.00,"6,66439286","37,87190176","0,56894872",,"1,462446",
18/01/2010 6.00,"6,58853789","41,83689264","0,59312014","34,82306415","1,4202405",
18/01/2010 7.00,"4,83123308","51,160818","0,66204154","20,7246186","1,5199065",
18/01/2010 8.00,"4,15756922","58,52234304","0,8984282","10,33055888","1,892637",
18/01/2010 9.00,"4,96668832","71,52702136","1,52227638","9,84809207","3,204567",
18/01/2010 10.00,"7,17009205","71,2440836","1,42160057","12,48613643","6,537276",
18/01/2010 11.00,"6,92988478","61,61127464","1,02454061","21,41387115","4,4620875",
18/01/2010 12.00,"7,3561166","62,19921464","0,89341171","35,10822945","2,839464",
18/01/2010 13.00,"7,30012872","65,24791776","0,82014602","39,82887825","2,4392745",
18/01/2010 14.00,"7,17912199","69,57244112","0,99744621","43,69000125","2,4657165",
18/01/2010 15.00,"6,86486594","58,78321632","0,75647761","49,90941375","2,4850395",
18/01/2010 16.00,"6,92085382","48,5430032","0,68498855","49,83779325","1,7670375",
18/01/2010 17.00,"7,35972899","67,90596104","0,78985253","27,80493345","1,792971",
18/01/2010 18.00,"7,40488073","70,83524064","0,83270589","31,26601905","1,9846755",
18/01/2010 19.00,"5,03170717","65,50879104","0,97501297","21,1895334","2,1128175",
18/01/2010 20.00,"5,32428993","65,0324736","0,93555558","20,5070439","2,7931905",
18/01/2010 21.00,"6,50726433","68,46273544","1,02975399","15,15392025","2,5440255",
18/01/2010 22.00,"6,77456244","63,2323256","0,89451846","22,7923563","2,739798",
18/01/2010 23.00,"5,68911631","52,98691184","0,6854627","33,07021725","1,7589015",
19/01/2010 0.00,"6,44044031","48,05758464","0,64920557","33,8513595","1,402443",
19/01/2010 1.00,"6,39167618","41,97318","0,61776572","37,1245959","1,6226235","20,39999962"
19/01/2010 2.00,"6,77998102","40,03674464","0,58798482","39,5788449","1,469565","20,39999962"
19/01/2010 3.00,"6,75289017","41,59290232","0,48470175","61,44817455","1,3815945","20,39999962"
19/01/2010 4.00,"6,67884138","40,16783136","0,45634332","60,43052505","0,7870563","20,39999962"
19/01/2010 5.00,"6,39528856","43,75904536","0,44828618","56,88836265","0,71317125","20,39999962"
19/01/2010 6.00,"5,82998911","38,76224368","0,4548428","57,3546141","0,73096875","20,39999962"
19/01/2010 7.00,"6,00156515","51,17638168","0,5237642","43,3480782","0,74266425","20,39999962"
19/01/2010 8.00,"6,57408937","56,42109328","0,69387633","33,5067432","1,0406961","20,39999962"
19/01/2010 9.00,"7,27665026","70,1759448","1,0487132","27,4724667","2,3019795","20,39999962"
19/01/2010 10.00,"6,76011392","67,60354","0,87852184","34,23382095","3,199482","20,39999962"
19/01/2010 11.00,"7,40126835","64,6768416","0,73159554","37,95034635","2,0985795","20,39999962"
19/01/2010 12.00,"7,12674649","52,84674312","0,71950866",,"1,681101","20,39999962"
19/01/2010 13.00,"6,83055032","50,17831768","0,63747519","44,7725082","1,534653","20,39999962"
19/01/2010 14.00,"7,10868559","59,74753352","0,8276894","47,3659683","1,641438","20,39999962"
19/01/2010 15.00,"7,12132791","57,48663176","0,62815402","55,3936488","2,052306","20,39999962"
19/01/2010 16.00,"7,02921822","56,01225032","0,54927886","56,39236575","1,6541505","20,39999962"
19/01/2010 17.00,"7,2152438","59,0350076","0,5658673","54,7544109","1,223451","20,39999962"
19/01/2010 18.00,"7,18634676","60,21216864","0,57739963","54,56925495",,"20,39999962"
19/01/2010 19.00,"7,11771553","61,970788","0,62088559","51,2811558",,"20,39999962"
19/01/2010 20.00,"7,12674649","62,55352736","0,67151998","38,6449854",,"20,39999962"
19/01/2010 21.00,"6,75830875","62,07720992","0,6984175","38,0192736",,"20,39999962"
19/01/2010 22.00,"7,31999581","57,46198608","0,61642247","44,5157517",,"20,39999962"
19/01/2010 23.00,"6,78720477","51,766922","0,5163781","51,8893116",,"20,39999962"
20/01/2010 0.00,"6,96419938","48,95832784","0,51361239","52,82722095",,"20,39999962"
20/01/2010 1.00,,"48,13157904","0,4780263","53,7678435",,"31,20000076"
20/01/2010 2.00,"6,637301",,"0,4698911","53,1475182",,"31,20000076"
20/01/2010 3.00,"7,07256378","47,9485624",,"51,5838771",,"31,20000076"
20/01/2010 4.00,"6,9967088","39,9004764","0,48643993","53,01642675",,"31,20000076"
20/01/2010 5.00,"6,93710853","39,79275432","0,52388186",,,"31,20000076"
20/01/2010 6.00,"7,1050732","41,88622224","0,51562784","41,86010745",,"31,20000076"
20/01/2010 7.00,"7,24052845","52,32501568","0,56416873","31,4619879",,"31,20000076"
20/01/2010 8.00,"7,35069904","62,4484056","0,72041736","21,67605405",,"31,20000076"
20/01/2010 9.00,"8,30069095","75,18052832","1,15776186","19,42318434",,"31,20000076"
20/01/2010 10.00,"8,49213408","73,11300624","1,09354123","35,3501232",,"31,20000076"
20/01/2010 11.00,"8,34403549","71,19087264","0,83468056","42,2993466",,"31,20000076"
20/01/2010 12.00,"7,9340594","69,55165768","0,74225878","46,7321169",,"31,20000076"
20/01/2010 13.00,"8,40183058","69,64251592","0,71026672","53,7570306",,"31,20000076"
20/01/2010 14.00,"8,08938072","70,83914112","0,83914368","52,03931565",,"31,20000076"
20/01/2010 15.00,"7,41571687","64,60806696","0,67337583","58,81688925",,"31,20000076"
20/01/2010 16.00,"7,98824109","64,97666232","0,66504258","47,24161995",,"31,20000076"
20/01/2010 17.00,"7,79860313","68,32906752","0,83815576","38,15982135","0,22836735","31,20000076"
20/01/2010 18.00,"8,18871416","86,16183264","1,01964412","20,84896695","1,50409215","31,20000076"
20/01/2010 19.00,"7,78234842","88,25530056","0,95052467","19,38534119","3,2152455","31,20000076"
20/01/2010 20.00,"9,30486454","104,27874008","1,48728327","8,07227274","2,6853885","31,20000076"
20/01/2010 21.00,"9,10980903","92,1021872","1,49743275","9,06154137","4,183938","31,20000076"
20/01/2010 22.00,"7,9340594","75,93720232","1,18912249","9,64672475","4,813461","31,20000076"
20/01/2010 23.00,"7,90335617","69,07404008","0,97769713","10,71166971","3,391695","31,20000076"
21/01/2010 0.00,"8,12188913","68,65741528","0,95818687","7,34518701","2,9376045","31,20000076"
21/01/2010 1.00,"7,67579021","60,82087296","0,96426817","7,21139234","2,6996265","39,79999161"
21/01/2010 2.00,"7,69023975","55,45935728","0,84506887","6,8816348","2,4250365","39,79999161"
21/01/2010 3.00,"7,41571687","41,11008408","0,73787372","8,89260876","2,344185","39,79999161"
21/01/2010 4.00,"7,05089151","37,81088984","0,70998945","10,0818941","1,6653375","39,79999161"
21/01/2010 5.00,"7,14480638","38,95950472","0,68198634","6,40592106","1,5331275","39,79999161"
21/01/2010 6.00,"7,72636054","38,80507248","0,68656829","5,9275041","1,6948305","39,79999161"
21/01/2010 7.00,"8,17787803","47,08678576","0,88669781","6,189687","1,95264","39,79999161"
21/01/2010 8.00,"9,09536051","66,72358024","1,34367372","6,65999628","2,882178","39,79999161"
21/01/2010 9.00,"11,38725747","89,79327512","2,46956234","8,21282448","5,201955","39,79999161"
21/01/2010 10.00,"9,01228076","88,24361824","1,85922117","8,9493705","8,1466785","39,79999161"
21/01/2010 11.00,"5,75955271","82,17735848","1,3146827","9,0750555","4,994487","39,79999161"
21/01/2010 12.00,"6,49100962","83,5544","1,24050831","7,54925756","3,795444","39,79999161"
21/01/2010 13.00,"6,63188344","90,15018816","1,41697902","10,12108587","3,792393","39,79999161"
21/01/2010 14.00,"5,09672499","56,27832424","0,81935615","40,32890505","4,9787235","39,79999161"
21/01/2010 15.00,"4,57657729","44,09259376","0,69130751","41,4168384","1,7121195","39,79999161"
21/01/2010 16.00,"3,79996762","58,18879464","0,78349279","38,29631925","1,8738225","39,79999161"
21/01/2010 17.00,"3,9119444","37,206086","0,55942951","64,9079235","1,6612695","39,79999161"
21/01/2010 18.00,"2,37317357","36,9400312","0,58960417","66,49588365","1,1009025","39,79999161"
21/01/2010 19.00,"4,07629669","37,05683528","0,55528211","60,3021468","1,0188306","39,79999161"
21/01/2010 20.00,"4,36346189","43,05300112","0,58885391","57,4465038","1,05406965","39,79999161"
