"NetC","Provincia Bari","","","","","","","","","",""
"Stat","Casamassima","","","","","","","","","",""
,NO2,NOX,PM10
23/03/2011 14.00,"14,92812164","24,29427352","21,73381996"
23/03/2011 15.00,"12,47644243","17,68035769",
23/03/2011 16.00,"17,83859863","26,71897632","22,95482063"
23/03/2011 17.00,"11,87876653","16,2770319",
23/03/2011 18.00,"19,63029368","25,24105768","22,22220993"
23/03/2011 19.00,"30,31892816","37,69980264",
23/03/2011 20.00,"44,0549656","54,4683868","21,24542046"
23/03/2011 21.00,"34,29820168","37,61225216",
23/03/2011 22.00,"23,48173088","30,01069464","33,21123123"
23/03/2011 23.00,"14,26425612","16,26600731",
24/03/2011 0.00,"8,17335068","9,23056814","45,1770401"
24/03/2011 1.00,"6,21291398","7,15800411",
24/03/2011 2.00,"6,90857415","8,87195533","31,99023056"
24/03/2011 3.00,"3,4737541","3,49534632",
24/03/2011 4.00,"3,61911582","3,93372394","24,66422081"
24/03/2011 5.00,"3,43351989","3,56538288",
24/03/2011 6.00,"13,57573345","16,06108489","19,78022003"
24/03/2011 7.00,"29,19497808","37,39501072",
24/03/2011 8.00,"32,44354256","54,13571792","18,80340958"
24/03/2011 9.00,"30,99965752","49,0989172",
24/03/2011 10.00,"21,96777104","33,00020224","41,02563095"
24/03/2011 11.00,"16,71009608","23,23982464",
24/03/2011 12.00,"14,95408086","19,8949336","42,97924042"
24/03/2011 13.00,"24,16312944","34,29588816",
24/03/2011 14.00,"15,29800951","23,0978204","31,25761986"
24/03/2011 15.00,"13,93654888","17,82237722",
24/03/2011 16.00,"18,52516724","25,20279856","25,64101982"
24/03/2011 17.00,"20,2759952","26,02637344",
24/03/2011 18.00,"36,96922744","43,90256008","23,68741989"
24/03/2011 19.00,"48,77273","55,32633944",
24/03/2011 20.00,"37,91991208","41,91497872","26,37360954"
24/03/2011 21.00,"40,81418296","50,94516352",
24/03/2011 22.00,"38,99585184","48,07301448","42,49084091"
24/03/2011 23.00,"21,32662008","24,474556",
25/03/2011 0.00,"19,7860452","25,39411328","41,75823975"
25/03/2011 1.00,"10,15065695","11,43607352",
25/03/2011 2.00,"5,07727585","5,24042681","46,15383148"
25/03/2011 3.00,"3,60224433","3,60559033",
25/03/2011 4.00,"3,04091363","3,07383062","31,99023056"
25/03/2011 5.00,"3,59964783","4,00116592",
25/03/2011 6.00,"13,05464079","16,05071038","20,51280975"
25/03/2011 7.00,"41,98681256","75,21479136",
25/03/2011 8.00,"35,91017064","61,24896976","15,38461018"
25/03/2011 9.00,"46,40735656","90,92116392",
25/03/2011 10.00,"20,77810552","30,51565384","33,21123123"
25/03/2011 11.00,"16,40185874","21,58554312",
25/03/2011 12.00,"12,19350276","15,98326649","34,67642975"
25/03/2011 13.00,"14,5108525","179,35016968",
25/03/2011 14.00,,,"17,82661057"
25/03/2011 15.00,"38,11394184","134,94890264",
25/03/2011 16.00,"36,8173764","42,79950816",
25/03/2011 17.00,,,
25/03/2011 18.00,"48,02898112","48,52879704","10,01220989"
25/03/2011 19.00,"27,22351488","27,55161408",
25/03/2011 20.00,"23,63488208","23,82671304","14,89620972"
25/03/2011 21.00,"22,44148816","22,78782784",
25/03/2011 22.00,"17,34930445","17,50396995","20,26861954"
25/03/2011 23.00,"14,11694799","14,27061161",
26/03/2011 0.00,"12,65489704","13,18245034","27,35042"
26/03/2011 1.00,"10,18893902","10,55153834",
26/03/2011 2.00,"5,60096691","5,69501628","29,54821968"
26/03/2011 3.00,"4,51529698","4,56729574",
26/03/2011 4.00,"4,48285034","4,66910974","15,38461018"
26/03/2011 5.00,"4,18498942","4,27547674",
26/03/2011 6.00,"5,86248836","6,00953263","16,36141014"
26/03/2011 7.00,"8,68146659","9,21370812",
26/03/2011 8.00,"13,50499901","14,62663174","14,16361046"
26/03/2011 9.00,"13,8690591","16,27054831",
26/03/2011 10.00,"12,1539148","14,05272009","21,97801971"
26/03/2011 11.00,"13,39533625","16,60386918",
26/03/2011 12.00,"10,34728321","12,7207272","11,96580982"
26/03/2011 13.00,"11,31160423","15,38665939",
26/03/2011 14.00,"13,31421582","18,93647859","14,89620972"
26/03/2011 15.00,"12,76651386","19,60895576",
26/03/2011 16.00,"16,04753263","20,02592472","11,96580982"
26/03/2011 17.00,"12,33497355","13,21617229",
26/03/2011 18.00,"10,23177355","10,45620985","7,08180714"
26/03/2011 19.00,"15,14292146","15,29522182",
26/03/2011 20.00,"15,80937965","16,57468824","4,63980484"
26/03/2011 21.00,"12,7042209","13,12992388",
26/03/2011 22.00,"11,38493326","11,7888509","25,88521957"
26/03/2011 23.00,"10,18375176","10,30900306",
27/03/2011 0.00,"8,42773272","8,53992888","29,30401993"
27/03/2011 1.00,"9,3044459","9,44457065",
27/03/2011 2.00,,,"27,59461975"
27/03/2011 3.00,"18,21822241","18,58110662",
27/03/2011 4.00,"11,75028586","12,61178144","21,97801971"
27/03/2011 5.00,"11,58350975","12,92629779",
27/03/2011 6.00,"9,6697966","10,01783222","17,82661057"
27/03/2011 7.00,"24,51744216","29,9789172",
27/03/2011 8.00,"18,39603841","21,87412128","14,16361046"
27/03/2011 9.00,"18,68481542","25,150926",
27/03/2011 10.00,"14,9333089","19,13944504","21,48962021"
27/03/2011 11.00,"13,39209158","16,8522399",
27/03/2011 12.00,"22,72767632","30,21950416","14,89620972"
27/03/2011 13.00,"17,26753394","21,49411128",
27/03/2011 14.00,"11,68019194","12,7207272","19,53602028"
27/03/2011 15.00,"11,1565047","12,30699143",
27/03/2011 16.00,"13,2428313","15,01377924","23,44322014"
27/03/2011 17.00,"15,02805997","16,91190194",
27/03/2011 18.00,"14,18249518","14,64284359","13,43101025"
27/03/2011 19.00,"16,4407947","16,72189503",
27/03/2011 20.00,"15,57576193","15,87042981","18,55920982"
27/03/2011 21.00,"10,18244969","10,3946033",
27/03/2011 22.00,"7,05198754","7,09056022","17,58241081"
27/03/2011 23.00,"6,19669066","6,39343738",
28/03/2011 0.00,"6,09610608","6,21899414","21,24542046"
28/03/2011 1.00,"5,74308396","5,87918586",
28/03/2011 2.00,"6,62239364","6,71897641","18,55920982"
28/03/2011 3.00,"11,11756682","11,20132198",
28/03/2011 4.00,"15,21170183","15,24334352","20,51280975"
28/03/2011 5.00,"12,54717878","12,6253987",
28/03/2011 6.00,"17,4576747","17,58049202","34,18803024"
28/03/2011 7.00,"13,71526165","14,21289598",
28/03/2011 8.00,"11,36611535","12,6493943","59,8290596"
28/03/2011 9.00,"11,96897086","13,362729",
28/03/2011 10.00,"12,32523956","13,99305995","31,01342964"
28/03/2011 11.00,"10,66331195","12,46327831",
28/03/2011 12.00,"11,74508714","13,43925106","15,38461018"
28/03/2011 13.00,"9,36155161","10,01329314",
28/03/2011 14.00,"9,66525369","10,14882717","7,57020807"
28/03/2011 15.00,"17,92231364","18,98770872",
28/03/2011 16.00,"20,85808448","21,78787096","3,90720391"
28/03/2011 17.00,"24,22735352","25,30201224",
28/03/2011 18.00,"15,2532343","15,95084279","26,12940979"
28/03/2011 19.00,"24,10731816","24,92460256",
28/03/2011 20.00,"26,55379864","27,07757192","24,17580986"
28/03/2011 21.00,"27,95680512","28,96855904",
28/03/2011 22.00,"15,29282226","15,64540462","32,23442078"
28/03/2011 23.00,"12,16560286","12,38286533",
29/03/2011 0.00,"11,22529655","11,5359411","35,65322113"
29/03/2011 1.00,"6,07209518","6,23131507",
29/03/2011 2.00,,,"41,02563095"
29/03/2011 3.00,"19,94762832","20,38323928",
29/03/2011 4.00,"12,12017374","12,44771463","30,76922989"
29/03/2011 5.00,"9,8294333","9,98346211",
29/03/2011 6.00,"15,1656341","18,54284559","41,02563095"
29/03/2011 7.00,"20,93986072","27,68715576",
29/03/2011 8.00,"32,9841032","53,53261576","21,0012207"
29/03/2011 9.00,"24,56740272","37,25944992",
29/03/2011 10.00,"24,89253832","40,20813632","10,50061035"
29/03/2011 11.00,"21,36036688","32,1513316",
29/03/2011 12.00,"20,19486904","33,20384936","5,12820482"
29/03/2011 13.00,"24,68810728","46,57108112",
29/03/2011 14.00,"18,80810882","25,44533576","2,19780207"
29/03/2011 15.00,"33,59280752","47,64501328",
29/03/2011 16.00,"22,3296744","29,34885584","1,22100103"
29/03/2011 17.00,"30,19109184","38,425464",
29/03/2011 18.00,"31,84782072","39,54214848","21,24542046"
29/03/2011 19.00,"42,37940352","56,22578248",
29/03/2011 20.00,"54,06933328","82,65098","25,64101982"
29/03/2011 21.00,"32,79722432","42,62568824",
29/03/2011 22.00,"27,82831872","39,15112536","38,33943176"
29/03/2011 23.00,"16,23312665","20,10957472",
30/03/2011 0.00,"10,50821242","10,89134472","31,99023056"
30/03/2011 1.00,"7,96569027","7,99844283",
30/03/2011 2.00,"6,27261618","6,35193359","33,45542145"
30/03/2011 3.00,"5,34852938","5,60617329",
30/03/2011 4.00,"4,3407333","4,35718606","26,37360954"
30/03/2011 5.00,"14,1909271","18,21146922",
30/03/2011 6.00,"17,96903336","25,61393592","22,71062088"
30/03/2011 7.00,"39,906308","75,78416584",
30/03/2011 8.00,"39,92642224","73,25506784","18,31501007"
30/03/2011 9.00,"26,2702108","39,1614884",
30/03/2011 10.00,"24,07032096","35,767306","12,45421028"
30/03/2011 11.00,"21,81201952","30,29472224",
30/03/2011 12.00,"16,07283986","22,87149696","7,08180714"
30/03/2011 13.00,"17,02483422","27,77988776",
30/03/2011 14.00,"12,29279101","17,44690249","11,72161007"
30/03/2011 15.00,"14,49074208","22,76060096",
30/03/2011 16.00,"15,26557243","20,34628032","8,30280876"
30/03/2011 17.00,"16,07349186","23,88313616",
30/03/2011 18.00,"39,48125128","53,79914856","4,88400507"
30/03/2011 19.00,"56,15241904","74,15062952",
30/03/2011 20.00,"57,84809536","70,21366856","14,65200996"
30/03/2011 21.00,"42,37940352","47,2520208",
30/03/2011 22.00,"25,02230576","27,40052784","35,65322113"
30/03/2011 23.00,"16,42196915","16,99166485",
31/03/2011 0.00,"12,07345593","12,62799329","45,42124176"
31/03/2011 1.00,"11,59648841","12,05537988",
31/03/2011 2.00,,,"36,38582993"
31/03/2011 3.00,"18,40316826","18,54414384",
31/03/2011 4.00,"12,11692907","12,76547374","28,57142067"
31/03/2011 5.00,"11,32003806","11,71427526",
31/03/2011 6.00,"20,86198496","23,77224016","31,74603081"
31/03/2011 7.00,"35,1366328","55,46446232",
31/03/2011 8.00,"47,58581776","86,53801864","26,86202049"
31/03/2011 9.00,"33,63175496","48,40891464",
31/03/2011 10.00,"23,15793368","30,858246","20,26861954"
31/03/2011 11.00,"16,7990079","22,780046",
31/03/2011 12.00,"15,98783234","21,418224","16,36141014"
31/03/2011 13.00,"20,94439216","30,29990376",
31/03/2011 14.00,"16,11567249","21,03951416","9,27960968"
31/03/2011 15.00,"16,81911832","22,32869928",
31/03/2011 16.00,"23,72314","32,23435064","9,52380943"
31/03/2011 17.00,"21,34415312","27,82009712",
31/03/2011 18.00,"23,00866384","28,7694816","8,79120922"
31/03/2011 19.00,"32,51428656","41,77295536",
31/03/2011 20.00,"40,49294784","47,87909944","15,14041042"
31/03/2011 21.00,"32,45717512","35,19470024",
31/03/2011 22.00,"20,22861584","20,98179088","26,61782074"
31/03/2011 23.00,"16,08712059","18,54738659",
01/04/2011 0.00,"9,66071078","10,56839836","24,17580986"
01/04/2011 1.00,"6,30571099","6,58214604",
01/04/2011 2.00,"6,07793443","6,53221225","24,17580986"
01/04/2011 3.00,"5,19992491","5,24301948",
01/04/2011 4.00,"5,0019985","5,169092","21,48962021"
01/04/2011 5.00,"10,62243148","12,08326449",
01/04/2011 6.00,"26,1573072","34,93011768","19,04759979"
01/04/2011 7.00,"56,73517752","95,37367656",
01/04/2011 8.00,"56,79877064","106,73063152","23,93161964"
01/04/2011 9.00,"45,306752","64,5938608",
01/04/2011 10.00,"33,97763576","49,8349416","58,6080513"
01/04/2011 11.00,"30,51555824","41,852724",
01/04/2011 12.00,"25,54600256","35,59998688","61,29425049"
01/04/2011 13.00,"31,42731456","42,54138816",
01/04/2011 14.00,"19,07027653","25,67684072","50,30524063"
01/04/2011 15.00,"21,65108648","28,71954016",
01/04/2011 16.00,"22,56349288","27,53800064","35,65322113"
01/04/2011 17.00,"19,70558824","25,12823056",
01/04/2011 18.00,"27,53109832","35,06562112","36,38582993"
01/04/2011 19.00,"36,24890056","44,28065808",
01/04/2011 20.00,"38,4124624","47,55356232","37,11843109"
01/04/2011 21.00,"27,95485488","31,3705664",
01/04/2011 22.00,"17,45832478","20,83588616","38,33943176"
01/04/2011 23.00,"11,71718723","13,28231793",
02/04/2011 0.00,"9,28562609","9,80318346","40,29304123"
02/04/2011 1.00,"8,29664982","9,03083488",
02/04/2011 2.00,,,"30,28083038"
02/04/2011 3.00,"19,71467024","19,77367456",
02/04/2011 4.00,"13,99624917","14,06244643","24,66422081"
02/04/2011 5.00,"15,39859983","16,72578404",
02/04/2011 6.00,"23,0865396","25,89863272","28,57142067"
02/04/2011 7.00,"46,03486072","64,63667048",
02/04/2011 8.00,"44,54619664","64,7974888","26,86202049"
02/04/2011 9.00,"25,93148088","35,29194456",
02/04/2011 10.00,"23,8334624","31,74992632","45,90964127"
02/04/2011 11.00,"17,86909503","23,37861672",
02/04/2011 12.00,"18,11505089","23,93630888","39,56044006"
02/04/2011 13.00,"16,92360147","23,4719988",
02/04/2011 14.00,"11,24540697","14,68110462","27,59461975"
02/04/2011 15.00,"12,01634066","16,37624941",
02/04/2011 16.00,"11,71847783","14,59355797","14,40781021"
02/04/2011 17.00,"17,27597542","25,04458056",
02/04/2011 18.00,"17,98006942","24,6392748","8,05860806"
02/04/2011 19.00,"36,07043448","47,20921112",
02/04/2011 20.00,"33,65381944","40,9208152","12,21000957"
02/04/2011 21.00,"31,84457032","35,25047328",
02/04/2011 22.00,"21,50443608","24,40970096","17,33819962"
02/04/2011 23.00,"22,21111128","28,87259576",
03/04/2011 0.00,"14,63740013","17,96115401","24,42000961"
03/04/2011 1.00,"10,74962154","14,25829068",
03/04/2011 2.00,"6,9767121","7,17875505","23,68741989"
03/04/2011 3.00,"5,38811734","5,67685802",
03/04/2011 4.00,"5,35242412","5,40449362","17,58241081"
03/04/2011 5.00,"7,65939361","8,56197806",
03/04/2011 6.00,"10,79050202","11,35890329","9,52380943"
03/04/2011 7.00,"18,36099527","21,40526064",
03/04/2011 8.00,"20,50962248","26,42261632","7,32600689"
03/04/2011 9.00,"14,76783294","20,72240896",
03/04/2011 10.00,"16,40055666","22,5498412","26,12940979"
03/04/2011 11.00,"15,87556926","22,29304048",
03/04/2011 12.00,"18,65496145","26,6865488","21,97801971"
03/04/2011 13.00,"12,14807555","14,97940913",
03/04/2011 14.00,"8,82618014","11,2765458","21,97801971"
03/04/2011 15.00,"9,56012619","11,75901988",
03/04/2011 16.00,"10,91639957","13,05340182","16,36141014"
03/04/2011 17.00,"11,71263858","15,52738068",
03/04/2011 18.00,"19,40771776","23,07705608","9,76801014"
03/04/2011 19.00,"23,028128","23,95770416",
03/04/2011 20.00,"56,10375864","81,30860304","11,23320961"
03/04/2011 21.00,"56,9194752","78,9552752",
03/04/2011 22.00,"38,64088904","50,38680216","27,35042"
03/04/2011 23.00,"18,4797515","19,02596975",
04/04/2011 0.00,"16,74968595","17,98320128","31,99023056"
04/04/2011 1.00,"13,53874963","14,2835807",
04/04/2011 2.00,,,"25,39682007"
04/04/2011 3.00,"20,67833736","21,31252864",
04/04/2011 4.00,"12,49655285","12,70192077","15,38461018"
04/04/2011 5.00,"22,42657456","26,63725744",
04/04/2011 6.00,"45,466404","84,11658536","16,60560989"
04/04/2011 7.00,"70,36930536","141,66656168",
04/04/2011 8.00,"60,19140432","119,09337496","25,88521957"
04/04/2011 9.00,"38,99975232","62,95187344",
04/04/2011 10.00,"23,31106576","34,53842536","56,16604996"
04/04/2011 11.00,"23,94248464","31,6396804",
04/04/2011 12.00,"28,07425928","40,01100912","41,75823975"
04/04/2011 13.00,"16,63027964","22,85008256",
04/04/2011 14.00,"14,6497287","17,86906826","34,92063141"
04/04/2011 15.00,"20,19811944","27,55291424",
04/04/2011 16.00,"15,37912994","19,77755592","28,57142067"
04/04/2011 17.00,"20,72051608","26,3960204",
04/04/2011 18.00,"27,43893992","33,0520748","27,59461975"
04/04/2011 19.00,"31,3741036","32,32578248",
04/04/2011 20.00,"21,68678352","22,49211792","14,65200996"
04/04/2011 21.00,"16,73411271","17,19593719",
04/04/2011 22.00,"12,10525249","12,28429408","14,89620972"
04/04/2011 23.00,"9,79504025","10,47177353",
05/04/2011 0.00,"9,56012619","10,09565062","23,19902039"
05/04/2011 1.00,"9,79698858","10,42637882",
05/04/2011 2.00,"10,52314514","11,17862463","26,12940979"
05/04/2011 3.00,"9,61528548","10,87967196",
05/04/2011 4.00,"8,13181822","9,00295027","16,36141014"
05/04/2011 5.00,"9,69770033","10,9782413",
05/04/2011 6.00,"27,93019008","44,743668","25,88521957"
05/04/2011 7.00,"47,06797168","92,00022024",
05/04/2011 8.00,"58,24848728","121,67631488","21,24542046"
05/04/2011 9.00,"30,10868464","46,03157208",
05/04/2011 10.00,"23,84774504","31,96716776","48,59584045"
05/04/2011 11.00,"19,0280959","25,88890064",
05/04/2011 12.00,,,"46,39804077"
05/04/2011 13.00,"58,27911752","63,78952064",
05/04/2011 14.00,"28,00483456","32,0352732","34,18803024"
05/04/2011 15.00,"25,96197728","31,5676936",
05/04/2011 16.00,"23,76466864","27,17485448","30,76922989"
05/04/2011 17.00,"22,18516544","26,95436264",
05/04/2011 18.00,"21,06834712","26,81949016","27,10622025"
05/04/2011 19.00,"17,48233185","22,20744024",
05/04/2011 20.00,"14,82948538","19,07655171","14,89620972"
05/04/2011 21.00,"11,63736888","14,10524846",
05/04/2011 22.00,"9,08640334","11,03401242","20,75702095"
05/04/2011 23.00,"8,194115","8,89983994",
06/04/2011 0.00,"7,81838023","8,2130916","14,89620972"
06/04/2011 1.00,"7,66977577","7,93748445",
06/04/2011 2.00,,,"19,53602028"
06/04/2011 3.00,"16,99497834","17,0986661",
06/04/2011 4.00,"11,07927902","11,35047328","14,16361046"
06/04/2011 5.00,"14,13122872","15,80687875",
06/04/2011 6.00,"14,6043015","16,26925006","12,69841003"
06/04/2011 7.00,"24,3571592","32,52941048",
06/04/2011 8.00,"28,7192916","45,22679216","8,54700947"
06/04/2011 9.00,"15,93981246","21,24702352",
06/04/2011 10.00,"14,05075838","17,88203736","20,51280975"
06/04/2011 11.00,"15,08451368","20,30932136",
06/04/2011 12.00,"12,13704905","16,08053949","14,89620972"
06/04/2011 13.00,"15,59198525","20,55769016",
06/04/2011 14.00,"12,12796705","16,25238814","13,18680954"
06/04/2011 15.00,"12,45567238","16,5234562",
06/04/2011 16.00,"14,78989551","19,82229672","16,84980965"
06/04/2011 17.00,"16,58031334","21,27686984",
06/04/2011 18.00,"15,01183474","19,40272744","15,38461018"
06/04/2011 19.00,"16,19419833","21,59655624",
06/04/2011 20.00,"24,30004776","30,86214648","12,94260979"
06/04/2011 21.00,"20,2331664","24,37469224",
06/04/2011 22.00,"12,83270157","14,38798738","15,38461018"
06/04/2011 23.00,"9,28043501","9,48477618",
07/04/2011 0.00,"8,89237166","9,36999309","20,26861954"
07/04/2011 1.00,"8,05913736","8,33435829",
07/04/2011 2.00,"7,64836137","7,99001282","19,53602028"
07/04/2011 3.00,"6,61590431","6,96864537",
07/04/2011 4.00,"6,00200891","6,18267762","18,31501007"
07/04/2011 5.00,"8,82293356","10,14558442",
07/04/2011 6.00,"18,20135857","21,59915656","31,74603081"
07/04/2011 7.00,"35,78946608","61,54532976",
07/04/2011 8.00,"36,34299008","60,93509584","22,46640968"
07/04/2011 9.00,"23,54209272","34,48590272",
07/04/2011 10.00,"15,5121669","21,26323728","24,66422081"
07/04/2011 11.00,"14,84635878","20,74055384",
07/04/2011 12.00,"12,54977146","18,37294336","16,36141014"
07/04/2011 13.00,"16,30775774","24,46482392",
07/04/2011 14.00,"14,35186778","22,07254864","11,72161007"
07/04/2011 15.00,"11,85994862","15,39573757",
07/04/2011 16.00,"12,86385761","16,98517934","8,30280876"
07/04/2011 17.00,"15,31423474","21,00578648",
07/04/2011 18.00,"15,87816194","21,14650968","10,25640965"
07/04/2011 19.00,"30,05805488","38,70626032",
07/04/2011 20.00,"36,88421992","45,7702208","10,25640965"
07/04/2011 21.00,"27,30267168","35,21802664",
07/04/2011 22.00,"18,35904121","21,66466168","10,50061035"
07/04/2011 23.00,"11,13833688","13,25767416",
08/04/2011 0.00,"7,23174422","7,95175179","19,29179955"
08/04/2011 1.00,"6,69182983","7,39405198",
08/04/2011 2.00,,,"14,16361046"
08/04/2011 3.00,"16,59198993","17,0532714",
08/04/2011 4.00,"12,96054171","13,6720581","13,18680954"
08/04/2011 5.00,"11,01179116","13,32965714",
08/04/2011 6.00,"29,27803536","40,25289624","7,57020807"
08/04/2011 7.00,"35,04577456","59,68612008",
08/04/2011 8.00,"36,62074632","67,44654568","5,37240601"
08/04/2011 9.00,"30,433782","53,16491904",
08/04/2011 10.00,"20,59916144","32,98465768","30,52503014"
08/04/2011 11.00,"14,98198077","20,92926824",
08/04/2011 12.00,"15,92099456","23,15812488","21,24542046"
08/04/2011 13.00,"23,21762632","32,41981464",
08/04/2011 14.00,"17,5329444","22,0498532","20,02441978"
08/04/2011 15.00,"16,38822809","20,32683528",
08/04/2011 16.00,"20,91454584","28,79152696","17,33819962"
08/04/2011 17.00,"34,65058328","45,0847688",
08/04/2011 18.00,"35,06848912","43,36045072","11,96580982"
08/04/2011 19.00,"31,24884848","32,79464312",
08/04/2011 20.00,"56,14398712","67,55681072","14,89620972"
08/04/2011 21.00,"53,47103024","67,04123992",
08/04/2011 22.00,"36,73301896","45,0426092","31,50181961"
08/04/2011 23.00,"26,78870696","28,9731096",
09/04/2011 0.00,"26,89644816","27,4193228","43,71184158"
09/04/2011 1.00,"20,12739456","21,52133816",
09/04/2011 2.00,"13,84050912","14,2167869","31,01342964"
09/04/2011 3.00,"11,50108726","11,90817309",
09/04/2011 4.00,"9,89822324","10,91144749","31,74603081"
09/04/2011 5.00,"24,828276","32,07288224",
09/04/2011 6.00,"39,72136024","52,81538632","22,71062088"
09/04/2011 7.00,"50,50603448","81,31380368",
09/04/2011 8.00,"38,21063168","56,7393648","28,81562042"
09/04/2011 9.00,"22,78543784","31,28169664",
09/04/2011 10.00,"19,48169304","26,9829088","47,61904144"
09/04/2011 11.00,"26,57456296","32,06703152",
09/04/2011 12.00,"22,36751288","28,25392992","38,0952301"
09/04/2011 13.00,"20,16762304","25,94662392",
09/04/2011 14.00,"14,05075838","16,42553503","28,57142067"
09/04/2011 15.00,"14,24154156","17,07532058",
09/04/2011 16.00,"21,81980136","26,1353192","23,44322014"
09/04/2011 17.00,"17,85936104","22,103676",
09/04/2011 18.00,"30,56033728","34,78809432","14,16361046"
09/04/2011 19.00,"39,93875464","41,74117792",
09/04/2011 20.00,"55,44314352","71,40687128","16,84980965"
09/04/2011 21.00,"60,07265","64,44277456",
09/04/2011 22.00,"36,07175376","37,01435064","38,82783127"
09/04/2011 23.00,"26,24814632","28,08921112",
10/04/2011 0.00,"21,64848616","24,91682072","44,20024109"
10/04/2011 1.00,"19,75424864","21,6341844",
10/04/2011 2.00,,,"39,56044006"
10/04/2011 3.00,"27,3539324","27,81361544",
10/04/2011 4.00,"15,58354377","16,15317063","45,42124176"
10/04/2011 5.00,"30,8478256","34,29523808",
10/04/2011 6.00,"40,54550872","48,76234784","31,50181961"
10/04/2011 7.00,"37,14444312","42,4421936",
10/04/2011 8.00,"20,72959808","23,53295336","39,56044006"
10/04/2011 9.00,"16,94046722","20,63810888",
10/04/2011 10.00,"15,54201322","19,3262092","44,4444313"
10/04/2011 11.00,"14,06698361","18,07334061",
10/04/2011 12.00,"11,57636843","15,63632644","22,71062088"
10/04/2011 13.00,"8,42513814","10,6864223",
10/04/2011 14.00,"6,53997688","7,4608477","11,96580982"
10/04/2011 15.00,"6,54257338","8,08209666",
10/04/2011 16.00,"11,31160423","14,55789152","6,59340715"
10/04/2011 17.00,"10,23761089","12,53331487",
10/04/2011 18.00,"12,34730213","15,30105724","4,63980484"
10/04/2011 19.00,"18,56930385","23,49144384",
10/04/2011 20.00,"20,98982128","25,68722288","3,66300392"
10/04/2011 21.00,"21,31558784","24,3487464",
10/04/2011 22.00,"12,87423403","13,2051477","13,43101025"
10/04/2011 23.00,"10,19997508","10,57553203",
11/04/2011 0.00,"6,98644609","7,51402234","16,36141014"
11/04/2011 1.00,"6,72297822","7,27084079",
11/04/2011 2.00,"6,66262594","6,83181309","18,55920982"
11/04/2011 3.00,"6,692478","6,73454009",
11/04/2011 4.00,"6,91311706","6,98874814","10,25640965"
11/04/2011 5.00,"11,77883776","14,49239405",
11/04/2011 6.00,"22,45058928","27,65342808","21,24542046"
11/04/2011 7.00,"24,14169592","32,39258776",
11/04/2011 8.00,"40,76485336","63,0913156","24,66422081"
11/04/2011 9.00,"16,54851487","22,95644712",
11/04/2011 10.00,"12,40311341","17,07077958","31,25761986"
11/04/2011 11.00,"10,63476006","15,56110262",
11/04/2011 12.00,"13,5244689","19,4578504","20,51280975"
11/04/2011 13.00,"13,70357359","20,13942104",
11/04/2011 14.00,"10,00594532","13,44443832","17,82661057"
11/04/2011 15.00,"9,33819079","14,36853469",
11/04/2011 16.00,"9,81515831","13,57608143","21,24542046"
11/04/2011 17.00,"13,34472178","17,54352732",
11/04/2011 18.00,"18,00862323","24,29362344","11,96580982"
11/04/2011 19.00,"22,2227936","29,93222616",
11/04/2011 20.00,"23,732222","30,33753192","12,94260979"
11/04/2011 21.00,"17,2331428","20,85079976",
11/04/2011 22.00,"13,13965787","17,0208477","13,91940975"
11/04/2011 23.00,"10,74637688","12,53525938",
12/04/2011 0.00,"6,94296721","8,7623614","26,37360954"
12/04/2011 1.00,"3,79822242","3,87082106",
12/04/2011 2.00,,,"13,18680954"
12/04/2011 3.00,"13,43816122","13,67076176",
12/04/2011 4.00,"7,59709491","7,66382371","12,94260979"
12/04/2011 5.00,"9,69964866","10,72079241",
12/04/2011 6.00,"31,30400968","38,77499672","11,23320961"
12/04/2011 7.00,"50,44762288","84,59125848",
12/04/2011 8.00,"43,45599336","73,27776328","17,58241081"
12/04/2011 9.00,"23,126118","37,13690984",
12/04/2011 10.00,"17,72373906","23,87405416","43,71184158"
12/04/2011 11.00,"21,1085756","28,2215024",
12/04/2011 12.00,"22,50185","33,05144384","36,8742218"
12/04/2011 13.00,"25,00219152","37,25688784",
12/04/2011 14.00,"21,78737384","30,3258496","32,23442078"
12/04/2011 15.00,"19,7464668","27,68132416",
12/04/2011 16.00,"16,32982031","21,7178344","30,76922989"
12/04/2011 17.00,"18,2091385","24,11982264",
12/04/2011 18.00,"13,65620379","14,25439976","18,80340958"
12/04/2011 19.00,"11,17402054","11,34269144",
12/04/2011 20.00,"12,3213429","12,36341073","12,94260979"
12/04/2011 21.00,"9,81775481","9,89656554",
12/04/2011 22.00,"7,99489225","8,10609226","17,58241081"
12/04/2011 23.00,"7,15127578","7,2033969",
13/04/2011 0.00,"6,84108438","6,83959493","16,84980965"
13/04/2011 1.00,"7,65939361","7,67290189",
13/04/2011 2.00,"6,28754126","6,30264797","19,53602028"
13/04/2011 3.00,"5,42575506","5,51992488",
13/04/2011 4.00,"5,41472282","5,44469915","19,04759979"
13/04/2011 5.00,"7,87094494","7,9342417",
13/04/2011 6.00,"8,10456266","8,31360735","18,31501007"
13/04/2011 7.00,"14,64907671","18,93323584",
13/04/2011 8.00,"13,9625081","16,21542535","26,61782074"
13/04/2011 9.00,"14,0864535","21,84882552",
13/04/2011 10.00,"16,21561082","24,97194368","32,72283173"
13/04/2011 11.00,"10,54910246","16,78803876",
13/04/2011 12.00,"13,92226815","22,67435064","28,81562042"
