Stat,San Vito dei Normanni,,,,,,,
,,,,,,,,,
Parm,NO2,NOX,CO,O3,BENZENE,,,
Unit,ug/m3 293K,ug/m3 293K,mg/m3 293K,ug/m3 293K,ug/m3 293K,,,
Field,Aver,Aver,Aver,Aver,Aver,,,
,,,,
,,,,,
,,,,,,,
13/10/2014 7.00,"26,9","36,5","0,3","18,8","1,0",,,
13/10/2014 8.00,"33,2","53,2","0,6","10,7","1,9",,,
13/10/2014 9.00,"16,8","23,7","0,3","37,3","2,9",,,
13/10/2014 10.00,"9,6","12,2","0,2","74,1","0,8",,,
13/10/2014 11.00,"7,8","10,1","0,2","78,9","0,5",,,
13/10/2014 12.00,"9,7","11,9","0,2","86,1","0,4",,,
13/10/2014 13.00,"9,1","11,9","0,2","85,2","0,6",,,
13/10/2014 14.00,"7,8","9,3","0,2","89,7","0,6",,,
13/10/2014 15.00,"8,8","10,6","0,2","87,5","0,4",,,
13/10/2014 16.00,"7,9","9,0","0,2","75,6","0,5",,,
13/10/2014 17.00,"10,1","12,3","0,2","69,0","0,6",,,
13/10/2014 18.00,"15,4","18,8","0,2","55,1","1,0",,,
13/10/2014 19.00,"14,3","18,0","0,2","45,8","1,2",,,
13/10/2014 20.00,"13,1","15,6","0,2","35,1","1,3",,,
13/10/2014 21.00,"9,7","10,9","0,2","38,8","1,0",,,
13/10/2014 22.00,"7,9","8,8","0,2","44,1","0,5",,,
13/10/2014 23.00,"5,9","6,5","0,2","50,8","0,4",,,
14/10/2014 0.00,"4,8","5,3","0,2","52,2","0,3",,,
14/10/2014 1.00,"5,0","5,5","0,2","48,3","0,3",,,
14/10/2014 2.00,"4,7","5,2","0,2","48,9","0,2",,,
14/10/2014 3.00,"4,7","5,2","0,2","45,0","0,2",,,
14/10/2014 4.00,"4,8","5,3","0,1","45,4","0,2",,,
14/10/2014 5.00,"5,2","5,9","0,2","44,6","0,2",,,
14/10/2014 6.00,"6,3","8,8","0,2","42,4","0,2",,,
14/10/2014 7.00,"11,6","16,8","0,2","36,8","0,2",,,
14/10/2014 8.00,"12,1","20,0","0,2","34,7","0,4",,,
14/10/2014 9.00,"9,6","14,1","0,2","44,5","0,4",,,
14/10/2014 10.00,"7,5","11,4","0,2","55,4","0,3",,,
14/10/2014 11.00,"7,1","9,7","0,2","57,7","0,7",,,
14/10/2014 12.00,"7,5","9,8","0,2","60,3","0,6",,,
14/10/2014 13.00,"7,3","10,1","0,2","61,4","0,7",,,
14/10/2014 14.00,"6,3","7,9","0,1","62,8","0,3",,,
14/10/2014 15.00,"6,0","8,2","0,1","62,2","0,3",,,
14/10/2014 16.00,"6,2","7,8","0,2","65,1","0,3",,,
14/10/2014 17.00,"6,7","9,1","0,2","64,0","0,3",,,
14/10/2014 18.00,"7,2","9,3","0,2","57,4","0,3",,,
14/10/2014 19.00,"7,1","8,9","0,2","53,2","0,3",,,
14/10/2014 20.00,"6,5","7,6","0,2","56,7","0,3",,,
14/10/2014 21.00,"5,9","6,9","0,1","54,6","0,2",,,
14/10/2014 22.00,"5,0","5,7","0,1","48,4","0,2",,,
14/10/2014 23.00,"4,8","5,4","0,1","47,1","0,2",,,
15/10/2014 0.00,"4,7","5,3","0,2","47,8","0,1",,,
15/10/2014 1.00,"4,7","5,2","0,2","51,8","0,1",,,
15/10/2014 2.00,"4,7","5,2","0,2","53,2","0,2",,,
15/10/2014 3.00,"4,7","5,1",,"52,5","0,1",,,
15/10/2014 4.00,"4,8","5,3","0,1","51,5","0,1",,,
15/10/2014 5.00,"4,8","5,4","0,1","47,9","0,1",,,
15/10/2014 6.00,"5,3","6,8","0,2","43,9","0,1",,,
15/10/2014 7.00,"8,0","11,9","0,2","38,2","0,2",,,
15/10/2014 8.00,"11,3","17,7","0,2","31,3","0,2",,,
15/10/2014 9.00,"11,4","17,2","0,2","30,0","0,2",,,
15/10/2014 10.00,"8,6","12,4","0,2","37,6","0,3",,,
15/10/2014 11.00,"5,7","9,1","0,2","45,9","0,4",,,
15/10/2014 12.00,"7,1","11,3","0,2","47,9","0,2",,,
15/10/2014 13.00,"6,1","9,3","0,2","47,1","0,3",,,
15/10/2014 14.00,"5,4","7,4","0,1","47,3","0,2",,,
15/10/2014 15.00,"4,7","6,0","0,1","46,6","0,1",,,
15/10/2014 16.00,"6,0","9,0","0,2","44,6","0,1",,,
15/10/2014 17.00,"5,7","7,3","0,2","45,6","0,3",,,
15/10/2014 18.00,"6,3","8,1","0,2","45,4","0,2",,,
15/10/2014 19.00,"5,8","7,2","0,2","44,6","0,2",,,
15/10/2014 20.00,"5,2","6,5","0,2","46,3","0,1",,,
15/10/2014 21.00,"5,1","6,3","0,1","46,7","0,1",,,
15/10/2014 22.00,"4,7","5,3","0,1","46,3","0,1",,,
15/10/2014 23.00,"4,7","5,3","0,1","44,3","0,1",,,
16/10/2014 0.00,"4,7","5,4","0,1","41,8","0,1",,,
16/10/2014 1.00,"4,7","5,2","0,1","39,6","0,1",,,
16/10/2014 2.00,"4,7","5,1","0,2","41,3","0,1",,,
16/10/2014 3.00,"4,7","5,1","0,2","39,9","0,1",,,
16/10/2014 4.00,"5,2","5,7","0,2","36,8","0,1",,,
16/10/2014 5.00,"7,9","8,7","0,2","30,1","0,2",,,
16/10/2014 6.00,"10,0","13,4","0,2","21,7","0,3",,,
16/10/2014 7.00,"20,6","40,0","0,3","14,2","0,4",,,
16/10/2014 8.00,"21,9","35,5","0,4","9,9","0,5",,,
16/10/2014 9.00,"20,0","35,8","0,5","13,0","0,7",,,
16/10/2014 10.00,"14,0","18,4","0,3","30,6","0,7",,,
16/10/2014 11.00,"13,5","17,8","0,2","37,0","0,5",,,
16/10/2014 12.00,"9,9","13,9","0,2","46,7","0,4",,,
16/10/2014 13.00,"12,1","21,6","0,2","50,3","0,3",,,
16/10/2014 14.00,"12,7","16,6","0,2","50,4","0,4",,,
16/10/2014 15.00,"14,4","17,8","0,2","47,1","0,3",,,
16/10/2014 16.00,"12,0","15,7","0,2","50,6","0,3",,,
16/10/2014 17.00,"12,3","15,9","0,2","46,4","0,2",,,
16/10/2014 18.00,"18,7","25,7","0,2","33,1","1,1",,,
16/10/2014 19.00,"19,0","24,3","0,2","27,6","1,1",,,
16/10/2014 20.00,"14,1","16,3","0,1","33,7","0,8",,,
16/10/2014 21.00,"11,7","12,9","0,1","40,3","0,5",,,
16/10/2014 22.00,"12,3","13,4","0,1","36,6","0,3",,,
16/10/2014 23.00,"11,1","11,7","0,1","36,6","0,4",,,
17/10/2014 0.00,"9,0","9,7","0,1","39,3","0,3",,,
17/10/2014 1.00,"7,5","8,0","0,1","47,4","0,3",,,
17/10/2014 2.00,"6,8","7,4","0,1","41,7","0,9",,,
17/10/2014 3.00,"6,6","7,1",,"44,7","1,8",,,
17/10/2014 4.00,"6,9","7,7","0,1","46,0","3,8",,,
17/10/2014 5.00,"7,5","8,4","0,2","45,4","1,3",,,
17/10/2014 6.00,"12,9","17,8","0,2","43,6","0,4",,,
17/10/2014 7.00,"18,7","24,4","0,2","36,4","0,4",,,
17/10/2014 8.00,"16,6","25,7","0,2","37,1","0,5",,,
17/10/2014 9.00,"16,9","23,6","0,3","44,7","0,5",,,
17/10/2014 10.00,"16,2","21,6","0,3","51,0","0,6",,,
17/10/2014 11.00,"10,5","14,2","0,2","62,4","0,5",,,
17/10/2014 12.00,"9,8","14,3","0,2","67,6","0,3",,,
17/10/2014 13.00,"11,9","17,3","0,2","68,9","0,3",,,
17/10/2014 14.00,"9,7","12,8","0,2","73,1","0,4",,,
17/10/2014 15.00,"7,5","9,6","0,1","74,6","0,2",,,
17/10/2014 16.00,"7,6","9,8","0,1","67,8","0,2",,,
17/10/2014 17.00,"21,8","29,6","0,2","53,0","0,3",,,
17/10/2014 18.00,"34,3","48,2","0,4","24,0","1,7",,,
17/10/2014 19.00,"25,9","34,9","0,2","23,0","1,7",,,
17/10/2014 20.00,"21,7","25,6","0,2","28,7","1,4",,,
17/10/2014 21.00,"19,5","22,8","0,2","22,5","1,5",,,
17/10/2014 22.00,"15,5","16,7","0,2","32,9","1,3",,,
17/10/2014 23.00,"12,0","12,7","0,2","37,2","0,6",,,
18/10/2014 0.00,"9,1","9,7","0,2","39,6","0,4",,,
18/10/2014 1.00,"7,8","8,4","0,2","36,8","0,4",,,
18/10/2014 2.00,"6,6","7,0","0,2","38,1","0,4",,,
18/10/2014 3.00,"6,6","7,1","0,2","36,7","0,3",,,
18/10/2014 4.00,"9,1","9,7","0,2","34,3","0,8",,,
18/10/2014 5.00,"10,4","12,0","0,2","32,6","0,3",,,
18/10/2014 6.00,"16,1","18,7","0,2","33,0","0,3",,,
18/10/2014 7.00,"12,1","15,6","0,2","42,4","0,4",,,
18/10/2014 8.00,"10,1","14,0","0,2","46,6","0,3",,,
18/10/2014 9.00,"8,5","11,7","0,2","50,5","0,3",,,
18/10/2014 10.00,"8,4","12,0","0,2","55,9","0,3",,,
18/10/2014 11.00,"8,0","11,1","0,1","65,5","0,3",,,
18/10/2014 12.00,"7,3","10,2","0,1","73,3","0,2",,,
18/10/2014 13.00,"7,4","10,1","0,2","76,8","0,2",,,
18/10/2014 14.00,"6,3","7,4","0,1","80,3","0,2",,,
18/10/2014 15.00,"6,2","7,7","0,1","76,5","0,2",,,
18/10/2014 16.00,"6,1","7,2","0,1","75,8","0,1",,,
18/10/2014 17.00,"6,8","8,3","0,1","73,8","0,2",,,
18/10/2014 18.00,"8,4","10,0","0,1","69,3","0,2",,,
18/10/2014 19.00,"9,1","10,7","0,1","68,1","0,3",,,
18/10/2014 20.00,"8,7","9,9","0,2","63,8","0,2",,,
18/10/2014 21.00,"8,3","9,1","0,2","56,9","0,2",,,
18/10/2014 22.00,"8,3","9,0","0,2","55,3","0,2",,,
18/10/2014 23.00,"8,3","8,9","0,2","52,1","0,2",,,
19/10/2014 0.00,"8,4","9,1","0,2","48,6","0,2",,,
19/10/2014 1.00,"8,2","8,9","0,2","45,6","0,2",,,
19/10/2014 2.00,"6,7","7,2","0,2","46,0","0,2",,,
19/10/2014 3.00,"6,6","7,3",,"48,5","0,2",,,
19/10/2014 4.00,"6,2","6,7","0,1","60,6","0,2",,,
19/10/2014 5.00,"8,2","9,8","0,1","57,2","0,1",,,
19/10/2014 6.00,"10,1","11,0","0,1","52,5","0,2",,,
19/10/2014 7.00,"11,6","14,0","0,1","49,0","0,2",,,
19/10/2014 8.00,"11,0","15,1","0,1","47,9","0,4",,,
19/10/2014 9.00,"6,2","7,7","0,1","66,5","0,2",,,
19/10/2014 10.00,"5,8","6,9","0,1","70,7","0,2",,,
19/10/2014 11.00,"5,5","6,6","0,1","74,3","0,2",,,
19/10/2014 12.00,"5,7","7,1","0,1","78,2","0,1",,,
19/10/2014 13.00,"5,7","6,8","0,1","80,9","0,1",,,
19/10/2014 14.00,"4,9","5,6","0,1","83,6","0,2",,,
19/10/2014 15.00,"4,9","5,5","0,1","85,3","0,1",,,
19/10/2014 16.00,"6,0","6,6","0,1","84,6","0,1",,,
19/10/2014 17.00,"8,7","9,4","0,1","80,4","0,1",,,
19/10/2014 18.00,"15,1","16,1","0,1","66,5","0,4",,,
19/10/2014 19.00,"21,2","22,9","0,1","56,7","0,4",,,
19/10/2014 20.00,"26,5","28,9","0,1","45,8","0,4",,,
19/10/2014 21.00,"38,9","56,3","0,2","14,8","0,9",,,
19/10/2014 22.00,"27,9","35,8","0,3","4,1","1,9",,,
19/10/2014 23.00,"22,3","28,4","0,2","15,2","2,5",,,
20/10/2014 0.00,"17,9","20,4","0,2","21,8","1,5",,,
20/10/2014 1.00,"12,0","12,9","0,2","27,9","1,1",,,
20/10/2014 2.00,"9,2","9,8","0,1","32,8","0,7",,,
20/10/2014 3.00,"8,4","8,9","0,1","31,2","0,6",,,
20/10/2014 4.00,"9,0","9,6","0,1","32,8","0,6",,,
20/10/2014 5.00,"10,4","11,5","0,1","31,5","0,5",,,
20/10/2014 6.00,"16,0","18,1","0,2","26,2","0,5",,,
20/10/2014 7.00,"29,5","44,4","0,2","13,6","0,8",,,
20/10/2014 8.00,"30,8","53,3","0,2","15,9","1,2",,,
20/10/2014 9.00,"26,9","39,7","0,2","32,6","1,3",,,
20/10/2014 10.00,"12,5","16,9","0,3","65,9","1,0",,,
20/10/2014 11.00,"8,3","11,1","0,2","76,2","0,4",,,
20/10/2014 12.00,"7,2","9,3","0,1","80,3","0,3",,,
20/10/2014 13.00,"6,4","7,6","0,1","81,3","0,3",,,
20/10/2014 14.00,"6,2","7,3","0,1","82,8","0,2",,,
20/10/2014 15.00,"6,1","7,3","0,1","84,8","0,2",,,
20/10/2014 16.00,"7,0","8,4","0,1","82,6","0,1",,,
20/10/2014 17.00,"9,1","9,8","0,1","75,4","0,1",,,
20/10/2014 18.00,"18,1","19,1","0,1","58,8","0,4",,,
20/10/2014 19.00,"30,6","34,5","0,1","35,1","1,8",,,
20/10/2014 20.00,"35,3","50,0","0,2","18,9","1,6",,,
20/10/2014 21.00,"27,1","32,6","0,2","13,5","2,0",,,
20/10/2014 22.00,"18,1","20,4","0,1","19,8","1,8",,,
20/10/2014 23.00,"15,2","17,6","0,3","22,5","1,4",,,
21/10/2014 0.00,"14,6","15,5","0,2","21,1","2,4",,,
21/10/2014 1.00,"9,7","10,2","0,2","28,9","1,5",,,
21/10/2014 2.00,"7,7","8,2","0,1","33,2","0,8",,,
21/10/2014 3.00,"7,6","8,3",,"31,3","0,7",,,
21/10/2014 4.00,"8,0","8,6","0,2","29,3","0,7",,,
21/10/2014 5.00,"9,6","10,7","0,2","35,1","0,6",,,
21/10/2014 6.00,"21,8","27,6","0,2","25,9","0,6",,,
21/10/2014 7.00,"36,3","72,2","0,5","7,8","1,2",,,
21/10/2014 8.00,"28,8","44,9","0,3","22,3","1,3",,,
21/10/2014 9.00,"18,0","26,3","0,2","38,4","1,3",,,
21/10/2014 10.00,"16,8","23,1","0,2","50,3","0,8",,,
21/10/2014 11.00,"14,0","18,5","0,1","60,1","0,9",,,
21/10/2014 12.00,"13,3","17,2","0,1","69,2","0,6",,,
21/10/2014 13.00,"12,0","15,2","0,1","75,5","0,6",,,
21/10/2014 14.00,"12,0","13,6","0,1","80,2","0,6",,,
21/10/2014 15.00,"12,1","14,4","0,1","79,0","0,7",,,
21/10/2014 16.00,"11,6","13,4","0,1","71,8","0,4",,,
21/10/2014 17.00,"10,4","11,8","0,1","63,0","0,5",,,
21/10/2014 18.00,"21,9","28,0","0,2","41,2","1,0",,,
21/10/2014 19.00,"15,8","19,2","0,1","41,3","1,7",,,
21/10/2014 20.00,"13,1","15,1","0,1","39,0","1,4",,,
21/10/2014 21.00,"11,2","12,8","0,1","34,8","1,6",,,
21/10/2014 22.00,"11,6","12,5","0,3","36,8","1,7",,,
21/10/2014 23.00,"8,3","9,4","0,2","43,8","2,3",,,
22/10/2014 0.00,"6,5","7,0","0,2","46,3","1,6",,,
22/10/2014 1.00,"6,4","7,0","0,2","46,1","0,5",,,
22/10/2014 2.00,"6,3","6,7","0,1","42,0","0,3",,,
22/10/2014 3.00,"6,1","6,5","0,1","37,8","0,2",,,
22/10/2014 4.00,"5,6","6,2","0,1","35,3","0,4",,,
22/10/2014 5.00,"6,7","7,5","0,1","33,4","0,3",,,
22/10/2014 6.00,"8,1","10,1","0,1","33,8","0,3",,,
22/10/2014 7.00,"11,5","17,0","0,1","40,7","0,3",,,
22/10/2014 8.00,"11,6","20,9","0,2","43,2","0,4",,,
22/10/2014 9.00,"8,1","11,1","0,1","49,8","0,4",,,
22/10/2014 10.00,"6,8","9,0","0,1","55,9","0,7",,,
22/10/2014 11.00,"6,8","10,0","0,2","58,6","0,3",,,
22/10/2014 12.00,"6,3","8,6","0,2","59,5","0,3",,,
22/10/2014 13.00,"7,6","11,0","0,2","56,1","0,3",,,
22/10/2014 14.00,"7,0","9,5","0,1","59,3","0,4",,,
22/10/2014 15.00,"7,1","8,2","0,1","64,3","0,2",,,
22/10/2014 16.00,"7,0","9,3","0,2","67,3","0,2",,,
22/10/2014 17.00,"7,2","9,2","0,2","70,4","0,2",,,
22/10/2014 18.00,"8,1","9,3","0,2","66,0","0,2",,,
22/10/2014 19.00,"8,1","9,3","0,1","63,8","0,2",,,
22/10/2014 20.00,"8,1","9,1","0,1","61,8","0,2",,,
22/10/2014 21.00,"7,3","7,9","0,8","64,6","0,2",,,
22/10/2014 22.00,"7,3","8,0","1,1","59,4","0,2",,,
22/10/2014 23.00,"5,0","5,6","0,6","64,0","0,2",,,
23/10/2014 0.00,"4,8","5,3","0,1","64,5","0,1",,,
23/10/2014 1.00,"5,0","5,5","0,1","62,9","0,1",,,
23/10/2014 2.00,"5,7","6,2","0,1","59,0","0,2",,,
23/10/2014 3.00,"5,3","5,8",,"57,9","0,2",,,
23/10/2014 4.00,"6,2","6,7","0,1","48,2","0,2",,,
23/10/2014 5.00,"6,6","7,2","0,1","47,9","0,2",,,
23/10/2014 6.00,"8,3","9,1","0,1","47,6","0,2",,,
23/10/2014 7.00,"9,7","11,6","0,1","50,2","0,2",,,
23/10/2014 8.00,"15,3","18,7","0,2","43,6","0,2",,,
23/10/2014 9.00,"10,8","13,7","0,2","48,1","0,3",,,
23/10/2014 10.00,"9,2","12,7","0,2","53,0","0,3",,,
23/10/2014 11.00,"8,3","11,5","0,2","56,1","0,3",,,
23/10/2014 12.00,"9,0","12,3","0,2","55,7","0,3",,,
23/10/2014 13.00,"7,5","10,5","0,3","60,0","0,3",,,
23/10/2014 14.00,"7,8","10,8","0,2","59,7","0,2",,,
23/10/2014 15.00,"7,5","10,1","0,2","59,5","0,3",,,
23/10/2014 16.00,"10,0","13,0","0,2","54,7","0,2",,,
23/10/2014 17.00,"11,6","14,2","0,2","52,8","0,3",,,
23/10/2014 18.00,"14,1","17,6","0,2","48,2","0,5",,,
23/10/2014 19.00,"15,2","17,1","0,2","46,2","0,6",,,
23/10/2014 20.00,"14,6","16,1","0,2","42,6","0,6",,,
23/10/2014 21.00,"12,3","14,2","0,2","34,9","0,6",,,
23/10/2014 22.00,"11,0","12,5","0,3","36,3","0,6",,,
23/10/2014 23.00,"10,3","11,3","0,3","35,3","0,5",,,
24/10/2014 0.00,"9,1","9,6","0,2","44,1","0,4",,,
24/10/2014 1.00,"8,3","8,8","0,2","45,9","0,3",,,
24/10/2014 2.00,"7,5","8,0","0,2","47,2","0,3",,,
24/10/2014 3.00,"6,3","6,8","0,2","44,6","0,3",,,
24/10/2014 4.00,"6,8","7,3","0,1","52,3","0,3",,,
24/10/2014 5.00,"8,4","9,1","0,2","51,8","0,2",,,
24/10/2014 6.00,"8,6","9,5","0,2","56,4","0,2",,,
24/10/2014 7.00,"14,3","16,5","0,2","46,2","0,3",,,
24/10/2014 8.00,"19,6","25,0","0,2","38,5","0,3",,,
24/10/2014 9.00,"16,6","20,5","0,2","41,1","0,7",,,
24/10/2014 10.00,"15,9","21,6","0,2","38,5","1,1",,,
24/10/2014 11.00,"8,1","10,4","0,2","52,1","0,7",,,
24/10/2014 12.00,"8,0","10,7","0,2","53,2","0,2",,,
24/10/2014 13.00,"8,6","12,2","0,2","55,8","0,3",,,
24/10/2014 14.00,"7,1","9,2","0,2","57,1","0,3",,,
24/10/2014 15.00,"7,5","10,6","0,2","60,6","0,3",,,
24/10/2014 16.00,"7,7","9,8","0,2","60,8","0,3",,,
24/10/2014 17.00,"8,4","10,7","0,2","62,0","0,3",,,
24/10/2014 18.00,"9,3","12,8","0,2","60,7","0,4",,,
24/10/2014 19.00,"8,7","10,2","0,1","62,9","0,3",,,
24/10/2014 20.00,"7,9","9,7","0,1","61,4","0,3",,,
24/10/2014 21.00,"7,1","7,8","0,1","61,8","0,3",,,
24/10/2014 22.00,"6,5","7,1","0,1","61,5","0,3",,,
24/10/2014 23.00,"6,2","6,8","0,2","60,9","0,2",,,
25/10/2014 0.00,"5,5","6,0","0,1","60,2","0,3",,,
25/10/2014 1.00,"5,2","5,7","0,1","61,7","0,3",,,
25/10/2014 2.00,"5,5","6,0","0,2","58,6","0,3",,,
25/10/2014 3.00,"8,0","8,5",,"40,9","0,5",,,
25/10/2014 4.00,"6,8","7,4","0,2","42,6","0,7",,,
25/10/2014 5.00,"6,9","7,7","0,2","46,0","0,6",,,
25/10/2014 6.00,"10,3","14,0","0,1","46,4","0,4",,,
25/10/2014 7.00,"11,6","14,6","0,2","41,4","0,6",,,
25/10/2014 8.00,"14,1","19,9","0,2","39,2","0,6",,,
25/10/2014 9.00,"11,4","16,4","0,2","45,3","0,6",,,
25/10/2014 10.00,"8,2","11,6","0,2","53,2","0,5",,,
25/10/2014 11.00,"7,3","10,5","0,1","56,2","0,5",,,
25/10/2014 12.00,"6,0","7,9","0,1","61,5","0,4",,,
25/10/2014 13.00,"6,7","9,1","0,1","59,3","0,3",,,
25/10/2014 14.00,"6,3","8,3","0,1","60,9","0,5",,,
25/10/2014 15.00,"7,1","8,9","0,1","60,1","0,4",,,
25/10/2014 16.00,"10,1","12,5","0,2","54,0","0,6",,,
25/10/2014 17.00,"13,9","17,1","0,2","47,0","1,0",,,
25/10/2014 18.00,"9,9","11,9","0,2","59,7","0,9",,,
25/10/2014 19.00,"8,7","10,1","0,2","63,9","0,5",,,
25/10/2014 20.00,"9,0","10,8","0,1","64,2","0,6",,,
25/10/2014 21.00,"7,1","8,0","0,1","64,2","0,5",,,
25/10/2014 22.00,"6,4","6,9","0,1","58,0","0,5",,,
25/10/2014 23.00,"6,1","6,6","0,2","56,9","0,4",,,
26/10/2014 0.00,"6,4","6,9","0,1","55,1","0,4",,,
26/10/2014 1.00,"6,3","6,8","0,1","52,9","0,4",,,
26/10/2014 2.00,"6,0","6,5","0,1","53,3","0,4",,,
26/10/2014 3.00,"6,6","7,1","0,1","53,4","0,4",,,
26/10/2014 4.00,"5,6","6,1","0,1","54,4","0,4",,,
26/10/2014 5.00,"6,0","6,5","0,1","54,3","0,4",,,
26/10/2014 6.00,"6,3","6,9","0,1","53,5","0,4",,,
26/10/2014 7.00,"6,3","7,4","1,8","53,9","0,4",,,
26/10/2014 8.00,"7,8","10,5","3,5","51,3","0,4",,,
26/10/2014 9.00,"5,8","7,7","2,6","53,1","0,4",,,
26/10/2014 10.00,"5,9","8,3","1,1","54,4","0,4",,,
26/10/2014 11.00,"5,2","7,4","0,7","58,9","0,4",,,
26/10/2014 12.00,"5,2","7,2","2,4","62,3","0,5",,,
26/10/2014 13.00,"5,9","8,5","1,6","64,9","0,4",,,
26/10/2014 14.00,"5,7","6,9","1,0","67,3","0,4",,,
26/10/2014 15.00,"5,5","6,4","0,7","70,0","0,4",,,
26/10/2014 16.00,"5,9","7,2","2,3","70,5","0,4",,,
26/10/2014 17.00,"7,5","8,4","2,0","68,0","0,4",,,
26/10/2014 18.00,"13,2","14,9","1,5","58,3","0,6",,,
26/10/2014 19.00,"16,3","18,9","1,2","49,2","0,9",,,
26/10/2014 20.00,"12,1","13,5","1,0","51,5","1,1",,,
26/10/2014 21.00,"6,5","7,1","0,7","59,9","0,7",,,
26/10/2014 22.00,"6,4","7,0","0,7","58,3","0,4",,,
26/10/2014 23.00,"6,3","6,8","0,5","57,3","0,4",,,
27/10/2014 0.00,"6,5","7,0","0,2","56,9","0,4",,,
27/10/2014 1.00,"6,1","6,6","0,2","57,2","0,4",,,
27/10/2014 2.00,"5,2","5,6","0,2","56,9","0,4",,,
27/10/2014 3.00,"6,4","6,9",,"52,9","0,4",,,
27/10/2014 4.00,"7,3","8,0","0,2","46,3","0,5",,,
27/10/2014 5.00,"7,0","7,9","0,2","46,6","0,5",,,
27/10/2014 6.00,"14,3","16,1","0,2","39,1","0,4",,,
27/10/2014 7.00,"21,0","27,6","0,5","31,5","0,6",,,
27/10/2014 8.00,"28,5","44,6","0,6","22,2","0,8",,,
27/10/2014 9.00,"12,3","17,7","0,3","47,4","0,9",,,
27/10/2014 10.00,"7,0","9,7","0,2","57,5","0,4",,,
27/10/2014 11.00,"5,8","8,4","0,2","61,3","0,4",,,
27/10/2014 12.00,"5,9","8,0","0,2","64,2","0,4",,,
27/10/2014 13.00,"5,8","7,6","0,2","67,3","0,4",,,
27/10/2014 14.00,"6,4","9,0","0,2","68,3","0,4",,,
27/10/2014 15.00,"6,4","7,8","0,1","71,2","0,4",,,
27/10/2014 16.00,"7,1","8,6","0,1","71,1","0,4",,,
27/10/2014 17.00,"12,2","15,1","0,1","63,8","0,4",,,
27/10/2014 18.00,"29,3","36,4","0,2","39,1","0,8",,,
27/10/2014 19.00,"20,9","24,5","0,2","40,5","1,3",,,
27/10/2014 20.00,"18,8","21,7","0,2","44,0","1,9",,,
27/10/2014 21.00,"17,2","19,4","0,2","45,6","1,7",,,
27/10/2014 22.00,"17,8","20,0","0,3","40,9","1,6",,,
27/10/2014 23.00,"8,9","9,7","0,2","48,8","1,5",,,
28/10/2014 0.00,"7,7","8,4","0,2","52,7","0,6",,,
28/10/2014 1.00,"8,1","8,6","0,2","50,1","0,6",,,
28/10/2014 2.00,"6,4","6,9","0,2","49,5","0,6",,,
28/10/2014 3.00,"6,5","7,2","0,1","47,6","0,5",,,
28/10/2014 4.00,"6,9","7,4","0,1","49,2","0,5",,,
28/10/2014 5.00,"6,5","7,3","0,1","50,3","0,4",,,
28/10/2014 6.00,"17,5","32,8","0,2","36,7","0,5",,,
28/10/2014 7.00,"22,3","33,5","0,2","27,6","0,6",,,
28/10/2014 8.00,"14,9","18,7","0,1","42,2","0,6",,,
28/10/2014 9.00,"9,2","13,0","0,1","53,3","0,4",,,
28/10/2014 10.00,"6,4","9,1","0,1","59,4","0,4",,,
28/10/2014 11.00,"6,2","9,0","0,1","61,9","0,4",,,
28/10/2014 12.00,"6,3","8,8","0,1","65,7","0,4",,,
28/10/2014 13.00,"5,9","7,6","0,1","69,4","0,4",,,
28/10/2014 14.00,"6,1","8,2","0,1","71,0","0,3",,,
28/10/2014 15.00,"6,3","8,1","0,1","73,0","0,4",,,
28/10/2014 16.00,"7,1","9,2","0,1","72,5","0,3",,,
28/10/2014 17.00,"14,5","16,6","0,2","63,6","0,4",,,
28/10/2014 18.00,"20,4","22,4","0,2","46,8","1,3",,,
28/10/2014 19.00,"24,4","27,6","0,2","38,9","1,8",,,
28/10/2014 20.00,"23,0","25,5","0,2","41,2","1,9",,,
28/10/2014 21.00,"24,8","27,9","0,2","37,1","1,8",,,
28/10/2014 22.00,"23,4","26,5","0,2","31,9","2,1",,,
28/10/2014 23.00,"16,2","17,8","0,2","40,5","2,3",,,
29/10/2014 0.00,"15,4","16,2","0,3","43,1","1,4",,,
29/10/2014 1.00,"13,6","14,5","0,3","39,4","1,4",,,
29/10/2014 2.00,"9,4","9,9","0,2","39,0","1,2",,,
29/10/2014 3.00,"8,9","9,5",,"38,3","0,9",,,
29/10/2014 4.00,"8,1","8,6","0,4","39,0","0,8",,,
29/10/2014 5.00,"9,0","9,6","0,4","38,0","0,8",,,
29/10/2014 6.00,"14,8","17,0","0,3","37,9","0,7",,,
29/10/2014 7.00,"17,3","20,7","0,4","34,1","0,7",,,
29/10/2014 8.00,"26,2","37,2","0,4","23,8","0,8",,,
29/10/2014 9.00,"21,0","31,2","0,4","31,3","1,2",,,
29/10/2014 10.00,"12,3","17,0","0,3","56,7","0,8",,,
29/10/2014 11.00,"10,1","13,7","0,3","62,1","0,5",,,
29/10/2014 12.00,"9,0","12,2","0,2","68,1","0,5",,,
29/10/2014 13.00,"8,1","11,4","0,2","71,8","0,5",,,
29/10/2014 14.00,"9,4","14,4","0,2","72,1","0,4",,,
29/10/2014 15.00,"9,7","12,8","0,2","72,4","0,5",,,
29/10/2014 16.00,"10,0","12,8","0,3","70,4","0,5",,,
29/10/2014 17.00,"14,9","19,6","0,3","62,5","0,7",,,
29/10/2014 18.00,"22,6","26,2","0,4","49,4","1,1",,,
