Stat,San Vito dei Normanni,,,,,,,
,,,,,,,,,
Parm,NO2,NOX,CO,O3,BENZENE,,,
Unit,ug/m3 293K,ug/m3 293K,mg/m3 293K,ug/m3 293K,ug/m3 293K,,,
Field,Aver,Aver,Aver,Aver,Aver,,,
,,,,
,,,,,
,,,,,,,
28/04/2014 21.00,"9,9","13,6","0,3","40,0","0,7",,,
28/04/2014 22.00,"8,4","12,0","0,3","36,7","1,8",,,
28/04/2014 23.00,"5,7","8,5","0,3","49,0","1,4",,,
29/04/2014 0.00,"4,4","7,4","0,3","54,5","0,7",,,
29/04/2014 1.00,"4,2","7,0","0,3","56,9","0,4",,,
29/04/2014 2.00,"2,8","5,6","0,3","58,1","0,4",,,
29/04/2014 3.00,"2,5","5,3","0,3","65,7","0,3",,,
29/04/2014 4.00,"4,6","7,5","0,3","63,2","0,9",,,
29/04/2014 5.00,"4,4","7,3","0,3","68,0","0,4",,,
29/04/2014 6.00,"13,1","16,6","0,3","58,7","0,5",,,
29/04/2014 7.00,"13,2","18,4","0,4","56,4","0,7",,,
29/04/2014 8.00,,,,,,,,
29/04/2014 9.00,"8,1","13,1","0,4","66,5","0,9",,,
29/04/2014 10.00,"9,1","15,0","0,4","69,6","1,0",,,
29/04/2014 11.00,"5,6","10,3","0,4","75,4","1,0",,,
29/04/2014 12.00,"5,3","9,9","0,3","83,4","0,6",,,
29/04/2014 13.00,"6,4","10,8","0,3","87,0","0,8",,,
29/04/2014 14.00,"5,9","9,1","0,3","82,6","0,5",,,
29/04/2014 15.00,"5,4","8,5","0,3","81,5","0,7",,,
29/04/2014 16.00,"6,2","10,5","0,4","80,5","0,5",,,
29/04/2014 17.00,"4,9","7,9","0,4","74,1","0,6",,,
29/04/2014 18.00,"5,1","8,4","0,3","72,0","0,6",,,
29/04/2014 19.00,"7,0","10,3","0,4","68,1","0,4",,,
29/04/2014 20.00,"9,4","12,6","0,4","59,3","0,6",,,
29/04/2014 21.00,"7,9","11,4","0,4","60,9","1,1",,,
29/04/2014 22.00,"6,9","10,0","0,4","49,3","1,1",,,
29/04/2014 23.00,"7,9","11,1","0,5","43,9","5,1",,,
30/04/2014 0.00,"6,8","9,6","0,5","39,5","2,5",,,
30/04/2014 1.00,"4,3","7,0","0,3","64,5","1,4",,,
30/04/2014 2.00,"4,2","7,0","0,3","76,3","1,1",,,
30/04/2014 3.00,"4,6","7,4",,"73,1","0,6",,,
30/04/2014 4.00,"3,6","6,3","0,3","66,3","0,8",,,
30/04/2014 5.00,"4,6","7,3","0,3","62,7","0,6",,,
30/04/2014 6.00,"6,5","9,7","0,3","49,7","0,6",,,
30/04/2014 7.00,"12,3","17,1","0,3","47,2","0,3",,,
30/04/2014 8.00,"14,9","23,6","0,3","50,7","0,7",,,
30/04/2014 9.00,"5,5","9,6","0,3","86,3","0,5",,,
30/04/2014 10.00,"5,1","8,8","0,3","93,6","0,2",,,
30/04/2014 11.00,"4,2","7,5","0,3","97,8","0,2",,,
30/04/2014 12.00,"4,2","7,5","0,3","99,0","0,2",,,
30/04/2014 13.00,"3,3","6,5","0,3","97,9","0,2",,,
30/04/2014 14.00,"3,4","6,5","0,3","99,1","0,2",,,
30/04/2014 15.00,"3,6","7,3","0,3","98,2","0,2",,,
30/04/2014 16.00,"4,7","8,1","0,3","98,5","0,2",,,
30/04/2014 17.00,"5,2","8,7","0,3","91,5","0,3",,,
30/04/2014 18.00,"5,9","10,1","0,3","89,1","0,3",,,
30/04/2014 19.00,"5,3","9,1","0,3","87,0","0,3",,,
30/04/2014 20.00,"5,5","9,4","0,3","84,7","0,3",,,
30/04/2014 21.00,"6,2","10,2","0,3","78,2","0,3",,,
30/04/2014 22.00,"4,5","7,7","0,3","74,2","0,4",,,
30/04/2014 23.00,"4,6","7,6","0,3","65,9","0,4",,,
01/05/2014 0.00,"4,6","7,7","0,3","61,8","0,3",,,
01/05/2014 1.00,"4,1","7,0","0,3","59,7","0,3",,,
01/05/2014 2.00,"3,9","6,8","0,3","59,4","0,2",,,
01/05/2014 3.00,"4,3","7,1","0,3","51,9","0,2",,,
01/05/2014 4.00,"4,6","7,4","0,3","48,4","0,3",,,
01/05/2014 5.00,"5,5","8,5","0,3","44,7","0,3",,,
01/05/2014 6.00,"6,2","9,4","0,3","41,5","0,4",,,
01/05/2014 7.00,"8,4","12,1","0,3","40,8","0,4",,,
01/05/2014 8.00,"7,4","12,0","0,3","40,3","0,6",,,
01/05/2014 9.00,"9,3","14,5","0,3","41,0","1,1",,,
01/05/2014 10.00,"6,5","10,4","0,3","56,9","1,4",,,
01/05/2014 11.00,"5,1","8,6","0,3","71,3","0,5",,,
01/05/2014 12.00,"6,6","10,7","0,3","72,8","0,4",,,
01/05/2014 13.00,"5,5","8,9","0,3","78,8","0,5",,,
01/05/2014 14.00,"5,0","8,3","0,3","75,4","0,6",,,
01/05/2014 15.00,"2,7","5,7","0,3","77,7","0,5",,,
01/05/2014 16.00,"2,7","6,0","0,3","81,9","0,2",,,
01/05/2014 17.00,"3,6","6,7","0,3","82,6","0,2",,,
01/05/2014 18.00,"4,4","7,4","0,3","86,8","0,3",,,
01/05/2014 19.00,"3,1","6,1","0,3","88,1","0,2",,,
01/05/2014 20.00,"4,6","7,4","0,3","79,9","0,2",,,
01/05/2014 21.00,"10,3","14,6","0,3","67,1","0,3",,,
01/05/2014 22.00,"13,6","18,0","0,3","43,3","0,7",,,
01/05/2014 23.00,"19,9","24,5","0,4","31,7","0,8",,,
02/05/2014 0.00,"18,8","23,4","0,5","27,0","2,0",,,
02/05/2014 1.00,"9,1","11,9","0,4","34,5","1,4",,,
02/05/2014 2.00,"6,0","8,8","0,4","37,5","0,8",,,
02/05/2014 3.00,"3,8","6,6",,"34,6","0,6",,,
02/05/2014 4.00,"3,8","6,5","0,3","30,6","0,7",,,
02/05/2014 5.00,"4,9","7,9","0,3","39,4","0,5",,,
02/05/2014 6.00,"14,5","19,5","0,3","37,2","0,4",,,
02/05/2014 7.00,"20,5","27,3","0,3","33,6","0,6",,,
02/05/2014 8.00,"30,3","44,1","0,4","30,3","0,8",,,
02/05/2014 9.00,"11,7","18,4","0,4","49,3","1,3",,,
02/05/2014 10.00,"10,6","16,7","0,4","56,2","0,8",,,
02/05/2014 11.00,"6,9","11,2","0,3","74,3","0,8",,,
02/05/2014 12.00,"5,6","9,9","0,3","85,1","0,6",,,
02/05/2014 13.00,"6,3","10,4","0,3","84,9","0,3",,,
02/05/2014 14.00,"6,8","9,8","0,3","80,4","0,4",,,
02/05/2014 15.00,"7,0","10,7","0,3","71,8","0,3",,,
02/05/2014 16.00,"5,1","8,5","0,3","71,6","0,3",,,
02/05/2014 17.00,"5,0","9,2","0,3","74,0","0,3",,,
02/05/2014 18.00,"4,4","8,6","0,3","86,0","0,2",,,
02/05/2014 19.00,"5,8","10,2","0,3","79,3","0,3",,,
02/05/2014 20.00,"8,4","12,9","0,3","66,6","0,3",,,
02/05/2014 21.00,"7,7","11,3","0,3","63,2","0,6",,,
02/05/2014 22.00,"6,0","9,1","0,3","61,6","0,5",,,
02/05/2014 23.00,"5,2","8,1","0,3","52,3","0,5",,,
03/05/2014 0.00,"4,3","7,2","0,3","46,2","0,5",,,
03/05/2014 1.00,"2,9","5,8","0,3","47,0","0,3",,,
03/05/2014 2.00,"2,4","5,2","0,3","46,3","0,2",,,
03/05/2014 3.00,"2,4","5,1","0,3","45,7","0,1",,,
03/05/2014 4.00,"2,4","5,1","0,3","46,3","0,1",,,
03/05/2014 5.00,"2,4","5,2","0,3","48,2","0,2",,,
03/05/2014 6.00,"2,8","5,8","0,3","44,3","0,2",,,
03/05/2014 7.00,"4,1","7,4","0,3","40,2","0,4",,,
03/05/2014 8.00,"3,8","7,1","0,3","44,3","0,7",,,
03/05/2014 9.00,"5,0","8,6","0,3","48,5","0,7",,,
03/05/2014 10.00,"6,7","11,0","0,3","69,2","0,4",,,
03/05/2014 11.00,"6,1","10,8","0,3","63,2","0,4",,,
03/05/2014 12.00,"5,5","9,6","0,3","68,7","0,4",,,
03/05/2014 13.00,"4,1","7,7","0,3","73,9","0,5",,,
03/05/2014 14.00,"3,0","6,1","0,3","77,6","0,3",,,
03/05/2014 15.00,"2,5","5,4","0,3","79,7","0,2",,,
03/05/2014 16.00,"2,9","6,0","0,3","82,7","0,1",,,
03/05/2014 17.00,"2,8","6,0","0,3","87,6","0,2",,,
03/05/2014 18.00,"3,0","6,3","0,3","84,4","0,2",,,
03/05/2014 19.00,"3,9","7,4","0,3","77,8","0,3",,,
03/05/2014 20.00,"4,0","7,5","0,3","76,4","0,2",,,
03/05/2014 21.00,"4,7","8,3","0,3","75,9","0,3",,,
03/05/2014 22.00,"4,2","7,1","0,3","65,5","0,4",,,
03/05/2014 23.00,"3,1","5,8","0,3","75,7","0,3",,,
04/05/2014 0.00,"4,2","7,1","0,3","70,8","0,3",,,
04/05/2014 1.00,"4,0","6,6","0,3","63,5","0,2",,,
04/05/2014 2.00,"4,0","6,7","0,3","56,2","0,2",,,
04/05/2014 3.00,"3,7","6,4",,"54,4","0,2",,,
04/05/2014 4.00,"2,9","5,6","0,3","55,9","0,2",,,
04/05/2014 5.00,"2,7","5,4","0,3","51,3","0,2",,,
04/05/2014 6.00,"3,2","6,0","0,3","51,8","0,2",,,
04/05/2014 7.00,"4,0","6,7","0,3","47,7","0,3",,,
04/05/2014 8.00,"4,0","7,1","0,3","60,1","0,3",,,
04/05/2014 9.00,"4,8","8,3","0,3","72,9","0,3",,,
04/05/2014 10.00,"3,6","6,6","0,3","84,8","0,3",,,
04/05/2014 11.00,"3,4","6,8","0,3","85,0","0,2",,,
04/05/2014 12.00,"3,3","6,6","0,3","86,0","0,2",,,
04/05/2014 13.00,"3,3","6,3","0,4","90,3","0,1",,,
04/05/2014 14.00,"2,7","5,8","0,4","94,2","0,1",,,
04/05/2014 15.00,"2,8","5,7","0,4","93,5","0,1",,,
04/05/2014 16.00,"2,7","5,7","0,4","91,7","0,2",,,
04/05/2014 17.00,"2,6","5,5","0,4","93,5","0,1",,,
04/05/2014 18.00,"4,4","7,4","0,4","87,3","0,1",,,
04/05/2014 19.00,"3,4","6,3","0,4","83,0","0,2",,,
04/05/2014 20.00,"3,2","6,2","0,4","72,4","0,3",,,
04/05/2014 21.00,"3,2","6,1","0,5","64,1","0,5",,,
04/05/2014 22.00,"4,0","7,1","0,4","64,7","0,5",,,
04/05/2014 23.00,"3,9","6,8","0,4","61,1","0,5",,,
05/05/2014 0.00,"3,9","6,7","0,4","59,8","0,4",,,
05/05/2014 1.00,"3,1","5,9","0,3","62,6","0,4",,,
05/05/2014 2.00,"3,9","6,6","0,3","60,1","0,4",,,
05/05/2014 3.00,"3,2","5,9","0,3","60,0","0,3",,,
05/05/2014 4.00,"2,7","5,5","0,3","59,7","0,3",,,
05/05/2014 5.00,"3,5","6,5","0,3","58,6","0,3",,,
05/05/2014 6.00,"5,3","8,3","0,3","58,1","0,4",,,
05/05/2014 7.00,"6,0","9,6","0,3","56,7","0,4",,,
05/05/2014 8.00,"5,3","9,9","0,3","55,2","0,5",,,
05/05/2014 9.00,"3,3","6,8","0,3","64,4","0,4",,,
05/05/2014 10.00,"3,4","6,8","0,3","63,0","0,4",,,
05/05/2014 11.00,"3,1","6,5","0,3","76,3","0,4",,,
05/05/2014 12.00,"3,2","6,5","0,3","84,4","0,3",,,
05/05/2014 13.00,"3,5","6,9","0,3","89,7","0,3",,,
05/05/2014 14.00,"3,6","7,2","0,3","89,5","0,3",,,
05/05/2014 15.00,"3,5","6,9","0,3","92,7","0,2",,,
05/05/2014 16.00,"3,6","7,1","0,3","95,4","0,2",,,
05/05/2014 17.00,"3,6","6,7","0,3","98,1","0,2",,,
05/05/2014 18.00,"3,8","7,2","0,3","94,9","0,2",,,
05/05/2014 19.00,"3,6","6,6","0,3","94,8","0,3",,,
05/05/2014 20.00,"4,0","7,2","0,3","91,2","0,4",,,
05/05/2014 21.00,"5,6","8,9","0,3","89,3","1,9",,,
05/05/2014 22.00,"5,4","8,5","0,3","86,5","2,2",,,
05/05/2014 23.00,"4,3","7,2","0,3","81,0","0,8",,,
06/05/2014 0.00,"4,1","7,1","0,3","80,7","0,5",,,
06/05/2014 1.00,"3,7","6,5","0,3","85,3","0,3",,,
06/05/2014 2.00,"3,2","6,0","0,3","89,5","0,2",,,
06/05/2014 3.00,"3,2","6,0",,"88,8","0,3",,,
06/05/2014 4.00,"2,4","5,2","0,3","90,1","0,2",,,
06/05/2014 5.00,"3,4","6,2","0,3","89,4","0,2",,,
06/05/2014 6.00,"5,5","8,6","0,3","87,0","0,2",,,
06/05/2014 7.00,"7,1","10,3","0,3","82,7","0,2",,,
06/05/2014 8.00,"5,8","10,3","0,3","83,4","0,3",,,
06/05/2014 9.00,"4,8","8,6","0,3","87,1","0,3",,,
06/05/2014 10.00,"4,0","7,4","0,3","91,4","0,2",,,
06/05/2014 11.00,"3,8","7,2","0,3","94,4","0,2",,,
06/05/2014 12.00,"3,6","6,9","0,3","96,6","0,2",,,
06/05/2014 13.00,"3,5","7,1","0,3","97,6","0,3",,,
06/05/2014 14.00,"4,0","7,9","0,3","98,3","0,2",,,
06/05/2014 15.00,"3,4","6,7","0,3","99,8","0,2",,,
06/05/2014 16.00,"3,3","6,4","0,3","99,6","0,2",,,
06/05/2014 17.00,"3,7","6,8","0,4","102,2","0,2",,,
06/05/2014 18.00,"4,8","8,3","0,3","102,1","0,2",,,
06/05/2014 19.00,"4,5","7,6","0,3","102,5","0,2",,,
06/05/2014 20.00,"7,0","9,9","0,3","90,9","0,3",,,
06/05/2014 21.00,"10,2","13,9","0,4","63,8","0,6",,,
06/05/2014 22.00,"10,1","13,9","0,5","49,1","1,2",,,
06/05/2014 23.00,"12,8","18,1","0,5","35,3","1,3",,,
07/05/2014 0.00,"8,6","11,6","0,5","39,9","1,7",,,
07/05/2014 1.00,"6,8","9,7","0,3","33,9","1,1",,,
07/05/2014 2.00,"6,9","10,1","0,4","32,9","1,0",,,
07/05/2014 3.00,"4,9","7,7","0,4","40,8","1,0",,,
07/05/2014 4.00,"5,3","8,1","0,4","48,3","0,8",,,
07/05/2014 5.00,"4,7","7,5","0,3","45,2","0,7",,,
07/05/2014 6.00,"10,0","14,5","0,3","50,7","0,8",,,
07/05/2014 7.00,"12,8","18,8","0,3","52,0","1,3",,,
07/05/2014 8.00,"10,7","17,7","0,3","62,6","1,1",,,
07/05/2014 9.00,"7,9","13,4","0,3","79,2","0,7",,,
07/05/2014 10.00,"6,0","10,2","0,3","95,1","0,4",,,
07/05/2014 11.00,"4,5","7,8","0,3","103,9","0,5",,,
07/05/2014 12.00,"4,5","7,9","0,3","110,1","0,4",,,
07/05/2014 13.00,"4,1","7,7","0,3","113,2","0,4",,,
07/05/2014 14.00,"4,4","8,3","0,3","112,9","0,4",,,
07/05/2014 15.00,"4,2","8,2","0,3","114,6","0,2",,,
07/05/2014 16.00,"3,7","7,2","0,3","112,6","0,2",,,
07/05/2014 17.00,"3,9","7,6","0,3","112,5","0,2",,,
07/05/2014 18.00,"4,9","8,6","0,3","113,9","0,2",,,
07/05/2014 19.00,"7,6","12,1","0,3","105,7","0,2",,,
07/05/2014 20.00,"7,6","11,7","0,3","93,2","0,4",,,
07/05/2014 21.00,"7,6","11,3","0,3","86,7","0,4",,,
07/05/2014 22.00,"5,5","8,6","0,3","82,0","0,6",,,
07/05/2014 23.00,"6,3","9,3","0,3","72,0","0,8",,,
08/05/2014 0.00,"5,5","8,3","0,3","66,3","0,9",,,
08/05/2014 1.00,"4,4","7,5","0,3","65,2","0,6",,,
08/05/2014 2.00,"2,9","5,8","0,4","70,9","0,3",,,
08/05/2014 3.00,"2,4","5,2",,"73,4","0,3",,,
08/05/2014 4.00,"2,7","5,6","0,4","72,9","0,7",,,
08/05/2014 5.00,"3,6","6,4","0,3","67,4","0,3",,,
08/05/2014 6.00,"6,7","10,5","0,4","64,6","0,3",,,
08/05/2014 7.00,"9,4","14,5","0,5","54,0","1,0",,,
08/05/2014 8.00,"10,5","19,1","0,5","56,0","0,8",,,
08/05/2014 9.00,"9,5","16,6","0,5","69,2","1,2",,,
08/05/2014 10.00,"6,8","11,7","0,5","93,0","0,8",,,
08/05/2014 11.00,"5,6","9,0","0,5","106,6","0,7",,,
08/05/2014 12.00,"4,9","8,5","0,4","108,6","0,3",,,
08/05/2014 13.00,"5,8","9,5","0,4","108,8","0,3",,,
08/05/2014 14.00,"5,4","9,2","0,4","105,7","0,4",,,
08/05/2014 15.00,"4,5","7,7","0,4","98,8","0,2",,,
08/05/2014 16.00,"4,5","7,6","0,4","98,6","0,2",,,
08/05/2014 17.00,"4,4","7,6","0,3","101,4","0,3",,,
08/05/2014 18.00,"4,2","7,4","0,3","102,5","0,3",,,
08/05/2014 19.00,"4,9","8,2","0,3","99,9","0,3",,,
08/05/2014 20.00,"5,4","8,8","0,3","100,1","0,3",,,
08/05/2014 21.00,"5,5","8,5","0,5","99,5","0,3",,,
08/05/2014 22.00,"4,5","7,4","0,5","97,4","0,4",,,
08/05/2014 23.00,"6,0","8,8","0,3","86,6","0,4",,,
09/05/2014 0.00,"4,3","7,1","0,3","89,7","0,4",,,
09/05/2014 1.00,"3,4","6,3","0,4","91,0","0,3",,,
09/05/2014 2.00,"2,5","5,4","0,4","92,7","0,2",,,
09/05/2014 3.00,"2,3","5,1","0,4","91,8","0,2",,,
09/05/2014 4.00,"2,4","5,2","0,5","91,6","0,1",,,
09/05/2014 5.00,"3,7","6,6","0,5","90,5","0,2",,,
09/05/2014 6.00,"4,2","7,2","0,5","89,2","0,3",,,
09/05/2014 7.00,"4,6","8,0","0,5","86,9","0,2",,,
09/05/2014 8.00,"4,8","8,9","0,3","86,0","0,2",,,
09/05/2014 9.00,"4,2","8,2","0,3","87,2","0,2",,,
09/05/2014 10.00,"3,9","7,5","0,3","90,1","0,2",,,
09/05/2014 11.00,"3,4","6,7","0,5","93,3","0,2",,,
09/05/2014 12.00,"3,2","6,3","0,7","94,6","0,2",,,
09/05/2014 13.00,"3,3","6,6","0,4","96,4","0,2",,,
09/05/2014 14.00,"3,5","7,4","0,5","97,0","0,2",,,
09/05/2014 15.00,"3,1","6,6","0,6","98,7","0,1",,,
09/05/2014 16.00,"3,8","7,0","0,6","98,5","0,2",,,
09/05/2014 17.00,"3,8","7,3","1,1","97,2","0,2",,,
09/05/2014 18.00,"4,2","7,6","1,3","96,4","0,1",,,
09/05/2014 19.00,"4,6","7,8","0,7","96,7","0,1",,,
09/05/2014 20.00,"7,3","11,0","0,8","80,3","0,2",,,
09/05/2014 21.00,"11,2","14,6","0,8","80,0",,,,
09/05/2014 22.00,"5,8","8,7","0,3","85,2","0,6",,,
09/05/2014 23.00,"6,1","8,9","0,3","85,1","0,9",,,
10/05/2014 0.00,"4,8","7,7","0,3","87,1","0,3",,,
10/05/2014 1.00,"4,0","6,8","0,3","90,2","0,2",,,
10/05/2014 2.00,"2,8","5,6","0,3","98,1","0,1",,,
10/05/2014 3.00,"2,8","5,6",,"95,5","0,1",,,
10/05/2014 4.00,"3,3","6,1","0,3","89,1","0,2",,,
10/05/2014 5.00,"6,4","9,6","0,3","65,7","0,3",,,
10/05/2014 6.00,"17,2","24,8","0,4","45,2","0,2",,,
10/05/2014 7.00,"19,0","26,2","0,4","47,2","1,0",,,
10/05/2014 8.00,"7,2","11,4","0,4","85,3","0,7",,,
10/05/2014 9.00,"6,1","10,6","0,4","90,3","0,3",,,
10/05/2014 10.00,"5,0","8,7","0,4","96,8","0,3",,,
10/05/2014 11.00,"4,4","8,0","0,3","101,4","0,2",,,
10/05/2014 12.00,"4,1","7,6","0,3","103,2","0,2",,,
10/05/2014 13.00,"5,0","9,0","0,3","104,0","0,2",,,
10/05/2014 14.00,"4,8","8,9","0,3","103,8","0,1",,,
10/05/2014 15.00,"3,2","6,2","0,3","108,5","0,1",,,
10/05/2014 16.00,"3,3","6,7","0,4","108,9","0,1",,,
10/05/2014 17.00,"3,2","6,5","0,4","108,7","0,2",,,
10/05/2014 18.00,"3,6","6,9","0,4","106,0","0,1",,,
10/05/2014 19.00,"6,3","9,5","0,4","101,9","0,2",,,
10/05/2014 20.00,"14,2","17,9","0,4","86,8","0,4",,,
10/05/2014 21.00,"21,6","25,4","0,4","71,6","1,0",,,
10/05/2014 22.00,"20,8","24,7","0,5","55,4","1,4",,,
10/05/2014 23.00,"15,9","21,4","0,4","40,8","1,4",,,
11/05/2014 0.00,"10,1","13,2","0,4","32,8","1,1",,,
11/05/2014 1.00,"10,0","14,0","0,3","33,8","1,1",,,
11/05/2014 2.00,"9,1","12,6","0,3","43,8","0,9",,,
11/05/2014 3.00,"9,1","12,4","0,3","47,1","0,8",,,
11/05/2014 4.00,"8,4","11,3","0,3","50,2","0,7",,,
11/05/2014 5.00,"9,8","14,0","0,3","53,0","0,7",,,
11/05/2014 6.00,"11,7","16,0","0,3","61,0","0,5",,,
11/05/2014 7.00,"7,9","11,9","0,3","69,3","0,6",,,
11/05/2014 8.00,"7,2","11,1","0,3","78,7","0,8",,,
11/05/2014 9.00,"5,2","8,8","0,3","91,7","0,9",,,
11/05/2014 10.00,"4,2","7,6","0,3","94,7","0,6",,,
11/05/2014 11.00,"3,9","7,3","0,3","94,2","0,3",,,
11/05/2014 12.00,"3,7","6,8","0,3","96,8","0,3",,,
11/05/2014 13.00,"3,6","7,0","0,3","103,7","0,3",,,
11/05/2014 14.00,"2,6","5,7","0,3","108,3","0,2",,,
11/05/2014 15.00,"2,6","5,7","0,3","112,8","0,1",,,
11/05/2014 16.00,"2,4","5,4","0,3","112,0","0,1",,,
11/05/2014 17.00,"2,7","5,8","0,3","109,5","0,1",,,
11/05/2014 18.00,"2,8","6,0","0,3","102,0","0,1",,,
11/05/2014 19.00,"2,7","5,9","0,3","101,3","0,1",,,
11/05/2014 20.00,"3,0","6,1","0,3","94,0","0,1",,,
11/05/2014 21.00,"2,9","6,5","0,3","78,2","0,1",,,
11/05/2014 22.00,"2,6","5,8","0,3","72,9","0,1",,,
11/05/2014 23.00,"2,6","5,6","0,3","75,3","0,1",,,
12/05/2014 0.00,"2,4","5,3","0,3","81,7","0,1",,,
12/05/2014 1.00,"2,3","5,2","0,3","83,1","0,1",,,
12/05/2014 2.00,"2,3","5,1","0,3","80,4","0,1",,,
12/05/2014 3.00,"2,3","5,1",,"73,2","0,2",,,
12/05/2014 4.00,"2,3","5,1","0,3","69,2","0,2",,,
12/05/2014 5.00,"4,0","7,8","0,3","60,3","0,2",,,
12/05/2014 6.00,"3,4","7,5","0,3","60,3","0,3",,,
12/05/2014 7.00,"4,7","8,6","0,3","58,2","0,3",,,
12/05/2014 8.00,"7,1","13,4","0,3","55,3","0,3",,,
12/05/2014 9.00,"7,3","13,5","0,4","58,3","0,8",,,
12/05/2014 10.00,"4,0","7,4","0,3","74,1","0,4",,,
12/05/2014 11.00,"4,2","7,7","0,4","81,2","0,2",,,
12/05/2014 12.00,"4,0","7,4","0,3","86,6","0,2",,,
12/05/2014 13.00,"3,9","7,3","0,3","91,4","0,2",,,
12/05/2014 14.00,"2,7","5,6","0,3","93,3","0,2",,,
12/05/2014 15.00,"2,8","5,8","0,3","95,4","0,1",,,
12/05/2014 16.00,"2,9","5,9","0,3","95,2","0,1",,,
12/05/2014 17.00,"4,0","7,3","0,3","90,7","0,2",,,
12/05/2014 18.00,"3,4","6,6","0,3","81,7","0,2",,,
12/05/2014 19.00,"5,0","8,8","0,3","73,9","0,2",,,
12/05/2014 20.00,"4,7","8,6","0,3","69,1","0,3",,,
12/05/2014 21.00,"4,0","7,4","0,4","62,8","0,2",,,
12/05/2014 22.00,"3,7","6,9","0,3","57,4","0,2",,,
12/05/2014 23.00,"2,6","5,5","0,3","61,0","0,2",,,
13/05/2014 0.00,"2,3","5,1","0,3","57,3","0,1",,,
13/05/2014 1.00,"2,3","5,1","0,3","58,4","0,1",,,
13/05/2014 2.00,"2,4","5,2","0,3","50,2","0,1",,,
13/05/2014 3.00,"2,3","5,1","0,3","45,8","0,1",,,
13/05/2014 4.00,"2,3","5,1","0,4","40,0","0,2",,,
13/05/2014 5.00,"4,3","7,5","0,4","35,4","0,2",,,
13/05/2014 6.00,"10,4","16,0","0,4","28,7","0,4",,,
13/05/2014 7.00,"13,6","21,3","0,5","24,8","0,7",,,
13/05/2014 8.00,"13,4","25,1","0,8","21,6","1,1",,,
13/05/2014 9.00,"9,5","16,5","0,8","38,0","1,2",,,
13/05/2014 10.00,"13,2","21,3","0,7","45,8","1,1",,,
13/05/2014 11.00,"8,3","14,4","0,5","62,2","1,0",,,
13/05/2014 12.00,"4,7","8,7","0,5","78,4","0,4",,,
13/05/2014 13.00,"5,1","9,9","0,4","76,6","0,6",,,
13/05/2014 14.00,"5,0","9,1","0,4","78,2","0,5",,,
13/05/2014 15.00,"4,3","7,8","0,3","75,3","0,3",,,
13/05/2014 16.00,"4,8","8,8","0,3","72,1","0,2",,,
13/05/2014 17.00,"6,1","10,1","0,4","58,0","0,3",,,
13/05/2014 18.00,"4,6","7,9","0,5","52,9","0,2",,,
13/05/2014 19.00,"4,1","7,5","0,5","49,6","0,2",,,
13/05/2014 20.00,"5,5","8,6","0,5","42,3","0,1",,,
13/05/2014 21.00,"9,2","12,0","0,5","31,6","0,2",,,
13/05/2014 22.00,"5,4","8,3","0,5","38,7","0,2",,,
13/05/2014 23.00,"5,7","8,6","0,5","44,9","0,3",,,
14/05/2014 0.00,"3,7","6,5","0,4","44,0","0,2",,,
14/05/2014 1.00,"2,4","5,2","0,3","42,1","0,2",,,
14/05/2014 2.00,"2,5","5,4","0,3","41,0","0,1",,,
14/05/2014 3.00,"2,5","5,3",,"45,6","0,1",,,
14/05/2014 4.00,"3,0","5,8","0,3","48,3","0,2",,,
14/05/2014 5.00,"3,5","6,4","0,3","68,9","0,2",,,
14/05/2014 6.00,"4,5","7,8","0,3","76,1","0,1",,,
14/05/2014 7.00,"5,6","9,4","0,3","71,8","0,3",,,
14/05/2014 8.00,"6,8","11,5","0,3","70,7","0,3",,,
14/05/2014 9.00,"5,5","9,1","0,3","80,2","0,2",,,
14/05/2014 10.00,"4,1","7,9","0,3","89,1","0,2",,,
14/05/2014 11.00,"3,9","7,2","0,3","94,8","0,1",,,
14/05/2014 12.00,"4,4","7,7","0,3","80,9","0,2",,,
14/05/2014 13.00,"4,2","7,8","0,3","70,5","0,2",,,
14/05/2014 14.00,"4,0","7,7","0,3","75,0","0,2",,,
14/05/2014 15.00,"3,6","6,9","0,3","78,3","0,2",,,
14/05/2014 16.00,"4,1","7,4","0,3","79,4","0,2",,,
14/05/2014 17.00,"3,3","6,4","0,3","80,8","0,2",,,
14/05/2014 18.00,"3,0","5,9","0,3","80,8","0,2",,,
14/05/2014 19.00,"3,2","6,3","0,5","83,0","0,2",,,
14/05/2014 20.00,"3,2","6,1","0,3","85,2","0,2",,,
14/05/2014 21.00,"3,2","6,1","0,3","87,0","0,2",,,
14/05/2014 22.00,"3,2","6,1","0,3","85,9","0,1",,,
14/05/2014 23.00,"2,4","5,2","0,3","85,6","0,1",,,
15/05/2014 0.00,"2,4","5,3","0,3","85,5","0,1",,,
15/05/2014 1.00,"2,4","5,1","0,3","83,2","0,1",,,
15/05/2014 2.00,"2,3","5,1","0,3","83,7","0,1",,,
15/05/2014 3.00,"2,4","5,2","0,3","84,6","0,1",,,
15/05/2014 4.00,"2,3","5,1","0,3","80,6","0,1",,,
15/05/2014 5.00,"2,4","5,3","0,3","79,5","0,1",,,
15/05/2014 6.00,"3,4","6,4","0,3","80,6","0,1",,,
15/05/2014 7.00,"4,1","7,1","0,3","80,0","0,1",,,
15/05/2014 8.00,"3,5","6,9","0,3","80,9","0,2",,,
