,Comune Lecce,,,,,,
,Via Garilliano,,,,,,
Parm,NOX,NO2,CO,Benzene,SO2,PM10,PM2.5



31/10/2010 12.00,"16,19532258","11,48471098","0,26168114","0,85119137","2,4090757","13,43739033","10,6389904"
31/10/2010 13.00,"16,0500603","11,93476136","0,25292966","0,81317083","2,96805755","13,43739033","10,6389904"
31/10/2010 14.00,"7,45890129","4,5873985","0,20885188","0,74394059","2,9189934","13,43739033","10,6389904"
31/10/2010 15.00,"6,41483648","3,80661992","0,20733971","0,5761427","2,5138745","13,43739033","10,6389904"
31/10/2010 16.00,"9,15404798","6,64180618","0,23156705","0,63042711","2,22215415","13,43739033","10,6389904"
31/10/2010 17.00,"14,56243061","11,44320719","0,27504718","0,76712717","2,47162832","13,43739033","10,6389904"
31/10/2010 18.00,"17,51304813","14,07866019","0,30524165","0,95108009","2,26869716","13,43739033","10,6389904"
31/10/2010 19.00,"18,62455682","15,03063926","0,29724509","1,01382594","2,60562926","13,43739033","10,6389904"
31/10/2010 20.00,"17,2886711","13,51188221","0,28539005","1,01327575","2,46925566","13,43739033","10,6389904"
31/10/2010 21.00,"18,32365774","14,65840727","0,3008263","1,01096817","2,47518579","13,43739033","10,6389904"
31/10/2010 22.00,"10,71301057","7,83372594","0,23721497","0,90360857","2,12476522","13,43739033","10,6389904"
31/10/2010 23.00,"8,88038534","6,24104142","0,21823945","0,71405197","2,13825369","13,43739033","10,6389904"
01/11/2010 0.00,"8,12684319","5,56531767","0,20638558","0,65822884","2,07644043","13,43739033","10,6389904"
01/11/2010 1.00,"6,21380498","4,08028257","0,20503301","0,49867171","2,34311207","11,17582035","6,51634789"
01/11/2010 2.00,,,"0,18776771","0,48152916","2,09600751","11,17582035","6,51634789"
01/11/2010 3.00,,,"0,1753558","0,48405641","2,0630984","11,17582035","6,51634789"
01/11/2010 4.00,,,"0,1719342","0,46306756","1,95414923","11,17582035","6,51634789"
01/11/2010 5.00,,,"0,17165576","0,46416694","1,72809454","11,17582035","6,51634789"
01/11/2010 6.00,,,"0,17714641","0,46207904","2,16286","11,17582035","6,51634789"
01/11/2010 7.00,,,"0,18422728","0,39537706","2,11794623","11,17582035","6,51634789"
01/11/2010 8.00,,,"0,19612193","0,41120056","1,84697777","11,17582035","6,51634789"
01/11/2010 9.00,"6,32534532","2,88576822","0,22742897","0,57350461","2,23771629","11,17582035","6,51634789"
01/11/2010 10.00,"7,35125186","3,4849699","0,23112901","0,66976671","2,44924415","11,17582035","6,51634789"
01/11/2010 11.00,"6,94270526","2,88576822","0,21947319","0,621746","2,38891469","11,17582035","6,51634789"
01/11/2010 12.00,"8,95950198","5,17492934","0,23395297","0,66855749","2,48748844","11,17582035","6,51634789"
01/11/2010 13.00,"9,6443039","5,76505284","0,23216353","0,69130473","2,46688605","11,17582035","6,51634789"
01/11/2010 14.00,,,"0,20463458","0,60449361","1,99179959","11,17582035","6,51634789"
01/11/2010 15.00,,,"0,20348123","0,53757196","2,50364755","11,17582035","6,51634789"
01/11/2010 16.00,"4,96871058","2,23468633","0,20901032","0,53614308","2,06443576","11,17582035","6,51634789"
01/11/2010 17.00,"8,88816718","5,68074894","0,22623601","0,59504263","2,52692058","11,17582035","6,51634789"
01/11/2010 18.00,"10,81547274","7,77925306","0,26804553","0,76042412","2,36430838","11,17582035","6,51634789"
01/11/2010 19.00,"11,13582451","8,25913447","0,25097945","0,81262063","2,51920968","11,17582035","6,51634789"
01/11/2010 20.00,"8,8272107","5,81822747","0,22213871","0,78130313","2,31464929","11,17582035","6,51634789"
01/11/2010 21.00,"7,74293845","5,1087837","0,21227232","0,62229518","2,38031799","11,17582035","6,51634789"
01/11/2010 22.00,"4,02580969","1,75869775","0,19767254","0,56075753","2,12565407","11,17582035","6,51634789"
01/11/2010 23.00,,,"0,1934168","0,50317702","2,78958727","11,17582035","6,51634789"
02/11/2010 0.00,,,"0,17758328","0,45999113","2,39780734","11,17582035","6,51634789"
02/11/2010 1.00,,,"0,17101967","0,42153023","2,5266226","15,44579983","9,00732613"
02/11/2010 2.00,,,"0,16795689","0,36636611","2,50438793","15,44579983","9,00732613"
02/11/2010 3.00,"49,07232128","47,12686128","0,16525176","0,37164129",,"15,44579983","9,00732613"
02/11/2010 4.00,"23,7320308","21,7359984",,"0,37262982","2,76408599","15,44579983","9,00732613"
02/11/2010 5.00,"15,72192668","13,76997926","0,17877391","0,37482755","1,36233761","15,44579983","9,00732613"
02/11/2010 6.00,"14,89964431","12,49375559","0,1842098","0,37460788","1,85248889","15,44579983","9,00732613"
02/11/2010 7.00,"20,31970352","16,71540953","0,21095704","0,41273928","2,76337816","15,44579983","9,00732613"
02/11/2010 8.00,"30,3920048","24,64120592","0,27544212","0,60295489","2,68295685","15,44579983","9,00732613"
02/11/2010 9.00,"28,0989432","21,7178344","0,315602","0,85745507","3,72849896","15,44579983","9,00732613"
02/11/2010 10.00,"24,60229672","18,0889062","0,31060182","1,06162698","3,73160589","15,44579983","9,00732613"
02/11/2010 11.00,"24,03552256","17,84766916","0,29972771","1,12492201","2,97667357","15,44579983","9,00732613"
02/11/2010 12.00,"18,38461612","13,06053358","0,28357731","1,01019932","3,18074174","15,44579983","9,00732613"
02/11/2010 13.00,"15,37044754","10,27722753","0,25365545","0,82273063","3,21198602","15,44579983","9,00732613"
02/11/2010 14.00,"12,39778084","7,84280603","0,22433007","0,68591972","3,59091615","15,44579983","9,00732613"
02/11/2010 15.00,"12,0916945","8,55225172","0,23413122","0,57658205","2,86678672","15,44579983","9,00732613"
02/11/2010 16.00,"15,67134472","11,74021536","0,25671125","0,68603057","3,20231028","15,44579983","9,00732613"
02/11/2010 17.00,"18,2510285","14,17593319","0,28258473","0,74899609","2,92607782","15,44579983","9,00732613"
02/11/2010 18.00,"9,0541804","6,7170319","0,19516313","0,70844729","2,60120734","15,44579983","9,00732613"
02/11/2010 19.00,"11,14231002","8,36548756","0,19758284","0,53548406","3,08629702","15,44579983","9,00732613"
02/11/2010 20.00,"8,71307578","6,57047328","0,19297992","0,47174867","2,99336254","15,44579983","9,00732613"
02/11/2010 21.00,"8,06069755","5,76116192","0,1680198","0,3752669","2,68402165","15,44579983","9,00732613"
02/11/2010 22.00,"12,89711685","10,41600431","0,20401247","0,38471788","3,2474905","15,44579983","9,00732613"
02/11/2010 23.00,"5,82600931","3,69897241","0,17039989","0,40087089","2,84645893","15,44579983","9,00732613"
03/11/2010 0.00,"3,11014524","1,41240587","0,15024073","0,31065282","3,10618039","15,44579983","9,00732613"
03/11/2010 1.00,"3,95706946","2,33325758","0,15992421","0,2798845","3,38995593","20,61782074","7,53805399"
03/11/2010 2.00,"1,26973817","0,45653589","0,14730493","0,3016422","2,93548711","20,61782074","7,53805399"
03/11/2010 3.00,"4,28261041","2,49019071","0,16162977","0,25834648","2,98652729","20,61782074","7,53805399"
03/11/2010 4.00,"3,9648513","2,15816618","0,17397178","0,42878246","3,14310461","20,61782074","7,53805399"
03/11/2010 5.00,"3,07901788","1,38127851","0,16432908","0,45944094","2,47196597","20,61782074","7,53805399"
03/11/2010 6.00,"9,8583045","7,74682937","0,19409133","0,48845188","2,94853623","20,61782074","7,53805399"
03/11/2010 7.00,"24,75923368","20,20815744","0,32076062","0,58658119","2,87060251","20,61782074","7,53805399"
03/11/2010 8.00,"83,54201024","47,02309704","0,62838586","1,30601716","3,22787359","20,61782074","7,53805399"
03/11/2010 9.00,"39,58363888","25,80070008","0,43627852","2,05270568","3,18029731","20,61782074","7,53805399"
03/11/2010 10.00,"21,5712796","13,643554","0,29511897","1,13852642","2,48844238","20,61782074","7,53805399"
03/11/2010 11.00,"19,5207552","12,46652106","0,30651383","0,97129907","2,8257762","20,61782074","7,53805399"
03/11/2010 12.00,"19,20560024","11,98274874","0,27663275","0,91250935","3,11177185","20,61782074","7,53805399"
03/11/2010 13.00,"24,41943304","15,58315181","0,34028485","1,04767069","3,3371421","20,61782074","7,53805399"
03/11/2010 14.00,"21,96167176","14,49887955","0,25020356","1,00800158","2,86376725","20,61782074","7,53805399"
03/11/2010 15.00,"17,48581169","12,63123604","0,2550453","0,63811868","2,68446608","20,61782074","7,53805399"
03/11/2010 16.00,"20,34302992","15,79455782","0,28837828","0,73284206","2,50072673","20,61782074","7,53805399"
03/11/2010 17.00,"31,46459856","25,0458616","0,37373783","0,96734294","2,83039338","20,61782074","7,53805399"
03/11/2010 18.00,"28,10414384","21,79175232","0,35334101","1,28832543","2,87521867","20,61782074","7,53805399"
03/11/2010 19.00,"15,80104142","10,79471989","0,25778305","1,04789138","2,79240131","20,61782074","7,53805399"
03/11/2010 20.00,"16,52605078","11,92827586","0,26500488","0,69504119","2,63094239","20,61782074","7,53805399"
03/11/2010 21.00,"13,66622267","10,22923824","0,2219092","0,82031322","2,2762433","20,61782074","7,53805399"
03/11/2010 22.00,"15,46512596","12,74926189","0,18659106","0,55416432","2,53818284","20,61782074","7,53805399"
03/11/2010 23.00,"13,29917794","10,91663666","0,2122665","0,45021065","2,01510211","20,61782074","7,53805399"
04/11/2010 0.00,"21,21461512","17,75558342","0,24766386","0,59438362","2,00285438","20,61782074","7,53805399"
04/11/2010 1.00,"11,46395813","9,18128442","0,21040133","0,73009515","2,36562845","22,22846031","9,01193905"
04/11/2010 2.00,,,"0,16353455","0,45713336","2,51395179","22,22846031","9,01193905"
04/11/2010 3.00,"53,10721488","51,0592908","0,15567779","0,29109286",,"22,22846031","9,01193905"
04/11/2010 4.00,"25,14054384","23,23011168",,"0,26658824","1,62394458","22,22846031","9,01193905"
04/11/2010 5.00,"21,77100712","19,72048272","0,21550753","0,41350813","1,5780189","22,22846031","9,01193905"
04/11/2010 6.00,"49,91666048","35,8924464","0,26858027","0,54174776","1,88703536","22,22846031","9,01193905"
04/11/2010 7.00,"82,9960004","52,0229388","0,46932025","0,86492799","1,95378921","22,22846031","9,01193905"
04/11/2010 8.00,"57,63624576","40,48505128","0,40148114","1,13360312","2,13446435","22,22846031","9,01193905"
04/11/2010 9.00,"96,2822016","49,7571232","0,54394782","1,63897788","2,78115736","22,22846031","9,01193905"
04/11/2010 10.00,"26,86811232","19,32232784","0,23194102","1,44623502","1,87689079","22,22846031","9,01193905"
04/11/2010 11.00,"10,93868393","7,05035469","0,18609244","0,66712963","1,86193784","22,22846031","9,01193905"
04/11/2010 12.00,"10,37450053","6,5289695","0,18005891","0,48537444","2,38776447","22,22846031","9,01193905"
04/11/2010 13.00,"14,83479692","9,48347985","0,2206277","0,49691332","2,75605881","22,22846031","9,01193905"
04/11/2010 14.00,"9,43808514","6,09837562","0,1730724","0,51790115","2,37192266","22,22846031","9,01193905"
04/11/2010 15.00,"8,24486904","5,50306295","0,16366503","0,35988274","2,31994582","22,22846031","9,01193905"
04/11/2010 16.00,"12,97234066","10,20070546","0,18740307","0,40065122","2,08800372","22,22846031","9,01193905"
04/11/2010 17.00,"18,66606061","16,20958802","0,25655281","0,61822922","1,79874654","22,22846031","9,01193905"
04/11/2010 18.00,"14,88537888","12,57416858","0,24146839","1,47799186","1,40820227","22,22846031","9,01193905"
04/11/2010 19.00,"12,5715759","10,27593119","0,22471685","0,7588854","2,6522821","22,22846031","9,01193905"
04/11/2010 20.00,"12,33552612","10,15141984","0,23154375","0,59020781","2,36640645","22,22846031","9,01193905"
04/11/2010 21.00,"11,34074694","9,34210848","0,22733694","0,64372337","2,28345586","22,22846031","9,01193905"
04/11/2010 22.00,"7,17616046","5,28517143","0,20792571","0,64284367","1,93598764","22,22846031","9,01193905"
04/11/2010 23.00,"3,36435138","1,87931627","0,17041271","0,58108736","1,63800563","22,22846031","9,01193905"
05/11/2010 0.00,,,"0,17847101","0,39658525","2,04902211","22,22846031","9,01193905"
05/11/2010 1.00,,,"0,17001661","0,3618608","1,64975503","23,04463005","10,04259968"
05/11/2010 2.00,,,"0,15957588","0,43087036","1,71116555","23,04463005","10,04259968"
05/11/2010 3.00,"5,53419031","3,86239105","0,15969471","0,67284313","1,75976188","23,04463005","10,04259968"
05/11/2010 4.00,"3,73917794","1,96491651","0,1564397","0,41603538","2,1565363","23,04463005","10,04259968"
05/11/2010 5.00,,,"0,14869944","0,31933393","1,84164462","23,04463005","10,04259968"
05/11/2010 6.00,,,"0,14865983","0,26647841","1,90786352","23,04463005","10,04259968"
05/11/2010 7.00,"5,39800811","3,07383062","0,16882481","0,26669808","1,80960404","23,04463005","10,04259968"
05/11/2010 8.00,"9,96076476","6,54453318","0,2088379","0,33065314","2,06610974","23,04463005","10,04259968"
05/11/2010 9.00,"9,69229128","6,0426045","0,19887482","0,46460628","1,77916421","23,04463005","10,04259968"
05/11/2010 10.00,"6,10485922","3,22427826","0,18466415","0,44779324","2,14906033","23,04463005","10,04259968"
05/11/2010 11.00,,,"0,17716155","0,36581693","1,75513453","23,04463005","10,04259968"
05/11/2010 12.00,,,"0,17323084","0,29592768","1,86976874","23,04463005","10,04259968"
05/11/2010 13.00,,,"0,19474606","0,3719708","2,66367453","23,04463005","10,04259968"
05/11/2010 14.00,,,"0,17124685","0,4655948","1,80088224","23,04463005","10,04259968"
05/11/2010 15.00,,,"0,16493488","0,34010311","1,70760605","23,04463005","10,04259968"
05/11/2010 16.00,,,"0,18819643","0,32944393","1,6588348","23,04463005","10,04259968"
05/11/2010 17.00,,,"0,18930784","0,357685","1,94115095","23,04463005","10,04259968"
05/11/2010 18.00,"8,27729274","5,99591346","0,20332046","0,45262805","2,0002478","23,04463005","10,04259968"
05/11/2010 19.00,"13,51317854","11,04892794","0,20510641","0,55658173","2,75516894","23,04463005","10,04259968"
05/11/2010 20.00,"14,45089218","12,17340382","0,21757074","0,48394657","2,79504347","23,04463005","10,04259968"
05/11/2010 21.00,"12,18378024","10,11769981","0,19530177","0,62031712","2,61650302","23,04463005","10,04259968"
05/11/2010 22.00,"7,82335143","5,8804841","0,1907373","0,611636","2,60582351","23,04463005","10,04259968"
05/11/2010 23.00,"6,42002565","4,56535123","0,18565557","0,62328371","2,52767926","23,04463005","10,04259968"
06/11/2010 0.00,"7,27213713","5,40189903","0,18291665","0,52614292","2,67382216","23,04463005","10,04259968"
06/11/2010 1.00,"3,67692322","1,81576522","0,16830872","0,45812291","2,20780327","25,20755959","15,09047985"
06/11/2010 2.00,,,"0,15612282","0,38427752","2,36266796","25,20755959","15,09047985"
06/11/2010 3.00,"51,88934736","49,77916856","0,15008928","0,26955483",,"25,20755959","15,09047985"
06/11/2010 4.00,"26,02119192","24,14316816",,"0,23153429","2,78081768","25,20755959","15,09047985"
06/11/2010 5.00,"18,78538088","17,10320519","0,16269225","0,21065528","2,66014453","25,20755959","15,09047985"
06/11/2010 6.00,"15,4858769","13,48075485","0,16661714","0,22109478","2,69986143","25,20755959","15,09047985"
06/11/2010 7.00,"14,70250373","12,12801102","0,17375509","0,2682368","2,52840336","25,20755959","15,09047985"
06/11/2010 8.00,"13,56765142","11,17603005","0,2065079","0,33164167","2,53750653","25,20755959","15,09047985"
06/11/2010 9.00,"11,06967887","8,60283368","0,19056721","0,3874648","1,89933903","25,20755959","15,09047985"
06/11/2010 10.00,"9,3459994","6,92843792","0,18703842","0,36328969","2,45369861","25,20755959","15,09047985"
06/11/2010 11.00,"6,62624441","4,22813753","0,18727608","0,34208117","2,404786","25,20755959","15,09047985"
06/11/2010 12.00,"6,4511511","3,94669304","0,18783179","0,31581816","2,35284069","25,20755959","15,09047985"
06/11/2010 13.00,"9,64560024","6,7494556","0,21316937","0,35427805","2,74315105","25,20755959","15,09047985"
06/11/2010 14.00,"5,12434738","2,94153934","0,18684037","0,41889213","2,33739754","25,20755959","15,09047985"
06/11/2010 15.00,"7,40961566","5,16325658","0,19500819","0,35889422","2,8700696","25,20755959","15,09047985"
06/11/2010 16.00,"7,67549647","5,46156108","0,21316937","0,4229581","2,95655833","25,20755959","15,09047985"
06/11/2010 17.00,"12,46522282","10,39006421","0,24568336","0,48537444","2,60400308","25,20755959","15,09047985"
06/11/2010 18.00,"20,13682072","17,8749056","0,32340167","0,69262378","2,50805421","25,20755959","15,09047985"
06/11/2010 19.00,"72,17144184","56,48453344","0,60560428","1,45755321","2,69316753","25,20755959","15,09047985"
06/11/2010 20.00,"69,74350776","56,22641344","0,57190083","2,2417131","2,87944125","25,20755959","15,09047985"
06/11/2010 21.00,"27,86418784","25,33769016","0,40440995","1,91490625","2,47377928","25,20755959","15,09047985"
06/11/2010 22.00,"22,9720108","20,48570336","0,38862886","1,38140025","2,72217542","25,20755959","15,09047985"
06/11/2010 23.00,"75,15834912","56,1084048","0,63554129","1,53612257","2,56205183","25,20755959","15,09047985"
07/11/2010 0.00,"84,02968496","59,296378","0,63522441","2,12017651","2,85766525","25,20755959","15,09047985"
07/11/2010 1.00,"44,72745424","38,40081832","0,48470524","2,02666235","2,54402448","13,64482021","4,25464678"
07/11/2010 2.00,"16,92422287","14,93336626","0,26887967","1,2911832","2,7056624","13,64482021","4,25464678"
07/11/2010 3.00,"19,25877296","17,04224681","0,28581178","0,84690573","2,42504769","13,64482021","4,25464678"
07/11/2010 4.00,"20,93446888","18,55062743","0,30369453","0,89580614","2,77519367","13,64482021","4,25464678"
07/11/2010 5.00,"18,03702599","15,36655471","0,26780904","0,86932346","2,8867606","13,64482021","4,25464678"
07/11/2010 6.00,"17,64404307","15,3237565","0,29441647","0,84009285","2,47851138","13,64482021","4,25464678"
07/11/2010 7.00,"8,58208083","6,11653198","0,23791164","0,72361177","2,82410425","13,64482021","4,25464678"
07/11/2010 8.00,"12,36665348","8,92707638","0,26876084","0,62449292","2,77064158","13,64482021","4,25464678"
07/11/2010 9.00,"23,15617464","16,43655962","0,32740578","0,80822516","2,43504276","13,64482021","4,25464678"
07/11/2010 10.00,"25,9083648","16,70762769","0,31329064","1,05866039","2,87283584","13,64482021","4,25464678"
07/11/2010 11.00,"16,1603043","10,13845074","0,30048263","0,85327927","3,31500405","13,64482021","4,25464678"
07/11/2010 12.00,"14,7660567","9,23964822","0,30008653","0,84272993","2,76055599","13,64482021","4,25464678"
07/11/2010 13.00,"13,1746685","8,49518426","0,25567556","0,77339087","2,95486197","13,64482021","4,25464678"
07/11/2010 14.00,"6,63532258","3,64449953","0,21733192","0,56647205","2,72895983","13,64482021","4,25464678"
07/11/2010 15.00,"5,99202254","3,44346802","0,20722088","0,39229961","2,7992925","13,64482021","4,25464678"
07/11/2010 16.00,"10,73765242","7,82594602","0,22482636","0,40098073","2,1972702","13,64482021","4,25464678"
07/11/2010 17.00,"20,88775872","17,56752101","0,25658776","0,52251731","2,83990334","13,64482021","4,25464678"
07/11/2010 18.00,"23,46614808","19,5869104","0,30702527","0,69361231","2,97860384","13,64482021","4,25464678"
07/11/2010 19.00,"20,6283768","16,76858607","0,30678761","0,80591758","2,99350899","13,64482021","4,25464678"
07/11/2010 20.00,"21,26388736","17,12655071","0,31642332","0,84338996","2,99190315","13,64482021","4,25464678"
07/11/2010 21.00,"15,24074894","11,6701788","0,25420883","0,77339087","2,66353622","13,64482021","4,25464678"
07/11/2010 22.00,"7,43425943","4,91164311","0,20757854","0,48306686","2,68424336","13,64482021","4,25464678"
07/11/2010 23.00,"6,92973617","4,61204227","0,20932254","0,37878368","3,10043739","13,64482021","4,25464678"
08/11/2010 0.00,,,"0,17434924","0,34416907","2,98663712","13,64482021","4,25464678"
08/11/2010 1.00,"4,57183482","2,88706455","0,15087566","0,23087426","2,86551954","13,45189953",
08/11/2010 2.00,,,"0,13937711","0,18538079","3,05384658","13,45189953",
08/11/2010 3.00,"58,11223816","56,0629948","0,13782999","0,19054512",,"13,45189953",
08/11/2010 4.00,"29,86932136","27,96925224",,"0,19010578","1,93880778","13,45189953",
08/11/2010 5.00,"18,5947258","16,93200471","0,1171326","0,19560063","1,49045215","13,45189953",
08/11/2010 6.00,"20,436412","17,86582551","0,14442156","0,19021561","1,60174449","13,45189953",
08/11/2010 7.00,"33,20511128","27,74097856","0,21320199","0,30032315","2,06576905","13,45189953",
08/11/2010 8.00,"34,93011768","25,62171776","0,25235182","0,49713299","2,03457562","13,45189953",
08/11/2010 9.00,"32,3880372","23,04592872","0,26877366","0,78767667","1,96775974","13,45189953",
08/11/2010 10.00,"28,35574392","20,38193912","0,26072118","0,82459886","1,55862064","13,45189953",
08/11/2010 11.00,"31,35305248","22,3494636","0,28638496","0,8727294","2,30746927","13,45189953",
08/11/2010 12.00,"37,43066952","27,47557384","0,30929702","0,44237975","2,10655888","13,45189953",
08/11/2010 13.00,"34,19212392","24,9862072","0,30879607","0,86338927","1,95074126","13,45189953",
08/11/2010 14.00,,,,"0,86629687","2,12209966","13,45189953",
08/11/2010 15.00,,,"0,20542795","0,61449276","1,98262421","13,45189953",
08/11/2010 16.00,"52,24599272","48,63651912","0,22744179","0,621746","1,84948366","13,45189953",
08/11/2010 17.00,"42,92206736","39,18160264","0,2561602","0,85349894","1,70320244","13,45189953",
08/11/2010 18.00,"39,19844736","34,85228016","0,2828154","0,94250882","1,73002684","13,45189953",
08/11/2010 19.00,"33,41782128","28,81357232","0,28713872","1,03316623","1,97302068","13,45189953",
08/11/2010 20.00,"27,94978808","24,07703208","0,2504086","0,84492767","1,96865165","13,45189953",
08/11/2010 21.00,"22,26904488","19,4247728","0,240809","0,73416111","2,01723984","13,45189953",
08/11/2010 22.00,"15,26928362","13,28880343","0,17861314","0,59976761","1,83352693","13,45189953",
08/11/2010 23.00,"18,23287024","16,64018571","0,20304785","0,47933142","1,91011618","13,45189953",
09/11/2010 0.00,"19,97470224","17,79449262","0,20558639","0,57768041","1,71993616","13,45189953",
09/11/2010 1.00,"11,20715932","9,6053947","0,15497296","0,52251731","1,48979211","33,86730957","5,55189323"
09/11/2010 2.00,"7,76498763","6,3538781","0,13966253","0,37988204","1,71930257","33,86730957","5,55189323"
09/11/2010 3.00,"6,53804958","5,17752201","0,13890878","0,30746656","1,59933013","33,86730957","5,55189323"
09/11/2010 4.00,"6,47449662","5,08673451","0,13517961","0,27702775","1,82294606","33,86730957","5,55189323"
09/11/2010 5.00,"10,89199289","9,43159964","0,13295912","0,32691668","1,93941188","33,86730957","5,55189323"
09/11/2010 6.00,"11,93346502","9,8777591","0,14723853","0,32460911","1,76602152","33,86730957","5,55189323"
09/11/2010 7.00,"24,24563224","20,20685728","0,19146542","0,37416854","1,83119698","33,86730957","5,55189323"
09/11/2010 8.00,"42,20613808","31,39974352","0,34588268","0,62284436","1,63308233","33,86730957","5,55189323"
09/11/2010 9.00,"43,10495016","30,014576","0,3231943","1,01371611","1,73295885","33,86730957","5,55189323"
09/11/2010 10.00,"29,01980064","20,21982064","0,24128548","0,99986965","2,39199315","33,86730957","5,55189323"
09/11/2010 11.00,"26,32338352","18,17450644","0,22859164","0,73866642","1,95082567","33,86730957","5,55189323"
09/11/2010 12.00,"22,54270944","15,42362409","0,20737117","0,6965789","2,28257209","33,86730957","5,55189323"
09/11/2010 13.00,"32,43084688","21,87607152","0,272264","0,63328387","1,90844932","33,86730957","5,55189323"
09/11/2010 14.00,"26,61261176","19,67899232","0,2103058","0,84196108","1,99354883","33,86730957","5,55189323"
09/11/2010 15.00,"21,62575248","16,99166485","0,19789156","0,56251592","2,08563411","33,86730957","5,55189323"
09/11/2010 16.00,"22,39615464","18,2704831","0,22581545","0,62240502","1,82386746","33,86730957","5,55189323"
09/11/2010 17.00,"24,72552512","20,47792152","0,25108197","0,71339194","2,09538205","33,86730957","5,55189323"
09/11/2010 18.00,"26,52831168","22,16918112","0,28729716","0,87086117","1,81748477","33,86730957","5,55189323"
09/11/2010 19.00,"24,93173432","20,12125704","0,28622652","0,91624479","1,93846404","33,86730957","5,55189323"
09/11/2010 20.00,"22,45970952","18,60380398","0,23799319","0,85624688","1,84844733","33,86730957","5,55189323"
09/11/2010 21.00,"18,69459338","15,37044754","0,21427263","0,68130457","2,00191467","33,86730957","5,55189323"
09/11/2010 22.00,"12,63901788","10,69744689","0,18012065","0,60339424","1,78051072","33,86730957","5,55189323"
09/11/2010 23.00,"8,42384945","6,68590454","0,1493798","0,48240785","1,53001446","33,86730957","5,55189323"
10/11/2010 0.00,"7,45890129","5,83379306","0,14545375","0,3773548","1,78223657","33,86730957","5,55189323"
10/11/2010 1.00,"5,5173303","4,03488786","0,13934449","0,373179","1,96290051","139,2077026","35,90570068"
10/11/2010 2.00,,,"0,12169357","0,30351043","1,61933859","139,2077026","35,90570068"
10/11/2010 3.00,"50,66371712","49,14495816","0,1260565","0,30197171",,"139,2077026","35,90570068"
10/11/2010 4.00,"26,716376","25,13406216",,"0,27933532","2,3956991","139,2077026","35,90570068"
10/11/2010 5.00,"20,04992032","18,55841118","0,15357846","0,28208224","2,58742598","139,2077026","35,90570068"
10/11/2010 6.00,"19,40662792","17,2912676","0,16635618","0,30438912","2,15158147","139,2077026","35,90570068"
10/11/2010 7.00,"23,9447408","20,2029568","0,20167548","0,41570587","2,2759443","139,2077026","35,90570068"
10/11/2010 8.00,"38,31519896","28,40891664","0,27723389","0,51460505","1,97482586","139,2077026","35,90570068"
10/11/2010 9.00,"28,53342608","21,65818","0,25262909","0,70822761","2,13027939","139,2077026","35,90570068"
10/11/2010 10.00,"21,54663392","15,64670286","0,21949299","0,61921876","1,99094734","139,2077026","35,90570068"
10/11/2010 11.00,"22,32741824","15,95278921","0,22985101","0,5376818","1,83894754","139,2077026","35,90570068"
10/11/2010 12.00,"22,89029192","16,2186681","0,2486611","0,63240518","2,0830672","139,2077026","35,90570068"
10/11/2010 13.00,"23,23139272","16,06043672","0,25060548","0,62064662","2,21318726","139,2077026","35,90570068"
10/11/2010 14.00,"25,43755392","18,18877378","0,24262873","0,70009568","2,09400809","139,2077026","35,90570068"
10/11/2010 15.00,"25,0640256","19,3171272","0,23675596","0,61735053","2,21145836","139,2077026","35,90570068"
10/11/2010 16.00,"28,77596328","23,87730456","0,27644052","0,66976671","2,15042921","139,2077026","35,90570068"
10/11/2010 17.00,"40,08557712","34,507298","0,3691419","0,92393738","2,04334013","139,2077026","35,90570068"
10/11/2010 18.00,"47,0153152","39,54214848","0,37751592","1,25316164","2,13373211","139,2077026","35,90570068"
10/11/2010 19.00,"75,71477936","56,24589672","0,56292101","1,52843099","2,42506396","139,2077026","35,90570068"
10/11/2010 20.00,"60,97465512","47,30972496","0,48724261","1,99204773","2,08652093","139,2077026","35,90570068"
10/11/2010 21.00,"33,32705864","28,49323584","0,32596584","1,43480597","2,08767421","139,2077026","35,90570068"
10/11/2010 22.00,"19,2873","16,79322793","0,24897914","0,90734401","1,51595342","139,2077026","35,90570068"
10/11/2010 23.00,"38,34374512","30,023658","0,35338761","0,74943544","1,8228291","139,2077026","35,90570068"
11/11/2010 0.00,"34,39835224","29,9185936","0,31937893","1,27041403","1,76410244","139,2077026","35,90570068"
11/11/2010 1.00,"22,427282","20,04213848","0,26179647","0,94976105","1,74913118","52,3527298","18,90719986"
11/11/2010 2.00,"19,78793808","17,83210357","0,23973254","0,81976404","1,85219091","52,3527298","18,90719986"
11/11/2010 3.00,"21,33004256","19,56744624","0,20631801","0,71811692","1,6489516","52,3527298","18,90719986"
11/11/2010 4.00,"11,37317063","9,79475154","0,19127786","0,56064769","2,04046202","52,3527298","18,90719986"
11/11/2010 5.00,"9,30449562","7,59767807","0,21171545","0,53702177","1,84010081","52,3527298","18,90719986"
11/11/2010 6.00,"25,15352632","21,50252408","0,29326662","0,62515193","1,80670762","52,3527298","18,90719986"
11/11/2010 7.00,"80,75611152","53,34455144","0,46307469","0,87371894","2,00419071","52,3527298","18,90719986"
11/11/2010 8.00,"110,78367","64,04848192","0,76717464","1,68040537","1,4301654","52,3527298","18,90719986"
11/11/2010 9.00,"106,7033664","59,9422516","0,6118114","2,41665439","2,48148712","52,3527298","18,90719986"
11/11/2010 10.00,"30,14298592","23,6931216","0,31167944","1,76798636","1,91322108","52,3527298","18,90719986"
