TARANTO - TALSANO,,,,
,,,,,,,
,SO2,NO2,PM10,O3
07/10/2011 3.00,"0,130005","6,690531","24,6",
07/10/2011 4.00,"0,021667","6,148671","24,6","51,014463"
07/10/2011 5.00,"0,059586","6,20253","24,6","47,670244"
07/10/2011 6.00,"0,019862","10,064999","24,6","17,128943"
07/10/2011 7.00,"0,794476","21,13454","24,6","4,070219"
07/10/2011 8.00,"1,006638","27,135906","24,6","14,065747"
07/10/2011 9.00,"0,036113","5,333606","24,6","86,199085"
07/10/2011 10.00,"0,063197","4,068829","24,6","91,394682"
07/10/2011 11.00,"0,917949","4,427043","24,6","95,657276"
07/10/2011 12.00,"1,299734","5,893637","24,6","96,897309"
07/10/2011 13.00,"1,299734","6,144126","24,6","104,724296"
07/10/2011 14.00,"1,299734","3,680766","24,6","108,110265"
07/10/2011 15.00,"1,299734","3,416","24,6","103,712131"
07/10/2011 16.00,"1,297027","3,881936","24,6","97,537802"
07/10/2011 17.00,"1,299734","5,125297","24,6","92,814623"
07/10/2011 18.00,"1,296124","5,533477","24,6","90,893101"
07/10/2011 19.00,"1,299734","4,552286","24,6","89,840639"
07/10/2011 20.00,"1,299734","3,852733","24,6","89,436349"
07/10/2011 21.00,"1,299734","4,301149","24,6","85,229995"
07/10/2011 22.00,"1,299734","4,539956","24,6","80,41789"
07/10/2011 23.00,"1,299734","2,240128","24,6","87,120254"
08/10/2011 0.00,"2,095821","6,24471","24,6","76,760362"
08/10/2011 1.00,"2,017296","4,488689",11,"77,345276"
08/10/2011 2.00,"1,302442","1,63467",11,"81,896887"
08/10/2011 3.00,"1,299734","1,880616",11,"73,998264"
08/10/2011 4.00,"1,284391","2,199243",11,"61,570968"
08/10/2011 5.00,"1,299734","2,441297",11,"57,825913"
08/10/2011 6.00,"1,711317","7,395275",11,"52,587261"
08/10/2011 7.00,"3,935307","15,451808",11,"43,748714"
08/10/2011 8.00,"5,096944","15,85091",11,"39,911971"
08/10/2011 9.00,"6,081674","17,403162",11,"41,800118"
08/10/2011 10.00,"8,134171","21,803587",11,"39,572958"
08/10/2011 11.00,"9,521458","16,721781",11,"46,100939"
08/10/2011 12.00,"11,605545","22,311701",11,"38,890072"
08/10/2011 13.00,"10,529651","17,065714",11,"44,422567"
08/10/2011 14.00,"6,310933","11,639311",11,"47,93632"
08/10/2011 15.00,"5,950798","8,970891",11,"56,906838"
08/10/2011 16.00,"3,505673","5,641849",11,"63,036076"
08/10/2011 17.00,"3,249336","5,848861",11,"64,701245"
08/10/2011 18.00,"2,453249","5,914403",11,"65,140284"
08/10/2011 19.00,"1,467616","8,656807",11,"60,944357"
08/10/2011 20.00,"1,749226","16,71919",11,"47,471566"
08/10/2011 21.00,"4,151027","23,486931",11,"43,106845"
08/10/2011 22.00,"3,458738","11,894349",11,"52,408031"
08/10/2011 23.00,"2,694241","11,357022",11,"46,036339"
09/10/2011 0.00,"3,049863","8,178542",11,"47,620229"
09/10/2011 1.00,,"4,424865","9,6","55,654754"
09/10/2011 2.00,"6,946359",,"9,6","51,700846"
09/10/2011 3.00,"8,692877","14,557582","9,6",
09/10/2011 4.00,"4,857757","7,347254","9,6","56,768064"
09/10/2011 5.00,"6,373211","7,848232","9,6","57,377277"
09/10/2011 6.00,"3,511089","4,120742","9,6","62,524157"
09/10/2011 7.00,"7,258655","11,151317","9,6","56,593403"
09/10/2011 8.00,"8,9447","12,451775","9,6","58,870194"
09/10/2011 9.00,"5,407437","7,442647","9,6","66,974463"
09/10/2011 10.00,"5,871369","6,929988","9,6","69,358008"
09/10/2011 11.00,"8,637818","9,5147","9,6","66,871206"
09/10/2011 12.00,"8,57915","7,968934","9,6","68,65591"
09/10/2011 13.00,"9,911377","8,074712","9,6","67,957283"
09/10/2011 14.00,"12,580341","9,105871","9,6","66,566946"
09/10/2011 15.00,"10,678581","7,735967","9,6","67,041693"
09/10/2011 16.00,"5,513943","3,556169","9,6","74,730149"
09/10/2011 17.00,"5,657455","8,846947","9,6","65,953546"
09/10/2011 18.00,"10,059402","18,065075","9,6","55,153173"
09/10/2011 19.00,"7,966289","12,950165","9,6","58,835544"
09/10/2011 20.00,"8,259632","20,566065","9,6","48,522391"
09/10/2011 21.00,"4,816238","6,841084","9,6","62,94624"
09/10/2011 22.00,"2,470398","3,645073","9,6","60,929357"
09/10/2011 23.00,"1,307858","2,929299","9,6","57,382825"
10/10/2011 0.00,"1,359306","4,613935","9,6","56,156757"
10/10/2011 1.00,"1,299734","2,802755","11,9","57,699571"
10/10/2011 2.00,"1,334936","2,121372","11,9","57,362734"
10/10/2011 3.00,"2,768254","5,074031","11,9","55,659122"
10/10/2011 4.00,"7,292955","15,941115","11,9","45,467247"
10/10/2011 5.00,"3,125681","2,974722","11,9","57,391143"
10/10/2011 6.00,"2,495671","3,793031","11,9","55,514963"
10/10/2011 7.00,"2,057913","6,562041","11,9","53,700454"
10/10/2011 8.00,"2,751105","6,688585","11,9","54,882169"
10/10/2011 9.00,"2,572392","4,263509","11,9","61,874049"
10/10/2011 10.00,"1,559681","2,918264","11,9","67,29676"
10/10/2011 11.00,"1,299734","1,974063","11,9","71,709658"
10/10/2011 12.00,"1,270851","2,151224","11,9","73,339789"
10/10/2011 13.00,"1,299734","2,278416","11,9","74,603285"
10/10/2011 14.00,"1,299734","2,791723","11,9","79,49163"
10/10/2011 15.00,"1,223014","3,124627","11,9","75,748273"
10/10/2011 16.00,"2,563365","6,523105","11,9","71,834407"
10/10/2011 17.00,"2,017296","5,650287","11,9","72,482441"
10/10/2011 18.00,"1,705902","6,017584","11,9","70,369237"
10/10/2011 19.00,"3,597737","10,086413","11,9","62,528327"
10/10/2011 20.00,"9,047595","17,098811","11,9","53,290839"
10/10/2011 21.00,"6,511308","15,545907","11,9","50,968299"
10/10/2011 22.00,"5,331619","12,445938","11,9","52,44528"
10/10/2011 23.00,"6,406608","16,649094","11,9","45,139428"
11/10/2011 0.00,"7,839023","14,269452","11,9","48,337335"
11/10/2011 1.00,,"11,433596","16,79999","53,972831"
11/10/2011 2.00,"4,387507",,"16,79999","55,509419"
11/10/2011 3.00,"6,395777","13,686709","16,79999",
11/10/2011 4.00,"3,58149","4,876755","16,79999","58,397399"
11/10/2011 5.00,"7,017664","18,351262","16,79999","42,336593"
11/10/2011 6.00,"10,953873","37,304075","16,79999","21,267558"
11/10/2011 7.00,"7,546583","19,564769","16,79999","43,673962"
11/10/2011 8.00,"10,743567","25,04697","16,79999","40,317255"
11/10/2011 9.00,"8,083626","14,649728","16,79999","53,415028"
11/10/2011 10.00,"3,079649","6,680798","16,79999","64,552615"
11/10/2011 11.00,"1,497402","4,663903","16,79999","68,274443"
11/10/2011 12.00,"1,299734","5,057808","16,79999","68,952987"
11/10/2011 13.00,"1,258215","4,776818","16,79999","67,527901"
11/10/2011 14.00,"1,20767","3,606137","16,79999","67,645526"
11/10/2011 15.00,"1,173372","4,347871","16,79999","70,560294"
11/10/2011 16.00,"1,102969","3,418597","16,79999","75,088511"
11/10/2011 17.00,"1,262729","4,025999","16,79999","73,855814"
11/10/2011 18.00,"1,229332","6,651595","16,79999","67,899802"
11/10/2011 19.00,"1,416169","15,065695","16,79999","57,89019"
11/10/2011 20.00,"2,1581","16,0391","16,79999","63,056145"
11/10/2011 21.00,"2,140049","13,302539","16,79999","63,366866"
11/10/2011 22.00,"3,416316","20,820456","16,79999","51,704377"
11/10/2011 23.00,"4,313494","16,709453","16,79999","51,221646"
12/10/2011 0.00,"6,141245","18,105316","16,79999","52,488312"
12/10/2011 1.00,"4,945309","12,516023","17,5","55,265729"
12/10/2011 2.00,"12,047809","26,486973","17,5","41,009398"
12/10/2011 3.00,"11,827578","20,144908","17,5","43,606649"
12/10/2011 4.00,"7,00593","15,51411","17,5","47,765666"
12/10/2011 5.00,"6,209842","24,536905","17,5","35,786329"
12/10/2011 6.00,"4,514772","25,183908","17,5","36,114048"
12/10/2011 7.00,"6,458055","41,942664","17,5","20,559073"
12/10/2011 8.00,"6,653015","21,586193","17,5","38,286365"
12/10/2011 9.00,"3,896495","8,791137","17,5","54,05686"
12/10/2011 10.00,"3,249336","6,78852","17,5","58,389241"
12/10/2011 11.00,"4,925452","8,621116","17,5","61,283629"
12/10/2011 12.00,"5,486865","9,442668","17,5","61,518198"
12/10/2011 13.00,"4,312591","9,616582","17,5","65,701675"
12/10/2011 14.00,"1,291611","5,874169","17,5","73,236433"
12/10/2011 15.00,"1,285293","4,122041","17,5","71,801827"
12/10/2011 16.00,"1,236553","5,126596","17,5","67,198846"
12/10/2011 17.00,"1,186008","10,601661","17,5","56,860133"
12/10/2011 18.00,"1,230234","18,155931","17,5","47,509351"
12/10/2011 19.00,"1,214891","20,664705","17,5","35,872675"
12/10/2011 20.00,"0,923353","16,366164","17,5","24,197973"
12/10/2011 21.00,"1,299734","18,309729","17,5","19,843836"
12/10/2011 22.00,"1,18691","10,54715","17,5","38,463818"
12/10/2011 23.00,"1,221209","5,709989","17,5","53,544202"
13/10/2011 0.00,"1,03708","11,142224","17,5","23,269879"
13/10/2011 1.00,,"10,422556","22,29999","19,095247"
13/10/2011 2.00,"1,413461",,"22,29999","15,445501"
13/10/2011 3.00,"1,290708","8,926764","22,29999",
13/10/2011 4.00,"1,182398","7,443297","22,29999","11,822972"
13/10/2011 5.00,"1,053326","7,885872","22,29999","8,631717"
13/10/2011 6.00,"0,833094","9,255126","22,29999","5,618478"
13/10/2011 7.00,"1,098457","12,148727","22,29999","5,694674"
13/10/2011 8.00,"1,257313","14,670489","22,29999","3,469728"
13/10/2011 9.00,"2,151783","17,867804","22,29999","16,957258"
13/10/2011 10.00,"1,299734","9,89952","22,29999","60,944296"
13/10/2011 11.00,"1,299734","11,105238","22,29999","64,550477"
13/10/2011 12.00,"1,413461","8,926116","22,29999","73,313138"
13/10/2011 13.00,"1,299734","5,844967","22,29999","77,711074"
13/10/2011 14.00,"1,302442","4,040926","22,29999","80,939045"
13/10/2011 15.00,"1,241065","4,759945","22,29999","83,876781"
13/10/2011 16.00,"1,031664","4,172011","22,29999","83,550503"
13/10/2011 17.00,"1,058742","5,925435","22,29999","80,017754"
13/10/2011 18.00,"1,286196","13,245424","22,29999","67,129417"
13/10/2011 19.00,"1,024443","17,598493","22,29999","46,942789"
13/10/2011 20.00,"0,860171","31,56228","22,29999","29,487477"
13/10/2011 21.00,"0,856561","33,460418","22,29999","39,741477"
13/10/2011 22.00,"1,086722","21,200734","22,29999","55,10138"
13/10/2011 23.00,"1,298832","23,086538","22,29999","44,620169"
14/10/2011 0.00,"1,287098","15,200024","22,29999","48,910738"
14/10/2011 1.00,"1,299734","15,828195","17,5","55,98804"
14/10/2011 2.00,"1,106579","6,649647","17,5","55,97557"
14/10/2011 3.00,"0,950431","2,608073","17,5","54,832614"
14/10/2011 4.00,"1,023541","2,049989","17,5","51,970388"
14/10/2011 5.00,"0,843022","2,661286","17,5","50,780332"
14/10/2011 6.00,"1,038885","3,686605","17,5","47,527425"
14/10/2011 7.00,"0,889054","5,232372","17,5","46,921301"
14/10/2011 8.00,"0,722977","3,75799","17,5","57,090814"
14/10/2011 9.00,"1,133616","3,630251","17,5","60,134946"
14/10/2011 10.00,"1,299734","2,88582","17,5","60,859791"
14/10/2011 11.00,"1,093943","2,486074","17,5","61,802546"
14/10/2011 12.00,"1,094846","2,850126","17,5","62,297826"
14/10/2011 13.00,"0,978411","3,227808","17,5","62,406592"
14/10/2011 14.00,"1,194131","2,187565","17,5","66,424244"
14/10/2011 15.00,"1,102969","1,859202","17,5","68,39359"
14/10/2011 16.00,"0,965775","2,606777","17,5","68,462159"
14/10/2011 17.00,"1,160736","3,152532","17,5","67,463974"
14/10/2011 18.00,"1,224819","2,566543","17,5","69,981248"
14/10/2011 19.00,"1,076793","2,539935","17,5","71,567535"
14/10/2011 20.00,"1,150807","2,316053","17,5","73,315892"
14/10/2011 21.00,"1,194131","2,038957","17,5","72,463186"
14/10/2011 22.00,"1,216696","2,28166","17,5","68,086719"
14/10/2011 23.00,"1,247384","2,236883","17,5","66,370896"
15/10/2011 0.00,"1,250994","2,22001","17,5","67,057355"
15/10/2011 1.00,,"1,801446","18,4","68,123424"
15/10/2011 2.00,"1,416169",,"18,4","70,153035"
15/10/2011 3.00,"1,299734","1,830648","18,4",
15/10/2011 4.00,"1,313273","2,099957","18,4","67,488898"
15/10/2011 5.00,"1,546142","2,140191","18,4","66,388354"
15/10/2011 6.00,"2,980363","2,088925","18,4","64,830856"
15/10/2011 7.00,"3,227674","3,033776","18,4","63,403354"
15/10/2011 8.00,"3,002928","3,489979","18,4","62,038736"
15/10/2011 9.00,"1,578636","3,290106","18,4","62,152788"
15/10/2011 10.00,"1,313273","2,758628","18,4","65,618243"
15/10/2011 11.00,"1,237455","2,1642","18,4","70,772546"
15/10/2011 12.00,"1,247384","1,660627","18,4","72,932835"
15/10/2011 13.00,"1,267241","2,260244","18,4","74,396984"
15/10/2011 14.00,"1,299734","1,343947","18,4","77,282453"
15/10/2011 15.00,"1,299734","1,304361","18,4","79,121281"
15/10/2011 16.00,"1,289806","1,278403","18,4","80,354572"
15/10/2011 17.00,"1,232039","1,733308","18,4","82,548711"
15/10/2011 18.00,"1,132755","4,518542","18,4","77,140726"
15/10/2011 19.00,"1,18691","6,850818","18,4","74,2449"
15/10/2011 20.00,"1,291611","8,604242","18,4","72,424724"
15/10/2011 21.00,"1,263631","8,300543","18,4","72,221475"
15/10/2011 22.00,"2,528164","13,991702","18,4","59,729122"
15/10/2011 23.00,"4,718758","25,82959","18,4","41,478286"
16/10/2011 0.00,"2,028128","20,656923","18,4","44,705237"
16/10/2011 1.00,"3,727711","31,17292","20,6","27,364837"
16/10/2011 2.00,"4,383896","33,577894","20,6","19,229704"
16/10/2011 3.00,"3,449712","30,266366","20,6","24,066662"
16/10/2011 4.00,"1,299734","5,790457","20,6","48,455496"
16/10/2011 5.00,"1,28078","4,963713","20,6","50,736781"
16/10/2011 6.00,"1,115605","4,336841","20,6","52,481607"
16/10/2011 7.00,"0,886347","4,961116","20,6","49,907919"
16/10/2011 8.00,"1,514552","8,648372","20,6","47,026621"
16/10/2011 9.00,"4,547265","14,781464","20,6","48,203888"
16/10/2011 10.00,"2,323275","1,857904","20,6","70,556847"
16/10/2011 11.00,"1,348475","1,955244","20,6","71,159653"
16/10/2011 12.00,"2,301613","1,816373","20,6","76,611892"
16/10/2011 13.00,"2,821507","1,689829","20,6","81,246319"
16/10/2011 14.00,"1,505526","1,881265","20,6","85,918782"
16/10/2011 15.00,"1,264534","1,706701","20,6","87,161707"
16/10/2011 16.00,"1,08582","1,738499","20,6","86,171095"
16/10/2011 17.00,"0,840315","1,566532","20,6","86,129618"
16/10/2011 18.00,"0,77262","2,244021","20,6","77,916362"
16/10/2011 19.00,"0,649867","2,349148","20,6","73,379408"
16/10/2011 20.00,"0,649867","2,8365","20,6","68,194009"
16/10/2011 21.00,"0,528919","1,693724","20,6","65,499339"
16/10/2011 22.00,"0,41068","1,465946","20,6","62,308339"
16/10/2011 23.00,"0,490109","1,831298","20,6","59,644773"
17/10/2011 0.00,"0,363745","1,815723","20,6","59,105566"
17/10/2011 1.00,,"1,281648","17,5","57,012351"
17/10/2011 2.00,"0,530725",,"17,5","54,744894"
17/10/2011 3.00,"0,586686","1,582107","17,5",
17/10/2011 4.00,"0,583978","1,831298","17,5","51,706272"
17/10/2011 5.00,"0,521699","3,486085","17,5","49,001031"
17/10/2011 6.00,"0,947723","3,089583","17,5","53,084337"
17/10/2011 7.00,"1,340351","4,656115","17,5","52,618643"
17/10/2011 8.00,"3,181642","4,664553","17,5","52,550774"
17/10/2011 9.00,"6,460764","3,140202","17,5","57,744"
17/10/2011 10.00,"5,971557","2,633382","17,5","63,512901"
17/10/2011 11.00,"4,54907","2,022733","17,5","66,492395"
17/10/2011 12.00,"3,736736","2,60418","17,5","70,008181"
17/10/2011 13.00,"1,076793","2,399766","17,5","73,750701"
17/10/2011 14.00,"0,803308","1,934479","17,5","73,90344"
17/10/2011 15.00,"0,974801","1,831298","17,5","74,232693"
17/10/2011 16.00,"1,299734","2,597691","17,5","77,547528"
17/10/2011 17.00,"1,299734","3,920871","17,5","77,884239"
17/10/2011 18.00,"1,318689","5,498436","17,5","73,160779"
17/10/2011 19.00,"1,380968","8,392689","17,5","69,00753"
17/10/2011 20.00,"1,454078","11,406345","17,5","62,979996"
17/10/2011 21.00,"9,381555","35,775833","17,5","32,472296"
17/10/2011 22.00,"9,661359","34,030195","17,5","29,898765"
17/10/2011 23.00,"5,500404","24,180643","17,5","39,088394"
18/10/2011 0.00,"3,150051","16,425212","17,5","43,56749"
18/10/2011 1.00,"2,1229","14,688666","27,1","44,40453"
18/10/2011 2.00,"1,045203","18,690003","27,1","36,146247"
18/10/2011 3.00,"1,299734","22,516113","27,1","35,918158"
18/10/2011 4.00,"0,954944","11,633472","27,1","49,5801"
18/10/2011 5.00,"1,7402","18,421345","27,1","37,071529"
18/10/2011 6.00,"1,287098","19,971643","27,1","31,547694"
18/10/2011 7.00,"1,714927","37,169087","27,1","17,323673"
18/10/2011 8.00,"4,534629","41,128917","27,1","20,070319"
18/10/2011 9.00,"5,047303","14,009227","27,1","52,710294"
18/10/2011 10.00,"5,079796","12,132502","27,1","56,95382"
18/10/2011 11.00,"6,931014","12,18507","27,1","62,015353"
18/10/2011 12.00,"4,012027","7,376458","27,1","70,702638"
18/10/2011 13.00,"2,274536","7,828116","27,1","75,216349"
18/10/2011 14.00,"0,892665","3,992254","27,1","80,216779"
18/10/2011 15.00,"0,648965","4,266106","27,1","82,679662"
18/10/2011 16.00,"0,644451","5,026659","27,1","85,147978"
18/10/2011 17.00,"0,649867","10,373885","27,1","78,079748"
18/10/2011 18.00,"0,683263","21,768539","27,1","60,828029"
18/10/2011 19.00,"0,673334","15,047528","27,1","66,694008"
18/10/2011 20.00,"0,991047","12,717841","27,1","57,90352"
18/10/2011 21.00,"0,737419","10,546509","27,1","57,621805"
18/10/2011 22.00,"0,625497","8,190222","27,1","56,50644"
18/10/2011 23.00,"0,404362","9,608147","27,1","42,887272"
19/10/2011 0.00,"0,027078","9,221381","27,1","41,115475"
19/10/2011 1.00,,"6,937126","23,6","42,97621"
19/10/2011 2.00,"0,529822",,"23,6","47,851054"
19/10/2011 3.00,"0,156148","4,456245","23,6",
19/10/2011 4.00,"0,049643","5,22783","23,6","49,251304"
19/10/2011 5.00,"0,149831","5,543211","23,6","48,216898"
19/10/2011 6.00,"0,104701","7,527008","23,6","46,58736"
19/10/2011 7.00,"0,056864","17,221464","23,6","31,535443"
19/10/2011 8.00,"0,484693","22,272122","23,6","28,821167"
19/10/2011 9.00,"0,758179","19,776312","23,6","33,393229"
19/10/2011 10.00,"1,636402","24,216989","23,6","52,990312"
19/10/2011 11.00,"1,299734","17,00991","23,6","66,980932"
19/10/2011 12.00,"2,23121","14,450502","23,6","74,785849"
19/10/2011 13.00,"1,955018","7,963093","23,6","89,131616"
19/10/2011 14.00,"0,856561","5,504925","23,6","99,432178"
19/10/2011 15.00,"0,657088","5,01238","23,6","102,242213"
19/10/2011 16.00,"0,649867","6,988392","23,6","99,159782"
19/10/2011 17.00,"0,643549","8,61852","23,6","96,424138"
19/10/2011 18.00,"0,61286","17,52841","23,6","82,866594"
19/10/2011 19.00,"0,394433","21,723761","23,6","70,352395"
19/10/2011 20.00,"0,103798","14,087103","23,6","43,16831"
19/10/2011 21.00,,"14,373278","23,6","41,485009"
19/10/2011 22.00,"0,087551","20,361003","23,6","29,986587"
19/10/2011 23.00,"0,070402","12,349894","23,6","36,077161"
20/10/2011 0.00,"0,037007","7,534796","23,6","49,659541"
20/10/2011 1.00,"0,044227","9,147401","21,79999","46,046015"
20/10/2011 2.00,"0,011734","8,156477","21,79999","39,97202"
20/10/2011 3.00,"0,049643","6,498446","21,79999","45,051628"
20/10/2011 4.00,,"4,753455","21,79999","40,927127"
20/10/2011 5.00,,"5,140871","21,79999","24,158093"
20/10/2011 6.00,,"6,122063","21,79999","28,849456"
20/10/2011 7.00,,"13,925512","21,79999","22,009977"
20/10/2011 8.00,"0,157954","22,274073","21,79999","15,892539"
20/10/2011 9.00,"0,541556","24,189074","21,79999","35,259291"
20/10/2011 10.00,"0,224746","16,688682","21,79999","62,348198"
20/10/2011 11.00,"0,126363","8,834616","21,79999","76,11194"
20/10/2011 12.00,"0,161565","7,015","21,79999","88,663368"
20/10/2011 13.00,"0,408875","7,889114","21,79999","86,875224"
20/10/2011 14.00,"0,437757","4,225222","21,79999","88,681983"
20/10/2011 15.00,"0,221135","4,989668","21,79999","93,340946"
20/10/2011 16.00,"0,235577","5,989032","21,79999","96,434473"
20/10/2011 17.00,"0,21572","8,994252","21,79999","89,853622"
20/10/2011 18.00,"0,304174","10,262917","21,79999","83,68169"
20/10/2011 19.00,"0,24009","11,105238","21,79999","78,340721"
20/10/2011 20.00,"0,056864","12,390134","21,79999","74,526558"
20/10/2011 21.00,,"7,403711","21,79999","77,285641"
20/10/2011 22.00,"0,086649","4,859233","21,79999","73,795571"
20/10/2011 23.00,,"3,901403","21,79999","56,526588"
21/10/2011 0.00,,"3,718404","21,79999","46,094295"
21/10/2011 1.00,,"3,569798","16,700001","42,572501"
21/10/2011 2.00,"0,395336",,"16,700001","39,416212"
21/10/2011 3.00,"0,195863","3,227808","16,700001",
21/10/2011 4.00,"0,111019","4,081808","16,700001","27,730979"
21/10/2011 5.00,"0,032493","3,165511","16,700001","26,03495"
21/10/2011 6.00,"0,105603","4,702841","16,700001","20,378307"
21/10/2011 7.00,"0,086649","11,49784","16,700001","15,557473"
21/10/2011 8.00,"0,225648","17,531003","16,700001","12,822089"
21/10/2011 9.00,"0,346596","27,605074","16,700001","17,039134"
21/10/2011 10.00,"0,362842","10,769089","16,700001","42,368533"
