TARANTO - TALSANO,,,,
,,,,,,,
,SO2,NO2,PM10,O3
11/06/2011 16.00,"2,39458","4,393298","17,29999","114,032122"
11/06/2011 17.00,"1,318689","6,623041","17,29999","99,018572"
11/06/2011 18.00,"1,729369","7,668477","17,29999","83,378891"
11/06/2011 19.00,"1,491987","10,069542","17,29999","74,581238"
11/06/2011 20.00,"1,299734","11,017629","17,29999","68,700598"
11/06/2011 21.00,"1,299734","8,053944","17,29999","65,716378"
11/06/2011 22.00,"1,345767","8,58153","17,29999","66,966427"
11/06/2011 23.00,"1,299734","12,022189","17,29999","52,471893"
12/06/2011 0.00,"1,377358","12,664633","17,29999","48,125167"
12/06/2011 1.00,"1,900861","10,537416","15,7","62,241209"
12/06/2011 2.00,"1,573221","7,249914","15,7","72,724335"
12/06/2011 3.00,"1,638207","4,655468","15,7","76,510827"
12/06/2011 4.00,"1,302442","7,80735","15,7","75,260078"
12/06/2011 5.00,"1,313273","4,126584","15,7","76,261909"
12/06/2011 6.00,"1,751934","4,432234","15,7","74,720453"
12/06/2011 7.00,"2,496573","4,046117","15,7","77,85344"
12/06/2011 8.00,"1,584052","4,528926","15,7","85,854307"
12/06/2011 9.00,"1,421585","5,955935","15,7","96,741344"
12/06/2011 10.00,"2,918987","7,132456","15,7","111,662984"
12/06/2011 11.00,"3,851366","12,044893","15,7","108,621945"
12/06/2011 12.00,"4,141099","9,132479","15,7","113,022096"
12/06/2011 13.00,"4,494915","7,948818","15,7","115,839018"
12/06/2011 14.00,"4,050839","5,639903","15,7","122,845574"
12/06/2011 15.00,"3,485815","5,453659","15,7","122,911411"
12/06/2011 16.00,"3,249336","5,941658","15,7","122,823611"
12/06/2011 17.00,"3,335985","4,331649","15,7","129,074607"
12/06/2011 18.00,"3,243921","3,864414","15,7","129,495625"
12/06/2011 19.00,"3,195181","4,396543","15,7","127,195078"
12/06/2011 20.00,"2,252873","5,473775","15,7","124,945193"
12/06/2011 21.00,"1,74381","8,283021","15,7","115,464598"
12/06/2011 22.00,"1,990218","8,141552","15,7","114,294108"
12/06/2011 23.00,"1,892739","9,853446","15,7","112,343255"
13/06/2011 0.00,"3,283634","23,755586","15,7","89,692923"
13/06/2011 1.00,,"8,760637","16,200001","104,762759"
13/06/2011 2.00,"2,97224",,"16,200001","103,043663"
13/06/2011 3.00,"1,914401","6,437446","16,200001",
13/06/2011 4.00,"1,456785","6,462755","16,200001",
13/06/2011 5.00,"2,017296","6,926093","16,200001",
13/06/2011 6.00,"2,02903","8,572444","16,200001",
13/06/2011 7.00,"1,795258","8,502359","16,200001",
13/06/2011 8.00,"1,632791","7,489371","16,200001",
13/06/2011 9.00,"1,546142","8,732083","16,200001",
13/06/2011 10.00,"2,885591","9,47252","16,200001",
13/06/2011 11.00,"3,23309","9,286922","16,200001",
13/06/2011 12.00,"2,631962","7,090275","16,200001",
13/06/2011 13.00,"2,842267","6,736605","16,200001",
13/06/2011 14.00,"2,19601","6,340106","16,200001",
13/06/2011 15.00,"2,228503","8,295349","16,200001",
13/06/2011 16.00,"2,250165","4,902712","16,200001",
13/06/2011 17.00,"1,646331","6,713892","16,200001",
13/06/2011 18.00,"1,445954","11,612712","16,200001",
13/06/2011 19.00,"2,293489","12,773654","16,200001",
13/06/2011 20.00,"1,343059","12,558855","16,200001",
13/06/2011 21.00,"1,299734","15,708788","16,200001",
13/06/2011 22.00,"1,462201","19,860038","16,200001",
13/06/2011 23.00,"1,389091","17,729577","16,200001",
14/06/2011 0.00,"1,532604","14,591972","16,200001",
14/06/2011 1.00,"1,32952","10,041637","19,6",
14/06/2011 2.00,"1,387286","6,915063","19,6",
14/06/2011 3.00,"2,458665","4,384212","19,6",
14/06/2011 4.00,"1,814213","6,907276","19,6",
14/06/2011 5.00,"2,420756","9,771031","19,6",
14/06/2011 6.00,"2,401801","16,482327","19,6",
14/06/2011 7.00,"2,457761","19,285712","19,6",
14/06/2011 8.00,"2,921694","15,008589","19,6",
14/06/2011 9.00,"3,509283","14,506955","19,6",
14/06/2011 10.00,"3,84809","10,101965","19,6",
14/06/2011 11.00,"4,701609","8,196063","19,6",
14/06/2011 12.00,"5,224211","5,981892","19,6",
14/06/2011 13.00,"3,243921","4,976041","19,6",
14/06/2011 14.00,"2,448736","4,360201","19,6",
14/06/2011 15.00,"2,501989","4,238202","19,6",
14/06/2011 16.00,"2,133731","5,383572","19,6",
14/06/2011 17.00,"1,473032","6,541925","19,6",
14/06/2011 18.00,"1,83046","6,454967","19,6",
14/06/2011 19.00,"1,510942","9,723658","19,6",
14/06/2011 20.00,"2,596761","12,100056","19,6",
14/06/2011 21.00,"2,496573","7,081839","19,6",
14/06/2011 22.00,"1,603006","6,366711","19,6",
14/06/2011 23.00,"1,394507","6,857307","19,6",
15/06/2011 0.00,"1,299734","12,159763","19,6",
15/06/2011 1.00,,"13,70163","21,700001",
15/06/2011 2.00,"3,06972",,"21,700001",
15/06/2011 3.00,"1,35389","5,931276","21,700001",
15/06/2011 4.00,"1,299734","6,903381","21,700001","78,535172"
15/06/2011 5.00,"1,573221","7,443945","21,700001","77,896971"
15/06/2011 6.00,"1,399922","14,76524","21,700001","72,246315"
15/06/2011 7.00,"1,556973","16,856111","21,700001","76,99976"
15/06/2011 8.00,"3,127486","12,828816","21,700001","89,61083"
15/06/2011 9.00,"3,976827","14,98198","21,700001","101,277475"
15/06/2011 10.00,"3,97141","8,53286","21,700001","122,31273"
15/06/2011 11.00,"3,335985","3,537351","21,700001","128,514091"
15/06/2011 12.00,"3,115752","4,401733","21,700001","120,536367"
15/06/2011 13.00,"2,903643","11,671758","21,700001","95,737215"
15/06/2011 14.00,"4,415486","6,510126","21,700001","127,345458"
15/06/2011 15.00,"3,409998","4,778117","21,700001","125,710716"
15/06/2011 16.00,"3,29266","8,712615","21,700001","115,752435"
15/06/2011 17.00,"2,564268","6,07988","21,700001","117,365588"
15/06/2011 18.00,"2,177055","8,976084","21,700001","109,251029"
15/06/2011 19.00,"1,895446","8,03383","21,700001","101,584422"
15/06/2011 20.00,"1,627376","10,240205","21,700001","90,529586"
15/06/2011 21.00,"1,575928","15,52774","21,700001","68,910894"
15/06/2011 22.00,"1,483863","15,489454","21,700001","55,747044"
15/06/2011 23.00,"1,635499","9,728201","21,700001","76,465736"
16/06/2011 0.00,"1,299734","6,023425","21,700001","80,529609"
16/06/2011 1.00,"1,811505","5,253786","25,4","84,876815"
16/06/2011 2.00,"1,508233","3,958509","25,4","94,401086"
16/06/2011 3.00,"1,52448","7,772308","25,4","78,811556"
16/06/2011 4.00,"1,299734","8,391391","25,4","72,722676"
16/06/2011 5.00,"1,497402","6,263532","25,4","70,107412"
16/06/2011 6.00,"1,386384","10,981935","25,4","62,158134"
16/06/2011 7.00,"1,693265","13,266194","25,4","65,544925"
16/06/2011 8.00,"4,15915","19,91","25,4","69,242164"
16/06/2011 9.00,"20,97356","38,474105","25,4","71,339363"
16/06/2011 10.00,"19,749641","27,9834","25,4","87,901819"
16/06/2011 11.00,"14,354843","17,793822","25,4","105,56491"
16/06/2011 12.00,"12,342057","12,764571","25,4","124,97947"
16/06/2011 13.00,"6,603373","8,65421","25,4","125,419727"
16/06/2011 14.00,"5,242263","5,088956","25,4","134,401679"
16/06/2011 15.00,"4,603226","6,451722","25,4","123,522482"
16/06/2011 16.00,"4,108606","5,47118","25,4","123,965593"
16/06/2011 17.00,"4,840609","7,508839","25,4","125,746126"
16/06/2011 18.00,"3,715074","6,022127","25,4","124,771107"
16/06/2011 19.00,"3,065207","7,33038","25,4","120,485713"
16/06/2011 20.00,"2,593151","9,743775","25,4","118,19888"
16/06/2011 21.00,"1,35389","7,836552","25,4","105,733706"
16/06/2011 22.00,"1,933355","8,264849","25,4","82,22614"
16/06/2011 23.00,"1,299734","7,043553","25,4","82,112244"
17/06/2011 0.00,"1,313273","10,47902","25,4","52,524141"
17/06/2011 1.00,,"11,253848","24,1","42,629019"
17/06/2011 2.00,"2,888299",,"24,1","38,626253"
17/06/2011 3.00,"1,299734","9,630861","24,1",
17/06/2011 4.00,"1,299734","8,602296","24,1","36,644118"
17/06/2011 5.00,"1,299734","8,734029","24,1","30,599849"
17/06/2011 6.00,"1,2528","8,402424","24,1","26,825588"
17/06/2011 7.00,"1,332228","13,203253","24,1","47,400603"
17/06/2011 8.00,"1,364721","7,802807","24,1","91,536546"
17/06/2011 9.00,"11,492719","19,349306","24,1","92,996365"
17/06/2011 10.00,"7,559219","9,65552","24,1","104,762439"
17/06/2011 11.00,"4,052644","7,372563","24,1","112,306832"
17/06/2011 12.00,"4,909205","7,517276","24,1","109,031259"
17/06/2011 13.00,"4,233163","6,697021","24,1","120,456504"
17/06/2011 14.00,"3,900106","7,069509","24,1","132,423559"
17/06/2011 15.00,"3,086869","7,193456","24,1","128,926571"
17/06/2011 16.00,"3,170811","7,918966","24,1","114,789311"
17/06/2011 17.00,"3,224966","7,6542","24,1","114,847401"
17/06/2011 18.00,"2,935234","8,455636","24,1","111,27402"
17/06/2011 19.00,"1,673408","7,539339","24,1","104,86562"
17/06/2011 20.00,"1,622862","14,385606","24,1","84,453917"
17/06/2011 21.00,"1,874687","10,856701","24,1","82,470112"
17/06/2011 22.00,"1,416169","15,02806","24,1","55,452582"
17/06/2011 23.00,"1,703193","14,800933","24,1","73,43854"
18/06/2011 0.00,"1,324104","17,68286","24,1","47,052872"
18/06/2011 1.00,"1,299734","17,309063",22,"35,239622"
18/06/2011 2.00,"1,497402","15,582254",22,"31,797367"
18/06/2011 3.00,"1,491987","13,776902",22,"36,872968"
18/06/2011 4.00,"1,703193","12,850878",22,"37,369603"
18/06/2011 5.00,"1,762765","11,776885",22,"31,039766"
18/06/2011 6.00,"1,971264","11,165589",22,"29,470639"
18/06/2011 7.00,"1,405338","7,058477",22,"62,455949"
18/06/2011 8.00,"1,521773","11,46345",22,"85,792839"
18/06/2011 9.00,"3,254752","10,438779",22,"94,857203"
18/06/2011 10.00,"3,546289","8,986467",22,"102,828588"
18/06/2011 11.00,"3,044447","7,96504",22,"104,067023"
18/06/2011 12.00,"4,354111","10,492639",22,"108,943862"
18/06/2011 13.00,"3,864905","7,543233",22,"117,620868"
18/06/2011 14.00,"3,047156","4,76449",22,"115,284606"
18/06/2011 15.00,"3,032713","4,192775",22,"113,204523"
18/06/2011 16.00,"2,396385","4,606798",22,"111,455024"
18/06/2011 17.00,"2,44332","5,236914",22,"104,782987"
18/06/2011 18.00,"2,623838","6,109084",22,"109,718539"
18/06/2011 19.00,"1,359306","5,785266",22,"109,402924"
18/06/2011 20.00,"1,424292","5,579552",22,"107,327627"
18/06/2011 21.00,"1,516357","7,249914",22,"92,418453"
18/06/2011 22.00,"1,529895","9,984529",22,"65,048413"
18/06/2011 23.00,"1,364721","8,065626",22,"53,84519"
19/06/2011 0.00,"1,443247","11,013741",22,"41,766861"
19/06/2011 1.00,,"10,927424",20,"31,716072"
19/06/2011 2.00,"3,365771",,20,"32,789243"
19/06/2011 3.00,"1,722148","7,523116",20,
19/06/2011 4.00,"1,681531","6,403053",20,"40,424245"
19/06/2011 5.00,"1,946894","6,316095",20,"37,289382"
19/06/2011 6.00,"2,1581","5,107776",20,"45,491246"
19/06/2011 7.00,"1,661674","4,863128",20,"60,202278"
19/06/2011 8.00,"2,193302","4,791743",20,"75,725313"
19/06/2011 9.00,"3,154564","4,01367",20,"86,471421"
19/06/2011 10.00,"3,251141","4,71452",20,"90,977667"
19/06/2011 11.00,"2,95148","4,521138",20,"99,430062"
19/06/2011 12.00,"3,416316","6,418628",20,"102,013188"
19/06/2011 13.00,"3,388336","4,146701",20,"104,920361"
19/06/2011 14.00,"3,252947","2,93384",20,"106,392395"
19/06/2011 15.00,"3,14644","3,726192",20,"105,90382"
19/06/2011 16.00,"2,950578","3,597053",20,"109,93535"
19/06/2011 17.00,"2,954189","4,793041",20,"111,454507"
19/06/2011 18.00,"3,507478","7,294041",20,"105,377696"
19/06/2011 19.00,"3,579685","11,60557",20,"98,944958"
19/06/2011 20.00,"2,905448","10,541311",20,"94,735073"
19/06/2011 21.00,"1,427","8,626307",20,"76,475553"
19/06/2011 22.00,"1,579538","8,680168",20,"68,522128"
19/06/2011 23.00,"1,797966","15,275946",20,"59,488845"
20/06/2011 0.00,"1,380968","8,174649",20,"67,404766"
20/06/2011 1.00,"1,45498","7,220064","20,4","68,174436"
20/06/2011 2.00,"2,003757","5,87287","20,4","69,501394"
20/06/2011 3.00,"1,62196","3,948777","20,4","75,225604"
20/06/2011 4.00,"1,427","3,614573","20,4","77,07517"
20/06/2011 5.00,"1,432416","5,839776","20,4","76,411695"
20/06/2011 6.00,"2,24475","19,573201","20,4","66,223568"
20/06/2011 7.00,"4,680849","19,438864","20,4","83,307407"
20/06/2011 8.00,"4,471448","6,318691","20,4","100,440553"
20/06/2011 9.00,"3,955164","4,857935","20,4","108,262068"
20/06/2011 10.00,"3,254752","3,275181","20,4","114,887804"
20/06/2011 11.00,"3,249336","2,639872","20,4","117,774909"
20/06/2011 12.00,"3,02459","2,186915","20,4","118,741701"
20/06/2011 13.00,"3,089577","2,119425","20,4","117,672162"
20/06/2011 14.00,"2,450541","1,625584","20,4","118,108751"
20/06/2011 15.00,"1,758252","1,438042","20,4","120,531496"
20/06/2011 16.00,"1,445052","1,608063","20,4","121,760677"
20/06/2011 17.00,"1,525383","2,295287","20,4","119,414119"
20/06/2011 18.00,"2,02903","2,857266","20,4","116,841503"
20/06/2011 19.00,"1,302442","3,632096","20,4","111,818874"
20/06/2011 20.00,"1,299734","4,453","20,4","108,738832"
20/06/2011 21.00,"1,313273","4,623669","20,4","107,736644"
20/06/2011 22.00,"1,841291","10,292121","20,4","97,065566"
20/06/2011 23.00,"5,101458","24,908102","20,4","85,997404"
21/06/2011 0.00,"16,91098","45,151648","20,4","61,197503"
21/06/2011 1.00,,"40,283355","19,5","67,345078"
21/06/2011 2.00,"13,408016",,"19,5","95,041122"
21/06/2011 3.00,"8,918525","17,327241","19,5",
21/06/2011 4.00,"6,131317","10,628271","19,5","89,756028"
21/06/2011 5.00,"5,146587","18,022252","19,5","80,727698"
21/06/2011 6.00,"9,288589","26,812071","19,5","71,637657"
21/06/2011 7.00,"7,592616","17,852872","19,5","81,213077"
21/06/2011 8.00,"8,019542","23,04761","19,5","85,550328"
21/06/2011 9.00,"8,459105","13,844392","19,5","105,076631"
21/06/2011 10.00,"3,947041","4,652223","19,5","116,636298"
21/06/2011 11.00,"2,566975","3,185627","19,5","116,965734"
21/06/2011 12.00,"2,538092","2,84818","19,5","113,898942"
21/06/2011 13.00,"2,806163","2,722935","19,5","112,801412"
21/06/2011 14.00,"3,089577","2,588605","19,5","111,242179"
21/06/2011 15.00,"3,208719","2,13435","19,5","109,103397"
21/06/2011 16.00,"3,181642","1,885159","19,5","106,077305"
21/06/2011 17.00,"2,992097","1,83","19,5","102,827348"
21/06/2011 18.00,"3,519211","2,286849","19,5","102,386094"
21/06/2011 19.00,"3,071525","4,463382","19,5","93,643821"
21/06/2011 20.00,"3,238505","9,00204","19,5","82,921396"
21/06/2011 21.00,"2,187886","11,756125","19,5","74,387243"
21/06/2011 22.00,"1,310565","23,149481","19,5","68,614198"
21/06/2011 23.00,"1,380968","31,150208","19,5","49,548099"
22/06/2011 0.00,"1,30515","25,475276","19,5","26,321711"
22/06/2011 1.00,"1,567805","19,581632","24,700001","27,755478"
22/06/2011 2.00,"1,800674","16,349941","24,700001","32,447258"
22/06/2011 3.00,"1,299734","15,637403","24,700001","21,483497"
22/06/2011 4.00,"1,884615","9,6672","24,700001","37,692893"
22/06/2011 5.00,"1,294319","6,62369","24,700001","50,026042"
22/06/2011 6.00,"2,106653","6,41019","24,700001","52,427163"
22/06/2011 7.00,"3,141025","14,747063","24,700001","49,351513"
22/06/2011 8.00,"7,589907","26,309158","24,700001","55,643163"
22/06/2011 9.00,,"23,418137","24,700001","53,139657"
22/06/2011 10.00,,"22,767904","24,700001","62,397814"
22/06/2011 11.00,"8,360722","20,857434","24,700001","81,377125"
22/06/2011 12.00,"9,645112","17,124118","24,700001","91,100338"
22/06/2011 13.00,"3,50116","9,316126","24,700001","94,161749"
22/06/2011 14.00,"0,444076","4,707382","24,700001","82,598726"
22/06/2011 15.00,"0,411583","4,202511","24,700001","85,163222"
22/06/2011 16.00,"0,649867","5,656776","24,700001","99,685343"
22/06/2011 17.00,"0,649867","5,401094","24,700001","107,134835"
22/06/2011 18.00,"0,649867","6,774893","24,700001","114,50432"
22/06/2011 19.00,"0,760886","8,643829","24,700001","117,673478"
22/06/2011 20.00,"0,945016","21,739993","24,700001","91,869094"
22/06/2011 21.00,"0,649867","26,670603","24,700001","75,318016"
22/06/2011 22.00,"0,89447","31,465591","24,700001","62,936743"
22/06/2011 23.00,"0,65438","40,916054","24,700001","46,588376"
23/06/2011 0.00,"0,649867","24,449948","24,700001","46,683281"
23/06/2011 1.00,,"18,785395","33,200001","47,13748"
23/06/2011 2.00,"0,730198",,"33,200001","42,510097"
23/06/2011 3.00,"0,319518","17,884027","33,200001",
23/06/2011 4.00,,"13,63998","33,200001","45,394112"
23/06/2011 5.00,,"14,501768","33,200001","27,716217"
23/06/2011 6.00,,"13,925512","33,200001","18,628186"
23/06/2011 7.00,"0,713049","26,267609","33,200001","39,983409"
23/06/2011 8.00,"1,96314","15,364208","33,200001","89,640457"
23/06/2011 9.00,"3,249336","11,569878","33,200001","102,420888"
23/06/2011 10.00,"9,215478","13,878794","33,200001","98,244078"
23/06/2011 11.00,"1,478631","6,727643","33,200001","100,177769"
23/06/2011 12.00,"0,903496","6,617851","33,200001","106,385173"
23/06/2011 13.00,"0,649867","5,551649","33,200001","113,238198"
23/06/2011 14.00,"0,638134","4,179148","33,200001","107,886727"
23/06/2011 15.00,"0,593004","5,748925","33,200001","107,94656"
23/06/2011 16.00,"3,093187","14,158478","33,200001","110,152685"
23/06/2011 17.00,"1,529895","7,51468","33,200001","126,570682"
23/06/2011 18.00,"1,025346","9,236956","33,200001","120,909471"
23/06/2011 19.00,"0,694094","10,691865","33,200001","111,826195"
23/06/2011 20.00,"0,472959","14,967709","33,200001","89,035597"
23/06/2011 21.00,,"17,016399","33,200001","75,036419"
23/06/2011 22.00,,"21,868481","33,200001","50,824102"
23/06/2011 23.00,,"19,218218","33,200001","54,36794"
24/06/2011 0.00,,"11,906678","33,200001","58,037005"
24/06/2011 1.00,,"17,637431",25,"36,822173"
24/06/2011 2.00,,"14,767833",25,"45,720971"
24/06/2011 3.00,,"11,525101",25,"58,03495"
24/06/2011 4.00,,"11,574414",25,"53,063949"
24/06/2011 5.00,,"15,893093",25,"40,379081"
24/06/2011 6.00,,"14,020904",25,"26,436303"
24/06/2011 7.00,"0,339375","22,21761",25,"47,240364"
24/06/2011 8.00,"1,094846","18,667939",25,"71,861416"
24/06/2011 9.00,"1,101164","16,331122",25,"83,475549"
24/06/2011 10.00,"4,790966","18,356449",25,"104,847903"
24/06/2011 11.00,"6,755009","15,059856",25,"137,510389"
24/06/2011 12.00,"5,745909","10,99881",25,"152,708352"
24/06/2011 13.00,"9,521458","12,148727",25,"159,520062"
24/06/2011 14.00,"8,681143","8,803465",25,"169,471043"
24/06/2011 15.00,"3,599542","6,653542",25,"151,863257"
24/06/2011 16.00,"1,391799","6,965031",25,"126,552767"
24/06/2011 17.00,"1,468519","7,599689",25,"118,944874"
24/06/2011 18.00,"0,813237","10,479661",25,"122,000075"
24/06/2011 19.00,"0,649867","10,198673",25,"113,706842"
24/06/2011 20.00,"1,519967","29,867275",25,"96,483848"
24/06/2011 21.00,"0,952236","48,745463",25,"57,505097"
24/06/2011 22.00,"0,781646","37,750548",25,"55,910712"
24/06/2011 23.00,"0,78977","33,631755",25,"51,079402"
25/06/2011 0.00,"0,64716","36,98674",25,"38,120639"
25/06/2011 1.00,,"26,329921","23,1","74,453582"
25/06/2011 2.00,"3,491232",,"23,1","88,063972"
25/06/2011 3.00,"1,374649","8,003978","23,1",
25/06/2011 4.00,"0,649867","4,251829","23,1","89,541226"
25/06/2011 5.00,"0,588491","4,689861","23,1","82,909029"
25/06/2011 6.00,"0,405264","6,253148","23,1","85,455047"
25/06/2011 7.00,"0,982021","11,277853","23,1","89,177879"
25/06/2011 8.00,"5,002172","10,457597","23,1","94,400888"
25/06/2011 9.00,"0,822263","4,005232","23,1","108,570355"
25/06/2011 10.00,"2,500183","9,05136","23,1","111,23017"
25/06/2011 11.00,"4,531018","9,52119","23,1","114,514495"
25/06/2011 12.00,"1,969459","5,266765","23,1","112,82543"
25/06/2011 13.00,"1,815115","5,167478","23,1","111,498357"
25/06/2011 14.00,"1,926134","4,643787","23,1","108,322197"
25/06/2011 15.00,"0,634524","2,645713","23,1","111,74306"
25/06/2011 16.00,"0,593907","2,521117","23,1","116,596618"
25/06/2011 17.00,"0,406167","2,919563","23,1","117,658935"
25/06/2011 18.00,"0,094772","2,155117","23,1","118,511755"
25/06/2011 19.00,"9,129732","17,341511","23,1","118,240082"
25/06/2011 20.00,"11,728298","21,410976","23,1","98,520142"
25/06/2011 21.00,"19,884129","36,484456","23,1","79,916286"
25/06/2011 22.00,"25,516306","39,762238","23,1","75,461973"
25/06/2011 23.00,"9,349964","26,205336","23,1","83,639141"
26/06/2011 0.00,"17,539191","37,919262","23,1","68,969067"
26/06/2011 1.00,"5,124023","5,789159","14,5","101,055132"
26/06/2011 2.00,"1,151709","3,805362","14,5","109,432117"
26/06/2011 3.00,"0,731101","2,633382","14,5","112,789623"
26/06/2011 4.00,"0,708536","2,772903","14,5","110,416626"
26/06/2011 5.00,"0,644451","2,049989","14,5","110,915057"
26/06/2011 6.00,"1,413461","7,96504","14,5","109,487977"
26/06/2011 7.00,"0,86649","4,787851","14,5","110,810978"
26/06/2011 8.00,"0,19135","2,051287","14,5","112,622759"
26/06/2011 9.00,"0,993755","3,379659","14,5","118,036711"
26/06/2011 10.00,"0,649867","2,449085","14,5","119,066068"
26/06/2011 11.00,"0,324031","1,719681","14,5","120,265645"
26/06/2011 12.00,"0,454907","1,648947","14,5","119,556264"
26/06/2011 13.00,"0,648965","1,022075","14,5","118,608916"
26/06/2011 14.00,"0,509062","1,323829","14,5","117,168823"
26/06/2011 15.00,"0,57405","0,940956","14,5","117,008169"
26/06/2011 16.00,"0,635426","1,033755","14,5","114,494548"
26/06/2011 17.00,"0,591198","1,557446","14,5","112,717881"
26/06/2011 18.00,"0,356525","1,946808","14,5","110,419358"
26/06/2011 19.00,"0,252727","4,397191","14,5","105,835449"
26/06/2011 20.00,"0,029786","4,550988","14,5","101,858934"
26/06/2011 21.00,,"4,243393","14,5","105,48523"
26/06/2011 22.00,"0,16698","6,15386","14,5","101,210238"
26/06/2011 23.00,"2,593151","10,543905","14,5","95,347475"
27/06/2011 0.00,"0,33757","3,15318","14,5","104,877926"
27/06/2011 1.00,,"3,075309",12,"104,816564"
27/06/2011 2.00,"0,304174",,12,"89,084135"
27/06/2011 3.00,"0,53614","14,41611",12,
27/06/2011 4.00,"0,479278","7,907936",12,"78,615971"
27/06/2011 5.00,"0,157051","12,221405",12,"74,491322"
27/06/2011 6.00,"0,926963","21,329219",12,"64,055144"
27/06/2011 7.00,"0,78977","7,345955",12,"78,482121"
27/06/2011 8.00,"1,081307","5,836531",12,"88,509214"
27/06/2011 9.00,"0,598419","2,318",12,"97,740738"
27/06/2011 10.00,"0,549679","1,703458",12,"94,318994"
27/06/2011 11.00,"0,570439","1,304361",12,"97,96108"
27/06/2011 12.00,"0,378187","1,284244",12,"101,518068"
27/06/2011 13.00,"0,029786","1,840382",12,"103,116723"
27/06/2011 14.00,"0,78977","2,78134",12,"103,656173"
27/06/2011 15.00,"0,250921","1,380936",12,"103,230558"
27/06/2011 16.00,"0,110117","1,823511",12,"104,297981"
27/06/2011 17.00,"0,353816","2,97602",12,"104,947317"
27/06/2011 18.00,"0,231967","2,440649",12,"104,438689"
27/06/2011 19.00,"0,09748","3,741765",12,"100,257807"
27/06/2011 20.00,,"6,595136",12,"92,411474"
27/06/2011 21.00,"0,101091","6,415383",12,"92,430683"
27/06/2011 22.00,"0,116434","5,480914",12,"89,809954"
27/06/2011 23.00,"0,034298","3,995498",12,"89,305459"
28/06/2011 0.00,"2,298003","16,14747",12,"76,182647"
28/06/2011 1.00,"3,249336","32,017834","16,9","51,784194"
28/06/2011 2.00,"2,308834","12,535491","16,9","80,36289"
28/06/2011 3.00,"0,667919","8,129222","16,9","78,332479"
28/06/2011 4.00,"0,685068","25,364954","16,9","47,955373"
28/06/2011 5.00,"0,649867","22,449939","16,9","50,31458"
28/06/2011 6.00,"0,649867","16,353836","16,9","66,594175"
28/06/2011 7.00,"0,897178","13,750302","16,9","77,617254"
28/06/2011 8.00,"1,408046","4,9715","16,9","92,25359"
28/06/2011 9.00,"1,290708","3,107105","16,9","100,894813"
28/06/2011 10.00,"4,261144","6,827455","16,9","105,173191"
28/06/2011 11.00,"1,609324","5,114913","16,9","112,13885"
28/06/2011 12.00,"1,311468","4,953328","16,9","116,253217"
28/06/2011 13.00,"1,375552","4,506861","16,9","120,826754"
28/06/2011 14.00,"1,164345","4,216138","16,9","122,765202"
28/06/2011 15.00,"0,877321","5,448468","16,9","122,904486"
28/06/2011 16.00,"0,660698","3,228456","16,9","116,836001"
28/06/2011 17.00,"0,646257","2,686595","16,9","112,040676"
28/06/2011 18.00,"0,649867","2,501001","16,9","111,568464"
28/06/2011 19.00,"0,649867","3,098669","16,9","109,382878"
28/06/2011 20.00,"0,649867","4,497127","16,9","107,54405"
28/06/2011 21.00,"0,649867","7,101307","16,9","101,033466"
28/06/2011 22.00,"0,649867","11,614654","16,9","88,627957"
28/06/2011 23.00,"0,885444","15,197431","16,9","88,744662"
29/06/2011 0.00,"1,139072","19,753598","16,9","70,632333"
29/06/2011 1.00,,"23,310415","17,79999","59,212518"
29/06/2011 2.00,"1,237455",,"17,79999","70,401695"
29/06/2011 3.00,"0,935087","12,658793","17,79999",
29/06/2011 4.00,"6,469789","35,150916","17,79999","61,187427"
29/06/2011 5.00,"5,373138","17,351248","17,79999","77,62112"
29/06/2011 6.00,"3,045351","19,433681","17,79999","74,380683"
29/06/2011 7.00,"3,290855","11,876172","17,79999","86,687577"
29/06/2011 8.00,"5,319885","11,968971","17,79999","93,385572"
29/06/2011 9.00,"6,86332","9,22787","17,79999","108,249854"
29/06/2011 10.00,"5,997733","10,384269","17,79999","119,038899"
29/06/2011 11.00,"3,284538","7,20384","17,79999","129,473342"
29/06/2011 12.00,"3,540873","7,547777","17,79999","131,558098"
29/06/2011 13.00,"3,260167","7,650956","17,79999","134,969607"
29/06/2011 14.00,"1,059645","4,146701","17,79999","128,248233"
29/06/2011 15.00,"0,686874","2,984458","17,79999","123,656287"
29/06/2011 16.00,"0,649867","2,342011","17,79999","121,539986"
29/06/2011 17.00,"0,698607","3,018851","17,79999","125,703197"
29/06/2011 18.00,"0,660698","2,648957","17,79999","128,435873"
29/06/2011 19.00,"0,680555","4,06169","17,79999","117,257239"
29/06/2011 20.00,"0,649867","6,647052","17,79999","109,156083"
29/06/2011 21.00,"0,649867","11,247999","17,79999","104,007587"
29/06/2011 22.00,"0,649867","13,656203","17,79999","103,559613"
29/06/2011 23.00,"0,649867","10,340793","17,79999","110,851275"
30/06/2011 0.00,"0,649867","11,297976","17,79999","92,577516"
30/06/2011 1.00,"0,657088","11,495247","22,79999","71,290748"
30/06/2011 2.00,"0,729296","10,097446","22,79999","75,495869"
30/06/2011 3.00,"0,649867","7,885222","22,79999","70,99734"
30/06/2011 4.00,"0,649867","7,665233","22,79999","69,148313"
30/06/2011 5.00,"0,649867","10,14936","22,79999","55,054939"
30/06/2011 6.00,"1,047009","13,219476","22,79999","51,340409"
30/06/2011 7.00,"1,299734","15,560179","22,79999","60,865175"
