,SIMAGE Brindisi,,,,
,SISRI.,,,,
Parm,SO2,NO2,PM10,CO,NOX



22/11/2010 1.00,,"6,38553126",,"0,18218387","8,15597825"
22/11/2010 2.00,"1,7911821",,"23,68741989","0,16957973",
22/11/2010 3.00,"1,70270717","10,05851002",,,"12,37206253"
22/11/2010 4.00,"1,77132009","8,84889278","12,69841003","0,10439915","11,16163269"
22/11/2010 5.00,"1,03642979","7,44848854",,"0,10075153","9,76318633"
22/11/2010 6.00,"1,760487","7,27716951","18,31501007","0,10752601","9,54275376"
22/11/2010 7.00,"1,84535159","7,44394562",,"0,1196723","9,89609327"
22/11/2010 8.00,"1,94466062","9,13831796","15,87300968","0,11961871","11,46310538"
22/11/2010 9.00,"1,95007716","8,16296661",,"0,0966717","10,53080844"
22/11/2010 10.00,"1,95007716","10,14027479","19,78022003","0,10998765","12,65019543"
22/11/2010 11.00,"1,95007716","9,53287063",,"0,13196305","11,98306422"
22/11/2010 12.00,"1,89590869","14,5257833","16,36141014","0,11686931","17,44069805"
22/11/2010 13.00,"1,94827199","27,03466664",,"0,12673453","32,24461808"
22/11/2010 14.00,"1,95007716","26,90618024","13,91940975","0,14393109","32,02420272"
22/11/2010 15.00,"1,95007716","17,98136194",,"0,13756903","21,40910376"
22/11/2010 16.00,"1,9157707","20,36100272","7,08180714","0,16251051","24,10810208"
22/11/2010 17.00,"1,95007716","24,72898584",,"0,16346232","29,59296088"
22/11/2010 18.00,"1,82548958","21,06509672","3,66300392","0,18073111","26,36623144"
22/11/2010 19.00,"1,73430536","33,13660432",,"0,20833113","45,81415856"
22/11/2010 20.00,"1,79750174","29,27155368","1,95360196","0,2347277","40,28390888"
22/11/2010 21.00,"1,92028516","21,09561224",,"0,20809813","26,01679432"
22/11/2010 22.00,"1,82548958","20,24159832","2,19780207","0,18583498","25,80737296"
22/11/2010 23.00,"1,75506944","19,80810968",,"0,23169054","24,39725384"
23/11/2010 0.00,"1,86069913","17,24612146","10,98900986","0,2564165","21,04475304"
23/11/2010 1.00,"1,90403452","11,87747402",,"0,21967007","14,86942515"
23/11/2010 2.00,"1,86792187","11,74898379","14,89620972","0,17575307","14,02530201"
23/11/2010 3.00,"1,88146424","11,10005099",,"0,18766752","13,31538023"
23/11/2010 4.00,"1,90583969","10,99102875","15,87300968","0,17417216","13,22915286"
23/11/2010 5.00,"1,91938207","8,30508366",,"0,15431707","10,17552442"
23/11/2010 6.00,"1,91847897","8,11948773","12,69841003","0,15239365","10,25462004"
23/11/2010 7.00,"1,73159708","9,63605171",,"0,16031915","11,88711241"
23/11/2010 8.00,"1,90945106","18,88339","8,30280876","0,14375168","21,48627208"
23/11/2010 9.00,"1,86882395","13,68800226",,"0,11911543","15,2117439"
23/11/2010 10.00,"1,91396552","13,78924075","13,43101025","0,13478468","15,95667248"
23/11/2010 11.00,"1,95007716","18,07026229",,"0,14263794","20,53256648"
23/11/2010 12.00,"1,67291415","18,97943358","7,81440783","0,15252064","21,96603112"
23/11/2010 13.00,"1,9266048","13,50111382",,"0,13223333","15,59296037"
23/11/2010 14.00,"1,95007716","18,4550867","7,08180714","0,14296065","20,7607828"
23/11/2010 15.00,"1,94917508","29,57655592",,"0,16048108","33,50563944"
23/11/2010 16.00,"1,94736889","22,8353984","4,88400507","0,18935677","25,215456"
23/11/2010 17.00,"1,89861696","21,50313592",,"0,2309531","24,15672424"
23/11/2010 18.00,"1,9266048","40,40338976","4,39560509","0,26020741","51,1161728"
23/11/2010 19.00,"1,83180921","20,98852112",,"0,17348947","24,26695104"
23/11/2010 20.00,"1,48873952","11,63865948","4,88400507","0,14121781","13,90471217"
23/11/2010 21.00,"1,63319013","10,47253068",,"0,1498423","12,19636502"
23/11/2010 22.00,"1,90854797","12,02607466","8,30280876","0,16860113","14,10374946"
23/11/2010 23.00,"1,88868596","16,33177438",,"0,2268756","18,85340793"
24/11/2010 0.00,"1,92750688","13,26100678","14,40781021","0,20516815","15,20072122"
24/11/2010 1.00,,"8,68795592",,"0,14937514","10,9249921"
24/11/2010 2.00,"1,95188335",,"10,25640965","0,10436303",
24/11/2010 3.00,"1,71624852","11,15195797",,,"13,36141163"
24/11/2010 4.00,"1,91938207","10,14741229","6,10500622","0,13481031","11,32695568"
24/11/2010 5.00,"1,74514759","9,26936262",,"0,13347988","10,94009498"
24/11/2010 6.00,"1,58804957","13,57444285","3,41880298","0,15718646","15,75698702"
24/11/2010 7.00,"1,72617953","28,64078488",,"0,17187012","33,22555056"
24/11/2010 8.00,"2,01146938","44,24639504","8,79120922","0,24803433","77,67369984"
24/11/2010 9.00,"1,91035416","37,80245792",,"0,21473863","50,40043472"
24/11/2010 10.00,"1,77854282","27,2131136","10,25640965","0,205972","31,78692352"
24/11/2010 11.00,"1,87965805","31,10024784",,"0,17692622","36,3744616"
24/11/2010 12.00,"1,81826684","22,137136","14,16361046","0,16141774","24,8348724"
24/11/2010 13.00,"1,62055085","15,47647559",,"0,1501219","17,72661088"
24/11/2010 14.00,"1,39845839","12,30901433","16,84980965","0,1536903","14,60425943"
24/11/2010 15.00,"1,87063014","13,63738589",,"0,14999725","15,55989615"
24/11/2010 16.00,"1,92840998","25,72704984","9,52380943","0,20758553","28,73393752"
24/11/2010 17.00,"1,78215419","29,95551432",,"0,2201186","33,42135848"
24/11/2010 18.00,"1,5952723","26,50188784","7,57020807","0,21134964","29,96576264"
24/11/2010 19.00,"1,76770872","26,45840896",,"0,27010525","29,92102184"
24/11/2010 20.00,"1,86069913","27,37664696","9,52380943","0,30420597","30,51878952"
24/11/2010 21.00,"1,87243531","38,46372312",,"0,37838035","45,21120936"
24/11/2010 22.00,"1,70992888","29,54669048","20,26861954","0,29644357","33,97501632"
24/11/2010 23.00,"1,44450205","21,85484832",,"0,25007774","25,54414792"
25/11/2010 0.00,"1,65305214","17,31426322","26,37360954","0,257698","20,56304376"
25/11/2010 1.00,"1,00031713","16,79380918",,"0,3649514","20,04372544"
25/11/2010 2.00,"1,51040772","12,53224606","20,02441978","0,34406295","15,79329399"
25/11/2010 3.00,"1,20254758","9,47252026",,"0,26090758","12,66316262"
25/11/2010 4.00,"1,19893622","8,48159567","21,48962021","0,23057098","11,38206334"
25/11/2010 5.00,"1,20435377","8,94947737",,"0,29059877","12,06669892"
25/11/2010 6.00,"1,5221439","16,70101217","17,33819962","0,31890827","21,46940824"
25/11/2010 7.00,"1,56547929","25,2695656",,"0,32279937","36,73169968"
25/11/2010 8.00,"1,89952006","31,17164192","25,39682007","0,35797654","63,05257848"
25/11/2010 9.00,"1,92389653","32,90687752",,"0,31505445","63,21010816"
25/11/2010 10.00,"1,89049215","33,21643032","15,62880993","0,30114085","49,29568112"
25/11/2010 11.00,"1,77673765","21,78282328",,"0,27094755","25,41059472"
25/11/2010 12.00,"1,84174022","11,84827204","26,37360954","0,15227249","14,49015318"
25/11/2010 13.00,"1,72437435","12,27851984",,"0,16242081","14,39225496"
25/11/2010 14.00,"1,9266048","15,90217666","16,36141014","0,14970949","18,45079618"
25/11/2010 15.00,"1,55915965","13,61272874",,"0,15186125","16,07142881"
25/11/2010 16.00,"1,42644522","15,60172115","9,52380943","0,1491002","18,06828146"
25/11/2010 17.00,"1,2838008","23,81139792",,"0,17660352","27,00353928"
25/11/2010 18.00,"1,32352482","26,37923304","5,86080599","0,17922127","30,00920328"
25/11/2010 19.00,"1,41290386","24,11898136",,"0,241042","27,75300504"
25/11/2010 20.00,"1,32262172","16,75227862","6,83760691","0,1851919","19,92378568"
25/11/2010 21.00,"0,77190605","16,09101725",,"0,1955371","19,4304132"
25/11/2010 22.00,"0,93621766","17,63353663","12,94260979","0,22302294","21,04150264"
25/11/2010 23.00,"1,27657806","18,02225197",,"0,26119417","21,5595208"
26/11/2010 0.00,"1,76770872","17,89246158","7,81440783","0,24821257","21,2567556"
26/11/2010 1.00,,"15,16043538",,"0,23892636","18,51368186"
26/11/2010 2.00,"1,37949948",,"21,73381996","0,19152134",
26/11/2010 3.00,"1,25942534","16,30775774",,,"19,66576128"
26/11/2010 4.00,"1,58353511","12,79377325","14,16361046","0,23144473","16,03317542"
26/11/2010 5.00,"1,21608995","11,50887866",,"0,21564034","14,77087876"
26/11/2010 6.00,"1,08608481","12,70032616","15,38461018","0,19752342","15,9501908"
26/11/2010 7.00,"1,59707748","20,98722096",,"0,18906552","24,88934528"
26/11/2010 8.00,"1,31088554","39,0308988","11,23320961","0,22723325","51,51687064"
26/11/2010 9.00,,,,,
26/11/2010 10.00,,"57,83186248","12,45421028","0,26446898","73,4718504"
26/11/2010 11.00,,"20,45834264",,"0,22391883","22,64482936"
26/11/2010 12.00,,"20,67573704","12,21000957","0,22080012","23,0208624"
26/11/2010 13.00,,"24,15857888",,"0,2316952","26,67289712"
26/11/2010 14.00,,"15,46414702","9,52380943","0,21115975","17,8245091"
26/11/2010 15.00,,,,,
26/11/2010 16.00,,"33,61280704","4,88400507","0,30151598","38,55408424"
26/11/2010 17.00,,"30,932814",,"0,23171384","35,16470096"
26/11/2010 18.00,,"41,5507236","2,44200301","0,31209884","48,25251304"
26/11/2010 19.00,,"39,97575184",,"0,30706371","47,73774528"
26/11/2010 20.00,,"43,4151148","1,46520102","0,36976285","53,1953772"
26/11/2010 21.00,,"36,1042004",,"0,36775672","45,81157736"
26/11/2010 22.00,,"40,96083336","9,27960968","0,29579234","48,44247024"
26/11/2010 23.00,,"27,06776336",,"0,278322","32,32826808"
27/11/2010 0.00,,"27,85426456","15,87300968","0,23861181","31,6001976"
27/11/2010 1.00,,"19,917782",,"0,21076598","23,4571808"
27/11/2010 2.00,,"16,11567249","13,43101025","0,2105155","19,35844552"
27/11/2010 3.00,,"16,73411271",,"0,23049525","19,98602128"
27/11/2010 4.00,,"20,64135928","13,67521","0,27685177","23,27758664"
27/11/2010 5.00,,"31,28324536",,"0,28620555","38,78044592"
27/11/2010 6.00,,"28,58237328","11,23320961","0,28582926","33,37336728"
27/11/2010 7.00,,"37,89071584",,"0,27914565","44,7055236"
27/11/2010 8.00,,"46,30351584","7,08180714","0,31002048","67,02749264"
27/11/2010 9.00,,"70,2064412",,"0,45246037","138,7248923"
27/11/2010 10.00,,"89,1904024","17,33819962","0,47797737","178,770891"
27/11/2010 11.00,,"101,0795817",,"0,71175209","194,1926624"
27/11/2010 12.00,,"101,278793","24,66422081","0,62444932","179,0282654"
27/11/2010 13.00,,"49,57544496",,"0,28801596","59,35645304"
27/11/2010 14.00,,"26,64853824","39,07204056","0,25181941","29,30640944"
27/11/2010 15.00,,"26,744578",,"0,25421931","29,3492"
27/11/2010 16.00,,"25,03788856","20,26861954","0,23354056","27,52608888"
27/11/2010 17.00,,"20,82628792",,"0,2264993","23,14080216"
27/11/2010 18.00,,"19,86977168","10,98900986","0,21062268","22,12162968"
27/11/2010 19.00,,"14,43623287",,"0,21556811","16,43125"
27/11/2010 20.00,,"14,7256504","11,47741032","0,21173409","16,65168257"
27/11/2010 21.00,,"16,68933558",,"0,21273716","18,70558738"
27/11/2010 22.00,,"18,89117184","16,11721039","0,21194845","21,19256976"
27/11/2010 23.00,,"20,06963304",,"0,21085568","22,36929104"
28/11/2010 0.00,,"19,62446208","14,40781021","0,21581858","21,89989504"
28/11/2010 1.00,,"17,8132914",,"0,22520848","20,1163432"
28/11/2010 2.00,,,"8,54700947","0,23130143",
28/11/2010 3.00,,,,,
28/11/2010 4.00,,,"10,25640965","0,16582727",
28/11/2010 5.00,,,,"0,16539039",
28/11/2010 6.00,,,"8,79120922","0,17515426",
28/11/2010 7.00,,,,"0,19343311",
28/11/2010 8.00,,,"5,61660624","0,19783797",
28/11/2010 9.00,,,,"0,1932537",
28/11/2010 10.00,,,"6,83760691","0,20401014",
28/11/2010 11.00,,,,"0,18527578",
28/11/2010 12.00,,,"17,82661057","0,18206154",
28/11/2010 13.00,,,,"0,18606914",
28/11/2010 14.00,,,"13,67521","0,19398765",
28/11/2010 15.00,,,,"0,19652851",
28/11/2010 16.00,,,"10,98900986","0,1859107",
28/11/2010 17.00,,,,"0,19567457",
28/11/2010 18.00,,,"42,24663162","0,18928454",
28/11/2010 19.00,,,,"0,17944146",
28/11/2010 20.00,,,"46,15383148","0,1812274",
28/11/2010 21.00,,,,"0,19158658",
28/11/2010 22.00,,,"55,43344116","0,18071131",
28/11/2010 23.00,,,,"0,17741785",
29/11/2010 0.00,,,"51,0378418","0,17997736",
29/11/2010 1.00,,,,"0,18448125",
29/11/2010 2.00,,,"47,37483978","0,17896497",
29/11/2010 3.00,,,,"0,16257226",
29/11/2010 4.00,,,"48,84004974","0,17110705",
29/11/2010 5.00,,,,"0,17102783",
29/11/2010 6.00,,,"38,58362961","0,17015408",
29/11/2010 7.00,,,,"0,19146775",
29/11/2010 8.00,,,"27,35042","0,25112274",
29/11/2010 9.00,,,,"0,30121192",
29/11/2010 10.00,,,"20,02441978","0,27352802",
29/11/2010 11.00,,,,"0,21379381",
29/11/2010 12.00,,,"16,11721039","0,2130785",
29/11/2010 13.00,,,,"0,2137542",
29/11/2010 14.00,,,"16,11721039","0,2378464",
29/11/2010 15.00,,,,"0,26527283",
29/11/2010 16.00,,,"9,03540897","0,29061508",
29/11/2010 17.00,,,,"0,29817593",
29/11/2010 18.00,,,"10,98900986","0,24425623",
29/11/2010 19.00,,,,"0,24135888",
29/11/2010 20.00,,,"19,78022003","0,21664457",
29/11/2010 21.00,,,,"0,29734179",
29/11/2010 22.00,,,"21,73381996","0,28271638",
29/11/2010 23.00,,,,"0,30345454",
30/11/2010 0.00,,,"22,71062088","0,26328767",
30/11/2010 1.00,,,,"0,34225137",
30/11/2010 2.00,,,"19,29179955","0,3325877",
30/11/2010 3.00,,,,,
30/11/2010 4.00,,,"26,12940979","0,22459453",
30/11/2010 5.00,,,,"0,18494608",
30/11/2010 6.00,,,"21,48962021","0,18179359",
30/11/2010 7.00,,,,"0,18179359",
30/11/2010 8.00,,,"21,73381996","0,18141613",
30/11/2010 9.00,,,,"0,19041692",
30/11/2010 10.00,,,"16,60560989","0,25714812",
30/11/2010 11.00,,"10,72625499",,"0,20847792","13,55980075"
30/11/2010 12.00,"1,52936663","18,10076825",,"0,1826254","22,04253024"
30/11/2010 13.00,"1,12219746","17,80290733",,"0,18506491","21,65936544"
30/11/2010 14.00,"1,22060442","12,46865103","86,4468689","0,18310189","15,62148741"
30/11/2010 15.00,"1,07254244","11,16493854",,"0,18042588","13,70567488"
30/11/2010 16.00,"1,02740188","12,78338918","85,71427155","0,19287507","15,11773468"
30/11/2010 17.00,"1,05268043","11,24930362",,"0,21946037","13,44310183"
30/11/2010 18.00,"0,84503344","10,36350844","108,1807022","0,22005452","12,13996102"
30/11/2010 19.00,"1,03462461","11,06046112",,"0,22164125","12,59768044"
30/11/2010 20.00,"0,91364738","9,24279729","135,2868042","0,19184405","10,93342019"
30/11/2010 21.00,"0,78364223","9,65681794",,"0,19006043","11,13051298"
30/11/2010 22.00,"0,88475746","10,53092698","129,6703033","0,19408434","12,23980375"
30/11/2010 23.00,"0,87392336","10,04747778",,"0,17194119","12,29555958"
01/12/2010 0.00,"0,890174","9,42709497","101,831398","0,17112802","11,60249591"
01/12/2010 1.00,"0,66085982","9,48225426",,"0,15736937","11,68288786"
01/12/2010 2.00,"1,08698791","8,50430641","91,08669281","0,16549757","10,49450147"
01/12/2010 3.00,"0,95698276","7,92870072",,"0,16172996","9,48570159"
01/12/2010 4.00,"1,20796514","8,25771194","77,89987183","0,16557679","9,98621157"
01/12/2010 5.00,"1,31269072","9,02280639",,"0,1722371","11,33603194"
01/12/2010 6.00,"1,33977546","9,36869102","63,00365067","0,17755066","11,4436546"
01/12/2010 7.00,"0,84683963","9,95143611",,"0,18034666","12,12958651"
01/12/2010 8.00,"0,80711561","11,43424756","48,59584045","0,21494017","13,74522269"
01/12/2010 9.00,"0,89198019","15,46543762",,"0,22170067","17,80376199"
01/12/2010 10.00,"1,36324884","16,72827155","70,32967377","0,22302877","19,84403616"
01/12/2010 11.00,"1,37588811","13,52187432",,"0,20250962","16,33270552"
01/12/2010 12.00,"1,34699819","12,67177235","80,09767151","0,19846591","15,09569123"
01/12/2010 13.00,"1,72979089","12,46411386",,"0,19051944","15,02437554"
01/12/2010 14.00,"1,59798057","9,06369069","95,72647858","0,1885937","11,4060513"
01/12/2010 15.00,"1,61061985","11,08707042",,"0,22465394","13,52479203"
01/12/2010 16.00,"1,62145395","14,7717296","77,89987183","0,22326643","18,0254909"
01/12/2010 17.00,"1,4715868","17,93788688",,"0,23315961","21,07002968"
01/12/2010 18.00,"1,23685506","21,58554312","85,47006989","0,21902466","25,06633912"
01/12/2010 19.00,"1,61423122","18,95411297",,"0,20740728","22,11254768"
01/12/2010 20.00,"1,10504372","14,29476208","93,28449249","0,18857389","17,25397978"
01/12/2010 21.00,,,,,
01/12/2010 22.00,,,,,
01/12/2010 23.00,"0,8929738","12,19207067",,"0,18167709","14,52996867"
02/12/2010 0.00,"0,65002572","12,30836234","60,07326126","0,18365643","14,4687579"
02/12/2010 1.00,,"10,58933285",,"0,17073192","12,8330247"
02/12/2010 2.00,"1,41380594",,"40,29304123","0,17081114",
02/12/2010 3.00,"0,79989287","13,56665145",,,"15,83738089"
02/12/2010 4.00,"0,77822569","10,64514604","20,26861954","0,14102092","13,10726668"
02/12/2010 5.00,"0,75475231","10,15649811",,"0,15141039","12,46347716"
02/12/2010 6.00,"0,85225617","15,38431719","10,98900986","0,16293108","17,79987298"
02/12/2010 7.00,"0,65002572","17,83665604",,"0,16485333","20,17662856"
02/12/2010 8.00,"0,70238902","28,25660672","12,21000957","0,18779567","31,7447448"
02/12/2010 9.00,"0,74391821","24,95936272",,"0,1745904","28,44088528"
02/12/2010 10.00,"0,99490059","23,34806296","11,72161007","0,19433948","26,98019376"
02/12/2010 11.00,"0,8486448","11,22074982",,"0,16215752","13,83728549"
02/12/2010 12.00,"0,65002572","11,95015296","16,60560989","0,16019449","14,2450845"
02/12/2010 13.00,"0,80530942","11,86708803",,"0,159838","14,26064435"
02/12/2010 14.00,"1,1799773","16,33371697","9,27960968","0,16677674","18,95065607"
02/12/2010 15.00,"1,28741216","18,12672747",,"0,16860113","20,43857256"
02/12/2010 16.00,"0,93441248","24,23840488","5,61660624","0,2109349","27,28427824"
02/12/2010 17.00,"0,9524683","36,71095448",,"0,25255569","40,79804568"
02/12/2010 18.00,"0,87121508","38,38909776","4,63980484","0,26738731","43,51648904"
02/12/2010 19.00,"0,65724845","33,99126832",,"0,29477063","38,14246888"
02/12/2010 20.00,"0,72586239","26,05801704","21,24542046","0,30153113","29,77773656"
02/12/2010 21.00,"0,73308513","29,04830856",,"0,40608638","32,58371128"
02/12/2010 22.00,"0,69155492","32,36306648","15,38461018","0,43442151","36,58323288"
02/12/2010 23.00,"0,65724845","32,00810368",,"0,50572534","38,66306824"
03/12/2010 0.00,"0,67711046","27,27217528","28,81562042","0,42514229","32,4229312"
03/12/2010 1.00,"0,76107195","21,29612368",,"0,46154737","25,55127968"
03/12/2010 2.00,"0,85406135","16,63612462","29,30401993","0,31707689","19,91017224"
03/12/2010 3.00,"0,68613837","10,1720637",,"0,2032028","12,77337794"
03/12/2010 4.00,"0,67711046","9,6243713","34,4322319","0,2040148","11,84302551"
03/12/2010 5.00,"0,65183191","10,47966053",,"0,21305637","13,48264964"
03/12/2010 6.00,"0,65183191","13,51862966","21,97801971","0,20127938","17,58462576"
03/12/2010 7.00,"0,71863966","18,40771499",,"0,19796729","24,26046936"
03/12/2010 8.00,"0,81433834","29,94190088","20,26861954","0,20764378","39,93120224"
03/12/2010 9.00,"0,65544226","29,32411456",,"0,24341394","35,94982552"
03/12/2010 10.00,"0,7980877","28,85039744","34,18803024","0,23986535","34,80100032"
03/12/2010 11.00,"1,25129951","32,25794472",,"0,26110213","42,32225384"
03/12/2010 12.00,"1,54290901","38,67656696","29,7924099","0,27347443","56,11415992"
03/12/2010 13.00,"0,6942642","28,31046776",,"0,22929647","34,7245012"
03/12/2010 14.00,"0,65634536","32,4175776","32,23442078","0,2312793","39,15839096"
03/12/2010 15.00,"0,85406135","39,6097568",,"0,2525755","48,25576344"
03/12/2010 16.00,"0,85586754","39,62532048","22,71062088","0,27381228","49,7767212"
03/12/2010 17.00,"0,6734991","40,70321048",,"0,27861092","48,19092752"
03/12/2010 18.00,"0,81794971","48,98297352","21,48962021","0,35689309","61,98218352"
03/12/2010 19.00,"0,8378107","50,41582632",,"0,44943254","66,82713416"
03/12/2010 20.00,"0,66808256","43,71556648","21,97801971","0,44752776","52,57753352"
03/12/2010 21.00,"0,72225103","31,88609896",,"0,39119652","38,4121756"
03/12/2010 22.00,"0,70780556","21,05276432","29,30401993","0,32036918","25,375586"
03/12/2010 23.00,"0,65002572","19,89183616",,"0,31384518","23,58360224"
04/12/2010 0.00,"0,69336111","16,78407518","20,26861954","0,28269424","20,5319164"
04/12/2010 1.00,,,,,
04/12/2010 2.00,"1,2615946","16,01876659","22,46640968","0,2269653","19,6499108"
04/12/2010 3.00,"0,65183191","14,12343732",,,"17,49645579"
04/12/2010 4.00,"0,81794971","14,99042416","14,65200996","0,26765293","19,2047972"
04/12/2010 5.00,"0,88295228","14,92552706",,"0,25142797","18,90916185"
04/12/2010 6.00,"0,7240562","16,6049705","11,72161007","0,2453991","20,5202532"
04/12/2010 7.00,"1,17907522","30,19499232",,"0,29722762","39,33408464"
04/12/2010 8.00,"1,38130466","34,5026136","11,72161007","0,3154354","41,39579424"
04/12/2010 9.00,"1,86701877","41,34369224",,"0,36524148","50,64029512"
04/12/2010 10.00,"1,61242502","33,47082192","19,53602028","0,25134875","40,01485224"
04/12/2010 11.00,"1,41741731","26,181972",,"0,22901454","31,22351448"
04/12/2010 12.00,"1,6774276","21,59204392","10,98900986","0,20090775","25,03846216"
04/12/2010 13.00,"1,69728961","18,07675353",,"0,20322843","20,97018504"
04/12/2010 14.00,"2,26606211","18,15268478","6,59340715","0,17936806","20,95269024"
04/12/2010 15.00,"0,74933577","14,72305773",,"0,16954944","17,05688699"
04/12/2010 16.00,"0,65905363","21,65108648","4,1514039","0,17942748","24,5171936"
04/12/2010 17.00,"0,65544226","25,12679656",,"0,19823174","28,24509648"
04/12/2010 18.00,"0,66085982","21,49210368","2,686203","0,23448887","24,5561028"
04/12/2010 19.00,"0,7980877","23,89640544",,"0,25783547","26,82524528"
04/12/2010 20.00,"0,68794355","23,3714276","6,83760691","0,32846709","25,97593488"
04/12/2010 21.00,,"21,27015872",,"0,27653955","24,163856"
04/12/2010 22.00,,"21,04368232","14,40781021","0,26309079","24,01928968"
04/12/2010 23.00,,"18,10011817",,"0,24607247","20,57405688"
05/12/2010 0.00,,"12,84828628","21,0012207","0,2259401","14,97121238"
05/12/2010 1.00,,"11,26487495",,"0,21338373","13,53386638"
05/12/2010 2.00,,"10,39854966","21,48962021","0,19971828","12,51599215"
05/12/2010 3.00,,"9,27848859",,"0,19200249","11,08966692"
05/12/2010 4.00,,"8,42903097","11,96580982","0,19906472","10,16709442"
05/12/2010 5.00,,"17,42847272",,"0,19636541","19,36104584"
05/12/2010 6.00,,"12,26423911","10,50061035","0,20459847","14,5692488"
05/12/2010 7.00,,"11,03190922",,"0,20547105","13,75494712"
05/12/2010 8.00,,"14,2921675","8,79120922","0,21643953","17,60926379"
05/12/2010 9.00,,"13,63673581",,"0,22671366","16,88896942"
05/12/2010 10.00,,"14,28567817","9,76801014","0,22336196","17,38947939"
05/12/2010 11.00,,"14,60560357",,"0,22613932","17,73179622"
05/12/2010 12.00,,"13,17015236","7,81440783","0,21552733","15,64612353"
05/12/2010 13.00,,"12,08578259",,"0,22302527","14,82015291"
05/12/2010 14.00,,"12,56924135","10,50061035","0,22607874","14,89535952"
05/12/2010 15.00,,"12,04425204",,"0,23571795","14,29046773"
05/12/2010 16.00,,"11,09356166","6,34920597","0,23673033","13,3957741"
05/12/2010 17.00,,"10,208407",,"0,26449927","12,53284834"
05/12/2010 18.00,"0,87392336","30,34164272","4,88400507","0,39983266","43,45100304"
05/12/2010 19.00,"1,63048186","44,01991864",,"0,52895893","100,5525771"
05/12/2010 20.00,"0,75655749","42,85832128","8,79120922","0,53598039","78,202712"
05/12/2010 21.00,"0,65002572","34,82384872",,"0,3929312","58,924016"
05/12/2010 22.00,"0,65002572","28,2728396","18,31501007","0,36397163","36,67659584"
05/12/2010 23.00,"0,65002572","26,84451824",,"0,74732187","33,0018848"
06/12/2010 0.00,"0,65002572","29,04377712","16,11721039","0,63352817","34,2336908"
06/12/2010 1.00,,"27,86336568",,"0,65340423","33,41097632"
06/12/2010 2.00,"0,85225617",,"33,21123123","0,38870575",
06/12/2010 3.00,"0,65002572","18,87170386",,,"22,15273792"
06/12/2010 4.00,"0,65002572","15,62702838","31,74603081","0,30049661","18,85340793"
06/12/2010 5.00,"0,65002572","14,79509424",,"0,26462742","17,89647487"
06/12/2010 6.00,"0,65002572","18,72180114","25,15262032","0,27809366","22,01012184"
06/12/2010 7.00,"0,65002572","24,86982376",,"0,30875995","28,91936328"
06/12/2010 8.00,"0,65002572","41,10748376","14,65200996","0,34188789","56,21983616"
06/12/2010 9.00,"0,74211304","43,91609704",,"0,34061688","59,8297304"
06/12/2010 10.00,"0,83420035","37,95690928","14,40781021","0,33773583","45,423862"
06/12/2010 11.00,"0,78364223","27,216364",,"0,28929513","31,6656836"
06/12/2010 12.00,"1,15379565","18,76398178","12,45421028","0,29482189","21,89729472"
06/12/2010 13.00,"1,13393364","11,91510982",,"0,21924485","14,26842428"
06/12/2010 14.00,"0,97774685","12,24087447","1,46520102","0,22301945","14,85127262"
06/12/2010 15.00,"0,75475231","8,81839256",,"0,21187739","11,81514855"
06/12/2010 16.00,"0,88475746","13,51862966","2,19780207","0,21994152","16,28861862"
06/12/2010 17.00,"0,65544226","15,12345156",,"0,25022919","18,18044129"
06/12/2010 18.00,"0,6734991","17,67571726","3,17460299","0,24963271","20,8022732"
06/12/2010 19.00,"0,67711046","24,15337824",,"0,28969356","28,15173352"
06/12/2010 20.00,"0,65002572","21,97685304","7,81440783","0,29755731","25,87999072"
06/12/2010 21.00,"0,73308513","24,06188904",,"0,33382376","28,05642032"
06/12/2010 22.00,"0,79989287","19,38695344","15,14041042","0,30315863","23,08957968"
06/12/2010 23.00,"0,7980877","16,57252003",,"0,25640485","20,13060672"
07/12/2010 0.00,"0,73308513","15,84376888","13,18680954","0,24977251","19,0025229"
07/12/2010 1.00,"0,71141693","16,84248105",,"0,2676471","20,10077952"
07/12/2010 2.00,"0,71502829","17,56280028","23,19902039","0,25940473","21,12513352"
07/12/2010 3.00,"0,65002572","18,7347798",,"0,24393353","22,01335312"
07/12/2010 4.00,"0,70600038","16,31619158","18,80340958","0,22135117","19,37140888"
07/12/2010 5.00,"0,66627636","18,71661198",,"0,21781539","22,54368456"
07/12/2010 6.00,"0,61386222","20,053056","12,45421028","0,21772802","23,81994456"
07/12/2010 7.00,"0,67169291","15,95928236",,"0,21499493","18,89165749"
07/12/2010 8.00,"0,65002572","23,02164632",,"0,23823318","26,64567024"
07/12/2010 9.00,"0,66808256","24,6206328",,"0,26180812","28,35272296"
07/12/2010 10.00,"0,86128408","17,62769738","17,58241081","0,24055619","20,44958568"
07/12/2010 11.00,"0,94524557","9,38426426",,"0,22236355","12,00705408"
07/12/2010 12.00,"0,82697762","9,34403004","18,07081032","0,21231426","11,8391365"
07/12/2010 13.00,"0,81614352","9,80412607",,"0,21922621","11,6841842"
07/12/2010 14.00,"1,13032228","10,2200855","18,55920982","0,21787597","12,12893834"
07/12/2010 15.00,"0,94253729","11,80673958",,"0,22431027","14,06614615"
07/12/2010 16.00,"1,06532072","13,62116257","12,94260979","0,22869999","16,14987626"
07/12/2010 17.00,"0,69877765","21,95283832",,"0,24570083","25,34770904"
