NetC,SIMAGE Brindisi,,,,
04/04/2006 17.00,"1,796877","5,345935",,"0,181841",
04/04/2006 18.00,"1,954436","6,353084","3,418803","0,187842",
04/04/2006 19.00,"1,954653","4,930616",,"0,191067",
04/04/2006 20.00,"2,095923","4,246638","2,442003","0,198089",
04/04/2006 21.00,"2,196564","3,975382",,"0,196131",
04/04/2006 22.00,"2,619014","6,987744","1,953602","0,210255",
04/04/2006 23.00,"2,467339",,,"0,219197",
05/04/2006 0.00,"2,413549",,"0,4884","0,239038",
05/04/2006 1.00,"2,248589",,,"0,233976",
05/04/2006 2.00,"2,475018",,"3,907204","0,263779",
05/04/2006 3.00,"2,04009",,,"0,246918",
05/04/2006 4.00,"2,16086",,"3,418803","0,187556",
05/04/2006 5.00,"2,10512",,,"0,177676",
05/04/2006 6.00,"2,021974",,"2,442003","0,196783",
05/04/2006 7.00,"3,351842","42,112028",,"0,246305",
05/04/2006 8.00,"3,779183","37,651255","1,465201","0,26382",
05/04/2006 9.00,"1,877608","19,242233",,"0,226097",
05/04/2006 10.00,"2,582628","18,196159","0,976801","0,253817",
05/04/2006 11.00,"3,140029","9,349871",,"0,247735",
05/04/2006 12.00,"2,835316",,"3,907204","0,199233",
05/04/2006 13.00,"2,430271",,,"0,144281",
05/04/2006 14.00,"2,053499","3,166807","2,442003","0,142565",
05/04/2006 15.00,"3,032265","3,573042",,"0,141015",
05/04/2006 16.00,"2,783292","4,118148","2,442003","0,152772",
05/04/2006 17.00,"2,355951","3,482192",,"0,176737",
05/04/2006 18.00,"2,653232","3,990958","2,930403","0,172532",
05/04/2006 19.00,"2,826026","5,868978",,"0,199437",
05/04/2006 20.00,"2,651374","5,152553","2,442003","0,218911",
05/04/2006 21.00,"2,417264","13,360295",,"0,215318",
05/04/2006 22.00,"2,222174",,"3,907204","0,202376",
05/04/2006 23.00,"2,177582",,,"0,184004",
06/04/2006 0.00,"2,185014",,"5,372406","0,181269",
06/04/2006 1.00,,,,"0,185516",
06/04/2006 2.00,"0,000625",,"5,372406","0,196007",
06/04/2006 3.00,"0,002816","14,624421",,,
06/04/2006 4.00,"0,131096",,"6,349206","0,219735",
06/04/2006 5.00,"0,072275",,,"0,216429",
06/04/2006 6.00,"0,017521",,"7,326007","0,215817",
06/04/2006 7.00,"0,091048",,,"0,223449",
06/04/2006 8.00,,,"4,884005","0,232427",
06/04/2006 9.00,"0,048183",,,"0,251569",
06/04/2006 10.00,"0,091987",,"8,302809","0,264791",
06/04/2006 11.00,"0,229026",,,"0,243937",
06/04/2006 12.00,"0,18374",,"9,27961","0,26105",
06/04/2006 13.00,"0,000625",,,"0,216266",
06/04/2006 14.00,"0,27408",,"10,74481","0,221531",
06/04/2006 15.00,,,,"0,221734",
06/04/2006 16.00,,,"7,814408","0,221734",
06/04/2006 17.00,"0,000313",,,"0,223612",
06/04/2006 18.00,"0,001252",,"7,326007","0,226306",
06/04/2006 19.00,"0,013767",,,"0,242794",
06/04/2006 20.00,"0,069772",,"5,372406","0,269486",
06/04/2006 21.00,"0,109508",,,"0,293157",
06/04/2006 22.00,"0,07603",,"5,860806","0,266629",
06/04/2006 23.00,"0,071336",,,"0,278914",
07/04/2006 0.00,"0,065392",,"8,302809","0,28022",
07/04/2006 1.00,"0,000313",,,"0,272995",
07/04/2006 2.00,"0,034104",,"5,860806","0,275362",
07/04/2006 3.00,"0,014079",,,"0,283934",
07/04/2006 4.00,,,"5,372406","0,256874",
07/04/2006 5.00,"0,033165",,,"0,226101",
07/04/2006 6.00,"0,197113",,"7,814408","0,223693",
07/04/2006 7.00,"0,050373",,,"0,239733",
07/04/2006 8.00,"0,089796",,"3,907204","0,257202",
07/04/2006 9.00,"0,238413",,,"0,259486",
07/04/2006 10.00,"0,141734",,"2,930403","0,24863",
07/04/2006 11.00,"0,012828",,,"0,204511",
07/04/2006 12.00,"0,008447",,"3,418803","0,195778",
07/04/2006 13.00,"0,001877",,,"0,195329",
07/04/2006 14.00,"0,10325",,"6,349206","0,214919",
07/04/2006 15.00,"0,257185",,,"0,214469",
07/04/2006 16.00,"0,041613",,"4,395605","0,21598",
07/04/2006 17.00,"0,115452",,,"0,227938",
07/04/2006 18.00,"0,143924",,"4,884005","0,223041",
07/04/2006 19.00,"0,101998",,,"0,213572",
07/04/2006 20.00,"0,007822",,"4,395605","0,237447",
07/04/2006 21.00,"0,002503",,,"0,240998",
07/04/2006 22.00,"0,004693",,"4,395605","0,253692",
07/04/2006 23.00,"0,053189",,,"0,257854",
08/04/2006 0.00,"0,001252",,"3,418803","0,261936",
08/04/2006 1.00,,,,"0,245365",
08/04/2006 2.00,"1,569209",,"9,27961","0,232754",
08/04/2006 3.00,"1,123974",,,,
08/04/2006 4.00,"0,946405",,"5,860806","0,24526",
08/04/2006 5.00,"1,278266",,,"0,229656",
08/04/2006 6.00,"1,618011",,"6,837607","0,226919",
08/04/2006 7.00,"1,068789",,,"0,219321",
08/04/2006 8.00,"1,398397",,"4,395605","0,23705",
08/04/2006 9.00,"1,488495",,,"0,276061",
08/04/2006 10.00,"0,334865",,"2,930403","0,222629",
08/04/2006 11.00,"1,176531",,,"0,223733",
08/04/2006 12.00,"1,730634",,"5,372406","0,246405",
08/04/2006 13.00,"2,224296",,,"0,239092",
08/04/2006 14.00,"2,389476",,"7,326007","0,242033",
08/04/2006 15.00,"4,200823",,,"0,234272",
08/04/2006 16.00,"5,127331",,"7,814408","0,234885",
08/04/2006 17.00,"4,262766",,,"0,248406",
08/04/2006 18.00,"6,438258",,"7,326007","0,256453",
08/04/2006 19.00,"6,060972",,,"0,265196",
08/04/2006 20.00,"4,531182",,"4,884005","0,289297",
08/04/2006 21.00,"1,533544",,,"0,355023",
08/04/2006 22.00,"1,360481",,"13,18681","0,487131",
08/04/2006 23.00,"1,405154",,,"0,355391",
09/04/2006 0.00,"1,593234",,"11,23321","0,31883",
09/04/2006 1.00,"1,903322",,,"0,291175",
09/04/2006 2.00,"1,190046",,"10,74481","0,303226",
09/04/2006 3.00,"1,054523",,,"0,290807",
09/04/2006 4.00,"1,370242",,"11,72161","0,247344",
09/04/2006 5.00,"1,167521",,,"0,252858",
09/04/2006 6.00,"1,12998",,"14,65201","0,321445",
09/04/2006 7.00,"1,654051",,,"0,349916",
09/04/2006 8.00,"1,634905",,"12,21001","0,454042",
09/04/2006 9.00,"4,215839",,,"0,30678",
09/04/2006 10.00,"8,223326",,"17,582411","0,263398",
09/04/2006 11.00,"12,814566",,,"0,262458",
09/04/2006 12.00,"15,102684",,"10,74481","0,250489",
09/04/2006 13.00,"8,334072",,,"0,23227",
09/04/2006 14.00,"5,315787",,"11,23321","0,21103",
09/04/2006 15.00,"7,085837",,,"0,212785",
09/04/2006 16.00,"5,009828",,"10,25641","0,226143",
09/04/2006 17.00,"3,600169",,,"0,216421",
09/04/2006 18.00,"2,642877",,"9,27961","0,22696",
09/04/2006 19.00,"4,362248",,,"0,238397",
09/04/2006 20.00,"1,615383",,"5,372406","0,257188",
09/04/2006 21.00,"1,461466",,,"0,348365",
09/04/2006 22.00,"1,474605",,"5,372406","0,466827",
09/04/2006 23.00,"1,297788",,,"0,456331",
10/04/2006 0.00,"0,662221",,"10,25641","0,374467",
10/04/2006 1.00,,,,"0,302327",
10/04/2006 2.00,"0,365579",,"8,791209","0,287417",
10/04/2006 3.00,"0,388958",,,,
10/04/2006 4.00,"0,411457",,"9,27961","0,254485",
10/04/2006 5.00,"0,363693",,,"0,250645",
10/04/2006 6.00,"0,429934",,"8,302809","0,255221",
10/04/2006 7.00,"0,877841",,,"0,294565",
10/04/2006 8.00,"0,519553",,"5,372406","0,341506",
10/04/2006 9.00,"1,497696",,,"0,329372",
10/04/2006 10.00,"1,141922","32,941275","7,326007","0,290764",
10/04/2006 11.00,"0,472041","12,808696",,"0,254608",
10/04/2006 12.00,"0,183386","7,669128","10,74481","0,20742",
10/04/2006 13.00,"0,34817","5,731403",,"0,18017",
10/04/2006 14.00,"0,589815","5,431594","13,18681","0,169793",
10/04/2006 15.00,"0,545948","6,969573",,"0,211833",
10/04/2006 16.00,"0,268669","7,730126","9,27961","0,200924",
10/04/2006 17.00,"0,379719","5,761256",,"0,241657",
10/04/2006 18.00,"0,395242","5,558786","9,27961","0,265885",
10/04/2006 19.00,"0,426414","5,802786",,"0,268907",
10/04/2006 20.00,"0,43603","5,245998","5,372406","0,258366",
10/04/2006 21.00,"0,64977","2,576276",,"0,256446",
10/04/2006 22.00,"0,559774","1,647001","9,27961","0,257876",
10/04/2006 23.00,"0,164973","1,317339",,"0,230258",
11/04/2006 0.00,"0,045375","0,676192","6,837607","0,205868",
11/04/2006 1.00,"0,38437","0,356915",,"0,228502",
11/04/2006 2.00,"0,471852","0,371192","8,302809","0,244027",
11/04/2006 3.00,"0,377017","0,092149",,"0,24709",
11/04/2006 4.00,"0,316118","0,638554","11,72161","0,25661",
11/04/2006 5.00,"0,284884","2,176531",,"0,260532",
11/04/2006 6.00,"0,350621","2,305021","10,74481","0,249011",
11/04/2006 7.00,"0,318318","3,984466",,"0,261595",
11/04/2006 8.00,"0,378022","7,897552","6,837607","0,269969",
11/04/2006 9.00,"0,324289","7,456274",,"0,267845",
11/04/2006 10.00,"0,478326","14,119552","10,25641","0,247417",
11/04/2006 11.00,"0,402407","7,209679",,"0,239573",
11/04/2006 12.00,"0,344085","5,657424","10,25641","0,241085",
11/04/2006 13.00,"0,394739","5,216148",,"0,282267",
11/04/2006 14.00,"0,375634","4,610042","8,302809","0,239164",
11/04/2006 15.00,"0,271246","7,204488",,"0,23753",
11/04/2006 16.00,"0,658192","4,879999","8,791209","0,233487",
11/04/2006 17.00,"0,200104","3,841701",,"0,235284",
11/04/2006 18.00,"0,511949","1,836489","9,76801","0,249501",
11/04/2006 19.00,"0,615394","3,988361",,"0,277079",
11/04/2006 20.00,"0,34528","6,120765","5,372406","0,280429",
11/04/2006 21.00,"0,267475","10,938462",,"0,300978",
11/04/2006 22.00,"0,1996","13,558869","3,907204","0,310048",
11/04/2006 23.00,"1,284835","8,475105",,"0,247458",
12/04/2006 0.00,"0,89393","6,18436","5,860806","0,275649",
12/04/2006 1.00,,"1,34849",,"0,250401",
12/04/2006 2.00,"1,557537",,"8,302809","0,234753",
12/04/2006 3.00,"1,794908","21,96387",,,
12/04/2006 4.00,"1,742974","11,992333","5,372406","0,183566",
12/04/2006 5.00,"1,731826","5,676892",,"0,168962",
12/04/2006 6.00,"1,828353","22,033964","4,884005","0,181771",
12/04/2006 7.00,"2,123789","15,788607",,"0,181404",
12/04/2006 8.00,"2,517702","16,952806","3,418803","0,250465",
12/04/2006 9.00,"2,118215","14,633503",,"0,273799",
12/04/2006 10.00,"2,147015","10,312882","2,442003","0,282202",
12/04/2006 11.00,"1,889299","10,075381",,"0,262662",
12/04/2006 12.00,"1,898125","7,637977","2,442003","0,257278",
12/04/2006 13.00,"2,605683","6,123361",,"0,211875",
12/04/2006 14.00,"2,202386","5,756063","3,418803","0,198088",
12/04/2006 15.00,"2,593884","3,843",,"0,179609",
12/04/2006 16.00,"2,783408","3,38485","4,395605","0,205716",
12/04/2006 17.00,"2,831718","3,696339",,"0,207512",
12/04/2006 18.00,"2,512128","5,288829","3,418803","0,195151",
12/04/2006 19.00,"2,255155","7,726231",,"0,219259",
12/04/2006 20.00,"2,922764","15,274655","2,442003","0,326829",
12/04/2006 21.00,"2,395068","26,114478",,"0,416573",
12/04/2006 22.00,"2,004871","37,882283","2,930403","0,381165",
12/04/2006 23.00,"2,018528","26,07813",,"0,335681",
13/04/2006 0.00,"2,18139","20,333757","8,302809","0,325809",
13/04/2006 1.00,"1,565807","20,808774",,"0,303006",
13/04/2006 2.00,"1,573889","27,553812","5,372406","0,308595",
13/04/2006 3.00,"1,910109","19,608247",,"0,303088",
13/04/2006 4.00,"2,07362","24,471362","7,814408","0,286281",
13/04/2006 5.00,"1,953495","9,125339",,"0,250425",
13/04/2006 6.00,"2,195046","24,16506","4,884005","0,289912",
13/04/2006 7.00,"3,25722","72,448492",,"0,432278",
13/04/2006 8.00,"1,912618","42,514388","4,395605","0,343268",
13/04/2006 9.00,"2,579019","25,155342",,"0,284568",
13/04/2006 10.00,"2,105208","8,006575","5,372406","0,230233",
13/04/2006 11.00,"2,37463","8,577637",,"0,183647",
13/04/2006 12.00,"2,369056","7,952063","5,372406","0,175408",
13/04/2006 13.00,"1,826495","5,421212",,"0,165944",
13/04/2006 14.00,"2,00803","5,517254","3,418803","0,193805",
13/04/2006 15.00,"2,387636","4,643787",,"0,225215",
13/04/2006 16.00,"3,599107","6,171381","3,418803","0,228764",
13/04/2006 17.00,"4,154674","6,355679",,"0,21514",
13/04/2006 18.00,"1,872204","4,137618","7,814408","0,196294",
13/04/2006 19.00,"3,244212","6,946212",,"0,195519",
13/04/2006 20.00,"4,039473","4,554233","5,372406","0,200047",
13/04/2006 21.00,"3,792347","3,59251",,"0,18736",
13/04/2006 22.00,"1,844891","1,870234","4,884005","0,166759",
13/04/2006 23.00,"2,547431","2,35953",,"0,152116",
14/04/2006 0.00,"8,134688","9,043572","3,907204","0,177406",
14/04/2006 1.00,,"8,955318",,"0,2069",
14/04/2006 2.00,"1,828732",,"4,884005","0,224726",
14/04/2006 3.00,"9,378158","32,206682",,,
14/04/2006 4.00,"8,50394","17,708167","3,418803","0,263537",
14/04/2006 5.00,"6,740493","10,385571",,"0,25008",
14/04/2006 6.00,"7,95427","13,657505","7,326007","0,250774",
14/04/2006 7.00,"6,39906","13,688652",,"0,255096",
14/04/2006 8.00,"3,765146","9,918339","4,884005","0,217093",
14/04/2006 9.00,"5,474188","11,358974",,"0,2091",
14/04/2006 10.00,"5,815622","10,192183","5,372406","0,194911",
14/04/2006 11.00,"5,492948","16,205227",,"0,192097",
14/04/2006 12.00,"5,569865","7,787234","2,930403","0,14969",
14/04/2006 13.00,"5,935686","5,410828",,"0,130158",
14/04/2006 14.00,"6,764756","5,53802","4,395605","0,152007",
14/04/2006 15.00,"3,339292","4,795638",,"0,188345",
14/04/2006 16.00,"2,979099","3,441957","2,930403","0,187163",
14/04/2006 17.00,"3,727625","5,881956",,"0,218764",
14/04/2006 18.00,"2,821514","6,502339","6,349206","0,201394",
14/04/2006 19.00,"3,140435","12,371318",,"0,178559",
14/04/2006 20.00,"1,356728","10,267467","7,326007","0,255912",
14/04/2006 21.00,"1,249545","17,117629",,"0,337178",
14/04/2006 22.00,"1,133858","16,794461","5,372406","0,299093",
14/04/2006 23.00,"1,039183","44,641585",,"0,412451",
15/04/2006 0.00,"1,544579","36,278095","8,791209","0,320787",
15/04/2006 1.00,"1,403127","18,946335",,"0,251793",
15/04/2006 2.00,"1,225032","13,417398","7,326007","0,240172",
15/04/2006 3.00,"1,162998","17,024182",,"0,291387",
15/04/2006 4.00,"1,962303","20,489488","7,814408","0,248612",
15/04/2006 5.00,"2,510973","25,561585",,"0,240865",
15/04/2006 6.00,"1,4439","27,076195","8,791209","0,25791",
15/04/2006 7.00,"0,766036","24,802329",,"0,268837",
15/04/2006 8.00,"1,448277","21,96387","4,884005","0,392838",
15/04/2006 9.00,"1,677275","15,701648",,"0,376813",
15/04/2006 10.00,"1,097464","7,752188","10,25641","0,301743",
15/04/2006 11.00,"2,550744","4,638596",,"0,241192",
15/04/2006 12.00,"3,241739","6,002659","16,60561","0,261212",
15/04/2006 13.00,"3,236112","4,638596",,"0,206695",
15/04/2006 14.00,"3,746386","4,90985","10,25641","0,218846",
15/04/2006 15.00,"4,671258","5,5497",,"0,199315",
15/04/2006 16.00,"4,933898","3,74566","8,791209","0,251386",
15/04/2006 17.00,"3,544653","2,990297",,"0,219173",
15/04/2006 18.00,"0,745525","2,707361","7,326007","0,141779",
15/04/2006 19.00,"1,142863","6,397212",,"0,202454",
15/04/2006 20.00,"1,051314","18,272736","4,395605","0,259704",
15/04/2006 21.00,"1,241541","8,236297",,"0,242333",
15/04/2006 22.00,"1,469789","22,769855","3,418803","0,300928",
15/04/2006 23.00,"1,111721","14,92033",,"0,292814",
16/04/2006 0.00,"0,889352","12,241526","4,884005","0,285515",
16/04/2006 1.00,,"5,71453",,"0,262149",
16/04/2006 2.00,"1,585052",,"6,349206","0,277565",
16/04/2006 3.00,"1,412773","25,312393",,,
16/04/2006 4.00,"0,866537","13,539399","3,907204","0,238621",
16/04/2006 5.00,"0,741346","12,438797",,"0,216099",
16/04/2006 6.00,"0,840853","12,551714","11,72161","0,224478",
16/04/2006 7.00,"1,1837","7,993594",,"0,228116",
16/04/2006 8.00,"1,092756","8,177894","5,860806","0,26809",
16/04/2006 9.00,"0,419713","6,13634",,"0,266496",
16/04/2006 10.00,"1,579155","4,458191","10,74481","0,244751",
16/04/2006 11.00,"1,308129","3,303085",,"0,224724",
16/04/2006 12.00,"2,039773","2,441297","9,27961","0,197297",
16/04/2006 13.00,"1,645936","1,174574",,"0,13198",
16/04/2006 14.00,"2,745445","1,692426","5,372406","0,152091",
16/04/2006 15.00,"1,510756","0,368595",,"0,124584",
16/04/2006 16.00,"1,687603","0,494489","5,860806","0,114242",
16/04/2006 17.00,"3,190653","1,126552",,"0,147676",
16/04/2006 18.00,"3,198264","2,621702","4,884005","0,18667",
16/04/2006 19.00,"2,313557","5,122701",,"0,198769",
16/04/2006 20.00,"1,356741","13,564056","3,418803","0,242136",
16/04/2006 21.00,"0,876906","18,807459",,"0,235065",
16/04/2006 22.00,"1,853129","17,035868","2,930403","0,230323",
16/04/2006 23.00,"1,67809","15,715929",,"0,249043",
17/04/2006 0.00,"1,104743","13,68087","6,349206","0,275774",
17/04/2006 1.00,"1,475558","19,756198",,"0,322043",
17/04/2006 2.00,"1,242014","14,858036","10,74481","0,319141",
17/04/2006 3.00,"1,288058","9,063042",,"0,295597",
17/04/2006 4.00,"1,043669","9,050062","7,814408","0,272505",
17/04/2006 5.00,"1,778071","11,243464",,"0,282356",
17/04/2006 6.00,"1,873201","18,746456","11,23321","0,382863",
17/04/2006 7.00,"1,4728","22,978818",,"0,474134",
17/04/2006 8.00,"1,193118","18,915187","7,326007","0,406284",
17/04/2006 9.00,"1,380238","22,736107",,"0,382659",
17/04/2006 10.00,"3,156407","15,771742","7,814408","0,331976",
17/04/2006 11.00,"3,500776","14,140313",,"0,299482",
17/04/2006 12.00,"3,527413","14,126041","10,74481","0,252394",
17/04/2006 13.00,"4,686093","9,257722",,"0,254234",
17/04/2006 14.00,"4,990508","3,984466","14,65201","0,22689",
17/04/2006 15.00,"4,847814","1,316043",,"0,204408",
17/04/2006 16.00,"4,318893","0,515255","12,21001","0,200404",
17/04/2006 17.00,"2,149934","0,328361",,"0,223415",
17/04/2006 18.00,"1,304515","4,741127","18,07081","0,260774",
17/04/2006 19.00,"1,582104","5,680787",,"0,274099",
17/04/2006 20.00,"1,028353","9,310935","9,27961","0,289875",
17/04/2006 21.00,"1,270934","12,168847",,"0,280884",
17/04/2006 22.00,"1,643843","12,90474","10,74481","0,294985",
17/04/2006 23.00,"1,043194","12,303827",,"0,254153",
18/04/2006 0.00,"0,865396","25,518756","7,814408","0,27978",
18/04/2006 1.00,,"17,092974",,"0,27745",
18/04/2006 2.00,"0,928604",,"8,791209","0,286156",
18/04/2006 3.00,"0,310339","21,274708",,,
18/04/2006 4.00,"1,018759","17,448591","10,25641","0,2759",
18/04/2006 5.00,"1,069298","13,626359",,"0,266631",
18/04/2006 6.00,"1,235769","12,246711","9,76801","0,235886",
18/04/2006 7.00,"1,900508","15,248696",,"0,244093",
18/04/2006 8.00,"1,718546","26,7089","5,372406","0,266386",
18/04/2006 9.00,"2,097455","43,447541",,"0,276962",
18/04/2006 10.00,"2,02114","16,110485","6,349206","0,161613",
18/04/2006 11.00,"2,841811","9,539359",,"0,132336",
18/04/2006 12.00,"3,428458","5,698957","13,18681","0,137725",
18/04/2006 13.00,"2,957997","5,621085",,"0,125679",
18/04/2006 14.00,"2,003743","2,433509","9,76801","0,124087",
18/04/2006 15.00,"1,445539","2,211574",,"0,107919",
18/04/2006 16.00,"1,539504","4,480256","5,860806","0,112777",
18/04/2006 17.00,"1,926158","3,509447",,"0,122413",
18/04/2006 18.00,"2,479918","1,801446","5,860806","0,107755",
18/04/2006 19.00,"2,105835","1,380936",,"0,161693",
18/04/2006 20.00,"2,917999","5,397851","3,418803","0,136216",
18/04/2006 21.00,"3,527503","4,345276",,"0,089421",
18/04/2006 22.00,"8,940658","10,882659","1,465201","0,100202",
18/04/2006 23.00,"3,832255","3,515935",,"0,097261",
19/04/2006 0.00,"2,493251","1,29917","6,349206","0,15761",
19/04/2006 1.00,"1,560456","1,850764",,"0,139277",
19/04/2006 2.00,"1,298496","2,120723","5,860806","0,146097",
19/04/2006 3.00,"1,682738","1,343297",,"0,11539",
19/04/2006 4.00,"2,233323","1,373149","7,814408","0,159815",
19/04/2006 5.00,"1,931111","1,75083",,"0,164756",
19/04/2006 6.00,"1,391699","10,13768","6,837607","0,18803",
19/04/2006 7.00,"1,779497","16,838584",,"0,207957",
19/04/2006 8.00,"2,921174","9,924829","4,395605","0,203995",
19/04/2006 9.00,"4,009392","9,226574",,"0,241111",
19/04/2006 10.00,"4,310335","14,524483","6,349206","0,251686",
19/04/2006 11.00,"2,053266","10,86319",,"0,200198",
19/04/2006 12.00,"1,778354","13,251272","7,814408","0,189214",
19/04/2006 13.00,"1,562869","8,283021",,"0,169616",
19/04/2006 14.00,"1,084789","7,438104","13,18681","0,169656",
19/04/2006 15.00,"0,816608","4,127234",,"0,137521",
19/04/2006 16.00,"1,608582","6,237573","6,837607","0,189418",
19/04/2006 17.00,"1,86178","6,430956",,"0,208037",
19/04/2006 18.00,"2,294781","5,591233","13,67521","0,201832",
19/04/2006 19.00,"1,920063","4,685318",,"0,160224",
19/04/2006 20.00,"1,589027","9,353766","6,837607","0,198524",
19/04/2006 21.00,"2,084249","14,135125",,"0,217062",
19/04/2006 22.00,"1,028664","18,808759","4,884005","0,250094",
19/04/2006 23.00,"1,413795","10,961824",,"0,208569",
20/04/2006 0.00,"1,427255","10,673698","7,814408","0,199178",
20/04/2006 1.00,,"7,741809",,"0,219716",
20/04/2006 2.00,"0,290452",,"4,395605","0,203914",
20/04/2006 3.00,"0,786249","30,928282",,,
20/04/2006 4.00,"0,696733","16,791866","7,326007","0,227183",
20/04/2006 5.00,"0,960055","22,728326",,"0,236328",
20/04/2006 6.00,"0,621005","44,143221","7,814408","0,311294",
20/04/2006 7.00,"2,616465","67,922823",,"0,458775",
20/04/2006 8.00,"2,099455","77,755513","4,395605","0,612992",
20/04/2006 9.00,"2,27112","40,140566",,"0,271851",
20/04/2006 10.00,"1,772995","18,986563","6,349206","0,190843",
20/04/2006 11.00,"3,726027","21,943105",,"0,206522",
20/04/2006 12.00,"7,905296","19,401886","11,23321","0,151769",
20/04/2006 13.00,"5,063091","15,155248",,"0,119961",
20/04/2006 14.00,"0,793489","11,824907","6,837607","0,125636",
20/04/2006 15.00,"3,002917","10,380374",,"0,161241",
20/04/2006 16.00,"2,539037","13,146147","0,976801","0,159812",
20/04/2006 17.00,"2,947143","15,784712",,"0,164875",
20/04/2006 18.00,"6,585229","29,054159","5,372406","0,19562",
20/04/2006 19.00,"5,733511","31,191735",,"0,228326",
20/04/2006 20.00,"3,120634","21,975553","3,418803","0,23049",
20/04/2006 21.00,"1,651249","40,69996",,"0,291083",
20/04/2006 22.00,"1,810198","59,452911","8,791209","0,386954",
20/04/2006 23.00,"0,770133","54,406779",,"0,412268",
21/04/2006 0.00,"0,395579","40,627285","8,302809","0,33665",
21/04/2006 1.00,"0,309715","44,239261",,"0,328443",
21/04/2006 2.00,"0,609422","32,812789","14,16361","0,382463",
21/04/2006 3.00,"0,483458","36,121062",,"0,433256",
21/04/2006 4.00,"0,85776","34,078224","12,69841","0,362087",
21/04/2006 5.00,"0,492272","31,991237",,"0,362128",
21/04/2006 6.00,"2,127279","63,442566","17,094","0,547868",
21/04/2006 7.00,"3,127369","55,385382",,"0,682201",
21/04/2006 8.00,"2,385627","39,97315","9,76801","0,449179",
21/04/2006 9.00,"3,658607","24,715371",,"0,254539",
21/04/2006 10.00,"8,137583","25,231918","14,65201","0,211584",
21/04/2006 11.00,"13,043919","23,751035",,"0,232204",
21/04/2006 12.00,"12,619006","22,001516","15,14041","0,214974",
21/04/2006 13.00,"13,880534","20,829537",,"0,206154",
21/04/2006 14.00,"7,831644","10,787907","15,14041","0,187494",
21/04/2006 15.00,"3,991929","11,307057",,"0,208645",
21/04/2006 16.00,"3,576835","9,371933","15,14041","0,210319",
21/04/2006 17.00,"4,834581","9,449807",,"0,222732",
21/04/2006 18.00,"3,440862","9,335594","14,65201","0,209912",
21/04/2006 19.00,"2,806323","11,031909",,"0,204113",
21/04/2006 20.00,"4,441772","18,062482","10,74481","0,217628",
21/04/2006 21.00,"2,277541","17,683501",,"0,205746",
21/04/2006 22.00,"1,461328","23,285118","11,72161","0,265686",
21/04/2006 23.00,"0,502092","21,422659",,"0,253356",
22/04/2006 0.00,"0,369959","20,998253","9,76801","0,248455",
22/04/2006 1.00,,"13,978081",,"0,253232",
22/04/2006 2.00,"1,709007",,"16,60561","0,26781",
22/04/2006 3.00,"1,329657","37,304724",,,
22/04/2006 4.00,"1,792021","20,15724","15,62881","0,250364",
22/04/2006 5.00,"1,756789","19,37202",,"0,277537",
22/04/2006 6.00,"1,724453","38,39623","17,582411","0,372002",
22/04/2006 7.00,"1,942603","39,862829",,"0,341716",
22/04/2006 8.00,"1,809395","20,314292","8,302809","0,251512",
22/04/2006 9.00,"2,424755","13,87555",,"0,228602",
22/04/2006 10.00,"2,978819","16,650396","8,791209","0,256882",
22/04/2006 11.00,"3,291566","15,826242",,"0,281103",
22/04/2006 12.00,"2,376491","10,141573","18,55921","0,257168",
22/04/2006 13.00,"3,511647","15,301906",,"0,236348",
22/04/2006 14.00,"3,474967","30,040541","14,65201","0,251062",
22/04/2006 15.00,"3,812811","7,933894",,"0,266594",
22/04/2006 16.00,"4,52711","8,595807","18,55921","0,266184",
22/04/2006 17.00,"4,305581","7,739212",,"0,272496",
22/04/2006 18.00,"4,424792","10,3661","15,62881","0,279299",
22/04/2006 19.00,"3,662229","8,922871",,"0,285036",
22/04/2006 20.00,"3,41512","13,200656","11,23321","0,296225",
22/04/2006 21.00,"3,434426","13,872956",,"0,277783",
22/04/2006 22.00,"1,440181","9,932616","18,55921","0,298356",
22/04/2006 23.00,"1,926194","11,109784",,"0,299299",
23/04/2006 0.00,"1,911232",,"16,11721","0,27725",
23/04/2006 1.00,"1,822427","8,225913",,"0,248028",
23/04/2006 2.00,"1,621651","12,337568","15,14041","0,27143",
23/04/2006 3.00,"1,15977","14,716566",,"0,266675",
23/04/2006 4.00,"1,662193","17,449882","15,14041","0,278889",
23/04/2006 5.00,"0,806482","20,512854",,"0,251184",
23/04/2006 6.00,"1,568079","21,693915","16,60561","0,286554",
23/04/2006 7.00,"1,696942","34,057441",,"0,372208",
23/04/2006 8.00,"1,083997","18,575142","12,21001","0,296143",
23/04/2006 9.00,"3,793505","10,820356",,"0,243438",
23/04/2006 10.00,"6,698965","8,894318","19,0476","0,220692",
23/04/2006 11.00,"6,10822","6,198639",,"0,219464",
23/04/2006 12.00,"5,503962","5,316085","12,21001","0,218685",
23/04/2006 13.00,"9,581257","10,52704",,"0,201513",
23/04/2006 14.00,"6,803214","6,907276","17,582411","0,179752",
23/04/2006 15.00,"5,799334","6,717787",,"0,187743",
23/04/2006 16.00,"11,959675","13,972882","17,582411","0,19098",
23/04/2006 17.00,"17,326567","19,789926",,"0,198234",
23/04/2006 18.00,"11,403682","17,08389","16,11721","0,190324",
23/04/2006 19.00,"10,000184","29,790049",,"0,22348",
23/04/2006 20.00,"4,195058","23,621269","14,65201","0,29393",
