NetC,SIMAGE Brindisi,
26/01/2006 11.00,"1,854367","7,71715"
26/01/2006 12.00,"2,116474","6,516618"
26/01/2006 13.00,"2,612161","6,515318"
26/01/2006 14.00,"2,995517","6,511425"
26/01/2006 15.00,"2,430291","6,306361"
26/01/2006 16.00,"2,482","7,858616"
26/01/2006 17.00,"1,365664","26,47399"
26/01/2006 18.00,"0,80133","55,095961"
26/01/2006 19.00,"0,678746","55,262075"
26/01/2006 20.00,"0,500144","51,926552"
26/01/2006 21.00,"0,696725","57,625518"
26/01/2006 22.00,"0,483949","55,424327"
26/01/2006 23.00,"0,189597","46,944017"
27/01/2006 0.00,"0,253341","47,975828"
27/01/2006 1.00,"0,163446","36,416982"
27/01/2006 2.00,"0,246804","27,79132"
27/01/2006 3.00,"0,202673","17,028077"
27/01/2006 4.00,"0,147101","14,245438"
27/01/2006 5.00,"0,080089","14,212989"
27/01/2006 6.00,"0,204307","13,331743"
27/01/2006 7.00,"0,174887","15,571866"
27/01/2006 8.00,"0,28603","23,836694"
27/01/2006 9.00,"0,442938","22,088476"
27/01/2006 10.00,"0,564036","12,955354"
27/01/2006 11.00,"0,903856","12,554308"
27/01/2006 12.00,"0,971314","10,798293"
27/01/2006 13.00,"0,906827","11,317443"
27/01/2006 14.00,"0,996425","12,645162"
27/01/2006 15.00,"0,885134","12,242826"
27/01/2006 16.00,"0,860022","10,26357"
27/01/2006 17.00,"0,824212","13,077355"
27/01/2006 18.00,"0,531198","24,945079"
27/01/2006 19.00,"0,555715","29,79395"
27/01/2006 20.00,"0,413667","33,230692"
27/01/2006 21.00,"0,336698","28,345514"
27/01/2006 22.00,"0,17979","17,975523"
27/01/2006 23.00,"0,420204","14,65816"
28/01/2006 0.00,"0,207576","12,285651"
28/01/2006 1.00,,"10,406332"
28/01/2006 2.00,"0,316876",
28/01/2006 3.00,"0,35771","6,760616"
28/01/2006 4.00,"0,403594","6,99034"
28/01/2006 5.00,"0,370778","7,290148"
28/01/2006 6.00,"0,313906","7,669128"
28/01/2006 7.00,"0,360978","10,433593"
28/01/2006 8.00,"0,517782","12,911229"
28/01/2006 9.00,"0,511249","13,819737"
28/01/2006 10.00,"0,764423","13,47061"
28/01/2006 11.00,"0,627218","12,559505"
28/01/2006 12.00,"0,798279","15,168227"
28/01/2006 13.00,"0,588018","15,442074"
28/01/2006 14.00,"0,751504","12,098763"
28/01/2006 15.00,"0,5898","10,222037"
28/01/2006 16.00,"0,73235","9,989722"
28/01/2006 17.00,"0,6192","11,270714"
28/01/2006 18.00,"0,519415","12,328483"
28/01/2006 19.00,"0,741259","15,613398"
28/01/2006 20.00,"0,524315","15,826242"
28/01/2006 21.00,"0,637168","16,573823"
28/01/2006 22.00,"0,632268","19,181241"
28/01/2006 23.00,"0,607618","13,985863"
29/01/2006 0.00,"0,501894","10,001402"
29/01/2006 1.00,"0,566784","9,307042"
29/01/2006 2.00,"0,450814","8,564658"
29/01/2006 3.00,"0,493282","8,859275"
29/01/2006 4.00,"0,557132","8,965701"
29/01/2006 5.00,"0,521049","7,819678"
29/01/2006 6.00,"0,457792","7,429021"
29/01/2006 7.00,"0,370778","8,303787"
29/01/2006 8.00,"0,529365","10,778825"
29/01/2006 9.00,"0,593067","12,228545"
29/01/2006 10.00,"0,70666","11,835291"
29/01/2006 11.00,"0,561883","10,276548"
29/01/2006 12.00,"0,572278","9,181148"
29/01/2006 13.00,"0,721213","10,085763"
29/01/2006 14.00,"0,553123","11,717187"
29/01/2006 15.00,"0,545846","9,613339"
29/01/2006 16.00,"0,408494","8,755445"
29/01/2006 17.00,"0,334843","10,517946"
29/01/2006 18.00,"0,652611","16,301268"
29/01/2006 19.00,"0,429728","13,793778"
29/01/2006 20.00,"0,356077","19,791246"
29/01/2006 21.00,"0,414879","25,202071"
29/01/2006 22.00,"0,321777","15,970308"
29/01/2006 23.00,"0,416958","13,822329"
30/01/2006 0.00,"0,196006","23,548592"
30/01/2006 1.00,,"27,340969"
30/01/2006 2.00,"0,30599",
30/01/2006 3.00,"0,278979","11,940417"
30/01/2006 4.00,"0,337258","8,183085"
30/01/2006 5.00,"0,199068","14,159782"
30/01/2006 6.00,"0,440397","26,490855"
30/01/2006 7.00,"0,457242","45,143888"
30/01/2006 8.00,"0,608199","47,931715"
30/01/2006 9.00,"0,452099","45,988798"
30/01/2006 10.00,"0,496015","25,789992"
30/01/2006 11.00,"0,859988","11,80155"
30/01/2006 12.00,"0,868677","9,27719"
30/01/2006 13.00,"0,801474","9,534168"
30/01/2006 14.00,"1,067449","11,412185"
30/01/2006 15.00,"0,975245","10,95793"
30/01/2006 16.00,"0,825884","13,297992"
30/01/2006 17.00,"0,595372","16,215611"
30/01/2006 18.00,"0,789003","42,542936"
30/01/2006 19.00,"0,966379","61,179086"
30/01/2006 20.00,"0,789062","57,284169"
30/01/2006 21.00,"0,806793","56,840297"
30/01/2006 22.00,"0,691478","50,423608"
30/01/2006 23.00,"0,487268","44,742826"
31/01/2006 0.00,"0,718016","40,11592"
31/01/2006 1.00,"0,363086","21,741944"
31/01/2006 2.00,"0,659324","21,369448"
31/01/2006 3.00,"0,491168","23,508346"
31/01/2006 4.00,"0,478757","14,476461"
31/01/2006 5.00,"0,614995","13,44465"
31/01/2006 6.00,"0,531774","19,061845"
31/01/2006 7.00,"0,631131","31,865333"
31/01/2006 8.00,"0,472846","33,32027"
31/01/2006 9.00,"0,579177","32,529848"
31/01/2006 10.00,"0,783683","24,812711"
31/01/2006 11.00,"0,99475","17,571884"
31/01/2006 12.00,"1,127738","10,26486"
31/01/2006 13.00,"1,232355","10,917699"
31/01/2006 14.00,"0,996523","9,748319"
31/01/2006 15.00,"0,934462","10,602312"
31/01/2006 16.00,"0,77133","11,706801"
31/01/2006 17.00,"0,531892","13,809351"
31/01/2006 18.00,"0,473082","13,18119"
31/01/2006 19.00,"0,505354","14,842464"
31/01/2006 20.00,"0,5102","11,338204"
31/01/2006 21.00,"0,634559","11,483569"
31/01/2006 22.00,"0,538217","12,584162"
31/01/2006 23.00,"0,48183","16,346695"
01/02/2006 0.00,"0,49442","14,6984"
01/02/2006 1.00,,"10,93197"
01/02/2006 2.00,"0,476449",
01/02/2006 3.00,"0,405232","10,114317"
01/02/2006 4.00,"0,266446","10,965721"
01/02/2006 5.00,"0,247525","9,819701"
01/02/2006 6.00,"0,399684","10,765844"
01/02/2006 7.00,"0,223202","13,695142"
01/02/2006 8.00,"0,343387","15,704252"
01/02/2006 9.00,"0,473588","17,593947"
01/02/2006 10.00,"0,490757","20,492089"
01/02/2006 11.00,"0,554033","22,206579"
01/02/2006 12.00,"0,542295","18,64782"
01/02/2006 13.00,"0,690453","15,991078"
01/02/2006 14.00,"0,687417","17,142285"
01/02/2006 15.00,"0,615878","17,526455"
01/02/2006 16.00,"0,719858","21,812019"
01/02/2006 17.00,"0,515723","19,710769"
01/02/2006 18.00,"0,37901","15,287635"
01/02/2006 19.00,"0,368703","21,021617"
01/02/2006 20.00,"0,309048","22,244227"
01/02/2006 21.00,"0,360264","26,545366"
01/02/2006 22.00,"0,267555","21,37463"
01/02/2006 23.00,"0,170263","23,056674"
02/02/2006 0.00,"0,310479","14,5102"
02/02/2006 1.00,"0,306187","28,361078"
02/02/2006 2.00,"0,164539","25,159224"
02/02/2006 3.00,"0,155955","21,179968"
02/02/2006 4.00,"0,251817","19,822392"
02/02/2006 5.00,"0,170263","17,75099"
02/02/2006 6.00,"0,197447","19,583583"
02/02/2006 7.00,"0,148801","22,298718"
02/02/2006 8.00,"0,190294","28,154734"
02/02/2006 9.00,"0,161679","28,579122"
02/02/2006 10.00,"0,740239","26,301376"
02/02/2006 11.00,"1,026891","26,532383"
02/02/2006 12.00,"2,488974","35,932866"
02/02/2006 13.00,"2,918792","24,280583"
02/02/2006 14.00,"2,389695","24,36624"
02/02/2006 15.00,"1,796096","24,717953"
02/02/2006 16.00,"1,270037","28,078159"
02/02/2006 17.00,"1,570091","41,120464"
02/02/2006 18.00,"1,945511","57,020695"
02/02/2006 19.00,"5,43463","69,959181"
02/02/2006 20.00,"3,849092","73,316785"
02/02/2006 21.00,"2,431742","59,333506"
02/02/2006 22.00,"2,776882","64,826108"
02/02/2006 23.00,"2,210994","43,490388"
03/02/2006 0.00,"2,156683","41,316445"
03/02/2006 1.00,,"34,885491"
03/02/2006 2.00,"0,286597",
03/02/2006 3.00,"0,130408","24,235154"
03/02/2006 4.00,"0,09413","24,968444"
03/02/2006 5.00,"0,060926","26,445426"
03/02/2006 6.00,"0,385396","35,237222"
03/02/2006 7.00,"3,311103","50,118622"
03/02/2006 8.00,"3,088391","63,246584"
03/02/2006 9.00,"2,735183","68,802779"
03/02/2006 10.00,"1,021344","50,173135"
03/02/2006 11.00,"0,902796","27,404561"
03/02/2006 12.00,"1,306693","23,48628"
03/02/2006 13.00,"1,447628","18,832124"
03/02/2006 14.00,"1,987009","20,854203"
03/02/2006 15.00,"2,394155","19,417449"
03/02/2006 16.00,"1,473728","21,448625"
03/02/2006 17.00,"2,982255","46,057573"
03/02/2006 18.00,"5,832274","95,832265"
03/02/2006 19.00,"4,55168","78,026766"
03/02/2006 20.00,"4,435103","68,087654"
03/02/2006 21.00,"4,078416","59,829288"
03/02/2006 22.00,"2,510731","48,452143"
03/02/2006 23.00,"1,304953","33,080161"
04/02/2006 0.00,"0,666367","27,239728"
04/02/2006 1.00,"0,648997","24,135214"
04/02/2006 2.00,"0,544513","26,37015"
04/02/2006 3.00,"0,495824","23,797765"
04/02/2006 4.00,"0,378929","24,90097"
04/02/2006 5.00,"0,368663","23,390241"
04/02/2006 6.00,"0,202906","25,901633"
04/02/2006 7.00,"1,545065","40,028961"
04/02/2006 8.00,"3,796546","56,986966"
04/02/2006 9.00,"2,334997","46,115985"
04/02/2006 10.00,"0,927387","32,069116"
04/02/2006 11.00,"0,85776","24,318211"
04/02/2006 12.00,"0,647082","17,216267"
04/02/2006 13.00,"0,645517","14,065041"
04/02/2006 14.00,"0,617678","11,355079"
04/02/2006 15.00,"0,450586","12,397266"
04/02/2006 16.00,"0,930867","16,50504"
04/02/2006 17.00,"1,085722","26,484354"
04/02/2006 18.00,"2,796081","31,326723"
04/02/2006 19.00,"2,921357","34,959467"
04/02/2006 20.00,"2,324558","55,737113"
04/02/2006 21.00,"1,301445","40,937468"
04/02/2006 22.00,"0,991764","39,050362"
04/02/2006 23.00,"0,969087","39,334601"
05/02/2006 0.00,"1,031639","37,948477"
05/02/2006 1.00,,"18,296097"
05/02/2006 2.00,"0,685101",
05/02/2006 3.00,"0,595226","14,458293"
05/02/2006 4.00,"0,641352","16,530989"
05/02/2006 5.00,"0,357587","17,497902"
05/02/2006 6.00,"0,506626","18,120888"
05/02/2006 7.00,"0,470119","23,97688"
05/02/2006 8.00,"0,645639","21,373348"
05/02/2006 9.00,"0,699356","17,011201"
05/02/2006 10.00,"0,623851","46,337911"
05/02/2006 11.00,"0,703238","20,533617"
05/02/2006 12.00,"0,584679","12,294734"
05/02/2006 13.00,"0,375898","9,900168"
05/02/2006 14.00,"0,522793","10,318081"
05/02/2006 15.00,"0,625938","11,355079"
05/02/2006 16.00,"0,432339","9,586083"
05/02/2006 17.00,"0,504656","10,363508"
05/02/2006 18.00,"0,943948","12,390775"
05/02/2006 19.00,"0,469366","8,263706"
05/02/2006 20.00,"0,571815","8,536104"
05/02/2006 21.00,"1,415053","10,159742"
05/02/2006 22.00,"1,745348","8,504956"
05/02/2006 23.00,"2,146918","9,413466"
06/02/2006 0.00,"2,849229","8,830721"
06/02/2006 1.00,"2,557179","7,436808"
06/02/2006 2.00,"2,322495","7,722338"
06/02/2006 3.00,"2,663221","7,744402"
06/02/2006 4.00,"3,847069","10,532227"
06/02/2006 5.00,"4,584148","10,547802"
06/02/2006 6.00,"4,001785","8,93585"
06/02/2006 7.00,"3,261229","14,738629"
06/02/2006 8.00,"3,240368","16,847671"
06/02/2006 9.00,"3,00047","13,674381"
06/02/2006 10.00,"2,802293","16,782782"
06/02/2006 11.00,"3,688875","11,898886"
06/02/2006 12.00,"5,258645","10,58803"
06/02/2006 13.00,"6,190425","10,497186"
06/02/2006 14.00,"6,279083","10,462145"
06/02/2006 15.00,"5,733227","9,701595"
06/02/2006 16.00,"4,589363","7,599041"
06/02/2006 17.00,"4,08349","6,734658"
06/02/2006 18.00,"3,2282","6,756723"
06/02/2006 19.00,"3,346411","6,458212"
06/02/2006 20.00,"3,222985","6,338807"
06/02/2006 21.00,"2,856183","6,497148"
06/02/2006 22.00,"2,553702","6,38683"
06/02/2006 23.00,"2,774479","6,552957"
07/02/2006 0.00,"2,958749","6,514021"
07/02/2006 1.00,,"6,346595"
07/02/2006 2.00,"3,853544",
07/02/2006 3.00,"3,627284","6,210317"
07/02/2006 4.00,"3,700328","5,959828"
07/02/2006 5.00,"3,997851","6,297275"
07/02/2006 6.00,"5,284148","8,965701"
07/02/2006 7.00,"5,027601","8,399829"
07/02/2006 8.00,"4,808467","8,752849"
07/02/2006 9.00,"6,627454","11,104588"
07/02/2006 10.00,"6,427918","8,471212"
07/02/2006 11.00,"7,44876","8,821637"
07/02/2006 12.00,"10,014226","10,398549"
07/02/2006 13.00,"13,939032","13,880737"
07/02/2006 14.00,"12,446066","12,599735"
07/02/2006 15.00,"7,913751","8,896912"
07/02/2006 16.00,"4,216984","8,75285"
07/02/2006 17.00,"2,959193","11,277203"
07/02/2006 18.00,"3,078558","13,529015"
07/02/2006 19.00,"2,608224","15,085163"
07/02/2006 20.00,"2,538742","20,065101"
07/02/2006 21.00,"1,956167","13,871654"
07/02/2006 22.00,"1,826113","16,681544"
07/02/2006 23.00,"1,272132","22,45187"
08/02/2006 0.00,"0,817741","18,668592"
08/02/2006 1.00,"0,450381","19,161776"
08/02/2006 2.00,"0,417155","12,859311"
08/02/2006 3.00,"0,350613","12,179233"
08/02/2006 4.00,"0,367479","8,776211"
08/02/2006 5.00,"0,281221","9,151296"
08/02/2006 6.00,"0,441087","20,345438"
08/02/2006 7.00,"0,675275","42,91153"
08/02/2006 8.00,"0,637446","28,418208"
08/02/2006 9.00,"1,284514","19,548535"
08/02/2006 10.00,"1,644392","17,163058"
08/02/2006 11.00,"1,806515","22,839947"
08/02/2006 12.00,"1,904501","38,941339"
08/02/2006 13.00,"2,636729","39,454003"
08/02/2006 14.00,"2,251908","14,624421"
08/02/2006 15.00,"2,114727","11,622436"
08/02/2006 16.00,"1,614105","13,879444"
08/02/2006 17.00,"0,977608","25,103431"
08/02/2006 18.00,"2,020304","42,485844"
08/02/2006 19.00,"1,656863","46,396322"
08/02/2006 20.00,"1,884905","58,423701"
08/02/2006 21.00,"1,343959","42,99849"
08/02/2006 22.00,"0,828788","27,973019"
08/02/2006 23.00,"0,549051","17,862605"
09/02/2006 0.00,"0,449698","15,260375"
09/02/2006 1.00,,"11,309652"
09/02/2006 2.00,"0,166199",
09/02/2006 3.00,"0,157726","12,433609"
09/02/2006 4.00,"0,115359","10,943649"
09/02/2006 5.00,"0,121273","10,276548"
09/02/2006 6.00,"0,183145","11,138337"
09/02/2006 7.00,"0,403095","16,314248"
09/02/2006 8.00,"0,40742","21,222797"
09/02/2006 9.00,"0,463202","16,749032"
09/02/2006 10.00,"0,854381","14,389501"
09/02/2006 11.00,"0,942643","14,717868"
09/02/2006 12.00,"0,825961","17,425226"
09/02/2006 13.00,"0,825784","27,631688"
09/02/2006 14.00,"0,633284","21,024217"
09/02/2006 15.00,"1,076802","28,075559"
09/02/2006 16.00,"1,013253","20,274045"
09/02/2006 17.00,"0,868503","18,398631"
09/02/2006 18.00,"0,825961","20,414214"
09/02/2006 19.00,"0,753762","23,57974"
09/02/2006 20.00,"1,323937","44,571511"
09/02/2006 21.00,"0,979625","31,736848"
09/02/2006 22.00,"0,926755","34,1444"
09/02/2006 23.00,"0,578825","22,132604"
10/02/2006 0.00,"0,291355","12,950165"
10/02/2006 1.00,"0,095942","10,841116"
10/02/2006 2.00,"0,130894","10,968316"
10/02/2006 3.00,"0,083761","9,71587"
10/02/2006 4.00,"0,083408","10,279143"
10/02/2006 5.00,"0,154901","11,007251"
10/02/2006 6.00,"0,165934","20,011871"
10/02/2006 7.00,"0,539549","37,067215"
10/02/2006 8.00,"1,007075","44,52478"
10/02/2006 9.00,"1,42279","45,659133"
10/02/2006 10.00,"0,910869","23,225407"
10/02/2006 11.00,"1,122699","19,298044"
10/02/2006 12.00,"0,767531","17,584863"
10/02/2006 13.00,"0,535665","14,808713"
10/02/2006 14.00,"0,207594","13,388846"
10/02/2006 15.00,"0,25146","11,207119"
10/02/2006 16.00,"0,136454","12,093566"
10/02/2006 17.00,"0,254903","17,130608"
10/02/2006 18.00,"0,249342","31,976956"
10/02/2006 19.00,"0,690831","47,713652"
10/02/2006 20.00,"0,402389","40,638966"
10/02/2006 21.00,"2,880885","63,263469"
10/02/2006 22.00,"52,597307","58,944146"
10/02/2006 23.00,"69,635494","35,32936"
11/02/2006 0.00,"1,963132","15,643253"
11/02/2006 1.00,,"8,819043"
11/02/2006 2.00,"47,179178",
11/02/2006 3.00,"1,101959","9,183743"
11/02/2006 4.00,"0,209662","7,900147"
11/02/2006 5.00,"0,432383","9,93521"
11/02/2006 6.00,"1,194436","28,872462"
11/02/2006 7.00,"0,654398","35,304715"
11/02/2006 8.00,"0,786055","24,17156"
11/02/2006 9.00,"0,374143","17,288954"
11/02/2006 10.00,"0,722521","15,057904"
11/02/2006 11.00,"1,313032","13,334335"
11/02/2006 12.00,"1,464807","10,687969"
11/02/2006 13.00,"1,387155","13,78989"
11/02/2006 14.00,"1,327151","11,639311"
11/02/2006 15.00,"1,102665","8,969593"
11/02/2006 16.00,"1,131255","9,291467"
11/02/2006 17.00,"1,070898","12,807394"
11/02/2006 18.00,"1,136549","19,278581"
11/02/2006 19.00,"1,505399","31,343608"
11/02/2006 20.00,"1,478926","34,179446"
11/02/2006 21.00,"0,668164","18,188379"
11/02/2006 22.00,"0,792761","15,397949"
11/02/2006 23.00,"0,43203","8,925466"
12/02/2006 0.00,"0,329317","8,543892"
12/02/2006 1.00,"0,265077","7,534148"
12/02/2006 2.00,"0,258724","7,522467"
12/02/2006 3.00,"0,212132","7,258999"
12/02/2006 4.00,"0,214956","8,312871"
12/02/2006 5.00,"0,249193","8,77751"
12/02/2006 6.00,"0,319786","13,301889"
12/02/2006 7.00,"0,406263","16,372654"
12/02/2006 8.00,"1,02007","13,543296"
12/02/2006 9.00,"1,526577","11,959886"
12/02/2006 10.00,"2,128384","9,543254"
12/02/2006 11.00,"3,151985","8,202553"
12/02/2006 12.00,"4,018516","10,186996"
12/02/2006 13.00,"4,233826","9,849551"
12/02/2006 14.00,"2,896084","6,699615"
12/02/2006 15.00,"2,322515","6,420574"
12/02/2006 16.00,"2,472525","8,192168"
12/02/2006 17.00,"1,455984","8,407616"
12/02/2006 18.00,"1,249498","11,739249"
12/02/2006 19.00,"1,847776","20,068983"
12/02/2006 20.00,"1,274206","28,690745"
12/02/2006 21.00,"0,656163","18,075461"
12/02/2006 22.00,"0,297903","11,011139"
12/02/2006 23.00,"0,331081","10,49978"
13/02/2006 0.00,"0,339553","11,082523"
13/02/2006 1.00,,"9,836572"
13/02/2006 2.00,"0,212278",
13/02/2006 3.00,"0,2003","7,980617"
13/02/2006 4.00,"0,198284","7,287551"
13/02/2006 5.00,"0,223307","7,464062"
13/02/2006 6.00,"0,276792","13,383648"
13/02/2006 7.00,"0,638733","25,072285"
13/02/2006 8.00,"0,490256","28,292302"
13/02/2006 9.00,"0,153931","24,990508"
13/02/2006 10.00,"0,359568","12,536142"
13/02/2006 11.00,"0,489189","8,591914"
13/02/2006 12.00,"1,242956","10,887845"
13/02/2006 13.00,,"9,660062"
13/02/2006 14.00,"2,414562","9,185041"
13/02/2006 15.00,"2,343702","9,734041"
13/02/2006 16.00,"1,111147","10,69446"
13/02/2006 17.00,"0,5856","15,259081"
13/02/2006 18.00,"0,542198","43,09841"
13/02/2006 19.00,"0,483798","38,614271"
13/02/2006 20.00,"0,538537","26,878914"
13/02/2006 21.00,"0,462215","17,715947"
13/02/2006 22.00,"0,472991","10,71523"
13/02/2006 23.00,"0,706033","7,374509"
14/02/2006 0.00,"0,47683","6,259637"
14/02/2006 1.00,"0,364812","6,969573"
14/02/2006 2.00,"0,39044","6,00785"
14/02/2006 3.00,"0,438447","5,980595"
14/02/2006 4.00,"0,379367","5,506871"
14/02/2006 5.00,"0,393008","7,242128"
14/02/2006 6.00,"0,502694","11,933927"
14/02/2006 7.00,"0,446272","37,059415"
14/02/2006 8.00,"0,579253","52,835059"
14/02/2006 9.00,"0,745745","13,587421"
14/02/2006 10.00,"0,971079","14,490741"
14/02/2006 11.00,"1,135033","10,645146"
14/02/2006 12.00,"2,01243","8,650318"
14/02/2006 13.00,"2,237411","7,852127"
14/02/2006 14.00,"2,423419","8,620468"
14/02/2006 15.00,"2,573997","8,575043"
14/02/2006 16.00,"1,449091","8,332339"
14/02/2006 17.00,"0,87784","11,660083"
14/02/2006 18.00,"0,709222","33,895207"
14/02/2006 19.00,"0,676951","58,557369"
14/02/2006 20.00,"0,697235","60,539235"
14/02/2006 21.00,"0,7466","58,401637"
14/02/2006 22.00,"0,647278","47,602047"
14/02/2006 23.00,"0,825462","35,147663"
15/02/2006 0.00,"0,618284","29,117751"
15/02/2006 1.00,,"16,978753"
15/02/2006 2.00,"0,286058",
15/02/2006 3.00,"0,247111","17,078693"
15/02/2006 4.00,"0,201448","19,229252"
15/02/2006 5.00,"0,235919","22,515463"
15/02/2006 6.00,"0,253826","29,982129"
15/02/2006 7.00,"0,299935","36,441627"
15/02/2006 8.00,"0,25293","46,086121"
15/02/2006 9.00,"0,565848","52,861025"
15/02/2006 10.00,"2,9134","26,333822"
15/02/2006 11.00,"5,517017","17,479737"
15/02/2006 12.00,"5,321835","18,554371"
15/02/2006 13.00,"2,798798","16,821721"
15/02/2006 14.00,"1,978676","15,457657"
15/02/2006 15.00,"1,765588","15,233123"
15/02/2006 16.00,"1,298227","18,246776"
15/02/2006 17.00,"0,702385","17,577081"
15/02/2006 18.00,"0,486611","22,351948"
15/02/2006 19.00,"0,414985","22,111839"
15/02/2006 20.00,"0,460646","27,642071"
15/02/2006 21.00,"0,40245","24,004126"
15/02/2006 22.00,"0,4696","20,985289"
15/02/2006 23.00,"0,368875","15,687378"
16/02/2006 0.00,"0,358131","11,835291"
16/02/2006 1.00,"0,503622","9,949488"
16/02/2006 2.00,"0,309336","8,389445"
16/02/2006 3.00,"0,376933","7,75868"
16/02/2006 4.00,"0,381857","7,477042"
16/02/2006 5.00,"0,350521","8,138955"
16/02/2006 6.00,"0,324556","9,244743"
16/02/2006 7.00,"0,425281","12,951459"
16/02/2006 8.00,"0,442292","19,771763"
16/02/2006 9.00,"0,645532","16,063755"
16/02/2006 10.00,"0,64777","10,872272"
16/02/2006 11.00,"0,79147","9,628914"
16/02/2006 12.00,"0,856382","11,060461"
16/02/2006 13.00,"0,696118","10,665906"
16/02/2006 14.00,"0,622701","10,942357"
16/02/2006 15.00,"0,682688","10,994275"
16/02/2006 16.00,"0,620462","11,902783"
16/02/2006 17.00,"0,520634","12,894353"
16/02/2006 18.00,"0,741779","13,639328"
16/02/2006 19.00,"0,545255","14,346678"
16/02/2006 20.00,"0,676421","14,944997"
16/02/2006 21.00,"0,505861","13,009866"
16/02/2006 22.00,"0,405136","11,952095"
16/02/2006 23.00,"0,458856","10,205162"
17/02/2006 0.00,"0,477657","9,029295"
17/02/2006 1.00,,"8,873551"
17/02/2006 2.00,"0,458299",
17/02/2006 3.00,"0,375839","8,31936"
17/02/2006 4.00,"0,38235","8,380361"
17/02/2006 5.00,"0,347197","8,340126"
17/02/2006 6.00,"0,453959","9,323914"
17/02/2006 7.00,"0,469149","12,760676"
17/02/2006 8.00,"0,371066","15,967713"
17/02/2006 9.00,"0,546401","15,865182"
17/02/2006 10.00,"0,436165","14,411564"
17/02/2006 11.00,"0,601518","13,608182"
17/02/2006 12.00,"0,375406","13,07476"
17/02/2006 13.00,"0,374103","13,810653"
17/02/2006 14.00,"0,51385","13,279826"
17/02/2006 15.00,"0,468715","12,558205"
17/02/2006 16.00,"0,532078","13,068271"
17/02/2006 17.00,"0,430958","15,704252"
17/02/2006 18.00,"0,390596","16,554354"
17/02/2006 19.00,"0,444412","16,536188"
17/02/2006 20.00,"0,567232","25,754964"
17/02/2006 21.00,"0,507775","18,098825"
17/02/2006 22.00,"0,458299","13,671776"
17/02/2006 23.00,"0,395804","12,096159"
18/02/2006 0.00,"0,488679","9,848253"
18/02/2006 1.00,"0,414899","8,477701"
18/02/2006 2.00,"0,36716","8,281723"
18/02/2006 3.00,"0,378878","8,546489"
18/02/2006 4.00,"0,302494","9,170764"
18/02/2006 5.00,"0,323327","12,512776"
18/02/2006 6.00,"0,404483","32,000322"
18/02/2006 7.00,"0,277757","40,574074"
18/02/2006 8.00,"0,457866","33,341017"
18/02/2006 9.00,"0,606292","26,381832"
18/02/2006 10.00,"0,825459","18,532309"
18/02/2006 11.00,"1,299817","15,017674"
