NetC,SIMAGE Brindisi,,
25/10/2006 0.00,"0,542319","2,818978","33,211231"
25/10/2006 1.00,,"2,038957",
25/10/2006 2.00,"1,118196",,"27,35042"
25/10/2006 3.00,"0,505444","1,972765",
25/10/2006 4.00,"0,460326","2,699574","37,118431"
25/10/2006 5.00,"0,385332","8,552978",
25/10/2006 6.00,"0,373138","9,122742","32,234421"
25/10/2006 7.00,"1,075516","19,623812",
25/10/2006 8.00,"1,091978","28,388342","42,97924"
25/10/2006 9.00,"0,602996","13,517337",
25/10/2006 10.00,"1,137706","9,052658","36,141621"
25/10/2006 11.00,"1,175508","8,552978",
25/10/2006 12.00,"0,576169","8,186977","31,746031"
25/10/2006 13.00,"1,690096","9,791147",
25/10/2006 14.00,"4,702639","23,7744","36,141621"
25/10/2006 15.00,"2,888163","11,222692",
25/10/2006 16.00,"1,711436","11,009846","37,606831"
25/10/2006 17.00,"1,761432","17,159161",
25/10/2006 18.00,"1,64193","26,385714","44,932831"
25/10/2006 19.00,"1,350492","29,126833",
25/10/2006 20.00,,,"47,863232"
25/10/2006 21.00,,,
25/10/2006 22.00,"0,465812","9,259021","42,97924"
25/10/2006 23.00,"0,404233","4,757998",
26/10/2006 0.00,"0,323143","7,283658","41,025631"
26/10/2006 1.00,"0,108527","4,485445",
26/10/2006 2.00,"0,317655","2,160956","28,81562"
26/10/2006 3.00,"0,495079","2,434808",
26/10/2006 4.00,"0,28656","2,517873",
26/10/2006 5.00,"0,291438","4,53217",
26/10/2006 6.00,"0,429231","12,484226","32,722832"
26/10/2006 7.00,"1,669976","24,303948",
26/10/2006 8.00,"2,182127","19,635494","43,956032"
26/10/2006 9.00,"1,972389","14,00404",
26/10/2006 10.00,"1,815695","15,582254","42,97924"
26/10/2006 11.00,"2,558923","19,766581",
26/10/2006 12.00,"3,208257","8,218126","45,909641"
26/10/2006 13.00,"3,127776","30,596014",
26/10/2006 14.00,"1,869959","15,148758","36,141621"
26/10/2006 15.00,"1,430363","6,913765",
26/10/2006 16.00,"1,705948","5,754766","29,79241"
26/10/2006 17.00,"1,607177","5,541914",
26/10/2006 18.00,"0,98528","10,39206","33,211231"
26/10/2006 19.00,"0,599948","7,888467",
26/10/2006 20.00,"1,346833","4,442616","31,25762"
26/10/2006 21.00,"0,699939","6,083125",
26/10/2006 22.00,"0,631042","4,081808","30,76923"
26/10/2006 23.00,"0,421304","7,005914",
27/10/2006 0.00,"0,445083","8,180488","33,211231"
27/10/2006 1.00,,"4,443914",
27/10/2006 2.00,"1,411886",,"20,51281"
27/10/2006 3.00,"0,943507","4,011722",
27/10/2006 4.00,"0,314298","2,785233","28,81562"
27/10/2006 5.00,"0,562298","6,236277",
27/10/2006 6.00,"0,494774","6,656787","24,908421"
27/10/2006 7.00,"0,82626","4,660658",
27/10/2006 8.00,"1,066894","8,456934","28,327221"
27/10/2006 9.00,"1,232638","6,543872",
27/10/2006 10.00,"1,425391","4,787851","25,88522"
27/10/2006 11.00,"1,677075","6,314148",
27/10/2006 12.00,"1,591134","5,255084","27,35042"
27/10/2006 13.00,"1,672778","4,664553",
27/10/2006 14.00,"0,663586","2,398468","21,97802"
27/10/2006 15.00,"0,398398","2,23234",
27/10/2006 16.00,"0,325962","1,274511","24,908421"
27/10/2006 17.00,,,
27/10/2006 18.00,,,"25,88522"
27/10/2006 19.00,"0,321664","3,139552",
27/10/2006 20.00,"0,326575","3,479595","31,746031"
27/10/2006 21.00,"0,059544","1,550957",
27/10/2006 22.00,"0,071822","2,782639","29,30402"
27/10/2006 23.00,"0,336397","3,500361",
28/10/2006 0.00,"0,295268","1,408192","25,39682"
28/10/2006 1.00,"0,397169","1,770298",
28/10/2006 2.00,"0,496615","4,205105","19,53602"
28/10/2006 3.00,"0,695507","3,484786",
28/10/2006 4.00,"0,356041","3,425084","21,001221"
28/10/2006 5.00,"0,516259","5,582147",
28/10/2006 6.00,"0,528536","6,171381","28,81562"
28/10/2006 7.00,"0,722517","3,330339",
28/10/2006 8.00,"0,786973","4,237552","32,234421"
28/10/2006 9.00,"0,562913","2,689192",
28/10/2006 10.00,"0,73725","2,828064","29,79241"
28/10/2006 11.00,"1,179845","4,093488",
28/10/2006 12.00,,,
28/10/2006 13.00,,,
28/10/2006 14.00,,,
28/10/2006 15.00,,,
28/10/2006 16.00,"1,526678","2,425724","32,234421"
28/10/2006 17.00,"1,22343","2,054532",
28/10/2006 18.00,"1,273153","3,722297","39,072041"
28/10/2006 19.00,"1,399609","5,094147",
28/10/2006 20.00,"1,35234","5,443276","44,932831"
28/10/2006 21.00,"1,437668","4,495829",
28/10/2006 22.00,"1,014716","3,907892",
28/10/2006 23.00,"1,459767","4,90336",
29/10/2006 0.00,"1,834223","5,27585","35,653221"
29/10/2006 1.00,,"3,879339",
29/10/2006 2.00,"0,652509",,"41,514042"
29/10/2006 3.00,"0,802206","6,778788",
29/10/2006 4.00,"0,743929","5,968914","40,04884"
29/10/2006 5.00,"0,611715","7,050041",
29/10/2006 6.00,"0,52849","7,353745","33,211231"
29/10/2006 7.00,"0,139498","7,767766",
29/10/2006 8.00,"0,332356","8,229806","38,58363"
29/10/2006 9.00,"0,529765","7,287553",
29/10/2006 10.00,"0,873776","6,303764","29,79241"
29/10/2006 11.00,"0,772339","6,406297",
29/10/2006 12.00,"0,848826","6,647701","35,653221"
29/10/2006 13.00,"1,216147","6,029915",
29/10/2006 14.00,"0,725718","5,784616","37,118431"
29/10/2006 15.00,"0,566005","5,257681",
29/10/2006 16.00,"0,191947","8,145445","40,537231"
29/10/2006 17.00,"1,63883","10,546509",
29/10/2006 18.00,"0,610805","6,446532","42,490841"
29/10/2006 19.00,"0,528126","5,854703",
29/10/2006 20.00,"0,51811","6,630829","42,97924"
29/10/2006 21.00,"0,220356","14,297354",
29/10/2006 22.00,"0,120376","14,202614","38,09523"
29/10/2006 23.00,"0,130393","20,572565",
30/10/2006 0.00,"0,079583","16,238977","32,722832"
30/10/2006 1.00,"0,169364","12,527058",
30/10/2006 2.00,"0,130575","12,401161","17,094"
30/10/2006 3.00,"0,23966","9,260319",
30/10/2006 4.00,"0,202327","7,761276","18,55921"
30/10/2006 5.00,"0,288284","8,911191",
30/10/2006 6.00,"0,267341","7,669128","29,30402"
30/10/2006 7.00,"1,141299","6,241467",
30/10/2006 8.00,"1,011634","6,551659","29,79241"
30/10/2006 9.00,"0,468212","7,805403",
30/10/2006 10.00,"0,439984","5,500382","17,094"
30/10/2006 11.00,"0,161898","4,767084",
30/10/2006 12.00,"0,130757","5,530232","18,55921"
30/10/2006 13.00,"0,632294","4,063639",
30/10/2006 14.00,"0,160987","4,249233","13,18681"
30/10/2006 15.00,"0,181384","5,204468",
30/10/2006 16.00,"0,238021","5,848211","22,954821"
30/10/2006 17.00,"0,119648","3,146043",
30/10/2006 18.00,"0,172643","3,345916",
30/10/2006 19.00,"0,228916","2,693084",
30/10/2006 20.00,"0,281181","2,950063","27,83882"
30/10/2006 21.00,"0,392816","2,783935",
30/10/2006 22.00,"0,783084","2,303723","25,88522"
30/10/2006 23.00,"0,203237","2,345255",
31/10/2006 0.00,"0,282639","2,513978","21,48962"
31/10/2006 1.00,,"2,128511",
31/10/2006 2.00,"0,917304",,"14,65201"
31/10/2006 3.00,"1,135251","3,306978",
31/10/2006 4.00,"1,425282","2,180426","13,18681"
31/10/2006 5.00,"1,144306","2,844935",
31/10/2006 6.00,"0,428405","3,186275","18,07081"
31/10/2006 7.00,"0,202611","2,223254",
31/10/2006 8.00,"0,300173","3,105807","18,55921"
31/10/2006 9.00,"0,290272","9,089",
31/10/2006 10.00,"0,089472","3,528915","16,11721"
31/10/2006 11.00,"0,081261","3,256361",
31/10/2006 12.00,"0,080174","3,713211","11,23321"
31/10/2006 13.00,"0,172545","2,89685",
31/10/2006 14.00,"0,346178","2,442595","6,349206"
31/10/2006 15.00,"0,218549","3,428977",
31/10/2006 16.00,"0,302226","4,5127","6,837607"
31/10/2006 17.00,"1,010641","3,091532",
31/10/2006 18.00,"0,317439","1,492553","11,23321"
31/10/2006 19.00,"0,191502","3,326446",
31/10/2006 20.00,"0,309108","6,953999","16,11721"
31/10/2006 21.00,"0,277352","2,289446",
31/10/2006 22.00,"1,375655","7,663935","13,18681"
31/10/2006 23.00,"0,639951","3,702829",
01/11/2006 0.00,"1,112791","6,625638","10,74481"
01/11/2006 1.00,"0,085004","18,75555",
01/11/2006 2.00,"0,074861","14,07153","6,349206"
01/11/2006 3.00,"0,099011","11,821011",
01/11/2006 4.00,"0,158176","11,162994","9,27961"
01/11/2006 5.00,"0,070877","8,881339",
01/11/2006 6.00,"0,067737","10,71523","5,860806"
01/11/2006 7.00,"0,082952","13,630244",
01/11/2006 8.00,"0,090317","15,31229","5,372406"
01/11/2006 9.00,"0,686197","22,523264",
01/11/2006 10.00,"2,421554","11,222692","4,395605"
01/11/2006 11.00,"4,611278","8,697042",
01/11/2006 12.00,"2,336429","9,157788","6,349206"
01/11/2006 13.00,"1,519584","8,406318",
01/11/2006 14.00,"0,737031","6,982553","6,349206"
01/11/2006 15.00,"0,38385","6,443935",
01/11/2006 16.00,"0,32408","8,194765","8,791209"
01/11/2006 17.00,"0,123281","13,778204",
01/11/2006 18.00,"0,198626","19,059252","16,11721"
01/11/2006 19.00,"0,718436","24,593368",
01/11/2006 20.00,"0,333137","24,845159","21,97802"
01/11/2006 21.00,"0,545649","22,84513",
01/11/2006 22.00,"0,43734","18,499862","23,93162"
01/11/2006 23.00,"0,262501","12,345359",
02/11/2006 0.00,"0,650939","11,917052","20,02442"
02/11/2006 1.00,,"8,46602",
02/11/2006 2.00,"0,005287",,"10,25641"
02/11/2006 3.00,"0,022914","4,825488",
02/11/2006 4.00,"0,017627","3,876744","5,860806"
02/11/2006 5.00,"0,031727","3,731383",
02/11/2006 6.00,"0,070505","6,042893","13,18681"
02/11/2006 7.00,"0,007051","12,60882",
02/11/2006 8.00,"0,003525","25,425298","12,21001"
02/11/2006 9.00,"0,005287","15,024165",
02/11/2006 10.00,,,"20,02442"
02/11/2006 11.00,"0,001762","2,463362",
02/11/2006 12.00,,"2,859212","16,60561"
02/11/2006 13.00,"0,003525","2,061021",
02/11/2006 14.00,"0,003525","12,543934","11,23321"
02/11/2006 15.00,"0,001762","11,840478",
02/11/2006 16.00,"0,021181","4,138914","8,302809"
02/11/2006 17.00,"0,007051","2,294637",
02/11/2006 18.00,"0,014101","1,680744","12,21001"
02/11/2006 19.00,"0,007051","1,392617",
02/11/2006 20.00,"0,005287","2,491915","14,16361"
02/11/2006 21.00,,"1,114872",
02/11/2006 22.00,,"1,527596","16,11721"
02/11/2006 23.00,,"0,693064",
03/11/2006 0.00,"0,05482","2,155767","12,21001"
03/11/2006 1.00,,"0,69566",
03/11/2006 2.00,,"0,637256","9,76801"
03/11/2006 3.00,,"1,295277",
03/11/2006 4.00,,"1,341998","12,69841"
03/11/2006 5.00,"0,001762","1,631425",
03/11/2006 6.00,"0,003525","1,787169","12,21001"
03/11/2006 7.00,"0,005287","1,787169",
03/11/2006 8.00,"0,003525","1,175872","17,094"
03/11/2006 9.00,"0,014101","1,534084",
03/11/2006 10.00,"0,088161","1,297871",
03/11/2006 11.00,"0,003525","1,02532",
03/11/2006 12.00,,"1,249851","13,18681"
03/11/2006 13.00,,,
03/11/2006 14.00,"0,031727","0,776127","4,884005"
03/11/2006 15.00,"0,070505","3,740466",
03/11/2006 16.00,"0,010576","1,907872","5,860806"
03/11/2006 17.00,,"0,513957",
03/11/2006 18.00,,"0,593127","10,25641"
03/11/2006 19.00,,"1,026618",
03/11/2006 20.00,,"1,527596","6,837607"
03/11/2006 21.00,,"0,835829",
03/11/2006 22.00,,"1,889702","10,25641"
03/11/2006 23.00,,"3,561362",
04/11/2006 0.00,,"3,624957","9,76801"
04/11/2006 1.00,,"2,530851",
04/11/2006 2.00,,,"5,860806"
04/11/2006 3.00,"0,072382","2,443894",
04/11/2006 4.00,"0,075331","1,679447","3,907204"
04/11/2006 5.00,"0,241231","1,512021",
04/11/2006 6.00,"0,128419","1,977956","4,884005"
04/11/2006 7.00,"0,02298","2,198595",
04/11/2006 8.00,"0,224641","1,57432","4,884005"
04/11/2006 9.00,"0,220954","3,911785",
04/11/2006 10.00,"0,72566","2,070105","8,302809"
04/11/2006 11.00,"0,577333","1,974063",
04/11/2006 12.00,"0,180524","1,349788","5,372406"
04/11/2006 13.00,"0,095116","1,942915",
04/11/2006 14.00,"0,235333","0,900724","3,907204"
04/11/2006 15.00,"0,000983","1,644404",
04/11/2006 16.00,"0,030108","1,532787","3,418803"
04/11/2006 17.00,"0,000983","0,377681",
04/11/2006 18.00,"0,000491","0,750169","8,791209"
04/11/2006 19.00,,"1,489957",
04/11/2006 20.00,"0,000491","1,737851","17,094"
04/11/2006 21.00,"0,023103","1,374447",
04/11/2006 22.00,"0,006882","2,140191","13,18681"
04/11/2006 23.00,,"1,532787",
05/11/2006 0.00,,"1,649595","6,837607"
05/11/2006 1.00,,"4,963064",
05/11/2006 2.00,,"3,567849","6,837607"
05/11/2006 3.00,,"3,001978",
05/11/2006 4.00,,"3,383554","3,907204"
05/11/2006 5.00,"0,000983","3,339425",
05/11/2006 6.00,"0,000983","5,138276","5,860806"
05/11/2006 7.00,,"12,225951",
05/11/2006 8.00,,"16,57772","6,349206"
05/11/2006 9.00,"0,024087","15,327864",
05/11/2006 10.00,"0,042888","8,475105","4,884005"
05/11/2006 11.00,"0,000491","4,141511",
05/11/2006 12.00,"0,001475","4,144107","3,418803"
05/11/2006 13.00,"0,003441","4,162277",
05/11/2006 14.00,"0,004915","3,778106","1,953602"
05/11/2006 15.00,"0,009831","4,244041",
05/11/2006 16.00,"0,009339","6,641211","7,814408"
05/11/2006 17.00,"0,000491","15,661419",
05/11/2006 18.00,"0,087497","63,238809","22,46641"
05/11/2006 19.00,"0,000491","65,386782",
05/11/2006 20.00,"0,004915","64,508124","30,28083"
05/11/2006 21.00,"0,061936","61,046698",
05/11/2006 22.00,,"36,619444","61,05006"
05/11/2006 23.00,,"31,487655",
06/11/2006 0.00,,"21,095611","59,58485"
06/11/2006 1.00,,"14,808713",
06/11/2006 2.00,"0,215742",,"34,67643"
06/11/2006 3.00,"0,250145","10,07019",
06/11/2006 4.00,"0,357679","8,576339","24,42001"
06/11/2006 5.00,"0,281723","9,574403",
06/11/2006 6.00,"0,297959","10,507572","13,67521"
06/11/2006 7.00,"0,307288","21,461587",
06/11/2006 8.00,"0,517138","37,688901","21,48962"
06/11/2006 9.00,"0,71413","37,538352",
06/11/2006 10.00,"0,313088","12,189608","26,86202"
06/11/2006 11.00,"0,381401","10,381676",
06/11/2006 12.00,"0,810401","10,835929","18,07081"
06/11/2006 13.00,"0,437071","5,02017",
06/11/2006 14.00,,,
06/11/2006 15.00,,,
06/11/2006 16.00,"1,086754","5,855999","6,349206"
06/11/2006 17.00,"0,383273","4,290765",
06/11/2006 18.00,"0,46825","4,481552","18,07081"
06/11/2006 19.00,"0,309589","3,617169",
06/11/2006 20.00,"0,369678","6,817723","14,65201"
06/11/2006 21.00,"0,262973","4,765786",
06/11/2006 22.00,"0,344789","30,440281","20,51281"
06/11/2006 23.00,"0,304372","11,208421",
07/11/2006 0.00,"0,276384","15,701648","24,908421"
07/11/2006 1.00,"0,315696","8,590616",
07/11/2006 2.00,"0,404878","8,999445","17,094"
07/11/2006 3.00,"0,312044","8,476403",
07/11/2006 4.00,"0,272302","7,509489","20,02442"
07/11/2006 5.00,"0,287462","6,591893",
07/11/2006 6.00,"0,396961","8,752849","15,62881"
07/11/2006 7.00,"0,938497","11,527696",
07/11/2006 8.00,"0,649929","31,800441",
07/11/2006 9.00,"0,420714","27,255311",
07/11/2006 10.00,"1,235411","10,018276","12,69841"
07/11/2006 11.00,"1,423565","7,085084",
07/11/2006 12.00,"1,144695","6,828106","13,18681"
07/11/2006 13.00,"1,234367","9,103275",
07/11/2006 14.00,"1,421631","7,251212","14,16361"
07/11/2006 15.00,"1,58508","4,480256",
07/11/2006 16.00,"0,509988","4,777467","14,16361"
07/11/2006 17.00,"0,304372","6,641211",
07/11/2006 18.00,"0,530058","5,271957","19,53602"
07/11/2006 19.00,"0,311461","9,739232",
07/11/2006 20.00,"0,329752","20,194868","21,001221"
07/11/2006 21.00,"0,537577","46,684442",
07/11/2006 22.00,"0,316464","44,504015","36,630032"
07/11/2006 23.00,"0,271719","38,831018",
08/11/2006 0.00,"0,123032","28,418208","52,74725"
08/11/2006 1.00,,"16,289591",
08/11/2006 2.00,"0,502661",,"47,37484"
08/11/2006 3.00,"0,44903","17,327882",
08/11/2006 4.00,"0,238711","11,831397","53,235641"
08/11/2006 5.00,"0,353335","12,551714",
08/11/2006 6.00,"0,299704","18,66729","40,04884"
08/11/2006 7.00,"0,168255","28,836113",
08/11/2006 8.00,"1,439135","49,935627","37,118431"
08/11/2006 9.00,"2,419963","50,402843",
08/11/2006 10.00,"3,884089","52,810414","39,56044"
08/11/2006 11.00,"3,511083","21,301954",
08/11/2006 12.00,"3,793158","15,331761","26,86202"
08/11/2006 13.00,"8,447384","22,641367",
08/11/2006 14.00,"5,394671","12,161056","26,37361"
08/11/2006 15.00,"4,813821","16,858053",
08/11/2006 16.00,"5,654477","29,435736","30,28083"
08/11/2006 17.00,"3,405304","31,774494",
08/11/2006 18.00,"2,097","52,514494","38,58363"
08/11/2006 19.00,"2,301132","47,142595",
08/11/2006 20.00,"2,143393","65,355638","42,97924"
08/11/2006 21.00,"3,028587","86,381175",
08/11/2006 22.00,"1,754366","72,275894","70,818062"
08/11/2006 23.00,"0,631945","46,222407",
09/11/2006 0.00,"0,504765","34,261223","77,65567"
09/11/2006 1.00,"0,866017","34,941302",
09/11/2006 2.00,"3,758764","48,670188","71,306473"
09/11/2006 3.00,"5,637775","36,098999",
09/11/2006 4.00,"3,327364","24,702388","67,399261"
09/11/2006 5.00,"2,436603","22,268872",
09/11/2006 6.00,"1,479158","25,579748","50,305241"
09/11/2006 7.00,"1,193063","33,786206",
09/11/2006 8.00,"1,151247","37,813489","49,328442"
09/11/2006 9.00,"1,996233","32,200184",
09/11/2006 10.00,"3,403449","22,132604","19,0476"
09/11/2006 11.00,"8,35274","16,305165",
09/11/2006 12.00,"10,323546","11,770396","14,16361"
09/11/2006 13.00,"7,898081","27,286457",
09/11/2006 14.00,"6,563795","9,244743","9,27961"
09/11/2006 15.00,"3,891512","10,042935",
09/11/2006 16.00,"3,485102","13,44465","22,954821"
09/11/2006 17.00,"2,824454","16,711397",
09/11/2006 18.00,"1,833792","21,252645","33,211231"
09/11/2006 19.00,"1,786594","40,533824",
09/11/2006 20.00,"1,083203","68,077275","42,490841"
09/11/2006 21.00,"0,78455","46,176979",
09/11/2006 22.00,"1,333667","44,890796","61,05006"
09/11/2006 23.00,"0,548932","36,045787",
10/11/2006 0.00,"0,441669","27,411043","74,23687"
10/11/2006 1.00,,"27,248809",
10/11/2006 2.00,"0,265402",,"66,910851"
10/11/2006 3.00,"0,25488","19,499206",
10/11/2006 4.00,"0,320938","15,74967","69,84127"
10/11/2006 5.00,"0,332784","14,558222",
10/11/2006 6.00,"0,313923","20,010571","52,74725"
10/11/2006 7.00,"0,629354","31,832906",
10/11/2006 8.00,"1,173082","46,941413","40,537231"
10/11/2006 9.00,"3,513062","57,903255",
10/11/2006 10.00,"1,632352","33,830315","36,141621"
10/11/2006 11.00,"1,644536","15,11631",
10/11/2006 12.00,"1,119853","11,730166","22,46641"
10/11/2006 13.00,"2,173464","10,290819",
10/11/2006 14.00,"2,693408","10,220735","10,74481"
10/11/2006 15.00,"2,075254","10,501082",
10/11/2006 16.00,"0,678059","6,952701","17,582411"
10/11/2006 17.00,"0,342445","4,968253",
10/11/2006 18.00,"0,331122","4,289467","22,46641"
10/11/2006 19.00,"0,452624","4,974743",
10/11/2006 20.00,"0,352045","4,953978","16,60561"
10/11/2006 21.00,"0,335337","4,045467",
10/11/2006 22.00,"0,298816","3,740466","14,16361"
10/11/2006 23.00,"0,42481","3,139552",
11/11/2006 0.00,"1,755669","3,327744","10,74481"
11/11/2006 1.00,"0,988844","2,568489",
11/11/2006 2.00,"0,515759","2,003914","10,25641"
11/11/2006 3.00,"0,353767","2,10385",
11/11/2006 4.00,"0,320938","2,330978","5,372406"
11/11/2006 5.00,"1,061364","2,180426",
11/11/2006 6.00,"1,445837","2,438702","13,67521"
11/11/2006 7.00,"1,254155","2,315403",
11/11/2006 8.00,"1,054656","2,600936","13,18681"
11/11/2006 9.00,"0,56868","2,231042",
11/11/2006 10.00,"0,841251","1,966276","12,69841"
11/11/2006 11.00,"0,418195","1,550957",
11/11/2006 12.00,"0,335184","1,724873","7,326007"
11/11/2006 13.00,"0,501145","1,404297",
11/11/2006 14.00,"0,33503","1,282298","3,907204"
11/11/2006 15.00,"0,60394","1,148617",
11/11/2006 16.00,"0,809346","1,448426","4,884005"
11/11/2006 17.00,"1,101793","1,942915",
11/11/2006 18.00,"0,76024","1,323829","12,21001"
11/11/2006 19.00,"0,592433","5,210955",
11/11/2006 20.00,"0,40475","4,371233","8,302809"
11/11/2006 21.00,"0,315338","20,94506",
11/11/2006 22.00,"0,332477","32,287157","18,55921"
11/11/2006 23.00,"0,096456","26,917861",
12/11/2006 0.00,"0,216298","21,805536","24,42001"
12/11/2006 1.00,,"17,243527",
12/11/2006 2.00,"0,398034",,"20,51281"
12/11/2006 3.00,"0,86294","21,731562",
12/11/2006 4.00,"10,620795","31,421464","32,234421"
12/11/2006 5.00,"37,590781","44,81682",
12/11/2006 6.00,"19,376331","31,208619","35,653221"
12/11/2006 7.00,"13,287044","30,031458",
12/11/2006 8.00,"8,199452","27,905543","36,630032"
12/11/2006 9.00,"11,891313","25,282528",
12/11/2006 10.00,"26,384426","35,797896","26,86202"
12/11/2006 11.00,"16,614333","20,393449",
12/11/2006 12.00,"4,899785","12,763269","23,93162"
12/11/2006 13.00,"2,981116","11,658779",
12/11/2006 14.00,"2,034671","12,092273","13,67521"
12/11/2006 15.00,"1,866404","14,486847",
12/11/2006 16.00,"1,883682","12,080585","17,582411"
12/11/2006 17.00,"1,872635","12,222056",
12/11/2006 18.00,"1,789498","16,85546","19,0476"
12/11/2006 19.00,"1,796434","16,762012",
12/11/2006 20.00,"1,933981","19,570601","18,55921"
12/11/2006 21.00,"1,749573","29,555121",
12/11/2006 22.00,"1,325759","21,226679","18,07081"
12/11/2006 23.00,"1,403801","21,266908",
13/11/2006 0.00,"1,314158","18,44665","26,37361"
13/11/2006 1.00,"1,39444","14,37523",
13/11/2006 2.00,"1,441579","13,780797","15,14041"
13/11/2006 3.00,"1,743189","7,253809",
13/11/2006 4.00,"1,735271","5,884552","13,18681"
13/11/2006 5.00,"0,618472","4,228468",
13/11/2006 6.00,"1,056894","6,351786","13,18681"
13/11/2006 7.00,"1,320235","3,584723",
13/11/2006 8.00,"0,649591","3,355","14,16361"
13/11/2006 9.00,"0,777165","5,935169",
13/11/2006 10.00,"1,314435","6,608765","8,791209"
13/11/2006 11.00,"1,429395","4,193425",
13/11/2006 12.00,"1,180478","6,127254","11,72161"
13/11/2006 13.00,"1,446121","5,652233",
13/11/2006 14.00,"0,802575","2,528255","6,349206"
13/11/2006 15.00,"1,491785","5,920892",
13/11/2006 16.00,"0,737453","4,441318","5,372406"
13/11/2006 17.00,"0,700074","2,421829",
13/11/2006 18.00,"1,075951","1,334213","6,837607"
13/11/2006 19.00,"1,22022","2,160956",
13/11/2006 20.00,"0,714252","3,819639","14,16361"
13/11/2006 21.00,"0,536963","1,207021",
13/11/2006 22.00,"0,511982","0,882552","10,74481"
13/11/2006 23.00,"0,496024","1,127851",
14/11/2006 0.00,"1,365961","2,399766","8,791209"
14/11/2006 1.00,,"2,029873",
14/11/2006 2.00,"0,366157",,"5,372406"
14/11/2006 3.00,"0,150014","6,523105",
14/11/2006 4.00,"0,297579","6,67236","13,18681"
14/11/2006 5.00,"0,376566","7,51468",
14/11/2006 6.00,"0,333704","15,539418","20,51281"
14/11/2006 7.00,"0,322683","30,837425",
14/11/2006 8.00,"1,609742","42,80121","18,07081"
14/11/2006 9.00,"3,411136","50,138089",
14/11/2006 10.00,"2,132649","28,680362","31,746031"
14/11/2006 11.00,"1,618927","10,039042",
14/11/2006 12.00,"1,878543","15,692565","15,14041"
14/11/2006 13.00,"4,12753","13,329138",
14/11/2006 14.00,"3,109883","14,390803","7,326007"
14/11/2006 15.00,"4,25795","15,987182",
14/11/2006 16.00,"2,735154","22,781536","10,74481"
14/11/2006 17.00,"1,366659","32,628488",
14/11/2006 18.00,"1,03479","39,635703","18,55921"
14/11/2006 19.00,"0,858448","49,81752",
14/11/2006 20.00,"1,441359","58,374373","30,28083"
14/11/2006 21.00,"2,040191","66,844282",
14/11/2006 22.00,"1,476873","62,399078","56,654442"
14/11/2006 23.00,"0,554134","54,880497",
15/11/2006 0.00,"0,918454","45,355431","59,58485"
15/11/2006 1.00,"0,569441","35,207358",
15/11/2006 2.00,"0,78987","18,589414","45,421242"
15/11/2006 3.00,"0,479432","16,255841",
15/11/2006 4.00,"0,416366","21,815919","39,56044"
15/11/2006 5.00,"0,357584","23,160515",
15/11/2006 6.00,"0,44147","25,58623","40,04884"
15/11/2006 7.00,"0,993767","36,54677",
15/11/2006 8.00,"2,72597","47,332093","44,932831"
15/11/2006 9.00,"4,515117","54,523602",
15/11/2006 10.00,"4,538997","44,513118","33,211231"
15/11/2006 11.00,"4,805348","27,168352",
15/11/2006 12.00,"8,065858","19,379803","25,39682"
15/11/2006 13.00,"6,017707","11,521205",
15/11/2006 14.00,"4,979854","15,08257","12,21001"
15/11/2006 15.00,"4,649211","16,442739",
15/11/2006 16.00,"5,020267","36,916666","22,46641"
15/11/2006 17.00,"5,211305","57,702073",
15/11/2006 18.00,"3,730758","71,790491","29,30402"
15/11/2006 19.00,"4,399391","81,281835",
15/11/2006 20.00,"11,636798","100,722648","52,25885"
15/11/2006 21.00,"5,946067","80,57967",
15/11/2006 22.00,"1,95998","58,976596","67,88765"
15/11/2006 23.00,"1,378904","51,342513",
16/11/2006 0.00,"1,769554","60,874081","91,81929"
16/11/2006 1.00,,"47,050436",
16/11/2006 2.00,"1,402864",,"101,587303"
16/11/2006 3.00,"0,914152","32,867298",
16/11/2006 4.00,"0,761562","26,66477","91,81929"
16/11/2006 5.00,"0,614699","21,887295",
16/11/2006 6.00,"0,819476","25,530439","64,95726"
16/11/2006 7.00,"1,367395","43,935559",
16/11/2006 8.00,"2,165073","52,506711","51,770451"
16/11/2006 9.00,"4,089993","66,903996",
16/11/2006 10.00,"3,301182","57,901953","49,816841"
16/11/2006 11.00,,,
16/11/2006 12.00,,,"15,62881"
16/11/2006 13.00,"2,050538","15,2448",
16/11/2006 14.00,"1,400462","14,022206","7,326007"
16/11/2006 15.00,"1,64745","12,821674",
16/11/2006 16.00,"1,511209","18,279224","18,55921"
16/11/2006 17.00,"1,251936","36,845272",
16/11/2006 18.00,"1,679409","65,317988","23,93162"
16/11/2006 19.00,"1,165759","61,173885",
16/11/2006 20.00,"1,212588","47,513772","35,653221"
16/11/2006 21.00,"0,871386","45,023163",
16/11/2006 22.00,"0,871664","47,151676","41,514042"
16/11/2006 23.00,"0,540159","41,468315",
17/11/2006 0.00,"0,899189","41,328126","56,654442"
17/11/2006 1.00,"0,630494","18,497267",
17/11/2006 2.00,"0,570733","11,905376","28,81562"
17/11/2006 3.00,"0,380643","8,288212",
17/11/2006 4.00,"0,502197","9,162977","24,42001"
17/11/2006 5.00,"0,456383","8,656807",
17/11/2006 6.00,"0,350439","12,341463","23,44322"
17/11/2006 7.00,"0,476519","23,017746",
17/11/2006 8.00,"0,570456","37,304724","17,582411"
17/11/2006 9.00,"0,863905","35,623982",
