,Regione Puglia,,
08/03/2006 7.00,1,22,"37,06492304"
08/03/2006 8.00,2,26,"42,0167736"
08/03/2006 9.00,2,26,"41,76387336"
08/03/2006 10.00,2,24,"39,05837424"
08/03/2006 11.00,2,26,"42,37213792"
08/03/2006 12.00,2,31,"52,9450964"
08/03/2006 13.00,1,38,"67,54382824"
08/03/2006 14.00,1,31,"56,1498952"
08/03/2006 15.00,1,35,"59,56096056"
08/03/2006 16.00,1,29,"54,43659024"
08/03/2006 17.00,1,35,"58,76461256"
08/03/2006 18.00,1,43,"69,6138168"
08/03/2006 19.00,1,59,"95,10064296"
08/03/2006 20.00,,29,"44,93838608"
08/03/2006 21.00,2,35,"47,19171632"
08/03/2006 22.00,1,29,"40,35276"
08/03/2006 23.00,1,20,"29,36090144"
09/03/2006 0.00,1,20,"31,4178884"
09/03/2006 1.00,,11,"17,10579978"
09/03/2006 2.00,3,9,"15,24334352"
09/03/2006 3.00,3,19,"25,12758048"
09/03/2006 4.00,3,32,"37,97667936"
09/03/2006 5.00,2,35,"42,60561224"
09/03/2006 6.00,2,45,"53,74272544"
09/03/2006 7.00,4,74,"116,31397704"
09/03/2006 8.00,4,95,"151,19740368"
09/03/2006 9.00,,104,"203,6584008"
09/03/2006 10.00,3,87,"144,39217504"
09/03/2006 11.00,,61,"90,57681272"
09/03/2006 12.00,,,
09/03/2006 13.00,1,,
09/03/2006 14.00,0,40,"54,52739112"
09/03/2006 15.00,1,38,"56,30425096"
09/03/2006 16.00,1,35,"49,48865928"
09/03/2006 17.00,1,47,"64,47520208"
09/03/2006 18.00,1,57,"73,4385816"
09/03/2006 19.00,0,43,"58,83334896"
09/03/2006 20.00,0,28,"44,11658936"
09/03/2006 21.00,0,33,"48,89723944"
09/03/2006 22.00,0,27,"41,6665908"
09/03/2006 23.00,0,39,"53,15648712"
10/03/2006 0.00,0,33,"45,1178464"
10/03/2006 1.00,1,35,"47,94911688"
10/03/2006 2.00,0,,
10/03/2006 3.00,0,19,"30,829088"
10/03/2006 4.00,0,18,"31,48016224"
10/03/2006 5.00,0,25,"40,34627832"
10/03/2006 6.00,0,38,"62,51544032"
10/03/2006 7.00,2,47,"76,8898372"
10/03/2006 8.00,0,49,"81,22172176"
10/03/2006 9.00,1,52,"94,27706808"
10/03/2006 10.00,0,38,"69,56062496"
10/03/2006 11.00,1,36,"71,9211228"
10/03/2006 12.00,1,48,"85,20992432"
10/03/2006 13.00,1,41,"72,9080972"
10/03/2006 14.00,1,34,"62,4207772"
10/03/2006 15.00,1,32,"58,31716632"
10/03/2006 16.00,1,35,"63,73200768"
10/03/2006 17.00,0,37,"60,88387336"
10/03/2006 18.00,1,50,"83,97001144"
10/03/2006 19.00,0,48,"73,04818944"
10/03/2006 20.00,0,71,"116,267286"
10/03/2006 21.00,0,42,"65,02123104"
10/03/2006 22.00,0,36,"54,89703808"
10/03/2006 23.00,0,17,"32,8160384"
11/03/2006 0.00,0,14,"29,29476536"
11/03/2006 1.00,,18,"31,56576248"
11/03/2006 2.00,,12,"26,105492"
11/03/2006 3.00,,8,"22,09006256"
11/03/2006 4.00,,15,"29,81484848"
11/03/2006 5.00,,24,"43,18533064"
11/03/2006 6.00,,17,"35,26471768"
11/03/2006 7.00,,29,"48,8531296"
11/03/2006 8.00,,34,"56,55975152"
11/03/2006 9.00,,20,"39,79634888"
11/03/2006 10.00,,42,"70,792756"
11/03/2006 11.00,,32,"54,2044352"
11/03/2006 12.00,,32,"59,07198568"
11/03/2006 13.00,,57,"90,24347464"
11/03/2006 14.00,,59,"83,40711864"
11/03/2006 15.00,,45,"61,83585816"
11/03/2006 16.00,,42,"61,79434864"
11/03/2006 17.00,,42,"63,97196368"
11/03/2006 18.00,,65,"81,55634088"
11/03/2006 19.00,,92,"123,14511328"
11/03/2006 20.00,,102,"133,87500872"
11/03/2006 21.00,,77,"103,1989572"
11/03/2006 22.00,,120,"188,37259176"
11/03/2006 23.00,,106,"155,33732344"
12/03/2006 0.00,,57,"78,16473968"
12/03/2006 1.00,,35,"50,8167536"
12/03/2006 2.00,,16,"29,67735656"
12/03/2006 3.00,,14,"27,90309704"
12/03/2006 4.00,,9,"22,22235384"
12/03/2006 5.00,,8,"20,32098456"
12/03/2006 6.00,,9,"23,42853904"
12/03/2006 7.00,,15,"28,72539088"
12/03/2006 8.00,,16,"31,32970696"
12/03/2006 9.00,,28,"42,82868528"
12/03/2006 10.00,,20,"34,33995976"
12/03/2006 11.00,,21,"34,77836224"
12/03/2006 12.00,,44,"61,69186544"
12/03/2006 13.00,,58,"81,99992488"
12/03/2006 14.00,,22,"38,85734656"
12/03/2006 15.00,,13,"28,37520808"
12/03/2006 16.00,,15,"30,09757592"
12/03/2006 17.00,,18,"34,77836224"
12/03/2006 18.00,,23,"38,85474624"
12/03/2006 19.00,,21,"36,53705808"
12/03/2006 20.00,,25,"42,11145584"
12/03/2006 21.00,,30,"48,18519152"
12/03/2006 22.00,,31,"46,09705808"
12/03/2006 23.00,,15,"26,88239496"
13/03/2006 0.00,,18,"29,59435664"
13/03/2006 1.00,,9,"19,481846"
13/03/2006 2.00,,,
13/03/2006 3.00,,7,"17,35092774"
13/03/2006 4.00,,7,"18,1991483"
13/03/2006 5.00,,8,"18,76852086"
13/03/2006 6.00,,11,"23,30272944"
13/03/2006 7.00,,21,"40,01684072"
13/03/2006 8.00,,31,"50,19418728"
13/03/2006 9.00,,30,"50,70130704"
13/03/2006 10.00,,35,"56,6738788"
13/03/2006 11.00,,37,"59,84758848"
13/03/2006 12.00,,36,"56,05523208"
13/03/2006 13.00,,34,"57,9098912"
13/03/2006 14.00,,32,"56,0098412"
13/03/2006 15.00,,31,"52,01903832"
13/03/2006 16.00,,41,"61,93572192"
13/03/2006 17.00,,36,"61,12639144"
13/03/2006 18.00,,30,"54,42620808"
13/03/2006 19.00,,31,"52,92045072"
13/03/2006 20.00,,34,"51,99829312"
13/03/2006 21.00,,27,"42,16852904"
13/03/2006 22.00,,24,"37,33210592"
13/03/2006 23.00,,17,"28,53084488"
14/03/2006 0.00,,17,"26,32338352"
14/03/2006 1.00,,12,"21,1912696"
14/03/2006 2.00,,10,"18,21990114"
14/03/2006 3.00,,8,"16,32631753"
14/03/2006 4.00,,9,"16,69725126"
14/03/2006 5.00,,10,"18,76462994"
14/03/2006 6.00,,15,"26,45049328"
14/03/2006 7.00,,26,"39,89363144"
14/03/2006 8.00,,56,"91,265496"
14/03/2006 9.00,,55,"93,64673904"
14/03/2006 10.00,,49,"87,93614952"
14/03/2006 11.00,,40,"68,66311304"
14/03/2006 12.00,,39,"72,09362344"
14/03/2006 13.00,,36,"63,74629032"
14/03/2006 14.00,,45,"77,56813832"
14/03/2006 15.00,,46,"74,08189312"
14/03/2006 16.00,,51,"78,98573336"
14/03/2006 17.00,,66,"106,336358"
14/03/2006 18.00,,54,"81,64194112"
14/03/2006 19.00,,55,"78,57849648"
14/03/2006 20.00,,38,"58,48706664"
14/03/2006 21.00,,42,"66,28575136"
14/03/2006 22.00,,25,"38,78082832"
14/03/2006 23.00,,21,"35,06629032"
15/03/2006 0.00,,17,"30,30770472"
15/03/2006 1.00,,13,"23,11208392"
15/03/2006 2.00,,10,"19,71400104"
15/03/2006 3.00,,10,"19,11092182"
15/03/2006 4.00,,10,"20,40270344"
15/03/2006 5.00,,11,"22,08746224"
15/03/2006 6.00,,16,"28,3025712"
15/03/2006 7.00,,26,"43,41622376"
15/03/2006 8.00,,37,"61,76060184"
15/03/2006 9.00,,44,"72,19218704"
15/03/2006 10.00,,50,"80,30346464"
15/03/2006 11.00,,46,"74,30626632"
15/03/2006 12.00,,41,"69,37906144"
15/03/2006 13.00,,43,"70,01197168"
15/03/2006 14.00,,46,"82,5939068"
15/03/2006 15.00,,35,"60,47661736"
15/03/2006 16.00,,39,"59,3884408"
15/03/2006 17.00,,55,"75,850952"
15/03/2006 18.00,,73,"95,42101768"
15/03/2006 19.00,,75,"98,32234384"
15/03/2006 20.00,,89,"111,98465456"
15/03/2006 21.00,,63,"77,02342864"
15/03/2006 22.00,,63,"79,12452544"
15/03/2006 23.00,,85,"118,95070152"
16/03/2006 0.00,,61,"77,74843992"
16/03/2006 1.00,,58,"73,7731816"
16/03/2006 2.00,,,
16/03/2006 3.00,,41,"54,80625632"
16/03/2006 4.00,,34,"47,63658136"
16/03/2006 5.00,,42,"55,35228528"
16/03/2006 6.00,,68,"86,19303648"
16/03/2006 7.00,,91,"131,35757392"
16/03/2006 8.00,,115,"179,72824856"
16/03/2006 9.00,,116,"191,3112784"
16/03/2006 10.00,,62,"93,4534932"
16/03/2006 11.00,,39,"58,05776528"
16/03/2006 12.00,,32,"49,94130616"
16/03/2006 13.00,,51,"71,77974952"
16/03/2006 14.00,,52,"67,98481192"
16/03/2006 15.00,,33,"47,32788896"
16/03/2006 16.00,,47,"60,41826312"
16/03/2006 17.00,,62,"77,12977408"
16/03/2006 18.00,,72,"87,59506784"
16/03/2006 19.00,,56,"80,14910888"
16/03/2006 20.00,,66,"84,12824856"
16/03/2006 21.00,,82,"98,69197168"
16/03/2006 22.00,,85,"98,95655424"
16/03/2006 23.00,,104,"132,00996744"
17/03/2006 0.00,,92,"107,06265032"
17/03/2006 1.00,,92,"107,98088832"
17/03/2006 2.00,,45,"58,41701096"
17/03/2006 3.00,,43,"58,06166576"
17/03/2006 4.00,,18,"31,93539032"
17/03/2006 5.00,,24,"39,66795808"
17/03/2006 6.00,,27,"45,40447432"
17/03/2006 7.00,,37,"62,02390336"
17/03/2006 8.00,,48,"93,070902"
17/03/2006 9.00,,55,"98,49484448"
17/03/2006 10.00,,68,"119,5862312"
17/03/2006 11.00,,57,"91,15006856"
17/03/2006 12.00,,55,"91,76483392"
17/03/2006 13.00,,54,"84,5043772"
17/03/2006 14.00,,52,"86,96343864"
17/03/2006 15.00,,44,"69,78887952"
17/03/2006 16.00,,38,"60,37285312"
17/03/2006 17.00,,52,"78,67317872"
17/03/2006 18.00,,67,"99,96821256"
17/03/2006 19.00,,70,"97,09669448"
17/03/2006 20.00,,59,"85,1178424"
17/03/2006 21.00,,67,"93,9204036"
17/03/2006 22.00,,47,"63,28456144"
17/03/2006 23.00,,26,"41,26843592"
18/03/2006 0.00,,24,"41,32809032"
18/03/2006 1.00,,14,"24,67753392"
18/03/2006 2.00,,13,"22,5829188"
18/03/2006 3.00,,12,"21,85790752"
18/03/2006 4.00,,11,"21,09398704"
18/03/2006 5.00,,18,"28,88102768"
18/03/2006 6.00,,17,"27,30779584"
18/03/2006 7.00,,27,"40,83135272"
18/03/2006 8.00,,32,"48,73122048"
18/03/2006 9.00,,25,"42,39290224"
18/03/2006 10.00,,28,"48,95041216"
18/03/2006 11.00,,30,"49,75064152"
18/03/2006 12.00,,34,"51,62736512"
18/03/2006 13.00,,25,"41,41887208"
18/03/2006 14.00,,31,"47,46666192"
18/03/2006 15.00,,21,"35,29194456"
18/03/2006 16.00,,20,"33,7615224"
18/03/2006 17.00,,23,"36,71344008"
18/03/2006 18.00,,38,"54,86591072"
18/03/2006 19.00,,111,"140,1004616"
18/03/2006 20.00,,143,"192,6095264"
18/03/2006 21.00,,148,"200,7611472"
18/03/2006 22.00,,122,"160,76128504"
18/03/2006 23.00,,62,"77,72895664"
19/03/2006 0.00,,39,"51,13192768"
19/03/2006 1.00,,60,"73,42301792"
19/03/2006 2.00,,,
19/03/2006 3.00,,33,"42,6574848"
19/03/2006 4.00,,23,"32,21943704"
19/03/2006 5.00,,30,"41,69123648"
19/03/2006 6.00,,34,"45,59772016"
19/03/2006 7.00,,49,"68,02502128"
19/03/2006 8.00,,73,"91,99440776"
19/03/2006 9.00,,49,"62,00313904"
19/03/2006 10.00,,45,"59,05772216"
19/03/2006 11.00,,55,"72,3465428"
19/03/2006 12.00,,59,"76,05848048"
19/03/2006 13.00,,51,"68,64496816"
19/03/2006 14.00,,58,"75,46704152"
19/03/2006 15.00,,29,"42,37991976"
19/03/2006 16.00,,34,"46,90376912"
19/03/2006 17.00,,40,"53,51185144"
19/03/2006 18.00,,43,"55,96054984"
19/03/2006 19.00,,65,"78,68484192"
19/03/2006 20.00,,78,"93,18501016"
19/03/2006 21.00,,100,"120,25028792"
19/03/2006 22.00,,83,"97,6323604"
19/03/2006 23.00,,93,"114,70313616"
20/03/2006 0.00,,73,"87,45885696"
20/03/2006 1.00,,52,"65,21185744"
20/03/2006 2.00,,44,"56,98905288"
20/03/2006 3.00,,52,"66,25594328"
20/03/2006 4.00,,42,"56,06431408"
20/03/2006 5.00,,56,"73,2738628"
20/03/2006 6.00,,72,"99,73993888"
20/03/2006 7.00,,112,"217,8901816"
20/03/2006 8.00,,109,"201,3615152"
20/03/2006 9.00,,106,"211,9658496"
20/03/2006 10.00,,109,"177,9967796"
20/03/2006 11.00,,77,"130,78559912"
20/03/2006 12.00,,70,"107,16899576"
20/03/2006 13.00,,62,"89,94128304"
20/03/2006 14.00,,59,"84,22941248"
20/03/2006 15.00,,63,"84,09582104"
20/03/2006 16.00,,73,"94,47681472"
20/03/2006 17.00,,85,"106,8771672"
20/03/2006 18.00,,83,"98,129098"
20/03/2006 19.00,,105,"131,75316672"
20/03/2006 20.00,,132,"165,90119992"
20/03/2006 21.00,,138,"239,1957888"
20/03/2006 22.00,,142,"282,7586056"
20/03/2006 23.00,,103,"189,16245808"
21/03/2006 0.00,,38,"58,42091144"
21/03/2006 1.00,,24,"37,66414384"
21/03/2006 2.00,,36,"50,40301592"
21/03/2006 3.00,,45,"61,14583648"
21/03/2006 4.00,,45,"63,05110624"
21/03/2006 5.00,,78,"151,15199368"
21/03/2006 6.00,,91,"210,3431352"
21/03/2006 7.00,,96,"231,3841216"
21/03/2006 8.00,,108,"241,2787216"
21/03/2006 9.00,,83,"148,0989312"
21/03/2006 10.00,,51,"90,76931288"
21/03/2006 11.00,,40,"67,7876656"
21/03/2006 12.00,,26,"48,2513276"
21/03/2006 13.00,,22,"40,9778884"
21/03/2006 14.00,,22,"36,78995832"
21/03/2006 15.00,,18,"32,32448232"
21/03/2006 16.00,,23,"38,18552712"
21/03/2006 17.00,,38,"56,17194056"
21/03/2006 18.00,,25,"39,778204"
21/03/2006 19.00,,26,"42,40068408"
21/03/2006 20.00,,30,"43,90256008"
21/03/2006 21.00,,28,"41,14650768"
21/03/2006 22.00,,27,"40,20360488"
21/03/2006 23.00,,33,"49,12679416"
22/03/2006 0.00,,31,"46,66381312"
22/03/2006 1.00,,25,"40,22435008"
22/03/2006 2.00,,,
22/03/2006 3.00,,10,"23,19378368"
22/03/2006 4.00,,8,"21,45325184"
22/03/2006 5.00,,8,"21,88773472"
22/03/2006 6.00,,12,"25,2676536"
22/03/2006 7.00,,18,"31,48274344"
22/03/2006 8.00,,28,"44,21903432"
22/03/2006 9.00,,33,"49,9905784"
22/03/2006 10.00,,39,"56,44302392"
22/03/2006 11.00,,35,"53,10591472"
22/03/2006 12.00,,51,"75,99752592"
22/03/2006 13.00,,28,"46,09835824"
22/03/2006 14.00,,31,"47,44461656"
22/03/2006 15.00,,42,"61,72561224"
22/03/2006 16.00,,34,"53,70509728"
22/03/2006 17.00,,70,"117,29446976"
22/03/2006 18.00,,76,"105,6411548"
22/03/2006 19.00,,103,"146,35187944"
22/03/2006 20.00,,118,"205,1707928"
22/03/2006 21.00,,94,"122,51352232"
22/03/2006 22.00,,59,"73,60328128"
22/03/2006 23.00,,34,"47,66767048"
23/03/2006 0.00,,36,"50,55865272"
23/03/2006 1.00,,27,"42,55760192"
23/03/2006 2.00,,13,"27,56847792"
23/03/2006 3.00,,19,"33,69410528"
23/03/2006 4.00,,20,"34,0611328"
23/03/2006 5.00,,17,"33,16362088"
23/03/2006 6.00,,18,"38,58496304"
23/03/2006 7.00,,42,"86,19689872"
23/03/2006 8.00,,50,"93,07868384"
23/03/2006 9.00,,62,"117,65245352"
23/03/2006 10.00,,45,"92,54821856"
23/03/2006 11.00,,41,"77,56297592"
23/03/2006 12.00,,40,"81,26451232"
23/03/2006 13.00,,42,"67,60998344"
23/03/2006 14.00,,41,"77,1323744"
23/03/2006 15.00,,48,"79,75743568"
23/03/2006 16.00,,41,"71,24928424"
23/03/2006 17.00,,53,"86,25789152"
23/03/2006 18.00,,73,"112,39709208"
23/03/2006 19.00,,54,"83,97391192"
23/03/2006 20.00,,51,"75,7938788"
23/03/2006 21.00,,47,"69,430934"
23/03/2006 22.00,,40,"61,49473824"
23/03/2006 23.00,,26,"42,82090344"
24/03/2006 0.00,,21,"36,52537576"
24/03/2006 1.00,,15,"28,69556368"
24/03/2006 2.00,,13,"27,3778324"
24/03/2006 3.00,,11,"24,9265528"
24/03/2006 4.00,,12,"25,64118192"
24/03/2006 5.00,,12,"28,00556112"
24/03/2006 6.00,,27,"50,18902488"
24/03/2006 7.00,,36,"62,84229672"
24/03/2006 8.00,,65,"109,34921112"
24/03/2006 9.00,,55,"90,12544688"
24/03/2006 10.00,,48,"86,21248152"
24/03/2006 11.00,,42,"70,78497416"
24/03/2006 12.00,,39,"61,07710008"
24/03/2006 13.00,,38,"57,9967916"
24/03/2006 14.00,,32,"49,3731936"
24/03/2006 15.00,,34,"51,80244696"
24/03/2006 16.00,,46,"62,90455144"
24/03/2006 17.00,,41,"53,48720576"
24/03/2006 18.00,,44,"52,79980352"
24/03/2006 19.00,2,52,"61,96166776"
24/03/2006 20.00,2,65,"77,68228472"
24/03/2006 21.00,2,60,"73,46710864"
24/03/2006 22.00,2,59,"72,9716712"
24/03/2006 23.00,2,76,"98,05257976"
25/03/2006 0.00,2,68,"88,65597928"
25/03/2006 1.00,,40,"53,23690584"
25/03/2006 2.00,2,,
25/03/2006 3.00,2,22,"36,14538488"
25/03/2006 4.00,2,35,"49,4069404"
25/03/2006 5.00,2,67,"87,700094"
25/03/2006 6.00,2,82,"127,78310904"
25/03/2006 7.00,2,96,"138,27304848"
25/03/2006 8.00,2,83,"120,05832312"
25/03/2006 9.00,2,53,"79,72500816"
25/03/2006 10.00,2,38,"59,65434264"
25/03/2006 11.00,2,27,"44,10232584"
25/03/2006 12.00,2,29,"45,81559256"
25/03/2006 13.00,2,25,"40,66141416"
25/03/2006 14.00,2,29,"46,32663192"
25/03/2006 15.00,2,21,"35,42293568"
25/03/2006 16.00,2,22,"35,39830912"
25/03/2006 17.00,2,23,"35,21802664"
25/03/2006 18.00,2,43,"57,12132504"
25/03/2006 19.00,2,58,"74,95215904"
25/03/2006 20.00,2,85,"106,8771672"
25/03/2006 21.00,2,89,"111,79398992"
25/03/2006 22.00,2,69,"88,48479792"
25/03/2006 23.00,2,82,"100,77230416"
26/03/2006 0.00,2,81,"102,3105464"
26/03/2006 1.00,2,49,"65,57762304"
26/03/2006 2.00,2,30,"44,67946304"
26/03/2006 3.00,2,25,"39,5149216"
26/03/2006 4.00,2,28,"42,3124644"
26/03/2006 5.00,2,32,"46,93619664"
26/03/2006 6.00,2,37,"51,74021136"
26/03/2006 7.00,2,57,"76,73806264"
26/03/2006 8.00,2,42,"62,8941884"
26/03/2006 9.00,2,28,"45,73391192"
26/03/2006 10.00,2,28,"46,92321416"
26/03/2006 11.00,2,17,"32,31019968"
26/03/2006 12.00,2,17,"31,34787096"
26/03/2006 13.00,2,16,"30,43869584"
26/03/2006 14.00,2,11,"23,48171176"
26/03/2006 15.00,2,11,"22,62052784"
26/03/2006 16.00,2,12,"23,9538228"
26/03/2006 17.00,2,17,"28,76169976"
26/03/2006 18.00,2,30,"42,22688328"
26/03/2006 19.00,2,53,"65,64895976"
26/03/2006 20.00,2,84,"98,69847248"
26/03/2006 21.00,2,127,"165,14117992"
26/03/2006 22.00,2,96,"125,00499216"
26/03/2006 23.00,2,90,"124,39800864"
27/03/2006 0.00,2,51,"66,27018768"
27/03/2006 1.00,,46,"60,22241696"
27/03/2006 2.00,2,41,"55,67004056"
27/03/2006 3.00,2,52,"67,52568336"
27/03/2006 4.00,2,58,"75,69013368"
27/03/2006 5.00,2,85,"146,7941824"
27/03/2006 6.00,3,108,"259,0704552"
27/03/2006 7.00,3,135,"457,5633968"
27/03/2006 8.00,3,149,"488,698596"
27/03/2006 9.00,3,129,"281,0165824"
27/03/2006 10.00,3,76,"110,63579592"
27/03/2006 11.00,2,47,"70,80053784"
27/03/2006 12.00,3,47,"70,43219104"
27/03/2006 13.00,2,44,"64,97452088"
27/03/2006 14.00,2,49,"70,13258064"
27/03/2006 15.00,2,39,"55,51956616"
27/03/2006 16.00,2,39,"54,41974552"
27/03/2006 17.00,2,50,"63,94341752"
27/03/2006 18.00,2,81,"96,4650844"
27/03/2006 19.00,2,122,"141,29760304"
27/03/2006 20.00,2,136,"167,958206"
27/03/2006 21.00,3,149,"232,3565648"
27/03/2006 22.00,2,86,"108,33887208"
27/03/2006 23.00,2,88,"117,03120648"
28/03/2006 0.00,2,89,"112,5047568"
28/03/2006 1.00,2,76,"95,8658636"
28/03/2006 2.00,2,,
28/03/2006 3.00,2,95,"124,5640276"
28/03/2006 4.00,2,82,"102,62182"
28/03/2006 5.00,2,78,"103,01869384"
28/03/2006 6.00,2,95,"145,26762248"
28/03/2006 7.00,3,122,"251,0708384"
28/03/2006 8.00,3,125,"279,5732136"
28/03/2006 9.00,3,111,"204,9425"
28/03/2006 10.00,2,75,"118,95978352"
28/03/2006 11.00,3,106,"186,2131216"
28/03/2006 12.00,5,89,"125,3305484"
28/03/2006 13.00,4,68,"97,32756848"
28/03/2006 14.00,3,50,"70,4334912"
28/03/2006 15.00,3,54,"73,02612496"
28/03/2006 16.00,3,39,"56,776362"
28/03/2006 17.00,3,46,"63,12374312"
28/03/2006 18.00,3,40,"58,72052184"
28/03/2006 19.00,2,32,"46,55878696"
28/03/2006 20.00,2,28,"42,42793008"
28/03/2006 21.00,2,28,"41,3138268"
28/03/2006 22.00,2,39,"53,46256008"
28/03/2006 23.00,2,31,"44,22161552"
29/03/2006 0.00,2,46,"59,71399704"
29/03/2006 1.00,,22,"37,21017768"
29/03/2006 2.00,2,16,"29,05870984"
29/03/2006 3.00,2,40,"58,9643592"
29/03/2006 4.00,2,40,"59,9993248"
29/03/2006 5.00,2,29,"47,20858016"
29/03/2006 6.00,2,61,"98,80741824"
29/03/2006 7.00,2,102,"176,7789312"
29/03/2006 8.00,2,89,"148,30644056"
29/03/2006 9.00,2,59,"92,82964584"
29/03/2006 10.00,3,56,"89,77010168"
29/03/2006 11.00,3,50,"77,71339296"
29/03/2006 12.00,2,61,"87,08276656"
29/03/2006 13.00,2,53,"74,66423096"
29/03/2006 14.00,2,38,"59,49870584"
29/03/2006 15.00,3,44,"64,47128248"
29/03/2006 16.00,3,54,"75,83668848"
29/03/2006 17.00,3,46,"61,56605584"
29/03/2006 18.00,3,55,"69,32977008"
29/03/2006 19.00,3,65,"77,72507528"
29/03/2006 20.00,2,68,"81,31900432"
29/03/2006 21.00,2,111,"139,37286912"
29/03/2006 22.00,2,104,"141,21460312"
29/03/2006 23.00,2,87,"108,49192768"
30/03/2006 0.00,2,28,"41,81186456"
30/03/2006 1.00,2,21,"35,52669992"
30/03/2006 2.00,2,23,"37,25944992"
30/03/2006 3.00,2,25,"38,62649168"
30/03/2006 4.00,2,42,"59,44941448"
30/03/2006 5.00,2,76,"122,08552112"
30/03/2006 6.00,3,110,"268,3841896"
30/03/2006 7.00,2,122,"185,82791096"
30/03/2006 8.00,2,58,"117,5447888"
30/03/2006 9.00,2,51,"112,28036448"
30/03/2006 10.00,2,73,"106,9524044"
30/03/2006 11.00,2,74,"101,61924368"
30/03/2006 12.00,3,73,"96,31462912"
30/03/2006 13.00,3,72,"90,99831312"
30/03/2006 14.00,2,69,"85,63272488"
30/03/2006 15.00,2,64,"80,31774728"
30/03/2006 16.00,4,55,"75,01051328"
30/03/2006 17.00,4,48,"69,66048872"
30/03/2006 18.00,3,47,"64,35327384"
30/03/2006 19.00,2,45,"59,10313216"
30/03/2006 20.00,2,10,"53,79719832"
30/03/2006 21.00,2,24,"48,53407416"
30/03/2006 22.00,2,27,"43,23464112"
30/03/2006 23.00,2,22,"37,91186256"
31/03/2006 0.00,2,15,"32,65522008"
31/03/2006 1.00,,14,"27,34670504"
31/03/2006 2.00,2,,
31/03/2006 3.00,2,,
31/03/2006 4.00,2,,
31/03/2006 5.00,2,,
31/03/2006 6.00,2,,
31/03/2006 7.00,3,,
31/03/2006 8.00,3,,
31/03/2006 9.00,3,,
31/03/2006 10.00,3,,
31/03/2006 11.00,3,,
31/03/2006 12.00,3,,
31/03/2006 13.00,3,,
31/03/2006 14.00,3,,
31/03/2006 15.00,3,,
31/03/2006 16.00,3,,
31/03/2006 17.00,3,,
31/03/2006 18.00,3,,
31/03/2006 19.00,3,,
31/03/2006 20.00,2,,
31/03/2006 21.00,2,,
31/03/2006 22.00,2,,
31/03/2006 23.00,2,,
01/04/2006 0.00,2,,
01/04/2006 1.00,2,,
01/04/2006 2.00,2,,
01/04/2006 3.00,2,,
01/04/2006 4.00,2,,
01/04/2006 5.00,,,
01/04/2006 6.00,3,,
01/04/2006 7.00,3,,
01/04/2006 8.00,3,,
01/04/2006 9.00,3,,
01/04/2006 10.00,3,,
01/04/2006 11.00,3,,
01/04/2006 12.00,3,,
01/04/2006 13.00,4,,
01/04/2006 14.00,3,,
01/04/2006 15.00,3,,
01/04/2006 16.00,3,,
01/04/2006 17.00,3,,
01/04/2006 18.00,2,,
01/04/2006 19.00,2,,
01/04/2006 20.00,2,,
01/04/2006 21.00,2,,
01/04/2006 22.00,2,,
01/04/2006 23.00,2,,
02/04/2006 0.00,2,,
02/04/2006 1.00,,,
02/04/2006 2.00,2,,
02/04/2006 3.00,2,,
02/04/2006 4.00,2,,
02/04/2006 5.00,2,,
02/04/2006 6.00,2,,
02/04/2006 7.00,2,,
02/04/2006 8.00,2,,
02/04/2006 9.00,2,,
02/04/2006 10.00,2,,
02/04/2006 11.00,2,,
02/04/2006 12.00,2,,
02/04/2006 13.00,2,,
02/04/2006 14.00,2,,
02/04/2006 15.00,2,,
02/04/2006 16.00,2,,
02/04/2006 17.00,2,,
02/04/2006 18.00,2,,
02/04/2006 19.00,2,,
02/04/2006 20.00,2,,
02/04/2006 21.00,2,,
02/04/2006 22.00,2,,
02/04/2006 23.00,2,,
03/04/2006 0.00,2,,
03/04/2006 1.00,2,,
03/04/2006 2.00,2,,
03/04/2006 3.00,2,,
03/04/2006 4.00,2,,
03/04/2006 5.00,2,,
03/04/2006 6.00,2,,
03/04/2006 7.00,2,,
03/04/2006 8.00,2,,
03/04/2006 9.00,2,,
03/04/2006 10.00,2,,
03/04/2006 11.00,2,,
03/04/2006 12.00,2,,
03/04/2006 13.00,2,,
03/04/2006 14.00,2,,
03/04/2006 15.00,2,,
03/04/2006 16.00,2,,
03/04/2006 17.00,2,,
03/04/2006 18.00,2,,
03/04/2006 19.00,2,,
03/04/2006 20.00,2,,
03/04/2006 21.00,2,,
03/04/2006 22.00,2,,
03/04/2006 23.00,2,,
04/04/2006 0.00,3,,
04/04/2006 1.00,,,
04/04/2006 2.00,2,,
04/04/2006 3.00,2,,
04/04/2006 4.00,2,,
04/04/2006 5.00,2,,
04/04/2006 6.00,2,,
04/04/2006 7.00,2,,
04/04/2006 8.00,2,,
04/04/2006 9.00,2,,
04/04/2006 10.00,2,,
04/04/2006 11.00,,,
04/04/2006 12.00,2,,
04/04/2006 13.00,2,,
04/04/2006 14.00,,,
04/04/2006 15.00,,,
04/04/2006 16.00,3,50,"82,48239896"
04/04/2006 17.00,3,38,"65,35843136"
04/04/2006 18.00,3,34,"56,35484248"
04/04/2006 19.00,3,60,"87,48092144"
04/04/2006 20.00,3,55,"77,07398192"
04/04/2006 21.00,3,47,"64,18857416"
04/04/2006 22.00,3,44,"62,35724144"
04/04/2006 23.00,3,47,"64,48814632"
