NetC,SIMAGE Brindisi,,
19/04/2006 13.00,"0,439983","6,451722",
19/04/2006 14.00,"0,152973","6,456914","33,699631"
19/04/2006 15.00,"0,016804","3,914382",
19/04/2006 16.00,"0,179183","4,334894","34,67643"
19/04/2006 17.00,"0,244969","1,255043",
19/04/2006 18.00,"0,532375","3,147339","38,09523"
19/04/2006 19.00,"0,140673","2,628191",
19/04/2006 20.00,"0,034857","6,711298","35,653221"
19/04/2006 21.00,"0,149989","5,179809",
19/04/2006 22.00,"0,012482","6,316743","35,164822"
19/04/2006 23.00,"0,070291","10,090957",
20/04/2006 0.00,"0,002497","9,149998","6,349206"
20/04/2006 1.00,,"9,034489",
20/04/2006 2.00,"0,026302",,"4,884005"
20/04/2006 3.00,"0,00548","3,469211",
20/04/2006 4.00,"0,003288","4,729447","5,372406"
20/04/2006 5.00,"0,003288","4,97085",
20/04/2006 6.00,"1,229218","52,398969","24,42001"
20/04/2006 7.00,"2,600903","55,616388",
20/04/2006 8.00,"1,24931","61,853983","33,699631"
20/04/2006 9.00,"0,277259","22,06121",
20/04/2006 10.00,"0,084384","5,283638","36,630032"
20/04/2006 11.00,"0,377715","2,569787",
20/04/2006 12.00,"0,920544","0,696956","32,722832"
20/04/2006 13.00,"0,945384","4,036383",
20/04/2006 14.00,"1,495885","3,127871","6,349206"
20/04/2006 15.00,"0,909585","2,395872",
20/04/2006 16.00,"0,810225","3,226511","26,86202"
20/04/2006 17.00,"0,495705","10,390758",
20/04/2006 18.00,"0,305752","3,231701","29,30402"
20/04/2006 19.00,"0,492418","39,277488",
20/04/2006 20.00,"0,780636","64,341988","33,699631"
20/04/2006 21.00,"1,562003","72,259009",
20/04/2006 22.00,"0,696618","51,538494","33,211231"
20/04/2006 23.00,"0,921275","50,339249",
21/04/2006 0.00,"0,792325","41,833011","34,67643"
21/04/2006 1.00,"0,079999","25,361704",
21/04/2006 2.00,"0,113607","14,014414","32,234421"
21/04/2006 3.00,"0,006575","2,867",
21/04/2006 4.00,"0,645477","13,037125","31,746031"
21/04/2006 5.00,"0,360547","24,030092",
21/04/2006 6.00,"2,885834","34,952983","34,18803"
21/04/2006 7.00,"3,95615","48,474206",
21/04/2006 8.00,"0,864653","56,99993","61,53846"
21/04/2006 9.00,"0,29735","17,854823",
21/04/2006 10.00,"0,755796","2,863107","38,09523"
21/04/2006 11.00,"0,957073","3,146043",
21/04/2006 12.00,"1,019173","3,72749","34,67643"
21/04/2006 13.00,"2,460265","3,634041",
21/04/2006 14.00,"2,012778","1,613256","34,67643"
21/04/2006 15.00,"0,936982","2,842339",
21/04/2006 16.00,"0,902279","1,993531","32,234421"
21/04/2006 17.00,"0,904106",,
21/04/2006 18.00,"0,900453","1,334213","33,699631"
21/04/2006 19.00,"0,626481","4,094785",
21/04/2006 20.00,"0,848946","3,377062","35,653221"
21/04/2006 21.00,"0,8168","4,746318",
21/04/2006 22.00,"0,414244","5,979296","33,211231"
21/04/2006 23.00,"0,234154","4,386806",
22/04/2006 0.00,"0,046027","0,934467","30,76923"
22/04/2006 1.00,,"1,770298",
22/04/2006 2.00,"0,311532",,"31,746031"
22/04/2006 3.00,"0,530894","2,010405",
22/04/2006 4.00,"0,462363","8,067573","30,76923"
22/04/2006 5.00,"0,018001","5,970212",
22/04/2006 6.00,"1,018416","27,754992","31,746031"
22/04/2006 7.00,"0,865574","10,158444",
22/04/2006 8.00,"1,29035","7,30053","32,234421"
22/04/2006 9.00,"1,058712","1,345893",
22/04/2006 10.00,"1,407494","2,308914","35,653221"
22/04/2006 11.00,"1,434694","1,688531",
22/04/2006 12.00,"1,382518","0,517852","37,606831"
22/04/2006 13.00,"1,442125",,
22/04/2006 14.00,"1,456532","5,123999","32,234421"
22/04/2006 15.00,"1,427292","4,576297",
22/04/2006 16.00,"1,42912","5,845617","38,09523"
22/04/2006 17.00,"1,445568","4,203807",
22/04/2006 18.00,"1,432775","1,678149","37,606831"
22/04/2006 19.00,"1,232874","5,724914",
22/04/2006 20.00,"1,187704","7,48483","35,164822"
22/04/2006 21.00,"0,942969","7,822275",
22/04/2006 22.00,"0,720012","5,10583","32,722832"
22/04/2006 23.00,"0,260939","1,992233",
23/04/2006 0.00,"0,057537","0,611299","37,118431"
23/04/2006 1.00,"0,419385","3,353701",
23/04/2006 2.00,"0,120616","3,245979","31,746031"
23/04/2006 3.00,"0,844162","5,906615",
23/04/2006 4.00,"0,158294","7,147381","37,118431"
23/04/2006 5.00,"0,167492","8,341423",
23/04/2006 6.00,"0,212419","12,646467","36,141621"
23/04/2006 7.00,"0,809713","40,369012",
23/04/2006 8.00,"0,04319","2,920213","35,653221"
23/04/2006 9.00,"0,840597",,
23/04/2006 10.00,"1,418155","1,874127","31,25762"
23/04/2006 11.00,"1,653904","3,67817",
23/04/2006 12.00,"1,800106","7,19151","32,234421"
23/04/2006 13.00,"3,112265","8,011763",
23/04/2006 14.00,"3,207296","7,579573","32,234421"
23/04/2006 15.00,"2,790621","7,841745",
23/04/2006 16.00,"2,774175","8,023446","37,606831"
23/04/2006 17.00,"3,176228","5,234318",
23/04/2006 18.00,"2,280744","8,351807","34,18803"
23/04/2006 19.00,"1,418155","19,508307",
23/04/2006 20.00,"3,136023","99,306678","36,630032"
23/04/2006 21.00,"1,986513","75,798314",
23/04/2006 22.00,"1,481692","66,234281","50,793652"
23/04/2006 23.00,"0,709199","24,36364",
24/04/2006 0.00,"0,014376","10,678884","37,606831"
24/04/2006 1.00,,"56,546977",
24/04/2006 2.00,"0,725161",,"36,141621"
24/04/2006 3.00,"1,128518","38,679167",
24/04/2006 4.00,"1,355574","27,997683","36,630032"
24/04/2006 5.00,"3,021528","38,929658",
24/04/2006 6.00,"6,415951","55,659235","38,09523"
24/04/2006 7.00,"5,509309","62,610639",
24/04/2006 8.00,"1,380982","55,133589","64,95726"
24/04/2006 9.00,"3,425496","10,042935",
24/04/2006 10.00,"9,121252","2,963042","55,189251"
24/04/2006 11.00,"13,285223","3,534106",
24/04/2006 12.00,"7,434095","2,03766","37,606831"
24/04/2006 13.00,"7,945909","1,798852",
24/04/2006 14.00,"8,362671","2,812489","32,234421"
24/04/2006 15.00,"7,856341","0,590533",
24/04/2006 16.00,"6,765082","2,216765","36,141621"
24/04/2006 17.00,"7,664411","5,663913",
24/04/2006 18.00,"5,807258","4,703489","40,04884"
24/04/2006 19.00,"3,398077","17,848334",
24/04/2006 20.00,"2,480468","43,666906","57,142841"
24/04/2006 21.00,"1,838873","25,844504",
24/04/2006 22.00,"1,868119","37,14509","65,934052"
24/04/2006 23.00,"1,571998","45,046528",
25/04/2006 0.00,"1,130286","19,330492","68,37606"
25/04/2006 1.00,"0,183674","13,975477",
25/04/2006 2.00,"0,14215","3,774213","63,492062"
25/04/2006 3.00,"0,266326","3,650914",
25/04/2006 4.00,"0,959224","7,244723","35,653221"
25/04/2006 5.00,"1,16136","32,705064",
25/04/2006 6.00,"1,542447","37,586363","31,746031"
25/04/2006 7.00,"1,392194","48,450863",
25/04/2006 8.00,"1,233014","19,497926","34,18803"
25/04/2006 9.00,"4,883404","28,204045",
25/04/2006 10.00,"11,594715","5,033149","31,746031"
25/04/2006 11.00,"7,052063","5,523745",
25/04/2006 12.00,"7,183672","3,480893","35,164822"
25/04/2006 13.00,"7,457857","2,234937",
25/04/2006 14.00,"7,649787","6,412786","34,18803"
25/04/2006 15.00,"3,855054","7,711956",
25/04/2006 16.00,"3,909891","7,566594","30,28083"
25/04/2006 17.00,"2,259292","8,1727",
25/04/2006 18.00,"1,977794","2,982511","31,25762"
25/04/2006 19.00,"1,440389","3,470509",
25/04/2006 20.00,"1,462324","24,063838","37,118431"
25/04/2006 21.00,"1,420282","47,503389",
25/04/2006 22.00,"1,416627","40,422223","31,746031"
25/04/2006 23.00,"1,653614","63,16353",
26/04/2006 0.00,"1,094428","33,468219","32,234421"
26/04/2006 1.00,,"13,697734",
26/04/2006 2.00,"1,365356",,"36,141621"
26/04/2006 3.00,"0,712837","4,621722",
26/04/2006 4.00,"0,504469","21,372048","34,18803"
26/04/2006 5.00,"1,273966","38,631156",
26/04/2006 6.00,"1,275795","42,105547","33,211231"
26/04/2006 7.00,"1,615763","57,802015",
26/04/2006 8.00,"1,43664","65,912431","55,67765"
26/04/2006 9.00,"3,30281","59,98634",
26/04/2006 10.00,"3,141964","61,044098","66,42247"
26/04/2006 11.00,"2,794685","58,897419",
26/04/2006 12.00,"2,56804","21,621239","50,793652"
26/04/2006 13.00,"2,467511","3,508149",
26/04/2006 14.00,"1,491473","3,887126","36,141621"
26/04/2006 15.00,"1,45309","6,798255",
26/04/2006 16.00,"1,379978","6,633424","31,746031"
26/04/2006 17.00,"1,458573","5,344638",
26/04/2006 18.00,"1,292245","4,138914","34,67643"
26/04/2006 19.00,"1,228271","32,005522",
26/04/2006 20.00,"0,99066","34,254721","30,28083"
26/04/2006 21.00,"1,250205","9,894978",
26/04/2006 22.00,"0,90841","10,285633","33,211231"
26/04/2006 23.00,"0,860887","6,534785",
27/04/2006 0.00,"0,564786","12,806101","6,837607"
27/04/2006 1.00,"0,690903","5,61719",
27/04/2006 2.00,"0,37104","3,980574","23,93162"
27/04/2006 3.00,"0,758531","17,105953",
27/04/2006 4.00,"0,679937","8,541296","5,372406"
27/04/2006 5.00,"0,87551","27,085277",
27/04/2006 6.00,"1,646835","51,021947","24,908421"
27/04/2006 7.00,"2,776407","68,371897",
27/04/2006 8.00,"1,606624","62,504216","28,327221"
27/04/2006 9.00,"2,306666","32,053533",
27/04/2006 10.00,"1,648663","10,077976","34,67643"
27/04/2006 11.00,"1,624902","13,146147",
27/04/2006 12.00,"2,054432","16,885315","25,88522"
27/04/2006 13.00,"1,886276","20,764645",
27/04/2006 14.00,"1,089361","9,292765","30,28083"
27/04/2006 15.00,"0,913893","22,039145",
27/04/2006 16.00,"0,765843","4,050658","31,25762"
27/04/2006 17.00,"1,374495","1,117468",
27/04/2006 18.00,"0,740253","4,502318","6,349206"
27/04/2006 19.00,"0,637897","2,218063",
27/04/2006 20.00,"0,601342","2,523064","25,39682"
27/04/2006 21.00,"1,060116","7,030573",
27/04/2006 22.00,"0,972382","3,344618","4,395605"
27/04/2006 23.00,"0,562958","6,639913",
28/04/2006 0.00,"1,111294","8,978679","4,884005"
28/04/2006 1.00,,"7,666531",
28/04/2006 2.00,"0,060726",,"4,884005"
28/04/2006 3.00,"0,105378","6,211616",
28/04/2006 4.00,"0,123239","6,994232","1,953602"
28/04/2006 5.00,"0,089304","5,432892",
28/04/2006 6.00,"0,117881","3,893616","6,349206"
28/04/2006 7.00,"0,09109","7,197999",
28/04/2006 8.00,"0,119667","15,076082","11,23321"
28/04/2006 9.00,"0,071443","3,037021",
28/04/2006 10.00,"1,26669","74,833992","26,86202"
28/04/2006 11.00,"2,352744","73,646453",
28/04/2006 12.00,"0,399324","10,72301","5,372406"
28/04/2006 13.00,"0,194955","10,345331",
28/04/2006 14.00,"0,746791","30,001592","28,327221"
28/04/2006 15.00,"0,130383","10,189591",
28/04/2006 16.00,"0,133955","2,645065","23,93162"
28/04/2006 17.00,"0,117881","4,242745",
28/04/2006 18.00,"0,126812","7,233042","24,42001"
28/04/2006 19.00,"0,157174","4,359551",
28/04/2006 20.00,"0,10895","5,336851","30,28083"
28/04/2006 21.00,"0,112523","6,423169",
28/04/2006 22.00,"0,042866","4,188234","24,42001"
28/04/2006 23.00,"0,051796","4,369935",
29/04/2006 0.00,"0,080374","6,770998","6,349206"
29/04/2006 1.00,"0,096448","5,68468",
29/04/2006 2.00,"0,087518","6,429658","1,465201"
29/04/2006 3.00,"0,107164","7,319998",
29/04/2006 4.00,"0,110737","15,139675","3,418803"
29/04/2006 5.00,"0,112523","8,867063",
29/04/2006 6.00,"0,151817","16,105287","0,4884"
29/04/2006 7.00,"1,200938","23,542092",
29/04/2006 8.00,"0,847508","31,674556","35,164822"
29/04/2006 9.00,"0,130383","12,594549",
29/04/2006 10.00,"0,335056","13,565358","33,699631"
29/04/2006 11.00,"0,144672","0,881256",
29/04/2006 12.00,"0,137528","6,689233","26,86202"
29/04/2006 13.00,"0,15003","6,460809",
29/04/2006 14.00,"0,155419","16,370061","27,83882"
29/04/2006 15.00,"0,135742","5,3057",
29/04/2006 16.00,"0,130383","6,671063","24,908421"
29/04/2006 17.00,"0,126812","5,814466",
29/04/2006 18.00,"0,083945","7,55621","25,39682"
29/04/2006 19.00,"0,085732","7,277169",
29/04/2006 20.00,"0,112523","3,850787","32,234421"
29/04/2006 21.00,"0,110737","3,935148",
29/04/2006 22.00,"0,123239","3,62885","33,699631"
29/04/2006 23.00,"0,078588","4,700893",
30/04/2006 0.00,"0,083945","4,429637","26,86202"
30/04/2006 1.00,,"4,356957",
30/04/2006 2.00,"0,086434",,"27,83882"
30/04/2006 3.00,"0,097638","2,122022",
30/04/2006 4.00,"0,118446","6,619149","28,81562"
30/04/2006 5.00,"0,123248","7,486126",
30/04/2006 6.00,"0,092836","10,289528","24,908421"
30/04/2006 7.00,"0,120047","6,022127",
30/04/2006 8.00,"0,096037","6,643808","26,86202"
30/04/2006 9.00,"0,110443","7,048742",
30/04/2006 10.00,"0,091235","7,39138","7,326007"
30/04/2006 11.00,"0,15366","6,45951",
30/04/2006 12.00,"0,102439","4,90985","3,418803"
30/04/2006 13.00,"0,116845","4,289467",
30/04/2006 14.00,"0,107242","3,76902","0,4884"
30/04/2006 15.00,"0,108842","7,439403",
30/04/2006 16.00,"0,10084","7,804105","3,418803"
30/04/2006 17.00,"0,12965","7,570487",
30/04/2006 18.00,"0,12965","8,13117","4,395605"
30/04/2006 19.00,"0,10084","4,741127",
30/04/2006 20.00,"0,086434","3,432872","3,418803"
30/04/2006 21.00,"0,092836","4,968253",
30/04/2006 22.00,"0,10084","3,471808","5,860806"
30/04/2006 23.00,"0,081632","7,744402",
01/05/2006 0.00,"0,108842","6,821616","3,907204"
01/05/2006 1.00,"0,099239","3,497765",
01/05/2006 2.00,"0,120047","1,595084","2,930403"
01/05/2006 3.00,"0,096037","7,978021",
01/05/2006 4.00,"0,112044","4,497127","3,907204"
01/05/2006 5.00,"0,10404","4,916339",
01/05/2006 6.00,"0,094437","5,871574","6,837607"
01/05/2006 7.00,"0,088035","7,329084",
01/05/2006 8.00,"0,120047","7,539339","18,07081"
01/05/2006 9.00,"0,115244","6,247957",
01/05/2006 10.00,"0,110443","8,754147","24,42001"
01/05/2006 11.00,"0,12965","7,500403",
01/05/2006 12.00,"0,115244","5,26417","35,164822"
01/05/2006 13.00,"0,097638","5,309595",
01/05/2006 14.00,"0,10084","4,343978","24,42001"
01/05/2006 15.00,"0,062424","5,330362",
01/05/2006 16.00,"0,07523","8,040317","4,884005"
01/05/2006 17.00,"0,096037","4,262211",
01/05/2006 18.00,"0,080031","4,443914","2,930403"
01/05/2006 19.00,"0,107242","31,383836",
01/05/2006 20.00,"0,460251","40,751869","26,37361"
01/05/2006 21.00,"0,472766","51,459318",
01/05/2006 22.00,"1,316584","57,856524","6,349206"
01/05/2006 23.00,"0,297861","48,694852",
02/05/2006 0.00,"0,084833","22,810083","6,837607"
02/05/2006 1.00,,"4,093488",
02/05/2006 2.00,"0,034639",,"6,349206"
02/05/2006 3.00,"0,041021","4,469872",
02/05/2006 4.00,"0,059069","8,890425","23,44322"
02/05/2006 5.00,"0,088604","30,272849",
02/05/2006 6.00,"0,750217","51,862962","23,44322"
02/05/2006 7.00,"0,917398","46,213327",
02/05/2006 8.00,"0,049225","14,040374","30,28083"
02/05/2006 9.00,"0,032817","1,906574",
02/05/2006 10.00,"0,052506","2,433509","36,630032"
02/05/2006 11.00,"0,045943","4,95268",
02/05/2006 12.00,"0,085322","5,087658","27,83882"
02/05/2006 13.00,"0,109935","5,200573",
02/05/2006 14.00,"0,101731","5,772936","36,630032"
02/05/2006 15.00,"0,050865","6,929338",
02/05/2006 16.00,"0,088604","5,676892","29,30402"
02/05/2006 17.00,"0,029535","4,623021",
02/05/2006 18.00,"0,07876","4,628212","31,746031"
02/05/2006 19.00,"0,041021","2,684001",
02/05/2006 20.00,"0,101731","38,747961","29,30402"
02/05/2006 21.00,"0,034457","23,015146",
02/05/2006 22.00,"0,08751","17,477144","38,09523"
02/05/2006 23.00,"0,06071","3,911785",
03/05/2006 0.00,"0,037739","5,461446","30,28083"
03/05/2006 1.00,"0,046125","4,190828",
03/05/2006 2.00,"0,054147","7,431615","27,83882"
03/05/2006 3.00,"0,014767","4,559424",
03/05/2006 4.00,"0,057429","17,614718","4,884005"
03/05/2006 5.00,"0,059069","12,342755",
03/05/2006 6.00,"0,039379","4,558125","1,465201"
03/05/2006 7.00,"0,09535","9,796338",
03/05/2006 8.00,"0,301728","52,64818","34,18803"
03/05/2006 9.00,"0,362073","35,512377",
03/05/2006 10.00,"0,147126","14,196126","34,18803"
03/05/2006 11.00,"0,113217","18,322056",
03/05/2006 12.00,"0,149314","1,404297","52,25885"
03/05/2006 13.00,"0,146579","1,562637",
03/05/2006 14.00,"0,14111","20,769825","69,352852"
03/05/2006 15.00,"0,147673","11,47059",
03/05/2006 16.00,"0,159159","2,572382","95,238091"
03/05/2006 17.00,"0,134547","10,462145",
03/05/2006 18.00,"0,139469","1,806637","87,912071"
03/05/2006 19.00,"0,144392","1,987042",
03/05/2006 20.00,"0,096808","8,821637","63,003651"
03/05/2006 21.00,"0,093526","9,470573",
03/05/2006 22.00,"0,085322","4,882594","63,003651"
03/05/2006 23.00,"0,10009","2,328384",
04/05/2006 0.00,"0,0804","4,905957","34,67643"
04/05/2006 1.00,,"10,066296",
04/05/2006 2.00,"0,116257",,"36,141621"
04/05/2006 3.00,"0,086759","7,536744",
04/05/2006 4.00,"0,12676","5,852106","33,211231"
04/05/2006 5.00,"0,124933","7,852127",
04/05/2006 6.00,"0,968141","34,572708","36,141621"
04/05/2006 7.00,"0,661379","23,471998",
04/05/2006 8.00,"0,14749","9,665253","27,35042"
04/05/2006 9.00,"1,054353","4,646382",
04/05/2006 10.00,"1,897744","1,526298","27,83882"
04/05/2006 11.00,"1,319196","6,107786",
04/05/2006 12.00,"0,263657","6,411488","1,953602"
04/05/2006 13.00,"0,130139","4,308937",
04/05/2006 14.00,"0,170048","1,441935","24,42001"
04/05/2006 15.00,"0,111052","6,003957",
04/05/2006 16.00,"0,133609","4,259617","7,814408"
04/05/2006 17.00,"0,128403","6,964381",
04/05/2006 18.00,"0,138814","4,706084","24,908421"
04/05/2006 19.00,"0,14402","4,367339",
04/05/2006 20.00,"0,105846","6,68404","31,25762"
04/05/2006 21.00,"0,053791","13,917081",
04/05/2006 22.00,"0,280278","44,489752","35,164822"
04/05/2006 23.00,"0,433431","42,549416",
05/05/2006 0.00,"0,124933","12,464756","34,18803"
05/05/2006 1.00,"0,091965","1,972765",
05/05/2006 2.00,"0,065937","5,070786","33,699631"
05/05/2006 3.00,"0,076348","7,445892",
05/05/2006 4.00,"0,121463","8,199956","31,746031"
05/05/2006 5.00,"0,079818","7,911829",
05/05/2006 6.00,"0,081553","3,959807","35,653221"
05/05/2006 7.00,"0,14402","3,473106",
05/05/2006 8.00,"0,137079","6,127254","36,630032"
05/05/2006 9.00,"0,157901","5,853404",
05/05/2006 10.00,"1,174354","4,743723","33,699631"
05/05/2006 11.00,"4,20645","3,714509",
05/05/2006 12.00,"3,055749","2,022085","33,699631"
05/05/2006 13.00,"3,795485","2,972128",
05/05/2006 14.00,"2,555287","5,809276","34,18803"
05/05/2006 15.00,"1,897744","5,683382",
05/05/2006 16.00,"1,906876","6,072743","38,09523"
05/05/2006 17.00,"1,888612","2,215467",
05/05/2006 18.00,"0,902935","1,636616","34,18803"
05/05/2006 19.00,"0,348864","4,79434",
05/05/2006 20.00,"0,14402","4,490638","36,630032"
05/05/2006 21.00,"0,159637","6,870934",
05/05/2006 22.00,"0,123198","4,371233","36,630032"
05/05/2006 23.00,"0,114522","9,081212",
06/05/2006 0.00,"0,098905","7,865106","32,722832"
06/05/2006 1.00,,"8,528317",
06/05/2006 2.00,"0,285972",,"32,722832"
06/05/2006 3.00,"0,309948","9,705487",
06/05/2006 4.00,"0,281324","8,722999","32,234421"
06/05/2006 5.00,"0,349785","10,301206",
06/05/2006 6.00,"0,33912","2,234937","32,722832"
06/05/2006 7.00,"0,375583","1,33032",
06/05/2006 8.00,"0,336931","0,834531","36,141621"
06/05/2006 9.00,"0,391992","0,924085",
06/05/2006 10.00,"0,359175","2,402361","37,606831"
06/05/2006 11.00,"0,32271","1,881915",
06/05/2006 12.00,"0,340942","7,231744","35,164822"
06/05/2006 13.00,"0,377407","4,944893",
06/05/2006 14.00,"0,359175","6,349189","34,18803"
06/05/2006 15.00,"0,371937","6,855361",
06/05/2006 16.00,"0,390169","7,031871","36,630032"
06/05/2006 17.00,"0,348235","7,204488",
06/05/2006 18.00,"0,360997","8,084444","56,654442"
06/05/2006 19.00,"0,355528","3,698936",
06/05/2006 20.00,"0,33912","2,46466","56,654442"
06/05/2006 21.00,"0,321069","6,847574",
06/05/2006 22.00,"0,32344","20,137775","57,631241"
06/05/2006 23.00,"0,345136","5,430296",
07/05/2006 0.00,"0,350514","8,000083","34,18803"
07/05/2006 1.00,"0,330003","18,264953",
07/05/2006 2.00,"0,345682","4,933212","59,58485"
07/05/2006 3.00,"0,336749","8,43487",
07/05/2006 4.00,"0,390169","8,508849","38,09523"
07/05/2006 5.00,"0,381054","7,377106",
07/05/2006 6.00,"0,362","4,807318","57,631241"
07/05/2006 7.00,"0,26537","6,320638",
07/05/2006 8.00,"0,353704","3,125277","60,073261"
07/05/2006 9.00,"0,443043","2,107745",
07/05/2006 10.00,"0,43575","9,037083","58,119652"
07/05/2006 11.00,"0,375583","4,399787",
07/05/2006 12.00,"0,446689","8,329743","60,073261"
07/05/2006 13.00,"0,444866","8,066274",
07/05/2006 14.00,"0,377407","5,173317","58,608051"
07/05/2006 15.00,"0,362821","5,883255",
07/05/2006 16.00,"0,709232","6,856657","56,654442"
07/05/2006 17.00,"0,517794","6,638615",
07/05/2006 18.00,"0,548789","8,438765","36,630032"
07/05/2006 19.00,"0,359175","3,876744",
07/05/2006 20.00,"0,330003","5,42251","37,118431"
07/05/2006 21.00,"0,357351","4,844956",
07/05/2006 22.00,"0,350058","5,841722","32,234421"
07/05/2006 23.00,"0,323348","3,505553",
08/05/2006 0.00,"0,361454","5,453659","30,76923"
08/05/2006 1.00,,"8,878743",
08/05/2006 2.00,"0,160975",,"30,28083"
08/05/2006 3.00,"0,113918","7,810595",
08/05/2006 4.00,"0,150165","10,057211","29,30402"
08/05/2006 5.00,"0,139809","2,307616",
08/05/2006 6.00,"0,414066","23,04501","26,86202"
08/05/2006 7.00,"0,360832","57,481449",
08/05/2006 8.00,"0,14853","41,173675","31,746031"
08/05/2006 9.00,"0,132905","1,974063",
08/05/2006 10.00,"0,163973","4,809915","37,606831"
08/05/2006 11.00,"0,190136","5,595127",
08/05/2006 12.00,"0,216208","4,036383","31,25762"
08/05/2006 13.00,"0,172603","4,770979",
08/05/2006 14.00,"0,177782","1,823511","34,18803"
08/05/2006 15.00,"1,139091","4,375126",
08/05/2006 16.00,"1,528992","4,754106","32,722832"
08/05/2006 17.00,"2,383741","2,96434",
08/05/2006 18.00,"1,909536","2,173936","32,234421"
08/05/2006 19.00,"1,723488","3,203149",
08/05/2006 20.00,"1,044885","35,010096","36,141621"
08/05/2006 21.00,"0,175147","40,772653",
08/05/2006 22.00,"1,142815","57,118033","41,025631"
08/05/2006 23.00,"0,141535","41,215223",
09/05/2006 0.00,"0,136356","18,711414","38,09523"
09/05/2006 1.00,"0,162247","23,713406",
09/05/2006 2.00,"0,188138","4,916339","38,09523"
09/05/2006 3.00,"0,150165","3,575637",
09/05/2006 4.00,"0,143261","4,586679","32,234421"
09/05/2006 5.00,"0,273259","27,716045",
09/05/2006 6.00,"1,491746","47,834356","36,630032"
09/05/2006 7.00,"1,353299","57,286769",
09/05/2006 8.00,"0,151891","21,766608","32,234421"
09/05/2006 9.00,"0,167426","1,090213",
09/05/2006 10.00,"0,160521","1,984448","33,211231"
09/05/2006 11.00,"0,167426","3,014956",
09/05/2006 12.00,"0,162247","3,91568","35,653221"
09/05/2006 13.00,"0,162247","2,581468",
09/05/2006 14.00,"0,155343","1,916958","36,141621"
09/05/2006 15.00,"0,193315","2,294637",
09/05/2006 16.00,"0,188138","5,719723","32,722832"
09/05/2006 17.00,"0,176055","3,172",
09/05/2006 18.00,"0,141535","6,543872","36,630032"
09/05/2006 19.00,"0,151891","3,300489",
09/05/2006 20.00,"0,201946","5,601617","31,25762"
09/05/2006 21.00,"0,148439","1,961085",
09/05/2006 22.00,"0,13463","4,750211","31,746031"
09/05/2006 23.00,"0,222022","4,973447",
10/05/2006 0.00,"0,141535","5,946849","36,630032"
10/05/2006 1.00,,"4,070128",
10/05/2006 2.00,"0,13468",,"32,234421"
10/05/2006 3.00,"0,208143","4,759297",
10/05/2006 4.00,"0,149548","5,946849","31,25762"
10/05/2006 5.00,"0,17115","7,325191",
10/05/2006 6.00,"0,161179","11,84697","16,11721"
10/05/2006 7.00,"1,517605","43,451443",
10/05/2006 8.00,"1,649051","4,613935","30,76923"
10/05/2006 9.00,"1,890776","0,904617",
10/05/2006 10.00,"1,418695","4,490638","30,76923"
10/05/2006 11.00,"0,682061","3,107105",
10/05/2006 12.00,"0,164678","1,911767","28,81562"
10/05/2006 13.00,"0,157944","2,393277",
10/05/2006 14.00,"0,18829","2,00651","32,722832"
10/05/2006 15.00,"0,142902","3,672979",
10/05/2006 16.00,"0,156195","3,331637","28,327221"
10/05/2006 17.00,"0,127947","1,247255",
10/05/2006 18.00,"0,228695","3,718404","25,39682"
10/05/2006 19.00,"0,166777","2,327086",
10/05/2006 20.00,"0,152959","39,944584","29,79241"
10/05/2006 21.00,"0,128034","40,387173",
10/05/2006 22.00,"0,320785","31,099597","31,25762"
10/05/2006 23.00,"0,262802","18,968394",
11/05/2006 0.00,"0,164503","13,243481","5,860806"
11/05/2006 1.00,"0,151297","4,693105",
11/05/2006 2.00,"0,156195","8,737276","3,907204"
11/05/2006 3.00,"0,139578","14,642587",
11/05/2006 4.00,"0,149548","5,205766","0,976801"
11/05/2006 5.00,"0,53505","28,400025",
11/05/2006 6.00,"2,000356","58,399037","26,37361"
11/05/2006 7.00,"1,420094","77,310342",
11/05/2006 8.00,"1,429626","65,70087","31,746031"
11/05/2006 9.00,"1,681934","2,211574",
11/05/2006 10.00,"1,947797","1,316043","33,699631"
11/05/2006 11.00,"3,519186","6,295979",
11/05/2006 12.00,"2,13565","6,922851","23,93162"
11/05/2006 13.00,"1,833056","6,089617",
11/05/2006 14.00,"0,796365","3,021445","10,25641"
11/05/2006 15.00,"1,202681","6,412786",
11/05/2006 16.00,"0,40824","5,314786","6,837607"
11/05/2006 17.00,"0,127947","7,734021",
11/05/2006 18.00,"0,196511","8,613978","5,372406"
11/05/2006 19.00,"0,136255","4,554233",
11/05/2006 20.00,"0,136255","2,754085","4,884005"
11/05/2006 21.00,"0,114654","5,323872",
11/05/2006 22.00,"0,104684","6,420574","2,930403"
11/05/2006 23.00,"0,127947","9,652275",
12/05/2006 0.00,"0,137916","6,982553","0,4884"
12/05/2006 1.00,,"6,813829",
12/05/2006 2.00,"0,671288",,"1,465201"
12/05/2006 3.00,"0,147853","4,759297",
12/05/2006 4.00,"0,152952","4,220681","6,837607"
12/05/2006 5.00,"0,098569","4,576297",
12/05/2006 6.00,"0,120662","6,077934","5,860806"
12/05/2006 7.00,"0,152952","3,510745",
12/05/2006 8.00,"0,152952","2,016894","6,349206"
12/05/2006 9.00,"0,137657","2,581468",
12/05/2006 10.00,"0,134257","0,685276","24,42001"
12/05/2006 11.00,"0,139356","5,21485",
12/05/2006 12.00,"0,186941","6,778788","0,4884"
