NetC,SIMAGE Brindisi,,
23/01/2006 21.00,"8,954671","1,217405",
23/01/2006 22.00,"7,063298","7,525062","28,81562"
23/01/2006 23.00,"6,456324","7,735319",
24/01/2006 0.00,"5,730122","8,118189","30,76923"
24/01/2006 1.00,,"8,432275",
24/01/2006 2.00,"5,870884",,"36,630032"
24/01/2006 3.00,"5,205132","8,236297",
24/01/2006 4.00,"5,639945","8,497169","33,699631"
24/01/2006 5.00,"6,558286","8,68017",
24/01/2006 6.00,"7,978195","7,83785","35,164822"
24/01/2006 7.00,"8,468939","7,811893",
24/01/2006 8.00,"7,162694","2,22066","35,653221"
24/01/2006 9.00,"8,766633","1,030511",
24/01/2006 10.00,"9,600176","0,197276","34,18803"
24/01/2006 11.00,"10,369209","2,061021",
24/01/2006 12.00,"9,351195","0,602213","40,04884"
24/01/2006 13.00,"7,979999","2,79951",
24/01/2006 14.00,"6,03687",,"37,606831"
24/01/2006 15.00,"5,08425","5,103233",
24/01/2006 16.00,"4,635003","1,639213","38,09523"
24/01/2006 17.00,"4,099154","3,164213",
24/01/2006 18.00,"4,4618","3,323851","32,722832"
24/01/2006 19.00,"3,700425","0,852702",
24/01/2006 20.00,"4,815424","2,846234","31,25762"
24/01/2006 21.00,"4,921871","4,571106",
24/01/2006 22.00,"5,237607","6,480276","31,746031"
24/01/2006 23.00,"6,006198","8,224615",
25/01/2006 0.00,"6,080172","6,964381","33,699631"
25/01/2006 1.00,"5,713918","6,682744",
25/01/2006 2.00,"5,383749","6,146722","31,746031"
25/01/2006 3.00,"4,938109","5,788511",
25/01/2006 4.00,"4,562835","6,493255","25,88522"
25/01/2006 5.00,"3,907909","4,538658",
25/01/2006 6.00,"3,729292","5,661319","6,349206"
25/01/2006 7.00,"3,749139","7,583468",
25/01/2006 8.00,"3,586759","2,229744","30,76923"
25/01/2006 9.00,"3,525417","0,308893",
25/01/2006 10.00,"3,989098","0,014277","33,211231"
25/01/2006 11.00,"4,87857","3,685957",
25/01/2006 12.00,"4,113588","0,503575","21,001221"
25/01/2006 13.00,"3,693208","1,118767",
25/01/2006 14.00,"3,702229","0,305","32,722832"
25/01/2006 15.00,"3,575935","4,442616",
25/01/2006 16.00,"3,373864","3,301787","25,39682"
25/01/2006 17.00,"2,581818","1,798852",
25/01/2006 18.00,"2,383355","4,943594","34,18803"
25/01/2006 19.00,"2,417635","1,944213",
25/01/2006 20.00,"2,260669","2,615213","31,746031"
25/01/2006 21.00,"2,228194","1,649595",
25/01/2006 22.00,"2,249844","5,037041","25,39682"
25/01/2006 23.00,"2,258865","8,333637",
26/01/2006 0.00,"2,46274","7,020191","28,327221"
26/01/2006 1.00,,"6,539977",
26/01/2006 2.00,"1,519666",,"25,88522"
26/01/2006 3.00,"1,208107","8,296",
26/01/2006 4.00,"0,320274","8,288212","23,93162"
26/01/2006 5.00,"0,362215","8,311572",
26/01/2006 6.00,"0,443735","4,920234","27,83882"
26/01/2006 7.00,"0,352047","11,069545",
26/01/2006 8.00,"3,692046","65,184323","28,327221"
26/01/2006 9.00,"4,608021","66,038321",
26/01/2006 10.00,"3,068383","50,528747","37,606831"
26/01/2006 11.00,"3,426058","10,436185",
26/01/2006 12.00,"2,963078","4,277786","31,25762"
26/01/2006 13.00,"9,762541","31,657689",
26/01/2006 14.00,"6,746812","16,8957","32,234421"
26/01/2006 15.00,"7,890646","11,144828",
26/01/2006 16.00,"6,154923","1,676851","27,83882"
26/01/2006 17.00,"4,052444","4,417957",
26/01/2006 18.00,"2,857772","32,005522","28,327221"
26/01/2006 19.00,"6,214837","77,495937",
26/01/2006 20.00,"2,503547","60,692384","35,653221"
26/01/2006 21.00,"1,617165","46,690944",
26/01/2006 22.00,"1,758056","53,651425","63,003651"
26/01/2006 23.00,"2,070705","40,07179",
27/01/2006 0.00,"0,963182","32,644071","148,962006"
27/01/2006 1.00,"0,435747","30,755666",
27/01/2006 2.00,"0,32917","7,689892","126,495598"
27/01/2006 3.00,"0,298668","4,167468",
27/01/2006 4.00,"0,208432","4,713872","99,63369"
27/01/2006 5.00,"0,216058","2,943574",
27/01/2006 6.00,"0,331712","4,407575","63,980461"
27/01/2006 7.00,"0,697195","35,912119",
27/01/2006 8.00,"1,665097","54,653371","37,118431"
27/01/2006 9.00,"0,448637","50,266575",
27/01/2006 10.00,"0,434113","25,033357","27,83882"
27/01/2006 11.00,"0,380007","1,251148",
27/01/2006 12.00,"0,363122","7,122722","35,653221"
27/01/2006 13.00,"0,639458","5,153849",
27/01/2006 14.00,"0,896185","0,038936","38,58363"
27/01/2006 15.00,"0,471515","2,264787",
27/01/2006 16.00,"0,474237","5,584744","33,699631"
27/01/2006 17.00,"0,439014","5,954637",
27/01/2006 18.00,"0,402885","3,850787","33,699631"
27/01/2006 19.00,"0,486766","6,769701",
27/01/2006 20.00,"0,429574","4,656766","32,234421"
27/01/2006 21.00,"0,377466","2,804701",
27/01/2006 22.00,"0,480047","0,950042","26,37361"
27/01/2006 23.00,"0,463525","4,972148",
28/01/2006 0.00,"0,425761","6,512723","11,23321"
28/01/2006 1.00,,"8,323255",
28/01/2006 2.00,"0,412758",,"24,42001"
28/01/2006 3.00,"0,429159","4,776168",
28/01/2006 4.00,"0,472895","5,347233","5,372406"
28/01/2006 5.00,"0,434625","6,306361",
28/01/2006 6.00,"0,446927","6,303764","25,88522"
28/01/2006 7.00,"0,433259","8,385552",
28/01/2006 8.00,"0,535765","1,405595","23,93162"
28/01/2006 9.00,"0,426881","0,999362",
28/01/2006 10.00,"0,666062","0,612595","26,86202"
28/01/2006 11.00,"0,607747","3,440659",
28/01/2006 12.00,"0,627792","6,102593","33,211231"
28/01/2006 13.00,"0,929843","7,303127",
28/01/2006 14.00,"0,453304","2,985106","32,234421"
28/01/2006 15.00,"0,456949","4,494531",
28/01/2006 16.00,"0,379955","5,863786","24,42001"
28/01/2006 17.00,"0,442826","8,453042",
28/01/2006 18.00,"0,412758","5,449764","30,28083"
28/01/2006 19.00,"0,434625","1,698915",
28/01/2006 20.00,"0,474717","2,363425","32,722832"
28/01/2006 21.00,"0,542599","5,261573",
28/01/2006 22.00,"0,46196","6,669765","31,746031"
28/01/2006 23.00,"0,425514","6,347892",
29/01/2006 0.00,"0,464694","1,345893","33,211231"
29/01/2006 1.00,"0,493396","4,802128",
29/01/2006 2.00,"0,442826","8,491978","31,746031"
29/01/2006 3.00,"0,448293","9,571806",
29/01/2006 4.00,"0,450115","6,268723","37,118431"
29/01/2006 5.00,"0,466061","6,244062",
29/01/2006 6.00,"0,431892","5,135682","29,79241"
29/01/2006 7.00,"0,433259","5,416021",
29/01/2006 8.00,"0,444193","5,902722","23,93162"
29/01/2006 9.00,"0,438726","8,026042",
29/01/2006 10.00,"0,403191","7,910531","30,76923"
29/01/2006 11.00,"0,451026","8,389445",
29/01/2006 12.00,"0,429159","6,468594","34,18803"
29/01/2006 13.00,"0,419592","5,515958",
29/01/2006 14.00,"0,44556","4,397191","36,141621"
29/01/2006 15.00,"0,441459","8,088339",
29/01/2006 16.00,"0,434625","6,73336","29,79241"
29/01/2006 17.00,"0,433259","5,949446",
29/01/2006 18.00,"0,375856","5,805383","32,722832"
29/01/2006 19.00,"0,381322","4,663255",
29/01/2006 20.00,"0,419592","3,523722","33,211231"
29/01/2006 21.00,"0,463327","4,212893",
29/01/2006 22.00,"0,39499","5,358913","31,25762"
29/01/2006 23.00,"0,405924","6,69183",
30/01/2006 0.00,"0,456494","22,228644","37,606831"
30/01/2006 1.00,,"20,559583",
30/01/2006 2.00,"0,600918",,"34,67643"
30/01/2006 3.00,"0,469128","2,904638",
30/01/2006 4.00,"0,48309","7,299232","2,930403"
30/01/2006 5.00,"0,487278","10,323268",
30/01/2006 6.00,"1,345464","42,501406","25,88522"
30/01/2006 7.00,"2,317895","41,141229",
30/01/2006 8.00,"6,548846","66,177186","30,76923"
30/01/2006 9.00,"4,108509","68,855994",
30/01/2006 10.00,"1,156793","55,359435","30,76923"
30/01/2006 11.00,"1,767181","44,793455",
30/01/2006 12.00,"0,850536","23,783501","25,88522"
30/01/2006 13.00,"2,46717","21,862648",
30/01/2006 14.00,"3,487497","49,908359","34,67643"
30/01/2006 15.00,"2,159274","13,14225",
30/01/2006 16.00,"1,845794","7,002019","38,09523"
30/01/2006 17.00,"0,949849","15,671804",
30/01/2006 18.00,"1,601578","55,567079","33,211231"
30/01/2006 19.00,"2,155632","63,703439",
30/01/2006 20.00,"2,754485","69,719087","44,932831"
30/01/2006 21.00,"1,17549","45,119202",
30/01/2006 22.00,"3,335492","55,494401","58,608051"
30/01/2006 23.00,"3,687824","58,113518",
31/01/2006 0.00,"3,787987","35,365708","63,980461"
31/01/2006 1.00,"2,662518","49,746129",
31/01/2006 2.00,"0,619858","15,76914","65,445663"
31/01/2006 3.00,"0,450976","6,658085",
31/01/2006 4.00,"0,492864","2,351745","57,142841"
31/01/2006 5.00,"0,761361","0,879958",
31/01/2006 6.00,"1,921796","0,89034","32,234421"
31/01/2006 7.00,"1,878999","3,509447",
31/01/2006 8.00,"1,699312","7,621104","31,746031"
31/01/2006 9.00,"2,278256","47,757783",
31/01/2006 10.00,"2,202678","31,755031","32,234421"
31/01/2006 11.00,"2,202253","0,064893",
31/01/2006 12.00,"2,158303","1,467894","37,606831"
31/01/2006 13.00,"2,276435","1,121361",
31/01/2006 14.00,"2,138574","1,194042","38,09523"
31/01/2006 15.00,"2,114534","1,871532",
31/01/2006 16.00,"1,421102","2,080489","37,606831"
31/01/2006 17.00,"2,230541","2,22066",
31/01/2006 18.00,"1,470759","4,305042","35,653221"
31/01/2006 19.00,"1,833653","6,45951",
31/01/2006 20.00,"0,901529","4,863128","37,118431"
31/01/2006 21.00,"1,803726","3,051298",
31/01/2006 22.00,"0,864378","2,676213","34,18803"
31/01/2006 23.00,"1,216708","0,780021",
01/02/2006 0.00,"0,751162","4,616532","32,234421"
01/02/2006 1.00,,"7,98451",
01/02/2006 2.00,"1,126281",,"32,722832"
01/02/2006 3.00,"1,871079","6,591893",
01/02/2006 4.00,"1,333007","8,150638","37,606831"
01/02/2006 5.00,"0,846345","7,622404",
01/02/2006 6.00,"1,121013","7,352447","32,722832"
01/02/2006 7.00,"1,397677","4,768382",
01/02/2006 8.00,"1,826208","4,690511","36,630032"
01/02/2006 9.00,"2,184621","6,689233",
01/02/2006 10.00,"2,093428","4,449105","35,164822"
01/02/2006 11.00,"1,999147","1,606764",
01/02/2006 12.00,"1,548454","0,937064","37,606831"
01/02/2006 13.00,"1,378058","0,660617",
01/02/2006 14.00,"2,047105","2,676213","38,09523"
01/02/2006 15.00,"1,889607","1,288787",
01/02/2006 16.00,"1,855455","8,159721","36,630032"
01/02/2006 17.00,"1,868172","3,906595",
01/02/2006 18.00,"1,124463","4,886489","34,18803"
01/02/2006 19.00,"1,65545","5,674296",
01/02/2006 20.00,"1,850006","4,290765","36,141621"
01/02/2006 21.00,"1,887791","2,837148",
01/02/2006 22.00,"1,310119","1,858552","37,606831"
01/02/2006 23.00,"1,447452","2,907234",
02/02/2006 0.00,"1,435462","6,146722","35,164822"
02/02/2006 1.00,"1,141358","4,068829",
02/02/2006 2.00,"1,32011","8,485486","37,118431"
02/02/2006 3.00,"0,743527","7,0747",
02/02/2006 4.00,"0,987131","4,275192","32,722832"
02/02/2006 5.00,"1,126099","4,144107",
02/02/2006 6.00,"0,666322","4,046765","38,09523"
02/02/2006 7.00,"1,637103","6,337509",
02/02/2006 8.00,"1,357168","31,984757","38,09523"
02/02/2006 9.00,"2,19443","55,349052",
02/02/2006 10.00,"2,190797","11,375839","31,746031"
02/02/2006 11.00,"2,190797","3,042212",
02/02/2006 12.00,"2,190797","0,464639","33,699631"
02/02/2006 13.00,"2,17808","2,057128",
02/02/2006 14.00,"2,188981",,"35,164822"
02/02/2006 15.00,"2,190797","0,865681",
02/02/2006 16.00,"2,185347","0,934467","37,606831"
02/02/2006 17.00,"2,267275","41,146429",
02/02/2006 18.00,"2,02131","52,764985","63,980461"
02/02/2006 19.00,"5,420678","73,758054",
02/02/2006 20.00,"8,763186","76,519938","89,865692"
02/02/2006 21.00,"4,603216","63,734605",
02/02/2006 22.00,"2,911979","57,741021","127,9608"
02/02/2006 23.00,"2,437852","42,535154",
03/02/2006 0.00,"2,283443","44,950488","126,495598"
03/02/2006 1.00,,"57,38929",
03/02/2006 2.00,"0,527873",,"129,426102"
03/02/2006 3.00,"0,653441","27,927608",
03/02/2006 4.00,"0,393064","19,664058","99,63369"
03/02/2006 5.00,"0,476373","34,798532",
03/02/2006 6.00,"0,392307","12,73082","89,865692"
03/02/2006 7.00,"3,357785","31,671955",
03/02/2006 8.00,"6,009115","47,978428","67,88765"
03/02/2006 9.00,"7,386886","61,272522",
03/02/2006 10.00,"3,873389","77,466077","114,774101"
03/02/2006 11.00,"0,635265","46,938835",
03/02/2006 12.00,"2,126183","47,15816","92,307693"
03/02/2006 13.00,"4,358699","49,496936",
03/02/2006 14.00,"6,876129","33,704429","67,399261"
03/02/2006 15.00,"6,716176","3,553574",
03/02/2006 16.00,"6,674372","10,349227","59,096451"
03/02/2006 17.00,"3,635279","4,921532",
03/02/2006 18.00,"2,08665","79,664661","68,37606"
03/02/2006 19.00,"4,026071","114,481303",
03/02/2006 20.00,"4,978514","81,976173","100,610397"
03/02/2006 21.00,"3,348091","68,752154",
03/02/2006 22.00,"1,855053","54,325024","132,356506"
03/02/2006 23.00,"1,111335","45,507282",
04/02/2006 0.00,"0,538778","33,677165","97,191681"
04/02/2006 1.00,"0,804154","51,822712",
04/02/2006 2.00,"0,268102","9,527679","97,680092"
04/02/2006 3.00,"0,179491","9,954678",
04/02/2006 4.00,"0,180249","6,157104","90,842491"
04/02/2006 5.00,"0,328689","14,746422",
04/02/2006 6.00,"0,655714","30,389672","86,446869"
04/02/2006 7.00,"2,106643","43,735678",
04/02/2006 8.00,"5,890968","45,352831","87,423691"
04/02/2006 9.00,"6,676189","63,757952",
04/02/2006 10.00,"1,548174","64,523711","98,656891"
04/02/2006 11.00,"0,528176","30,946447",
04/02/2006 12.00,"0,529387","0,072681","63,980461"
04/02/2006 13.00,"0,527115","4,175255",
04/02/2006 14.00,"0,521057","6,462106","67,399261"
04/02/2006 15.00,"0,53378","5,240807",
04/02/2006 16.00,"0,528933","3,854682","60,561661"
04/02/2006 17.00,"0,564074","44,590974",
04/02/2006 18.00,"2,070291","72,318722","64,95726"
04/02/2006 19.00,"3,444426","67,917638",
04/02/2006 20.00,"3,48714","69,868338","93,772881"
04/02/2006 21.00,"0,531204","60,829955",
04/02/2006 22.00,"0,817937","70,161661","96,7033"
04/02/2006 23.00,"0,963046","57,830581",
05/02/2006 0.00,"0,577554","54,19912","94,261292"
05/02/2006 1.00,,"21,614739",
05/02/2006 2.00,"0,052104",,"96,21489"
05/02/2006 3.00,"0,108274","21,196833",
05/02/2006 4.00,"0,090203","2,390681","95,726479"
05/02/2006 5.00,"0,060988","5,532829",
05/02/2006 6.00,"0,098335","4,131126","99,63369"
05/02/2006 7.00,"0,070326","2,812489",
05/02/2006 8.00,"0,046682","5,057808","68,864471"
05/02/2006 9.00,"0,10481","3,647021",
05/02/2006 10.00,"0,105413","2,155767","52,25885"
05/02/2006 11.00,"0,08674","1,232978",
05/02/2006 12.00,"0,088698","1,42117","36,630032"
05/02/2006 13.00,"0,102852","1,793659",
05/02/2006 14.00,"0,106015","3,371873","32,234421"
05/02/2006 15.00,"0,104358","7,091573",
05/02/2006 16.00,"0,094269","7,380998","35,653221"
05/02/2006 17.00,"0,043069","6,638615",
05/02/2006 18.00,"0,105413","1,438042","34,67643"
05/02/2006 19.00,"0,106918","1,079829",
05/02/2006 20.00,"0,105714","1,99483","35,164822"
05/02/2006 21.00,"0,699189","8,154531",
05/02/2006 22.00,"1,086506","7,535446","32,234421"
05/02/2006 23.00,"2,379923","8,905998",
06/02/2006 0.00,"3,344903","8,206446","29,30402"
06/02/2006 1.00,"3,187688","8,512744",
06/02/2006 2.00,"3,02505","6,419276","33,211231"
06/02/2006 3.00,"2,967223","5,932575",
06/02/2006 4.00,"3,516575","6,367359","34,18803"
06/02/2006 5.00,"4,402045","6,155808",
06/02/2006 6.00,"4,537575","7,322594","35,653221"
06/02/2006 7.00,"6,015766","3,537999",
06/02/2006 8.00,"6,575961","2,767064","35,653221"
06/02/2006 9.00,"7,080136","8,071466",
06/02/2006 10.00,"4,201459","3,805362","33,699631"
06/02/2006 11.00,"4,508662","4,748915",
06/02/2006 12.00,"6,980747","1,419872","37,118431"
06/02/2006 13.00,"6,890393","1,166786",
06/02/2006 14.00,"6,4838","0,247895","37,606831"
06/02/2006 15.00,"5,910956","4,027297",
06/02/2006 16.00,"5,06705","6,629531","35,653221"
06/02/2006 17.00,"4,501434","4,372532",
06/02/2006 18.00,"4,35506","6,821616","35,653221"
06/02/2006 19.00,"4,28097","6,238871",
06/02/2006 20.00,"5,292935","6,325829","32,234421"
06/02/2006 21.00,"5,030909","7,107149",
06/02/2006 22.00,"4,879113","6,220701","55,189251"
06/02/2006 23.00,"3,187688","7,098063",
07/02/2006 0.00,"5,014644","7,859915","36,141621"
07/02/2006 1.00,,"5,37319",
07/02/2006 2.00,"6,800781",,"36,630032"
07/02/2006 3.00,"4,6568","6,15451",
07/02/2006 4.00,"5,298177","5,17851","33,699631"
07/02/2006 5.00,"5,527111","5,439382",
07/02/2006 6.00,"5,160091","6,54517","32,234421"
07/02/2006 7.00,"4,153509","6,285595",
07/02/2006 8.00,"4,416965","4,898171","33,211231"
07/02/2006 9.00,"4,418781","0,790404",
07/02/2006 10.00,"3,950013","0,256979","33,699631"
07/02/2006 11.00,"5,756045","1,374447",
07/02/2006 12.00,"5,832355","2,619107","34,18803"
07/02/2006 13.00,"5,752411","2,341361",
07/02/2006 14.00,"5,176443","0,953935","37,118431"
07/02/2006 15.00,"4,326119","1,266723",
07/02/2006 16.00,"3,673839","0,212851","33,699631"
07/02/2006 17.00,"2,616384","2,282958",
07/02/2006 18.00,"2,196672","2,88517","32,722832"
07/02/2006 19.00,"2,727217","4,676232",
07/02/2006 20.00,"2,160334","4,89168","32,234421"
07/02/2006 21.00,"2,160334","4,233659",
07/02/2006 22.00,"2,024154","2,48802","23,44322"
07/02/2006 23.00,"2,163967","6,343999",
08/02/2006 0.00,"1,97328","7,83785","1,465201"
08/02/2006 1.00,"0,970878","5,976702",
08/02/2006 2.00,"0,842966","4,585381","0,4884"
08/02/2006 3.00,"0,484213","8,599702",
08/02/2006 4.00,"0,663726","7,441999","25,88522"
08/02/2006 5.00,"0,400361","8,315465",
08/02/2006 6.00,"0,55153","5,444573","24,908421"
08/02/2006 7.00,"0,334225","3,474404",
08/02/2006 8.00,"0,4228","4,158382","27,83882"
08/02/2006 9.00,"0,771197","45,234727",
08/02/2006 10.00,"0,819619","1,639213","29,30402"
08/02/2006 11.00,"0,83261","2,465958",
08/02/2006 12.00,"0,827976","20,958025","25,88522"
08/02/2006 13.00,"0,748758","21,667968",
08/02/2006 14.00,"0,830884","2,595745","35,164822"
08/02/2006 15.00,"0,954617","1,505532",
08/02/2006 16.00,"1,154206","2,899446","28,81562"
08/02/2006 17.00,"0,846691","20,593329",
08/02/2006 18.00,"4,151784","82,884699","33,699631"
08/02/2006 19.00,"5,963175","88,922395",
08/02/2006 20.00,"0,970697","55,564497","66,42247"
08/02/2006 21.00,"0,88421","41,48388",
08/02/2006 22.00,"0,647191","35,309897","69,352852"
08/02/2006 23.00,"0,557435","14,33499",
09/02/2006 0.00,"0,801903","4,006531","67,399261"
09/02/2006 1.00,,"10,07019",
09/02/2006 2.00,"0,026836",,"64,95726"
09/02/2006 3.00,"0,054575","8,708722",
09/02/2006 4.00,"0,057557","8,358296","35,653221"
09/02/2006 5.00,"0,022047","8,730786",
09/02/2006 6.00,"0,049786","2,181724","26,86202"
09/02/2006 7.00,"0,062888","3,149936",
09/02/2006 8.00,"0,078972","3,292701","6,837607"
09/02/2006 9.00,"0,064424","0,446469",
09/02/2006 10.00,"0,05331","9,76519","25,39682"
09/02/2006 11.00,"0,063159","4,193425",
09/02/2006 12.00,"0,064244","3,744361","21,97802"
09/02/2006 13.00,"0,062888","25,936661",
09/02/2006 14.00,"0,070478","16,811335","28,81562"
09/02/2006 15.00,"0,063249","5,146064",
09/02/2006 16.00,"0,064786","4,107765","24,42001"
09/02/2006 17.00,"0,062979","1,597681",
09/02/2006 18.00,"0,052498","2,109043","29,30402"
09/02/2006 19.00,"0,058551","29,359161",
09/02/2006 20.00,"0,06334","52,15886","34,67643"
09/02/2006 21.00,"0,063611","37,385203",
09/02/2006 22.00,"0,062165","17,735416","37,118431"
09/02/2006 23.00,"0,055389","12,136398",
10/02/2006 0.00,"0,062256","6,39851","33,699631"
10/02/2006 1.00,"0,046443","9,549744",
10/02/2006 2.00,"0,062256","16,070246","26,37361"
10/02/2006 3.00,"0,035511","4,258318",
10/02/2006 4.00,"0,051503","5,204468","21,001221"
10/02/2006 5.00,"0,053672","3,412105",
10/02/2006 6.00,"0,337935","25,653724","2,930403"
10/02/2006 7.00,"0,063702","36,5883",
10/02/2006 8.00,"1,125123","58,536603","2,442003"
10/02/2006 9.00,"1,215571","46,13027",
10/02/2006 10.00,"0,155052","54,441829","31,25762"
10/02/2006 11.00,"0,06334","17,810698",
10/02/2006 12.00,"0,333146","30,768631","29,79241"
10/02/2006 13.00,"0,063159","26,296175",
10/02/2006 14.00,"0,063972","17,277266","28,81562"
10/02/2006 15.00,"0,152251","2,184318",
10/02/2006 16.00,"0,063521","3,121382","0,4884"
10/02/2006 17.00,"0,063791","6,214212",
10/02/2006 18.00,"0,06343","40,633766","15,62881"
10/02/2006 19.00,"0,094964","14,944997",
10/02/2006 20.00,"0,063702","2,041551","29,79241"
10/02/2006 21.00,"0,296823","31,695317",
10/02/2006 22.00,"1,043892","69,869644","27,83882"
10/02/2006 23.00,"0,51142","67,118139",
11/02/2006 0.00,"0,023312","6,869638","24,42001"
11/02/2006 1.00,,"7,182424",
11/02/2006 2.00,"0,29946",,"0,976801"
11/02/2006 3.00,"0,263524","9,265507",
11/02/2006 4.00,"0,254873","8,046807","1,953602"
11/02/2006 5.00,"0,228254","7,418638",
11/02/2006 6.00,"0,095162","9,695105","4,395605"
11/02/2006 7.00,"0,161043","2,800809",
11/02/2006 8.00,"0,322086","5,358913","5,860806"
11/02/2006 9.00,"0,348704","21,941805",
11/02/2006 10.00,"0,427895","11,336913","5,860806"
11/02/2006 11.00,"0,434549","15,89763",
11/02/2006 12.00,"0,44919","4,524383","5,372406"
11/02/2006 13.00,"0,44435","0,820256",
11/02/2006 14.00,"0,437211","3,101914","3,418803"
11/02/2006 15.00,"0,423237","6,2817",
11/02/2006 16.00,"0,45294","3,556169","4,884005"
11/02/2006 17.00,"0,418578","1,980553",
11/02/2006 18.00,"0,344711","3,894914","3,907204"
11/02/2006 19.00,"0,468488","4,345276",
11/02/2006 20.00,"0,467823","4,125935","5,372406"
11/02/2006 21.00,"0,470969","10,615292",
11/02/2006 22.00,"0,425233","4,412764","6,349206"
11/02/2006 23.00,"0,352031","6,953999",
12/02/2006 0.00,"0,201637","8,532211","7,326007"
12/02/2006 1.00,"0,090504","6,952701",
12/02/2006 2.00,"0,066546","7,854723","4,884005"
12/02/2006 3.00,"0,048579","7,249914",
12/02/2006 4.00,"0,288812","7,217467","4,884005"
