,Provincia di TARANTO,,,,,,,,
,TA V. Machiavelli,,,,,,,,
Parm,SO2,NOX,NO,NO2,CO,O3,PM10,BENZENE,PM2.5



10/01/2008 22.00,"1,410589","112,2687","32,985343","61,735861","0,794884","4,362959","36,36768698","2,059425","25,30049231"
10/01/2008 23.00,"1,281594","103,860412","31,59217","55,459355","0,742797","3,995995","36,36768698","2,760138","25,30049231"
11/01/2008 0.00,"0,954476","78,351503","20,352873","47,177642","0,614606","3,75767","36,36768698","2,272486","25,30049231"
11/01/2008 1.00,"0,661599","51,723346","10,801127","35,186593","0,535294","4,254631","39,49829645","2,070612","31,46209467"
11/01/2008 2.00,"0,781247","50,323896","9,923097","35,133382","0,492151","3,955371","39,49829645","1,710594","31,46209467"
11/01/2008 3.00,"0,675748","60,821618","16,154735","36,076953","0,596603","4,774612","39,49829645","1,864161","31,46209467"
11/01/2008 4.00,"0,819594","54,859408","14,276017","32,993184","0,54989","3,696735","39,49829645","2,091969","31,46209467"
11/01/2008 5.00,"0,78228","49,23704","11,389018","31,796557","0,672747","3,439454","39,49829645","1,874331","31,46209467"
11/01/2008 6.00,"1,006079","64,619156","17,234937","38,219711","0,819903","3,769856","39,49829645","2,394018","31,46209467"
11/01/2008 7.00,"1,015365","75,15835","23,153609","39,68503","0,931854","3,002074","39,49829645","2,649285","31,46209467"
11/01/2008 8.00,"1,087554","87,366794","28,605343","43,5371","1,023755","3,126652","39,49829645","2,928451","31,46209467"
11/01/2008 9.00,"1,185071","83,251499","25,236175","44,588392","0,823111","6,272262","39,49829645","2,743357","31,46209467"
11/01/2008 10.00,"0,956133","74,389266","19,21092","44,964751","0,776478","11,244572","39,49829645","2,230789","31,46209467"
11/01/2008 11.00,"0,975287","89,294089","22,662143","54,584595","0,820584","12,598687","39,49829645","2,256723","31,46209467"
11/01/2008 12.00,"0,669215","66,272806","10,286826","50,535228","0,679723","29,72959","39,49829645","2,431138","31,46209467"
11/01/2008 13.00,"0,761767","46,614539","6,209654","37,119128","0,534413","43,217925","39,49829645","2,000947","31,46209467"
11/01/2008 14.00,"0,77836","36,551339","5,604846","27,976919","0,459631","54,103664","39,49829645","1,614487","31,46209467"
11/01/2008 15.00,"0,63444","34,138951","4,104242","27,865296","0,379278","53,966906","39,49829645","1,477701","31,46209467"
11/01/2008 16.00,"0,701738","29,786302","3,109479","25,035937","0,427674","55,705587","39,49829645","1,434987","31,46209467"
11/01/2008 17.00,"0,380375","31,9782","2,987672","27,416225","0,416567","48,76981","39,49829645","1,224976","31,46209467"
11/01/2008 18.00,"0,722313","35,513756","2,926769","31,047688","0,485574","41,468407","39,49829645","1,306845","31,46209467"
11/01/2008 19.00,"0,638895","36,478683","2,926769","32,013304","0,522263","40,975525","39,49829645","1,497024","31,46209467"
11/01/2008 20.00,"0,582684","39,805431","2,923384","35,347525","0,55418","42,852321","39,49829645","1,63737","31,46209467"
11/01/2008 21.00,"0,762165","84,928459","11,257905","67,713859","0,757231","9,537034","39,49829645","2,044678","31,46209467"
11/01/2008 22.00,"0,616926","64,978422","6,770478","54,635206","0,610677","16,665098","39,49829645","2,073663","31,46209467"
11/01/2008 23.00,"0,629845","60,643936","5,389144","52,417152","0,602978","18,111289","39,49829645","1,875856","31,46209467"
12/01/2008 0.00,"0,651712","42,139981","3,468135","36,847872","0,555424","22,112699","39,49829645","1,843821","31,46209467"
12/01/2008 1.00,"35,599355","3,08072","30,897135","0,435935","34,306498","22,9177284","1,781784","15,34856213",
12/01/2008 2.00,"0,663232","22,471371","2,500442","18,650415","0,360873","43,858421","22,9177284","1,300743","15,34856213"
12/01/2008 3.00,"0,691797","20,665985","2,453072","16,916461","46,981012","22,9177284","1,037747","15,34856213",
12/01/2008 4.00,"0,517973","18,305501","2,696687","14,180541","0,305717","22,9177284","0,850161","15,34856213",
12/01/2008 5.00,"0,342447","17,280891","2,537661","13,399232","0,314254","44,11705","22,9177284","0,770022","15,34856213"
12/01/2008 6.00,"0,637576","18,099281","2,659468","14,03129","0,290166","55,621637","22,9177284","0,718155","15,34856213"
12/01/2008 7.00,"0,481672","28,98219","2,8997","24,553139","0,363149","35,786549","22,9177284","0,743325","15,34856213"
12/01/2008 8.00,"0,668998","34,729088","3,234671","29,790049","0,417175","35,109486","22,9177284","0,915707","15,34856213"
12/01/2008 9.00,"0,782757","33,852323","4,264115","27,431808","0,442584","48,455656","22,9177284","1,327185","15,34856213"
12/01/2008 10.00,"0,718801","29,762955","3,342944","24,654359","0,408638","53,654088","22,9177284","1,228536","15,34856213"
12/01/2008 11.00,"0,696609","23,994011","3,491821","18,653018","0,371204","64,860765","22,9177284","1,066833","15,34856213"
12/01/2008 12.00,"0,50185","21,009686","3,596711","15,505677","0,344271","72,529122","22,9177284","1,028187","15,34856213"
12/01/2008 13.00,"0,520291","21,938326","3,698217","16,279207","0,349803","72,141833","22,9177284","0,873603","15,34856213"
12/01/2008 14.00,"0,595778","17,869719","3,226212","12,93199","0,308041","77,041015","22,9177284","0,910062","15,34856213"
12/01/2008 15.00,"0,577917","14,546866","3,048576","9,879403","0,26095","80,03226","22,9177284","0,692068","15,34856213"
12/01/2008 16.00,"0,529799","12,321258","2,882782","7,906638","0,258384","78,227244","22,9177284","0,669491","15,34856213"
12/01/2008 17.00,"0,521134","13,764792","2,750823","9,553637","0,267242","73,929277","22,9177284","0,538451","15,34856213"
12/01/2008 18.00,"0,497248","14,981353","2,622249","10,968316","0,300587","72,25423","22,9177284","0,687543","15,34856213"
12/01/2008 19.00,"0,571588","15,705067","2,825262","11,381038","0,323111","73,954992","22,9177284","0,705035","15,34856213"
12/01/2008 20.00,"0,504437","17,083749","2,701763","12,950165","0,316779","73,650313","22,9177284","0,702035","15,34856213"
12/01/2008 21.00,"0,461485","16,8477","3,048576","12,181825","0,303031","75,556911","22,9177284","0,741647","15,34856213"
12/01/2008 22.00,"0,346198","15,217403","2,635783","11,183754","0,294574","76,789167","22,9177284","0,654439","15,34856213"
12/01/2008 23.00,"0,362052","13,561165","2,58926","9,597766","0,280427","77,363305","22,9177284","0,583097","15,34856213"
13/01/2008 0.00,"0,418541","9,956876","2,404856","6,273914","0,241913","85,408107","22,9177284","0,498076","15,34856213"
13/01/2008 1.00,"0,317937","9,88165","2,206073","6,503637","0,249527","80,380264","16,12957396","0,423072","7,286988166"
13/01/2008 2.00,"0,382777","9,597612","2,182388","6,255743","0,233697","81,149417","16,12957396","0,443565","7,286988166"
13/01/2008 3.00,"0,232049","9,833662","2,199305","6,465999","0,230691","81,095254","16,12957396","0,401359","7,286988166"
13/01/2008 4.00,"0,345321","10,441942","2,18408","7,098063","0,242714","72,944821","16,12957396","0,419309","7,286988166"
13/01/2008 5.00,"0,394898","9,512013","2,070731","6,341402","0,269085","67,035475","16,12957396","0,473668","7,286988166"
13/01/2008 6.00,"0,328034","10,854382","2,067348","7,689892","0,274135","58,212046","16,12957396","0,415953","7,286988166"
13/01/2008 7.00,"0,347639","14,58837","2,162086","11,281098","0,264395","55,004143","16,12957396","0,461057","7,286988166"
13/01/2008 8.00,"0,365735","19,621919","2,789735","15,355124","0,281871","45,867942","16,12957396","0,446514","7,286988166"
13/01/2008 9.00,"0,307552","29,140409","4,342782","22,497298","0,34848","35,824475","16,12957396","0,555994","7,286988166"
13/01/2008 10.00,"0,589187","57,483207","10,580345","41,289182","0,455569","34,661268","16,12957396","0,769157","7,286988166"
13/01/2008 11.00,"0,50442","49,106049","11,418624","31,758911","0,498092","40,94167","16,12957396","1,098563","7,286988166"
13/01/2008 12.00,"0,580817","42,697694","7,552077","31,139825","0,349362","48,947184","16,12957396","1,132938","7,286988166"
13/01/2008 13.00,"0,560925","24,065349","5,350233","15,872971","0,300988","61,310261","16,12957396","0,895875","7,286988166"
13/01/2008 14.00,"0,454514","37,337305","8,293074","24,638796","0,302311","54,27563","16,12957396","0,770937","7,286988166"
13/01/2008 15.00,"0,467224","35,119462","5,949968","26,014538","0,22516","59,20326","16,12957396","0,723595","7,286988166"
13/01/2008 16.00,"0,42632","35,412592","4,995807","27,771857","0,233415","57,052929","16,12957396","0,573079","7,286988166"
13/01/2008 17.00,"0,571597","27,731896","3,292191","22,699779","0,229809","64,932523","16,12957396","0,50372","7,286988166"
13/01/2008 18.00,"0,456006","43,32024","3,402156","38,130174","0,252332","47,773166","16,12957396","0,49716","7,286988166"
13/01/2008 19.00,"0,564972","28,520462","2,94707","24,018409","0,241351","63,849239","16,12957396","0,660287","7,286988166"
13/01/2008 20.00,"0,686588","21,218496","2,798193","16,939826","0,248124","68,446451","16,12957396","0,517907","7,286988166"
13/01/2008 21.00,"0,685728","62,281985","10,032217","46,932333","0,439458","35,15146","16,12957396","0,898214","7,286988166"
13/01/2008 22.00,"0,460043","51,022961","5,583698","42,491023","0,44567","27,832485","16,12957396","1,683135","7,286988166"
13/01/2008 23.00,"0,642464","49,700048","7,339759","38,472803","0,490998","28,329439","16,12957396","1,303794","7,286988166"
14/01/2008 0.00,"0,476766","33,96775","4,949283","26,397415","0,609349","39,338389","16,12957396","1,281318","7,286988166"
14/01/2008 1.00,"19,487028","2,473373","15,705544","0,262472","60,790282","25,09153254","1,383628","15,64527219",
14/01/2008 2.00,"0,456325","16,318534","2,69415","12,196097","0,239307","66,259557","25,09153254","0,551316","15,64527219"
14/01/2008 3.00,"0,238015","25,08867","2,533431","21,218897","61,759833","25,09153254","0,478041","15,64527219",
14/01/2008 4.00,"0,498568","29,617701","2,537661","25,744582","0,202556","25,09153254","0,644575","15,64527219",
14/01/2008 5.00,"0,691624","54,86979","10,408629","38,943939","0,282169","44,85642","25,09153254","0,979371","15,64527219"
14/01/2008 6.00,"0,797145","51,837474","8,80991","38,356001","0,304756","33,908398","25,09153254","0,737884","15,64527219"
14/01/2008 7.00,"1,964345","176,410586","68,304497","71,730784","0,829287","8,613528","25,09153254","1,345999","15,64527219"
14/01/2008 8.00,"3,077131","224,483894","93,590587","81,040421","0,875862","4,648677","25,09153254","2,87455","15,64527219"
14/01/2008 9.00,"4,742983","259,258597","117,840451","78,680901","1,545802","5,226884","25,09153254","3,51882","15,64527219"
14/01/2008 10.00,"1,919672","154,330905","50,968903","76,234404","0,806942","10,421262","25,09153254","4,623791","15,64527219"
14/01/2008 11.00,"1,731541","93,714174","23,102858","58,331563","0,459176","33,892139","25,09153254","2,28469","15,64527219"
14/01/2008 12.00,"1,180203","63,047225","15,829068","38,803773","0,425736","49,285718","25,09153254","1,805175","15,64527219"
14/01/2008 13.00,"1,149029","71,712295","21,428835","38,882928","0,380003","49,165201","25,09153254","1,76958","15,64527219"
14/01/2008 14.00,"1,15903","53,693451","11,536199","36,030204","0,30836","43,477913","25,09153254","1,173109","15,64527219"
14/01/2008 15.00,"0,952666","37,386577","6,046398","28,135251","0,258302","60,836328","25,09153254","0,888553","15,64527219"
14/01/2008 16.00,"0,89762","56,970887","8,636504","43,759044","0,265269","47,988489","25,09153254","0,70651","15,64527219"
14/01/2008 17.00,"1,28208","84,65353","14,885901","61,872144","0,26543","31,037671","25,09153254","0,695425","15,64527219"
14/01/2008 18.00,"2,008672","155,758836","46,598195","84,369463","0,857881","8,363016","25,09153254","0,782632","15,64527219"
14/01/2008 19.00,"1,186944","84,768961","15,703883","60,732613","0,590168","20,540559","25,09153254","2,81709","15,64527219"
14/01/2008 20.00,"0,933244","65,562057","8,058764","53,242602","0,592892","21,409901","25,09153254","1,774156","15,64527219"
14/01/2008 21.00,"1,192409","74,062428","11,800958","56,007068","0,671904","16,113966","25,09153254","2,002473","15,64527219"
14/01/2008 22.00,"0,99321","80,313844","14,25826","58,492495","0,572948","7,891783","25,09153254","2,208924","15,64527219"
14/01/2008 23.00,"1,186175","75,478704","14,457044","53,349024","0,542353","6,172059","25,09153254","1,756359","15,64527219"
15/01/2008 0.00,"1,148277","61,454529","10,209007","45,833048","0,501385","7,798349","25,09153254","1,676524","15,64527219"
15/01/2008 1.00,"0,844992","46,962142","5,022029","39,289172","0,470268","12,363065","23,54123728","1,533127","16,07755621"
15/01/2008 2.00,"0,821401","27,901796","2,933536","23,420087","0,395381","22,253507","23,54123728","1,37295","16,07755621"
15/01/2008 3.00,"0,735548","27,615168","2,730523","23,444752","0,374557","27,614451","23,54123728","16,07755621",
15/01/2008 4.00,"0,833767","20,746404","2,392167","17,090379","0,309961","50,044018","23,54123728","0,952726","16,07755621"
15/01/2008 5.00,"0,64903","19,013648","2,244983","15,582254","0,299509","50,220056","23,54123728","0,745868","16,07755621"
15/01/2008 6.00,"0,745234","25,322125","2,600255","21,349985","0,309321","46,43937","23,54123728","0,658202","16,07755621"
15/01/2008 7.00,"0,965084","54,200553","7,235715","43,136056","0,470469","27,026763","23,54123728","0,745969","16,07755621"
15/01/2008 8.00,"1,154563","100,612805","24,503637","63,085656","0,603544","9,105072","23,54123728","1,363797","16,07755621"
15/01/2008 9.00,"1,798928","111,638561","30,403668","65,06645","0,626902","10,545318","23,54123728","1,488379","16,07755621"
15/01/2008 10.00,"1,085561","77,987059","17,756843","50,796101","0,615679","24,280627","23,54123728","1,683135","16,07755621"
15/01/2008 11.00,"1,218715","60,410479","12,077565","41,92125","0,600141","32,926655","23,54123728","1,687203","16,07755621"
15/01/2008 12.00,"1,319311","28,938081","4,770802","21,638104","0,380204","60,969037","23,54123728","1,691271","16,07755621"
15/01/2008 13.00,"1,845486","26,157383","4,109318","19,870403","0,316049","69,539217","23,54123728","3,639334","16,07755621"
15/01/2008 14.00,"1,169416","28,211789","4,762342","20,924277","0,336192","69,621827","23,54123728","1,381594","16,07755621"
15/01/2008 15.00,"0,763956","19,336591","3,353096","14,205207","0,272397","76,78645","23,54123728","1,056358","16,07755621"
15/01/2008 16.00,"0,907971","20,748986","3,121322","15,974202","0,269914","74,836541","23,54123728","0,723951","16,07755621"
15/01/2008 17.00,"0,804132","29,149491","3,378472","23,985963","0,358338","63,002899","23,54123728","0,810803","16,07755621"
15/01/2008 18.00,"0,815901","38,923481","2,70853","34,794651","0,451968","50,301311","23,54123728","0,995745","16,07755621"
15/01/2008 19.00,"1,22747","120,81446","28,277134","77,511502","0,860082","14,86412","23,54123728","1,783818","16,07755621"
15/01/2008 20.00,"0,698123","85,308505","9,40457","70,937777","0,682958","17,42204","23,54123728","2,288758","16,07755621"
15/01/2008 21.00,"0,782258","73,352962","9,816516","58,341924","0,601302","14,853283","23,54123728","1,973488","16,07755621"
15/01/2008 22.00,"1,143615","98,931927","22,273889","64,824809","0,830729","9,316312","23,54123728","1,879416","16,07755621"
15/01/2008 23.00,"1,324564","102,828026","27,059912","61,380242","0,99432","8,620297","23,54123728","2,742849","16,07755621"
16/01/2008 0.00,"0,756355","61,282047","8,057917","48,960908","0,629734","10,948018","23,54123728","2,93913","16,07755621"
16/01/2008 1.00,"44,652234","4,45444","37,848535","0,519086","17,438288","30,08776331","1,908909","19,93017278",
16/01/2008 2.00,"0,635189","32,665602","2,974139","28,124868","0,455291","21,568323","30,08776331","1,516347","19,93017278"
16/01/2008 3.00,"0,521052","25,38438","3,57641","19,914531","25,484429","30,08776331","1,406002","19,93017278",
16/01/2008 4.00,"0,555619","34,97939","5,927128","25,909416","0,41386","30,08776331","1,659235","19,93017278",
16/01/2008 5.00,"0,538775","46,303265","11,388164","28,877642","0,403163","13,723956","30,08776331","1,182771","19,93017278"
16/01/2008 6.00,"0,557784","28,912154","6,227419","19,377221","0,346238","20,127555","30,08776331","1,046493","19,93017278"
16/01/2008 7.00,"1,821705","93,580583","37,921096","35,461748","0,677373","9,501828","30,08776331","1,225078","19,93017278"
16/01/2008 8.00,"3,284013","220,980919","112,897043","47,912234","1,121919","4,361605","30,08776331","2,932519","19,93017278"
16/01/2008 9.00,"1,739631","143,702188","61,996726","48,677989","0,895981","5,50854","30,08776331","2,914722","19,93017278"
16/01/2008 10.00,"1,995106","0,795951","9,359647","30,08776331","2,706745","19,93017278",,,
16/01/2008 11.00,"1,476864","100,940941","34,778617","47,64876","0,592206","19,867573","30,08776331","19,93017278",
16/01/2008 12.00,"0,897168","77,761384","15,434044","54,134224","0,56861","28,722136","30,08776331","19,93017278",
16/01/2008 13.00,"1,288388","72,236296","16,829749","46,463796","0,459648","37,091917","30,08776331","19,93017278",
16/01/2008 14.00,"0,798613","32,137717","5,791787","23,273417","0,336423","60,442277","30,08776331","19,93017278",
16/01/2008 15.00,"0,388295","33,461932","5,756259","24,653059","0,273048","64,98804","30,08776331","19,93017278",
