SIMAGE Brindisi,,,,,,,
,Via Taranto,,,,,,,
Parm,SO2,NOX,NO2,CO,O3,BENZENE,PM10



06/06/2010 23.00,"0,71127658","141,602395","90,03468424","0,78618045","41,8540227","1,472616","20,89999962"
07/06/2010 0.00,"0,3283476","131,2330836","77,2571324","0,7088594","50,38984965","2,199771","20,89999962"
07/06/2010 1.00,,"19,25487248","16,99433591","0,33732575","92,30811135","1,4454621","26,89999962"
07/06/2010 2.00,"0,27616432",,,"0,38069521","76,7088672","0,70442505","26,89999962"
07/06/2010 3.00,"0,24031913","38,02080832","34,1625644",,"57,44245395","0,7234938","26,89999962"
07/06/2010 4.00,"0,15876896","35,0844352","31,28389544","0,34550056",,"0,94718295","26,89999962"
07/06/2010 5.00,"0,24014828","70,30640056","45,33984872","0,45405409","48,7268775","0,9882189","26,89999962"
07/06/2010 6.00,"0,50035586","105,3545269","64,00454416","0,57267789","45,7077243","1,6317765","26,89999962"
07/06/2010 7.00,"0,39552656","95,78674504","62,53666352","0,56856427","59,316936","1,780767","26,89999962"
07/06/2010 8.00,"0,56147655","68,10800208","45,79540184","0,53587787","74,82832035","1,920096","26,89999962"
07/06/2010 9.00,"0,21741019","33,33870272","24,95548136","0,3970355","96,6327726","1,24074","26,89999962"
07/06/2010 10.00,"0,25661758","46,72348664","33,87964576","0,4812149","111,3373191","1,178703","26,89999962"
07/06/2010 11.00,"0,2493806","36,6317212","26,43764464","0,43062245","113,9313977","1,193958","26,89999962"
07/06/2010 12.00,"0,15497961","57,72444632","41,65001376","0,398663","105,3489875","0,87812865","26,89999962"
07/06/2010 13.00,"0,13531897","51,87898432","37,73691456","0,40196228","118,8615414","0,872586","26,89999962"
07/06/2010 14.00,"0,15460943","37,91442464","30,388372","0,35625234","136,8413792","0,9247581","26,89999962"
07/06/2010 15.00,"0,167745","60,70617208","49,39181648","0,34931244","138,7631228","2,131632","26,89999962"
07/06/2010 16.00,"0,08912988","46,51727744","38,97638768","0,35321169","140,4112122","0,9426573","26,89999962"
07/06/2010 17.00,"0,08975635","34,01574192","28,9217724","0,31516978","131,6246936","0,69232275","26,89999962"
07/06/2010 18.00,"0,08192037","35,00531664","30,08855128","0,3389451","132,4058757","0,77073345","26,89999962"
07/06/2010 19.00,"0,09140898","51,01389992","41,80184568","0,3994354","127,2223869","0,75242745","26,89999962"
07/06/2010 20.00,"0,24316877","61,15361832","51,57482336","0,52341237","86,38735035","0,975303","26,89999962"
07/06/2010 21.00,"0,12668464","55,12531176","47,56440336","0,46253646","81,32140695","1,37295","26,89999962"
07/06/2010 22.00,"0,10109692","44,5251264","39,23076016","0,42171136","80,7693306","1,1957886","26,89999962"
07/06/2010 23.00,"0,14489199","44,61720832","39,47867008","0,40453227","74,80330305","0,993609","26,89999962"
08/06/2010 0.00,"1,14814113","22,80599184","20,07806496","0,33980138","87,9469416","0,8466525","26,89999962"
08/06/2010 1.00,"1,13722771","14,31211539","12,37391143","0,30775922","86,56370835","0,8546868","25,10000038"
08/06/2010 2.00,"1,09254886","8,24875805","6,93582971","0,28531083","87,90570495","0,4919229","25,10000038"
08/06/2010 3.00,"0,92087214","6,23844874","5,18759442","0,28415399","87,56515845","0,4878549","25,10000038"
08/06/2010 4.00,"0,9701102","8,44200771","7,12272198","0,29177891","85,54809375","0,59347035","25,10000038"
08/06/2010 5.00,"0,97674917","16,56236731","13,7288923","0,37685886","73,8005163","0,73320615","25,10000038"
08/06/2010 6.00,"1,11406248","32,65650112","24,97624568","0,4716188","70,08265425","0,93894525","25,10000038"
08/06/2010 7.00,"1,42402069","34,30757048","24,5284744","0,49646592","77,14267995","1,1527695","25,10000038"
08/06/2010 8.00,"0,87271719","34,96902688","24,614132","0,46729199","93,40751595","0,8173629","25,10000038"
08/06/2010 9.00,"1,39874621","37,7120968","27,1735352","0,44107483","98,6065857","0,93294495","25,10000038"
08/06/2010 10.00,"1,20760817","41,94025536","28,99964816","0,44617287","94,29880215","1,0162881","25,10000038"
08/06/2010 11.00,"1,04037676","36,67973152","27,80820448","0,4376905","116,6208372","1,00586385","25,10000038"
08/06/2010 12.00,"0,82535957","32,60592872","26,40389784","0,43314933","142,5107702","1,00901655","25,10000038"
08/06/2010 13.00,"0,74583322","45,32145528","34,81929816","0,4238538","124,6079993","0,7775982","25,10000038"
08/06/2010 14.00,"1,04977994","35,68883752","28,59082432","0,40650345","132,8707506","0,8690265","25,10000038"
08/06/2010 15.00,"0,85576279","36,43719432","30,56486872","0,33324825","145,6589799","1,4781078","25,10000038"
08/06/2010 16.00,"0,72041636","45,81173032","38,00298848","0,36685035","141,486996","1,00683","25,10000038"
08/06/2010 17.00,"0,50058469","62,48953272","50,6922824","0,36944713","115,2294644","0,95531895","25,10000038"
08/06/2010 18.00,"1,22288148","33,9742324","27,44479064","0,33980254","122,4037637","1,5493995","25,10000038"
08/06/2010 19.00,"0,92674227","36,2283848","27,23064664","0,33898821","113,5691855","0,53997615","25,10000038"
08/06/2010 20.00,"0,88804745","52,62992232","39,34108256","0,39476491","96,56655855","0,68388165","25,10000038"
08/06/2010 21.00,"1,1327824","36,83666848","30,1339804","0,41143024","96,5685735","0,75069855","25,10000038"
08/06/2010 22.00,"0,74113163","40,35406016","33,31637056","0,44000419","85,500114","0,7462746","25,10000038"
08/06/2010 23.00,"1,18279032","62,88250608","53,85908976","0,52940979","66,27627405","1,1273445","25,10000038"
09/06/2010 0.00,"1,52677023","50,02560624","42,94917952","0,44008924","72,0395697","1,0175085","25,10000038"
09/06/2010 1.00,,"23,5647308","20,62575736","0,35590983","84,0864969","0,9506916","31,20000076"
09/06/2010 2.00,"0,34926323",,,"0,31092918","87,41716935","0,6717285","31,20000076"
09/06/2010 3.00,"0,29507848","19,99156608","18,43108154",,"90,3694302","0,71754435","31,20000076"
09/06/2010 4.00,"0,26124696","14,99821365","13,6808705","0,31956649",,"0,61482735","31,20000076"
09/06/2010 5.00,"0,12950885","26,67356632","22,50508128","0,37018574","69,3670677","0,75720735","31,20000076"
09/06/2010 6.00,"0,28154323","54,93592816","41,97706136","0,49228357","60,06292635","0,9804897","31,20000076"
09/06/2010 7.00,"0,54736364","77,87811176","51,75393952","0,63553546","61,361013","1,8300915","31,20000076"
09/06/2010 8.00,"0,72655497","110,7084328","67,14020504","0,71780427","63,0591171","2,249604","31,20000076"
09/06/2010 9.00,"0,36449992","60,47013568","43,20225184","0,54936973","87,8104437","2,151972","31,20000076"
09/06/2010 10.00,"0,28527359","114,5669253","73,21942816","0,55318045","78,1231626","1,2870135","31,20000076"
09/06/2010 11.00,"0,22828701","87,9011408","67,04286512","0,49485239","116,8309307","2,438766","31,20000076"
09/06/2010 12.00,"0,03616147","53,24338752","41,37355768","0,39416843","126,3161981","2,2633335","31,20000076"
09/06/2010 13.00,"0,07848291","54,24852592","41,19314136","0,35703872","128,8900673","1,226502","31,20000076"
09/06/2010 14.00,"0,07340909","35,11428152","28,4804828","0,31939524","139,8612506","1,2290445","31,20000076"
09/06/2010 15.00,"0,09108964","32,73433864","26,96459184","0,3032064","143,1161928","1,3683735","31,20000076"
09/06/2010 16.00,"0,00618845","42,22560224","34,28456912","0,32132215","133,0951682","0,6839325","31,20000076"
09/06/2010 17.00,"0,00744647","58,55580304","47,32559456","0,3183246","115,1443577","0,5988096","31,20000076"
09/06/2010 18.00,"0,12494964","20,90722288","16,92295139","0,29669754","128,196725","0,5724693","31,20000076"
09/06/2010 19.00,"0,04929602","27,1858676","23,0255468","0,30624705","127,7284785","0,54668835","31,20000076"
09/06/2010 20.00,"0,06537581","31,61633488","26,64010632","0,37472575","120,1785806","0,5191785","31,20000076"
09/06/2010 21.00,"0,14323021","35,92487392","32,7271304","0,39104274","94,4819232","0,7564446","31,20000076"
09/06/2010 22.00,"0,23743492","36,18299392","32,52724992","0,41074289","85,4082243","0,83653335","31,20000076"
09/06/2010 23.00,"0,38739666","41,37478136","34,76738736","0,46380398","75,0121197","0,9991008","31,20000076"
10/06/2010 0.00,"0,6235166","39,54993032","34,39489152","0,50080554","76,1784366","1,7751735","31,20000076"
10/06/2010 1.00,"0,61165329","19,05255611","16,593292","0,41129859","89,1706746","1,312947","33,09999084"
10/06/2010 2.00,"0,5338711","14,17204227","12,66203836","0,3457755","87,09956535","0,8459406","33,09999084"
10/06/2010 3.00,"0,59831839","9,3070902","8,40242358","0,31275707","102,7061511","0,65194785","33,09999084"
10/06/2010 4.00,"0,54952171","9,47699434","8,89561633","0,31057269","105,2874417","0,765801","33,09999084"
10/06/2010 5.00,"0,51234629","24,25083288","22,20788","0,41785172","95,99826285","0,75944475","33,09999084"
10/06/2010 6.00,"0,63446562","83,64835568","63,79948216","0,58131753","64,2369252","1,264131","33,09999084"
10/06/2010 7.00,"1,02939418","119,1271026","80,50439672","0,70105972","60,22240665","2,1443445","33,09999084"
10/06/2010 8.00,"1,01417274","109,162447","75,68149144","0,64988127","72,67679265","2,742849","33,09999084"
10/06/2010 9.00,"0,69779726","102,752792","75,42841912","0,57682063","88,33008135","2,31876","33,09999084"
10/06/2010 10.00,"0,4124952","76,1233164","62,74950736","0,4779797","128,8475139","3,758832","33,09999084"
10/06/2010 11.00,"0,28375826","43,5433144","36,6337288","0,38350519","145,2278205","2,6965755","33,09999084"
10/06/2010 12.00,"0,34922051","33,64869528","28,25205616","0,3505718","147,4422306","2,222145","33,09999084"
10/06/2010 13.00,"0,27449644","32,33484536","27,13330672","0,33138658","150,7803444","2,5002945","33,09999084"
10/06/2010 14.00,"0,17231641","25,77607352","20,55958304","0,30924576","145,4859536","2,038068","33,09999084"
10/06/2010 15.00,"0,26642146","50,40169664","40,90632224","0,32389214","132,6126176","1,5829605","33,09999084"
10/06/2010 16.00,"0,12780741","24,24175088","20,66990544","0,32530528","137,2637207","1,9110447","33,09999084"
10/06/2010 17.00,"0,09716418","23,83837624","19,74451656","0,30564824","129,5927661","0,72822285","33,09999084"
10/06/2010 18.00,"0,2482975","18,1148463","15,04622588","0,36029373","135,8507021","0,7378335","33,09999084"
10/06/2010 19.00,"0,36297035","25,60745424","22,45317048","0,34436235","135,1973595","0,64808325","33,09999084"
10/06/2010 20.00,"0,24673946","32,84068408","28,5363132","0,34903051","113,748935","0,64147275","33,09999084"
10/06/2010 21.00,"0,44757051","63,20284256","54,99472216","0,50782933","72,37407135","0,893943","33,09999084"
10/06/2010 22.00,"0,39612964","42,7677116","36,3027616","0,47065534","70,4975544","1,3785435","33,09999084"
10/06/2010 23.00,"0,52545237","37,6174528","31,24756744","0,49382486","68,83526055","1,5026175","33,09999084"
11/06/2010 0.00,"2,47068353","25,327308","21,94180608","0,47442528","74,33164515","1,9063665","33,09999084"
11/06/2010 1.00,,"22,3131356","19,7769632","0,47121221","80,33619615","1,51533","25,39999962"
11/06/2010 2.00,"1,33611121",,,"0,36928753","84,82235265","3,205584","25,39999962"
11/06/2010 3.00,"0,91301582","15,32116192","13,75614212",,"87,8928771","0,9474372","25,39999962"
11/06/2010 4.00,"0,71423808","13,47167667","11,94301164","0,30061427",,"0,56224845","25,39999962"
11/06/2010 5.00,"1,02070493","23,13802976","19,76918136","0,35023745","66,2505984","0,70656075","25,39999962"
11/06/2010 6.00,"1,1100911","37,46829768","28,606388","0,36411027","63,7017465","0,7702758","25,39999962"
11/06/2010 7.00,"1,29397181","63,1367256","41,66947792","0,4719217","58,06816575","0,98816805","25,39999962"
11/06/2010 8.00,"1,20203196","53,29397904","39,1100556","0,44434848","83,4040074","1,292607","25,39999962"
11/06/2010 9.00,"0,83214296","40,556388","31,14372672","0,35781694","96,95374815","1,1781945","25,39999962"
11/06/2010 10.00,"0,60271793","32,376374","25,24750112","0,3266893","107,9681432","0,72690075","25,39999962"
11/06/2010 11.00,"0,48183426","27,36096856","21,40189552","0,27899187","115,9113354","0,6206751","25,39999962"
11/06/2010 12.00,"0,92152913","26,36229272","20,5271364","0,31881157","124,3356419","0,52309395","25,39999962"
11/06/2010 13.00,"0,51631158","20,57648512","17,21626749","0,32150855","145,6873289","0,78812415","25,39999962"
11/06/2010 14.00,"0,56355835","20,32358488","17,17993184","0,2866133","146,3549955","0,7001028","25,39999962"
11/06/2010 15.00,"0,41202738","20,14590272","16,34279897","0,2952611","143,2263567","0,50895765","25,39999962"
11/06/2010 16.00,"0,2345324","15,14607052","12,64516305","0,28811149","143,3405106","0,57180825","25,39999962"
11/06/2010 17.00,"0,63889872","22,66721888","18,52322656","0,26366397","112,4765639","0,58096125","25,39999962"
11/06/2010 18.00,"0,3813811","27,74357888","23,34221224","0,30981894","109,4756849","0,59438565","25,39999962"
11/06/2010 19.00,"0,64570856","43,6276336","37,0347708","0,36188395","90,98434905","0,73951155","25,39999962"
11/06/2010 20.00,"0,51162931","51,51191856","43,86546728","0,41917166","81,58494645","1,043442","25,39999962"
11/06/2010 21.00,"0,9887813","41,65880896","35,8134808","0,38950028","84,9041277","0,94240305","25,39999962"
11/06/2010 22.00,"0,23751221","35,452782","30,17032752","0,39686541","85,46430375","0,9154017","25,39999962"
11/06/2010 23.00,"0,34051906","19,49480936","16,01573607","0,33024255","91,0505631","0,68632245","25,39999962"
12/06/2010 0.00,"0,06980688","14,26153343","12,29733774","0,28751268","91,5012735","0,4768713","25,39999962"
12/06/2010 1.00,"0,08853494","11,70778975","9,82229772","0,27321231","88,73889675","0,3985623","22,89999962"
12/06/2010 2.00,"0,11152015","8,3278747","7,25899978","0,26601843","87,0853809","0,48322755","22,89999962"
12/06/2010 3.00,"0,13365414","8,02567927","6,83459505","0,26606154","85,74811245","0,41732595","22,89999962"
12/06/2010 4.00,"0,16430042","10,9049639","9,71587006","0,26310593","81,0098877","0,34247475","22,89999962"
12/06/2010 5.00,"0,1608955","18,9449086","15,77562902","0,29915802","70,6968948","0,52299225","22,89999962"
12/06/2010 6.00,"0,16344919","40,71070552","27,6667356","0,36312584","65,72286105","0,72740925","22,89999962"
12/06/2010 7.00,"0,27539445","29,43353832","21,20721568","0,33461014","74,81479425","0,83622825","22,89999962"
12/06/2010 8.00,"0,44778205","20,2003756","15,05790438","0,32673241","92,7317895","0,53977275","22,89999962"
12/06/2010 9.00,"0,09364231","20,26651168","15,53162723","0,32125108","101,7906257","0,74276595","22,89999962"
12/06/2010 10.00,"0,03320098","20,99542344","16,39861407","0,33807834","109,9459463","0,59306355","22,89999962"
12/06/2010 11.00,"0,04086204","20,09661136","15,65623227","0,35755947","111,4967396","0,8122779","22,89999962"
12/06/2010 12.00,"0,02298522","14,84646968","11,79765566","0,31585713","122,1226682","0,6548463","22,89999962"
12/06/2010 13.00,"0,03192363","16,75561506","13,1110945","0,28836896","119,7028329","0,74510505","22,89999962"
12/06/2010 14.00,"0,00681085","13,362729","10,25318413","0,26905792","118,5115187","0,54190845","22,89999962"
12/06/2010 15.00,"0,00212858","10,03728682","7,5471267","0,33024255","117,9384948","0,740376","22,89999962"
12/06/2010 16.00,"0,10726299","19,31842736","14,04557112","0,3266893","109,2540204","0,78639525","22,89999962"
12/06/2010 17.00,"0,03617978","24,6061972","18,74906053","0,34086153","103,4062166","0,63720135","22,89999962"
12/06/2010 18.00,"0,03362609","19,05385436","15,63156556","0,3551619","120,3907089","0,66476205","22,89999962"
12/06/2010 19.00,"0,03915959","20,63225816","17,49012325","0,38158061","120,3170934","0,6980688","22,89999962"
12/06/2010 20.00,"0,06256991","28,23513496","24,93599808","0,38941523","116,6903829","0,6505749","22,89999962"
12/06/2010 21.00,"0,07406303","36,2102208","31,33062472","0,47877306","103,2258686","0,7714962","22,89999962"
12/06/2010 22.00,"0,06980688","26,06528264","22,32468408","0,41668905","101,8581564","1,07023995","22,89999962"
12/06/2010 23.00,"0,16898269","22,36890864","19,13841256","0,41176459","96,20167305","0,67371165","22,89999962"
13/06/2010 0.00,"0,01915418","17,90603296","14,93201638","0,37096163","93,14465475","0,68489865","22,89999962"
13/06/2010 1.00,,"15,72711394","13,74316346","0,52153322","102,4352301","0,3328641","28,10000038"
13/06/2010 2.00,"0,10219325",,,"0,37275107","82,81071435","0,6680673","28,10000038"
13/06/2010 3.00,"0,10304346","22,16528064","19,71467024",,"78,8995767","0,85443255","28,10000038"
13/06/2010 4.00,"0,01700424","15,73100486","13,68605776","0,41771075",,"0,804447","28,10000038"
13/06/2010 5.00,"0,07311722","17,07726509","15,21755064","0,35815712","74,86008075","0,7940736","28,10000038"
13/06/2010 6.00,"0,06572057","20,94743224","16,9592966","0,36829495","71,79971085","0,61055595","28,10000038"
13/06/2010 7.00,"0,08136407","21,68540688","17,41614223","0,50340116","73,18966725","0,6811866","28,10000038"
13/06/2010 8.00,"0,02788614","21,63353432","16,50373774","0,50018227","80,9666361","0,76158045","28,10000038"
13/06/2010 9.00,"0,12268274","17,59086844","13,74056888","0,42721133","95,3536185","0,6928821","28,10000038"
13/06/2010 10.00,"0,00892723","17,07596684","11,62763298","0,39721141","91,6681752","0,66272805","28,10000038"
13/06/2010 11.00,"0,02244519","9,23056814","6,64510629","0,35591915","106,3950059","0,6466086","28,10000038"
13/06/2010 12.00,"0,00620675","8,92318546","6,65029737","0,42975918","117,9898661","0,6198615","28,10000038"
13/06/2010 13.00,"0,00331542","5,03485622","3,56395653","0,37324387","116,9985905","0,58502925","28,10000038"
13/06/2010 14.00,"0,01700424","2,76904062","1,77289435","0,38323491","115,186911","0,5468409","28,10000038"
13/06/2010 15.00,"0,00059495","4,34875605","2,90853249","0,38706543","113,9969933","0,4346658","28,10000038"
13/06/2010 16.00,"0,0112226","4,53811479","3,30178691","0,37882888","111,6974964","0,39952845","28,10000038"
