SIMAGE Brindisi,,,,,,,
,Via Taranto,,,,,,,
Parm,SO2,NOX,NO2,CO,O3,BENZENE,PM10



17/11/2010 3.00,"0,19813092","13,12019562","11,9066779","0,28056113",,"0,43746255","19,89999962"
17/11/2010 4.00,"0,11856491","11,09302439","10,30899732","0,30690061",,"0,81537975","19,89999962"
17/11/2010 5.00,"0,21084851","14,55983794","13,35640028","0,31904108",,"1,0401876","19,89999962"
17/11/2010 6.00,"0,3417059","21,60370712","18,64263287","0,3394612",,"1,02966165","19,89999962"
17/11/2010 7.00,"0,59676645","70,44777384","41,6668776","0,51912284",,"1,157346","19,89999962"
17/11/2010 8.00,"3,6023035","228,3375408","62,01101648","0,85497952",,"1,9500975","19,89999962"
17/11/2010 9.00,"3,02664692","193,05464","71,44394496","0,68059533",,"2,717424","19,89999962"
17/11/2010 10.00,"0,68353892","72,50994232","42,72463424","0,53533847",,"2,214009","19,89999962"
17/11/2010 11.00,"0,57315578","37,4643972","24,9476804","0,32376049",,"2,2857075","19,89999962"
17/11/2010 12.00,"0,70282633","28,10284368","19,52127144","0,28244843",,"1,0725282","19,89999962"
17/11/2010 13.00,"0,77709377","35,16487304","22,70496176","0,27867383",,"0,8463474","19,89999962"
17/11/2010 14.00,"0,58824602","42,63412016","26,9684732","0,29214356",,"0,7095609","19,89999962"
17/11/2010 15.00,"0,29240682","28,49971752","21,022918","0,23783242",,"0,85809375","19,89999962"
17/11/2010 16.00,"0,24052152","43,61076976","32,19370152","0,29793477",,"0,2966589","19,89999962"
17/11/2010 17.00,"0,59490127","78,45656824","52,7312392","0,37536766",,"0,89633295","19,89999962"
17/11/2010 18.00,"1,52769367","158,1167787","84,86264776","0,42298587",,"1,265148","19,89999962"
17/11/2010 19.00,"1,53108536","158,6874342","88,46166272","0,51255923",,"1,491939","19,89999962"
17/11/2010 20.00,"0,58968813","83,45510984","62,99999848","0,52890418",,"1,8534825","19,89999962"
17/11/2010 21.00,"0,29105015","44,28388936","36,72586808","0,39257005",,"1,9907775","19,89999962"
17/11/2010 22.00,"0,15624985","40,32811432","34,40527368","0,31668195",,"1,242774","19,89999962"
17/11/2010 23.00,"0,21623149","21,77878896","19,38240288","0,29141427",,"0,8511273","19,89999962"
18/11/2010 0.00,"0,18257387","18,25362118","16,43624988","0,3056995",,"0,85056795","19,89999962"
18/11/2010 1.00,,"14,67267462","13,23829413","0,29939335",,"0,4797189","25,39999962"
18/11/2010 2.00,"0,3282876",,,"0,32148641",,"0,8818407","25,39999962"
18/11/2010 3.00,"0,21025255","20,29763904","19,59784704",,,"1,0276785","25,39999962"
18/11/2010 4.00,"0,1827905","8,95950198","8,38555209","0,25398981",,"0,8974008","25,39999962"
18/11/2010 5.00,"0,20585199","7,13595493","6,6373168","0,26476373",,"0,63028575","25,39999962"
18/11/2010 6.00,"0,50628803","38,7665648","29,41237248","0,30322504",,"0,719019","25,39999962"
18/11/2010 7.00,"0,84418424","84,1749396","48,8765516","0,49020754",,"0,9537426","25,39999962"
18/11/2010 8.00,"2,45150596","160,3099192","60,78842632","0,62525084",,"1,7619525","25,39999962"
18/11/2010 9.00,"2,58853654","159,380018","62,93120472","0,69968269",,"2,1951945","25,39999962"
18/11/2010 10.00,"0,72793199","77,11419128","45,23472696","0,53004238",,"2,048238","25,39999962"
18/11/2010 11.00,"0,47838053","37,2283608","26,2948756","0,36439336",,"1,5300765","25,39999962"
18/11/2010 12.00,"0,0487682","44,42526264","31,21122032","0,39169397",,"1,338372","25,39999962"
18/11/2010 13.00,"0,00398257","27,31427752","20,0521","0,29013277",,"1,385154","25,39999962"
18/11/2010 14.00,"0,00214485","38,05193568","29,09698808","0,32850787",,"1,08681705","25,39999962"
18/11/2010 15.00,"0,00122549","40,92859704","31,97955752","0,28871613",,"1,02579705","25,39999962"
18/11/2010 16.00,"0,00428869","35,67067352","29,06194112","0,25810925",,"0,8240751","25,39999962"
18/11/2010 17.00,"0,00582131","58,82168576","47,07250312","0,33923985",,"0,7897005","25,39999962"
18/11/2010 18.00,"0,55951272","116,1453769","72,6951004","0,6077374",,"1,2402315","25,39999962"
18/11/2010 19.00,"0,36053972","104,3480692","73,87228056","0,53291877",,"2,0284065","25,39999962"
18/11/2010 20.00,"0,23011049","88,885534","58,95453152","0,55232068",,"2,1280725","25,39999962"
18/11/2010 21.00,"0,16387938","51,69870184","39,6642488","0,79532104",,"2,0995965","25,39999962"
18/11/2010 22.00,"0,07856935","53,90096256","41,72917056","0,45977308",,"1,9521315","25,39999962"
18/11/2010 23.00,"0,18265117","45,61846536","32,4883216","0,4825663",,"1,8097515","25,39999962"
19/11/2010 0.00,"0,04879566","31,68379024","25,41491584","0,43912695",,"1,804158","25,39999962"
19/11/2010 1.00,"0,01125209","19,90336552","17,12152598","0,34679371","36,6968679","1,6205895","31,10000038"
19/11/2010 2.00,"0,02946656","6,17489578","5,34074371","0,25755238","55,97205915","0,84639825","31,10000038"
19/11/2010 3.00,"0,00941437","3,11014524","3,03053147","0,24068318","52,6028832","0,5030082","31,10000038"
19/11/2010 4.00,"0,02395238","2,87409546","2,55421212","0,23875161","54,6570948","0,5892498","31,10000038"
19/11/2010 5.00,"0,01300641","3,06864146","2,83455338","0,23990962","57,13837605","0,280692","31,10000038"
19/11/2010 6.00,"0,10550256","5,08673451","4,56591527","0,24166993","59,2304328","0,4294791","31,10000038"
19/11/2010 7.00,"0,01133548","11,39521982","9,7223613","0,27111647","47,7349236","0,48912615","31,10000038"
19/11/2010 8.00,"0,05269586","32,12473568","24,17156136","0,32571769","32,3748999","0,77408955","31,10000038"
19/11/2010 9.00,"0,04194413","51,830974","35,84202696","0,4351776","26,2466988","0,8714673","31,10000038"
19/11/2010 10.00,"0,0599369","33,97941392","26,16508904","0,37868791","40,6120554","1,072935","31,10000038"
19/11/2010 11.00,"0,06935025","30,49835024","23,00218216","0,3513442","43,7859408","1,1619225","31,10000038"
19/11/2010 12.00,"0,34371752","39,39429352","29,93670024","0,37924595","45,69286155","1,05223905","31,10000038"
19/11/2010 13.00,"0,12602867","27,77210592","21,89897728","0,29661366","58,85810595","1,05325605","31,10000038"
19/11/2010 14.00,"0,1574733","41,1633524","32,00810368","0,36031586","51,45007245","0,9685908","31,10000038"
19/11/2010 15.00,"0,2029271","28,99255464","23,02034616","0,26278905","60,9190806","1,0118133","31,10000038"
19/11/2010 16.00,"0,12079316","31,38678016","26,09111376","0,28073238","57,60193425","0,71113725","31,10000038"
19/11/2010 17.00,"0,22206093","74,683676","59,87213856","0,48222379","23,9667729","0,54892575","31,10000038"
19/11/2010 18.00,"0,88231361","74,09615664","47,55142088","0,50304234","32,52151245","2,1840075","31,10000038"
19/11/2010 19.00,"3,8727777","251,3197808","97,00814976","1,17276356","3,37459637","1,771614","31,10000038"
19/11/2010 20.00,"10,05752489","564,0489864","120,8707319","2,32294942","9,6305054","5,0021145","31,10000038"
19/11/2010 21.00,"8,39895654","426,484028","107,2742514","1,83999518","10,07716196","9,729639","31,10000038"
19/11/2010 22.00,"2,59073631","154,8263414","71,93714536","0,76853536","6,94582991","6,3374355","31,10000038"
19/11/2010 23.00,"1,11150473","103,9084048","54,02132296","0,739775","12,21382292","3,06117","31,10000038"
20/11/2010 0.00,"1,26324113","101,8280532","45,63056832","0,68547552","15,25528221","3,744594","31,10000038"
20/11/2010 1.00,,"60,44158952","40,30800008","0,44741126","15,21405354","1,982133","33,20000076"
20/11/2010 2.00,"0,93840319",,,"0,47385327","9,03180989","1,92213","33,20000076"
20/11/2010 3.00,"0,36831265","32,99243952","29,21509232",,"22,04772255","1,7955135","33,20000076"
20/11/2010 4.00,"0,37799042","32,19869184","26,64660712","0,51269204","11,17859547","1,921113","33,20000076"
20/11/2010 5.00,"1,16401244","47,21116136","39,2541248","0,5592268","6,28699313","2,066544","33,20000076"
20/11/2010 6.00,"0,65875667","47,75330896","36,80244368","0,55614188","9,90214859","2,080782","33,20000076"
20/11/2010 7.00,"1,1853257","65,22483992","40,82456512","0,67663433","5,01324149","1,06785","33,20000076"
20/11/2010 8.00,"2,14728058","124,3928271","52,15886288","0,81812242","4,55644833","3,0209985","33,20000076"
20/11/2010 9.00,"3,36734497","186,7461872","62,1239392","1,04685269","7,13908955","2,9274345","33,20000076"
20/11/2010 10.00,"2,14979765","119,9195693","56,21861248","0,71914052","17,27233095","3,8864655","33,20000076"
20/11/2010 11.00,"0,58133449","32,21035504","22,51936392","0,38195923","52,4927193","2,497752","33,20000076"
20/11/2010 12.00,"0,5392673","34,08057784","22,06641112","0,35419262","59,68722795","0,97199775","33,20000076"
20/11/2010 13.00,"0,62541635","35,02349976","23,57843984","0,32878281","62,3563584","1,2744027","33,20000076"
20/11/2010 14.00,"0,93694888","35,01051728","19,85223864","0,3258272","65,6627118","0,76788585","33,20000076"
20/11/2010 15.00,"0,55549049","14,18371503","11,32132866","0,30101736","72,5362449","0,4927365","33,20000076"
20/11/2010 16.00,"0,18723275","24,15873184","17,51218582","0,31190079","59,1588123","0,6865767","33,20000076"
20/11/2010 17.00,"0,29430353","62,13156808","45,8732776","0,53861562","27,77991615","0,8712639","33,20000076"
20/11/2010 18.00,"0,63923332","101,9382991","66,77809136","0,606619","16,46821229","1,5951645","33,20000076"
20/11/2010 19.00,"1,51296954","126,570423","71,42059944","0,7386799","14,93970912","2,110275","33,20000076"
20/11/2010 20.00,"0,46978891","75,93655224","57,03757944","0,58836461","21,70849275","2,3192685","33,20000076"
20/11/2010 21.00,"0,31556086","58,77499472","46,37035936","0,55357072","27,3177345","2,1260385","33,20000076"
20/11/2010 22.00,"0,19165263","49,75452288","40,14576688","0,52001872","34,9311732","2,2124835","33,20000076"
20/11/2010 23.00,"0,22448953","45,18526352","35,07887128","0,48989648","33,12428175","1,7456805","33,20000076"
21/11/2010 0.00,"0,32093164","56,18232272","38,4429588","0,43672006","36,1400634","1,5097365","33,20000076"
21/11/2010 1.00,"0,25782984","22,15879896","17,84314728","0,38200234","51,6433281","1,1149371","16,39999962"
21/11/2010 2.00,"0,15361277","14,12016398","12,10005567","0,33645317","49,81616745","1,03688235","16,39999962"
21/11/2010 3.00,"0,38968186","11,24217569","10,01048823","0,30435858","44,17247205","0,1719747","16,39999962"
21/11/2010 4.00,"0,4268827","9,89980829","9,26031886","0,29364641","46,5753498","0,6639993","16,39999962"
21/11/2010 5.00,"0,15232626","5,15288015","4,88389234","0,2946751","43,58458545","0,61167465","16,39999962"
21/11/2010 6.00,"0,12463538","15,10586498","13,7379743","0,30517292","31,711323","0,5649435","16,39999962"
21/11/2010 7.00,"0,14208914","12,85561306","11,7600103","0,31528512","28,7725683","0,7087473","16,39999962"
21/11/2010 8.00,"0,17542945","18,86838654","16,02481807","0,32595535","38,6774241","0,9208935","16,39999962"
21/11/2010 9.00,"0,11663566","12,97623158","9,75999711","0,32514102","47,0382297","0,64320165","16,39999962"
21/11/2010 10.00,"0,15545862","16,37819582","11,72237449","0,3186275","56,49778155","0,6706098","16,39999962"
21/11/2010 11.00,"0,16961221","11,32647959","8,62565914","0,31541443","69,8272344","0,76269915","16,39999962"
21/11/2010 12.00,"0,23981775","12,52099394","9,28887266","0,30748777","73,1930388","0,6474222","16,39999962"
21/11/2010 13.00,"0,24367727","14,96319728","11,19154593","0,31168527","73,62078675","0,60536925","16,39999962"
21/11/2010 14.00,"0,11456607","13,58451335","10,97480543","0,27770571","75,46620165","0,6443712","16,39999962"
21/11/2010 15.00,"0,10589513","7,82724235","6,72167998","0,27809249","76,0074651","0,5722659","16,39999962"
21/11/2010 16.00,"0,04385711","7,60675625","6,56853069","0,29004656","72,432864","0,51038145","16,39999962"
21/11/2010 17.00,"0,05269586","10,51327731","8,77361543","0,30268797","69,66302595","0,52787385","16,39999962"
21/11/2010 18.00,"0,15495521","18,25102659","15,16953076","0,32676969","59,36288085","0,60089445","16,39999962"
21/11/2010 19.00,"0,12709652","18,22638474","15,05271521","0,34082425","56,9106468","0,68713605","16,39999962"
21/11/2010 20.00,"0,06858343","15,37693114","12,5763712","0,32822594","64,53084855","0,3703914","16,39999962"
21/11/2010 21.00,"0,09308499","12,34071338","10,09095666","0,30277302","66,05530785","0,57801195","16,39999962"
21/11/2010 22.00,"0,07669502","10,62481574","8,3660841","0,32556974","63,56929845","0,56285865","16,39999962"
21/11/2010 23.00,"0,11579664","7,19561506","5,96112653","0,28374857","63,3530604","0,53926425","16,39999962"
22/11/2010 0.00,"0,05029065","6,0620591","4,75410578","0,28100499","63,9774555","0,4416831","16,39999962"
22/11/2010 1.00,,"4,34227054","3,60029791","0,26553729","61,30222035","0,38590065","18,39999962"
22/11/2010 2.00,"0,13173608",,,"0,26570971","57,28161705","0,3208635","18,39999962"
22/11/2010 3.00,"0,18296339","9,1514534","8,91118957",,"54,0381261","0,1257012","18,39999962"
22/11/2010 4.00,"0,12659108","4,17107006","4,06882969","0,24347685","53,90771295","0,2781495","18,39999962"
22/11/2010 5.00,"0,12254138","2,96877578","2,86959461","0,25444416","53,82460125","0,2668608","18,39999962"
22/11/2010 6.00,"0,19117261","4,41490169","3,92865906","0,25293898","54,082056","0,2556738","18,39999962"
22/11/2010 7.00,"0,20020357","6,71573557","5,62627606","0,26588562","51,64199145","0,33871185","18,39999962"
22/11/2010 8.00,"0,14585611","15,998182","12,14678495","0,27887421","43,88798505","0,3143547","18,39999962"
22/11/2010 9.00,"0,11909273","16,70892402","12,395974","0,28502424","46,1158614","0,39413835","18,39999962"
22/11/2010 10.00,"0,23074306","18,32365965","13,5419943","0,28287365","45,1401069","0,4502259","18,39999962"
22/11/2010 11.00,"0,13140759","20,02269344","14,65297337","0,31022785","41,06342415","0,2661489","18,39999962"
22/11/2010 12.00,"0,19538706","19,17835424","15,43169655","0,30571115","46,9233576","0,47376945","18,39999962"
22/11/2010 13.00,"0,39630151","46,86097856","31,90298192","0,4139245","35,7022008","0,5599602","18,39999962"
22/11/2010 14.00,"0,31442487","47,75198968","30,77125","0,45370809","34,89739785","1,04257755","18,39999962"
22/11/2010 15.00,"0,16232947","35,76923712","26,25982864","0,32859291","35,4690651","0,9768285","18,39999962"
22/11/2010 16.00,"0,19401818","46,44205936","33,34101624","0,36205521","23,40591855","0,82229535","18,39999962"
22/11/2010 17.00,"0,36006987","78,47473224","46,40020568","0,48136286","11,89824983","0,96721785","18,39999962"
22/11/2010 18.00,"1,15218066","132,9165422","65,99419048","0,6849268",,"1,727883","18,39999962"
22/11/2010 19.00,"0,39405801","73,21940904","51,22441112","0,56204843","8,32566966","1,963827","18,39999962"
22/11/2010 20.00,"0,76135264","93,45739368","52,7403212","0,67838882","4,03140623","1,909926","18,39999962"
22/11/2010 21.00,"0,89155508","113,1843772","61,01295248","0,7265173","3,40703108","2,2592655","18,39999962"
22/11/2010 22.00,"1,07440965","102,2547734","54,44961096","0,70217346","6,8187923","2,528262","18,39999962"
22/11/2010 23.00,"0,29855357","71,73955928","49,91874456","0,56407087","7,38235187","2,126547","18,39999962"
23/11/2010 0.00,"0,24256467","48,90888352","37,55651736","0,51409237","21,6598347","1,838736","18,39999962"
23/11/2010 1.00,"0,16736464","24,99917056","21,33052056","0,37641966","39,19638345","1,5382125","13,89999962"
23/11/2010 2.00,"0,12533203","17,4274498","14,77626486","0,33039983","48,96541965","1,03027185","13,89999962"
23/11/2010 3.00,"0,16172741","9,93741924","9,29665833","0,31349684","52,65828435","0,7890903","13,89999962"
23/11/2010 4.00,"0,1528612","10,08397786","9,44072179","0,30979797","47,20311645","0,89572275","13,89999962"
23/11/2010 5.00,"0,13261172","8,83628888","8,31806231","0,29990479","39,0376014","0,73015515","13,89999962"
23/11/2010 6.00,"0,13928832","17,92548756","16,16369428","0,30437839","29,90307495","0,7099677","13,89999962"
23/11/2010 7.00,"0,13058585","55,55849448","45,94595272","0,3614529","11,37050649","0,6731523","13,89999962"
23/11/2010 8.00,"0,34135198","101,4402614","65,15705952","0,42059063","4,28412884","0,37918845","13,89999962"
23/11/2010 9.00,"0,25427644","45,56011112","35,17491104","0,39095769","43,06628445","1,00688085","13,89999962"
23/11/2010 10.00,"0,21897536","44,003724","32,7180484","0,40403132","39,23827845","1,00077885","13,89999962"
23/11/2010 11.00,"0,16369835","48,40956472","33,47210296","0,44162238","38,21320755","1,105479","13,89999962"
23/11/2010 12.00,"0,58780261","53,78553512","38,00947016","0,45301957","37,3435272","1,202094","13,89999962"
23/11/2010 13.00,"0,27901497","44,46935336","32,6414728","0,39276344","43,7987886","1,6531335","13,89999962"
23/11/2010 14.00,"0,16605169","47,43943504","35,4461856","0,41297736","40,83571485","0,6402015","13,89999962"
23/11/2010 15.00,"0,11663058","55,01376568","43,86288608","0,38523638","31,1977701","1,14336225","13,89999962"
23/11/2010 16.00,"0,16035954","58,56228472","45,74349104","0,41482738","24,0863931","1,0263564","13,89999962"
23/11/2010 17.00,"0,51911646","92,12151752","60,04733512","0,61417635","9,60617837","1,3602375","13,89999962"
23/11/2010 18.00,"2,01374441","178,759419","85,76985352","0,88027633",,"1,9490805","13,89999962"
23/11/2010 19.00,"0,85663741","102,0498261","65,71385304","0,68118482","11,35158791","3,043881","13,89999962"
23/11/2010 20.00,"0,54757619","78,14271344","53,0492048","0,60299352","21,95244135","2,661489","13,89999962"
23/11/2010 21.00,"0,34496437","70,76032848","48,38725168","0,59860729","24,8736201","1,014966","13,89999962"
23/11/2010 22.00,"1,02706728","88,64431608","56,74555968","0,55856508","17,7710211","2,144853","13,89999962"
23/11/2010 23.00,"0,47598854","45,7676396","38,17818504","0,49663135","27,1994709","1,500075","13,89999962"
24/11/2010 0.00,"0,1985062","32,95611152","27,84973312","0,46699724","33,79324515","1,385154","13,89999962"
24/11/2010 1.00,,"15,59741724","13,58611943","0,30644277","50,98854915","1,2768435","19,5"
24/11/2010 2.00,"0,0335732",,,"0,27151956","59,9115657","0,7227819","19,5"
24/11/2010 3.00,"0,05243245","17,55066099","17,19420492",,"56,2943913","0,5600619","19,5"
24/11/2010 4.00,"0,15786688","11,89325758","11,42126699","0,24359335","54,1320507","0,5955552","19,5"
24/11/2010 5.00,"0,07779542","10,60276847","9,91185006","0,25046918","50,5148763","0,59438565","19,5"
24/11/2010 6.00,"0,03243518","23,28458456","19,15917688","0,27204381","40,19376375","0,70442505","19,5"
24/11/2010 7.00,"0,04942518","48,374556","41,44235144","0,40226402","21,16453605","0,8033283","19,5"
24/11/2010 8.00,"1,06548344","160,1244552","68,7028444","0,64104358","1,29199592","1,1893815","19,5"
24/11/2010 9.00,"1,4716946","175,0695267","67,1999168","0,74139435","4,7213271","2,6853885","19,5"
24/11/2010 10.00,"0,02398086","92,86207336","54,03558648","0,52229863","13,3977018","2,3355405","19,5"
24/11/2010 11.00,"0,03560517","72,1429148","44,66236976","0,5099205","16,0289871","1,729917","19,5"
24/11/2010 12.00,"0,02268012","54,38861816","40,16004952","0,37321125","32,3302917","1,48482","19,5"
24/11/2010 13.00,"0,02089223","46,43685872","38,21971368","0,35799751","35,287959","1,243791","19,5"
24/11/2010 14.00,"0,01853483","40,38518752","34,0496608","0,37776756","42,6230154","0,86450085","19,5"
24/11/2010 15.00,"0,01763987","34,92233584","30,28193096","0,27320415","51,16829865","1,2300615","19,5"
24/11/2010 16.00,"0,01975421","34,45800664","30,20795568","0,33367348","41,77767405","0,9282159","19,5"
24/11/2010 17.00,"0,02609419","46,90376912","38,02115248","0,48078269","15,1890542","1,190907","19,5"
24/11/2010 18.00,"0,0317843","69,23636888","47,2788844","0,64108669","6,20252682","1,913994","19,5"
24/11/2010 19.00,"0,0316226","82,30859816","52,34317968","0,70263014","4,15844384","2,743866","19,5"
24/11/2010 20.00,"0,02804581","68,04314704","51,48008376","0,59970006","18,6420381","2,700135","19,5"
24/11/2010 21.00,"0,04316555","85,14506928","56,29518808","0,63657348","12,07596243","2,3894415","19,5"
24/11/2010 22.00,"0,03885754","83,55885496","58,22512264","0,56699502","10,02580866","1,8104634","19,5"
24/11/2010 23.00,"0,02243604","63,48947048","50,89214376","0,4532782","11,9367653","1,929249","19,5"
25/11/2010 0.00,"0,02967098","47,88688128","38,1457384","0,37346871","23,44174875","1,6073685","19,5"
25/11/2010 1.00,"0,02641963","26,23648312","21,5407832","0,38202098","25,19052585","1,306845","21,7999897"
25/11/2010 2.00,"0,02081087","20,43901232","18,32595214","0,40247838","19,15086285","1,3348125","21,7999897"
25/11/2010 3.00,"0,02934655","11,17473371","10,19089308","0,36225209","25,87572855","1,513296","21,7999897"
25/11/2010 4.00,"0,03048458","9,12810788","8,45174362","0,33130853","23,70325335","1,1771775","21,7999897"
25/11/2010 5.00,"0,02755765","15,06306295","12,90733266","0,38937096","20,30433195","1,0099827","21,7999897"
25/11/2010 6.00,"0,03194702","28,08467968","23,98466336","0,45645749","18,00346853","1,395324","21,7999897"
25/11/2010 7.00,"0,03235382","63,75407216","43,42289664","0,52479173","1,83663491","1,611945","21,7999897"
25/11/2010 8.00,"0,0716985","77,25948416","41,4981436","0,58521562","2,56709817","1,597707","21,7999897"
25/11/2010 9.00,"0,41157685","146,5321619","58,79359848","0,72360247","1,7940636","2,3141835","21,7999897"
25/11/2010 10.00,"0,33117995","99,31451888","48,79219416","0,6008173","8,64258938","2,518092","21,7999897"
25/11/2010 11.00,"0,02812717","48,31360144","29,15278024","0,39650542","31,9248678","1,8728055","21,7999897"
25/11/2010 12.00,"0,03519939","41,167272","27,72642824","0,36212278","42,8541162","1,2870135","21,7999897"
25/11/2010 13.00,"0,03471123","36,00789296","25,12939688","0,34905847","48,16805805","1,0004229","21,7999897"
25/11/2010 14.00,"0,03040322","35,45668248","25,64854312","0,32095168","51,15680745","1,1936529","21,7999897"
25/11/2010 15.00,"0,02373678","22,31573592","17,48233185","0,27157082","59,7872373","1,090224","21,7999897"
25/11/2010 16.00,"0,02837023","31,32712576","24,34547688","0,27152772","54,066495","0,89470575","21,7999897"
25/11/2010 17.00,"0,02780173","57,934556","43,89791392","0,34888605","31,20317655","0,9331992","21,7999897"
25/11/2010 18.00,"0,02463072","72,7174708","54,72216656","0,39349623","16,500647","1,268199","21,7999897"
25/11/2010 19.00,"0,03137852","70,10407272","49,76949384","0,49152632","15,294468","1,4456655","21,7999897"
25/11/2010 20.00,"0,0256884","53,5702248","40,40015848","0,43939606","28,110348","1,703475","21,7999897"
25/11/2010 21.00,"0,02414358","55,65575792","42,63379512","0,48439186","25,9284165","1,651608","21,7999897"
25/11/2010 22.00,"0,02585011","54,62205424","42,77914536","0,48099705","25,62164535","1,888569","21,7999897"
25/11/2010 23.00,"0,03381728","45,5665928","36,0457888","0,47390686","27,4623321","1,743138","21,7999897"
26/11/2010 0.00,"0,02585011","46,225468","36,74923272","0,43428171","24,82835355","1,697373","21,7999897"
26/11/2010 1.00,,"35,99101","30,45974696","0,38339684","30,0875526","1,2748095","20,5"
26/11/2010 2.00,"0,19636541",,,"0,33762632","32,7107382","1,156329","20,5"
26/11/2010 3.00,"0,20049341","20,40010312","18,45703694",,"36,0758643","1,2261969","20,5"
26/11/2010 4.00,"0,20060223","10,44064617","9,63540163","0,25033404","43,98055305","1,11631005","20,5"
26/11/2010 5.00,"0,20627506","8,4835115","7,57697876","0,22744412","46,48954485","0,80988795","20,5"
26/11/2010 6.00,"0,19636541","19,21986376","16,73086614","0,23671985","38,04291435","0,8180748","20,5"
26/11/2010 7.00,"0,19635117","36,43719432","31,74983072","0,28434738","22,42070775","0,75578355","20,5"
26/11/2010 8.00,"0,32278665","96,79192168","57,11155472","0,44483778","9,98121044","0,89195985","20,5"
26/11/2010 9.00,"0,82395103","145,6579955","76,48619488","0,4965032","3,11106086","1,669914","20,5"
26/11/2010 10.00,"0,13898322","56,45340608","41,768118","0,37659674","24,5776419","1,5453315","20,5"
26/11/2010 11.00,"0,1217471","35,22842792","26,75302904","0,28653874","43,88056365","1,1995515","20,5"
26/11/2010 12.00,"0,13631868","45,92845792","34,1534824","0,29499897","38,39363535","0,85453425","20,5"
26/11/2010 13.00,"0,10273429","49,70265032","39,05944496","0,28761171","29,5848126","0,8515341","20,5"
26/11/2010 14.00,"0,12157015","35,56172776","27,08009576","0,28993122","39,26058255","0,6383709","20,5"
26/11/2010 15.00,"0,11398333","26,27281112","20,31297328","0,27077746","37,57193475","0,8000739","20,5"
26/11/2010 16.00,"0,11901341","47,29158008","34,50001328","0,380376","21,76187895","0,43441155","20,5"
26/11/2010 17.00,"0,1372889","38,5356908","28,40392632","0,36830776","33,36212565","1,19675475","20,5"
26/11/2010 18.00,"0,12167897","65,39085888","52,80651464","0,50766972","14,36128481","1,1568375","20,5"
26/11/2010 19.00,"0,11565121","108,6294005","68,77811984","0,76006581","1,76027628","1,865178","20,5"
26/11/2010 20.00,"0,14462859","93,31081976","62,85074776","0,71527156","4,21790681","2,9894715","20,5"
26/11/2010 21.00,"0,14866099","81,96747824","54,73904952","0,55203292","11,74756548","2,6965755","20,5"
26/11/2010 22.00,"0,12148777","46,79872384","37,68758496","0,43526148","28,4042913","1,809243","20,5"
26/11/2010 23.00,"0,16520046","85,52639856","53,85260808","0,45750715","15,18568265","1,4599035","20,5"
27/11/2010 0.00,"0,13152047","32,04305504","25,4927916","0,33961964","38,78621145","1,585503","20,5"
27/11/2010 1.00,"0,11822117","27,485478","23,82243016","0,28335946","36,10560975","1,285488","24,10000038"
27/11/2010 2.00,"0,11923206","25,42589072","21,647186","0,26549418","38,8233783","0,8388216","24,10000038"
27/11/2010 3.00,"0,11254834","20,40270344","18,61797572","0,28335946","34,9642902","0,78822585","24,10000038"
27/11/2010 4.00,"0,12449504","20,41956728","18,88014534","0,30002362","38,97948705","0,80663355","24,10000038"
27/11/2010 5.00,"0,13078213","18,70626614","17,70686566","0,3105459","24,74117205","0,81446445","24,10000038"
27/11/2010 6.00,"0,12832201","31,8731356","28,33253224","0,32999907","17,97441534","1,01420325","24,10000038"
27/11/2010 7.00,"0,11964191","49,26686728","42,4780436","0,37144278","10,96776786","0,8822475","24,10000038"
27/11/2010 8.00,"0,12822641","87,8829768","61,20115064","0,51664488","2,53060962","1,1517525","24,10000038"
27/11/2010 9.00,"0,77780567","169,338192","79,14811952","0,70586651","1,15144418","2,3436765","24,10000038"
27/11/2010 10.00,"2,85062761","286,1669368","92,42925392","1,23599627",,"2,2043475","24,10000038"
27/11/2010 11.00,"6,27804779","390,8225512","104,537013","2,02238758",,"5,134833","24,10000038"
27/11/2010 12.00,"1,38512044","169,6014553","84,4265588","0,9199108","2,06841002","7,7144535","24,10000038"
27/11/2010 13.00,"0,14313868","84,04784896","53,41780016","0,56504481","22,5964074","5,31891","24,10000038"
27/11/2010 14.00,"0,12154269","57,30938936","38,77260672","0,47296903","37,56315675","2,31423435","24,10000038"
27/11/2010 15.00,"0,13261375","40,4279972","31,72258472","0,29560011","42,51490635","1,6775415","24,10000038"
27/11/2010 16.00,"0,15723125","45,8804476","35,30599776","0,26686888","35,44338945","0,92063925","24,10000038"
27/11/2010 17.00,"0,14730838","37,74194312","30,18461016","0,33674209","42,4142187","0,6969501","24,10000038"
27/11/2010 18.00,"0,16391498","35,25825512","28,67516264","0,29624436","43,010205","0,94901355","24,10000038"
27/11/2010 19.00,"0,15576881","26,73452088","21,03720064","0,27404062","50,45404875","1,0131354","24,10000038"
27/11/2010 20.00,"0,16808468","109,949713","57,17514784","0,33347892","31,7525397","0,807498","24,10000038"
27/11/2010 21.00,"0,15661597","45,6080832","27,59534152","0,32746636","50,16956175","0,88351875","24,10000038"
27/11/2010 22.00,"0,17073599","30,45684072","20,88923096","0,24780016","50,32632885","0,9882189","24,10000038"
27/11/2010 23.00,"0,16889116","93,72583848","50,57417816","0,25531558","29,87199285","0,36718785","24,10000038"
28/11/2010 0.00,"0,15578203","21,82678016","17,51477849","0,26416375","45,53541615","0,87172155","24,10000038"
