SIMAGE Brindisi,,,,,,,
,Torchiarolo,,,,,,,
Parm,SO2,NO2,CO,PM10,O3,BENZENE,NOX



21/07/2010 5.00,"0,26727777","19,70876216","0,02063565","24,60000038","25,27619115","0,27060336","23,8326976"
21/07/2010 6.00,"0,43707202","21,33960256","0,06475303","24,60000038","21,33279435","0,3662339","26,31430152"
21/07/2010 7.00,"0,58166705","23,38115968","0,05573477","24,60000038","27,57247605","0,94565847","30,92505128"
21/07/2010 8.00,"0,96401837","17,98721074","0,06964603","24,60000038","51,32845725","0,66428406","24,63732456"
21/07/2010 9.00,"0,92458318","15,35900996","0,13152967","24,60000038","74,71141335","0,73898881","21,72171576"
21/07/2010 10.00,"1,22760646","11,22529655","0,10954262","24,60000038","88,04898585","0,36626645","13,37959093"
21/07/2010 11.00,"0,2472327","9,52508497","0,12864047","24,60000038","92,8885566","0,35219625","11,58328031"
21/07/2010 12.00,"0,68568072","13,07346061","0,06688265","24,60000038","95,8158201","0,26482578","17,68943778"
21/07/2010 13.00,"0,26710386","4,79563825","0,00432798","24,60000038","105,2624643","0,07337655","5,87140402"
21/07/2010 14.00,"0,37639068","4,59316892","0,00076424","24,60000038","105,0908544","0,1520954","5,78061652"
21/07/2010 15.00,"0,22040831","6,06755227","0,00388761","24,60000038","105,5692355","0,15889201","7,53801602"
21/07/2010 16.00,"0,49568885","2,87868043","0,01979102","24,60000038","101,5689413","0,15730753","3,50442641"
21/07/2010 17.00,"0,79435633","7,13829522","0,02460364","24,60000038","104,1515486","0,07949787","8,26043081"
21/07/2010 18.00,"0,66244736","6,13244555","0,00590772","24,60000038","98,7322707","0,21966895","7,2033969"
21/07/2010 19.00,"0,51173813","14,0105299","0,00399246","24,60000038","82,4336394","0,14837725","15,95797646"
21/07/2010 20.00,"0,744145","12,11303242","0,02949314","24,60000038","78,3171165","0,43283418","13,92950698"
21/07/2010 21.00,"0,56798636","10,34663313","0,03377801","24,60000038","73,23020565","0,30020111","11,68833515"
21/07/2010 22.00,"0,49026316","10,89692967","0,055108","24,60000038","61,9901163","0,28537935","13,39904553"
21/07/2010 23.00,"1,07468119","16,07154926","0,07904991","24,60000038","42,9075024","0,26117577","18,5623021"
22/07/2010 0.00,"1,51748502","32,50260424","0,13487904","24,60000038","28,97935005","0,42087935","36,48128504"
22/07/2010 1.00,"1,35737566","28,42729096","0,14558306","25,2999897","32,78912175","0,24429255","33,31537632"
22/07/2010 2.00,"1,24961638","20,9190964","0,13510971","25,2999897","28,61985105","0,79439192","25,0160344"
22/07/2010 3.00,"1,35943916","11,14482812","0,10781027","25,2999897","40,1491755","0,42617182","14,03067282"
22/07/2010 4.00,"1,08492238","16,54786479","0,11130993","25,2999897","33,4783743","0,22689168","18,68810979"
22/07/2010 5.00,"1,09470389","19,63029368","0,14231058","25,2999897","27,1062246","0,40075292","22,44154552"
22/07/2010 6.00,"1,20811871","29,426636","0,14219408","25,2999897","21,04762905","0,4971574","35,44371912"
22/07/2010 7.00,"1,26948754","24,50771008","0,11320072","25,2999897","37,8489804","0,64150224","33,90289568"
22/07/2010 8.00,"1,79964354","30,14176224",,"25,2999897","52,6312521","1,22648268","39,5629128"
22/07/2010 9.00,"2,00759461","39,12693856",,"25,2999897","57,79788315","0,57939405","51,1552732"
22/07/2010 10.00,"1,86093609","27,80300384",,"25,2999897","96,6834456","0,34238424","33,72393248"
22/07/2010 11.00,"1,49157695","19,5719012",,"25,2999897","109,1885246","1,44717575","22,9421836"
22/07/2010 12.00,"1,17787008","15,67829293",,"25,2999897","130,5466754","0,51677838","17,7276185"
22/07/2010 13.00,"1,02362982","9,5147009",,"25,2999897","133,4823777","10,62229041","10,70393239"
22/07/2010 14.00,"1,0787319","8,02733889",,"25,2999897","127,7142741","0,95088381","9,40825412"
22/07/2010 15.00,"1,31595325","9,14740187",,"25,2999897","127,2088808","0,78292525","10,15920168"
22/07/2010 16.00,"1,55768398","6,66197778",,"25,2999897","116,0349057","0,82096308","7,78962949"
22/07/2010 17.00,"1,55630798","7,09676466",,"25,2999897","108,2897372","0,91611258","8,1138741"
22/07/2010 18.00,"1,60239232","5,78072359",,"25,2999897","111,0873057","0,617678","6,77409937"
22/07/2010 19.00,"1,49830237","7,39917041",,"25,2999897","97,59162945","0,42160955","8,42255311"
22/07/2010 20.00,"1,55730159","8,69185066",,"25,2999897","89,7896433","0,55926762","10,33559133"
22/07/2010 21.00,"1,5138167","15,61988706",,"25,2999897","75,19388415","0,42848244","17,91511114"
22/07/2010 22.00,"1,09478118","26,040484",,"25,2999897","54,3219348","0,41938944","28,55289024"
22/07/2010 23.00,"1,24778273","26,36755072",,"25,2999897","54,1124598","0,30649939","29,99253064"
23/07/2010 0.00,"1,41461751","20,78150888",,"25,2999897","49,50127665","0,48020808","24,06925024"
23/07/2010 1.00,,"22,41164184","0,08570905","30,10000038","54,93414045","0,30138083","25,79033704"
23/07/2010 2.00,"0,22998133",,"0,15316838","30,10000038","62,22933675","0,44756848",
23/07/2010 3.00,"0,16348173","18,54010187",,"30,10000038","63,97001415","0,30029976","20,10699352"
23/07/2010 4.00,"0,15036345","18,02874321","0,17159984","30,10000038",,"0,40933538","20,14070208"
23/07/2010 5.00,"0,30294091","31,15848736","0,24664099","30,10000038","43,12952595","0,28228767","36,1933952"
23/07/2010 6.00,"0,40263742","49,13612472","0,20336823","30,10000038","25,907469","0,83377016","61,51160208"
23/07/2010 7.00,"0,64255179","41,27621776","0,19186735","30,10000038","31,88363115","1,15007445","55,41840224"
23/07/2010 8.00,"0,62389797","21,71339856","0,15506383","30,10000038","67,07295735","0,79278099","25,88630032"
23/07/2010 9.00,"0,79048868","19,02550131","0,14145197","30,10000038","96,7766919","0,50211934","22,1665808"
23/07/2010 10.00,"0,71534458","7,9364883","0,09188705","30,10000038","115,6308584","0,42126886","9,06974408"
23/07/2010 11.00,"0,24453968","17,73022838","0,15289693","30,10000038","110,7183105","0,20133651","20,1043932"
23/07/2010 12.00,"0,23513752","21,18255088","0,18826633","30,10000038","123,2382522","0,48692943","24,80462456"
23/07/2010 13.00,"0,18433328","11,55105929","0,16154822","30,10000038","133,2390476","0,28147407","12,7661219"
23/07/2010 14.00,"0,52411095","19,27208048","0,20511107","30,10000038","135,1986962","0,2661967","21,49216104"
23/07/2010 15.00,"0,9364536","18,27793226","0,26518895","30,10000038","136,6798241","0,88438218","19,88132016"
23/07/2010 16.00,"1,60690882","16,69192826","0,19450025","30,10000038","138,9178949","1,24219024","18,47021636"
23/07/2010 17.00,"2,32483047","14,08449944","0,25695939","30,10000038","145,1224247","0,61473379","15,56758622"
23/07/2010 18.00,"2,32756112","8,46602052","0,337617","30,10000038","148,8741219","0,38209504","9,45494516"
23/07/2010 19.00,"1,54397279","9,85733894","0,20212867","30,10000038","131,2700025","0,29766065","10,76748345"
23/07/2010 20.00,"1,15680496","19,02550131","0,24336734","30,10000038","116,5322792","0,30609971","21,22239696"
23/07/2010 21.00,"0,95032955","29,58498784","0,4240833","30,10000038","73,1315529","0,84580636","33,82119592"
23/07/2010 22.00,"1,20260352","98,9692308","0,57978439","30,10000038","6,79919541","1,18118346","136,3327509"
23/07/2010 23.00,"0,10691518","73,9813028","0,49835205","30,10000038","16,46078091","1,20808616","87,84926824"
24/07/2010 0.00,"0,02479548","68,54451168","0,48015242","30,10000038","41,3857563","1,15500487","75,16615008"
24/07/2010 1.00,"0,09592039","62,64826696","0,51949447","31,60000038","34,11894885","0,79814567","73,29462712"
24/07/2010 2.00,"0,04094645","39,19831352","0,74361601","31,60000038","42,2952768","6,45918464","43,65486048"
24/07/2010 3.00,"0,126706","32,96333888","0,45707377","31,60000038","43,67783175","2,49162559","36,54744024"
24/07/2010 4.00,"0,01243588","23,39932368","0,43790719","31,60000038","73,91133855","1,08624651","25,99654624"
24/07/2010 5.00,"0,00818888","31,32154272","0,50334641","31,60000038","55,1611914","1,02079443","34,56565224"
24/07/2010 6.00,"0,05747677","43,96670768","0,53540954","31,60000038","41,3924994","1,14633494","49,62613208"
24/07/2010 7.00,"0,01690966","37,53575304","0,51794502","31,60000038","56,7856401","1,09852475","44,5225452"
24/07/2010 8.00,"0,09258361","25,51615624","0,53579515","31,60000038","79,6563999","1,47859799","29,55414728"
24/07/2010 9.00,"0,09296295","20,80487352","0,38985211","31,60000038","73,95594675","1,22732069","24,2171052"
24/07/2010 10.00,"0,02775291","14,64907671","0,44894324","31,60000038","107,3653739","0,9144864","16,79582251"
24/07/2010 11.00,"0,05080322","9,37972326","0,41207914","31,60000038","117,2458508","0,52974106","10,54570101"
24/07/2010 12.00,"0,02107936","8,5451907","0,38326986","31,60000038","140,6572556","0,30224121","9,5989092"
24/07/2010 13.00,"0,01486244","10,47771794","0,29633989","31,60000038","140,9518373","0,28839476","11,8128465"
24/07/2010 14.00,"0,04193193","7,27976601","0,29870134","31,60000038","159,6465833","0,11398333","8,34992388"
24/07/2010 15.00,"0,01599944","7,81189282","0,23128629","31,60000038","157,1017413","0,1270589","8,73382671"
24/07/2010 16.00,"0,02767664","9,94170021","0,26540098","31,60000038","140,4071624","0,20063376","11,47303822"
24/07/2010 17.00,"0,00219875","4,78525418","0,31748231","31,60000038","147,9564618","0,10094742","5,46156108"
24/07/2010 18.00,"0,0095537","7,07340385","0,33517749","31,60000038","118,5973236","0,14802944","8,01141193"
24/07/2010 19.00,"0,00750648","9,36155161","0,37866228","31,60000038","91,3532844","0,1666202","10,30705664"
24/07/2010 20.00,"0,06270822","13,0241463","0,37905023","31,60000038","126,7479759","0,15469079","14,53778875"
24/07/2010 21.00,"0,02350592","16,41937457","0,28708396","31,60000038","113,4388122","0,1600158","18,30939039"
24/07/2010 22.00,"0,03738289","7,5354463","0,23275768","31,60000038","111,5926991","0,19243267","8,99452026"
24/07/2010 23.00,"0,08712436","6,79565908","0,30280564","31,60000038","115,034912","0,09009501","7,74553303"
25/07/2010 0.00,"0,20799176","6,9552977","0,3282073","31,60000038","117,7121421","0,07004384","7,62621085"
25/07/2010 1.00,,"4,71127507","0,34559376","12,80000019","120,7799334","0,09737877","5,42783914"
25/07/2010 2.00,"0,26358098",,"0,36785924","12,80000019","105,3935558","0,05376371",
25/07/2010 3.00,"0,26056557","10,64514604",,"12,80000019","103,6933769","0,08237497","11,53918386"
25/07/2010 4.00,"0,16710632","9,25642411","0,02491003","12,80000019",,"0,06685148","10,28241478"
25/07/2010 5.00,"0,17193097","10,55229741","0,00301386","12,80000019","87,4031445","0,15131536","12,94289969"
25/07/2010 6.00,"0,25225973","9,27848859","0,00049513","12,80000019","91,71683325","0,09385079","10,63778675"
25/07/2010 7.00,"0,15461654","9,14091446","0,00302318","12,80000019","95,2387464","0,20764089","10,34726409"
25/07/2010 8.00,"0,38368156","8,08574284","0,00500135","12,80000019","97,33890285","0,19086344","9,43938148"
25/07/2010 9.00,"0,30960328","6,81253057","0,00061279","12,80000019","107,9626569","0,22108156","8,25264897"
25/07/2010 10.00,"0,34584204","4,84106354","0,01480016","12,80000019","121,3975256","0,11187203","5,55105224"
25/07/2010 11.00,"0,42281267","5,75995736","0,01886368","12,80000019","118,6324556","0,11216696","6,90249973"
25/07/2010 12.00,"0,45332978","5,1382763","0,00096928","12,80000019","115,0308222","0,13598104","5,97256794"
25/07/2010 13.00,"0,41284505","4,50361658","0,00049979","12,80000019","117,1837065","0,0582741","5,23199489"
25/07/2010 14.00,"0,46846478","4,14151054","0,00031572","12,80000019","119,5081808","0,03141716","4,91293945"
25/07/2010 15.00,"0,45068355","4,20900032","0,00019456","12,80000019","116,9403963","0,05147444","4,61074594"
25/07/2010 16.00,"0,50931869","3,64182846","0,00070716","12,80000019","118,8378807","0,01970946","3,9259421"
25/07/2010 17.00,"0,36479282","3,33163706","0,00301502","12,80000019","111,1480335","0,05278128","3,64839045"
25/07/2010 18.00,"0,62831175","3,60419074","0,00084113","12,80000019","109,1952278","0,05553939","3,9453967"
25/07/2010 19.00,"0,2214965","4,87091369","0,00005359","12,80000019","113,0131191","0,02081596","5,31500246"
25/07/2010 20.00,"0,22629572","7,40565974","0,00263057","12,80000019","110,6737223","0,064729","8,01919377"
25/07/2010 21.00,"0,28425353","9,75091511","0,00208652","12,80000019","102,9189977","0,0895977","10,55348285"
25/07/2010 22.00,"0,40275437","8,24019038","0,00634692","12,80000019","99,0971562","0,06938788","8,96079832"
25/07/2010 23.00,"0,02264147","7,73921196","0,00187332","12,80000019","92,99127915","0,06312621","8,65600831"
26/07/2010 0.00,"0,01359729","9,30184941","0,00226127","12,80000019","84,9473793","0,13565458","10,25388201"
26/07/2010 1.00,"0,00799871","13,56016212","0,00912312","11,89999962","74,66680515","0,04529921","14,51444323"
26/07/2010 2.00,"0,01532009","11,18375453","0,03741048","11,89999962","74,4424674","0,71948275","12,32904062"
26/07/2010 3.00,"0,01931893","10,15065695","0,00959727","11,89999962","74,2532616","0,1090702","11,16176462"
26/07/2010 4.00,"0,01119819","9,8729141","0,02476674","11,89999962","73,1558919","0,10003721","11,0800553"
26/07/2010 5.00,"0,01212061","13,73148497","0,04044531","11,89999962","68,74065765","0,03248807","15,37304022"
26/07/2010 6.00,"0,02824107","15,47452153","0,05123903","11,89999962","67,0675509","0,19649762","17,61032304"
26/07/2010 7.00,"0,01851957","16,01444356","0,02736352","11,89999962","65,5876998","0,25670809","19,3651184"
26/07/2010 8.00,"0,05389795","12,03127338","0,03541484","11,89999962","78,15358635","0,21330965","15,39768398"
26/07/2010 9.00,"0,06355742","8,00527632","0,03613015","11,89999962","82,9012674","0,1361102","10,72987058"
26/07/2010 10.00,"0,02079562","5,13438346","0,02401298","11,89999962","87,53271975","0,1518798","6,535455"
26/07/2010 11.00,"0,10453438","4,64508354","0,03376986","11,89999962","89,44907685","0,11541933","5,85194942"
26/07/2010 12.00,"0,07272465","4,89427642","0,0282629","11,89999962","89,99235525","0,09985516","6,04909"
26/07/2010 13.00,"0,11579359","4,32321173","0,04679572","11,89999962","92,2385058","0,11195238","5,69112536"
26/07/2010 14.00,"0,09149034","3,82093506","0,08432154","11,89999962","97,69975845","0,0892804","4,95055231"
26/07/2010 15.00,"0,09856561","3,16551102","0,06628151","11,89999962","102,1486683","0,10803998","3,79105624"
26/07/2010 16.00,"0,0633113","2,95136129","0,06848453","11,89999962","106,7490984","0,06934008","3,51480092"
26/07/2010 17.00,"0,11314735","4,97474294","0,11879622","11,89999962","106,607234","0,07023504","5,91160955"
26/07/2010 18.00,"0,0577117","6,31155215","0,07450059","11,89999962","107,8315655","0,03936909","7,39924115"
26/07/2010 19.00,"0,11419385","6,15451003","0,0426856","11,89999962","110,5953387","0,1158963","6,92195433"
26/07/2010 20.00,"0,0503293","7,59774308","0,0487238","11,89999962","104,8097789","0,12229018","8,47962058"
26/07/2010 21.00,"0,02411816","16,17018552","0,06821658","11,89999962","86,7488643","0,09287041","17,40799329"
26/07/2010 22.00,"0,02239536","22,57127472","0,134328","11,89999962","71,7435915","0,27098575","23,90713176"
26/07/2010 23.00,"0,04743695","14,6231194","0,07866313","11,89999962","75,22632285","0,24279248","16,13436611"
27/07/2010 0.00,"0,03291724","15,3460313","0,0932","11,89999962","70,04211585","0,22870093","16,8152752"
27/07/2010 1.00,,"10,85409514","0,08446716","17,7999897","71,96254275","0,19528027","12,16302739"
27/07/2010 2.00,"0,53512303",,"0,08583953","17,7999897","70,0772478","0,18499128",
27/07/2010 3.00,"0,46619789","14,08969817",,"17,7999897","68,4946941","0,14176268","15,56499354"
27/07/2010 4.00,"0,42385712","10,56596821","0,15508946","17,7999897",,"0,11565222","11,80247008"
27/07/2010 5.00,"0,62398544","16,7145606","0,17945427","17,7999897","63,1190469","0,13977953","18,78744966"
27/07/2010 6.00,"0,64972265","24,69588912","0,20218692","17,7999897","58,6358031","0,11697229","28,13137072"
27/07/2010 7.00,"0,73023753","22,91520528","0,20067242","17,7999897","62,70909435","0,3784135","26,66578448"
27/07/2010 8.00,"0,79643609","13,59391083","0,23557931","17,7999897","78,12924735","0,23185261","17,05651415"
27/07/2010 9.00,"0,71311938","8,71391514","0,2089812","17,7999897","88,22195235","0,48486695","10,02431773"
27/07/2010 10.00,"0,94125689","7,57438226","0,19441986","17,7999897","93,2845242","0,1587659","9,6637585"
27/07/2010 11.00,"1,26536055","7,23563705","0,21181564","17,7999897","99,4025907","0,12817658","8,79867602"
27/07/2010 12.00,"1,21590079","6,46080861","0,24214176","17,7999897","107,7342893","0,11871339","7,47705955"
27/07/2010 13.00,"0,8599091","8,84629629","0,15415397","17,7999897","109,0330542","0,15539557","10,00097221"
27/07/2010 14.00,"0,87051335","6,52440364","0,12166445","17,7999897","114,302348","0,07045776","7,29937357"
27/07/2010 15.00,"1,07880614","4,96825552","0,15140457","17,7999897","116,6404281",,"5,61200871"
27/07/2010 16.00,"1,22036949","7,33816996","0,18490647","17,7999897","123,2828405","0,02597927","8,1761269"
27/07/2010 17.00,"1,14992902","14,08449944","0,23503642","17,7999897","96,7577793","0,12265122","15,76083588"
27/07/2010 18.00,"0,91035331","12,17793143","0,16502575","17,7999897","101,1932828","0,19751869","13,46908209"
27/07/2010 19.00,"0,90383943","7,53674454","0,24214176","17,7999897","107,9127021","0,1111581","8,24097621"
27/07/2010 20.00,"0,90285497","27,18651768","0,23682237","17,7999897","82,47555435","0,14925492","30,1222216"
27/07/2010 21.00,"0,94042397","38,632438","0,29887143","17,7999897","58,5871251","0,45812392","41,43443576"
27/07/2010 22.00,"0,85915143","43,74996336","0,28302976","17,7999897","33,8419032","0,47322637","47,85705408"
27/07/2010 23.00,"0,24571025","35,96661288","0,25639204","17,7999897","41,30601615","0,52990277","39,44744712"
28/07/2010 0.00,"0,17776855","29,89387144","0,27005982","17,7999897","31,87553145","0,76754821","33,14157552"
28/07/2010 1.00,"0,18087447","30,7829132","0,25674154","20,20000076","28,009002","0,34176285","34,07797752"
28/07/2010 2.00,"0,39416581","27,1462892","0,58143519","20,20000076","37,58139105","6,94089991","29,8680212"
28/07/2010 3.00,"0,30721333","19,03458522","0,25895504","20,20000076","50,70813195","0,79078564","21,47141584"
28/07/2010 4.00,"0,32077095","19,07482518","0,2505682","20,20000076","49,29990135","0,4324762","21,65816088"
28/07/2010 5.00,"0,24124155","30,8776528","0,24536531","20,20000076","40,8694902","0,6009575","34,52284256"
28/07/2010 6.00,"0,19094785","28,81014984","0,23666626","20,20000076","43,7872974","0,39115447","32,38025536"
