SIMAGE Brindisi,,,,,,,
,Torchiarolo,,,,,,,
Parm,SO2,NO2,CO,PM10,O3,BENZENE,NOX



14/11/2010 19.00,"0,99704544","38,45074064","0,69154983","44,59999084","9,29032398","1,55337394","94,7349156"
14/11/2010 20.00,"1,90328194","34,43383896","1,40207284","44,59999084","3,74799254","3,37244014","133,1266328"
14/11/2010 21.00,"3,25966196","39,32679992","1,79374934","44,59999084","4,99012343","6,55944355","187,2052966"
14/11/2010 22.00,"4,16293187","37,18532168","2,00414018","44,59999084","6,33351453","8,56103888","213,2640976"
14/11/2010 23.00,"4,17871672","37,187922","1,57557979","44,59999084","4,78220054","8,27714333","161,7884688"
15/11/2010 0.00,"1,83163429","24,418152","0,93851235","44,59999084","3,33080013","4,84033217","54,8153192"
15/11/2010 1.00,"1,95299087","21,62512152","0,93525268","69,5","3,82765089","3,68142406","75,54097856"
15/11/2010 2.00,"2,14153758","16,4634997","0,94043693","69,5","3,08507399","3,4664862","40,32683328"
15/11/2010 3.00,"1,81969369","17,32528782","1,17333791","69,5","3,06617136","8,74370428","35,43593728"
15/11/2010 4.00,"1,38149077","13,11499116","0,68923264","69,5","3,02566688","3,54185403","19,94227472"
15/11/2010 5.00,"1,06141442","17,1280153","0,48052988","69,5","3,92081141","2,5004501","25,42847192"
15/11/2010 6.00,"1,07901259","19,26949928","0,51348773","69,5","2,99326409","2,14630019","27,24814144"
15/11/2010 7.00,"1,52592612","27,97301888","0,58246622","69,5","2,76508995","2,04370218","51,68443832"
15/11/2010 8.00,"2,22943892","32,69858424","0,61172985","69,5","2,00090919","2,23045898","90,59625776"
15/11/2010 9.00,"3,29123269","63,06489176","0,7945067","69,5","2,53016474","2,69127185","174,580571"
15/11/2010 10.00,"2,86239938","68,18759864","0,88257604","69,5","3,61702877","3,23197312","153,035199"
15/11/2010 11.00,"2,06962653","33,93803824","0,56054674","69,5","15,85065405","2,84681386","59,60893264"
15/11/2010 12.00,"1,10524814","22,4713536","0,43614222","69,5","25,02350445","1,55566727","33,66425896"
15/11/2010 13.00,"0,87286771","26,2857936","0,42121507","69,5","34,1194077","1,23201617","35,84447432"
15/11/2010 14.00,"0,74050516","25,35392304","0,31892574","69,5","40,94571915","1,49594293","32,49050128"
15/11/2010 15.00,"0,97425956","17,10595465","0,37352696","69,5","45,3876864","1,04064525","20,39622176"
15/11/2010 16.00,"0,64488784","19,0449693","0,2385955","69,5","41,83277595","1,04513531","23,1574748"
15/11/2010 17.00,"1,14674276","38,89851192","0,50405939","69,5","22,2854268","1,19229622","54,9553732"
15/11/2010 18.00,"1,60356594","48,17830832","0,75039398","69,5","8,98789196","2,44607009","79,01557968"
15/11/2010 19.00,"2,94395668","55,73191288","1,57612967","69,5","5,98382694","6,21127157","129,663714"
15/11/2010 20.00,"4,15240795","59,24525112","1,56391348","69,5","5,72054879","8,08499237","168,2889246"
15/11/2010 21.00,"3,11408654","55,90452824","1,44198341","69,5","6,91272488","7,47298821","121,0803636"
15/11/2010 22.00,"2,0810271","47,41255232","1,12172142","69,5","7,10579499","5,92385313","71,85108624"
15/11/2010 23.00,"3,17196605","43,41381464","1,20252349","69,5","4,78355115","5,48424878","83,3240996"
16/11/2010 0.00,"2,89660109","36,9984428","1,09029671","69,5","5,31145808","4,20809073","65,76050584"
16/11/2010 1.00,,"25,92109872","0,57928344","42,40000153","13,02481436","3,72208271","42,7262212"
16/11/2010 2.00,"0,05301519",,"0,32481831","42,40000153","28,01137605","1,23067373",
16/11/2010 3.00,"0,12952004","19,19940536",,"42,40000153","31,66214625","0,76491926","22,38317216"
16/11/2010 4.00,"0,16390684","9,86642477","0,30826017","42,40000153",,"0,61093936","12,25640947"
16/11/2010 5.00,"0,03922366","8,99964442","0,26023654","42,40000153","44,75608935","1,87320213","10,61944685"
16/11/2010 6.00,"0,04962858","8,79567991","0,26310011","42,40000153","44,7706728","0,61668643","10,74543618"
16/11/2010 7.00,"0,2230342","17,68610325","0,44460594","42,40000153","36,1891803","1,17508858","24,2650964"
16/11/2010 8.00,"0,40144651","28,38186184","0,55284726","42,40000153","29,1076884","1,16173029","40,8974888"
16/11/2010 9.00,"0,29489949","28,9736832","0,55326899","42,40000153","22,45418385","1,60824821","42,7404656"
16/11/2010 10.00,"0,25631654","28,9555192","0,40643472","42,40000153","35,1873711",,"44,35134472"
16/11/2010 11.00,"0,51189576","23,35519472","0,41292144","42,40000153","46,95250455",,"32,94831056"
16/11/2010 12.00,"0,11162694","20,28572728","0,42550111","42,40000153","60,5619357",,"28,57363544"
16/11/2010 13.00,"0,09903648","17,48622659","0,38594703","42,40000153","61,936371",,"22,86176488"
16/11/2010 14.00,"0,07046691","17,35904035","0,37367026","42,40000153","63,0961443",,"22,28979008"
16/11/2010 15.00,"0,07812492","13,77301743","0,31564161","42,40000153","67,124967",,"17,00852678"
16/11/2010 16.00,"0,08394115","18,19875442","0,33139241","42,40000153","60,4795821",,"22,0407712"
16/11/2010 17.00,"0,16560014","24,66864312","0,42076422","42,40000153","52,6689975",,"31,42178888"
16/11/2010 18.00,"0,04771357","29,84066048","0,48147586","42,40000153","40,85526585",,"41,12058096"
16/11/2010 19.00,"0,14947459","24,17286152","0,50216044","42,40000153","36,47001645",,"31,4931256"
16/11/2010 20.00,"0,17369953","32,0937804","0,47555533","42,40000153","21,1108107",,"44,88050984"
16/11/2010 21.00,"0,26758185","35,50327792","0,51850422","42,40000153","17,25480288",,"46,43297736"
16/11/2010 22.00,"0,31956683","23,7198896","0,56492714","42,40000153","27,2323485",,"31,82774472"
16/11/2010 23.00,"0,78338086","14,92942371","0,56464987","42,40000153","32,22381855",,"20,82422296"
17/11/2010 0.00,"0,72462165","26,20401736","0,58138743","42,40000153","11,97034713",,"34,32961584"
17/11/2010 1.00,"0,69502085","21,16828736","0,57799262","43,40000153","10,64450804",,"25,8123824"
17/11/2010 2.00,"0,71320786","14,00143642","0,5644926","43,40000153","14,35604594",,"17,03705955"
17/11/2010 3.00,"0,84537922","12,13899164","0,58000574","43,40000153","13,09771365",,"14,82960966"
17/11/2010 4.00,"0,87637839","6,6853405","0,57349222","43,40000153","15,61707746",,"8,6975121"
17/11/2010 5.00,"0,71261902","7,82097673","0,61577007","43,40000153","7,92532902",,"10,57293745"
17/11/2010 6.00,"0,89125304","17,8820756","0,5967829","43,40000153","6,15394458",,"25,84480992"
17/11/2010 7.00,"0,80745834","18,15462929","0,58438847","43,40000153","12,5765618",,"26,73582104"
17/11/2010 8.00,"3,1217415","38,4247948","0,61636189","43,40000153","2,14537512",,"128,7986487"
17/11/2010 9.00,"3,65543259","51,33731472","0,61549397","43,40000153","3,87220722",,"162,9687464"
17/11/2010 10.00,"1,58443312","31,422764","0,609415","43,40000153","23,33042775",,"49,63391392"
17/11/2010 11.00,"1,19093853","18,39083968","0,58640042","43,40000153","51,5375931",,"25,08997144"
17/11/2010 12.00,"0,63802919","13,00078166","0,55596596","43,40000153","70,05612075",,"16,80749527"
17/11/2010 13.00,"0,6160864","11,75353053","0,56630767","43,40000153","76,65697725",,"14,99173006"
17/11/2010 14.00,"0,80193603","12,10135774","0,55359635","43,40000153","75,4728849",,"15,00988832"
17/11/2010 15.00,"0,77366038","10,4634353","0,55213661","43,40000153","73,9472286",,"12,14746562"
17/11/2010 16.00,,,,"43,40000153",,,
17/11/2010 17.00,"1,35219506","52,77536816","0,39942142","43,40000153","28,7404488","1,72695245","76,15186256"
17/11/2010 18.00,"1,66619687","39,238542","1,30716146","43,40000153","24,78386505","1,76784296","54,47595832"
17/11/2010 19.00,"2,05119239","53,67609224","1,25179134","43,40000153","10,04505243",,"90,83621376"
17/11/2010 20.00,"2,26200326","64,3342112","1,45883747","43,40000153","6,37131779","3,60102106","122,6782029"
17/11/2010 21.00,"1,8776393","35,17232984","1,13356364","43,40000153","28,19363925","4,35618526","49,0956668"
17/11/2010 22.00,"1,08350773","34,41955632","1,01742829","43,40000153","18,22555791","4,42832717","48,76494816"
17/11/2010 23.00,"0,01325354","28,41820896","0,74414259","43,40000153","18,2741601","2,33795486","38,37357232"
18/11/2010 0.00,"0,00051562","24,89965096","0,63890231","43,40000153","12,3861969","1,93184235","33,6811228"
18/11/2010 1.00,,"23,66407832","0,56401844","41,5","10,22326578","1,62623385","27,99647912"
18/11/2010 2.00,"0,4741193",,"0,50899083","41,5","12,82499316","1,29737673",
18/11/2010 3.00,"0,38841773","23,63683232",,"41,5","19,16254956","1,28872409","26,19369256"
18/11/2010 4.00,"0,4632974","13,50695307","0,4937771","41,5",,"0,91603834","15,43918586"
18/11/2010 5.00,"0,36838893","13,93467894","0,37362948","41,5","18,05525873","2,63966316","15,98859523"
18/11/2010 6.00,"0,3096887","12,98520842","0,4792379","41,5","18,35652168","0,98471228","15,82049793"
18/11/2010 7.00,"1,13576628","39,35666536","0,86540977","41,5","4,52702408","2,34411381","72,64095256"
18/11/2010 8.00,"1,94789875","40,86349344","0,92167461","41,5","3,34970076","3,33334361","94,93332384"
18/11/2010 9.00,"1,54815062","51,6838456","0,67289585","41,5","4,74844713","3,24165801","114,6694085"
18/11/2010 10.00,"1,36294781","39,42415896","0,57336757","41,5","27,121626","2,13196558","57,46502616"
18/11/2010 11.00,"0,77298611","32,23913064","0,52845099","41,5","40,65544665","1,58343341","42,72362088"
18/11/2010 12.00,"0,66498681","20,73998024","0,47340707","41,5","57,3850578","1,49637414","26,91610352"
18/11/2010 13.00,"0,43860362","15,4680322","0,41012893","41,5","67,58132325","0,90653855","18,71664257"
18/11/2010 14.00,"0,26436813","17,75748012","0,40701489","41,5","63,9885876","1,10005025","22,00964384"
18/11/2010 15.00,"0,14649173","20,14295824","0,40839425","41,5","57,4174566","1,06438712","28,82785496"
18/11/2010 16.00,"0,18527503","44,54036504","0,41091647","41,5","46,07490405","1,09767047","72,80177088"
18/11/2010 17.00,"0,35493605","34,8426628","0,58589714","41,5","46,1464647","1,06765169","44,2735072"
18/11/2010 18.00,"1,01128039","43,01535384","0,73692192","41,5","21,6171018","2,99503652","56,14729488"
18/11/2010 19.00,"1,01040882","40,33266488","0,87159592","41,5","15,27549954","3,3169994","63,02646056"
18/11/2010 20.00,"1,14586102","52,13031672","1,11789323","41,5","10,2246164","4,48208681","78,5810968"
18/11/2010 21.00,"1,20810345","45,66173392","0,83566266","41,5","12,46719789","3,73751873","66,71247152"
18/11/2010 22.00,"0,59293948","34,69081176","0,78266681","41,5","14,53021742","3,01646878","47,53927968"
18/11/2010 23.00,"0,74429755","28,1196884","0,71812814","41,5","14,66658165","3,02244671","40,49153296"
19/11/2010 0.00,"0,5413013","16,57382402","0,50898617","41,5","33,68196405","1,93970885","19,83851048"
19/11/2010 1.00,"0,27097762","10,62047933","0,37577075","56,29999161","42,08929305","0,92005753","12,8180002"
19/11/2010 2.00,"0,72011228","9,65746611","0,39503752","56,29999161","40,77965535","0,69288719","11,02298783"
19/11/2010 3.00,"0,35595305","7,82616781","0,33963944","56,29999161","41,9016234","0,5907275","8,97117474"
19/11/2010 4.00,"0,45937585","4,75021104","0,32955287","56,29999161","37,6554255","0,47756286","5,47971743"
19/11/2010 5.00,"0,23865736","5,63925471","0,32730675","56,29999161","42,55508565","0,44745254","6,06076276"
19/11/2010 6.00,"0,45930364","6,60616841","0,36398911","56,29999161","53,6816196","0,48414997","7,36033195"
19/11/2010 7.00,"0,50883561","14,7048899","0,417536","56,29999161","46,06006125","0,60754563","18,53376742"
19/11/2010 8.00,"0,61225943","30,5687692","0,58377684","56,29999161","24,15943005","1,06473493","42,62895776"
19/11/2010 9.00,"0,87139814","31,94191024","0,67746614","56,29999161","25,3947939","1,74992648","43,70155152"
19/11/2010 10.00,"1,05565617","31,06325064","0,56946715","56,29999161","37,7404923","1,79947065","48,50684728"
19/11/2010 11.00,"0,33016905","19,48494344","0,51974262","56,29999161","52,7716203","1,52183473","27,05099512"
19/11/2010 12.00,"0,4648229","16,32333098","0,50575563","56,29999161","60,28919925","1,14082382","21,852726"
19/11/2010 13.00,"0,5475467","23,24617248","0,53219297","56,29999161","59,32250205","1,29106116","30,5865508"
19/11/2010 14.00,"0,31157626","15,71462858","0,44917507","56,29999161","65,9300817","1,34613171","19,58431008"
19/11/2010 15.00,"0,14612866","13,43686871","0,38889098","56,29999161","67,2424326","1,09603209","16,06432764"
19/11/2010 16.00,"0,20154398","18,5647552","0,4579615","56,29999161","64,06014825","1,25072897","21,65557968"
19/11/2010 17.00,"0,44724711","39,84336496","0,7497276","56,29999161","36,96146475","2,34686276","48,47441976"
19/11/2010 18.00,"0,62170024","45,48779928","1,04779867","56,29999161","30,22020015","4,38659152","56,67259776"
19/11/2010 19.00,"0,87648213","55,94217552","1,35315915","56,29999161","13,85919318","6,06164849","79,39949016"
19/11/2010 20.00,"2,57068921","53,75524904","1,85040212","56,29999161","7,96988535","9,08186695","135,74005"
19/11/2010 21.00,"2,46966246","39,87711176","1,57837695","56,29999161","8,30472017","9,33259305","93,71549456"
19/11/2010 22.00,"1,91659549","32,00032184","1,22313467","56,29999161","6,00948065","6,25943872","81,31252264"
19/11/2010 23.00,"2,28787269","27,74719256","1,18207774","56,29999161","5,37761228","5,80071273","64,79813888"
20/11/2010 0.00,"2,77586489","33,75634088","1,44283619","56,29999161","5,27770467","5,9302409","79,55120736"
20/11/2010 1.00,,"27,24361","1,06363801","66,40000153","4,06257611","4,73480215","42,57836624"
20/11/2010 2.00,"0,11261953",,"0,83195796","66,40000153","4,22999451","3,66274584",
20/11/2010 3.00,"0,2277663","33,4773036",,"66,40000153","3,87220722","4,6903918","42,42141016"
20/11/2010 4.00,"0,30721129","24,66474264","0,62527181","66,40000153",,"3,39577826","38,53959128"
20/11/2010 5.00,"0,06966959","16,95633491","0,50991351","66,40000153","6,59669693","3,25234363","23,99332472"
20/11/2010 6.00,"0,0531352","21,06704696","0,54472371","66,40000153","4,9793225","3,02596858","30,20652168"
20/11/2010 7.00,"0,36726921","26,82312296","0,73496588","66,40000153","3,51711917","3,29579292","55,03449176"
20/11/2010 8.00,"1,75126993","38,91537576","0,95375055","66,40000153","3,32944752","4,31762062","104,114614"
20/11/2010 9.00,"1,56323273","42,08348328","0,82498543","66,40000153","2,89200188","4,8438276","123,4395613"
20/11/2010 10.00,"1,4928126","81,46871392","0,91659754","66,40000153","5,98112771","4,62983555","151,9898321"
20/11/2010 11.00,"0,26291077","30,95034704","0,29718102","66,40000153","30,72110475","2,58704562","47,06198712"
20/11/2010 12.00,"0,0993609","17,4304134","0,23845919","66,40000153","49,9700817","1,06178665","24,07443176"
20/11/2010 13.00,"0,0242524","20,0858468","0,26540914","66,40000153","52,15729995","1,03888279","27,66186"
20/11/2010 14.00,"0,06767118","23,62254968","0,16617677","66,40000153","48,7522539","1,07066404","31,17537032"
20/11/2010 15.00,"0,04136139","24,231254","0,16174278","66,40000153","55,49621175","1,26513173","31,80569936"
20/11/2010 16.00,"0,0584114","26,62194232","0,28951765","66,40000153","49,82965365","1,5793593","33,26868528"
20/11/2010 17.00,"0,21255402","40,78301736","0,72334151","66,40000153","19,6175552","3,48672348","55,22255608"
20/11/2010 18.00,"1,24449883","47,4839464","0,88982001","66,40000153","9,20256393","4,14730363","97,5752872"
20/11/2010 19.00,"1,87680841","55,14917352","1,79578459","66,40000153","6,66159827","8,10707245","116,2089126"
20/11/2010 20.00,"1,72075586","46,60268648","0,98539312","66,40000153","5,69759631","6,49407994","93,77254864"
20/11/2010 21.00,"0,87540716","49,39439768","1,10722765","66,40000153","6,22415262","4,97013188","94,51182344"
20/11/2010 22.00,"0,70079029","50,39246168","0,8851705","66,40000153","9,21201624","5,12158047","75,98712464"
20/11/2010 23.00,"0,11561765","31,78617784","0,55914641","66,40000153","15,78989832","3,30746909","41,36959984"
21/11/2010 0.00,"0,09207104","27,56289488","0,45005465","66,40000153","25,79848215","2,02995946","35,35291824"
21/11/2010 1.00,"0,12151218","15,0721851","0,21779559","27,60000038","39,2175504","1,36510181","19,39884608"
21/11/2010 2.00,"0,01840262","11,56143571","0,16471353","27,60000038","40,9281831","0,96256101","14,10330205"
21/11/2010 3.00,"0,01358102","10,05331703","0,10099735","27,60000038","43,4448357","0,70527933","12,6104851"
21/11/2010 4.00,"0,02933842","7,26548719","0,10581928","27,60000038","35,4236589","0,72906899","9,60280012"
21/11/2010 5.00,"0,0080699","7,04614829","0,10766348","27,60000038","32,5870083","0,70781471","8,28766916"
21/11/2010 6.00,"0,00699594","8,27523351","0,17185964","27,60000038","32,4911286","0,89319347","10,19032904"
21/11/2010 7.00,"0,02513414","9,78855092","0,15627543","27,60000038","41,1604011","0,72940664","12,02684519"
21/11/2010 8.00,"0,11866051","14,17535386","0,34054698","27,60000038","34,98214545","1,41825125","19,27433664"
21/11/2010 9.00,,"17,11503665","0,14236999","27,60000038","36,9574149",,"24,6360244"
21/11/2010 10.00,,"17,13839938","0,02320447","27,60000038","51,65639535",,"25,69047328"
21/11/2010 11.00,,"14,97614152","0,08923784","27,60000038","53,8152846",,"22,20549"
21/11/2010 12.00,,"13,93914346","0,17900575","27,60000038","58,43005875",,"18,54414384"
21/11/2010 13.00,,"17,10205799","0,19088875","27,60000038","63,0664587",,"22,83451888"
21/11/2010 14.00,,"15,61858499","0,16372328","27,60000038","65,3157813",,"19,65304648"
21/11/2010 15.00,,"9,83916921","0,03350074","27,60000038","71,25100605",,"11,98534332"
21/11/2010 16.00,,"13,62375524","0,01511821","27,60000038","66,16770615",,"16,63629479"
21/11/2010 17.00,,"17,93139564","0,11345353","27,60000038","61,54078245",,"22,37410928"
21/11/2010 18.00,,"23,95351688","0,20307115","27,60000038","50,72481015",,"30,25971352"
21/11/2010 19.00,,"17,90025298","0,19665666","27,60000038","57,06100995",,"21,48307904"
21/11/2010 20.00,,"15,59523182","0,18481793","27,60000038","62,59928955",,"19,91632888"
21/11/2010 21.00,,"13,701631","0,07698903","27,60000038","63,853566",,"17,41577513"
21/11/2010 22.00,,"11,61594683","0,03885974","27,60000038","60,9683172",,"14,44570492"
21/11/2010 23.00,"0,02350287","9,94040387","0,03827258","27,60000038","57,43906245",,"13,5248513"
22/11/2010 0.00,"0,00114616","7,61591473","0,03436168","27,60000038","63,52548825",,"9,32784114"
22/11/2010 1.00,,"5,43938188","0,35008367","39,79999161","55,6001712",,"7,06202745"
22/11/2010 2.00,"2,92447706",,"0,00096812","39,79999161","55,6568691",,
22/11/2010 3.00,"2,45019098","12,13121171",,"39,79999161","57,5524782",,"12,60270326"
22/11/2010 4.00,"2,80763699","5,68987109","0,08574051","39,79999161",,,"5,90382771"
22/11/2010 5.00,"2,63378897","4,80956908","0,07133878","39,79999161","58,7652387",,"4,92770582"
22/11/2010 6.00,"2,78946116","4,52567914","0,08729112","39,79999161","61,5610317",,"5,01799429"
22/11/2010 7.00,"2,54799078","7,22136014","0,15140457","39,79999161","57,1352838",,"8,35251655"
22/11/2010 8.00,"2,64579059","13,46411854","0,20297446","39,79999161","52,24236675",,"18,75295718"
22/11/2010 9.00,"2,68127575","13,35120155","0,18680659","39,79999161","54,7563261",,"17,53898823"
22/11/2010 10.00,"3,02314234","20,96322536","0,30261108","39,79999161","48,4660113",,"28,86934536"
22/11/2010 11.00,"2,98938912","15,20457198","0,25792984","39,79999161","48,61992555",,"20,4429128"
22/11/2010 12.00,,,"0,20031127","39,79999161",,,
22/11/2010 13.00,,,,"39,79999161",,,
22/11/2010 14.00,,,,"39,79999161",,,
22/11/2010 15.00,,,,"39,79999161",,,
22/11/2010 16.00,,,,"39,79999161",,,
22/11/2010 17.00,,,,"39,79999161",,,
22/11/2010 18.00,,,,"39,79999161",,,
22/11/2010 19.00,,,,"39,79999161",,,
22/11/2010 20.00,,,,"39,79999161",,,
22/11/2010 21.00,,,,"39,79999161",,,
22/11/2010 22.00,,,,"39,79999161",,,
22/11/2010 23.00,,,,"39,79999161",,,
23/11/2010 0.00,,,,"39,79999161",,,
23/11/2010 1.00,,,,"46,40000153",,,
23/11/2010 2.00,,,,"46,40000153",,,
23/11/2010 3.00,,,,"46,40000153",,,
23/11/2010 4.00,,,,"46,40000153",,,
23/11/2010 5.00,,,,"46,40000153",,,
23/11/2010 6.00,,,,"46,40000153",,,
23/11/2010 7.00,,,,"46,40000153",,,
23/11/2010 8.00,,,,"46,40000153",,,
23/11/2010 9.00,,,,"46,40000153",,,
23/11/2010 10.00,,,,"46,40000153",,,
23/11/2010 11.00,,,,"46,40000153",,,
23/11/2010 12.00,,,,"46,40000153",,,
23/11/2010 13.00,,,,"46,40000153",,,
23/11/2010 14.00,,,,"46,40000153",,,
23/11/2010 15.00,,,,"46,40000153",,,
23/11/2010 16.00,,,,"46,40000153",,,
23/11/2010 17.00,,,,"46,40000153",,,
23/11/2010 18.00,,,,"46,40000153",,,
23/11/2010 19.00,,,,"46,40000153",,,
23/11/2010 20.00,,,,"46,40000153",,,
23/11/2010 21.00,,,,"46,40000153",,,
23/11/2010 22.00,,,,"46,40000153",,,
23/11/2010 23.00,,,,"46,40000153",,,
24/11/2010 0.00,,,,"46,40000153",,,
24/11/2010 1.00,,,,"65,40000153",,,
24/11/2010 2.00,,,,"65,40000153",,,
24/11/2010 3.00,,,,"65,40000153",,,
24/11/2010 4.00,,,,"65,40000153",,,
24/11/2010 5.00,,,,"65,40000153",,,
24/11/2010 6.00,,,,"65,40000153",,,
24/11/2010 7.00,,,,"65,40000153",,"1,67766659",
24/11/2010 8.00,,,,"65,40000153",,"3,79794785",
24/11/2010 9.00,,,,"65,40000153",,"6,05293077",
24/11/2010 10.00,,,,"65,40000153",,"2,73478928",
24/11/2010 11.00,,,,"65,40000153",,"1,56341478",
24/11/2010 12.00,,,,"65,40000153",,"2,3319271",
24/11/2010 13.00,,,,"65,40000153",,"3,48774862",
24/11/2010 14.00,,,,"65,40000153",,"2,93456164",
24/11/2010 15.00,,,,"65,40000153",,"2,54861827",
24/11/2010 16.00,"1,92911679","30,51165776","0,91882269","65,40000153","38,9400459",,"36,65573592"
24/11/2010 17.00,"2,26887005","32,803706","1,12663539","65,40000153","39,85724715","3,23392169","41,35801312"
24/11/2010 18.00,"2,67590599","42,72983488","1,72860487","65,40000153","21,3310587","7,06889851","58,15925424"
24/11/2010 19.00,"3,07527986","49,55534984","2,07883998","65,40000153","5,34998153","12,17111022","78,11607928"
24/11/2010 20.00,"4,08310957","55,94475672","2,84337007","65,40000153","6,86581844","13,0761792","123,0195905"
24/11/2010 21.00,"3,4839847","46,89730656","2,38605514","65,40000153",,"14,57952894","105,520087"
24/11/2010 22.00,"3,93921322","42,98420736","2,31502043","65,40000153",,"10,04664299","107,938614"
24/11/2010 23.00,"3,36469874","27,53694904","1,97023169","65,40000153","1,42405095","8,17676441","63,47941336"
25/11/2010 0.00,"3,09890579","23,15143288","1,41966784","65,40000153","2,4121146","6,6603208","47,4968524"
25/11/2010 1.00,"2,73805181","19,03199064","1,10947494","59,20000076","4,70679552","4,75043344","36,91999344"
25/11/2010 2.00,"2,03111172","15,44207489","1,01058391","59,20000076","8,15826323","2,63715117","28,023228"
25/11/2010 3.00,"2,18040122","12,27527518","0,87580273","59,20000076","10,62301989","2,67760743","22,08644888"
25/11/2010 4.00,"2,07215784","10,3128825","0,84312681","59,20000076","12,09836429","1,97354647","18,19638546"
25/11/2010 5.00,"1,64526192","10,08836017","0,76590129","59,20000076","13,16471373","1,50394672","17,45930563"
25/11/2010 6.00,"1,66379471","18,83341606","0,79328811","59,20000076","6,63770016","1,3913455","28,68776272"
25/11/2010 7.00,"2,0260613","34,08600792","1,33895547","59,20000076","1,66431878","1,94975375","64,59734064"
25/11/2010 8.00,"3,28825593","45,32688536","1,47835937","59,20000076","1,17771234","3,10409045","131,8165686"
25/11/2010 9.00,"4,51231611","54,92074688","1,62947851","59,20000076","1,59277808","4,2095664","185,4924888"
25/11/2010 10.00,"3,32699143","51,971984","1,10984774","59,20000076","7,77019383","4,1937551","109,2223499"
25/11/2010 11.00,"2,49434403","39,61753864","1,04365244","59,20000076","19,50882969","2,22590892","66,07799344"
25/11/2010 12.00,"2,73728194","28,95421904","1,01610834","59,20000076","28,653786","3,39358459","47,65361728"
25/11/2010 13.00,"2,08020434","20,9100144","0,96513377","59,20000076","44,792139","2,7838402","31,64384856"
25/11/2010 14.00,"1,94080212","18,48689282","1,01009345","59,20000076","52,78843815","2,75835622","26,89493768"
25/11/2010 15.00,"2,22007642","16,05726662","0,98300021","59,20000076","55,72563675","3,64906922","22,88570312"
25/11/2010 16.00,"2,02345066","20,37788568","1,07605342","59,20000076","54,39201915","2,52217526","28,29526736"
25/11/2010 17.00,"2,44991741","31,36697184","1,41300637","59,20000076","38,66671095","3,6951678","43,15210008"
25/11/2010 18.00,"2,76497384","40,60001984","2,06996618","59,20000076","20,343015","5,49513881","59,7668256"
25/11/2010 19.00,"3,48424098","58,0213608","2,49301729","59,20000076","6,20711133","6,7597834","107,5227922"
25/11/2010 20.00,"4,29878273","55,39316384","2,59065594","59,20000076","9,01944488","9,56599963","119,1994527"
25/11/2010 21.00,"3,49185933","53,772132","2,41289325","59,20000076","8,24195148","8,21678031","105,5628584"
25/11/2010 22.00,"3,2989568","46,78698416","2,42433471","59,20000076","7,21744517","7,7551396","89,1787392"
25/11/2010 23.00,"1,97238912","30,43638232","1,64240885","59,20000076","17,42201979","5,48994194","56,59441608"
26/11/2010 0.00,"1,14299511","24,7335364","1,65698416","59,20000076","19,31040899","3,08606006","40,3359344"
26/11/2010 1.00,,"17,29284118","1,31797499","65,90000153","17,81211611","2,10424724","28,1151952"
26/11/2010 2.00,"1,11759757",,"1,25644085","65,90000153","16,57163508","1,55659579",
26/11/2010 3.00,"1,01525076","18,66729002",,"65,90000153","39,39696075","1,20160076","26,92732696"
26/11/2010 4.00,"1,35407346","12,26229461","0,7052945","65,90000153",,"0,75474824","17,6989538"
26/11/2010 5.00,"1,12331108","10,84505329","0,72531735","65,90000153","25,8563571","1,58017189","15,66320342"
26/11/2010 6.00,"1,38942032","21,60047584","0,94708442","65,90000153","10,67431134","0,98595302","31,42492456"
26/11/2010 7.00,"2,16654256","44,27429112","1,48176001","65,90000153","4,6892475","3,52707397","79,7793472"
26/11/2010 8.00,"2,1618908","52,8168968","1,20582393","65,90000153","3,77339886","4,37441702","110,7314915"
26/11/2010 9.00,"2,18428209","66,86376808","1,37560754","65,90000153","2,53697168","2,36361072","144,3210295"
26/11/2010 10.00,"1,55146198","52,05894176","0,97812119","65,90000153","18,85012658","3,7395446","82,814456"
26/11/2010 11.00,"2,26767202","36,31964456","1,15580349","65,90000153","29,2747098","2,91187542","50,69000712"
26/11/2010 12.00,"6,3234131","46,98944584","1,31499725","65,90000153","21,37696365","4,07658755","72,71299672"
26/11/2010 13.00,"6,94705886","45,84731264","0,85120725","65,90000153","26,8801512","2,61934655","68,12859432"
26/11/2010 14.00,"6,06989433","24,8866876","0,77915666","65,90000153","34,13403105","2,23429001","36,94848224"
26/11/2010 15.00,"5,99672118","18,7918855","0,7943005","65,90000153","33,64944555","1,71388501","28,22530728"
26/11/2010 16.00,"6,38271641","32,6687188","0,99397451","65,90000153","24,974208","2,20070156","51,39209352"
26/11/2010 17.00,"6,38993406","28,97498336","1,5404131","65,90000153","26,51975445","5,03725388","43,17800768"
26/11/2010 18.00,"7,24301196","35,61880096","2,02769881","65,90000153","18,88521863","8,30301072","55,70577584"
26/11/2010 19.00,"7,90517863","40,47413376","2,41544227","65,90000153","11,95797813","9,72500046","78,62773048"
26/11/2010 20.00,"8,11617664","41,45661496","2,71679165","65,90000153","9,505377","11,0899782","105,9320465"
26/11/2010 21.00,"7,86209241","40,3806752","2,72098216","65,90000153","11,47340261","11,38044357","111,762614"
26/11/2010 22.00,"7,75900725","28,81275016","1,90283178","65,90000153","5,06516934","10,58692932","82,7626408"
