"NetC","SIMAGE Brindisi","","",""
"Stat","S. Pancrazio S.","","",""
"Parm","SO2","NOX","NO2","PM10"
"PtId","1","2","4","6"
"Unit","ug/m3 293K","ug/m3 293K","ug/m3 293K","ug/m3"
"Field","Aver","Aver","Aver","Aver"
"2013-01-09 19:00:00","0.73282274","30.49835024","26.23258264","75.5"
"2013-01-09 20:00:00","1.09741012","53.0138328","45.57345688","75.5"
"2013-01-09 21:00:00","0.87258397","46.60157752","39.82908232","75.5"
"2013-01-09 22:00:00","1.0915522","60.7749276","44.84016664","75.5"
"2013-01-09 23:00:00","1.08467728","57.50135416","40.11982104","75.5"
"2013-01-10 00:00:00","0.81836566","29.50097456","22.89574112","75.5"
"2013-01-10 01:00:00","","28.290908","22.74779056","45.5"
"2013-01-10 02:00:00","0.04801155","27.30779584","21.30325544","45.5"
"2013-01-10 03:00:00","0.09067775","19.41959128","13.84050912","45.5"
"2013-01-10 04:00:00","0.048457","16.24979546","10.44397687","45.5"
"2013-01-10 05:00:00","0.06460899","20.2185396","13.78209943","45.5"
"2013-01-10 06:00:00","0.08862952","21.94998944","15.69515868","45.5"
"2013-01-10 07:00:00","0.05350437","19.78663792","13.27723201","45.5"
"2013-01-10 08:00:00","0.0338183","18.4326035","11.60686292","45.5"
"2013-01-10 09:00:00","0.06057049","20.81902232","14.25971894","45.5"
"2013-01-10 10:00:00","0.01413325","25.14444432","17.77824826","45.5"
"2013-01-10 11:00:00","0.05754186","30.18059496","20.15724088","45.5"
"2013-01-10 12:00:00","0.04088543","41.28139928","26.32472192","45.5"
"2013-01-10 13:00:00","0.02069493","20.37287624","13.7301829","45.5"
"2013-01-10 14:00:00","0.04367608","13.78813753","9.28108509","45.5"
"2013-01-10 15:00:00","0.0338183","13.31344529","8.73727596","45.5"
"2013-01-10 16:00:00","0.0345902","10.33559133","6.31933973","45.5"
"2013-01-10 17:00:00","0.00908588","13.43665839","8.79178517","45.5"
"2013-01-10 18:00:00","0.03028524","10.88421105","6.60616841","45.5"
"2013-01-10 19:00:00","0.0282665","11.12415175","6.88910617","45.5"
"2013-01-10 20:00:00","0.0677861","13.90356879","9.34857295","45.5"
"2013-01-10 21:00:00","0.02069493","14.70120739","9.73014697","45.5"
"2013-01-10 22:00:00","0.00706612","12.66755066","8.7242973","45.5"
"2013-01-10 23:00:00","0.01968505","15.81530876","10.91639957","45.5"
"2013-01-11 00:00:00","0.00353306","13.0773955","9.01761531","45.5"
"2013-01-11 01:00:00","0.0363425","11.41856534","7.38878634","26"
