,TARANTO,,,,
07/03/2010 14.00,"1,045553","30,448063","15,6","12,1","1,646682"
07/03/2010 15.00,"1,076304","21,539464","15,6","12,1","1,155654"
07/03/2010 16.00,"0,80974","17,089077","15,6","12,1","1,068507"
07/03/2010 17.00,"0,698151","19,061845","15,6","12,1","0,84991"
07/03/2010 18.00,"0,638019","22,25589","15,6","12,1","0,903807"
07/03/2010 19.00,"0,617619","34,402673","15,6","12,1","1,110793"
07/03/2010 20.00,"0,738189","44,945306","15,6","12,1","1,330725"
07/03/2010 21.00,"0,733165","50,623489","15,6","12,1","1,464994"
07/03/2010 22.00,"0,634669","39,799235","15,6","12,1","1,355275"
07/03/2010 23.00,"0,758894","35,629164","15,6","12,1","1,316228"
08/03/2010 0.00,"0,594479","26,135223","15,6","12,1","1,31837"
08/03/2010 1.00,"0,498114","17,970335","28,4","15,7","0,852287"
08/03/2010 2.00,"0,479542","12,843737","28,4","15,7","0,796084"
08/03/2010 3.00,"0,4427","9,783359","28,4","15,7","0,865997"
08/03/2010 4.00,"0,362777","6,989042","28,4","15,7","0,856919"
08/03/2010 5.00,"0,384547","5,97151","28,4","15,7","0,857599"
08/03/2010 6.00,"0,404337","7,040957","28,4","15,7","0,793771"
08/03/2010 7.00,"0,528409","11,299266","28,4","15,7","0,898035"
08/03/2010 8.00,"0,517753","25,19299","28,4","15,7","1,008722"
08/03/2010 9.00,"0,773964","63,712542","28,4","15,7","1,509075"
08/03/2010 10.00,"0,877485","65,294648","28,4","15,7","1,963228"
08/03/2010 11.00,"1,160643","43,59681","28,4","15,7","1,558569"
08/03/2010 12.00,"1,587816","42,918033","28,4","15,7","1,302427"
08/03/2010 13.00,"2,156414","42,459879","28,4","15,7","1,433868"
08/03/2010 14.00,"2,329506","42,100365","28,4","15,7","1,407882"
08/03/2010 15.00,"2,719533","35,926382","28,4","15,7","2,002399"
08/03/2010 16.00,"3,424232","29,974347","28,4","15,7","1,092726"
08/03/2010 17.00,"3,902099","30,659626","28,4","15,7","1,088997"
08/03/2010 18.00,"3,28524","35,06849","28,4","15,7","1,333768"
08/03/2010 19.00,"2,230554","34,711576","28,4","15,7","1,321005"
08/03/2010 20.00,,,"28,4","15,7",
08/03/2010 21.00,,,"28,4","15,7",
08/03/2010 22.00,,,"28,4","15,7",
08/03/2010 23.00,,,"28,4","15,7",
09/03/2010 0.00,,,"28,4","15,7",
09/03/2010 1.00,,,32,"20,5",
09/03/2010 2.00,,,32,"20,5",
09/03/2010 3.00,,,32,"20,5",
09/03/2010 4.00,,,32,"20,5",
09/03/2010 5.00,,,32,"20,5",
09/03/2010 6.00,,,32,"20,5",
09/03/2010 7.00,,,32,"20,5",
09/03/2010 8.00,,,32,"20,5",
09/03/2010 9.00,,,32,"20,5","4,462931"
09/03/2010 10.00,,"56,680663",32,"20,5","3,277367"
09/03/2010 11.00,,"43,686369",32,"20,5","2,190022"
09/03/2010 12.00,"6,143613","42,968644",32,"20,5","1,879951"
09/03/2010 13.00,"4,804551","50,818168",32,"20,5","2,016435"
09/03/2010 14.00,"3,637209","55,850034",32,"20,5","1,854442"
09/03/2010 15.00,"2,677517","43,712313",32,"20,5","2,05975"
09/03/2010 16.00,"2,097652","42,653257",32,"20,5","1,794408"
09/03/2010 17.00,"1,901116","52,06154",32,"20,5","1,786873"
09/03/2010 18.00,"1,775826","65,820276",32,"20,5","2,093614"
09/03/2010 19.00,"1,693923","71,128558",32,"20,5","2,512471"
09/03/2010 20.00,"1,304657","39,805716",32,"20,5","2,337626"
09/03/2010 21.00,"1,077979","20,855503",32,"20,5","1,249955"
09/03/2010 22.00,"1,095638","14,61793",32,"20,5","0,935228"
09/03/2010 23.00,"0,812024","7,339468",32,"20,5","0,635664"
10/03/2010 0.00,"0,574537","5,358913",32,"20,5","0,547055"
10/03/2010 1.00,"0,335832","3,865064","15,5","6,1","0,556282"
10/03/2010 2.00,"0,328676","3,018851","15,5","6,1","0,457701"
10/03/2010 3.00,"0,379218","2,353043","15,5","6,1","0,393329"
10/03/2010 4.00,"0,235051","1,480873","15,5","6,1","0,442009"
10/03/2010 5.00,"0,220284","1,783276","15,5","6,1","0,439164"
10/03/2010 6.00,"0,23292","2,302427","15,5","6,1","0,375425"
10/03/2010 7.00,"0,147668","5,435489","15,5","6,1","0,47336"
10/03/2010 8.00,"0,119657","16,397312","15,5","6,1","0,563395"
10/03/2010 9.00,"0,095604","32,622007","15,5","6,1","0,828709"
10/03/2010 10.00,"0,144929","23,527809","15,5","6,1","0,955359"
10/03/2010 11.00,"0,180247","26,420761","15,5","6,1","0,824676"
10/03/2010 12.00,,,"15,5","6,1",
10/03/2010 13.00,,,"15,5","6,1",
10/03/2010 14.00,,,"15,5","6,1",
10/03/2010 15.00,,,"15,5","6,1",
10/03/2010 16.00,,,"15,5","6,1",
10/03/2010 17.00,,,"15,5","6,1",
10/03/2010 18.00,,,"15,5","6,1",
10/03/2010 19.00,,,"15,5","6,1",
10/03/2010 20.00,,,"15,5","6,1",
10/03/2010 21.00,,,"15,5","6,1",
10/03/2010 22.00,,,"15,5","6,1",
10/03/2010 23.00,,,"15,5","6,1",
11/03/2010 0.00,,,"15,5","6,1",
11/03/2010 1.00,,,"16,700001","7,6",
11/03/2010 2.00,,,"16,700001","7,6",
11/03/2010 3.00,,,"16,700001","7,6",
11/03/2010 4.00,,,"16,700001","7,6",
11/03/2010 5.00,,,"16,700001","7,6",
11/03/2010 6.00,,,"16,700001","7,6",
11/03/2010 7.00,,,"16,700001","7,6",
11/03/2010 8.00,,,"16,700001","7,6",
11/03/2010 9.00,,,"16,700001","7,6",
11/03/2010 10.00,,,"16,700001","7,6",
11/03/2010 11.00,,,"16,700001","7,6",
11/03/2010 12.00,,,"16,700001","7,6",
11/03/2010 13.00,,,"16,700001","7,6",
11/03/2010 14.00,,,"16,700001","7,6",
11/03/2010 15.00,,,"16,700001","7,6","0,895139"
11/03/2010 16.00,"0,273567","19,484943","16,700001","7,6","0,793537"
11/03/2010 17.00,"0,236574","22,917806","16,700001","7,6","0,774914"
11/03/2010 18.00,"0,189686","36,392318","16,700001","7,6","0,983166"
11/03/2010 19.00,"0,124833","37,569478","16,700001","7,6","1,087167"
11/03/2010 20.00,"0,321826","57,619016","16,700001","7,6","1,372683"
11/03/2010 21.00,"0,542567","94,938043","16,700001","7,6","2,167547"
11/03/2010 22.00,"0,356078","63,02336","16,700001","7,6","2,325586"
11/03/2010 23.00,"0,155889","18,463526","16,700001","7,6","1,055828"
12/03/2010 0.00,"0,237183","13,169502","16,700001","7,6","1,001315"
12/03/2010 1.00,"0,25743","10,91121","20,1","13,7","0,886652"
12/03/2010 2.00,"0,227287","10,903418","20,1","13,7","0,847157"
12/03/2010 3.00,"0,25606","34,283286","20,1","13,7","1,55822"
12/03/2010 4.00,"0,47056","37,081478","20,1","13,7","1,70949"
12/03/2010 5.00,"0,496288","21,503136","20,1","13,7","1,550848"
12/03/2010 6.00,"0,651567","18,771122","20,1","13,7","1,055674"
12/03/2010 7.00,"0,720378","53,250384","20,1","13,7","1,375774"
12/03/2010 8.00,"1,180281","84,812037","20,1","13,7","2,820868"
12/03/2010 9.00,"0,534346","61,529515","20,1","13,7","2,875175"
12/03/2010 10.00,"0,647762","48,249681","20,1","13,7","2,118803"
12/03/2010 11.00,"0,48487","30,176809","20,1","13,7","1,458617"
12/03/2010 12.00,"0,744262","31,19967","20,1","13,7","1,545949"
12/03/2010 13.00,"0,72099","33,587624","20,1","13,7","1,459396"
12/03/2010 14.00,"0,651415","37,901746","20,1","13,7","1,387488"
12/03/2010 15.00,"0,351055","26,624541","20,1","13,7","1,640738"
12/03/2010 16.00,"0,358819","26,546666","20,1","13,7","1,152255"
12/03/2010 17.00,"0,299448","34,728439","20,1","13,7","1,204703"
12/03/2010 18.00,"0,407687","49,939507","20,1","13,7","1,700916"
12/03/2010 19.00,"0,823289","80,950869","20,1","13,7","2,2213"
12/03/2010 20.00,"0,611378","74,11627","20,1","13,7","3,092648"
12/03/2010 21.00,"0,611529","75,529658","20,1","13,7","2,72329"
12/03/2010 22.00,"0,825115","70,653541","20,1","13,7","2,78363"
12/03/2010 23.00,"0,647914","49,892776","20,1","13,7","2,619244"
13/03/2010 0.00,"0,590978","42,106846","20,1","13,7","2,34584"
13/03/2010 1.00,,"32,366316","18,79999","15,3","1,811759"
13/03/2010 2.00,"0,271713",,"18,79999","15,3","1,199679"
13/03/2010 3.00,"0,329738","25,786072","18,79999","15,3","0,989998"
13/03/2010 4.00,"0,433053","13,31616","18,79999","15,3",
13/03/2010 5.00,"0,43562","12,720434","18,79999","15,3","1,090436"
13/03/2010 6.00,"0,356783","14,595867","18,79999","15,3","0,982942"
13/03/2010 7.00,"0,293714","25,233219","18,79999","15,3","1,008238"
13/03/2010 8.00,"0,30068","53,528139","18,79999","15,3","1,315098"
13/03/2010 9.00,"0,351283","65,81377","18,79999","15,3","1,753522"
13/03/2010 10.00,"0,243844","50,192599","18,79999","15,3","2,333565"
13/03/2010 11.00,"0,213409","48,957027","18,79999","15,3","1,666071"
13/03/2010 12.00,"0,342849","67,867012","18,79999","15,3","1,830789"
13/03/2010 13.00,"0,22331","66,008453","18,79999","15,3","2,254809"
13/03/2010 14.00,"0,316082","70,962444","18,79999","15,3","2,254799"
13/03/2010 15.00,"0,36595","39,590271","18,79999","15,3","2,18114"
13/03/2010 16.00,"0,336249","32,769957","18,79999","15,3","1,576589"
13/03/2010 17.00,"0,297014","33,934155","18,79999","15,3","1,390324"
13/03/2010 18.00,"0,301047","48,63904","18,79999","15,3","1,9572"
13/03/2010 19.00,"0,281612","56,411992","18,79999","15,3","2,240928"
13/03/2010 20.00,"0,412519","56,256257","18,79999","15,3","2,028572"
13/03/2010 21.00,"0,523258","54,143308","18,79999","15,3","2,110158"
13/03/2010 22.00,"0,506024","55,87468","18,79999","15,3","1,970088"
13/03/2010 23.00,"0,277579","32,699864","18,79999","15,3","1,669753"
14/03/2010 0.00,"0,459821","51,878523","18,79999","15,3","1,637624"
14/03/2010 1.00,"0,399318","49,711079","19,79999","11,5","2,642864"
14/03/2010 2.00,"0,473388","46,941413","19,79999","11,5","2,200262"
14/03/2010 3.00,"0,50639","14,767183","19,79999","11,5","1,667644"
14/03/2010 4.00,"0,431953","13,734079","19,79999","11,5","1,032974"
14/03/2010 5.00,"0,325982","8,920275","19,79999","11,5","1,05875"
14/03/2010 6.00,"0,368883","9,339487","19,79999","11,5","0,876556"
14/03/2010 7.00,"0,405185","12,678904","19,79999","11,5","0,854107"
14/03/2010 8.00,"0,35715","15,58095","19,79999","11,5","1,002745"
14/03/2010 9.00,"0,255212","15,471927","19,79999","11,5","0,920813"
14/03/2010 10.00,"0,404452","12,597141","19,79999","11,5","0,91654"
14/03/2010 11.00,"0,544891","16,026119","19,79999","11,5","0,855983"
14/03/2010 12.00,"0,467521","20,460943","19,79999","11,5","0,831721"
14/03/2010 13.00,"0,539391","20,708834","19,79999","11,5","0,772137"
14/03/2010 14.00,"0,570559","17,384996","19,79999","11,5","0,714077"
14/03/2010 15.00,"0,44552","9,074721","19,79999","11,5","0,660233"
14/03/2010 16.00,"0,514457","7,909233","19,79999","11,5","0,53366"
14/03/2010 17.00,"0,551492","9,035785","19,79999","11,5","0,545164"
14/03/2010 18.00,"0,693399","15,43299","19,79999","11,5","0,549303"
14/03/2010 19.00,"0,474121","25,814676","19,79999","11,5","0,758072"
14/03/2010 20.00,"0,551492","29,147598","19,79999","11,5","0,927976"
14/03/2010 21.00,"0,863173","34,710274","19,79999","11,5","0,997607"
14/03/2010 22.00,"0,844105","64,83777","19,79999","11,5","1,755813"
14/03/2010 23.00,"1,09125","74,579624","19,79999","11,5","2,45282"
15/03/2010 0.00,"1,040647","71,637345","19,79999","11,5","4,673865"
15/03/2010 1.00,,"50,990781","21,1","12,8","3,17022"
15/03/2010 2.00,"1,312694",,"21,1","12,8","2,74957"
15/03/2010 3.00,"1,590018","68,495445","21,1","12,8","3,429172"
15/03/2010 4.00,"1,15868","14,6984","21,1","12,8",
15/03/2010 5.00,"0,916748","9,774276","21,1","12,8","0,838254"
15/03/2010 6.00,"0,724423","9,170764","21,1","12,8","0,759183"
15/03/2010 7.00,"0,641693","17,201995","21,1","12,8","0,742198"
15/03/2010 8.00,"0,747014","39,077607","21,1","12,8","0,950293"
15/03/2010 9.00,"0,600481","56,826034","21,1","12,8","1,494865"
15/03/2010 10.00,"0,772199","62,097972","21,1","12,8","1,747005"
15/03/2010 11.00,"0,93537","46,000464","21,1","12,8","1,609571"
15/03/2010 12.00,"1,408092","45,455351","21,1","12,8","1,265223"
15/03/2010 13.00,"1,243395","40,635064","21,1","12,8","1,083123"
15/03/2010 14.00,"0,902248","42,763581","21,1","12,8","1,232816"
15/03/2010 15.00,"0,710838","36,932227","21,1","12,8","1,0365"
15/03/2010 16.00,"0,557131","33,487686","21,1","12,8","0,768808"
15/03/2010 17.00,"0,650241","41,287898","21,1","12,8","0,981504"
15/03/2010 18.00,"0,495465","54,257531","21,1","12,8","1,271274"
15/03/2010 19.00,"0,405103","67,689214","21,1","12,8","1,378054"
15/03/2010 20.00,"0,517445","73,642551","21,1","12,8","1,603177"
15/03/2010 21.00,"0,4512","101,58574","21,1","12,8","1,928031"
15/03/2010 22.00,"0,706107","121,772772","21,1","12,8","2,197163"
15/03/2010 23.00,"0,778","115,423634","21,1","12,8","2,551058"
16/03/2010 0.00,"0,641082","98,751182","21,1","12,8","2,072636"
16/03/2010 1.00,"0,632534","55,146572","21,200001","12,8","1,868624"
16/03/2010 2.00,"0,636961","65,472439","21,200001","12,8","1,612081"
16/03/2010 3.00,"0,621392","46,049791","21,200001","12,8","1,429717"
16/03/2010 4.00,"0,678784","26,311758","21,200001","12,8","1,112901"
16/03/2010 5.00,"0,491954","23,48628","21,200001","12,8","0,96071"
16/03/2010 6.00,"0,711602","43,176306","21,200001","12,8","0,928234"
16/03/2010 7.00,"0,963303","83,899632","21,200001","12,8","1,179666"
16/03/2010 8.00,"0,794179","81,296094","21,200001","12,8","1,91411"
16/03/2010 9.00,"0,646883","88,374704","21,200001","12,8","2,121026"
16/03/2010 10.00,"0,618798","59,816327","21,200001","12,8","2,765329"
16/03/2010 11.00,"0,560031","48,006972","21,200001","12,8","1,874281"
16/03/2010 12.00,"0,699086","33,618772","21,200001","12,8","1,438265"
16/03/2010 13.00,"0,715418","24,942499","21,200001","12,8","1,162713"
16/03/2010 14.00,"0,680158","27,39806","21,200001","12,8","0,907212"
16/03/2010 15.00,"0,48997","16,798356","21,200001","12,8","0,799598"
16/03/2010 16.00,"0,465243","19,120247","21,200001","12,8","0,58142"
16/03/2010 17.00,"0,453032","25,433099","21,200001","12,8","0,669758"
16/03/2010 18.00,"0,414109","40,296316","21,200001","12,8","0,951241"
16/03/2010 19.00,"0,437157","66,288808","21,200001","12,8","1,369088"
16/03/2010 20.00,"0,524008","96,42021","21,200001","12,8","1,917687"
16/03/2010 21.00,"0,938575","121,398977","21,200001","12,8","2,549902"
16/03/2010 22.00,"0,894005","121,447079","21,200001","12,8","2,958287"
16/03/2010 23.00,"0,708396","87,191038","21,200001","12,8","1,896253"
17/03/2010 0.00,"0,555604","64,941611","21,200001","12,8","1,481223"
17/03/2010 1.00,,"46,205544","29,4","19,200001","1,095497"
17/03/2010 2.00,"0,264858",,"29,4","19,200001","1,152112"
17/03/2010 3.00,"0,350474","52,030013","29,4","19,200001","0,950319"
17/03/2010 4.00,"0,359853","30,808877","29,4","19,200001",
17/03/2010 5.00,"0,321155","33,103508","29,4","19,200001","1,69126"
17/03/2010 6.00,"0,317928","42,158777","29,4","19,200001","1,48506"
17/03/2010 7.00,"0,424219","41,030908","29,4","19,200001","1,655141"
17/03/2010 8.00,"0,394046","52,088786","29,4","19,200001","1,693732"
17/03/2010 9.00,"0,358788","75,202593","29,4","19,200001","2,307636"
17/03/2010 10.00,"0,538335","61,889007","29,4","19,200001","2,503039"
17/03/2010 11.00,"0,630863","37,502004","29,4","19,200001","1,305224"
17/03/2010 12.00,"0,483317","34,97765","29,4","19,200001","1,185782"
17/03/2010 13.00,"0,278164","51,870741","29,4","19,200001","1,285623"
17/03/2010 14.00,"0,331842","42,777862","29,4","19,200001","1,389938"
17/03/2010 15.00,"0,232829","29,292947","29,4","19,200001","1,304655"
17/03/2010 16.00,"0,124407","27,361732","29,4","19,200001","1,181302"
17/03/2010 17.00,"0,116673","34,002931","29,4","19,200001","0,954786"
17/03/2010 18.00,"0,129553","54,779275","29,4","19,200001","1,37045"
17/03/2010 19.00,,"68,880144","29,4","19,200001","1,670564"
17/03/2010 20.00,"0,216235","97,327415","29,4","19,200001","2,110702"
17/03/2010 21.00,"0,37663","103,392368","29,4","19,200001","2,743704"
17/03/2010 22.00,"0,385459","103,027603","29,4","19,200001","2,892743"
17/03/2010 23.00,"0,456128","89,619359","29,4","19,200001","2,595935"
18/03/2010 0.00,"0,383329","77,129925","29,4","19,200001","2,281827"
18/03/2010 1.00,"0,540375","94,459124","33,200001","22,9","3,292501"
18/03/2010 2.00,"0,341433","80,526455","33,200001","22,9","2,753539"
18/03/2010 3.00,"0,311565","44,764889","33,200001","22,9","2,015731"
18/03/2010 4.00,"0,426319","29,133315","33,200001","22,9","1,502751"
18/03/2010 5.00,"0,325479","21,609557","33,200001","22,9","1,365718"
18/03/2010 6.00,"0,415755","38,633757","33,200001","22,9","1,334581"
18/03/2010 7.00,"0,505055","51,394426","33,200001","22,9","1,83735"
18/03/2010 8.00,"0,956708","96,287822","33,200001","22,9","3,512583"
18/03/2010 9.00,"0,323956","79,957999","33,200001","22,9","4,280467"
18/03/2010 10.00,"0,22884","59,377636","33,200001","22,9","2,253599"
18/03/2010 11.00,"0,831022","46,789566","33,200001","22,9","1,715364"
18/03/2010 12.00,"0,606566","38,742761","33,200001","22,9","1,776345"
18/03/2010 13.00,"0,658082","42,710352","33,200001","22,9","1,683717"
18/03/2010 14.00,"0,274633","38,585728","33,200001","22,9","1,042235"
18/03/2010 15.00,"0,229631","25,019074","33,200001","22,9","1,06401"
18/03/2010 16.00,"0,133358","23,04761","33,200001","22,9","0,78431"
18/03/2010 17.00,"0,167824","41,747332","33,200001","22,9","0,841991"
18/03/2010 18.00,"0,15324","52,901253","33,200001","22,9","1,293455"
18/03/2010 19.00,"0,270918","77,800938","33,200001","22,9","1,678411"
18/03/2010 20.00,"0,405403","66,696351","33,200001","22,9","1,846871"
18/03/2010 21.00,"0,613508","91,720609","33,200001","22,9","2,454656"
18/03/2010 22.00,"0,942459","111,021251","33,200001","22,9","2,839439"
18/03/2010 23.00,"1,012365","96,43967","33,200001","22,9","2,769937"
19/03/2010 0.00,"1,37155","100,673335","33,200001","22,9","2,928531"
19/03/2010 1.00,,"85,701074","46,700001","33,299992","2,975405"
19/03/2010 2.00,,,"46,700001","33,299992","2,510415"
19/03/2010 3.00,,"81,586223","46,700001","33,299992","2,162814"
19/03/2010 4.00,,"66,771608","46,700001","33,299992",
19/03/2010 5.00,,"41,448833","46,700001","33,299992","2,008977"
19/03/2010 6.00,,"48,812959","46,700001","33,299992","1,78394"
19/03/2010 7.00,,"65,372501","46,700001","33,299992","2,031732"
19/03/2010 8.00,,"75,249302","46,700001","33,299992","2,553637"
19/03/2010 9.00,,"76,640627","46,700001","33,299992","3,015806"
19/03/2010 10.00,,"63,093438","46,700001","33,299992","2,994052"
19/03/2010 11.00,,"47,469663","46,700001","33,299992","2,304307"
19/03/2010 12.00,,"35,92407","46,700001","33,299992","1,366061"
19/03/2010 13.00,,"35,392954","46,700001","33,299992","1,152208"
19/03/2010 14.00,,"50,581958","46,700001","33,299992","1,397883"
19/03/2010 15.00,,"34,857844","46,700001","33,299992","1,643609"
19/03/2010 16.00,"0,402878","21,547265","46,700001","33,299992","0,958575"
19/03/2010 17.00,"0,166426","28,766019","46,700001","33,299992","0,765798"
19/03/2010 18.00,"0,144146","44,483254","46,700001","33,299992","1,329764"
19/03/2010 19.00,"0,315118","52,318512","46,700001","33,299992","1,646982"
19/03/2010 20.00,"0,529744","83,053416","46,700001","33,299992","2,658571"
19/03/2010 21.00,"0,651608","112,342483","46,700001","33,299992","3,256922"
19/03/2010 22.00,"1,275934","133,347219","46,700001","33,299992","3,731191"
19/03/2010 23.00,"0,840316","108,352771","46,700001","33,299992","3,396642"
20/03/2010 0.00,"0,703446","69,345292","46,700001","33,299992","3,680215"
20/03/2010 1.00,"0,574762","49,195834","27,6","16,1","2,279448"
20/03/2010 2.00,"0,687531","35,269668","27,6","16,1","2,227465"
20/03/2010 3.00,"0,550207","23,913288","27,6","16,1","1,861703"
20/03/2010 4.00,"0,464266","14,380418","27,6","16,1","1,384421"
20/03/2010 5.00,"0,563394","14,174051","27,6","16,1","0,926484"
20/03/2010 6.00,"0,531109","28,222208","27,6","16,1","0,840738"
20/03/2010 7.00,"0,516103","33,268339","27,6","16,1","0,982122"
20/03/2010 8.00,"0,477452","48,644223","27,6","16,1","1,265378"
20/03/2010 9.00,"0,495186","49,538467","27,6","16,1","2,087149"
20/03/2010 10.00,"0,241454","28,531111","27,6","16,1","1,638094"
20/03/2010 11.00,"0,188707","22,99178","27,6","16,1","1,130772"
20/03/2010 12.00,"0,086396","22,872395","27,6","16,1","1,011809"
20/03/2010 13.00,"0,094126","22,729626","27,6","16,1","0,926507"
20/03/2010 14.00,"0,077302","22,897041","27,6","16,1","0,88477"
20/03/2010 15.00,"0,078211","15,788607","27,6","16,1","0,811163"
20/03/2010 16.00,"0,015006","11,663966","27,6","16,1","0,546187"
20/03/2010 17.00,"0,025919","14,411564","27,6","16,1","0,423874"
20/03/2010 18.00,"0,057295","22,222162","27,6","16,1","0,701743"
20/03/2010 19.00,"0,094581","46,008243","27,6","16,1","1,037873"
20/03/2010 20.00,"0,163697","67,128539","27,6","16,1","1,371329"
20/03/2010 21.00,"0,355133","82,42785","27,6","16,1","2,045463"
20/03/2010 22.00,"0,312844","84,967787","27,6","16,1","2,122717"
20/03/2010 23.00,"0,247821","50,378198","27,6","16,1","1,525685"
21/03/2010 0.00,"0,251913","56,244576","27,6","16,1","1,30458"
21/03/2010 1.00,,"48,193869","25,79999","14,9","1,309339"
21/03/2010 2.00,"0,605114",,"25,79999","14,9","1,10627"
21/03/2010 3.00,"0,722311","42,663143","25,79999","14,9","0,930679"
21/03/2010 4.00,"0,698014","15,420011","25,79999","14,9",
21/03/2010 5.00,"0,586144","9,710678","25,79999","14,9","0,608348"
21/03/2010 6.00,"0,550829","8,80736","25,79999","14,9","0,530814"
21/03/2010 7.00,"0,521533","11,617248","25,79999","14,9","0,480097"
21/03/2010 8.00,"0,427991","12,280462","25,79999","14,9","0,561269"
21/03/2010 9.00,"0,371506","11,767801","25,79999","14,9","0,565279"
21/03/2010 10.00,"0,404315","16,162393","25,79999","14,9","0,487122"
21/03/2010 11.00,"0,294339","17,301933","25,79999","14,9","0,749608"
21/03/2010 12.00,"0,270114","17,126713","25,79999","14,9","0,81594"
21/03/2010 13.00,"0,220166","14,402482","25,79999","14,9","0,748637"
21/03/2010 14.00,"0,211246","18,556977","25,79999","14,9","0,671208"
21/03/2010 15.00,"0,138936","9,86253","25,79999","14,9","0,543539"
21/03/2010 16.00,"0,097054","7,142192","25,79999","14,9","0,420098"
21/03/2010 17.00,"0,151645","9,574403","25,79999","14,9","0,505796"
21/03/2010 18.00,"0,144466","23,987263","25,79999","14,9","0,652503"
21/03/2010 19.00,"0,27103","34,311834","25,79999","14,9","0,966818"
21/03/2010 20.00,"0,371201","41,167194","25,79999","14,9","1,255558"
21/03/2010 21.00,"0,532499","33,110007","25,79999","14,9","0,984599"
21/03/2010 22.00,"0,430344","35,145063","25,79999","14,9","0,866538"
21/03/2010 23.00,"0,428419","22,727026","25,79999","14,9","0,654291"
22/03/2010 0.00,"0,409296","17,355143","25,79999","14,9","0,335097"
22/03/2010 1.00,"0,317679","12,3194","32,099991",14,"0,511625"
22/03/2010 2.00,"0,31942","8,307679","32,099991",14,"0,39504"
22/03/2010 3.00,"0,486065","4,911148","32,099991",14,"0,438683"
22/03/2010 4.00,"0,346334","2,937084","32,099991",14,"0,668972"
22/03/2010 5.00,"0,384582","3,30568","32,099991",14,"0,292987"
22/03/2010 6.00,"0,325224","4,899467","32,099991",14,"0,26947"
22/03/2010 7.00,"0,303962","11,233078","32,099991",14,"0,266165"
22/03/2010 8.00,"0,467522","36,818026","32,099991",14,"0,612387"
22/03/2010 9.00,"0,506625","63,225826","32,099991",14,"1,596651"
22/03/2010 10.00,"0,378655","47,836956","32,099991",14,"1,368311"
22/03/2010 11.00,"0,291682","27,555112","32,099991",14,"1,161782"
22/03/2010 12.00,"0,348502","34,320915","32,099991",14,"0,887943"
22/03/2010 13.00,"0,25817","26,523301","32,099991",14,"0,956959"
22/03/2010 14.00,"0,208833","28,706328","32,099991",14,"0,730122"
22/03/2010 15.00,"0,254015","20,816554","32,099991",14,"1,037457"
22/03/2010 16.00,"0,121982","18,508955","32,099991",14,"0,606333"
22/03/2010 17.00,"0,168111","24,676425","32,099991",14,"0,711366"
22/03/2010 18.00,"0,189587","50,864896","32,099991",14,"0,989422"
22/03/2010 19.00,"0,362555","60,731315","32,099991",14,"1,4062"
22/03/2010 20.00,"0,604778","96,455235","32,099991",14,"1,966997"
22/03/2010 21.00,"0,487164","78,615987","32,099991",14,"1,810718"
22/03/2010 22.00,"0,425425","52,428836","32,099991",14,"1,636548"
22/03/2010 23.00,"0,334145","47,522874","32,099991",14,"0,801867"
23/03/2010 0.00,"0,336772","24,407768","32,099991",14,"0,71303"
23/03/2010 1.00,,"28,777702","33,099991","18,1","0,556512"
23/03/2010 2.00,"0,612384",,"33,099991","18,1","0,951434"
23/03/2010 3.00,"0,549186","55,12445","33,099991","18,1","1,760288"
23/03/2010 4.00,"0,725495","47,84864","33,099991","18,1",
23/03/2010 5.00,"0,854246","29,190427","33,099991","18,1","3,327813"
23/03/2010 6.00,"0,786962","15,692565","33,099991","18,1","1,647169"
23/03/2010 7.00,"0,760775","37,360535","33,099991","18,1","1,135363"
23/03/2010 8.00,"0,7535","60,12651","33,099991","18,1","1,358382"
23/03/2010 9.00,"0,900164","73,506283","33,099991","18,1","3,452668"
23/03/2010 10.00,"0,888616","75,595848","33,099991","18,1","3,696692"
23/03/2010 11.00,"1,049191","74,462801","33,099991","18,1","9,590981"
23/03/2010 12.00,"0,920077","65,964326","33,099991","18,1","2,516949"
23/03/2010 13.00,"0,859884","65,834557","33,099991","18,1","2,371419"
23/03/2010 14.00,"0,888616","79,139033","33,099991","18,1","2,518218"
23/03/2010 15.00,"0,713312","56,122571","33,099991","18,1","2,005733"
23/03/2010 16.00,"0,51773","36,694719","33,099991","18,1","1,058587"
23/03/2010 17.00,"0,504455","37,930312","33,099991","18,1","1,058839"
23/03/2010 18.00,"0,440262","50,483318","33,099991","18,1","1,186402"
23/03/2010 19.00,"0,621294","64,723566","33,099991","18,1","1,663148"
23/03/2010 20.00,"0,937807","86,033324","33,099991","18,1","2,949845"
23/03/2010 21.00,"0,976905","84,971689","33,099991","18,1","3,110704"
23/03/2010 22.00,"0,954264","89,760828","33,099991","18,1","2,722977"
23/03/2010 23.00,"1,003183","78,900223","33,099991","18,1","1,95754"
24/03/2010 0.00,"0,866067","58,887037","33,099991","18,1","2,130616"
24/03/2010 1.00,"0,699945","20,193568","25,1","13,6","1,151013"
24/03/2010 2.00,"0,900436","33,452636","25,1","13,6","0,898311"
24/03/2010 3.00,"0,820422","38,807653","25,1","13,6","1,31747"
24/03/2010 4.00,"0,816239","41,809645","25,1","13,6","1,337575"
24/03/2010 5.00,"0,776869","36,175575","25,1","13,6","1,558743"
24/03/2010 6.00,"0,814058","25,675788","25,1","13,6","1,222118"
