,TARANTO,,,,
17/01/2010 7.00,"1,541683","62,194015","31,700001","22,9","2,563267"
17/01/2010 8.00,"1,511308","52,98043","31,700001","22,9","2,697205"
17/01/2010 9.00,"1,793092","56,445736","31,700001","22,9","3,136547"
17/01/2010 10.00,"1,461455","50,04593","31,700001","22,9","3,579633"
17/01/2010 11.00,"1,245247","28,401325","31,700001","22,9","2,541875"
17/01/2010 12.00,"1,236938","34,506514","31,700001","22,9","2,338759"
17/01/2010 13.00,"1,410918","42,651959","31,700001","22,9","2,640063"
17/01/2010 14.00,"1,48385","42,537736","31,700001","22,9","2,837598"
17/01/2010 15.00,"1,213442","18,139057","31,700001","22,9","2,00817"
17/01/2010 16.00,"1,068767","28,414308","31,700001","22,9","1,513575"
17/01/2010 17.00,"1,283992","32,1963","31,700001","22,9","1,889698"
17/01/2010 18.00,"1,290633","41,703205","31,700001","22,9","1,987334"
17/01/2010 19.00,"1,344238","50,533929","31,700001","22,9","2,436029"
17/01/2010 20.00,"1,40636","45,241208","31,700001","22,9","2,617409"
17/01/2010 21.00,"1,42414","48,613075","31,700001","22,9","3,101864"
17/01/2010 22.00,"1,384294","59,133626","31,700001","22,9","3,009021"
17/01/2010 23.00,"1,437452","50,727329","31,700001","22,9","2,783319"
18/01/2010 0.00,"1,389922","43,817455","31,700001","22,9","2,438237"
18/01/2010 1.00,,"33,603189","34,400002","23,200001","1,861251"
18/01/2010 2.00,"0,607378",,"34,400002","23,200001","2,034017"
18/01/2010 3.00,"0,60909","75,601705","34,400002","23,200001","2,194039"
18/01/2010 4.00,"0,725808","42,46896","34,400002","23,200001",
18/01/2010 5.00,"0,745827","36,162592","34,400002","23,200001","5,443202"
18/01/2010 6.00,"0,858385","25,276047","34,400002","23,200001","3,738872"
18/01/2010 7.00,"0,794375","49,646187","34,400002","23,200001","2,653951"
18/01/2010 8.00,"1,159976","65,036356","34,400002","23,200001","2,676577"
18/01/2010 9.00,"1,210801","81,254571","34,400002","23,200001","4,554014"
18/01/2010 10.00,"1,297705","79,874924","34,400002","23,200001","4,294814"
18/01/2010 11.00,"0,942293","56,264039","34,400002","23,200001","3,568393"
18/01/2010 12.00,"0,834206","42,801782","34,400002","23,200001","2,709022"
18/01/2010 13.00,"0,832133","35,142462","34,400002","23,200001","2,129256"
18/01/2010 14.00,"0,846277","48,616977","34,400002","23,200001","2,128417"
18/01/2010 15.00,"0,789219","32,202784","34,400002","23,200001","1,879698"
18/01/2010 16.00,"0,617926","35,094452","34,400002","23,200001","1,348199"
18/01/2010 17.00,"0,582086","38,585728","34,400002","23,200001","1,439025"
18/01/2010 18.00,"0,455503","38,511751","34,400002","23,200001","1,500633"
18/01/2010 19.00,"0,481995","54,236766","34,400002","23,200001","1,597558"
18/01/2010 20.00,"0,664077","77,800938","34,400002","23,200001","2,858918"
18/01/2010 21.00,"1,041065","75,042942","34,400002","23,200001","2,650611"
18/01/2010 22.00,"1,003306","65,680105","34,400002","23,200001","2,43963"
18/01/2010 23.00,"0,956917","70,30701","34,400002","23,200001","1,916535"
19/01/2010 0.00,"0,832013","65,307609","34,400002","23,200001","1,719018"
19/01/2010 1.00,"0,55056","44,457306","17,200001",10,"1,665391"
19/01/2010 2.00,"0,654966","20,180586","17,200001",10,"1,517072"
19/01/2010 3.00,"0,652089","28,71671","17,200001",10,"1,338105"
19/01/2010 4.00,"0,659161","38,702533","17,200001",10,"2,288047"
19/01/2010 5.00,"0,656764","40,780417","17,200001",10,"2,559004"
19/01/2010 6.00,"0,786223","28,37666","17,200001",10,"1,027556"
19/01/2010 7.00,"0,67906","31,51362","17,200001",10,"1,369025"
19/01/2010 8.00,"0,712743","39,908258","17,200001",10,"1,388903"
19/01/2010 9.00,"0,750502","64,130449","17,200001",10,"1,541499"
19/01/2010 10.00,"0,881878","65,879967","17,200001",10,"2,34475"
19/01/2010 11.00,"0,971421","41,559154","17,200001",10,"1,991526"
19/01/2010 12.00,"1,167048","41,918668","17,200001",10,"1,314508"
19/01/2010 13.00,"1,241846","30,875071","17,200001",10,"1,199514"
19/01/2010 14.00,"1,3387","38,047117","17,200001",10,"0,999319"
19/01/2010 15.00,"0,923714","24,454499","17,200001",10,"1,309109"
19/01/2010 16.00,"1,004385","25,577148","17,200001",10,"0,810338"
19/01/2010 17.00,"1,29315","34,677828","17,200001",10,"0,894"
19/01/2010 18.00,"1,53169","52,989511","17,200001",10,"1,180238"
19/01/2010 19.00,"5,554145","59,006442","17,200001",10,"1,370014"
19/01/2010 20.00,"3,648223","58,544404","17,200001",10,"2,107171"
19/01/2010 21.00,"2,198283","65,621712","17,200001",10,"1,550817"
19/01/2010 22.00,"1,648443","50,480736","17,200001",10,"1,374284"
19/01/2010 23.00,"1,309933","46,549453","17,200001",10,"1,13548"
20/01/2010 0.00,"1,21104","50,090057","17,200001",10,"1,021453"
20/01/2010 1.00,,"34,070423",20,"12,4","1,092"
20/01/2010 2.00,"1,333982",,20,"12,4","1,669217"
20/01/2010 3.00,"2,213299","48,763533",20,"12,4","2,05222"
20/01/2010 4.00,"2,512395","32,795904",20,"12,4",
20/01/2010 5.00,"2,98231","42,472862",20,"12,4","1,709115"
20/01/2010 6.00,"4,934466","57,513895",20,"12,4","2,966207"
20/01/2010 7.00,"4,262394","52,074505",20,"12,4","2,975747"
20/01/2010 8.00,"2,973396","68,227824",20,"12,4","3,269491"
20/01/2010 9.00,"3,183872","75,990393",20,"12,4","3,442301"
20/01/2010 10.00,"4,750849","65,307609",20,"12,4","3,859376"
20/01/2010 11.00,"5,205434","51,206226",20,"12,4","2,567795"
20/01/2010 12.00,"3,786418","41,181475",20,"12,4","1,697352"
20/01/2010 13.00,"2,767318","41,169795",20,"12,4","1,309467"
20/01/2010 14.00,"2,834346","43,346319",20,"12,4","1,522606"
20/01/2010 15.00,"2,037428","30,946447",20,"12,4","1,605425"
20/01/2010 16.00,"1,821249","34,647982",20,"12,4","1,437805"
20/01/2010 17.00,"1,300586","50,522267",20,"12,4","1,324708"
20/01/2010 18.00,"1,136401","67,773572",20,"12,4","1,429576"
20/01/2010 19.00,"1,278184","73,466036",20,"12,4","1,68604"
20/01/2010 20.00,"0,95421","69,033807",20,"12,4","1,760041"
20/01/2010 21.00,"1,173957","85,08329",20,"12,4","1,785099"
20/01/2010 22.00,"1,863599","107,855763",20,"12,4","2,786754"
20/01/2010 23.00,"1,63888","81,689356",20,"12,4","3,338766"
21/01/2010 0.00,"1,244075","66,01105",20,"12,4","2,070694"
21/01/2010 1.00,"1,156189","54,173172","13,6","10,6","1,754814"
21/01/2010 2.00,"1,040493","38,846601","13,6","10,6","1,652752"
21/01/2010 3.00,"0,93888","17,391485","13,6","10,6","1,07785"
21/01/2010 4.00,"0,837624","9,362849","13,6","10,6","0,763565"
21/01/2010 5.00,"0,801911","7,649659","13,6","10,6","0,531349"
21/01/2010 6.00,"0,77208","12,254503","13,6","10,6","0,492128"
21/01/2010 7.00,"0,906376","22,210461","13,6","10,6","0,614023"
21/01/2010 8.00,"0,806426","44,292472","13,6","10,6","0,991721"
21/01/2010 9.00,"1,047445","60,757276","13,6","10,6","1,660673"
21/01/2010 10.00,"1,066758","59,994122","13,6","10,6","1,907642"
21/01/2010 11.00,"1,227794","57,551524","13,6","10,6","1,885137"
21/01/2010 12.00,"0,953616","54,874035","13,6","10,6","1,854339"
21/01/2010 13.00,"0,930263","52,310711","13,6","10,6","1,669761"
21/01/2010 14.00,"1,049882","55,412646","13,6","10,6","1,75454"
21/01/2010 15.00,"0,888014","43,548781","13,6","10,6","1,418756"
21/01/2010 16.00,"0,805773","39,303453","13,6","10,6","0,994894"
21/01/2010 17.00,"0,781172","57,255603","13,6","10,6","1,119002"
21/01/2010 18.00,"0,868939","62,518497","13,6","10,6","1,721445"
21/01/2010 19.00,"0,820866","56,60797","13,6","10,6","1,620632"
21/01/2010 20.00,"0,962886","68,409525","13,6","10,6","1,795715"
21/01/2010 21.00,"0,67742","58,746866","13,6","10,6","1,699624"
21/01/2010 22.00,"0,644856","41,180177","13,6","10,6","1,820575"
21/01/2010 23.00,"0,594881","21,094293","13,6","10,6","1,027659"
22/01/2010 0.00,"0,435747","18,096232","13,6","10,6","0,672314"
22/01/2010 1.00,,"39,446224","24,4","14,4","0,955353"
22/01/2010 2.00,"0,685515",,"24,4","14,4","1,625001"
22/01/2010 3.00,"0,6463","44,781256","24,4","14,4","1,627078"
22/01/2010 4.00,"0,649294","38,934859","24,4","14,4",
22/01/2010 5.00,"0,749821","26,333822","24,4","14,4","1,277055"
22/01/2010 6.00,"0,855335","28,888025","24,4","14,4","1,155152"
22/01/2010 7.00,"0,916494","25,87567","24,4","14,4","1,438714"
22/01/2010 8.00,"1,061731","48,482011","24,4","14,4","1,770752"
22/01/2010 9.00,"1,379639","54,463892","24,4","14,4","2,130758"
22/01/2010 10.00,"8,008847","46,258734","24,4","14,4","2,712936"
22/01/2010 11.00,"5,010875","33,768023","24,4","14,4","2,463581"
22/01/2010 12.00,"5,522116","36,536387","24,4","14,4","2,593336"
22/01/2010 13.00,"7,460199","35,174909","24,4","14,4","2,170438"
22/01/2010 14.00,"6,464437","47,589068","24,4","14,4","2,08427"
22/01/2010 15.00,"9,216587","30,980192","24,4","14,4","2,05193"
22/01/2010 16.00,"7,077213","32,882881","24,4","14,4","2,051424"
22/01/2010 17.00,"4,693797","34,971148","24,4","14,4","2,1071"
22/01/2010 18.00,"3,807113","37,707066","24,4","14,4","2,153014"
22/01/2010 19.00,"6,334401","48,397633","24,4","14,4","2,257857"
22/01/2010 20.00,"63,596925","55,4892","24,4","14,4","2,776551"
22/01/2010 21.00,"33,011554","49,502119","24,4","14,4","2,638841"
22/01/2010 22.00,"25,702763","50,954455","24,4","14,4","2,698484"
22/01/2010 23.00,"29,555768","36,374153","24,4","14,4","2,623035"
23/01/2010 0.00,"17,709946","27,878279","24,4","14,4","2,411891"
23/01/2010 1.00,"8,598467","15,613398","25,700001","18,1","1,898041"
23/01/2010 2.00,"4,554854","10,677594","25,700001","18,1","1,486885"
23/01/2010 3.00,"3,071424","7,325191","25,700001","18,1","1,325433"
23/01/2010 4.00,"2,359606","5,44068","25,700001","18,1","1,211292"
23/01/2010 5.00,"2,219475","5,827445","25,700001","18,1","1,096447"
23/01/2010 6.00,"1,95762","12,297338","25,700001","18,1","1,282763"
23/01/2010 7.00,"2,768955","37,792724","25,700001","18,1","1,800506"
23/01/2010 8.00,"7,290972","49,084211","25,700001","18,1","2,767221"
23/01/2010 9.00,"10,757429","57,408775","25,700001","18,1","2,343816"
23/01/2010 10.00,"18,611302","41,300881","25,700001","18,1","3,225582"
23/01/2010 11.00,"19,227646","46,273018","25,700001","18,1","2,422758"
23/01/2010 12.00,"17,533599","56,554759","25,700001","18,1","3,392788"
23/01/2010 13.00,"16,541403","38,358602","25,700001","18,1","2,771794"
23/01/2010 14.00,"8,452398","36,507843","25,700001","18,1","2,183847"
23/01/2010 15.00,"6,215052","24,063838","25,700001","18,1","2,292006"
23/01/2010 16.00,"5,263823","19,635494","25,700001","18,1","1,615294"
23/01/2010 17.00,"4,460444","19,308427","25,700001","18,1","1,577174"
23/01/2010 18.00,"5,180101","33,578543","25,700001","18,1","1,637667"
23/01/2010 19.00,"7,768368","30,114515","25,700001","18,1","1,503501"
23/01/2010 20.00,"8,154916","43,200952","25,700001","18,1","1,614137"
23/01/2010 21.00,"7,773713","51,26594","25,700001","18,1","2,311447"
23/01/2010 22.00,"6,626538","48,526119","25,700001","18,1","2,819229"
23/01/2010 23.00,"5,751906","30,345523","25,700001","18,1","2,188696"
24/01/2010 0.00,"5,078564","56,344514","25,700001","18,1","2,219415"
24/01/2010 1.00,,"39,430641","29,79999","19,1","3,142843"
24/01/2010 2.00,"2,487561",,"29,79999","19,1","3,119889"
24/01/2010 3.00,"1,872675","57,909582","29,79999","19,1","2,333394"
24/01/2010 4.00,"1,842973","30,442883","29,79999","19,1",
24/01/2010 5.00,"2,224269","26,497337","29,79999","19,1","2,557292"
24/01/2010 6.00,"2,128428","16,534886","29,79999","19,1","1,855024"
24/01/2010 7.00,"1,682735","20,811354","29,79999","19,1","1,266854"
24/01/2010 8.00,"1,357383","39,400773","29,79999","19,1","1,847849"
24/01/2010 9.00,"1,945228","45,669516","29,79999","19,1","2,351399"
24/01/2010 10.00,"3,181118","47,608532","29,79999","19,1","3,36429"
24/01/2010 11.00,"27,089146","52,954464","29,79999","19,1","2,614696"
24/01/2010 12.00,"28,142433","48,488491","29,79999","19,1","2,750587"
24/01/2010 13.00,"52,601924","39,890093","29,79999","19,1","2,397098"
24/01/2010 14.00,"34,529489","35,644747","29,79999","19,1","2,334641"
24/01/2010 15.00,"24,947132","26,932126","29,79999","19,1","1,901299"
24/01/2010 16.00,"8,305662","19,216287","29,79999","19,1","1,464642"
24/01/2010 17.00,"4,617409","20,586828","29,79999","19,1","1,497726"
24/01/2010 18.00,"3,011511","30,158644","29,79999","19,1","1,521653"
24/01/2010 19.00,"2,140487","37,901746","29,79999","19,1","1,860537"
24/01/2010 20.00,"1,938312","48,613075","29,79999","19,1","2,022897"
24/01/2010 21.00,"4,965577","52,066722","29,79999","19,1","2,671762"
24/01/2010 22.00,"4,560666","49,750028","29,79999","19,1","2,356144"
24/01/2010 23.00,"2,638607","41,058172","29,79999","19,1","2,047671"
25/01/2010 0.00,"1,515611","35,077589","29,79999","19,1","1,783113"
25/01/2010 1.00,"1,457894","22,412941","37,599991","22,1","1,520474"
25/01/2010 2.00,"0,984834","21,387631","37,599991","22,1","1,132401"
25/01/2010 3.00,"1,119863","40,746687","37,599991","22,1","1,624816"
25/01/2010 4.00,"0,92159","26,923043","37,599991","22,1","2,071985"
25/01/2010 5.00,"0,951763","32,223545","37,599991","22,1","1,405593"
25/01/2010 6.00,"1,24907","41,929051","37,599991","22,1","1,910882"
25/01/2010 7.00,"1,345473","38,811551","37,599991","22,1","1,977111"
25/01/2010 8.00,"1,296769","63,922783","37,599991","22,1","1,702222"
25/01/2010 9.00,"1,760874","89,583029","37,599991","22,1","3,739327"
25/01/2010 10.00,"2,539259","50,122028","37,599991","22,1","6,502735"
25/01/2010 11.00,,,"37,599991","22,1",
25/01/2010 12.00,,,"37,599991","22,1",
25/01/2010 13.00,,,"37,599991","22,1",
25/01/2010 14.00,"2,828379",,"37,599991","22,1","2,539373"
25/01/2010 15.00,"1,717669","51,343815","37,599991","22,1","2,547408"
25/01/2010 16.00,"0,766305","32,262494","37,599991","22,1","1,644009"
25/01/2010 17.00,"0,578532","53,58003","37,599991","22,1","1,812993"
25/01/2010 18.00,"0,376453","55,548914","37,599991","22,1","2,532526"
25/01/2010 19.00,"0,193025","62,902657","37,599991","22,1","2,673628"
25/01/2010 20.00,"0,199","60,845516","37,599991","22,1","3,552229"
25/01/2010 21.00,"0,210227","58,373071","37,599991","22,1","3,938467"
25/01/2010 22.00,"0,142686","54,883116","37,599991","22,1","3,025799"
25/01/2010 23.00,"0,133271","35,252787","37,599991","22,1","2,490181"
26/01/2010 0.00,"0,104842","16,248059","37,599991","22,1","2,374084"
26/01/2010 1.00,,"17,961251","22,4","18,29999","2,077846"
26/01/2010 2.00,"1,228186",,"22,4","18,29999","2,33536"
26/01/2010 3.00,"1,453696","31,288329","22,4","18,29999","2,415677"
26/01/2010 4.00,"1,348486","13,183783","22,4","18,29999",
26/01/2010 5.00,"1,078918","8,943638","22,4","18,29999","1,777159"
26/01/2010 6.00,"1,285568","22,043047","22,4","18,29999","1,525629"
26/01/2010 7.00,"1,256693","37,293043","22,4","18,29999","1,578152"
26/01/2010 8.00,"1,30079","65,281665","22,4","18,29999","2,069053"
26/01/2010 9.00,"1,842417","83,996966","22,4","18,29999","3,078553"
26/01/2010 10.00,"1,623589","68,832632","22,4","18,29999","3,661115"
26/01/2010 11.00,"1,506426","46,680561","22,4","18,29999","3,182714"
26/01/2010 12.00,"1,455409","24,815311","22,4","18,29999","2,092686"
26/01/2010 13.00,"1,38345","34,244338","22,4","18,29999","1,655554"
26/01/2010 14.00,"1,484931","39,730441","22,4","18,29999","1,773428"
26/01/2010 15.00,"1,340921","18,507653","22,4","18,29999","1,589411"
26/01/2010 16.00,"1,322654","12,332378","22,4","18,29999","1,139312"
26/01/2010 17.00,"1,279756","21,950907","22,4","18,29999","1,28254"
26/01/2010 18.00,"1,243593","33,379962","22,4","18,29999","1,778503"
26/01/2010 19.00,"1,39895","31,054168","22,4","18,29999","2,009291"
26/01/2010 20.00,"1,071907","25,087848","22,4","18,29999","1,427965"
26/01/2010 21.00,"1,08021","25,88345","22,4","18,29999","1,383303"
26/01/2010 22.00,"0,968766","14,124739","22,4","18,29999","1,360074"
26/01/2010 23.00,"0,806121","6,473785","22,4","18,29999","1,09013"
27/01/2010 0.00,"0,781213","5,291426","22,4","18,29999","0,988748"
27/01/2010 1.00,"0,768389","0,005191","15,5",8,"0,745198"
27/01/2010 2.00,"0,787855",,"15,5",8,"0,610762"
27/01/2010 3.00,"0,574839",,"15,5",8,"0,580547"
27/01/2010 4.00,"0,504079",,"15,5",8,"0,509398"
27/01/2010 5.00,"0,604452",,"15,5",8,"0,548331"
27/01/2010 6.00,"0,500573",,"15,5",8,"0,697146"
27/01/2010 7.00,"0,450664","0,404937","15,5",8,"0,737449"
27/01/2010 8.00,"0,505002","12,797017","15,5",8,"0,819452"
27/01/2010 9.00,"0,493378","35,004896","15,5",8,"1,247425"
27/01/2010 10.00,"0,557402","35,161926","15,5",8,"1,682444"
27/01/2010 11.00,"0,401123","28,52333","15,5",8,"1,443882"
27/01/2010 12.00,"0,49753","33,586326","15,5",8,"1,645816"
27/01/2010 13.00,"0,478986","25,911998","15,5",8,"1,248835"
27/01/2010 14.00,"0,605283","27,79392","15,5",8,"1,317105"
27/01/2010 15.00,"0,462565","15,300615","15,5",8,"1,304947"
27/01/2010 16.00,"0,458505","13,460221","15,5",8,"0,987982"
27/01/2010 17.00,"0,438947","21,891195","15,5",8,"1,186707"
27/01/2010 18.00,"0,36256","37,941975","15,5",8,"1,337286"
27/01/2010 19.00,"0,571701","52,380807","15,5",8,"1,617058"
27/01/2010 20.00,"0,663864","61,472406","15,5",8,"2,89642"
27/01/2010 21.00,"0,749292","52,988209","15,5",8,"2,211809"
27/01/2010 22.00,"0,562845","35,442285","15,5",8,"2,456529"
27/01/2010 23.00,"0,427877","14,634807","15,5",8,"2,084382"
28/01/2010 0.00,"0,40343","12,776247","15,5",8,"1,687148"
28/01/2010 1.00,,"16,643906",28,"17,200001","1,89624"
28/01/2010 2.00,"0,281143",,28,"17,200001","2,037324"
28/01/2010 3.00,"0,323114","45,385641",28,"17,200001","2,236089"
28/01/2010 4.00,"0,531373","36,182074",28,"17,200001",
28/01/2010 5.00,"0,413963","37,341072",28,"17,200001","2,202412"
28/01/2010 6.00,"0,447168","17,784738",28,"17,200001","1,847725"
28/01/2010 7.00,"0,417449","43,176306",28,"17,200001","1,935037"
28/01/2010 8.00,"0,337463","62,68591",28,"17,200001","2,325909"
28/01/2010 9.00,"0,749225","78,715925",28,"17,200001","3,823615"
28/01/2010 10.00,"0,766561","61,510034",28,"17,200001","4,332565"
28/01/2010 11.00,"0,74684","62,287469",28,"17,200001","3,678113"
28/01/2010 12.00,"1,262986","63,330965",28,"17,200001","3,969264"
28/01/2010 13.00,"3,292992","45,190597",28,"17,200001","3,501988"
28/01/2010 14.00,"2,64696","40,781715",28,"17,200001","2,81888"
28/01/2010 15.00,"1,570179","28,265039",28,"17,200001","2,45446"
28/01/2010 16.00,"1,077056","30,605095",28,"17,200001","1,862626"
28/01/2010 17.00,"0,897639","43,843403",28,"17,200001","1,966513"
28/01/2010 18.00,"1,034311","81,30128",28,"17,200001","2,85482"
28/01/2010 19.00,"0,869937","78,471937",28,"17,200001","3,230882"
28/01/2010 20.00,"1,058344","76,52384",28,"17,200001","3,51228"
28/01/2010 21.00,"1,189788","84,513535",28,"17,200001","3,570877"
28/01/2010 22.00,"0,954968","80,582267",28,"17,200001","3,648482"
28/01/2010 23.00,"0,931394","76,75745",28,"17,200001","2,788546"
29/01/2010 0.00,"0,604479","50,266575",28,"17,200001","2,630931"
29/01/2010 1.00,"0,569348","23,856177","25,700001","18,4","1,586834"
29/01/2010 2.00,"0,583199","31,325443","25,700001","18,4","1,348679"
29/01/2010 3.00,"0,368925","3,672979","25,700001","18,4","1,152936"
29/01/2010 4.00,"0,376814","0,027256","25,700001","18,4","1,055277"
29/01/2010 5.00,"0,357368","0,023361","25,700001","18,4","1,073342"
29/01/2010 6.00,"0,489821","2,23234","25,700001","18,4","1,129085"
29/01/2010 7.00,"0,380666","14,803526","25,700001","18,4","1,336081"
29/01/2010 8.00,"0,691896","67,713859","25,700001","18,4","1,629725"
29/01/2010 9.00,"0,693546","98,518878","25,700001","18,4","4,150523"
29/01/2010 10.00,"0,592096","74,150018","25,700001","18,4","3,552396"
29/01/2010 11.00,"0,649701","61,468504","25,700001","18,4","2,767368"
29/01/2010 12.00,"0,633924","47,361939","25,700001","18,4","2,181649"
29/01/2010 13.00,"0,579622","48,152343","25,700001","18,4","2,252168"
29/01/2010 14.00,"0,497159","56,548279","25,700001","18,4","2,277014"
29/01/2010 15.00,"0,564946","47,703269","25,700001","18,4","2,340434"
29/01/2010 16.00,"0,616221","36,8881","25,700001","18,4","2,110875"
29/01/2010 17.00,"0,611359","54,413281","25,700001","18,4","2,248525"
29/01/2010 18.00,"0,635758","71,327136","25,700001","18,4","2,746448"
29/01/2010 19.00,"0,681346","81,982679","25,700001","18,4","2,834383"
29/01/2010 20.00,"0,753811","85,493415","25,700001","18,4","2,578812"
29/01/2010 21.00,"0,848197","88,904234","25,700001","18,4","3,522245"
29/01/2010 22.00,"0,942493","77,103959","25,700001","18,4","3,951653"
29/01/2010 23.00,"0,659332","42,236652","25,700001","18,4","3,309951"
30/01/2010 0.00,"0,847464","35,952348","25,700001","18,4","8,01766"
30/01/2010 1.00,,"37,634392","12,7",6,"7,778082"
30/01/2010 2.00,"0,345052",,"12,7",6,"2,37242"
