Stat,BR-Via Dei Mille,,,,,  ,
,,,,,,,,,,,,,,
Parm,SO2,NO2,NOX,PM10,,,
14/02/2014 13.00,"1,4","13,6","24,1",,,,
14/02/2014 14.00,"1,3","7,2","13,5","13,9",,,
14/02/2014 15.00,"1,3","6,7","12,9",,,,
14/02/2014 16.00,"1,3","5,8","10,4","17,8",,,
14/02/2014 17.00,"1,3","6,3","10,3",,,,
14/02/2014 18.00,"1,3","8,7","14,0","9,8",,,
14/02/2014 19.00,"1,9","22,6","28,9",,,,
14/02/2014 20.00,"1,5","13,5","18,9","14,7",,,
14/02/2014 21.00,"1,3","11,6","16,0",,,,
14/02/2014 22.00,"1,3","14,2","19,1","19,8",,,
14/02/2014 23.00,"1,3","5,5","8,8",,,,
15/02/2014 0.00,"1,3","5,9","9,6","21,7",,,
15/02/2014 1.00,,"11,0","16,0",,,,
15/02/2014 2.00,"1,5",,,"17,3",,,
15/02/2014 3.00,"1,3","7,0","10,4",,,,
15/02/2014 4.00,"1,3","6,1","8,1","16,4",,,
15/02/2014 5.00,"1,3","6,6","9,2",,,,
15/02/2014 6.00,"1,3","5,8","7,0","18,8",,,
15/02/2014 7.00,"1,3","7,7","9,5",,,,
15/02/2014 8.00,"1,3","7,9","10,3","11,2",,,
15/02/2014 9.00,"1,3","13,8","18,6",,,,
15/02/2014 10.00,"1,3","17,4","26,1","7,1",,,
15/02/2014 11.00,"1,3","9,2","14,7",,,,
15/02/2014 12.00,"0,9","8,1","13,4","9,3",,,
15/02/2014 13.00,"1,2","9,2","15,4",,,,
15/02/2014 14.00,"1,3","9,1","15,5","5,4",,,
15/02/2014 15.00,"1,3","8,2","13,4",,,,
15/02/2014 16.00,"1,3","11,0","15,8","7,8",,,
15/02/2014 17.00,"1,3","10,5","14,5",,,,
15/02/2014 18.00,"1,3","28,6","40,8","5,6",,,
15/02/2014 19.00,"1,5","32,4","45,4",,,,
15/02/2014 20.00,"2,0","63,3","89,8","4,6",,,
15/02/2014 21.00,"2,4","68,9","103,9",,,,
15/02/2014 22.00,"2,3","66,0","105,0","4,6",,,
15/02/2014 23.00,"2,0","49,5","75,4",,,,
16/02/2014 0.00,"1,5","38,3","53,1","16,8",,,
16/02/2014 1.00,"1,9","45,1","78,2",,,,
16/02/2014 2.00,"2,5","42,0","77,4","27,6",,,
16/02/2014 3.00,"1,4","34,0","57,0",,,,
16/02/2014 4.00,"1,3","31,4","47,2","37,6",,,
16/02/2014 5.00,"1,3","20,5","25,7",,,,
16/02/2014 6.00,"1,3","15,5","18,8","37,9",,,
16/02/2014 7.00,"1,3","16,8","20,3",,,,
16/02/2014 8.00,"1,3","21,7","27,2","32,2",,,
16/02/2014 9.00,"1,3","21,2","26,5",,,,
16/02/2014 10.00,"1,3","27,9","40,2","27,1",,,
16/02/2014 11.00,"1,3","20,6","28,8",,,,
16/02/2014 12.00,"1,3","12,9","17,5","23,4",,,
16/02/2014 13.00,"1,0","11,7","16,4",,,,
16/02/2014 14.00,"0,9","14,4","20,9","24,9",,,
16/02/2014 15.00,"1,2","10,7","15,4",,,,
16/02/2014 16.00,"1,3","5,6","7,9","13,4",,,
16/02/2014 17.00,"1,3","8,0","11,5",,,,
16/02/2014 18.00,"1,3","10,0","12,6","8,3",,,
16/02/2014 19.00,"1,3","12,6","15,7",,,,
16/02/2014 20.00,"1,3","15,4","19,7","17,8",,,
16/02/2014 21.00,"1,3","14,7","18,6",,,,
16/02/2014 22.00,"1,3","16,9","22,4","21,5",,,
16/02/2014 23.00,"1,3","17,0","21,7",,,,
17/02/2014 0.00,"1,3","11,4","14,3","22,7",,,
17/02/2014 1.00,,"9,8","12,3",,,,
17/02/2014 2.00,"1,4",,,"22,0",,,
17/02/2014 3.00,"1,3","5,9","7,9",,,,
17/02/2014 4.00,"1,3","3,9","5,1","15,6",,,
17/02/2014 5.00,"1,3","3,2","4,2",,,,
17/02/2014 6.00,"1,3","3,4","4,4","14,9",,,
17/02/2014 7.00,"1,3","9,8","12,1",,,,
17/02/2014 8.00,"1,3","12,4","16,0","13,9",,,
17/02/2014 9.00,"1,4","27,2","45,2",,,,
17/02/2014 10.00,"1,7","28,6","51,9","14,4",,,
17/02/2014 11.00,"1,3","15,7","24,2",,,,
17/02/2014 12.00,"1,3","19,0","30,4","19,3",,,
17/02/2014 13.00,"1,3","17,3","27,5",,,,
17/02/2014 14.00,"1,3","21,4","35,2","11,0",,,
17/02/2014 15.00,"1,3","28,2","49,1",,,,
17/02/2014 16.00,"1,9","24,7","40,9","15,1",,,
17/02/2014 17.00,"0,9","22,2","32,6",,,,
17/02/2014 18.00,"1,9","20,5","28,3","14,2",,,
17/02/2014 19.00,"1,4","37,3","55,5",,,,
17/02/2014 20.00,"1,7","43,8","71,5","26,1",,,
17/02/2014 21.00,"1,3","31,3","46,4",,,,
17/02/2014 22.00,"1,3","31,6","47,6","31,3",,,
17/02/2014 23.00,"1,3","21,9","29,5",,,,
18/02/2014 0.00,"1,3","15,7","20,3","31,7",,,
18/02/2014 1.00,"1,3","9,7","12,5",,,,
18/02/2014 2.00,"1,3","6,8","9,2","26,6",,,
18/02/2014 3.00,"1,3","2,9","3,9",,,,
18/02/2014 4.00,"1,3","2,1","3,2","20,8",,,
18/02/2014 5.00,"1,3","2,1","3,0",,,,
18/02/2014 6.00,"1,3","2,2","3,2","17,1",,,
18/02/2014 7.00,"1,3","6,0","8,4",,,,
18/02/2014 8.00,"1,3","15,1","18,7","12,7",,,
18/02/2014 9.00,"1,3","22,0","30,9",,,,
18/02/2014 10.00,"1,3","25,8","38,3","12,5",,,
18/02/2014 11.00,"1,3","17,8","26,4",,,,
18/02/2014 12.00,"1,3","17,3","26,2","20,8",,,
18/02/2014 13.00,"1,3","12,7","21,0",,,,
18/02/2014 14.00,"1,3","15,8","27,8","11,7",,,
18/02/2014 15.00,"1,1","16,3","28,1",,,,
18/02/2014 16.00,"0,9","12,4","20,7","6,1",,,
18/02/2014 17.00,"1,4","11,8","18,2",,,,
18/02/2014 18.00,"1,0","21,4","32,8","2,9",,,
18/02/2014 19.00,"1,3","33,2","51,3",,,,
18/02/2014 20.00,"1,3","35,2","53,7","15,4",,,
18/02/2014 21.00,"1,3","30,1","45,0",,,,
18/02/2014 22.00,"1,3","24,3","34,6","25,6",,,
18/02/2014 23.00,"1,3","15,5","20,9",,,,
19/02/2014 0.00,"1,3","9,3","12,0","19,3",,,
19/02/2014 1.00,,"9,0","11,8",,,,
19/02/2014 2.00,"1,3",,,"16,1",,,
19/02/2014 3.00,"1,3","4,4","5,9",,,,
19/02/2014 4.00,"1,3","2,0","3,1","9,8",,,
19/02/2014 5.00,"1,3","2,3","3,3",,,,
19/02/2014 6.00,"1,3","2,6","3,9","30,0",,,
19/02/2014 7.00,"1,3","3,8","5,2",,,,
19/02/2014 8.00,"1,3","13,4","17,7",,,,
19/02/2014 9.00,"1,3","25,8","37,2",,,,
19/02/2014 10.00,"1,3","22,0","33,8",,,,
19/02/2014 11.00,"1,2","15,3","22,0",,,,
19/02/2014 12.00,"1,3","12,5","18,5",,,,
19/02/2014 13.00,,"13,6","20,4",,,,
19/02/2014 14.00,"1,3","10,3","16,2",,,,
19/02/2014 15.00,"1,4","13,2","20,8",,,,
19/02/2014 16.00,"1,5","7,6","12,2",,,,
19/02/2014 17.00,,"9,2","13,5",,,,
19/02/2014 18.00,"2,5","15,0","21,3",,,,
19/02/2014 19.00,"2,3","16,1","22,9",,,,
19/02/2014 20.00,"3,8","18,4","26,3",,,,
19/02/2014 21.00,"3,3","24,3","32,5",,,,
19/02/2014 22.00,"3,0","27,6","37,6",,,,
19/02/2014 23.00,"2,0","15,9","21,0",,,,
20/02/2014 0.00,"2,0","9,5","12,5","14,7",,,
20/02/2014 1.00,"1,9","8,8","11,5",,,,
20/02/2014 2.00,"1,9","5,2","7,6","20,8",,,
20/02/2014 3.00,"1,9","3,0","4,4",,,,
20/02/2014 4.00,"1,9","2,0","3,0","17,3",,,
20/02/2014 5.00,"1,9","2,2","3,1",,,,
20/02/2014 6.00,"1,9","2,4","3,6","12,0",,,
20/02/2014 7.00,"1,9","5,8","7,4",,,,
20/02/2014 8.00,"1,9","13,7","17,7","14,7",,,
20/02/2014 9.00,"2,2","38,4","56,0",,,,
20/02/2014 10.00,"3,0","51,6","87,0","20,5",,,
20/02/2014 11.00,"2,0","28,5","43,1",,,,
20/02/2014 12.00,"2,1","20,3","32,1","19,3",,,
20/02/2014 13.00,"1,9","19,1","29,0",,,,
20/02/2014 14.00,"2,0","21,2","33,6","23,4",,,
20/02/2014 15.00,"2,5","25,3","43,4",,,,
20/02/2014 16.00,"2,4","24,4","40,2","27,1",,,
20/02/2014 17.00,"2,4","21,0","32,4",,,,
20/02/2014 18.00,"2,0","21,5","32,8","31,3",,,
20/02/2014 19.00,"2,7","35,1","53,5",,,,
20/02/2014 20.00,"3,3","45,1","71,5","29,3",,,
20/02/2014 21.00,"3,3","42,2","69,1",,,,
20/02/2014 22.00,"2,5","35,2","51,7","35,2",,,
20/02/2014 23.00,"2,4","28,0","37,6",,,,
21/02/2014 0.00,"2,4","27,2","36,1","32,2",,,
21/02/2014 1.00,,"19,3","25,9",,,,
21/02/2014 2.00,"3,2",,,"26,1",,,
21/02/2014 3.00,"2,2","10,9","13,8",,,,
21/02/2014 4.00,"2,0","8,2","10,8","27,8",,,
21/02/2014 5.00,"1,9","5,2","6,6",,,,
21/02/2014 6.00,"2,0","6,4","8,4","20,5",,,
21/02/2014 7.00,"2,0","13,2","16,3",,,,
21/02/2014 8.00,"2,1","24,0","29,5","22,0",,,
21/02/2014 9.00,"3,0","45,9","71,9",,,,
21/02/2014 10.00,"3,9","57,4","109,6","17,6",,,
21/02/2014 11.00,"3,1","43,4","74,0",,,,
21/02/2014 12.00,"2,8","37,8","60,9","23,9",,,
21/02/2014 13.00,"2,8","30,8","51,4",,,,
21/02/2014 14.00,"3,1","28,3","48,7","24,9",,,
21/02/2014 15.00,"3,0","22,2","36,7",,,,
21/02/2014 16.00,"2,9","20,8","31,2","18,8",,,
21/02/2014 17.00,"2,3","14,8","21,7",,,,
21/02/2014 18.00,"2,2","11,8","17,6","20,8",,,
21/02/2014 19.00,"2,5","18,5","28,9",,,,
21/02/2014 20.00,"2,1","24,4","31,2","19,0",,,
21/02/2014 21.00,"2,6","24,7","34,8",,,,
21/02/2014 22.00,"2,2","21,9","29,8","15,4",,,
21/02/2014 23.00,"2,7","26,6","33,9",,,,
22/02/2014 0.00,"2,8","14,3","18,4","12,2",,,
22/02/2014 1.00,"2,3","12,0","16,3",,,,
22/02/2014 2.00,"2,0","11,0","16,4","13,2",,,
22/02/2014 3.00,"2,0","8,9","12,0",,,,
22/02/2014 4.00,"2,1","6,7","10,1","24,7",,,
22/02/2014 5.00,"1,9","8,4","12,0",,,,
22/02/2014 6.00,"2,0","6,2","7,9","16,4",,,
22/02/2014 7.00,"2,1","8,5","12,1",,,,
22/02/2014 8.00,"1,9","16,3","20,9","20,0",,,
22/02/2014 9.00,"2,6","24,2","39,9",,,,
22/02/2014 10.00,"2,2","24,1","41,1","16,8",,,
22/02/2014 11.00,"2,0","17,0","27,5",,,,
22/02/2014 12.00,"1,9","12,5","19,7","13,7",,,
22/02/2014 13.00,"1,9","10,5","17,1",,,,
22/02/2014 14.00,"2,3","18,3","27,8","9,0",,,
22/02/2014 15.00,"2,8","21,3","32,6",,,,
22/02/2014 16.00,"2,0","11,2","15,2","22,0",,,
22/02/2014 17.00,"2,2","13,0","18,1",,,,
22/02/2014 18.00,"3,2","25,1","33,8","12,9",,,
22/02/2014 19.00,"3,0","32,1","43,9",,,,
22/02/2014 20.00,"2,9","43,8","61,0","14,9",,,
22/02/2014 21.00,"2,9","46,8","69,0",,,,
22/02/2014 22.00,"3,4","61,9","106,3","24,4",,,
22/02/2014 23.00,"3,0","56,0","83,7",,,,
23/02/2014 0.00,"4,3","60,7","130,0","18,1",,,
23/02/2014 1.00,,"41,9","85,4",,,,
23/02/2014 2.00,"3,4",,,"31,7",,,
23/02/2014 3.00,"2,1","14,1","20,3",,,,
23/02/2014 4.00,"2,0","12,4","17,5","28,1",,,
23/02/2014 5.00,"2,0","7,6","10,6",,,,
23/02/2014 6.00,"1,9","5,2","6,8","18,1",,,
23/02/2014 7.00,"1,9","5,7","6,9",,,,
23/02/2014 8.00,"1,9","6,7","8,5","18,3",,,
23/02/2014 9.00,"1,9","7,5","9,7",,,,
23/02/2014 10.00,"1,9","7,2","10,8","16,8",,,
23/02/2014 11.00,"2,0","6,3","9,9",,,,
23/02/2014 12.00,"1,9","6,3","11,0","9,8",,,
23/02/2014 13.00,"1,9","5,5","10,3",,,,
23/02/2014 14.00,"2,0","6,9","11,2","5,6",,,
23/02/2014 15.00,"2,1","6,0","9,4",,,,
23/02/2014 16.00,"2,0","4,1","6,6","5,4",,,
23/02/2014 17.00,"1,9","3,8","6,2",,,,
23/02/2014 18.00,"1,9","4,4","6,5","8,1",,,
23/02/2014 19.00,"1,9","4,9","7,3",,,,
23/02/2014 20.00,"1,9","5,8","7,7","10,7",,,
23/02/2014 21.00,"1,9","6,1","8,7",,,,
23/02/2014 22.00,"1,9","6,9","9,6","6,6",,,
23/02/2014 23.00,"1,9","13,3","18,1",,,,
24/02/2014 0.00,"2,0","14,1","18,7","4,6",,,
24/02/2014 1.00,"1,3","11,9","17,3",,,,
24/02/2014 2.00,"1,9","9,1","12,7","4,6",,,
24/02/2014 3.00,"1,9","6,4","9,5",,,,
24/02/2014 4.00,"1,9","4,2","6,0","3,4",,,
24/02/2014 5.00,"1,9","2,9","4,2",,,,
24/02/2014 6.00,"2,0","4,6","5,6","3,4",,,
24/02/2014 7.00,"1,9","4,7","5,8",,,,
24/02/2014 8.00,"2,0","6,2","9,0","6,8",,,
24/02/2014 9.00,"1,9","15,3","21,7",,,,
24/02/2014 10.00,"2,0","13,7","21,9","4,2",,,
24/02/2014 11.00,"2,0","7,7","12,3",,,,
24/02/2014 12.00,"2,4","7,5","12,7","4,4",,,
24/02/2014 13.00,"1,9","7,7","13,7",,,,
24/02/2014 14.00,"1,9","7,9","14,7","5,1",,,
24/02/2014 15.00,"2,0","10,1","18,7",,,,
24/02/2014 16.00,"2,0","11,2","20,1","11,7",,,
24/02/2014 17.00,"1,9","7,3","12,3",,,,
24/02/2014 18.00,"1,9","7,5","12,9","6,6",,,
24/02/2014 19.00,"1,9","10,8","16,2",,,,
24/02/2014 20.00,"1,9","15,3","21,6","4,9",,,
24/02/2014 21.00,"2,0","21,6","30,5",,,,
24/02/2014 22.00,"2,0","23,0","30,5","10,0",,,
24/02/2014 23.00,"2,0","17,1","21,7",,,,
25/02/2014 0.00,"1,9","13,0","16,5","10,3",,,
25/02/2014 1.00,,"14,2","18,2",,,,
25/02/2014 2.00,"2,0","10,3","13,8","10,7",,,
25/02/2014 3.00,"1,9","7,1","9,1",,,,
25/02/2014 4.00,"2,0","8,5","9,9","8,8",,,
25/02/2014 5.00,"1,9","6,9","8,3",,,,
25/02/2014 6.00,"1,9","5,6","6,6","8,8",,,
25/02/2014 7.00,"1,9","10,2","11,8",,,,
25/02/2014 8.00,"1,9","10,3","12,7","7,6",,,
25/02/2014 9.00,"1,9","13,3","18,9",,,,
25/02/2014 10.00,"2,9","28,7","42,5","11,0",,,
25/02/2014 11.00,"1,9","12,9","20,0",,,,
25/02/2014 12.00,"1,5","8,3","13,6","6,6",,,
25/02/2014 13.00,"1,9","9,3","16,2",,,,
25/02/2014 14.00,"0,9","8,8","13,3","12,5",,,
25/02/2014 15.00,"1,8","6,9","11,3",,,,
25/02/2014 16.00,"1,9","6,0","10,0","10,5",,,
25/02/2014 17.00,"2,0","6,6","11,0",,,,
25/02/2014 18.00,"1,8","11,2","17,6","13,7",,,
25/02/2014 19.00,"2,3","24,8","39,0",,,,
25/02/2014 20.00,"2,3","38,6","54,5","12,9",,,
25/02/2014 21.00,"2,5","47,2","70,7",,,,
25/02/2014 22.00,"2,4","42,6","63,2","21,7",,,
25/02/2014 23.00,"2,9","45,8","81,0",,,,
26/02/2014 0.00,"2,3","39,4","60,8","20,5",,,
26/02/2014 1.00,"1,9","27,9","38,6",,,,
26/02/2014 2.00,"1,9","20,2","28,1","26,9",,,
26/02/2014 3.00,"2,0","21,4","31,0",,,,
26/02/2014 4.00,"1,9","15,9","19,9","25,4",,,
26/02/2014 5.00,"1,9","12,3","15,5",,,,
26/02/2014 6.00,"1,9","16,1","21,0","26,6",,,
26/02/2014 7.00,"1,9","21,0","29,4",,,,
26/02/2014 8.00,"2,7","25,6","67,1","26,6",,,
26/02/2014 9.00,"6,5","48,9","215,1",,,,
26/02/2014 10.00,"4,4","50,5","132,8","20,8",,,
26/02/2014 11.00,"3,1","50,2","96,4",,,,
26/02/2014 12.00,"2,0","23,2","40,5","26,6",,,
26/02/2014 13.00,"2,2","21,9","40,3",,,,
26/02/2014 14.00,"3,3","23,5","34,3","22,5",,,
26/02/2014 15.00,"3,4","26,1","45,0",,,,
26/02/2014 16.00,"3,1","20,6","32,4","24,4",,,
26/02/2014 17.00,"3,4","13,5","21,1",,,,
26/02/2014 18.00,"2,9","22,0","35,4","17,6",,,
26/02/2014 19.00,"3,0","32,1","45,2",,,,
26/02/2014 20.00,"3,4","61,7","95,3","23,9",,,
26/02/2014 21.00,"4,0","76,8","134,3",,,,
26/02/2014 22.00,"3,9","79,0","133,8","20,8",,,
26/02/2014 23.00,"2,3","46,6","61,5",,,,
27/02/2014 0.00,"1,9","37,2","45,8","23,2",,,
27/02/2014 1.00,,"27,6","33,5",,,,
27/02/2014 2.00,"2,8",,,"27,8",,,
27/02/2014 3.00,"1,9","16,6","21,6",,,,
27/02/2014 4.00,"1,9","12,4","14,7","22,5",,,
27/02/2014 5.00,"1,9","8,8","10,5",,,,
27/02/2014 6.00,"1,9","10,8","13,9","22,2",,,
27/02/2014 7.00,"1,4","15,3","19,0",,,,
27/02/2014 8.00,"2,2","44,9","81,2","19,5",,,
27/02/2014 9.00,"3,4","63,1","131,8",,,,
27/02/2014 10.00,"3,6","59,2","107,6","19,5",,,
27/02/2014 11.00,"2,3","42,3","66,6",,,,
27/02/2014 12.00,"2,0","32,8","48,1","20,5",,,
27/02/2014 13.00,"2,0","27,0","41,7",,,,
27/02/2014 14.00,"1,9","35,7","53,4","13,2",,,
27/02/2014 15.00,"2,0","30,9","48,0",,,,
27/02/2014 16.00,"3,0","25,7","40,1","13,4",,,
27/02/2014 17.00,"2,2","24,0","33,2",,,,
27/02/2014 18.00,"2,0","33,9","45,0","13,9",,,
27/02/2014 19.00,"1,9","49,2","65,2",,,,
27/02/2014 20.00,"3,2","70,4","108,5","13,2",,,
27/02/2014 21.00,"3,4","65,8","100,8",,,,
27/02/2014 22.00,"3,2","64,1","102,9","18,6",,,
27/02/2014 23.00,"2,5","45,5","63,8",,,,
28/02/2014 0.00,"1,9","37,4","49,4","21,2",,,
28/02/2014 1.00,"1,9","28,9","36,2",,,,
28/02/2014 2.00,"2,0","22,6","28,2","28,8",,,
28/02/2014 3.00,"1,9","14,0","16,7",,,,
28/02/2014 4.00,"2,0","9,6","11,4","29,8",,,
28/02/2014 5.00,"1,9","10,2","11,7",,,,
28/02/2014 6.00,"1,9","6,9","8,4","23,9",,,
28/02/2014 7.00,"1,9","14,2","16,7",,,,
28/02/2014 8.00,"2,1","35,4","52,2","22,0",,,
28/02/2014 9.00,"3,1","56,3","99,2",,,,
28/02/2014 10.00,"3,4","51,7","95,0","22,2",,,
28/02/2014 11.00,"2,9","43,1","81,5",,,,
28/02/2014 12.00,"1,9","18,6","28,6","19,8",,,
28/02/2014 13.00,"2,7","13,9","21,1",,,,
28/02/2014 14.00,"3,8","28,0","40,8","16,8",,,
28/02/2014 15.00,"2,1","21,5","31,1",,,,
28/02/2014 16.00,"3,2","18,9","29,1","11,7",,,
28/02/2014 17.00,"1,9","15,3","23,2",,,,
28/02/2014 18.00,"2,4","25,0","36,9","13,2",,,
28/02/2014 19.00,"3,2","43,1","59,6",,,,
28/02/2014 20.00,"3,2","46,3","61,7","11,5",,,
28/02/2014 21.00,"3,1","51,6","75,4",,,,
28/02/2014 22.00,"3,4","56,9","88,9","15,4",,,
28/02/2014 23.00,"3,1","36,5","48,6",,,,
01/03/2014 0.00,"2,3","30,9","39,9","18,6",,,
01/03/2014 1.00,,"28,0","37,6",,,,
01/03/2014 2.00,"2,9",,,"19,0",,,
01/03/2014 3.00,"2,9","20,8","25,2",,,,
01/03/2014 4.00,"2,4","14,8","17,7","21,5",,,
01/03/2014 5.00,"2,0","6,2","8,2",,,,
01/03/2014 6.00,"2,4","5,2","6,3","17,3",,,
01/03/2014 7.00,"1,9","9,3","11,9",,,,
01/03/2014 8.00,"2,3","14,7","18,6","11,0",,,
01/03/2014 9.00,"2,3","29,8","44,2",,,,
01/03/2014 10.00,"3,4","23,7","35,6","11,5",,,
01/03/2014 11.00,"3,1","20,8","29,1",,,,
01/03/2014 12.00,"3,0","23,5","34,8","8,5",,,
01/03/2014 13.00,"2,4","17,0","25,4",,,,
01/03/2014 14.00,"2,0","20,5","30,5","12,5",,,
01/03/2014 15.00,"2,3","18,6","28,6",,,,
01/03/2014 16.00,"3,3","13,2","18,0","9,3",,,
01/03/2014 17.00,"3,3","15,8","19,9",,,,
01/03/2014 18.00,"3,4","31,9","42,5","9,0",,,
01/03/2014 19.00,"3,4","29,7","39,5",,,,
01/03/2014 20.00,"3,4","37,1","48,7","13,7",,,
01/03/2014 21.00,"3,4","48,4","70,8",,,,
01/03/2014 22.00,"3,4","39,1","53,3","12,5",,,
01/03/2014 23.00,"3,2","26,0","32,3",,,,
02/03/2014 0.00,"3,3","23,4","29,8","9,3",,,
02/03/2014 1.00,"3,2","27,8","36,8",,,,
02/03/2014 2.00,"3,4","32,4","45,0","8,1",,,
02/03/2014 3.00,"3,4","26,4","36,0",,,,
02/03/2014 4.00,"3,4","17,7","22,3","6,3",,,
02/03/2014 5.00,"3,2","13,1","16,6",,,,
02/03/2014 6.00,"2,7","10,5","12,3","7,3",,,
02/03/2014 7.00,"2,5","10,5","11,5",,,,
02/03/2014 8.00,"3,4","21,7","26,2","8,1",,,
02/03/2014 9.00,"3,4","26,5","33,9",,,,
02/03/2014 10.00,"3,4","26,3","36,6","5,9",,,
02/03/2014 11.00,"3,2","15,8","22,6",,,,
02/03/2014 12.00,"3,3","11,5","16,9","3,9",,,
02/03/2014 13.00,"3,4","11,1","16,8",,,,
02/03/2014 14.00,"3,0","11,3","17,4","7,3",,,
02/03/2014 15.00,"2,2","9,5","15,0",,,,
02/03/2014 16.00,"2,2","4,9","7,3","4,9",,,
02/03/2014 17.00,"3,0","7,1","9,9",,,,
02/03/2014 18.00,"3,3","12,1","16,1","3,2",,,
02/03/2014 19.00,"3,3","28,8","37,8",,,,
02/03/2014 20.00,"3,1","42,6","57,2","5,6",,,
02/03/2014 21.00,"3,2","39,4","50,8",,,,
02/03/2014 22.00,"3,6","62,1","99,7","10,7",,,
02/03/2014 23.00,"3,7","55,0","76,9",,,,
03/03/2014 0.00,"3,2","42,1","50,5","11,5",,,
03/03/2014 1.00,,"45,9","60,1",,,,
03/03/2014 2.00,"4,6",,,"14,4",,,
03/03/2014 3.00,"3,7","37,0","58,4",,,,
03/03/2014 4.00,"3,4","17,9","23,0","21,0",,,
03/03/2014 5.00,"3,4","14,9","18,9",,,,
03/03/2014 6.00,"3,4","12,9","15,3","22,0",,,
03/03/2014 7.00,"3,3","14,3","16,4",,,,
03/03/2014 8.00,"3,4","18,8","22,1","14,2",,,
03/03/2014 9.00,"3,4","22,8","30,5",,,,
03/03/2014 10.00,"3,3","11,0","16,6","14,4",,,
03/03/2014 11.00,"3,4","8,2","13,4",,,,
03/03/2014 12.00,"3,3","9,3","14,4","10,3",,,
03/03/2014 13.00,"3,3","8,2","13,8",,,,
03/03/2014 14.00,"3,3","6,0","9,5","7,1",,,
03/03/2014 15.00,"3,4","5,8","9,2",,,,
03/03/2014 16.00,"2,5","6,5","10,6","9,3",,,
03/03/2014 17.00,"2,5","5,3","8,8",,,,
03/03/2014 18.00,"3,4","7,1","11,4","8,5",,,
03/03/2014 19.00,"3,4","13,1","17,5",,,,
03/03/2014 20.00,"3,6","37,6","59,5","8,8",,,
03/03/2014 21.00,"4,4","63,7","112,5",,,,
03/03/2014 22.00,"4,4","73,0","121,3","13,2",,,
03/03/2014 23.00,"4,2","71,1","118,9",,,,
04/03/2014 0.00,"3,5","55,6","79,2","15,1",,,
04/03/2014 1.00,"3,0","23,0","28,4",,,,
04/03/2014 2.00,"3,0","14,9","18,7","26,9",,,
04/03/2014 3.00,"2,5","15,3","18,2",,,,
04/03/2014 4.00,"3,3","13,3","15,2","22,5",,,
04/03/2014 5.00,"3,4","9,5","11,0",,,,
04/03/2014 6.00,"3,3","7,0","8,0","18,6",,,
04/03/2014 7.00,"3,4","8,8","10,7",,,,
04/03/2014 8.00,"3,4","27,8","33,9","18,8",,,
04/03/2014 9.00,"3,5","41,6","56,4",,,,
04/03/2014 10.00,"3,4","34,3","45,1","11,0",,,
04/03/2014 11.00,"4,1","63,0","104,2",,,,
04/03/2014 12.00,"3,4","50,4","78,9","6,8",,,
04/03/2014 13.00,"3,4","46,0","69,0",,,,
04/03/2014 14.00,"3,4","41,4","65,8","12,9",,,
04/03/2014 15.00,"3,2","22,1","36,5",,,,
04/03/2014 16.00,"2,7","15,1","24,3","7,6",,,
04/03/2014 17.00,"3,3","16,1","23,5",,,,
04/03/2014 18.00,"3,4","25,1","36,0","4,9",,,
04/03/2014 19.00,"3,5","39,3","55,0",,,,
04/03/2014 20.00,"3,5","46,2","67,5","8,8",,,
04/03/2014 21.00,"3,5","49,8","75,2",,,,
04/03/2014 22.00,"3,7","49,6","72,9","13,7",,,
04/03/2014 23.00,"3,4","33,6","44,5",,,,
05/03/2014 0.00,"3,7","44,4","62,0","13,4",,,
05/03/2014 1.00,,"48,2","70,8",,,,
05/03/2014 2.00,"3,9",,,"14,2",,,
05/03/2014 3.00,"3,3","20,8","24,2",,,,
05/03/2014 4.00,"2,9","13,2","15,7","17,3",,,
05/03/2014 5.00,"3,0","11,1","13,0",,,,
05/03/2014 6.00,"3,3","7,7","9,6","15,9",,,
05/03/2014 7.00,"2,8","21,2","27,4",,,,
05/03/2014 8.00,"3,8","48,0","75,1","15,6",,,
05/03/2014 9.00,"5,2","49,3","133,2",,,,
05/03/2014 10.00,"9,6","68,5","280,8","9,3",,,
05/03/2014 11.00,"5,3","40,9","94,7",,,,
05/03/2014 12.00,"2,4","12,4","22,6","10,3",,,
05/03/2014 13.00,"2,9","12,9","24,2",,,,
05/03/2014 14.00,"3,4","16,9","28,7","13,2",,,
05/03/2014 15.00,"3,4","21,2","33,5",,,,
05/03/2014 16.00,"3,9","29,6","49,9","13,4",,,
05/03/2014 17.00,"2,9","13,8","21,2",,,,
05/03/2014 18.00,"3,3","26,5","35,1","10,7",,,
05/03/2014 19.00,"2,7","31,5","43,4",,,,
05/03/2014 20.00,"2,9","38,5","62,0","12,9",,,
05/03/2014 21.00,"2,4","27,8","44,2",,,,
05/03/2014 22.00,"1,9","15,7","23,5","14,9",,,
05/03/2014 23.00,"1,9","14,5","21,2",,,,
06/03/2014 0.00,"1,4","11,8","17,9","8,8",,,
06/03/2014 1.00,"1,3","13,1","18,2",,,,
06/03/2014 2.00,"1,4","23,1","26,6","8,1",,,
06/03/2014 3.00,"1,6","35,7","39,5",,,,
06/03/2014 4.00,"1,8","14,4","15,5","6,6",,,
06/03/2014 5.00,"1,4","11,0","12,2",,,,
06/03/2014 6.00,"1,3","7,6","8,7","9,5",,,
06/03/2014 7.00,"1,3","5,4","7,5",,,,
06/03/2014 8.00,"1,3","10,7","14,1","6,1",,,
