"NetC","SIMAGE Brindisi","","","","","","","","","","",""
"Stat","valzani_sanpietrovernotico","","","","","","","","","","",""
,SO2,NO2,NOX,CO,O3
24/10/2012 20.00,"3,758132","8,028994","15,462369","0,291151","54,396368"
24/10/2012 21.00,"3,828465","5,857312","12,900845","0,28072","55,380801"
24/10/2012 22.00,"3,747439","4,345827","11,313671","0,331454","58,739445"
24/10/2012 23.00,"3,472291","2,839263","9,279853","0,423757","56,949669"
25/10/2012 0.00,"3,285481","2,343089","8,804026",,"53,680602"
25/10/2012 1.00,"4,55207","1,591036","7,8394",,"52,162986"
25/10/2012 2.00,"4,362449","1,755881","7,757528",,"53,100517"
25/10/2012 3.00,"4,945384","0,790599","6,971238",,"59,489305"
25/10/2012 4.00,"4,621844","0,925098","6,961512",,"66,845491"
25/10/2012 5.00,"4,492428","1,063699","6,966376",,"60,354336"
25/10/2012 6.00,"4,605526","2,726906","9,571672",,"54,712855"
25/10/2012 7.00,"5,531695","8,575198","19,353283",,"37,483019"
25/10/2012 8.00,"6,322259",,,"0,560887","23,717577"
25/10/2012 9.00,"6,071866",,,,"39,009193"
25/10/2012 10.00,"6,700942","11,405439","18,360297","1,389809","73,001381"
25/10/2012 11.00,"7,252365","8,323419","16,054114","1,389454","82,4826"
25/10/2012 12.00,"7,555087","6,487985","13,447195","1,362308","93,354393"
25/10/2012 13.00,"10,333025","7,85267","16,350796","1,365272","96,071483"
25/10/2012 14.00,"9,201485","5,514502","11,646833","1,339193","106,823794"
25/10/2012 15.00,"8,682134","4,926474","11,488764","1,339292","105,391463"
25/10/2012 16.00,,,,,
25/10/2012 17.00,,,,,
25/10/2012 18.00,,,,,
25/10/2012 19.00,,,,,
25/10/2012 20.00,,,,,
25/10/2012 21.00,,,,,
25/10/2012 22.00,,,,,
25/10/2012 23.00,,,,,
26/10/2012 0.00,,,,,
26/10/2012 1.00,,,,,
26/10/2012 2.00,,,,,
26/10/2012 3.00,,,,,
26/10/2012 4.00,,,,,
26/10/2012 5.00,,,,,
26/10/2012 6.00,,,,,
26/10/2012 7.00,,,,,
26/10/2012 8.00,,,,,
26/10/2012 9.00,,,,,
26/10/2012 10.00,,,,,
26/10/2012 11.00,,,,,
26/10/2012 12.00,,,,,
26/10/2012 13.00,,,,,
26/10/2012 14.00,"5,109686","2,74741","11,144254","0,332541","86,080083"
26/10/2012 15.00,"5,129943","2,029802","8,637041","0,301938","89,627231"
26/10/2012 16.00,"4,785583","1,956812","8,506531","0,350934","89,555572"
26/10/2012 17.00,"4,675861","4,712422","12,566063","0,310631","78,462014"
26/10/2012 18.00,"5,057919","3,022969","10,083977","0,297196","76,827492"
26/10/2012 19.00,"5,038226","3,187814","9,861872","0,29202","76,182548"
26/10/2012 20.00,"5,087741","4,257253","10,374177","0,313654","69,375748"
26/10/2012 21.00,"4,73888","2,708864","8,748905","0,280977","72,758231"
26/10/2012 22.00,"4,682614","2,130677","8,124736","0,275089","73,269249"
26/10/2012 23.00,"4,190832","1,806729","7,53218","0,249761","71,023078"
27/10/2012 0.00,"4,838474","1,346641","7,213611","0,236959","72,141475"
27/10/2012 1.00,"4,058602",,,"0,237157","72,215691"
27/10/2012 2.00,"3,718744",,,"0,238125","77,540663"
27/10/2012 3.00,"3,763197",,,"0,237927","78,964455"
27/10/2012 4.00,"3,984328",,,"0,236288","84,210965"
27/10/2012 5.00,"4,093489",,,"0,237038","87,930426"
27/10/2012 6.00,"3,915681",,,"0,249169","87,724841"
27/10/2012 7.00,"4,187455","1,00219","7,973963","0,26118","76,777158"
27/10/2012 8.00,"4,356259","2,705583","11,338802","0,303479","68,990156"
27/10/2012 9.00,"4,201522","3,409247","11,130475","0,299271","57,061388"
27/10/2012 10.00,"5,184522","2,974583","13,486104","0,332837","50,083976"
27/10/2012 11.00,"4,82047","1,367143","8,838073","0,280562","67,944277"
27/10/2012 12.00,"4,494677","1,593497","9,118542","0,291704","69,480686"
27/10/2012 13.00,"5,217157","7,583668","22,378488","0,669231","51,721074"
27/10/2012 14.00,"4,048473",,,"0,280146","62,53908"
27/10/2012 15.00,"3,838032",,,"0,287042","62,998907"
27/10/2012 16.00,"4,242596",,,"0,292178","70,909585"
27/10/2012 17.00,"4,27242",,,"0,309762","73,311045"
27/10/2012 18.00,"4,166073",,,"0,306423","73,639483"
27/10/2012 19.00,"4,547571",,,"0,305613","73,232582"
27/10/2012 20.00,"4,115433",,,"0,302096","73,285466"
27/10/2012 21.00,"4,117121",,,"0,300555","69,785221"
27/10/2012 22.00,"3,749128",,,"0,302768","67,522832"
27/10/2012 23.00,"4,106993",,,"0,274911","66,136567"
28/10/2012 0.00,"4,173387",,,"0,234865","65,525755"
28/10/2012 1.00,"3,823401",,,"0,222892","70,423324"
28/10/2012 2.00,"3,598331",,,"0,213607","75,429256"
28/10/2012 3.00,"3,696238",,,"0,213607","75,587101"
28/10/2012 4.00,,,,"0,213568","78,450903"
28/10/2012 5.00,"3,811585","3,752059","9,260399","0,213627",
28/10/2012 6.00,"3,786264","2,430022","8,414123","0,213687","72,999684"
28/10/2012 7.00,"3,95732","1,961733","8,538147","0,213765","65,554765"
28/10/2012 8.00,"3,633781","2,019141","9,21014","0,236307","58,608072"
28/10/2012 9.00,"3,630404","2,028982","9,641386","0,247648","53,144029"
28/10/2012 10.00,"4,014151","1,687812","9,093414","0,239251","62,746401"
28/10/2012 11.00,"3,937625","1,392567","8,579488","0,237651","66,931655"
28/10/2012 12.00,"3,691173","1,354021","8,433578","0,238855","71,88468"
28/10/2012 13.00,"4,111493","1,179335","8,183099","0,240792","75,634879"
28/10/2012 14.00,"3,958446","1,237565","7,267112","0,237849","79,41832"
28/10/2012 15.00,"4,244849",,,"0,23848","79,176905"
28/10/2012 16.00,"4,182953",,,"0,237591","75,692877"
28/10/2012 17.00,"3,989954","1,570534","8,098796","0,247055","69,113846"
28/10/2012 18.00,"3,696799","2,019961","9,614635","0,23607","68,177153"
28/10/2012 19.00,"3,993895","1,629582","9,274989","0,240476","68,246277"
28/10/2012 20.00,"3,558943","1,844455","9,368211","0,23601","63,773528"
28/10/2012 21.00,"3,942128","3,286229","10,507117","0,235024","58,077442"
28/10/2012 22.00,"3,870104","4,70504","12,132387","0,25551","47,490595"
28/10/2012 23.00,"4,145255","3,387104","10,831359","0,23848","46,703209"
29/10/2012 0.00,"4,655605","4,008757","11,750592","0,284256","45,357883"
29/10/2012 1.00,"4,684863","4,7075","11,969455","0,281491","44,653228"
29/10/2012 2.00,"4,813718","3,544567","10,614927","0,279436","45,448316"
29/10/2012 3.00,"4,590333","2,110175","9,086118",,"53,625161"
29/10/2012 4.00,"4,494677","1,293332","8,660549","0,23692","51,394351"
29/10/2012 5.00,"4,208275","1,044835","8,028273","0,237591","47,87621"
29/10/2012 6.00,"4,325313","1,678789","9,216626","0,241206","57,169759"
29/10/2012 7.00,"5,146823","5,37016","13,320741","0,25879","54,099493"
29/10/2012 8.00,"6,107315","8,825334","18,682919","0,321537","48,083512"
29/10/2012 9.00,"5,148511","5,924563","13,767387","0,27098","50,249481"
29/10/2012 10.00,"5,174955",,,"0,259896","47,859152"
29/10/2012 11.00,"4,114307","3,32554","10,289","0,239369","61,343918"
29/10/2012 12.00,"3,752504","2,24038","8,879645","0,26205","68,121711"
29/10/2012 13.00,"2,737996","1,530348","8,372781","0,261892","77,624255"
29/10/2012 14.00,"3,925247","3,136146","12,025386","0,294273","76,533171"
29/10/2012 15.00,"3,334435","2,41854","10,93755","0,264441","79,19055"
29/10/2012 16.00,"2,745871","2,664577","10,287442","0,267937","80,559739"
29/10/2012 17.00,"3,059278","3,865091","11,034232","0,276135","72,441086"
29/10/2012 18.00,"3,165632","5,395584","13,304529","0,264954","67,549286"
29/10/2012 19.00,"2,785261","5,17087","13,876819","0,262426","58,873368"
29/10/2012 20.00,"2,687355","4,542656","13,733341","0,253752","60,337259"
29/10/2012 21.00,"2,927055","5,690007","15,26377","0,353206","55,114668"
29/10/2012 22.00,"2,838151","3,934125","12,031061","0,250532","49,897165"
29/10/2012 23.00,"2,607454","3,048393","9,595991","0,240416","56,543567"
30/10/2012 0.00,"2,735743","1,843634","8,484647","0,240811","61,961548"
30/10/2012 1.00,"3,031151","1,492622","7,69106","0,252784","60,122297"
30/10/2012 2.00,"3,656287",,,"0,241128","54,897972"
30/10/2012 3.00,"3,553317","9,259695","15,575607","0,241226","56,443776"
30/10/2012 4.00,,"4,838721","11,436074","0,241148","51,750918"
30/10/2012 5.00,"3,608459","3,09022","9,681917","0,241622",
30/10/2012 6.00,"3,44303","2,970483","9,391717","0,253238","46,480527"
30/10/2012 7.00,"3,679919","4,583663","12,491488","0,276037","42,024018"
30/10/2012 8.00,"4,27467","9,187009","26,138091","0,320134","37,680085"
30/10/2012 9.00,"4,229093","6,984159","20,596751","0,337993","48,032298"
30/10/2012 10.00,"3,713118","5,322593","15,054635","0,281412","58,398198"
30/10/2012 11.00,"4,500868","4,854304","13,715508","0,263808","65,556478"
30/10/2012 12.00,"5,656609","4,378633","12,097531","0,27177","73,150665"
30/10/2012 13.00,"4,249914","4,208046","12,192372","0,275069","79,359446"
30/10/2012 14.00,"3,987705","5,327512","14,368857","0,296229","81,509217"
30/10/2012 15.00,"5,52663","5,582571","13,503127","0,275938","79,48144"
30/10/2012 16.00,"6,428605","6,831618","13,79981","0,264954","75,16482"
30/10/2012 17.00,"5,16314","7,147364","13,967607","0,263828","71,252544"
30/10/2012 18.00,"3,991642","16,014526","23,709506","0,332581","48,116746"
30/10/2012 19.00,"4,092924","21,013167","31,910438","0,382209","20,823052"
30/10/2012 20.00,"4,408588","21,627435","36,901349","0,486562","12,385999"
30/10/2012 21.00,"4,422093","19,732127","31,628343","0,393846","13,006195"
30/10/2012 22.00,"4,249349","11,006859","20,357637","0,307371","30,426263"
30/10/2012 23.00,"3,925809","6,540474","14,288607","0,25721","58,678018"
31/10/2012 0.00,"3,671479","7,807562","14,957359","0,260825","49,672786"
31/10/2012 1.00,"5,344885","7,38766","14,420737","0,293403","51,933501"
31/10/2012 2.00,"4,949886","6,807835","14,062448","0,280957","43,823147"
31/10/2012 3.00,"4,286485","4,664856","11,543074","0,263215","44,503084"
31/10/2012 4.00,"4,414778","2,250414","9,227975","0,260351","57,16122"
31/10/2012 5.00,"4,740006","1,824773","8,784571","0,258218","55,786903"
31/10/2012 6.00,"4,568389","2,035544","8,829155","0,241188","60,147035"
31/10/2012 7.00,"4,65054","3,358399","10,130993","0,252132","58,06635"
31/10/2012 8.00,"4,718624","8,343101","15,253234","0,267957","51,014703"
31/10/2012 9.00,"4,997151","10,383567","18,596184","0,320727","49,231772"
31/10/2012 10.00,"4,742255","7,456551","15,087058","0,289591","61,327696"
31/10/2012 11.00,"4,65054","4,567261","11,20424","0,287397","69,825343"
31/10/2012 12.00,"4,680361","3,063976","9,252294","0,285106","75,970997"
31/10/2012 13.00,"4,688239","3,602797","9,697317","0,291309","74,486619"
31/10/2012 14.00,"4,474422","3,076278","8,995329","0,281293","76,917066"
31/10/2012 15.00,"4,460355","3,124665","8,866443","0,300497","74,106133"
31/10/2012 16.00,"4,570076","3,249323","9,190688","0,273133","73,001381"
31/10/2012 17.00,"4,234721","2,798256","9,025322","0,264519","77,545793"
31/10/2012 18.00,"4,505368","5,048672","11,0178","0,284908","63,639582"
31/10/2012 19.00,"4,118809","4,202306","10,358774","0,281194","67,910997"
31/10/2012 20.00,"4,208836","3,412528","9,411174","0,26687","69,402201"
31/10/2012 21.00,"4,244849","2,221711","8,136895","0,24336","79,974543"
31/10/2012 22.00,"4,218964","1,180155","7,050678","0,278369","80,682607"
31/10/2012 23.00,"4,31462",,,"0,264263","84,656291"
01/11/2012 0.00,"4,733815",,,"0,242077","85,44625"
01/11/2012 1.00,"4,056914",,,"0,245277","81,254995"
01/11/2012 2.00,"3,988266",,,"0,256321","75,922359"
01/11/2012 3.00,"4,332626","8,198426","14,883776",,"72,97836"
01/11/2012 4.00,,"3,654465","10,566291","0,257881","69,065224"
01/11/2012 5.00,"3,987142","1,444235","8,245517","0,256301",
01/11/2012 6.00,"3,782888","0,996448","7,73078","0,256123","68,056871"
01/11/2012 7.00,"4,044536",,,"0,258414","66,168987"
01/11/2012 8.00,"3,931999",,,"0,259186","58,978306"
01/11/2012 9.00,"3,935937","1,210501","9,048019","0,262622","56,620374"
01/11/2012 10.00,"4,362449","1,171134","8,992899","0,256952","75,373815"
01/11/2012 11.00,"3,727184","1,413071","7,685385","0,245672","85,884733"
01/11/2012 12.00,"4,190832","1,169494","7,590544","0,260351","87,643783"
01/11/2012 13.00,"4,229657",,,"0,283011","87,316204"
01/11/2012 14.00,"3,742376","1,115365","7,045005","0,2661","86,0963"
01/11/2012 15.00,"3,94888",,,"0,258454","82,224108"
01/11/2012 16.00,"4,229657",,,"0,274062","76,330995"
01/11/2012 17.00,"4,50368","1,558232","8,41169","0,287318","71,605739"
01/11/2012 18.00,"3,805397","2,875348","10,290684","0,265132","55,043865"
01/11/2012 19.00,"4,328688","2,769553","11,049414","0,26691","55,881587"
01/11/2012 20.00,"4,417028","5,963929","15,275929","0,289136","45,758836"
01/11/2012 21.00,"4,118809","4,240315","12,021614","0,272435","45,98914"
01/11/2012 22.00,"4,240909","4,865786","12,635774","0,285185","37,185284"
01/11/2012 23.00,"4,430532","5,361139","12,934079","0,255293","27,044619"
02/11/2012 0.00,"4,142441","5,03637","13,049996","0,341352","24,917011"
02/11/2012 1.00,"4,395646","3,738937","12,029439","0,275603","30,660018"
02/11/2012 2.00,"4,61903","1,126849","8,724586","0,258296","38,273815"
02/11/2012 3.00,"4,850854","1,935489","9,07639","0,276907","42,879654"
02/11/2012 4.00,"5,338133","1,221162","8,209851","0,256972","42,958135"
02/11/2012 5.00,"4,914999","1,582836","8,576245","0,278922","35,333225"
02/11/2012 6.00,"4,670797","1,869879","9,099087","0,268905","22,78685"
02/11/2012 7.00,"4,911059","2,20941","9,89997","0,303143","16,443292"
02/11/2012 8.00,"4,788959","3,424009","12,34801","0,29933","20,621717"
02/11/2012 9.00,"4,844102","3,56097","13,75928","0,280759","37,582829"
02/11/2012 10.00,"4,633096","3,655285","13,781166","0,288879","51,911317"
02/11/2012 11.00,"4,639286","2,415259","10,776238","0,27503","70,941183"
02/11/2012 12.00,"4,696678","2,456266","10,928633","0,287753","79,112902"
02/11/2012 13.00,"4,030466","2,115094","9,154208","0,295755","84,934395"
02/11/2012 14.00,"4,183516","1,865777","9,216626","0,280049","87,408335"
02/11/2012 15.00,"4,243162","1,572995","8,337115","0,264382","92,256444"
02/11/2012 16.00,"4,494677","1,766543","8,101228","0,261674","89,79102"
02/11/2012 17.00,"4,400709","2,184806","9,122596","0,270546","78,434686"
02/11/2012 18.00,"4,298305","3,506023","10,197465","0,257131","66,529861"
02/11/2012 19.00,"4,256101","5,408705","13,23968","0,274853","55,353529"
02/11/2012 20.00,"4,675861","6,935772","16,029795","0,310591","48,861499"
02/11/2012 21.00,"4,910497","8,019976","17,912031","0,303005","42,19463"
02/11/2012 22.00,"4,909935","10,190837","18,901785","0,355656","28,598943"
02/11/2012 23.00,"4,721438","9,385478","17,842318","0,33837","20,008333"
03/11/2012 0.00,"4,465419","4,819857","12,558767","0,263295","29,782177"
03/11/2012 1.00,"4,079984","3,103342","11,063195","0,235912","42,831892"
03/11/2012 2.00,"4,074355",,,"0,222438","47,22189"
03/11/2012 3.00,"4,038345",,,"0,215326","50,179539"
03/11/2012 4.00,,,,"0,21821","45,783574"
03/11/2012 5.00,"4,362449","6,086947","13,144029","0,226547",
03/11/2012 6.00,"4,674735","5,157748","12,711972","0,259106","32,587147"
03/11/2012 7.00,"4,581332","6,553596","14,599072","0,263493","38,323313"
03/11/2012 8.00,"4,885739","8,621124","17,449173","0,317941","40,155718"
03/11/2012 9.00,"4,895305","6,636428","15,355368","0,388096","48,977549"
03/11/2012 10.00,"5,102932","5,264365","13,734152","0,308181","58,373461"
03/11/2012 11.00,"4,195332","2,859765","10,748679","0,244309","72,430652"
03/11/2012 12.00,"4,377078","3,043474","10,285009","0,254542","77,306052"
03/11/2012 13.00,"4,567827","2,820401","10,939982","0,262979","81,973295"
03/11/2012 14.00,"4,479485","2,899951","10,111539","0,265981","82,699297"
03/11/2012 15.00,"4,435597","2,551399","9,454945","0,252645","82,1627"
03/11/2012 16.00,"4,646038","3,925105","11,775718","0,270585","77,975753"
03/11/2012 17.00,"4,541381","3,451074","10,107486","0,263235","68,265889"
03/11/2012 18.00,"4,74507","7,32287","15,373203","0,280166","44,036453"
03/11/2012 19.00,"4,401836","5,801545","13,242923","0,266239","49,235143"
03/11/2012 20.00,"4,962264","11,0085","20,695659","0,308201","34,409321"
03/11/2012 21.00,"4,892491","11,424301","20,599198","0,303143","24,109994"
03/11/2012 22.00,"4,496927","8,934411","17,157354","0,295992","30,762381"
03/11/2012 23.00,"4,81203","9,118117","17,655878","0,301168","29,852143"
04/11/2012 0.00,"4,836786","7,739493","16,018448","0,322505","29,111658"
04/11/2012 1.00,"5,185648","6,257532","15,239452","0,289018","33,40781"
04/11/2012 2.00,"5,347138","5,535825","14,050287","0,300477","31,15396"
04/11/2012 3.00,"5,496245","5,585853","13,799001",,"24,730199"
04/11/2012 4.00,"5,705564","3,744677","11,393923","0,258296","31,310927"
04/11/2012 5.00,"5,363452","2,337347","10,080734","0,241484","32,590561"
04/11/2012 6.00,"5,38371","1,40815","9,180148","0,255412","38,017876"
04/11/2012 7.00,"5,196338","2,863046","11,485521","0,264895","44,018538"
04/11/2012 8.00,"5,419159","5,029808","13,906811","0,236881","44,506474"
04/11/2012 9.00,"5,239665","2,796617","10,848384","0,221312","58,150798"
04/11/2012 10.00,"5,528883","2,055226","9,717583","0,213667","65,756956"
04/11/2012 11.00,"5,407907","1,690271","8,976687","0,242946","65,332103"
04/11/2012 12.00,"5,266109","1,877259","9,495475","0,267009","73,794734"
04/11/2012 13.00,"5,68587","1,340079","9,16799","0,30581","78,602744"
04/11/2012 14.00,"5,628476","1,622202","8,900488","0,307411","79,633281"
04/11/2012 15.00,"5,537884",,,"0,290895","81,76857"
04/11/2012 16.00,"5,51819","1,057137","8,350895","0,280206","80,876244"
04/11/2012 17.00,"6,26374","1,80837","8,625691","0,266614","82,200227"
04/11/2012 18.00,"6,263178","2,940958","10,139099","0,268649","78,078119"
04/11/2012 19.00,"5,834416","3,817669","11,796795","0,289472","65,175155"
04/11/2012 20.00,"5,886745","3,701211","11,239908","0,29204","67,027195"
04/11/2012 21.00,"5,95089","2,491531","9,925908","0,281529","79,262209"
04/11/2012 22.00,"5,554765","3,575732","11,196945","0,280562","69,847504"
04/11/2012 23.00,"5,528318","2,075728","9,536817","0,268076","73,793037"
05/11/2012 0.00,"5,16314","1,578735","9,156641","0,240871","76,890612"
05/11/2012 1.00,"3,988279",,,"0,234562","80,47585"
05/11/2012 2.00,"3,933688",,,"0,234114","77,6379"
05/11/2012 3.00,"3,738438",,,"0,233562","75,094874"
05/11/2012 4.00,,,,"0,235004","76,433362"
05/11/2012 5.00,"3,74294",,,"0,239646",
05/11/2012 6.00,"4,04341",,,"0,25723","67,675549"
05/11/2012 7.00,"4,055225",,,"0,256103","62,524598"
05/11/2012 8.00,"4,029344",,,"0,287298","57,455542"
05/11/2012 9.00,"4,07942",,,"0,325093","52,902591"
05/11/2012 10.00,"4,007399",,,"0,272502","58,408434"
05/11/2012 11.00,"3,995582",,,"0,267364","61,899285"
05/11/2012 12.00,"3,801456",,,"0,27908","65,637497"
05/11/2012 13.00,"4,076608",,,"0,288583","66,808802"
05/11/2012 14.00,"4,470483",,,"0,481426","58,833288"
05/11/2012 15.00,"3,926936",,,"0,276966","62,137267"
05/11/2012 16.00,"3,957882",,,"0,315708","64,024337"
05/11/2012 17.00,"3,860538",,,"0,327918","58,910913"
05/11/2012 18.00,"3,830153",,,"0,310986","57,476847"
05/11/2012 19.00,"3,893175",,,"0,269715","59,261536"
05/11/2012 20.00,"4,081108",,,"0,261438","60,251095"
05/11/2012 21.00,"3,397453",,,"0,276393","59,98151"
05/11/2012 22.00,"3,382261",,,"0,265072","60,910544"
05/11/2012 23.00,"3,534748",,,"0,247173","59,631767"
06/11/2012 0.00,"3,243842",,,"0,233778","56,955635"
06/11/2012 1.00,"3,606208",,,"0,232139","55,48061"
06/11/2012 2.00,"3,595517",,,"0,229531","51,111122"
06/11/2012 3.00,"3,493109",,,"0,213489","42,28165"
06/11/2012 4.00,"3,567383",,,"0,21337","34,575663"
06/11/2012 5.00,"3,333308",,,"0,227674","31,467894"
06/11/2012 6.00,"3,653472",,,"0,231348","45,37837"
06/11/2012 7.00,"3,928062",,,"0,247806","32,352536"
06/11/2012 8.00,"4,056352","9,779956","24,876783","1,041067","24,212358"
06/11/2012 9.00,"6,728511","10,232664","23,63817","0,309308","35,320417"
06/11/2012 10.00,"5,949766","5,688368","15,394279","0,266969","49,219824"
06/11/2012 11.00,"7,096505","6,231741","16,04844","0,287121","54,067933"
06/11/2012 12.00,"7,488128","6,093507","14,808208","0,351349","58,13799"
06/11/2012 13.00,"8,708577","8,267653","18,829641","0,362097","54,408278"
06/11/2012 14.00,"10,463567","9,728288","23,143688","0,402498","52,888946"
06/11/2012 15.00,"5,596966","6,200943","20,034203","0,263413","62,16033"
06/11/2012 16.00,"4,324749","5,920462","16,157872","0,300911","59,302472"
06/11/2012 17.00,"4,462043","9,072192","17,752341","0,271534","51,402015"
06/11/2012 18.00,"4,98252","17,156136","28,154887","0,400839","24,241365"
06/11/2012 19.00,"4,341068","12,63152","21,56625","0,298481","31,554895"
06/11/2012 20.00,"4,749008","11,833542","22,392253","0,30583","29,225115"
06/11/2012 21.00,"4,131186","11,830263","22,805667","0,327187","27,334671"
06/11/2012 22.00,"4,610028","14,423487","26,898436","0,4592","14,494836"
06/11/2012 23.00,"4,086172","10,285152","18,639957","0,309208","15,568876"
07/11/2012 0.00,"3,748566","8,150373","16,800685","0,303816","21,494429"
07/11/2012 1.00,"5,248105","4,044842","12,64226","0,261537","31,604391"
07/11/2012 2.00,"5,29762",,,"0,256478","31,479823"
07/11/2012 3.00,"5,307748",,,,"31,682874"
07/11/2012 4.00,,,,"0,258039","29,816313"
07/11/2012 5.00,"6,475869","6,150915","13,752794","0,264263",
07/11/2012 6.00,"7,302444","5,517781","13,257513","0,257051","34,495485"
07/11/2012 7.00,"5,964395","5,327512","13,385589","0,256972","44,207065"
07/11/2012 8.00,"6,609788","13,437702","35,432533","0,378159","33,532361"
07/11/2012 9.00,"6,839922","14,318512","35,555742","0,504205","33,285817"
07/11/2012 10.00,"5,732008","5,756437","15,84822","0,268293","59,175372"
07/11/2012 11.00,"5,305499","4,70586","12,672254","0,239706","66,090501"
07/11/2012 12.00,"5,372457","4,664035","13,316688","0,246501","67,338571"
07/11/2012 13.00,"5,345448","4,103892","12,410426","0,251243","66,148515"
07/11/2012 14.00,"5,596966","5,956547","16,129502","0,269794","66,033363"
07/11/2012 15.00,"4,778831","3,884098","11,413377","0,239271","74,709259"
07/11/2012 16.00,"5,099556","3,743038","11,122368","0,239369","75,060741"
07/11/2012 17.00,"5,29762","4,977322","11,861645","0,229156","72,961282"
07/11/2012 18.00,"5,231225","6,536375","14,227811","0,247648","67,945989"
07/11/2012 19.00,"5,339822","5,97951","13,301284","0,24259","68,112335"
07/11/2012 20.00,"4,966202","5,559608","12,504457","0,241583","63,968021"
07/11/2012 21.00,"5,405654","6,163217","13,8371","0,254345","58,422917"
07/11/2012 22.00,"5,284115","4,524614","12,157516","0,271197","60,159843"
07/11/2012 23.00,"5,169892","3,482238","10,194222","0,231032","60,115475"
08/11/2012 0.00,"5,268924","2,577644","9,493044","0,257446","59,734152"
08/11/2012 1.00,"5,242477","1,987977","8,749715","0,264203","59,998607"
08/11/2012 2.00,"5,1969",,,"0,253417","56,216007"
08/11/2012 3.00,"5,437165","1,949431","8,976687","0,25719","53,483556"
08/11/2012 4.00,"5,441102","1,546751","8,524367","0,252034","54,858729"
08/11/2012 5.00,"6,081636","2,402231","9,378031","0,249437","55,253419"
08/11/2012 6.00,"5,590213","2,48825","9,827825","0,259206","53,974086"
08/11/2012 7.00,"5,464735","6,601163","14,975192","0,309466","44,623384"
08/11/2012 8.00,"6,271053","15,696318","36,813799","0,423737","28,447104"
08/11/2012 9.00,"7,008163","14,019168","39,62985","0,519279","27,085576"
08/11/2012 10.00,"6,47362","4,131774","14,002463","0,259047","60,602573"
08/11/2012 11.00,"6,662118","3,529806","11,908658","0,258059","67,272042"
08/11/2012 12.00,"6,943457","3,839812","11,661423","0,257032","70,75521"
08/11/2012 13.00,"6,280619","3,524064","11,069678","0,261694","73,722253"
08/11/2012 14.00,"6,972715","4,223629","13,204014","0,294174","72,951046"
08/11/2012 15.00,"7,114512","3,242763","10,55332","0,298501","76,332692"
08/11/2012 16.00,"7,488692","4,253154","11,408513","0,30905","73,78793"
08/11/2012 17.00,"6,687999","7,322052","14,821988","0,301938","64,580545"
08/11/2012 18.00,"6,262051","11,840104","21,888059","0,355083","50,741728"
08/11/2012 19.00,"6,723448","16,526281","27,555035","0,555434","37,462528"
08/11/2012 20.00,"6,359957","18,99977","32,143894","0,550059","22,129118"
08/11/2012 21.00,"6,511318","16,31059","30,040349","0,468604","23,991412"
08/11/2012 22.00,"6,017849","13,171982","23,304201","0,483737","28,043596"
08/11/2012 23.00,"5,434351","7,354856","15,10408","0,335682","33,277278"
09/11/2012 0.00,"4,886865","5,150368","13,102687","0,293384","36,422635"
09/11/2012 1.00,"3,907241","3,42483","11,2853","0,283703","40,78959"
09/11/2012 2.00,"3,736188",,,"0,265804","43,449503"
09/11/2012 3.00,"3,67204",,,"0,257466","46,914779"
09/11/2012 4.00,,,,"0,259047","46,460938"
09/11/2012 5.00,"3,870666","5,711331","13,758468","0,25877",
09/11/2012 6.00,"3,852662","4,937956","12,931647","0,258988","39,135456"
09/11/2012 7.00,"3,553879","7,283506","15,255664","0,290302","32,025814"
09/11/2012 8.00,"4,810341","14,492379","33,371953","0,437014","14,449623"
09/11/2012 9.00,"5,519316","16,068652","40,590419","0,669409","21,852731"
09/11/2012 10.00,"4,586958","6,414175","18,056319","0,307213","52,859958"
09/11/2012 11.00,"4,269605","4,035001","13,130246","0,265112","69,606949"
09/11/2012 12.00,"4,135125","4,205585","12,56039","0,286034","72,273705"
09/11/2012 13.00,"4,307867","5,020788","13,317498","0,299113","76,648323"
09/11/2012 14.00,"4,267355","6,0361","15,557211","0,315926","80,186095"
09/11/2012 15.00,"4,253851","5,56945","13,316688","0,309426","83,235033"
09/11/2012 16.00,"3,915271","7,655923","11,879654","0,29716","82,961837"
09/11/2012 17.00,"3,861102","11,530918","14,723904","0,325073","73,038907"
09/11/2012 18.00,"4,54363","18,13208","24,694396","0,432943","52,06912"
09/11/2012 19.00,"5,014032","24,050895","35,778663","0,566873","26,047359"
09/11/2012 20.00,"5,040476","19,108025","25,389887","0,478581","33,238895"
09/11/2012 21.00,"4,817655","16,427046","22,426307","0,394971","36,364622"
09/11/2012 22.00,"4,463166","11,980345","18,370836","0,420655","40,444914"
09/11/2012 23.00,"4,611715","10,460659","14,22376","0,339318","41,87898"
10/11/2012 0.00,"3,985454","8,180717","11,587659","0,30182","50,156494"
10/11/2012 1.00,"3,882483","7,127681","10,546837","0,258454","61,581082"
10/11/2012 2.00,"4,106993","7,447528","10,688694","0,258712","60,117172"
10/11/2012 3.00,"3,492548","7,18017","10,144773",,"50,682855"
10/11/2012 4.00,"3,502676","6,328062","9,643818","0,262247","52,31313"
10/11/2012 5.00,"3,766008","6,126314","9,180148","0,257111","54,717984"
10/11/2012 6.00,"3,577511","6,834899","10,058037","0,284019","48,559537"
10/11/2012 7.00,"3,704678","8,890125","12,677116","0,292732","35,109725"
