"NetC","SIMAGE Brindisi","","","",""
"Stat","Via Dei Mille","","","",""
Parm,SO2,NOX,NO2,PM10
27/10/2011 16.00,"1,1","48,3","35,6","16,1"
27/10/2011 17.00,"1,3",74,"51,1",
27/10/2011 18.00,"2,1","117,8","72,6","12,9"
27/10/2011 19.00,2,"125,9","76,8",
27/10/2011 20.00,"1,6","109,2","70,8","24,7"
27/10/2011 21.00,"1,4","86,3","58,3",
27/10/2011 22.00,"1,4",95,59,41
27/10/2011 23.00,"1,3","65,5","45,4",
28/10/2011 0.00,"0,7","43,4","35,7","29,1"
28/10/2011 1.00,"0,3","39,7","31,3",
28/10/2011 2.00,"0,8","29,6",26,"24,7"
28/10/2011 3.00,1,"33,6","27,2",
28/10/2011 4.00,"0,4","24,2","21,6","9,5"
28/10/2011 5.00,"0,4","21,8","19,7",
28/10/2011 6.00,"1,4","51,7","33,2","24,2"
28/10/2011 7.00,"2,5","122,4","43,7",
28/10/2011 8.00,"4,2","174,8",55,"26,6"
28/10/2011 9.00,"5,4","157,2","61,4",
28/10/2011 10.00,"4,2","122,4",57,"48,8"
28/10/2011 11.00,"1,3","41,1","28,4",
28/10/2011 12.00,"1,3","38,8",26,"43,2"
28/10/2011 13.00,"1,3","25,7","18,9",
28/10/2011 14.00,"1,7","23,9","16,6","20,5"
28/10/2011 15.00,"1,3","22,1","15,4",
28/10/2011 16.00,"1,3","34,4","24,8","11,7"
28/10/2011 17.00,"1,3","54,4","37,9",
28/10/2011 18.00,"1,3",82,55,"21,7"
28/10/2011 19.00,"2,1","121,4","71,5",
28/10/2011 20.00,"4,9","156,1","83,3","30,5"
28/10/2011 21.00,"3,4","173,7","85,9",
28/10/2011 22.00,"2,3",114,"61,9","25,9"
28/10/2011 23.00,"1,2","56,2","42,2",
29/10/2011 0.00,1,"47,9","33,4","29,1"
29/10/2011 1.00,,"42,4","29,2",
29/10/2011 2.00,,,,"17,8"
29/10/2011 3.00,,"14,6","12,5",
29/10/2011 4.00,,"11,7","9,9","15,9"
29/10/2011 5.00,,11,"8,6",
29/10/2011 6.00,,"8,7","6,8","26,1"
29/10/2011 7.00,,"13,2","10,1",
29/10/2011 8.00,,"22,1","14,7","15,1"
29/10/2011 9.00,,"25,6","15,9",
29/10/2011 10.00,,"25,7","15,8","18,3"
29/10/2011 11.00,,"26,8","18,3",
29/10/2011 12.00,,"24,5","15,4",12
29/10/2011 13.00,,"29,7","18,4",
29/10/2011 14.00,,"7,7","5,9","17,3"
29/10/2011 15.00,,"5,1","3,6",
29/10/2011 16.00,,"6,2","4,3","20,5"
29/10/2011 17.00,,"6,4","4,8",
29/10/2011 18.00,,"8,1","6,1","32,5"
29/10/2011 19.00,,"9,8","7,3",
29/10/2011 20.00,,"16,9","12,4","3,2"
29/10/2011 21.00,,"18,2","13,3",
29/10/2011 22.00,,"16,8","12,5","21,2"
29/10/2011 23.00,,"20,9","15,1",
30/10/2011 0.00,,"25,9",17,"17,1"
30/10/2011 1.00,,"35,3","21,7",
30/10/2011 2.00,,"19,6","13,9","2,4"
30/10/2011 3.00,,"17,8","11,2",
30/10/2011 4.00,,"8,2","5,8","11,5"
30/10/2011 5.00,,"7,2","4,6",
30/10/2011 6.00,,"13,8","8,4","15,6"
30/10/2011 7.00,,"15,9","11,6",
30/10/2011 8.00,,"26,9","19,2","6,3"
30/10/2011 9.00,,"25,2","17,9",
30/10/2011 10.00,,"12,4","8,2",12
30/10/2011 11.00,,"12,4","8,3",
30/10/2011 12.00,,"14,7","10,4","18,6"
30/10/2011 13.00,,"19,4","12,7",
30/10/2011 14.00,,"14,9","10,1",9
30/10/2011 15.00,,"12,2","8,9",
30/10/2011 16.00,,"13,6","10,8","17,3"
30/10/2011 17.00,,"14,9","12,2",
30/10/2011 18.00,,"98,7","69,3","15,6"
30/10/2011 19.00,,"146,1","96,5",
30/10/2011 20.00,,"212,5","95,3","29,1"
30/10/2011 21.00,,"156,6","79,7",
30/10/2011 22.00,,"126,7","74,2","36,1"
30/10/2011 23.00,,"86,2","56,8",
31/10/2011 0.00,,51,"36,8","49,1"
31/10/2011 1.00,,"51,7",33,
31/10/2011 2.00,,,,"37,6"
31/10/2011 3.00,,"36,3",26,
31/10/2011 4.00,,"21,2","19,2","27,4"
31/10/2011 5.00,,"16,6",15,
31/10/2011 6.00,,20,"16,4","23,9"
31/10/2011 7.00,,"34,4","26,5",
31/10/2011 8.00,,"72,8","39,2",32
31/10/2011 9.00,,78,"43,3",
31/10/2011 10.00,,"24,9",18,"33,9"
31/10/2011 11.00,,"18,9","13,1",
31/10/2011 12.00,,"17,4","12,8","45,7"
31/10/2011 13.00,,20,"15,1",
31/10/2011 14.00,,"20,2","14,5","11,5"
31/10/2011 15.00,,"16,5","12,1",
31/10/2011 16.00,,"27,3",23,"17,1"
31/10/2011 17.00,,"71,3","52,7",
31/10/2011 18.00,,"97,8","69,2","13,9"
31/10/2011 19.00,,"191,1","113,1",
31/10/2011 20.00,,"205,1","98,4","25,9"
31/10/2011 21.00,,"307,9","115,5",
31/10/2011 22.00,,"246,5","96,7","44,4"
31/10/2011 23.00,,"94,6",60,
01/11/2011 0.00,,"91,9","60,5","68,1"
01/11/2011 1.00,,"75,2","49,4",
01/11/2011 2.00,,"54,9","39,9","19,8"
01/11/2011 3.00,,"28,1","22,8",
01/11/2011 4.00,,"25,5","20,4","24,4"
01/11/2011 5.00,,"16,6","14,4",
01/11/2011 6.00,,"17,6",16,"36,9"
01/11/2011 7.00,,"25,5","21,3",
01/11/2011 8.00,,28,"20,2","26,4"
01/11/2011 9.00,,"35,9","23,7",
01/11/2011 10.00,,"16,9","13,3","45,4"
01/11/2011 11.00,,"22,1","15,4",
01/11/2011 12.00,,"15,4","10,9","33,5"
01/11/2011 13.00,,"17,9",13,
01/11/2011 14.00,,"15,7","11,1","13,4"
01/11/2011 15.00,,"13,4","10,5",
01/11/2011 16.00,,"22,1",16,"15,4"
01/11/2011 17.00,,"42,7","32,6",
01/11/2011 18.00,,"118,1","75,7","8,5"
01/11/2011 19.00,,"137,5","82,8",
01/11/2011 20.00,,"168,1","90,4","34,7"
01/11/2011 21.00,,"122,2","70,7",
01/11/2011 22.00,,"87,6","60,6","26,9"
01/11/2011 23.00,,76,54,
02/11/2011 0.00,,"57,7","44,7","34,7"
02/11/2011 1.00,,"57,8","41,6",
02/11/2011 2.00,,,,"36,9"
02/11/2011 3.00,,"18,7","15,6",
02/11/2011 4.00,,"14,1","11,5","28,1"
02/11/2011 5.00,,12,"10,6",
02/11/2011 6.00,,22,"17,6","31,5"
02/11/2011 7.00,,"38,6","28,9",
02/11/2011 8.00,,"81,6","47,2","21,5"
02/11/2011 9.00,,134,"62,9",
02/11/2011 10.00,,"56,4","35,6","35,4"
02/11/2011 11.00,,"13,5","9,4",
02/11/2011 12.00,,"25,7","16,9","30,8"
02/11/2011 13.00,,"23,8","16,5",
02/11/2011 14.00,,"26,6","18,9","15,1"
02/11/2011 15.00,,"25,9","19,3",
02/11/2011 16.00,,32,"23,4","27,1"
02/11/2011 17.00,"1,3","64,6","44,9",
02/11/2011 18.00,"0,5","102,5",68,"25,6"
02/11/2011 19.00,"0,8","141,6","87,4",
02/11/2011 20.00,"1,1","164,7","89,7",32
02/11/2011 21.00,"0,8",151,"70,4",
02/11/2011 22.00,"0,1","118,4","63,7","56,9"
02/11/2011 23.00,,"92,3","52,4",
03/11/2011 0.00,,"56,8","37,2","38,8"
03/11/2011 1.00,,"42,3","30,9",
03/11/2011 2.00,,"34,7","26,2","39,8"
03/11/2011 3.00,,"21,6",17,
03/11/2011 4.00,,"15,6","13,9","12,7"
03/11/2011 5.00,,"12,9","11,3",
03/11/2011 6.00,,"19,6","16,2","32,7"
03/11/2011 7.00,,"42,2","31,4",
03/11/2011 8.00,,"72,7","39,7","26,9"
03/11/2011 9.00,,"99,2",49,
03/11/2011 10.00,,"45,1","30,7",42
03/11/2011 11.00,,"29,6","22,4",
03/11/2011 12.00,,"30,9","21,6","38,8"
03/11/2011 13.00,,"25,3",18,
03/11/2011 14.00,,"40,8","26,7","2,7"
03/11/2011 15.00,,"34,8","26,6",
03/11/2011 16.00,,"54,1","39,5","19,8"
03/11/2011 17.00,,"72,8","52,9",
03/11/2011 18.00,,"101,8","74,5","14,7"
03/11/2011 19.00,"2,3",273,"117,7",
03/11/2011 20.00,"2,9","290,2","106,9","34,7"
03/11/2011 21.00,"4,4","407,5","138,1",
03/11/2011 22.00,"1,5","213,4","91,3","47,4"
03/11/2011 23.00,"0,3","130,2","66,4",
04/11/2011 0.00,"0,6","147,4","71,1","52,3"
04/11/2011 1.00,,"97,8","64,9",
04/11/2011 2.00,"0,4",,,"45,7"
04/11/2011 3.00,0,"20,9","18,9",
04/11/2011 4.00,0,"18,5","16,9","23,2"
04/11/2011 5.00,0,"15,6","13,6",
04/11/2011 6.00,0,"23,9","21,5","34,9"
04/11/2011 7.00,0,"43,1","37,1",
04/11/2011 8.00,"0,3",123,"68,2","15,4"
04/11/2011 9.00,"0,5",151,"80,2",
04/11/2011 10.00,,"55,1","39,9","39,6"
04/11/2011 11.00,,"52,4","35,7",
04/11/2011 12.00,"0,7","46,5","30,7","45,7"
04/11/2011 13.00,"0,9","54,5","36,9",
04/11/2011 14.00,"0,6","48,5","33,4","21,5"
04/11/2011 15.00,"0,6",34,"25,7",
04/11/2011 16.00,"0,6","45,9","35,1","2,7"
04/11/2011 17.00,"0,6","52,9","41,5",
04/11/2011 18.00,"0,5","64,2","50,6","24,7"
04/11/2011 19.00,"0,7","96,5","65,3",
04/11/2011 20.00,1,"106,3","71,5","19,8"
04/11/2011 21.00,"0,6","91,7","64,7",
04/11/2011 22.00,"0,6","67,6","51,2",43
04/11/2011 23.00,"0,6","48,5","39,4",
05/11/2011 0.00,"0,6",33,"28,6","43,2"
05/11/2011 1.00,"0,6","30,4",25,
05/11/2011 2.00,"0,6",22,"19,1","32,5"
05/11/2011 3.00,"0,6",17,"15,2",
05/11/2011 4.00,"0,6","11,8","10,2","19,8"
05/11/2011 5.00,"0,6","5,7","4,3",
05/11/2011 6.00,"0,6","9,2","7,6","18,6"
05/11/2011 7.00,"0,6","18,5","15,6",
05/11/2011 8.00,"0,6",30,24,9
05/11/2011 9.00,"0,6","44,4","32,7",
05/11/2011 10.00,"0,6","29,6","22,9","28,6"
05/11/2011 11.00,"0,6","26,6","19,7",
05/11/2011 12.00,"0,6","21,3","15,6","37,4"
05/11/2011 13.00,"0,6",34,"24,5",
05/11/2011 14.00,"0,6","38,3","26,2","24,9"
05/11/2011 15.00,"0,5","14,7","10,8",
05/11/2011 16.00,"0,6",14,"11,1","17,3"
05/11/2011 17.00,"0,6",23,"19,4",
05/11/2011 18.00,"0,6","38,6","31,9","28,6"
05/11/2011 19.00,"0,6","38,4","30,2",
05/11/2011 20.00,"0,6","34,9","25,2","26,1"
05/11/2011 21.00,"0,6","37,8","28,6",
05/11/2011 22.00,"0,6","47,5","32,9","32,7"
05/11/2011 23.00,"0,6","25,8",19,
06/11/2011 0.00,"0,6","25,2","18,5","25,2"
06/11/2011 1.00,,"21,8","15,9",
06/11/2011 2.00,1,,,"19,3"
06/11/2011 3.00,"0,6","12,3","9,2",
06/11/2011 4.00,"0,6","6,1","4,6","4,6"
06/11/2011 5.00,"0,6","6,5",5,
06/11/2011 6.00,"0,6","8,6",7,"17,8"
06/11/2011 7.00,"0,6","11,3","9,5",
06/11/2011 8.00,"0,6","10,9","9,1","29,1"
06/11/2011 9.00,"0,6","18,3","13,9",
06/11/2011 10.00,"0,6","13,8","11,1","24,4"
06/11/2011 11.00,"0,6","18,1","14,5",
06/11/2011 12.00,"0,6","22,2","17,1","31,7"
06/11/2011 13.00,"0,6","31,5","20,6",
06/11/2011 14.00,"0,6","16,9","12,9","38,8"
06/11/2011 15.00,"0,6","9,3","7,7",
06/11/2011 16.00,"0,6","10,1","8,2","44,9"
06/11/2011 17.00,"0,6","11,9","9,7",
06/11/2011 18.00,"0,6","13,6","10,6","28,6"
06/11/2011 19.00,"0,6","16,7","12,9",
06/11/2011 20.00,"0,6","19,6","15,7","41,5"
06/11/2011 21.00,"0,6","24,7","18,7",
06/11/2011 22.00,"0,6","21,6","17,3","43,7"
06/11/2011 23.00,"0,6",19,"15,5",
07/11/2011 0.00,"0,6","14,4","12,5","33,5"
07/11/2011 1.00,"0,6","8,1","6,3",
07/11/2011 2.00,"0,6","4,2","2,8","11,5"
07/11/2011 3.00,"0,6","3,9","2,5",
07/11/2011 4.00,"0,6","6,6","4,9","27,4"
07/11/2011 5.00,"0,5","6,6","5,2",
07/11/2011 6.00,"0,6","15,2","13,5","22,2"
07/11/2011 7.00,"0,6","60,5","39,8",
07/11/2011 8.00,"1,6","161,6","64,3","40,3"
07/11/2011 9.00,1,"130,7","62,4",
07/11/2011 10.00,"0,6","77,9","43,4","32,5"
07/11/2011 11.00,"0,5","51,5","32,4",
07/11/2011 12.00,"0,6","48,1","31,9",44
07/11/2011 13.00,"0,5","45,1","29,6",
07/11/2011 14.00,"0,6","47,4","30,2","28,8"
07/11/2011 15.00,"0,6","35,3","25,2",
07/11/2011 16.00,"0,6",43,29,"42,7"
07/11/2011 17.00,"0,6","44,4","33,5",
07/11/2011 18.00,"0,6","61,4","44,7",44
07/11/2011 19.00,"0,5","62,3","45,9",
07/11/2011 20.00,"0,6","57,8",38,"39,1"
07/11/2011 21.00,"0,5","52,4","36,8",
07/11/2011 22.00,"0,3","48,5","35,2","38,3"
07/11/2011 23.00,"0,6","43,6","34,1",
08/11/2011 0.00,"0,6","31,4","24,5","39,3"
08/11/2011 1.00,,"25,1","20,1",
08/11/2011 2.00,"0,8",,,"24,2"
08/11/2011 3.00,"0,6","8,4","6,9",
08/11/2011 4.00,"0,6","4,5","3,1","20,5"
08/11/2011 5.00,"0,6","9,2","7,6",
08/11/2011 6.00,"0,5","15,6","13,5","26,1"
08/11/2011 7.00,"0,6","26,9","21,6",
08/11/2011 8.00,"0,6",69,"42,9","25,2"
08/11/2011 9.00,"0,6","71,4","41,5",
08/11/2011 10.00,"0,6",43,"27,9","25,9"
08/11/2011 11.00,"0,6","39,7","26,6",
08/11/2011 12.00,"0,5","38,6","27,3","39,6"
08/11/2011 13.00,"0,5","40,9","28,3",
08/11/2011 14.00,"0,5","35,2",24,"27,8"
08/11/2011 15.00,"0,6","24,8","18,8",
08/11/2011 16.00,"0,5",26,"21,1",31
08/11/2011 17.00,"0,6","53,5","37,8",
08/11/2011 18.00,"0,6","77,9","56,2","36,9"
08/11/2011 19.00,"0,6","108,9","64,2",
08/11/2011 20.00,"0,6",64,"43,9","34,9"
08/11/2011 21.00,"0,5","66,7","44,9",
08/11/2011 22.00,"0,6",40,"28,2","19,5"
08/11/2011 23.00,"0,6","18,2","13,8",
09/11/2011 0.00,"0,5",13,11,"26,1"
09/11/2011 1.00,"0,3","14,2","10,8",
09/11/2011 2.00,"0,6","9,1","7,7","14,4"
09/11/2011 3.00,"0,4","8,6","6,6",
09/11/2011 4.00,"0,5","5,6","3,9","14,4"
09/11/2011 5.00,"0,5","4,2","2,7",
09/11/2011 6.00,"0,2","7,9","6,3","18,8"
09/11/2011 7.00,"0,4","32,2","26,1",
09/11/2011 8.00,"0,6","81,7","54,1","17,3"
09/11/2011 9.00,"0,6",93,"53,7",
09/11/2011 10.00,"0,6","95,1","53,7","25,2"
09/11/2011 11.00,"0,4","61,6","38,4",
09/11/2011 12.00,"0,5","46,2","30,3","34,7"
09/11/2011 13.00,"0,6","67,6","44,3",
09/11/2011 14.00,"0,6","86,1","50,6",23
09/11/2011 15.00,"0,5","58,5",38,
09/11/2011 16.00,"0,6","49,5","35,4","28,3"
09/11/2011 17.00,"0,6","99,2","59,1",
09/11/2011 18.00,"0,6","73,8","52,6","22,5"
09/11/2011 19.00,"0,6","66,9","40,1",
09/11/2011 20.00,1,"116,1","68,4","5,6"
09/11/2011 21.00,"0,6","80,3","51,3",
09/11/2011 22.00,"0,6","69,9","49,1","8,8"
09/11/2011 23.00,"0,6","62,4","42,1",
10/11/2011 0.00,"0,6","59,1","40,2","23,4"
10/11/2011 1.00,,38,"27,1",
10/11/2011 2.00,"1,1",,,"18,8"
10/11/2011 3.00,"0,6",27,"19,9",
10/11/2011 4.00,"0,6","6,9","5,5",2
10/11/2011 5.00,"0,6","5,8","4,4",
10/11/2011 6.00,"0,6","13,6","10,4","6,6"
10/11/2011 7.00,"0,6","38,8","27,6",
10/11/2011 8.00,"1,1",117,"46,9","8,5"
10/11/2011 9.00,"1,6","144,7","55,6",
10/11/2011 10.00,"0,9","119,6","58,6","12,9"
10/11/2011 11.00,"0,6",42,"27,6",
10/11/2011 12.00,"0,6","40,2","24,4","31,7"
10/11/2011 13.00,"0,6","35,5","21,6",
10/11/2011 14.00,"0,6","32,8","21,8","4,2"
10/11/2011 15.00,"0,6","13,9","10,1",
10/11/2011 16.00,"0,6","20,8","14,1","7,1"
10/11/2011 17.00,"0,6",27,19,
10/11/2011 18.00,"0,6",31,"21,1","12,2"
10/11/2011 19.00,"0,6","28,7","18,8",
10/11/2011 20.00,"0,6","19,8","14,5","7,3"
10/11/2011 21.00,"0,6","21,2","14,4",
10/11/2011 22.00,"0,6","20,5","13,7",22
10/11/2011 23.00,"0,6","17,9","12,3",
11/11/2011 0.00,"0,5","13,6","9,5","19,8"
11/11/2011 1.00,"0,6","16,2","11,2",
11/11/2011 2.00,"0,6","12,5","7,7","24,4"
11/11/2011 3.00,"0,6","3,9",2,
11/11/2011 4.00,"0,6","2,6","1,2","19,3"
11/11/2011 5.00,"0,6","2,5","1,1",
11/11/2011 6.00,"0,6",4,"2,6","19,5"
11/11/2011 7.00,"0,6","8,4","6,9",
11/11/2011 8.00,"0,6","17,6","12,5",22
11/11/2011 9.00,"0,6","30,9","20,5",
11/11/2011 10.00,"0,6","22,9","14,4","27,6"
11/11/2011 11.00,"0,6","36,6","21,5",
11/11/2011 12.00,"0,6","38,5","23,1","33,7"
11/11/2011 13.00,"0,5","39,6","25,5",
11/11/2011 14.00,"0,6","45,6","26,8","34,2"
11/11/2011 15.00,"0,6","35,9","22,5",
11/11/2011 16.00,"0,6","36,8","23,3",19
11/11/2011 17.00,"0,6","43,6","28,6",
11/11/2011 18.00,"0,6","57,8","38,3","24,4"
11/11/2011 19.00,"0,6","68,5","42,7",
11/11/2011 20.00,"0,6","84,3",49,"34,7"
11/11/2011 21.00,"0,6","55,4","33,1",
11/11/2011 22.00,"0,6","51,3","30,5","26,4"
11/11/2011 23.00,"0,6","31,7","22,4",
12/11/2011 0.00,"0,6","30,6","18,5","20,5"
12/11/2011 1.00,,"24,5","16,8",
12/11/2011 2.00,"1,1",,,"12,5"
12/11/2011 3.00,"0,6","16,2","12,3",
12/11/2011 4.00,"0,6","8,5","6,4","18,3"
12/11/2011 5.00,"0,6","8,4","6,2",
12/11/2011 6.00,"0,6","7,9","6,3","29,5"
12/11/2011 7.00,"0,6","9,4","6,8",
12/11/2011 8.00,"0,6","17,9","12,6","22,7"
12/11/2011 9.00,"0,6","21,9","13,6",
12/11/2011 10.00,"0,6","22,2","13,7","29,1"
12/11/2011 11.00,"0,6","29,5",18,
12/11/2011 12.00,"1,1","20,4","12,8","24,7"
12/11/2011 13.00,"1,4","28,6","18,1",
12/11/2011 14.00,"1,2","32,4","19,2","19,8"
12/11/2011 15.00,"0,7","12,5","8,1",
12/11/2011 16.00,"0,6","16,3","10,8","7,8"
12/11/2011 17.00,"0,6","18,2",12,
12/11/2011 18.00,"0,6","18,3","11,8",23
12/11/2011 19.00,"0,6","21,1","13,2",
12/11/2011 20.00,"0,6","29,1","17,8","23,9"
12/11/2011 21.00,"0,8","40,6","26,6",
12/11/2011 22.00,"0,6","30,5","18,8","20,5"
12/11/2011 23.00,"0,6","22,6","15,1",
13/11/2011 0.00,"0,8","25,3","17,3","23,4"
13/11/2011 1.00,1,"23,7","15,4",
13/11/2011 2.00,"0,6","18,9",12,"23,9"
13/11/2011 3.00,"0,6","11,9","8,2",
13/11/2011 4.00,"0,5","7,6","5,7","10,7"
13/11/2011 5.00,"0,5","3,4",2,
13/11/2011 6.00,"0,5","3,6","2,3","4,2"
13/11/2011 7.00,"0,6","21,5","15,3",
13/11/2011 8.00,"0,6","16,9","10,9","28,3"
13/11/2011 9.00,"0,7","16,6","11,6",
13/11/2011 10.00,"0,6","12,8","8,3","6,1"
13/11/2011 11.00,"0,5","12,8",9,
13/11/2011 12.00,"1,3",21,"13,2","15,1"
13/11/2011 13.00,2,"25,5","15,5",
13/11/2011 14.00,"1,8","15,3","10,2","29,8"
13/11/2011 15.00,"1,8","11,6","8,3",
13/11/2011 16.00,"1,7","17,6",12,"15,1"
13/11/2011 17.00,"0,9","16,2",11,
13/11/2011 18.00,"0,5","18,7","12,4","9,3"
13/11/2011 19.00,"0,5","22,4","14,9",
13/11/2011 20.00,"0,5","26,1","16,9","21,5"
13/11/2011 21.00,"0,5","25,2","16,2",
13/11/2011 22.00,"0,6","23,7","16,4","17,3"
13/11/2011 23.00,"0,7","21,4","15,6",
14/11/2011 0.00,"1,3",19,14,"8,8"
14/11/2011 1.00,,"14,4","10,3",
14/11/2011 2.00,"2,1",,,"22,5"
14/11/2011 3.00,2,"9,9","8,2",
14/11/2011 4.00,"1,7","6,7",5,"6,6"
14/11/2011 5.00,"1,2","4,6","3,1",
14/11/2011 6.00,"1,9","6,1","4,5","18,8"
14/11/2011 7.00,"1,6","10,1",8,
14/11/2011 8.00,"1,6",19,"14,5","11,5"
14/11/2011 9.00,2,"42,6","29,3",
14/11/2011 10.00,"1,9","34,8","22,1",19
14/11/2011 11.00,"0,9","21,7","14,5",
14/11/2011 12.00,"1,3","34,3",21,"22,5"
14/11/2011 13.00,"1,4",26,"17,7",
14/11/2011 14.00,"1,2","41,5","25,1",12
14/11/2011 15.00,"0,9","49,2","28,8",
14/11/2011 16.00,"0,6","41,3","26,5","13,2"
14/11/2011 17.00,"0,9","43,7","27,9",
14/11/2011 18.00,"0,5","41,1","29,2","19,8"
14/11/2011 19.00,"0,9","53,5",36,
14/11/2011 20.00,"1,4","54,6","35,9",11
14/11/2011 21.00,"0,6","42,2","29,3",
14/11/2011 22.00,"0,5","26,2","16,9","25,6"
14/11/2011 23.00,"0,5","21,1","14,4",
15/11/2011 0.00,"0,5","17,8","11,4","16,8"
15/11/2011 1.00,"0,5","17,4","11,8",
15/11/2011 2.00,"0,5","9,1","7,1","16,8"
15/11/2011 3.00,"0,4","8,4",7,
15/11/2011 4.00,"0,5","7,6","6,2","2,7"
15/11/2011 5.00,"0,5","8,5","7,1",
15/11/2011 6.00,"0,5","16,2","14,1","11,5"
15/11/2011 7.00,"0,4","34,8","28,9",
15/11/2011 8.00,"0,4","57,3","37,1",19
15/11/2011 9.00,"0,5",83,"53,4",
15/11/2011 10.00,"0,5","55,5","37,1","12,2"
15/11/2011 11.00,"0,5","28,9","20,3",
15/11/2011 12.00,"1,9","35,9","23,3","30,8"
15/11/2011 13.00,"1,9","33,7","22,2",
15/11/2011 14.00,"0,5","39,7","29,1","16,4"
15/11/2011 15.00,"0,5","44,6","31,4",
15/11/2011 16.00,"0,7","70,9","46,7","12,5"
15/11/2011 17.00,"1,8","114,4",68,
15/11/2011 18.00,"0,9",114,"66,4","13,9"
15/11/2011 19.00,2,190,"94,8",
15/11/2011 20.00,"1,9","209,1","90,5","15,9"
15/11/2011 21.00,"1,3","146,3","71,4",
15/11/2011 22.00,"0,4","93,5","53,9","34,2"
15/11/2011 23.00,"0,4","82,3","46,7",
16/11/2011 0.00,"0,4",52,"35,7","37,9"
16/11/2011 1.00,,"38,5","28,9",
16/11/2011 2.00,"0,6",,,"77,7"
16/11/2011 3.00,"0,4","21,6","17,6",
16/11/2011 4.00,"0,4","12,7","10,8","28,6"
16/11/2011 5.00,"0,5","13,5","11,9",
16/11/2011 6.00,"0,5","19,5","16,8","15,1"
16/11/2011 7.00,"0,4","42,8","33,2",
16/11/2011 8.00,"0,5","86,9","47,3","28,6"
16/11/2011 9.00,"0,7","119,7","53,3",
16/11/2011 10.00,"0,5","83,9","46,7","22,5"
16/11/2011 11.00,"0,5","38,5","24,9",
16/11/2011 12.00,"0,4",34,"22,4","37,9"
16/11/2011 13.00,"0,5","29,1","19,4",
16/11/2011 14.00,"1,6","47,2","26,6","22,2"
16/11/2011 15.00,"0,5",33,"21,8",
16/11/2011 16.00,"0,5","38,3","27,3","7,6"
16/11/2011 17.00,"1,1","133,7","71,2",
16/11/2011 18.00,"2,9","278,1",118,"7,1"
16/11/2011 19.00,"4,5","369,3",124,
16/11/2011 20.00,"3,2","284,6","103,9","32,5"
16/11/2011 21.00,2,"186,8","84,3",
16/11/2011 22.00,"1,2","137,7","67,9","47,6"
16/11/2011 23.00,"0,4","101,3","55,5",
17/11/2011 0.00,"0,4","83,3","48,4","82,5"
17/11/2011 1.00,"0,4","64,6","41,1",
17/11/2011 2.00,"0,5","49,9","33,1","89,4"
17/11/2011 3.00,"0,4","27,3","22,6",
17/11/2011 4.00,"0,4","18,5","15,1","78,1"
17/11/2011 5.00,"0,4","15,1","13,2",
17/11/2011 6.00,"0,4","21,9","17,7","56,7"
17/11/2011 7.00,"0,5","58,4",35,
17/11/2011 8.00,"1,9","185,3","57,9","34,2"
17/11/2011 9.00,"2,4","221,2","77,4",
17/11/2011 10.00,"0,5","49,2","33,1","33,9"
17/11/2011 11.00,"0,4",35,"22,2",
17/11/2011 12.00,"1,3","28,7","19,2","34,9"
17/11/2011 13.00,2,"30,5","20,8",
17/11/2011 14.00,2,"32,1",22,"15,1"
17/11/2011 15.00,2,"31,6","21,5",
17/11/2011 16.00,2,"52,3","34,6","24,2"
17/11/2011 17.00,"1,1","83,4","52,8",
17/11/2011 18.00,"1,5","133,6","77,1","12,5"
17/11/2011 19.00,2,"181,1","90,5",
17/11/2011 20.00,"2,2","225,8","100,7","34,2"
17/11/2011 21.00,"1,9","165,1","75,9",
17/11/2011 22.00,"1,4","167,7","69,5","24,7"
17/11/2011 23.00,"0,5","118,9","55,4",
18/11/2011 0.00,"0,5","67,4","43,7","70,3"
18/11/2011 1.00,,"60,4","40,6",
18/11/2011 2.00,"0,6",,,"63,2"
18/11/2011 3.00,"0,5",35,"28,5",
18/11/2011 4.00,"0,4","26,4","20,8",52
18/11/2011 5.00,"0,4","19,2",17,
18/11/2011 6.00,"0,4","24,3","19,4","37,6"
18/11/2011 7.00,"0,4","54,1","36,3",
18/11/2011 8.00,"0,5","96,3","49,7","28,8"
18/11/2011 9.00,"0,5","96,7","48,3",
18/11/2011 10.00,"0,4","70,5","42,9","35,2"
18/11/2011 11.00,"0,5","47,3","29,1",
18/11/2011 12.00,"1,3","53,2","34,6","49,1"
18/11/2011 13.00,"0,9","57,4","38,8",
18/11/2011 14.00,1,"66,4","44,5","11,7"
18/11/2011 15.00,"0,6","40,6","29,1",
18/11/2011 16.00,"0,6","28,7","21,4","26,1"
18/11/2011 17.00,"0,5","27,3","20,1",
18/11/2011 18.00,"0,4","31,7","23,5","23,9"
18/11/2011 19.00,"0,5","40,9","30,4",
18/11/2011 20.00,"0,5",79,"53,5",10
18/11/2011 21.00,"0,5","60,9","41,7",
18/11/2011 22.00,"0,5",49,"35,6","33,9"
18/11/2011 23.00,"0,4","49,8","37,6",
19/11/2011 0.00,"0,4","42,7","31,9","43,7"
19/11/2011 1.00,"0,5","38,3","27,3",
19/11/2011 2.00,"0,5","34,5","23,6",30
19/11/2011 3.00,"0,5","20,6","15,9",
19/11/2011 4.00,"0,4",12,"9,8","30,5"
19/11/2011 5.00,"0,4","11,4","9,5",
19/11/2011 6.00,"0,5","15,8","13,3","24,2"
19/11/2011 7.00,"0,2","28,1","23,6",
